t,Ca,S,h,dCa_dt,dCa_dt_noisy
1.797732829517670794e+01,2.053548949558564318e-01,1.125748918876476212e+00,9.075253339056594815e-01,-7.726810992969235237e-03,1.118837571100032846e-03
1.799066459213158709e+01,2.052519193959470856e-01,1.125646105641306072e+00,9.077086336621035256e-01,-7.716074634840135171e-03,-6.571878861949764783e-02
1.800400088908646623e+01,2.051490869740931478e-01,1.125543507698771428e+00,9.078915232824974479e-01,-7.705340647759094386e-03,-1.414778948082944139e-02
1.801733718604134182e+01,2.050463976688723933e-01,1.125441124636107570e+00,9.080740033670345879e-01,-7.694609089321589879e-03,2.471727226469608990e-02
1.803067348299622097e+01,2.049438514571950698e-01,1.125338956041936900e+00,9.082560745165002558e-01,-7.683880015639965588e-03,-2.130395796411942849e-02
1.804400977995110011e+01,2.048414483143039533e-01,1.125237001506269596e+00,9.084377373322708449e-01,-7.673153481340462545e-03,-3.200437480681836422e-02
1.805734607690597926e+01,2.047391882137743757e-01,1.125135260620502509e+00,9.086189924163149412e-01,-7.662429539560464131e-03,-2.763883733396570869e-03
1.807068237386085841e+01,2.046370711275141696e-01,1.125033732977419820e+00,9.087998403711925466e-01,-7.651708241947087485e-03,1.522682119301312087e-02
1.808401867081573755e+01,2.045350970257636680e-01,1.124932418171193493e+00,9.089802818000551898e-01,-7.640989638651764226e-03,-5.158016605340801780e-02
1.809735496777061670e+01,2.044332658770957323e-01,1.124831315797381937e+00,9.091603173066462595e-01,-7.630273778329588197e-03,-4.132160838435328110e-02
1.811069126472549584e+01,2.043315776484157797e-01,1.124730425452931559e+00,9.093399474953007822e-01,-7.619560708135589278e-03,1.534073331383690661e-02
1.812402756168037499e+01,2.042300323049617006e-01,1.124629746736174996e+00,9.095191729709452000e-01,-7.608850473723449692e-03,7.043859072837538315e-02
1.813736385863525413e+01,2.041286298103039409e-01,1.124529279246833324e+00,9.096979943390978152e-01,-7.598143119239779419e-03,-9.743256911188753408e-03
1.815070015559013328e+01,2.040273701263454198e-01,1.124429022586014071e+00,9.098764122058684567e-01,-7.587438687324851716e-03,3.420748254017793449e-02
1.816403645254501242e+01,2.039262532133216399e-01,1.124328976356212095e+00,9.100544271779588135e-01,-7.576737219107614052e-03,-4.678390425181729734e-02
1.817737274949989157e+01,2.038252790298005490e-01,1.124229140161309592e+00,9.102320398626618791e-01,-7.566038754204140737e-03,-9.299152513619639640e-03
1.819070904645476716e+01,2.037244475326827342e-01,1.124129513606575870e+00,9.104092508678626183e-01,-7.555343330714579808e-03,-6.175461777528851344e-03
1.820404534340964631e+01,2.036237586772011443e-01,1.124030096298667791e+00,9.105860608020374114e-01,-7.544650985220058281e-03,-7.418500223426678641e-02
1.821738164036452545e+01,2.035232124169213674e-01,1.123930887845629112e+00,9.107624702742543876e-01,-7.533961752781266619e-03,-1.077055264938349757e-02
1.823071793731940460e+01,2.034228087037414368e-01,1.123831887856891143e+00,9.109384798941734251e-01,-7.523275666934121919e-03,-1.925649372616529409e-02
1.824405423427428374e+01,2.033225474878919969e-01,1.123733095943271865e+00,9.111140902720458179e-01,-7.512592759689649957e-03,-1.375427427852243534e-01
1.825739053122916289e+01,2.032224287179361377e-01,1.123634511716977036e+00,9.112893020187146087e-01,-7.501913061529093263e-03,-1.462283898984550676e-02
1.827072682818404203e+01,2.031224523407694771e-01,1.123536134791599528e+00,9.114641157456144782e-01,-7.491236601401905781e-03,4.366729643299142871e-03
1.828406312513892118e+01,2.030226183016201891e-01,1.123437964782119103e+00,9.116385320647718560e-01,-7.480563406724573261e-03,1.553728987590794614e-03
1.829739942209380033e+01,2.029229265440489205e-01,1.123340001304903302e+00,9.118125515888048094e-01,-7.469893503376207056e-03,5.316378569462099080e-03
1.831073571904867947e+01,2.028233770099488742e-01,1.123242243977706556e+00,9.119861749309228216e-01,-7.459226915696851035e-03,-6.631220458907374771e-02
1.832407201600355862e+01,2.027239696434893490e-01,1.123144692416485624e+00,9.121594027051139753e-01,-7.448563671527887176e-03,-4.766105078702819603e-02
1.833740831295843776e+01,2.026247044096307348e-01,1.123047346219923304e+00,9.123322355280674145e-01,-7.437903825949367109e-03,-2.064756097792246753e-02
1.835074460991331335e+01,2.025255812751574069e-01,1.122950204984716871e+00,9.125046740182395366e-01,-7.427247437057575563e-03,-5.442972864012343009e-02
1.836408090686819250e+01,2.024266002048131785e-01,1.122853268309278452e+00,9.126767187944394566e-01,-7.416594560969970440e-03,-3.458010600544405427e-02
1.837741720382307165e+01,2.023277611617355920e-01,1.122756535793405508e+00,9.128483704758052486e-01,-7.405945252374729337e-03,4.957165290131904101e-02
1.839075350077795079e+01,2.022290641074558359e-01,1.122660007038281504e+00,9.130196296818046120e-01,-7.395299564527495206e-03,-5.531834442746050295e-02
1.840408979773282994e+01,2.021305090018988559e-01,1.122563681646475464e+00,9.131904970322342052e-01,-7.384657549249822039e-03,-2.836602078329859486e-02
1.841742609468770908e+01,2.020320958033831882e-01,1.122467559221941968e+00,9.133609731472203119e-01,-7.374019256924609078e-03,7.994489348887140467e-02
1.843076239164258823e+01,2.019338244686211259e-01,1.122371639370021379e+00,9.135310586472180638e-01,-7.363384736495316718e-03,-1.783181737428862074e-02
1.844409868859746737e+01,2.018356949527186639e-01,1.122275921697439394e+00,9.137007541530122179e-01,-7.352754035461393778e-03,-6.093621379468643767e-02
1.845743498555234652e+01,2.017377072091754431e-01,1.122180405812307491e+00,9.138700602857164901e-01,-7.342127199876681554e-03,1.917281846955458738e-03
1.847077128250722566e+01,2.016398611898848059e-01,1.122085091324122930e+00,9.140389776667743327e-01,-7.331504274345666816e-03,-1.766419663625728997e-03
1.848410757946210481e+01,2.015421568451338241e-01,1.121989977843768083e+00,9.142075069179578239e-01,-7.320885302022135666e-03,-3.657745231047764695e-03
1.849744387641698395e+01,2.014445941236031878e-01,1.121895064983511769e+00,9.143756486613690004e-01,-7.310270324604614678e-03,-9.283424129181470918e-02
1.851078017337186310e+01,2.013471729723673165e-01,1.121800352357007480e+00,9.145434035194386357e-01,-7.299659382335663138e-03,3.937528680672569559e-03
1.852411647032673869e+01,2.012498933368943865e-01,1.121705839579295150e+00,9.147107721149270176e-01,-7.289052513997487659e-03,8.918216072411989243e-03
1.853745276728161784e+01,2.011527551610461095e-01,1.121611526266799830e+00,9.148777550709237261e-01,-7.278449756910596036e-03,9.265043131955157107e-02
1.855078906423649698e+01,2.010557583870780096e-01,1.121517412037332351e+00,9.150443530108474111e-01,-7.267851146930077999e-03,2.453814009795503986e-02
1.856412536119137613e+01,2.009589029556392570e-01,1.121423496510089102e+00,9.152105665584462368e-01,-7.257256718443773347e-03,-3.044403516722360079e-02
1.857746165814625527e+01,2.008621888057727511e-01,1.121329779305652252e+00,9.153763963377975488e-01,-7.246666504369142503e-03,7.056212359812462018e-03
1.859079795510113442e+01,2.007656158749150099e-01,1.121236260045989308e+00,9.155418429733078733e-01,-7.236080536150775455e-03,2.494125348620662708e-02
1.860413425205601357e+01,2.006691840988963083e-01,1.121142938354453777e+00,9.157069070897131402e-01,-7.225498843758088041e-03,-1.526610505890643038e-02
1.861747054901089271e+01,2.005728934119405671e-01,1.121049813855784505e+00,9.158715893120783491e-01,-7.214921455682615781e-03,-9.883282759151609809e-03
1.863080684596577186e+01,2.004767437466654367e-01,1.120956886176105893e+00,9.160358902657981250e-01,-7.204348398935210562e-03,6.025986769492908818e-02
1.864414314292065100e+01,2.003807350340822135e-01,1.120864154942928348e+00,9.161998105765960521e-01,-7.193779699043445497e-03,1.697375325667220894e-02
1.865747943987553015e+01,2.002848672035959232e-01,1.120771619785147610e+00,9.163633508705251174e-01,-7.183215380049470800e-03,1.855577296708086146e-02
1.867081573683040929e+01,2.001891401830052652e-01,1.120679280333044980e+00,9.165265117739674894e-01,-7.172655464508070899e-03,-5.450128170261272359e-02
1.868415203378528489e+01,2.000935539021548304e-01,1.120587136215366098e+00,9.166892939139328345e-01,-7.162099978029370928e-03,1.481729338459511838e-02
1.869748833074016403e+01,1.999981083110096425e-01,1.120495187044350027e+00,9.168516979203117367e-01,-7.151548971972128410e-03,-1.002538670871834792e-01
1.871082462769504318e+01,1.999028033616081501e-01,1.120403432430119528e+00,9.170137244243727892e-01,-7.141002501019726167e-03,5.506038405446828099e-02
1.872416092464992232e+01,1.998076390040107453e-01,1.120311871984503105e+00,9.171753740574781766e-01,-7.130460617939100854e-03,-2.849951119494590485e-02
1.873749722160480147e+01,1.997126151867411881e-01,1.120220505320703719e+00,9.173366474510840085e-01,-7.119923374120561144e-03,2.608577792482617841e-02
1.875083351855968061e+01,1.996177318567866898e-01,1.120129332053300120e+00,9.174975452367402085e-01,-7.109390819573034592e-03,6.401595614751684482e-02
1.876416981551455976e+01,1.995229889595979134e-01,1.120038351798245291e+00,9.176580680460906247e-01,-7.098863002923574972e-03,-5.858840218151242785e-02
1.877750611246943890e+01,1.994283864390889172e-01,1.119947564172867560e+00,9.178182165108728086e-01,-7.088339971412692397e-03,5.264969766423717445e-02
1.879084240942431805e+01,1.993339242376372666e-01,1.119856968795870156e+00,9.179779912629182359e-01,-7.077821770892722686e-03,6.752402320485873313e-03
1.880417870637919719e+01,1.992396022960838398e-01,1.119766565287330762e+00,9.181373929341523077e-01,-7.067308445825259966e-03,5.272465716142180764e-02
1.881751500333407634e+01,1.991454205537330491e-01,1.119676353268703073e+00,9.182964221565941276e-01,-7.056800039277270897e-03,-2.204357745740200686e-02
1.883085130028895549e+01,1.990513789483526752e-01,1.119586332362814574e+00,9.184550795623568353e-01,-7.046296592920005264e-03,-3.812419650673361249e-02
1.884418759724383463e+01,1.989574774161739501e-01,1.119496502193868537e+00,9.186133657836471622e-01,-7.035798147024714677e-03,6.019554358310711534e-02
1.885752389419871022e+01,1.988637158918915848e-01,1.119406862387442914e+00,9.187712814527659866e-01,-7.025304740461139896e-03,1.713959766698158055e-02
1.887086019115358937e+01,1.987700943086636307e-01,1.119317412570490555e+00,9.189288272021078896e-01,-7.014816410694416082e-03,-1.103708740766291309e-03
1.888419648810846851e+01,1.986766125981115905e-01,1.119228152371339213e+00,9.190860036641611552e-01,-7.004333193782845413e-03,-6.011236640303930373e-02
1.889753278506334766e+01,1.985832706903204736e-01,1.119139081419691761e+00,9.192428114715081033e-01,-6.993855124374878662e-03,6.184707198190997346e-02
1.891086908201822681e+01,1.984900685138386300e-01,1.119050199346626195e+00,9.193992512568248676e-01,-6.983382235706186991e-03,-1.988138492706168631e-02
1.892420537897310595e+01,1.983970059956779164e-01,1.118961505784594967e+00,9.195553236528813956e-01,-6.972914559598315798e-03,-1.418763042153418398e-02
1.893754167592798510e+01,1.983040830613135297e-01,1.118873000367425874e+00,9.197110292925414488e-01,-6.962452126455152823e-03,-3.751762319079528923e-02
1.895087797288286424e+01,1.982112996346841738e-01,1.118784682730321611e+00,9.198663688087628243e-01,-6.951994965260166470e-03,-2.804633221532606448e-03
1.896421426983774339e+01,1.981186556381919484e-01,1.118696552509859776e+00,9.200213428345969113e-01,-6.941543103575122109e-03,2.594958455130015607e-02
1.897755056679262253e+01,1.980261509927024322e-01,1.118608609343992866e+00,9.201759520031891348e-01,-6.931096567535988129e-03,-6.464021285740483708e-03
1.899088686374750168e+01,1.979337856175445443e-01,1.118520852872048499e+00,9.203301969477787337e-01,-6.920655381851895105e-03,-7.818118725254764867e-03
1.900422316070238082e+01,1.978415594305107383e-01,1.118433282734728973e+00,9.204840783016986494e-01,-6.910219569802006356e-03,-3.078342353994923189e-02
1.901755945765725997e+01,1.977494723478567806e-01,1.118345898574111930e+00,9.206375966983757486e-01,-6.899789153232645245e-03,6.996092951223714662e-02
1.903089575461213556e+01,1.976575242843020275e-01,1.118258700033649689e+00,9.207907527713308227e-01,-6.889364152555588205e-03,7.640531945796691371e-02
1.904423205156701471e+01,1.975657151563777747e-01,1.118171686755511596e+00,9.209435471545447394e-01,-6.878944590822354266e-03,-1.817174460012340592e-02
1.905756834852189385e+01,1.974740449000600417e-01,1.118084858366100054e+00,9.210959804849360166e-01,-6.868530515464869868e-03,-4.724186204682929296e-02
1.907090464547677300e+01,1.973825134536469628e-01,1.117998214489576370e+00,9.212480534004632293e-01,-6.858121977514473888e-03,9.078921520566943931e-03
1.908424094243165214e+01,1.972911207535196221e-01,1.117911754751796938e+00,9.213997665389481728e-01,-6.847719026137351339e-03,-8.368911479779683749e-02
1.909757723938653129e+01,1.971998667345992995e-01,1.117825478779974180e+00,9.215511205380972903e-01,-6.837321709175378515e-03,8.113961328484645130e-03
1.911091353634141043e+01,1.971087513303471372e-01,1.117739386202676988e+00,9.217021160355014509e-01,-6.826930073144089894e-03,9.279363560570384056e-03
1.912424983329628958e+01,1.970177744727643898e-01,1.117653476649830058e+00,9.218527536686362822e-01,-6.816544163228431541e-03,3.924356209589127675e-03
1.913758613025116873e+01,1.969269360923923129e-01,1.117567749752714334e+00,9.220030340748621711e-01,-6.806164023281914555e-03,7.434002413282023158e-02
1.915092242720604787e+01,1.968362361183121356e-01,1.117482205143967233e+00,9.221529578914239300e-01,-6.795789695822736232e-03,8.625508758260744258e-02
1.916425872416092702e+01,1.967456744781451439e-01,1.117396842457581974e+00,9.223025257554509082e-01,-6.785421222032371469e-03,1.797492466753114818e-02
1.917759502111580616e+01,1.966552510980526247e-01,1.117311661328908023e+00,9.224517383039573248e-01,-6.775058641751458000e-03,-2.175851821627659832e-02
1.919093131807068175e+01,1.965649659027359497e-01,1.117226661394651099e+00,9.226005961738418248e-01,-6.764701993479158015e-03,4.663187949017197353e-02
1.920426761502556090e+01,1.964748188154363806e-01,1.117141842292873166e+00,9.227491000018877010e-01,-6.754351314368217674e-03,5.210432032364161609e-02
1.921760391198044005e+01,1.963848097579352636e-01,1.117057203662991993e+00,9.228972504247630049e-01,-6.744006640224703419e-03,-6.296622419069855536e-02
1.923094020893531919e+01,1.962949386505540017e-01,1.116972745145781820e+00,9.230450480790201029e-01,-6.733668005504303555e-03,-4.002192363145741505e-02
1.924427650589019834e+01,1.962052054121539435e-01,1.116888466383373135e+00,9.231924936010962313e-01,-6.723335443309760850e-03,-1.684883582116518744e-02
1.925761280284507748e+01,1.961156099601365221e-01,1.116804367019252009e+00,9.233395876273130520e-01,-6.713008985389727623e-03,-8.595164276810443593e-02
1.927094909979995663e+01,1.960261522104431442e-01,1.116720446698261426e+00,9.234863307938772081e-01,-6.702688662133512998e-03,-5.894031551431187094e-02
1.928428539675483577e+01,1.959368320775552452e-01,1.116636705066600177e+00,9.236327237368794352e-01,-6.692374502571762918e-03,7.641783812648367258e-02
1.929762169370971492e+01,1.958476494744942620e-01,1.116553141771823299e+00,9.237787670922954497e-01,-6.682066534372220479e-03,-6.615110060374074230e-02
1.931095799066459406e+01,1.957586043128216602e-01,1.116469756462841634e+00,9.239244614959855051e-01,-6.671764783837776103e-03,3.746581052343087720e-02
1.932429428761947321e+01,1.956696965026389623e-01,1.116386548789922717e+00,9.240698075836942804e-01,-6.661469275903948717e-03,-4.371627254748336466e-02
1.933763058457435235e+01,1.955809259525876642e-01,1.116303518404690109e+00,9.242148059910514357e-01,-6.651180034136512653e-03,4.480605241900130487e-02
1.935096688152923150e+01,1.954922925698492631e-01,1.116220664960123177e+00,9.243594573535709458e-01,-6.640897080729069035e-03,1.185121785481641973e-02
1.936430317848410709e+01,1.954037962601453404e-01,1.116137988110557755e+00,9.245037623066514332e-01,-6.630620436501373505e-03,4.026392577102638065e-02
1.937763947543898624e+01,1.953154369277373958e-01,1.116055487511685929e+00,9.246477214855762794e-01,-6.620350120895644730e-03,-7.226706327954637854e-02
1.939097577239386538e+01,1.952272144754270411e-01,1.115973162820555586e+00,9.247913355255134027e-01,-6.610086151975641533e-03,1.030140219449203129e-02
1.940431206934874453e+01,1.951391288070364605e-01,1.115891013693617984e+00,9.249346050618411086e-01,-6.599828549383797427e-03,-3.188496297231838833e-02
1.941764836630362367e+01,1.950511798447776002e-01,1.115809039772606148e+00,9.250775307327759878e-01,-6.589577355393345937e-03,3.371427807402343352e-02
1.943098466325850282e+01,1.949633675144550049e-01,1.115727240696050782e+00,9.252201131774443477e-01,-6.579332617371196068e-03,3.127437322033697203e-02
1.944432096021338197e+01,1.948756917399183664e-01,1.115645616104232962e+00,9.253623530346263282e-01,-6.569094380753204288e-03,4.501491071821196385e-03
1.945765725716826111e+01,1.947881524436391176e-01,1.115564165638764482e+00,9.255042509428027531e-01,-6.558862689704646198e-03,-1.015696770575241770e-02
1.947099355412314026e+01,1.947007495467105720e-01,1.115482888942586959e+00,9.256458075401555741e-01,-6.548637587119772452e-03,-4.481997184576614994e-03
1.948432985107801940e+01,1.946134829688478951e-01,1.115401785659972278e+00,9.257870234645672047e-01,-6.538419114617603778e-03,8.421649892746565710e-03
1.949766614803289855e+01,1.945263526283880495e-01,1.115320855436522152e+00,9.259278993536210756e-01,-6.528207312541389751e-03,-2.899025034297014747e-02
1.951100244498777769e+01,1.944393584422898502e-01,1.115240097919169227e+00,9.260684358446013009e-01,-6.518002219953578091e-03,-2.542804811130187567e-02
1.952433874194265329e+01,1.943525003261339923e-01,1.115159512756175308e+00,9.262086335744930121e-01,-6.507803874635877117e-03,-3.560344588335055682e-02
1.953767503889753243e+01,1.942657781941229123e-01,1.115079099597133361e+00,9.263484931799821354e-01,-6.497612313084967506e-03,-5.575918113488240874e-02
1.955101133585241158e+01,1.941791919590809268e-01,1.114998858092965728e+00,9.264880152974551697e-01,-6.487427570511752895e-03,4.727182871480778426e-02
1.956434763280729072e+01,1.940927415324542049e-01,1.114918787895925467e+00,9.266272005629997421e-01,-6.477249680837238177e-03,-6.890770736609248825e-02
1.957768392976216987e+01,1.940064268243107681e-01,1.114838888659595462e+00,9.267660496124041636e-01,-6.467078676691495609e-03,5.985225379493851194e-02
1.959102022671704901e+01,1.939202477433403793e-01,1.114759160038888641e+00,9.269045630811575398e-01,-6.456914589410840677e-03,3.079165496436911398e-02
1.960435652367192816e+01,1.938342041968547369e-01,1.114679601690048871e+00,9.270427416044498825e-01,-6.446757449034799803e-03,-8.801593740487670403e-02
1.961769282062680730e+01,1.937482960907873364e-01,1.114600213270648954e+00,9.271805858171718873e-01,-6.436607284305902177e-03,-9.407359923422051184e-02
1.963102911758168645e+01,1.936625233296934978e-01,1.114520994439593071e+00,9.273180963539151556e-01,-6.426464122664302114e-03,-2.904187095126352022e-03
1.964436541453656559e+01,1.935768858167503659e-01,1.114441944857114786e+00,9.274552738489723058e-01,-6.416327990247931712e-03,-5.645968617476233159e-02
1.965770171149144474e+01,1.934913834537569932e-01,1.114363064184778151e+00,9.275921189363364183e-01,-6.406198911889114667e-03,2.743054473175276717e-03
1.967103800844632389e+01,1.934060161411341738e-01,1.114284352085477048e+00,9.277286322497015902e-01,-6.396076911113497687e-03,4.257143532865800134e-02
1.968437430540120303e+01,1.933207837779245541e-01,1.114205808223436289e+00,9.278648144224628247e-01,-6.385962010134679789e-03,1.346881078490910072e-02
1.969771060235607862e+01,1.932356862617927162e-01,1.114127432264209849e+00,9.280006660877156976e-01,-6.375854229856724176e-03,-1.467861555237709968e-02
1.971104689931095777e+01,1.931507234890249280e-01,1.114049223874682415e+00,9.281361878782568020e-01,-6.365753589867483020e-03,-1.302405230732860825e-02
1.972438319626583692e+01,1.930658953545293932e-01,1.113971182723069164e+00,9.282713804265835256e-01,-6.355660108438965228e-03,6.831009276815187825e-02
1.973771949322071606e+01,1.929812017518361122e-01,1.113893308478914435e+00,9.284062443648940510e-01,-6.345573802524616391e-03,-2.168030931339239020e-02
1.975105579017559521e+01,1.928966425730969381e-01,1.113815600813093942e+00,9.285407803250874670e-01,-6.335494687756286492e-03,8.145941628192887585e-02
1.976439208713047435e+01,1.928122177101653789e-01,1.113738059396971014e+00,9.286749889389251944e-01,-6.325422779707261245e-03,9.670896349290233895e-02
1.977772838408535350e+01,1.927279270707465686e-01,1.113660683889441172e+00,9.288088708406171401e-01,-6.315358113111214922e-03,-2.139991322660400597e-02
1.979106468104023264e+01,1.926437705695396019e-01,1.113583473943535296e+00,9.289424266655565976e-01,-6.305300731779220347e-03,1.129288734268755340e-02
1.980440097799511179e+01,1.925597481191134996e-01,1.113506429214167204e+00,9.290756570485878552e-01,-6.295250677388911087e-03,8.117066269579771565e-02
1.981773727494999093e+01,1.924758596307446501e-01,1.113429549357548787e+00,9.292085626240974561e-01,-6.285207990404551026e-03,-3.709042105050643079e-02
1.983107357190487008e+01,1.923921050144168643e-01,1.113352834031189786e+00,9.293411440260130885e-01,-6.275172710075112292e-03,1.841558085682350882e-02
1.984440986885974922e+01,1.923084841788213206e-01,1.113276282893897573e+00,9.294734018878042514e-01,-6.265144874432228284e-03,4.914701091598529248e-02
1.985774616581462482e+01,1.922249970313565648e-01,1.113199895605777590e+00,9.296053368424822549e-01,-6.255124520287307088e-03,-5.337391570282367520e-02
1.987108246276950396e+01,1.921416434781285376e-01,1.113123671828233130e+00,9.297369495225997760e-01,-6.245111683229956356e-03,1.596765197990959728e-02
1.988441875972438311e+01,1.920584234239505472e-01,1.113047611223965339e+00,9.298682405602513024e-01,-6.235106397624645691e-03,4.267260190474811421e-03
1.989775505667926225e+01,1.919753367723432969e-01,1.112971713456972989e+00,9.299992105870731329e-01,-6.225108696609957248e-03,-2.789761307231353529e-02
1.991109135363414140e+01,1.918923834255348571e-01,1.112895978192553370e+00,9.301298602342427113e-01,-6.215118612094679140e-03,7.386980432489698156e-02
1.992442765058902054e+01,1.918095632844606935e-01,1.112820405097301180e+00,9.302601901324797362e-01,-6.205136174756750722e-03,-8.510603627157166742e-03
1.993776394754389969e+01,1.917268762487636669e-01,1.112744993839108965e+00,9.303902009120450511e-01,-6.195161414041146231e-03,1.103052108879274407e-01
1.995110024449877884e+01,1.916443222167939497e-01,1.112669744087167345e+00,9.305198932027414216e-01,-6.185194358156939631e-03,3.352768126526040754e-02
1.996443654145365798e+01,1.915619010856091931e-01,1.112594655511964570e+00,9.306492676339132020e-01,-6.175235034075875207e-03,-3.613440071301777384e-02
1.997777283840853713e+01,1.914796127509743595e-01,1.112519727785286960e+00,9.307783248344464466e-01,-6.165283467529508732e-03,1.148423632076432666e-02
1.999110913536341627e+01,1.913974571073618069e-01,1.112444960580218689e+00,9.309070654327685768e-01,-6.155339683007805818e-03,-3.902219758798750743e-02
2.000444543231829542e+01,1.913154340479512883e-01,1.112370353571141779e+00,9.310354900568491576e-01,-6.145403703755956959e-03,3.882526696700750596e-02
2.001778172927317456e+01,1.912335434646298959e-01,1.112295906433736326e+00,9.311635993341990103e-01,-6.135475551773600378e-03,3.107253605037953864e-02
2.003111802622805016e+01,1.911517852479922008e-01,1.112221618844979831e+00,9.312913938918706558e-01,-6.125555247812060344e-03,-5.966150997884741430e-02
2.004445432318292930e+01,1.910701592873400578e-01,1.112147490483148093e+00,9.314188743564583151e-01,-6.115642811372237753e-03,-2.160202314333128926e-02
2.005779062013780845e+01,1.909886654706826892e-01,1.112073521027814538e+00,9.315460413540979090e-01,-6.105738260702105180e-03,2.198854669373542792e-02
2.007112691709268759e+01,1.909073036847367955e-01,1.111999710159850663e+00,9.316728955104670584e-01,-6.095841612795693809e-03,1.647466091214944660e-03
2.008446321404756674e+01,1.908260738149263891e-01,1.111926057561425596e+00,9.317994374507847510e-01,-6.085952883390442769e-03,-4.926294428519150531e-02
2.009779951100244588e+01,1.907449757453828776e-01,1.111852562916006759e+00,9.319256677998120075e-01,-6.076072086964909302e-03,5.217845952304644291e-02
2.011113580795732503e+01,1.906640093589450635e-01,1.111779225908358981e+00,9.320515871818511044e-01,-6.066199236737720990e-03,6.550411340864803478e-02
2.012447210491220417e+01,1.905831745372069674e-01,1.111706046224508526e+00,9.321771962207541229e-01,-6.056334344718659890e-03,-7.420877558145377861e-02
2.013780840186708332e+01,1.905024711714742580e-01,1.111633023543084908e+00,9.323024955417947846e-01,-6.046477434492186775e-03,7.069843848069229386e-02
2.015114469882196246e+01,1.904218991664164973e-01,1.111560157531935822e+00,9.324274857723012788e-01,-6.036628545996611250e-03,-1.018223373961804623e-01
2.016448099577684161e+01,1.903414584246393981e-01,1.111487447860650901e+00,9.325521675388964704e-01,-6.026787717211316842e-03,-8.664749533210818616e-03
2.017781729273172076e+01,1.902611488475439150e-01,1.111414894200079218e+00,9.326765414676092547e-01,-6.016954984961089825e-03,-3.472502403205704469e-02
2.019115358968659990e+01,1.901809703353262992e-01,1.111342496222331055e+00,9.328006081838745578e-01,-6.007130384912684473e-03,-2.935311662084108542e-02
2.020448988664147549e+01,1.901009227869780716e-01,1.111270253600775915e+00,9.329243683125335584e-01,-5.997313951573948754e-03,6.553319563066779124e-03
2.021782618359635464e+01,1.900210061002859663e-01,1.111198166010044286e+00,9.330478224778335772e-01,-5.987505718291055712e-03,-5.949118088832376638e-02
2.023116248055123378e+01,1.899412201718320425e-01,1.111126233126026319e+00,9.331709713034281872e-01,-5.977705717246720174e-03,-7.544962035754874431e-03
2.024449877750611293e+01,1.898615648969936287e-01,1.111054454625872712e+00,9.332938154123767704e-01,-5.967913979457707685e-03,7.991654154539892807e-02
2.025783507446099208e+01,1.897820401699433501e-01,1.110982830187994042e+00,9.334163554271450725e-01,-5.958130534774022657e-03,1.969615537389801663e-02
2.027117137141587122e+01,1.897026458836489904e-01,1.110911359492061212e+00,9.335385919696050916e-01,-5.948355411875161369e-03,7.034154673574730121e-02
2.028450766837075037e+01,1.896233819298737411e-01,1.110840042219005230e+00,9.336605256610348569e-01,-5.938588638269619302e-03,3.979747975132428423e-02
2.029784396532562951e+01,1.895442481991759798e-01,1.110768878051017872e+00,9.337821571221183170e-01,-5.928830240291074749e-03,-8.209994727655031688e-02
2.031118026228050866e+01,1.894652445809094088e-01,1.110697866671550127e+00,9.339034869729457844e-01,-5.919080243099450467e-03,8.442973498745331984e-02
2.032451655923538780e+01,1.893863709632228887e-01,1.110627007765313756e+00,9.340245158330138242e-01,-5.909338670675383376e-03,3.930888268237770627e-02
2.033785285619026695e+01,1.893076272330607157e-01,1.110556301018281067e+00,9.341452443212249213e-01,-5.899605545820280073e-03,2.970140539918925127e-02
2.035118915314514609e+01,1.892290132761623167e-01,1.110485746117683581e+00,9.342656730558878131e-01,-5.889880890155026194e-03,-2.090459943155256739e-02
2.036452545010002169e+01,1.891505289770624987e-01,1.110415342752013812e+00,9.343858026547171569e-01,-5.880164724115996555e-03,-2.801014478344687059e-02
2.037786174705490083e+01,1.890721742190912269e-01,1.110345090611024377e+00,9.345056337348341957e-01,-5.870457066954354319e-03,-5.379764695458235518e-02
2.039119804400977998e+01,1.889939488843738191e-01,1.110274989385727773e+00,9.346251669127659811e-01,-5.860757936734531381e-03,-9.824062441537721041e-03
2.040453434096465912e+01,1.889158528538308068e-01,1.110205038768396824e+00,9.347444028044455955e-01,-5.851067350331307093e-03,3.182100906373315150e-03
2.041787063791953827e+01,1.888378860071780463e-01,1.110135238452564455e+00,9.348633420252125958e-01,-5.841385323429086618e-03,-1.006633211129475888e-02
2.043120693487441741e+01,1.887600482229266630e-01,1.110065588133024139e+00,9.349819851898125700e-01,-5.831711870518216378e-03,-9.871325884380537791e-03
2.044454323182929656e+01,1.886823393783829961e-01,1.109996087505829232e+00,9.351003329123970254e-01,-5.822047004895365696e-03,-9.754125295128862616e-02
2.045787952878417570e+01,1.886047593496487096e-01,1.109926736268293190e+00,9.352183858065239441e-01,-5.812390738660383471e-03,-3.939986409830630726e-02
2.047121582573905485e+01,1.885273080116207089e-01,1.109857534118990019e+00,9.353361444851571171e-01,-5.802743082714362233e-03,-4.119425926112812303e-02
2.048455212269393400e+01,1.884499852379911411e-01,1.109788480757753604e+00,9.354536095606666990e-01,-5.793104046758347503e-03,1.199895820046653280e-02
2.049788841964881314e+01,1.883727909039258352e-01,1.109719575883589826e+00,9.355707816453269210e-01,-5.783473642354750033e-03,-2.478579157852693615e-02
