A,B,P,Q,J_net
4.697316538151256715e+00,4.724535313764721245e+00,4.515116411606237001e+00,1.172172168203318154e+00,2.966499644551676695e-01
2.303080053844616781e+00,2.498073812504317370e+00,7.777011985582008791e+00,4.503020654179783477e+00,-1.545669017623919061e-01
7.589024392560151711e+00,3.437523672692408105e+00,3.276574276460943569e+00,5.071995270201545836e+00,1.745673869091697583e-01
1.259353439710769740e+00,4.067959869380832316e+00,4.896806232565060313e+00,2.788076341084885446e+00,-3.539007993021756060e-02
2.548678082008072998e+00,2.137816033272143201e+00,1.942290135741309820e+00,4.047561578033595175e+00,4.407982616820674965e-02
8.082967163792263321e+00,8.569643585532116248e+00,5.519074608181581354e+00,4.571575134515619698e-01,4.574315713411956641e-01
4.565369898214311384e+00,5.359114970756841956e+00,4.679551038590448186e+00,7.162778046954056954e+00,6.446512757630365464e-02
8.780495592336128752e+00,4.040583179479707354e+00,3.244488212034261299e+00,4.366416179481077187e+00,2.458728489732732170e-01
6.056474631899335215e+00,4.989531103679069268e+00,7.395182488672880972e+00,3.924925606885274476e+00,1.253880372294693957e-01
7.916492004887982326e+00,1.675534732623438217e-01,8.480386756951538985e+00,2.324097429170687956e+00,-1.345695919652691031e-01
1.955292401998298679e+00,2.180420990307207596e+00,6.646856927506631152e+00,8.529775727519060879e+00,-2.443341284495235965e-01
3.230596489997020981e+00,9.429409598626017797e+00,4.001531371264432480e+00,7.245438479935145670e-01,3.165472621840969003e-01
3.829389912826758113e+00,2.385111133910471803e+00,5.537615306193087505e+00,3.216544742760251818e+00,3.808147093555815012e-03
4.992572138232143963e+00,4.066466076959628917e-01,9.380404544498365027e+00,9.276678658279555734e+00,-2.876745496683700276e-01
4.777423542327551509e+00,6.701842967059911338e+00,3.142715469015100016e+00,6.426069364124475491e+00,1.928046661353779723e-01
8.242414960066472673e+00,8.252696052925966086e+00,4.155841599778232087e+00,1.169245375962476574e+00,4.527446507561559419e-01
1.814586265929221787e+00,4.320446580297224948e+00,6.604531166053411617e+00,2.016612602807548171e+00,2.056377543893722973e-02
8.529710554833556557e+00,7.019365706886563139e+00,5.833832768699850568e+00,8.775480213108016514e+00,1.526539509779773207e-01
8.901558312019755448e+00,7.386426936404872912e+00,9.670319143718502986e+00,2.235571436725531491e+00,2.907146339923574740e-01
8.476384520548665424e-01,2.828507924938397533e+00,2.119287104107896891e+00,8.055078772878390581e+00,-1.445110475975248665e-01
1.929646592497051560e-01,7.110515205124895211e+00,1.384116612209374653e+00,1.354900011448650909e+00,1.474526923933227804e-02
2.998254430913398050e+00,5.842279635582993125e-01,2.231357555707888185e+00,2.455780980819666226e+00,-4.353198324962154891e-02
4.067373200839487168e+00,8.266914756201051873e+00,6.088700783998659993e+00,7.114985341401354191e+00,7.473009616165975089e-02
9.707449126810221429e+00,6.670634202864962781e+00,7.583410256398973592e-01,6.163466055080963457e+00,4.055207619532038010e-01
8.069451108294796171e-01,2.028043756254135133e+00,6.393835482048435992e+00,5.262503714028120783e+00,-2.517156937818348927e-01
7.834922125760183320e+00,3.390121990199854718e+00,4.062119186911383295e+00,7.850582968061884159e+00,7.875344365286043868e-02
4.806707040518515051e+00,3.963996454960077021e-01,4.845117321397345300e+00,1.145980218072581325e+00,-3.108010837756055786e-02
1.385747895254032969e+00,2.289354534029344745e-01,5.904160576877724331e+00,1.571293499628668489e+00,-1.978304845732058725e-01
3.724195055839519597e+00,4.327203872657302774e+00,8.572889559177337304e+00,6.194546647328752265e+00,-8.050847979534481169e-02
3.870923930101016097e+00,8.936803124175733970e+00,3.190059490654312491e+00,8.066551911925934348e+00,1.618687230351978368e-01
2.511367752991243929e+00,4.256064211186522783e+00,6.689023852078030075e+00,1.186378358361312113e+00,1.224715781828131372e-01
3.014201199486409966e+00,5.005199520266746305e+00,7.758008379104378349e+00,1.903692910373182112e+00,9.919390128072054502e-02
4.257196428905492880e+00,6.484765836278571172e+00,2.713923789728062697e-01,5.838568691003914957e+00,3.704371981424319782e-01
9.626387809656067773e+00,5.882754108302667539e+00,3.777276555266203761e+00,9.494825565895133934e+00,1.891911728384763625e-01
4.642719632917671646e+00,1.067849874738767468e+00,9.098986414268152245e+00,7.290618055539293429e+00,-2.336954118834987104e-01
9.506336619911943231e+00,5.948012663666599309e+00,1.558138658556212253e+00,9.708631651369019622e+00,2.793709516827864725e-01
4.022675086771997921e-01,2.981384281816869208e+00,4.498908499973244268e+00,7.956642084814723681e+00,-2.611158233612999591e-01
7.544915598748731522e-01,4.341077611914714307e-01,4.125415465073563048e+00,6.136627765928641232e+00,-2.974345637598029279e-01
3.753774713529656748e-01,3.856693607791644163e-01,3.795591534015824831e+00,2.000533749843559583e+00,-2.218545564188596497e-01
6.692851918797307675e+00,3.836735339473622552e+00,4.014244880449375330e+00,6.540249683902432665e+00,1.086652880403521926e-01
2.280303642026572319e+00,8.372275228772458888e+00,4.603834411780929337e+00,6.387024137323753514e+00,3.892516826857287532e-02
5.806559794801180452e+00,3.634267409807283022e-01,7.467808455176949245e+00,7.059398493864794677e-01,-1.597631296896159445e-02
7.974124742493703621e+00,9.789730121113466410e+00,4.384014788508227234e+00,3.227380549197334414e+00,3.841440630077634366e-01
3.384957794719187341e+00,3.206263074702148774e+00,9.272242505657196432e+00,1.250242188399079690e-01,2.121530819528194278e-01
2.532207177819959298e+00,2.356775119220571035e+00,7.818485334782508289e+00,7.791715849641004388e-01,7.465289543643766068e-02
7.281545012691691632e+00,5.233710414472363404e+00,8.239971134662580354e+00,8.350412171678362583e+00,1.807152654300016315e-02
4.811388153665746792e+00,8.558821874086774972e-01,2.484053603397764487e+00,2.868224126664209894e+00,1.543171262166686576e-02
1.577180445888076044e+00,1.455825646050154631e+00,5.004743027799183785e+00,7.680228690782525902e+00,-2.485975977083889898e-01
9.657066629499175825e-01,7.307252619483715073e+00,3.731189139076725336e+00,4.878463068621273990e+00,-2.921008557613473389e-02
7.397958261280265013e+00,6.010605716014407740e+00,1.329773681464367696e+00,6.146233578704408451e+00,3.381131337323298736e-01
8.618082115301355373e+00,4.054986361290771946e+00,6.541824008606699437e+00,5.189467761435532900e+00,1.213767870146559569e-01
8.914584575006777811e+00,5.940427313350705063e+00,8.256337386988462868e+00,9.704322887781135165e+00,5.005495000474833450e-02
5.149881174098566383e+00,3.174580528904261012e+00,6.143803192277283109e+00,2.865925948748678120e+00,9.831471234580367591e-02
1.619200207010006887e+00,6.080811641043964322e+00,9.748524099482228422e+00,4.974617328090864099e+00,-1.167525727238959421e-01
2.334008381556932576e+00,5.814873083248313534e+00,2.171473014849409466e+00,3.818715662141541234e+00,1.694527064149309037e-01
4.589886501307257838e+00,6.635751036547733683e+00,6.252153519843306029e+00,8.488611815011607220e+00,2.394818863340275605e-02
8.533387998695575405e+00,6.142439973370681372e-01,6.586540492402839675e+00,6.709940767608304490e+00,-1.426397032023344336e-01
6.536954446469160906e+00,7.038749922006371840e+00,9.234399717194866852e+00,3.829194794157699810e+00,1.642599108996768420e-01
2.814648873837909626e+00,5.156212712712187063e+00,2.033994660104657459e+00,1.472899480718530274e+00,2.944234848473297195e-01
7.583792551416076222e+00,9.275141538085753368e+00,7.032463045645907407e+00,2.036018598522215228e+00,3.497872868052273598e-01
4.410857735674040825e+00,8.446644659053124116e+00,7.834656634093225769e+00,9.463512238928101894e+00,8.629923741111719801e-04
9.829363057422236594e+00,4.962258192513340660e+00,9.943689554442757483e+00,3.544946481206812550e+00,1.733998410167821025e-01
4.344398661099572401e+00,6.379680372445404757e+00,3.325804715968295189e-01,1.707832051803174434e+00,4.670542897465400078e-01
8.388243854145107647e+00,4.726216020464958589e+00,2.761283165886495805e+00,9.354068005862988144e+00,1.713453416655538186e-01
2.439621504740918656e-01,6.103622885205039594e+00,9.251986421806813965e+00,1.658000457807264016e+00,-8.707043957570581583e-02
7.210390524422365388e+00,3.104223165703788645e+00,4.977474979985796466e+00,4.947452037073607478e+00,9.487652701344628792e-02
4.044936583570629907e+00,5.067981901931327471e+00,6.140031569218945329e+00,4.970112250890067473e-01,2.906777681647068068e-01
5.040192149099364194e+00,3.963326824053480246e-01,8.869188624526730180e+00,5.065409481865263963e-01,-8.168193113220874324e-03
2.068375423619230435e+00,5.626505441031742549e+00,1.277655776943097843e+00,4.374637278671202445e+00,1.886327962475430886e-01
9.302163985897189846e+00,4.776256106391614686e+00,9.813217561863579519e+00,8.769694306078704926e+00,5.594815105555990542e-03
2.076485632473755949e+00,2.436695392841719876e+00,5.015733359819859238e+00,7.875201053113165983e+00,-1.852461641222086508e-01
5.659708370343920159e+00,8.303441113386329064e+00,4.086112752314478236e+00,8.477777758153376197e+00,1.742335080769980282e-01
6.013721673410350910e+00,8.234253881893478066e+00,7.537037609758361789e+00,4.386844197208445983e+00,1.887437043659626335e-01
8.598589930265164938e+00,4.897020852532074642e+00,5.512250373967878758e+00,1.951337510721494972e+00,3.158360828008502375e-01
4.719998742887538512e+00,9.776961380142328295e+00,4.510771449967362123e+00,8.829329858703889755e+00,1.447193753135579963e-01
8.315923683493393170e+00,4.680914145736070786e+00,4.277398095176546122e-01,7.208977646245178228e+00,3.313271317471584987e-01
5.286575985846356573e+00,4.915455108718932209e+00,4.887422871389986767e+00,5.166661495820008554e+00,1.230386599236432815e-01
9.567713128283926949e+00,7.018762510459856330e+00,6.853017284995845948e+00,1.244058107513480671e+00,3.942382301148295021e-01
7.194417553949460142e+00,6.633424935806612410e+00,4.522230940584645253e+00,6.338468028971839807e+00,2.099728031153359764e-01
9.129842083741751324e+00,3.159047673329518968e+00,1.560535137020151675e+00,4.051753179054921050e-01,4.212905387411174374e-01
9.429369269855680358e+00,9.406721910974290779e+00,5.114117807233724555e+00,8.843928928437478909e-01,4.729591105299707499e-01
8.042236947548781600e+00,9.057196357737071324e+00,1.248964037430039475e+00,6.553169477095091899e+00,4.085428789262694482e-01
1.311438711295516812e+00,7.303392650490159177e-01,8.605997871662729892e+00,7.429434836248474561e+00,-3.354808428184959390e-01
1.331843122520058875e+00,1.620751663080980176e+00,1.032355358981757565e+00,6.238915155966865633e+00,-4.132395643302048255e-02
6.200793327940806954e+00,6.930518336163800974e+00,2.016445433916580932e+00,5.650336284891772642e+00,3.159986859120340053e-01
2.784946159343462568e+00,4.993697297704304816e+00,8.636667176100430998e-01,9.969715886372769731e+00,1.483900702033546237e-01
3.913008009840097223e+00,1.464857728338043508e+00,7.520036973902527677e+00,6.076078501452844449e+00,-1.854479285622843421e-01
1.820898948573911102e+00,3.969068591499107956e+00,8.296175364490554927e+00,8.728253468399469028e+00,-2.200704818590560052e-01
7.645499464297837555e+00,4.068906543763215033e+00,3.389538924719884605e+00,7.337556384377846186e+00,1.443421614038394030e-01
8.559527266090917408e+00,5.823691615954000866e+00,7.219749907021038027e+00,9.435516153627622415e+00,6.779925916873559555e-02
1.414765807936453124e+00,7.783960188291902504e+00,9.823361160673599102e+00,6.883622948289698229e+00,-1.414612029922595049e-01
5.216665873963943767e+00,3.649428506718361831e+00,9.287895810227574600e+00,4.981404245268887365e+00,-3.212502213670276330e-02
4.010628006976110882e+00,6.706237350588698298e+00,9.660735272602854806e+00,2.963363147806198583e+00,9.647860085181923784e-02
7.921151648009919555e+00,6.674922036506401035e+00,2.342765769988633284e+00,9.250993255407834681e+00,2.507346241663541697e-01
4.703423771737224257e+00,5.403181672249013801e+00,5.640149444529416023e+00,6.413093526616261419e-01,3.214725401800308524e-01
7.335009586566910933e+00,5.978145830277448169e+00,6.185502208853242756e+00,8.479736701478222116e+00,9.142234251650059595e-02
5.704428378136127797e+00,1.686208738540177832e+00,2.586607195789794478e+00,8.839628087640207355e+00,-2.089958376481625829e-02
9.784656328793522206e+00,4.809219050074275970e+00,9.001915652212755248e-01,3.514568397071807127e+00,4.011468910672285060e-01
4.254367451884676576e+00,4.377265146152590880e+00,4.431292059239073211e+00,1.525071860660087930e+00,2.484142488335680521e-01
9.877941609634721232e+00,5.696658890995982993e+00,9.108875847726229935e+00,9.149399388333810279e+00,5.376203303774406556e-02
4.212841974602035577e+00,5.343243098025622473e+00,7.664058512818945346e-01,9.390583178436473943e+00,2.320230113639910330e-01
1.908419648769007049e+00,1.275889102886472448e-01,5.351462180903021171e+00,3.092832097882652675e+00,-2.486774610050430934e-01
7.842602498330359495e+00,5.179618318050553505e+00,7.542159155772720780e+00,1.206400047451348101e+00,3.152571000563035297e-01
2.790018123296272634e+00,4.910307746065724288e+00,7.482780262339631783e+00,4.737094983122043246e+00,-3.966927378656757291e-02
5.700971835267053756e+00,2.625312941452739857e+00,8.957960760042176673e+00,4.186000230196563754e-01,2.247538761521988560e-01
6.495549290924134134e+00,4.381767887873669665e+00,2.634245118335723390e+00,7.182356611053796414e+00,1.720374038502978098e-01
2.076804855714797782e+00,1.000816667067697008e+00,3.722044148962254884e+00,1.124654478406677205e+00,-7.522958187158551406e-04
4.406286632124430946e-01,8.741093782009478730e+00,2.250316502788475059e+00,6.316823159959593426e+00,-5.138467223264760186e-02
9.871630101243580313e+00,8.786696862432407329e+00,9.195671305123115147e+00,4.876977278928109172e+00,2.429568700023933547e-01
8.192162416471273190e+00,9.206822211483446594e+00,5.413352063697262295e+00,8.960489677113773865e+00,2.057515696290354579e-01
1.324682024098822852e+00,7.889882113804502772e+00,6.838340376739107107e+00,7.683110404543118221e+00,-1.192985729069844653e-01
8.494897358219269279e+00,8.698649946209195960e+00,3.636612678942338306e+00,7.530016949075087673e+00,2.894281026886665331e-01
2.655488997340928581e+00,6.355061328362353379e+00,9.645948826256125486e+00,5.495977113769384026e+00,-6.759780876404894445e-02
2.548118929844427782e+00,7.433221836708420405e+00,7.443367406428138544e-01,5.390286918594592969e+00,2.729105256603487351e-01
7.748901868793308445e+00,4.667408300072163563e+00,5.785658521963988887e-01,8.070277913942133452e+00,3.023860609273182343e-01
7.597883922335508800e+00,6.423337668697366887e+00,5.329184299967876015e+00,7.410048904182513496e+00,1.604432596185308146e-01
8.474977704927203703e+00,7.316436968063141366e-01,7.334278714073828809e+00,3.635550901658391787e+00,-8.234690417034490340e-02
1.452854878077921796e+00,5.754356716640771197e+00,3.104036402688101770e+00,3.480457231707508203e+00,5.639637353252251878e-02
7.501103134728348110e+00,3.438492719606614401e+00,4.246651886969790013e+00,3.069454989066626283e+00,2.129502962048181736e-01
4.751256355304740886e+00,8.569876024039816409e-01,8.733971227797933778e+00,5.346911165307931313e+00,-2.082608583410719971e-01
3.326245740461116540e+00,4.475758828049253957e+00,4.369278794668835175e+00,2.447614278128223742e+00,1.557131578281737705e-01
7.369598487734183578e+00,7.932383482777203731e+00,3.745850033509050991e+00,6.829256424262198699e+00,2.618793386598003980e-01
8.466916501486194235e+00,8.416574573438094120e+00,7.608414917160310154e+00,3.644964273928058773e+00,2.812349965064243618e-01
3.292361499875408715e+00,1.307008541848052596e+00,8.711038170450912332e+00,8.458779993576136746e+00,-2.647962234669847259e-01
1.632634410938573755e+00,7.683976773044769448e-01,3.506992217719765659e+00,3.619911089879792598e+00,-1.730483316850435216e-01
9.917678711505491407e+00,3.939929209951988920e+00,8.194842348429229872e+00,3.811107643670013090e-01,3.524310757623638213e-01
9.199980893455192543e+00,3.932960834424996666e+00,5.141911831852912229e+00,6.349091266817937784e-01,3.738815953347127685e-01
2.969427383178770086e+00,8.548202024818285949e+00,6.984165764183771330e+00,2.847646383624109934e+00,1.307530017946203771e-01
8.162701649196684173e+00,5.915603065645413494e+00,9.122198832905866084e+00,4.694267233944358964e+00,1.441323064143187338e-01
9.879628999422267466e-01,7.916440118569865625e+00,4.216015874764090121e+00,5.586500368125149940e+00,-4.750602482828266554e-02
9.134204483791181772e+00,1.695269746630161389e+00,7.161776105691941563e-01,1.686909242729452529e+00,2.633853569068252964e-01
7.769057129123537742e+00,6.157894238453698321e-01,8.056722859144398896e+00,4.564460635989378900e+00,-1.418127716632894275e-01
2.048944836129212632e+00,9.530081981538197411e+00,8.335594796395587869e-01,3.181469180173476907e+00,2.799753435361062581e-01
3.027303745277222458e+00,3.105664209144565757e-01,4.680020372359371628e+00,4.568193249199834050e+00,-2.147496902005748276e-01
5.995993062925894179e+00,6.966483781369554151e+00,8.971430988277074192e+00,5.485672003702104504e+00,9.328299760222985570e-02
3.622000875890790894e+00,4.172397154451104484e+00,2.183766585310318309e+00,9.271321048389696173e+00,6.006772363448033281e-02
7.388714777879799911e+00,4.288373313147697985e+00,3.731496055676600587e+00,8.921472502409921290e+00,1.031129447650002973e-01
5.964392406505536925e+00,9.575578461207157943e+00,6.416785239129810137e+00,3.317076840203050381e+00,2.721701980520898068e-01
2.149583660423097342e+00,6.778814473583429923e+00,6.314798523882207526e+00,2.900464922913669419e+00,6.246587453038827259e-02
6.140084147851358587e+00,8.121641221634307684e+00,9.821601193430538501e+00,1.538163093538942539e+00,2.696279130390557000e-01
2.391849429742273769e-01,3.117435265707761527e+00,4.482869917611052024e+00,7.778859149656301319e+00,-2.687256935727103113e-01
1.206303371500137889e+00,2.490869729827034917e-01,1.694300193803050636e+00,9.309143677469435829e+00,-2.127184207815123462e-01
1.695957389355851497e+00,3.248735449704053924e+00,6.528056724668473976e+00,7.212375405739468448e+00,-1.966728012301177109e-01
3.601409348992197668e+00,8.167268521221215494e+00,3.576202731567315052e+00,1.009612721326614615e+00,3.336943568434297958e-01
2.179064095760765152e-01,2.565790013202790654e+00,8.201039144922763313e+00,5.371073139488003356e+00,-2.885258823669319406e-01
9.306084484270416013e+00,2.244618900670174000e+00,1.184180901394884744e+00,8.437001648133771070e+00,1.419455599344383312e-01
2.471138659175387442e+00,3.576266571384584925e+00,9.891560924913889608e+00,8.261389486593831322e+00,-2.171984039900371755e-01
2.779321649406062633e+00,4.257262735054016645e+00,2.636485833831585524e+00,2.375345000270053575e+00,1.923893909103592259e-01
3.818859024482016196e+00,8.012868510850021053e+00,7.139191709648623485e-01,8.433887994998752191e+00,2.956347061931033360e-01
9.413313285711575773e+00,1.604888368366965246e+00,8.364502919038699247e+00,2.919549818657078522e+00,2.853629049367320189e-02
3.583011358565576732e+00,4.557667676596351747e+00,7.514211677528306765e+00,8.902939139502930033e+00,-1.152166235719340043e-01
4.368215276425513771e+00,6.473112473255355326e+00,2.049558461478497851e+00,9.185788576676554129e+00,1.729363155717530687e-01
3.055221997774238751e+00,2.584403609619327469e+00,1.883961275038714411e-01,7.332757224497592041e+00,1.891826493607729198e-01
9.764825847012758686e+00,4.222585349849198089e+00,9.993113246446988285e+00,7.514090198186732295e+00,1.608908258380300701e-02
3.712086526185778723e+00,1.422695026398560048e+00,2.735101547013639500e+00,6.325292383105238336e+00,-6.167714425578512544e-02
9.270204677973548080e-01,2.570815964522574770e+00,9.685884929323330894e+00,4.016314794577719560e+00,-2.266900003962932231e-01
6.614025702966859654e+00,5.727943109845362812e+00,5.030845368226790626e+00,5.660221048890891282e+00,1.703287157347980751e-01
7.194388715083215757e+00,3.803264392251910930e+00,8.266056377146790979e+00,4.776528123603813292e+00,5.520946160773513439e-02
3.785186139530687388e+00,4.453820967224187299e+00,8.830203185809722299e+00,7.764727998178215351e+00,-1.142908379126087587e-01
2.192713038953885807e+00,8.887326247419837344e+00,1.550828283702387234e+00,6.875218617037058166e+00,1.729673253973927904e-01
4.151589366717423069e+00,1.042737614645814270e+00,6.288956956542656407e+00,7.015646483988827953e+00,-1.982160984719718577e-01
4.446775284072401746e+00,6.303045626160386661e+00,5.058938070228755635e+00,1.611310664450659846e+00,2.784322864316838841e-01
9.953468053539824112e+00,5.256394683838699677e+00,1.713707859257627364e+00,5.802428106246949824e+00,3.271881889701094837e-01
8.598509722986454662e+00,1.680223412946790562e+00,8.460137831549406684e+00,9.381610233372599694e+00,-1.358820375721331575e-01
6.246998094357518738e+00,3.899552513730615733e+00,6.731928352188347731e+00,6.462204966106365411e+00,1.913264210638295978e-02
2.019787683895721386e+00,1.710019345914651545e+00,4.790422896289136645e+00,3.879647053681381408e+00,-1.301725518243680435e-01
6.910353761751436785e+00,2.490223727401000176e+00,3.451833368531351809e+00,4.389936093681091833e+00,1.191141679406351045e-01
7.614090122592428678e+00,5.946459050598495111e+00,9.432120853561166030e+00,7.605465116183921737e+00,4.195299111492288568e-02
8.463485130740422413e-01,7.740157296458913372e+00,6.142108156914173556e+00,2.830012905172969884e+00,-2.689264241708219302e-02
3.856916515351354935e+00,7.226490567196219850e+00,2.705164260436757395e+00,5.999824260227597517e-01,3.908512863095570111e-01
3.335793195703507408e+00,4.075222750884403666e+00,3.343776332625881587e+00,1.173340418083092196e+00,2.598669010964065884e-01
5.747270093853519946e+00,8.031904763690690174e+00,5.392929680868878251e+00,6.486416062085988976e+00,1.710619803002217387e-01
6.565226861846051420e+00,6.991961024521293311e+00,1.672574579245230231e+00,9.877179020591439595e+00,2.592551101224843113e-01
1.895739105044777384e+00,1.676244269517457308e+00,4.853624173677821396e+00,5.911273328998780663e+00,-1.920273933667807076e-01
4.749628417525771695e+00,5.321663236380142159e+00,8.143938590922719101e-01,1.565652544300954130e+00,4.394750949666885176e-01
9.922462076705356182e+00,4.814071393444206315e+00,5.675313747294523647e-01,3.577273469394470773e-01,5.175498919462394598e-01
2.569411283510038002e-01,5.847408976582626927e+00,2.414573084144210569e+00,1.711599945166947523e-01,5.073825214821553464e-02
3.772836757107465466e+00,2.350794260179736028e+00,3.854007476238987095e+00,6.616080863833569303e+00,-5.320668462067102561e-02
3.409693392177418403e+00,3.445442768865522254e+00,9.160918397252079126e-01,3.497502500667393210e+00,2.571120021517732113e-01
4.115271898223239688e+00,3.331918876628782833e+00,1.317779096538712169e+00,5.693375194678761408e-01,3.949180448932610443e-01
8.705017783694346534e+00,9.756902460919302911e+00,1.052601011425486455e+00,2.320416089918592384e+00,5.243813824983748484e-01
4.439219879164791216e+00,1.220671742785155028e-01,6.282848330652389457e+00,6.077993265199063799e+00,-2.491171316277025205e-01
8.842472214810378262e+00,6.414331619799318318e+00,7.521016416723695919e+00,2.247791972656371373e-01,4.252369251419424456e-01
5.797844445999362328e+00,5.955534368484403096e+00,9.598722168114397491e+00,4.414599451124304186e-01,3.079693974749175278e-01
4.303715179852870776e+00,3.303716035695221986e+00,2.837346155919603152e+00,6.722305386657967397e-01,3.294454532641965527e-01
2.597800567811683337e+00,4.946375380115748399e+00,9.921219697368561796e+00,3.637442915340861838e+00,-4.875151927274595787e-02
8.253777167684141602e+00,8.875428281304754918e+00,1.604698901682629186e+00,4.995516957138198322e+00,4.245242006254246192e-01
6.477585128232422385e+00,2.966688534074336747e+00,6.788985233310210532e+00,4.714291150439948730e+00,2.958149702302660666e-02
2.201038091833377397e+00,4.852456878220301917e+00,2.235224066640991936e+00,2.341583453911859181e+00,1.909731290545952087e-01
1.387697885205326553e+00,1.443627859513707756e+00,7.398297544452765884e+00,8.343493123726439364e+00,-3.030440108798468923e-01
1.341770153666214549e+00,7.391911092883372447e+00,4.348667065519784103e+00,6.731250461256841788e+00,-5.134655137653849205e-02
9.099812432208121749e+00,8.720428342762234220e-01,3.730202152735924148e+00,5.135506330536895980e+00,-1.853449338608410824e-02
4.093576222200977277e+00,1.652535856115745494e+00,9.371743775352168626e+00,2.680979077930246035e+00,-8.549308849845507763e-02
8.221047164173462818e+00,3.637019835718890981e+00,3.165794825358014819e+00,7.429435488947583544e+00,1.402596870128875461e-01
8.964084718321791101e+00,4.941081138464800127e+00,8.210309698529940192e+00,2.324816630296740350e+00,2.473598557177522916e-01
2.340697173163413858e+00,6.095997836660307811e+00,9.962454722657845707e+00,6.151337042645820929e+00,-1.112291351574497683e-01
4.224662631646488031e-01,1.392313952615061579e-01,2.996374348392433218e-01,2.676834488593875072e+00,-5.680047354874914745e-02
1.885327256802259654e+00,8.325411650127586327e+00,9.386158887851140165e+00,8.344750061659107487e+00,-1.272070635639582503e-01
7.752489186044951630e+00,7.210957053308569620e+00,1.253468361471997028e+00,5.751545065013280222e+00,3.864942208286861192e-01
2.525904435995037778e-01,3.674459533446406301e+00,8.124373663220586295e+00,3.648357439906884103e+00,-2.125201906968486598e-01
5.684907394176816453e+00,4.807306159500878806e+00,1.448359002765752024e+00,7.788510409924683131e+00,2.258210503755234688e-01
1.993540979321663187e+00,3.130238023804007952e+00,4.619704328247192571e+00,6.652376075251540399e+00,-1.285607601485047047e-01
7.689940755564320440e+00,9.795727317466612405e+00,6.561687084310186435e+00,6.418014026190336452e+00,2.292470116278955417e-01
4.845819394651603496e+00,4.360115019745349763e+00,9.239269124705272063e+00,3.687845846750229750e+00,3.530167783596094983e-02
5.535891396859995872e+00,6.449109526019959349e-01,4.982143451304743564e+00,9.378884649979488231e+00,-1.874045965188408103e-01
3.004741743312806523e+00,7.581003621721361441e+00,3.271156562228088482e+00,7.309273380898824612e+00,1.025633077420743527e-01
4.620127186611559189e+00,3.139329897442491912e+00,6.936646035470864113e+00,4.576385020240058665e+00,-1.452193095027208385e-02
5.525547691634028480e-01,4.047211019146335964e+00,5.326841750453215063e+00,9.105747141191082861e+00,-2.518843318578907198e-01
8.114244505992211032e+00,9.248692251150412602e+00,4.501851547543333609e+00,3.562694352257581798e+00,3.661453329348108299e-01
9.084239341423726799e+00,6.586847579009720288e-01,8.884622902021526158e+00,3.771027199522924533e+00,-1.081902003403969470e-01
7.551210445211827604e+00,4.824772666034011337e+00,3.834653953311747188e+00,3.240875437585911456e+00,2.827942728778158887e-01
5.006660497233729856e+00,8.816185131149609333e+00,7.745198125697231317e-01,9.001300951278700779e+00,3.326396762371515159e-01
8.453465059495865574e+00,5.486374996086497369e+00,9.202407965129161482e+00,2.918767007819271342e+00,2.082842685295314411e-01
1.378266704116533903e-01,3.605255254313405100e+00,5.020564481922721534e+00,4.370275691581398725e+00,-2.158337230179135091e-01
6.692978329183286945e+00,6.123055575012308793e+00,1.028358358412724494e+00,3.704718734406622804e+00,4.098481314826313282e-01
7.697120581423947172e+00,8.163697575377828031e+00,6.878257645933399944e-01,8.024697004060955763e+00,3.931768437074605327e-01
3.333896748203474036e+00,2.491256348023986433e+00,4.831986018439610397e+00,7.853808489985840247e+00,-1.207723657455904986e-01
8.580059740345381769e+00,9.909005919088439640e+00,1.397306339938697350e+00,3.292608336059293261e+00,4.888593669966316280e-01
1.018810159127006981e-01,8.075596263695011601e+00,2.752129999695287932e+00,8.080098697349663572e-01,-7.231186389834273059e-03
6.357990093242510632e+00,4.521686741913279461e-01,6.789701255282284187e+00,5.700096404824511076e+00,-1.837657642818419090e-01
3.080137411708093964e+00,4.449919420965255945e+00,3.149854535109312792e+00,8.023627955899444997e-01,2.905966931795231356e-01
6.323416445225508831e+00,4.919994187102733285e+00,5.935456320490065885e+00,4.854534200793681364e+00,1.328403787819193160e-01
2.588450729547904228e+00,3.228294850271462124e+00,7.004091875801594647e+00,2.144969645809695624e+00,1.485442068536625346e-02
2.176820713860792900e+00,9.865710277226588332e+00,3.878954528379392475e+00,5.154137826154440383e+00,1.056052326355754051e-01
6.298987829374796732e+00,6.634868415993460999e+00,4.059852909829295697e+00,6.656523849224281975e+00,1.955241971002009138e-01
5.019654724100180765e+00,8.816487933950048372e+00,6.521257337586645608e-01,1.897630023763376528e+00,4.789900907936264218e-01
1.954078814259415653e+00,1.329747982929464944e+00,3.103524448635806010e+00,3.612998470276974405e+00,-9.542609747106789442e-02
8.873131806131780763e+00,5.459120446713460417e+00,9.027162927797723668e+00,9.800188007227449205e+00,1.611980508429716047e-02
8.835627953674862312e+00,4.840976044910224374e+00,9.860238588783088787e+00,3.177395989549598010e+00,1.694029012220859831e-01
5.540727209791894481e+00,7.288291063329327635e+00,6.518425338707350747e+00,9.566006175757188146e+00,4.609990359802051962e-02
7.090350672616884786e+00,4.025319001136192121e+00,8.084012753378386762e+00,9.896264731386313684e+00,-5.637244279913585648e-02
