t,p,dp_dt,dp_dt_noisy
1.620360080017781712e+01,7.026123792796439282e-01,3.139932637837799384e-02,3.598785070421234300e-02
1.622582796176927999e+01,7.033095232014746623e-01,3.132969720513235218e-02,3.001723849540028494e-02
1.624805512336074642e+01,7.040051202273128750e-01,3.126013175383095255e-02,3.346847057928677843e-02
1.627028228495220930e+01,7.046991717810872080e-01,3.119063069370273111e-02,3.362997247919538579e-02
1.629250944654367572e+01,7.053916793000839514e-01,3.112119468760299670e-02,3.285848384860264038e-02
1.631473660813513860e+01,7.060826442349459331e-01,3.105182439203325179e-02,3.016941133540236922e-02
1.633696376972660502e+01,7.067720680496739627e-01,3.098252045716069769e-02,2.510033099805248497e-02
1.635919093131806790e+01,7.074599522216251657e-01,3.091328352683783698e-02,2.817065516596531718e-02
1.638141809290953432e+01,7.081462982415144269e-01,3.084411423862192317e-02,2.895025317439867824e-02
1.640364525450100075e+01,7.088311076134136135e-01,3.077501322379453536e-02,2.916651270682830976e-02
1.642587241609246362e+01,7.095143818547515746e-01,3.070598110738097936e-02,3.372554662472442705e-02
1.644809957768393005e+01,7.101961224963145858e-01,3.063701850816965069e-02,3.326695449128357768e-02
1.647032673927539292e+01,7.108763310822457937e-01,3.056812603873145309e-02,3.201171093049550581e-02
1.649255390086685935e+01,7.115550091700458823e-01,3.049930430543909554e-02,3.424143407102967634e-02
1.651478106245832222e+01,7.122321583305724069e-01,3.043055390848635466e-02,3.178741360348871087e-02
1.653700822404978865e+01,7.129077801480402377e-01,3.036187544190733709e-02,3.037315264267054921e-02
1.655923538564125153e+01,7.135818762200211163e-01,3.029326949359571752e-02,2.973312003869537160e-02
1.658146254723271795e+01,7.142544481574445436e-01,3.022473664532377216e-02,2.985209302388799196e-02
1.660368970882418083e+01,7.149254975845964477e-01,3.015627747276165838e-02,2.941472122019438487e-02
1.662591687041564725e+01,7.155950261391205158e-01,3.008789254549634057e-02,3.199927737731559502e-02
1.664814403200711013e+01,7.162630354720171955e-01,3.001958242705072416e-02,3.264412129010184349e-02
1.667037119359857655e+01,7.169295272476443603e-01,2.995134767490259184e-02,2.876956327585999257e-02
1.669259835519003943e+01,7.175945031437167554e-01,2.988318884050356408e-02,3.114613430641148886e-02
1.671482551678150585e+01,7.182579648513067738e-01,2.981510646929799030e-02,2.845053983183046253e-02
1.673705267837297228e+01,7.189199140748435690e-01,2.974710110074181915e-02,3.226969473942457867e-02
1.675927983996443515e+01,7.195803525321132765e-01,2.967917326832143765e-02,2.692386926202213274e-02
1.678150700155590158e+01,7.202392819542597913e-01,2.961132349957240964e-02,3.010186359259372710e-02
1.680373416314736446e+01,7.208967040857836572e-01,2.954355231609821428e-02,2.925528243302613282e-02
1.682596132473883088e+01,7.215526206845429558e-01,2.947586023358889779e-02,2.599065352159385736e-02
1.684818848633029376e+01,7.222070335217525283e-01,2.940824776183979111e-02,2.513080995184443361e-02
1.687041564792176018e+01,7.228599443819847536e-01,2.934071540477005066e-02,2.613946047535044975e-02
1.689264280951322306e+01,7.235113550631688817e-01,2.927326366044120595e-02,2.818707649273233251e-02
1.691486997110468948e+01,7.241612673765915886e-01,2.920589302107565871e-02,2.924460036278789948e-02
1.693709713269615236e+01,7.248096831468964218e-01,2.913860397307520278e-02,3.156454168179750192e-02
1.695932429428761878e+01,7.254566042120844660e-01,2.907139699703933586e-02,3.053721603129217962e-02
1.698155145587908166e+01,7.261020324235133439e-01,2.900427256778376206e-02,2.731405184237289951e-02
1.700377861747054808e+01,7.267459696458986596e-01,2.893723115435854407e-02,3.040406171949663894e-02
1.702600577906201096e+01,7.273884177573125553e-01,2.887027322006653976e-02,3.323137943089751745e-02
1.704823294065347739e+01,7.280293785961264863e-01,2.880339922802024194e-02,2.887129451951421164e-02
1.707046010224494381e+01,7.286688539012113885e-01,2.873660964743818616e-02,2.840919899693152353e-02
1.709268726383640669e+01,7.293068455621531943e-01,2.866990492754993222e-02,2.738191305618467575e-02
1.711491442542787311e+01,7.299433554866602281e-01,2.860328551142319806e-02,2.764387271023217157e-02
1.713714158701933599e+01,7.305783855900751522e-01,2.853675183707862079e-02,3.077508484591734081e-02
1.715936874861080241e+01,7.312119377953764099e-01,2.847030433751056994e-02,2.599661633233903146e-02
1.718159591020226529e+01,7.318440140331766708e-01,2.840394344070824861e-02,2.976873874898957120e-02
1.720382307179373171e+01,7.324746162417242745e-01,2.833766956967622222e-02,2.980291312852354282e-02
1.722605023338519459e+01,7.331037463669022314e-01,2.827148314245537739e-02,2.729874045541410416e-02
1.724827739497666101e+01,7.337314063622285554e-01,2.820538457214341946e-02,3.372852690159529321e-02
1.727050455656812389e+01,7.343575981888563753e-01,2.813937426691542898e-02,2.740417497229645852e-02
1.729273171815959032e+01,7.349823238155739347e-01,2.807345263004429325e-02,2.526648670933170915e-02
1.731495887975105319e+01,7.356055852188041477e-01,2.800762005992113099e-02,2.931594023598348142e-02
1.733718604134251962e+01,7.362273843826053765e-01,2.794187695007547059e-02,2.496243153742030638e-02
1.735941320293398249e+01,7.368477232986705427e-01,2.787622368919554991e-02,2.853710353401013936e-02
1.738164036452544892e+01,7.374666039663280159e-01,2.781066066114830024e-02,2.703783485545000614e-02
1.740386752611691179e+01,7.380840283925408363e-01,2.774518824499946218e-02,2.773843535574855440e-02
1.742609468770837822e+01,7.386999985919072698e-01,2.767980681503345863e-02,2.947641611828492880e-02
1.744832184929984464e+01,7.393145165866605861e-01,2.761451674077323309e-02,2.793139660921208078e-02
1.747054901089130752e+01,7.399275844066687258e-01,2.754931838700008448e-02,2.841928402665387307e-02
1.749277617248277394e+01,7.405392040894352990e-01,2.748421211377319318e-02,2.637631708237885356e-02
1.751500333407423682e+01,7.411493776800981426e-01,2.741919827644939689e-02,2.733751600895301115e-02
1.753723049566570324e+01,7.417581072314308743e-01,2.735427722570251893e-02,2.532381798806049994e-02
1.755945765725716612e+01,7.423653948038414496e-01,2.728944930754292203e-02,2.606836239040257949e-02
1.758168481884863255e+01,7.429712424653734937e-01,2.722471486333673599e-02,2.730298560261775614e-02
1.760391198044009542e+01,7.435756522917049693e-01,2.716007422982522068e-02,2.970831251292732969e-02
1.762613914203156185e+01,7.441786263661493983e-01,2.709552773914382720e-02,2.863732114665139272e-02
1.764836630362302472e+01,7.447801667796548619e-01,2.703107571884135960e-02,2.816815767584728361e-02
1.767059346521449115e+01,7.453802756308048894e-01,2.696671849189891806e-02,2.778328312066933800e-02
1.769282062680595402e+01,7.459789550258177915e-01,2.690245637674885601e-02,2.468980824260632451e-02
1.771504778839742045e+01,7.465762070785469939e-01,2.683828968729361567e-02,2.826531816515478329e-02
1.773727494998888332e+01,7.471720339104805930e-01,2.677421873292447352e-02,2.862978013936397920e-02
1.775950211158034975e+01,7.477664376507422439e-01,2.671024381854018512e-02,3.095055243821587601e-02
1.778172927317181617e+01,7.483594204360902724e-01,2.664636524456562641e-02,2.700423250058175614e-02
1.780395643476327905e+01,7.489509844109178971e-01,2.658258330697026856e-02,2.301293757752089983e-02
1.782618359635474548e+01,7.495411317272538954e-01,2.651889829728657638e-02,2.718186117460777776e-02
1.784841075794620835e+01,7.501298645447612712e-01,2.645531050262846934e-02,2.915103026773432915e-02
1.787063791953767478e+01,7.507171850307388095e-01,2.639182020570940770e-02,2.417524257855221959e-02
1.789286508112913765e+01,7.513030953601197437e-01,2.632842768486074250e-02,2.624564611299968001e-02
1.791509224272060408e+01,7.518875977154726442e-01,2.626513321404972540e-02,2.738728081093432312e-02
1.793731940431206695e+01,7.524706942870009740e-01,2.620193706289754634e-02,2.563021547048663709e-02
1.795954656590353338e+01,7.530523872725433110e-01,2.613883949669729492e-02,2.802992239395338259e-02
1.798177372749499625e+01,7.536326788775729035e-01,2.607584077643185574e-02,2.657315316620207854e-02
1.800400088908646268e+01,7.542115713151986700e-01,2.601294115879156099e-02,2.799125079934432561e-02
1.802622805067792555e+01,7.547890668061636443e-01,2.595014089619211012e-02,2.196474327299348731e-02
1.804845521226939198e+01,7.553651675788468633e-01,2.588744023679195178e-02,2.676114395415003441e-02
1.807068237386085485e+01,7.559398758692614795e-01,2.582483942451006473e-02,2.593178266401202983e-02
1.809290953545232128e+01,7.565131939191896970e-01,2.576233869924681244e-02,2.660881975368274352e-02
1.811513669704378771e+01,7.570851238796664218e-01,2.569993830743685925e-02,2.426854435699199106e-02
1.813736385863525058e+01,7.576556679427536301e-01,2.563763848771530990e-02,2.730576177718183062e-02
1.815959102022671701e+01,7.582248283581437542e-01,2.557543946910461122e-02,2.373849447007126898e-02
1.818181818181817988e+01,7.587926073790289827e-01,2.551334147693215190e-02,2.799270205820624663e-02
1.820404534340964631e+01,7.593590072621019260e-01,2.545134473284903567e-02,2.399297135234362832e-02
1.822627250500110918e+01,7.599240302675547287e-01,2.538944945484889609e-02,2.729650258873912369e-02
1.824849966659257561e+01,7.604876786590798465e-01,2.532765585728641300e-02,2.438516839015768267e-02
1.827072682818403848e+01,7.610499547038696022e-01,2.526596415089590181e-02,2.553144376715786243e-02
1.829295398977550491e+01,7.616108606726165187e-01,2.520437454280970158e-02,2.479622977395656500e-02
1.831518115136696778e+01,7.621703988395126528e-01,2.514288723657655614e-02,2.515798087261916782e-02
1.833740831295843421e+01,7.627285714822505946e-01,2.508150243217974196e-02,2.602127211802341897e-02
1.835963547454989708e+01,7.632853808820225794e-01,2.502022032605526886e-02,2.146199215520960130e-02
1.838186263614136351e+01,7.638408293235210422e-01,2.495904111110989337e-02,2.864643941279887071e-02
1.840408979773282638e+01,7.643949190949381745e-01,2.489796497673905928e-02,2.591327918379829690e-02
1.842631695932429281e+01,7.649476524879665895e-01,2.483699210884467504e-02,2.514944580609561678e-02
1.844854412091575924e+01,7.654990317977983239e-01,2.477612268985295713e-02,2.441865328044475272e-02
1.847077128250722211e+01,7.660490593231259471e-01,2.471535689873196814e-02,2.190648104243862748e-02
1.849299844409868854e+01,7.665977373661417849e-01,2.465469491100924504e-02,2.202630677895234257e-02
1.851522560569015141e+01,7.671450682325379189e-01,2.459413689878922615e-02,2.390072183525343910e-02
1.853745276728161784e+01,7.676910542315070751e-01,2.453368303077056722e-02,2.317802132970552681e-02
1.855967992887308071e+01,7.682356976757412914e-01,2.447333347226349903e-02,2.548176711332495251e-02
1.858190709046454714e+01,7.687790008814330278e-01,2.441308838520692137e-02,2.629539120389085341e-02
1.860413425205601001e+01,7.693209661682746114e-01,2.435294792818552476e-02,2.601248741321252056e-02
1.862636141364747644e+01,7.698615958594584585e-01,2.429291225644676297e-02,2.437416399548824469e-02
1.864858857523893931e+01,7.704008922816766303e-01,2.423298152191778049e-02,2.270850641018464997e-02
1.867081573683040574e+01,7.709388577651218322e-01,2.417315587322213175e-02,2.467619987709004578e-02
1.869304289842186861e+01,7.714754946434859706e-01,2.411343545569664612e-02,2.607884245526769298e-02
1.871527006001333504e+01,7.720108052539618182e-01,2.405382041140786617e-02,2.277378331269954564e-02
1.873749722160479791e+01,7.725447919372412375e-01,2.399431087916877731e-02,2.706750345085863138e-02
1.875972438319626434e+01,7.730774570375169574e-01,2.393490699455505868e-02,2.493004964379202937e-02
1.878195154478773077e+01,7.736088029024811297e-01,2.387560888992159430e-02,2.331438684573134204e-02
1.880417870637919364e+01,7.741388318833259952e-01,2.381641669441866838e-02,2.412242735787306289e-02
1.882640586797066007e+01,7.746675463347439949e-01,2.375733053400814684e-02,2.365769964434821793e-02
1.884863302956212294e+01,7.751949486149274371e-01,2.369835053147957907e-02,2.531834048254287539e-02
1.887086019115358937e+01,7.757210410855686078e-01,2.363947680646618851e-02,2.023129709095205370e-02
1.889308735274505224e+01,7.762458261118596603e-01,2.358070947546082874e-02,2.576852210757880901e-02
1.891531451433651867e+01,7.767693060624931700e-01,2.352204865183173815e-02,2.151617212288999340e-02
1.893754167592798154e+01,7.772914833096612464e-01,2.346349444583836763e-02,2.743062328487391732e-02
1.895976883751944797e+01,7.778123602290564209e-01,2.340504696464698609e-02,2.309357643953218603e-02
1.898199599911091084e+01,7.783319391998707593e-01,2.334670631234626870e-02,1.978663876236657834e-02
1.900422316070237727e+01,7.788502226047967492e-01,2.328847258996279840e-02,2.737670596303291154e-02
1.902645032229384014e+01,7.793672128300265234e-01,2.323034589547642859e-02,2.063241281758566512e-02
1.904867748388530657e+01,7.798829122652526369e-01,2.317232632383563543e-02,2.011511559908300828e-02
1.907090464547676945e+01,7.803973233036670676e-01,2.311441396697281117e-02,2.204475838425072956e-02
1.909313180706823587e+01,7.809104483419623266e-01,2.305660891381927993e-02,2.463126393437304121e-02
1.911535896865970230e+01,7.814222897803307921e-01,2.299891125032045222e-02,2.364728208710455831e-02
1.913758613025116517e+01,7.819328500224644873e-01,2.294132105945087194e-02,2.482237739240590255e-02
1.915981329184263160e+01,7.824421314257428151e-01,2.288383842685319178e-02,2.335530825924372195e-02
1.918204045343409447e+01,7.829501363331230479e-01,2.282646343726792496e-02,2.549325574549554663e-02
1.920426761502556090e+01,7.834568671452947219e-01,2.276919616639742558e-02,2.481138443252708936e-02
1.922649477661702377e+01,7.839623262636969958e-01,2.271203668734699324e-02,2.514996504856537723e-02
1.924872193820849020e+01,7.844665160903818713e-01,2.265498507065587253e-02,2.571245734752732048e-02
1.927094909979995307e+01,7.849694390280133049e-01,2.259804138431277531e-02,2.050291108743291374e-02
1.929317626139141950e+01,7.854710974798678746e-01,2.254120569377122268e-02,2.415471898276804613e-02
1.931540342298288238e+01,7.859714938498340020e-01,2.248447806196492149e-02,2.330275589730699745e-02
1.933763058457434880e+01,7.864706305424130628e-01,2.242785854932279402e-02,2.251035775823485505e-02
1.935985774616581168e+01,7.869685099627181657e-01,2.237134721378425395e-02,2.121858480426590601e-02
1.938208490775727810e+01,7.874651345164750404e-01,2.231494411081407989e-02,2.267488179234157519e-02
1.940431206934874098e+01,7.879605066100215938e-01,2.225864929341742418e-02,2.312573865596480316e-02
1.942653923094020740e+01,7.884546286503081314e-01,2.220246281215458931e-02,1.711603525599852266e-02
1.944876639253167383e+01,7.889475030448973580e-01,2.214638471515577994e-02,2.262413822080661802e-02
1.947099355412313670e+01,7.894391322019638224e-01,2.209041504813584120e-02,2.227270017663995211e-02
1.949322071571460313e+01,7.899295185302950273e-01,2.203455385440865680e-02,2.189933329233057641e-02
1.951544787730606600e+01,7.904186644392904304e-01,2.197880117490174853e-02,2.183048549501979615e-02
1.953767503889753243e+01,7.909065723389617775e-01,2.192315704817068139e-02,2.029558276394825139e-02
1.955990220048899531e+01,7.913932446399332132e-01,2.186762151041326749e-02,2.040722280286871512e-02
1.958212936208046173e+01,7.918786837534413925e-01,2.181219459548386364e-02,2.022588163549255205e-02
1.960435652367192461e+01,7.923628920913347029e-01,2.175687633490752323e-02,1.797120926024049423e-02
1.962658368526339103e+01,7.928458720660744863e-01,2.170166675789395733e-02,2.030514816489145322e-02
1.964881084685485391e+01,7.933276260907339283e-01,2.164656589135156156e-02,2.257209197128447545e-02
1.967103800844632033e+01,7.938081565789989469e-01,2.159157375990128705e-02,2.335896039296050941e-02
1.969326517003778321e+01,7.942874659451671926e-01,2.153669038589045223e-02,2.027693072472517427e-02
1.971549233162924963e+01,7.947655566041493813e-01,2.148191578940637086e-02,1.925861760509313056e-02
1.973771949322071251e+01,7.952424309714678508e-01,2.142724998829012573e-02,1.800271667195919856e-02
1.975994665481217893e+01,7.957180914632576707e-01,2.137269299814999537e-02,2.302557432544319674e-02
1.978217381640364536e+01,7.961925404962659769e-01,2.131824483237499193e-02,2.238936879440728625e-02
1.980440097799510824e+01,7.966657804878524152e-01,2.126390550214820804e-02,2.211305140741186281e-02
1.982662813958657466e+01,7.971378138559886972e-01,2.120967501646017078e-02,1.840145492860582530e-02
1.984885530117803754e+01,7.976086430192591559e-01,2.115555338212198391e-02,2.216462791809006502e-02
1.987108246276950396e+01,7.980782703968601899e-01,2.110154060377856730e-02,2.120336759997219420e-02
1.989330962436096684e+01,7.985466984086005970e-01,2.104763668392168122e-02,2.133262442371908901e-02
1.991553678595243326e+01,7.990139294749014631e-01,2.099384162290290901e-02,2.152727027130303325e-02
1.993776394754389614e+01,7.994799660167962729e-01,2.094015541894658078e-02,2.284206375353621532e-02
1.995999110913536256e+01,7.999448104559306882e-01,2.088657806816259302e-02,1.705641983590550428e-02
1.998221827072682544e+01,8.004084652145627699e-01,2.083310956455919002e-02,1.961036287894897881e-02
2.000444543231829186e+01,8.008709327155628666e-01,2.077974990005562739e-02,2.331378712637350789e-02
2.002667259390975474e+01,8.013322153824135041e-01,2.072649906449475915e-02,1.808142518398887788e-02
2.004889975550122116e+01,8.017923156392099404e-01,2.067335704565556251e-02,2.189322495744669764e-02
2.007112691709268404e+01,8.022512359106591662e-01,2.062032382926567292e-02,1.793581440365540902e-02
2.009335407868415047e+01,8.027089786220809042e-01,2.056739939901360351e-02,1.794225296310445958e-02
2.011558124027561689e+01,8.031655461994070544e-01,2.051458373656117953e-02,1.895431697079440897e-02
2.013780840186707977e+01,8.036209410691816935e-01,2.046187682155574047e-02,2.068847267897357817e-02
2.016003556345854619e+01,8.040751656585615192e-01,2.040927863164221021e-02,2.465283458012400980e-02
2.018226272505000907e+01,8.045282223953152956e-01,2.035678914247529905e-02,2.107417585402937554e-02
2.020448988664147549e+01,8.049801136920439193e-01,2.030440832956102379e-02,1.947321869086044224e-02
2.022671704823293837e+01,8.054308419189857293e-01,2.025213617142790010e-02,1.815487832459868750e-02
2.024894420982440479e+01,8.058804094906228954e-01,2.019997263959965803e-02,1.957801464549775716e-02
2.027117137141586767e+01,8.063288188245295585e-01,2.014791770337275370e-02,1.875940046546928364e-02
2.029339853300733409e+01,8.067760723369620246e-01,2.009597133033970071e-02,1.894857179271633787e-02
2.031562569459879697e+01,8.072221724428580991e-01,2.004413348640123396e-02,2.123809970643544473e-02
2.033785285619026340e+01,8.076671215558376415e-01,1.999240413577841810e-02,1.863757938116301568e-02
2.036008001778172627e+01,8.081109220882021216e-01,1.994078324102465521e-02,2.032956569347675255e-02
2.038230717937319270e+01,8.085535764509352852e-01,1.988927076303755037e-02,1.853881807158790085e-02
2.040453434096465557e+01,8.089950870537023775e-01,1.983786666107089161e-02,2.278362126106901059e-02
2.042676150255612200e+01,8.094354563048504758e-01,1.978657089274634892e-02,2.211705939024422030e-02
2.044898866414758842e+01,8.098746866114086007e-01,1.973538341406522525e-02,1.989393261674935603e-02
2.047121582573905130e+01,8.103127803790876049e-01,1.968430417942003061e-02,1.639251223177703304e-02
2.049344298733051772e+01,8.107497400122801734e-01,1.963333314160612547e-02,1.648736314076696199e-02
2.051567014892198060e+01,8.111855679140609343e-01,1.958247025183313880e-02,1.794030337259954616e-02
2.053789731051344702e+01,8.116202664861861260e-01,1.953171545973641024e-02,1.828150378499763390e-02
2.056012447210490990e+01,8.120538381290940411e-01,1.948106871338833868e-02,2.373401615072930418e-02
2.058235163369637633e+01,8.124862852419048043e-01,1.943052995930960938e-02,2.062856782600603830e-02
2.060457879528783920e+01,8.129176102224201506e-01,1.938009914248047319e-02,1.935999550270494848e-02
2.062680595687930563e+01,8.133478154671238691e-01,1.932977620635177585e-02,2.062096060101476641e-02
2.064903311847076850e+01,8.137769033711815814e-01,1.927956109285604985e-02,2.199787459368299225e-02
2.067126028006223493e+01,8.142048763284408519e-01,1.922945374241850913e-02,1.828688506933188671e-02
2.069348744165369780e+01,8.146317367314306335e-01,1.917945409396798473e-02,1.757221999222796302e-02
2.071571460324516423e+01,8.150574869713622661e-01,1.912956208494770091e-02,2.108972737549872842e-02
2.073794176483662710e+01,8.154821294381285890e-01,1.907977765132610679e-02,1.976960019898591284e-02
2.076016892642809353e+01,8.159056665203046066e-01,1.903010072760753096e-02,1.466391199767883187e-02
2.078239608801955995e+01,8.163281006051466004e-01,1.898053124684292645e-02,1.867866982832658285e-02
2.080462324961102283e+01,8.167494340785933504e-01,1.893106914064028243e-02,1.675737701951661787e-02
2.082685041120248925e+01,8.171696693252650245e-01,1.888171433917525122e-02,2.211922791695165175e-02
2.084907757279395213e+01,8.175888087284637340e-01,1.883246677120155310e-02,1.849479077682555234e-02
2.087130473438541856e+01,8.180068546701736443e-01,1.878332636406128756e-02,1.573329105384365864e-02
2.089353189597688143e+01,8.184238095310605310e-01,1.873429304369533463e-02,2.115347191713250197e-02
2.091575905756834786e+01,8.188396756904721130e-01,1.868536673465351003e-02,1.853058499096860157e-02
2.093798621915981073e+01,8.192544555264377193e-01,1.863654736010479304e-02,1.787743952898221411e-02
2.096021338075127716e+01,8.196681514156689552e-01,1.858783484184737059e-02,1.887089762764476361e-02
2.098244054234274003e+01,8.200807657335589251e-01,1.853922910031872290e-02,1.698888756236050998e-02
2.100466770393420646e+01,8.204923008541827878e-01,1.849073005460561553e-02,1.608115587993784110e-02
2.102689486552566933e+01,8.209027591502972010e-01,1.844233762245399422e-02,1.626411232813211247e-02
2.104912202711713576e+01,8.213121429933412099e-01,1.839405172027879648e-02,1.834433731703511566e-02
2.107134918870859863e+01,8.217204547534351367e-01,1.834587226317382219e-02,1.999651647609766020e-02
2.109357635030006506e+01,8.221276967993815799e-01,1.829779916492137865e-02,1.711157937922060807e-02
2.111580351189153149e+01,8.225338714986647481e-01,1.824983233800199500e-02,1.674406235085898823e-02
2.113803067348299436e+01,8.229389812174505714e-01,1.820197169360402920e-02,2.291347491883383852e-02
2.116025783507446079e+01,8.233430283205872557e-01,1.815421714163314645e-02,1.927421251282735934e-02
2.118248499666592366e+01,8.237460151716045065e-01,1.810656859072185335e-02,1.654089832503068472e-02
2.120471215825739009e+01,8.241479441327138611e-01,1.805902594823893814e-02,1.631026276142527945e-02
2.122693931984885296e+01,8.245488175648089113e-01,1.801158912029874118e-02,1.919710403274094493e-02
2.124916648144031939e+01,8.249486378274648590e-01,1.796425801177053971e-02,1.986467853638567566e-02
2.127139364303178226e+01,8.253474072555452290e-01,1.791703252905877883e-02,1.565943704016383581e-02
2.129362080462324869e+01,8.257451281739378590e-01,1.786991257837147046e-02,1.842860170302441231e-02
2.131584796621471156e+01,8.261418029285735320e-01,1.782289806205423696e-02,1.526897233788066660e-02
2.133807512780617799e+01,8.265374338628731499e-01,1.777598888138727865e-02,1.744783245296625471e-02
2.136030228939764086e+01,8.269320233177258617e-01,1.772918493659719069e-02,1.735244654303570375e-02
2.138252945098910729e+01,8.273255736314891751e-01,1.768248612686619883e-02,1.925159790786605540e-02
2.140475661258057016e+01,8.277180871399887341e-01,1.763589235034130134e-02,1.988309194391735257e-02
2.142698377417203659e+01,8.281095661765186522e-01,1.758940350414333470e-02,1.688379596948260536e-02
2.144921093576350302e+01,8.285000130718407352e-01,1.754301948437607395e-02,1.395720233571880013e-02
2.147143809735496589e+01,8.288894301541854803e-01,1.749674018613509713e-02,1.885838479206561336e-02
2.149366525894643232e+01,8.292778197492514103e-01,1.745056550351674687e-02,1.362727867604605729e-02
2.151589242053789519e+01,8.296651841802052951e-01,1.740449532962696361e-02,1.782427230650087541e-02
2.153811958212936162e+01,8.300515257676823744e-01,1.735852955659003549e-02,2.062026935161605581e-02
2.156034674372082449e+01,8.304368468297855799e-01,1.731266807555745246e-02,1.650158072869392645e-02
2.158257390531229092e+01,8.308211496820866460e-01,1.726691077671640637e-02,1.766147450013193926e-02
2.160480106690375379e+01,8.312044366376251103e-01,1.722125754929855132e-02,1.546770917606806427e-02
2.162702822849522022e+01,8.315867100069089801e-01,1.717570828158849344e-02,1.418788196614364193e-02
2.164925539008668309e+01,8.319679720979143989e-01,1.713026286093228059e-02,1.880280149750513177e-02
2.167148255167814952e+01,8.323482252160856465e-01,1.708492117374590252e-02,1.558139072712681067e-02
2.169370971326961239e+01,8.327274716643354724e-01,1.703968310552364182e-02,2.017700468067739131e-02
2.171593687486107882e+01,8.331057137430446513e-01,1.699454854084639713e-02,1.574522401545624603e-02
2.173816403645254169e+01,8.334829537500622054e-01,1.694951736339003062e-02,1.552383006897684742e-02
2.176039119804400812e+01,8.338591939807055153e-01,1.690458945593348999e-02,1.668347922515181839e-02
2.178261835963547455e+01,8.342344367277598760e-01,1.685976470036710390e-02,1.722641031232313019e-02
2.180484552122693742e+01,8.346086842814791629e-01,1.681504297770056860e-02,1.599675877789232328e-02
2.182707268281840385e+01,8.349819389295853878e-01,1.677042416807110123e-02,2.119834330342875231e-02
2.184929984440986672e+01,8.353542029572685879e-01,1.672590815075144025e-02,1.431792043269144825e-02
2.187152700600133315e+01,8.357254786471873809e-01,1.668149480415773503e-02,1.726199686558939350e-02
2.189375416759279602e+01,8.360957682794680768e-01,1.663718400585758109e-02,1.506639430236920117e-02
2.191598132918426245e+01,8.364650741317058991e-01,1.659297563257770836e-02,1.851975682532307210e-02
2.193820849077572532e+01,8.368333984789636526e-01,1.654886956021193664e-02,1.703884797820888128e-02
2.196043565236719175e+01,8.372007435937727227e-01,1.650486566382880493e-02,1.503807151480411608e-02
2.198266281395865462e+01,8.375671117461327420e-01,1.646096381767935685e-02,1.543957627371123249e-02
2.200488997555012105e+01,8.379325052035113686e-01,1.641716389520471789e-02,1.572929612222594142e-02
2.202711713714158392e+01,8.382969262308446190e-01,1.637346576904375600e-02,1.600596105975946384e-02
2.204934429873305035e+01,8.386603770905366462e-01,1.632986931104057904e-02,1.304391127773829595e-02
2.207157146032451323e+01,8.390228600424600724e-01,1.628637439225203917e-02,1.925334539027087968e-02
2.209379862191597965e+01,8.393843773439553235e-01,1.624298088295523732e-02,2.002621634904935138e-02
2.211602578350744608e+01,8.397449312498315166e-01,1.619968865265480201e-02,2.050154736615050766e-02
2.213825294509890895e+01,8.401045240123655722e-01,1.615649757009038692e-02,2.070930296263027298e-02
2.216048010669037538e+01,8.404631578813029913e-01,1.611340750324383522e-02,1.454231626847806921e-02
2.218270726828183825e+01,8.408208351038571893e-01,1.607041831934654524e-02,1.303744544070307987e-02
2.220493442987330468e+01,8.411775579247100509e-01,1.602752988488657243e-02,1.581158207009964248e-02
2.222716159146476755e+01,8.415333285860115975e-01,1.598474206561586314e-02,1.596474433429206224e-02
2.224938875305623398e+01,8.418881493273799865e-01,1.594205472655734965e-02,1.833063844557527786e-02
2.227161591464769685e+01,8.422420223859018451e-01,1.589946773201195498e-02,1.171638419937563735e-02
2.229384307623916328e+01,8.425949499961317146e-01,1.585698094556570528e-02,1.512591435309294102e-02
2.231607023783062616e+01,8.429469343900924949e-01,1.581459423009663051e-02,1.370212744239153804e-02
2.233829739942209258e+01,8.432979777901482565e-01,1.577230744864035680e-02,1.280440955553802801e-02
2.236052456101355546e+01,8.436480823983267818e-01,1.573012046568517466e-02,1.493259947628374981e-02
2.238275172260502188e+01,8.439972504296110456e-01,1.568803314316874128e-02,1.366415924497610054e-02
2.240497888419648476e+01,8.443454840970595621e-01,1.564604534227632612e-02,1.521554044835805863e-02
2.242720604578795118e+01,8.446927856105094223e-01,1.560415692360383674e-02,1.902256391827561455e-02
2.244943320737941761e+01,8.450391571765761833e-01,1.556236774716465883e-02,1.564099181070496142e-02
2.247166036897088048e+01,8.453846009986535348e-01,1.552067767239648233e-02,1.607151467394122776e-02
2.249388753056234691e+01,8.457291192769141874e-01,1.547908655816790206e-02,1.650341515816197702e-02
2.251611469215380978e+01,8.460727142083090957e-01,1.543759426278516408e-02,1.328358999920654059e-02
2.253834185374527621e+01,8.464153879865676799e-01,1.539620064399880098e-02,1.636907713514470369e-02
2.256056901533673908e+01,8.467571428021977153e-01,1.535490555901022382e-02,1.578445189913671443e-02
2.258279617692820551e+01,8.470979808424858870e-01,1.531370886447818401e-02,1.488193703378611239e-02
2.260502333851966839e+01,8.474379042914967908e-01,1.527261041652540861e-02,1.846563973714411208e-02
2.262725050011113481e+01,8.477769153300740435e-01,1.523161007074490259e-02,1.251148142067036971e-02
2.264947766170259769e+01,8.481150161358393946e-01,1.519070768220647481e-02,1.579793141740114953e-02
