L,E,T,T_noisy
1.680563408951023963e+00,7.220792535537630119e-01,2.134695927957260264e-01,2.164139466112076637e-01
1.355628634975949209e+00,4.407580072845898034e-01,1.661824968827766702e-01,1.672213986873258840e-01
2.850543229723675687e+00,3.840010038382628554e-01,4.857779157593920122e-03,3.767552533136105108e-03
1.914718693487341250e+00,8.765146177685838591e-01,3.383013361555884391e-01,3.372241497992298775e-01
2.750315361744700482e+00,6.349320351399136975e-01,3.657303641994308352e-02,3.738413663937734110e-02
2.811596663161413989e+00,7.939164948987211812e-01,8.217783340777687351e-02,8.296771978662605129e-02
2.750331225137125024e+00,8.710154291611167388e-01,2.598277281135529249e-01,2.646236026487237547e-01
1.745863726321833065e+00,7.153114228197127167e-01,1.931656729948565965e-01,1.965183384341877837e-01
1.958223911729765510e+00,7.606550011462351879e-01,1.621065614974139535e-01,1.597594047926638450e-01
1.835647254309246579e+00,4.507264773435794014e-01,6.383650271155437428e-02,6.453695230310148301e-02
5.506587018433218850e-01,7.367853436748039719e-01,8.814202246486956271e-01,8.787582469259584972e-01
2.866025144225141208e+00,8.278224244223764128e-01,1.174958824776898003e-01,1.141845286862511466e-01
8.777258827570012523e-01,4.414460734728493652e-01,4.221854079278650196e-01,4.236724999307504569e-01
1.883639776464533622e+00,3.736564307879729485e-01,3.977739001931198531e-02,4.088088508540230204e-02
2.206619641972094925e+00,7.659084981049284480e-01,1.233246700117392181e-01,1.212475344230651980e-01
2.465765282905214129e+00,3.122060565795631293e-01,7.303472591776426562e-03,1.059084606797349067e-02
1.855557949027113240e+00,3.787734984105807223e-01,4.343884023386564153e-02,4.148370037486505402e-02
2.097777197575349639e+00,5.103003729948812905e-01,5.237041633898196352e-02,5.003495957668862432e-02
2.567773398748166347e+00,4.209318973125796282e-01,1.143874894247169649e-02,1.274398538531175407e-02
2.108820892149038784e+00,8.708703938473310036e-01,2.922566453338669712e-01,2.926985224252980911e-01
2.167104538846241990e+00,6.205522231350547591e-01,8.644149557703886821e-02,8.612047957510120255e-02
2.635130140126109577e+00,4.682550771383610644e-01,1.368808765925977680e-02,1.355395599345784845e-02
6.835291672888317294e-01,3.131434846366282776e-01,4.628966967527313736e-01,4.633442983352484279e-01
1.796302627022895004e+00,6.308590805865492701e-01,1.616688704138059818e-01,1.613897104423083206e-01
5.663800594031047630e-01,6.238173870626304574e-01,1.042450051099939046e+00,1.042105041363377005e+00
8.784654283578237077e-01,5.115207737174278790e-01,5.151802398291869256e-01,5.113883264518540583e-01
5.712660355423994085e-01,6.097675361559640184e-01,1.041705387254043602e+00,1.039021464522024374e+00
2.665603741294719775e+00,6.109330102616500335e-01,3.731212427271689280e-02,3.853402341336241432e-02
1.324345545006847757e+00,4.205733823061131860e-01,1.650485221707813643e-01,1.636399203898879773e-01
1.802828018365815854e+00,8.332241763309848892e-01,2.564428911513776388e-01,2.575332776696010462e-01
2.468144844972726126e+00,5.653518361363556455e-01,3.883409155199379209e-02,4.130501935048511153e-02
2.222242061874462493e+00,5.250370189297697276e-01,4.547974382933853144e-02,4.476984217644167097e-02
2.815786401239019465e+00,3.999399875605761379e-01,5.848123642237169906e-03,6.414063204923340679e-03
1.724509221807478898e+00,4.421913890927261503e-01,7.744059364311758897e-02,8.159354653667497126e-02
2.256094537585985105e+00,6.870260327730051131e-01,8.883558655182771657e-02,9.022545783645480322e-02
2.669386672227510360e+00,4.773611953073341185e-01,1.365473631983454839e-02,1.733848398133722504e-02
7.679925575963706397e-01,4.209596483466559458e-01,4.892480284297632820e-01,4.923148425375914461e-01
1.674637897186804336e+00,6.086161024975254019e-01,1.881337670177985200e-01,1.896404877168407777e-01
7.199856460112501466e-01,7.474945532319011710e-01,7.321776346919786072e-01,7.319538471691311443e-01
1.892410905335634830e+00,4.492531799777069734e-01,5.626917913087857437e-02,5.458519206440747007e-02
1.283383366084117849e+00,5.026370294753687018e-01,2.424354634777245998e-01,2.402120674986798765e-01
2.601245682879955723e+00,3.001051553045635534e-01,4.895153961771858513e-03,5.867811831134397103e-03
1.670952173757104697e+00,5.892220685990818829e-01,1.777244004234033170e-01,1.786607671767529160e-01
9.072382517193501306e-01,8.310131739112871507e-01,6.049728322113298029e-01,6.046235877952643722e-01
2.683447837867586561e+00,8.440792835112331804e-01,1.609250717885948034e-01,1.626220045507680012e-01
1.564663741721389556e+00,7.774717951759144707e-01,2.725194901890902743e-01,2.713104159604040055e-01
5.492781054686144415e-01,4.237063489359776391e-01,7.000645557385561935e-01,7.022849938747786069e-01
1.171722146467524039e+00,5.003434191995485003e-01,2.957776688433862988e-01,2.958576829729585578e-01
1.457748554525003737e+00,3.494431640411398421e-01,9.497816546934026438e-02,9.490551231777913377e-02
5.656108018370558099e-01,6.303511575723670379e-01,1.036653865947703368e+00,1.036653319353744385e+00
8.502788379788304152e-01,6.994802328274380976e-01,6.550613300668192140e-01,6.548641475132501721e-01
1.241272171968442306e+00,4.361360829957512397e-01,2.064727265126534428e-01,2.114492550893108946e-01
1.343958237896028862e+00,8.476016350314203862e-01,4.111883033160700363e-01,4.079652636577748570e-01
1.593948661054121363e+00,6.361255003962686949e-01,2.254677030678283733e-01,2.258221481553919774e-01
1.244044536017199887e+00,4.529590697147970468e-01,2.173381594775352088e-01,2.198263718562133151e-01
1.301670603173509688e+00,4.913935870914748483e-01,2.238361634147021384e-01,2.252711895198471759e-01
1.655196937061638618e+00,7.047777601673219650e-01,2.165659442948065783e-01,2.159617803513920464e-01
1.379831865775718924e+00,5.266775182251746124e-01,2.247455393914930544e-01,2.282257814399267226e-01
2.374464869416602841e+00,4.012320811185421943e-01,1.538154829450018128e-02,1.324456257896881872e-02
2.452677037289495043e+00,5.828497304961322012e-01,4.494817243851331745e-02,4.233558017907685517e-02
5.441649096176419675e-01,4.268359873312491670e-01,7.091064781527464111e-01,7.102426192786112091e-01
9.052305297820515406e-01,7.096424114120087889e-01,6.056013990574586892e-01,6.026924594549926129e-01
7.545478597321865211e-01,5.547994986058861766e-01,7.248833503689544600e-01,7.201274508630212123e-01
1.382171751646436464e+00,4.584522987526682969e-01,1.681724818079276818e-01,1.699382550833836714e-01
1.390651383419642340e+00,3.919692013480479131e-01,1.294581692733928202e-01,1.309808698986336950e-01
2.373232738615006276e+00,3.715850661259094689e-01,1.295659436289455825e-02,1.442116808878145945e-02
2.323800314185817228e+00,3.818116454591914399e-01,1.536645409059174752e-02,1.439151180122349126e-02
2.706036831403480836e+00,5.223307023409198280e-01,1.806045247767010253e-02,1.842634473304878909e-02
2.207495050772423362e+00,5.326225666120945057e-01,4.924034429123020501e-02,4.730969113474530613e-02
1.988835350752238273e+00,7.677205288374615577e-01,1.599747950319740375e-01,1.634434974451993428e-01
2.985833003725224088e+00,5.025895726351206072e-01,9.093876104516366785e-03,1.067592460752526257e-02
2.104916787671754719e+00,3.160512858183969764e-01,1.764826105836080419e-02,1.913277320310123944e-02
1.473679395516625634e+00,4.725754101261904205e-01,1.480693500298935761e-01,1.441693805480803170e-01
1.261917862637349508e+00,3.407369121453570071e-01,1.439372977724895364e-01,1.455519018604693182e-01
5.893783397277414515e-01,5.003748865966566317e-01,7.801048677358678463e-01,7.830928117798305887e-01
2.860345955254836703e+00,6.000257281436853773e-01,2.570815789631831702e-02,2.814068206761306118e-02
2.381599008463587186e+00,4.659110880239862307e-01,2.248229227140593339e-02,2.406055294299893482e-02
1.442686185096285323e+00,3.562441125572616274e-01,1.009333757316334401e-01,1.009314613935741040e-01
2.687566022096931295e+00,6.556156338237886239e-01,4.343040548346108198e-02,4.274673978895099369e-02
2.407308825644647321e+00,7.863046320066475747e-01,1.109721096347453945e-01,1.121753930059831567e-01
1.662933416151728405e+00,7.841542856345301571e-01,2.464233681620714711e-01,2.471889068736662087e-01
2.889458362033103800e+00,5.344324813584534484e-01,1.435639571398946226e-02,1.482914477476116565e-02
2.730998812740187187e+00,5.715037211398272810e-01,2.588562825341316972e-02,2.526717875983513703e-02
1.615115556619533432e+00,7.997590511521123213e-01,2.712599635242983753e-01,2.746224765801492662e-01
1.567524838794947639e+00,6.449119260248588059e-01,2.369529653037807937e-01,2.346172787193888110e-01
8.792396250720347917e-01,4.782857324517263975e-01,4.643602790480809706e-01,4.643150141364568162e-01
7.560178205441360211e-01,8.161700062957621959e-01,6.947368302501254478e-01,6.935764685045469058e-01
1.393026464581528678e+00,8.833033605209272832e-01,4.692674441044103473e-01,4.713315302005920415e-01
1.036490805663555337e+00,7.877200129372474713e-01,5.132219581836897637e-01,5.160829211982783660e-01
6.715121883981124418e-01,6.869527506629338198e-01,8.289640353520034699e-01,8.314522130336240435e-01
2.338699355893918419e+00,8.453584753680072339e-01,1.923917732347988629e-01,1.939025875983158564e-01
2.902939066807682877e+00,8.354539823889104433e-01,1.294876134438875115e-01,1.266824094909274889e-01
2.218470952855108980e+00,5.405356759989266013e-01,5.093983119141205079e-02,5.510229660650470263e-02
2.768581195181362364e+00,8.349060377103982855e-01,1.358865404091060269e-01,1.369199325882553275e-01
2.675917353236677787e+00,7.179303903725562375e-01,5.647727310167537790e-02,5.626034661168174966e-02
2.115135922925060363e+00,4.899788566332017314e-01,4.465041496394855924e-02,4.469341615617800773e-02
1.806532278811743053e+00,7.717839652474964840e-01,2.012033355482844010e-01,2.005242972809812008e-01
1.394753481169551446e+00,4.665120732333534193e-01,1.691757398662592782e-01,1.700235010117069068e-01
1.737440438930737185e+00,3.397624068289727406e-01,4.756606174275875010e-02,4.818639735897995574e-02
1.303129878753746862e+00,3.876481911738521302e-01,1.542340965920902529e-01,1.535138965007568357e-01
9.301666932950167777e-01,3.287236976138554478e-01,2.894168530248109050e-01,2.842770701512599696e-01
1.738317512845736879e+00,3.399364330795642264e-01,4.750632239890240083e-02,4.743607972880645868e-02
2.152893770736666212e+00,4.137076054733628827e-01,2.678584469377930447e-02,2.773951660625830623e-02
1.963287800134809746e+00,3.687275766051350545e-01,3.238401030860150326e-02,3.343634599838615773e-02
2.344556982595803696e+00,5.724873521479645344e-01,5.058546282631859459e-02,5.027853282476722058e-02
1.339925658372318251e+00,3.913807935756576373e-01,1.442544269835405457e-01,1.451610565224673577e-01
5.002401013999892010e-01,7.598134411004773270e-01,9.023307584160148442e-01,9.043873962968888014e-01
1.031648809273982614e+00,6.856128571953363782e-01,5.224613940127851297e-01,5.215208934476573965e-01
1.224238436927854057e+00,4.539994353375902403e-01,2.268338810693621976e-01,2.297664391601994538e-01
1.882762167525977359e+00,8.585189111819782060e-01,2.865793575811278471e-01,2.826690409774860191e-01
1.473628788368982701e+00,3.555314354925189768e-01,9.379250492927301841e-02,9.127040786183487908e-02
2.144179700606886119e+00,4.467887045354838049e-01,3.274367523934010316e-02,3.093338533858926848e-02
1.059857296455165798e+00,5.212708042339999626e-01,3.913035451020543953e-01,3.864146116831033151e-01
1.670043211572755926e+00,8.389113576155629026e-01,2.965801672148798973e-01,2.945806419728143055e-01
5.056153613496834343e-01,6.362482601482520872e-01,1.107214253869792220e+00,1.109710997821065082e+00
2.215750994557706299e+00,7.138032267549726528e-01,1.010104259173212754e-01,1.034934840478264478e-01
2.663396912727935106e+00,6.998737233253922163e-01,5.297759528671890095e-02,5.317231221217131459e-02
2.646644052422331583e+00,8.293836144349595596e-01,1.344970401338238530e-01,1.379390440672997875e-01
2.686708497711586485e+00,4.673323534660649980e-01,1.226361745235508664e-02,1.274259789224747516e-02
9.903299748535896452e-01,7.695598074260372456e-01,5.372841761374422820e-01,5.362885522242097913e-01
2.953553221575105248e+00,3.271464329589365283e-01,2.586674162750511596e-03,3.069935701516143985e-03
1.878425138844789899e+00,4.346037946351630765e-01,5.391125182347304007e-02,5.363695860274523414e-02
9.639494762072071676e-01,5.468625014105999993e-01,5.067090172802204417e-01,5.081808842012204286e-01
7.276351561372907950e-01,5.010690276901277329e-01,6.358426406564401390e-01,6.328365393769332936e-01
6.774391928724141643e-01,3.479728399141072126e-01,4.996692316143937496e-01,5.016680615010562505e-01
2.092418339974555508e+00,8.593359552285702030e-01,2.561454070290352103e-01,2.552263535666581817e-01
2.071469863865507133e+00,7.323102290113558954e-01,1.290467416457315719e-01,1.307573876787520850e-01
2.466894538261505954e+00,5.537378949811235795e-01,3.572574706684265855e-02,3.264366666314988397e-02
2.146537194840016038e+00,4.795130790431014756e-01,3.937238308420909494e-02,3.853386577330451812e-02
1.798509016005664485e+00,3.527614797619029741e-01,4.381308546512496099e-02,4.396921190582539496e-02
9.070541145132905436e-01,7.969453504435682900e-01,5.936527149285727445e-01,5.954556201864750209e-01
2.336184617614367909e+00,4.578184942637891774e-01,2.344498291176573546e-02,2.100992077342201877e-02
5.101519479381486644e-01,8.675997328671092301e-01,8.602883703644934599e-01,8.636232588763109730e-01
2.150764081556424401e+00,4.664849226061245080e-01,3.614644613201071360e-02,3.711177308201774050e-02
9.132766015878297505e-01,8.915143418848812118e-01,6.665904466459009470e-01,6.655388958090947549e-01
8.970312512352800471e-01,7.975780127891440863e-01,6.001059062517839493e-01,6.025405103201600943e-01
2.765229955805043272e+00,7.247150350425151100e-01,5.241188909383004413e-02,5.261731113987530573e-02
2.818171996826413839e+00,8.903133322723129073e-01,4.386312516740440981e-01,4.409478456354665732e-01
2.300713535941165677e+00,5.882486258597545703e-01,6.007210711208395282e-02,6.471840272957748996e-02
1.071533187379465346e+00,5.101694428575751505e-01,3.678060596908248048e-01,3.693431164461419836e-01
1.673440931046278779e+00,3.565235290036218863e-01,5.951420979268946115e-02,5.846085086554939081e-02
1.365495652684993066e+00,8.182298683880855350e-01,3.719506577196827202e-01,3.710992428489004458e-01
7.940113702239308680e-01,3.745082469125862734e-01,4.237222091248664113e-01,4.248873178176233445e-01
1.092040359149998974e+00,3.465293509270642169e-01,2.143171856994615099e-01,2.148929965336490167e-01
6.449221804329501317e-01,6.487192042427583072e-01,9.137849122254440015e-01,9.121188522983380009e-01
2.930747347793365876e+00,3.417683227531490009e-01,3.024242358250574074e-03,1.688023326998615769e-03
1.090737957915888900e+00,3.899776414775186217e-01,2.439096519310898770e-01,2.452412159896542598e-01
1.467825758325124852e+00,4.812031755999065519e-01,1.553549012445544775e-01,1.600482979862770661e-01
1.116532596198760885e+00,4.616912581810803662e-01,2.867953963965232944e-01,2.815346616339073904e-01
2.128140239745034634e+00,3.612843585042033179e-01,2.136317335863005540e-02,2.281100563427549896e-02
1.906323310291364148e+00,5.964541413953665661e-01,1.222168035112449480e-01,1.217947091452016017e-01
2.414164487746512044e+00,5.165880709024861517e-01,2.981553462487607220e-02,3.137426405235644450e-02
5.285424562165165208e-01,5.554329065472078941e-01,1.002536249564516480e+00,1.004271692320646947e+00
1.011688378034790059e+00,6.904898014604454737e-01,5.348472185879835639e-01,5.349528947580606264e-01
1.996844321224074514e+00,4.477114334876933777e-01,4.483769577904872516e-02,4.280574868500433561e-02
1.941417325370054847e+00,8.119832373129329817e-01,2.022699673776529872e-01,1.994758635906470068e-01
2.561096391063548250e+00,3.593860437839169197e-01,7.865532593876029682e-03,4.117175216689699865e-03
7.013671614383951702e-01,5.299013120046132119e-01,7.238831293292348201e-01,7.263278205297046819e-01
1.427881232747725715e+00,7.145284695543622222e-01,3.004693917866485542e-01,3.000499870551345816e-01
1.509390348505000423e+00,6.728180645442235486e-01,2.625340596648674807e-01,2.614535097301503574e-01
1.782567304446271761e+00,7.256863555721039249e-01,1.867800240521554633e-01,1.862245852305026705e-01
1.378573048072382123e+00,8.678734754734720447e-01,4.333006231101318995e-01,4.306216876733387489e-01
2.336674478618097517e+00,5.431451779698811544e-01,4.178022625250914918e-02,4.238945541155127172e-02
7.607816736080742492e-01,5.619817017925180513e-01,7.343990547272504221e-01,7.370364577193380118e-01
6.515663719331789006e-01,8.721449104989085210e-01,7.784708499322208208e-01,7.807477711937627074e-01
1.283742414235921947e+00,4.404183976562686675e-01,1.922092336096428433e-01,1.890776354671873938e-01
7.234208958900502084e-01,3.580545255750365308e-01,4.678446420149601215e-01,4.705716657825780302e-01
1.481028276863032955e+00,7.204584767527100198e-01,2.803563027456165146e-01,2.788278289561638701e-01
1.946076090690408877e+00,8.041968020459318023e-01,1.939796387506401432e-01,1.901537342201546077e-01
7.104740839659552387e-01,4.534102643714693626e-01,5.780902358844940414e-01,5.756312914136728631e-01
1.649489723187409052e+00,3.350732539381484631e-01,5.725826245665680686e-02,5.532523423416670083e-02
1.888294096069881078e+00,7.057768260141055183e-01,1.558297396873688234e-01,1.558158440066887418e-01
1.911348215523757332e+00,8.290433891883552953e-01,2.279130125432925202e-01,2.258490615973200166e-01
5.755067784607708070e-01,8.210477485182565704e-01,8.173472832987169756e-01,8.143267923771571049e-01
2.433085729055292745e+00,3.727157561500419880e-01,1.139827125423106477e-02,1.086928318396846067e-02
2.304986030191832569e+00,5.207428978182451207e-01,3.776241282611118855e-02,4.161022071169833553e-02
1.242527946186997578e+00,6.189309369616020629e-01,3.889817519280900360e-01,3.875770501633128418e-01
1.678363576134111135e+00,3.454467298986919621e-01,5.603486194147132976e-02,5.696336897237082308e-02
2.347954698621854686e+00,4.805714401213516118e-01,2.645361152128261617e-02,2.661350518374154886e-02
2.585186826995191645e+00,5.163981730574704887e-01,2.156828800848592867e-02,2.688442343687507535e-02
1.119291044869860974e+00,4.448684521499053357e-01,2.706107447948499778e-01,2.668142284755310456e-01
2.427080240932101951e+00,5.893484265940553968e-01,4.884736025120794967e-02,5.103812354563790760e-02
1.560495923925618644e+00,6.205011023290538663e-01,2.330692777481560563e-01,2.305065077565558174e-01
2.882901220092595640e+00,6.751896087101035837e-01,3.561571033457791580e-02,3.443087982653764145e-02
2.695913737541036248e+00,7.976746472191967863e-01,9.338247123831142082e-02,9.318910793152460070e-02
1.394978807770182794e+00,4.845558679801439950e-01,1.818072413748829941e-01,1.881794137784790766e-01
1.399581285556177113e+00,6.347687065004301576e-01,3.068574898618281477e-01,3.053314792412614720e-01
1.714589653497254451e+00,3.896396079789534173e-01,6.266175401564008651e-02,5.888398578914341014e-02
2.901611991681749547e+00,6.501381349853451175e-01,3.121112381255060353e-02,3.380585101323305836e-02
8.599513529948378254e-01,3.761452072131095115e-01,3.747745123132090739e-01,3.730960400965488422e-01
1.872253166280982928e+00,7.195815662234008592e-01,1.634204453163766169e-01,1.629345446089952298e-01
2.119276886108391711e+00,4.234123527228192407e-01,3.036294687812084864e-02,3.031486323223233498e-02
2.300137686061479503e+00,5.651261884233401700e-01,5.205604163546827257e-02,5.225001920663005506e-02
6.677871268450368269e-01,8.436974156359706711e-01,7.571864716445971810e-01,7.568461943878833642e-01
1.998288294074753502e+00,4.170087432146209472e-01,3.815287582563963581e-02,3.868838869758774168e-02
1.626102586092199376e+00,3.755439886912739222e-01,7.194105575406126163e-02,7.271577495853275008e-02
1.348542231341368414e+00,7.396598334965520660e-01,3.399216046005438807e-01,3.416294502369797703e-01
2.926339363489312451e+00,6.544146063229707710e-01,3.068806406578039256e-02,2.983359779398106829e-02
7.650728045766135299e-01,8.261636940529704098e-01,6.906458446323056055e-01,6.891483843455957770e-01
2.271729456178929851e+00,3.909780830274341423e-01,1.818519357145384832e-02,1.605809301411973908e-02
1.010901155775675075e+00,8.769058692241211705e-01,5.947948297245060356e-01,5.959802475248444642e-01
2.870255723684047133e+00,6.790518352308316796e-01,3.683977790352439829e-02,3.674718161313216686e-02
1.750786397732844168e+00,8.655544390026868040e-01,3.300198097628369576e-01,3.311262189056926042e-01
1.633468978314633002e+00,4.127267067174973381e-01,8.273062225890774612e-02,8.380701474253948735e-02
1.121254200029681680e+00,8.169727149076912998e-01,4.802047683978322712e-01,4.835765222645415085e-01
1.834448480839607765e+00,6.824893402086258387e-01,1.627741822757516610e-01,1.631891924668857352e-01
2.660822390102483670e+00,6.419794839856250990e-01,4.300524185037135627e-02,4.450998448375147881e-02
6.801832030288180730e-01,8.409332811951588660e-01,7.486228757107955545e-01,7.462176960582059815e-01
2.145566254384205340e+00,8.352066455552349389e-01,1.972623961630388667e-01,1.951017928106589527e-01
8.663859674029634750e-01,8.600513780336755953e-01,6.471811245741182494e-01,6.465576490825095668e-01
1.062676184972115356e+00,8.499050496506710406e-01,5.351273047279472284e-01,5.326938693763183519e-01
2.634631244083170731e+00,5.532964484481148748e-01,2.645924734722566313e-02,2.783843378280796005e-02
6.806789075747863293e-01,6.413937669765576999e-01,8.821349009661263452e-01,8.794687953895776733e-01
2.329177208004496791e+00,8.356625329293199123e-01,1.745928959179190720e-01,1.747296619553904973e-01
6.446328093914481805e-01,3.958855024591819149e-01,5.751983419869581837e-01,5.702821507439589377e-01
1.773858190051869732e+00,3.213417358606223684e-01,4.002142683330170425e-02,3.781186738649101181e-02
2.058769968752808932e+00,4.031681689839426430e-01,3.112806016006521709e-02,3.044998948752732429e-02
8.674963416556059626e-01,5.891949748880906945e-01,6.702622718837029092e-01,6.697441925099724136e-01
2.505273983864189091e+00,4.435006646032118027e-01,1.509041309933116005e-02,1.150712161259860936e-02
1.052526949952865998e+00,6.297323883808814138e-01,5.252058338317813213e-01,5.254231719899662423e-01
1.689206214493027769e+00,4.729508025399787874e-01,9.604123727475830097e-02,9.799096533216486438e-02
1.100703028232838054e+00,4.448362676879284439e-01,2.805450938239234526e-01,2.818415746343986839e-01
2.408964806026838712e+00,4.536887224447327949e-01,1.966400433588702534e-02,1.834683820701120752e-02
1.127853299492666217e+00,4.254826716013684340e-01,2.508645988930022774e-01,2.496900052166652062e-01
1.155456496316805026e+00,8.951142128832128009e-01,5.818017619906066251e-01,5.794291614272077950e-01
5.304419419850426864e-01,5.218740395971974699e-01,9.012361259705460315e-01,9.024957019597699137e-01
2.749593995441163230e+00,4.905117403116510122e-01,1.289430087174714239e-02,1.577761854725105023e-02
5.839924068922315303e-01,3.289853682412742231e-01,5.718737842603669463e-01,5.708218733093658459e-01
1.286466119116157047e+00,5.634260435383913190e-01,3.122240697655794817e-01,3.088284336316839407e-01
2.117517905516392851e+00,7.483749003878241712e-01,1.280482263799314624e-01,1.284482348651412587e-01
1.330214334536048426e+00,4.230287936368291035e-01,1.644384668399307969e-01,1.658540056881438740e-01
1.993015249728269156e+00,8.690762275961820826e-01,2.997630533653555807e-01,2.943188056659054030e-01
1.411412182788237324e+00,7.343164979565095507e-01,3.115382234738202083e-01,3.118149355530845934e-01
2.699877807730124424e+00,7.795967907075995740e-01,8.001887616890551724e-02,8.434765012826719865e-02
8.974480407307803276e-01,6.463295458107495284e-01,6.534232209795191038e-01,6.550645161983784659e-01
5.460260779567365219e-01,7.975641870231655606e-01,8.441890708789671072e-01,8.452899884808120490e-01
7.492500091615570401e-01,4.094747631350058592e-01,4.936534525452023203e-01,4.944576950998524345e-01
1.809980092562533116e+00,5.969852649554041601e-01,1.442856863236371689e-01,1.464094839662264946e-01
1.980671749049440100e+00,3.184261219338737070e-01,2.405852894415186349e-02,2.217619443653797220e-02
2.584757045936048492e+00,6.335557086974301644e-01,4.677117567278320925e-02,4.508050006790922243e-02
2.886619954746716399e+00,5.053718292613557095e-01,1.121061324561916685e-02,1.202575186340744048e-02
1.503261062187285058e+00,6.366104478397300870e-01,2.606551264258324396e-01,2.592844677368517092e-01
2.559237936145074332e+00,8.278160272486694282e-01,1.390778030482456296e-01,1.395952078886752157e-01
1.512924367123353209e+00,5.463893558468805312e-01,1.933603010073265960e-01,1.895351760400658114e-01
1.426642559867247417e+00,6.299877515866920685e-01,2.928781936156789056e-01,2.943941029431081935e-01
8.317357201480244377e-01,8.813684338711040844e-01,6.884815812233271437e-01,6.901755240477268627e-01
2.671633458782979087e+00,6.572623787248799143e-01,4.470732647973253704e-02,4.479468228392705087e-02
1.340268159538142267e+00,7.972443517339220520e-01,3.672215750417710534e-01,3.675504209240672560e-01
2.116727752782542105e+00,7.153426115133101337e-01,1.159652407942838304e-01,1.192065429656903180e-01
1.792913697252938698e+00,4.256913238996195004e-01,6.206316350856753983e-02,5.989697425280353371e-02
2.992093812328954439e+00,8.472882971367325933e-01,1.548548348890764759e-01,1.530285215765060380e-01
1.139084955560935697e+00,5.140957306596248833e-01,3.308309408789932293e-01,3.286433282911623288e-01
1.878746613998351300e+00,8.163142856833998096e-01,2.194847902555727426e-01,2.186353299130616434e-01
2.474080642803700325e+00,5.655058684446354622e-01,3.847706757889413076e-02,3.645476773687739147e-02
9.777024991198131065e-01,4.384892333638766293e-01,3.485349594476401247e-01,3.486090564020180027e-01
2.557934502874143146e+00,6.830296833507025767e-01,5.737258169786997597e-02,5.607110808587180417e-02
1.895424330805552726e+00,4.289619552405721237e-01,5.057324004976414267e-02,4.767494181045339730e-02
7.587976734651600275e-01,7.302557726090488366e-01,7.103339942177375743e-01,7.072336387453881379e-01
2.920141918545381632e+00,3.229632938958552635e-01,2.710942929542909698e-03,5.134257143305776677e-03
1.529628915401418876e+00,6.666316445459994355e-01,2.540782616502452740e-01,2.539405040143382086e-01
1.688515456922667468e+00,7.295711702991958258e-01,2.135177334879460598e-01,2.130630578392769259e-01
2.461155707900836376e+00,4.271303183476681253e-01,1.492364591450352426e-02,1.497678508530954876e-02
2.911593230542810495e+00,3.371896220736589345e-01,3.058036240648963951e-03,2.893312008960669760e-03
1.113846315640711460e+00,6.730455055099022754e-01,4.698592513357695566e-01,4.713714772069342862e-01
8.404137208058191089e-01,8.585862871382783368e-01,6.604672854197579657e-01,6.615918034761484323e-01
2.361827238252053540e+00,8.605176937165652795e-01,2.309678598699124730e-01,2.297884443772047203e-01
2.192593769733269138e+00,4.355575968154010158e-01,2.775379813952318087e-02,2.610674402509662040e-02
1.616301357996758448e+00,8.829644302369903386e-01,4.142243031784780816e-01,4.120508616013559000e-01
2.119017248224033700e+00,4.083155959256073997e-01,2.801678006890709338e-02,2.551451747648392915e-02
2.860374951598754212e+00,6.071371684656938772e-01,2.687328236730043146e-02,2.967757364744112031e-02
2.604777445974924444e+00,3.973604380442900541e-01,9.078915160961292807e-03,7.245836691632457326e-03
1.920549283331343560e+00,7.706124353854064690e-01,1.751028033598679701e-01,1.710647117727846778e-01
2.771566922134939048e+00,8.549690397802784947e-01,1.874044740130934028e-01,1.857175050893783430e-01
2.782278679554634149e+00,4.950558831868581144e-01,1.255001039260170495e-02,1.097328700397832459e-02
2.427889057357544900e+00,8.742563966877794357e-01,2.844242430264105059e-01,2.850839462547301029e-01
7.964023889246719667e-01,6.981074999662866265e-01,7.016300682220955043e-01,6.998581030505247602e-01
1.904272301710775217e+00,7.468766271740854279e-01,1.666310136096199879e-01,1.677005197436933215e-01
2.018167221516903531e+00,7.699587208561331497e-01,1.558081960671872102e-01,1.565852500163903149e-01
2.698336968171225259e+00,8.718627194346530995e-01,2.649971665376361640e-01,2.675308255737060548e-01
1.790574748580643805e+00,6.991405008197373316e-01,1.772714612815607382e-01,1.816054474397078011e-01
2.031474439456550485e+00,7.041193266450118671e-01,1.269991319163004395e-01,1.326969401665623050e-01
2.287909734244538029e+00,4.567382202654068912e-01,2.572749667497836734e-02,2.842916596074389693e-02
7.096782342046019654e-01,8.501886845331316778e-01,7.329399085996717300e-01,7.306205079571185257e-01
6.408573593084074815e-01,7.605681558173544854e-01,7.882643341662786129e-01,7.874559353802755846e-01
5.759945660637206810e-01,8.656539290794069696e-01,8.202566640930815112e-01,8.207519563791041417e-01
7.670886585703696747e-01,6.808319998484093638e-01,7.444255174166447553e-01,7.485617724246373950e-01
1.138710365671838254e+00,4.389056705908230827e-01,2.557497754357258013e-01,2.571030161009201787e-01
6.209669775538582126e-01,6.840662146334870464e-01,8.838924641968755047e-01,8.862992090060810568e-01
1.991115858245402936e+00,6.325403488571950117e-01,1.185553157156736259e-01,1.182074119524500200e-01
1.930722960707573321e+00,4.077584251858514253e-01,4.222724096496884710e-02,4.340780995759017935e-02
1.638228648526103726e+00,4.847822860774975151e-01,1.125309222242990292e-01,1.139673067362394904e-01
