t,V,m,n,dV_dt,dV_dt_noisy
2.662532506501300489e+01,2.544173235737044436e+01,3.648715121464999322e-01,6.101226735986832184e-01,-3.621063803652158075e-02,2.570451710472040352e-01
2.664532906581316496e+01,2.544100901994975317e+01,3.648949416600025253e-01,6.101679405893369879e-01,-3.610851510314139201e-02,-4.271401754673263551e-01
2.666533306661332503e+01,2.544028772264800864e+01,3.649183050528881367e-01,6.102130835716605972e-01,-3.600669053396143848e-02,-2.882163972777755379e-01
2.668533706741348510e+01,2.543956845951928969e+01,3.649416025162042776e-01,6.102581028873181879e-01,-3.590516342618277346e-02,-2.169341535012664357e-01
2.670534106821364517e+01,2.543885122463293769e+01,3.649648342403378209e-01,6.103029988770714009e-01,-3.580393287939342972e-02,-5.246972747745018983e-01
2.672534506901380524e+01,2.543813601207358133e+01,3.649880004150145574e-01,6.103477718807794883e-01,-3.570299799558485088e-02,-2.356555222021421703e-01
2.674534906981396531e+01,2.543742281594111532e+01,3.650111012292995283e-01,6.103924222373992015e-01,-3.560235787916354866e-02,2.140720372481128286e-01
2.676535307061412539e+01,2.543671163035071459e+01,3.650341368715970258e-01,6.104369502849847917e-01,-3.550201163696442563e-02,2.128038014135522349e-01
2.678535707141428546e+01,2.543600244943282362e+01,3.650571075296502599e-01,6.104813563606883431e-01,-3.540195837827231351e-02,-1.593026583303128185e-02
2.680536107221444553e+01,2.543529526733317425e+01,3.650800133905418576e-01,6.105256408007591062e-01,-3.530219721482696915e-02,3.088981961327678105e-01
2.682536507301460560e+01,2.543459007821275719e+01,3.651028546406934194e-01,6.105698039405441646e-01,-3.520272726083839565e-02,1.269531672840051167e-02
2.684536907381476567e+01,2.543388687624785049e+01,3.651256314658657964e-01,6.106138461144879903e-01,-3.510354763300171932e-02,-1.346659389562524511e-01
2.686537307461492574e+01,2.543318565563000178e+01,3.651483440511588685e-01,6.106577676561326662e-01,-3.500465745050540534e-02,1.332149642605781614e-02
2.688537707541508581e+01,2.543248641056603887e+01,3.651709925810118218e-01,6.107015688981178858e-01,-3.490605583507233600e-02,-6.233537790785270705e-02
2.690538107621524588e+01,2.543178913527806273e+01,3.651935772392028712e-01,6.107452501721808424e-01,-3.480774191092250724e-02,1.123789501890771481e-01
2.692538507701540595e+01,2.543109382400344387e+01,3.652160982088494823e-01,6.107888118091563401e-01,-3.470971480482432092e-02,-3.353198427555044159e-01
2.694538907781556603e+01,2.543040047099483658e+01,3.652385556724082605e-01,6.108322541389764604e-01,-3.461197364611190430e-02,1.652710150201339434e-01
2.696539307861572610e+01,2.542970907052016827e+01,3.652609498116747844e-01,6.108755774906713398e-01,-3.451451756666901183e-02,-1.264198638043729506e-01
2.698539707941588617e+01,2.542901961686263590e+01,3.652832808077841054e-01,6.109187821923682815e-01,-3.441734570095977830e-02,1.366472576010917817e-01
2.700540108021604269e+01,2.542833210432072022e+01,3.653055488412101370e-01,6.109618685712920882e-01,-3.432045718604415097e-02,-3.425284975553213318e-01
2.702540508101620276e+01,2.542764652720816798e+01,3.653277540917661548e-01,6.110048369537655066e-01,-3.422385116158621621e-02,-1.180755822520438703e-01
2.704540908181636283e+01,2.542696287985400971e+01,3.653498967386044072e-01,6.110476876652085609e-01,-3.412752676986641198e-02,-1.851488269982327212e-02
2.706541308261652290e+01,2.542628115660254906e+01,3.653719769602164491e-01,6.110904210301387751e-01,-3.403148315579473948e-02,1.462590426344381189e-01
2.708541708341668297e+01,2.542560135181336278e+01,3.653939949344328642e-01,6.111330373721712839e-01,-3.393571946692208741e-02,-2.774419333012936861e-01
2.710542108421684304e+01,2.542492345986129720e+01,3.654159508384234867e-01,6.111755370140190546e-01,-3.384023485345810656e-02,2.996486163282932047e-01
2.712542508501700311e+01,2.542424747513648953e+01,3.654378448486972908e-01,6.112179202774921105e-01,-3.374502846828630886e-02,6.278766653241674156e-02
2.714542908581716318e+01,2.542357339204433941e+01,3.654596771411022793e-01,6.112601874834983073e-01,-3.365009946696206899e-02,-1.388051831475834996e-01
2.716543308661732326e+01,2.542290120500552675e+01,3.654814478908258168e-01,6.113023389520432227e-01,-3.355544700774226730e-02,2.099049598298738384e-01
2.718543708741748333e+01,2.542223090845600098e+01,3.655031572723942412e-01,6.113443750022297118e-01,-3.346107025157585291e-02,-1.291886564704989443e-02
2.720544108821764340e+01,2.542156249684699532e+01,3.655248054596731411e-01,6.113862959522581297e-01,-3.336696836215369277e-02,1.982924277800922341e-01
2.722544508901780347e+01,2.542089596464501611e+01,3.655463926258672447e-01,6.114281021194266641e-01,-3.327314050587748540e-02,4.313564212434768952e-01
2.724544908981796354e+01,2.542023130633183570e+01,3.655679189435203646e-01,6.114697938201307803e-01,-3.317958585190239340e-02,1.205260896798136527e-01
2.726545309061812361e+01,2.541956851640451731e+01,3.655893845845155088e-01,6.115113713698637765e-01,-3.308630357214104034e-02,-1.384221962861479915e-01
2.728545709141828368e+01,2.541890758937538664e+01,3.656107897200749357e-01,6.115528350832163396e-01,-3.299329284126140127e-02,-1.181347799194910897e-01
2.730546109221844375e+01,2.541824851977193589e+01,3.656321345207755869e-01,6.115941852738833173e-01,-3.290055283657333796e-02,8.361031643911992495e-02
2.732546509301860382e+01,2.541759130211375961e+01,3.656534191642339948e-01,6.116354222571682708e-01,-3.280808267411239321e-02,2.477300074463916618e-02
2.734546909381876389e+01,2.541693593102570148e+01,3.656746438302799773e-01,6.116765463458617713e-01,-3.271588148002813057e-02,-1.993218741906261915e-01
2.736547309461892397e+01,2.541628240120234139e+01,3.656958086936510366e-01,6.117175578493818655e-01,-3.262394843372273812e-02,-1.662458515589185504e-01
2.738547709541908404e+01,2.541563070735133678e+01,3.657169139285160187e-01,6.117584570763719976e-01,-3.253228271676744665e-02,1.006241231396712010e-01
2.740548109621924411e+01,2.541498084419342263e+01,3.657379597084753353e-01,6.117992443347001208e-01,-3.244088351287710559e-02,4.368987906593826964e-01
2.742548509701940418e+01,2.541433280646242565e+01,3.657589462065609642e-01,6.118399199314591419e-01,-3.234975000795148325e-02,-5.584232262695393301e-01
2.744548909781956425e+01,2.541368658890524301e+01,3.657798735952361713e-01,6.118804841729671429e-01,-3.225888139008470379e-02,1.125243461744596662e-01
2.746549309861972432e+01,2.541304218628186717e+01,3.658007420463958437e-01,6.119209373647666039e-01,-3.216827684955769762e-02,-7.437771345389260214e-02
2.748549709941988439e+01,2.541239959336536103e+01,3.658215517313663789e-01,6.119612798116252916e-01,-3.207793557886307045e-02,1.237950071691742704e-01
2.750550110022004446e+01,2.541175880494187211e+01,3.658423028209056849e-01,6.120015118175355928e-01,-3.198785677271176464e-02,1.415564188403429791e-01
2.752550510102020453e+01,2.541111981581063617e+01,3.658629954852030131e-01,6.120416336857150696e-01,-3.189803962806192494e-02,-2.133042262035232672e-02
2.754550910182036461e+01,2.541048262078396647e+01,3.658836298938792364e-01,6.120816457186060155e-01,-3.180848334409469569e-02,-2.350031927485337346e-01
2.756551310262052468e+01,2.540984721468725382e+01,3.659042062159866271e-01,6.121215482178753442e-01,-3.171918712224619519e-02,-3.111295658228450667e-01
2.758551710342068475e+01,2.540921359235898080e+01,3.659247246200090786e-01,6.121613414844153667e-01,-3.163015016622616749e-02,-4.064658878848591006e-01
2.760552110422084482e+01,2.540858174865070040e+01,3.659451852738618838e-01,6.122010258183427922e-01,-3.154137168200588093e-02,2.129277483649773817e-01
2.762552510502100489e+01,2.540795167842705737e+01,3.659655883448917346e-01,6.122406015189997275e-01,-3.145285087785121281e-02,-7.339332402925022314e-02
2.764552910582116496e+01,2.540732337656577400e+01,3.659859339998770555e-01,6.122800688849525663e-01,-3.136458696431598803e-02,-1.394195804360271462e-01
2.766553310662132503e+01,2.540669683795765721e+01,3.660062224050275037e-01,6.123194282139932110e-01,-3.127657915427184410e-02,-8.682046131955056811e-02
2.768553710742148510e+01,2.540607205750659148e+01,3.660264537259844131e-01,6.123586798031378509e-01,-3.118882666289246597e-02,-2.990823703422069157e-01
2.770554110822164517e+01,2.540544903012954947e+01,3.660466281278204614e-01,6.123978239486280728e-01,-3.110132870768578250e-02,2.982158719652618084e-02
2.772554510902180525e+01,2.540482775075657429e+01,3.660667457750400033e-01,6.124368609459299728e-01,-3.101408450849307830e-02,2.327262147002660542e-01
2.774554910982196532e+01,2.540420821433080789e+01,3.660868068315786816e-01,6.124757910897347113e-01,-3.092709328751030995e-02,1.967650328666822601e-01
2.776555311062212539e+01,2.540359041580846267e+01,3.661068114608037050e-01,6.125146146739584019e-01,-3.084035426928755097e-02,-3.440001685148315613e-01
2.778555711142228546e+01,2.540297435015883210e+01,3.661267598255138478e-01,6.125533319917418895e-01,-3.075386668073554208e-02,2.419485100810548350e-01
2.780556111222244553e+01,2.540236001236429786e+01,3.661466520879392839e-01,6.125919433354509724e-01,-3.066762975115899792e-02,-1.835150086964261185e-01
2.782556511302260560e+01,2.540174739742031917e+01,3.661664884097417527e-01,6.126304489966762912e-01,-3.058164271223373643e-02,-4.131720957607867839e-01
2.784556911382276567e+01,2.540113650033543991e+01,3.661862689520143377e-01,6.126688492662334395e-01,-3.049590479804442644e-02,-2.763903518801673620e-01
2.786557311462292574e+01,2.540052731613128500e+01,3.662059938752817989e-01,6.127071444341629647e-01,-3.041041524509235927e-02,-2.237132374941031565e-01
2.788557711542308581e+01,2.539991983984256052e+01,3.662256633395002403e-01,6.127453347897300340e-01,-3.032517329227657488e-02,-3.171474136028437640e-02
2.790558111622324589e+01,2.539931406651705714e+01,3.662452775040573316e-01,6.127834206214248791e-01,-3.024017818093971410e-02,-2.366352727781890763e-01
2.792558511702340596e+01,2.539870999121564310e+01,3.662648365277722529e-01,6.128214022169626851e-01,-3.015542915486124631e-02,-3.322045213108469897e-01
2.794558911782356603e+01,2.539810760901227127e+01,3.662843405688955833e-01,6.128592798632834793e-01,-3.007092546026923774e-02,-8.296973248652966815e-02
2.796559311862372610e+01,2.539750691499397917e+01,3.663037897851094682e-01,6.128970538465520201e-01,-2.998666634584612467e-02,3.547941222128683236e-01
2.798559711942388617e+01,2.539690790426088185e+01,3.663231843335275073e-01,6.129347244521581306e-01,-2.990265106274558882e-02,-1.703728275404657599e-01
2.800560112022404624e+01,2.539631057192617547e+01,3.663425243706948109e-01,6.129722919647164758e-01,-2.981887886459122505e-02,6.303182422535785756e-02
2.802560512102420631e+01,2.539571491311614437e+01,3.663618100525879995e-01,6.130097566680665633e-01,-2.973534900750818277e-02,-1.374598276161500057e-02
2.804560912182436638e+01,2.539512092297014689e+01,3.663810415346150928e-01,6.130471188452727427e-01,-2.965206075011028730e-02,5.019614820888045337e-01
2.806561312262452645e+01,2.539452859664063311e+01,3.664002189716156765e-01,6.130843787786244281e-01,-2.956901335352313254e-02,-4.092206452854189047e-01
2.808561712342468653e+01,2.539393792929312355e+01,3.664193425178608465e-01,6.131215367496357649e-01,-2.948620608137397792e-02,1.895901233616218151e-01
2.810562112422484660e+01,2.539334891610623046e+01,3.664384123270531535e-01,6.131585930390458516e-01,-2.940363819984015414e-02,-2.856806373598628768e-01
2.812562512502500667e+01,2.539276155227164367e+01,3.664574285523266028e-01,6.131955479268185183e-01,-2.932130897760720778e-02,-1.478043597816343091e-01
2.814562912582516674e+01,2.539217583299413761e+01,3.664763913462467659e-01,6.132324016921428811e-01,-2.923921768593618076e-02,-4.857554836461860232e-02
2.816563312662532681e+01,2.539159175349156072e+01,3.664953008608106133e-01,6.132691546134323435e-01,-2.915736359860576776e-02,6.080598767610023714e-01
2.818563712742548688e+01,2.539100930899485320e+01,3.665141572474466813e-01,6.133058069683257063e-01,-2.907574599199092003e-02,-1.816768080486561299e-01
2.820564112822564695e+01,2.539042849474803631e+01,3.665329606570150167e-01,6.133423590336865017e-01,-2.899436414502254422e-02,-4.067711867946899873e-01
2.822564512902580702e+01,2.538984930600820533e+01,3.665517112398070099e-01,6.133788110856031039e-01,-2.891321733921436987e-02,2.305595027290308630e-01
2.824564912982596709e+01,2.538927173804554371e+01,3.665704091455457281e-01,6.134151633993887298e-01,-2.883230485867593895e-02,-1.966795265246965574e-01
2.826565313062612717e+01,2.538869578614331957e+01,3.665890545233855824e-01,6.134514162495814382e-01,-2.875162599011227282e-02,-7.734169672825069730e-02
2.828565713142628724e+01,2.538812144559787498e+01,3.666076475219126052e-01,6.134875699099444635e-01,-2.867118002284407829e-02,-3.347954461169538182e-02
2.830566113222644731e+01,2.538754871171863670e+01,3.666261882891441726e-01,6.135236246534656601e-01,-2.859096624880064219e-02,-9.193209132622153640e-03
2.832566513302660738e+01,2.538697757982811964e+01,3.666446769725292820e-01,6.135595807523578360e-01,-2.851098396254803102e-02,-6.253870963392635374e-02
2.834566913382676745e+01,2.538640804526191630e+01,3.666631137189483303e-01,6.135954384780586413e-01,-2.843123246128542725e-02,2.512005473352532658e-02
2.836567313462692752e+01,2.538584010336869312e+01,3.666814986747132243e-01,6.136311981012307903e-01,-2.835171104485301186e-02,4.912020940229570864e-02
2.838567713542708759e+01,2.538527374951021542e+01,3.666998319855674371e-01,6.136668598917617290e-01,-2.827241901575749949e-02,1.425121446278304060e-01
2.840568113622724766e+01,2.538470897904328183e+01,3.667181138004811380e-01,6.137024241201752828e-01,-2.819335564548031137e-02,-1.136399828254127109e-01
2.842568513702740773e+01,2.538414578737172178e+01,3.667363442755418035e-01,6.137378910572669488e-01,-2.811452016255677755e-02,-1.778605488335374962e-01
2.844568913782756781e+01,2.538358417000331713e+01,3.667545235603375531e-01,6.137732609692619912e-01,-2.803591187121856620e-02,-2.407459676046293517e-01
2.846569313862772788e+01,2.538302412245946371e+01,3.667726518036670269e-01,6.138085341215785418e-01,-2.795753008070689383e-02,9.058424995313288375e-02
2.848569713942788795e+01,2.538246564027245356e+01,3.667907291538461401e-01,6.138437107789738167e-01,-2.787937410218432888e-02,-3.713900314140736875e-02
2.850570114022804802e+01,2.538190871898549617e+01,3.668087557587082492e-01,6.138787912055445606e-01,-2.780144324872291239e-02,8.283947103684369262e-02
2.852570514102820809e+01,2.538135335415271143e+01,3.668267317656037085e-01,6.139137756647264910e-01,-2.772373683533668753e-02,7.991551152783758771e-02
2.854570914182836816e+01,2.538079954133911897e+01,3.668446573214004802e-01,6.139486644192945208e-01,-2.764625417897259574e-02,3.095291324919484666e-01
2.856571314262852823e+01,2.538024727612064524e+01,3.668625325724835240e-01,6.139834577313628694e-01,-2.756899459851391843e-02,1.393202451489328197e-02
2.858571714342868830e+01,2.537969655408413061e+01,3.668803576647552966e-01,6.140181558623850622e-01,-2.749195741480980892e-02,1.229823059232027782e-01
2.860572114422884837e+01,2.537914737082731875e+01,3.668981327436353634e-01,6.140527590731534868e-01,-2.741514195064931325e-02,-2.679331072096120536e-01
2.862572514502900844e+01,2.537859972195886016e+01,3.669158579540607312e-01,6.140872676238001704e-01,-2.733854753081332856e-02,-2.433988827688040035e-01
2.864572914582916852e+01,2.537805360309831926e+01,3.669335334404856264e-01,6.141216817737960021e-01,-2.726217348204651447e-02,-8.960972264291866551e-02
2.866573314662932859e+01,2.537750900987616021e+01,3.669511593468815502e-01,6.141560017819511774e-01,-2.718601913307239215e-02,-2.705295542959618160e-01
2.868573714742948866e+01,2.537696593793375754e+01,3.669687358167372238e-01,6.141902279064153092e-01,-2.711008381461876837e-02,1.108085597436107572e-01
2.870574114822964873e+01,2.537642438292339264e+01,3.669862629930588094e-01,6.142243604046769834e-01,-2.703436685939930584e-02,-2.936449245142634390e-01
2.872574514902980880e+01,2.537588434050825725e+01,3.670037410183696336e-01,6.142583995335639813e-01,-2.695886760215393529e-02,-1.328226385501125179e-02
2.874574914982996887e+01,2.537534580636244641e+01,3.670211700347102979e-01,6.142923455492433904e-01,-2.688358537961810235e-02,-5.185027096795382651e-01
2.876575315063012894e+01,2.537480877617096553e+01,3.670385501836387898e-01,6.143261987072214936e-01,-2.680851953055785053e-02,-2.477644642116269280e-01
2.878575715143028901e+01,2.537427324562972686e+01,3.670558816062302609e-01,6.143599592623437688e-01,-2.673366939576615753e-02,-9.454073664955557621e-02
2.880576115223044908e+01,2.537373921044554947e+01,3.670731644430772489e-01,6.143936274687950005e-01,-2.665903431808391844e-02,-7.846697169112887282e-02
2.882576515303060916e+01,2.537320666633616284e+01,3.670903988342895108e-01,6.144272035800989462e-01,-2.658461364238218216e-02,-3.849137623156373422e-01
2.884576915383076923e+01,2.537267560903019614e+01,3.671075849194941343e-01,6.144606878491187807e-01,-2.651040671559601325e-02,-4.776590897103145938e-03
2.886577315463092575e+01,2.537214603426719961e+01,3.671247228378354266e-01,6.144940805280567631e-01,-2.643641288671827461e-02,1.685363928539384826e-01
2.888577715543108582e+01,2.537161793779761609e+01,3.671418127279750254e-01,6.145273818684545697e-01,-2.636263150679984957e-02,1.032854495407206918e-01
2.890578115623124589e+01,2.537109131538280238e+01,3.671588547280918435e-01,6.145605921211927392e-01,-2.628906192897983995e-02,-1.580056748165615255e-01
2.892578515703140596e+01,2.537056616279502563e+01,3.671758489758821242e-01,6.145937115364912273e-01,-2.621570350847934883e-02,-1.436750711421870830e-01
2.894578915783156603e+01,2.537004247581745986e+01,3.671927956085592748e-01,6.146267403639092963e-01,-2.614255560259182154e-02,-2.634026119424802692e-01
2.896579315863172610e+01,2.536952025024418234e+01,3.672096947628541441e-01,6.146596788523452926e-01,-2.606961757073356090e-02,9.988798135165813386e-02
2.898579715943188617e+01,2.536899948188017717e+01,3.672265465750146896e-01,6.146925272500366466e-01,-2.599688877440331503e-02,2.623348787759876566e-01
2.900580116023204624e+01,2.536848016654134241e+01,3.672433511808063655e-01,6.147252858045602064e-01,-2.592436857721946986e-02,-1.311154636773246285e-01
2.902580516103220631e+01,2.536796230005447939e+01,3.672601087155116240e-01,6.147579547628320151e-01,-2.585205634492082627e-02,-3.654156697344769222e-01
2.904580916183236639e+01,2.536744587825729624e+01,3.672768193139305248e-01,6.147905343711070891e-01,-2.577995144537281735e-02,1.422089707560687116e-02
2.906581316263252646e+01,2.536693089699841508e+01,3.672934831103801812e-01,6.148230248749800841e-01,-2.570805324856595409e-02,1.158458315727403931e-01
2.908581716343268653e+01,2.536641735213735416e+01,3.673101002386950364e-01,6.148554265193842960e-01,-2.563636112664080535e-02,-5.700611310716593438e-01
2.910582116423284660e+01,2.536590523954454568e+01,3.673266708322268648e-01,6.148877395485927710e-01,-2.556487445387767288e-02,2.106333472558088310e-03
2.912582516503300667e+01,2.536539455510133223e+01,3.673431950238447707e-01,6.149199642062174176e-01,-2.549359260671324456e-02,4.073838033294549521e-01
2.914582916583316674e+01,2.536488529469995967e+01,3.673596729459349675e-01,6.149521007352094504e-01,-2.542251496374769992e-02,1.387070069221900404e-01
2.916583316663332681e+01,2.536437745424358070e+01,3.673761047304011651e-01,6.149841493778593904e-01,-2.535164090574326679e-02,8.474011927874791628e-02
2.918583716743348688e+01,2.536387102964626195e+01,3.673924905086641823e-01,6.150161103757968428e-01,-2.528096981564476042e-02,5.514328564936847588e-02
2.920584116823364695e+01,2.536336601683296621e+01,3.674088304116621684e-01,6.150479839699906082e-01,-2.521050107857480960e-02,1.871692631803572038e-01
2.922584516903380703e+01,2.536286241173957379e+01,3.674251245698506585e-01,6.150797704007487932e-01,-2.514023408183752029e-02,-2.133736848432267186e-01
2.924584916983396710e+01,2.536236021031287180e+01,3.674413731132023520e-01,6.151114699077185888e-01,-2.507016821495045011e-02,-1.941377287023490772e-01
2.926585317063412717e+01,2.536185940851054710e+01,3.674575761712072786e-01,6.151430827298866033e-01,-2.500030286961885118e-02,5.651355890920843617e-02
2.928585717143428724e+01,2.536136000230120402e+01,3.674737338728727432e-01,6.151746091055784182e-01,-2.493063743976053903e-02,-1.619965063378344394e-01
2.930586117223444731e+01,2.536086198766434308e+01,3.674898463467233256e-01,6.152060492724590324e-01,-2.486117132150744702e-02,2.687931272145140105e-02
2.932586517303460738e+01,2.536036536059038582e+01,3.675059137208009918e-01,6.152374034675324177e-01,-2.479190391322505516e-02,-4.073044006393036209e-01
2.934586917383476745e+01,2.535987011708064642e+01,3.675219361226647607e-01,6.152686719271419635e-01,-2.472283461548607786e-02,1.268680981274405706e-01
2.936587317463492752e+01,2.535937625314736010e+01,3.675379136793912038e-01,6.152998548869701434e-01,-2.465396283112253339e-02,1.447403196088444255e-01
2.938587717543508759e+01,2.535888376481366535e+01,3.675538465175739455e-01,6.153309525820386261e-01,-2.458528796520076387e-02,-1.584970754574911711e-02
2.940588117623524766e+01,2.535839264811359683e+01,3.675697347633241074e-01,6.153619652467084977e-01,-2.451680942502054705e-02,8.367778804598401121e-03
2.942588517703540774e+01,2.535790289909211737e+01,3.675855785422699196e-01,6.153928931146798176e-01,-2.444852662016661071e-02,2.996816905204819914e-01
2.944588917783556781e+01,2.535741451380507883e+01,3.676013779795569425e-01,6.154237364189918402e-01,-2.438043896246000486e-02,-2.409993645388608940e-01
2.946589317863572788e+01,2.535692748831925059e+01,3.676171331998480674e-01,6.154544953920232375e-01,-2.431254586600195555e-02,-2.069438771230463492e-01
2.948589717943588795e+01,2.535644181871230529e+01,3.676328443273234603e-01,6.154851702654917656e-01,-2.424484674716875787e-02,-2.430061055302593642e-01
2.950590118023604802e+01,2.535595750107282953e+01,3.676485114856805625e-01,6.155157612704543757e-01,-2.417734102461666090e-02,-1.091233752757259229e-01
2.952590518103620809e+01,2.535547453150030606e+01,3.676641347981340902e-01,6.155462686373073256e-01,-2.411002811928764089e-02,-2.263400123209618475e-01
2.954590918183636816e+01,2.535499290609456935e+01,3.676797143894253717e-01,6.155766925966028591e-01,-2.404290743686288145e-02,-1.663321199907498438e-02
2.956591318263652823e+01,2.535451262096975711e+01,3.676952503927103932e-01,6.156070333805148120e-01,-2.397597832310116583e-02,-1.541233395229183178e-01
2.958591718343668830e+01,2.535403367234679806e+01,3.677107429351624823e-01,6.156372912165560818e-01,-2.390924019505935583e-02,-3.137390641261341151e-01
2.960592118423684838e+01,2.535355605646444133e+01,3.677261921425725166e-01,6.156674663311834106e-01,-2.384269248104953220e-02,-3.338782397159967275e-01
2.962592518503700845e+01,2.535307976957039244e+01,3.677415981403281964e-01,6.156975589502949875e-01,-2.377633461096628764e-02,2.185550867653204277e-01
2.964592918583716852e+01,2.535260480792131688e+01,3.677569610534142663e-01,6.157275692992300042e-01,-2.371016601627862208e-02,-3.748592960698746146e-02
2.966593318663732859e+01,2.535213116778285425e+01,3.677722810064121828e-01,6.157574976027690994e-01,-2.364418613006069592e-02,-6.911175099697353108e-02
2.968593718743748866e+01,2.535165884542958636e+01,3.677875581235002800e-01,6.157873440851343583e-01,-2.357839438695530365e-02,-1.826447730635293032e-02
2.970594118823764873e+01,2.535118783714506563e+01,3.678027925284539923e-01,6.158171089699887579e-01,-2.351279022321883794e-02,-3.998521339204824665e-02
2.972594518903780880e+01,2.535071813922180795e+01,3.678179843446454100e-01,6.158467924804367222e-01,-2.344737307671640458e-02,1.277752140397565850e-01
2.974594918983796887e+01,2.535024974796128561e+01,3.678331336950435015e-01,6.158763948390242327e-01,-2.338214238691038727e-02,8.906966325213652724e-02
2.976595319063812894e+01,2.534978265967393085e+01,3.678482407022142797e-01,6.159059162677380517e-01,-2.331709759488409528e-02,-1.412586468656582550e-01
2.978595719143828902e+01,2.534931687067913586e+01,3.678633054883205800e-01,6.159353569880064994e-01,-2.325223814333876593e-02,-1.879576495859949237e-01
2.980596119223844909e+01,2.534885237730525986e+01,3.678783281751219492e-01,6.159647172206992316e-01,-2.318756347662187522e-02,-2.405317211888410300e-01
2.982596519303860916e+01,2.534838917588961493e+01,3.678933088839750898e-01,6.159939971861270180e-01,-2.312307304068161873e-02,-2.733493322829982364e-01
2.984596919383876923e+01,2.534792726277848018e+01,3.679082477358333603e-01,6.160231971040420751e-01,-2.305876628313452414e-02,2.573703617309342495e-01
2.986597319463892930e+01,2.534746663432709113e+01,3.679231448512471081e-01,6.160523171936376219e-01,-2.299464265321593537e-02,-2.063024895860994801e-01
2.988597719543908937e+01,2.534700728689965032e+01,3.679380003503635033e-01,6.160813576735485464e-01,-2.293070160183563466e-02,-4.267398603101650312e-01
2.990598119623924944e+01,2.534654921686930962e+01,3.679528143529267048e-01,6.161103187618505173e-01,-2.286694258152888182e-02,-1.915638349530350004e-01
2.992598519703940951e+01,2.534609242061819501e+01,3.679675869782775832e-01,6.161392006760609830e-01,-2.280336504652014096e-02,-1.804757039088582260e-01
2.994598919783956958e+01,2.534563689453738533e+01,3.679823183453541091e-01,6.161680036331382837e-01,-2.273996845268000389e-02,4.323035437927995328e-02
2.996599319863972966e+01,2.534518263502691937e+01,3.679970085726908535e-01,6.161967278494823175e-01,-2.267675225755816371e-02,-1.998732694146340694e-01
2.998599719943988973e+01,2.534472963849579941e+01,3.680116577784194876e-01,6.162253735409340960e-01,-2.261371592037630940e-02,8.433689748695785693e-02
3.000600120024004980e+01,2.534427790136198766e+01,3.680262660802685604e-01,6.162539409227759668e-01,-2.255085890204056032e-02,5.515453601827040309e-02
3.002600520104020987e+01,2.534382742005241340e+01,3.680408335955633325e-01,6.162824302097315021e-01,-2.248818066514535197e-02,2.308777229418458865e-01
3.004600920184036994e+01,2.534337819100295519e+01,3.680553604412260538e-01,6.163108416159656100e-01,-2.242568067397654463e-02,4.109729351407283571e-01
3.006601320264053001e+01,2.534293021065845863e+01,3.680698467337759072e-01,6.163391753550843122e-01,-2.236335839451264462e-02,5.474174666316728999e-01
3.008601720344069008e+01,2.534248347547272928e+01,3.680842925893288986e-01,6.163674316401352993e-01,-2.230121329443990330e-02,2.478657152821131526e-01
3.010602120424085015e+01,2.534203798190853618e+01,3.680986981235978561e-01,6.163956106836070425e-01,-2.223924484314920846e-02,-2.541793090984746373e-01
3.012602520504101022e+01,2.534159372643760477e+01,3.681130634518925970e-01,6.164237126974296821e-01,-2.217745251175828880e-02,-1.030173311120647361e-01
3.014602920584117030e+01,2.534115070554062399e+01,3.681273886891197611e-01,6.164517378929744718e-01,-2.211583577308162685e-02,2.741339282917923392e-02
3.016603320664133037e+01,2.534070891570723916e+01,3.681416739497828106e-01,6.164796864810538901e-01,-2.205439410167042702e-02,3.915711066975922083e-01
3.018603720744149044e+01,2.534026835343606265e+01,3.681559193479821968e-01,6.165075586719217515e-01,-2.199312697380462200e-02,1.133309395456307822e-01
3.020604120824165051e+01,2.533982901523466680e+01,3.681701249974151935e-01,6.165353546752732061e-01,-2.193203386749797978e-02,2.187424470530595910e-01
3.022604520904181058e+01,2.533939089761957675e+01,3.681842910113760081e-01,6.165630747002446288e-01,-2.187111426249155333e-02,-5.666149058485180773e-02
3.024604920984197065e+01,2.533895399711629182e+01,3.681984175027556150e-01,6.165907189554136192e-01,-2.181036764028543296e-02,9.624653162184791666e-02
3.026605321064213072e+01,2.533851831025925705e+01,3.682125045840419775e-01,6.166182876487991127e-01,-2.174979348412531266e-02,1.218886577099208279e-01
3.028605721144229079e+01,2.533808383359189165e+01,3.682265523673198815e-01,6.166457809878613805e-01,-2.168939127900570973e-02,-1.129510903716239162e-01
3.030606121224245086e+01,2.533765056366656410e+01,3.682405609642710465e-01,6.166731991795018075e-01,-2.162916051167973475e-02,1.338364322191898381e-01
3.032606521304261094e+01,2.533721849704461349e+01,3.682545304861739588e-01,6.167005424300632255e-01,-2.156910067067485670e-02,1.925930180745777376e-01
3.034606921384277101e+01,2.533678763029633529e+01,3.682684610439042050e-01,6.167278109453295798e-01,-2.150921124627314107e-02,-5.318235819743632325e-02
3.036607321464293108e+01,2.533635796000098495e+01,3.682823527479339720e-01,6.167550049305262627e-01,-2.144949173054333524e-02,1.821798150932213978e-01
3.038607721544309115e+01,2.533592948274677781e+01,3.682962057083325469e-01,6.167821245903198912e-01,-2.138994161732710175e-02,3.082010004466953501e-01
