t,N1,N2,P1,dN1_dt,dN1_dt_noisy
1.134226845369073722e+01,3.063916122240881634e+01,8.337639913413794091e+01,9.794032739644592311e+00,-1.105579937951826963e+00,-1.080558901392701721e+00
1.135427085417083326e+01,3.062587925440000802e+01,8.338162194371813030e+01,9.801341645812273740e+00,-1.107637074297227464e+00,-1.072470712415610095e+00
1.136627325465092930e+01,3.061257263073062163e+01,8.338685077044027594e+01,9.808652457522251567e+00,-1.109688371478780411e+00,-1.063521649723452978e+00
1.137827565513102535e+01,3.059924142149700899e+01,8.339208564065387463e+01,9.815965162300459568e+00,-1.111733833928424175e+00,-1.068035971185426813e+00
1.139027805561112139e+01,3.058588569674358126e+01,8.339732658046970926e+01,9.823279747649742433e+00,-1.113773466059774897e+00,-1.116645968502228969e+00
1.140228045609121743e+01,3.057250552646277697e+01,8.340257361575980610e+01,9.830596201049853988e+00,-1.115807272268109607e+00,-1.221018802692837024e+00
1.141428285657131347e+01,3.055910098059509039e+01,8.340782677215744911e+01,9.837914509957464304e+00,-1.117835256930356458e+00,-1.156896835551513680e+00
1.142628525705140952e+01,3.054567212902905027e+01,8.341308607505715145e+01,9.845234661806154364e+00,-1.119857424405088508e+00,-1.103127617485992085e+00
1.143828765753150556e+01,3.053221904160123401e+01,8.341835154961469811e+01,9.852556644006417841e+00,-1.121873779032514840e+00,-1.146417420101237594e+00
1.145029005801160160e+01,3.051874178809625704e+01,8.342362322074713177e+01,9.859880443945657547e+00,-1.123884325134461015e+00,-1.090665214719014120e+00
1.146229245849169764e+01,3.050524043824678344e+01,8.342890111313273849e+01,9.867206048988194311e+00,-1.125889067014383293e+00,-1.087048161765212129e+00
1.147429485897179369e+01,3.049171506173351176e+01,8.343418525121103357e+01,9.874533446475258103e+00,-1.127888008957341093e+00,-1.126520228390883283e+00
1.148629725945188973e+01,3.047816572818519276e+01,8.343947565918283260e+01,9.881862623724989803e+00,-1.129881155230004985e+00,-1.036921800111599179e+00
1.149829965993198577e+01,3.046459250717861167e+01,8.344477236101015194e+01,9.889193568032446535e+00,-1.131868510080646928e+00,-1.181645157158220716e+00
1.151030206041208181e+01,3.045099546823860592e+01,8.345007538041629402e+01,9.896526266669592786e+00,-1.133850077739131379e+00,-1.088297161109440081e+00
1.152230446089217786e+01,3.043737468083804742e+01,8.345538474088580472e+01,9.903860706885311060e+00,-1.135825862416923293e+00,-1.160455162589586475e+00
1.153430686137227390e+01,3.042373021439785319e+01,8.346070046566447331e+01,9.911196875905391224e+00,-1.137795868307081903e+00,-1.177819184012637743e+00
1.154630926185236994e+01,3.041006213828698890e+01,8.346602257775934675e+01,9.918534760932537608e+00,-1.139760099584255393e+00,-1.111319336088004706e+00
1.155831166233246599e+01,3.039637052182245824e+01,8.347135109993872959e+01,9.925874349146369013e+00,-1.141718560404679117e+00,-1.173499248872277523e+00
1.157031406281256203e+01,3.038265543433888993e+01,8.347668605524107477e+01,9.933215627708912976e+00,-1.143671254972499440e+00,-1.101706805886693674e+00
1.158231646329265807e+01,3.036891694516992146e+01,8.348202746714378009e+01,9.940558583771336387e+00,-1.145618187556475043e+00,-1.204932871917386183e+00
1.159431886377275411e+01,3.035515512335603461e+01,8.348737535741429383e+01,9.947903204450481596e+00,-1.147559362210136769e+00,-1.146780165507341964e+00
1.160632126425285016e+01,3.034137003788287146e+01,8.349272974754696008e+01,9.955249476839458822e+00,-1.149494782964349149e+00,-1.192641279079524663e+00
1.161832366473294620e+01,3.032756175769377194e+01,8.349809065884623749e+01,9.962597388008425980e+00,-1.151424453838314932e+00,-1.164148356819125762e+00
1.163032606521304224e+01,3.031373035168977381e+01,8.350345811242677030e+01,9.969946925004579796e+00,-1.153348378839563537e+00,-1.172918945922063694e+00
1.164232846569313828e+01,3.029987588872960558e+01,8.350883212921337417e+01,9.977298074852159360e+00,-1.155266561963941285e+00,-1.212665031019108719e+00
1.165433086617323433e+01,3.028599843762969357e+01,8.351421272994102196e+01,9.984650824552446124e+00,-1.157179007195632714e+00,-1.125365023880542825e+00
1.166633326665333037e+01,3.027209806716416196e+01,8.351959993515485792e+01,9.992005161083762133e+00,-1.159085718507138374e+00,-1.222297895567178605e+00
1.167833566713342641e+01,3.025817484606482566e+01,8.352499376521019769e+01,9.999361071401475343e+00,-1.160986699859281934e+00,-1.210941178207078250e+00
1.169033806761352245e+01,3.024422884302119385e+01,8.353039424027251414e+01,1.000671854243798720e+01,-1.162881955201206630e+00,-1.119244396768093841e+00
1.170234046809361850e+01,3.023026012668048423e+01,8.353580138031745150e+01,1.001407756110275216e+01,-1.164771488470382366e+00,-1.117034470919992417e+00
1.171434286857371454e+01,3.021626876564758746e+01,8.354121520513082544e+01,1.002143811428225462e+01,-1.166655303592606607e+00,-1.134183039825567674e+00
1.172634526905381058e+01,3.020225482848511334e+01,8.354663573430860879e+01,1.002880018884003199e+01,-1.168533404481993720e+00,-1.152431374933210906e+00
1.173834766953390663e+01,3.018821838371334465e+01,8.355206298725694580e+01,1.003616377161665341e+01,-1.170405795040997177e+00,-1.057392168360634210e+00
1.175035007001400267e+01,3.017415949981027978e+01,8.355749698319215213e+01,1.004352884942973745e+01,-1.172272479160400671e+00,-1.233642749783491421e+00
1.176235247049409871e+01,3.016007824521160074e+01,8.356293774114068640e+01,1.005089540907394152e+01,-1.174133460719319011e+00,-1.212182869786312400e+00
1.177435487097419475e+01,3.014597468831068383e+01,8.356838527993920707e+01,1.005826343732096539e+01,-1.175988743585218543e+00,-1.226552616286540109e+00
1.178635727145429080e+01,3.013184889745861028e+01,8.357383961823451557e+01,1.006563292091954942e+01,-1.177838331613902945e+00,-1.133765389991464145e+00
1.179835967193438684e+01,3.011770094096414496e+01,8.357930077448359896e+01,1.007300384659547454e+01,-1.179682228649541642e+00,-1.166131731303331254e+00
1.181036207241448288e+01,3.010353088709375413e+01,8.358476876695358726e+01,1.008037620105156940e+01,-1.181520438524652050e+00,-1.126821141891069633e+00
1.182236447289457892e+01,3.008933880407160188e+01,8.359024361372179612e+01,1.008774997096769965e+01,-1.183352965060128881e+00,-1.135564848447470077e+00
1.183436687337467497e+01,3.007512476007954660e+01,8.359572533267571259e+01,1.009512514300077335e+01,-1.185179812065231708e+00,-1.197261059954221496e+00
1.184636927385477101e+01,3.006088882325713385e+01,8.360121394151295249e+01,1.010250170378473911e+01,-1.187000983337613391e+00,-1.228770816761478812e+00
1.185837167433486528e+01,3.004663106170161768e+01,8.360670945774134566e+01,1.010987963993059147e+01,-1.188816482663321850e+00,-1.239238980928578426e+00
1.187037407481496132e+01,3.003235154346793578e+01,8.361221189867886494e+01,1.011725893802636378e+01,-1.190626313816801840e+00,-1.080842628235480607e+00
1.188237647529505736e+01,3.001805033656873078e+01,8.361772128145365457e+01,1.012463958463713176e+01,-1.192430480560920714e+00,-1.144839313210532117e+00
1.189437887577515340e+01,3.000372750897432894e+01,8.362323762300401597e+01,1.013202156630501349e+01,-1.194228986646962198e+00,-1.165352386187445299e+00
1.190638127625524945e+01,2.998938312861276501e+01,8.362876094007842198e+01,1.013940486954916764e+01,-1.196021835814654821e+00,-1.213738357915667532e+00
1.191838367673534549e+01,2.997501726336976446e+01,8.363429124923553104e+01,1.014678948086579702e+01,-1.197809031792175460e+00,-1.208478940330256712e+00
1.193038607721544153e+01,2.996062998108873998e+01,8.363982856684413036e+01,1.015417538672814324e+01,-1.199590578296160892e+00,-1.217545185084322190e+00
1.194238847769553757e+01,2.994622134957081272e+01,8.364537290908320699e+01,1.016156257358649029e+01,-1.201366479031731771e+00,-1.218305720459628150e+00
1.195439087817563362e+01,2.993179143657479102e+01,8.365092429194190515e+01,1.016895102786816807e+01,-1.203136737692499736e+00,-1.324061706122575455e+00
1.196639327865572966e+01,2.991734030981717751e+01,8.365648273121952627e+01,1.017634073597754174e+01,-1.204901357960572739e+00,-1.208711328792137607e+00
1.197839567913582570e+01,2.990286803697217621e+01,8.366204824252555738e+01,1.018373168429602416e+01,-1.206660343506595012e+00,-1.226517026843301217e+00
1.199039807961592174e+01,2.988837468567168543e+01,8.366762084127961430e+01,1.019112385918206520e+01,-1.208413697989739966e+00,-1.194665881826384002e+00
1.200240048009601779e+01,2.987386032350529064e+01,8.367320054271152685e+01,1.019851724697116246e+01,-1.210161425057738604e+00,-1.200419446899262388e+00
1.201440288057611383e+01,2.985932501802028227e+01,8.367878736186126787e+01,1.020591183397584878e+01,-1.211903528346899073e+00,-1.169967628680624205e+00
1.202640528105620987e+01,2.984476883672164504e+01,8.368438131357896737e+01,1.021330760648570291e+01,-1.213640011482114645e+00,-1.215022475503744870e+00
1.203840768153630592e+01,2.983019184707205085e+01,8.368998241252495518e+01,1.022070455076734419e+01,-1.215370878076892147e+00,-1.176249288463047105e+00
1.205041008201640196e+01,2.981559411649187652e+01,8.369559067316967571e+01,1.022810265306443434e+01,-1.217096131733359954e+00,-1.345868282807795913e+00
1.206241248249649800e+01,2.980097571235918963e+01,8.370120610979378739e+01,1.023550189959767565e+01,-1.218815776042303511e+00,-1.274599630271020301e+00
1.207441488297659404e+01,2.978633670200975558e+01,8.370682873648809164e+01,1.024290227656481456e+01,-1.220529814583175998e+00,-1.134957674730046051e+00
1.208641728345669009e+01,2.977167715273703053e+01,8.371245856715356126e+01,1.025030377014063632e+01,-1.222238250924115199e+00,-1.283914195810015091e+00
1.209841968393678613e+01,2.975699713179217198e+01,8.371809561550134049e+01,1.025770636647697032e+01,-1.223941088621980811e+00,-1.238606327073241697e+00
1.211042208441688217e+01,2.974229670638402823e+01,8.372373989505274494e+01,1.026511005170268831e+01,-1.225638331222350885e+00,-1.191008154467621205e+00
1.212242448489697821e+01,2.972757594367914180e+01,8.372939141913923322e+01,1.027251481192370086e+01,-1.227329982259575125e+00,-1.272165962330172873e+00
1.213442688537707426e+01,2.971283491080175665e+01,8.373505020090244955e+01,1.027992063322296268e+01,-1.229016045256772216e+00,-1.193597320497234104e+00
1.214642928585717030e+01,2.969807367483380744e+01,8.374071625329419533e+01,1.028732750166046905e+01,-1.230696523725870684e+00,-1.302809346025197490e+00
1.215843168633726634e+01,2.968329230281492670e+01,8.374638958907645758e+01,1.029473540327325765e+01,-1.232371421167626657e+00,-1.328746730354273708e+00
1.217043408681736238e+01,2.966849086174244121e+01,8.375207022082138053e+01,1.030214432407541025e+01,-1.234040741071646075e+00,-1.301213356135672239e+00
1.218243648729745843e+01,2.965366941857136851e+01,8.375775816091125137e+01,1.030955425005804571e+01,-1.235704486916414879e+00,-1.319097857616297054e+00
1.219443888777755447e+01,2.963882804021443107e+01,8.376345342153854290e+01,1.031696516718932877e+01,-1.237362662169323002e+00,-1.238955630909011507e+00
1.220644128825765051e+01,2.962396679354203854e+01,8.376915601470591355e+01,1.032437706141446476e+01,-1.239015270286695447e+00,-1.255612236933423054e+00
1.221844368873774656e+01,2.960908574538229843e+01,8.377486595222615051e+01,1.033178991865569785e+01,-1.240662314713812719e+00,-1.224948435141596903e+00
1.223044608921784260e+01,2.959418496252101605e+01,8.378058324572224080e+01,1.033920372481231986e+01,-1.242303798884944577e+00,-1.294798522389266404e+00
1.224244848969793864e+01,2.957926451171142190e+01,8.378630790680998075e+01,1.034661846576903343e+01,-1.243939726247251798e+00,-1.117501857675636368e+00
1.225445089017803468e+01,2.956432445969466372e+01,8.379203994799158295e+01,1.035403412744265772e+01,-1.245570100375430478e+00,-1.251051141791807098e+00
1.226645329065813073e+01,2.954936487305731063e+01,8.379777938031776330e+01,1.036145069567877819e+01,-1.247194924664595028e+00,-1.250190794099784730e+00
1.227845569113822677e+01,2.953438581832899601e+01,8.380352621439122629e+01,1.036886815628839109e+01,-1.248814202465161394e+00,-1.226731195667894347e+00
1.229045809161832281e+01,2.951938736200237656e+01,8.380928046066547665e+01,1.037628649506075007e+01,-1.250427937122276845e+00,-1.263307924805840310e+00
1.230246049209841885e+01,2.950436957053314657e+01,8.381504212944473409e+01,1.038370569776336083e+01,-1.252036131975827082e+00,-1.284312171173783712e+00
1.231446289257851490e+01,2.948933251034002367e+01,8.382081123088404695e+01,1.039112575014197937e+01,-1.253638790360469102e+00,-1.250048863193202964e+00
1.232646529305861094e+01,2.947427624780475597e+01,8.382658777498917857e+01,1.039854663792061729e+01,-1.255235915605638297e+00,-1.209997036601292875e+00
1.233846769353870698e+01,2.945920084927212557e+01,8.383237177161667830e+01,1.040596834680153293e+01,-1.256827511035599088e+00,-1.224239558431146957e+00
1.235047009401880302e+01,2.944410638104994149e+01,8.383816323047388153e+01,1.041339086246524737e+01,-1.258413579969435148e+00,-1.212009562275907504e+00
1.236247249449889907e+01,2.942899290940904322e+01,8.384396216111886702e+01,1.042081417057052306e+01,-1.259994125721100033e+00,-1.288883160632304126e+00
1.237447489497899511e+01,2.941386050058330071e+01,8.384976857296047115e+01,1.042823825675438165e+01,-1.261569151599421623e+00,-1.300984237186899373e+00
1.238647729545909115e+01,2.939870922076961435e+01,8.385558247525833053e+01,1.043566310663209684e+01,-1.263138660908142974e+00,-1.163580307258076818e+00
1.239847969593918720e+01,2.938353913612790791e+01,8.386140387712281097e+01,1.044308870579719262e+01,-1.264702656945932091e+00,-1.277297145206027107e+00
1.241048209641928324e+01,2.936835031278114272e+01,8.386723278751509270e+01,1.045051503982144858e+01,-1.266261143006420120e+00,-1.242976455708773464e+00
1.242248449689937928e+01,2.935314281681531057e+01,8.387306921524707093e+01,1.045794209425489463e+01,-1.267814122378217334e+00,-1.231518030434434863e+00
1.243448689737947532e+01,2.933791671427942660e+01,8.387891316898144112e+01,1.046536985462581271e+01,-1.269361598344945996e+00,-1.198936480746495281e+00
1.244648929785957137e+01,2.932267207118553998e+01,8.388476465723167053e+01,1.047279830644073861e+01,-1.270903574185270557e+00,-1.339064985859514278e+00
1.245849169833966741e+01,2.930740895350873032e+01,8.389062368836194139e+01,1.048022743518446198e+01,-1.272440053172907426e+00,-1.297043514634867556e+00
1.247049409881976345e+01,2.929212742718710416e+01,8.389649027058726460e+01,1.048765722632002451e+01,-1.273971038576672044e+00,-1.296235703827435026e+00
1.248249649929985949e+01,2.927682755812179849e+01,8.390236441197340866e+01,1.049508766528871639e+01,-1.275496533660501974e+00,-1.291150568039462820e+00
1.249449889977995554e+01,2.926150941217698076e+01,8.390824612043685704e+01,1.050251873751008702e+01,-1.277016541683474671e+00,-1.398228297447210000e+00
1.250650130026005158e+01,2.924617305517984889e+01,8.391413540374492186e+01,1.050995042838193250e+01,-1.278531065899844776e+00,-1.283910870644685343e+00
1.251850370074014762e+01,2.923081855292063125e+01,8.392003226951565864e+01,1.051738272328030455e+01,-1.280040109559081429e+00,-1.425298772902855893e+00
1.253050610122024366e+01,2.921544597115258668e+01,8.392593672521786630e+01,1.052481560755950696e+01,-1.281543675905883362e+00,-1.267189006010972729e+00
1.254250850170033971e+01,2.920005537559199738e+01,8.393184877817115819e+01,1.053224906655209736e+01,-1.283041768180217979e+00,-1.256699382416699207e+00
1.255451090218043575e+01,2.918464683191818310e+01,8.393776843554587686e+01,1.053968308556888367e+01,-1.284534389617340011e+00,-1.255163272613735392e+00
1.256651330266053179e+01,2.916922040577349406e+01,8.394369570436313666e+01,1.054711764989892764e+01,-1.286021543447843918e+00,-1.346775626640116075e+00
1.257851570314062783e+01,2.915377616276330031e+01,8.394963059149483797e+01,1.055455274480954309e+01,-1.287503232897674543e+00,-1.240250841979881002e+00
1.259051810362072388e+01,2.913831416845601296e+01,8.395557310366363879e+01,1.056198835554629767e+01,-1.288979461188168862e+00,-1.332674824645651013e+00
1.260252050410081992e+01,2.912283448838306299e+01,8.396152324744294049e+01,1.056942446733300933e+01,-1.290450231536082626e+00,-1.352291589161752405e+00
1.261452290458091596e+01,2.910733718803892245e+01,8.396748102925695889e+01,1.057686106537174986e+01,-1.291915547153636545e+00,-1.341406995817641334e+00
1.262652530506101201e+01,2.909182233288108321e+01,8.397344645538062480e+01,1.058429813484284487e+01,-1.293375411248527840e+00,-1.336227324323240540e+00
1.263852770554110805e+01,2.907628998833007472e+01,8.397941953193968345e+01,1.059173566090487029e+01,-1.294829827023976421e+00,-1.286654355106752634e+00
1.265053010602120409e+01,2.906074021976944977e+01,8.398540026491060928e+01,1.059917362869465762e+01,-1.296278797678763972e+00,-1.255478262476017237e+00
1.266253250650130013e+01,2.904517309254579160e+01,8.399138866012064852e+01,1.060661202332728692e+01,-1.297722326407249049e+00,-1.403225128680812839e+00
1.267453490698139618e+01,2.902958867196872106e+01,8.399738472324786187e+01,1.061405082989609383e+01,-1.299160416399428364e+00,-1.326624268282554420e+00
1.268653730746149222e+01,2.901398702331088231e+01,8.400338845982099656e+01,1.062149003347266429e+01,-1.300593070840938559e+00,-1.255894488276321885e+00
1.269853970794158826e+01,2.899836821180794644e+01,8.400939987521962848e+01,1.062892961910684164e+01,-1.302020292913124599e+00,-1.292210545774922226e+00
1.271054210842168430e+01,2.898273230265861855e+01,8.401541897467409115e+01,1.063636957182671594e+01,-1.303442085793051319e+00,-1.278353421319703642e+00
1.272254450890178035e+01,2.896707936102463776e+01,8.402144576326546144e+01,1.064380987663863287e+01,-1.304858452653546053e+00,-1.380092001132720014e+00
1.273454690938187461e+01,2.895140945203076654e+01,8.402748024592560228e+01,1.065125051852718840e+01,-1.306269396663247484e+00,-1.258832526006392172e+00
1.274654930986197066e+01,2.893572264076479783e+01,8.403352242743714839e+01,1.065869148245523590e+01,-1.307674920986616307e+00,-1.386122129711524931e+00
1.275855171034206670e+01,2.892001899227755501e+01,8.403957231243346371e+01,1.066613275336387723e+01,-1.309075028784000061e+00,-1.299571455582542612e+00
1.277055411082216274e+01,2.890429857158289195e+01,8.404562990539872658e+01,1.067357431617246810e+01,-1.310469723211650894e+00,-1.242406853667251232e+00
1.278255651130225878e+01,2.888856144365769651e+01,8.405169521066785876e+01,1.068101615577861452e+01,-1.311859007421776191e+00,-1.217891487929428029e+00
1.279455891178235483e+01,2.887280767344187993e+01,8.405776823242653961e+01,1.068845825705817987e+01,-1.313242884562555446e+00,-1.287666057060239844e+00
1.280656131226245087e+01,2.885703732583838743e+01,8.406384897471124873e+01,1.069590060486527427e+01,-1.314621357778215760e+00,-1.270572897680301239e+00
1.281856371274254691e+01,2.884125046571318762e+01,8.406993744140920910e+01,1.070334318403226703e+01,-1.315994430209030064e+00,-1.346311011917617817e+00
1.283056611322264295e+01,2.882544715789529022e+01,8.407603363625840132e+01,1.071078597936977417e+01,-1.317362104991383731e+00,-1.341434311603179719e+00
1.284256851370273900e+01,2.880962746717672474e+01,8.408213756284757778e+01,1.071822897566666732e+01,-1.318724385257799447e+00,-1.260253216688420830e+00
1.285457091418283504e+01,2.879379145831255116e+01,8.408824922461629114e+01,1.072567215769007021e+01,-1.320081274136986949e+00,-1.320000955013363786e+00
1.286657331466293108e+01,2.877793919602086703e+01,8.409436862485480901e+01,1.073311551018535859e+01,-1.321432774753877659e+00,-1.327798465946927520e+00
1.287857571514302713e+01,2.876207074498279326e+01,8.410049576670419924e+01,1.074055901787616030e+01,-1.322778890229658444e+00,-1.393306795239012130e+00
1.289057811562312317e+01,2.874618616984248121e+01,8.410663065315630149e+01,1.074800266546435878e+01,-1.324119623681834668e+00,-1.316590074787097553e+00
1.290258051610321921e+01,2.873028553520711625e+01,8.411277328705369882e+01,1.075544643763008779e+01,-1.325454978224239078e+00,-1.293161807870107260e+00
1.291458291658331525e+01,2.871436890564690714e+01,8.411892367108974611e+01,1.076289031903173132e+01,-1.326784956967099305e+00,-1.366493430729121439e+00
1.292658531706341130e+01,2.869843634569509661e+01,8.412508180780857003e+01,1.077033429430593081e+01,-1.328109563017072503e+00,-1.353463554139509251e+00
1.293858771754350734e+01,2.868248791984795787e+01,8.413124769960508331e+01,1.077777834806757618e+01,-1.329428799477281764e+00,-1.250405969676237072e+00
1.295059011802360338e+01,2.866652369256479105e+01,8.413742134872492784e+01,1.078522246490981296e+01,-1.330742669447359638e+00,-1.321829361989916407e+00
1.296259251850369942e+01,2.865054372820562634e+01,8.414360275782763665e+01,1.079266662946650257e+01,-1.332051176096122447e+00,-1.346480858375372458e+00
1.297459491898379547e+01,2.863454809100969101e+01,8.414979192980412392e+01,1.080011082640475095e+01,-1.333354322636336242e+00,-1.390203462103303034e+00
1.298659731946389151e+01,2.861853684527338260e+01,8.415598886627024910e+01,1.080755504025443514e+01,-1.334652112131012203e+00,-1.365631063695064595e+00
1.299859971994398755e+01,2.860251005525915957e+01,8.416219356869912360e+01,1.081499925552340713e+01,-1.335944547640893987e+00,-1.348444360192969427e+00
1.301060212042408359e+01,2.858646778519292653e+01,8.416840603844832458e+01,1.082244345670037866e+01,-1.337231632228061073e+00,-1.268775239667375265e+00
1.302260452090417964e+01,2.857041009926404129e+01,8.417462627675989495e+01,1.082988762825492302e+01,-1.338513368955918992e+00,-1.369038103865031442e+00
1.303460692138427568e+01,2.855433706162530783e+01,8.418085428476030074e+01,1.083733175463747500e+01,-1.339789760889256165e+00,-1.250072972515953396e+00
1.304660932186437172e+01,2.853824873639298332e+01,8.418709006346047374e+01,1.084477582027933096e+01,-1.341060811094266114e+00,-1.387495201941809198e+00
1.305861172234446776e+01,2.852214518764677464e+01,8.419333361375579727e+01,1.085221980959265409e+01,-1.342326522638578545e+00,-1.360205862879881211e+00
1.307061412282456381e+01,2.850602647942984191e+01,8.419958493642612041e+01,1.085966370697046202e+01,-1.343586898591303758e+00,-1.301409716195757849e+00
1.308261652330465985e+01,2.848989267574878781e+01,8.420584403213570113e+01,1.086710749678663923e+01,-1.344841942023053072e+00,-1.356851688579807202e+00
1.309461892378475589e+01,2.847374384057367536e+01,8.421211090143330580e+01,1.087455116339593175e+01,-1.346091656005979686e+00,-1.387604758126010029e+00
1.310662132426485194e+01,2.845758003783800660e+01,8.421838554475209548e+01,1.088199469113394713e+01,-1.347336043613812429e+00,-1.353928214187896106e+00
1.311862372474494798e+01,2.844140133143874039e+01,8.422466796240973963e+01,1.088943806431715267e+01,-1.348575107921887728e+00,-1.326139483250440954e+00
1.313062612522504402e+01,2.842520778523628877e+01,8.423095815460830238e+01,1.089688126724288253e+01,-1.349808852007180704e+00,-1.435595562749633292e+00
1.314262852570514006e+01,2.840899946305450996e+01,8.423725612143435626e+01,1.090432428418932886e+01,-1.351037278948350462e+00,-1.363464096235784018e+00
1.315463092618523611e+01,2.839277642868071183e+01,8.424356186285886849e+01,1.091176709941554712e+01,-1.352260391825758745e+00,-1.357727223048341036e+00
1.316663332666533215e+01,2.837653874586565195e+01,8.424987537873730048e+01,1.091920969716145251e+01,-1.353478193721523226e+00,-1.373665581717806505e+00
1.317863572714542819e+01,2.836028647832354110e+01,8.425619666880955094e+01,1.092665206164782710e+01,-1.354690687719528164e+00,-1.317922884400578587e+00
1.319063812762552423e+01,2.834401968973203623e+01,8.426252573269995594e+01,1.093409417707631093e+01,-1.355897876905497235e+00,-1.384325485381290965e+00
1.320264052810562028e+01,2.832773844373225458e+01,8.426886256991733148e+01,1.094153602762940913e+01,-1.357099764366986427e+00,-1.375325506796303277e+00
1.321464292858571632e+01,2.831144280392874890e+01,8.427520717985493093e+01,1.094897759747048305e+01,-1.358296353193447992e+00,-1.356414223825321619e+00
1.322664532906581236e+01,2.829513283388953226e+01,8.428155956179044495e+01,1.095641887074376264e+01,-1.359487646476263301e+00,-1.323045191760490402e+00
1.323864772954590840e+01,2.827880859714606743e+01,8.428791971488604418e+01,1.096385983157433586e+01,-1.360673647308765055e+00,-1.371731778191150664e+00
1.325065013002600445e+01,2.826247015719326328e+01,8.429428763818832238e+01,1.097130046406815573e+01,-1.361854358786290575e+00,-1.286024495241202770e+00
1.326265253050610049e+01,2.824611757748947838e+01,8.430066333062835326e+01,1.097874075231203328e+01,-1.363029784006204004e+00,-1.408415699007390387e+00
1.327465493098619653e+01,2.822975092145652809e+01,8.430704679102164789e+01,1.098618068037364637e+01,-1.364199926067946933e+00,-1.299874208451242685e+00
1.328665733146629258e+01,2.821337025247967389e+01,8.431343801806814042e+01,1.099362023230152907e+01,-1.365364788073062385e+00,-1.408255865628595505e+00
1.329865973194638862e+01,2.819697563390762340e+01,8.431983701035227341e+01,1.100105939212508055e+01,-1.366524373125243663e+00,-1.374677697224037320e+00
1.331066213242648466e+01,2.818056712905254457e+01,8.432624376634291252e+01,1.100849814385456504e+01,-1.367678684330361882e+00,-1.349476375061984479e+00
1.332266453290658070e+01,2.816414480119004793e+01,8.433265828439334655e+01,1.101593647148110300e+01,-1.368827724796505052e+00,-1.266085731733519903e+00
1.333466693338667675e+01,2.814770871355919368e+01,8.433908056274137266e+01,1.102337435897667994e+01,-1.369971497634029589e+00,-1.325180190301374905e+00
1.334666933386677279e+01,2.813125892936249528e+01,8.434551059950921115e+01,1.103081179029414294e+01,-1.371110005955573641e+00,-1.391403148433420833e+00
1.335867173434686883e+01,2.811479551176591940e+01,8.435194839270350542e+01,1.103824874936720057e+01,-1.372243252876121034e+00,-1.307287297096535017e+00
1.337067413482696487e+01,2.809831852389887885e+01,8.435839394021539306e+01,1.104568522011042653e+01,-1.373371241513022589e+00,-1.384056486757707871e+00
1.338267653530706092e+01,2.808182802885423257e+01,8.436484723982046319e+01,1.105312118641925068e+01,-1.374493974986029876e+00,-1.414066267801012300e+00
1.339467893578715696e+01,2.806532408968829984e+01,8.437130828917872805e+01,1.106055663216996976e+01,-1.375611456417366263e+00,-1.353177221828032240e+00
1.340668133626725300e+01,2.804880676942084250e+01,8.437777708583465142e+01,1.106799154121973849e+01,-1.376723688931713596e+00,-1.372000146530048648e+00
1.341868373674734904e+01,2.803227613103507210e+01,8.438425362721719125e+01,1.107542589740657846e+01,-1.377830675656308124e+00,-1.330147357293146371e+00
1.343068613722744509e+01,2.801573223747766050e+01,8.439073791063971441e+01,1.108285968454936921e+01,-1.378932419720934277e+00,-1.406419337928299873e+00
1.344268853770754113e+01,2.799917515165871862e+01,8.439722993330005352e+01,1.109029288644785538e+01,-1.380028924257994838e+00,-1.360953749374948618e+00
1.345469093818763717e+01,2.798260493645181057e+01,8.440372969228047850e+01,1.109772548688263960e+01,-1.381120192402518043e+00,-1.349392725760779621e+00
1.346669333866773322e+01,2.796602165469395374e+01,8.441023718454775349e+01,1.110515746961518957e+01,-1.382206227292239298e+00,-1.368303949314705337e+00
1.347869573914782926e+01,2.794942536918561160e+01,8.441675240695303728e+01,1.111258881838783452e+01,-1.383287032067598510e+00,-1.384736208672166402e+00
1.349069813962792530e+01,2.793281614269070090e+01,8.442327535623198287e+01,1.112001951692376522e+01,-1.384362609871815586e+00,-1.419243528576365598e+00
1.350270054010802134e+01,2.791619403793659160e+01,8.442980602900468057e+01,1.112744954892703397e+01,-1.385432963850908195e+00,-1.340245374283138835e+00
1.351470294058811739e+01,2.789955911761409624e+01,8.443634442177567223e+01,1.113487889808255638e+01,-1.386498097153732623e+00,-1.379636872138110926e+00
1.352670534106821343e+01,2.788291144437748059e+01,8.444289053093395125e+01,1.114230754805610957e+01,-1.387558012932040619e+00,-1.362742814306597827e+00
1.353870774154830947e+01,2.786625108084446367e+01,8.444944435275294836e+01,1.114973548249433044e+01,-1.388612714340500709e+00,-1.406151626383530306e+00
1.355071014202840551e+01,2.784957808959621417e+01,8.445600588339057424e+01,1.115716268502472097e+01,-1.389662204536753265e+00,-1.389011619999645619e+00
1.356271254250850156e+01,2.783289253317735046e+01,8.446257511888916270e+01,1.116458913925564467e+01,-1.390706486681444254e+00,-1.442567886266680199e+00
1.357471494298859760e+01,2.781619447409593349e+01,8.446915205517552749e+01,1.117201482877632479e+01,-1.391745563938263430e+00,-1.387469299181473437e+00
1.358671734346869364e+01,2.779948397482348810e+01,8.447573668806091973e+01,1.117943973715684969e+01,-1.392779439473995851e+00,-1.354518923291280208e+00
