t,vx,vy,dvx_dt,dvx_dt_noisy
6.511302260452089818e+00,-6.262784970075691189e-03,-7.580769148565402737e-02,-7.188576352173703388e-02,-1.024104984308493865e-01
6.517303460692137840e+00,-6.692323243467678331e-03,-7.547402526662094768e-02,-7.126525988499628206e-02,1.845152848830644565e-02
6.523304660932185861e+00,-7.118141958348721265e-03,-7.513909157625407731e-02,-7.064615850087553606e-02,-1.170805493484186333e-01
6.529305861172233882e+00,-7.540249588218427695e-03,-7.480291805069988476e-02,-7.002847950712182135e-02,-8.790781974842448721e-02
6.535307061412281904e+00,-7.958654724239826866e-03,-7.446553214050109781e-02,-6.941224274213261825e-02,-2.723506034658672303e-02
6.541308261652329925e+00,-8.373366075239358289e-03,-7.412696111059671744e-02,-6.879746774583585245e-02,-8.080721430259002469e-02
6.547309461892377946e+00,-8.784392467706887350e-03,-7.378723204032203165e-02,-6.818417376056400137e-02,-1.096972758805943304e-01
6.553310662132425968e+00,-9.191742845795693173e-03,-7.344637182340857384e-02,-6.757237973192264935e-02,-7.416455030600636877e-02
6.559311862372473989e+00,-9.595426265481517628e-03,-7.310440716971815245e-02,-6.696210431518215267e-02,-4.452647964373547540e-02
6.565313062612522010e+00,-9.995451887280876191e-03,-7.276136461115760568e-02,-6.635336588678539260e-02,-1.521400766292378970e-01
6.571314262852570032e+00,-1.039182900403590529e-02,-7.241727049372979896e-02,-6.574618251919642220e-02,-7.817299980662993641e-02
6.577315463092618053e+00,-1.078456701102648019e-02,-7.207215098152880417e-02,-6.514057200515117885e-02,-7.060740322773345623e-02
6.583316663332666074e+00,-1.117367540329118093e-02,-7.172603205731145626e-02,-6.453655186080747841e-02,-8.472393985709078534e-02
6.589317863572714096e+00,-1.155916377562729407e-02,-7.137893952249739493e-02,-6.393413932657721066e-02,-2.716633600762768941e-02
6.595319063812762117e+00,-1.194104182259081437e-02,-7.103089899716902300e-02,-6.333335136795260889e-02,-9.176095984374633974e-02
6.601320264052810138e+00,-1.231931933849643966e-02,-7.068193592007158965e-02,-6.273420467632669084e-02,-8.095994710564342889e-02
6.607321464292858160e+00,-1.269400621741757773e-02,-7.033207554861309330e-02,-6.213671566980739219e-02,-6.025458630168103319e-02
6.613322664532906181e+00,-1.306511245318634114e-02,-6.998134295886432321e-02,-6.154090049402580892e-02,-2.509844577825280643e-02
6.619323864772954202e+00,-1.343264813939355068e-02,-6.962976304555890117e-02,-6.094677502293838200e-02,-7.200490590532390711e-02
6.625325065013002224e+00,-1.379662345493633258e-02,-6.927736052821403812e-02,-6.035435487513271524e-02,1.547550866995514585e-02
6.631326265253050245e+00,-1.415704868100251500e-02,-6.892415995023738751e-02,-5.976365540269481386e-02,-1.051495704038812318e-01
6.637327465493098266e+00,-1.451393420434130173e-02,-6.857018567327149983e-02,-5.917469168420753239e-02,5.151025932496756943e-03
6.643328665733146288e+00,-1.486729049429880503e-02,-6.821546188299848490e-02,-5.858747854624761497e-02,-1.014785561017808313e-01
6.649329865973194309e+00,-1.521712810280367346e-02,-6.786001258914456380e-02,-5.800203056416984582e-02,-6.615535466296355860e-02
6.655331066213242330e+00,-1.556345766436709015e-02,-6.750386162548013824e-02,-5.741836206287117411e-02,-3.921605279449372206e-02
6.661332266453290352e+00,-1.590628989608277449e-02,-6.714703264981972120e-02,-5.683648711754833716e-02,4.590550594543683915e-02
6.667333466693338373e+00,-1.624563559762698048e-02,-6.678954914402199239e-02,-5.625641955444950215e-02,-1.146511222179479733e-02
6.673334666933386394e+00,-1.658150565125849490e-02,-6.643143441398979832e-02,-5.567817295161940627e-02,-7.597131542946658489e-02
6.679335867173434416e+00,-1.691391102181864087e-02,-6.607271158967008284e-02,-5.510176063963816151e-02,9.854195139947896642e-03
6.685337067413482437e+00,-1.724286275673127602e-02,-6.571340362505397048e-02,-5.452719570235367574e-02,-6.521244094703899929e-02
6.691338267653530458e+00,-1.756837197499599643e-02,-6.535353330373611103e-02,-5.395449099031695422e-02,-9.352678380529934332e-02
6.697339467893578480e+00,-1.789044987428254838e-02,-6.499312324142413055e-02,-5.338365911940594344e-02,-3.094942453007181599e-02
6.703340668133626501e+00,-1.820910774739140439e-02,-6.463219587500758367e-02,-5.281471244991307878e-02,-4.809117004824823433e-02
6.709341868373674522e+00,-1.852435695401162541e-02,-6.427077347159690368e-02,-5.224766311463341362e-02,-4.564344751471639816e-03
6.715343068613722544e+00,-1.883620892023278939e-02,-6.390887812871841323e-02,-5.168252302007663584e-02,-7.916944122744230816e-02
6.721344268853770565e+00,-1.914467513854499134e-02,-6.354653177431435207e-02,-5.111930384716055487e-02,-3.204412896411429346e-02
6.727345469093818586e+00,-1.944976716783886062e-02,-6.318375616674289097e-02,-5.055801705189828105e-02,-1.883055041015983810e-02
6.733346669333866608e+00,-1.975149663340553322e-02,-6.282057289477804840e-02,-4.999867386607863284e-02,-3.609639588854463010e-02
6.739347869573914629e+00,-2.004987522693668298e-02,-6.245700337760980853e-02,-4.944128529794052790e-02,-5.089046190250843399e-02
6.745349069813962650e+00,-2.034491470652449382e-02,-6.209306886484400323e-02,-4.888586213284027565e-02,-8.376678083739032277e-02
6.751350270054010672e+00,-2.063662689666167713e-02,-6.172879043650240927e-02,-4.833241493391279148e-02,-3.144825366143411127e-03
6.757351470294058693e+00,-2.092502368698696477e-02,-6.136418900369926266e-02,-4.778095404421738024e-02,-4.091972902859571104e-02
6.763352670534106714e+00,-2.121011701510261069e-02,-6.099928532100992729e-02,-4.723148961091808151e-02,-2.241629098547523458e-02
6.769353870774154736e+00,-2.149191890240494812e-02,-6.063409997104054344e-02,-4.668403154722150505e-02,-6.422294359025110255e-02
6.775355071014202757e+00,-2.177044143253442296e-02,-6.026865336922380967e-02,-4.613858955180227817e-02,-4.548800501469467406e-02
6.781356271254250778e+00,-2.204569674052169262e-02,-5.990296576862066957e-02,-4.559517312128340272e-02,-9.745657270651933435e-02
6.787357471494298800e+00,-2.231769701278760870e-02,-5.953705725992028408e-02,-4.505379155085834780e-02,-4.077752679406825009e-02
6.793358671734346821e+00,-2.258645448714322740e-02,-5.917094777144002449e-02,-4.451445393490655739e-02,-6.253937752190998067e-03
6.799359871974394842e+00,-2.285198145278981643e-02,-5.880465706912553492e-02,-4.397716916760249783e-02,-3.932750486361089037e-02
6.805361072214441975e+00,-2.311429025031878914e-02,-5.843820475655069763e-02,-4.344194594351805105e-02,-4.723054176058172349e-04
6.811362272454489997e+00,-2.337339327171189876e-02,-5.807161027491748728e-02,-4.290879275821799649e-02,-2.726326865208440059e-02
6.817363472694538018e+00,-2.362930296034096433e-02,-5.770489290305627628e-02,-4.237771790884967138e-02,2.581511359211623169e-02
6.823364672934586039e+00,-2.388203181096806155e-02,-5.733807175742559187e-02,-4.184872949472497744e-02,-5.135121110236511716e-02
6.829365873174634061e+00,-2.413159236810249672e-02,-5.697116579318402957e-02,-4.132183542003593085e-02,-1.232533467476814304e-01
6.835367073414682082e+00,-2.437799721045863510e-02,-5.660419381799426664e-02,-4.079704341833245707e-02,-1.917263196405394679e-02
6.841368273654730103e+00,-2.462125898695478529e-02,-5.623717447238603395e-02,-4.027436101005759522e-02,-4.853383540393572254e-02
6.847369473894778125e+00,-2.486139039329910566e-02,-5.587012623746814843e-02,-3.975379552602488487e-02,-8.846846464015786782e-02
6.853370674134826146e+00,-2.509840416286400477e-02,-5.550306743986567481e-02,-3.923535411883599666e-02,-6.672086222697735935e-03
6.859371874374874167e+00,-2.533231306668613791e-02,-5.513601625171987708e-02,-3.871904376342500537e-02,-2.550258680069313055e-02
6.865373074614922189e+00,-2.556312991346641750e-02,-5.476899069068828785e-02,-3.820487125759615410e-02,-1.593794116086516208e-02
6.871374274854970210e+00,-2.579086754956999919e-02,-5.440200861994463899e-02,-3.769284322255500586e-02,-5.431164076188957357e-02
6.877375475095018231e+00,-2.601553885902629232e-02,-5.403508774817891019e-02,-3.718296610343307940e-02,-2.733060789104533456e-02
6.883376675335066253e+00,-2.623715676352894946e-02,-5.366824562959730816e-02,-3.667524616980571972e-02,-2.395829396203447842e-02
6.889377875575114274e+00,-2.645573422243588727e-02,-5.330149966392225963e-02,-3.616968951620339046e-02,5.256306581088161789e-02
6.895379075815162295e+00,-2.667128423276925869e-02,-5.293486709639244614e-02,-3.566630206261629799e-02,-6.986429028555053711e-02
6.901380276055210317e+00,-2.688381982921321869e-02,-5.256836501776439990e-02,-3.516508955499535183e-02,-3.568979953286514212e-02
6.907381476295258338e+00,-2.709335407052702871e-02,-5.220201037644967013e-02,-3.466605758672286486e-02,-1.647306697324053826e-02
6.913382676535306359e+00,-2.729990006119353829e-02,-5.183581996912452194e-02,-3.416921157563841682e-02,-1.204085578804083984e-01
6.919383876775354381e+00,-2.750347095056169741e-02,-5.146981043433505182e-02,-3.367455675866813658e-02,-1.138229751300778164e-01
6.925385077015402402e+00,-2.770407991326413744e-02,-5.110399826453600886e-02,-3.318209821707122920e-02,7.510882032431930033e-02
6.931386277255450423e+00,-2.790174014921720583e-02,-5.073839980609078787e-02,-3.269184087690791413e-02,-1.210477885599913206e-01
6.937387477495498445e+00,-2.809646488362093839e-02,-5.037303125927143632e-02,-3.220378950950077146e-02,-3.457332276737820620e-03
6.943388677735546466e+00,-2.828826736695906965e-02,-5.000790867825863351e-02,-3.171794873188979458e-02,-7.412921903511840438e-02
6.949389877975594487e+00,-2.847716087499903986e-02,-4.964304797114173912e-02,-3.123432300728060107e-02,-6.939232814483717315e-02
6.955391078215642509e+00,-2.866315870879198452e-02,-4.927846489991873774e-02,-3.075291664548635354e-02,-1.298791618591034758e-01
6.961392278455690530e+00,-2.884627419467273440e-02,-4.891417508049627355e-02,-3.027373380336294273e-02,-7.531066241963031704e-02
6.967393478695738551e+00,-2.902652068425982945e-02,-4.855019398268962949e-02,-2.979677848523762385e-02,9.422152289946472692e-03
6.973394678935786573e+00,-2.920391155445549794e-02,-4.818653693022274809e-02,-2.932205454333107475e-02,-9.875919658915671695e-02
6.979395879175834594e+00,-2.937846020546738823e-02,-4.782321910254744290e-02,-2.884956568128155610e-02,9.217783358075708200e-04
6.985397079415882615e+00,-2.955018004937613393e-02,-4.746025555020461778e-02,-2.837931547738315255e-02,-1.271442800995394723e-02
6.991398279655930637e+00,-2.971908454283416282e-02,-4.709766116871168945e-02,-2.791130733757528348e-02,7.300380763004434004e-02
6.997399479895978658e+00,-2.988518716342373691e-02,-4.673545071112285287e-02,-2.744554452378373394e-02,-5.117222368666950183e-02
7.003400680136026679e+00,-3.004850140299472963e-02,-4.637363879312667719e-02,-2.698203016375144703e-02,3.618867179638879383e-02
7.009401880376074701e+00,-3.020904076766463275e-02,-4.601223989304607104e-02,-2.652076725142615832e-02,1.792268046064584425e-02
7.015403080616122722e+00,-3.036681877781856331e-02,-4.565126835183832416e-02,-2.606175864734155273e-02,-4.039517951325581613e-02
7.021404280856170743e+00,-3.052184896810924628e-02,-4.529073837309507966e-02,-2.560500707899203421e-02,-1.087528065258003412e-01
7.027405481096218764e+00,-3.067414488745702841e-02,-4.493066402304234791e-02,-2.515051514120115322e-02,5.032150383812424715e-02
7.033406681336266786e+00,-3.082372009904988525e-02,-4.457105923054050650e-02,-2.469828529648350826e-02,-9.291773058866059642e-02
7.039407881576314807e+00,-3.097058818034338981e-02,-4.421193778708427946e-02,-2.424831987540029474e-02,-4.791911750654007790e-02
7.045409081816362828e+00,-3.111476272306075777e-02,-4.385331334680277193e-02,-2.380062107690843545e-02,2.035820592310090202e-02
7.051410282056410850e+00,-3.125625733319280231e-02,-4.349519942645944243e-02,-2.335519096870315031e-02,3.244258747096114698e-02
7.057411482296458871e+00,-3.139508562854958357e-02,-4.313760940813687883e-02,-2.291203149184043580e-02,-6.518436629973987928e-02
7.063412682536506892e+00,-3.153126123081495535e-02,-4.278055655392585394e-02,-2.247114448098283188e-02,-2.407122877589406781e-02
7.069413882776554914e+00,-3.166479779480954604e-02,-4.242405397725890204e-02,-2.203253161693475085e-02,-3.496145372040219967e-02
7.075415083016602935e+00,-3.179570898468476320e-02,-4.206811465881932915e-02,-2.159619445839418631e-02,3.748173432072395006e-02
7.081416283256650956e+00,-3.192400846919270230e-02,-4.171275145081761865e-02,-2.116213444963557788e-02,1.040695342594103456e-01
7.087417483496698978e+00,-3.204970992168613281e-02,-4.135797707699139653e-02,-2.073035292082045164e-02,-1.122246941968170764e-01
7.093418683736746999e+00,-3.217282702011851209e-02,-4.100380413260545226e-02,-2.030085108830212773e-02,2.552029441091131431e-02
7.099419883976795020e+00,-3.229337344704397150e-02,-4.065024508445173185e-02,-1.987363005492406853e-02,-1.627823989002603056e-01
7.105421084216843042e+00,-3.241136288961732337e-02,-4.029731227084933781e-02,-1.944869081031211713e-02,-1.874537220207974850e-02
7.111422284456891063e+00,-3.252680903959408176e-02,-3.994501790164454308e-02,-1.902603423116044565e-02,-7.446526042861982553e-02
7.117423484696939084e+00,-3.263972559333042089e-02,-3.959337405821077016e-02,-1.860566108151145287e-02,8.098527842399119714e-02
7.123424684936987106e+00,-3.275012625178320980e-02,-3.924239269344859116e-02,-1.818757201302920179e-02,-9.869145597976237277e-03
7.129425885177035127e+00,-3.285802472050999151e-02,-3.889208563178576245e-02,-1.777176756526689660e-02,-5.461035496305628040e-02
7.135427085417083148e+00,-3.296343470896401229e-02,-3.854246457004797954e-02,-1.735824816726203382e-02,-4.232389090270305410e-02
7.141428285657131170e+00,-3.306636992070187409e-02,-3.819354109432718941e-02,-1.694701416112944642e-02,-4.571180176324064065e-02
7.147429485897179191e+00,-3.316684408000817458e-02,-3.784532665354290587e-02,-1.653806575842066764e-02,-7.122485330286277075e-03
7.153430686137227212e+00,-3.326487091563032350e-02,-3.749783256866667802e-02,-1.613140306020869122e-02,-2.403882657919406002e-02
7.159431886377275234e+00,-3.336046415255503744e-02,-3.715107004109923644e-02,-1.572702607110122372e-02,1.706725262797488193e-02
7.165433086617323255e+00,-3.345363751200830515e-02,-3.680505015267047236e-02,-1.532493469947908415e-02,6.168811939675546141e-02
7.171434286857371276e+00,-3.354440471145546387e-02,-3.645978386563946544e-02,-1.492512875772855976e-02,2.014547358764564103e-02
7.177435487097419298e+00,-3.363277946460110912e-02,-3.611528202269446292e-02,-1.452760796246801989e-02,-7.582776034767269024e-02
7.183436687337467319e+00,-3.371877548138917102e-02,-3.577155534695286576e-02,-1.413237193476839931e-02,-9.532271225906766010e-02
7.189437887577515340e+00,-3.380240646800287269e-02,-3.542861444196127724e-02,-1.373942020036791195e-02,-5.151039648315301062e-02
7.195439087817563362e+00,-3.388368612686473713e-02,-3.508646979169546126e-02,-1.334875218988081091e-02,3.931201102560585164e-02
7.201440288057611383e+00,-3.396262815663660117e-02,-3.474513176056033548e-02,-1.296036723900005280e-02,-2.971277492226750278e-02
7.207441488297659404e+00,-3.403924625221959460e-02,-3.440461059339002675e-02,-1.257426458869429636e-02,-4.595290554252350057e-02
7.213442688537707426e+00,-3.411355410475414712e-02,-3.406491641544780180e-02,-1.219044338539865616e-02,-5.276315495104523523e-03
7.219443888777755447e+00,-3.418556539623120172e-02,-3.372605924162558333e-02,-1.180890269398165993e-02,-8.258520017355239218e-02
7.225445089017803468e+00,-3.425529380773355975e-02,-3.338804897535554289e-02,-1.142964149148377115e-02,-6.839602757494835095e-02
7.231446289257851490e+00,-3.432275302808564243e-02,-3.305089538895716189e-02,-1.105265864184373087e-02,1.446361261862991882e-02
7.237447489497899511e+00,-3.438795673557231564e-02,-3.271460814348865070e-02,-1.067795292796814427e-02,-2.583562757337926064e-02
7.243448689737946644e+00,-3.445091859759503994e-02,-3.237919678920179317e-02,-1.030552305258436788e-02,-3.296733515711025575e-02
7.249449889977994665e+00,-3.451165227067187063e-02,-3.204467076554173843e-02,-9.935367638405648294e-03,5.946383627419553342e-03
7.255451090218042687e+00,-3.457017140043745079e-02,-3.171103940114727848e-02,-9.567485228290917992e-03,-3.881104538733136378e-02
7.261452290458090708e+00,-3.462648962164301819e-02,-3.137831191385070245e-02,-9.201874285398734671e-03,-4.351642661353247177e-02
7.267453490698138729e+00,-3.468062055815639838e-02,-3.104649741067778621e-02,-8.838533193335645216e-03,-3.182904132001935366e-02
7.273454690938186751e+00,-3.473257782296201857e-02,-3.071560488784783050e-02,-8.477460256298977731e-03,2.165356919928097812e-02
7.279455891178234772e+00,-3.478237501816087984e-02,-3.038564323077364016e-02,-8.118653699214044284e-03,-5.127656913153886241e-03
7.285457091418282793e+00,-3.483002573497059190e-02,-3.005662121406154838e-02,-7.762111667865733561e-03,-6.749199090168127302e-02
7.291458291658330815e+00,-3.487554355372536607e-02,-2.972854750151138897e-02,-7.407832229024413628e-03,-2.256067795548482094e-02
7.297459491898378836e+00,-3.491894204351876640e-02,-2.940143064673330850e-02,-7.055813371422518798e-03,2.535538295114281304e-02
7.303460692138426857e+00,-3.496023475613031090e-02,-2.907527910922540204e-02,-6.706053026087403085e-03,8.683154413175646347e-02
7.309461892378474879e+00,-3.499943524593249200e-02,-2.875010122855964703e-02,-6.358549027409031440e-03,-6.347624863350659341e-02
7.315463092618522900e+00,-3.503655705733178111e-02,-2.842590523256211671e-02,-6.013299129672015908e-03,1.091346557275413298e-02
7.321464292858570921e+00,-3.507161371788086734e-02,-2.810269924674568820e-02,-5.670301021179949275e-03,-1.860771486194782304e-02
7.327465493098618943e+00,-3.510461873827866452e-02,-2.778049129431005640e-02,-5.329552324358787646e-03,3.594641951625392184e-02
7.333466693338666964e+00,-3.513558561237031114e-02,-2.745928929614173397e-02,-4.991050595854772121e-03,1.748669826994856194e-02
7.339467893578714985e+00,-3.516452781714716341e-02,-2.713910107081405482e-02,-4.654793326627246902e-03,6.895405206041349544e-02
7.345469093818763007e+00,-3.519145881274681614e-02,-2.681993433458716020e-02,-4.320777942036151814e-03,2.165176717169436590e-02
7.351470294058811028e+00,-3.521639204245307492e-02,-2.650179670140800914e-02,-3.989001801924262069e-03,-3.124466741336963047e-02
7.357471494298859049e+00,-3.523934093269596307e-02,-2.618469568291038191e-02,-3.659462200694234280e-03,-3.058912110965864711e-02
7.363472694538907071e+00,-3.526031889305174943e-02,-2.586863868841486613e-02,-3.332156367380312983e-03,1.694534911847614747e-02
7.369473894778955092e+00,-3.527933931624290670e-02,-2.555363302492887762e-02,-3.007081465714930152e-03,1.674007800551458730e-02
7.375475095019003113e+00,-3.529641557813813224e-02,-2.523968589714663258e-02,-2.684234594189999906e-03,1.172126287850801390e-01
7.381476295259051135e+00,-3.531156103646548861e-02,-2.492680441042258860e-02,-2.363612789968272399e-03,8.145302319331147733e-02
7.387477495499099156e+00,-3.532478903028540146e-02,-2.461499558254684819e-02,-2.045213041242017332e-03,-6.072413065999479609e-02
7.393478695739147177e+00,-3.533611289453971599e-02,-2.430426631491268766e-02,-1.729032248554942391e-03,1.578220754012280014e-02
7.399479895979195199e+00,-3.534554594464144051e-02,-2.399462341088471479e-02,-1.415067253499439209e-03,-6.796451032192894759e-02
7.405481096219243220e+00,-3.535310147422902199e-02,-2.368607357962020793e-02,-1.103314844101276060e-03,-8.388715963006768139e-02
7.411482296459291241e+00,-3.535879275516630449e-02,-2.337862343606912294e-02,-7.937717548615157159e-04,3.638352831727396930e-02
7.417483496699339263e+00,-3.536263303754257070e-02,-2.307227950097407582e-02,-4.864346667933991397e-04,2.710094198546443567e-02
7.423484696939387284e+00,-3.536463554967252121e-02,-2.276704820087035661e-02,-1.813002074544621534e-04,-5.210968992430495272e-02
7.429485897179435305e+00,-3.536481349809627445e-02,-2.246293586808593284e-02,1.216350490262155248e-04,8.230597195395281118e-02
7.435487097419483327e+00,-3.536318006757938059e-02,-2.215994874074143570e-02,4.223745819257607170e-04,-4.845612189308894091e-02
7.441488297659531348e+00,-3.535974842111279381e-02,-2.185809296275016689e-02,7.209219239098889342e-04,-5.766549713342360162e-02
7.447489497899579369e+00,-3.535453169991290695e-02,-2.155737458381809871e-02,1.017280661020313753e-03,3.364819173202174274e-02
7.453490698139627391e+00,-3.534754302342152377e-02,-2.125779955944387747e-02,1.311454432666916275e-03,1.235838171844448607e-02
7.459491898379675412e+00,-3.533879548930587283e-02,-2.095937375091882007e-02,1.603446931624678135e-03,-6.421953116816949553e-03
7.465493098619723433e+00,-3.532830217171209486e-02,-2.066210293116569827e-02,1.893261896948245093e-03,-1.460029748099949884e-03
7.471494298859771455e+00,-3.531607612619455661e-02,-2.036599278737204893e-02,2.180903114485002736e-03,1.337094267741139111e-02
7.477495499099819476e+00,-3.530213039516420098e-02,-2.007104889972308875e-02,2.466374442108350273e-03,-4.512624845333414181e-03
7.483496699339867497e+00,-3.528647799577076805e-02,-1.977727676073496102e-02,2.749679782154051261e-03,-5.875563631897800024e-03
7.489497899579915519e+00,-3.526913191940178605e-02,-1.948468177634033599e-02,3.030823079997288505e-03,-9.176701135332517023e-02
7.495499099819963540e+00,-3.525010513168254367e-02,-1.919326926588841783e-02,3.309808324066056129e-03,-6.378825997641729417e-02
7.501500300060011561e+00,-3.522941057247609697e-02,-1.890304446214493422e-02,3.586639545859061917e-03,3.413411806199714849e-02
7.507501500300059583e+00,-3.520706115588327634e-02,-1.861401251129212592e-02,3.861320819968146884e-03,-3.135372370236658157e-02
7.513502700540107604e+00,-3.518306977024266563e-02,-1.832617847292878493e-02,4.133856264105041645e-03,3.139351921969023296e-02
7.519503900780155625e+00,-3.515744927813065079e-02,-1.803954732007020251e-02,4.404250039132761446e-03,6.617744500141574393e-02
7.525505101020203647e+00,-3.513021251636135045e-02,-1.775412393914822112e-02,4.672506349101230444e-03,-1.307503497332021883e-02
7.531506301260251668e+00,-3.510137229598667835e-02,-1.746991313001118942e-02,4.938629441287534227e-03,1.908711850844180269e-02
7.537507501500299689e+00,-3.507094140229630869e-02,-1.718691960592399343e-02,5.202623606240408538e-03,1.090264459451747991e-01
7.543508701740347711e+00,-3.503893259481767608e-02,-1.690514799356804265e-02,5.464493177829269493e-03,4.021127529350655705e-02
7.549509901980395732e+00,-3.500535860575765962e-02,-1.662460284284347431e-02,5.724242522247111054e-03,9.781793405981401013e-02
7.555511102220443753e+00,-3.497023214911977596e-02,-1.634528861486249721e-02,5.981876056272920905e-03,8.265222875197689167e-02
7.561512302460491775e+00,-3.493356591633708930e-02,-1.606720967784275658e-02,6.237398248709478260e-03,4.390541572476622245e-02
7.567513502700539796e+00,-3.489537256989879571e-02,-1.579037032049407027e-02,6.490813602598271420e-03,8.961255314109744727e-04
7.573514702940587817e+00,-3.485566474334978598e-02,-1.551477475201971414e-02,6.742126655276297828e-03,-3.535755000650122465e-02
7.579515903180635839e+00,-3.481445504129062479e-02,-1.524042710211642206e-02,6.991341978438717075e-03,-4.859355749767961530e-02
7.585517103420683860e+00,-3.477175603937760623e-02,-1.496733142097437727e-02,7.238464178205466018e-03,3.155491091226893252e-02
7.591518303660731881e+00,-3.472758028432268440e-02,-1.469549167927722104e-02,7.483497895191936616e-03,3.089266672893156707e-02
7.597519503900779902e+00,-3.468194029389354283e-02,-1.442491176820205265e-02,7.726447804583766801e-03,-1.004662597051331901e-03
7.603520704140827924e+00,-3.463484855691353198e-02,-1.415559549941942247e-02,7.967318616215574370e-03,5.039063767054550308e-02
7.609521904380875945e+00,-3.458631753326170399e-02,-1.388754660509333716e-02,8.206115074653767480e-03,-2.202074064250361674e-02
7.615523104620923966e+00,-3.453635965387282653e-02,-1.362076873788126488e-02,8.442841959283365824e-03,6.395379536484278871e-02
7.621524304860971988e+00,-3.448498732073733419e-02,-1.335526547093411967e-02,8.677504084398742282e-03,1.067785732370473903e-02
7.627525505101020009e+00,-3.443221290661481471e-02,-1.309104029943363584e-02,8.910106297530884581e-03,7.093777508502608839e-03
7.633526705341068030e+00,-3.437804875675137123e-02,-1.282809664910794165e-02,9.140653471895779716e-03,9.126988622922533809e-03
7.639527905581116052e+00,-3.432250719506223235e-02,-1.256643785482586782e-02,9.369150532529390077e-03,4.439586693303212289e-03
7.645529105821164073e+00,-3.426560051535200435e-02,-1.230606717461207866e-02,9.595602436280162989e-03,1.340088168527162060e-01
7.651530306061212094e+00,-3.420734097997599893e-02,-1.204698779347880382e-02,9.820014167097761149e-03,-7.075597729028240690e-02
7.657531506301260116e+00,-3.414774081984025406e-02,-1.178920282342584870e-02,1.004239073613519620e-02,1.890351792522509955e-02
7.663532706541308137e+00,-3.408681223440152702e-02,-1.153271530344058757e-02,1.026273718185452197e-02,7.246804664880740487e-02
7.669533906781356158e+00,-3.402456739166730137e-02,-1.127752819949796349e-02,1.048105857013632673e-02,4.635671119876241114e-02
7.675535107021404180e+00,-3.396101842819575223e-02,-1.102364440456049359e-02,1.069735999439269322e-02,-4.406738590970822947e-03
7.681536307261451313e+00,-3.389617744909581565e-02,-1.077106673857830196e-02,1.091164657568394203e-02,9.791769778652577305e-02
7.687537507501499334e+00,-3.383005652802709845e-02,-1.051979794848897053e-02,1.112392346283899366e-02,-4.230071942544508246e-02
7.693538707741547356e+00,-3.376266770719996146e-02,-1.026984070821776798e-02,1.133419583257905781e-02,-5.398061065333251834e-02
7.699539907981595377e+00,-3.369402299737547096e-02,-1.002119761867749197e-02,1.154246888964527429e-02,3.994599703626581372e-02
7.705541108221643398e+00,-3.362413437786064552e-02,-9.773871207794637347e-03,1.174874786689953515e-02,-6.097474219475176177e-02
7.711542308461691420e+00,-3.355301379673256840e-02,-9.527863938240102928e-03,1.195303801761097781e-02,-1.069444496307197928e-01
7.717543508701739441e+00,-3.348067317706970164e-02,-9.283178194719746840e-03,1.215534463277291588e-02,5.629967651917290594e-02
7.723544708941787462e+00,-3.340712441157361184e-02,-9.039816285768635315e-03,1.235567303590413488e-02,5.042318866692595269e-02
7.729545909181835484e+00,-3.333237935954346670e-02,-8.797780452814011817e-03,1.255402857185301292e-02,4.916837171902552900e-02
7.735547109421883505e+00,-3.325644984687602806e-02,-8.557072870175284895e-03,1.275041660693418399e-02,-1.162314062727220348e-02
7.741548309661931526e+00,-3.317934766606567276e-02,-8.317695645064035123e-03,1.294484252906842256e-02,2.209214891353557600e-02
7.747549509901979548e+00,-3.310108457620435096e-02,-8.079650817584008160e-03,1.313731174792583979e-02,-3.512901716419662007e-02
7.753550710142027569e+00,-3.302167230298164169e-02,-7.842940360731125160e-03,1.332782969507229250e-02,1.000453900257051165e-01
7.759551910382075590e+00,-3.294112253868470425e-02,-7.607566180393470628e-03,1.351640182411907760e-02,5.306761439934148950e-02
7.765553110622123612e+00,-3.285944694219831291e-02,-7.373530115351302830e-03,1.370303361087570927e-02,5.081583722938663034e-02
7.771554310862171633e+00,-3.277665713900482225e-02,-7.140833937277048585e-03,1.388773055350603705e-02,-8.361150649182570727e-02
7.777555511102219654e+00,-3.269276472118420179e-02,-6.909479350735301534e-03,1.407049817268741544e-02,5.443560037218161951e-02
7.783556711342267675e+00,-3.260778124741389727e-02,-6.679467993183692970e-03,1.425134201177215634e-02,8.894994311084011840e-02
7.789557911582315697e+00,-3.252171824350180707e-02,-6.450801440848752399e-03,1.443026763119217674e-02,7.524337191356082755e-02
7.795559111822363718e+00,-3.243458720727687011e-02,-6.223481199000119660e-03,1.460728062190456977e-02,5.406379741172957776e-02
7.801560312062411739e+00,-3.234639960414554399e-02,-5.997508702463627550e-03,1.478238660215131298e-02,1.473452815066804249e-02
7.807561512302459761e+00,-3.225716686459573213e-02,-5.772885324292714379e-03,1.495559120699624378e-02,-2.136051155755908093e-03
7.813562712542507782e+00,-3.216690038419674214e-02,-5.549612375768432637e-03,1.512690008849140386e-02,4.520898436943551757e-02
7.819563912782555803e+00,-3.207561152359932749e-02,-5.327691106399442926e-03,1.529631891584641232e-02,3.443478670571455819e-02
7.825565113022603825e+00,-3.198331160853565280e-02,-5.107122703922015693e-03,1.546385337560062662e-02,2.728257989489320245e-02
