p,p_source,N_effective,H_freq,H_freq_noisy
9.466676779169765910e-01,4.125766418112711831e-01,8.538327702841314704e+00,3.815688323408173571e-02,3.933875588601098983e-02
8.845515345941533658e-01,4.620049615197696635e-01,6.457671276601892885e+00,-1.078331144287422716e-02,-1.232943517681930543e-02
4.471252981948570793e-01,7.663454015361497174e-01,1.310805018261955190e+01,-1.187463805541552619e-01,-1.103400979145281041e-01
4.284697368076194612e-01,5.598825680331450672e-01,6.064645171863826789e+01,-1.015062271478908151e-01,-1.073454436088707442e-01
1.586619330282376394e-01,3.377143099356352263e-01,4.637084568629393999e+00,4.256977083630131276e-02,4.245660855724089217e-02
1.103589856533013086e-01,7.882266750610162909e-01,2.375782841952617375e+01,2.509047066392050551e-02,2.218956629997402563e-02
3.600663741159592091e-01,8.777378140279029628e-01,6.543877775108558836e+00,-9.617694026964590526e-02,-9.101672502919161412e-02
2.203043958201136854e-01,7.502933505829966210e-01,2.248739355160250142e+00,3.930698887602523950e-02,4.645939641249664798e-02
7.723277785206007773e-02,6.159370008839115673e-01,1.284154073381135674e+01,6.745034233268661084e-02,7.367078653673794775e-02
7.307701475104160238e-01,8.271446338240096008e-01,3.344745442179755912e+01,-1.505044938580251679e-01,-1.467274579492326980e-01
9.519521141886115867e-01,8.139386431852138060e-01,9.176449433103930176e+01,6.124370204346446522e-03,-8.886396780535934029e-04
6.836406135192026889e-01,4.207142346652353870e-01,9.235537759677883685e+01,-1.304300892488572949e-01,-1.200239257111256619e-01
8.992838285110940078e-01,8.132080502805311140e-01,1.546718875631308876e+01,-4.137067023077331540e-02,-3.878718978290007086e-02
8.629596024687776756e-01,6.572405204967415315e-01,1.411771679194653650e+01,-4.381137020391531745e-02,-4.435368642889939844e-02
6.431332817866236562e-01,3.533051421776023382e-01,8.117049774422251573e+01,-1.415180854881802341e-01,-1.414105825076066025e-01
5.221606532942032475e-01,7.290452869966619343e-01,2.428448368913496136e+00,-5.610651394795912461e-02,-5.780410961621713223e-02
3.607433646184641796e-01,3.220160976444712553e-01,6.097664368824116998e+00,-5.416599341821137781e-02,-5.204659055459231326e-02
4.950766520608489984e-01,1.530165424386303319e-01,5.411811724908444532e+00,-1.256015178716022307e-01,-1.240506788310492131e-01
3.248269124714687761e-01,2.168642548984695273e-01,2.604412415041516216e+00,-1.337776131690765480e-02,-1.517826154524116837e-02
1.786253437716465997e-01,1.382982634851406267e-01,7.671385155827067592e+00,-1.441473550712729645e-02,-2.726419269100468015e-02
4.954204650355288342e-01,1.532485774394189981e-01,4.938475506118805036e+00,-1.216416350397175883e-01,-1.218172417149574471e-01
6.579343581287732112e-01,2.516101406311505029e-01,1.364980399744702666e+01,-1.420070648838390737e-01,-1.396228851026415640e-01
5.836088176528454463e-01,1.916367688068467412e-01,2.435820756545907528e+01,-1.625973968050374863e-01,-1.599665575805758466e-01
7.330663371775549830e-01,4.633164695306194458e-01,5.232157567678282106e+01,-1.135820725867356940e-01,-1.143493975906141324e-01
3.392508580819487696e-01,2.218410581008768701e-01,8.481597096287914894e+01,-9.255684070987141299e-02,-9.029026686255436918e-02
1.009411974879576707e-02,7.130845881339697989e-01,4.247096424081886568e+01,7.383252627657507783e-02,7.897412097875995685e-02
2.184063332354012066e-01,6.141504762604484968e-01,4.044542697608996917e+01,-6.764838651038829198e-03,-9.116090063858162118e-03
2.939014672757187530e-01,3.053325804501203500e-01,7.927139037143335898e+00,-3.526666280298401679e-02,-2.793526757589087639e-02
5.520427696701831755e-01,8.446918815759709709e-01,3.147597381720220255e+01,-1.701416667553069528e-01,-1.799174582644115783e-01
3.916624850406411618e-01,1.740419139900253320e-01,5.155020462514126933e+00,-8.653038029515341956e-02,-9.283562296374876788e-02
6.545184426378993781e-01,2.957182727139784362e-01,9.343579579026730642e+01,-1.479209010567270610e-01,-1.524466258086041581e-01
2.294640602104249527e-01,3.950277389786664983e-01,3.576729270695907559e+01,-1.128837467179721887e-02,-2.351070821917492989e-02
4.686569389365203842e-01,8.185484768207503814e-01,1.235204659948196948e+01,-1.351854007760921461e-01,-1.401842138812560701e-01
1.220122164907590581e-02,5.483310135310027755e-01,2.343941099980364484e+00,9.352275394996889535e-02,9.976461382815079992e-02
6.825743898666210008e-01,6.517376356732967890e-01,8.878710760419942005e+00,-1.168188835817435267e-01,-1.106112382554806095e-01
8.580515897893505883e-01,6.331649644338562810e-01,4.085739153843809390e+01,-5.000394716745909518e-02,-4.951715485382807147e-02
8.514844685495539522e-01,8.058448192466126647e-01,6.521136307012811528e+01,-8.325616042401065564e-02,-7.465115059032079170e-02
8.671897311029418409e-01,3.231098046214200270e-01,3.333519541073826087e+00,-1.923027576449476417e-02,-1.803282466476379201e-02
2.022093501426071582e-01,7.260797432347162461e-01,5.474399681960793629e+00,1.092802896787326006e-02,8.438969184791991762e-03
9.717928628574412642e-01,1.361952439452487340e-01,4.769197206801826461e+00,1.978031015375171509e-02,2.098846400066579562e-02
5.503426544271576848e-01,2.794717261802174280e-01,4.456639099901507706e+01,-1.467308312567550677e-01,-1.474165643085745825e-01
1.918681946732252175e-01,4.291500018807999917e-01,1.212460334287103869e+01,1.806323639388002222e-02,2.174290369638001361e-02
9.923298120581798554e-02,3.680920369201703402e-01,5.487398200749537835e+01,5.201720031902541674e-02,4.450194712025841437e-02
7.955616360598637138e-02,1.639637865521429427e-01,3.695287800277553458e+01,2.735584680702482507e-02,3.235292152368097335e-02
6.342279892700257715e-01,8.457812736380935226e-01,1.908974238711619975e+01,-1.691504579197197766e-01,-1.714480915756623758e-01
6.260161866352788040e-01,6.764136386818078162e-01,1.943178772858067305e+01,-1.378916591187657192e-01,-1.336150440362144365e-01
7.810226589985104217e-01,4.383171933081646543e-01,9.701965036095545614e+00,-8.127027502449657437e-02,-8.897547603372850389e-02
6.554425803772861991e-01,3.393507720574685527e-01,5.633120367281392049e+01,-1.406424872042542629e-01,-1.427387804815156980e-01
5.190155342742204247e-01,1.703486396825373284e-01,2.058362882525112880e+01,-1.572891180794495081e-01,-1.568988019776984266e-01
1.695652128892098931e-01,7.625938005914243423e-01,2.107266007860526358e+01,1.514064319180330465e-03,6.021327463936151578e-03
7.297843701048323251e-01,3.104246590183855625e-01,3.566512846100041489e+00,-8.078643149975567317e-02,-8.687408684561495620e-02
1.397956359175429875e-02,8.567996438228122624e-01,2.307077583238147866e+01,4.420179436442440990e-02,5.253901564396819268e-02
6.570995199701182843e-01,3.219798968081660218e-01,8.662057211292847114e+01,-1.438134593795581950e-01,-1.414001420045406243e-01
1.720044278224292789e-01,8.886857891798414233e-01,2.480209526828930588e+00,1.631098373361669629e-02,1.368210664160116052e-02
1.656362504842297523e-01,7.634373503855252929e-01,1.539170271804663948e+01,5.521377251720666068e-03,1.160788742266106836e-02
8.979701426755770655e-01,6.662867133900199912e-01,5.420513657348339009e+00,-7.271521672374076095e-03,-6.757966557260927307e-03
9.187234227559540889e-01,8.870844430297505356e-01,3.418602369226374549e+01,-4.483037029390918304e-02,-3.903888539035303695e-02
7.158797060889370290e-01,4.843315011463393827e-01,1.437605749727605087e+01,-1.094579084075947839e-01,-9.784216936386092023e-02
2.340410094527504703e-01,3.802259238101002303e-01,6.772402677932619852e+00,4.456032006908805521e-03,8.298673895201707368e-03
4.699888449701412618e-01,1.753647053381625354e-01,3.011806505420145541e+01,-1.476790282237221974e-01,-1.503124255415723698e-01
3.492742958525172359e-01,7.909731578507804839e-01,2.218313331539392408e+01,-9.293084258122119579e-02,-9.505937975817693730e-02
1.252524571277808807e-01,1.993443292167817182e-01,5.257158147726079811e+00,2.989972198953794180e-02,3.281249372143027476e-02
2.420798207867995988e-01,1.620391345694189578e-01,4.758318173346064128e+01,-5.610614920699574792e-02,-5.466662212152696015e-02
6.680949472971642322e-02,5.649589389903443282e-01,2.155034522600871227e+01,7.305206384258736141e-02,6.888691402482241544e-02
9.628529603349993415e-01,1.556910970041986697e-01,8.119095884657337336e+00,1.403241771207509869e-02,1.069187013394520304e-02
2.415692795030284501e-01,2.199701886366915160e-01,2.115172465015787395e+01,-3.862286915533491571e-02,-3.529395900892395160e-02
3.893876972634489619e-01,3.416042341332087284e-01,2.244168608464191905e+01,-8.845237507479614125e-02,-7.671888322048964204e-02
2.516807777099142607e-01,3.155883442414404993e-01,6.286057932576412988e+00,-8.787747974579818155e-03,-2.193958488111951571e-02
6.482309739800536930e-01,1.817124780056044442e-01,2.702975336677926776e+01,-1.646818708229708661e-01,-1.610622901338572555e-01
5.612787376342147638e-01,4.952721885271553770e-01,4.017767884743276952e+00,-8.036994416855136603e-02,-8.142518008365973170e-02
7.603524791966327356e-01,3.887840945366480838e-01,2.793543766651960247e+00,-5.134984639041845211e-02,-4.745302282171751790e-02
2.118864283687447655e-02,4.405772087296104811e-01,3.036821095139341153e+01,8.748398938279805526e-02,9.182259627312441830e-02
2.105818441896376847e-01,6.206530686139271058e-01,1.556988944123705743e+01,2.684522371660114093e-03,2.948712796852854135e-03
5.967629739198372363e-01,2.969485779835910888e-01,5.012561176500726390e+01,-1.483960568627597509e-01,-1.534759245978707387e-01
5.750355915450615640e-01,7.826443164172440792e-01,5.656036282250278546e+00,-1.266550667428735788e-01,-1.336403262103885436e-01
8.179497852969108695e-01,1.791813917118892374e-01,2.087791179892910165e+01,-1.052523241230993722e-01,-1.146232175660651942e-01
8.893592728385092683e-02,4.065350826728175715e-01,3.570818627958514213e+01,6.070614329436026246e-02,6.681787129553484750e-02
3.737294432371084385e-01,6.527046260724829185e-01,1.073548454156713383e+01,-7.120238985434684809e-02,-7.225090168313182126e-02
4.056810166139601659e-01,5.970907527256313907e-01,7.408888892463963316e+01,-9.588301379587704787e-02,-9.858438863266982821e-02
5.127663833429385587e-01,6.675818074294718185e-01,8.261801689218090772e+00,-1.107129881588206910e-01,-1.121015852129526591e-01
3.544006348443738408e-01,8.571646339646291635e-01,5.087297543296407554e+01,-1.158572473288807525e-01,-1.225545859208636151e-01
7.299763956182941937e-01,4.241935706265081985e-01,9.325390702433740842e+01,-1.177113709713590306e-01,-1.161882980737537346e-01
1.122264160543651051e-01,4.493089357233573944e-01,2.079698312656416803e+01,5.372293453729370949e-02,6.031644201751268364e-02
6.941401779780612125e-02,8.628598806652113540e-01,1.193528282442166422e+01,2.829199946633491336e-02,3.398430262018972692e-02
3.172270263804814472e-01,2.872245302083582530e-01,5.425400637974346907e+00,-3.702965243630179648e-02,-4.485864779244039258e-02
9.758099118889967949e-02,1.774060341000487095e-01,1.317865522602256334e+01,2.617506632602886740e-02,3.299262574507362544e-02
3.945630845303089163e-01,6.606113023369466486e-01,1.650431063342252003e+01,-8.730575156607817133e-02,-9.112693603970985212e-02
5.768618275506403048e-01,7.722624027279090253e-01,1.369834034184844640e+01,-1.475630658763842362e-01,-1.571278272025980471e-01
9.250584091465444136e-02,3.045470191619591427e-01,8.423695495758487084e+01,4.723769084951232045e-02,4.109032967245924983e-02
4.605999714894643549e-01,1.467643385841979620e-01,2.917544589800533217e+00,-8.269091913946186034e-02,-8.752348969568712889e-02
5.542112856593933712e-01,6.410357680188072393e-01,1.537449464120457598e+01,-1.274091013550266993e-01,-1.274438405567268895e-01
5.632485004853128308e-01,8.053911855844737566e-01,1.015513862404823264e+01,-1.475015264254730396e-01,-1.526614037904042709e-01
3.959865715662213431e-02,7.947303313576753458e-01,3.846228959240277412e+00,6.039703648533577968e-02,5.284580918143613748e-02
7.677696057896747917e-01,1.969543415333893377e-01,3.804347150703299008e+01,-1.310775593639920689e-01,-1.324000295396485782e-01
7.175545238351984656e-01,3.943238637576600425e-01,3.828220741299734886e+00,-7.796669964318875268e-02,-6.834717992922088869e-02
3.010709549053031120e-01,5.252412492821360024e-01,2.069383798153423548e+00,4.253167281886477413e-02,3.901991840692176777e-02
4.719185218445715035e-01,1.605956398649226458e-01,8.513368589576073120e+00,-1.328584630330620908e-01,-1.305371954558133540e-01
7.343982418597670980e-01,3.407619201618021787e-01,4.239892072996998706e+01,-1.209762287023427030e-01,-1.205764945461953730e-01
8.273932361821150216e-01,3.885308974099607182e-01,2.932066743839972567e+00,-2.909383054706782268e-02,-1.580349197609495077e-02
2.527620895889854946e-01,2.931579361998737920e-01,9.725388546052433014e+01,-3.773091159513131121e-02,-4.722220239342870413e-02
7.654154544453839470e-01,4.857979021254070773e-01,1.372536366891276671e+01,-9.162162077922419989e-02,-8.614471254314930160e-02
4.257144021788425436e-01,5.273348031054051477e-01,8.614856000125068647e+01,-1.005844662013584689e-01,-1.069913911803590384e-01
9.440972782762974136e-01,6.002528116134714375e-01,1.110358408812484754e+01,3.355395564809045272e-02,3.059187937798977380e-02
8.707981851160863096e-01,7.635661962922623003e-01,1.822031449354097532e+01,-5.557058682416526896e-02,-5.605399509113232620e-02
3.608316926459116947e-01,3.460744906401920229e-01,2.450152189821492410e+00,-6.505930584508878844e-04,1.527983795053931490e-02
3.626358639380214410e-01,5.463582753339067954e-01,1.826132845770548130e+01,-6.701375424031558170e-02,-7.082878079173221542e-02
4.861191441709237226e-01,2.195194773052712434e-01,8.624640439694129412e+00,-1.238395143963594291e-01,-1.332839349626011027e-01
9.514319007392457728e-01,5.668508466471268159e-01,1.742823289948719889e+01,4.138369810586235709e-02,4.787051610756849068e-02
1.511009303739764276e-01,2.015269429508126930e-01,1.262101019709582772e+01,7.232817694902110572e-03,3.036637153251594591e-03
5.479232411821453042e-01,6.594420882978677678e-01,3.095890541949938957e+00,-7.103984135612417816e-02,-7.225459312457763184e-02
6.447565393544895107e-01,2.645498036304256839e-01,4.987661986081749710e+00,-1.147874940699126212e-01,-1.149077031846339053e-01
7.156539729361000024e-01,4.535015845644535526e-01,1.131133970695604418e+01,-1.067581430678736787e-01,-1.062731991399692155e-01
7.577255372325440719e-02,8.249298875146273691e-01,5.943888347055650279e+00,4.055752171670749806e-02,3.970682857492303930e-02
5.973290112773034233e-01,2.560116576194946258e-01,3.359442953433342893e+01,-1.528745292656814025e-01,-1.515357470858111344e-01
4.514322137481421859e-01,2.007253182550319259e-01,7.856133626230476175e+00,-1.154393335999448489e-01,-1.135025355887661347e-01
3.426285546858164333e-01,6.862131113287359696e-01,5.451617322810204946e+00,-4.393912376204034409e-02,-3.966950967095064784e-02
9.611250304878105055e-01,5.725528084306276133e-01,6.761487452627360284e+00,5.398185169396125388e-02,5.184568601446294667e-02
1.139085393940324764e-01,8.015515920706269837e-01,9.311625879645188775e+01,1.772492716206366947e-02,1.398127644528915185e-02
7.045179468221406394e-01,2.213041107032455435e-01,3.198942243735686475e+00,-9.472933197362143343e-02,-1.000470833669566961e-01
2.102732530640646635e-01,8.692078256321613683e-01,9.258176119206018129e+00,-3.444909003437629513e-02,-3.148554553353030000e-02
9.391402436841465029e-01,6.054024469744421211e-01,5.583975854433621322e+01,2.466114243400176209e-02,2.442965170802118696e-02
5.003082679112749176e-01,8.540725853369157683e-01,2.178921867949041857e+00,-6.694196039768440798e-02,-6.417593754054524979e-02
4.543198394993360756e-01,2.503022756233297952e-01,4.666841915393110440e+00,-8.711273573859346087e-02,-8.442175452951410086e-02
2.535316464116352253e-01,7.892969532102550589e-01,6.515187981840489329e+01,-5.199467638928251256e-02,-4.356529172250948878e-02
5.331038044891263095e-01,6.099857869448344072e-01,1.285378391278873522e+01,-1.185727117124395491e-01,-1.175351862346043635e-01
8.570423769201735986e-01,5.559726453141667912e-01,3.289192831139982331e+01,-4.486035186069467495e-02,-4.109849527724435819e-02
8.063181558729667908e-02,8.212443749268785176e-01,7.265804050411638570e+01,2.949171191838165229e-02,2.347876278690758448e-02
6.550619717186084712e-01,8.136088607403130224e-01,5.543113492971881584e+01,-1.667453165728926545e-01,-1.721468249538424256e-01
1.536232992219616900e-01,8.467351707115674531e-01,3.997780421640984372e+01,-1.153398416788253833e-02,-1.309267289690434211e-02
2.305690645090692492e-01,8.332067328675611950e-01,5.650332311425703580e+00,-2.406996301634262148e-02,-3.015355139541485777e-02
8.467754476806029773e-01,4.377285979308197517e-01,7.936572781836737533e+01,-5.476013200215959498e-02,-5.131216591320385961e-02
8.082613176931625898e-02,5.551916893020769628e-01,4.024146256997255477e+01,6.619934919549090580e-02,5.953408525411930247e-02
7.270374655377627171e-01,8.142167105724265053e-01,4.132055469433745465e+00,-1.108642657919341468e-01,-1.105223506982555837e-01
6.669606128144765778e-02,2.278473366122425736e-01,3.606977236827103894e+01,4.690600863542634946e-02,3.461553052792834539e-02
5.093524105003328639e-01,1.284556478141631597e-01,9.505302102671068454e+00,-1.531293950293732276e-01,-1.586532936463999621e-01
6.210378277511010570e-01,2.375575586452568777e-01,4.759143519636052311e+00,-1.180301698701980984e-01,-1.197253465515428356e-01
1.540585659289975540e-01,4.855932998507874743e-01,1.066280707447044129e+01,3.951440996534877348e-02,3.821921153102265239e-02
7.960674016747620874e-01,2.913342194709490629e-01,1.864690065623315007e+01,-9.555002942789753151e-02,-1.045082581447289161e-01
2.265905643815234460e-01,5.396431845078417666e-01,2.109629783394037617e+00,6.395672631644061523e-02,6.450007171190293154e-02
4.761688360812668663e-01,3.306010700533049684e-01,6.009345618973572556e+01,-1.255191253670916995e-01,-1.206448052235752771e-01
2.454755870672724882e-01,2.931150235839046214e-01,4.016995899461330310e+01,-3.150780372503159121e-02,-2.826660169884357560e-02
7.583142039625208053e-01,3.049182965929769784e-01,3.805964917052873542e+00,-7.685753894327196356e-02,-8.015045426546150986e-02
2.561184934011250802e-01,2.673102288018245898e-01,4.977966939626280229e+00,-1.087855129792092423e-02,-1.381503548876361794e-02
2.669389465561875507e-01,8.934856171776169864e-01,2.231026796131137147e+01,-7.930117788547996760e-02,-8.523267929397718157e-02
2.193324125813673336e-02,3.958320527962633228e-01,6.074867479308454499e+00,8.724286539450470945e-02,9.039180536756449835e-02
8.918408462129360226e-01,3.540156537488680089e-01,2.319594046739094750e+01,-2.200046919906933907e-02,-1.479217501030956512e-02
4.292502350175476239e-02,1.386471576550323270e-01,6.101954961413319012e+01,3.519174432900798455e-02,3.256196695150535836e-02
3.182947186935335404e-01,4.512347247178549736e-01,3.265702455525198644e+01,-5.205246344527331148e-02,-6.054155378001221249e-02
6.440670189624260189e-01,6.978332005170987395e-01,7.863542071869877859e+00,-1.240794326122769409e-01,-1.230794113992524502e-01
3.354440191381310443e-01,2.640383915157721306e-01,4.086427630552792323e+01,-8.044636335459753873e-02,-7.690751623406487381e-02
5.952619778934815642e-01,8.587683034615761768e-01,1.163707772395696693e+01,-1.655388318471963660e-01,-1.791494510958218378e-01
3.672735756529890705e-01,6.790886639420127269e-01,1.095414265942570609e+01,-7.210755112419381385e-02,-7.141577092603292043e-02
8.723521006302088487e-01,7.394623876101327209e-01,2.423547259539275522e+00,-1.413068666224112646e-02,-3.308751763836922932e-03
1.657996319664659102e-01,5.617727277476659564e-01,3.422205637965873848e+01,2.460049477511558336e-02,2.870373282226402686e-02
2.804222255904069427e-02,7.634189160308874067e-01,3.281262429605066444e+01,6.217461904853424648e-02,6.492691305314653161e-02
1.077060035913303682e-01,2.459663508466745085e-01,5.940734039116481568e+00,4.393782286337455378e-02,4.594842924999988087e-02
5.235121962845130650e-01,4.959803532738721321e-01,4.353063383410248122e+01,-1.247932203960750996e-01,-1.194837262896017993e-01
5.904233256273805353e-01,1.245681625784983287e-01,9.790328427921646437e+01,-1.861889829443237332e-01,-1.908948192133584632e-01
8.272247620069309582e-01,5.447409449299069895e-01,6.999697052732294367e+01,-6.745305439631837929e-02,-7.167974340850334636e-02
9.455550222607127520e-01,3.738291056818076052e-01,7.986841962583962129e+01,2.926886778256589106e-02,3.130671432703657081e-02
4.032783363774157248e-01,5.488139304529733309e-01,4.617630284165338139e+01,-9.065473594246292732e-02,-9.408138266491478108e-02
8.172212709688692067e-01,8.037547029982258229e-01,5.166775917742667090e+00,-8.227821893233899786e-02,-8.098470683126503256e-02
4.070663519123544627e-01,4.285191411291739971e-01,6.570436717486769851e+01,-9.448482951669540109e-02,-1.040476419348473625e-01
3.732438834679609463e-01,5.399836687822560100e-01,6.375106378818315278e+01,-7.949545352439596479e-02,-7.570568020582280067e-02
1.400404022980256125e-01,8.751579118281386238e-01,7.883500252139207021e+00,-9.305670163325674427e-04,3.304290044666606009e-03
8.612803158429278572e-01,5.763498382998397673e-01,3.915069536698091923e+01,-4.312959632344087746e-02,-4.291120681295458594e-02
3.393851185389517577e-01,7.629924689785626546e-01,2.656459530460246299e+00,-1.608373512083144385e-02,-1.526162041509097032e-02
6.437572790907565290e-01,6.537901486844135412e-01,3.736397936811005849e+00,-8.953098272809495439e-02,-8.142772729957874212e-02
5.168221693231519476e-01,2.675884318661593264e-01,4.969591673492137929e+00,-1.028695324908011632e-01,-1.082850056302111785e-01
9.869007744329501008e-01,8.297177295156432653e-01,1.249804179784214497e+01,3.968008866753558461e-02,3.511430538610947616e-02
2.605213025798868154e-01,3.854609742128330963e-01,5.444486835001790759e+00,-1.004296923359515592e-03,-6.473328392936779883e-03
5.504686726873536662e-01,7.884190475778661833e-01,4.465758920093387374e+00,-1.143137520922803407e-01,-1.164374029485580747e-01
7.838396119790504990e-01,4.540078245928471645e-01,2.050968034176897881e+00,-2.072599016228732216e-02,-2.578173976732917733e-02
1.972593796549667322e-01,2.846523111518355353e-01,2.775661981174212034e+00,4.011394623958994266e-02,4.029918862553463765e-02
8.167103251266641939e-01,6.107062444676032431e-01,8.324164374172966063e+00,-6.363149955480135178e-02,-6.688518358479678128e-02
5.570063376757766749e-01,2.719492736540961575e-01,1.403159112354132887e+01,-1.379406044124711350e-01,-1.451863500107480054e-01
1.114486879983427464e-01,6.736743634787317747e-01,4.520967816877393908e+00,5.958407096929604907e-02,5.183318228842236780e-02
9.586956320697895828e-01,1.306177251944737050e-01,3.622594593059853096e+00,9.034036643066928329e-03,1.509232217747409621e-02
4.136145348373561625e-01,5.888421927279992030e-01,3.581108278765622988e+00,-4.032379305394340197e-02,-4.066818714371112087e-02
4.758980591136856564e-01,6.727615603989277604e-01,2.402818428520939165e+01,-1.202518450470099198e-01,-1.213885341686827407e-01
7.787730374971277847e-01,2.695070911302240857e-01,5.155105386755666075e+01,-1.130227591354788785e-01,-1.128899112084638251e-01
9.553445463727817666e-01,1.495861627648785996e-01,6.843114579728830904e+01,1.109189997255996540e-03,6.973794180352612792e-04
2.506277557311588633e-01,5.973940073465363598e-01,2.302976219968499194e+01,-1.903283823936668950e-02,-1.525227356145486546e-02
1.434421785558811224e-01,8.447817161843709233e-01,1.000778028144728538e+01,2.455525624842885835e-03,5.266820765819058524e-03
7.398362773948050641e-01,8.473569249554201432e-01,8.056677851125121137e+00,-1.359247200714791548e-01,-1.388732588032484949e-01
6.734967577354414869e-01,2.807434624205347173e-01,9.436714079709966896e+00,-1.285521798543388106e-01,-1.326698151404052117e-01
4.475901323347293292e-01,8.772859069826537404e-01,9.150365566530497929e+00,-1.372570113876103726e-01,-1.426906153304158542e-01
6.446547613038211555e-01,2.444207945674765625e-01,3.310452808823972504e+01,-1.534580764908330397e-01,-1.597137329718909537e-01
9.352669810267116857e-01,5.095162246209251622e-01,5.274048379322153579e+01,2.474990109476925271e-02,3.176062929512097482e-02
8.350727588221703579e-01,2.298139173923867407e-01,3.993067501461050739e+01,-8.639374928738172144e-02,-9.097644546070381144e-02
5.668553190658865981e-01,7.274832471805418033e-01,3.950570114784071052e+00,-9.877751400240808444e-02,-1.088727429701163152e-01
9.004542334768961265e-01,8.399587197070380595e-01,9.852902490516015632e+00,-4.366571377069539128e-02,-4.788313607998304078e-02
9.046532423854165561e-01,3.600745109158108859e-01,2.222020979509423100e+01,-9.899270355639644414e-03,-1.384107882719809619e-02
7.657325104841574692e-01,8.656751955837057588e-01,4.287854108471110592e+00,-1.136635477060182753e-01,-1.120142896352192829e-01
1.261897364584714243e-01,6.308099999550487169e-01,2.023287123859474512e+00,8.608946000042450031e-02,8.165954707149759850e-02
5.604747422706238824e-01,6.958355028987806001e-01,9.993113682362567474e+00,-1.270557106066561581e-01,-1.243819452714728102e-01
6.051215508346261540e-01,7.266116278081775626e-01,5.523258985733276560e+00,-1.175442195099068998e-01,-1.156015846368991240e-01
8.717480915231201610e-01,8.624836259128706439e-01,7.902038865518272814e+01,-8.136675227565590141e-02,-7.503260468548111906e-02
5.159053014436123519e-01,6.321873344263163608e-01,1.303916760856683332e+01,-1.175157610166531752e-01,-1.066807956212855457e-01
6.103379802669678389e-01,6.388257688600157413e-01,3.147304493537187220e+00,-7.691057373322363055e-02,-6.266605310756899472e-02
7.108606158238589545e-01,3.089842936872091994e-01,5.735842270162132905e+01,-1.334892465270604012e-01,-1.267350733126465789e-01
9.219386780820394700e-02,8.335849127108420076e-01,3.146697666361367496e+00,4.412136417515200026e-02,3.832286256876886454e-02
6.521608484889575286e-02,7.140908744231392324e-01,5.549793497280235854e+00,6.604655168612431904e-02,6.402555472111665091e-02
3.978986989697850390e-02,8.542052387725426188e-01,1.258092339330179321e+01,4.027063465406800769e-02,4.150886536912452851e-02
1.146987541595849008e-01,6.077759997978791073e-01,4.585333830693257617e+00,6.483373859765131919e-02,7.517437611763289063e-02
2.603744633433605626e-01,2.852075607877641028e-01,1.358970062256417499e+01,-3.190594825488146657e-02,-2.852284659189558216e-02
5.741905520111244277e-02,6.120882861779826101e-01,2.577007345383296055e+01,7.332840651989980252e-02,7.934526854291373832e-02
5.945174164321979093e-01,5.433871318095934155e-01,2.831159789180299313e+00,-6.185770274409196912e-02,-6.272746215215097010e-02
5.708434005973687109e-01,2.436779002478019207e-01,2.994875536859788134e+00,-8.647442380391523464e-02,-8.352300132236190056e-02
4.561856302222326298e-01,3.463763814366632721e-01,5.156739361653465892e+01,-1.172252925880184482e-01,-1.136343313081672884e-01
1.877036656936607179e-02,8.780892223800050855e-01,6.881073498288316159e+01,3.743361159374874320e-02,3.515206911643328769e-02
5.187991059340119060e-01,8.885844793026230759e-01,6.472297925184816059e+00,-1.486854705239978869e-01,-1.447988307057261337e-01
1.338412507225214820e-01,5.290598473393359757e-01,4.292903874034113443e+01,4.135716310645826121e-02,4.671121607508957330e-02
1.500356595719091676e-02,4.026757138981221784e-01,2.016423523016566133e+00,9.252315820803129476e-02,9.173132953425221225e-02
7.903028425767378851e-01,6.758013037851813287e-01,4.444595951652324572e+00,-6.845551535519123210e-02,-6.336478268459710961e-02
9.024399512238435728e-01,1.289709419136760293e-01,6.790521026472856647e+01,-5.680058665907386506e-02,-4.856081310747330237e-02
8.087369546214523419e-02,8.457951074563664351e-01,1.694744315335384854e+01,2.651301491625845941e-02,2.684451460864252167e-02
6.558181865894034956e-01,4.519494519341926697e-01,8.539929083993460068e+00,-1.119549829762950255e-01,-1.119533720874114208e-01
6.222115613363361081e-02,1.635331051739447317e-01,2.916202808340811004e+01,3.499268800799507084e-02,3.344460153286286930e-02
5.805449808434104408e-01,4.244435281640320801e-01,4.107988264801070954e+01,-1.338826574163692329e-01,-1.369792047014991021e-01
6.214333981072627244e-01,7.028030440876801288e-01,2.609626247100003837e+01,-1.444204274942210153e-01,-1.436396717609926543e-01
5.850169792720465445e-01,1.165691595452847812e-01,2.763971369705836878e+01,-1.824427242026582796e-01,-1.845018584617941215e-01
9.804941050442740336e-01,8.075595321795295822e-01,3.843954384321486373e+01,3.776951875287361260e-02,3.620961546087199390e-02
6.113783263823020508e-01,3.927453902662298990e-01,7.315982111902190610e+00,-1.128829356015522700e-01,-1.167503919723538869e-01
1.728107940729357306e-01,4.844336911353023245e-01,8.191450912928265993e+00,3.420536590010730960e-02,2.652512540031910782e-02
9.241546925418647751e-01,3.568703049349399858e-01,2.011582990345365918e+00,3.649717511575438500e-02,3.181095465712285852e-02
3.030311050790046035e-01,5.750810894961410069e-01,7.511073240925010452e+01,-4.922481758468782997e-02,-4.757983043490242314e-02
