t,p,D,dp_dt,dp_dt_noisy
1.179235847169433882e+01,4.792670935948516453e-01,3.826297092984525666e-02,2.281827456710085189e-02,2.256061225206904344e-02
1.182236447289457892e+01,4.799507374203575982e-01,3.825316799574991766e-02,2.274889298867362186e-02,2.255508974325106525e-02
1.185237047409481903e+01,4.806323018635563771e-01,3.824326763877430174e-02,2.267967702141036532e-02,2.098468461542148111e-02
1.188237647529505914e+01,4.813117918960939101e-01,3.823327103264871629e-02,2.261062674629759489e-02,2.279936975442221209e-02
1.191238247649529924e+01,4.819892124929961996e-01,3.822317934284333307e-02,2.254174223785316775e-02,2.277632016708044937e-02
1.194238847769553935e+01,4.826645686326690998e-01,3.821299372656811189e-02,2.247302356419866171e-02,2.160749504043967331e-02
1.197239447889577946e+01,4.833378652919120833e-01,3.820271533038640394e-02,2.240447078769226136e-02,2.314691703756732721e-02
1.200240048009601956e+01,4.840091074461547738e-01,3.819234527899490611e-02,2.233608396521190309e-02,2.096311702938827640e-02
1.203240648129625967e+01,4.846783000770686911e-01,3.818188468471039876e-02,2.226786314721882626e-02,2.171605032582587039e-02
1.206241248249649978e+01,4.853454481669737808e-01,3.817133465249463592e-02,2.219980837828463421e-02,2.172458930929308321e-02
1.209241848369673988e+01,4.860105566988053849e-01,3.816069627995880703e-02,2.213191969716388902e-02,2.411942952915280963e-02
1.212242448489697999e+01,4.866736306561141312e-01,3.814997065736359938e-02,2.206419713686225137e-02,2.046501307360436978e-02
1.215243048609722010e+01,4.873346750230659330e-01,3.813915886761914953e-02,2.199664072470352075e-02,2.255927097990978111e-02
1.218243648729746020e+01,4.879936947844419337e-01,3.812826198628505719e-02,2.192925048239541611e-02,2.287137375998437791e-02
1.221244248849769853e+01,4.886506949256386179e-01,3.811728108157040606e-02,2.186202642609434005e-02,2.223975199013420584e-02
1.224244848969793864e+01,4.893056804326679221e-01,3.810621721433373604e-02,2.179496856646908828e-02,2.297677651082247891e-02
1.227245449089817875e+01,4.899586562921568467e-01,3.809507143808305019e-02,2.172807690876333436e-02,2.072533922163691256e-02
1.230246049209841885e+01,4.906096274913477884e-01,3.808384479897583552e-02,2.166135145285724359e-02,1.938109285054505360e-02
1.233246649329865896e+01,4.912585990180984297e-01,3.807253833581902142e-02,2.159479219332796976e-02,2.236161008229823471e-02
1.236247249449889907e+01,4.919055758608817386e-01,3.806115308006902814e-02,2.152839911950907639e-02,2.033257095483798765e-02
1.239247849569913917e+01,4.925505630087860798e-01,3.804969005583173219e-02,2.146217221554904547e-02,2.113577233900311089e-02
1.242248449689937928e+01,4.931935654485770093e-01,3.803815027855018960e-02,2.139611146079237886e-02,2.021726546336760286e-02
1.245249049809961939e+01,4.938345881617760558e-01,3.802653474433471958e-02,2.133021683029961979e-02,2.238255868724915026e-02
1.248249649929985949e+01,4.944736361336235508e-01,3.801484443610584490e-02,2.126448829386419492e-02,2.212963852873161760e-02
1.251250250050009960e+01,4.951107143479304140e-01,3.800308033020104864e-02,2.119892581648975816e-02,2.047886215458276371e-02
1.254250850170033971e+01,4.957458277868424523e-01,3.799124339643511483e-02,2.113352935846981792e-02,2.203702120307947723e-02
1.257251450290057981e+01,4.963789814308400272e-01,3.797933459810011458e-02,2.106829887544296731e-02,2.118957613476268528e-02
1.260252050410081992e+01,4.970101802587382211e-01,3.796735489196545466e-02,2.100323431844727112e-02,2.086384548788752444e-02
1.263252650530106003e+01,4.976394292476868930e-01,3.795530522827780806e-02,2.093833563397379943e-02,2.099575229601616591e-02
1.266253250650130013e+01,4.982667333731706227e-01,3.794318655076119040e-02,2.087360276401925563e-02,2.067085340416929817e-02
1.269253850770154024e+01,4.988920976090086001e-01,3.793099979661688353e-02,2.080903564613774057e-02,2.142404090994870849e-02
1.272254450890178035e+01,4.995155269273547916e-01,3.791874589652349803e-02,2.074463421349161465e-02,2.105498178393469533e-02
1.275255051010202045e+01,5.001370262986979398e-01,3.790642577463693846e-02,2.068039839490173545e-02,2.033093124846791291e-02
1.278255651130226056e+01,5.007566006918613422e-01,3.789404034859041731e-02,2.061632811489658504e-02,2.162258386071214122e-02
1.281256251250250067e+01,5.013742550740031279e-01,3.788159052949444799e-02,2.055242329376087695e-02,1.994094767899705009e-02
1.284256851370274077e+01,5.019899944106160916e-01,3.786907722193684489e-02,2.048868384758319866e-02,2.077561749065065175e-02
1.287257451490298088e+01,5.026038236650796076e-01,3.785650132389783984e-02,2.042510968835034579e-02,2.084726505960265985e-02
1.290258051610322099e+01,5.032157477928449474e-01,3.784386372024133721e-02,2.036170072465963432e-02,2.184050778449616453e-02
1.293258651730346109e+01,5.038257717489645904e-01,3.783116527856966727e-02,2.029845686100936047e-02,1.979301549766039267e-02
1.296259251850370120e+01,5.044339004865832088e-01,3.781840685963329396e-02,2.023537799788789615e-02,2.197846044419830142e-02
1.299259851970394131e+01,5.050401389553077491e-01,3.780558931841202647e-02,2.017246403197771321e-02,2.034862898360013939e-02
1.302260452090418141e+01,5.056444921012075433e-01,3.779271350411503305e-02,2.010971485620061117e-02,1.991573794554803850e-02
1.305261052210442152e+01,5.062469648668146416e-01,3.777978026018079943e-02,2.004713035976234820e-02,1.937465760882373794e-02
1.308261652330466163e+01,5.068475621911230355e-01,3.776679042427717042e-02,1.998471042819652266e-02,2.057100384725105494e-02
1.311262252450489996e+01,5.074462890095893242e-01,3.775374482830134298e-02,1.992245494340778161e-02,1.997139018785016457e-02
1.314262852570514006e+01,5.080431502541326028e-01,3.774064429837984541e-02,1.986036378371426950e-02,1.875675451778648431e-02
1.317263452690538017e+01,5.086381508531342410e-01,3.772748965486856509e-02,1.979843682388957721e-02,1.867054964763094002e-02
1.320264052810562028e+01,5.092312957314379940e-01,3.771428171235272075e-02,1.973667393520387933e-02,1.918115472740334476e-02
1.323264652930586038e+01,5.098225898103500020e-01,3.770102127964689021e-02,1.967507498546449893e-02,1.899906898159333182e-02
1.326265253050610049e+01,5.104120380076389019e-01,3.768770915979497566e-02,1.961363983905586514e-02,2.070394223078307616e-02
1.329265853170634060e+01,5.109996452375356046e-01,3.767434615007024534e-02,1.955236835697878386e-02,2.092790665494896271e-02
1.332266453290658070e+01,5.115854164107335178e-01,3.766093304197529884e-02,1.949126039688915332e-02,2.035982002075666097e-02
1.335267053410682081e+01,5.121693564331112336e-01,3.764747062067091282e-02,1.943031581327185967e-02,1.978818470330292317e-02
1.338267653530706092e+01,5.127514702018853843e-01,3.763395965622643585e-02,1.936953445791192441e-02,1.894129625006731737e-02
1.341268253650730102e+01,5.133317626129668687e-01,3.762040090576117962e-02,1.930891617913949726e-02,1.936339939005974134e-02
1.344268853770754113e+01,5.139102385577012377e-01,3.760679512108008882e-02,1.924846082217119073e-02,2.013316782819973491e-02
1.347269453890778124e+01,5.144869029223700929e-01,3.759314304889927599e-02,1.918816822919872794e-02,2.131914046292204129e-02
1.350270054010802134e+01,5.150617605881910865e-01,3.757944543084602851e-02,1.912803823942582290e-02,2.004093744472761757e-02
1.353270654130826145e+01,5.156348164313179216e-01,3.756570300345879465e-02,1.906807068910461658e-02,1.878765854480989386e-02
1.356271254250850156e+01,5.162060753228400189e-01,3.755191649818720445e-02,1.900826541157153715e-02,1.904629048734242380e-02
1.359271854370874166e+01,5.167755421287831830e-01,3.753808664139206275e-02,1.894862223728252179e-02,1.846607733613069013e-02
1.362272454490898177e+01,5.173432217101091579e-01,3.752421415434534918e-02,1.888914099384782566e-02,1.810674241789840891e-02
1.365273054610922188e+01,5.179091189227157388e-01,3.751029975323020432e-02,1.882982150606630350e-02,1.864557950384834045e-02
1.368273654730946198e+01,5.184732386174364382e-01,3.749634414914094355e-02,1.877066359595914308e-02,1.896627828816425942e-02
1.371274254850970209e+01,5.190355856400412637e-01,3.748234804808306397e-02,1.871166708280305388e-02,2.054756866948061894e-02
1.374274854970994220e+01,5.195961648312359404e-01,3.746831215097323059e-02,1.865283178316310200e-02,1.870486425311649464e-02
1.377275455091018230e+01,5.201549810266623552e-01,3.745423715363927625e-02,1.859415751092493782e-02,1.995151558588837207e-02
1.380276055211042241e+01,5.207120390568983348e-01,3.744012374682020861e-02,1.853564407732656572e-02,2.030313315845130168e-02
1.383276655331066252e+01,5.212673437465067394e-01,3.742597261570118627e-02,1.847729129108895488e-02,1.855609916134865964e-02
1.386277255451090262e+01,5.218208999105748980e-01,3.741178443185646380e-02,1.841909895879454556e-02,2.002689784641078358e-02
1.389277855571114273e+01,5.223727123609263057e-01,3.739755985466233085e-02,1.836106688425413400e-02,1.907600228882301574e-02
1.392278455691138284e+01,5.229227859035764370e-01,3.738329953876396577e-02,1.830319486881129207e-02,1.788565957385167618e-02
1.395279055811162294e+01,5.234711253382454688e-01,3.736900413433456164e-02,1.824548271142486730e-02,1.851066273627374401e-02
1.398279655931186305e+01,5.240177354583580582e-01,3.735467428707538867e-02,1.818793020869949317e-02,1.821080802674442459e-02
1.401280256051210138e+01,5.245626210510433429e-01,3.734031063821571794e-02,1.813053715491566575e-02,1.789819812497071491e-02
1.404280856171234149e+01,5.251057868971351628e-01,3.732591382451289769e-02,1.807330334205935890e-02,1.787452210906442449e-02
1.407281456291258159e+01,5.256472377711716160e-01,3.731148447825230474e-02,1.801622855985126129e-02,1.816043786332425039e-02
1.410282056411282170e+01,5.261869784413957252e-01,3.729702322724734453e-02,1.795931259577554853e-02,1.839349373625776690e-02
1.413282656531306181e+01,5.267250136697547713e-01,3.728253069483948579e-02,1.790255523510834654e-02,1.701767335994961924e-02
1.416283256651330191e+01,5.272613482119005157e-01,3.726800749989823275e-02,1.784595626094567442e-02,1.783656859894948085e-02
1.419283856771354202e+01,5.277959868171895330e-01,3.725345425682111827e-02,1.778951545423102312e-02,1.626716043228601874e-02
1.422284456891378213e+01,5.283289342286827672e-01,3.723887157553373156e-02,1.773323259378262531e-02,1.799402809306283393e-02
1.425285057011402223e+01,5.288601951831457537e-01,3.722426006148970429e-02,1.767710745632028804e-02,1.830070693210167354e-02
1.428285657131426234e+01,5.293897744110483972e-01,3.720962031567070366e-02,1.762113981649179872e-02,1.778509465485160479e-02
1.431286257251450245e+01,5.299176766364495084e-01,3.719495293456251406e-02,1.756532944691113068e-02,1.785118259882987474e-02
1.434286857371474255e+01,5.304439065736219483e-01,3.718025850561088030e-02,1.750967611850761177e-02,1.809961922206727858e-02
1.437287457491498266e+01,5.309684689306216621e-01,3.716553760209068830e-02,1.745417960012879757e-02,1.678907875591179738e-02
1.440288057611522277e+01,5.314913684094891844e-01,3.715079079203228302e-02,1.739883965859881712e-02,1.715979079927422782e-02
1.443288657731546287e+01,5.320126097049907576e-01,3.713601863955093979e-02,1.734365605888578063e-02,1.785457810270156542e-02
1.446289257851570298e+01,5.325321975046188872e-01,3.712122170484685041e-02,1.728862856412721402e-02,1.829051429885635710e-02
1.449289857971594309e+01,5.330501364885917859e-01,3.710640054420515782e-02,1.723375693565533037e-02,1.762867833700058201e-02
1.452290458091618319e+01,5.335664313298540407e-01,3.709155570999592838e-02,1.717904093302171156e-02,1.973190035537690512e-02
1.455291058211642330e+01,5.340810866940759460e-01,3.707668775067416572e-02,1.712448031402194829e-02,1.703311974183707722e-02
1.458291658331666341e+01,5.345941072396542815e-01,3.706179721077979689e-02,1.707007483471964168e-02,1.806973526407448793e-02
1.461292258451690351e+01,5.351054976177112010e-01,3.704688463093767925e-02,1.701582424947040498e-02,1.828255192772048829e-02
1.464292858571714362e+01,5.356152624720955657e-01,3.703195054785762830e-02,1.696172831094521632e-02,1.682795846460343955e-02
1.467293458691738373e+01,5.361234064393818333e-01,3.701699549433435515e-02,1.690778677015374737e-02,1.608727388795100355e-02
1.470294058811762383e+01,5.366299341488705021e-01,3.700201999924752211e-02,1.685399937646720261e-02,1.567139644894001080e-02
1.473294658931786394e+01,5.371348502225883337e-01,3.698702458756172873e-02,1.680036587764092634e-02,1.696264287747009658e-02
1.476295259051810405e+01,5.376381592752880190e-01,3.697200978032649799e-02,1.674688601983666605e-02,1.785717797437549534e-02
1.479295859171834415e+01,5.381398659144480678e-01,3.695697609467629013e-02,1.669355954764462774e-02,1.696522794650004440e-02
1.482296459291858426e+01,5.386399747396722892e-01,3.694192404342392516e-02,1.664038620416385256e-02,1.681324227953360714e-02
1.485297059411882437e+01,5.391384903402429707e-01,3.692685412793451222e-02,1.658736573119276927e-02,1.620815184818006488e-02
1.488297659531906447e+01,5.396354172992784415e-01,3.691176683928962254e-02,1.653449786881341921e-02,1.709552760160698917e-02
1.491298259651930280e+01,5.401307601922050727e-01,3.689666266492165614e-02,1.648178235565204638e-02,1.434595130420832435e-02
1.494298859771954291e+01,5.406245235864151066e-01,3.688154208884956292e-02,1.642921892893975735e-02,1.666159218031447453e-02
1.497299459891978302e+01,5.411167120412669895e-01,3.686640559167887743e-02,1.637680732453379931e-02,1.640493363408675881e-02
1.500300060012002312e+01,5.416073301080849278e-01,3.685125365060168412e-02,1.632454727693863003e-02,1.495420703037688911e-02
1.503300660132026323e+01,5.420963823301587770e-01,3.683608673939663125e-02,1.627243851932669988e-02,1.844803644347055988e-02
1.506301260252050334e+01,5.425838732427449296e-01,3.682090532842893782e-02,1.622048078355885908e-02,1.483306755200427228e-02
1.509301860372074344e+01,5.430698073730650943e-01,3.680570988465037968e-02,1.616867380020470257e-02,1.509115330335704212e-02
1.512302460492098355e+01,5.435541892403072950e-01,3.679050087159930343e-02,1.611701729856249848e-02,1.491615419100967253e-02
1.515303060612122366e+01,5.440370233556252044e-01,3.677527874940059865e-02,1.606551100667892237e-02,1.717587880843761058e-02
1.518303660732146376e+01,5.445183142221385886e-01,3.676004397476573954e-02,1.601415465136855551e-02,1.512606979020936562e-02
1.521304260852170387e+01,5.449980663349331955e-01,3.674479700099275020e-02,1.596294795823307092e-02,1.663160437119728247e-02
1.524304860972194398e+01,5.454762841810604224e-01,3.672953827796623938e-02,1.591189065168033268e-02,1.649940080420158467e-02
1.527305461092218408e+01,5.459529722395378704e-01,3.671426825215733797e-02,1.586098245494302339e-02,1.612065286599116340e-02
1.530306061212242419e+01,5.464281349813489008e-01,3.669898736662378924e-02,1.581022309009727511e-02,1.450264418344036389e-02
1.533306661332266430e+01,5.469017768689775627e-01,3.668369606062042015e-02,1.575961227812362059e-02,1.514750590013579958e-02
1.536307261452290440e+01,5.473739023544242910e-01,3.666839476287787891e-02,1.570914973901687411e-02,1.738226470905095133e-02
1.539307861572314451e+01,5.478445158824493122e-01,3.665308389274292422e-02,1.565883519146942654e-02,1.436808079208680769e-02
1.542308461692338462e+01,5.483136218894750780e-01,3.663776386638285809e-02,1.560866835311007852e-02,1.477701339274163986e-02
1.545309061812362472e+01,5.487812248033197005e-01,3.662243509700238708e-02,1.555864894055432150e-02,1.539640241777394218e-02
1.548309661932386483e+01,5.492473290431962862e-01,3.660709799484361537e-02,1.550877666942239268e-02,1.631776674145976602e-02
1.551310262052410494e+01,5.497119390197136024e-01,3.659175296718602394e-02,1.545905125435698829e-02,1.571069044496185840e-02
1.554310862172434504e+01,5.501750591348758546e-01,3.657640041834651218e-02,1.540947240904089535e-02,1.615151656833623342e-02
1.557311462292458515e+01,5.506366937820824647e-01,3.656104074967934936e-02,1.536003984621432499e-02,1.429274561324233098e-02
1.560312062412482526e+01,5.510968473461284045e-01,3.654567435957623706e-02,1.531075327769206365e-02,1.625552987160807511e-02
1.563312662532506536e+01,5.515555242032040839e-01,3.653030164346622588e-02,1.526161241438039537e-02,1.583064123095921649e-02
1.566313262652530547e+01,5.520127287208950184e-01,3.651492299381580570e-02,1.521261696629392333e-02,1.361805241117028907e-02
1.569313862772554558e+01,5.524684652581826061e-01,3.649953880012882929e-02,1.516376664257197346e-02,1.670368285047924353e-02
1.572314462892578568e+01,5.529227381654432394e-01,3.648414944894656092e-02,1.511506115149506210e-02,1.740745901167032109e-02
1.575315063012602579e+01,5.533755517844488603e-01,3.646875532384765556e-02,1.506650020050098911e-02,1.429792284335428335e-02
1.578315663132626590e+01,5.538269104483668492e-01,3.645335680544816576e-02,1.501808349620076255e-02,1.507373631281746541e-02
1.581316263252650600e+01,5.542768184817600252e-01,3.643795427140154169e-02,1.496981074439442463e-02,1.636723332750196838e-02
1.584316863372674433e+01,5.547252802005430139e-01,3.642254809637909818e-02,1.492168165009079804e-02,1.344044142066359512e-02
1.587317463492698444e+01,5.551722999103472223e-01,3.640713864831017499e-02,1.487369591761272293e-02,1.288383559854297186e-02
1.590318063612722455e+01,5.556178819079319320e-01,3.639172628406660975e-02,1.482585325035863308e-02,1.352890912815871149e-02
1.593318663732746465e+01,5.560620304816148440e-01,3.637631135684982198e-02,1.477815335093062704e-02,1.421108656457456022e-02
1.596319263852770476e+01,5.565047499107038664e-01,3.636089421730286098e-02,1.473059592123493293e-02,1.415215370925004476e-02
1.599319863972794487e+01,5.569460444654973363e-01,3.634547521351039201e-02,1.468318066249724163e-02,1.529052783633983760e-02
1.602320464092818497e+01,5.573859184072832429e-01,3.633005469099872403e-02,1.463590727527795676e-02,1.490444364724101585e-02
1.605321064212842685e+01,5.578243759883402264e-01,3.631463299273576112e-02,1.458877545948713932e-02,1.334269819481807492e-02
1.608321664332866519e+01,5.582614214519365792e-01,3.629921045913107186e-02,1.454178491439942628e-02,1.510916488448827907e-02
1.611322264452890707e+01,5.586970590323311336e-01,3.628378742803580609e-02,1.449493533866861444e-02,1.636901668034981827e-02
1.614322864572914540e+01,5.591312929547725963e-01,3.626836423474277121e-02,1.444822643034221650e-02,1.564528070941249849e-02
1.617323464692938728e+01,5.595641274355001027e-01,3.625294121198639058e-02,1.440165788687576033e-02,1.539276533455930310e-02
1.620324064812962561e+01,5.599955666817425515e-01,3.623751868994270348e-02,1.435522940514698774e-02,1.437540733366835834e-02
1.623324664932986749e+01,5.604256148917193814e-01,3.622209699622937901e-02,1.430894068146982591e-02,1.529257207611437776e-02
1.626325265053010583e+01,5.608542762546397942e-01,3.620667645590572303e-02,1.426279141160826693e-02,1.329665859163869056e-02
1.629325865173034416e+01,5.612815549507034207e-01,3.619125739147264348e-02,1.421678129079003046e-02,1.496779592779308270e-02
1.632326465293058604e+01,5.617074551510999880e-01,3.617584012287269196e-02,1.417091001372008247e-02,1.408366159423893663e-02
1.635327065413082437e+01,5.621319810180092080e-01,3.616042496749004298e-02,1.412517727459407756e-02,1.525608297247352772e-02
1.638327665533106625e+01,5.625551367044157036e-01,3.614501223988389467e-02,1.407958276712410056e-02,1.454559331838196738e-02
1.641328265653130458e+01,5.629769263528977552e-01,3.612960224611555526e-02,1.403412618452607417e-02,1.294424639881372116e-02
1.644328865773154646e+01,5.633973540971547456e-01,3.611419528404908458e-02,1.398880721937020323e-02,1.411680017284371383e-02
1.647329465893178480e+01,5.638164240617672407e-01,3.609879164910007737e-02,1.394362556377188624e-02,1.516184703358367143e-02
1.650330066013202668e+01,5.642341403620454443e-01,3.608339163448733011e-02,1.389858090942783578e-02,1.276934702436103609e-02
1.653330666133226501e+01,5.646505071040286428e-01,3.606799553123279933e-02,1.385367294762920864e-02,1.329453306944454287e-02
1.656331266253250689e+01,5.650655283844853161e-01,3.605260362816161551e-02,1.380890136927450176e-02,1.304022836088676064e-02
1.659331866373274522e+01,5.654792082909133599e-01,3.603721621190211083e-02,1.376426586488233537e-02,1.226861992443657387e-02
1.662332466493298710e+01,5.658915509015396417e-01,3.602183356688576366e-02,1.371976612460409570e-02,1.468103439987379112e-02
1.665333066613322544e+01,5.663025602853205553e-01,3.600645597534726100e-02,1.367540183823639892e-02,1.498639914122242532e-02
1.668333666733346732e+01,5.667122405019415776e-01,3.599108371732444300e-02,1.363117269523347885e-02,1.443121590229050517e-02
1.671334266853370565e+01,5.671205956018174899e-01,3.597571707065833763e-02,1.358707838471939940e-02,1.382964870015667563e-02
1.674334866973394753e+01,5.675276296260921560e-01,3.596035631099315372e-02,1.354311859550011779e-02,1.349108721118565980e-02
1.677335467093418586e+01,5.679333466066388558e-01,3.594500171177628101e-02,1.349929301607546636e-02,1.373867331660012098e-02
1.680336067213442774e+01,5.683377505660601736e-01,3.592965354425826929e-02,1.345560133465091394e-02,1.272404541755983547e-02
1.683336667333466607e+01,5.687408455176876654e-01,3.591431207749287008e-02,1.341204323914934986e-02,1.430588883960102163e-02
1.686337267453490796e+01,5.691426354655824138e-01,3.589897757833699493e-02,1.336861841722251053e-02,1.441411074126089549e-02
1.689337867573514629e+01,5.695431244045343622e-01,3.588365031145073630e-02,1.332532655626256050e-02,1.425787009026646679e-02
1.692338467693538817e+01,5.699423163199942577e-01,3.586833053914327551e-02,1.328216734341574647e-02,1.275121912569695225e-02
1.695339067813562650e+01,5.703402151872624115e-01,3.585301851650654625e-02,1.323914046552538033e-02,1.331754480747218347e-02
1.698339667933586838e+01,5.707368249721468390e-01,3.583771449060325909e-02,1.319624560904032913e-02,1.303046479006097526e-02
1.701340268053610671e+01,5.711321496311371204e-01,3.582241870626366037e-02,1.315348246018754712e-02,1.494205724815488370e-02
1.704340868173634860e+01,5.715261931113174709e-01,3.580713140644373182e-02,1.311085070500393052e-02,1.329054690692649254e-02
1.707341468293658693e+01,5.719189593503664071e-01,3.579185283222513503e-02,1.306835002934744923e-02,1.118627913541705293e-02
1.710342068413682881e+01,5.723104522765570801e-01,3.577658322281525999e-02,1.302598011890825427e-02,1.342448576973932772e-02
1.713342668533706714e+01,5.727006758087566096e-01,3.576132281554720432e-02,1.298374065921962563e-02,1.486600690829061218e-02
1.716343268653730902e+01,5.730896338564273051e-01,3.574607184587975245e-02,1.294163133566868414e-02,1.362680705189125117e-02
1.719343868773754735e+01,5.734773303196251115e-01,3.573083054739743109e-02,1.289965183350726477e-02,1.377913154355347655e-02
1.722344468893778568e+01,5.738637690890009413e-01,3.571559915181044681e-02,1.285780183786234751e-02,1.289386310471125029e-02
1.725345069013802757e+01,5.742489540457998975e-01,3.570037788895473463e-02,1.281608103374661835e-02,1.084469154756143548e-02
1.728345669133826590e+01,5.746328890618616070e-01,3.568516698679193022e-02,1.277448910606878568e-02,1.096423135201585013e-02
1.731346269253850778e+01,5.750155779996201089e-01,3.566996667140937688e-02,1.273302573964384121e-02,1.148707796490795741e-02
1.734346869373874611e+01,5.753970247121038550e-01,3.565477716702013244e-02,1.269169061920322542e-02,1.256485858216349789e-02
1.737347469493898799e+01,5.757772330429357099e-01,3.563959869596296237e-02,1.265048342940478313e-02,1.296048192589609530e-02
1.740348069613922632e+01,5.761562068263329506e-01,3.562443147870232585e-02,1.260940385484275381e-02,1.329881800698227631e-02
1.743348669733946821e+01,5.765339498871074886e-01,3.560927573382841743e-02,1.256845158005751549e-02,1.222799353729279136e-02
1.746349269853970654e+01,5.769104660406653151e-01,3.559413167805712541e-02,1.252762628954538424e-02,1.348455554795647236e-02
1.749349869973994842e+01,5.772857590928557325e-01,3.557899952459546433e-02,1.248692766772531784e-02,1.220717890934569505e-02
1.752350470094018675e+01,5.776598328395100568e-01,3.556387947764490937e-02,1.244635539879617586e-02,1.174186588344913740e-02
1.755351070214042863e+01,5.780326910668864837e-01,3.554877173781322702e-02,1.240590916688824943e-02,1.325755088233314914e-02
1.758351670334066696e+01,5.784043375518125307e-01,3.553367650412097428e-02,1.236558865612915475e-02,1.145114367302498166e-02
1.761352270454090885e+01,5.787747760616855919e-01,3.551859397400130430e-02,1.232539355065338099e-02,9.596308619832282297e-03
1.764352870574114718e+01,5.791440103544720497e-01,3.550352434329996643e-02,1.228532353461193882e-02,1.122536677566404045e-02
1.767353470694138906e+01,5.795120441787080523e-01,3.548846780627533393e-02,1.224537829218159436e-02,1.233953783768449233e-02
1.770354070814162739e+01,5.798788812734991804e-01,3.547342455559837626e-02,1.220555750757423320e-02,9.125379748524575091e-03
1.773354670934186927e+01,5.802445253685204474e-01,3.545839478235265213e-02,1.216586086504608220e-02,1.180872281886750572e-02
1.776355271054210760e+01,5.806089801840162989e-01,3.544337867603434417e-02,1.212628804890676648e-02,1.179419769014375743e-02
1.779355871174234949e+01,5.809722494308008356e-01,3.542837642455223812e-02,1.208683874352832477e-02,1.066038277455904487e-02
1.782356471294258782e+01,5.813343368102573683e-01,3.541338821422770899e-02,1.204751263335411895e-02,1.056500916875631121e-02
1.785357071414282970e+01,5.816952460143388626e-01,3.539841422979474184e-02,1.200830940290765168e-02,1.154584745480837643e-02
1.788357671534306803e+01,5.820549807255676056e-01,3.538345465439993176e-02,1.196922873680125732e-02,1.142212856716644589e-02
1.791358271654330991e+01,5.824135446170356500e-01,3.536850966960248394e-02,1.193027031974473913e-02,1.319018882913637614e-02
1.794358871774354824e+01,5.827709413524040372e-01,3.535357945537418584e-02,1.189143383655393016e-02,1.226629688168673002e-02
1.797359471894379013e+01,5.831271745859037958e-01,3.533866419009944193e-02,1.185271897215908060e-02,1.027186352665350119e-02
1.800360072014402846e+01,5.834822479623350544e-01,3.532376405057527369e-02,1.181412541161324867e-02,1.095947394177650656e-02
1.803360672134427034e+01,5.838361651170685951e-01,3.530887921201011914e-02,1.177565284010039653e-02,1.248079436722242946e-02
1.806361272254450867e+01,5.841889296761741956e-01,3.529400984579204870e-02,1.173730094283972555e-02,1.363327771179762872e-02
1.809361872374474700e+01,5.845405452557074222e-01,3.527915611516212191e-02,1.169906940499209312e-02,1.208556889873631766e-02
1.812362472494498888e+01,5.848910154620119428e-01,3.526431818079286962e-02,1.166095791185614745e-02,1.197167045651563282e-02
1.815363072614522721e+01,5.852403438920714684e-01,3.524949620202381256e-02,1.162296614888826476e-02,1.348371861306027139e-02
1.818363672734546910e+01,5.855885341335091976e-01,3.523469033686146834e-02,1.158509380171076492e-02,1.156242235769174877e-02
1.821364272854570743e+01,5.859355897645880384e-01,3.521990074197933751e-02,1.154734055611998308e-02,1.123823959778524895e-02
1.824364872974594931e+01,5.862815143542109420e-01,3.520512757271791748e-02,1.150970609809422347e-02,1.009645731580255563e-02
1.827365473094618764e+01,5.866263114619199026e-01,3.519037098308469558e-02,1.147219011380178760e-02,1.095917403157408224e-02
1.830366073214642952e+01,5.869699846378972907e-01,3.517563112575414208e-02,1.143479228960866088e-02,1.361350503220681504e-02
1.833366673334666785e+01,5.873125374229648532e-01,3.516090815206771719e-02,1.139751231208635703e-02,9.975770919597639480e-03
1.836367273454690974e+01,5.876539733485838246e-01,3.514620221203388489e-02,1.136034986801958725e-02,1.137154157483283648e-02
1.839367873574714807e+01,5.879942959368555933e-01,3.513151345432808520e-02,1.132330464441375951e-02,9.914977216461444420e-03
1.842368473694738995e+01,5.883335087005210351e-01,3.511684202629274804e-02,1.128637632850255750e-02,1.141485207655431461e-02
1.845369073814762828e+01,5.886716151429605137e-01,3.510218807393730017e-02,1.124956460775536522e-02,1.213721181120748678e-02
1.848369673934787016e+01,5.890086187581945465e-01,3.508755174193816523e-02,1.121286916988453730e-02,1.096921985007134892e-02
1.851370274054810849e+01,5.893445230308828053e-01,3.507293317363872898e-02,1.117628970285277148e-02,1.190663697315226879e-02
1.854370874174835038e+01,5.896793314363252270e-01,3.505833251104940179e-02,1.113982589488017420e-02,1.186066972038901310e-02
1.857371474294858871e+01,5.900130474404609027e-01,3.504374989484756314e-02,1.110347743445150998e-02,1.155050225055842365e-02
1.860372074414883059e+01,5.903456744998690775e-01,3.502918546437758240e-02,1.106724401032310734e-02,1.278349200973906072e-02
1.863372674534906892e+01,5.906772160620263890e-01,3.501463935682346679e-02,1.103112531146558870e-02,1.180996286546364370e-02
1.866373274654931080e+01,5.910076755650304214e-01,3.500011170208920663e-02,1.099512102687127957e-02,1.069016146073696258e-02
1.869373874774954913e+01,5.913370564367997906e-01,3.498560262633135937e-02,1.095923084579874911e-02,1.027840729730663399e-02
1.872374474894979102e+01,5.916653620960125037e-01,3.497111225458974376e-02,1.092345445779506659e-02,1.007814811029071785e-02
