Lt,C,C_noisy
8.965754612136029422e+00,1.695208268924097483e+00,1.664974249749921587e+00
8.976865970215603951e+00,1.695269883429099789e+00,1.684905915708513557e+00
8.987977328295176704e+00,1.695331035483892634e+00,1.696875370640890557e+00
8.999088686374749457e+00,1.695391726850226544e+00,1.719801610550707904e+00
9.010200044454322210e+00,1.695451959281569998e+00,1.697394829197921506e+00
9.021311402533896739e+00,1.695511734523158953e+00,1.676919056722826928e+00
9.032422760613469492e+00,1.695571054312045245e+00,1.704306479132765562e+00
9.043534118693042245e+00,1.695629920377144106e+00,1.688866723734647524e+00
9.054645476772616774e+00,1.695688334439283906e+00,1.697269153058486024e+00
9.065756834852189527e+00,1.695746298211252334e+00,1.698243993794886109e+00
9.076868192931762280e+00,1.695803813397844806e+00,1.689711229228425537e+00
9.087979551011335033e+00,1.695860881695911093e+00,1.689154286220628354e+00
9.099090909090909562e+00,1.695917504794400621e+00,1.658261641991396251e+00
9.110202267170482315e+00,1.695973684374411761e+00,1.712814701011758700e+00
9.121313625250055068e+00,1.696029422109235352e+00,1.685877490456996863e+00
9.132424983329627821e+00,1.696084719664400886e+00,1.697095354915471033e+00
9.143536341409202350e+00,1.696139578697722028e+00,1.704702415190769038e+00
9.154647699488775103e+00,1.696194000859342355e+00,1.686739819750699088e+00
9.165759057568347856e+00,1.696247987791778211e+00,1.711624931391402260e+00
9.176870415647922385e+00,1.696301541129965340e+00,1.707492298799550445e+00
9.187981773727495138e+00,1.696354662501300847e+00,1.716280142068908665e+00
9.199093131807067891e+00,1.696407353525688277e+00,1.704257796849729445e+00
9.210204489886640644e+00,1.696459615815580690e+00,1.714155142525754405e+00
9.221315847966215173e+00,1.696511450976022850e+00,1.725438098878973037e+00
9.232427206045787926e+00,1.696562860604695633e+00,1.684164762376211044e+00
9.243538564125360679e+00,1.696613846291957772e+00,1.664632657447449038e+00
9.254649922204935208e+00,1.696664409620887159e+00,1.688560951768088625e+00
9.265761280284507961e+00,1.696714552167324364e+00,1.701569483765843493e+00
9.276872638364080714e+00,1.696764275499912822e+00,1.673975675427388454e+00
9.287983996443653467e+00,1.696813581180141473e+00,1.685594159807976888e+00
9.299095354523227996e+00,1.696862470762384056e+00,1.709982085361210880e+00
9.310206712602800749e+00,1.696910945793941528e+00,1.723924451862441920e+00
9.321318070682373502e+00,1.696959007815081799e+00,1.689084929756480280e+00
9.332429428761946255e+00,1.697006658359079267e+00,1.711261986736779095e+00
9.343540786841520784e+00,1.697053898952256112e+00,1.705694908290748879e+00
9.354652144921093537e+00,1.697100731114020489e+00,1.678971741819607955e+00
9.365763503000666290e+00,1.697147156356906272e+00,1.691979776475547315e+00
9.376874861080240819e+00,1.697193176186613250e+00,1.710893002483085068e+00
9.387986219159813572e+00,1.697238792102043092e+00,1.697613002788488590e+00
9.399097577239386325e+00,1.697284005595341760e+00,1.707483618222622068e+00
9.410208935318959078e+00,1.697328818151933927e+00,1.670783561160954056e+00
9.421320293398533607e+00,1.697373231250563386e+00,1.694998778857424337e+00
9.432431651478106360e+00,1.697417246363329912e+00,1.680121118023292226e+00
9.443543009557679113e+00,1.697460864955726567e+00,1.670760123332531544e+00
9.454654367637251866e+00,1.697504088486677443e+00,1.699696642349854070e+00
9.465765725716826395e+00,1.697546918408574301e+00,1.691251183478090558e+00
9.476877083796399148e+00,1.697589356167312546e+00,1.669326938180288877e+00
9.487988441875971901e+00,1.697631403202328748e+00,1.713995269965451929e+00
9.499099799955546430e+00,1.697673060946636614e+00,1.662601331908056812e+00
9.510211158035119183e+00,1.697714330826861850e+00,1.677077864835947452e+00
9.521322516114691936e+00,1.697755214263278800e+00,1.719717597945120691e+00
9.532433874194264689e+00,1.697795712669846857e+00,1.708302909853049556e+00
9.543545232273839218e+00,1.697835827454242885e+00,1.714538415725826548e+00
9.554656590353411971e+00,1.697875560017898522e+00,1.688295217484482968e+00
9.565767948432984724e+00,1.697914911756034595e+00,1.696443192033573633e+00
9.576879306512557477e+00,1.697953884057693763e+00,1.660330890388419300e+00
9.587990664592132006e+00,1.697992478305777375e+00,1.673700721038912320e+00
9.599102022671704759e+00,1.698030695877077889e+00,1.721421000698010406e+00
9.610213380751277512e+00,1.698068538142312400e+00,1.706137497331828401e+00
9.621324738830852041e+00,1.698106006466157503e+00,1.697385444709072377e+00
9.632436096910424794e+00,1.698143102207281707e+00,1.713470550970403350e+00
9.643547454989997547e+00,1.698179826718378305e+00,1.715216764524852833e+00
9.654658813069570300e+00,1.698216181346198672e+00,1.674177304291998292e+00
9.665770171149144829e+00,1.698252167431585580e+00,1.699083272666588762e+00
9.676881529228717582e+00,1.698287786309503611e+00,1.705802349177880428e+00
9.687992887308290335e+00,1.698323039309074023e+00,1.676584881121567117e+00
9.699104245387863088e+00,1.698357927753604280e+00,1.707688668517993280e+00
9.710215603467437617e+00,1.698392452960621801e+00,1.685408392562749214e+00
9.721326961547010370e+00,1.698426616241904163e+00,1.718211598836198784e+00
9.732438319626583123e+00,1.698460418903510849e+00,1.707118261910467671e+00
9.743549677706157652e+00,1.698493862245815222e+00,1.696032324404716851e+00
9.754661035785730405e+00,1.698526947563533618e+00,1.674531243693558880e+00
9.765772393865303158e+00,1.698559676145757980e+00,1.714921851288721433e+00
9.776883751944875911e+00,1.698592049275986060e+00,1.697682362812743762e+00
9.787995110024450440e+00,1.698624068232149620e+00,1.691873701405549602e+00
9.799106468104023193e+00,1.698655734286647956e+00,1.686144432394643067e+00
9.810217826183595946e+00,1.698687048706375435e+00,1.701121774582416979e+00
9.821329184263168699e+00,1.698718012752751694e+00,1.717836179873579727e+00
9.832440542342743228e+00,1.698748627681751611e+00,1.705684432450376153e+00
9.843551900422315981e+00,1.698778894743934398e+00,1.719758861980538178e+00
9.854663258501888734e+00,1.698808815184472465e+00,1.711088682806992223e+00
9.865774616581463263e+00,1.698838390243181173e+00,1.692460857544049180e+00
9.876885974661036016e+00,1.698867621154546370e+00,1.706004456603256392e+00
9.887997332740608769e+00,1.698896509147754141e+00,1.703761409155278628e+00
9.899108690820181522e+00,1.698925055446718790e+00,1.700237901119650008e+00
9.910220048899756051e+00,1.698953261270110815e+00,1.696282451780174672e+00
9.921331406979328804e+00,1.698981127831384441e+00,1.705792137569301481e+00
9.932442765058901557e+00,1.699008656338807155e+00,1.719002072731396158e+00
9.943554123138474310e+00,1.699035847995485904e+00,1.721406904796283666e+00
9.954665481218048839e+00,1.699062703999394408e+00,1.677278338616306819e+00
9.965776839297621592e+00,1.699089225543402026e+00,1.713012348795303064e+00
9.976888197377194345e+00,1.699115413815298625e+00,1.724810561482260862e+00
9.987999555456768874e+00,1.699141269997823667e+00,1.689543229764354226e+00
9.999110913536341627e+00,1.699166795268691299e+00,1.710910855853574164e+00
1.001022227161591438e+01,1.699191990800618779e+00,1.695754920223017548e+00
1.002133362969548713e+01,1.699216857761350230e+00,1.692778032439576918e+00
1.003244498777506166e+01,1.699241397313685731e+00,1.722525039527869950e+00
1.004355634585463442e+01,1.699265610615505961e+00,1.721357948170653351e+00
1.005466770393420717e+01,1.699289498819797295e+00,1.701501743524707511e+00
1.006577906201377992e+01,1.699313063074680219e+00,1.705959571425991861e+00
1.007689042009335445e+01,1.699336304523431096e+00,1.667605632724908693e+00
1.008800177817292720e+01,1.699359224304511695e+00,1.655614858875433359e+00
1.009911313625249996e+01,1.699381823551590953e+00,1.675271387829174952e+00
1.011022449433207449e+01,1.699404103393572507e+00,1.663027803638781776e+00
1.012133585241164724e+01,1.699426064954618010e+00,1.681985296508372363e+00
1.013244721049121999e+01,1.699447709354173552e+00,1.722589374988172217e+00
1.014355856857079274e+01,1.699469037706992314e+00,1.722239405218543462e+00
1.015466992665036727e+01,1.699490051123159873e+00,1.732797362916890904e+00
1.016578128472994003e+01,1.699510750708119744e+00,1.717752756077608689e+00
1.017689264280951278e+01,1.699531137562695582e+00,1.690781033790799137e+00
1.018800400088908553e+01,1.699551212783116050e+00,1.679675943022078677e+00
1.019911535896866006e+01,1.699570977461038801e+00,1.699569672313508306e+00
1.021022671704823281e+01,1.699590432683574459e+00,1.743271493952999407e+00
1.022133807512780557e+01,1.699609579533308157e+00,1.664937646250645109e+00
1.023244943320738010e+01,1.699628419088326847e+00,1.723510643411974685e+00
1.024356079128695285e+01,1.699646952422237733e+00,1.705966129379751450e+00
1.025467214936652560e+01,1.699665180604195358e+00,1.675858850903707342e+00
1.026578350744609835e+01,1.699683104698922698e+00,1.682773623276718977e+00
1.027689486552567288e+01,1.699700725766733589e+00,1.687170657667021789e+00
1.028800622360524564e+01,1.699718044863557376e+00,1.683611066942137802e+00
1.029911758168481839e+01,1.699735063040958893e+00,1.669466502112148865e+00
1.031022893976439114e+01,1.699751781346162893e+00,1.697525655940754996e+00
1.032134029784396567e+01,1.699768200822074915e+00,1.707476660380019107e+00
1.033245165592353842e+01,1.699784322507304379e+00,1.682677337640123172e+00
1.034356301400311118e+01,1.699800147436186126e+00,1.692212704448257332e+00
1.035467437208268571e+01,1.699815676638802397e+00,1.680715952342939801e+00
1.036578573016225846e+01,1.699830911141003709e+00,1.714520721482854837e+00
1.037689708824183121e+01,1.699845851964432164e+00,1.689596969311231156e+00
1.038800844632140397e+01,1.699860500126540552e+00,1.695282089545959270e+00
1.039911980440097850e+01,1.699874856640616105e+00,1.728533574357432379e+00
1.041023116248055125e+01,1.699888922515800038e+00,1.709957656129661219e+00
1.042134252056012400e+01,1.699902698757108865e+00,1.736963924780027257e+00
1.043245387863969675e+01,1.699916186365455051e+00,1.723097180809707751e+00
1.044356523671927128e+01,1.699929386337669435e+00,1.710003713768134759e+00
1.045467659479884404e+01,1.699942299666519219e+00,1.690338260118874114e+00
1.046578795287841679e+01,1.699954927340730837e+00,1.706740471314504903e+00
1.047689931095799132e+01,1.699967270345008830e+00,1.722781378773450722e+00
1.048801066903756407e+01,1.699979329660057381e+00,1.688066449467497288e+00
1.049912202711713682e+01,1.699991106262598528e+00,1.685850418779012205e+00
1.051023338519670958e+01,1.700002601125394808e+00,1.678371473008459791e+00
1.052134474327628411e+01,1.700013815217266355e+00,1.703241669354108589e+00
1.053245610135585686e+01,1.700024749503113775e+00,1.682878612586262035e+00
1.054356745943542961e+01,1.700035404943934569e+00,1.703235894842157760e+00
1.055467881751500236e+01,1.700045782496844682e+00,1.707776564287925902e+00
1.056579017559457689e+01,1.700055883115097588e+00,1.719105956521166600e+00
1.057690153367414965e+01,1.700065707748103172e+00,1.702692719554115275e+00
1.058801289175372240e+01,1.700075257341448154e+00,1.708054528361472535e+00
1.059912424983329693e+01,1.700084532836912299e+00,1.684220990170942400e+00
1.061023560791286968e+01,1.700093535172490622e+00,1.683714957961443215e+00
1.062134696599244243e+01,1.700102265282410707e+00,1.731883455216734147e+00
1.063245832407201519e+01,1.700110724097151138e+00,1.704524498644237607e+00
1.064356968215158972e+01,1.700118912543460814e+00,1.704686748986179445e+00
1.065468104023116247e+01,1.700126831544376937e+00,1.720735091721926846e+00
1.066579239831073522e+01,1.700134482019243887e+00,1.685727427256234368e+00
1.067690375639030798e+01,1.700141864883730758e+00,1.723749014087936349e+00
1.068801511446988250e+01,1.700148981049850239e+00,1.734124750380708013e+00
1.069912647254945526e+01,1.700155831425976372e+00,1.732000087373424480e+00
1.071023783062902801e+01,1.700162416916862984e+00,1.710003709193067545e+00
1.072134918870860254e+01,1.700168738423660564e+00,1.704758586390164421e+00
1.073246054678817529e+01,1.700174796843934022e+00,1.708611499913702980e+00
1.074357190486774805e+01,1.700180593071682011e+00,1.697467245190145135e+00
1.075468326294732080e+01,1.700186127997352026e+00,1.676382950397462324e+00
1.076579462102689533e+01,1.700191402507859717e+00,1.718866524802969531e+00
1.077690597910646808e+01,1.700196417486605771e+00,1.668098889014018482e+00
1.078801733718604083e+01,1.700201173813491673e+00,1.691341843050027549e+00
1.079912869526561536e+01,1.700205672364939247e+00,1.698855589348700290e+00
1.081024005334518812e+01,1.700209914013905754e+00,1.674086357487351684e+00
1.082135141142476087e+01,1.700213899629901659e+00,1.695929729750633053e+00
1.083246276950433362e+01,1.700217630079006836e+00,1.724718669593612308e+00
1.084357412758390815e+01,1.700221106223888334e+00,1.703078696026424588e+00
1.085468548566348090e+01,1.700224328923815698e+00,1.729959166485182553e+00
1.086579684374305366e+01,1.700227299034678285e+00,1.711790067244666202e+00
1.087690820182262641e+01,1.700230017409001926e+00,1.670320551291224476e+00
1.088801955990220094e+01,1.700232484895963792e+00,1.714065368375425891e+00
1.089913091798177369e+01,1.700234702341410609e+00,1.679501044444487112e+00
1.091024227606134644e+01,1.700236670587873089e+00,1.737882548574868791e+00
1.092135363414092097e+01,1.700238390474583028e+00,1.687566326124495308e+00
1.093246499222049373e+01,1.700239862837488847e+00,1.698089036690230813e+00
1.094357635030006648e+01,1.700241088509271359e+00,1.720174091703239094e+00
1.095468770837963923e+01,1.700242068319359312e+00,1.704058812847734306e+00
1.096579906645921376e+01,1.700242803093945820e+00,1.685613047307134016e+00
1.097691042453878651e+01,1.700243293656003019e+00,1.705108012064218581e+00
1.098802178261835927e+01,1.700243540825298272e+00,1.708391654704900953e+00
1.099913314069793202e+01,1.700243545418409497e+00,1.691762622564180196e+00
1.101024449877750655e+01,1.700243308248738927e+00,1.666569225616193028e+00
1.102135585685707930e+01,1.700242830126531546e+00,1.705133335465823352e+00
1.103246721493665206e+01,1.700242111858886851e+00,1.696919928496071428e+00
1.104357857301622658e+01,1.700241154249775510e+00,1.691329886089810497e+00
1.105468993109579934e+01,1.700239958100054238e+00,1.680311028438145282e+00
1.106580128917537209e+01,1.700238524207481117e+00,1.726917464168381544e+00
1.107691264725494484e+01,1.700236853366728251e+00,1.682866992725496225e+00
1.108802400533451937e+01,1.700234946369398870e+00,1.710310136228282651e+00
1.109913536341409213e+01,1.700232804004041753e+00,1.683056124375576612e+00
1.111024672149366488e+01,1.700230427056163451e+00,1.696949597206747873e+00
1.112135807957323763e+01,1.700227816308245155e+00,1.675441871764709489e+00
1.113246943765281216e+01,1.700224972539756019e+00,1.674085554449508573e+00
1.114358079573238491e+01,1.700221896527167598e+00,1.695034429393148523e+00
1.115469215381195767e+01,1.700218589043967832e+00,1.719758235083728826e+00
1.116580351189153220e+01,1.700215050860675259e+00,1.673369258246266478e+00
1.117691486997110495e+01,1.700211282744853669e+00,1.738987013381413815e+00
1.118802622805067770e+01,1.700207285461124540e+00,1.686988995102062017e+00
1.119913758613025045e+01,1.700203059771182579e+00,1.726736492525405620e+00
1.121024894420982498e+01,1.700198606433808379e+00,1.678609129830621383e+00
1.122136030228939774e+01,1.700193926204882633e+00,1.676584335239329482e+00
1.123247166036897049e+01,1.700189019837399895e+00,1.691559665454871020e+00
1.124358301844854324e+01,1.700183888081481243e+00,1.692499938395661152e+00
1.125469437652811777e+01,1.700178531684388705e+00,1.694637489501462646e+00
1.126580573460769052e+01,1.700172951390538367e+00,1.689580712412197983e+00
1.127691709268726328e+01,1.700167147941513690e+00,1.715140108524911611e+00
1.128802845076683781e+01,1.700161122076078390e+00,1.720659242337278405e+00
1.129913980884641056e+01,1.700154874530190874e+00,1.698057106278176409e+00
1.131025116692598331e+01,1.700148406037014670e+00,1.750909332579553501e+00
1.132136252500555607e+01,1.700141717326935087e+00,1.717369220769640936e+00
1.133247388308513059e+01,1.700134809127568758e+00,1.727901629381847659e+00
1.134358524116470335e+01,1.700127682163778964e+00,1.707967413236446630e+00
1.135469659924427610e+01,1.700120337157687178e+00,1.729603236943107802e+00
1.136580795732384885e+01,1.700112774828685946e+00,1.681842108501035993e+00
1.137691931540342338e+01,1.700104995893451321e+00,1.711203946340913884e+00
1.138803067348299614e+01,1.700097001065957070e+00,1.704166570670280212e+00
1.139914203156256889e+01,1.700088791057484450e+00,1.670650741704242881e+00
1.141025338964214342e+01,1.700080366576637747e+00,1.661762779936392320e+00
1.142136474772171617e+01,1.700071728329353604e+00,1.686540833871603029e+00
1.143247610580128892e+01,1.700062877018915231e+00,1.724763472960509914e+00
1.144358746388086168e+01,1.700053813345964837e+00,1.652867100479560314e+00
1.145469882196043621e+01,1.700044538008514294e+00,1.730138996822087938e+00
1.146581018004000896e+01,1.700035051701958899e+00,1.716484826686678122e+00
1.147692153811958171e+01,1.700025355119088033e+00,1.713515295112934433e+00
1.148803289619915446e+01,1.700015448950097596e+00,1.694670448292019183e+00
1.149914425427872899e+01,1.700005333882603109e+00,1.683652364767951326e+00
1.151025561235830175e+01,1.699995010601649037e+00,1.699310119847303069e+00
1.152136697043787450e+01,1.699984479789723224e+00,1.729630360967692182e+00
1.153247832851744903e+01,1.699973742126766663e+00,1.701823486976068667e+00
1.154358968659702178e+01,1.699962798290186150e+00,1.694472132655235441e+00
1.155470104467659453e+01,1.699951648954865391e+00,1.708851816103668542e+00
1.156581240275616729e+01,1.699940294793176765e+00,1.695640825265670504e+00
1.157692376083574182e+01,1.699928736474992430e+00,1.705037055033627569e+00
1.158803511891531457e+01,1.699916974667697200e+00,1.663426507560700873e+00
1.159914647699488732e+01,1.699905010036196762e+00,1.712510852182558496e+00
1.161025783507446008e+01,1.699892843242932328e+00,1.678749679198290767e+00
1.162136919315403460e+01,1.699880474947889741e+00,1.725669447878496632e+00
1.163248055123360736e+01,1.699867905808611024e+00,1.708286435154327654e+00
1.164359190931318011e+01,1.699855136480206141e+00,1.704096667879975380e+00
1.165470326739275464e+01,1.699842167615362998e+00,1.710618645599139676e+00
1.166581462547232739e+01,1.699828999864359425e+00,1.693375049287616729e+00
1.167692598355190015e+01,1.699815633875073395e+00,1.706138826673848419e+00
1.168803734163147290e+01,1.699802070292993905e+00,1.694042900882907654e+00
1.169914869971104743e+01,1.699788309761231409e+00,1.680749670636572324e+00
1.171026005779062018e+01,1.699774352920530696e+00,1.711171213663886803e+00
1.172137141587019293e+01,1.699760200409277555e+00,1.684025778394459660e+00
1.173248277394976569e+01,1.699745852863513429e+00,1.697069719164703283e+00
1.174359413202934022e+01,1.699731310916943627e+00,1.681178153774463668e+00
1.175470549010891297e+01,1.699716575200948654e+00,1.710737173687099988e+00
1.176581684818848572e+01,1.699701646344593975e+00,1.679232935858309350e+00
1.177692820626806025e+01,1.699686524974640900e+00,1.695133018511431722e+00
1.178803956434763300e+01,1.699671211715556796e+00,1.679947595791371429e+00
1.179915092242720576e+01,1.699655707189525966e+00,1.715256463709556201e+00
1.181026228050677851e+01,1.699640012016458979e+00,1.707472648246278757e+00
1.182137363858635304e+01,1.699624126814002212e+00,1.695430427088992165e+00
1.183248499666592579e+01,1.699608052197550290e+00,1.710177946182507069e+00
1.184359635474549854e+01,1.699591788780253410e+00,1.691382858722004556e+00
1.185470771282507130e+01,1.699575337173029776e+00,1.722962650028581288e+00
1.186581907090464583e+01,1.699558697984573374e+00,1.665038101496603362e+00
1.187693042898421858e+01,1.699541871821365735e+00,1.678355240522888092e+00
1.188804178706379133e+01,1.699524859287683709e+00,1.650221182624554750e+00
1.189915314514336586e+01,1.699507660985611679e+00,1.699691750063053286e+00
1.191026450322293861e+01,1.699490277515049330e+00,1.721503938046963222e+00
1.192137586130251137e+01,1.699472709473722087e+00,1.722519107961295148e+00
1.193248721938208412e+01,1.699454957457190440e+00,1.692291546242832956e+00
1.194359857746165865e+01,1.699437022058860602e+00,1.683339491837643642e+00
1.195470993554123140e+01,1.699418903869991837e+00,1.702463796766063853e+00
1.196582129362080416e+01,1.699400603479708893e+00,1.673724192665761779e+00
1.197693265170037691e+01,1.699382121475008223e+00,1.679727247901526610e+00
1.198804400977995144e+01,1.699363458440769747e+00,1.728730280056569368e+00
1.199915536785952419e+01,1.699344614959765298e+00,1.679176516926991880e+00
1.201026672593909694e+01,1.699325591612667719e+00,1.725434496881667723e+00
1.202137808401867147e+01,1.699306388978059967e+00,1.660829473553428581e+00
1.203248944209824423e+01,1.699287007632445778e+00,1.709171221691477394e+00
1.204360080017781698e+01,1.699267448150256765e+00,1.720330696199115161e+00
1.205471215825738973e+01,1.699247711103861747e+00,1.720526688590209075e+00
1.206582351633696426e+01,1.699227797063577849e+00,1.700905634109331155e+00
1.207693487441653701e+01,1.699207706597677170e+00,1.736355269749988883e+00
1.208804623249610977e+01,1.699187440272396099e+00,1.704817719713456858e+00
1.209915759057568430e+01,1.699166998651945981e+00,1.719499159582541514e+00
1.211026894865525705e+01,1.699146382298519109e+00,1.696103416952434273e+00
1.212138030673482980e+01,1.699125591772300048e+00,1.738235464574397149e+00
1.213249166481440255e+01,1.699104627631473630e+00,1.690131100714272971e+00
1.214360302289397708e+01,1.699083490432232502e+00,1.662300682364062698e+00
1.215471438097354984e+01,1.699062180728786675e+00,1.708797171637044032e+00
1.216582573905312259e+01,1.699040699073373073e+00,1.702477454310790117e+00
1.217693709713269534e+01,1.699019046016262635e+00,1.716867274400036614e+00
1.218804845521226987e+01,1.698997222105768756e+00,1.696051857105950633e+00
1.219915981329184262e+01,1.698975227888257278e+00,1.715243841216140153e+00
1.221027117137141538e+01,1.698953063908153815e+00,1.710146406722050871e+00
1.222138252945098991e+01,1.698930730707951753e+00,1.717353447772193009e+00
1.223249388753056266e+01,1.698908228828222011e+00,1.732308124863018106e+00
1.224360524561013541e+01,1.698885558807619933e+00,1.696836464195836669e+00
1.225471660368970817e+01,1.698862721182893942e+00,1.686824485684535802e+00
1.226582796176928269e+01,1.698839716488894647e+00,1.700426418273719875e+00
1.227693931984885545e+01,1.698816545258581723e+00,1.710715212568805654e+00
1.228805067792842820e+01,1.698793208023032797e+00,1.685970338264786594e+00
1.229916203600800095e+01,1.698769705311450995e+00,1.689380508738721476e+00
1.231027339408757548e+01,1.698746037651173602e+00,1.680993021691065792e+00
1.232138475216714824e+01,1.698722205567680721e+00,1.643255706986766818e+00
1.233249611024672099e+01,1.698698209584600161e+00,1.708846802324152092e+00
1.234360746832629552e+01,1.698674050223719423e+00,1.680147795159932400e+00
1.235471882640586827e+01,1.698649728004991477e+00,1.749132422948639798e+00
1.236583018448544102e+01,1.698625243446541422e+00,1.707509493886995244e+00
1.237694154256501378e+01,1.698600597064676920e+00,1.702850604334359863e+00
1.238805290064458831e+01,1.698575789373894196e+00,1.695469829310802146e+00
1.239916425872416106e+01,1.698550820886886914e+00,1.730331722971470976e+00
1.241027561680373381e+01,1.698525692114551955e+00,1.682371023876383598e+00
1.242138697488330656e+01,1.698500403565999628e+00,1.683665804896965046e+00
1.243249833296288109e+01,1.698474955748558779e+00,1.704895862177884247e+00
1.244360969104245385e+01,1.698449349167786337e+00,1.681937860383946770e+00
1.245472104912202660e+01,1.698423584327473979e+00,1.708421363268151083e+00
1.246583240720160113e+01,1.698397661729654784e+00,1.710408873315869771e+00
1.247694376528117388e+01,1.698371581874612568e+00,1.654063913231453853e+00
1.248805512336074663e+01,1.698345345260887873e+00,1.721300037970460162e+00
1.249916648144031939e+01,1.698318952385285741e+00,1.694716589808506590e+00
1.251027783951989392e+01,1.698292403742883039e+00,1.689452844142047327e+00
1.252138919759946667e+01,1.698265699827035569e+00,1.688658906205503074e+00
1.253250055567903942e+01,1.698238841129386056e+00,1.686154609047111119e+00
1.254361191375861218e+01,1.698211828139870594e+00,1.726755268471886762e+00
1.255472327183818670e+01,1.698184661346725743e+00,1.718630708195371781e+00
1.256583462991775946e+01,1.698157341236496087e+00,1.740987753912813574e+00
1.257694598799733221e+01,1.698129868294041778e+00,1.710595812900829626e+00
1.258805734607690674e+01,1.698102243002544975e+00,1.769822840841917211e+00
1.259916870415647949e+01,1.698074465843516512e+00,1.662883121341923287e+00
1.261028006223605225e+01,1.698046537296803882e+00,1.634020335568248550e+00
1.262139142031562500e+01,1.698018457840597462e+00,1.699094302878699114e+00
1.263250277839519953e+01,1.697990227951438058e+00,1.722743399841084821e+00
1.264361413647477228e+01,1.697961848104223570e+00,1.689988952920374876e+00
1.265472549455434503e+01,1.697933318772214761e+00,1.722142377813990821e+00
1.266583685263391779e+01,1.697904640427044809e+00,1.697637360091767578e+00
1.267694821071349232e+01,1.697875813538722856e+00,1.664595797557453682e+00
1.268805956879306507e+01,1.697846838575642447e+00,1.667118242531615557e+00
1.269917092687263782e+01,1.697817716004589528e+00,1.703773171314917567e+00
1.271028228495221235e+01,1.697788446290746212e+00,1.706998180999395043e+00
1.272139364303178510e+01,1.697759029897699667e+00,1.698993407098163155e+00
1.273250500111135786e+01,1.697729467287448113e+00,1.676093081722255018e+00
1.274361635919093061e+01,1.697699758920406587e+00,1.693072584264434299e+00
1.275472771727050514e+01,1.697669905255414946e+00,1.735137776484046546e+00
1.276583907535007789e+01,1.697639906749744299e+00,1.678563643378182979e+00
1.277695043342965064e+01,1.697609763859101450e+00,1.669407184020388346e+00
1.278806179150922340e+01,1.697579477037638229e+00,1.683707917967379064e+00
1.279917314958879793e+01,1.697549046737955702e+00,1.702496554044354182e+00
1.281028450766837068e+01,1.697518473411111728e+00,1.756288604121982289e+00
1.282139586574794343e+01,1.697487757506626727e+00,1.659319188646315668e+00
1.283250722382751796e+01,1.697456899472490788e+00,1.717515611498952266e+00
1.284361858190709071e+01,1.697425899755169443e+00,1.691870190825948583e+00
1.285472993998666347e+01,1.697394758799609438e+00,1.675337923134202489e+00
1.286584129806623622e+01,1.697363477049246283e+00,1.646356629782069758e+00
1.287695265614581075e+01,1.697332054946008917e+00,1.737412926663667312e+00
1.288806401422538350e+01,1.697300492930327476e+00,1.728457725224816111e+00
1.289917537230495626e+01,1.697268791441138625e+00,1.702551868668215063e+00
1.291028673038452901e+01,1.697236950915890663e+00,1.719894617327096809e+00
1.292139808846410354e+01,1.697204971790552186e+00,1.670491705814956207e+00
1.293250944654367629e+01,1.697172854499615635e+00,1.697224337474835032e+00
1.294362080462324904e+01,1.697140599476104406e+00,1.679136851834566846e+00
1.295473216270282357e+01,1.697108207151579284e+00,1.705881264267357089e+00
1.296584352078239633e+01,1.697075677956143558e+00,1.675424511125745752e+00
1.297695487886196908e+01,1.697043012318449451e+00,1.708671092917694478e+00
1.298806623694154183e+01,1.697010210665703678e+00,1.690521524597638825e+00
1.299917759502111636e+01,1.696977273423674326e+00,1.695838322407712706e+00
1.301028895310068911e+01,1.696944201016694631e+00,1.674854971693340078e+00
1.302140031118026187e+01,1.696910993867671191e+00,1.699726246787984563e+00
1.303251166925983462e+01,1.696877652398088632e+00,1.693910502185423494e+00
1.304362302733940915e+01,1.696844177028014933e+00,1.681093011361936007e+00
1.305473438541898190e+01,1.696810568176108536e+00,1.680711843756516943e+00
1.306584574349855465e+01,1.696776826259621895e+00,1.688726631003485412e+00
1.307695710157812918e+01,1.696742951694409918e+00,1.739553268340783942e+00
1.308806845965770194e+01,1.696708944894933069e+00,1.711464866870716639e+00
1.309917981773727469e+01,1.696674806274265146e+00,1.718020419344945093e+00
1.311029117581684744e+01,1.696640536244096831e+00,1.702438025683584044e+00
1.312140253389642197e+01,1.696606135214743460e+00,1.726595575628649737e+00
1.313251389197599472e+01,1.696571603595148581e+00,1.689232770087533142e+00
1.314362525005556748e+01,1.696536941792890385e+00,1.712604795105719946e+00
1.315473660813514023e+01,1.696502150214187488e+00,1.715988411838573313e+00
1.316584796621471476e+01,1.696467229263904031e+00,1.679111270673756318e+00
1.317695932429428751e+01,1.696432179345555014e+00,1.712830641201957382e+00
1.318807068237386027e+01,1.696397000861312065e+00,1.692510017548254808e+00
1.319918204045343479e+01,1.696361694212008775e+00,1.673785211561958253e+00
1.321029339853300755e+01,1.696326259797144687e+00,1.711742488559946151e+00
1.322140475661258030e+01,1.696290698014893294e+00,1.707981018756005609e+00
1.323251611469215305e+01,1.696255009262106039e+00,1.675007526552664494e+00
1.324362747277172758e+01,1.696219193934316305e+00,1.701004106037440788e+00
1.325473883085130034e+01,1.696183252425746968e+00,1.722504340748826301e+00
1.326585018893087309e+01,1.696147185129313728e+00,1.720342322043622252e+00
