t,a,c_productive,maturation_intermediate,c_cleaved_product,da_dt
3.550710142028405958e-01,1.536937500100974893e-02,1.215232571321562920e-02,4.523315333620769874e-04,1.482891753390780604e-03,1.338329992572420343e-02
3.560712142428485438e-01,1.538277011278973462e-02,1.216075727503028968e-02,4.545423741239339806e-04,1.485937726261789531e-03,1.340157175579424417e-02
3.570714142828565474e-01,1.539618350751583223e-02,1.216920637009161546e-02,4.567551808677147262e-04,1.488976758601604639e-03,1.341985733464252581e-02
3.580716143228645509e-01,1.540961519887639256e-02,1.217767309781186448e-02,4.589699351563814663e-04,1.492008895563415706e-03,1.343815627941086048e-02
3.590718143628725545e-01,1.542306520028754492e-02,1.218615755576055171e-02,4.611866186697834115e-04,1.495034182168846751e-03,1.345646821306966182e-02
3.600720144028805580e-01,1.543653352491070052e-02,1.219465983982717834e-02,4.634052131742847692e-04,1.498052663355783649e-03,1.347479276380227423e-02
3.610722144428885616e-01,1.545002018475457109e-02,1.220318003901862090e-02,4.656257006397471762e-04,1.501064384048013747e-03,1.349312958010067537e-02
3.620724144828965652e-01,1.546352519149009688e-02,1.221171824010612930e-02,4.678480631682239987e-04,1.504069389031059342e-03,1.351147831745848349e-02
3.630726145229045687e-01,1.547704855652524969e-02,1.222027452805541162e-02,4.700722829857681547e-04,1.507067722943663006e-03,1.352983863713081228e-02
3.640728145629125723e-01,1.549059029100502242e-02,1.222884898602663237e-02,4.722983424424321143e-04,1.510059430277787803e-03,1.354821020613412169e-02
3.650730146029205758e-01,1.550415040581143954e-02,1.223744169537441077e-02,4.745262240122676825e-04,1.513044555378616424e-03,1.356659269724622661e-02
3.660732146429285794e-01,1.551772891156355007e-02,1.224605273564782597e-02,4.767559102933263248e-04,1.516023142444552921e-03,1.358498578900611646e-02
3.670734146829365829e-01,1.553132581861743113e-02,1.225468218459041525e-02,4.789873840076588419e-04,1.518995235527220537e-03,1.360338916571392047e-02
3.680736147229445865e-01,1.554494113706618788e-02,1.226333011814016889e-02,4.812206280013155320e-04,1.521960878531463876e-03,1.362180251743082444e-02
3.690738147629525900e-01,1.555857487673995183e-02,1.227199661042953707e-02,4.834556252443461912e-04,1.524920115215347167e-03,1.364022553997897187e-02
3.700740148029605936e-01,1.557222704720587908e-02,1.228068173378542641e-02,4.856923588308002218e-04,1.527872989190155349e-03,1.365865793494135116e-02
3.710742148429685972e-01,1.558589765776815898e-02,1.228938555872920342e-02,4.879308119787262527e-04,1.530819543920392987e-03,1.367709940966175750e-02
3.720744148829766007e-01,1.559958671746800377e-02,1.229810815397668587e-02,4.901709680301725731e-04,1.533759822723785790e-03,1.369554967724468005e-02
3.730746149229846043e-01,1.561329423508365198e-02,1.230684958643815316e-02,4.924128104511868616e-04,1.536693868771279309e-03,1.371400845655521006e-02
3.740748149629926078e-01,1.562702021913037198e-02,1.231560992121833939e-02,4.946563228318164029e-04,1.539621725087039587e-03,1.373247547221896452e-02
3.750750150030006114e-01,1.564076467786045671e-02,1.232438922161643857e-02,4.969014888861078170e-04,1.542543434548452729e-03,1.375095045462198899e-02
3.760752150430086149e-01,1.565452761926322892e-02,1.233318754912609942e-02,4.991482924521072756e-04,1.545459039886125548e-03,1.376943313991067612e-02
3.770754150830166185e-01,1.566830905106503941e-02,1.234200496343542883e-02,5.013967174918605024e-04,1.548368583683884915e-03,1.378792326999167539e-02
3.780756151230246220e-01,1.568210898072926185e-02,1.235084152242699185e-02,5.036467480914124479e-04,1.551272108378777765e-03,1.380642059253181161e-02
3.790758151630326256e-01,1.569592741545629971e-02,1.235969728217780651e-02,5.058983684608077229e-04,1.554169656261071737e-03,1.382492486095797737e-02
3.800760152030406291e-01,1.570976436218358280e-02,1.236857229695935076e-02,5.081515629340905985e-04,1.557061269474254751e-03,1.384343583445707231e-02
3.810762152430486327e-01,1.572361982779570816e-02,1.237746662048596832e-02,5.104063159256271628e-04,1.559946990027408350e-03,1.386195327427307278e-02
3.820764152830566363e-01,1.573749381876310416e-02,1.238638030386831311e-02,5.126626119576144572e-04,1.562826859857512898e-03,1.388047694954263299e-02
3.830766153230646398e-01,1.575138634082049252e-02,1.239531339366116425e-02,5.149204357473405368e-04,1.565700920774676505e-03,1.389900664318521363e-02
3.840768153630725879e-01,1.576529739954325368e-02,1.240426593520960706e-02,5.171797721246560852e-04,1.568569214430642206e-03,1.391754214216155486e-02
3.850770154030805914e-01,1.577922700035423384e-02,1.241323797268884151e-02,5.194406060308279791e-04,1.571431782318723344e-03,1.393608323735687216e-02
3.860772154430885950e-01,1.579317514852373455e-02,1.242222954910417523e-02,5.217029225185385293e-04,1.574288665773802050e-03,1.395462972358081644e-02
3.870774154830965985e-01,1.580714184916951273e-02,1.243124070629102358e-02,5.239667067518862398e-04,1.577139905972330981e-03,1.397318139956738384e-02
3.880776155231046021e-01,1.582112710725679106e-02,1.244027148491491305e-02,5.262319440063850488e-04,1.579985543932332015e-03,1.399173806797487582e-02
3.890778155631126056e-01,1.583513092759824409e-02,1.244932192447148131e-02,5.284986196689654128e-04,1.582825620513396469e-03,1.401029953538583672e-02
3.900780156031206092e-01,1.584915331485400522e-02,1.245839206328647197e-02,5.307667192379730055e-04,1.585660176416685534e-03,1.402886561230697222e-02
3.910782156431286127e-01,1.586319427353167361e-02,1.246748193851574329e-02,5.330362283231698025e-04,1.588489252184930277e-03,1.404743611316913027e-02
3.920784156831366163e-01,1.587725380798629682e-02,1.247659158614525775e-02,5.353071326457335384e-04,1.591312888202430983e-03,1.406601085632719350e-02
3.930786157231446198e-01,1.589133192242038820e-02,1.248572104099109244e-02,5.375794180382577076e-04,1.594131124695057815e-03,1.408458966406003418e-02
3.940788157631526234e-01,1.590542862088391643e-02,1.249487033669943042e-02,5.398530704447517805e-04,1.596944001730250589e-03,1.410317236257047947e-02
3.950790158031606270e-01,1.591954390727430904e-02,1.250403950574656767e-02,5.421280759206412040e-04,1.599751559217018997e-03,1.412175878198520390e-02
3.960792158431686305e-01,1.593367778533645585e-02,1.251322857943890608e-02,5.444044206327670757e-04,1.602553836905941734e-03,1.414034875635472241e-02
3.970794158831766341e-01,1.594783025866269507e-02,1.252243758791296221e-02,5.466820908593864698e-04,1.605350874389167804e-03,1.415894212365323250e-02
3.980796159231846376e-01,1.596200133069283766e-02,1.253166656013535683e-02,5.489610729901722198e-04,1.608142711100415435e-03,1.417753872577869230e-02
3.990798159631926412e-01,1.597619100471413950e-02,1.254091552390282360e-02,5.512413535262133523e-04,1.610929386314972943e-03,1.419613840855261239e-02
4.000800160032006447e-01,1.599039928386132223e-02,1.255018450584220735e-02,5.535229190800144364e-04,1.613710939149697651e-03,1.421474102172010090e-02
4.010802160432086483e-01,1.600462617111656285e-02,1.255947353141045712e-02,5.558057563754959093e-04,1.616487408563017187e-03,1.423334641894975425e-02
4.020804160832166518e-01,1.601887166930950415e-02,1.256878262489463834e-02,5.580898522479944010e-04,1.619258833354928406e-03,1.425195445783358772e-02
4.030806161232246554e-01,1.603313578111723731e-02,1.257811180941191889e-02,5.603751936442620844e-04,1.622025252166998032e-03,1.427056499988700253e-02
4.040808161632326589e-01,1.604741850917319052e-02,1.258746110757463267e-02,5.626617675898597281e-04,1.624786703506437375e-03,1.428917790852834643e-02
4.050810162032406625e-01,1.606171985597329085e-02,1.259683054101231985e-02,5.649495611705728209e-04,1.627543225807648796e-03,1.430779305030885525e-02
4.060812162432486661e-01,1.607603982338886434e-02,1.260622012738990376e-02,5.672385616816014772e-04,1.630294857318735332e-03,1.432641030398646223e-02
4.070814162832566696e-01,1.609037841318864889e-02,1.261562988349040730e-02,5.695287565235404538e-04,1.633041636124704351e-03,1.434502955140924511e-02
4.080816163232646732e-01,1.610473562706811468e-02,1.262505982539078968e-02,5.718201331952455337e-04,1.635783600151042173e-03,1.436365067698904159e-02
4.090818163632726767e-01,1.611911146664948835e-02,1.263450996846194989e-02,5.741126792938329839e-04,1.638520787163714933e-03,1.438227356770145279e-02
4.100820164032806803e-01,1.613350593348174267e-02,1.264398032736872152e-02,5.764063825146795552e-04,1.641253234769168802e-03,1.440089811308582074e-02
4.110822164432886838e-01,1.614791902904059648e-02,1.265347091606987794e-02,5.787012306514229161e-04,1.643980980414328462e-03,1.441952420524512599e-02
4.120824164832966874e-01,1.616235075472850433e-02,1.266298174781813231e-02,5.809972115959612191e-04,1.646704061386599065e-03,1.443815173884594426e-02
4.130826165233046354e-01,1.617680111187467726e-02,1.267251283516013238e-02,5.832943133384529922e-04,1.649422514813864713e-03,1.445678061111848288e-02
4.140828165633126390e-01,1.619127010173507242e-02,1.268206418993646743e-02,5.855925239673178979e-04,1.652136377664489321e-03,1.447541072185645761e-02
4.150830166033206425e-01,1.620575772549239305e-02,1.269163582328166132e-02,5.878918316692358656e-04,1.654845686747316406e-03,1.449404197341709437e-02
4.160832166433286461e-01,1.622026398425607807e-02,1.270122774562417768e-02,5.901922247291476343e-04,1.657550478711668652e-03,1.451267427072105466e-02
4.170834166833366496e-01,1.623478887906232293e-02,1.271083996668641650e-02,5.924936915302544266e-04,1.660250790047348556e-03,1.453130752125241995e-02
4.180836167233446532e-01,1.624933241087406915e-02,1.272047249548471752e-02,5.947962205540181660e-04,1.662946657084638435e-03,1.454994163505864829e-02
4.190838167633526568e-01,1.626389458058099396e-02,1.273012534032935683e-02,5.970998003801613685e-04,1.665638115994299553e-03,1.456857652475048413e-02
4.200840168033606603e-01,1.627847538899953803e-02,1.273979850882455030e-02,5.994044196866672508e-04,1.668325202787572991e-03,1.458721210550201208e-02
4.210842168433686639e-01,1.629307483687286728e-02,1.274949200786845184e-02,6.017100672497796218e-04,1.671007953316179214e-03,1.460584829505046610e-02
4.220844168833766674e-01,1.630769292487091460e-02,1.275920584365314997e-02,6.040167319440029915e-04,1.673686403272318934e-03,1.462448501369637520e-02
4.230846169233846710e-01,1.632232965359033811e-02,1.276894002166467298e-02,6.063244027421022453e-04,1.676360588188671166e-03,1.464312218430331887e-02
4.240848169633926745e-01,1.633698502355456286e-02,1.277869454668298897e-02,6.086330687151032945e-04,1.679030543438395605e-03,1.466175973229804849e-02
4.250850170034006781e-01,1.635165903521373920e-02,1.278846942278200234e-02,6.109427190322923177e-04,1.681696304235130897e-03,1.468039758567032602e-02
4.260852170434086816e-01,1.636635168894478090e-02,1.279826465332955382e-02,6.132533429612163026e-04,1.684357905632995287e-03,1.469903567497295865e-02
4.270854170834166852e-01,1.638106298505133743e-02,1.280808024098742740e-02,6.155649298676828295e-04,1.687015382526586837e-03,1.471767393332170000e-02
4.280856171234246887e-01,1.639579292376380781e-02,1.281791618771133644e-02,6.178774692157601792e-04,1.689668769650982559e-03,1.473631229639525697e-02
4.290858171634326923e-01,1.641054150535939740e-02,1.282777249553020138e-02,6.201909505075918613e-04,1.692318101651368260e-03,1.475495069995403676e-02
4.300860172034406959e-01,1.642530872990084420e-02,1.283764916501446349e-02,6.225053633318544883e-04,1.694963413077674782e-03,1.477358908434972876e-02
4.310862172434486994e-01,1.644009459709289134e-02,1.284754619427379806e-02,6.248206974715618403e-04,1.697604738237857907e-03,1.479222739787582411e-02
4.320864172834567030e-01,1.645489910661886504e-02,1.285746358102162791e-02,6.271369427957962199e-04,1.700242111286026214e-03,1.481086559046318821e-02
4.330866173234647065e-01,1.646972225814351265e-02,1.286740132259283492e-02,6.294540892586117809e-04,1.702875566223513567e-03,1.482950361362510815e-02
4.340868173634727101e-01,1.648456405131298180e-02,1.287735941594376349e-02,6.317721268990347458e-04,1.705505136898879774e-03,1.484814142045717128e-02
4.350870174034807136e-01,1.649942448575483778e-02,1.288733785765221185e-02,6.340910458410630801e-04,1.708130857007910362e-03,1.486677896563734849e-02
4.360872174434887172e-01,1.651430356107805655e-02,1.289733664391744077e-02,6.364108362936667096e-04,1.710752760093615932e-03,1.488541620542588491e-02
4.370874174834967207e-01,1.652920127687301788e-02,1.290735577056016659e-02,6.387314885507870861e-04,1.713370879546232805e-03,1.490405309766528082e-02
4.380876175235047243e-01,1.654411763271151914e-02,1.291739523302256817e-02,6.410529929913380554e-04,1.715985248603223027e-03,1.492268960178030554e-02
4.390878175635127278e-01,1.655905262814677537e-02,1.292745502636827824e-02,6.433753400792047725e-04,1.718595900349274147e-03,1.494132567877795928e-02
4.400880176035207314e-01,1.657400626271339841e-02,1.293753514528239550e-02,6.456985203632445696e-04,1.721202867716299222e-03,1.495996129124736555e-02
4.410882176435286794e-01,1.658897853592741778e-02,1.294763558407147075e-02,6.480225244772864135e-04,1.723806183483436597e-03,1.497859640335985273e-02
4.420884176835366830e-01,1.660396944728627713e-02,1.295775633666351734e-02,6.503473431401315561e-04,1.726405880277050988e-03,1.499723098086885517e-02
4.430886177235446866e-01,1.661897899626883085e-02,1.296789739660800592e-02,6.526729671555527761e-04,1.729001990570731969e-03,1.501586499110992012e-02
4.440888177635526901e-01,1.663400718233534054e-02,1.297805875707586792e-02,6.549993874122945949e-04,1.731594546685294835e-03,1.503449840300063491e-02
4.450890178035606937e-01,1.664905400492747850e-02,1.298824041085949038e-02,6.573265948840736027e-04,1.734183580788780385e-03,1.505313118704063730e-02
4.460892178435686972e-01,1.666411946346833123e-02,1.299844235037272283e-02,6.596545806295782410e-04,1.736769124896455144e-03,1.507176331531156002e-02
4.470894178835767008e-01,1.667920355736239590e-02,1.300866456765087040e-02,6.619833357924688032e-04,1.739351210870811355e-03,1.509039476147702730e-02
4.480896179235847043e-01,1.669430628599558042e-02,1.301890705435069899e-02,6.643128516013772173e-04,1.741929870421566121e-03,1.510902550078259757e-02
4.490898179635927079e-01,1.670942764873520683e-02,1.302916980175043357e-02,6.666431193699074798e-04,1.744505135105662913e-03,1.512765551005575485e-02
4.500900180036007114e-01,1.672456764492999751e-02,1.303945280074975642e-02,6.689741304966355471e-04,1.747077036327270277e-03,1.514628476770583584e-02
4.510902180436087150e-01,1.673972627391010284e-02,1.304975604186980886e-02,6.713058764651090105e-04,1.749645605337782480e-03,1.516491325372409243e-02
4.520904180836167185e-01,1.675490353498707008e-02,1.306007951525319476e-02,6.736383488438473129e-04,1.752210873235819514e-03,1.518354094968352511e-02
4.530906181236247221e-01,1.677009942745386062e-02,1.307042321066397006e-02,6.759715392863419655e-04,1.754772870967226655e-03,1.520216783873897144e-02
4.540908181636327257e-01,1.678531395058485351e-02,1.308078711748765673e-02,6.783054395310561145e-04,1.757331629325074905e-03,1.522079390562702458e-02
4.550910182036407292e-01,1.680054710364143472e-02,1.309117122476970499e-02,6.806400413974649259e-04,1.759887178954981386e-03,1.523941913653840789e-02
4.560912182436487328e-01,1.681579888596114805e-02,1.310157552190601739e-02,6.829753366830840266e-04,1.762439550510951254e-03,1.525804351666037659e-02
4.570914182836567363e-01,1.683106929659344830e-02,1.311199999626205988e-02,6.853113173587924286e-04,1.764988774420204500e-03,1.527666703781231823e-02
4.580916183236647399e-01,1.684635833449067352e-02,1.312244463429678223e-02,6.876479755302966233e-04,1.767534880892719738e-03,1.529528969512240419e-02
4.590918183636727434e-01,1.686166599862217938e-02,1.313290942231209492e-02,6.899853033752257128e-04,1.770077899997960164e-03,1.531391148461642635e-02
4.600920184036807470e-01,1.687699228797433573e-02,1.314339434645286388e-02,6.923232931431321695e-04,1.772617861664872469e-03,1.533253240321780404e-02
4.610922184436887505e-01,1.689233720155053700e-02,1.315389939270690881e-02,6.946619371554909684e-04,1.775154795681888357e-03,1.535115244874758755e-02
4.620924184836967541e-01,1.690770073837119178e-02,1.316442454690501009e-02,6.970012278057002375e-04,1.777688731696922811e-03,1.536977161992438175e-02
4.630926185237047576e-01,1.692308289747373670e-02,1.317496979472090532e-02,6.993411575590810416e-04,1.780219699217376042e-03,1.538838991636440681e-02
4.640928185637127612e-01,1.693848367791261217e-02,1.318553512167128412e-02,7.016817189528773814e-04,1.782747727610131542e-03,1.540700733858137682e-02
4.650930186037207648e-01,1.695390307875929009e-02,1.319612051311579680e-02,7.040229045962561943e-04,1.785272846101557814e-03,1.542562388798658646e-02
4.660932186437287683e-01,1.696934109910225655e-02,1.320672595425705087e-02,7.063647071703074622e-04,1.787795083777507293e-03,1.544423956688880523e-02
4.670934186837367719e-01,1.698479773804701526e-02,1.321735143014060761e-02,7.087071194280437783e-04,1.790314469583316123e-03,1.546285437849431732e-02
4.680936187237447754e-01,1.700027299471609105e-02,1.322799692565499070e-02,7.110501341944009974e-04,1.792831032323805246e-03,1.548146832690686439e-02
4.690938187637527790e-01,1.701576686824902637e-02,1.323866242553167240e-02,7.133937443662378020e-04,1.795344800663279967e-03,1.550008141712765249e-02
4.700940188037607270e-01,1.703127935780238481e-02,1.324934791434508735e-02,7.157379429123357029e-04,1.797855803125529084e-03,1.551869365505532776e-02
4.710942188437687306e-01,1.704681046254974408e-02,1.326005337651262744e-02,7.180827228733994722e-04,1.800364068093826195e-03,1.553730504748591749e-02
4.720944188837767341e-01,1.706236018168170304e-02,1.327077879629464004e-02,7.204280773620566018e-04,1.802869623810929257e-03,1.555591560211286306e-02
4.730946189237847377e-01,1.707792851440588511e-02,1.328152415779442624e-02,7.227739995628574112e-04,1.805372498379079725e-03,1.557452532752700083e-02
4.740948189637927412e-01,1.709351545994692093e-02,1.329228944495825133e-02,7.251204827322753734e-04,1.807872719760004066e-03,1.559313423321647199e-02
4.750950190038007448e-01,1.710912101754646919e-02,1.330307464157532912e-02,7.274675201987067892e-04,1.810370315774912243e-03,1.561174232956679189e-02
4.760952190438087483e-01,1.712474518646320276e-02,1.331387973127783411e-02,7.298151053624710042e-04,1.812865314104498797e-03,1.563034962786076509e-02
4.770954190838167519e-01,1.714038796597281908e-02,1.332470469754090149e-02,7.321632316958100834e-04,1.815357742288942850e-03,1.564895614027850268e-02
4.780956191238247555e-01,1.715604935536802281e-02,1.333554952368261499e-02,7.345118927428893538e-04,1.817847627727906803e-03,1.566756187989736676e-02
4.790958191638327590e-01,1.717172935395855360e-02,1.334641419286402078e-02,7.368610821197967529e-04,1.820334997680538068e-03,1.568616686069201557e-02
4.800960192038407626e-01,1.718742796107115486e-02,1.335729868808912049e-02,7.392107935145432636e-04,1.822819879265468205e-03,1.570477109753428899e-02
4.810962192438487661e-01,1.720314517604959806e-02,1.336820299220487472e-02,7.415610206870631299e-04,1.825302299460812702e-03,1.572337460619325014e-02
4.820964192838567697e-01,1.721888099825467228e-02,1.337912708790119608e-02,7.439117574692129904e-04,1.827782285104171192e-03,1.574197740333518197e-02
4.830966193238647732e-01,1.723463542706418078e-02,1.339007095771095786e-02,7.462629977647727451e-04,1.830259862892627673e-03,1.576057950652349354e-02
4.840968193638727768e-01,1.725040846188117399e-02,1.340103458408057821e-02,7.486147355362503817e-04,1.832735059403854498e-03,1.577918093395365082e-02
4.850970194038807803e-01,1.726620010213696446e-02,1.341201794959076543e-02,7.509669646991395204e-04,1.835207901284867426e-03,1.579778170328592635e-02
4.860972194438887839e-01,1.728201034707747830e-02,1.342302103530133850e-02,7.533196793722371932e-04,1.837678414869683020e-03,1.581638183755189331e-02
4.870974194838967875e-01,1.729783919594465175e-02,1.343404382193766344e-02,7.556728737786509807e-04,1.840146626300287209e-03,1.583498136134210699e-02
4.880976195239047910e-01,1.731368664801868906e-02,1.344508629020906704e-02,7.580265422009190056e-04,1.842612561593958169e-03,1.585358029968705548e-02
4.890978195639127946e-01,1.732955270261805208e-02,1.345614842080883160e-02,7.603806789810093909e-04,1.845076246643267840e-03,1.587217867805706256e-02
4.900980196039207981e-01,1.734543735909947759e-02,1.346723019441420539e-02,7.627352785203211265e-04,1.847537707216081711e-03,1.589077652236233276e-02
4.910982196439288017e-01,1.736134061685795996e-02,1.347833159168639050e-02,7.650903352796832027e-04,1.849996968955557953e-03,1.590937385895294445e-02
4.920984196839368052e-01,1.737726247532675461e-02,1.348945259327055321e-02,7.674458437793550431e-04,1.852454057380148933e-03,1.592797071461875269e-02
4.930986197239448088e-01,1.739320293397739539e-02,1.350059317979581362e-02,7.698017985990266137e-04,1.854908997883599267e-03,1.594656711658952453e-02
4.940988197639528123e-01,1.740916199231966333e-02,1.351175333187525605e-02,7.721581943778182055e-04,1.857361815734947770e-03,1.596516309253476554e-02
4.950990198039608159e-01,1.742513964990161784e-02,1.352293303010592383e-02,7.745150258142804349e-04,1.859812536078526155e-03,1.598375867056383431e-02
4.960992198439688194e-01,1.744113590630957250e-02,1.353413225506881756e-02,7.768722876663941351e-04,1.862261183933959681e-03,1.600235387922584879e-02
4.970994198839768230e-01,1.745715076116811579e-02,1.354535098732890207e-02,7.792299747515708981e-04,1.864707784196166507e-03,1.602094874750971398e-02
4.980996199239847710e-01,1.747318421414009032e-02,1.355658920743509598e-02,7.815880819466522076e-04,1.867152361635358122e-03,1.603954330484410815e-02
4.990998199639927746e-01,1.748923626492661018e-02,1.356784689592028040e-02,7.839466041879104147e-04,1.869594940897040215e-03,1.605813758109744804e-02
5.001000200040007782e-01,1.750530691326705399e-02,1.357912403330129719e-02,7.863055364710480871e-04,1.872035546502010721e-03,1.607673160657790631e-02
5.011002200440087817e-01,1.752139615893905794e-02,1.359042060007894549e-02,7.886648738511980094e-04,1.874474202846361558e-03,1.609532541203335596e-02
5.021004200840167853e-01,1.753750400175852972e-02,1.360173657673798692e-02,7.910246114429235085e-04,1.876910934201477324e-03,1.611391902865140155e-02
5.031006201240247888e-01,1.755363044157963806e-02,1.361307194374713689e-02,7.933847444202180195e-04,1.879345764714036599e-03,1.613251248805936885e-02
5.041008201640327924e-01,1.756977547829481970e-02,1.362442668155907852e-02,7.957452680165058448e-04,1.881778718406010862e-03,1.615110582232422154e-02
5.051010202040407959e-01,1.758593911183477243e-02,1.363580077061044525e-02,7.981061775246412870e-04,1.884209819174665138e-03,1.616969906395266873e-02
5.061012202440487995e-01,1.760212134216845858e-02,1.364719419132183996e-02,8.004674682969089737e-04,1.886639090792557351e-03,1.618829224589099156e-02
5.071014202840568030e-01,1.761832216930310502e-02,1.365860692409781758e-02,8.028291357450241831e-04,1.889066556907539407e-03,1.620688540152518883e-02
5.081016203240648066e-01,1.763454159328421006e-02,1.367003894932689555e-02,8.051911753401324104e-04,1.891492241042755894e-03,1.622547856468089730e-02
5.091018203640728101e-01,1.765077961419552269e-02,1.368149024738155028e-02,8.075535826128096926e-04,1.893916166596644945e-03,1.624407176962333957e-02
5.101020204040808137e-01,1.766703623215906682e-02,1.369296079861822071e-02,8.099163531530620668e-04,1.896338356842938028e-03,1.626266505105735533e-02
5.111022204440888173e-01,1.768331144733513091e-02,1.370445058337729782e-02,8.122794826103264375e-04,1.898758834930659939e-03,1.628125844412742218e-02
5.121024204840968208e-01,1.769960525992226447e-02,1.371595958198314202e-02,8.146429666934697092e-04,1.901177623884128809e-03,1.629985198441755156e-02
5.131026205241048244e-01,1.771591767015727806e-02,1.372748777474406406e-02,8.170068011707893284e-04,1.903594746602956097e-03,1.631844570795135119e-02
5.141028205641128279e-01,1.773224867831525720e-02,1.373903514195234238e-02,8.193709818700130668e-04,1.906010225862046379e-03,1.633703965119197299e-02
5.151030206041208315e-01,1.774859828470954151e-02,1.375060166388420747e-02,8.217355046782991298e-04,1.908424084311597779e-03,1.635563385104213396e-02
5.161032206441288350e-01,1.776496648968090009e-02,1.376218732093822429e-02,8.241003654391959674e-04,1.910836344666948152e-03,1.637422834391887017e-02
5.171034206841368386e-01,1.778135329348843122e-02,1.377379209278414320e-02,8.264655600845097726e-04,1.913247029504491596e-03,1.639282316880732657e-02
5.181036207241448421e-01,1.779775869638717048e-02,1.378541595862083254e-02,8.288310847216049824e-04,1.915656161079216761e-03,1.641141836700389656e-02
5.191038207641528457e-01,1.781418269868121143e-02,1.379705889771283209e-02,8.311969355056232460e-04,1.918063761539096990e-03,1.643001397995636284e-02
5.201040208041608492e-01,1.783062530072371601e-02,1.380872088939039642e-02,8.335631086394697633e-04,1.920469852925113302e-03,1.644861004926375520e-02
5.211042208441688528e-01,1.784708650291690069e-02,1.382040191304949144e-02,8.359296003738128514e-04,1.922874457171255477e-03,1.646720661667628802e-02
5.221044208841768564e-01,1.786356630571205029e-02,1.383210194815180129e-02,8.382964070070848123e-04,1.925277596104521191e-03,1.648580372409540890e-02
5.231046209241848599e-01,1.788006470960950417e-02,1.384382097422471973e-02,8.406635248854811733e-04,1.927679291444916012e-03,1.650440141357375351e-02
5.241048209641928635e-01,1.789658171515867355e-02,1.385555897086135531e-02,8.430309504029610129e-04,1.930079564805454485e-03,1.652299972731514910e-02
5.251050210042008670e-01,1.791311732295802761e-02,1.386731591772052963e-02,8.453986800012470689e-04,1.932478437692158619e-03,1.654159870767461793e-02
5.261052210442088706e-01,1.792967153365509353e-02,1.387909179452677909e-02,8.477667101698253046e-04,1.934875931504058963e-03,1.656019839715833913e-02
5.271054210842168741e-01,1.794624434794646686e-02,1.389088658107035315e-02,8.501350374459454512e-04,1.937272067533193963e-03,1.657879883842369728e-02
5.281056211242248777e-01,1.796283576657780115e-02,1.390270025720721433e-02,8.525036584146206825e-04,1.939666866964610825e-03,1.659740007427921299e-02
5.291058211642328812e-01,1.797944579034381832e-02,1.391453280285903996e-02,8.548725697086275062e-04,1.942060350876364432e-03,1.661600214768457068e-02
5.301060212042408848e-01,1.799607442008829827e-02,1.392638419801321865e-02,8.572417680085061978e-04,1.944452540239517777e-03,1.663460510175061510e-02
5.311062212442488883e-01,1.801272165670408237e-02,1.393825442272285386e-02,8.596112500425603670e-04,1.946843455918142616e-03,1.665320897973931666e-02
5.321064212842568919e-01,1.802938750113307342e-02,1.395014345710676382e-02,8.619810125868570660e-04,1.949233118669318381e-03,1.667181382506377138e-02
5.331066213242648955e-01,1.804607195436624262e-02,1.396205128134947980e-02,8.643510524652272230e-04,1.951621549143132831e-03,1.669041968128821482e-02
5.341068213642728990e-01,1.806277501744361566e-02,1.397397787570124443e-02,8.667213665492646667e-04,1.954008767882682053e-03,1.670902659212800123e-02
5.351070214042809026e-01,1.807949669145428664e-02,1.398592322047801512e-02,8.690919517583274275e-04,1.956394795324070245e-03,1.672763460144957928e-02
5.361072214442889061e-01,1.809623697753641111e-02,1.399788729606146406e-02,8.714628050595364358e-04,1.958779651796409716e-03,1.674624375327053369e-02
5.371074214842969097e-01,1.811299587687720258e-02,1.400987008289897827e-02,8.738339234677764984e-04,1.961163357521820885e-03,1.676485409175949154e-02
5.381076215243049132e-01,1.812977339071293950e-02,1.402187156150365259e-02,8.762053040456957561e-04,1.963545932615432497e-03,1.678346566123619862e-02
5.391078215643129168e-01,1.814656952032896522e-02,1.403389171245430188e-02,8.785769439037059009e-04,1.965927397085382063e-03,1.680207850617149515e-02
5.401080216043209203e-01,1.816338426705968109e-02,1.404593051639545231e-02,8.809488401999822837e-04,1.968307770832813681e-03,1.682069267118724287e-02
5.411082216443288129e-01,1.818021763228854989e-02,1.405798795403733793e-02,8.833209901404632646e-04,1.970687073651881515e-03,1.683930820105641532e-02
5.421084216843368164e-01,1.819706961744810281e-02,1.407006400615591797e-02,8.856933909788515134e-04,1.973065325229746755e-03,1.685792514070301104e-02
5.431086217243448200e-01,1.821394022401993246e-02,1.408215865359285605e-02,8.880660400166127087e-04,1.975442545146578917e-03,1.687654353520209524e-02
5.441088217643528235e-01,1.823082945353468945e-02,1.409427187725553234e-02,8.904389346029758633e-04,1.977818752875556280e-03,1.689516342977975816e-02
5.451090218043608271e-01,1.824773730757208584e-02,1.410640365811704176e-02,8.928120721349338661e-04,1.980193967782865015e-03,1.691378486981310811e-02
5.461092218443688306e-01,1.826466378776089861e-02,1.411855397721618714e-02,8.951854500572428317e-04,1.982568209127698756e-03,1.693240790083032354e-02
5.471094218843768342e-01,1.828160889577896964e-02,1.413072281565749475e-02,8.975590658624226425e-04,1.984941496062260762e-03,1.695103256851053855e-02
5.481096219243848378e-01,1.829857263335319881e-02,1.414291015461119523e-02,8.999329170907566233e-04,1.987313847631760888e-03,1.696965891868394347e-02
