t,N,P_agg,dN_dt,dN_dt_noisy
3.632726545309061805e+00,4.947737148550380084e+02,1.146287794213269873e+00,-1.005401747692096563e+02,-1.009148446832834480e+02
3.636727345469093819e+00,4.943716095478443435e+02,1.146500475953029730e+00,-1.004722826567544445e+02,-9.597629276422331657e+01
3.640728145629125834e+00,4.939697757754307759e+02,1.146713134316112104e+00,-1.004044343906005423e+02,-1.072885712201266699e+02
3.644728945789157848e+00,4.935682133624071639e+02,1.146925769077570489e+00,-1.003366299301206368e+02,-9.139083087642609371e+01
3.648729745949189862e+00,4.931669221335478142e+02,1.147138380013092318e+00,-1.002688692347411177e+02,-1.018920749291379337e+02
3.652730546109221876e+00,4.927659019137914242e+02,1.147350966898998292e+00,-1.002011522639420633e+02,-1.061889912641402844e+02
3.656731346269253891e+00,4.923651525282411399e+02,1.147563529512243719e+00,-1.001334789772571696e+02,-1.008300657371614335e+02
3.660732146429285905e+00,4.919646738021645547e+02,1.147776067630416952e+00,-1.000658493342738211e+02,-9.618197569564929950e+01
3.664732946589317919e+00,4.915644655609937104e+02,1.147988581031740507e+00,-9.999826329463309094e+01,-1.069629297747729026e+02
3.668733746749349933e+00,4.911645276303250967e+02,1.148201069495070614e+00,-9.993072081802964135e+01,-1.000020506237711118e+02
3.672734546909381947e+00,4.907648598359195375e+02,1.148413532799896997e+00,-9.986322186421176639e+01,-1.068122843455756623e+02
3.676735347069413962e+00,4.903654620037025325e+02,1.148625970726343981e+00,-9.979576639298146290e+01,-9.385803553535896526e+01
3.680736147229445976e+00,4.899663339597637446e+02,1.148838383055168944e+00,-9.972835436419428845e+01,-9.903898990003106917e+01
3.684736947389477990e+00,4.895674755303573988e+02,1.149050769567762975e+00,-9.966098573775938974e+01,-1.018744100093263825e+02
3.688737747549510004e+00,4.891688865419022250e+02,1.149263130046151549e+00,-9.959366047363955943e+01,-9.450622810173419452e+01
3.692738547709542019e+00,4.887705668209812870e+02,1.149475464272993630e+00,-9.952637853185119354e+01,-1.060594348298403418e+02
3.696739347869574033e+00,4.883725161943420972e+02,1.149687772031581900e+00,-9.945913987246424881e+01,-1.015175738404929859e+02
3.700740148029606047e+00,4.879747344888967291e+02,1.149900053105842979e+00,-9.939194445560227109e+01,-9.025435162056174931e+01
3.704740948189638061e+00,4.875772215317214773e+02,1.150112307280336976e+00,-9.932479224144231011e+01,-1.000401241437626538e+02
3.708741748349670075e+00,4.871799771500572547e+02,1.150324534340258165e+00,-9.925768319021513264e+01,-9.256987853592806914e+01
3.712742548509702090e+00,4.867830011713093654e+02,1.150536734071434308e+00,-9.919061726220489561e+01,-9.831193751059755925e+01
3.716743348669734104e+00,4.863862934230475048e+02,1.150748906260327331e+00,-9.912359441774938773e+01,-1.027217192261730503e+02
3.720744148829766118e+00,4.859898537330059298e+02,1.150961050694032650e+00,-9.905661461723997263e+01,-1.003877214728103553e+02
3.724744948989798132e+00,4.855936819290831181e+02,1.151173167160279398e+00,-9.898967782112137570e+01,-9.870500761328941053e+01
3.728745749149830147e+00,4.851977778393422227e+02,1.151385255447430866e+00,-9.892278398989201094e+01,-1.010728525681065264e+02
3.732746549309862161e+00,4.848021412912286223e+02,1.151597315339672134e+00,-9.885593308382348710e+01,-1.030794417326246872e+02
3.736747349469894175e+00,4.844067721117813790e+02,1.151809346618531515e+00,-9.878912506304266117e+01,-1.028010834535284062e+02
3.740748149629926189e+00,4.840116701297227451e+02,1.152021349075684098e+00,-9.872235988827912934e+01,-1.062446995720976162e+02
3.744748949789958203e+00,4.836168351739569289e+02,1.152233322503539936e+00,-9.865563752032190337e+01,-9.821012117062763025e+01
3.748749749949990218e+00,4.832222670735341126e+02,1.152445266695025561e+00,-9.858895792000683400e+01,-9.672855369548263127e+01
3.752750550110022232e+00,4.828279656576510774e+02,1.152657181443582202e+00,-9.852232104821649727e+01,-9.488582153797287333e+01
3.756751350270053802e+00,4.824339307556506924e+02,1.152869066543167564e+00,-9.845572686588023714e+01,-1.075936580945349021e+02
3.760752150430085816e+00,4.820401621970221413e+02,1.153080921788254498e+00,-9.838917533397409443e+01,-9.446983672632700291e+01
3.764752950590117830e+00,4.816466598114009798e+02,1.153292746973831440e+00,-9.832266641352089209e+01,-9.851819677731342040e+01
3.768753750750149845e+00,4.812534234285691355e+02,1.153504541895402413e+00,-9.825620006559019259e+01,-1.055092798249264234e+02
3.772754550910181859e+00,4.808604528784545664e+02,1.153716306348987475e+00,-9.818977625129822684e+01,-9.781060068905769356e+01
3.776755351070213873e+00,4.804677479911318301e+02,1.153928040131121602e+00,-9.812339493180805050e+01,-9.416042087599265642e+01
3.780756151230245887e+00,4.800753085968216283e+02,1.154139743038856247e+00,-9.805705606832933086e+01,-9.555495241241681015e+01
3.784756951390277901e+00,4.796831345258909209e+02,1.154351414869757564e+00,-9.799075962211848889e+01,-9.447412343395676260e+01
3.788757751550309916e+00,4.792912256088530398e+02,1.154563055421907958e+00,-9.792450555447867089e+01,-9.330783337894594354e+01
3.792758551710341930e+00,4.788995816763676316e+02,1.154774664493905201e+00,-9.785829382675967736e+01,-9.348850755245993582e+01
3.796759351870373944e+00,4.785082025592405444e+02,1.154986241884862652e+00,-9.779212440035807674e+01,-9.807937464460347599e+01
3.800760152030405958e+00,4.781170880884240546e+02,1.155197787394409703e+00,-9.772599723671706329e+01,-1.082471502791898104e+02
3.804760952190437973e+00,4.777262380950166403e+02,1.155409300822690444e+00,-9.765991229732651391e+01,-1.015660701594422477e+02
3.808761752350469987e+00,4.773356524102630942e+02,1.155620781970365663e+00,-9.759386954372305922e+01,-9.592088885181341595e+01
3.812762552510502001e+00,4.769453308655545243e+02,1.155832230638611069e+00,-9.752786893748991304e+01,-9.998223304436217518e+01
3.816763352670534015e+00,4.765552732924282964e+02,1.156043646629117960e+00,-9.746191044025701444e+01,-9.413999939871231959e+01
3.820764152830566029e+00,4.761654795225681482e+02,1.156255029744093665e+00,-9.739599401370092835e+01,-9.351190348878381542e+01
3.824764952990598044e+00,4.757759493878040757e+02,1.156466379786260879e+00,-9.733011961954494495e+01,-9.719334156289914972e+01
3.828765753150630058e+00,4.753866827201122760e+02,1.156677696558857882e+00,-9.726428721955890921e+01,-8.796835170771834100e+01
3.832766553310662072e+00,4.749976793516154885e+02,1.156888979865638767e+00,-9.719849677555940559e+01,-1.021761614833167897e+02
3.836767353470694086e+00,4.746089391145824266e+02,1.157100229510872769e+00,-9.713274824940958752e+01,-9.257745658644046216e+01
3.840768153630726101e+00,4.742204618414284027e+02,1.157311445299345376e+00,-9.706704160301930528e+01,-9.952997162028562173e+01
3.844768953790758115e+00,4.738322473647148740e+02,1.157522627036357221e+00,-9.700137679834500659e+01,-1.010037083689005897e+02
3.848769753950790129e+00,4.734442955171495555e+02,1.157733774527724746e+00,-9.693575379738972231e+01,-9.409167744776465270e+01
3.852770554110822143e+00,4.730566061315865340e+02,1.157944887579779980e+00,-9.687017256220322281e+01,-1.000482414089630652e+02
3.856771354270854157e+00,4.726691790410262115e+02,1.158155965999370540e+00,-9.680463305488179060e+01,-9.260818814630121665e+01
3.860772154430886172e+00,4.722820140786152479e+02,1.158367009593859409e+00,-9.673913523756830557e+01,-1.026706036736594143e+02
3.864772954590918186e+00,4.718951110776465612e+02,1.158578018171126045e+00,-9.667367907245233027e+01,-9.659575940217284540e+01
3.868773754750950200e+00,4.715084698715594982e+02,1.158788991539564162e+00,-9.660826452177002466e+01,-1.009229141332875770e+02
3.872774554910982214e+00,4.711220902939395501e+02,1.158999929508084392e+00,-9.654289154780406079e+01,-9.781528184588513852e+01
3.876775355071014229e+00,4.707359721785186366e+02,1.159210831886112292e+00,-9.647756011288376499e+01,-9.843461682113378686e+01
3.880776155231046243e+00,4.703501153591748221e+02,1.159421698483589003e+00,-9.641227017938498989e+01,-1.021521170849017324e+02
3.884776955391078257e+00,4.699645196699326561e+02,1.159632529110971699e+00,-9.634702170973024238e+01,-9.316562337822125528e+01
3.888777755551110271e+00,4.695791849449628330e+02,1.159843323579232699e+00,-9.628181466638851305e+01,-1.026030323723925477e+02
3.892778555711142285e+00,4.691941110185823618e+02,1.160054081699860129e+00,-9.621664901187544672e+01,-1.012120968466550721e+02
3.896779355871174300e+00,4.688092977252546802e+02,1.160264803284857926e+00,-9.615152470875318613e+01,-9.178776886544190461e+01
3.900780156031206314e+00,4.684247448995893706e+02,1.160475488146745171e+00,-9.608644171963044300e+01,-9.131273996459144371e+01
3.904780956191238328e+00,4.680404523763423867e+02,1.160686136098557197e+00,-9.602140000716246959e+01,-9.277417363045857712e+01
3.908781756351270342e+00,4.676564199904159409e+02,1.160896746953844261e+00,-9.595639953405110134e+01,-9.434619657917281188e+01
3.912782556511302356e+00,4.672726475768585601e+02,1.161107320526672870e+00,-9.589144026304470003e+01,-8.459007759500840962e+01
3.916783356671334371e+00,4.668891349708651433e+02,1.161317856631624679e+00,-9.582652215693806852e+01,-1.019635492192471418e+02
3.920784156831366385e+00,4.665058820077767336e+02,1.161528355083796926e+00,-9.576164517857270653e+01,-9.956658608527204990e+01
3.924784956991398399e+00,4.661228885230808601e+02,1.161738815698803107e+00,-9.569680929083651222e+01,-1.007531965609686750e+02
3.928785757151430413e+00,4.657401543524111389e+02,1.161949238292771414e+00,-9.563201445666391010e+01,-9.122472029442002395e+01
3.932786557311462428e+00,4.653576793315476152e+02,1.162159622682346516e+00,-9.556726063903590784e+01,-9.421221090441487434e+01
3.936787357471494442e+00,4.649754632964166490e+02,1.162369968684688004e+00,-9.550254780097991159e+01,-9.003261813762165389e+01
3.940788157631526456e+00,4.645935060830908583e+02,1.162580276117471501e+00,-9.543787590556991063e+01,-9.065906424430403376e+01
3.944788957791558470e+00,4.642118075277890625e+02,1.162790544798888215e+00,-9.537324491592642062e+01,-9.658136970482540562e+01
3.948789757951590484e+00,4.638303674668765666e+02,1.163000774547644722e+00,-9.530865479521628458e+01,-9.948563813760281960e+01
3.952790558111622499e+00,4.634491857368648766e+02,1.163210965182963186e+00,-9.524410550665304243e+01,-1.002863553331786903e+02
3.956791358271654513e+00,4.630682621744117569e+02,1.163421116524582022e+00,-9.517959701349653301e+01,-8.420122845536441503e+01
3.960792158431686527e+00,4.626875966163212865e+02,1.163631228392754347e+00,-9.511512927905317838e+01,-9.035601254401431959e+01
3.964792958591718541e+00,4.623071888995439167e+02,1.163841300608249529e+00,-9.505070226667582745e+01,-9.216304222072413666e+01
3.968793758751750556e+00,4.619270388611763565e+02,1.164051332992352306e+00,-9.498631593976378440e+01,-9.675796814986505012e+01
3.972794558911782570e+00,4.615471463384615163e+02,1.164261325366862998e+00,-9.492197026176282293e+01,-9.598896111557094457e+01
3.976795359071814584e+00,4.611675111687887920e+02,1.164471277554097739e+00,-9.485766519616517201e+01,-9.665312587498131336e+01
3.980796159231846598e+00,4.607881331896936672e+02,1.164681189376888248e+00,-9.479340070650951589e+01,-9.648732484929915643e+01
3.984796959391878168e+00,4.604090122388581676e+02,1.164891060658581612e+00,-9.472917675638093726e+01,-1.068216735993885038e+02
3.988797759551910183e+00,4.600301481541103499e+02,1.165100891223040724e+00,-9.466499330941101675e+01,-9.504599039256750359e+01
3.992798559711942197e+00,4.596515407734246992e+02,1.165310680894644069e+00,-9.460085032927767656e+01,-9.658651866294829347e+01
3.996799359871974211e+00,4.592731899349220157e+02,1.165520429498285493e+00,-9.453674777970532261e+01,-9.316196616336972625e+01
4.000800160032006225e+00,4.588950954768694146e+02,1.165730136859375099e+00,-9.447268562446481610e+01,-9.349848780861718467e+01
4.004800960192038239e+00,4.585172572376802691e+02,1.165939802803837910e+00,-9.440866382737337403e+01,-9.021507386074587487e+01
4.008801760352070254e+00,4.581396750559142106e+02,1.166149427158114760e+00,-9.434468235229458344e+01,-9.448292875445758909e+01
4.012802560512102268e+00,4.577623487702771854e+02,1.166359009749162512e+00,-9.428074116313854347e+01,-9.036858220175403744e+01
4.016803360672134282e+00,4.573852782196215117e+02,1.166568550404452953e+00,-9.421684022386163804e+01,-1.070940553313052277e+02
4.020804160832166296e+00,4.570084632429457088e+02,1.166778048951974123e+00,-9.415297949846672054e+01,-9.973136492133839681e+01
4.024804960992198311e+00,4.566319036793947248e+02,1.166987505220229204e+00,-9.408915895100301441e+01,-8.553194496569001615e+01
4.028805761152230325e+00,4.562555993682595954e+02,1.167196919038237191e+00,-9.402537854556609886e+01,-1.001929730341560827e+02
4.032806561312262339e+00,4.558795501489778417e+02,1.167406290235532662e+00,-9.396163824629792316e+01,-9.542816209142401362e+01
4.036807361472294353e+00,4.555037558611331860e+02,1.167615618642166009e+00,-9.389793801738680656e+01,-9.043492034191383766e+01
4.040808161632326367e+00,4.551282163444557227e+02,1.167824904088702764e+00,-9.383427782306748099e+01,-9.831787583012726373e+01
4.044808961792358382e+00,4.547529314388218040e+02,1.168034146406224494e+00,-9.377065762762100576e+01,-9.022878515166719637e+01
4.048809761952390396e+00,4.543779009842539836e+02,1.168243345426328350e+00,-9.370707739537478176e+01,-1.009183596253074597e+02
4.052810562112422410e+00,4.540031248209213004e+02,1.168452500981126851e+00,-9.364353709070255150e+01,-1.032810680093672602e+02
4.056811362272454424e+00,4.536286027891389381e+02,1.168661612903248326e+00,-9.358003667802441328e+01,-1.002972981844270350e+02
4.060812162432486438e+00,4.532543347293684519e+02,1.168870681025836689e+00,-9.351657612180682122e+01,-1.018559131917950396e+02
4.064812962592518453e+00,4.528803204822176554e+02,1.169079705182551221e+00,-9.345315538656249998e+01,-9.361245226053135582e+01
4.068813762752550467e+00,4.525065598884406768e+02,1.169288685207567458e+00,-9.338977443685057267e+01,-9.504947110152332357e+01
4.072814562912582481e+00,4.521330527889380164e+02,1.169497620935575632e+00,-9.332643323727646134e+01,-9.175504528005487259e+01
4.076815363072614495e+00,4.517597990247563189e+02,1.169706512201782234e+00,-9.326313175249181597e+01,-9.851260410292400138e+01
4.080816163232646510e+00,4.513867984370886575e+02,1.169915358841909336e+00,-9.319986994719474183e+01,-8.055608309003319789e+01
4.084816963392678524e+00,4.510140508672743067e+02,1.170124160692194604e+00,-9.313664778612952944e+01,-9.368475192776718075e+01
4.088817763552710538e+00,4.506415561567989130e+02,1.170332917589390842e+00,-9.307346523408685357e+01,-9.337305217760581399e+01
4.092818563712742552e+00,4.502693141472943807e+02,1.170541629370767112e+00,-9.301032225590357427e+01,-9.080202157617686964e+01
4.096819363872774566e+00,4.498973246804318933e+02,1.170750295873486557e+00,-9.294721881642593075e+01,-9.423521758478227639e+01
4.100820164032806581e+00,4.495255875965900714e+02,1.170958916926991611e+00,-9.288415488005192344e+01,-9.611175879984759263e+01
4.104820964192838595e+00,4.491541027374847204e+02,1.171167492368387242e+00,-9.282113041164433298e+01,-9.246213769491772894e+01
4.108821764352870609e+00,4.487828699455168362e+02,1.171376022038443265e+00,-9.275814537629926804e+01,-8.823425747586472312e+01
4.112822564512902623e+00,4.484118890632171883e+02,1.171584505778344942e+00,-9.269519973915315347e+01,-8.943640447870794219e+01
4.116823364672934638e+00,4.480411599332467176e+02,1.171792943429692535e+00,-9.263229346538295772e+01,-8.799189169603019423e+01
4.120824164832966652e+00,4.476706823983963659e+02,1.172001334834501529e+00,-9.256942652020600804e+01,-9.545833001132642437e+01
4.124824964992998666e+00,4.473004563015870758e+02,1.172209679835202412e+00,-9.250659886888010419e+01,-9.644810742762787470e+01
4.128825765153030680e+00,4.469304814858697341e+02,1.172417978274640671e+00,-9.244381047670339058e+01,-8.248797511169676966e+01
4.132826565313062694e+00,4.465607577944253990e+02,1.172626229996077685e+00,-9.238106130901458357e+01,-9.364051013502408694e+01
4.136827365473094709e+00,4.461912850705650726e+02,1.172834434843188944e+00,-9.231835133119265890e+01,-8.998988260142797913e+01
4.140828165633126723e+00,4.458220631577296444e+02,1.173042592660065830e+00,-9.225568050865715009e+01,-8.862607131427891716e+01
4.144828965793158737e+00,4.454530918994901754e+02,1.173250703291214503e+00,-9.219304880686786419e+01,-8.515053704702279447e+01
4.148829765953190751e+00,4.450843711395476703e+02,1.173458766581556345e+00,-9.213045619132512343e+01,-9.894659735874948581e+01
4.152830566113222766e+00,4.447159007217332487e+02,1.173666782376428186e+00,-9.206790262756965149e+01,-9.452824877376566803e+01
4.156831366273254780e+00,4.443476804900079742e+02,1.173874750521581412e+00,-9.200538808118254508e+01,-9.423185460625884957e+01
4.160832166433286794e+00,4.439797102884627975e+02,1.174082670863183298e+00,-9.194291251778527396e+01,-9.350831595568135413e+01
4.164832966593318808e+00,4.436119899613189546e+02,1.174290543247815455e+00,-9.188047590303980883e+01,-1.040016514794133542e+02
4.168833766753350822e+00,4.432445193529275116e+02,1.174498367522475162e+00,-9.181807820264840814e+01,-9.235605867713246653e+01
4.172834566913382837e+00,4.428772983077695358e+02,1.174706143534574476e+00,-9.175571938235377445e+01,-1.062815857167312146e+02
4.176835367073414851e+00,4.425103266704562088e+02,1.174913871131941345e+00,-9.169339940793899757e+01,-9.025793241844795034e+01
4.180836167233446865e+00,4.421436042857287134e+02,1.175121550162817829e+00,-9.163111824522755455e+01,-8.899687966887567825e+01
4.184836967393478879e+00,4.417771309984582331e+02,1.175329180475862101e+00,-9.156887586008333813e+01,-8.863176415972287714e+01
4.188837767553510893e+00,4.414109066536458386e+02,1.175536761920146445e+00,-9.150667221841052879e+01,-9.758208053763775069e+01
4.192838567713542908e+00,4.410449310964228857e+02,1.175744294345159480e+00,-9.144450728615379376e+01,-8.671926819437443612e+01
4.196839367873574922e+00,4.406792041720505040e+02,1.175951777600803938e+00,-9.138238102929813067e+01,-9.575191737504634659e+01
4.200840168033606936e+00,4.403137257259199373e+02,1.176159211537398219e+00,-9.132029341386886756e+01,-9.750442917643583485e+01
4.204840968193638950e+00,4.399484956035524306e+02,1.176366596005675724e+00,-9.125824440593180498e+01,-9.620738927233229276e+01
4.208841768353670965e+00,4.395835136505992864e+02,1.176573930856785077e+00,-9.119623397159300282e+01,-9.548142527906426835e+01
4.212842568513702979e+00,4.392187797128417515e+02,1.176781215942290126e+00,-9.113426207699896509e+01,-9.031671488527658198e+01
4.216843368673734993e+00,4.388542936361911870e+02,1.176988451114169498e+00,-9.107232868833646933e+01,-8.699227516806179494e+01
4.220844168833767007e+00,4.384900552666888416e+02,1.177195636224817266e+00,-9.101043377183277983e+01,-1.015607139991891614e+02
4.224844968993799021e+00,4.381260644505060213e+02,1.177402771127042724e+00,-9.094857729375539179e+01,-9.369496248206800715e+01
4.228845769153831036e+00,4.377623210339441471e+02,1.177609855674069950e+00,-9.088675922041221611e+01,-8.641690096395053899e+01
4.232846569313863050e+00,4.373988248634345268e+02,1.177816889719538462e+00,-9.082497951815147985e+01,-8.984400480433124869e+01
4.236847369473895064e+00,4.370355757855385264e+02,1.178023873117503006e+00,-9.076323815336183998e+01,-8.825437170602707226e+01
4.240848169633927078e+00,4.366725736469476260e+02,1.178230805722433105e+00,-9.070153509247217016e+01,-9.822488994038957344e+01
4.244848969793959093e+00,4.363098182944831365e+02,1.178437687389213728e+00,-9.063987030195178818e+01,-8.589618323626625340e+01
4.248849769953991107e+00,4.359473095750964831e+02,1.178644517973144845e+00,-9.057824374831027114e+01,-9.842296462080113884e+01
4.252850570114023121e+00,4.355850473358692057e+02,1.178851297329941428e+00,-9.051665539809761185e+01,-8.956629807795185627e+01
4.256851370274055135e+00,4.352230314240126177e+02,1.179058025315734115e+00,-9.045510521790404823e+01,-8.364881826346407934e+01
4.260852170434087149e+00,4.348612616868683176e+02,1.179264701787068326e+00,-9.039359317436023389e+01,-8.099684122512540796e+01
4.264852970594119164e+00,4.344997379719077344e+02,1.179471326600904479e+00,-9.033211923413709599e+01,-8.777443648390554642e+01
4.268853770754151178e+00,4.341384601267323546e+02,1.179677899614618219e+00,-9.027068336394587789e+01,-8.586583735415442220e+01
4.272854570914183192e+00,4.337774279990736659e+02,1.179884420686000635e+00,-9.020928553053815335e+01,-9.324094370139694377e+01
4.276855371074215206e+00,4.334166414367933271e+02,1.180090889673257593e+00,-9.014792570070585498e+01,-9.255514636188544841e+01
4.280856171234247221e+00,4.330561002878827708e+02,1.180297306435010185e+00,-9.008660384128114629e+01,-8.423948698434328719e+01
4.284856971394279235e+00,4.326958044004636008e+02,1.180503670830295171e+00,-9.002531991913660647e+01,-9.001728800677427955e+01
4.288857771554311249e+00,4.323357536227873652e+02,1.180709982718563422e+00,-8.996407390118501723e+01,-9.060064302049001128e+01
4.292858571714343263e+00,4.319759478032357265e+02,1.180916241959681923e+00,-8.990286575437957595e+01,-9.695565625531493481e+01
4.296859371874375277e+00,4.316163867903202345e+02,1.181122448413932213e+00,-8.984169544571363986e+01,-8.908874055623992660e+01
4.300860172034407292e+00,4.312570704326825535e+02,1.181328601942011058e+00,-8.978056294222099609e+01,-8.655124590680780727e+01
4.304860972194439306e+00,4.308979985790943488e+02,1.181534702405030890e+00,-8.971946821097570535e+01,-9.369031558717793473e+01
4.308861772354471320e+00,4.305391710784572297e+02,1.181740749664518475e+00,-8.965841121909204503e+01,-9.219381033133571179e+01
4.312862572514503334e+00,4.301805877798028632e+02,1.181946743582416248e+00,-8.959739193372463717e+01,-8.169510895362017777e+01
4.316863372674535348e+00,4.298222485322929742e+02,1.182152684021081646e+00,-8.953641032206843420e+01,-8.864507957632412172e+01
4.320864172834567363e+00,4.294641531852192315e+02,1.182358570843287549e+00,-8.947546635135859106e+01,-9.091843457928359840e+01
4.324864972994598489e+00,4.291063015880034754e+02,1.182564403912221174e+00,-8.941455998887062151e+01,-9.509947393556730333e+01
4.328865773154630503e+00,4.287486935901972629e+02,1.182770183091485849e+00,-8.935369120192022763e+01,-9.245158635832545713e+01
4.332866573314662517e+00,4.283913290414824360e+02,1.182975908245099461e+00,-8.929285995786347030e+01,-9.054284121307102851e+01
4.336867373474694531e+00,4.280342077916707808e+02,1.183181579237494896e+00,-8.923206622409666977e+01,-8.238642696802807563e+01
4.340868173634726546e+00,4.276773296907040276e+02,1.183387195933520930e+00,-8.917130996805637722e+01,-9.222378345896761687e+01
4.344868973794758560e+00,4.273206945886540211e+02,1.183592758198440897e+00,-8.911059115721943158e+01,-8.013891231988915820e+01
4.348869773954790574e+00,4.269643023357225502e+02,1.183798265897933133e+00,-8.904990975910297379e+01,-9.369334884385727946e+01
4.352870574114822588e+00,4.266081527822415183e+02,1.184003718898091639e+00,-8.898926574126433309e+01,-9.077719976539459878e+01
4.356871374274854603e+00,4.262522457786726591e+02,1.184209117065425199e+00,-8.892865907130114067e+01,-8.471094083174655509e+01
4.360872174434886617e+00,4.258965811756078779e+02,1.184414460266857816e+00,-8.886808971685131553e+01,-9.006906437252672504e+01
4.364872974594918631e+00,4.255411588237691376e+02,1.184619748369728942e+00,-8.880755764559300758e+01,-9.295886785759604720e+01
4.368873774754950645e+00,4.251859785740081747e+02,1.184824981241792363e+00,-8.874706282524451240e+01,-8.940627988265288195e+01
4.372874574914982659e+00,4.248310402773070678e+02,1.185030158751217977e+00,-8.868660522356456966e+01,-8.644304275641989932e+01
4.376875375075014674e+00,4.244763437847776117e+02,1.185235280766590238e+00,-8.862618480835202206e+01,-9.720485588259727194e+01
4.380876175235046688e+00,4.241218889476618301e+02,1.185440347156909047e+00,-8.856580154744597166e+01,-8.980848327618932103e+01
4.384876975395078702e+00,4.237676756173315766e+02,1.185645357791589083e+00,-8.850545540872579409e+01,-8.905213853098402410e+01
4.388877775555110716e+00,4.234137036452889333e+02,1.185850312540460472e+00,-8.844514636011108166e+01,-9.046388515973940514e+01
4.392878575715142730e+00,4.230599728831658695e+02,1.186055211273768339e+00,-8.838487436956165766e+01,-8.470809403766671153e+01
4.396879375875174745e+00,4.227064831827243552e+02,1.186260053862173036e+00,-8.832463940507761890e+01,-9.116740025265698932e+01
4.400880176035206759e+00,4.223532343958564184e+02,1.186464840176750135e+00,-8.826444143469923631e+01,-9.008701567763091589e+01
4.404880976195238773e+00,4.220002263745841447e+02,1.186669570088990211e+00,-8.820428042650701173e+01,-8.801606748969437888e+01
4.408881776355270787e+00,4.216474589710594501e+02,1.186874243470798840e+00,-8.814415634862163529e+01,-8.449991087704432857e+01
4.412882576515302802e+00,4.212949320375645357e+02,1.187078860194497043e+00,-8.808406916920415597e+01,-8.918988225744270437e+01
4.416883376675334816e+00,4.209426454265114899e+02,1.187283420132821066e+00,-8.802401885645569735e+01,-8.044103250194690702e+01
4.420884176835366830e+00,4.205905989904422881e+02,1.187487923158921710e+00,-8.796400537861759972e+01,-9.250259687873624159e+01
4.424884976995398844e+00,4.202387925820291343e+02,1.187692369146365445e+00,-8.790402870397150537e+01,-8.147145694230107438e+01
4.428885777155430858e+00,4.198872260540741195e+02,1.187896757969133965e+00,-8.784408880083920224e+01,-9.213319655639251948e+01
4.432886577315462873e+00,4.195358992595094492e+02,1.188101089501623520e+00,-8.778418563758268078e+01,-8.859951804746205539e+01
4.436887377475494887e+00,4.191848120513972162e+02,1.188305363618646027e+00,-8.772431918260416239e+01,-8.590408825576642471e+01
4.440888177635526901e+00,4.188339642829296281e+02,1.188509580195428628e+00,-8.766448940434607096e+01,-7.739029009804755788e+01
4.444888977795558915e+00,4.184833558074288931e+02,1.188713739107613021e+00,-8.760469627129094761e+01,-8.312556553802548365e+01
4.448889777955590930e+00,4.181329864783472203e+02,1.188917840231256351e+00,-8.754493975196164968e+01,-8.957425399974636093e+01
4.452890578115622944e+00,4.177828561492667632e+02,1.189121883442831429e+00,-8.748521981492110910e+01,-8.098962423696249857e+01
4.456891378275654958e+00,4.174329646738998463e+02,1.189325868619225179e+00,-8.742553642877254561e+01,-8.849406095324107469e+01
4.460892178435686972e+00,4.170833119060886816e+02,1.189529795637740639e+00,-8.736588956215925350e+01,-9.132311884365749677e+01
4.464892978595718986e+00,4.167338976998055387e+02,1.189733664376095401e+00,-8.730627918376485752e+01,-8.506285572483145074e+01
4.468893778755751001e+00,4.163847219091527450e+02,1.189937474712422283e+00,-8.724670526231298595e+01,-8.677435102214650442e+01
4.472894578915783015e+00,4.160357843883625151e+02,1.190141226525269547e+00,-8.718716776656758327e+01,-8.241883593025140442e+01
4.476895379075815029e+00,4.156870849916129487e+02,1.190344919692612136e+00,-8.712766666527167558e+01,-8.987635848600824318e+01
4.480896179235847043e+00,4.153386235718447210e+02,1.190548554085638866e+00,-8.706820192675911585e+01,-8.516068443845449565e+01
4.484896979395879058e+00,4.149903999834804154e+02,1.190752129583423358e+00,-8.700877351985775476e+01,-8.383602685568391166e+01
4.488897779555911072e+00,4.146424140814471571e+02,1.190955646067477280e+00,-8.694938141356006156e+01,-8.555915361580666456e+01
4.492898579715943086e+00,4.142946657207874637e+02,1.191159103419642484e+00,-8.689002557689359207e+01,-8.703494323735037597e+01
4.496899379875975100e+00,4.139471547566590743e+02,1.191362501522091000e+00,-8.683070597892100295e+01,-9.031879784937601130e+01
4.500900180036007114e+00,4.135998810443350635e+02,1.191565840257325704e+00,-8.677142258874008007e+01,-8.225266363196314501e+01
4.504900980196039129e+00,4.132528444392040115e+02,1.191769119508179653e+00,-8.671217537548371013e+01,-8.602605287392154310e+01
4.508901780356071143e+00,4.129060447967696632e+02,1.191972339157816529e+00,-8.665296430831989483e+01,-8.417144444577560591e+01
4.512902580516103157e+00,4.125594819726511560e+02,1.192175499089730417e+00,-8.659378935645176512e+01,-8.834768056075472487e+01
4.516903380676135171e+00,4.122131558225830759e+02,1.192378599187745358e+00,-8.653465048911751012e+01,-8.646959203540674821e+01
4.520904180836167185e+00,4.118670662024152307e+02,1.192581639336016686e+00,-8.647554767559043398e+01,-9.166168763411403120e+01
4.524904980996199200e+00,4.115212129681127635e+02,1.192784619419029468e+00,-8.641648088517902693e+01,-8.598885440950002135e+01
4.528905781156231214e+00,4.111755959757563801e+02,1.192987539321599622e+00,-8.635745008722680893e+01,-8.253139846895525977e+01
