t,T,T_core,dT_dt,dT_dt_noisy
6.403280656131225896e+02,8.244370021145635974e+02,9.031071507273933321e+02,-1.590773679877282021e-01,-1.502676759681452756e-01
6.409281856371273989e+02,8.243415543310886733e+02,9.030104663255477817e+02,-1.590181344404178465e-01,-1.650814507821354027e-01
6.415283056611322081e+02,8.242461420509062009e+02,9.029137884035162642e+02,-1.589590181518175660e-01,-1.637734594741767358e-01
6.421284256851370174e+02,8.241507652047138208e+02,9.028171169763581929e+02,-1.589000187396925889e-01,-1.472057850258168543e-01
6.427285457091418266e+02,8.240554237233980075e+02,9.027204520590947823e+02,-1.588411358230098214e-01,-1.588250719982851888e-01
6.433286657331465221e+02,8.239601175380336144e+02,9.026237936667084796e+02,-1.587823690219364592e-01,-1.600555072605464313e-01
6.439287857571513314e+02,8.238648465798841016e+02,9.025271418141434197e+02,-1.587237179578374069e-01,-1.728292989597081386e-01
6.445289057811561406e+02,8.237696107804014218e+02,9.024304965163055385e+02,-1.586651822532731682e-01,-1.571592724743257619e-01
6.451290258051609499e+02,8.236744100712262480e+02,9.023338577880617777e+02,-1.586067615320018720e-01,-1.521481274611754808e-01
6.457291458291657591e+02,8.235792443841876320e+02,9.022372256442412208e+02,-1.585484554189721118e-01,-1.664901501713765553e-01
6.463292658531705683e+02,8.234841136513032325e+02,9.021406000996338435e+02,-1.584902635403266369e-01,-1.635610617648139697e-01
6.469293858771753776e+02,8.233890178047793142e+02,9.020439811689917633e+02,-1.584321855233968845e-01,-1.426276195631879518e-01
6.475295059011801868e+02,8.232939567770107487e+02,9.019473688670282172e+02,-1.583742209967042569e-01,-1.565915595052156384e-01
6.481296259251849960e+02,8.231989305005807864e+02,9.018507632084181296e+02,-1.583163695899561518e-01,-1.612023060458061818e-01
6.487297459491898053e+02,8.231039389082615116e+02,9.017541642077981123e+02,-1.582586309340459074e-01,-1.696284588274392935e-01
6.493298659731946145e+02,8.230089819330131604e+02,9.016575718797660102e+02,-1.582010046610502485e-01,-1.643967949738607270e-01
6.499299859971994238e+02,8.229140595079850300e+02,9.015609862388815827e+02,-1.581434904042290646e-01,-1.606434529146441581e-01
6.505301060212042330e+02,8.228191715665144557e+02,9.014644072996655950e+02,-1.580860877980221624e-01,-1.443948092858849952e-01
6.511302260452090422e+02,8.227243180421277202e+02,9.013678350766009544e+02,-1.580287964780487941e-01,-1.641337434598712508e-01
6.517303460692137378e+02,8.226294988685394856e+02,9.012712695841318009e+02,-1.579716160811056036e-01,-1.400282584064450608e-01
6.523304660932185470e+02,8.225347139796530200e+02,9.011747108366636212e+02,-1.579145462451660431e-01,-1.672014244146746709e-01
6.529305861172233563e+02,8.224399633095600848e+02,9.010781588485638167e+02,-1.578575866093764879e-01,-1.614334546576370322e-01
6.535307061412281655e+02,8.223452467925411611e+02,9.009816136341612491e+02,-1.578007368140573186e-01,-1.493653003349481312e-01
6.541308261652329747e+02,8.222505643630651093e+02,9.008850752077461266e+02,-1.577439965006998679e-01,-1.601459458120506885e-01
6.547309461892377840e+02,8.221559159557893963e+02,9.007885435835702310e+02,-1.576873653119653385e-01,-1.659899857359714015e-01
6.553310662132425932e+02,8.220613015055602091e+02,9.006920187758471457e+02,-1.576308428916828042e-01,-1.589492770064995508e-01
6.559311862372474025e+02,8.219667209474120000e+02,9.005955007987516865e+02,-1.575744288848481833e-01,-1.530873039505588618e-01
6.565313062612522117e+02,8.218721742165679416e+02,9.004989896664203570e+02,-1.575181229376221848e-01,-1.746754650861126745e-01
6.571314262852570209e+02,8.217776612484396992e+02,9.004024853929512346e+02,-1.574619246973284481e-01,-1.599472881548151537e-01
6.577315463092618302e+02,8.216831819786277720e+02,9.003059879924038569e+02,-1.574058338124543766e-01,-1.584992000569708237e-01
6.583316663332666394e+02,8.215887363429208108e+02,9.002094974787992214e+02,-1.573498499326461131e-01,-1.613873275319027689e-01
6.589317863572714487e+02,8.214943242772961867e+02,9.001130138661200135e+02,-1.572939727087090400e-01,-1.499404120449191469e-01
6.595319063812762579e+02,8.213999457179199908e+02,9.000165371683104922e+02,-1.572382017926060582e-01,-1.629237234877647933e-01
6.601320264052809534e+02,8.213056006011465797e+02,8.999200673992763768e+02,-1.571825368374553111e-01,-1.608276853233186476e-01
6.607321464292857627e+02,8.212112888635191439e+02,8.998236045728847330e+02,-1.571269774975303513e-01,-1.567505516239050822e-01
6.613322664532905719e+02,8.211170104417692528e+02,8.997271487029645414e+02,-1.570715234282559214e-01,-1.497830324851013306e-01
6.619323864772953812e+02,8.210227652728169687e+02,8.996306998033061291e+02,-1.570161742862080101e-01,-1.592278004626851151e-01
6.625325065013001904e+02,8.209285532937711878e+02,8.995342578876611697e+02,-1.569609297291139627e-01,-1.417949570200963960e-01
6.631326265253049996e+02,8.208343744419290715e+02,8.994378229697433653e+02,-1.569057894158465971e-01,-1.659829724160838682e-01
6.637327465493098089e+02,8.207402286547766153e+02,8.993413950632274236e+02,-1.568507530064279232e-01,-1.439856094830870570e-01
6.643328665733146181e+02,8.206461158699880798e+02,8.992449741817499671e+02,-1.567958201620225922e-01,-1.653740356731292493e-01
6.649329865973194273e+02,8.205520360254265597e+02,8.991485603389089647e+02,-1.567409905449406726e-01,-1.583716553646994096e-01
6.655331066213242366e+02,8.204579890591434150e+02,8.990521535482639592e+02,-1.566862638186325429e-01,-1.530458019649570400e-01
6.661332266453290458e+02,8.203639749093788396e+02,8.989557538233361811e+02,-1.566316396476900019e-01,-1.360832410350929778e-01
6.667333466693338551e+02,8.202699935145615200e+02,8.988593611776080934e+02,-1.565771176978442147e-01,-1.476188562313132668e-01
6.673334666933386643e+02,8.201760448133085220e+02,8.987629756245240742e+02,-1.565226976359620492e-01,-1.605813261315314766e-01
6.679335867173433599e+02,8.200821287444256313e+02,8.986665971774897343e+02,-1.564683791300478521e-01,-1.434771879741306433e-01
6.685337067413481691e+02,8.199882452469072405e+02,8.985702258498723722e+02,-1.564141618492401742e-01,-1.585512108981772528e-01
6.691338267653529783e+02,8.198943942599360071e+02,8.984738616550008601e+02,-1.563600454638085502e-01,-1.642745040268050183e-01
6.697339467893577876e+02,8.198005757228836501e+02,8.983775046061654166e+02,-1.563060296451573850e-01,-1.518191827272905581e-01
6.703340668133625968e+02,8.197067895753099265e+02,8.982811547166179480e+02,-1.562521140658177932e-01,-1.553074055854848368e-01
6.709341868373674060e+02,8.196130357569634270e+02,8.981848119995718207e+02,-1.561982983994507079e-01,-1.466616347268183684e-01
6.715343068613722153e+02,8.195193142077812354e+02,8.980884764682022023e+02,-1.561445823208431338e-01,-1.616419659623162808e-01
6.721344268853770245e+02,8.194256248678890415e+02,8.979921481356453796e+02,-1.560909655059085632e-01,-1.522759305292993026e-01
6.727345469093818338e+02,8.193319676776010283e+02,8.978958270149995542e+02,-1.560374476316829795e-01,-1.496919543033352895e-01
6.733346669333866430e+02,8.192383425774199850e+02,8.977995131193241605e+02,-1.559840283763261060e-01,-1.532035727808193082e-01
6.739347869573914522e+02,8.191447495080371937e+02,8.977032064616404341e+02,-1.559307074191170761e-01,-1.562205427400306657e-01
6.745349069813962615e+02,8.190511884103325428e+02,8.976069070549310709e+02,-1.558774844404552939e-01,-1.628536681813652909e-01
6.751350270054010707e+02,8.189576592253745275e+02,8.975106149121399994e+02,-1.558243591218589907e-01,-1.467868412083051244e-01
6.757351470294058799e+02,8.188641618944200218e+02,8.974143300461732906e+02,-1.557713311459600347e-01,-1.543990861428357064e-01
6.763352670534105755e+02,8.187706963589148472e+02,8.973180524698980207e+02,-1.557184001965087050e-01,-1.507553604714201301e-01
6.769353870774153847e+02,8.186772625604927498e+02,8.972217821961429536e+02,-1.556655659583655038e-01,-1.591733483669714178e-01
6.775355071014201940e+02,8.185838604409766504e+02,8.971255192376986543e+02,-1.556128281175048755e-01,-1.554827112100833630e-01
6.781356271254250032e+02,8.184904899423777351e+02,8.970292636073168069e+02,-1.555601863610115154e-01,-1.659324662780586879e-01
6.787357471494298125e+02,8.183971510068956832e+02,8.969330153177110105e+02,-1.555076403770778992e-01,-1.546523874257198783e-01
6.793358671734346217e+02,8.183038435769188936e+02,8.968367743815562108e+02,-1.554551898550053379e-01,-1.478030866184622261e-01
6.799359871974394309e+02,8.182105675950242585e+02,8.967405408114886995e+02,-1.554028344852012578e-01,-1.544729016244029418e-01
6.805361072214442402e+02,8.181173230039772761e+02,8.966443146201067975e+02,-1.553505739591767298e-01,-1.467566458539942831e-01
6.811362272454490494e+02,8.180241097467319378e+02,8.965480958199700581e+02,-1.552984079695463593e-01,-1.521693031483196401e-01
6.817363472694538586e+02,8.179309277664308411e+02,8.964518844235994948e+02,-1.552463362100268973e-01,-1.416077699098337028e-01
6.823364672934586679e+02,8.178377770064050765e+02,8.963556804434778087e+02,-1.551943583754346045e-01,-1.570948546969626325e-01
6.829365873174634771e+02,8.177446574101742272e+02,8.962594838920491611e+02,-1.551424741616846126e-01,-1.715287764272137028e-01
6.835367073414682864e+02,8.176515689214467102e+02,8.961632947817195145e+02,-1.550906832657895640e-01,-1.507658009749338612e-01
6.841368273654730956e+02,8.175585114841192080e+02,8.960671131248558368e+02,-1.550389853858581413e-01,-1.566908802646337640e-01
6.847369473894777911e+02,8.174654850422771233e+02,8.959709389337872381e+02,-1.549873802210922635e-01,-1.647303140439188573e-01
6.853370674134826004e+02,8.173724895401943513e+02,8.958747722208039477e+02,-1.549358674717883910e-01,-1.484232138925607458e-01
6.859371874374874096e+02,8.172795249223333940e+02,8.957786129981578824e+02,-1.548844468393331675e-01,-1.522411554467867911e-01
6.865373074614922189e+02,8.171865911333452459e+02,8.956824612780624193e+02,-1.548331180262040863e-01,-1.503797320068578913e-01
6.871374274854970281e+02,8.170936881180695082e+02,8.955863170726926228e+02,-1.547818807359663817e-01,-1.581056402438333064e-01
6.877375475095018373e+02,8.170008158215343883e+02,8.954901803941851313e+02,-1.547307346732728628e-01,-1.527602630307953180e-01
6.883376675335066466e+02,8.169079741889563593e+02,8.953940512546377022e+02,-1.546796795438623029e-01,-1.521362891023080588e-01
6.889377875575114558e+02,8.168151631657409553e+02,8.952979296661102353e+02,-1.546287150545571643e-01,-1.368821639891401598e-01
6.895379075815162651e+02,8.167223826974818621e+02,8.952018156406236358e+02,-1.545778409132633202e-01,-1.614174385578501791e-01
6.901380276055210743e+02,8.166296327299614859e+02,8.951057091901607237e+02,-1.545270568289673629e-01,-1.546319988245413168e-01
6.907381476295258835e+02,8.165369132091506117e+02,8.950096103266656655e+02,-1.544763625117356320e-01,-1.508377643890391751e-01
6.913382676535306928e+02,8.164442240812089722e+02,8.949135190620443154e+02,-1.544257576727141590e-01,-1.716736269336681664e-01
6.919383876775355020e+02,8.163515652924844517e+02,8.948174354081637603e+02,-1.543752420241250589e-01,-1.704049256984069838e-01
6.925385077015401976e+02,8.162589367895136547e+02,8.947213593768531155e+02,-1.543248152792658645e-01,-1.326666315709877642e-01
6.931386277255450068e+02,8.161663385190217923e+02,8.946252909799025019e+02,-1.542744771525094427e-01,-1.719456666891261143e-01
6.937387477495498160e+02,8.160737704279225682e+02,8.945292302290639554e+02,-1.542242273593004698e-01,-1.484749359127478796e-01
6.943388677735546253e+02,8.159812324633182925e+02,8.944331771360508583e+02,-1.541740656161557088e-01,-1.626563196768014419e-01
6.949389877975594345e+02,8.158887245724997683e+02,8.943371317125383939e+02,-1.541239916406605404e-01,-1.617555926681718548e-01
6.955391078215642437e+02,8.157962467029462914e+02,8.942410939701628649e+02,-1.540740051514702114e-01,-1.738992541941936365e-01
6.961392278455690530e+02,8.157037988023258777e+02,8.941450639205223752e+02,-1.540241058683067821e-01,-1.630314915915602458e-01
6.967393478695738622e+02,8.156113808184950358e+02,8.940490415751766022e+02,-1.539742935119577383e-01,-1.461305073569209301e-01
6.973394678935786715e+02,8.155189926994988809e+02,8.939530269456467977e+02,-1.539245678042748533e-01,-1.678119962134399790e-01
6.979395879175834807e+02,8.154266343935710211e+02,8.938570200434154458e+02,-1.538749284681731333e-01,-1.479206596647553162e-01
6.985397079415882899e+02,8.153343058491334432e+02,8.937610208799268321e+02,-1.538253752276284581e-01,-1.506923977341426135e-01
6.991398279655930992e+02,8.152420070147971956e+02,8.936650294665868159e+02,-1.537759078076773589e-01,-1.335928848141534342e-01
6.997399479895979084e+02,8.151497378393612507e+02,8.935690458147627169e+02,-1.537265259344139934e-01,-1.584718617669911567e-01
7.003400680136027177e+02,8.150574982718136425e+02,8.934730699357832009e+02,-1.536772293349913665e-01,-1.410430889429633294e-01
7.009401880376074132e+02,8.149652882613307838e+02,8.933771018409388489e+02,-1.536280177376169176e-01,-1.447393281952025212e-01
7.015403080616122224e+02,8.148731077572775803e+02,8.932811415414814746e+02,-1.535788908715532974e-01,-1.564455750447361626e-01
7.021404280856170317e+02,8.147809567039253125e+02,8.931851890495821635e+02,-1.535298484458984536e-01,-1.701594083352601094e-01
7.027405481096218409e+02,8.146888350458863215e+02,8.930892443773018385e+02,-1.534808901715645768e-01,-1.383864863756995023e-01
7.033406681336266502e+02,8.145967427336062201e+02,8.929933075356169638e+02,-1.534320157832624321e-01,-1.670759048416978476e-01
7.039407881576314594e+02,8.145046797176588598e+02,8.928973785354771735e+02,-1.533832250165049205e-01,-1.581173845427328861e-01
7.045409081816362686e+02,8.144126459487462171e+02,8.928014573878047031e+02,-1.533345176076075511e-01,-1.445027522076056947e-01
7.051410282056410779e+02,8.143206413776980526e+02,8.927055441034951855e+02,-1.532858932936833063e-01,-1.421263376057504413e-01
7.057411482296458871e+02,8.142286659554720245e+02,8.926096386934166276e+02,-1.532373518126454726e-01,-1.616918187742253654e-01
7.063412682536506964e+02,8.141367196331535752e+02,8.925137411684106610e+02,-1.531888929032021451e-01,-1.535089097621843979e-01
7.069413882776555056e+02,8.140448023619562719e+02,8.924178515392912914e+02,-1.531405163048610851e-01,-1.557263007255545728e-01
7.075415083016603148e+02,8.139529140932213522e+02,8.923219698168459217e+02,-1.530922217579223366e-01,-1.412766360020987211e-01
7.081416283256651241e+02,8.138610547784179516e+02,8.922260960118346702e+02,-1.530440090034816958e-01,-1.279976752616725222e-01
7.087417483496699333e+02,8.137692243691433305e+02,8.921302301349908248e+02,-1.529958777834281580e-01,-1.712947460386274878e-01
7.093418683736746289e+02,8.136774228171223058e+02,8.920343721970202751e+02,-1.529478278404427516e-01,-1.437835987406000660e-01
7.099419883976794381e+02,8.135856500742078197e+02,8.919385222086023077e+02,-1.528998589179976775e-01,-1.814816126870649193e-01
7.105421084216842473e+02,8.134939060923804846e+02,8.918426801803889248e+02,-1.528519707603550049e-01,-1.527113070387085270e-01
7.111422284456890566e+02,8.134021908237489242e+02,8.917468461230050707e+02,-1.528041631125666155e-01,-1.638920083520584992e-01
7.117423484696938658e+02,8.133105042205497739e+02,8.916510200470488599e+02,-1.527564357204723444e-01,-1.328382478193718130e-01
7.123424684936986750e+02,8.132188462351473390e+02,8.915552019630910081e+02,-1.527087883306991190e-01,-1.510451030476885337e-01
7.129425885177034843e+02,8.131272168200339365e+02,8.914593918816756286e+02,-1.526612206906599045e-01,-1.600289381702177938e-01
7.135427085417082935e+02,8.130356159278297810e+02,8.913635898133194360e+02,-1.526137325485533713e-01,-1.576068610956415650e-01
7.141428285657131028e+02,8.129440435112826435e+02,8.912677957685124284e+02,-1.525663236533603140e-01,-1.583192811737825501e-01
7.147429485897179120e+02,8.128524995232687615e+02,8.911720097577172055e+02,-1.525189937548477037e-01,-1.506358776692208190e-01
7.153430686137227212e+02,8.127609839167919290e+02,8.910762317913695369e+02,-1.524717426035628320e-01,-1.540532273073599023e-01
7.159431886377275305e+02,8.126694966449836102e+02,8.909804618798783622e+02,-1.524245699508326723e-01,-1.458657142110174609e-01
7.165433086617323397e+02,8.125780376611036218e+02,8.908847000336251085e+02,-1.523774755487673493e-01,-1.369748647295204458e-01
7.171434286857370353e+02,8.124866069185393371e+02,8.907889462629644868e+02,-1.523304591502542549e-01,-1.453163386811794078e-01
7.177435487097418445e+02,8.123952043708060273e+02,8.906932005782241504e+02,-1.522835205089583810e-01,-1.645435509859993206e-01
7.183436687337466537e+02,8.123038299715472021e+02,8.905974629897046952e+02,-1.522366593793235690e-01,-1.684747274441834308e-01
7.189437887577514630e+02,8.122124836745337007e+02,8.905017335076795462e+02,-1.521898755165676520e-01,-1.597440707731246634e-01
7.195439087817562722e+02,8.121211654336646006e+02,8.904060121423952978e+02,-1.521431686766847036e-01,-1.416110160335873613e-01
7.201440288057610815e+02,8.120298752029668776e+02,8.903102989040712600e+02,-1.520965386164433997e-01,-1.554470201530968876e-01
7.207441488297658907e+02,8.119386129365954048e+02,8.902145938029000263e+02,-1.520499850933844932e-01,-1.587257132841503326e-01
7.213442688537706999e+02,8.118473785888326120e+02,8.901188968490469051e+02,-1.520035078658205363e-01,-1.506206822877617091e-01
7.219443888777755092e+02,8.117561721140891677e+02,8.900232080526501477e+02,-1.519571066928362413e-01,-1.661123661887503877e-01
7.225445089017803184e+02,8.116649934669034110e+02,8.899275274238212887e+02,-1.519107813342849278e-01,-1.633040585509778486e-01
7.231446289257851276e+02,8.115738426019419194e+02,8.898318549726443507e+02,-1.518645315507917148e-01,-1.467612772986969794e-01
7.237447489497899369e+02,8.114827194739985998e+02,8.897361907091767534e+02,-1.518183571037461377e-01,-1.548498920328283679e-01
7.243448689737947461e+02,8.113916240379957117e+02,8.896405346434486319e+02,-1.517722577553078378e-01,-1.563046201762130216e-01
7.249449889977995554e+02,8.113005562489832982e+02,8.895448867854630635e+02,-1.517262332684017889e-01,-1.485498830152367500e-01
7.255451090218042509e+02,8.112095160621389596e+02,8.894492471451962956e+02,-1.516802834067164651e-01,-1.575289954385245550e-01
7.261452290458090602e+02,8.111185034327687617e+02,8.893536157325974045e+02,-1.516344079347072549e-01,-1.584973184003340141e-01
7.267453490698138694e+02,8.110275183163061001e+02,8.892579925575882953e+02,-1.515886066175904934e-01,-1.561867082429272413e-01
7.273454690938186786e+02,8.109365606683124952e+02,8.891623776300641566e+02,-1.515428792213452114e-01,-1.455166733302292181e-01
7.279455891178234879e+02,8.108456304444774787e+02,8.890667709598928923e+02,-1.514972255127126632e-01,-1.508990261555006318e-01
7.285457091418282971e+02,8.107547276006182528e+02,8.889711725569154623e+02,-1.514516452591931628e-01,-1.633976211059562644e-01
7.291458291658331063e+02,8.106638520926800311e+02,8.888755824309456557e+02,-1.514061382290471380e-01,-1.544367073743392327e-01
7.297459491898379156e+02,8.105730038767359247e+02,8.887800005917705448e+02,-1.513607041912922724e-01,-1.448784649267791935e-01
7.303460692138427248e+02,8.104821829089867151e+02,8.886844270491498037e+02,-1.513153429157043650e-01,-1.326078234841355785e-01
7.309461892378475341e+02,8.103913891457613090e+02,8.885888618128161625e+02,-1.512700541728152770e-01,-1.626935940940347769e-01
7.315463092618523433e+02,8.103006225435163969e+02,8.884933048924755212e+02,-1.512248377339121819e-01,-1.478394847934269563e-01
7.321464292858571525e+02,8.102098830588366809e+02,8.883977562978066089e+02,-1.511796933710366497e-01,-1.537671761391902203e-01
7.327465493098619618e+02,8.101191706484345332e+02,8.883022160384609833e+02,-1.511346208569837590e-01,-1.428794264888612053e-01
7.333466693338666573e+02,8.100284852691504511e+02,8.882066841240633721e+02,-1.510896199653010419e-01,-1.465940701921403799e-01
7.339467893578714666e+02,8.099378268779524888e+02,8.881111605642113318e+02,-1.510446904702868465e-01,-1.363229213928786876e-01
7.345469093818762758e+02,8.098471954319368251e+02,8.880156453684754752e+02,-1.509998321469904481e-01,-1.458053231242443515e-01
7.351470294058810850e+02,8.097565908883276506e+02,8.879201385463993574e+02,-1.509550447712114107e-01,-1.564061778935004754e-01
7.357471494298858943e+02,8.096660132044767124e+02,8.878246401074993628e+02,-1.509103281194968948e-01,-1.562962599012897857e-01
7.363472694538907035e+02,8.095754623378638826e+02,8.877291500612650452e+02,-1.508656819691419071e-01,-1.468101808719706192e-01
7.369473894778955128e+02,8.094849382460968172e+02,8.876336684171586739e+02,-1.508211060981885510e-01,-1.468716742039426482e-01
7.375475095019003220e+02,8.093944408869109566e+02,8.875381951846159154e+02,-1.507766002854226961e-01,-1.267972276095686857e-01
7.381476295259051312e+02,8.093039702181699795e+02,8.874427303730448102e+02,-1.507321643103782804e-01,-1.339688371137223166e-01
7.387477495499099405e+02,8.092135261978651215e+02,8.873472739918269099e+02,-1.506877979533302603e-01,-1.624235814770808028e-01
7.393478695739147497e+02,8.091231087841155158e+02,8.872518260503163674e+02,-1.506435009952969417e-01,-1.471412530375613981e-01
7.399479895979195589e+02,8.090327179351683071e+02,8.871563865578403920e+02,-1.505992732180391758e-01,-1.639091618317250754e-01
7.405481096219243682e+02,8.089423536093985376e+02,8.870609555236992492e+02,-1.505551144040583045e-01,-1.671118833612515731e-01
7.411482296459291774e+02,8.088520157653090337e+02,8.869655329571661468e+02,-1.505110243365953560e-01,-1.430755643221682527e-01
7.417483496699338730e+02,8.087617043615306329e+02,8.868701188674870082e+02,-1.504670027996313775e-01,-1.449495274691798008e-01
7.423484696939386822e+02,8.086714193568218434e+02,8.867747132638811536e+02,-1.504230495778834387e-01,-1.608087275212535250e-01
7.429485897179434915e+02,8.085811607100692981e+02,8.866793161555405050e+02,-1.503791644568078234e-01,-1.339422970758225029e-01
7.435487097419483007e+02,8.084909283802873006e+02,8.865839275516300404e+02,-1.503353472225956999e-01,-1.601110465175986375e-01
7.441488297659531099e+02,8.084007223266182791e+02,8.864885474612877942e+02,-1.502915976621739536e-01,-1.619688814736406357e-01
7.447489497899579192e+02,8.083105425083323325e+02,8.863931758936247434e+02,-1.502479155632030494e-01,-1.437217333490027615e-01
7.453490698139627284e+02,8.082203888848275710e+02,8.862978128577248071e+02,-1.502043007140774766e-01,-1.479949152569219606e-01
7.459491898379675376e+02,8.081302614156298887e+02,8.862024583626447338e+02,-1.501607529039237499e-01,-1.517658329136120643e-01
7.465493098619723469e+02,8.080401600603931911e+02,8.861071124174144416e+02,-1.501172719225999375e-01,-1.507879302516095810e-01
7.471494298859771561e+02,8.079500847788992814e+02,8.860117750310366773e+02,-1.500738575606947733e-01,-1.478358496481095019e-01
7.477495499099819654e+02,8.078600355310575196e+02,8.859164462124872443e+02,-1.500305096095249924e-01,-1.514263094670133536e-01
7.483496699339867746e+02,8.077700122769056179e+02,8.858211259707147747e+02,-1.499872278611385501e-01,-1.517122765439489207e-01
7.489497899579915838e+02,8.076800149766088452e+02,8.857258143146410703e+02,-1.499440121083085442e-01,-1.689035789949730471e-01
7.495499099819963931e+02,8.075900435904604819e+02,8.856305112531606483e+02,-1.499008621445361844e-01,-1.633204758046328531e-01
7.501500300060010886e+02,8.075000980788817060e+02,8.855352167951411957e+02,-1.498577777640485165e-01,-1.437482820608209089e-01
7.507501500300058979e+02,8.074101784024215931e+02,8.854399309494233421e+02,-1.498147587617963961e-01,-1.568577676662633313e-01
7.513502700540107071e+02,8.073202845217570029e+02,8.853446537248204322e+02,-1.497718049334555990e-01,-1.443198723423385621e-01
7.519503900780155163e+02,8.072304163976926930e+02,8.852493851301190944e+02,-1.497289160754242954e-01,-1.373742770829677051e-01
7.525505101020203256e+02,8.071405739911614319e+02,8.851541251740786720e+02,-1.496860919848230498e-01,-1.532356002493073521e-01
7.531506301260251348e+02,8.070507572632236588e+02,8.850588738654317922e+02,-1.496433324594924896e-01,-1.468136346460616470e-01
7.537507501500299441e+02,8.069609661750680516e+02,8.849636312128836835e+02,-1.496006372979955257e-01,-1.288358728302086420e-01
7.543508701740347533e+02,8.068712006880108447e+02,8.848683972251127443e+02,-1.495580062996123005e-01,-1.426086498764768395e-01
7.549509901980395625e+02,8.067814607634961703e+02,8.847731719107702020e+02,-1.495154392643422703e-01,-1.310967009568289043e-01
7.555511102220443718e+02,8.066917463630963994e+02,8.846779552784804537e+02,-1.494729359929023449e-01,-1.341388654537615521e-01
7.561512302460491810e+02,8.066020574485112320e+02,8.845827473368406118e+02,-1.494304962867252784e-01,-1.418968927915139344e-01
7.567513502700539902e+02,8.065123939815687208e+02,8.844875480944209585e+02,-1.493881199479597521e-01,-1.505070575621972051e-01
7.573514702940587995e+02,8.064227559242245889e+02,8.843923575597647186e+02,-1.493458067794688482e-01,-1.577657421118243419e-01
7.579515903180634950e+02,8.063331432385624566e+02,8.842971757413878322e+02,-1.493035565848299107e-01,-1.604205364800535827e-01
7.585517103420683043e+02,8.062435558867939562e+02,8.842020026477795227e+02,-1.492613691683328525e-01,-1.443980798215201700e-01
7.591518303660731135e+02,8.061539938312585036e+02,8.841068382874018425e+02,-1.492192443349791564e-01,-1.445374105682312171e-01
7.597519503900779227e+02,8.060644570344232989e+02,8.840116826686897866e+02,-1.491771818904812086e-01,-1.509234039708082231e-01
7.603520704140827320e+02,8.059749454588836670e+02,8.839165358000512924e+02,-1.491351816412622433e-01,-1.406505178303962544e-01
7.609521904380875412e+02,8.058854590673626035e+02,8.838213976898673536e+02,-1.490932433944534563e-01,-1.551386145378849390e-01
7.615523104620923505e+02,8.057959978227111151e+02,8.837262683464917927e+02,-1.490513669578952261e-01,-1.379491762767833529e-01
7.621524304860971597e+02,8.057065616879079926e+02,8.836311477782514885e+02,-1.490095521401347822e-01,-1.486094814922735707e-01
7.627525505101019689e+02,8.056171506260600381e+02,8.835360359934463759e+02,-1.489677987504256784e-01,-1.493310645082313315e-01
7.633526705341067782e+02,8.055277646004017242e+02,8.834409330003492187e+02,-1.489261065987265154e-01,-1.489288395685211541e-01
7.639527905581115874e+02,8.054384035742958758e+02,8.833458388072056096e+02,-1.488844754957026062e-01,-1.498703882635478435e-01
7.645529105821163967e+02,8.053490675112325334e+02,8.832507534222345384e+02,-1.488429052527193708e-01,-1.239602623694321670e-01
7.651530306061212059e+02,8.052597563748302036e+02,8.831556768536274831e+02,-1.488013956818482475e-01,-1.649165939733242825e-01
7.657531506301260151e+02,8.051704701288348360e+02,8.830606091095490910e+02,-1.487599465958604483e-01,-1.469877211580424559e-01
7.663532706541307107e+02,8.050812087371207326e+02,8.829655501981370662e+02,-1.487185578082295678e-01,-1.362774959148389808e-01
7.669533906781355199e+02,8.049919721636896384e+02,8.828705001275019413e+02,-1.486772291331280860e-01,-1.415020986074028708e-01
7.675535107021403292e+02,8.049027603726714233e+02,8.827754589057271914e+02,-1.486359603854282008e-01,-1.516567801025009155e-01
7.681536307261451384e+02,8.048135733283238551e+02,8.826804265408693482e+02,-1.485947513807004128e-01,-1.311935411385320438e-01
7.687537507501499476e+02,8.047244109950323718e+02,8.825854030409578854e+02,-1.485536019352117487e-01,-1.592385305128685702e-01
7.693538707741547569e+02,8.046352733373105366e+02,8.824903884139953334e+02,-1.485125118659263443e-01,-1.615754731631086627e-01
7.699539907981595661e+02,8.045461603186247430e+02,8.823953826681773762e+02,-1.484714809859147278e-01,-1.427907753565906268e-01
7.705541108221643753e+02,8.044570718973470775e+02,8.823003858126313617e+02,-1.484305090886133549e-01,-1.629752071009436254e-01
7.711542308461691846e+02,8.043680080377780541e+02,8.822053978553367415e+02,-1.483895959909140028e-01,-1.721690935205801576e-01
7.717543508701739938e+02,8.042789687053426633e+02,8.821104188040566214e+02,-1.483487415142996091e-01,-1.395198751370196055e-01
7.723544708941788031e+02,8.041899538655510469e+02,8.820154486665354625e+02,-1.483079454807752773e-01,-1.406944423545709033e-01
7.729545909181836123e+02,8.041009634839982709e+02,8.819204874504993086e+02,-1.482672077128663057e-01,-1.409443390834317911e-01
7.735547109421884215e+02,8.040119975263646666e+02,8.818255351636551040e+02,-1.482265280336204083e-01,-1.531012394804616983e-01
7.741548309661932308e+02,8.039230559584156026e+02,8.817305918136912624e+02,-1.481859062666048832e-01,-1.463564449897114539e-01
7.747549509901979263e+02,8.038341387460013721e+02,8.816356574082775523e+02,-1.481453422359058636e-01,-1.577986080183303441e-01
