t,A,S,dA_dt,dA_dt_noisy
4.800960192038407293e+00,6.232592001035016649e-01,1.819613751938681245e-01,3.290493827435784224e-01,3.205028680452109979e-01
4.808961792358471321e+00,6.258809456264327054e-01,1.843499613062921927e-01,3.262506101873573483e-01,3.333020254585776776e-01
4.816963392678535349e+00,6.284801704321353322e-01,1.867551044781136371e-01,3.234205444204269475e-01,3.423803121100059688e-01
4.824964992998599378e+00,6.310566288514277700e-01,1.891766197890179524e-01,3.205603528112127565e-01,3.244253477486550019e-01
4.832966593318663406e+00,6.336100845856046382e-01,1.916143179249526207e-01,3.176712070594462922e-01,3.207783325060411528e-01
4.840968193638727435e+00,6.361403107064366180e-01,1.940680051781271120e-01,3.147542821820177306e-01,3.333618068237377829e-01
4.848969793958791463e+00,6.386470896561704524e-01,1.965374834470128285e-01,3.118107555104897566e-01,3.115840410702995777e-01
4.856971394278855492e+00,6.411302132475289461e-01,1.990225502363432986e-01,3.088418057008984752e-01,3.057507961175511269e-01
4.864972994598919520e+00,6.435894826637108546e-01,2.015229986571138165e-01,3.058486117564473972e-01,2.917161239335306910e-01
4.872974594918983549e+00,6.460247083808952073e-01,2.040386180719663545e-01,3.028323518429434924e-01,2.977021910206664179e-01
4.880976195239047577e+00,6.484357105490200501e-01,2.065691944766906152e-01,2.997942018668402486e-01,3.215813292928217937e-01
4.888977795559111605e+00,6.508223190698118055e-01,2.091145091187793514e-01,2.967353350581785065e-01,2.825179211332913276e-01
4.896979395879175634e+00,6.531843730403770198e-01,2.116743399667624370e-01,2.936569208449675839e-01,2.937688379131001004e-01
4.904980996199239662e+00,6.555217207411319080e-01,2.142484617583566564e-01,2.905601239453753371e-01,2.764768496658521757e-01
4.912982596519303691e+00,6.578342196358014649e-01,2.168366460004658436e-01,2.874461034874723486e-01,2.887308609679899440e-01
4.920984196839367719e+00,6.601217363714204645e-01,2.194386609691808265e-01,2.843160121453627287e-01,2.931924841798839165e-01
4.928985797159431748e+00,6.623841467783330161e-01,2.220542717097794272e-01,2.811709952921143674e-01,2.787345020939824836e-01
4.936987397479495776e+00,6.646213358701922314e-01,2.246832400367264337e-01,2.780121901698747178e-01,2.853156628728696909e-01
4.944988997799559804e+00,6.668331978439610008e-01,2.273253245336737394e-01,2.748407250775337651e-01,2.820491633326221437e-01
4.952990598119623833e+00,6.690196360799112174e-01,2.299802805534601480e-01,2.716577185762811264e-01,2.761279667373502944e-01
4.960992198439687861e+00,6.711805621285460433e-01,2.326478615606364653e-01,2.684642790607008056e-01,2.856267590548603463e-01
4.968993798759751890e+00,6.733158967149769358e-01,2.353278186683215867e-01,2.652615033138827072e-01,2.730498788538632815e-01
4.976995399079815918e+00,6.754255705020493217e-01,2.380198993017729192e-01,2.620504756319014250e-01,2.590008799705582621e-01
4.984996999399879947e+00,6.775095222779011772e-01,2.407238490747756754e-01,2.588322679764208933e-01,2.520240324914997387e-01
4.992998599719943975e+00,6.795676989490511133e-01,2.434394117976131366e-01,2.556079393336166961e-01,2.471548758585732086e-01
5.001000200040008004e+00,6.816000555403975980e-01,2.461663294770665145e-01,2.523785350879157452e-01,2.571372094642658812e-01
5.009001800360072032e+00,6.836065551952194008e-01,2.489043423164150892e-01,2.491450864135315302e-01,2.459078682710298391e-01
5.017003400680136060e+00,6.855871691751753705e-01,2.516531887154361824e-01,2.459086096839407376e-01,2.732002800739836701e-01
5.025005001000200089e+00,6.875418768603047681e-01,2.544126052704050456e-01,2.426701058994254756e-01,2.610945819556070302e-01
5.033006601320264117e+00,6.894706657490267121e-01,2.571823267740950270e-01,2.394305601327874899e-01,2.372853201377242705e-01
5.041008201640328146e+00,6.913735314581408442e-01,2.599620862157774326e-01,2.361909409933244941e-01,2.328996284516945958e-01
5.049009801960392174e+00,6.932504777228268855e-01,2.627516147812216096e-01,2.329522001091418604e-01,2.498539656423060806e-01
5.057011402280456203e+00,6.951015158625171164e-01,2.655506423317834930e-01,2.297152719813490840e-01,2.108816741682992268e-01
5.065013002600520231e+00,6.969266627031834860e-01,2.683588996766698709e-01,2.264810747395627766e-01,2.219655641465116958e-01
5.073014602920584259e+00,6.987259446995883749e-01,2.711761150471930226e-01,2.232505069178546686e-01,2.327580764278083802e-01
5.081016203240648288e+00,7.004993952301628024e-01,2.740020159113459863e-01,2.200244490805398911e-01,2.109034733713502641e-01
5.089017803560712316e+00,7.022470540932417293e-01,2.768363293818583704e-01,2.168037638243643650e-01,2.120354640934295209e-01
5.097019403880776345e+00,7.039689675070643915e-01,2.796787822161962977e-01,2.135892954476910077e-01,2.100778837867441351e-01
5.105021004200840373e+00,7.056651881097737444e-01,2.825291008165625173e-01,2.103818696348432049e-01,2.169899545999088297e-01
5.113022604520904402e+00,7.073357749594169075e-01,2.853870112298962924e-01,2.071822931555445946e-01,2.085575620037758704e-01
5.121024204840968430e+00,7.089807935339450529e-01,2.882522391478734014e-01,2.039913535793868304e-01,2.080122276822681804e-01
5.129025805161032459e+00,7.106003157312132945e-01,2.911245099069062481e-01,2.008098190052454157e-01,2.067626562570788196e-01
5.137027405481096487e+00,7.121944198689809102e-01,2.940035484881437511e-01,1.976384378055514035e-01,1.979378200873227189e-01
5.145029005801160515e+00,7.137631906849110086e-01,2.968890795174713437e-01,1.944779383853201815e-01,2.055836003678069013e-01
5.153030606121224544e+00,7.153067188433015478e-01,2.997808275945547662e-01,1.913290293887260352e-01,1.840394406776696967e-01
5.161032206441288572e+00,7.168250984078430310e-01,3.026785193046675482e-01,1.881924015976037534e-01,1.738311866413373707e-01
5.169033806761352601e+00,7.183184312618277056e-01,3.055818804570822889e-01,1.850687238190764083e-01,1.673000057709519706e-01
5.177035407081416629e+00,7.197868244639631374e-01,3.084906373374396993e-01,1.819586452618477956e-01,1.657485474722232288e-01
5.185037007401480658e+00,7.212303896179761420e-01,3.114045170855329059e-01,1.788627960087161850e-01,1.733576387132404473e-01
5.193038607721544686e+00,7.226492428726131179e-01,3.143232476953073395e-01,1.757817869320586757e-01,1.860822558646218761e-01
5.201040208041608714e+00,7.240435049216402685e-01,3.172465580148606801e-01,1.727162096195916652e-01,1.744578771933114336e-01
5.209041808361672743e+00,7.254133010038431584e-01,3.201741777464429672e-01,1.696666363102659891e-01,1.636811702149123526e-01
5.217043408681736771e+00,7.267587609030268236e-01,3.231058374464564342e-01,1.666336198401445201e-01,1.559350639099879032e-01
5.225045009001800800e+00,7.280800189480159945e-01,3.260412685254557852e-01,1.636176935981136782e-01,1.583288370848078275e-01
5.233046609321864828e+00,7.293772140126548731e-01,3.289802032481478067e-01,1.606193714912695636e-01,1.565827076373051963e-01
5.241048209641927969e+00,7.306504895158070223e-01,3.319223747333914232e-01,1.576391479198192835e-01,1.519881540108274642e-01
5.249049809961991997e+00,7.318999930740609505e-01,3.348675171595603128e-01,1.546774981107404690e-01,1.403520549033130949e-01
5.257051410282056025e+00,7.331258740567544452e-01,3.378153674525327110e-01,1.517348804878615731e-01,1.469768022766388682e-01
5.265053010602120054e+00,7.343282870558034414e-01,3.407656633583152628e-01,1.488117331725845593e-01,1.589830945063753220e-01
5.273054610922184082e+00,7.355073900943025489e-01,3.437181440524466058e-01,1.459084760164021666e-01,1.241623866004474552e-01
5.281056211242248111e+00,7.366633440408216771e-01,3.466725504449569284e-01,1.430255112795202344e-01,1.406194245550764776e-01
5.289057811562312139e+00,7.377963126094064794e-01,3.496286251803683021e-01,1.401632237106298362e-01,1.189497401623045847e-01
5.297059411882376168e+00,7.389064623595781311e-01,3.525861126376943488e-01,1.373219806319782021e-01,1.391524567377572241e-01
5.305061012202440196e+00,7.399939626963332184e-01,3.555447589304404077e-01,1.345021320295970435e-01,1.270272381205140022e-01
5.313062612522504224e+00,7.410589858701441823e-01,3.585043119066035899e-01,1.317040106485452278e-01,1.108471339676185691e-01
5.321064212842568253e+00,7.421017069769588748e-01,3.614645211486726684e-01,1.289279320930254158e-01,1.299349539923596586e-01
5.329065813162632281e+00,7.431223039582007805e-01,3.644251379736280216e-01,1.261741949312290556e-01,1.443482484667529542e-01
5.337067413482696310e+00,7.441209573504418140e-01,3.673859155503041429e-01,1.234430810885795010e-01,1.245319964221011239e-01
5.345069013802760338e+00,7.450978485397773410e-01,3.703466099285789848e-01,1.207348578593834820e-01,1.323527726972069662e-01
5.353070614122824367e+00,7.460531621155894744e-01,3.733069790530949561e-01,1.180497753303836328e-01,1.173347313086945398e-01
5.361072214442888395e+00,7.469870845553335803e-01,3.762667830028784688e-01,1.153880681800815017e-01,9.381215989846054815e-02
5.369073814762952424e+00,7.478998038171618123e-01,3.792257841477556513e-01,1.127499563160454243e-01,1.176547912222855180e-01
5.377075415083016452e+00,7.487915093399235555e-01,3.821837471483523485e-01,1.101356450381983099e-01,1.059528519700761728e-01
5.385077015403080480e+00,7.496623920431652044e-01,3.851404389560939556e-01,1.075453252036216029e-01,9.292447592689281888e-02
5.393078615723144509e+00,7.505126443271303849e-01,3.880956288132057508e-01,1.049791733927746967e-01,1.128275401320058824e-01
5.401080216043208537e+00,7.513424600727596214e-01,3.910490882527126733e-01,1.024373520770344298e-01,1.053059277315726988e-01
5.409081816363272566e+00,7.521520346416904479e-01,3.940005910984393234e-01,9.992000978745475825e-02,9.466591338027299796e-02
5.417083416683336594e+00,7.529415648762578517e-01,3.969499134650100736e-01,9.742728128465322213e-02,1.061079755386741819e-01
5.425085017003400623e+00,7.537112483207037972e-01,3.998968340681807176e-01,9.495928868283555480e-02,8.623856900490523003e-02
5.433086617323464651e+00,7.544612830195918107e-01,4.028411346113778269e-01,9.251614174313546601e-02,9.895046513053643022e-02
5.441088217643528679e+00,7.551918685938691089e-01,4.057825991869736804e-01,9.009793682032646300e-02,8.069333212789346621e-02
5.449089817963592708e+00,7.559032050983717221e-01,4.087210144865300876e-01,8.770475856099045620e-02,9.304430617805124759e-02
5.457091418283656736e+00,7.565954930082618990e-01,4.116561698048217255e-01,8.533668011581621582e-02,7.432920067032300349e-02
5.465093018603720765e+00,7.572689332190287725e-01,4.145878570398361385e-01,8.299376333372066039e-02,9.788564536393178084e-02
5.473094618923784793e+00,7.579237270464878051e-01,4.175158706927739050e-01,8.067605895492935275e-02,8.321913395508839795e-02
5.481096219243848822e+00,7.585600762267815655e-01,4.204400078680483044e-01,7.838360680296677097e-02,9.271235796289789555e-02
5.489097819563912850e+00,7.591781829163786188e-01,4.233600682732855947e-01,7.611643597551079332e-02,6.789197620031230118e-02
5.497099419883976879e+00,7.597782496920746365e-01,4.262758542193249012e-01,7.387456503406321373e-02,6.911354130438793208e-02
5.505101020204040907e+00,7.603604793923670613e-01,4.291871706570605793e-01,7.165800240546123245e-02,8.005465039060924437e-02
5.513102620524104935e+00,7.609250741617369362e-01,4.320938256000297351e-01,6.946674776449085487e-02,4.202957628139761259e-02
5.521104220844168964e+00,7.614722366886919058e-01,4.349956299343803456e-01,6.730079052126748673e-02,5.663288197479495606e-02
5.529105821164232992e+00,7.620021694842120663e-01,4.378923972554355504e-01,6.516011113520076004e-02,7.549188065801751280e-02
5.537107421484297021e+00,7.625150746927626955e-01,4.407839438844665669e-01,6.304468157630342684e-02,6.769577481524717555e-02
5.545109021804361049e+00,7.630111540922935864e-01,4.436700888686928579e-01,6.095446551809524660e-02,7.074215894227332824e-02
5.553110622124425078e+00,7.634906090942399359e-01,4.465506539812820752e-01,5.888941852802433152e-02,5.579180965717708829e-02
5.561112222444489106e+00,7.639536407435216780e-01,4.494254637213502268e-01,5.684948825540221684e-02,6.248948207143342759e-02
5.569113822764553134e+00,7.644004497185437064e-01,4.522943453139613990e-01,5.483461461684550897e-02,4.752617191467727736e-02
5.577115423084617163e+00,7.648312363311958739e-01,4.551571287101279228e-01,5.284472997922050330e-02,3.912512630299653377e-02
5.585117023404681191e+00,7.652462005242326448e-01,4.580136465867543083e-01,5.087975934400615352e-02,3.393180960683994662e-02
5.593118623724745220e+00,7.656455412593725640e-01,4.608637344485446152e-01,4.893962138735083456e-02,4.342252567704658894e-02
5.601120224044809248e+00,7.660294568296056594e-01,4.637072309135877313e-01,4.702422804323230093e-02,4.153481381898729147e-02
5.609121824364873277e+00,7.663981450139865093e-01,4.665439773980477045e-01,4.513348459758639852e-02,3.883971062161928334e-02
5.617123424684937305e+00,7.667518026765124395e-01,4.693738180212226885e-01,4.326729050449415470e-02,7.779240794514780122e-03
5.625125025005001334e+00,7.670906257661235239e-01,4.721965996055450532e-01,4.142553955990927600e-02,2.143950355954385781e-02
5.633126625325065362e+00,7.674148093167024731e-01,4.750121716765810520e-01,3.960812007226090226e-02,3.428179518032635487e-02
5.641128225645129390e+00,7.677245474470748565e-01,4.778203864630312103e-01,3.781491502995158738e-02,4.068508130592710104e-02
5.649129825965193419e+00,7.680200333610087693e-01,4.806210988967301589e-01,3.604580226577751290e-02,3.025787601530705723e-02
5.657131426285257447e+00,7.683014593472150544e-01,4.834141666126464676e-01,3.430065461829286816e-02,2.553168261478582987e-02
5.665133026605321476e+00,7.685690167793473027e-01,4.861994499488830335e-01,3.257934009014545884e-02,9.494606758629085819e-03
5.673134626925385504e+00,7.688228959982532640e-01,4.889768119244974898e-01,3.088172219176367125e-02,5.109671258152296419e-02
5.681136227245449533e+00,7.690632858834759444e-01,4.917461184004997543e-01,2.920766066666203101e-02,1.819654787199276313e-02
5.689137827565513561e+00,7.692903744242579611e-01,4.945072382232331143e-01,2.755701071318387985e-02,4.439097709017482407e-02
5.697139427885576701e+00,7.695043483942649587e-01,4.972600428380232751e-01,2.592962380623347468e-02,4.153648297616894386e-02
5.705141028205640730e+00,7.697053933026758443e-01,5.000044062633887121e-01,2.432534792939673382e-02,2.706463858840606196e-02
5.713142628525704758e+00,7.698936933941825655e-01,5.027402050910386722e-01,2.274402771785504970e-02,1.701793366722826814e-02
5.721144228845768787e+00,7.700694316489902214e-01,5.054673184858750057e-01,2.118550459811481892e-02,2.250765990993745802e-02
5.729145829165832815e+00,7.702327897828169512e-01,5.081856281859910007e-01,1.964961692459896506e-02,8.119197184205411214e-03
5.737147429485896843e+00,7.703839482468938238e-01,5.108950185026722712e-01,1.813620011313608893e-02,2.074350138011599870e-02
5.745149029805960872e+00,7.705230862279651705e-01,5.135953763203959799e-01,1.664508677139130144e-02,1.667460824988719476e-02
5.753150630126024900e+00,7.706503816482883629e-01,5.162865910968313932e-01,1.517610682627903648e-02,2.049578950576164821e-02
5.761152230446088929e+00,7.707660109696746753e-01,5.189685547574413027e-01,1.372908799763001078e-02,2.323345648406782704e-02
5.769153830766152957e+00,7.708701491382111692e-01,5.216411620358487600e-01,1.230385584406966382e-02,2.963224071819811276e-02
5.777155431086216986e+00,7.709629697950637350e-01,5.243043103461016985e-01,1.090023362091197337e-02,7.017075275745436255e-03
5.785157031406281014e+00,7.710446451270475121e-01,5.269578994717672993e-01,9.518042771868521351e-03,1.995192694946134812e-02
5.793158631726345043e+00,7.711153458664479210e-01,5.296018315657240461e-01,8.157103043017050609e-03,2.404072367280431916e-04
5.801160232046409071e+00,7.711752412910207743e-01,5.322360111501613922e-01,6.817232593461928364e-03,-2.128416881750683914e-03
5.809161832366473099e+00,7.712244992239917218e-01,5.348603451165805378e-01,5.498248103106104234e-03,-6.823162500876550976e-04
5.817163432686537128e+00,7.712632860340570273e-01,5.374747427257933197e-01,4.199964877580675271e-03,-5.619691680315936841e-03
5.825165033006601156e+00,7.712917666353826807e-01,5.400791156079233213e-01,2.922196950379884334e-03,1.272484013372646508e-02
5.833166633326665185e+00,7.713101044876052859e-01,5.426733777624052069e-01,1.664757182245655415e-03,1.089716856686290605e-02
5.841168233646729213e+00,7.713184615946072631e-01,5.452574455533296671e-01,4.274573619379683220e-04,1.315057483233187004e-02
5.849169833966793242e+00,7.713169983815174602e-01,5.478312375219283048e-01,-7.898914218557422096e-04,-1.042894714496942887e-03
5.857171434286857270e+00,7.713058736736431165e-01,5.503946748813384193e-01,-1.987478890836134882e-03,7.563370700366437403e-04
5.865173034606921298e+00,7.712852447949901658e-01,5.529476812030957866e-01,-3.165495490904449843e-03,-8.949765476905131856e-03
5.873174634926985327e+00,7.712552675469594998e-01,5.554901821781438320e-01,-4.324132159852556168e-03,-1.583374463835005019e-02
5.881176235247049355e+00,7.712160962083463023e-01,5.580221056168331861e-01,-5.463580243539354481e-03,-9.933987382237871588e-04
5.889177835567113384e+00,7.711678835353401595e-01,5.605433814489222399e-01,-6.584031414552635880e-03,-3.900300301387279490e-03
5.897179435887177412e+00,7.711107807615255050e-01,5.630539417235765898e-01,-7.685677593307370381e-03,-1.875581024388459778e-02
5.905181036207241441e+00,7.710449375978810638e-01,5.655537206093695923e-01,-8.768710871533920426e-03,-2.915386205067852302e-03
5.913182636527305469e+00,7.709705022327799639e-01,5.680426543942816986e-01,-9.833323438111673392e-03,-2.725059686410895993e-02
5.921184236847369498e+00,7.708876213319901805e-01,5.705206814857012310e-01,-1.087970750720455154e-02,-1.266969234844989023e-02
5.929185837167433526e+00,7.707964400388240822e-01,5.729877424090080718e-01,-1.190805524821018577e-02,-1.821119361936536507e-02
5.937187437487497554e+00,7.706971019695573188e-01,5.754437795752879170e-01,-1.291855860127033226e-02,-1.821132076349827461e-02
5.945189037807561583e+00,7.705897490879071166e-01,5.778887377548793669e-01,-1.391140924307939994e-02,-2.474598679533140250e-02
5.953190638127625611e+00,7.704745218011049834e-01,5.803225638769937689e-01,-1.488679857680384050e-02,-5.361857662184886172e-03
5.961192238447689640e+00,7.703515590143918956e-01,5.827452067170286742e-01,-1.584491760693554352e-02,-1.018543548644431848e-02
5.969193838767753668e+00,7.702209981310182974e-01,5.851566168965677273e-01,-1.678595688040135023e-02,-4.951754212289603482e-03
5.977195439087817697e+00,7.700829750522445449e-01,5.875567468833806650e-01,-1.771010642966203835e-02,-1.640513294321026619e-02
5.985197039407881725e+00,7.699376241773401297e-01,5.899455509914230955e-01,-1.861755571775795468e-02,-3.159809225971671465e-02
5.993198639727945753e+00,7.697850784035844551e-01,5.923229853808368306e-01,-1.950849358526395363e-02,-2.329850876471209475e-02
6.001200240048009782e+00,7.696254691262662817e-01,5.946890080579496640e-01,-2.038310819911001368e-02,-3.229828625284546922e-02
6.009201840368073810e+00,7.694589262386840600e-01,5.970435788752754824e-01,-2.124158700322982540e-02,-1.677363535343051604e-02
6.017203440688137839e+00,7.692855781321458197e-01,5.993866595315141543e-01,-2.208411667099731412e-02,-1.009705738051477376e-02
6.025205041008201867e+00,7.691055517354544735e-01,6.017182134404851501e-01,-2.291088305809939676e-02,-1.974997914230349622e-02
6.033206641328265896e+00,7.689189724721885444e-01,6.040382057712053721e-01,-2.372207111166636101e-02,-2.984728025026285592e-02
6.041208241648329924e+00,7.687259641413030087e-01,6.063466038379382583e-01,-2.451786482891725807e-02,-2.835113605375147103e-02
6.049209841968393953e+00,7.685266491124009836e-01,6.086433765478379554e-01,-2.529844725526227828e-02,-2.339394722859582804e-02
6.057211442288457981e+00,7.683211483342096138e-01,6.109284943754743624e-01,-2.606400044597641935e-02,-4.066757438148121961e-02
6.065213042608522009e+00,7.681095813345799606e-01,6.132019293628332424e-01,-2.681470542842336394e-02,-2.546868399582781148e-02
6.073214642928586038e+00,7.678920662204872238e-01,6.154636551193158889e-01,-2.755074216577174662e-02,-2.571576339052802918e-02
6.081216243248650066e+00,7.676687196780304090e-01,6.177136468217393483e-01,-2.827228952217160363e-02,-3.387471827869348306e-02
6.089217843568714095e+00,7.674396569724326600e-01,6.199518812143364199e-01,-2.897952522935717812e-02,-3.331987789981096654e-02
6.097219443888778123e+00,7.672049919480411484e-01,6.221783366087554334e-01,-2.967262585464292696e-02,-2.813417942379324924e-02
6.105221044208842152e+00,7.669648370283268513e-01,6.243929928840605825e-01,-3.035176677028060196e-02,-3.873465524284248895e-02
6.113222644528906180e+00,7.667193032161963018e-01,6.265958314860721190e-01,-3.101712212430974072e-02,-3.942175006427599271e-02
6.121224244848970208e+00,7.664685002224735921e-01,6.287868351574332770e-01,-3.166886488164288166e-02,-2.406915623756300873e-02
6.129225845169034237e+00,7.662125362503601211e-01,6.309659883929606972e-01,-3.230716668229914601e-02,-3.027345948691699540e-02
6.137227445489098265e+00,7.659515180374034671e-01,6.331332773334508168e-01,-3.293219783014843249e-02,-1.634556182199659036e-02
6.145229045809161406e+00,7.656855510190359038e-01,6.352886894160816311e-01,-3.354412735353821950e-02,-4.362390734282316218e-02
6.153230646129225434e+00,7.654147393285735124e-01,6.374322133744135810e-01,-3.414312298174092264e-02,-5.215278146829600142e-02
6.161232246449289462e+00,7.651391857972171806e-01,6.395638392383877768e-01,-3.472935112250760681e-02,-2.554156228082881536e-02
6.169233846769353491e+00,7.648589919540519366e-01,6.416835583343272198e-01,-3.530297684070103637e-02,-2.596153265278815930e-02
6.177235447089417519e+00,7.645742580260468380e-01,6.437913632849366907e-01,-3.586416383798061297e-02,-4.348599709866286800e-02
6.185237047409481548e+00,7.642850829380555266e-01,6.458872480093024171e-01,-3.641307443351556733e-02,-5.134164456248075520e-02
6.193238647729545576e+00,7.639915643128160072e-01,6.479712077228922951e-01,-3.694986954569808718e-02,-3.767177545767568664e-02
6.201240248049609605e+00,7.636937984709504246e-01,6.500432389375558895e-01,-3.747470867483279622e-02,-5.525376256693027843e-02
6.209241848369673633e+00,7.633918804310462214e-01,6.521033394613847678e-01,-3.798774988683374654e-02,-4.167739635342126298e-02
6.217243448689737662e+00,7.630859040696456042e-01,6.541515081355480099e-01,-3.848914991679748543e-02,-6.059827191691530973e-02
6.225245049009801690e+00,7.627759618988501078e-01,6.561877452465265659e-01,-3.897906401040864000e-02,-4.165852164609226693e-02
6.233246649329865718e+00,7.624621450636823727e-01,6.582120524861864164e-01,-3.945764588769593018e-02,-6.097114858965571593e-02
6.241248249649929747e+00,7.621445435457142592e-01,6.602244325888426690e-01,-3.992504786821297891e-02,-4.261344388258585941e-02
6.249249849969993775e+00,7.618232461630677355e-01,6.622248893312596696e-01,-4.038142085839190737e-02,-2.553630825328510878e-02
6.257251450290057804e+00,7.614983405704137676e-01,6.642134275326506687e-01,-4.082691433966884054e-02,-4.383386659732674967e-02
6.265253050610121832e+00,7.611699132589730965e-01,6.661900530546780441e-01,-4.126167635736550932e-02,-3.390929053871609422e-02
6.273254650930185861e+00,7.608380495565163493e-01,6.681547728014533005e-01,-4.168585351030498071e-02,-4.845662095788959983e-02
6.281256251250249889e+00,7.605028336273633727e-01,6.701075947195370697e-01,-4.209959094113950584e-02,-5.138442133220369468e-02
6.289257851570313917e+00,7.601643484723835664e-01,6.720485277979388883e-01,-4.250303232737698278e-02,-5.785381606769729457e-02
6.297259451890377946e+00,7.598226759289963272e-01,6.739775820681175311e-01,-4.289631987308228922e-02,-3.287323524454651563e-02
6.305261052210441974e+00,7.594778966711700496e-01,6.758947686039807889e-01,-4.327959430123634599e-02,-4.424939160704664809e-02
6.313262652530506003e+00,7.591300902777565751e-01,6.778000994229330667e-01,-4.365299490305278585e-02,-2.782981222526369897e-02
6.321264252850570031e+00,7.587793353258633910e-01,6.796935873912609560e-01,-4.401665962716573566e-02,-5.621484472918383130e-02
6.329265853170634060e+00,7.584257090221515618e-01,6.815752467567167683e-01,-4.437072476925681824e-02,-4.702164877828172301e-02
6.337267453490698088e+00,7.580692875238184136e-01,6.834450926268507143e-01,-4.471532520468481098e-02,-4.435345732413831926e-02
6.345269053810762117e+00,7.577101459700317232e-01,6.853031409208927283e-01,-4.505059440772755247e-02,-3.136887742171371590e-02
6.353270654130826145e+00,7.573483584819290515e-01,6.871494083697531341e-01,-4.537666444663140952e-02,-2.760731793402718473e-02
6.361272254450890173e+00,7.569839981626186320e-01,6.889839125160224231e-01,-4.569366597917270262e-02,-5.263959955467186619e-02
6.369273854770954202e+00,7.566171370971782606e-01,6.908066717139710322e-01,-4.600172824871198718e-02,-5.780456736720786942e-02
6.377275455091018230e+00,7.562478463526564054e-01,6.926177051295497877e-01,-4.630097908073411289e-02,-6.413943386268829150e-02
6.385277055411082259e+00,7.558761959780714301e-01,6.944170327403894616e-01,-4.659154487985264770e-02,-3.370431319260752678e-02
6.393278655731146287e+00,7.555022550044118157e-01,6.962046753358009932e-01,-4.687355062727080468e-02,-4.823349293613891919e-02
6.401280256051210316e+00,7.551260914446362715e-01,6.979806545167754894e-01,-4.714711987868318299e-02,-5.412188901872025393e-02
6.409281856371274344e+00,7.547477722936737354e-01,6.997449926959842248e-01,-4.741237476260487527e-02,-4.842677482896176611e-02
6.417283456691338372e+00,7.543673636459704568e-01,7.014977129470426620e-01,-4.766943608326156684e-02,-7.375852080935359212e-02
6.425285057011402401e+00,7.539849306738279910e-01,7.032388390862459593e-01,-4.791842332513865377e-02,-6.568475358198047620e-02
6.433286657331466429e+00,7.536005373493666060e-01,7.049683960079307088e-01,-4.815945439629435582e-02,-3.932143152756725768e-02
6.441288257651530458e+00,7.532142467602558344e-01,7.066864092267146624e-01,-4.839264588310205478e-02,-4.495232034458244291e-02
6.449289857971594486e+00,7.528261211190759861e-01,7.083929048646705473e-01,-4.861811305748892087e-02,-4.763731812656567949e-02
6.457291458291658515e+00,7.524362217633189243e-01,7.100879096513259547e-01,-4.883596987659102190e-02,-5.937283898083438316e-02
6.465293058611722543e+00,7.520446091553875112e-01,7.117714509236634512e-01,-4.904632898272948127e-02,-4.369287849400817214e-02
6.473294658931786572e+00,7.516513428825957188e-01,7.134435566261203565e-01,-4.924930170370338256e-02,-3.199024844836347026e-02
6.481296259251850600e+00,7.512564816571689619e-01,7.151042553105889654e-01,-4.944499805338759685e-02,-6.221768041307890879e-02
6.489297859571914628e+00,7.508600833162434318e-01,7.167535761364167701e-01,-4.963352673262395875e-02,-5.001515801880104112e-02
6.497299459891978657e+00,7.504622048218669850e-01,7.183915488704059049e-01,-4.981499513040085758e-02,-5.469683241403731216e-02
6.505301060212042685e+00,7.500629022609981433e-01,7.200182038868133683e-01,-4.998950932530650537e-02,-4.691339097741151209e-02
6.513302660532106714e+00,7.496622308455069827e-01,7.216335721673511339e-01,-5.015717408725287041e-02,-5.055142622220122617e-02
6.521304260852170742e+00,7.492602449659395702e-01,7.232376852369380993e-01,-5.031809292832702118e-02,-5.232429247984052290e-02
6.529305861172234771e+00,7.488569983421544674e-01,7.248305750233168254e-01,-5.047236825990497611e-02,-5.983052172747819336e-02
6.537307461492298799e+00,7.484525435930372561e-01,7.264122743819134698e-01,-5.062010100874242413e-02,-5.131595355061353836e-02
6.545309061812362827e+00,7.480469325472725028e-01,7.279828166625246233e-01,-5.076139087341012546e-02,-5.744430246795501765e-02
6.553310662132426856e+00,7.476402162928718065e-01,7.295422356460060653e-01,-5.089633636940727596e-02,-5.290030216042159589e-02
6.561312262452490884e+00,7.472324451771740206e-01,7.310905655442727635e-01,-5.102503483132367346e-02,-5.220017260474596466e-02
6.569313862772554913e+00,7.468236688068450313e-01,7.326278410002994290e-01,-5.114758241519911514e-02,-4.514462721868484074e-02
6.577315463092618941e+00,7.464139360478776464e-01,7.341540970881192951e-01,-5.126407410107314266e-02,-5.762724741666538225e-02
6.585317063412682970e+00,7.460032950255921502e-01,7.356693693128256717e-01,-5.137460369572344199e-02,-5.514880573009715153e-02
6.593318663732746998e+00,7.455917931246355268e-01,7.371736936105705018e-01,-5.147926383557738933e-02,-4.129959481786636688e-02
6.601320264052810138e+00,7.451794769889823478e-01,7.386671063485652500e-01,-5.157814598980081655e-02,-5.430141794599772226e-02
6.609321864372874167e+00,7.447663925219337733e-01,7.401496443250809021e-01,-5.167134046354893151e-02,-5.483098266857067138e-02
6.617323464692938195e+00,7.443525848861183292e-01,7.416213447694472993e-01,-5.175893640137872731e-02,-4.365623492730211219e-02
6.625325065013002224e+00,7.439380985034917959e-01,7.430822453420540263e-01,-5.184102179081541417e-02,-4.965575994173263008e-02
