t,S,E,I,R,dI_dt,dI_dt_noisy
8.113622724544908849e+00,9.881985882891906385e+02,3.338617077634584707e+00,5.990670768190634377e+00,2.472123864984146380e+00,1.384273848293467779e+00,2.438449701212856979e-01
8.137627525505100934e+00,9.881277650327742776e+02,3.358435478732930690e+00,6.023983725902059660e+00,2.489815762590785297e+00,1.391255224485517195e+00,1.521729314012231438e+00
8.161632326465293019e+00,9.880565555250037733e+02,3.378357175883026642e+00,6.057464579429537643e+00,2.507622719683672674e+00,1.398262336031049102e+00,8.487028044471175425e-01
8.185637127425485104e+00,9.879849579046879171e+02,3.398382663070570242e+00,6.091113947395270678e+00,2.525545484846239308e+00,1.405295193152864552e+00,1.701393538855108467e+00
8.209641928385677190e+00,9.879129703054863967e+02,3.418512435098111091e+00,6.124932447281107528e+00,2.543584812134449091e+00,1.412353804833833326e+00,7.556970861196002920e-01
8.233646729345869275e+00,9.878405908559635691e+02,3.438746987787362208e+00,6.158920696828920960e+00,2.561741459420223244e+00,1.419438178993891242e+00,1.171738395491894513e+00
8.257651530306061360e+00,9.877678176786347422e+02,3.459086818301837063e+00,6.193079314949762271e+00,2.580016188113680720e+00,1.426548322634676236e+00,1.527915200514863070e+00
8.281656331266253446e+00,9.876946488902450483e+02,3.479532424914292044e+00,6.227408920535955517e+00,2.598409764304748126e+00,1.433684241668665482e+00,1.740438934886351596e+00
8.305661132226445531e+00,9.876210826017691033e+02,3.500084307006727791e+00,6.261910132461097511e+00,2.616922958763159723e+00,1.440845940913474177e+00,1.478242985581760260e+00
8.329665933186637616e+00,9.875471169184111204e+02,3.520742965070389641e+00,6.296583569580053386e+00,2.635556546938456979e+00,1.448033424086148546e+00,1.051617954592242832e+00
8.353670734146827925e+00,9.874727499396053645e+02,3.541508900705764962e+00,6.331429850728959252e+00,2.654311308959986793e+00,1.455246693797468627e+00,1.178480584939764597e+00
8.377675535107020011e+00,9.873979797590153566e+02,3.562382616622589815e+00,6.366449594725230199e+00,2.673188029636907714e+00,1.462485751546246160e+00,1.904737197170935703e+00
8.401680336067212096e+00,9.873228044645344426e+02,3.583364616639839184e+00,6.401643420367543413e+00,2.692187498458181505e+00,1.469750597713628704e+00,1.467000789870359423e+00
8.425685137027404181e+00,9.872472221382859061e+02,3.604455405685734526e+00,6.437011946435850618e+00,2.711310509592578466e+00,1.477041231557399525e+00,6.351340331368707792e-01
8.449689937987596267e+00,9.871712308566222873e+02,3.625655489797740660e+00,6.472555791691375404e+00,2.730557861888676108e+00,1.484357651206285045e+00,1.906189005341130782e+00
8.473694738947788352e+00,9.870948286901260644e+02,3.646965376122566660e+00,6.508275574876612346e+00,2.749930358874858705e+00,1.491699853654262053e+00,1.699824093510999168e+00
8.497699539907980437e+00,9.870180137036091992e+02,3.668385572916165849e+00,6.544171914715326999e+00,2.769428808759319072e+00,1.499067834754864936e+00,1.935775607380838315e+00
8.521704340868172523e+00,9.869407839561137052e+02,3.689916589543735803e+00,6.580245429912556787e+00,2.789054024430055900e+00,1.506461589215497554e+00,1.338147856027156690e+00
8.545709141828364608e+00,9.868631375009108524e+02,3.711558936479717019e+00,6.616496739154610118e+00,2.808806823454875534e+00,1.513881110591744239e+00,1.927959369805049006e+00
8.569713942788556693e+00,9.867850723855018487e+02,3.733313125307795133e+00,6.652926461109065492e+00,2.828688028081392414e+00,1.521326391281685897e+00,9.907939312808484722e-01
8.593718743748748778e+00,9.867065866516173855e+02,3.755179668720899588e+00,6.689535214424775056e+00,2.848698465237027300e+00,1.528797422520217220e+00,1.813797327952946903e+00
8.617723544708940864e+00,9.866276783352179791e+02,3.777159080521203638e+00,6.726323617731861049e+00,2.868838966529007717e+00,1.536294194373363897e+00,1.291104039559335392e+00
8.641728345669132949e+00,9.865483454664938563e+02,3.799251875620124341e+00,6.763292289641715804e+00,2.889110368244370175e+00,1.543816695732607158e+00,1.880992548192680358e+00
8.665733146629325034e+00,9.864685860710362704e+02,3.821458569538385142e+00,6.800441847079214064e+00,2.909513512346181940e+00,1.551364914056130750e+00,2.054186972264325561e+00
8.689737947589517120e+00,9.863883981699013930e+02,3.843779678563008062e+00,6.837772906201002421e+00,2.930049245334574337e+00,1.558938835484928953e+00,1.190943759480664221e+00
8.713742748549709205e+00,9.863077797778779541e+02,3.866215720403634482e+00,6.875286084390387131e+00,2.950718417328055843e+00,1.566538445149669112e+00,1.540923705400297328e+00
8.737747549509901290e+00,9.862267289043585379e+02,3.888767213717047255e+00,6.912981998443435749e+00,2.971521883481053283e+00,1.574163726900986049e+00,1.593641040128985553e+00
8.761752350470093376e+00,9.861452435533414018e+02,3.911434678106465057e+00,6.950861264566468911e+00,2.992460503985636233e+00,1.581814663304259128e+00,2.176647072224572543e+00
8.785757151430285461e+00,9.860633217234309313e+02,3.934218634121541935e+00,6.988924498376057670e+00,3.013535144071518346e+00,1.589491235634776345e+00,1.944770281319667227e+00
8.809761952390477546e+00,9.859809614078366167e+02,3.957119603258366869e+00,7.027172314899028827e+00,3.034746674006054246e+00,1.597193423872909079e+00,9.875546518676796559e-01
8.833766753350669632e+00,9.858981605943738487e+02,3.980138107959465099e+00,7.065605328572459598e+00,3.056095969094242193e+00,1.604921206699296832e+00,1.833725337053575544e+00
8.857771554310861717e+00,9.858149172654638051e+02,4.003274671613797686e+00,7.104224153243682061e+00,3.077583909678723639e+00,1.612674561490043512e+00,1.985219166179612804e+00
8.881776355271053802e+00,9.857312293981332232e+02,4.026529818556759288e+00,7.143029402170279596e+00,3.099211381139781007e+00,1.620453464311925496e+00,2.682356412275797020e+00
8.905781156231245888e+00,9.856470949640143999e+02,4.049904074070181714e+00,7.182021688020087780e+00,3.120979273895341688e+00,1.628257889917611445e+00,7.886833415405156700e-01
8.929785957191437973e+00,9.855625119293455327e+02,4.073397964382333036e+00,7.221201622871196157e+00,3.142888483400974042e+00,1.636087811740892572e+00,1.367911661773897114e+00
8.953790758151630058e+00,9.854774782549702650e+02,4.097012016667914480e+00,7.260569818211945581e+00,3.164939910149890068e+00,1.643943201891922667e+00,2.310628795935590230e+00
8.977795559111822143e+00,9.853919918963381406e+02,4.120746759048063979e+00,7.300126884940930871e+00,3.187134459672944065e+00,1.651824031152473449e+00,9.742888818491269864e-01
9.001800360072014229e+00,9.853060508035040357e+02,4.144602720590355283e+00,7.339873433366999045e+00,3.209473042538632637e+00,1.659730268971197908e+00,1.059999977008834859e+00
9.025805161032206314e+00,9.852196529211288407e+02,4.168580431308797074e+00,7.379810073209250199e+00,3.231956574353096467e+00,1.667661883458904093e+00,1.926202981149053084e+00
9.049809961992398399e+00,9.851327961884790057e+02,4.192680422163832965e+00,7.419937413597036624e+00,3.254585975760118099e+00,1.675618841383846647e+00,2.184823171823238042e+00
9.073814762952590485e+00,9.850454785394266537e+02,4.216903225062344163e+00,7.460256063069962806e+00,3.277362172441121935e+00,1.683601108167020355e+00,1.349260864479243205e+00
9.097819563912782570e+00,9.849576979024493539e+02,4.241249372857645028e+00,7.500766629577887201e+00,3.300286095115176899e+00,1.691608647877470784e+00,1.961672234023501549e+00
9.121824364872974655e+00,9.848694522009643606e+02,4.265719399213589114e+00,7.541469720081620309e+00,3.323358679740554766e+00,1.699641423166343923e+00,1.758119057881317504e+00
9.145829165833166741e+00,9.847807393559205593e+02,4.290313837649760487e+00,7.582365937898750907e+00,3.346580868531064290e+00,1.707699394848339658e+00,2.467073911857706747e+00
9.169833966793358826e+00,9.846915572820262241e+02,4.315033223160241072e+00,7.623455887572280432e+00,3.369953607241289451e+00,1.715782522640110219e+00,1.715023302785741777e+00
9.193838767753550911e+00,9.846019038886444150e+02,4.339878091688065709e+00,7.664740173075882623e+00,3.393477846591716141e+00,1.723890764892499927e+00,2.219014420876533222e+00
9.217843568713742997e+00,9.845117770803118447e+02,4.364848979897538506e+00,7.706219397120427139e+00,3.417154542670255424e+00,1.732024078481633200e+00,1.280465148824500465e+00
9.241848369673933306e+00,9.844211747567396742e+02,4.389946425174239053e+00,7.747894161153977777e+00,3.440984656932242647e+00,1.740182418805346298e+00,1.647742994074335332e+00
9.265853170634125391e+00,9.843300948128128312e+02,4.415170965625024202e+00,7.789765065361807572e+00,3.464969156200444544e+00,1.748365739779647932e+00,1.700013512898738588e+00
9.289857971594317476e+00,9.842385351385905778e+02,4.440523140078020958e+00,7.831832708666376597e+00,3.489109012665046805e+00,1.756573993835190528e+00,2.326127967577802824e+00
9.313862772554509561e+00,9.841464936193063977e+02,4.466003488082629147e+00,7.874097688727346167e+00,3.513405203883663841e+00,1.764807131913773475e+00,2.054613651674001673e+00
9.337867573514701647e+00,9.840539681353676542e+02,4.491612549909525853e+00,7.916560601941577957e+00,3.537858712781334347e+00,1.773065103464858350e+00,1.397188537818073728e+00
9.361872374474893732e+00,9.839609565623558183e+02,4.517350866550659205e+00,7.959222043443128669e+00,3.562470527650523522e+00,1.781347856442111244e+00,2.122331738282078994e+00
9.385877175435085817e+00,9.838674567710264682e+02,4.543218979719251926e+00,8.002082607103252698e+00,3.587241642151122178e+00,1.789655337299967730e+00,2.174970975513775162e+00
9.409881976395277903e+00,9.837734666273094035e+02,4.569217431849800448e+00,8.045142885530406573e+00,3.612173055310446745e+00,1.797987490990212489e+00,1.742164629830489142e+00
9.433886777355469988e+00,9.836789839923085310e+02,4.595346766098076685e+00,8.088403470070240076e+00,3.637265771523237934e+00,1.806344260958584691e+00,1.677513103442680231e+00
9.457891578315662073e+00,9.835840067223016376e+02,4.621607526341123595e+00,8.131864950805603343e+00,3.662520800551663847e+00,1.814725589141403361e+00,1.717823966430125582e+00
9.481896379275854159e+00,9.834885326687409588e+02,4.648000257177259620e+00,8.175527916556545094e+00,3.687939157525316425e+00,1.823131415962215840e+00,9.756352129677741125e-01
9.505901180236046244e+00,9.833925596782524963e+02,4.674525503926076908e+00,8.219392954880309077e+00,3.713521862941215002e+00,1.831561680328460895e+00,1.925933184390769659e+00
9.529905981196238329e+00,9.832960855926364729e+02,4.701183812628440428e+00,8.263460652071341173e+00,3.739269942663803192e+00,1.840016319628160479e+00,1.957305284241800614e+00
9.553910782156430415e+00,9.831991082488673328e+02,4.727975730046490632e+00,8.307731593161282291e+00,3.765184427924950672e+00,1.848495269726625478e+00,1.415731007847130796e+00
9.577915583116622500e+00,9.831016254790935136e+02,4.754901803663640791e+00,8.352206361918970146e+00,3.791266355323952286e+00,1.856998464963187434e+00,2.228221589900721167e+00
9.601920384076814585e+00,9.830036351110639998e+02,4.781962581521495004e+00,8.396885540430474748e+00,3.817516766984114351e+00,1.865525838082660037e+00,1.179042370170847231e+00
9.625925185037006671e+00,9.829051349718098436e+02,4.809158610910034604e+00,8.441769705809237578e+00,3.843936711470929968e+00,1.874077319718306267e+00,1.598170909021827679e+00
9.649929985997198756e+00,9.828061228819599364e+02,4.836490440631495247e+00,8.486859436093268982e+00,3.870527241315363742e+00,1.882652839304448822e+00,1.645043304808672779e+00
9.673934786957390841e+00,9.827065966572176876e+02,4.863958620272789801e+00,8.532155308223446255e+00,3.897289414286068343e+00,1.891252324765154924e+00,2.885007240759615232e+00
9.697939587917582926e+00,9.826065541092568765e+02,4.891563699845254298e+00,8.577657897099957296e+00,3.924224293797997198e+00,1.899875702366202290e+00,1.100283670737261854e+00
9.721944388877775012e+00,9.825059930457207429e+02,4.919306229784644380e+00,8.623367775582295280e+00,3.951332948912402276e+00,1.908522896713254147e+00,2.189838024316385301e+00
9.745949189837967097e+00,9.824049112702227831e+02,4.947186760951138851e+00,8.669285514489262212e+00,3.978616454336835417e+00,1.917193830750070660e+00,2.388255469544552145e+00
9.769953990798159182e+00,9.823033065823466359e+02,4.975205844629338792e+00,8.715411682598965371e+00,4.006075890425147001e+00,1.925888425756749234e+00,2.114751207776682573e+00
9.793958791758351268e+00,9.822011767776455144e+02,5.003364032528264893e+00,8.761746846648817311e+00,4.033712343177487725e+00,1.934606601347989674e+00,2.525510573524684332e+00
9.817963592718543353e+00,9.820985196476427745e+02,5.031661876781361009e+00,8.808291571335539416e+00,4.061526904240306379e+00,1.943348275471405984e+00,1.441979431908194886e+00
9.841968393678735438e+00,9.819953329798320283e+02,5.060099929946493269e+00,8.855046419315161899e+00,4.089520670906352962e+00,1.952113364405852591e+00,8.119840632497581367e-01
9.865973194638927524e+00,9.818916145576763483e+02,5.088678745005948301e+00,8.902011951203018469e+00,4.117694746114676008e+00,1.960901782759792322e+00,2.344310727244924397e+00
9.889977995599119609e+00,9.817873621606091774e+02,5.117398875366435007e+00,8.949188725573749892e+00,4.146050238450621706e+00,1.969713443469692127e+00,1.371799361134147244e+00
9.913982796559311694e+00,9.816825735640337598e+02,5.146260874859084566e+00,8.996577298961307534e+00,4.174588262145839224e+00,1.978548257798447230e+00,1.815348319525479814e+00
9.937987597519503780e+00,9.815772465393233688e+02,5.175265297739449544e+00,9.044178225858944487e+00,4.203309937078272718e+00,1.987406135333838808e+00,1.397983136621450129e+00
9.961992398479695865e+00,9.814713788538210792e+02,5.204412698687503003e+00,9.091992058719224445e+00,4.232216388772169324e+00,1.996286983987018759e+00,2.522457912461784080e+00
9.985997199439887950e+00,9.813649682708403361e+02,5.233703632807642059e+00,9.140019347954016382e+00,4.261308748398073831e+00,2.005190709991030218e+00,2.437765827424740905e+00
1.001000200040008004e+01,9.812580125496640449e+02,5.263138655628684326e+00,9.188260641934498096e+00,4.290588152772830455e+00,2.014117217899348056e+00,1.654085386945850944e+00
1.003400680136027212e+01,9.811505094455454810e+02,5.292718323103868805e+00,9.236716486991149111e+00,4.320055744359582839e+00,2.023066410584458907e+00,2.474812332889289035e+00
1.005801160232046421e+01,9.810424567097076078e+02,5.322443191610856772e+00,9.285387427413764883e+00,4.349712671267774944e+00,2.032038189236462955e+00,2.092676818896320956e+00
1.008201640328065629e+01,9.809338520893437590e+02,5.352313817951730890e+00,9.334274005451437262e+00,4.379560087253149270e+00,2.041032453361710797e+00,1.971338038081837274e+00
1.010602120424084660e+01,9.808246933301447825e+02,5.382330758445058372e+00,9.383376759240723786e+00,4.409599152169438874e+00,2.050049100457029372e+00,2.078757431478212236e+00
1.013002600520103869e+01,9.807149781774949133e+02,5.412494568665734640e+00,9.432696222245269269e+00,4.439831031594118294e+00,2.059088025925333465e+00,1.957713346000355514e+00
1.015403080616123077e+01,9.806047043693179148e+02,5.442805805987884327e+00,9.482232929041011005e+00,4.470256895653226259e+00,2.068149123981796400e+00,2.375651755887280725e+00
1.017803560712142286e+01,9.804938696404235543e+02,5.473265027885937606e+00,9.531987411405655308e+00,4.500877920284927391e+00,2.077232287038771830e+00,2.232406072260312957e+00
1.020204040808161494e+01,9.803824717226515304e+02,5.503872791880793258e+00,9.581960198195345058e+00,4.531695287272398787e+00,2.086337405686832902e+00,1.911603832469921826e+00
1.022604520904180703e+01,9.802705083448717005e+02,5.534629655539814230e+00,9.632151815344670354e+00,4.562710184243830014e+00,2.095464368695209245e+00,2.598592241602987851e+00
1.025005001000199911e+01,9.801579772329840807e+02,5.565536176476832075e+00,9.682562785866664967e+00,4.593923804672423117e+00,2.104613063012264806e+00,1.798875255630351777e+00
1.027405481096219120e+01,9.800448761099187323e+02,5.596592912352143401e+00,9.733193629852804563e+00,4.625337347876390837e+00,2.113783373766016993e+00,2.257250195299743023e+00
1.029805961192238328e+01,9.799312026956355339e+02,5.627800420872513421e+00,9.784044864473008474e+00,4.656952019018959277e+00,2.122975184264698445e+00,2.334052869890856030e+00
1.032206441288257537e+01,9.798169547071248644e+02,5.659159259791173291e+00,9.835117003975643257e+00,4.688769029108368791e+00,2.132188375997352114e+00,2.871591905915617193e+00
1.034606921384276745e+01,9.797021298584068063e+02,5.690669986907819222e+00,9.886410559687515587e+00,4.720789594997868655e+00,2.141422828634473419e+00,1.888702146959989392e+00
1.037007401480295954e+01,9.795867258605318284e+02,5.722333160068616920e+00,9.937926040013879359e+00,4.753014939385721505e+00,2.150678420028692361e+00,3.022219643183895688e+00
1.039407881576315162e+01,9.794707404215802171e+02,5.754149337166196254e+00,9.989663950438426809e+00,4.785446290815203341e+00,2.159955026215484075e+00,2.248037502026696277e+00
1.041808361672334371e+01,9.793541712466625313e+02,5.786119076139655704e+00,1.004162479352330095e+01,4.818084883674600860e+00,2.169252521413932655e+00,2.072264066087646128e+00
1.044208841768353579e+01,9.792370160379191475e+02,5.818242934974559688e+00,1.009380906890908136e+01,4.850931958197215899e+00,2.178570778027521193e+00,1.842334402558215789e+00
1.046609321864372788e+01,9.791192724945209420e+02,5.850521471702938570e+00,1.014621727331479661e+01,4.883988760461357437e+00,2.187909666644968887e+00,2.481056376172235289e+00
1.049009801960391997e+01,9.790009383126684952e+02,5.882955244403290429e+00,1.019884990053791718e+01,4.917256542390352259e+00,2.197269056041100121e+00,2.221736678262290710e+00
1.051410282056411205e+01,9.788820111855925461e+02,5.915544811200579289e+00,1.025170744145435719e+01,4.950736561752536069e+00,2.206648813177753077e+00,1.654844180213860261e+00
1.053810762152430414e+01,9.787624888035541062e+02,5.948290730266237780e+00,1.030479038401847447e+01,4.984430082161257047e+00,2.216048803204724749e+00,1.652105215075406530e+00
1.056211242248449622e+01,9.786423688538438910e+02,5.981193559818161809e+00,1.035809921326307226e+01,5.018338373074878511e+00,2.225468889460751054e+00,1.947709285560484060e+00
1.058611722344468831e+01,9.785216490207831157e+02,6.014253858120717666e+00,1.041163441129939393e+01,5.052462709796770923e+00,2.234908933474530457e+00,1.896905931538946488e+00
1.061012202440488039e+01,9.784003269873868476e+02,6.047472182903297799e+00,1.046539645613154512e+01,5.086804373578371674e+00,2.244368794779022291e+00,2.789519990642626901e+00
1.063412682536507248e+01,9.782784004407261591e+02,6.080849089631432669e+00,1.051938581807427120e+01,5.121364651568216964e+00,2.253848330360032293e+00,2.941617479345121744e+00
1.065813162632526456e+01,9.781558670598420804e+02,6.114385135789997427e+00,1.057360296845315872e+01,5.156144835914840741e+00,2.263347396034560699e+00,2.697627207968314789e+00
1.068213642728545665e+01,9.780327245211827858e+02,6.148080878797642868e+00,1.062804837541703407e+01,5.191146224602636750e+00,2.272865845780017047e+00,2.451800290795548953e+00
1.070614122824564873e+01,9.779089704995873262e+02,6.181936875651626195e+00,1.068272250321792605e+01,5.226370121543153502e+00,2.282403531623056203e+00,2.068284427700752381e+00
1.073014602920584082e+01,9.777846026682860838e+02,6.215953682927817248e+00,1.073762581221107126e+01,5.261817836575095164e+00,2.291960303642764263e+00,2.319201909102887260e+00
1.075415083016603290e+01,9.776596186989002035e+02,6.250131856780694051e+00,1.079275875885491942e+01,5.297490685464322446e+00,2.301536009973882635e+00,2.743889512988155310e+00
1.077815563112622499e+01,9.775340162614418205e+02,6.284471952943345485e+00,1.084812179571112090e+01,5.333389989903851713e+00,2.311130496810099189e+00,3.376616613671755474e+00
1.080216043208641707e+01,9.774077930243141736e+02,6.318974526727468621e+00,1.090371537144453917e+01,5.369517077513854098e+00,2.320743608407367820e+00,2.777193211058264666e+00
1.082616523304660916e+01,9.772809466543118333e+02,6.353640133023374048e+00,1.095953993082324196e+01,5.405873281841659939e+00,2.330375187087290634e+00,2.190169114939928718e+00
1.085017003400680125e+01,9.771534748166199051e+02,6.388469326299976991e+00,1.101559591471850830e+01,5.442459942361751679e+00,2.340025073240535214e+00,2.359037611125978984e+00
1.087417483496699333e+01,9.770253751748147124e+02,6.423462660604807084e+00,1.107188376010481967e+01,5.479278404475770081e+00,2.349693105330309173e+00,2.108420654754392665e+00
1.089817963592718542e+01,9.768966453908636822e+02,6.458620689564002149e+00,1.112840390005987068e+01,5.516330019512512450e+00,2.359379119895868904e+00,1.968179831921160750e+00
1.092218443688737750e+01,9.767672831251252319e+02,6.493943966382308197e+00,1.118515676376456369e+01,5.553616144727929971e+00,2.369082951556082506e+00,2.276961950447100147e+00
1.094618923784756959e+01,9.766372860363488826e+02,6.529433043843083873e+00,1.124214277650300353e+01,5.591138143305130370e+00,2.378804433013039787e+00,2.476611779115597933e+00
1.097019403880776167e+01,9.765066517816749183e+02,6.565088474308296007e+00,1.129936235966250635e+01,5.628897384354378808e+00,2.388543395055691576e+00,3.306494188394473621e+00
1.099419883976795198e+01,9.763753780166348406e+02,6.600910809718519623e+00,1.135681593073359430e+01,5.666895242913092545e+00,2.398299666563550758e+00,2.424315901540247342e+00
1.101820364072814407e+01,9.762434623951512549e+02,6.636900601592945925e+00,1.141450390331000442e+01,5.705133099945852493e+00,2.408073074510432399e+00,3.086752111992150382e+00
1.104220844168833615e+01,9.761109025695376431e+02,6.673058401029370756e+00,1.147242668708867441e+01,5.743612342344388111e+00,2.417863443968217396e+00,3.301607984530586126e+00
1.106621324264852824e+01,9.759776961904985910e+02,6.709384758704198148e+00,1.153058468786974800e+01,5.782334362927588067e+00,2.427670598110693412e+00,2.467074533240546597e+00
1.109021804360872032e+01,9.758438409071295609e+02,6.745880224872447428e+00,1.158897830755658198e+01,5.821300560441494909e+00,2.437494358217407786e+00,3.241393802025527293e+00
1.111422284456891241e+01,9.757093343669173464e+02,6.782545349367742560e+00,1.164760794415573919e+01,5.860512339559310391e+00,2.447334543677572416e+00,2.804802245962013885e+00
1.113822764552910449e+01,9.755741742181563723e+02,6.819380680783645232e+00,1.170647399029020264e+01,5.899971110769890004e+00,2.457190971758492104e+00,2.248423324278684188e+00
1.116223244648929658e+01,9.754383581164972838e+02,6.856386764429172054e+00,1.176557682932964788e+01,5.939678289744041884e+00,2.467063457020341133e+00,2.599653469444780374e+00
1.118623724744948866e+01,9.753018837086978010e+02,6.893564147893824767e+00,1.182491684543183830e+01,5.979635297976606090e+00,2.476951812921389440e+00,2.488390721943854800e+00
1.121024204840968075e+01,9.751647486404013989e+02,6.930913378199351271e+00,1.188449441855564004e+01,6.019843562843728790e+00,2.486855851005861151e+00,2.370686336033385633e+00
1.123424684936987283e+01,9.750269505573364768e+02,6.968435001381410920e+00,1.194430992371175115e+01,6.060304517570472171e+00,2.496775380790025700e+00,2.397384764292558756e+00
1.125825165033006492e+01,9.748884871053170400e+02,7.006129562489570972e+00,1.200436373096271225e+01,6.101019601230806444e+00,2.506710209768625575e+00,2.578814861505120071e+00
1.128225645129025700e+01,9.747493559302422454e+02,7.043997605587306587e+00,1.206465620542289763e+01,6.141990258747615172e+00,2.516660143421355578e+00,2.733750713662463916e+00
1.130626125225044909e+01,9.746095546780968562e+02,7.082039673752003495e+00,1.212518770725852235e+01,6.183217940892694386e+00,2.526624985219403374e+00,2.084184047640039061e+00
1.133026605321064118e+01,9.744690809949507866e+02,7.120256309074956214e+00,1.218595859168764051e+01,6.224704104286749029e+00,2.536604536632031781e+00,2.531910705633934722e+00
1.135427085417083326e+01,9.743279325269592164e+02,7.158648052661366279e+00,1.224696920898013985e+01,6.266450211399399173e+00,2.546598597133224562e+00,1.785421086160721815e+00
1.137827565513102535e+01,9.741861069203628176e+02,7.197215444630347569e+00,1.230821990445774894e+01,6.308457730549174691e+00,2.556606964208374855e+00,2.687004713848478943e+00
1.140228045609121743e+01,9.740436018214876412e+02,7.235959024114920091e+00,1.236971101849403354e+01,6.350728135903517035e+00,2.566629433361030443e+00,2.878429171251722707e+00
1.142628525705140952e+01,9.739004148767448896e+02,7.274879329262014416e+00,1.243144288651439844e+01,6.393262907478781010e+00,2.576665798119686990e+00,2.658643217299590411e+00
1.145029005801160160e+01,9.737565437326312576e+02,7.313976897232468133e+00,1.249341583899608565e+01,6.436063531140230332e+00,2.586715850044625675e+00,2.729642426003997091e+00
1.147429485897179369e+01,9.736119860357288189e+02,7.353252264201031174e+00,1.255563020146817443e+01,6.479131498602043848e+00,2.596779378734816124e+00,2.891750930514648932e+00
1.149829965993198577e+01,9.734667394327047987e+02,7.392705965356358710e+00,1.261808629451158126e+01,6.522468307427309320e+00,2.606856171834843749e+00,2.274305749726343695e+00
1.152230446089217786e+01,9.733208015703120282e+02,7.432338534901017368e+00,1.268078443375906161e+01,6.566075461028027860e+00,2.616946015041908602e+00,2.497421585379614228e+00
1.154630926185236994e+01,9.731741700953882628e+02,7.472150506051482566e+00,1.274372492989521177e+01,6.609954468665112159e+00,2.627048692112853967e+00,2.882509714020746294e+00
1.157031406281256203e+01,9.730268426548570915e+02,7.512142411038136736e+00,1.280690808865645991e+01,6.654106845448384711e+00,2.637163984871252254e+00,3.138106852235823752e+00
1.159431886377275411e+01,9.728788168957271409e+02,7.552314781105273767e+00,1.287033421083107854e+01,6.698534112336582247e+00,2.647291673214529073e+00,2.844752373887155183e+00
1.161832366473294620e+01,9.727300904650924167e+02,7.592668146511095451e+00,1.293400359225917029e+01,6.743237796137352191e+00,2.657431535121140609e+00,3.933861246298737679e+00
1.164232846569313828e+01,9.725806610101324168e+02,7.633203036527712371e+00,1.299791652383268570e+01,6.788219429507254432e+00,2.667583346657786958e+00,2.621903060565351051e+00
1.166633326665333037e+01,9.724305261781117906e+02,7.673919979441143902e+00,1.306207329149540364e+01,6.833480550951758659e+00,2.677746881986676541e+00,3.177577096664099709e+00
1.169033806761352245e+01,9.722796836220975365e+02,7.714819500676341590e+00,1.312647417322591359e+01,6.879022704000242072e+00,2.687921912891830800e+00,3.321285752016872372e+00
1.171434286857371454e+01,9.721281310031956764e+02,7.755902122325834647e+00,1.319111943793425290e+01,6.924847436544258272e+00,2.698108208660890739e+00,2.631223285490001729e+00
1.173834766953390663e+01,9.719758659728695420e+02,7.797168368920178949e+00,1.325600935477378961e+01,6.970956303436557810e+00,2.708305537574482891e+00,2.298049096473111508e+00
1.176235247049409871e+01,9.718228861842848119e+02,7.838618763484871188e+00,1.332114418708308357e+01,7.017350865147310657e+00,2.718513665908496968e+00,2.127212202144900921e+00
1.178635727145429080e+01,9.716691892927411800e+02,7.880253827394979815e+00,1.338652419215700995e+01,7.064032687706908398e+00,2.728732357906919148e+00,2.809870857821504586e+00
1.181036207241448288e+01,9.715147729556721288e+02,7.922074080375149485e+00,1.345214962124675218e+01,7.111003342705964236e+00,2.738961375791925335e+00,3.294107353061339616e+00
1.183436687337467497e+01,9.713596348326452699e+02,7.964080040499599278e+00,1.351802071955980544e+01,7.158264407295313880e+00,2.749200479774050798e+00,2.885034679201759822e+00
1.185837167433486528e+01,9.712037725853618895e+02,8.006272224192120035e+00,1.358413772625997140e+01,7.205817464186011101e+00,2.759449428062401566e+00,2.845877465747278290e+00
1.188237647529505736e+01,9.710471838776572895e+02,8.048651146226086794e+00,1.365050087446737415e+01,7.253664101649341056e+00,2.769707976874933752e+00,2.580101035368580931e+00
1.190638127625524945e+01,9.708898663755003327e+02,8.091217319724439250e+00,1.371711039125843890e+01,7.301805913516801638e+00,2.779975880448771974e+00,3.060490746845557108e+00
1.193038607721544153e+01,9.707318177469943521e+02,8.133971256159696850e+00,1.378396649766590443e+01,7.350244499180115909e+00,2.790252891050598372e+00,1.722337365328737269e+00
1.195439087817563362e+01,9.705730356623760144e+02,8.176913465353951693e+00,1.385106940867881775e+01,7.398981463591227659e+00,2.800538758987076271e+00,2.916725384674434540e+00
1.197839567913582570e+01,9.704135177940163430e+02,8.220044455478873857e+00,1.391841933324254299e+01,7.448018417262304069e+00,2.810833232615348010e+00,2.824896387391828245e+00
1.200240048009601779e+01,9.702532618164198084e+02,8.263364733055702516e+00,1.398601647425875072e+01,7.497356976265733053e+00,2.821136058353563847e+00,2.135965935072693611e+00
1.202640528105620987e+01,9.700922654062252377e+02,8.306874802955260151e+00,1.405386102858542330e+01,7.546998762234125024e+00,2.831446980691473492e+00,3.919245942763404322e+00
1.205041008201640196e+01,9.699305262422049054e+02,8.350575168397934789e+00,1.412195318703685309e+01,7.596945402360312904e+00,2.841765742201063816e+00,2.148059126423770060e+00
1.207441488297659404e+01,9.697680420052653290e+02,8.394466330953695987e+00,1.419029313438364603e+01,7.647198529397348565e+00,2.852092083547249413e+00,2.313331835123419111e+00
