D,T,s,A,P,P_noisy
9.828943764110533721e+00,2.408163034740492847e+01,1.959962772881877369e+00,4.961869517706806221e+01,9.980304020636168172e-01,9.958784801656805907e-01
3.920794150867274563e+00,3.588954766849983002e+01,1.374215733188113076e+00,5.595549817697011008e+01,7.193723122625450550e-01,6.612688469250352918e-01
8.868325327099038091e+00,3.074285931733284372e+01,1.034905727391255859e+00,5.493273676809111095e+01,9.373200322667724071e-01,9.430619002247365712e-01
6.595164138297895384e+00,1.851661179283379610e+01,7.703069274229346064e-01,5.304075354995215008e+01,5.453366747983048324e-01,5.558736291037124078e-01
9.169826317122145909e+00,1.820077609783444927e+01,5.814659117461782323e-01,4.951090824095156506e+01,5.340703877747048356e-01,5.458188345761466609e-01
3.610219840736572650e+00,8.982272606107891022e+00,5.923464219438951961e-01,7.265687796854292912e+01,7.337261072993639388e-02,4.907097745302750613e-02
4.225294623385386750e+00,3.263380566730541688e+01,9.486943581627682587e-01,4.761824176203120373e+01,5.330945560575730546e-01,5.519955124246904710e-01
3.756336934647974246e+00,3.814987489506815166e+01,1.511650378974459752e+00,5.722750338274992998e+01,7.550910611145262852e-01,7.376129157315334250e-01
8.287723900193720183e+00,3.606560894501237158e+01,1.501737547167047104e+00,3.742029824809625183e+01,9.970241395457478673e-01,9.722875964954800221e-01
9.535915376383899300e+00,2.313632013439737989e+01,7.447596884146945317e-01,6.447665589155164412e+01,7.300628676828190278e-01,7.102662882172170455e-01
8.263236388816125100e+00,3.512070469494879887e+01,6.752609644194297323e-01,5.569151815352081769e+01,7.101191776890205531e-01,6.929784124591354955e-01
4.569070597999077776e+00,2.724595845193587884e+00,1.516247812367028658e+00,6.250998008783102478e+01,2.218097089751892570e-01,2.250798977420787605e-01
8.308057601537786496e+00,1.340937983071250095e+01,5.881373567768435340e-01,4.517948547566702189e+01,4.244226603529245301e-01,4.407428744340232130e-01
7.328845052831507445e+00,3.346004161918050723e+00,1.811060631105144925e+00,6.993258875358647231e+01,5.022024431057540150e-01,4.600013221963284993e-01
5.239419052736867144e+00,2.130165929905948374e+01,1.417523057647056106e+00,3.048154305372061046e+01,8.698004202838718335e-01,8.588148795306214112e-01
1.916600595009708252e+00,3.967493844208052955e+00,1.175763511986077425e+00,4.623767150611420362e+01,3.445468755313474407e-02,5.233412057898144398e-02
2.454922241120072179e+00,2.186548830459812010e+01,1.605422872327658679e+00,2.018303133676311134e+01,4.476047252229553575e-01,4.515286240782362959e-01
7.067266126894238276e+00,6.041009873995264456e+00,8.302267342042702891e-01,7.357750276309008086e+01,3.085481117590571642e-01,3.185835775483962240e-01
2.067520129055793188e+00,3.563451040559673544e+01,1.439829014267282492e+00,4.245069267219275844e+01,2.834241556664607309e-01,2.533307362747911351e-01
5.647425247728775410e+00,3.336473971004208039e+01,1.947295321503617949e+00,5.812590424858075977e+01,9.877958113482743219e-01,1.006770559611016358e+00
8.061468204443984931e+00,1.606134452492405984e+01,6.852251577452224129e-01,2.409880409883731645e+01,5.937080165138337584e-01,5.623291330238703312e-01
6.573590966004195124e+00,2.672996774486459159e+01,1.177103601780305819e+00,6.133783102618168215e+01,8.663571938103078462e-01,8.701586230908908703e-01
6.136581600139413339e+00,2.678420919325171923e+01,1.115468497484511712e+00,6.907665574382821205e+01,7.790935796156623905e-01,8.063187274334222554e-01
2.651560297380609832e+00,2.373626195661837102e+01,1.895198930994651532e+00,6.599180058120899162e+01,4.917600472330163619e-01,5.293470550299557154e-01
1.287366089270343794e+00,3.551374581913612616e+01,1.985161944860188932e+00,2.033054331085363131e+01,2.167849087642472750e-01,2.270156397651734992e-01
4.357075124930045451e-01,2.655569083809665543e+01,1.378147108493247952e+00,3.097519334072639907e+01,5.906017700229360123e-03,2.352540173939519919e-02
5.587669263269904318e-01,1.778759241601891716e+01,8.787153959434194084e-01,6.523842707063153057e+01,2.249825766253987780e-03,-9.876806917181148865e-03
2.394448359255634262e+00,1.549900160273141303e+01,1.473500697869163600e+00,5.596324812695654316e+01,2.376995354000830396e-01,2.280706527553646723e-01
5.621058523142188790e+00,8.818327507054110725e+00,6.154750838876749119e-01,7.145264003337454994e+01,1.815479787024227853e-01,2.049364461301742268e-01
4.294434585477264754e+00,2.346490016432598580e+00,9.320324695656820868e-01,2.710570057453521287e+01,8.539645608289203604e-02,8.542858373234131497e-02
2.120579415281674152e+00,1.126412913185065712e+01,1.067422571697511646e+00,4.701428187022806782e+01,8.799414316135345526e-02,8.544786668413351105e-02
3.096602672910213183e+00,2.445214584862695872e+01,1.860705990758491302e+00,5.183337426339263487e+01,6.787359240529426962e-01,6.505247620492012883e-01
4.666387778469808900e+00,2.986287417622586915e+01,1.170771822240392002e+00,6.647641706332430545e+01,6.548302544835569172e-01,6.578420740414517853e-01
8.009528076051145362e+00,1.074698575492725627e+00,1.580124961907207082e+00,4.711304090344859219e+01,1.895693307753801848e-01,2.024865989170329394e-01
6.593698574076629626e+00,3.809927561765639581e+01,1.806900394139730359e+00,5.087861972919095876e+01,9.964174204555666936e-01,9.805340309507577512e-01
5.049647553559127866e-01,3.664983378872741326e+01,1.032303427746912305e+00,6.282875906320613524e+01,1.683984466207988362e-03,-8.457611982766691239e-03
4.867038061058673648e+00,2.587888318069314408e+01,1.128676370501111359e+00,6.133860917954243774e+01,6.605969404545212198e-01,6.922060723749390299e-01
1.941371694532888270e+00,3.882132624846383351e+01,8.385970269393057119e-01,6.119808512166464709e+01,5.050303409384215847e-02,5.406835707681941633e-02
8.562845390371299104e+00,3.091959575729707144e+00,8.188556092933894082e-01,5.914157311423071661e+01,2.235950853986283793e-01,2.178232124869283470e-01
8.860551914296761922e+00,1.072014875406112466e+01,1.404836564764644358e+00,4.273104148033644378e+01,8.439960849360041983e-01,8.212564291492174817e-01
5.591180640020094295e+00,4.860622874450976738e+00,1.905175924082028072e+00,3.331480210996717517e+01,5.655158252986731693e-01,5.531242446730522122e-01
7.390439620577710755e+00,2.963153039103587005e+01,1.261605359459429643e+00,2.757719831679045441e+01,9.735548811243722733e-01,9.685549561035420307e-01
6.899131924910815172e+00,3.594185685081988879e+01,6.056805157905961190e-01,5.350941391417850213e+01,5.304833455176838353e-01,5.578659025419582251e-01
8.186665191778923045e+00,3.828506343873483786e+01,1.042831001973604232e+00,4.942364106688643233e+01,9.557273006172183338e-01,9.435174066535734205e-01
2.860275868858285442e+00,2.520595599509686835e+01,1.287680593379966876e+00,2.262478176799158547e+01,4.700351613166233733e-01,5.059218766659444588e-01
2.369954309939067194e+00,1.700226000385639935e+01,1.918697036806120026e+00,5.323023421289569512e+01,3.828243559142137098e-01,3.642505995751964543e-01
7.488459650578167981e+00,5.682590756780601993e+00,1.929833797221957914e+00,2.135578121059230483e+01,7.371221918031234388e-01,7.299704557066023503e-01
9.594911068329039949e+00,8.546988504557472055e+00,1.080435321589331421e+00,3.510259245377356052e+01,6.813981505281195838e-01,6.982690234863379031e-01
2.375196446089826274e+00,1.535242552327156673e+01,8.344763067852001281e-01,6.312537255294908789e+01,7.656704053659579845e-02,7.176314191389412955e-02
5.720962437044907034e+00,9.905914462441783641e+00,1.934126753173861957e+00,6.009499722219203477e+01,8.068113202675104567e-01,7.902060794194982751e-01
5.487773174065434745e+00,3.902979088559146703e+01,1.499457647699232510e+00,3.406426499606700986e+01,9.793157905633813609e-01,9.766789223337478676e-01
3.798226411611572040e+00,9.205486276484011299e+00,6.125175504186053388e-01,7.661058288130655569e+01,8.513916008457289575e-02,9.411340995315156666e-02
7.527354088680520583e+00,2.512509864724065789e+00,1.082549377671435664e+00,3.526345314310610490e+01,2.437852966423996737e-01,2.094706123454186941e-01
1.404486841990799206e+00,7.098547309005331485e+00,1.233244098143554179e+00,2.116946127392299104e+01,3.210746379148510243e-02,2.713673687651169467e-02
3.780593030898113049e+00,2.201643825895193363e+00,1.154472749273004473e+00,7.547434641429832425e+01,8.624928444328539001e-02,8.406255195425248183e-02
4.367565563064825795e+00,2.119801969418398713e+00,5.546638656381848165e-01,3.138874754064243433e+01,3.274452178719178264e-02,2.466956658867846403e-02
9.534697815182353153e+00,5.947491909519524000e+00,7.776051132084556006e-01,7.647207318314272584e+01,3.701537059091293269e-01,3.848608272367091132e-01
6.874607524760897093e+00,3.152985285799431026e+01,1.015068279560906950e+00,7.364655031349794001e+01,7.863316213529493170e-01,7.749605779626318469e-01
7.138492898371173290e+00,2.793508301128319360e+01,6.315693141709226577e-01,7.616081928749454732e+01,4.248649340480709080e-01,4.175746370763442350e-01
9.997932321670582212e+00,3.931916603808685906e+00,1.164856748409121012e+00,3.664559177913233157e+01,4.568479240081586568e-01,4.576007757554091948e-01
2.345109179793295695e+00,2.103483684468595882e+01,1.045030951452245560e+00,2.980533136864615074e+01,1.926489468091103774e-01,2.072259286954195867e-01
6.074913660801493087e+00,2.265425766105903094e+01,5.295082889652533709e-01,3.809410290656909126e+01,3.574281630479891891e-01,3.530049106950349791e-01
1.165850788047614328e+00,3.353950107713655626e+01,1.704610118597589929e+00,6.907064441754064887e+01,4.243167358501565012e-02,7.276361900305078345e-02
1.708717074170327255e+00,2.241032786682848155e+01,9.038289513577437706e-01,2.381937672696259867e+01,8.234474630223342917e-02,6.419038030175885923e-02
6.991665625640864690e+00,3.857397192496007676e+01,1.775938575894688176e+00,6.014214777119521216e+01,9.958380009611477179e-01,1.021568288007829395e+00
8.277235934002485251e+00,3.774066477871090797e+01,7.042092806914861391e-01,2.394867127665433415e+01,8.744910351967656315e-01,8.573346041745523172e-01
6.394396137007679393e+00,2.707076708508492757e+01,1.044932034931486342e+00,3.748685901841241730e+01,8.584317256559310660e-01,8.551703960164135365e-01
5.839850656162877129e+00,2.966850135406682298e+01,1.800762478967885327e+00,3.563402107521312701e+01,9.876947929052861674e-01,9.949757166126371732e-01
7.927244190328933904e+00,3.070050479501598062e+01,9.287904474980790415e-01,4.467766216289189174e+01,8.912385903628767814e-01,9.323353875880708852e-01
9.566750469402062862e+00,3.945235895897492640e+01,1.026966954334381565e+00,7.437844773077702598e+01,9.372928913915175020e-01,9.552094143245793978e-01
9.262669515196616743e+00,2.360691208266661434e+01,1.064179920568358861e+00,4.052315123139688069e+01,9.337878439050161239e-01,9.256705869138772691e-01
8.106892367610241124e+00,7.492321069037749304e+00,5.630466102844120524e-01,6.566356024836048277e+01,2.414917438372987668e-01,2.674741261491331845e-01
4.377967254522113549e+00,1.711861623508534080e+01,5.484354787651953833e-01,7.571463137556753509e+01,1.214207641872351306e-01,1.171466660893610012e-01
7.686706679229283523e+00,2.381201327188577110e+01,1.767462988364078003e+00,2.778538156569525341e+01,9.923158195916108593e-01,9.764869024656178675e-01
2.414939891955468099e+00,1.253934562999144831e+01,1.999141672037842765e+00,6.155840457549446398e+01,3.378105461522058484e-01,3.467842399879395021e-01
9.050081913752547891e+00,9.562787137392795955e+00,9.093189217200325913e-01,7.328969191943141936e+01,5.722086456528525655e-01,5.740980626135184783e-01
2.869369611179661828e+00,2.941570927510310796e+01,1.910662592873006993e+00,3.219063136194216668e+01,7.475296689287858065e-01,7.666029962740504855e-01
9.805808640737449622e+00,3.722718835680215221e+01,1.163539182070104427e+00,2.404280789064608825e+01,9.947794368398600318e-01,9.837846695569137934e-01
3.086664224128169209e+00,2.516288903018530121e+01,1.665223450690847873e+00,7.806209289123395934e+01,4.868044943453879725e-01,4.944345642986064937e-01
2.714424439860143146e+00,1.604176936472488180e+01,9.267821724703575459e-01,7.651130269689906527e+01,1.105841169244179412e-01,1.232751035811133211e-01
3.429641676179871368e+00,3.895655346062384439e+01,1.329033145766238100e+00,6.001483718142664969e+01,5.562190260917536655e-01,5.617799372827673166e-01
4.902904761874919970e+00,2.860485962054923448e+01,1.070235599499618218e+00,5.392111435091771909e+01,6.804733993097064060e-01,6.798937286678792269e-01
2.081986370358935190e+00,3.910858389788207745e+01,6.659174541776299305e-01,6.823184634803941151e+01,2.824823761510997233e-02,1.429587013328995418e-02
2.710859601109558259e+00,3.769417975379296593e+01,1.098082469363074409e+00,3.801377393024959872e+01,3.572536090276724474e-01,3.753286448547801801e-01
8.853942027002400295e+00,1.901069463905951551e+01,1.556926353562670284e+00,3.060139868593027401e+01,9.760082339687862207e-01,9.787527239750348773e-01
9.320066175608955561e+00,2.394043030973710628e+01,9.005272270166291282e-01,7.129714494851907602e+01,8.191577789917076080e-01,8.290838584418847024e-01
1.638260837863144692e+00,1.653241632741673683e+01,1.420358125435891239e+00,3.722349060146187583e+01,1.093230801917760564e-01,1.023075153745642146e-01
4.469377141617592919e+00,2.108939606632733188e+01,1.643095029120606121e+00,3.542686495025724014e+01,8.540487029866574709e-01,8.543089368015005514e-01
4.256479444563959547e+00,2.510277402220278731e+01,9.991315409551630999e-01,7.877153727521501025e+01,3.793993519904752532e-01,3.586547921563809083e-01
8.300062247938486237e+00,1.256791308835805410e+01,1.620503701013718878e+00,2.354674118380685854e+01,9.218944851913027927e-01,9.236049910940188346e-01
6.638098097554964383e+00,1.765221113171192613e+01,5.194216380467586713e-01,3.882670387321922334e+01,3.352599215131339960e-01,3.505641279862202198e-01
4.139612588833686324e+00,3.333955192079125140e+01,1.738217374263235859e+00,4.829342000595936213e+01,9.066096181278820998e-01,9.084694838494787872e-01
7.908088350412335821e+00,2.937786765855016924e+01,5.369195249797493741e-01,4.167683693486422669e+01,5.520689042903051957e-01,5.692567605006700893e-01
6.090994789451928071e+00,7.084690979225472418e+00,6.039456759160376498e-01,3.499733609153442160e+01,1.955952393410403944e-01,2.018534489834938328e-01
2.172674852838765158e+00,5.734858125849536137e+00,1.197574916104757303e+00,2.915080987527901613e+01,7.011587302190769311e-02,9.739300562229405434e-02
7.947018744927626166e+00,3.339713067320575846e+01,1.056550240547406316e+00,7.113341753943768708e+01,8.904680057069581656e-01,8.866670130639021652e-01
4.709811413174654682e+00,1.461224092669056951e+01,1.854957117595270599e+00,6.212876841694211549e+01,8.040747753061844305e-01,7.713021707751261946e-01
8.880809952237079585e+00,3.722502665855117954e+01,1.460945769920748649e+00,3.729481404490228158e+01,9.977935790188865450e-01,1.006443343600597951e+00
6.685764033821767427e+00,1.326028305361089288e+01,1.399577047087195769e+00,5.789051664290720112e+01,8.044369297261410034e-01,8.011331399685897026e-01
1.596346460470278839e+00,5.258048587960572284e+00,7.746031707727130122e-01,3.507024804113343919e+01,1.544999876620245516e-02,-4.035868879450739410e-03
7.591089395759683889e+00,3.601123377376366363e+01,9.488999068288327399e-01,5.735953525809379272e+01,8.763309764729416695e-01,8.893562836313969600e-01
5.853936953270574506e+00,1.719736837782075867e+01,1.615495599416730155e+00,2.903450720627161985e+01,9.081480936708883345e-01,9.134346764559810872e-01
5.461636635590277677e+00,2.523830233345407592e+01,7.384190456136106029e-01,4.927908248071673825e+01,4.840574386788956129e-01,4.929642107175880028e-01
4.255401792115600657e+00,1.349911677693379808e+01,1.539367607923973980e+00,5.559055098359132074e+01,6.248616479554822689e-01,6.182141289397484751e-01
6.662613423147166536e+00,2.527211117105498417e+01,1.145042178236473474e+00,5.025245285973434761e+01,8.743196257050132036e-01,8.782605689899682933e-01
7.265689034302135196e-01,2.935667330263267516e+01,7.763350536519637579e-01,7.254442242799137830e+01,2.170200592129578610e-03,7.256981475238075477e-03
5.087952268523133981e+00,3.913069151428116044e+01,1.879657554476668713e+00,2.549131753104195397e+01,9.947580033613236949e-01,1.030251105492157704e+00
9.361516516270825150e+00,3.090109390546027957e+00,7.725252304819669735e-01,4.963299379407402512e+01,2.256046888200942124e-01,2.119254935309205223e-01
2.128184658453836420e+00,3.783374561211985565e+01,7.570033432241123350e-01,2.143819693438369001e+01,1.522619690227359213e-01,1.520520850315880135e-01
1.456432599517109017e+00,2.270094615675402849e+01,1.838525699766571542e+00,2.225744801525685901e+01,1.823393416358373154e-01,1.896165378812302571e-01
4.164151410737952475e+00,6.811073550845866187e+00,1.633723463426278499e+00,4.747261754146138912e+01,4.430105827328638668e-01,4.085148442109558520e-01
5.243153375249383075e+00,3.869849648457483227e+01,1.718641604420842572e+00,3.639453397146989744e+01,9.873399760836486516e-01,9.552806087350848019e-01
3.827605762289171043e+00,3.148053840733475539e+01,6.919041617857957238e-01,2.037945831457423651e+01,3.774164689021194397e-01,4.207328363186756404e-01
4.891016192701234111e+00,8.806284741909005120e+00,7.307862663666582215e-01,6.661310029810320543e+01,1.981923118536583761e-01,1.628499327804250052e-01
6.779214460357612992e+00,2.820943939190100735e+01,8.528851628578258959e-01,7.701657161479255365e+01,6.188564282016446594e-01,6.303550110947497842e-01
7.948507828678207154e+00,3.515440940524013769e+01,1.505369435416769264e+00,7.676772842096076488e+01,9.811045770774255992e-01,9.641400689561341331e-01
6.107557201591053975e-01,1.637046153557279382e+01,1.346125669203491082e+00,5.730165237377605081e+01,6.195115068675094427e-03,-9.068086986347532671e-03
3.878950919426053190e+00,3.048456381479040189e+00,1.287163753629992247e+00,4.772406982916760398e+01,1.495926906758449082e-01,1.099421925903980579e-01
6.230386068498492413e+00,2.341159951748664980e+00,9.162244254846320102e-01,5.480603734776945402e+01,1.455366168681182515e-01,1.275218454216112962e-01
3.070650386215864613e-01,2.238321279799898367e+00,9.525085080466155762e-01,2.444155390198329059e+01,2.394143678993154722e-04,1.592698667797295270e-02
9.497041249474092339e+00,3.883580490832613208e+01,8.084484789461005017e-01,2.864074590232105066e+01,9.503809696134777329e-01,9.226061127951474816e-01
6.444127668956316946e+00,2.117944984973501832e+01,1.932566284321601380e+00,6.525711807395161657e+01,9.708644633001355384e-01,9.827730009069711725e-01
4.901536376175382514e+00,2.074920184478214580e+00,9.789196230994056114e-01,6.348783274407398380e+01,1.006785395068965361e-01,1.069444944938682251e-01
4.538311588801986929e+00,2.670735772350903758e+00,1.182673823825622250e+00,2.729316785673348278e+01,1.552550072156595462e-01,1.956210532027073956e-01
1.557851051204354631e+00,2.559039187158569106e+01,5.132232072375605414e-01,7.161345698363420809e+01,9.134916187836572554e-03,-3.557554773177349500e-04
7.559245305446994356e-01,3.122805360100960215e+01,1.380053336448983758e+00,6.838149539488637174e+01,7.739769570828780587e-03,3.300805035488488248e-02
6.841570403083138352e+00,3.527058570812952354e+01,5.703136864901338088e-01,5.764180233573000578e+01,4.505669202148692154e-01,4.683442992996980081e-01
9.247462780941338778e+00,5.859143721091895074e+00,1.751629618241269171e+00,6.484290718140694310e+01,7.469080604202553708e-01,7.411746920738896405e-01
7.944448168592100679e+00,2.006964955978755683e+01,1.306140279279851990e+00,5.954978204426587496e+01,9.175010017525627726e-01,8.842418819738394609e-01
3.123979157233551240e-01,1.153502956186986950e+01,7.601141920951630659e-01,3.001431964982485212e+01,7.981165045169991146e-04,3.098692409624715857e-02
4.857879712464687749e-01,3.635242157580083244e+01,6.239492097992291875e-01,4.266812154922210709e+01,1.894814843749315081e-03,-2.539296327312152296e-02
5.175319131099460179e+00,3.590199589136356906e+01,1.479865217918450160e+00,5.435392837523663445e+01,9.283248235184254904e-01,9.188565044659695591e-01
5.775314843587390001e+00,7.337523158706938275e+00,1.449638234378032964e+00,4.276565045864269621e+01,5.825857333036914554e-01,6.002492641036951682e-01
6.102829398301518715e+00,3.978909703888635363e+01,5.455479804143722466e-01,6.228164563159717915e+01,3.219282395148193032e-01,3.442473508906850332e-01
8.772645771895376754e+00,2.158560095746381435e+01,9.834724020191834004e-01,3.011075323808808690e+01,8.930362074574508258e-01,8.761272735342910956e-01
8.988871302464181312e+00,3.575657854366230026e+01,1.099108848302210006e+00,4.476653013568204642e+01,9.766646318675874516e-01,9.760245981496229462e-01
9.894014865838874684e+00,6.398807405253396752e+00,1.002445630103126595e+00,5.118721684922758186e+01,5.425919823076784665e-01,5.374204134662914356e-01
3.402999186687825084e+00,1.160326470066180704e+01,9.840821769643266492e-01,7.065056111796971550e+01,1.919851422077938352e-01,2.156163137194410939e-01
4.738584356614278015e+00,6.118489743731682751e+00,5.147662214898602873e-01,2.193703239518476167e+01,9.165978970751398336e-02,1.417524571911323583e-01
9.936930198089841682e+00,1.652785779576224812e+01,1.488733004369126700e+00,2.086204116144307363e+01,9.669425401682187893e-01,9.303448036578201297e-01
7.033591672104313908e+00,2.521219602090580025e+01,1.743207818608411008e+00,3.235275646548344497e+01,9.896108656276342286e-01,1.007939323827319544e+00
6.686056587244808558e-01,1.413194473209573232e+01,5.677932022916911681e-01,5.818079656993073456e+01,2.162075551504827331e-03,-5.500143198662966332e-02
9.104560768109909219e+00,1.141357246211518905e+01,1.583713713599868456e+00,4.388463707713906103e+01,9.030450509799857750e-01,9.033263784232786753e-01
6.205060093227169560e+00,3.168029612188693989e+01,1.237963417087388329e+00,6.397797702352571036e+01,8.847139244878767794e-01,8.625382340088930677e-01
2.017751292498500160e+00,3.082996008267961940e+01,1.583914930384536568e+00,3.126460416419768151e+01,3.407542655934653331e-01,3.805906413956663958e-01
3.542517641772734649e+00,2.710899213351407866e+01,1.846174266306104927e+00,5.400122566736988716e+01,7.943816045136824489e-01,7.977089750797036194e-01
5.818826991875263310e+00,2.616197130079582678e+01,1.741138381499851118e+00,6.296301863451885339e+01,9.568049083158873813e-01,9.420694733567716028e-01
6.562387796740309476e+00,3.893931070244498471e+01,1.626622063072663771e+00,2.207323691427753332e+01,9.975665928084018752e-01,9.875803357142254324e-01
4.166211906275612442e+00,3.832540775313181314e+01,1.159069856413067923e+00,4.005756731444623142e+01,7.429813056061016496e-01,7.314753905652571220e-01
7.469155049867336693e+00,2.699528008339742513e+01,1.049035732686137923e+00,2.307186368469384519e+01,9.281832191188548187e-01,9.319494512901085326e-01
5.374982604676487696e+00,1.461259674654198548e+01,1.570338315198580803e+00,7.593195016639050721e+01,7.620063984783982391e-01,7.588434290708040431e-01
9.750102281273210991e+00,1.893492413139506425e+01,1.634981347549554265e+00,2.045596010725794045e+01,9.865010969862264556e-01,9.996188084658569339e-01
8.549611024188934039e+00,2.724852854349592590e+01,8.688988840351812293e-01,7.111844805548153658e+01,7.868415972861834140e-01,8.176468189246772766e-01
1.585955778621845447e+00,3.280482214877737590e+01,1.099974564738404270e+00,2.478779298469198267e+01,1.212090230212552466e-01,1.352372639594049131e-01
1.120568144980093050e+00,1.575953209852429637e+01,1.619751415826108598e+00,3.615932524891176314e+01,5.101426502283279429e-02,2.649420406875092893e-02
8.549942971023384075e+00,2.861508856172567405e+01,1.324898536772090907e+00,2.346699333459908843e+01,9.879476564968026064e-01,9.554715203670829382e-01
6.116533657331509666e+00,2.906910611172598990e+01,1.525084986354358740e+00,5.247924633278454820e+01,9.590488904780951618e-01,9.439404999649810835e-01
9.764613307958235566e+00,2.173838734495653569e+01,5.721114933755901966e-01,5.681959366761708452e+01,5.755910210439134644e-01,5.966553263301080934e-01
4.414764316679928413e+00,2.487127878775302037e+01,6.287437706849312580e-01,3.989339373408549250e+01,2.946803812707360359e-01,2.879794181974290601e-01
1.875053895933998849e+00,3.799847112880778610e+01,1.826527121350123739e+00,4.581747800835735518e+01,3.308504517654836663e-01,3.174989953839519874e-01
4.661846291152086375e-01,1.047053005810359139e+01,1.025420408418012741e+00,4.048147954821689609e+01,2.304844022455898589e-03,5.070495178573551295e-03
7.708988744932049997e+00,3.466650041271212501e+01,6.117271195948739138e-01,5.631024765832021473e+01,5.875169872372270063e-01,5.592064682453987690e-01
9.268275007325754711e-01,3.112325057519017690e+01,6.080287047193426719e-01,2.024284867390596432e+01,1.558477748194031509e-02,-7.201776951445519603e-03
6.474641211561509735e+00,6.154829009044457955e+00,1.331698001673303322e+00,6.518396371770947439e+01,5.151754412348328316e-01,5.253819497390223026e-01
5.679081311690057809e+00,1.091021022925064621e+01,7.453794658679535612e-01,2.467575908489853020e+01,3.543563715689517224e-01,3.482933017107872620e-01
7.421726371979096903e+00,1.056137631117359810e+01,8.136740386082970122e-01,4.489571833664579970e+01,4.945820930021322948e-01,4.855173681603219271e-01
9.444523503719878477e+00,2.119815396766128757e+01,1.301666621236209576e+00,3.787912301044603680e+01,9.652038231255802847e-01,9.715565236319103626e-01
2.441562754803249469e+00,1.451301507900389964e+01,6.509086091616591574e-01,7.979956195225817339e+01,3.968582130292841459e-02,2.798839723931223489e-02
4.877780517689904727e+00,2.245556839759654011e+01,7.628318422797857323e-01,4.718484919671507782e+01,4.167257343831387573e-01,4.029999134518852388e-01
7.540464480421652738e+00,2.266612206264664664e+01,1.545814547240980996e+00,5.560275822623958675e+01,9.665847140761754108e-01,9.573885108255019150e-01
2.103345869058639739e+00,3.963911068046899544e+01,5.250212882056639607e-01,6.764098223156841527e+01,1.765527052605342373e-02,2.970768230828540676e-02
1.010915072578959739e+00,2.052453243641890879e+01,1.387577538669323651e+00,2.872639802926575925e+01,4.025769331051531896e-02,4.145409202493938183e-02
1.466427567408030264e+00,3.637422504810121637e+01,1.769821465515371672e+00,6.787848195637226922e+01,9.626445961194729506e-02,7.237250791842107789e-02
9.323711059203347418e+00,3.807464909053514646e+01,5.304198452240813655e-01,2.228557459097542903e+01,7.757726793794650355e-01,7.697115410888808462e-01
7.915309509850486869e+00,3.446699403721893873e+01,1.000791619476972150e+00,2.071412099285273811e+01,9.633387050447204114e-01,9.763031835737465691e-01
2.084067422413529602e+00,3.241993755589277271e+01,8.701968854732275993e-01,4.593871965532722612e+01,1.036791077656717963e-01,1.410941466288093415e-01
2.573083253762891154e-01,3.155769047686047557e+01,1.097656635334763653e+00,2.382110142799033170e+01,1.731159354374067760e-03,-2.111592048806495633e-02
6.414408215562435345e+00,1.624957256396427141e+01,5.806695241770628568e-01,7.768597547657964242e+01,2.661133806151997350e-01,2.728840864961701862e-01
3.286878112898607540e+00,3.058448243335861960e+01,6.814155061207431974e-01,4.320795218590883024e+01,2.001152834026073135e-01,1.949403178663001723e-01
2.356750675952205665e+00,3.351691783217290777e+01,1.620383241613353897e+00,5.442746454769468301e+01,3.836391235581820824e-01,4.001495122944271898e-01
2.075600809208699271e+00,1.845860602615190160e+01,9.035070021290072528e-01,2.840984336087714013e+01,1.061333529594472580e-01,1.151244525057685958e-01
4.775031099446054306e+00,2.843515148099459111e+01,1.918206385207007258e+00,4.803869868791191067e+01,9.601110076651618863e-01,9.895545458199781486e-01
3.488289394504759500e+00,1.014927047349833700e+01,1.641391088503784346e+00,2.458387317429044572e+01,4.779366804934110924e-01,4.883256985389032856e-01
9.408151189705755257e+00,6.460065249487085381e+00,9.975696475992240631e-01,5.599848961518818413e+01,5.257538698260724175e-01,5.148516035814942882e-01
5.702286026209871572e+00,3.847345015495795195e+01,9.433395470419186912e-01,2.893061571811900734e+01,8.569349789515325888e-01,8.461631153879468625e-01
9.011248832509014761e+00,2.277058228409438811e+01,1.713632893038929295e+00,2.927679206682442015e+01,9.936405359949846972e-01,1.001751538189327384e+00
9.253922786119199273e+00,3.310457216841687256e+01,6.222837767346411919e-01,2.597804783288051667e+01,8.156488806560596716e-01,8.235477444445514772e-01
9.011311651543016055e+00,3.811600289547259024e+01,1.156539051577507582e+00,4.938855147704462922e+01,9.834299850294483392e-01,1.031388730381156416e+00
5.033620356234458804e+00,2.799524248328132359e+01,1.462106654414678131e+00,3.240103031005097733e+01,9.195530934910551846e-01,9.530797478843671122e-01
5.874566690449871231e+00,3.094257507450528166e+01,1.748839674372693054e+00,5.346195898255921009e+01,9.794786318981458795e-01,9.560070648506447943e-01
5.389163127064615644e+00,1.079722102733266276e+01,1.841441290351655713e+00,4.876854222704980657e+01,7.950644479764088501e-01,8.020689438918799929e-01
3.006084592995547089e-01,2.939104733886225418e+01,1.125517628479021148e+00,5.682876602410678402e+01,8.218888642913535492e-04,-2.579788836308045258e-02
9.469459571131558562e+00,3.530845758745446972e+01,1.854529477992420183e+00,7.429605581570064032e+01,9.988155354022330012e-01,9.657019974878464641e-01
1.595794495717725026e+00,1.019399477573520585e+01,1.698354891433147218e+00,2.358043292610697605e+01,1.023641128734390504e-01,1.172350329022932430e-01
