t,x,v,Fh,Fh2,dx_dt
1.924384876975395064e+00,-4.048723139511388180e-01,-9.477880300720151752e-01,1.138474161234179077e-01,1.933066583492310808e-01,-9.477880300720151752e-01
1.928385677135427079e+00,-4.086608194739818067e-01,-9.460831204427022634e-01,1.112724294500692379e-01,1.924767139462318366e-01,-9.460831204427022634e-01
1.932386477295459093e+00,-4.124424712772807311e-01,-9.443618860056125497e-01,1.086922393320040869e-01,1.916412593794528385e-01,-9.443618860056125497e-01
1.936387277455491107e+00,-4.162172040936871209e-01,-9.426243482294750509e-01,1.061069009484085779e-01,1.908003084809515859e-01,-9.426243482294750509e-01
1.940388077615523121e+00,-4.199849527464162291e-01,-9.408705288369942910e-01,1.035164695893801695e-01,1.899538752010641596e-01,-9.408705288369942910e-01
1.944388877775555136e+00,-4.237456521492472539e-01,-9.391004498048501903e-01,1.009210006559276146e-01,1.891019736084052494e-01,-9.391004498048501903e-01
1.948389677935587150e+00,-4.274992373065229501e-01,-9.373141333636972883e-01,9.832054965997097384e-02,1.882446178898681821e-01,-9.373141333636972883e-01
1.952390478095619164e+00,-4.312456433131500178e-01,-9.355116019981659647e-01,9.571517222434164363e-02,1.873818223506248659e-01,-9.355116019981659647e-01
1.956391278255651178e+00,-4.349848053545988802e-01,-9.336928784468612186e-01,9.310492408278230048e-02,1.865136014141258736e-01,-9.336928784468612186e-01
1.960392078415683192e+00,-4.387166587069037393e-01,-9.318579857023637780e-01,9.048986107994692885e-02,1.856399696221003315e-01,-9.318579857023637780e-01
1.964392878575715207e+00,-4.424411387366626314e-01,-9.300069470112291015e-01,8.787003917140083498e-02,1.847609416345560307e-01,-9.300069470112291015e-01
1.968393678735747221e+00,-4.461581809010372601e-01,-9.281397858739882656e-01,8.524551442362063303e-02,1.838765322297793436e-01,-9.281397858739882656e-01
1.972394478895779235e+00,-4.498677207477532192e-01,-9.262565260451470772e-01,8.261634301399423119e-02,1.829867563043352796e-01,-9.262565260451470772e-01
1.976395279055811249e+00,-4.535696939150998253e-01,-9.243571915331869615e-01,7.998258123082085946e-02,1.820916288730674570e-01,-9.243571915331869615e-01
1.980396079215843264e+00,-4.572640361657474561e-01,-9.224418066283252005e-01,7.734428543641748421e-02,1.811911650607833102e-01,-9.224418066283252005e-01
1.984396879375875278e+00,-4.609506833590413799e-01,-9.205103959078424491e-01,7.470151208480194094e-02,1.802853801118612931e-01,-9.205103959078424491e-01
1.988397679535907292e+00,-4.646295713855095322e-01,-9.185629841732910750e-01,7.205431779817317306e-02,1.793742894056883364e-01,-9.185629841732910750e-01
1.992398479695939084e+00,-4.683006362445945037e-01,-9.165995964924491535e-01,6.940275929234861196e-02,1.784579084354830369e-01,-9.165995964924491535e-01
1.996399279855971098e+00,-4.719638140459170295e-01,-9.146202582001601300e-01,6.674689337547698442e-02,1.775362528079658386e-01,-9.146202582001601300e-01
2.000400080016003113e+00,-4.756190410092745458e-01,-9.126249948983328197e-01,6.408677694803917302e-02,1.766093382433596426e-01,-9.126249948983328197e-01
2.004400880176035127e+00,-4.792662534646422445e-01,-9.106138324559415187e-01,6.142246700284765409e-02,1.756771805753892801e-01,-9.106138324559415187e-01
2.008401680336067141e+00,-4.829053878521727405e-01,-9.085867970090260037e-01,5.875402062504661571e-02,1.747397957512818178e-01,-9.085867970090260037e-01
2.012402480496099155e+00,-4.865363807221961823e-01,-9.065439149606914215e-01,5.608149499211198541e-02,1.737971998317664468e-01,-9.065439149606914215e-01
2.016403280656131169e+00,-4.901591687352200299e-01,-9.044852129811081776e-01,5.340494737385138857e-02,1.728494089910744547e-01,-9.044852129811081776e-01
2.020404080816163184e+00,-4.937736886619293886e-01,-9.024107180075121581e-01,5.072443513240422475e-02,1.718964395169392811e-01,-9.024107180075121581e-01
2.024404880976195198e+00,-4.973798773831867304e-01,-9.003204572442048415e-01,4.804001572224155664e-02,1.709383078105965459e-01,-9.003204572442048415e-01
2.028405681136227212e+00,-5.009776718900319503e-01,-8.982144581625528534e-01,4.535174669016622806e-02,1.699750303867839096e-01,-8.982144581625528534e-01
2.032406481296259226e+00,-5.045670092836824772e-01,-8.960927485009883009e-01,4.265968567531277372e-02,1.690066238737412962e-01,-8.960927485009883009e-01
2.036407281456291241e+00,-5.081478267755331624e-01,-8.939553562650087715e-01,3.996389040914748170e-02,1.680331050132106430e-01,-8.939553562650087715e-01
2.040408081616323255e+00,-5.117200616871563357e-01,-8.918023097271772226e-01,3.726441871546831014e-02,1.670544906604361224e-01,-8.918023097271772226e-01
2.044408881776355269e+00,-5.152836514503016385e-01,-8.896336374271218705e-01,3.456132851040501913e-02,1.660707977841639760e-01,-8.896336374271218705e-01
2.048409681936387283e+00,-5.188385336068965792e-01,-8.874493681715366344e-01,3.185467780241902497e-02,1.650820434666426251e-01,-8.874493681715366344e-01
2.052410482096419297e+00,-5.223846458083571953e-01,-8.852495310372991977e-01,2.914452469125301814e-02,1.640882449041492219e-01,-8.852495310372991977e-01
2.056411282256451312e+00,-5.259219258125416019e-01,-8.830341554132605797e-01,2.643092734980007422e-02,1.630894194121299545e-01,-8.830341554132605797e-01
2.060412082416483326e+00,-5.294503115071960142e-01,-8.808032709506539160e-01,2.371394403228663933e-02,1.620855844128716583e-01,-8.808032709506539160e-01
2.064412882576515340e+00,-5.329697409042484235e-01,-8.785569075658308247e-01,2.099363307633595951e-02,1.610767574374623590e-01,-8.785569075658308247e-01
2.068413682736547354e+00,-5.364801521366091563e-01,-8.762950954500403622e-01,1.827005290033047180e-02,1.600629561277597535e-01,-8.762950954500403622e-01
2.072414482896579369e+00,-5.399814834583349654e-01,-8.740178650695517026e-01,1.554326200322972418e-02,1.590441982363509088e-01,-8.740178650695517026e-01
2.076415283056611383e+00,-5.434736732454901187e-01,-8.717252471673415659e-01,1.281331896329317328e-02,1.580205016265083529e-01,-8.717252471673415659e-01
2.080416083216643397e+00,-5.469566599964090781e-01,-8.694172727635505193e-01,1.008028243775754146e-02,1.569918842721777785e-01,-8.694172727635505193e-01
2.084416883376675411e+00,-5.504303823353614566e-01,-8.670939731559329511e-01,7.344211159514097906e-03,1.559583642567188289e-01,-8.670939731559329511e-01
2.088417683536707425e+00,-5.538947790130364091e-01,-8.647553799200131674e-01,4.605163936636257060e-03,1.549199597727535238e-01,-8.647553799200131674e-01
2.092418483696739440e+00,-5.573497889065593958e-01,-8.624015249092757962e-01,1.863199652303146672e-03,1.538766891221911015e-01,-8.624015249092757962e-01
2.096419283856771454e+00,-5.607953510201801883e-01,-8.600324393503437914e-01,-8.815625095621010786e-04,1.528285707260144399e-01,-8.600324393503437914e-01
2.100420084016803468e+00,-5.642314044595874156e-01,-8.576481415647038142e-01,-3.628130885795859649e-03,1.517756240451242633e-01,-8.576481415647038142e-01
2.104420884176835482e+00,-5.676578884171037398e-01,-8.552486597114871136e-01,-6.376159737491828190e-03,1.507178701401448440e-01,-8.552486597114871136e-01
2.108421684336867497e+00,-5.710747422073536583e-01,-8.528340265256532104e-01,-9.125590917207677261e-03,1.496553302976261213e-01,-8.528340265256532104e-01
2.112422484496899511e+00,-5.744819052770697709e-01,-8.504042750247685634e-01,-1.187636703271897388e-02,1.485880259013633575e-01,-8.504042750247685634e-01
2.116423284656931525e+00,-5.778793172077101303e-01,-8.479594384982270805e-01,-1.462843072574806363e-02,1.475159784307642774e-01,-8.479594384982270805e-01
2.120424084816963539e+00,-5.812669177154584643e-01,-8.454995505072503414e-01,-1.738172467196404808e-02,1.464392094608489847e-01,-8.454995505072503414e-01
2.124424884976995553e+00,-5.846446466512241757e-01,-8.430246448848872642e-01,-2.013619158098280473e-02,1.453577406622500179e-01,-8.430246448848872642e-01
2.128425685137027568e+00,-5.880124440069317560e-01,-8.405347557361391164e-01,-2.289177420135519309e-02,1.442715937985561414e-01,-8.405347557361391164e-01
2.132426485297059582e+00,-5.913702499315300898e-01,-8.380299174391782069e-01,-2.564841533339439622e-02,1.431807907195126739e-01,-8.380299174391782069e-01
2.136427285457091596e+00,-5.947180046673201659e-01,-8.355101646471235766e-01,-2.840605777902826395e-02,1.420853533877030617e-01,-8.355101646471235766e-01
2.140428085617123610e+00,-5.980556485958292701e-01,-8.329755322898698688e-01,-3.116464437823430328e-02,1.409853038590693775e-01,-8.329755322898698688e-01
2.144428885777155624e+00,-6.013831222458219106e-01,-8.304260555742457584e-01,-3.392411801539001875e-02,1.398806642795257238e-01,-8.304260555742457584e-01
2.148429685937187639e+00,-6.047003662933004842e-01,-8.278617699840145061e-01,-3.668442161927293332e-02,1.387714568849581498e-01,-8.278617699840145061e-01
2.152430486097219653e+00,-6.080073215615050541e-01,-8.252827112798736264e-01,-3.944549816306055362e-02,1.376577040012248176e-01,-8.252827112798736264e-01
2.156431286257251667e+00,-6.113039290209133503e-01,-8.226889154994545539e-01,-4.220729066433042548e-02,1.365394280441557806e-01,-8.226889154994545539e-01
2.160432086417283681e+00,-6.145901297892405468e-01,-8.200804189573235314e-01,-4.496974218506009230e-02,1.354166515195532050e-01,-8.200804189573235314e-01
2.164432886577315251e+00,-6.178658651314393735e-01,-8.174572582449808333e-01,-4.773279583162677586e-02,1.342893970231913425e-01,-8.174572582449808333e-01
2.168433686737347266e+00,-6.211310764597012257e-01,-8.148194702308606541e-01,-5.049639475480867390e-02,1.331576872408160861e-01,-8.148194702308606541e-01
2.172434486897379280e+00,-6.243857053334538332e-01,-8.121670920603319965e-01,-5.326048214978301720e-02,1.320215449481457470e-01,-8.121670920603319965e-01
2.176435287057411294e+00,-6.276296934593634802e-01,-8.095001611556978949e-01,-5.602500125612738802e-02,1.308809930108704722e-01,-8.095001611556978949e-01
2.180436087217443308e+00,-6.308629826913334515e-01,-8.068187152161957476e-01,-5.878989535781936615e-02,1.297360543846524938e-01,-8.068187152161957476e-01
2.184436887377475323e+00,-6.340855150338198243e-01,-8.041227922186487964e-01,-6.155510778594194821e-02,1.285867521135998781e-01,-8.041227922186487964e-01
2.188437687537507337e+00,-6.372972326843785451e-01,-8.014124304320024983e-01,-6.432058195415672752e-02,1.274331093100827539e-01,-8.014124304320024983e-01
2.192438487697539351e+00,-6.404980779381350686e-01,-7.986876684080507216e-01,-6.708626128167585745e-02,1.262751491979010598e-01,-7.986876684080507216e-01
2.196439287857571365e+00,-6.436879932303773977e-01,-7.959485449789053257e-01,-6.985208922647302698e-02,1.251128950938404372e-01,-7.959485449789053257e-01
2.200440088017603379e+00,-6.468669211612060321e-01,-7.931950992600464989e-01,-7.261800930516748576e-02,1.239463703965052177e-01,-7.931950992600464989e-01
2.204440888177635394e+00,-6.500348044955341908e-01,-7.904273706503227581e-01,-7.538396509302400239e-02,1.227755985863182853e-01,-7.904273706503227581e-01
2.208441688337667408e+00,-6.531915861630878117e-01,-7.876453988319506161e-01,-7.814990022395293390e-02,1.216006032255211866e-01,-7.876453988319506161e-01
2.212442488497699422e+00,-6.563372092584051076e-01,-7.848492237705151364e-01,-8.091575839051014241e-02,1.204214079581740343e-01,-7.848492237705151364e-01
2.216443288657731436e+00,-6.594716170408374545e-01,-7.820388857149692674e-01,-8.368148334389705068e-02,1.192380365101556039e-01,-7.820388857149692674e-01
2.220444088817763451e+00,-6.625947529345485032e-01,-7.792144251976346192e-01,-8.644701889396065597e-02,1.180505126891632645e-01,-7.792144251976346192e-01
2.224444888977795465e+00,-6.657065605285145127e-01,-7.763758830342006867e-01,-8.921230890919347456e-02,1.168588603847129925e-01,-7.763758830342006867e-01
2.228445689137827479e+00,-6.688069835765245719e-01,-7.735233003237252936e-01,-9.197729731673355558e-02,1.156631035681393860e-01,-7.735233003237252936e-01
2.232446489297859493e+00,-6.718959659971803777e-01,-7.706567184486345923e-01,-9.474192810236453655e-02,1.144632662925956640e-01,-7.706567184486345923e-01
2.236447289457891507e+00,-6.749734518738960132e-01,-7.677761790747230641e-01,-9.750614531051557399e-02,1.132593726930536671e-01,-7.677761790747230641e-01
2.240448089617923522e+00,-6.780393854548986132e-01,-7.648817241511529641e-01,-1.002698930442613712e-01,1.120514469863038154e-01,-7.648817241511529641e-01
2.244448889777955536e+00,-6.810937111532275878e-01,-7.619733959104554311e-01,-1.030331154653221781e-01,1.108395134709552060e-01,-7.619733959104554311e-01
2.248449689937987550e+00,-6.841363735467352880e-01,-7.590512368685293776e-01,-1.057957567940638333e-01,1.096235965274354879e-01,-7.590512368685293776e-01
2.252450490098019564e+00,-6.871673174065300316e-01,-7.561152898295470104e-01,-1.085577613322715879e-01,1.084037206040772694e-01,-7.561152898295470104e-01
2.256451290258051579e+00,-6.901864876904190149e-01,-7.531655979011402380e-01,-1.113190734586219088e-01,1.071799102187196012e-01,-7.531655979011402380e-01
2.260452090418083593e+00,-6.931938294559997216e-01,-7.502022044785612298e-01,-1.140796375586910077e-01,1.059521900015531481e-01,-7.502022044785612298e-01
2.264452890578115607e+00,-6.961892879424600444e-01,-7.472251532446213540e-01,-1.168393980896138412e-01,1.047205846566421905e-01,-7.472251532446213540e-01
2.268453690738147621e+00,-6.991728085736285125e-01,-7.442344881699329839e-01,-1.195982995825114747e-01,1.034851189604620303e-01,-7.442344881699329839e-01
2.272454490898179635e+00,-7.021443369579746241e-01,-7.412302535129091652e-01,-1.223562866424909717e-01,1.022458177618990466e-01,-7.412302535129091652e-01
2.276455291058211650e+00,-7.051038188886086244e-01,-7.382124938197642816e-01,-1.251133039486454490e-01,1.010027059822506540e-01,-7.382124938197642816e-01
2.280456091218243664e+00,-7.080512003432816170e-01,-7.351812539245132783e-01,-1.278692962540541322e-01,9.975580861522537202e-02,-7.351812539245132783e-01
2.284456891378275678e+00,-7.109864274843854526e-01,-7.321365789489725495e-01,-1.306242083857821479e-01,9.850515072694275565e-02,-7.321365789489725495e-01
2.288457691538307692e+00,-7.139094466589528398e-01,-7.290785143027589399e-01,-1.333779852448808700e-01,9.725075745593342313e-02,-7.290785143027589399e-01
2.292458491698339706e+00,-7.168202043986572347e-01,-7.260071056832907432e-01,-1.361305718063875181e-01,9.599265401313905599e-02,-7.260071056832907432e-01
2.296459291858371721e+00,-7.197186474198129513e-01,-7.229223990757867035e-01,-1.388819131193254897e-01,9.473086568191239898e-02,-7.229223990757867035e-01
2.300460092018403735e+00,-7.226047226233751619e-01,-7.198244407532669031e-01,-1.416319543067041664e-01,9.346541781801726012e-02,-7.198244407532669031e-01
2.304460892178435749e+00,-7.254783770949397859e-01,-7.167132772765523185e-01,-1.443806405655189973e-01,9.219633584962852457e-02,-7.167132772765523185e-01
2.308461692338467763e+00,-7.283395581047436007e-01,-7.135889554942647095e-01,-1.471279171667514984e-01,9.092364527733209911e-02,-7.135889554942647095e-01
2.312462492498499778e+00,-7.311882131076641311e-01,-7.104515225428269520e-01,-1.498737294553691701e-01,8.964737167412499541e-02,-7.104515225428269520e-01
2.316463292658531792e+00,-7.340242897432196489e-01,-7.073010258464629274e-01,-1.526180228503256076e-01,8.836754068541526064e-02,-7.073010258464629274e-01
2.320464092818563806e+00,-7.368477358355696172e-01,-7.041375131171974111e-01,-1.553607428445604732e-01,8.708417802902200522e-02,-7.041375131171974111e-01
2.324464892978595820e+00,-7.396584994421175896e-01,-7.009610323564430256e-01,-1.581018350423684105e-01,8.579730947012596809e-02,-7.009610323564430256e-01
2.328465693138627834e+00,-7.424565287947533232e-01,-6.977716318745798008e-01,-1.608412451131009113e-01,8.450696084949387010e-02,-6.977716318745798008e-01
2.332466493298659849e+00,-7.452417722594165683e-01,-6.945693602800193656e-01,-1.635789187601544847e-01,8.321315810564403059e-02,-6.945693602800193656e-01
2.336467293458691863e+00,-7.480141784075876599e-01,-6.913542664695461193e-01,-1.663148017764060627e-01,8.191592723929888575e-02,-6.913542664695461193e-01
2.340468093618723877e+00,-7.507736960163677864e-01,-6.881263996283121243e-01,-1.690488400442752004e-01,8.061529431334410467e-02,-6.881263996283121243e-01
2.344468893778755891e+00,-7.535202740684794342e-01,-6.848858092298372169e-01,-1.717809795357242431e-01,7.931128545282872810e-02,-6.848858092298372169e-01
2.348469693938787906e+00,-7.562538617522659434e-01,-6.816325450360088967e-01,-1.745111663122581869e-01,7.800392684496505746e-02,-6.816325450360088967e-01
2.352470494098819920e+00,-7.589744084616917297e-01,-6.783666570970822152e-01,-1.772393465249247624e-01,7.669324473912872420e-02,-6.783666570970822152e-01
2.356471294258851934e+00,-7.616818637963423955e-01,-6.750881957516799980e-01,-1.799654664143143790e-01,7.537926544685864816e-02,-6.750881957516799980e-01
2.360472094418883948e+00,-7.643761775614243970e-01,-6.717972116267927341e-01,-1.826894723105601803e-01,7.406201534185707924e-02,-6.717972116267927341e-01
2.364472894578915962e+00,-7.670572997677653770e-01,-6.684937556377785750e-01,-1.854113106333379613e-01,7.274152085998955575e-02,-6.684937556377785750e-01
2.368473694738947977e+00,-7.697251806318140543e-01,-6.651778789883634468e-01,-1.881309278918663064e-01,7.141780849928490438e-02,-6.651778789883634468e-01
2.372474494898979991e+00,-7.723797705756401122e-01,-6.618496331706408276e-01,-1.908482706849064237e-01,7.009090481993529576e-02,-6.618496331706408276e-01
2.376475295059012005e+00,-7.750210202269343096e-01,-6.585090699650718582e-01,-1.935632857007622554e-01,6.876083644429617503e-02,-6.585090699650718582e-01
2.380476095219044019e+00,-7.776488804190084814e-01,-6.551562414404854540e-01,-1.962759197172805059e-01,6.742763005688631739e-02,-6.551562414404854540e-01
2.384476895379076034e+00,-7.802633021907954269e-01,-6.517911999540780821e-01,-1.989861196018505030e-01,6.609131240438778643e-02,-6.517911999540780821e-01
2.388477695539108048e+00,-7.828642367868492435e-01,-6.484139981514140949e-01,-2.016938323114043086e-01,6.475191029564594802e-02,-6.484139981514140949e-01
2.392478495699139618e+00,-7.854516356573444380e-01,-6.450246889664258410e-01,-2.043990048924163860e-01,6.340945060166963687e-02,-6.450246889664258410e-01
2.396479295859171632e+00,-7.880254504763665180e-01,-6.416233256170804644e-01,-2.071015844944302797e-01,6.206396024575704107e-02,-6.416233256170804644e-01
2.400480096019203646e+00,-7.905856331730517494e-01,-6.382099616102896444e-01,-2.098015183909660852e-01,6.071546618553105151e-02,-6.382099616102896444e-01
2.404480896179235661e+00,-7.931321358081859785e-01,-6.347846507752554768e-01,-2.124987538873191195e-01,5.936399547956350969e-02,-6.347846507752554768e-01
2.408481696339267675e+00,-7.956649106589125386e-01,-6.313474472281782601e-01,-2.151932383856586528e-01,5.800957524337596594e-02,-6.313474472281782601e-01
2.412482496499299689e+00,-7.981839102290569921e-01,-6.278984053689730116e-01,-2.178849193928022454e-01,5.665223264395471969e-02,-6.278984053689730116e-01
2.416483296659331703e+00,-8.006890872491271294e-01,-6.244375798812697997e-01,-2.205737445202155533e-01,5.529199489975084036e-02,-6.244375798812697997e-01
2.420484096819363717e+00,-8.031803946763125257e-01,-6.209650257324135225e-01,-2.232596614840124394e-01,5.392888928068015342e-02,-6.209650257324135225e-01
2.424484896979395732e+00,-8.056577856944853178e-01,-6.174807981734640183e-01,-2.259426181049549731e-01,5.256294310812321957e-02,-6.174807981734640183e-01
2.428485697139427746e+00,-8.081212137141993157e-01,-6.139849527391960660e-01,-2.286225623084533476e-01,5.119418375492537643e-02,-6.139849527391960660e-01
2.432486497299459760e+00,-8.105706323726908913e-01,-6.104775452480992737e-01,-2.312994421245660182e-01,4.982263864539671072e-02,-6.104775452480992737e-01
2.436487297459491774e+00,-8.130059955338780897e-01,-6.069586318023780791e-01,-2.339732056879995914e-01,4.844833525531207219e-02,-6.069586318023780791e-01
2.440488097619523788e+00,-8.154272572883612957e-01,-6.034282687879518603e-01,-2.366438012381088252e-01,4.707130111191105276e-02,-6.034282687879518603e-01
2.444488897779555803e+00,-8.178343719534230116e-01,-5.998865128744549358e-01,-2.393111771188967118e-01,4.569156379389800737e-02,-5.998865128744549358e-01
2.448489697939587817e+00,-8.202272940730278572e-01,-5.963334210152366754e-01,-2.419752817790143951e-01,4.430915093144206784e-02,-5.963334210152366754e-01
2.452490498099619831e+00,-8.226059784178223477e-01,-5.927690504473609456e-01,-2.446360637717611697e-01,4.292409020617708737e-02,-5.927690504473609456e-01
2.456491298259651845e+00,-8.249703799851355601e-01,-5.891934586916067751e-01,-2.472934717550846484e-01,4.153640935120168909e-02,-5.891934586916067751e-01
2.460492098419683860e+00,-8.273204539989782447e-01,-5.856067035524682440e-01,-2.499474544915804564e-01,4.014613615107927302e-02,-5.856067035524682440e-01
2.464492898579715874e+00,-8.296561559100434913e-01,-5.820088431181538180e-01,-2.525979608484925087e-01,3.875329844183796058e-02,-5.820088431181538180e-01
2.468493698739747888e+00,-8.319774413985785433e-01,-5.783999357589726387e-01,-2.552449397997720859e-01,3.735792410932613911e-02,-5.783999357589726387e-01
2.472494498899779902e+00,-8.342842664281511222e-01,-5.747800401029115047e-01,-2.578883404626115539e-01,3.596004105791201361e-02,-5.747800401029115047e-01
2.476495299059811916e+00,-8.365765871423451738e-01,-5.711492151028426667e-01,-2.605281120202186385e-01,3.455967726917096722e-02,-5.711492151028426667e-01
2.480496099219843931e+00,-8.388543599004736340e-01,-5.675075200044881196e-01,-2.631642037515661836e-01,3.315686078294224903e-02,-5.675075200044881196e-01
2.484496899379875945e+00,-8.411175413085993924e-01,-5.638550143268739046e-01,-2.657965650543623881e-01,3.175161967979375777e-02,-5.638550143268739046e-01
2.488497699539907959e+00,-8.433660882195357367e-01,-5.601917578623302196e-01,-2.684251454450505281e-01,3.034398208102211114e-02,-5.601917578623302196e-01
2.492498499699939973e+00,-8.455999577328459083e-01,-5.565178106764913091e-01,-2.710498945588092345e-01,2.893397614865259038e-02,-5.565178106764913091e-01
2.496499299859971988e+00,-8.478191071948436575e-01,-5.528332331082954632e-01,-2.736707621495522158e-01,2.752163008543915407e-02,-5.528332331082954632e-01
2.500500100020004002e+00,-8.500234941985923554e-01,-5.491380857699852402e-01,-2.762876980899284796e-01,2.610697213486444859e-02,-5.491380857699852402e-01
2.504500900180036016e+00,-8.522130765839058819e-01,-5.454324295471070227e-01,-2.789006523713221664e-01,2.469003058113980464e-02,-5.454324295471070227e-01
2.508501700340068030e+00,-8.543878124373481819e-01,-5.417163255985114612e-01,-2.815095751038526606e-01,2.327083374920523723e-02,-5.417163255985114612e-01
2.512502500500100044e+00,-8.565476600922332651e-01,-5.379898353563532520e-01,-2.841144165163745905e-01,2.184941000472943179e-02,-5.379898353563532520e-01
2.516503300660132059e+00,-8.586925781286254278e-01,-5.342530205260912490e-01,-2.867151269564776617e-01,2.042578775410976849e-02,-5.342530205260912490e-01
2.520504100820164073e+00,-8.608225253733389204e-01,-5.305059430864882408e-01,-2.893116568904869346e-01,1.899999544447229100e-02,-5.305059430864882408e-01
2.524504900980196087e+00,-8.629374608999382801e-01,-5.267486652896112842e-01,-2.919039569034625470e-01,1.757206156367175851e-02,-5.267486652896112842e-01
2.528505701140228101e+00,-8.650373440287381088e-01,-5.229812496608313710e-01,-2.944919776991999916e-01,1.614201464029156596e-02,-5.229812496608313710e-01
2.532506501300260116e+00,-8.671221343268032955e-01,-5.192037589988236501e-01,-2.970756701002298938e-01,1.470988324364382732e-02,-5.192037589988236501e-01
2.536507301460292130e+00,-8.691917916079486828e-01,-5.154162563755674276e-01,-2.996549850478180121e-01,1.327569598376933044e-02,-5.154162563755674276e-01
2.540508101620324144e+00,-8.712462759389836275e-01,-5.116188051314505270e-01,-3.022298736055110679e-01,1.183948150739250194e-02,-5.116188051314505270e-01
2.544508901780356158e+00,-8.732855476596783628e-01,-5.078114688652930475e-01,-3.048002869669594883e-01,1.040126848477467003e-02,-5.078114688652930475e-01
2.548509701940388172e+00,-8.753095673328699089e-01,-5.039943114756980647e-01,-3.073661764269362551e-01,8.961085642601469142e-03,-5.039943114756980647e-01
2.552510502100420187e+00,-8.773182957789490422e-01,-5.001673971255848894e-01,-3.099274934067671183e-01,7.518961742509757025e-03,-5.001673971255848894e-01
2.556511302260452201e+00,-8.793116940817070626e-01,-4.963307902370173164e-01,-3.124841894580412394e-01,6.074925577345116276e-03,-4.963307902370173164e-01
2.560512102420484215e+00,-8.812897235883360159e-01,-4.924845554912044010e-01,-3.150362162626108575e-01,4.629005971161856067e-03,-4.924845554912044010e-01
2.564512902580516229e+00,-8.832523459094284712e-01,-4.886287578284997934e-01,-3.175835256325915679e-01,3.181231779223017350e-03,-4.886287578284997934e-01
2.568513702740548243e+00,-8.851995229189779657e-01,-4.847634624484021826e-01,-3.201260695103620990e-01,1.731631888000363315e-03,-4.847634624484021826e-01
2.572514502900580258e+00,-8.871312167543785598e-01,-4.808887348095550740e-01,-3.226637999685645353e-01,2.802352151743819908e-04,-4.808887348095550740e-01
2.576515303060612272e+00,-8.890473898164251709e-01,-4.770046406297467345e-01,-3.251966692101040945e-01,-1.172929290365703342e-03,-4.770046406297467345e-01
2.580516103220644286e+00,-8.909480047693132398e-01,-4.731112458859104697e-01,-3.277246295681492949e-01,-2.627832648521946299e-03,-4.731112458859104697e-01
2.584516903380676300e+00,-8.928330245406390642e-01,-4.692086168141244573e-01,-3.302476335061318991e-01,-4.084445847987665246e-03,-4.692086168141244573e-01
2.588517703540708315e+00,-8.947024123213996871e-01,-4.652968199096115809e-01,-3.327656336177468588e-01,-5.542739846247483199e-03,-4.652968199096115809e-01
2.592518503700740329e+00,-8.965561315659926755e-01,-4.613759219267397627e-01,-3.352785826269523151e-01,-7.002685569577241087e-03,-4.613759219267397627e-01
2.596519303860772343e+00,-8.983941459937370144e-01,-4.574459898770560917e-01,-3.377864333890456816e-01,-8.464253914019233271e-03,-4.574459898770560917e-01
2.600520104020804357e+00,-9.002164196136520635e-01,-4.535070909993479393e-01,-3.402891389061453720e-01,-9.927415761193625690e-03,-4.535070909993479393e-01
2.604520904180836371e+00,-9.020229166772244511e-01,-4.495592928242345132e-01,-3.427866522907838109e-01,-1.139214194770080124e-02,-4.495592928242345132e-01
2.608521704340868386e+00,-9.038136016995167443e-01,-4.456026631431650453e-01,-3.452789267850608357e-01,-1.285840327858072708e-02,-4.456026631431650453e-01
2.612522504500900400e+00,-9.055884394733165754e-01,-4.416372699894627885e-01,-3.477659157713566263e-01,-1.432617053639335253e-02,-4.416372699894627885e-01
2.616523304660932414e+00,-9.073473950691368639e-01,-4.376631816383245166e-01,-3.502475727723315946e-01,-1.579541448121861077e-02,-4.376631816383245166e-01
2.620524104820963984e+00,-9.090904338352159275e-01,-4.336804666068211911e-01,-3.527238514509261069e-01,-1.726610585065624717e-02,-4.336804666068211911e-01
2.624524904980995998e+00,-9.108175213975178153e-01,-4.296891936538961287e-01,-3.551947056103616496e-01,-1.873821535982647668e-02,-4.296891936538961287e-01
2.628525705141028013e+00,-9.125286236597314193e-01,-4.256894317803676109e-01,-3.576600891941391080e-01,-2.021171370136901069e-02,-4.256894317803676109e-01
2.632526505301060027e+00,-9.142237068032709191e-01,-4.216812502289273290e-01,-3.601199562860399328e-01,-2.168657154544369886e-02,-4.216812502289273290e-01
2.636527305461092041e+00,-9.159027372872761141e-01,-4.176647184841404958e-01,-3.625742611101257507e-01,-2.316275953973037649e-02,-4.176647184841404958e-01
2.640528105621124055e+00,-9.175656818486120914e-01,-4.136399062724461229e-01,-3.650229580307385868e-01,-2.464024830942884714e-02,-4.136399062724461229e-01
2.644528905781156070e+00,-9.192125075018691138e-01,-4.096068835621569093e-01,-3.674660015525005874e-01,-2.611900845725891387e-02,-4.096068835621569093e-01
2.648529705941188084e+00,-9.208431815393629538e-01,-4.055657205634592422e-01,-3.699033463203142413e-01,-2.759901056346034456e-02,-4.055657205634592422e-01
2.652530506101220098e+00,-9.224576715311348929e-01,-4.015164877284123635e-01,-3.723349471193626581e-01,-2.908022518579317373e-02,-4.015164877284123635e-01
2.656531306261252112e+00,-9.240559453509427090e-01,-3.974592557065017573e-01,-3.747607588942681867e-01,-3.056262287751192186e-02,-3.974592557065017573e-01
