t,v,w,q,dv_dt,dv_dt_noisy
3.058611722344469097e+00,8.054557264279566198e+00,1.726905089932556092e-01,1.289482718124419502e+00,2.588771040234574272e-01,2.401322221889313213e-01
3.060612122424485104e+00,8.055074708408595185e+00,1.724942459522409433e-01,1.287694622146863921e+00,2.584638655598681112e-01,2.650438141590097385e-01
3.062612522504501111e+00,8.055591326871686775e+00,1.722981843151644987e-01,1.285908904594554203e+00,2.580515876696867217e-01,2.343888201911503155e-01
3.064612922584517118e+00,8.056107121588919284e+00,1.721023239733410481e-01,1.284125563140625204e+00,2.576402671075417317e-01,2.446807892361293757e-01
3.066613322664533126e+00,8.056622094473658180e+00,1.719066648176241219e-01,1.282344595455556124e+00,2.572299006416660649e-01,2.900731031806675908e-01
3.068613722744549133e+00,8.057136247432557852e+00,1.717112067384059249e-01,1.280565999207170957e+00,2.568204850538815531e-01,2.793508003434253539e-01
3.070614122824565140e+00,8.057649582365566943e+00,1.715159496256174754e-01,1.278789772060637375e+00,2.564120171396142567e-01,2.425436960923216534e-01
3.072614522904580703e+00,8.058162101165919466e+00,1.713208933687284663e-01,1.277015911678468063e+00,2.560044937078944649e-01,2.680720822434006223e-01
3.074614922984596710e+00,8.058673805720141914e+00,1.711260378567472651e-01,1.275244415720519386e+00,2.555979115813582503e-01,2.425921926912152915e-01
3.076615323064612717e+00,8.059184697908053252e+00,1.709313829782210803e-01,1.273475281843992502e+00,2.551922675962494669e-01,2.877440509281993242e-01
3.078615723144628724e+00,8.059694779618268967e+00,1.707369286229208916e-01,1.271708507720101133e+00,2.547875585682830568e-01,2.430736846615319247e-01
3.080616123224644731e+00,8.060204052737166336e+00,1.705426746805108473e-01,1.269944091021333099e+00,2.543837813172833417e-01,2.560181153245010832e-01
3.082616523304660738e+00,8.060712519116355779e+00,1.703486210370572795e-01,1.268182029386822451e+00,2.539809327387028137e-01,2.816771050636975859e-01
3.084616923384676745e+00,8.061220180601567975e+00,1.701547675782617286e-01,1.266422320454041905e+00,2.535790097397716547e-01,2.370214745500456299e-01
3.086617323464692753e+00,8.061727039033044662e+00,1.699611141895044641e-01,1.264664961859230718e+00,2.531780092386333170e-01,2.792686933914063641e-01
3.088617723544708760e+00,8.062233096245543962e+00,1.697676607558443462e-01,1.262909951237394468e+00,2.527779281643429687e-01,2.364289013729142241e-01
3.090618123624724767e+00,8.062738354068338609e+00,1.695744071620189086e-01,1.261157286222304608e+00,2.523787634568721572e-01,2.571426783542793970e-01
3.092618523704740774e+00,8.063242814325212393e+00,1.693813532924443865e-01,1.259406964446498689e+00,2.519805120671163579e-01,2.460682182102043591e-01
3.094618923784756781e+00,8.063746478834467268e+00,1.691884990312156334e-01,1.257658983541281472e+00,2.515831709568940866e-01,2.498130702248229917e-01
3.096619323864772788e+00,8.064249349408912693e+00,1.689958442621062040e-01,1.255913341136722705e+00,2.511867370989528947e-01,2.543885430995301844e-01
3.098619723944788795e+00,8.064751427855878063e+00,1.688033888685683270e-01,1.254170034861659122e+00,2.507912074769662603e-01,2.493043196357961899e-01
3.100620124024804802e+00,8.065252715977202058e+00,1.686111327337328214e-01,1.252429062343693555e+00,2.503965790855455786e-01,2.300499109030735290e-01
3.102620524104820809e+00,8.065753215569241519e+00,1.684190757404092631e-01,1.250690421209195158e+00,2.500028489302339452e-01,2.673344453984046742e-01
3.104620924184836817e+00,8.066252928422862567e+00,1.682272177710858185e-01,1.248954109083298958e+00,2.496100140275183676e-01,2.640208006064938551e-01
3.106621324264852824e+00,8.066751856323447711e+00,1.680355587079293833e-01,1.247220123589906748e+00,2.492180714048233270e-01,2.750148018894861268e-01
3.108621724344868831e+00,8.067250001050894070e+00,1.678440984327854435e-01,1.245488462351685977e+00,2.488270181005187709e-01,2.765259812371045345e-01
3.110622124424884838e+00,8.067747364379611597e+00,1.676528368271782421e-01,1.243759122990070853e+00,2.484368511639214461e-01,2.215574946384173682e-01
3.112622524504900845e+00,8.068243948078521299e+00,1.674617737723105848e-01,1.242032103125261244e+00,2.480475676553086650e-01,2.737577933862800350e-01
3.114622924584916852e+00,8.068739753911060575e+00,1.672709091490640065e-01,1.240307400376224001e+00,2.476591646459027629e-01,2.736138581215127319e-01
3.116623324664932859e+00,8.069234783635184982e+00,1.670802428379986881e-01,1.238585012360691628e+00,2.472716392178753164e-01,2.366267753467233836e-01
3.118623724744948866e+00,8.069729039003354032e+00,1.668897747193534842e-01,1.236864936695163175e+00,2.468849884643757875e-01,2.676330805817751513e-01
3.120624124824964873e+00,8.070222521762550727e+00,1.666995046730458951e-01,1.235147170994903565e+00,2.464992094894982166e-01,2.758638329214071483e-01
3.122624524904980881e+00,8.070715233654265575e+00,1.665094325786720952e-01,1.233431712873944264e+00,2.461142994083118651e-01,2.353375893382042561e-01
3.124624924984996888e+00,8.071207176414505469e+00,1.663195583155069046e-01,1.231718559945083058e+00,2.457302553468503348e-01,2.181550683623812714e-01
3.126625325065012895e+00,8.071698351773790137e+00,1.661298817625038726e-01,1.230007709819883610e+00,2.453470744421184513e-01,2.381563439179182617e-01
3.128625725145028902e+00,8.072188761457155692e+00,1.659404027982951391e-01,1.228299160108675903e+00,2.449647538420898218e-01,3.008188951303367165e-01
3.130626125225044909e+00,8.072678407184147531e+00,1.657511213011915174e-01,1.226592908420556682e+00,2.445832907057239325e-01,2.493084997617298904e-01
3.132626525305060916e+00,8.073167290668829210e+00,1.655620371491825504e-01,1.224888952363388350e+00,2.442026822029452759e-01,2.199184931680559507e-01
3.134626925385076923e+00,8.073655413619775345e+00,1.653731502199363435e-01,1.223187289543799627e+00,2.438229255146739938e-01,2.387639800665340151e-01
3.136627325465092930e+00,8.074142777740075161e+00,1.651844603907997311e-01,1.221487917567185555e+00,2.434440178328018956e-01,2.235629735408687924e-01
3.138627725545108937e+00,8.074629384727332493e+00,1.649959675387982216e-01,1.219790834037707272e+00,2.430659563602157736e-01,2.350803444438818723e-01
3.140628125625124945e+00,8.075115236273665786e+00,1.648076715406359694e-01,1.218096036558292683e+00,2.426887383107798613e-01,2.445916206819165606e-01
3.142628525705140952e+00,8.075600334065702768e+00,1.646195722726957467e-01,1.216403522730635123e+00,2.423123609093684738e-01,1.910804208105311708e-01
3.144628925785156959e+00,8.076084679784589326e+00,1.644316696110390830e-01,1.214713290155194914e+00,2.419368213918366983e-01,2.491448370214243979e-01
3.146629325865172966e+00,8.076568275105984185e+00,1.642439634314060981e-01,1.213025336431198031e+00,2.415621170050386013e-01,2.698555097456672436e-01
3.148629725945188973e+00,8.077051121700058900e+00,1.640564536092155856e-01,1.211339659156636994e+00,2.411882450068312256e-01,2.372408688999011750e-01
3.150630126025204980e+00,8.077533221231501415e+00,1.638691400195650405e-01,1.209656255928270419e+00,2.408152026660650424e-01,2.331613042079656861e-01
3.152630526105220987e+00,8.078014575359510729e+00,1.636820225372305759e-01,1.207975124341623463e+00,2.404429872626052678e-01,2.623147961809019213e-01
3.154630926185236994e+00,8.078495185737798678e+00,1.634951010366670066e-01,1.206296261990987162e+00,2.400715960873212040e-01,2.147388235661317202e-01
3.156631326265253001e+00,8.078975054014597035e+00,1.633083753920078207e-01,1.204619666469418870e+00,2.397010264420862402e-01,2.147832228199147708e-01
3.158631726345269009e+00,8.079454181832643300e+00,1.631218454770650972e-01,1.202945335368742263e+00,2.393312756397922847e-01,2.115205543858617865e-01
3.160632126425285016e+00,8.079932570829194916e+00,1.629355111653296440e-01,1.201273266279547114e+00,2.389623410043402174e-01,2.358147818670270623e-01
3.162632526505301023e+00,8.080410222636018602e+00,1.627493723299709427e-01,1.199603456791189737e+00,2.385942198706541006e-01,2.464747594229981242e-01
3.164632926585317030e+00,8.080887138879399245e+00,1.625634288438370656e-01,1.197935904491792103e+00,2.382269095846707430e-01,2.364154507034733621e-01
3.166633326665333037e+00,8.081363321180132786e+00,1.623776805794548417e-01,1.196270606968243166e+00,2.378604075033514675e-01,2.488559319693133542e-01
3.168633726745349044e+00,8.081838771153531553e+00,1.621921274090296905e-01,1.194607561806197760e+00,2.374947109946738966e-01,2.541096549939229621e-01
3.170634126825365051e+00,8.082313490409417156e+00,1.620067692044457330e-01,1.192946766590076590e+00,2.371298174376572643e-01,2.470615227830876004e-01
3.172634526905381058e+00,8.082787480552127590e+00,1.618216058372657362e-01,1.191288218903067131e+00,2.367657242223384362e-01,2.205926480915131882e-01
3.174634926985397065e+00,8.083260743180517238e+00,1.616366371787311684e-01,1.189631916327122729e+00,2.364024287497876742e-01,2.310406749670610715e-01
3.176635327065413072e+00,8.083733279887949763e+00,1.614518630997621162e-01,1.187977856442963498e+00,2.360399284321084146e-01,2.610048723363169731e-01
3.178635727145429080e+00,8.084205092263271553e+00,1.612672834710587866e-01,1.186326036831024222e+00,2.356782206903211829e-01,2.147444888258486229e-01
3.180636127225445087e+00,8.084676181913270199e+00,1.610828981654104652e-01,1.184676455093172320e+00,2.353173029053681198e-01,2.302488288156493146e-01
3.182636527305461094e+00,8.085146550419654687e+00,1.608987070530890073e-01,1.183029108809813046e+00,2.349571725124568466e-01,2.266116962391601652e-01
3.184636927385477101e+00,8.085616199346832289e+00,1.607147100027861708e-01,1.181383995548433541e+00,2.345978269837321051e-01,2.309960538045123524e-01
3.186637327465493108e+00,8.086085130254748066e+00,1.605309068829860186e-01,1.179741112876395714e+00,2.342392638001264960e-01,2.127258939654881609e-01
3.188637727545509115e+00,8.086553344698893753e+00,1.603472975619648355e-01,1.178100458360937575e+00,2.338814804513367207e-01,2.068948103995905119e-01
3.190638127625525122e+00,8.087020844230297101e+00,1.601638819077911557e-01,1.176462029569172119e+00,2.335244744358480062e-01,2.846437540308378034e-01
3.192638527705541129e+00,8.087487630395530758e+00,1.599806597883258186e-01,1.174825824068088886e+00,2.331682432609283318e-01,2.520862649626817165e-01
3.194638927785557136e+00,8.087953704736712268e+00,1.597976310712218850e-01,1.173191839424551741e+00,2.328127844426157722e-01,2.185604397430682966e-01
3.196639327865573144e+00,8.088419068791493416e+00,1.596147956239246657e-01,1.171560073205301311e+00,2.324580955057509168e-01,2.312787959769211366e-01
3.198639727945589151e+00,8.088883724093074434e+00,1.594321533136717206e-01,1.169930522976952991e+00,2.321041739839522222e-01,2.456383442898181224e-01
3.200640128025605158e+00,8.089347672170193349e+00,1.592497040074928871e-01,1.168303186305998054e+00,2.317510174196268924e-01,2.248777978419932155e-01
3.202640528105621165e+00,8.089810914547131304e+00,1.590674475722102521e-01,1.166678060758803204e+00,2.313986233639770962e-01,2.437290946830409644e-01
3.204640928185637172e+00,8.090273452743714344e+00,1.588853838744381797e-01,1.165055143901611245e+00,2.310469893769933059e-01,2.187412955107904122e-01
3.206641328265653179e+00,8.090735288275302750e+00,1.587035127805832002e-01,1.163434433300539750e+00,2.306961130274673977e-01,2.235255300310725612e-01
3.208641728345669186e+00,8.091196422652803477e+00,1.585218341568442324e-01,1.161815926521582165e+00,2.303459918929844363e-01,2.286506167761564456e-01
3.210642128425685193e+00,8.091656857382666601e+00,1.583403478692123334e-01,1.160199621130608039e+00,2.299966235599208986e-01,2.208467133447791497e-01
3.212642528505701200e+00,8.092116593966881766e+00,1.581590537834708932e-01,1.158585514693361906e+00,2.296480056234635470e-01,1.805915558109800201e-01
3.214642928585717208e+00,8.092575633902979959e+00,1.579779517651955234e-01,1.156973604775463738e+00,2.293001356875938868e-01,2.297231773681902844e-01
3.216643328665733215e+00,8.093033978684033514e+00,1.577970416797540576e-01,1.155363888942409822e+00,2.289530113651068177e-01,2.341854516796732233e-01
3.218643728745749222e+00,8.093491629798657883e+00,1.576163233923066620e-01,1.153756364759571218e+00,2.286066302775935366e-01,2.381305596474926345e-01
3.220644128825765229e+00,8.093948588731009863e+00,1.574357967678056969e-01,1.152151029792195303e+00,2.282609900554555260e-01,2.083812898894885079e-01
3.222644528905781236e+00,8.094404856960789374e+00,1.572554616709957998e-01,1.150547881605403999e+00,2.279160883378998914e-01,2.348010356498207718e-01
3.224644928985797243e+00,8.094860435963234124e+00,1.570753179664138854e-01,1.148946917764196218e+00,2.275719227729544603e-01,2.318859345107588954e-01
3.226645329065813250e+00,8.095315327209128498e+00,1.568953655183890628e-01,1.147348135833444971e+00,2.272284910174455774e-01,1.918521335893138835e-01
3.228645729145829257e+00,8.095769532164794668e+00,1.567156041910427733e-01,1.145751533377900255e+00,2.268857907370243066e-01,1.828470846278391626e-01
3.230646129225845264e+00,8.096223052292097933e+00,1.565360338482886249e-01,1.144157107962186171e+00,2.265438196061568821e-01,2.360732312988758075e-01
3.232646529305861272e+00,8.096675889048446706e+00,1.563566543538325859e-01,1.142564857150803803e+00,2.262025753081207124e-01,2.071188685847424327e-01
3.234646929385877279e+00,8.097128043886788973e+00,1.561774655711727633e-01,1.140974778508128784e+00,2.258620555350159265e-01,2.459061820918798380e-01
3.236647329465893286e+00,8.097579518255615838e+00,1.559984673635996244e-01,1.139386869598412844e+00,2.255222579877627087e-01,2.683296839143800572e-01
3.238647729545909293e+00,8.098030313598959751e+00,1.558196595941958307e-01,1.137801127985783367e+00,2.251831803761081829e-01,2.135286422567870546e-01
3.240648129625925300e+00,8.098480431356394504e+00,1.556410421258363208e-01,1.136217551234242507e+00,2.248448204186168642e-01,2.110569252904040405e-01
3.242648529705941307e+00,8.098929872963035237e+00,1.554626148211882553e-01,1.134636136907669179e+00,2.245071758426877562e-01,2.242732533410026208e-01
3.244648929785957314e+00,8.099378639849540207e+00,1.552843775427111273e-01,1.133056882569816848e+00,2.241702443845354775e-01,2.376651779222429262e-01
3.246649329865973321e+00,8.099826733442110793e+00,1.551063301526565963e-01,1.131479785784315295e+00,2.238340237892073592e-01,2.011180395170114044e-01
3.248649729945989328e+00,8.100274155162484391e+00,1.549284725130686269e-01,1.129904844114669293e+00,2.234985118105903279e-01,2.484079450627595942e-01
3.250650130026005336e+00,8.100720906427945067e+00,1.547508044857834331e-01,1.128332055124259492e+00,2.231637062113964731e-01,2.429881377636547157e-01
3.252650530106021343e+00,8.101166988651318235e+00,1.545733259324294506e-01,1.126761416376342195e+00,2.228296047631665999e-01,2.360517343300009008e-01
3.254650930186037350e+00,8.101612403240970650e+00,1.543960367144274481e-01,1.125192925434049362e+00,2.224962052462824413e-01,2.116993856418090403e-01
3.256651330266053357e+00,8.102057151600808638e+00,1.542189366929903604e-01,1.123626579860387942e+00,2.221635054499635498e-01,2.404895473668440808e-01
3.258651730346069364e+00,8.102501235130281643e+00,1.540420257291233996e-01,1.122062377218240981e+00,2.218315031722681852e-01,2.389757603728778490e-01
3.260652130426085371e+00,8.102944655224384007e+00,1.538653036836241106e-01,1.120500315070366959e+00,2.215001962200857655e-01,1.974807782543868684e-01
3.262652530506101378e+00,8.103387413273646089e+00,1.536887704170822044e-01,1.118940390979400012e+00,2.211695824091588491e-01,2.629732683959967177e-01
3.264652930586117385e+00,8.103829510664143143e+00,1.535124257898796696e-01,1.117382602507849709e+00,2.208396595640651494e-01,2.148291129094390961e-01
3.266653330666133392e+00,8.104270948777493544e+00,1.533362696621907717e-01,1.115826947218101273e+00,2.205104255182268602e-01,2.278941450025395721e-01
3.268653730746149400e+00,8.104711728990855235e+00,1.531603018939819705e-01,1.114273422672415581e+00,2.201818781139139869e-01,2.096987693811261100e-01
3.270654130826165407e+00,8.105151852676925728e+00,1.529845223450120861e-01,1.112722026432928724e+00,2.198540152022459004e-01,2.275519506329694852e-01
3.272654530906181414e+00,8.105591321203950983e+00,1.528089308748321051e-01,1.111172756061652889e+00,2.195268346431840101e-01,2.427284829950269174e-01
3.274654930986197421e+00,8.106030135935712977e+00,1.526335273427852912e-01,1.109625609120475698e+00,2.192003343055426434e-01,2.030529611457516648e-01
3.276655331066213428e+00,8.106468298231535030e+00,1.524583116080071854e-01,1.108080583171159761e+00,2.188745120669945976e-01,1.857659947144112700e-01
3.278655731146229435e+00,8.106905809446287137e+00,1.522832835294255782e-01,1.106537675775344232e+00,2.185493658140562623e-01,2.095496560813555342e-01
3.280656131226245442e+00,8.107342670930377082e+00,1.521084429657604820e-01,1.104996884494543030e+00,2.182248934420951691e-01,1.921039731835421371e-01
3.282656531306261449e+00,8.107778884029755773e+00,1.519337897755242139e-01,1.103458206890146176e+00,2.179010928553493098e-01,2.027296383105243460e-01
3.284656931386277456e+00,8.108214450089899827e+00,1.517593238174165804e-01,1.101921640526861701e+00,2.175779619582651758e-01,2.150483018536538948e-01
3.286657331466293464e+00,8.108649370471614048e+00,1.515850449518135468e-01,1.100387182985772094e+00,2.172554986215025075e-01,2.159723505684371936e-01
3.288657731546309471e+00,8.109083646505895970e+00,1.514109530362492406e-01,1.098854831825071932e+00,2.169337007798173289e-01,2.427482800403217011e-01
3.290658131626325478e+00,8.109517279514975030e+00,1.512370479276179958e-01,1.097324584599129071e+00,2.166125663861766526e-01,1.963165993632045303e-01
3.292658531706341485e+00,8.109950270817471107e+00,1.510633294826971562e-01,1.095796438863029243e+00,2.162920934005425622e-01,2.233462614710938487e-01
3.294658931786357492e+00,8.110382621728410513e+00,1.508897975581472428e-01,1.094270392172576489e+00,2.159722797898551150e-01,2.058209307321306469e-01
3.296659331866373499e+00,8.110814333559217104e+00,1.507164520105118422e-01,1.092746442084291836e+00,2.156531235280394476e-01,2.429542642315984380e-01
3.298659731946389506e+00,8.111245407617710512e+00,1.505432926962176898e-01,1.091224586155414622e+00,2.153346225960128812e-01,2.658885925093628089e-01
3.300660132026405069e+00,8.111675845208115021e+00,1.503703194715746427e-01,1.089704821943902502e+00,2.150167749816782603e-01,2.210855696983818619e-01
3.302660532106421076e+00,8.112105647631048910e+00,1.501975321927755680e-01,1.088187147008429223e+00,2.146995786799297257e-01,2.481833997089313848e-01
3.304660932186437083e+00,8.112534816183535114e+00,1.500249307158965650e-01,1.086671558908387958e+00,2.143830316926471635e-01,2.037789198638664812e-01
3.306661332266453091e+00,8.112963352158990560e+00,1.498525148968967435e-01,1.085158055203889305e+00,2.140671320287088619e-01,1.820790018528665732e-01
3.308661732346469098e+00,8.113391256847235056e+00,1.496802845916183899e-01,1.083646633455761288e+00,2.137518777039821849e-01,1.883439073839921762e-01
3.310662132426485105e+00,8.113818531534485956e+00,1.495082396557868842e-01,1.082137291225550246e+00,2.134372667413311220e-01,1.818554679919939798e-01
3.312662532506501112e+00,8.114245177503361717e+00,1.493363799450106999e-01,1.080630026075519723e+00,2.131232971706065182e-01,1.940283107285917241e-01
3.314662932586517119e+00,8.114671196032876566e+00,1.491647053147814317e-01,1.079124835568651797e+00,2.128099670286687228e-01,2.080055929444041829e-01
3.316663332666533126e+00,8.115096588398447608e+00,1.489932156204737401e-01,1.077621717268645973e+00,2.124972743593647184e-01,2.354993432639224393e-01
3.318663732746549133e+00,8.115521355871891274e+00,1.488219107173454903e-01,1.076120668739919184e+00,2.121852172135370029e-01,2.261823994594608089e-01
3.320664132826565140e+00,8.115945499721417988e+00,1.486507904605375852e-01,1.074621687547606896e+00,2.118737936490451279e-01,2.211490704674327068e-01
3.322664532906581147e+00,8.116369021211644608e+00,1.484798547050740214e-01,1.073124771257562005e+00,2.115630017307283950e-01,2.030882803340521292e-01
3.324664932986597154e+00,8.116791921603581983e+00,1.483091033058619723e-01,1.071629917436355051e+00,2.112528395304404949e-01,1.968145931260140424e-01
3.326665333066613162e+00,8.117214202154643843e+00,1.481385361176916493e-01,1.070137123651274669e+00,2.109433051270299675e-01,2.116085982399538989e-01
3.328665733146629169e+00,8.117635864118639688e+00,1.479681529952364405e-01,1.068646387470327364e+00,2.106343966063555229e-01,2.133877312124550230e-01
3.330666133226645176e+00,8.118056908745781897e+00,1.477979537930527720e-01,1.067157706462237066e+00,2.103261120612713864e-01,2.154503362486149542e-01
3.332666533306661183e+00,8.118477337282678619e+00,1.476279383655802468e-01,1.065671078196445798e+00,2.100184495916450622e-01,2.174494120752138437e-01
3.334666933386677190e+00,8.118897150972340881e+00,1.474581065671415059e-01,1.064186500243113676e+00,2.097114073043488958e-01,2.073591282615634968e-01
3.336667333466693197e+00,8.119316351054175485e+00,1.472884582519423946e-01,1.062703970173117796e+00,2.094049833132620719e-01,1.709118574026179949e-01
3.338667733546709204e+00,8.119734938763990328e+00,1.471189932740717410e-01,1.061223485558053792e+00,2.090991757392683947e-01,1.867943951171877337e-01
3.340668133626725211e+00,8.120152915333992638e+00,1.469497114875016330e-01,1.059745043970234724e+00,2.087939827102713863e-01,1.922816959668252057e-01
3.342668533706741218e+00,8.120570281992787187e+00,1.467806127460871135e-01,1.058268642982691965e+00,2.084894023611711944e-01,2.424240564671382714e-01
3.344668933786757226e+00,8.120987039965383403e+00,1.466116969035664575e-01,1.056794280169173872e+00,2.081854328338832438e-01,1.996399833984244532e-01
3.346669333866773233e+00,8.121403190473181155e+00,1.464429638135609779e-01,1.055321953104147337e+00,2.078820722773437879e-01,2.213827548718327876e-01
3.348669733946789240e+00,8.121818734733986744e+00,1.462744133295751370e-01,1.053851659362796900e+00,2.075793188474950313e-01,2.368640883789928375e-01
3.350670134026805247e+00,8.122233673962004019e+00,1.461060453049964625e-01,1.052383396521024528e+00,2.072771707072931235e-01,2.139444437273364807e-01
3.352670534106821254e+00,8.122648009367836153e+00,1.459378595930956313e-01,1.050917162155450280e+00,2.069756260267063830e-01,1.991197947338151364e-01
3.354670934186837261e+00,8.123061742158482090e+00,1.457698560470264137e-01,1.049452953843412306e+00,2.066746829827306176e-01,2.008102628150059132e-01
3.356671334266853268e+00,8.123474873537343655e+00,1.456020345198256738e-01,1.047990769162965963e+00,2.063743397593689188e-01,1.859264860416236231e-01
3.358671734346869275e+00,8.123887404704221993e+00,1.454343948644134521e-01,1.046530605692884919e+00,2.060745945476387675e-01,2.122053724311579459e-01
3.360672134426885282e+00,8.124299336855317577e+00,1.452669369335927718e-01,1.045072461012660492e+00,2.057754455455862441e-01,2.283368415165297760e-01
3.362672534506901290e+00,8.124710671183228428e+00,1.450996605800498884e-01,1.043616332702501426e+00,2.054768909582698200e-01,2.168731191869894548e-01
3.364672934586917297e+00,8.125121408876951890e+00,1.449325656563541231e-01,1.042162218343335001e+00,2.051789289977739017e-01,2.206052723470214583e-01
3.366673334666933304e+00,8.125531551121886409e+00,1.447656520149578907e-01,1.040710115516805701e+00,2.048815578831977291e-01,2.192351769105995163e-01
3.368673734746949311e+00,8.125941099099829756e+00,1.445989195081966994e-01,1.039260021805276102e+00,2.045847758406644790e-01,2.446652371631815870e-01
3.370674134826965318e+00,8.126350053988973698e+00,1.444323679882892342e-01,1.037811934791826651e+00,2.042885811033283705e-01,1.916123190250482999e-01
3.372674534906981325e+00,8.126758416963918208e+00,1.442659973073372182e-01,1.036365852060255222e+00,2.039929719113524609e-01,2.071434489614956409e-01
3.374674934986997332e+00,8.127166189195653700e+00,1.440998073173255234e-01,1.034921771195078000e+00,2.036979465119408417e-01,2.178074672574732973e-01
3.376675335067013339e+00,8.127573371851577022e+00,1.439337978701221155e-01,1.033479689781528599e+00,2.034035031593073306e-01,2.283488294806723662e-01
3.378675735147029346e+00,8.127979966095480791e+00,1.437679688174780812e-01,1.032039605405558724e+00,2.031096401147054475e-01,1.545567914566156054e-01
3.380676135227045354e+00,8.128385973087555172e+00,1.436023200110276288e-01,1.030601515653837508e+00,2.028163556464077644e-01,1.923695236360771221e-01
3.382676535307061361e+00,8.128791393984394986e+00,1.434368513022880043e-01,1.029165418113752173e+00,2.025236480297154529e-01,1.983537746009389757e-01
3.384676935387077368e+00,8.129196229938987273e+00,1.432715625426596584e-01,1.027731310373407814e+00,2.022315155469642800e-01,1.816431092372372824e-01
3.386677335467093375e+00,8.129600482100725500e+00,1.431064535834261076e-01,1.026299190021627172e+00,2.019399564875137276e-01,2.188826430636386655e-01
3.388677735547109382e+00,8.130004151615395358e+00,1.429415242757539339e-01,1.024869054647950639e+00,2.016489691477563184e-01,2.060287594733748728e-01
3.390678135627125389e+00,8.130407239625188964e+00,1.427767744706929243e-01,1.023440901842636919e+00,2.013585518311138411e-01,1.934295591782967394e-01
3.392678535707141396e+00,8.130809747268694210e+00,1.426122040191759033e-01,1.022014729196662142e+00,2.010687028480355742e-01,1.683862929348417248e-01
3.394678935787157403e+00,8.131211675682720852e+00,1.424478127721883758e-01,1.020590534303047470e+00,2.007794205121080644e-01,1.743039740321750131e-01
3.396679335867173410e+00,8.131613026020259483e+00,1.422836005823722438e-01,1.019168314769413497e+00,2.004907031017471031e-01,1.807840088826936364e-01
3.398679735947189418e+00,8.132013799410788835e+00,1.421195673002794979e-01,1.017748068188688793e+00,2.002025489453913565e-01,2.092987895928337394e-01
3.400680136027205425e+00,8.132413996973259174e+00,1.419557127756921888e-01,1.016329792149463396e+00,1.999149563933784179e-01,1.755297383115247689e-01
3.402680536107221432e+00,8.132813619823730633e+00,1.417920368583467650e-01,1.014913484241661834e+00,1.996279238015437052e-01,1.582393665508887159e-01
3.404680936187237439e+00,8.133212669075371437e+00,1.416285393979342389e-01,1.013499142056541347e+00,1.993414495312144652e-01,1.702910991582050060e-01
3.406681336267253446e+00,8.133611145838461454e+00,1.414652202441001039e-01,1.012086763186693883e+00,1.990555319492153252e-01,1.872162873661131488e-01
3.408681736347269453e+00,8.134009051220392195e+00,1.413020792464443065e-01,1.010676345226044770e+00,1.987701694278563025e-01,2.322356811610284122e-01
3.410682136427285460e+00,8.134406386325659710e+00,1.411391162545213018e-01,1.009267885769853157e+00,1.984853603449578952e-01,2.485239697241464207e-01
3.412682536507301467e+00,8.134803152255873471e+00,1.409763311178400813e-01,1.007861382414712237e+00,1.982011030838282117e-01,1.885735256693524264e-01
3.414682936587317474e+00,8.135199350109754590e+00,1.408137236858640895e-01,1.006456832758548359e+00,1.979173960332734072e-01,2.167945635713071639e-01
3.416683336667333482e+00,8.135594980983130498e+00,1.406512938080112796e-01,1.005054234400622359e+00,1.976342375876007917e-01,2.256584572849308634e-01
3.418683736747349489e+00,8.135990045968940265e+00,1.404890413336540855e-01,1.003653584941528232e+00,1.973516261466092825e-01,2.230424659967021050e-01
3.420684136827365496e+00,8.136384546157232833e+00,1.403269661121193945e-01,1.002254881983194679e+00,1.970695601156045029e-01,1.947338465542837183e-01
3.422684536907381503e+00,8.136778482635165233e+00,1.401650679926887133e-01,1.000858123128883115e+00,1.967880379053896789e-01,1.707464518900196904e-01
3.424684936987397510e+00,8.137171856487009691e+00,1.400033468245978907e-01,9.994633059831892208e-01,1.965070579322618638e-01,1.867409707562815713e-01
3.426685337067413517e+00,8.137564668794141198e+00,1.398418024570373674e-01,9.980704281520427212e-01,1.962266186180259275e-01,1.589869712175552285e-01
3.428685737147429524e+00,8.137956920635049940e+00,1.396804347391520373e-01,9.966794872427067187e-01,1.959467183899850085e-01,2.007194321300782569e-01
3.430686137227445531e+00,8.138348613085334193e+00,1.395192435200413028e-01,9.952904808637783596e-01,1.956673556809460646e-01,2.112172355423343473e-01
3.432686537307461538e+00,8.138739747217702103e+00,1.393582286487590471e-01,9.939034066251882793e-01,1.953885289292141003e-01,1.575287195064002388e-01
3.434686937387477546e+00,8.139130324101973457e+00,1.391973899743136622e-01,9.925182621382013792e-01,1.951102365785948312e-01,1.940738521006703243e-01
3.436687337467493553e+00,8.139520344805074359e+00,1.390367273456680208e-01,9.911350450154158276e-01,1.948324770784120030e-01,2.006795907892804376e-01
3.438687737547509560e+00,8.139909810391044331e+00,1.388762406117395043e-01,9.897537528707638366e-01,1.945552488834751959e-01,2.195416666495803026e-01
3.440688137627525567e+00,8.140298721921029212e+00,1.387159296213999471e-01,9.883743833195114403e-01,1.942785504541133523e-01,2.218510127773867247e-01
3.442688537707541574e+00,8.140687080453290037e+00,1.385557942234757201e-01,9.869969339782584949e-01,1.940023802561507971e-01,2.100278590812960922e-01
3.444688937787557581e+00,8.141074887043194153e+00,1.383958342667476471e-01,9.856214024649383454e-01,1.937267367609127877e-01,1.799920554195936495e-01
