t,N,T,dN_dt,dN_dt_noisy
8.551710342068412629e+00,2.641816369279013088e+02,2.607385020226071504e+01,1.037461423438629708e+02,1.048525514867186388e+02
8.557711542308460650e+00,2.648042675837907609e+02,2.615421998102720735e+01,1.037557531494292959e+02,1.048321456330610317e+02
8.563712742548508672e+00,2.654269534962319881e+02,2.623472207829327374e+01,1.037645511231309285e+02,1.071363049898401414e+02
8.569713942788556693e+00,2.660496897859838441e+02,2.631535612741462060e+01,1.037725384464907137e+02,1.041875486376247864e+02
8.575715143028604714e+00,2.666724715880723124e+02,2.639612176017701017e+01,1.037797173140643565e+02,1.052844599474444891e+02
8.581716343268652736e+00,2.672952940517905063e+02,2.647701860679625341e+01,1.037860899331230939e+02,1.013809102805334703e+02
8.587717543508700757e+00,2.679181523406990095e+02,2.655804629591822064e+01,1.037916585233409990e+02,1.016310551709610905e+02
8.593718743748748778e+00,2.685410416326255927e+02,2.663920445461882380e+01,1.037964253164863919e+02,1.031729498248776764e+02
8.599719943988796800e+00,2.691639571196650991e+02,2.672049270840403778e+01,1.038003925561174157e+02,1.013669572044885285e+02
8.605721144228844821e+00,2.697868940081798428e+02,2.680191068120988973e+01,1.038035624972824138e+02,1.051827489328647118e+02
8.611722344468892842e+00,2.704098475187992676e+02,2.688345799540245906e+01,1.038059374062240892e+02,1.011398318296754439e+02
8.617723544708940864e+00,2.710328128864200607e+02,2.696513427177787037e+01,1.038075195600881955e+02,1.039442855975596274e+02
8.623724744948988885e+00,2.716557853602062664e+02,2.704693912956231472e+01,1.038083112466363502e+02,9.889212000363714594e+01
8.629725945189036906e+00,2.722787602035890018e+02,2.712887218641202836e+01,1.038083147639631107e+02,1.015987553171524240e+02
8.635727145429084928e+00,2.729017326942667978e+02,2.721093305841329979e+01,1.038075324202173704e+02,1.031294617476794713e+02
8.641728345669132949e+00,2.735246981242053153e+02,2.729312136008247336e+01,1.038059665333278616e+02,1.032878871595974175e+02
8.647729545909180970e+00,2.741476517996375151e+02,2.737543670436594567e+01,1.038036194307327378e+02,1.002203279440001893e+02
8.653730746149228992e+00,2.747705890410636016e+02,2.745787870264016561e+01,1.038004934491134463e+02,1.040178316072983762e+02
8.659731946389277013e+00,2.753935051832510226e+02,2.754044696471163434e+01,1.037965909341327944e+02,1.057463189915393684e+02
8.665733146629325034e+00,2.760163955752344691e+02,2.762314109881691238e+01,1.037919142401768511e+02,1.050883950506520534e+02
8.671734346869373056e+00,2.766392555803158757e+02,2.770596071162260543e+01,1.037864657301012414e+02,1.024692996012254298e+02
8.677735547109421077e+00,2.772620805760643634e+02,2.778890540822537503e+01,1.037802477749812624e+02,1.026056540986441803e+02
8.683736747349469098e+00,2.778848659543164672e+02,2.787197479215193852e+01,1.037732627538661490e+02,1.014006621904672585e+02
8.689737947589517120e+00,2.785076071211758517e+02,2.795516846535906197e+01,1.037655130535373473e+02,1.050250890427612660e+02
8.695739147829565141e+00,2.791302994970133682e+02,2.803848602823356373e+01,1.037570010682707107e+02,1.066403187437746141e+02
8.701740348069613162e+00,2.797529385164672249e+02,2.812192707959232152e+01,1.037477291996026594e+02,1.026958182486016113e+02
8.707741548309661184e+00,2.803755196284428735e+02,2.820549121668226178e+01,1.037376998561003347e+02,1.003420637222047702e+02
8.713742748549709205e+00,2.809980382961128953e+02,2.828917803518036322e+01,1.037269154531354332e+02,1.041269239383452287e+02
8.719743948789757226e+00,2.816204899969173425e+02,2.837298712919366039e+01,1.037153784126623748e+02,1.051309172608754352e+02
8.725745149029805248e+00,2.822428702225632833e+02,2.845691809125924010e+01,1.037030911629995273e+02,9.825884346354933996e+01
8.731746349269853269e+00,2.828651744790250859e+02,2.854097051234423787e+01,1.036900561386149633e+02,1.039667682178793200e+02
8.737747549509901290e+00,2.834873982865444759e+02,2.862514398184585218e+01,1.036762757799157271e+02,1.080050497392774105e+02
8.743748749749949312e+00,2.841095371796303084e+02,2.870943808759132310e+01,1.036617525330406551e+02,1.053030477519000385e+02
8.749749949989997333e+00,2.847315867070587956e+02,2.879385241583795363e+01,1.036464888496571177e+02,1.047474064515020302e+02
8.755751150230045354e+00,2.853535424318732794e+02,2.887838655127308840e+01,1.036304871867614281e+02,1.044347297414115587e+02
8.761752350470093376e+00,2.859753999313844020e+02,2.896304007701413852e+01,1.036137500064826895e+02,1.057375476490720132e+02
8.767753550710141397e+00,2.865971547971700488e+02,2.904781257460855670e+01,1.035962797758903378e+02,1.017139452682764471e+02
8.773754750950189418e+00,2.872188026350753489e+02,2.913270362403385860e+01,1.035780789668056059e+02,1.018874033619316180e+02
8.779755951190237440e+00,2.878403390652127314e+02,2.921771280369760504e+01,1.035591500556157314e+02,1.043742886734040098e+02
8.785757151430285461e+00,2.884617597219617551e+02,2.930283969043741266e+01,1.035394955230923983e+02,1.021688368341116586e+02
8.791758351670333482e+00,2.890830602539693928e+02,2.938808385952095392e+01,1.035191178542132917e+02,1.040365226946428834e+02
8.797759551910381504e+00,2.897042363241496332e+02,2.947344488464594647e+01,1.034980195379870764e+02,9.967289457072628522e+01
8.803760752150429525e+00,2.903252836096839360e+02,2.955892233794016732e+01,1.034762030672819861e+02,1.049921123947112562e+02
8.809761952390477546e+00,2.909461978020209472e+02,2.964451578996145287e+01,1.034536709386572824e+02,1.051476137630569525e+02
8.815763152630525568e+00,2.915669746086687724e+02,2.973022481097464009e+01,1.034304256509074520e+02,1.035177814551019679e+02
8.821764352870573589e+00,2.921876097717062635e+02,2.981604898248574642e+01,1.034064696935534897e+02,1.037353155758496825e+02
8.827765553110621610e+00,2.928080990388965006e+02,2.990198787499501165e+01,1.033818055694807612e+02,1.066231077408872494e+02
8.833766753350669632e+00,2.934284381683227139e+02,2.998804105422623323e+01,1.033564357879112947e+02,1.011902465321472846e+02
8.839767953590717653e+00,2.940486229331978620e+02,3.007420808490689623e+01,1.033303628603648008e+02,1.015040495477943523e+02
8.845769153830765674e+00,2.946686491218648598e+02,3.016048853076815206e+01,1.033035893005136643e+02,1.011159767126827518e+02
8.851770354070813696e+00,2.952885125377963504e+02,3.024688195454483619e+01,1.032761176240410919e+02,1.024266572815299980e+02
8.857771554310861717e+00,2.959082089995948763e+02,3.033338791797545042e+01,1.032479503485026697e+02,1.012256505064859340e+02
8.863772754550909738e+00,2.965277343409927653e+02,3.042000598180218063e+01,1.032190899931900674e+02,1.032931869475679463e+02
8.869773954790957760e+00,2.971470844108523011e+02,3.050673570577088611e+01,1.031895390789990188e+02,1.018880654670008425e+02
8.875775155031005781e+00,2.977662550731653823e+02,3.059357664863109960e+01,1.031593001282989945e+02,1.002610018889882468e+02
8.881776355271053802e+00,2.983852422070539205e+02,3.068052836813603790e+01,1.031283756648067538e+02,1.000280201924572765e+02
8.887777555511101824e+00,2.990040417067696126e+02,3.076759042104258057e+01,1.030967682134620986e+02,1.055200824272249633e+02
8.893778755751149845e+00,2.996226494816940544e+02,3.085476236311129128e+01,1.030644803003070251e+02,1.029267226643999322e+02
8.899779955991197866e+00,3.002410614563385138e+02,3.094204374910641420e+01,1.030315144523670767e+02,1.025768388036979530e+02
8.905781156231245888e+00,3.008592735703442145e+02,3.102943413279585627e+01,1.029978731975359523e+02,1.030510123683419721e+02
8.911782356471293909e+00,3.014772817784822792e+02,3.111693306695120853e+01,1.029635590644624585e+02,1.027988348327741619e+02
8.917783556711341930e+00,3.020950820506534455e+02,3.120454010334774253e+01,1.029285745824403904e+02,1.044408004536051209e+02
8.923784756951389951e+00,3.027126703718885210e+02,3.129225479276439259e+01,1.028929222813006987e+02,1.040174403376911698e+02
8.929785957191437973e+00,3.033300427423480414e+02,3.138007668498378067e+01,1.028566046913067282e+02,1.016771891985989811e+02
8.935787157431485994e+00,3.039471951773223282e+02,3.146800532879220214e+01,1.028196243430512027e+02,1.011725702286246360e+02
8.941788357671534015e+00,3.045641237072316585e+02,3.155604027197962225e+01,1.027819837673567633e+02,1.006085421902345729e+02
8.947789557911582037e+00,3.051808243776260383e+02,3.164418106133968678e+01,1.027436854951778429e+02,1.002414229027546781e+02
8.953790758151630058e+00,3.057972932491853726e+02,3.173242724266971493e+01,1.027047320575058791e+02,1.055090233376465676e+02
8.959791958391678079e+00,3.064135263977193517e+02,3.182077836077070998e+01,1.026651259852761910e+02,1.008320475159473517e+02
8.965793158631726101e+00,3.070295199141675653e+02,3.190923395944733798e+01,1.026248698092775271e+02,9.858677822219422637e+01
8.971794358871774122e+00,3.076452699045993882e+02,3.199779358150795261e+01,1.025839660600640286e+02,1.008969971363489719e+02
8.977795559111822143e+00,3.082607724902140376e+02,3.208645676876457742e+01,1.025424172678689416e+02,1.009656938792455634e+02
8.983796759351870165e+00,3.088760238073405731e+02,3.217522306203291294e+01,1.025002259625210144e+02,1.031599291908406144e+02
8.989797959591918186e+00,3.094910200074378963e+02,3.226409200113232600e+01,1.024573946733629271e+02,1.006854295017921714e+02
8.995799159831966207e+00,3.101057572570947514e+02,3.235306312488588532e+01,1.024139259291714978e+02,1.034834320632448339e+02
9.001800360072014229e+00,3.107202317380296677e+02,3.244213597112030811e+01,1.023698222580805890e+02,1.031468762072836967e+02
9.007801560312062250e+00,3.113344396470910738e+02,3.253131007666599572e+01,1.023250861875054198e+02,1.048587452235753261e+02
9.013802760552110271e+00,3.119483771962571836e+02,3.262058497735704066e+01,1.022797202440693383e+02,1.066137064022163941e+02
9.019803960792158293e+00,3.125620406126360535e+02,3.270996020803118398e+01,1.022337269535323543e+02,1.079315352037942120e+02
9.025805161032206314e+00,3.131754261384656388e+02,3.279943530252986506e+01,1.021871088407215922e+02,1.048887781264871251e+02
9.031806361272254335e+00,3.137885300311136803e+02,3.288900979369819311e+01,1.021398684294636325e+02,9.982046778691038469e+01
9.037807561512302357e+00,3.144013485630776472e+02,3.297868321338494724e+01,1.020920082425187161e+02,1.012836094565156486e+02
9.043808761752350378e+00,3.150138780219850787e+02,3.306845509244258352e+01,1.020435308015171216e+02,1.025388230875397255e+02
9.049809961992398399e+00,3.156261147105931855e+02,3.315832496072724211e+01,1.019944386268963115e+02,1.061306936348889423e+02
9.055811162232446421e+00,3.162380549467890205e+02,3.324829234709873305e+01,1.019447342378408905e+02,1.032979749030352394e+02
9.061812362472494442e+00,3.168496950635894791e+02,3.333835677942053621e+01,1.018944201522237591e+02,1.043011649614293361e+02
9.067813562712542463e+00,3.174610314091413557e+02,3.342851778455982981e+01,1.018434988865489572e+02,1.014955951233253586e+02
9.073814762952590485e+00,3.180720603467212868e+02,3.351877488838743346e+01,1.017919729558961279e+02,1.029725419485174598e+02
9.079815963192638506e+00,3.186827782547355810e+02,3.360912761577787222e+01,1.017398448738666588e+02,1.031762293858071189e+02
9.085817163432686527e+00,3.192931815267205025e+02,3.369957549060933388e+01,1.016871171525313144e+02,1.007745001616051326e+02
9.091818363672734549e+00,3.199032665705530007e+02,3.379011803630188382e+01,1.016337923017720328e+02,1.031884482290807341e+02
9.097819563912782570e+00,3.205130297915638380e+02,3.388075478851596500e+01,1.015798728150967634e+02,1.037214940025492922e+02
9.103820764152830591e+00,3.211224676251964070e+02,3.397148527480669600e+01,1.015253611928474555e+02,1.012086297233358181e+02
9.109821964392878613e+00,3.217315765308113669e+02,3.406230901635722574e+01,1.014702599397841851e+02,1.035065530080218252e+02
9.115823164632926634e+00,3.223403529823476674e+02,3.415322553389381710e+01,1.014145715583030949e+02,1.047104809789433233e+02
9.121824364872974655e+00,3.229487934683222647e+02,3.424423434768585395e+01,1.013582985484055143e+02,1.014908984253591342e+02
9.127825565113022677e+00,3.235568944918301781e+02,3.433533497754586250e+01,1.013014434076676906e+02,1.013020877632211381e+02
9.133826765353070698e+00,3.241646525705446606e+02,3.442652694282947579e+01,1.012440086312121110e+02,1.006247740411592275e+02
9.139827965593118719e+00,3.247720642367169717e+02,3.451780976243545496e+01,1.011859967116799908e+02,9.994737779762805019e+01
9.145829165833166741e+00,3.253791260371764906e+02,3.460918295480568219e+01,1.011274101392050113e+02,1.014397124324963499e+02
9.151830366073214762e+00,3.259858345333307170e+02,3.470064603792517488e+01,1.010682514013879540e+02,1.002445976977336244e+02
9.157831566313262783e+00,3.265921863011652704e+02,3.479219852932206436e+01,1.010085229832725275e+02,1.003845616664718818e+02
9.163832766553310805e+00,3.271981779312437766e+02,3.488383994606760297e+01,1.009482273673223460e+02,9.940124481900170395e+01
9.169833966793358826e+00,3.278038060287080384e+02,3.497556980477617117e+01,1.008873670333988741e+02,9.781527083348359497e+01
9.175835167033406847e+00,3.284090672132780355e+02,3.506738762160526335e+01,1.008259444587402669e+02,9.895145627528765431e+01
9.181836367273454869e+00,3.290139581192517539e+02,3.515929291225552333e+01,1.007639621179413041e+02,1.014219569778554586e+02
9.187837567513502890e+00,3.296184753955052997e+02,3.525128519197069465e+01,1.007014224829343192e+02,9.833514573508067258e+01
9.193838767753550911e+00,3.302226157054928422e+02,3.534336397553764186e+01,1.006383280229708959e+02,9.934238023582966548e+01
9.199839967993598933e+00,3.308263757272467842e+02,3.543552877728637895e+01,1.005746812046043601e+02,1.038590014585045083e+02
9.205841168233646954e+00,3.314297521533774216e+02,3.552777911109001252e+01,1.005104844916733384e+02,1.027635160206277192e+02
9.211842368473694975e+00,3.320327416910733973e+02,3.562011449036479860e+01,1.004457403452860547e+02,9.905890824055678934e+01
9.217843568713742997e+00,3.326353410621013040e+02,3.571253442807010003e+01,1.003804512238053519e+02,1.015872100773559623e+02
9.223844768953789242e+00,3.332375470028057407e+02,3.580503843670837938e+01,1.003146195828345526e+02,9.901404769382025961e+01
9.229845969193837263e+00,3.338393562641097674e+02,3.589762602832531257e+01,1.002482478752039583e+02,1.035034262083989489e+02
9.235847169433885284e+00,3.344407656115142800e+02,3.599029671450960421e+01,1.001813385509580456e+02,9.900995116028293808e+01
9.241848369673933306e+00,3.350417718250982944e+02,3.608305000639312254e+01,1.001138940573436571e+02,1.002773274580654288e+02
9.247849569913981327e+00,3.356423716995188897e+02,3.617588541465084973e+01,1.000459168387983908e+02,1.028155340712978756e+02
9.253850770154029348e+00,3.362425620440113789e+02,3.626880244950090315e+01,9.997740933693984289e+01,9.832165581796724041e+01
9.259851970394077370e+00,3.368423396823890812e+02,3.636180062070450703e+01,9.990837399055537560e+01,1.025174424058326821e+02
9.265853170634125391e+00,3.374417014530434926e+02,3.645487943756602078e+01,9.983881323559270982e+01,9.820391055644984135e+01
9.271854370874173412e+00,3.380406442089441725e+02,3.654803840893293199e+01,9.976872950515067373e+01,1.002451209948913942e+02
9.277855571114221434e+00,3.386391648176387434e+02,3.664127704319583501e+01,9.969812522947070477e+01,9.910689584377951178e+01
9.283856771354269455e+00,3.392372601612530048e+02,3.673459484828845945e+01,9.962700283592899098e+01,9.944999276272187672e+01
9.289857971594317476e+00,3.398349271364908191e+02,3.682799133168766303e+01,9.955536474902872612e+01,9.987554534908645110e+01
9.295859171834365497e+00,3.404321626546341122e+02,3.692146600041341742e+01,9.948321339039316058e+01,9.933452460627614755e+01
9.301860372074413519e+00,3.410289636415431005e+02,3.701501836102881526e+01,9.941055117875879432e+01,9.737588436051159135e+01
9.307861572314461540e+00,3.416253270376558362e+02,3.710864791964009157e+01,9.933738052996943679e+01,1.010705401767865084e+02
9.313862772554509561e+00,3.422212497979886621e+02,3.720235418189657395e+01,9.926370385697018150e+01,1.007047825148677305e+02
9.319863972794557583e+00,3.428167288921359273e+02,3.729613665299074654e+01,9.918952356980172169e+01,1.017691966182679977e+02
9.325865173034605604e+00,3.434117613042701578e+02,3.738999483765820031e+01,9.911484207559571757e+01,1.018847383892542950e+02
9.331866373274653625e+00,3.440063440331419997e+02,3.748392824017764724e+01,9.903966177856968045e+01,9.635172612601927256e+01
9.337867573514701647e+00,3.446004740920800486e+02,3.757793636437092744e+01,9.896398508002256733e+01,1.015350076531197061e+02
9.343868773754749668e+00,3.451941485089911907e+02,3.767201871360300203e+01,9.888781437833050347e+01,1.014832837258914964e+02
9.349869973994797689e+00,3.457873643263602617e+02,3.776617479078196027e+01,9.881115206894325809e+01,9.774666568182806259e+01
9.355871174234845711e+00,3.463801186012503308e+02,3.786040409835901954e+01,9.873400054437998108e+01,1.008088097561199135e+02
9.361872374474893732e+00,3.469724084053024740e+02,3.795470613832851114e+01,9.865636219422627562e+01,1.015928245374171723e+02
9.367873574714941753e+00,3.475642308247359438e+02,3.804908041222788739e+01,9.857823940513085859e+01,9.750056839812009457e+01
9.373874774954989775e+00,3.481555829603480561e+02,3.814352642113772873e+01,9.849963456080249102e+01,9.574211586235558968e+01
9.379875975195037796e+00,3.487464619275142468e+02,3.823804366568175084e+01,9.842055004200709334e+01,9.770147698958707849e+01
9.385877175435085817e+00,3.493368648561880150e+02,3.833263164602676909e+01,9.834098822656537209e+01,1.039264023553900671e+02
9.391878375675133839e+00,3.499267888909009798e+02,3.842728986188274831e+01,9.826095148935009149e+01,9.873347239495068095e+01
9.397879575915181860e+00,3.505162311907628805e+02,3.852201781250275303e+01,9.818044220228378549e+01,9.575202329879485319e+01
9.403880776155229881e+00,3.511051889293862018e+02,3.861681499671762197e+01,9.809946273430627173e+01,9.759356818949227375e+01
9.409881976395277903e+00,3.516936592716373298e+02,3.871168092421754636e+01,9.801801544165422797e+01,9.602991101246091432e+01
9.415883176635325924e+00,3.522816394038535464e+02,3.880661510323082553e+01,9.793610267871169128e+01,9.713754148707829472e+01
9.421884376875373945e+00,3.528691265457550230e+02,3.890161703339118304e+01,9.785372680402387857e+01,9.804401504113754129e+01
9.427885577115421967e+00,3.534561179306800227e+02,3.899668621433938398e+01,9.777089017279811856e+01,9.264769616291438581e+01
9.433886777355469988e+00,3.540426108055847862e+02,3.909182214572321357e+01,9.768759513691388463e+01,9.840839669987265381e+01
9.439887977595518009e+00,3.546286024310435891e+02,3.918702432719749140e+01,9.760384404493373722e+01,1.004331833189965977e+02
9.445889177835566031e+00,3.552140900812487985e+02,3.928229225842404304e+01,9.751963924211382562e+01,9.712490163142082622e+01
9.451890378075614052e+00,3.557990710440105886e+02,3.937762543907173551e+01,9.743498307041416240e+01,9.666959322460422754e+01
9.457891578315662073e+00,3.563835426207574528e+02,3.947302336881646312e+01,9.734987786850911107e+01,9.953705876033878042e+01
9.463892778555710095e+00,3.569675021265356918e+02,3.956848554734113321e+01,9.726432597179757522e+01,9.473104871967862550e+01
9.469893978795758116e+00,3.575509468900096977e+02,3.966401147433568752e+01,9.717832971241321616e+01,9.468654935019607422e+01
9.475895179035806137e+00,3.581338742534618973e+02,3.975960064949708794e+01,9.709189141923431521e+01,9.431081929384126283e+01
9.481896379275854159e+00,3.587162815727926954e+02,3.985525257252933784e+01,9.700501341789362186e+01,9.669025750416230380e+01
9.487897579515902180e+00,3.592981662175205315e+02,3.995096674314343943e+01,9.691769803078820189e+01,9.770575198602260514e+01
9.493898779755950201e+00,3.598795255707818797e+02,4.004674266105744351e+01,9.682994757708904388e+01,9.664880168896930002e+01
9.499899979995998223e+00,3.604603570293313055e+02,4.014257982599641394e+01,9.674176437275006890e+01,9.784131681934626101e+01
9.505901180236046244e+00,3.610406580035412389e+02,4.023847773769244185e+01,9.665315073051769446e+01,9.831464513044259945e+01
9.511902380476094265e+00,3.616204259174022582e+02,4.033443589588465983e+01,9.656410895993960253e+01,9.755727949448264269e+01
9.517903580716142287e+00,3.621996582085229193e+02,4.043045380031919933e+01,9.647464136737380613e+01,9.485733375429127534e+01
9.523904780956190308e+00,3.627783523281297562e+02,4.052653095074923328e+01,9.638475025599680635e+01,9.584857487772414686e+01
9.529905981196238329e+00,3.633565057410674513e+02,4.062266684693496188e+01,9.629443792581233197e+01,9.879093231623318161e+01
9.535907181436286351e+00,3.639341159257985510e+02,4.071886098864360548e+01,9.620370667365942552e+01,9.411033348721217351e+01
9.541908381676334372e+00,3.645111803744037502e+02,4.081511287564940460e+01,9.611255879321984708e+01,9.560571138424796800e+01
9.547909581916382393e+00,3.650876965925817217e+02,4.091142200773364834e+01,9.602099657502660079e+01,9.518644894769693110e+01
9.553910782156430415e+00,3.656636620996490592e+02,4.100778788468461755e+01,9.592902230647064243e+01,9.556884498854866195e+01
9.559911982396478436e+00,3.662390744285405617e+02,4.110421000629764166e+01,9.583663827180819794e+01,9.368530128834436255e+01
9.565913182636526457e+00,3.668139311258089492e+02,4.120068787237507735e+01,9.574384675216758467e+01,9.304517974699295735e+01
9.571914382876574479e+00,3.673882297516249764e+02,4.129722098272629438e+01,9.565065002555600415e+01,1.007625779850549890e+02
9.577915583116622500e+00,3.679619678797773759e+02,4.139380883716769688e+01,9.555705036686565279e+01,9.744885253704099171e+01
9.583916783356670521e+00,3.685351430976729148e+02,4.149045093552270913e+01,9.546305004787984672e+01,9.403781557792510171e+01
9.589917983596718543e+00,3.691077530063365089e+02,4.158714677762178269e+01,9.536865133727860666e+01,9.525072138439563219e+01
9.595919183836766564e+00,3.696797952204109379e+02,4.168389586330240348e+01,9.527385650064425704e+01,9.662727353123084129e+01
9.601920384076814585e+00,3.702512673681570732e+02,4.178069769240906339e+01,9.517866780046642816e+01,9.449134584270305481e+01
9.607921584316862607e+00,3.708221670914537640e+02,4.187755176479329577e+01,9.508308749614693056e+01,9.631613462805331949e+01
9.613922784556910628e+00,3.713924920457978942e+02,4.197445758031366125e+01,9.498711784400421720e+01,9.375654845738392851e+01
9.619923984796958649e+00,3.719622399003044961e+02,4.207141463883573351e+01,9.489076109727750463e+01,9.417370279763801477e+01
9.625925185037006671e+00,3.725314083377064094e+02,4.216842244023212061e+01,9.479401950613068095e+01,9.462448199444787633e+01
9.631926385277054692e+00,3.730999950543546220e+02,4.226548048438245075e+01,9.469689531765594381e+01,9.378190429614177503e+01
9.637927585517102713e+00,3.736679977602180998e+02,4.236258827117339365e+01,9.459939077587674205e+01,8.969374579462838426e+01
9.643928785757150735e+00,3.742354141788839570e+02,4.245974530049861784e+01,9.450150812175058945e+01,9.454381228981023355e+01
9.649929985997198756e+00,3.748022420475571153e+02,4.255695107225884044e+01,9.440324959317194953e+01,9.492649362462859131e+01
9.655931186237246777e+00,3.753684791170606445e+02,4.265420508636179875e+01,9.430461742497402611e+01,9.525701036196393545e+01
9.661932386477294799e+00,3.759341231518355926e+02,4.275150684272224311e+01,9.420561384893051127e+01,9.221764383233380613e+01
9.667933586717342820e+00,3.764991719299411557e+02,4.284885584126195823e+01,9.410624109375756063e+01,9.479473582494965456e+01
9.673934786957390841e+00,3.770636232430543373e+02,4.294625158190977032e+01,9.400650138511417708e+01,9.443790255889462060e+01
9.679935987197438862e+00,3.776274748964703463e+02,4.304369356460149731e+01,9.390639694560357498e+01,9.036876120279040947e+01
9.685937187437486884e+00,3.781907247091023123e+02,4.314118128928001283e+01,9.380592999477316596e+01,8.940205938385464890e+01
9.691938387677534905e+00,3.787533705134813999e+02,4.323871425589520356e+01,9.370510274911465842e+01,9.465804391838655363e+01
9.697939587917582926e+00,3.793154101557568083e+02,4.333629196440398346e+01,9.360391742206385857e+01,9.169554674972603436e+01
9.703940788157630948e+00,3.798768414956958281e+02,4.343391391477029373e+01,9.350237622399974668e+01,9.550678887968614106e+01
9.709941988397678969e+00,3.804376624066836143e+02,4.353157960696508866e+01,9.340048136224376663e+01,9.768122395490550502e+01
9.715943188637726990e+00,3.809978707556885524e+02,4.362928854827853087e+01,9.329823503697284082e+01,9.213278122504073053e+01
9.721944388877775012e+00,3.815574644233611821e+02,4.372704024797733524e+01,9.319563944405534528e+01,9.181684993123406002e+01
9.727945589117823033e+00,3.821164413263913389e+02,4.382483420822855891e+01,9.309269678019268213e+01,9.306930453002416925e+01
9.733946789357871054e+00,3.826747993941252730e+02,4.392266993156606247e+01,9.298940923883417042e+01,9.433890259260491007e+01
9.739947989597919076e+00,3.832325365685530301e+02,4.402054692089486565e+01,9.288577901018197736e+01,9.061418058296237632e+01
9.745949189837967097e+00,3.837896508043085646e+02,4.411846467949114015e+01,9.278180828119704415e+01,9.527275160641397633e+01
9.751950390078015118e+00,3.843461400686695129e+02,4.421642271100222388e+01,9.267749923560540992e+01,9.465994239083123318e+01
9.757951590318063140e+00,3.849020023415573064e+02,4.431442051944660676e+01,9.257285405390342703e+01,9.389506701058685678e+01
9.763952790558111161e+00,3.854572356155370585e+02,4.441245760921391650e+01,9.246787491336282017e+01,9.138819295291547462e+01
9.769953990798159182e+00,3.860118378958179051e+02,4.451053348506496832e+01,9.236256398803544698e+01,9.419516817972349543e+01
9.775955191038207204e+00,3.865658072002524364e+02,4.460864765213170813e+01,9.225692344875720607e+01,9.397134916881816480e+01
9.781956391278255225e+00,3.871191415593373222e+02,4.470679961591725515e+01,9.215095546315183128e+01,8.974901366658194490e+01
9.787957591518303246e+00,3.876718390162128571e+02,4.480498888229586640e+01,9.204466219563407492e+01,9.622503079431785977e+01
9.793958791758351268e+00,3.882238976266631312e+02,4.490321495751297931e+01,9.193804580741235100e+01,9.133699114194973845e+01
9.799959991998399289e+00,3.887753154591160296e+02,4.500147734818516199e+01,9.183110845649123632e+01,9.256948040492251550e+01
9.805961192238447310e+00,3.893260905946432331e+02,4.509977556130015586e+01,9.172385229767310477e+01,9.067554142439432496e+01
9.811962392478495332e+00,3.898762211269601039e+02,4.519810910421685435e+01,9.161627948255971887e+01,9.238607302563207213e+01
9.817963592718543353e+00,3.904257051624259134e+02,4.529647748466530999e+01,9.150839215955306827e+01,9.382855699473735456e+01
9.823964792958591374e+00,3.909745408200436714e+02,4.539488021074671309e+01,9.140019247385602341e+01,8.978545515787692466e+01
9.829965993198639396e+00,3.915227262314601262e+02,4.549331679093344150e+01,9.129168256747203714e+01,8.798083083221369805e+01
9.835967193438687417e+00,3.920702595409658784e+02,4.559178673406899662e+01,9.118286457920511623e+01,9.028289360593504398e+01
9.841968393678735438e+00,3.926171389054951533e+02,4.569028954936806031e+01,9.107374064465872721e+01,8.846164861880342301e+01
9.847969593918783460e+00,3.931633624946261989e+02,4.578882474641646638e+01,9.096431289623478733e+01,8.944716744175228484e+01
9.853970794158831481e+00,3.937089284905808313e+02,4.588739183517118647e+01,9.085458346313166089e+01,9.060161745267053846e+01
9.859971994398879502e+00,3.942538350882247187e+02,4.598599032596037262e+01,9.074455447134201336e+01,9.061623966603548297e+01
9.865973194638927524e+00,3.947980804950673814e+02,4.608461972948332175e+01,9.063422804365042396e+01,9.321568596970085707e+01
9.871974394878975545e+00,3.953416629312619648e+02,4.618327955681048280e+01,9.052360629963011718e+01,8.849400959733290506e+01
9.877975595119023566e+00,3.958845806296054661e+02,4.628196931938346381e+01,9.041269135563969428e+01,9.111810816269482416e+01
9.883976795359071588e+00,3.964268318355387919e+02,4.638068852901503902e+01,9.030148532481884160e+01,8.928635041904639991e+01
9.889977995599119609e+00,3.969684148071463596e+02,4.647943669788912757e+01,9.018999031708450786e+01,9.292010438744040357e+01
9.895979195839167630e+00,3.975093278151566665e+02,4.657821333856080059e+01,9.007820843912574560e+01,9.513360543046073303e+01
9.901980396079215652e+00,3.980495691429417207e+02,4.667701796395630254e+01,8.996614179439856684e+01,9.057302126606893466e+01
9.907981596319263673e+00,3.985891370865174395e+02,4.677585008737302275e+01,8.985379248312061407e+01,9.320217458602077443e+01
9.913982796559311694e+00,3.991280299545435355e+02,4.687470922247949545e+01,8.974116260226468000e+01,8.868075141938660977e+01
9.919983996799359716e+00,3.996662460683235167e+02,4.697359488331544242e+01,8.962825424555244069e+01,8.642944122796821205e+01
9.925985197039407737e+00,4.002037837618045728e+02,4.707250658429170898e+01,8.951506950344794689e+01,8.697427247144894125e+01
9.931986397279455758e+00,4.007406413815776887e+02,4.717144384019030667e+01,8.940161046314965176e+01,8.624343058821594354e+01
9.937987597519503780e+00,4.012768172868777015e+02,4.727040616616442037e+01,8.928787920858320604e+01,8.737838056438172885e+01
