c,r,N_eq,N_eq_noisy
6.877787183574382013e+00,2.998307063516292725e+00,8.447382086942985779e+01,8.470293927163794478e+01
3.170310379248026944e+00,1.595651150781429051e+00,7.815559864528029266e+01,7.784212512769261139e+01
9.617205750914587625e+00,1.253902974446150731e+00,7.270982050878630787e+01,7.306393987898444209e+01
5.433663649676691243e+00,1.014878914767077145e+00,7.029479446765012085e+01,6.973299538135989906e+01
8.775470652818306405e+00,8.509012078805164858e-01,6.686203574054530918e+01,6.651070783639958961e+01
4.818635497330850725e+00,2.586207985266740561e+00,8.326313041070361010e+01,8.381569871955821327e+01
2.921181194215846322e+00,2.685462715891342889e+00,8.477323966974573466e+01,8.505300351461569619e+01
3.649126028182823056e+00,1.328951891472395674e+00,7.519408046385167665e+01,7.543604184851704986e+01
8.875759564548589609e+00,3.914758251456114668e-01,5.373760078749795355e+01,5.356609629459590138e+01
2.458890211770080825e+00,1.407691988954502538e+00,7.743582326206464472e+01,7.779804476611687392e+01
7.870067686342859581e+00,2.491331748692636516e+00,8.218970909107551392e+01,8.157208269472079110e+01
9.281855886986658533e+00,2.410721168341945830e+00,8.162588186468133244e+01,8.159800907243635493e+01
9.651710788062546342e+00,2.689152021692535754e+00,8.289904327044129673e+01,8.294189048679352538e+01
9.396569886165671903e+00,2.733631946199269191e-01,4.709160309897079344e+01,4.695669865661418640e+01
3.585467871413074992e-01,1.483214548962026980e+00,9.070484843801811792e+01,9.134082770690758935e+01
4.897539047686951363e+00,6.941112233324980840e-01,6.450537497457135316e+01,6.505260468644524963e+01
2.935494103666411725e-01,1.886676438022025115e+00,9.322252916862525751e+01,9.331636533649322018e+01
7.684349265616762459e+00,2.983104964773946488e+00,8.430174210092101816e+01,8.430384741605470822e+01
8.067959831748899191e+00,1.467855423943908444e-01,3.563595061450033796e+01,3.575171649023977949e+01
8.433642651913968891e+00,1.473321431192479158e+00,7.519175356997031656e+01,7.561856565388011120e+01
7.212036957331144471e+00,2.265197692141393215e+00,8.112135596788628789e+01,8.129277905562672402e+01
9.879972336718665815e+00,5.609644010866836616e-01,5.987710369214401851e+01,5.999876320059324541e+01
5.846152741444674561e+00,5.498961037255961637e-02,1.977049791276807156e+01,1.998629099551745014e+01
3.994344975013168764e-01,6.737398392752372844e-01,8.376387806952411097e+01,8.431908636068659746e+01
8.462084388699912196e+00,2.361897402689375203e-01,4.451385725807589466e+01,4.478754066419343616e+01
1.338396404733580347e+00,1.107831102136672685e+00,7.793027067071761849e+01,7.768645023767012958e+01
2.455981922722749733e+00,1.814912235674859264e-01,4.447587367659647128e+01,4.475474318293040454e+01
9.851685983511400124e+00,1.696551469252835176e+00,7.699924174320943848e+01,7.652306717722333929e+01
2.602260934671969395e+00,2.925446915447440510e+00,8.601965456719571534e+01,8.662133902819884668e+01
5.624542413018279952e+00,2.236974164330343573e+00,8.128383799436370794e+01,8.242738452806347027e+01
2.970337425588051694e+00,1.926640737422948613e+00,8.081663383884297502e+01,8.089323992813663722e+01
5.556091541190175676e+00,2.557905086831767427e+00,8.292136692939364195e+01,8.341175006869727326e+01
9.346521936192777602e+00,6.623272159495149913e-02,2.163949999927461221e+01,2.227210061245077810e+01
6.839152843729429776e+00,2.895821483923339268e-01,4.867931301897500873e+01,4.840193998429647593e+01
9.907501100103657254e-01,7.058179742423570380e-01,7.474973046544545241e+01,7.517694868355782489e+01
7.846184614798648482e+00,2.279836881420764794e+00,8.110766924792677912e+01,8.177432815799224386e+01
4.298586857580233733e+00,2.921932680832588058e+00,8.483185763875950158e+01,8.470112645307703758e+01
3.089817871011184103e+00,1.373046015212939785e+00,7.618257580508411309e+01,7.662954817839035115e+01
6.973352911267808096e+00,2.834983279782604004e+00,8.383066186203441816e+01,8.410032471343755844e+01
5.910487409024520744e+00,9.886600735085158131e-01,6.974980693720621616e+01,6.927607986617844915e+01
1.504407065043411595e-01,7.567654431394933434e-01,9.256618307051094519e+01,9.299173741885888944e+01
5.113351523622418071e+00,1.033926166242147060e+00,7.069114590034305934e+01,7.163354238217812053e+01
5.605458209719052398e+00,3.759343782847943682e-01,5.379654547340442861e+01,5.391770373533613281e+01
8.662930784929943062e-01,2.070449664331856177e+00,8.774698674226145556e+01,8.799159839223499091e+01
9.958000467931384492e+00,1.485860239872132560e+00,7.513524295558727317e+01,7.470929143086689805e+01
7.766402319283162825e+00,1.195427758507249916e+00,7.224432014289568826e+01,7.176804353267121428e+01
3.815496085552549932e+00,2.052101361562414183e+00,8.091810697052392243e+01,8.068896801050556178e+01
6.407095686235837917e+00,8.474615087631069965e-01,6.721605438740493810e+01,6.737054683349289519e+01
8.423274690042283908e+00,2.534734734529137778e+00,8.232740603550521996e+01,8.253630613628018864e+01
4.362321434101062323e+00,2.663015650462789097e+00,8.376913533460910344e+01,8.398506204834230005e+01
3.996258174480454617e+00,4.806487468654593864e-01,5.895652345492167257e+01,5.941763456230991380e+01
8.989581344326323276e+00,1.919927298164361140e+00,7.875892689391700685e+01,7.905001439087914150e+01
4.453099974199637323e+00,2.264482226409222143e+00,8.181572474564684683e+01,8.174596925196159702e+01
3.997868935398002144e+00,1.874725471924000519e+00,7.965603758543682034e+01,8.007159610674595740e+01
7.242225642187422707e+00,1.977685686597538295e+00,7.938663781756598326e+01,7.903465051074603309e+01
5.509655514460185088e+00,5.783473542787170851e-02,2.064822497871812246e+01,2.158478234340496371e+01
9.363028007903553274e+00,4.366947165539549203e-01,5.560772384103585608e+01,5.524300430239213000e+01
7.316010052707296651e+00,1.687219133874151122e+00,7.725057884584934698e+01,7.727140211740791642e+01
5.967870499469122514e+00,1.902009435182732133e+00,7.912618820408619058e+01,7.864707624059562363e+01
2.729767394708303652e+00,7.309967514907084185e-01,6.733789687727980322e+01,6.805110377763124063e+01
8.473202946876035924e+00,2.429246145657610434e+00,8.180851034375942277e+01,8.208644379080934073e+01
1.076245158507186828e+00,2.632465982409513572e+00,8.866650337543747185e+01,8.827719849872046609e+01
8.001337880742022790e+00,5.526730119726486201e-01,5.988683752192074650e+01,5.948982465992773427e+01
7.992935799109718964e+00,1.637174646173173764e+00,7.673170583181341442e+01,7.721090066947272135e+01
5.594936986683057611e+00,2.986303652115618767e+00,8.467420868773606912e+01,8.397613760580181008e+01
3.932011455451389637e-01,2.008805115217570325e+00,9.206542233189388469e+01,9.219162560215545454e+01
7.092434494539683776e+00,2.315200981372647959e+00,8.141111440387894049e+01,8.092824621728445322e+01
5.271307938126178483e-01,9.315599037904850332e-01,8.402541993973413526e+01,8.421395047272868339e+01
6.925355521387606572e+00,2.113303793176331880e+00,8.029522963323887552e+01,8.087234274587881089e+01
7.159736728071421918e-01,9.937068533064996601e-01,8.189744383130148719e+01,8.191101081891569891e+01
2.413992583585454099e+00,2.649210129107311129e+00,8.521728637085955427e+01,8.548757658636114343e+01
5.157443628675109970e+00,2.685485038400411639e+00,8.359364240896570664e+01,8.378623265495735950e+01
2.927566744554761069e+00,7.214812281091208535e-01,6.680078728712030056e+01,6.638068764578467551e+01
3.036410037332711642e+00,1.432066148390657156e+00,7.682809400603846939e+01,7.661553349217408027e+01
5.661398894854470676e+00,1.697085593489127797e+00,7.767978849313840328e+01,7.731032369138638671e+01
1.926981408324327516e+00,1.664707634340568898e+00,8.078883984052204426e+01,8.019898093977090525e+01
5.193948818201440609e+00,2.923091338254628191e+00,8.453910138935820839e+01,8.320624954101904791e+01
6.165162765977904691e+00,1.677350934853681474e+00,7.739462495703386935e+01,7.811242860199618576e+01
9.159089529020434384e+00,6.588293117758459161e-01,6.266232006730066928e+01,6.241657097258298137e+01
4.634889845468402214e+00,2.682639705287297005e+00,8.374860547644652797e+01,8.398307740852611403e+01
6.973245790947840028e+00,1.635983060980566339e+00,7.688652205422002339e+01,7.711804829039328979e+01
5.158583039399344372e+00,2.966912165705681392e+00,8.471275218332768020e+01,8.437611069640561823e+01
8.006852197804613880e+00,1.378209893666840213e-01,3.447791912336024467e+01,3.470264627095788512e+01
8.113073504466115082e+00,1.217837767166031426e+00,7.246777960058524570e+01,7.276812735420470801e+01
1.265337326780496596e+00,2.483886979742368162e+00,8.733425455146044669e+01,8.715027831870655461e+01
9.487086545754097600e+00,1.771791290172398448e+00,7.762899211374866582e+01,7.731657388224741112e+01
1.290113296591687830e-01,1.500109018583859477e+00,9.583598133076340275e+01,9.604382948246592377e+01
8.019962126718784390e+00,1.656378321581041702e+00,7.688880206254277994e+01,7.695529045624053310e+01
1.141143166317341251e+00,2.790995520154118559e+00,8.888149115643905418e+01,8.862157591155731495e+01
1.902210893933847347e+00,7.755186734106941371e-01,7.039958755527030121e+01,7.084870478662983828e+01
4.892865635060788421e+00,2.305000395798352919e+00,8.186700107774186108e+01,8.120879010088003724e+01
4.643057401915309690e+00,2.583619708131189352e+00,8.331262055543935219e+01,8.382826648036811434e+01
1.057308291281605639e+00,2.577324965087976594e+00,8.857343339304158292e+01,8.862657549809999580e+01
7.398053569019937825e+00,1.415775773552564676e+00,7.477791407440111016e+01,7.420425356373807801e+01
2.747123517517438440e+00,2.602538075913306548e-01,5.010075598051888335e+01,5.030901757405948160e+01
3.457483215580375191e+00,4.600988621004162837e-01,5.874908402770775240e+01,5.836965590071891796e+01
3.947461064981588885e-01,2.655267401358957002e+00,9.359458485575640907e+01,9.361371845417349391e+01
6.243121755519636551e+00,2.256163995276104117e+00,8.124753450197169968e+01,8.116909179307469913e+01
7.554082655307436056e+00,1.415277414661421762e+00,7.474708309322328148e+01,7.439758232824327422e+01
9.451840138036791572e+00,1.668663826395788252e+00,7.681301931562684615e+01,7.751383825735351252e+01
5.290616029757565508e-01,1.460283046894728098e+00,8.797188092890158373e+01,8.793131669801343264e+01
8.047720563068979871e+00,1.966845680225179360e-01,4.114784247759109093e+01,4.104730710354439793e+01
6.854581274678594127e+00,7.682425917660885561e-01,6.554865662392603554e+01,6.598903671388973180e+01
9.160470184170726782e+00,2.016967835697713873e+00,7.938663131005951357e+01,7.963354141141357445e+01
7.515729526621228729e+00,3.808350022852702854e-01,5.348779957579233013e+01,5.346765528819691582e+01
1.881642826444588579e+00,1.231031847821038472e+00,7.701495808241455165e+01,7.712871773130673603e+01
4.688354478239860512e+00,7.634002832881090495e-01,6.613635131599897932e+01,6.551525019763174384e+01
6.269101701615918287e+00,8.042600834427703349e-01,6.641805665004527270e+01,6.708629517049813273e+01
9.875026254414432714e+00,2.355114882253862341e+00,8.128100819937851895e+01,8.050060656100043843e+01
4.342598573022726782e+00,2.590887007485317195e+00,8.346208224399354947e+01,8.422330275153511536e+01
8.338668025560675545e+00,2.716428267704003918e+00,8.315426950292057029e+01,8.344735437987839077e+01
2.811137258856162724e+00,1.713129051465462460e+00,7.950409775189798722e+01,7.929842249622949168e+01
8.706748450061505551e-01,1.268322430073958174e-01,5.213653246407774589e+01,5.177902459969604365e+01
5.287895896702168308e+00,2.425617704631770177e+00,8.236186828009321914e+01,8.146353042695405122e+01
3.347672690739531109e+00,1.203613834171295416e+00,7.403437121549727351e+01,7.325231619038814301e+01
6.748842902559318624e+00,2.490420569791959249e+00,8.235586730095813834e+01,8.305926149500552924e+01
8.110504306254965101e+00,2.111725474313254081e-01,4.247608346947482971e+01,4.284050066428793002e+01
2.884942473173537802e+00,3.512840047565705115e-01,5.503042952803032506e+01,5.541287292857963109e+01
3.884925563698600648e+00,2.793480254575771760e+00,8.452629530112608336e+01,8.481660375149670017e+01
3.047677572001724400e+00,1.715871874672083575e+00,7.924719653397015406e+01,7.848185481409841202e+01
7.500800464041200710e-01,2.425506829953842036e+00,8.986982237808938123e+01,9.021137182842579705e+01
4.461133621899147528e+00,1.555033433629767536e+00,7.690828689690675901e+01,7.647229422151538358e+01
9.239415037997116276e-01,6.457612077063310529e-01,7.433009713665107654e+01,7.340639124879005806e+01
6.411781533664012045e+00,2.699808824984352817e+00,8.336678448908374151e+01,8.303511824401374497e+01
8.166937605775455467e+00,2.204083404750213582e+00,8.064174297939857183e+01,8.036661289980361289e+01
8.085940758382809790e+00,9.700620809738609296e-01,6.901744513326728736e+01,6.963206950254442518e+01
7.896168652362834273e+00,8.858614838096050548e-01,6.762721329744753973e+01,6.703886482384832846e+01
2.614790472070755101e+00,1.421298242491478403e+00,7.730032336786695168e+01,7.674188114839952846e+01
2.015916987700817398e+00,2.790645274359471628e+00,8.640496921844714961e+01,8.629339200373132712e+01
1.883904808068760151e+00,1.033662818589697663e+00,7.460547258850654373e+01,7.509462278050229145e+01
1.114408662921799076e+00,1.325190707232657139e-01,4.855492154282721629e+01,4.742972059402342211e+01
1.955614751059143730e-01,8.337778352097008350e-01,9.132990654265412900e+01,9.131663199793979402e+01
3.351184707544927477e-01,1.438142544614962492e+00,9.093305602089323258e+01,9.141308596164599010e+01
8.381073975803399634e+00,2.184103514883413144e+00,8.049954150933571384e+01,8.136396044615079859e+01
8.305846882121992181e+00,6.055967779896841430e-01,6.137962507792543221e+01,6.158924789598611227e+01
1.459582365991503261e+00,1.120623851887075223e-01,4.153268793705010609e+01,4.192614844172009470e+01
6.287358914541619548e+00,2.689460810519519018e+00,8.334596257348573545e+01,8.320426064121399179e+01
8.155601913927922553e+00,2.259210966016289568e+00,8.095314508272964815e+01,8.082638486553229029e+01
4.294106322862295322e+00,1.116393216838518665e+00,7.222307354974317661e+01,7.222627830073940913e+01
1.197160097809654600e+00,5.118492348040095674e-01,6.843301051596714046e+01,6.795978002798983653e+01
8.667276526048494745e+00,3.005774446469046679e-01,4.897022730108595567e+01,4.902888756238076695e+01
2.401858116834890033e+00,2.491225382641121033e+00,8.456803891386255145e+01,8.468537871128656036e+01
3.573769537770789206e+00,2.561974186420589383e+00,8.373212604253080826e+01,8.422186083976357907e+01
7.756856441460943108e-01,1.187264440016521760e+00,8.309769723818170917e+01,8.399184577904676985e+01
5.467895214561091066e+00,2.443498118037614297e+00,8.240090382503935018e+01,8.257068010140979197e+01
5.898479445294148249e+00,7.371426273459791290e-01,6.511845754946259035e+01,6.533884517105592238e+01
3.647270911901905333e+00,9.068591661643792268e-01,6.952061588689664973e+01,6.971071868294104945e+01
1.090693092003075515e+00,9.633272003725301680e-01,7.780843105060581877e+01,7.690699770225181453e+01
4.759593585789236414e+00,2.336926842620857592e+00,8.208044312202498816e+01,8.231973171550781387e+01
5.513690750315958233e+00,2.792256368118513521e+00,8.394385782261173290e+01,8.396103529928025466e+01
3.658910198045420170e+00,2.945724206818481683e+00,8.522794366318470338e+01,8.478559550062271910e+01
4.501493942442818863e+00,1.816165194547757045e+00,7.898863428401750753e+01,7.919353464344546012e+01
2.412884154646770529e+00,1.981358740207906921e+00,8.190608658617840376e+01,8.128694247387092275e+01
8.765115877053776261e-01,2.913787290703634181e+00,9.047935163103716150e+01,9.088716025228873718e+01
1.017596291464561320e+00,2.603504251639644496e-01,6.065266354762537304e+01,6.034650291992041105e+01
8.467102199534568996e+00,2.002346583539788227e+00,7.937311643832367736e+01,7.882877882468244479e+01
5.528041370129680665e+00,7.970922151149714141e-01,6.648840438616066706e+01,6.630962169527906269e+01
7.730089383941289860e+00,2.877679841542319483e+00,8.389167193676277634e+01,8.383682178295249798e+01
1.839903173015373650e+00,1.645966661826897770e+00,8.089030611774269630e+01,8.027258106938967330e+01
7.183809259863469521e+00,2.831412742833471441e+00,8.378409667457633248e+01,8.277004128829129570e+01
2.229824945953560622e+00,1.797010677172878879e+00,8.104006105492881318e+01,8.168911378698163617e+01
9.189522477590580607e+00,2.519033140236297097e+00,8.216830139203840133e+01,8.152617053380723178e+01
6.177699818542293997e+00,2.576698189434598607e+00,8.286762567383031808e+01,8.253791349145994616e+01
8.287111612638303981e+00,1.919214560280362303e+00,7.883998685857542910e+01,7.866210093851033491e+01
3.844733465102898595e+00,2.451746582986371159e+00,8.306073682844842665e+01,8.240531451243174388e+01
9.686983758926922539e-01,2.227180968095072155e-01,5.905417631072896256e+01,5.883590056682134417e+01
6.027401507435499184e+00,7.086293578868826937e-02,2.352927720046885085e+01,2.372502506856542226e+01
3.418630520811676288e-01,2.096936648230183220e+00,9.302330729195210779e+01,9.411843672256480886e+01
6.207362440713669605e-01,1.002754827370214707e+00,8.326801365565698632e+01,8.399562367974911581e+01
9.024065449998300181e+00,5.086448148444896455e-01,5.831111852656808736e+01,5.881101496203065437e+01
1.481564124917225334e+00,2.709236619497304766e+00,8.739951160912268335e+01,8.682055559950104850e+01
7.533317678975536502e+00,2.072030980399979239e+00,7.994416051434876636e+01,8.042420494451128832e+01
6.865688968377754442e+00,3.261012957688442793e-01,5.084373112413049256e+01,5.060568761043575137e+01
3.152471235558554907e-01,7.999940350264698186e-01,8.736754257020443504e+01,8.831875654755677374e+01
6.540610430558041699e+00,2.656090612246126526e+00,8.315366715702275258e+01,8.273504522623635182e+01
8.689784682023459217e-01,1.203343312488955458e-01,5.132400900508425678e+01,5.072972913697058317e+01
7.379963050360441201e+00,2.691034593470757130e+00,8.317020243903111520e+01,8.330985211175534744e+01
7.193809672672839106e+00,1.070717951695033365e+00,7.068307274615628444e+01,7.130322876806238241e+01
9.723935892365245692e+00,2.182589784534447741e+00,8.034274409805451000e+01,7.990643353334613153e+01
5.511741726733268010e-01,9.987785755736326987e-01,8.428372123534772697e+01,8.370681713986938632e+01
1.059876022911857341e+00,2.573859482840450408e+00,8.854952602457339594e+01,8.869938044604772642e+01
1.631206288789869729e+00,2.366982063706761230e-01,5.307115603209756927e+01,5.245967120142377382e+01
1.383766556525050762e+00,1.262189864351612512e+00,7.934099383140517148e+01,7.916999177626928486e+01
1.779642733281559641e+00,3.548303289875388566e-01,5.883248471368649035e+01,5.827980838525985519e+01
8.052125341024797933e+00,1.232152335980476021e+00,7.265000530808356416e+01,7.225222497501118823e+01
1.886559461885020772e+00,1.647923365347068181e+00,8.077307431020706474e+01,8.093925143950015411e+01
6.538219137731584585e-01,1.984816394379780080e+00,8.907482956453159773e+01,8.937058186371524471e+01
8.129910685535728376e+00,1.543307483818101122e+00,7.588934182381136395e+01,7.612074327856922196e+01
8.464158679320949119e+00,2.827725642925551952e+00,8.360297690565795392e+01,8.301305497539922840e+01
9.058510997385848640e+00,4.545718122292049523e-01,5.635459199296247590e+01,5.638167410692857118e+01
7.606098402898334498e+00,1.588633877784153769e+00,7.637220076622884335e+01,7.649375539783535771e+01
8.462034968990471029e+00,3.948127826971274956e-01,5.395507087603224505e+01,5.336294199215137013e+01
7.165926746988381169e+00,2.722324924732393736e+00,8.333610316631011017e+01,8.311289578252284116e+01
1.023670514795493869e+00,2.737476048101252779e+00,8.924298830483685663e+01,8.954785508578595454e+01
1.086690511231204637e+00,1.946258527404093108e+00,8.580844610623613278e+01,8.631970027901519416e+01
1.937109129865107970e+00,7.383551434936646007e-01,6.954275563951119921e+01,7.014671894974854638e+01
6.722851481498901549e+00,7.918935070928018183e-02,2.507059687189516595e+01,2.457273793086161007e+01
7.121470706688166175e+00,6.462963522979128239e-01,6.267192262907426681e+01,6.227048961384610237e+01
4.061834780023381164e+00,2.254750755636221626e+00,8.194418732286759166e+01,8.190050711770251723e+01
5.835343390203485470e+00,1.874147276416665342e+00,7.896406745529702675e+01,7.867200699470868130e+01
6.113244322731035574e+00,9.588792056961387145e-01,6.922349329534318940e+01,6.864364396302207183e+01
4.925736585273707391e+00,7.832760434899397328e-01,6.643725113399486304e+01,6.633784928990837670e+01
1.236512954147497512e+00,2.072417450210318091e+00,8.568905093818160879e+01,8.570867277865350786e+01
8.008473991272173631e-01,1.381900573800635801e+00,8.441581568757592891e+01,8.492411703058319006e+01
8.738899061706703719e+00,1.619669555370941039e+00,7.648332194158602704e+01,7.648440166675210605e+01
5.461183384676099317e-01,2.512647665154551735e+00,9.175945664566052073e+01,9.116784328503065638e+01
7.224873257238573210e+00,1.106290401811540702e+00,7.117308549393342787e+01,7.174228170084700196e+01
3.343876955971944120e+00,2.444641529617536113e-01,4.784664478245962727e+01,4.745656739855714790e+01
6.038396141610280488e+00,4.984499076952780827e-01,5.856538421159650909e+01,5.905431266795284273e+01
7.293942794454779666e-01,2.418395515726745604e-01,6.465335654132077536e+01,6.462530780852139856e+01
8.040303989821190100e+00,8.495597297403199022e-01,6.694282623445728575e+01,6.662576126798811060e+01
6.236684552805053627e+00,2.307454568388547678e+00,8.152661190592316132e+01,8.248983458176604699e+01
7.296956848787667482e+00,1.631782867704400619e+00,7.679427163177258819e+01,7.658221720982585623e+01
6.630562389900727993e+00,1.321505991431058957e+00,7.392633511033776017e+01,7.278827119057881134e+01
2.428080789199433820e+00,6.148500819785726046e-01,6.526035893023828294e+01,6.478871389508782386e+01
7.864728956963835671e+00,9.507835791645831147e-01,6.873985618861252078e+01,6.840689774541827717e+01
9.803591307942765454e+00,2.604636079540085358e+00,8.250808051693134360e+01,8.295180704170040542e+01
4.316400896301368029e+00,2.195086296142130800e-01,4.477707906412736349e+01,4.460846431147403734e+01
4.175537370812857141e+00,6.072834752092892696e-01,6.272382913464425513e+01,6.237625763658740397e+01
4.525116619725707778e+00,2.121600676989423118e+00,8.097945416933947627e+01,8.058203185340916264e+01
9.196170428205594050e+00,8.087047505714592965e-01,6.599654935303796321e+01,6.530340046835227952e+01
2.048298471148036537e+00,2.580387363251516408e+00,8.553861330795626827e+01,8.545947275003963739e+01
1.382952620534824373e+00,1.461297159205839691e+00,8.113835609312711483e+01,8.133531857763654216e+01
1.515701642716163366e+00,9.223617379956332574e-01,7.454747175901228218e+01,7.477933087380250754e+01
6.008753059731449575e+00,2.929258145770965438e+00,8.437082551703944944e+01,8.432151292460400782e+01
6.809507096853288921e+00,2.817996165062274017e+00,8.378868330925348573e+01,8.293406656892256024e+01
5.757862677363349668e+00,1.175143409792977378e+00,7.240968523767223530e+01,7.212206949544760448e+01
8.138128197974557665e+00,1.521456584192598438e+00,7.568750798905169574e+01,7.585569791289114505e+01
4.643278362321392905e+00,9.958024369267726161e-01,7.031613283372196577e+01,7.044116986846906059e+01
9.926824835683158099e+00,6.736972325033987463e-01,6.293920000776906676e+01,6.361876941744580449e+01
9.530555761163956419e+00,1.682142495575165153e+00,7.691533983198713997e+01,7.754775884266842922e+01
8.839293703640404232e+00,1.892381676085072018e-01,4.025736928884282406e+01,4.075963880930693506e+01
7.865320953455015918e+00,1.335015995252638366e+00,7.385490978887723656e+01,7.474344835775825402e+01
2.006530836241378069e+00,7.814236214690063465e-01,7.014725149443019347e+01,7.059014546778756483e+01
8.530039133162915732e+00,2.753760741653915378e+00,8.329055418633923580e+01,8.341202594851910135e+01
7.571178977481464401e+00,2.214164059740543866e+00,8.078150111081231444e+01,8.152447610559067925e+01
4.060214624831463004e-01,2.746092900142546700e+00,9.364499382922633686e+01,9.335655450488111740e+01
6.304900726190456162e+00,7.915440740296428856e-01,6.615439131556513530e+01,6.660249925489138434e+01
4.833648903028095134e+00,1.561888866574158818e+00,7.680977224241540569e+01,7.588687739409131439e+01
6.289843801248767186e+00,2.360927196894032853e+00,8.179644093266358595e+01,8.174724748863897617e+01
3.284499996310862535e+00,6.626911140938481770e-01,6.496029328516016221e+01,6.545163418174823278e+01
3.312121563896739396e+00,2.750356152944862576e+00,8.470677434728196431e+01,8.562628512621944310e+01
4.774807597689552097e+00,4.158384902610797740e-01,5.595042104142497408e+01,5.496388390035787808e+01
4.931806077710963798e+00,1.745528349112546618e+00,7.828874176304188381e+01,7.767901387306598338e+01
7.550403807814434209e+00,4.944816744203388015e-01,5.806519146536524545e+01,5.795044268792634767e+01
7.141496455727533998e+00,1.786233643518241987e+00,7.805426091239054642e+01,7.740258026487106235e+01
6.144711219054510565e+00,2.057032966431119103e+00,8.010299173591803878e+01,7.986850215512731666e+01
2.998630307296558772e+00,1.460778720741793268e+00,7.714535393639438610e+01,7.716340044546429056e+01
5.770246108441232202e+00,1.872372474494774508e-01,4.093089123421100339e+01,4.165440360818043786e+01
2.324189129048205960e+00,1.451690664115848239e+00,7.810694301957329344e+01,7.766082352544997036e+01
8.182154457818054949e-01,3.477726400757596981e-01,6.776160417050201090e+01,6.805958387072354299e+01
6.689384229067498744e+00,1.462087162967622644e+00,7.536751790113238769e+01,7.459226438956383731e+01
9.016093842524353974e+00,2.185160725407536475e+00,8.043118056189641152e+01,8.100922236642733765e+01
6.057083075843037179e+00,2.569395445629345964e+00,8.285914359686944408e+01,8.308708552384042889e+01
4.792927294412760553e+00,1.308262657856153366e+00,7.431549852701596137e+01,7.459529975000302215e+01
8.608659669017933780e+00,1.628141280490387643e+00,7.657201681648339786e+01,7.640127245889034668e+01
3.925125363490660657e+00,1.586025205142079342e+00,7.747007859435662169e+01,7.807519410739564591e+01
7.761209814267949980e+00,2.791535278168294720e+00,8.354118993127102044e+01,8.389758612142703953e+01
4.754176527833118282e-01,2.420219096937466841e+00,9.221322102438766422e+01,9.135056398231662911e+01
1.600743372185289060e+00,1.367593970860049302e+00,7.938195993595041955e+01,8.004857343997025509e+01
2.548560958704206847e+00,5.489408646028239858e-01,6.316839778950547668e+01,6.419394477845756342e+01
3.449177982464221692e+00,2.110224380020516932e+00,8.151460732247601015e+01,8.179071558433146549e+01
7.969529067591204274e+00,2.996601831171887387e+00,8.431593078042874367e+01,8.423197195604181786e+01
5.334271300327984910e+00,1.364593742904763651e+00,7.472539107351990140e+01,7.486789329124378867e+01
2.409212011556066901e+00,1.574550598516272659e+00,7.901754586174723727e+01,8.015995948829201723e+01
1.808922192311112953e+00,9.188267346378612421e-01,7.320936957129573841e+01,7.307519674193635240e+01
7.005321099597891177e+00,4.797502796576493256e-01,5.765658944221674176e+01,5.694388647141224880e+01
7.036940358857474820e+00,2.906663161025077713e+00,8.410285127641692782e+01,8.484780674765525532e+01
7.504140096529848591e+00,1.802610902839643647e-01,3.963221566577094279e+01,3.995505617334971760e+01
8.761869059006691884e+00,1.399733839388402457e+00,7.441585995675160348e+01,7.441544084715313545e+01
9.265666853767335454e+00,2.505588868765818766e+00,8.209610429153262601e+01,8.236733084507537228e+01
9.059785538990032805e+00,2.551993579883141461e+00,8.233763731811775699e+01,8.205240599000175905e+01
8.508310913364313777e+00,8.433777314676655923e-01,6.675756822882574681e+01,6.751024859326204819e+01
4.194243043124467718e+00,3.872587860296750062e-01,5.508823742124323530e+01,5.533421139083986162e+01
1.078954979096139910e+00,2.380440564548321092e+00,8.776558446513821821e+01,8.750151504960932414e+01
9.947225174864851027e+00,9.369647295550502519e-02,2.718129361590556670e+01,2.629334602448887281e+01
3.906621077891716087e+00,2.788913349690773646e+00,8.449704687084823718e+01,8.377749957940484649e+01
5.499408179799130103e+00,1.576548535922257521e+00,7.671397178040980691e+01,7.616430883048276712e+01
1.101619723198882017e+00,1.235394995330766799e+00,8.075329564328133358e+01,8.101552471653253917e+01
1.079185125872717421e+00,2.501976583841791779e-01,5.922542954059214537e+01,5.928561236966113057e+01
1.311343453905656098e+00,2.305954543555774894e-01,5.529808311641183849e+01,5.502156587388827802e+01
5.895908508604554399e+00,2.421136955004575153e+00,8.218607079695921414e+01,8.229211057691389897e+01
5.893940722419003464e+00,1.872125274959534957e+00,7.893534473533760831e+01,7.942801493661147560e+01
6.662186753994534527e+00,2.609831990672369262e+00,8.292648877622910675e+01,8.296873538975424367e+01
3.864789482779689145e+00,1.366332205268030897e+00,7.543152925368397632e+01,7.604274957007456237e+01
4.983984319005651642e+00,4.394087539897453820e-01,5.679861691905000498e+01,5.630215500498829329e+01
2.037993996270203390e+00,2.724009892672652366e+00,8.611868970527771694e+01,8.603632103302709311e+01
3.082018316278754888e+00,5.163632104909441356e-01,6.117612847051091052e+01,6.160022538285102911e+01
5.922062867750073067e+00,2.738761244403720152e+00,8.362962843582540984e+01,8.344764787559392971e+01
9.793435283678203263e+00,2.119316167074494661e+00,7.996072237906814451e+01,7.988770031387255699e+01
6.634754168274420216e+00,6.919058537009026288e-01,6.389874907886556343e+01,6.274879121657787806e+01
