T,n_imp,B_field,rho,rho_noisy
5.254731806753398615e+01,6.071940395911015198e-01,2.860223933402851415e+00,5.342073302406243585e+01,5.429227424721764095e+01
8.200035712099163732e+01,7.718802618342477384e-01,2.960843516321024715e+00,1.158677703200997371e+02,1.159558527959109426e+02
6.786551024808395027e+01,5.334376325721201795e-01,9.360783292178636472e+00,2.529129330204559949e+02,2.528159445651297119e+02
6.062410598699055697e+01,8.253928158295555928e-01,6.213781727462476034e+00,1.303781592764233039e+02,1.300419229009540061e+02
8.828806543303569754e+01,1.680559452367095252e-01,7.982392531497392696e+00,3.245617154554056469e+02,3.248548621649329107e+02
2.776139782990873428e+01,2.339905253609033953e-01,6.546104222994437727e+00,5.383272988168467776e+01,5.385719750390586569e+01
1.936747316602314584e+01,1.568043240842500741e-01,1.286284434218813999e+00,7.959625222427897384e+00,7.407820589464004790e+00
4.543526920309619044e+01,4.662205762449576074e-01,2.363421134486876074e-01,2.396515916058256224e+01,2.340121557245324269e+01
2.234709600015503739e+01,2.785142661256472252e-01,3.419223724422785438e+00,2.476654093500850351e+01,2.448878133110823541e+01
6.003829342907798861e+01,9.325904163361039556e-01,5.580366450984004523e+00,1.155858440351276499e+02,1.152478410331920600e+02
6.162789988592962942e+01,2.397199542292293151e-01,6.814108750459205055e+00,1.448566231593090663e+02,1.454017743551726767e+02
2.184341947747211776e+01,8.227430955435990345e-01,7.985546397673944696e+00,5.699220916759813349e+01,5.767997831658322383e+01
7.444485952267540085e+01,1.614370377841068682e-01,3.579101427549637116e+00,1.071382167704368698e+02,1.075724965823706185e+02
6.008855350830501152e+01,3.140467122013821388e-01,9.552905287934422063e+00,2.111218421935425908e+02,2.113007766385581192e+02
4.808637948426769526e+01,4.073188301846643045e-01,5.817166584720983025e+00,8.624346183427603307e+01,8.602934273035373280e+01
9.257335959693773475e+01,9.198775279463327070e-01,3.681612559132317664e+00,1.678489629999244244e+02,1.678762046053845438e+02
8.703210649450087999e+01,9.643336361761593034e-01,1.838014764445756732e+00,1.071639771910939203e+02,1.076063306941081947e+02
2.988722473883802877e+01,6.897845371317318230e-01,7.405348672496162798e+00,6.648760827375969029e+01,6.755309439062133947e+01
2.499248588732370990e+01,4.473050806296150483e-01,6.435397898677247319e+00,5.015010810724464818e+01,5.060655770989554725e+01
9.239827635232457226e+01,8.811478404662096420e-01,4.347307109985902862e+00,1.892679928532157589e+02,1.891277867810684086e+02
2.415266996623935114e+01,5.928388713929664267e-01,4.258970802437102243e+00,3.416595412280277344e+01,3.418496666068821810e+01
7.814856937767594047e+01,1.787273294228478582e-01,6.381227221835894525e-01,7.055144529676131526e+01,7.031017284618539520e+01
3.812653142309022769e+01,4.187666708746030642e-01,1.682539053428564468e+00,2.381423208597349372e+01,2.342303279799878624e+01
4.250668119692625169e+01,2.203615468145708745e-01,8.420021422070737671e+00,1.080189752576133486e+02,1.079268542565043703e+02
5.983521813709995030e+01,8.249216314180666254e-01,3.153839335217420992e+00,7.066637292947631011e+01,7.076418027557886603e+01
9.333677506810035140e+01,3.029134131538328556e-01,1.108109689467853265e+00,1.093757617140154537e+02,1.102937125073542290e+02
1.018511587581578581e+01,4.104095742907037936e-01,2.429083557171209051e+00,1.296129409592410653e+01,1.298731033090080267e+01
2.460586009620879366e+01,6.803845931492884525e-01,2.355578449853804379e+00,1.997628514865370875e+01,2.065496418613542673e+01
7.481906007939539904e+01,6.041970505829103999e-01,7.982974532817371127e+00,2.432969674341701989e+02,2.441807119747325601e+02
4.550198764820461861e+01,7.947445467493094995e-01,6.938502288998051881e+00,9.821467700386715194e+01,9.825408093899700646e+01
3.590293779071178903e+01,7.775882027167840826e-01,6.571063516664688020e-01,1.814327209286475195e+01,1.894717153667287235e+01
9.666060923147873041e+01,9.353497114969063775e-01,8.131979455988748384e+00,3.977361897789284058e+02,3.980936574812128583e+02
3.376255809918517059e+01,5.779194291347762302e-01,9.144387638767870641e+00,9.119545924274544291e+01,9.098669159526563988e+01
7.427502620815499768e+01,4.421169936125621813e-01,9.585327144117542275e+00,3.049791895048627453e+02,3.051117795172871752e+02
9.678031021832995862e+01,1.488859203443621548e-01,7.622015229182532714e-01,1.141260229884330784e+02,1.141374618974555375e+02
7.864894506217937931e+01,2.207988557053249257e-01,5.133249778314415757e+00,1.607918720470879634e+02,1.606757025321154799e+02
7.384726323284606053e+01,2.839620342015843901e-01,7.365655542585210824e+00,2.139429696776815888e+02,2.138435790611841298e+02
7.508860414909210590e+01,1.928711999604094396e-01,2.142767406229471039e+00,8.123835791500295045e+01,8.131046256673944583e+01
8.247034961478512116e+01,1.020117232634360355e-01,8.827559706161176578e+00,3.268168215242912993e+02,3.270339120945324112e+02
3.440922840279306172e+01,4.876777971026149405e-01,1.936736968133252468e+00,2.289734369529554314e+01,2.245490275771618016e+01
6.640180526605823275e+01,2.043236885309745454e-01,5.250349926588468996e+00,1.234849610123844741e+02,1.234802671813863810e+02
8.225973046392103072e+01,3.893345590887281604e-01,7.823027098937485491e+00,2.791506115940301243e+02,2.783894340830576084e+02
8.994066771671492688e+01,3.760968786477928427e-01,6.207753080588977568e+00,2.499049676600280918e+02,2.500353654096682021e+02
9.152507378872523702e+01,4.722783360940298047e-01,5.086658208469637898e+00,2.112740703450379272e+02,2.115858700829286079e+02
9.135067542287463027e+01,5.846422448790155046e-01,6.416271655453327227e+00,2.677993372360283502e+02,2.678813146552082571e+02
1.878704195183854608e+01,3.904010666862851586e-01,8.559864193884365591e+00,5.320321830118270867e+01,5.334614487714208053e+01
4.387654786400932494e+01,3.070178828119645154e-01,4.878035646106178014e+00,6.422763539628344631e+01,6.452260694806328445e+01
5.107528751413772738e+01,6.961500711648145323e-01,4.478142059254697216e-01,3.141422223853329143e+01,3.108167181642479093e+01
9.025168635702246434e+01,1.991099454171006977e-01,9.110764310127342114e+00,4.035905843801354536e+02,4.034710599504731476e+02
4.773282574418770707e+01,4.106099346813302242e-01,3.325571806344615133e+00,5.125309270116807880e+01,5.150855372307596980e+01
3.384208930232174595e+01,2.391857639332987950e-01,2.458727238113104008e+00,2.545267847826720597e+01,2.595362134563177747e+01
1.178728958433324969e+01,1.229438815181308209e-01,7.197000580952575888e+00,3.865102451306456288e+01,3.884848521373719166e+01
3.598788499859489320e+01,8.406305758023213670e-01,6.037420631495611367e+00,6.596617540809828029e+01,6.724260511927587913e+01
8.026517662600851111e+01,7.754068029273081253e-01,4.705312510036781859e+00,1.563549538625999844e+02,1.563092735765075361e+02
1.181538442538664313e+01,8.718374342503266705e-01,7.455670042804190878e+00,4.331021082223263363e+01,4.381004103691005724e+01
2.484945351536389069e+01,6.804314144088602356e-01,4.435266364963440289e+00,3.655085944755550997e+01,3.718422328668054888e+01
3.798715787619079265e+01,8.476563468840018212e-01,4.318932121470196783e+00,5.114014183587158868e+01,5.107325691270069967e+01
5.788099646960684908e+01,4.883925960893181761e-01,2.059210969953946258e+00,5.094770666217336696e+01,5.053745022107199247e+01
4.267389863753323453e+01,5.370910741483964079e-01,5.810385855863179572e+00,7.487095588910140975e+01,7.427965442533781015e+01
8.943757251307893341e+01,5.360954448915906667e-01,3.984320138080132967e+00,1.647059441321519841e+02,1.647870826320665572e+02
2.867298659666779415e+01,1.640647076817638439e-01,2.156652024173513205e+00,1.858362266510948047e+01,1.913876864237889563e+01
6.054709603771212301e+01,8.666508996908207640e-01,5.661086756750863813e+00,1.184313245491972424e+02,1.185671587486249479e+02
8.000357546239295914e+01,8.677154865542316964e-01,1.247810447427413205e+00,8.263752620545214711e+01,8.272395424313702961e+01
9.366474061845877941e+01,9.861338354428018649e-01,5.932423975535735750e+00,2.595543340156372096e+02,2.593647270741308830e+02
8.861322460072379670e+01,8.703029550201518694e-01,4.770227139685517592e+00,1.894431932689048494e+02,1.897237081353016208e+02
2.219689033666124800e+01,9.392052657464234899e-01,8.212917665003860890e+00,5.936065673470704240e+01,5.829274120898518419e+01
8.126200716810303959e+01,9.797775400172358262e-01,3.291832419780033270e+00,1.224844146113421317e+02,1.226006012370294940e+02
7.078116425482102159e+01,4.577872972978284105e-01,9.250941270707651043e+00,2.671573180470585385e+02,2.671713812018350040e+02
4.794432016483032299e+01,1.643421467501631761e-01,5.122096515248570014e+00,7.452746276592849028e+01,7.384229264264762094e+01
1.230103890662168098e+01,6.040902679428180599e-01,3.996397099327129165e+00,2.504732453126467107e+01,2.613512349333660012e+01
2.511833238621876774e+01,7.986652414120177790e-01,7.668077115613151307e+00,6.028362815033462141e+01,5.958992153455732677e+01
7.745147436088520010e+01,9.624465541643494326e-01,5.299854206098904008e+00,1.650556492830083073e+02,1.645168890345844659e+02
1.756042909990972234e+01,3.409998895384811490e-01,2.100804929267519050e-01,4.973579509598800463e+00,4.373147955822387800e+00
3.813849324892576931e+01,4.031370320445641919e-01,8.947193113303923084e+00,1.016911358462365058e+02,1.022463197471158480e+02
3.296911944489440316e+01,9.638253638207509022e-01,4.267479747276851754e+00,4.479860674341332327e+01,4.435456431283373036e+01
7.714908072087766300e+01,8.270357044141303238e-01,1.549120035381816862e+00,8.011494479861669049e+01,8.044927300509880297e+01
4.231538462586857463e+01,2.547385396303695204e-01,5.505895997418241095e+00,6.893405355687077929e+01,6.922780863313140287e+01
1.784694168898766975e+01,9.718240716699374504e-01,3.569074120455826282e+00,2.646699057943489564e+01,2.659682578495896621e+01
4.333978916345049015e+01,1.276468473554001060e-01,7.866284576828395991e+00,1.021961909394204042e+02,1.015424014860919470e+02
3.941468890468136266e+01,1.072322757521061709e-01,1.677753480874608627e+00,2.334653562766601453e+01,2.304048243867210388e+01
7.453192305874576107e+01,2.691269659687236526e-01,9.307323172158273650e+00,2.938004687016262437e+02,2.946370261866432543e+02
3.881099981788192110e+01,2.735058513336058872e-01,4.253830686216079293e+00,4.880189728003451677e+01,4.815652008034320630e+01
7.242540841828358111e+01,3.628961349269672620e-01,3.822311583301653215e+00,1.083797807411467886e+02,1.079639532609625689e+02
5.847350080903831326e+01,6.427203424911966945e-01,4.061179153852343404e+00,8.196177422021483494e+01,8.188065095882464561e+01
8.989595458520244620e+01,9.280620555937479921e-01,3.679214450684993309e+00,1.587143808814005865e+02,1.591188759174192739e+02
7.600286556492289947e+01,4.822338161451338312e-01,9.122944884518178199e+00,2.970120107405392673e+02,2.971378303358417270e+02
4.671268682827478358e+01,2.907200600868176110e-01,8.281198871680041762e+00,1.206948221847658971e+02,1.210658442644135704e+02
5.364185663785998770e+01,5.078442013139752298e-01,8.776762227521153648e+00,1.592677868898987015e+02,1.587341397734126929e+02
5.242471838788030425e+01,2.323701144423979403e-01,7.258959780100293635e+00,1.218937383534956496e+02,1.223661266504536513e+02
8.845321577666724977e+01,8.886608081142823856e-01,4.922933283960267303e+00,1.943196283027965308e+02,1.946041427110859559e+02
2.242325545412913002e+01,3.986099094815671595e-01,4.231883865452413573e+00,3.161038138405211129e+01,3.081309910649029504e+01
4.818070111856629012e+01,6.187804637555210929e-01,9.879341753322469444e+00,1.577487518902258898e+02,1.585187099941795168e+02
5.814208517331613280e+01,9.252826810181647987e-01,4.530667917760247576e+00,9.069890560919627376e+01,9.184510453928390916e+01
4.926005490148264698e+01,5.508359546252655781e-01,7.119527547404325141e+00,1.108144790333904695e+02,1.104301903548171140e+02
6.382256211989023598e+01,5.216506711569421917e-01,8.136022869013853409e+00,1.905146917634812098e+02,1.905425181717895668e+02
5.489587858778642726e+01,6.569672280382354845e-01,8.671920617054558633e+00,1.632521919890684217e+02,1.639509032806221853e+02
4.723261683957706936e+01,8.822194811300931860e-01,6.746286575011096076e+00,1.004468211060048333e+02,9.970620099129122593e+01
7.181316753543961795e+01,1.911329402437116909e-01,3.600482037898913301e+00,1.011696722003959792e+02,1.001747420408611049e+02
3.963902191376203632e+01,7.132793559426400254e-01,4.477471880124170411e+00,5.459189069783015213e+01,5.394341863673019333e+01
6.462109123021211587e+01,4.041878597062900091e-01,8.322246936153231189e+00,1.993957708729569163e+02,1.991122374797788837e+02
7.557025126004869264e+01,2.365460283814037890e-01,4.881873933154341927e+00,1.430726977800104578e+02,1.427834766740180044e+02
2.175819722144946411e+01,9.070787110937856834e-01,9.164187158640999087e+00,6.368144285304796881e+01,6.398511643996926779e+01
3.938068913544387328e+01,9.305355995772475186e-01,2.096838758533337010e-01,2.063304296490684919e+01,2.076731115088837853e+01
9.502341000387447423e+01,2.247314077503754781e-01,8.727752492779650595e+00,4.193949510914125653e+02,4.187719124590780098e+02
9.694191588063620202e+01,5.308978805822101021e-01,6.177024712033456488e+00,2.868082093807396973e+02,2.870918993657841156e+02
9.931498868220943166e+01,9.953522700144263879e-01,8.210615555367361651e+00,4.241934211025677541e+02,4.251304617734083422e+02
1.382732504994438116e+01,7.365462226488912467e-01,3.114280601550801997e+00,2.033218167863381964e+01,2.093070881816896289e+01
8.438578920206641953e+01,4.646772912921055543e-01,6.739032329379432085e+00,2.444503392893847433e+02,2.449458930132265095e+02
9.417482262947888216e+01,2.545169222618240967e-01,7.716856580505428553e+00,3.510887470144662643e+02,3.510988359787269246e+02
9.117499960497194422e+01,9.872840601858845488e-01,9.514822898748606761e+00,4.409147732664665114e+02,4.414065889637888063e+02
7.434471731325528765e+01,6.487123140355591788e-01,9.972639567755921419e+00,3.238814907743975482e+02,3.233984243644127332e+02
7.080574085991005973e+01,4.491698688280285623e-01,4.179503076662197891e+00,1.125555489845300485e+02,1.129310563030315677e+02
7.476459548395477839e+01,3.250320041473575561e-01,3.667543918851227325e+00,1.107834222978664513e+02,1.107397980881258803e+02
6.173972363323103707e+01,9.464201253469867181e-01,9.246373771741861702e+00,2.144042466841013379e+02,2.149696995330410516e+02
8.095780718589847424e+01,6.869238465011845429e-01,9.981449496102781538e+00,3.779572278244709764e+02,3.781902331000999311e+02
5.517366434205833770e+01,1.077302069739953239e-01,8.466312170164639994e+00,1.570169574327648832e+02,1.564720175399087054e+02
3.033437499021055217e+01,6.727249784257345322e-01,8.713236676406545200e+00,7.830601050702620114e+01,7.837000698376296270e+01
1.849141224803501871e+01,7.953272358375389484e-01,8.575611463931618772e+00,5.477991161194279357e+01,5.538902234684868375e+01
9.174301509721351522e+01,5.516232064592875295e-01,5.497004209185329060e+00,2.291563439620910572e+02,2.285917270195576521e+02
7.793910832627777552e+01,2.145374206892738944e-01,6.858475161540070530e+00,2.154838159991248858e+02,2.152042460600325455e+02
2.595177421843087728e+01,4.359497218867873780e-01,6.997861693563711682e+00,5.536161508821133737e+01,5.497727858401746914e+01
8.402124495910801727e+01,5.314479013231424576e-01,7.452618026912124272e+00,2.737121738315670427e+02,2.729643508613441441e+02
3.703120776317597063e+01,5.866475444658746374e-01,5.569957216236046449e+00,6.174203127328861740e+01,6.222266541092346870e+01
6.720894748977380573e+01,1.888760863066952234e-01,7.015692853215327318e-01,5.167314208764705796e+01,5.232864073914007008e+01
4.205375719738287899e+01,4.066938409015687927e-01,7.973684976132321189e+00,1.012177010944192688e+02,1.016177226979477837e+02
2.927467776975786506e+01,5.321417711819780294e-01,4.977148262910691123e+00,4.480171549552085253e+01,4.492300065323949099e+01
2.580478874045303783e+01,3.096971930905084713e-01,2.959012066698252230e-01,8.555326148526193109e+00,8.529310456368964566e+00
1.638552796699668335e+01,1.474783459704525901e-01,6.150316834215356465e+00,3.764763340574352668e+01,3.776732355600585578e+01
1.669947007551927243e+01,1.742783884420008866e-01,4.397242023073186346e+00,2.768947634832544935e+01,2.732369838977990995e+01
1.621811896593239410e+01,5.582820271412016755e-01,6.800153111000355466e+00,4.281326755070542589e+01,4.326019035093126064e+01
1.809268899736344594e+01,1.140014496749912482e-01,7.275363424333702866e-01,5.005118859034578982e+00,5.527865021053771422e+00
8.506263601000490837e+01,2.180330810907233352e-01,3.772263409514413635e+00,1.423793219660540785e+02,1.428455937330560346e+02
5.660274929647112430e+01,3.672273112345316726e-01,9.082265100706260696e+00,1.798623968390309642e+02,1.795969227301715705e+02
2.157256133195224379e+01,4.437774573552197843e-01,5.586402696409193069e+00,4.055397142624497775e+01,4.059317359721838159e+01
5.724951839945288157e+01,4.945092168697478030e-01,1.130098432748051218e+00,4.133576634514858483e+01,4.125287593565890631e+01
5.883668213986798179e+01,4.690276444973836556e-01,8.448453211060817480e+00,1.750356139046076862e+02,1.759299012985913464e+02
5.469328314497565202e+01,1.644966623459599431e-01,8.977326450344115472e+00,1.669755898241794512e+02,1.670654379251407420e+02
2.858377281552372295e+01,9.127127931996378285e-01,9.497648241230633559e+00,8.141809616749472411e+01,8.047706072052952209e+01
4.909580985020773625e+01,8.658212015186074195e-01,9.109966018980493629e+00,1.478712815245384604e+02,1.480705343499539879e+02
8.837708082124423470e+01,4.597841861499650795e-01,1.848244005267299928e+00,1.083491576048001264e+02,1.092902907293356236e+02
4.453619300065668085e+01,9.032875575918718480e-01,7.921681449069575720e+00,1.105381911651782900e+02,1.108807790232895769e+02
5.535867186209470958e+01,8.852135496292420358e-01,8.173897923691139766e+00,1.549826389280044907e+02,1.554223787830275967e+02
9.372181591675142442e+01,8.936835708551026380e-01,3.744312987860144659e+00,1.737724287257593119e+02,1.737904593591837568e+02
3.095212581499747273e+01,3.257964882413114105e-01,2.090179599822605816e-02,1.144676733310575223e+01,1.046107259001315981e+01
7.529569181256147203e+01,5.561389499329850716e-01,2.551340285770361760e+00,9.041201117402850684e+01,8.950688229700203635e+01
5.354572010535162008e+01,9.736123019931200995e-01,9.830700496583965275e+00,1.854683275918782783e+02,1.848453537045103303e+02
8.086311219696774799e+01,5.693548010411950688e-01,7.877295540265760732e-01,7.887654196570828447e+01,7.881312594718842490e+01
4.237061633432062990e+01,8.472303864858423683e-01,9.722513067716642254e+00,1.301555534541621171e+02,1.303105527024077617e+02
5.881227533865438772e+01,5.862687991812116639e-01,1.602106263705632694e+00,4.791393398736335030e+01,4.825864106343311022e+01
4.314573492863395643e+01,8.981161820433386511e-01,5.166621151048822469e-01,2.439609330553212985e+01,2.422586428414976822e+01
8.795343164076655285e+01,5.608614068307943290e-01,2.204913276450289672e+00,1.143738644594891269e+02,1.148523290886946739e+02
9.233361006927285075e+01,7.962158184987135900e-01,1.271525001634079555e+00,1.112073292702933429e+02,1.110674548911035373e+02
6.686391554686827021e+01,2.034653942083282652e-01,2.597748509655011251e+00,7.205251852935589341e+01,7.170027377168237592e+01
9.829182128165385279e+01,6.371223654944494497e-01,2.292809148762206206e+00,1.463056259378931259e+02,1.467314467956155681e+02
7.588501137170636923e+01,1.260295612297173684e-01,2.056193707862532527e+00,8.120036146990828740e+01,8.074313897835619969e+01
8.473815387714077474e+01,6.445645620246932550e-01,4.781839928862662958e+00,1.740303775260251200e+02,1.726658350606145689e+02
9.052485848757325471e+01,6.626830836385586565e-01,5.483290638115544624e+00,2.235177329070160965e+02,2.229877545275421369e+02
3.447151855895081951e+01,9.348134068498916704e-01,5.731637478910533989e-01,1.753813933296825311e+01,1.758521910571970182e+01
9.880101372853981445e+01,2.469733467630940704e-01,6.798952176079421150e+00,3.297093871941178804e+02,3.281692983145930498e+02
4.513726210085333435e+01,9.396554132892205313e-01,1.495264640371078979e+00,3.166241062166795572e+01,3.148384159857866749e+01
5.474912894342664771e+01,9.011238627781924526e-01,8.853628743669785806e+00,1.679184752793094617e+02,1.677524300999279490e+02
2.622913584966971712e+01,6.072679142218815329e-01,6.897122457284776686e-01,1.111301381642536690e+01,1.039978583194072748e+01
8.393309065029764326e+01,1.664372830370192125e-01,8.273243705843979612e+00,3.098660202057242827e+02,3.091247684734253767e+02
4.032078640220713339e+01,9.384039077680281782e-01,7.100719729590525553e+00,8.755980554632392909e+01,8.732857457227429165e+01
7.204100009363509116e+01,5.995968698534113184e-01,9.258983476288808134e+00,2.764623714226392508e+02,2.761888213378218211e+02
2.965200353814812217e+01,3.338510358446730719e-01,9.671869061513127530e-01,1.280488858792290330e+01,1.343484784261872100e+01
4.162267544996166180e+01,6.026039137196677054e-01,7.937756189405598128e-01,2.259024309657285556e+01,2.277767461913925473e+01
4.458200376546160726e+01,5.166309863024535209e-01,7.525585390038226130e+00,1.029438897981419530e+02,1.021534620753891573e+02
3.129615945421415901e+01,1.868670432846530893e-01,5.960052664635964170e+00,5.421741750000647642e+01,5.379009176508810697e+01
1.315570978622696785e+01,5.469563379419815075e-01,3.653005885899122340e+00,2.285847063588375860e+01,2.321104139944477396e+01
7.931880244875041797e+01,1.443854793319907237e-01,6.345380313787296611e-01,7.264731748663531619e+01,7.359530587111426314e+01
9.553191967510113614e+01,1.768660046954033394e-01,5.449024498934129657e-01,1.093617687114596606e+02,1.095550184583317730e+02
3.036230718006475726e+01,8.012532768692126606e-01,4.927676963933359744e+00,4.695286213873737324e+01,4.710821841106711361e+01
2.463862284736369901e+01,4.972379537599918020e-01,3.913428039548566773e+00,3.140250054531017554e+01,3.233287677739618005e+01
4.128437578200200164e+01,9.706631748419154437e-01,1.480930653325609470e+00,2.784958724948629794e+01,2.783825152747678899e+01
1.744894014667413273e+01,7.840615790889341463e-01,6.374556064957725976e-01,7.825248390299194057e+00,7.670697911131827418e+00
6.847595881869156642e+01,2.617213609813467401e-01,1.149069094810006852e+00,5.718482449402494439e+01,5.647820010287910719e+01
4.316972672796489974e+01,6.228157923703527832e-01,5.466592517345948643e+00,7.191810410447341440e+01,7.166159606335956767e+01
6.062306988401323338e+01,8.489998337519361060e-01,3.509028106296073979e+00,7.797349701855856097e+01,7.906285338985763644e+01
9.152649877284689239e+01,3.203398745258012603e-01,9.085885747083938924e+00,4.133940621132362594e+02,4.126831914169919173e+02
8.754213960045544241e+01,5.329438914994027998e-01,3.192166399628726392e+00,1.358371243993601070e+02,1.358427202527667248e+02
9.295091731422805026e+01,9.640144159849177719e-01,4.423778088540697428e-01,1.060029778652013022e+02,1.052988141512251445e+02
9.415519450942517210e+01,4.555116859806185303e-01,2.684188772033717640e+00,1.423123538132862222e+02,1.423765916873121000e+02
6.308374240778484676e+01,4.519084280119600727e-01,3.229243452330174957e+00,7.627081527484438084e+01,7.671463887657044722e+01
5.520702572766555249e+01,3.781272680820854104e-01,6.549699486296765905e+00,1.179890389498664547e+02,1.178672142899598612e+02
1.338536490733627105e+01,8.060955290123591466e-01,4.084566368124105118e+00,2.702301787486512197e+01,2.738819151001487029e+01
1.921971802420704734e+01,5.659740023708554890e-01,8.298794593868430436e-01,8.047890567660102690e+00,8.408312480414521062e+00
5.715310553871368171e+01,4.342816122004832247e-01,8.859603961162920704e-01,3.935977435696230486e+01,3.958328676501576382e+01
8.704074741500448908e+01,9.312067606076388504e-01,5.151788301209930587e+00,1.970256946721807481e+02,1.978838186718887187e+02
4.893711046405586984e+01,9.426145437343754763e-01,8.059189748216414984e+00,1.279277174481138388e+02,1.283171362251128755e+02
1.033564260577490757e+01,7.342884011845687287e-01,6.568538125947755546e+00,3.825799470244221112e+01,3.810551491937505375e+01
2.910727955756529184e+01,2.648825254657172223e-01,5.626366842225848153e+00,4.865663072999156213e+01,4.831621895574550507e+01
7.839733763977919523e+01,6.427276043633515235e-01,5.632666457764349488e+00,1.775045930835179888e+02,1.770819399097658220e+02
2.425761896768001691e+01,3.282434959207899960e-01,7.442984773170929103e+00,5.515116810108631284e+01,5.538910181990382142e+01
2.796187016398620528e+01,7.650123171918682408e-01,8.909780007030924764e+00,7.460540864651886750e+01,7.444354773939377878e+01
3.569824577831035128e+01,6.405362077408200960e-01,8.356440873031980132e+00,8.869164848806599366e+01,9.005623200756814128e+01
6.483550389053215213e+01,7.813514818094344783e-01,9.075543149358709982e+00,2.259459516681166633e+02,2.268671754709257300e+02
8.527649992936689216e+01,6.316516857562401999e-01,7.767874333882046400e+00,2.964435283301332333e+02,2.963362663303800559e+02
2.970053536851267495e+01,7.309219150297157075e-01,2.809513874754681062e+00,2.741122483383298203e+01,2.724665920675148811e+01
6.395210864033118270e+01,9.715717518346340675e-01,4.076374700536722351e+00,9.579577138853774443e+01,9.664085966519596127e+01
5.769465518320159703e+01,5.430132922819747021e-01,7.538691286879256381e+00,1.484337270014481192e+02,1.474920471107956246e+02
5.003777858285334190e+01,9.347684411207490829e-01,1.148223861350827768e+00,3.458020163642653699e+01,3.435442610677398534e+01
6.223784712902016736e+01,4.252317740103876975e-01,3.824852595329086835e-01,4.413042325042561487e+01,4.460580172592329973e+01
8.327066712152343086e+01,2.857084536854661572e-01,8.446219563977019007e+00,3.144744115084143345e+02,3.140183627229548620e+02
2.957392510106144456e+01,9.969663607285546014e-01,3.985210743996998595e+00,3.873693552595525347e+01,3.849852053940850993e+01
5.475107357914836115e+01,7.005575992382974126e-01,7.482516595286488048e+00,1.368051482593369599e+02,1.366295776762896139e+02
1.881285050315155161e+01,1.667414045767539876e-01,6.866680160344350803e+00,4.379589809370538944e+01,4.412630234195867018e+01
5.619137995618339687e+01,8.931240456713857023e-01,8.512990253566513843e+00,1.664694838056118158e+02,1.665382472480233673e+02
8.119070715882411093e+01,7.480895660462504315e-01,9.938168658487761320e+00,3.778748304052712115e+02,3.780758741104152705e+02
9.987030015865336452e+01,1.143413000659259382e-01,2.627708025783369372e+00,1.573944316254631417e+02,1.576920734880548025e+02
5.281237486772054979e+01,5.494596982368646909e-01,4.752192094961232627e+00,8.101254362526974262e+01,8.102751273935831478e+01
3.669430606297810016e+01,9.998702223715768556e-01,5.474142292618534356e+00,6.207458189622629163e+01,6.262986499535062990e+01
6.215532237254744530e+01,4.670494162851756004e-01,8.059424747121997967e+00,1.801811705993481212e+02,1.798166911637952978e+02
4.345768493295835810e+01,9.523679474257428224e-01,9.327097490328469576e+00,1.287573585738957149e+02,1.280392978260823895e+02
2.053021502076039440e+01,4.947124244570639817e-01,2.782377600781162030e+00,1.991552752340296806e+01,1.902709162099674600e+01
5.720487148274457923e+01,8.223035851910793781e-01,5.448622758432546398e+00,1.047258470418364169e+02,1.039153421523551941e+02
8.192221219052905212e+01,8.779250370444268148e-01,9.670512444125728635e+00,3.701363799112702964e+02,3.698611220464965186e+02
9.020145586358130174e+01,6.275376882054456429e-01,1.348128196075335516e+00,1.060320889253124648e+02,1.065471123719406279e+02
9.803000689303722481e+01,5.621836985906938366e-01,6.865981552630698204e+00,3.301187866441289316e+02,3.302058700228149064e+02
4.309521605727066884e+01,8.007525706837071988e-01,6.201103985525158180e+00,8.204696905469990043e+01,8.174769574993221966e+01
3.264986598233718951e+01,3.964694017477606858e-01,6.750417463192476042e+00,6.463689246441470004e+01,6.410196466790686998e+01
1.997386961916783576e+01,5.322902875644553999e-01,7.848236932860678472e+00,5.213676501331411828e+01,5.187232218764882674e+01
4.926087255694682909e+01,5.093675435162908771e-01,9.408139304825796856e+00,1.528345487905049254e+02,1.526327155978067083e+02
8.263244442223489727e+01,8.679536180438910398e-01,2.373711367657161730e+00,1.056372582657393195e+02,1.053547085702897306e+02
3.111803088620658997e+01,9.294110071040817544e-01,6.481489858328921549e+00,6.204218320905647488e+01,6.132591104868510712e+01
8.646098482596389090e+01,2.592108187383079243e-01,9.933178460467878779e+00,4.212647465911113045e+02,4.210268426805501463e+02
7.405633160368100221e+01,8.688262439921462521e-01,8.203924496188932380e+00,2.486588383247154468e+02,2.491674063914049952e+02
2.808485384734391488e+01,4.139300405927436310e-01,5.411131138778710437e+00,4.635107975318810247e+01,4.526377528239036963e+01
6.685763852253660389e+01,4.935346160268632154e-01,9.791889057988591105e+00,2.619002858287001345e+02,2.617799814924779298e+02
8.377229645141574110e+01,1.496312457398425999e-01,5.405281037928644228e-01,8.133542413952642391e+01,8.027474996211016389e+01
9.395833295088762327e+01,7.586675518264039964e-01,7.693548142390884692e+00,3.506981276015185927e+02,3.507896514068075362e+02
2.459932873269288223e+01,6.033459171596704529e-01,2.362874924402984522e+00,1.966150784054514133e+01,1.928776314509098810e+01
