t,N1,N2,R,dN1_dt
5.911182236447289462e+00,9.047242544696297273e+01,3.253987918405719437e+00,9.353805513828210394e+01,2.965160743333664328e+01
5.921184236847369498e+00,9.076947312087328612e+01,3.209038080770534762e+00,9.352541607033950299e+01,2.974597672376498636e+01
5.931186237247449533e+00,9.106746267265511108e+01,3.164434409450885610e+00,9.351269740978099776e+01,2.983994105652112339e+01
5.941188237647529569e+00,9.136638993194378600e+01,3.120178915344538506e+00,9.349989891482552196e+01,2.993347769974474915e+01
5.951190238047609604e+00,9.166625050243176531e+01,3.076273541908721487e+00,9.348702034727766375e+01,3.002656366517400244e+01
5.961192238447689640e+00,9.196703975804986442e+01,3.032720164046110334e+00,9.347406147317047953e+01,3.011917571788060854e+01
5.971194238847769675e+00,9.226875283814135287e+01,2.989520587808827123e+00,9.346102206655734790e+01,3.021129038415688939e+01
5.981196239247849711e+00,9.257138466386392395e+01,2.946676555144685405e+00,9.344790190667573881e+01,3.030288394062796797e+01
5.991198239647929746e+00,9.287492991192748093e+01,2.904189734565867376e+00,9.343470077791525341e+01,3.039393245445630853e+01
6.001200240048009782e+00,9.317938301220002018e+01,2.862061720367011564e+00,9.342141846999743393e+01,3.048441179440806792e+01
6.011202240448089817e+00,9.348473814770774482e+01,2.820294032625211500e+00,9.340805477797579215e+01,3.057429763954799284e+01
6.021204240848169853e+00,9.379098925463499370e+01,2.778888117200016605e+00,9.339460950223578095e+01,3.066356548833724105e+01
6.031206241248249889e+00,9.409813002232428403e+01,2.737845345733433522e+00,9.338108244849483697e+01,3.075219066813739843e+01
6.041208241648329924e+00,9.440615389323313877e+01,2.697167015636868559e+00,9.336747342781187342e+01,3.084014834517406101e+01
6.051210242048409960e+00,9.471505406048100895e+01,2.656854349894429479e+00,9.335378225896072024e+01,3.092741353592710141e+01
6.061212242448489995e+00,9.502482348073742457e+01,2.616908502131773950e+00,9.334000876954094394e+01,3.101396109849453708e+01
6.071214242848570031e+00,9.533545486009717251e+01,2.577330550712567003e+00,9.332615279368788208e+01,3.109976576560936934e+01
6.081216243248650066e+00,9.564694064603641266e+01,2.538121495901747959e+00,9.331221417250593220e+01,3.118480216759345680e+01
6.091218243648730102e+00,9.595927302741266374e+01,2.499282259865530431e+00,9.329819275406865131e+01,3.126904484502442472e+01
6.101220244048810137e+00,9.627244393446486015e+01,2.460813686671400546e+00,9.328408839341869907e+01,3.135246826183005808e+01
6.111222244448890173e+00,9.658644503881329513e+01,2.422716542288119612e+00,9.326990095256782354e+01,3.143504681880967411e+01
6.121224244848970208e+00,9.690126775346131183e+01,2.384991514585883543e+00,9.325563030050926727e+01,3.151675486757979883e+01
6.131226245249050244e+00,9.721690323795580468e+01,2.347639215417273828e+00,9.324127631539678873e+01,3.159756671648837312e+01
6.141228245649130280e+00,9.753334240842936254e+01,2.310660184775711556e+00,9.322683888566531607e+01,3.167745662803210394e+01
6.151230246049210315e+00,9.785057592329155796e+01,2.274054884815214894e+00,9.321231790792312211e+01,3.175639885759654391e+01
6.161232246449290351e+00,9.816859417996525394e+01,2.237823698458070165e+00,9.319771328722480064e+01,3.183436767479376428e+01
6.171234246849370386e+00,9.848738731488663234e+01,2.201966929394830519e+00,9.318302493707120959e+01,3.191133737968259254e+01
6.181236247249450422e+00,9.880694520350512278e+01,2.166484802084316375e+00,9.316825277940954209e+01,3.198728231939762168e+01
6.191238247649530457e+00,9.912725746028350216e+01,2.131377461753616309e+00,9.315339674463325537e+01,3.206217690518190011e+01
6.201240248049610493e+00,9.944831344091109315e+01,2.096644975087773588e+00,9.313845677197713258e+01,3.213599562674676235e+01
6.211242248449690528e+00,9.977010226043677221e+01,2.062287336734601073e+00,9.312343281249316362e+01,3.220871304127182810e+01
6.221244248849770564e+00,1.000926127850336513e+02,2.028304466604668121e+00,9.310832482754224770e+01,3.228030380240966934e+01
6.231246249249850599e+00,1.004158336262137965e+02,1.994696206665858451e+00,9.309313278812771841e+01,3.235074269179315820e+01
6.241248249649930635e+00,1.007397531411839537e+02,1.961462320982774177e+00,9.307785667497846305e+01,3.242000463747331196e+01
6.251250250050010671e+00,1.010643594328454071e+02,1.928602495716736254e+00,9.306249647854899365e+01,3.248806473293018371e+01
6.261252250450090706e+00,1.013896403497941066e+02,1.896116339125784922e+00,9.304705219901937596e+01,3.255489825643107338e+01
6.271254250850170742e+00,1.017155834880768452e+02,1.864003382066358405e+00,9.303152384646625705e+01,3.262048068832923775e+01
6.281256251250250777e+00,1.020421762136459165e+02,1.832263085316381268e+00,9.301591144338500783e+01,3.268478769634431558e+01
6.291258251650329925e+00,1.023694056563612946e+02,1.800894838128661801e+00,9.300021502416106500e+01,3.274779516160293014e+01
6.301260252050409960e+00,1.026972587052756580e+02,1.769897955038734150e+00,9.298443463388825592e+01,3.280947921235272702e+01
6.311262252450489996e+00,1.030257220100165227e+02,1.739271676099744868e+00,9.296857032844209812e+01,3.286981624295011528e+01
6.321264252850570031e+00,1.033547819807863419e+02,1.709015166882440484e+00,9.295262217447975672e+01,3.292878293434799986e+01
6.331266253250650067e+00,1.036844247883624917e+02,1.679127518475171721e+00,9.293659024944011549e+01,3.298635627484755162e+01
6.341268253650730102e+00,1.040146363691642222e+02,1.649607748918551220e+00,9.292047464189187167e+01,3.304251357383421350e+01
6.351270254050810138e+00,1.043454024524558861e+02,1.620454811931918648e+00,9.290427545397575670e+01,3.309723243896196720e+01
6.361272254450890173e+00,1.046767085468012937e+02,1.591667592640911177e+00,9.288799280018615434e+01,3.315049081724662727e+01
6.371274254850970209e+00,1.050085399422817005e+02,1.563244906588763250e+00,9.287162680658865099e+01,3.320226701942484482e+01
6.381276255251050245e+00,1.053408817114496401e+02,1.535185499943839460e+00,9.285517761084966537e+01,3.325253973964220933e+01
6.391278255651130280e+00,1.056737187093289094e+02,1.507488049499634997e+00,9.283864536223653374e+01,3.330128807640720368e+01
6.401280256051210316e+00,1.060070355736028915e+02,1.480151162722547875e+00,9.282203022162447326e+01,3.334849155344855376e+01
6.411282256451290351e+00,1.063408167461163174e+02,1.453173383941339658e+00,9.280533236277136666e+01,3.339413010794065428e+01
6.421284256851370387e+00,1.066750464828704850e+02,1.426553198191385041e+00,9.278855197351518314e+01,3.343818409073563913e+01
6.431286257251450422e+00,1.070097088449796843e+02,1.400289026744749643e+00,9.277168925399837462e+01,3.348063430854623590e+01
6.441288257651530458e+00,1.073447877035723650e+02,1.374379227884530152e+00,9.275474441654300506e+01,3.352146203961802229e+01
6.451290258051610493e+00,1.076802667397911790e+02,1.348822096904855439e+00,9.273771768565076457e+01,3.356064905405145993e+01
6.461292258451690529e+00,1.080161294447929521e+02,1.323615866110886330e+00,9.272060929800289841e+01,3.359817763419160741e+01
6.471294258851770564e+00,1.083523591328251428e+02,1.298758708415060026e+00,9.270341950303432554e+01,3.363403057485523817e+01
6.481296259251850600e+00,1.086889389669949963e+02,1.274248745454003462e+00,9.268614856475990393e+01,3.366819115802204010e+01
6.491298259651930636e+00,1.090258519447095011e+02,1.250084042238918114e+00,9.266879676017977374e+01,3.370064320025123550e+01
6.501300260052010671e+00,1.093630809050218318e+02,1.226262608040516788e+00,9.265136437881463394e+01,3.373137106573556565e+01
6.511302260452090707e+00,1.097006085287555663e+02,1.202782396418197175e+00,9.263385172270788814e+01,3.376035968506072038e+01
6.521304260852170742e+00,1.100384173385048143e+02,1.179641305220040737e+00,9.261625910642551673e+01,3.378759457410917832e+01
6.531306261252250778e+00,1.103764897115835026e+02,1.156837180075398264e+00,9.259858685751804330e+01,3.381306183235876972e+01
6.541308261652330813e+00,1.107148079074501936e+02,1.134367822765446787e+00,9.258083531817891298e+01,3.383674811226249091e+01
6.551310262052410849e+00,1.110533540542046325e+02,1.112230986241611319e+00,9.256300484378276394e+01,3.385864066401455119e+01
6.561312262452490884e+00,1.113921101561410296e+02,1.090424375530488765e+00,9.254509580234450539e+01,3.387872734621527115e+01
6.571314262852570920e+00,1.117310580938935232e+02,1.068945647767334917e+00,9.252710857452044024e+01,3.389699664255222444e+01
6.581316263252650955e+00,1.120701796245072472e+02,1.047792412213072399e+00,9.250904355360889042e+01,3.391343767847384072e+01
6.591318263652730991e+00,1.124094564022593659e+02,1.026962235869144591e+00,9.249090114622430292e+01,3.392804020337375448e+01
6.601320264052811027e+00,1.127488699959237124e+02,1.006452648953727547e+00,9.247268177343610773e+01,3.394079457293324253e+01
6.611322264452891062e+00,1.130884018808926044e+02,9.862611409717498834e-01,9.245438586917843793e+01,3.395169178584289682e+01
6.621324264852971098e+00,1.134280334449826455e+02,9.663851615955583174e-01,9.243601387993757612e+01,3.396072349228432330e+01
6.631326265253051133e+00,1.137677459884347257e+02,9.468221206649167776e-01,9.241756626475203973e+01,3.396788200826754434e+01
6.641328265653131169e+00,1.141075207267221003e+02,9.275693888954837929e-01,9.239904349526014471e+01,3.397316032525154128e+01
6.651330266053211204e+00,1.144473388220488772e+02,9.086243066351165076e-01,9.238044605682901533e+01,3.397655206830825847e+01
6.661332266453291240e+00,1.147871813814841033e+02,8.899841833381985090e-01,9.236177444845881723e+01,3.397805151132843804e+01
6.671334266853371275e+00,1.151270294588152012e+02,8.716462962601604358e-01,9.234302918148776484e+01,3.397765359528332851e+01
6.681336267253451311e+00,1.154668640567026472e+02,8.536078908672447563e-01,9.232421077952902522e+01,3.397535393712466600e+01
6.691338267653531346e+00,1.158066661266849877e+02,8.358661808376668390e-01,9.230531977847070380e+01,3.397114884123497802e+01
6.701340268053611382e+00,1.161464165861849409e+02,8.184183525350116062e-01,9.228635672685787483e+01,3.396503528103081493e+01
6.711342268453691418e+00,1.164860963402170455e+02,8.012615714258189969e-01,9.226732218690118259e+01,3.395701086708194083e+01
6.721344268853771453e+00,1.168256862731815033e+02,7.843929783240518594e-01,9.224821673306483660e+01,3.394707387903155649e+01
6.731346269253851489e+00,1.171651672541855618e+02,7.678096900775047695e-01,9.222904095164453508e+01,3.393522326918309062e+01
6.741348269653931524e+00,1.175045201370436416e+02,7.515087995678033650e-01,9.220979544076745071e+01,3.392145867114906821e+01
6.751350270054010672e+00,1.178437257672575669e+02,7.354873774989525437e-01,9.219048081049618304e+01,3.390578039598743487e+01
6.761352270454090707e+00,1.181827650122968123e+02,7.197424808689175668e-01,9.217109768382300672e+01,3.388818938237689338e+01
6.771354270854170743e+00,1.185216187539989079e+02,7.042711501506807581e-01,9.215164669586052071e+01,3.386868722096886586e+01
6.781356271254250778e+00,1.188602678928096168e+02,6.890704091873749437e-01,9.213212849297796936e+01,3.384727615978115978e+01
6.791358271654330814e+00,1.191986933483021858e+02,6.741372652999491066e-01,9.211254373278926266e+01,3.382395910928473626e+01
6.801360272054410849e+00,1.195368760628628024e+02,6.594687102147742674e-01,9.209289308418520648e+01,3.379873964143405374e+01
6.811362272454490885e+00,1.198747970304525694e+02,6.450617279562391726e-01,9.207317722809878546e+01,3.377162193937947166e+01
6.821364272854570920e+00,1.202124372941284776e+02,6.309132937752892634e-01,9.205339685710671915e+01,3.374261080791350054e+01
6.831366273254650956e+00,1.205497779474394378e+02,6.170203731566309413e-01,9.203355267436549525e+01,3.371171168215889224e+01
6.841368273654730991e+00,1.208868001354454691e+02,6.033799220110722672e-01,9.201364539356914918e+01,3.367893062929329773e+01
6.851370274054811027e+00,1.212234850577242753e+02,5.899888874299596964e-01,9.199367573896485339e+01,3.364427434596693445e+01
6.861372274454891063e+00,1.215598139950840704e+02,5.768442149788687301e-01,9.197364444597228328e+01,3.360775010808180241e+01
6.871374274854971098e+00,1.218957683087086536e+02,5.639428481095161150e-01,9.195355226085183631e+01,3.356936577547708112e+01
6.881376275255051134e+00,1.222313294402168680e+02,5.512817268981171637e-01,9.193339993964706025e+01,3.352912980025963208e+01
6.891378275655131169e+00,1.225664789126268488e+02,5.388577882197166380e-01,9.191318824813393462e+01,3.348705122610792984e+01
6.901380276055211205e+00,1.229011983342350618e+02,5.266679667337462734e-01,9.189291796183826477e+01,3.344313968133240422e+01
6.911382276455291240e+00,1.232354694241223996e+02,5.147092018857852835e-01,9.187258986659207949e+01,3.339740532692209030e+01
6.921384276855371276e+00,1.235692740090715489e+02,5.029784365564112791e-01,9.185220475801261841e+01,3.334985886441212699e+01
6.931386277255451311e+00,1.239025940237891774e+02,4.914726160689377732e-01,9.183176344059661744e+01,3.330051154042141093e+01
6.941388277655531347e+00,1.242354115114620043e+02,4.801886882941476253e-01,9.181126672769134700e+01,3.324937514422423135e+01
6.951390278055611383e+00,1.245677086304922909e+02,4.691236053988635524e-01,9.179071544153246975e+01,3.319646199256894192e+01
6.961392278455691418e+00,1.248994676774068182e+02,4.582743302066801250e-01,9.177011041373947364e+01,3.314178487899569348e+01
6.971394278855771454e+00,1.252306710800895360e+02,4.476378335698562028e-01,9.174945248446938706e+01,3.308535708917715823e+01
6.981396279255851489e+00,1.255613013988808717e+02,4.372110939664780593e-01,9.172874250179540923e+01,3.302719239961442099e+01
6.991398279655931525e+00,1.258913413267787149e+02,4.269910975449383028e-01,9.170798132170050110e+01,3.296730507371009367e+01
7.001400280056011560e+00,1.262207737022314404e+02,4.169748415323306090e-01,9.168716980817742979e+01,3.290570983139859607e+01
7.011402280456091596e+00,1.265495815232054611e+02,4.071593381721752003e-01,9.166630883351126613e+01,3.284242181395563875e+01
7.021404280856171631e+00,1.268777479403026973e+02,3.975416118446192804e-01,9.164539927719418699e+01,3.277745659974711856e+01
7.031406281256251667e+00,1.272052562577132875e+02,3.881186990328043263e-01,9.162444202565227158e+01,3.271083019898034649e+01
7.041408281656331702e+00,1.275320899348097896e+02,3.788876487323298292e-01,9.160343797223397644e+01,3.264255904517743545e+01
7.051410282056411738e+00,1.278582326047202997e+02,3.698455275730396230e-01,9.158238801744616353e+01,3.257265994900489403e+01
7.061412282456491774e+00,1.281836680754885549e+02,3.609894198732990223e-01,9.156129306867030948e+01,3.250115009092635177e+01
7.071414282856571809e+00,1.285083803262824915e+02,3.523164258160864093e-01,9.154015403927819250e+01,3.242804702803485384e+01
7.081416283256651845e+00,1.288323535078170607e+02,3.438236615071225133e-01,9.151897184857493528e+01,3.235336868701654112e+01
7.091418283656731880e+00,1.291555719495397909e+02,3.355082609133516747e-01,9.149774742180210296e+01,3.227713334179138371e+01
7.101420284056811916e+00,1.294780201753405038e+02,3.273673802923647291e-01,9.147648169036499155e+01,3.219935957058211784e+01
7.111422284456891951e+00,1.297996828959306299e+02,3.193981954292205994e-01,9.145517559096853688e+01,3.212006626954840982e+01
7.121424284856971987e+00,1.301205450085443545e+02,3.115979012443882978e-01,9.143383006524219070e+01,3.203927264797657415e+01
7.131426285257052022e+00,1.304405915982069928e+02,3.039637121313426560e-01,9.141244605972308079e+01,3.195699821789513351e+01
7.141428285657132058e+00,1.307598079528787878e+02,2.964928662208560217e-01,9.139102452598162074e+01,3.187326275120702235e+01
7.151430286057212093e+00,1.310781795638575034e+02,2.891826252828971211e-01,9.136956642031469755e+01,3.178808627164675471e+01
7.161432286457292129e+00,1.313956921209119457e+02,2.820302728500565514e-01,9.134807270298679782e+01,3.170148906102767938e+01
7.171434286857372165e+00,1.317123315125110992e+02,2.750331142456954869e-01,9.132654433817968709e+01,3.161349165061928801e+01
7.181436287257452200e+00,1.320280838339253933e+02,2.681884788635678918e-01,9.130498229398092747e+01,3.152411479365041203e+01
7.191438287657532236e+00,1.323429353969852968e+02,2.614937229538527586e-01,9.128338754243470987e+01,3.143337943309904858e+01
7.201440288057612271e+00,1.326568727221451525e+02,2.549462269228598421e-01,9.126176105871921607e+01,3.134130671445391414e+01
7.211442288457692307e+00,1.329698825379431923e+02,2.485433950655856206e-01,9.124010382094230920e+01,3.124791797888568112e+01
7.221444288857771454e+00,1.332819517839919001e+02,2.422826564177246456e-01,9.121841681010961622e+01,3.115323474710422857e+01
7.231446289257851490e+00,1.335930676238966441e+02,2.361614685199746599e-01,9.119670101019774222e+01,3.105727867830665900e+01
7.241448289657931525e+00,1.339032174390173680e+02,2.301773153867360255e-01,9.117495740757669864e+01,3.096007157747536098e+01
7.251450290058011561e+00,1.342123888257171700e+02,2.243277065425196837e-01,9.115318699058407503e+01,3.086163539400234157e+01
7.261452290458091596e+00,1.345205695963390440e+02,2.186101773052750441e-01,9.113139074949867791e+01,3.076199221002402595e+01
7.271454290858171632e+00,1.348277477900805650e+02,2.130222920117555152e-01,9.110956967655575056e+01,3.066116420340748761e+01
7.281456291258251667e+00,1.351339116714534612e+02,2.075616434908342522e-01,9.108772476561524911e+01,3.055917364240348633e+01
7.291458291658331703e+00,1.354390497246924951e+02,2.022258512928684082e-01,9.106585701159615098e+01,3.045604289112715435e+01
7.301460292058411738e+00,1.357431506539793986e+02,1.970125617523382500e-01,9.104396741043434815e+01,3.035179439961777348e+01
7.311462292458491774e+00,1.360462033912873494e+02,1.919194503718022471e-01,9.102205695904909533e+01,3.024645067374078877e+01
7.321464292858571810e+00,1.363481970987099317e+02,1.869442225256220946e-01,9.100012665516686639e+01,3.014003425931521463e+01
7.331466293258651845e+00,1.366491211610023697e+02,1.820846112061804689e-01,9.097817749671597198e+01,3.003256775205531426e+01
7.341468293658731881e+00,1.369489651852538827e+02,1.773383769281938194e-01,9.095621048175067358e+01,2.992407378899871162e+01
7.351470294058811916e+00,1.372477190062689658e+02,1.727033094213094033e-01,9.093422660839223681e+01,2.981457502430983908e+01
7.361472294458891952e+00,1.375453726910220382e+02,1.681772290343133691e-01,9.091222687472544806e+01,2.970409410735578604e+01
7.371474294858971987e+00,1.378419165304176204e+02,1.637579843266987467e-01,9.089021227821972104e+01,2.959265369448416294e+01
7.381476295259052023e+00,1.381373410383799865e+02,1.594434518177021698e-01,9.086818381561793956e+01,2.948027644196965014e+01
7.391478295659132058e+00,1.384316369556015331e+02,1.552315372210046063e-01,9.084614248286902694e+01,2.936698498589457529e+01
7.401480296059212094e+00,1.387247952546727845e+02,1.511201771125828264e-01,9.082408927504467044e+01,2.925280191800435148e+01
7.411482296459292129e+00,1.390168071317270631e+02,1.471073365576131553e-01,9.080202518581556603e+01,2.913774979776771090e+01
7.421484296859372165e+00,1.393076640049981734e+02,1.431910087289443856e-01,9.077995120731679890e+01,2.902185114677762101e+01
7.431486297259452201e+00,1.395973575176040242e+02,1.393692158780676649e-01,9.075786833007907717e+01,2.890512843115113384e+01
7.441488297659532236e+00,1.398858795424372659e+02,1.356400109883429961e-01,9.073577754294142039e+01,2.878760403770203880e+01
7.451490298059612272e+00,1.401732221739270869e+02,1.320014754973848070e-01,9.071367983258480194e+01,2.866930028581178647e+01
7.461492298459692307e+00,1.404593777262500680e+02,1.284517188411593291e-01,9.069157618339308158e+01,2.855023942289529515e+01
7.471494298859772343e+00,1.407443387355942548e+02,1.249888792975979851e-01,9.066946757738246276e+01,2.843044360821947691e+01
7.481496299259852378e+00,1.410280979642996613e+02,1.216111254636818850e-01,9.064735499410271302e+01,2.830993489093706472e+01
7.491498299659932414e+00,1.413106483927246018e+02,1.183166540644695897e-01,9.062523941022048746e+01,2.818873522189447556e+01
7.501500300060012449e+00,1.415919832173734108e+02,1.151036894936457305e-01,9.060312179939289479e+01,2.806686644958685406e+01
7.511502300460092485e+00,1.418720958529219729e+02,1.119704846234806095e-01,9.058100313219347299e+01,2.794435030463648673e+01
7.521504300860172521e+00,1.421509799352855623e+02,1.089153219981600779e-01,9.055888437599897145e+01,2.782120838076896518e+01
7.531506301260252556e+00,1.424286293135513120e+02,1.059365117148971386e-01,9.053676649461684178e+01,2.769746214672607465e+01
7.541508301660332592e+00,1.427050380482805281e+02,1.030323910257198439e-01,9.051465044818279182e+01,2.757313294214025490e+01
7.551510302060412627e+00,1.429802004134778031e+02,1.002013251800807220e-01,9.049253719308045163e+01,2.744824196213010481e+01
7.561512302460492663e+00,1.432541108982908895e+02,9.744170823707631879e-02,9.047042768181219685e+01,2.732281024222841381e+01
7.571514302860572698e+00,1.435267641991059122e+02,9.475196104007944931e-02,9.044832286267173060e+01,2.719685867021109260e+01
7.581516303260652734e+00,1.437981552182091605e+02,9.213053092494064011e-02,9.042622367966849595e+01,2.707040798147165361e+01
7.591518303660732769e+00,1.440682790658009083e+02,8.957589263671775215e-02,9.040413107243921331e+01,2.694347874339229065e+01
7.601520304060812805e+00,1.443371310600201696e+02,8.708654866327947275e-02,9.038204597610148028e+01,2.681609134525733396e+01
7.611522304460892840e+00,1.446047067194865008e+02,8.466102737264705191e-02,9.035996932097812362e+01,2.668826600932023752e+01
7.621524304860972876e+00,1.448710017624029831e+02,8.229788285032457740e-02,9.033790203254412177e+01,2.656002278545796003e+01
7.631526305261052912e+00,1.451360121086102026e+02,7.999569589585177332e-02,9.031584503132749830e+01,2.643138153528816758e+01
7.641528305661132947e+00,1.453997338776862591e+02,7.775307380083386344e-02,9.029379923274919406e+01,2.630236192792878569e+01
7.651530306061212983e+00,1.456621633823557715e+02,7.556864874979857261e-02,9.027176554690585419e+01,2.617298344926826559e+01
7.661532306461293018e+00,1.459232971280160882e+02,7.344107779365501021e-02,9.024974487852975358e+01,2.604326539583863109e+01
7.671534306861373054e+00,1.461831318146769831e+02,7.136904387764234081e-02,9.022773812687727002e+01,2.591322685914598623e+01
7.681536307261453089e+00,1.464416643330816612e+02,6.935125504729085233e-02,9.020574618556410940e+01,2.578288672756585242e+01
7.691538307661532237e+00,1.466988917594118504e+02,6.738644321010994753e-02,9.018376994240929889e+01,2.565226369276076923e+01
7.701540308061612272e+00,1.469548113551446420e+02,6.547336424878466565e-02,9.016181027939458659e+01,2.552137624276875272e+01
7.711542308461692308e+00,1.472094205685532415e+02,6.361079896126813071e-02,9.013986807254298128e+01,2.539024264767807892e+01
7.721544308861772343e+00,1.474627170291197444e+02,6.179755178135764443e-02,9.011794419176200677e+01,2.525888096694060891e+01
7.731546309261852379e+00,1.477146985438226352e+02,6.003244995326049993e-02,9.009603950074485113e+01,2.512730905227921596e+01
7.741548309661932414e+00,1.479653630971833422e+02,5.831434379808869001e-02,9.007415485691349488e+01,2.499554453993351189e+01
7.751550310062012450e+00,1.482147088518729845e+02,5.664210736880654490e-02,9.005229111129914088e+01,2.486360483953168199e+01
7.761552310462092485e+00,1.484627341420642210e+02,5.501463690561728820e-02,9.003044910840263526e+01,2.473150714478772016e+01
7.771554310862172521e+00,1.487094374712884246e+02,5.343085039485985510e-02,9.000862968614165993e+01,2.459926843303244226e+01
7.781556311262252557e+00,1.489548175126780620e+02,5.188968801715110324e-02,8.998683367577071124e+01,2.446690545635078706e+01
7.791558311662332592e+00,1.491988731078525632e+02,5.039011226030280094e-02,8.996506190176882001e+01,2.433443473624480191e+01
7.801560312062412628e+00,1.494416032605130624e+02,4.893110645886825788e-02,8.994331518173417805e+01,2.420187257418808713e+01
7.811562312462492663e+00,1.496830071353962524e+02,4.751167463118444872e-02,8.992159432635422434e+01,2.406923504880961673e+01
7.821564312862572699e+00,1.499230840585935312e+02,4.613084206142219201e-02,8.989990013930309942e+01,2.393653800633882156e+01
7.831566313262652734e+00,1.501618335143176353e+02,4.478765476644305105e-02,8.987823341714758385e+01,2.380379706222899472e+01
7.841568313662732770e+00,1.503992551398656587e+02,4.348117838659706913e-02,8.985659494928253821e+01,2.367102760870264433e+01
7.851570314062812805e+00,1.506353487251075762e+02,4.221049821418859649e-02,8.983498551789901398e+01,2.353824481054450501e+01
7.861572314462892841e+00,1.508701142125116803e+02,4.097471974780048792e-02,8.981340589786928774e+01,2.340546359635939666e+01
7.871574314862972876e+00,1.511035516921554063e+02,3.977296763325000734e-02,8.979185685668490180e+01,2.327269866606374649e+01
7.881576315263052912e+00,1.513356613985386616e+02,3.860438500474930312e-02,8.977033915442356715e+01,2.313996449422623414e+01
7.891578315663132948e+00,1.515664437101723365e+02,3.746813367329540623e-02,8.974885354369480694e+01,2.300727532493236538e+01
7.901580316063212983e+00,1.517958991487963374e+02,3.636339439334555779e-02,8.972740076953893151e+01,2.287464516628816114e+01
7.911582316463293019e+00,1.520240283736003732e+02,3.528936560433481445e-02,8.970598156939580292e+01,2.274208780058947355e+01
7.921584316863373054e+00,1.522508321796857729e+02,3.424526315437455976e-02,8.968459667308910355e+01,2.260961678401913844e+01
7.931586317263453090e+00,1.524763114976780400e+02,3.323032064101763550e-02,8.966324680274306047e+01,2.247724544064577401e+01
7.941588317663533125e+00,1.527004673912596786e+02,3.224378913383811607e-02,8.964193267271717502e+01,2.234498686285986935e+01
7.951590318063613161e+00,1.529233010522653160e+02,3.128493613111541644e-02,8.962065498960119214e+01,2.221285391978196344e+01
7.961592318463693196e+00,1.531448137999447283e+02,3.035304551101133952e-02,8.959941445219611467e+01,2.208085925501452351e+01
7.971594318863773232e+00,1.533650070803805647e+02,2.944741790882430751e-02,8.957821175141208414e+01,2.194901528083283182e+01
7.981596319263853268e+00,1.535838824623972414e+02,2.856736992568436467e-02,8.955704757025490892e+01,2.181733418433569227e+01
7.991598319663933303e+00,1.538014416343696098e+02,2.771223348800188127e-02,8.953592258383201852e+01,2.168582793193611025e+01
8.001600320064012450e+00,1.540176864035653068e+02,2.688135594096783751e-02,8.951483745931165004e+01,2.155450826626086780e+01
8.011602320464092486e+00,1.542326186950772922e+02,2.607410024516079033e-02,8.949379285583407295e+01,2.142338670250434518e+01
8.021604320864172522e+00,1.544462405468576947e+02,2.528984394268917260e-02,8.947278942454146033e+01,2.129247453761599473e+01
8.031606321264252557e+00,1.546585541081731492e+02,2.452797888665373544e-02,8.945182780858125682e+01,2.116178285108162527e+01
8.041608321664332593e+00,1.548695616388503424e+02,2.378791145999510637e-02,8.943090864303503906e+01,2.103132250117994317e+01
8.051610322064412628e+00,1.550792655069564034e+02,2.306906233931406425e-02,8.941003255487986223e+01,2.090110412611157642e+01
8.061612322464492664e+00,1.552876681845169458e+02,2.237086561961270856e-02,8.938920016303551108e+01,2.077113815186776691e+01
8.071614322864572699e+00,1.554947722467527456e+02,2.169276875484994413e-02,8.936841207835492185e+01,2.064143479109345947e+01
8.081616323264652735e+00,1.557005803711028022e+02,2.103423280955096092e-02,8.934766890353441227e+01,2.051200403952625351e+01
8.091618323664732770e+00,1.559050953336486600e+02,2.039473180171169631e-02,8.932697123314234489e+01,2.038285568184715402e+01
8.101620324064812806e+00,1.561083200063459344e+02,1.977375217008287001e-02,8.930631965365805058e+01,2.025399929607803529e+01
8.111622324464892841e+00,1.563102573562497355e+02,1.917079282808626869e-02,8.928571474343929992e+01,2.012544425180545460e+01
8.121624324864972877e+00,1.565109104442115040e+02,1.858536527670810734e-02,8.926515707264931621e+01,1.999719970830010141e+01
8.131626325265052913e+00,1.567102824206403398e+02,1.801699275562864550e-02,8.924464720333577361e+01,1.986927462279469125e+01
8.141628325665132948e+00,1.569083765241642823e+02,1.746521002079394480e-02,8.922418568944920025e+01,1.974167775164833927e+01
8.151630326065212984e+00,1.571051960806644558e+02,1.692956349026341137e-02,8.920377307678167256e+01,1.961441764819409173e+01
8.161632326465293019e+00,1.573007445010779577e+02,1.640961102115298317e-02,8.918340990295391180e+01,1.948750266459155256e+01
8.171634326865373055e+00,1.574950252777839523e+02,1.590492119826993067e-02,8.916309669750285138e+01,1.936094095887273170e+01
8.181636327265453090e+00,1.576880419838865066e+02,1.541507327907564069e-02,8.914283398187968999e+01,1.923474049454640067e+01
8.191638327665533126e+00,1.578797982720206790e+02,1.493965736171568547e-02,8.912262226937214393e+01,1.910890903866189205e+01
8.201640328065613161e+00,1.580702978712841116e+02,1.447827384466759265e-02,8.910246206516697498e+01,1.898345416724404799e+01
8.211642328465693197e+00,1.582595445848782845e+02,1.403053299046086097e-02,8.908235386641450759e+01,1.885838326945221155e+01
8.221644328865773232e+00,1.584475422893017935e+02,1.359605495063619107e-02,8.906229816220537998e+01,1.873370354680258743e+01
8.231646329265853268e+00,1.586342949329871885e+02,1.317446983970550420e-02,8.904229543350935216e+01,1.860942201238664495e+01
