t,S,X,I,active_first_fraction,dX_dt
9.137827565513103423e+01,1.814209488409745108e-01,9.680843462073850381e-01,5.049470495164070510e-02,9.998959940628435739e-01,-2.423971852961009662e-10
9.145829165833167451e+01,1.814209490116076018e-01,9.680843461360787439e-01,5.049470485231390832e-02,9.998959940603733276e-01,-1.474614289320442611e-10
9.153830766153231480e+01,1.814209491759987691e-01,9.680843460673809187e-01,5.049470475662058006e-02,9.998959940579933425e-01,-5.599854558382432905e-11
9.161832366473295508e+01,1.814209493292166520e-01,9.680843460033523584e-01,5.049470466743129216e-02,9.998959940557752279e-01,2.924780483011542485e-11
9.169833966793359536e+01,1.814209494669945799e-01,9.680843459457759703e-01,5.049470458722972455e-02,9.998959940537804902e-01,1.059038053932641102e-10
9.177835567113423565e+01,1.814209495857305732e-01,9.680843458961571057e-01,5.049470451811260974e-02,9.998959940520615319e-01,1.719653534544761648e-10
9.185837167433487593e+01,1.814209496824873702e-01,9.680843458557231163e-01,5.049470446178974670e-02,9.998959940506607635e-01,2.257982590983788083e-10
9.193838767753551622e+01,1.814209497549923999e-01,9.680843458254237976e-01,5.049470441958403555e-02,9.998959940496110477e-01,2.661381008069873630e-10
9.201840368073615650e+01,1.814209498016377542e-01,9.680843458059310569e-01,5.049470439243142206e-02,9.998959940489358100e-01,2.920903784606958847e-10
9.209841968393679679e+01,1.814209498214802707e-01,9.680843457976390232e-01,5.049470438088094620e-02,9.998959940486484843e-01,3.031301958945748497e-10
9.217843568713743707e+01,1.814209498142414501e-01,9.680843458006640478e-01,5.049470438509471443e-02,9.998959940487532894e-01,2.991027316870124145e-10
9.225845169033807736e+01,1.814209497803075388e-01,9.680843458148448155e-01,5.049470440484789963e-02,9.998959940492445631e-01,2.802228138186788806e-10
9.233846769353871764e+01,1.814209497207294186e-01,9.680843458397420109e-01,5.049470443952876197e-02,9.998959940501070953e-01,2.470751392819118962e-10
9.241848369673935792e+01,1.814209496372227448e-01,9.680843458746388741e-01,5.049470448813863505e-02,9.998959940513161282e-01,2.006142324473000935e-10
9.249849969993999821e+01,1.814209495321677801e-01,9.680843459185405342e-01,5.049470454929191193e-02,9.998959940528370227e-01,1.421644266824857975e-10
9.257851570314063849e+01,1.814209494086095609e-01,9.680843459701745646e-01,5.049470462121606606e-02,9.998959940546258141e-01,7.341994240333944046e-11
9.265853170634127878e+01,1.814209492702578141e-01,9.680843460279907609e-01,5.049470470175165815e-02,9.998959940566287674e-01,-3.555343288350087168e-12
9.273854770954191906e+01,1.814209491214869296e-01,9.680843460901610298e-01,5.049470478835231535e-02,9.998959940587824891e-01,-8.632750768180971011e-11
9.281856371274255935e+01,1.814209489673360154e-01,9.680843461545795003e-01,5.049470487808471741e-02,9.998959940610142594e-01,-1.720929387765145076e-10
9.289857971594319963e+01,1.814209488135088699e-01,9.680843462188627457e-01,5.049470496762865912e-02,9.998959940632412557e-01,-2.576782821841804092e-10
9.297859571914383991e+01,1.814209486663740101e-01,9.680843462803492283e-01,5.049470505327696701e-02,9.998959940653713296e-01,-3.395402374872205985e-10
9.305861172234448020e+01,1.814209485329646154e-01,9.680843463361000767e-01,5.049470513093557572e-02,9.998959940673027846e-01,-4.137656734206150209e-10
9.313862772554510627e+01,1.814209484209786116e-01,9.680843463828981976e-01,5.049470519612347247e-02,9.998959940689240433e-01,-4.760717087027822330e-10
9.321864372874574656e+01,1.814209483387785593e-01,9.680843464172489421e-01,5.049470524397273175e-02,9.998959940701140914e-01,-5.218056482070410849e-10
9.329865973194638684e+01,1.814209482953918207e-01,9.680843464353798833e-01,5.049470526922848757e-02,9.998959940707421445e-01,-5.459448799120058739e-10
9.337867573514702713e+01,1.814209483005103374e-01,9.680843464332409276e-01,5.049470526624896122e-02,9.998959940706680927e-01,-5.430970816903337962e-10
9.345869173834766741e+01,1.814209483644908250e-01,9.680843464065039816e-01,5.049470522900544045e-02,9.998959940697418336e-01,-5.075000464338496069e-10
9.353870774154830769e+01,1.814209484768614100e-01,9.680843463595452114e-01,5.049470516359368805e-02,9.998959940681150238e-01,-4.449800154937499108e-10
9.361872374474894798e+01,1.814209486142191741e-01,9.680843463021443496e-01,5.049470508363669563e-02,9.998959940661263923e-01,-3.685578020652412109e-10
9.369873974794958826e+01,1.814209487686969935e-01,9.680843462375892106e-01,5.049470499371400134e-02,9.998959940638900701e-01,-2.826104576642806962e-10
9.377875575115022855e+01,1.814209489330660952e-01,9.680843461689006002e-01,5.049470489803352391e-02,9.998959940615104180e-01,-1.911598308413558590e-10
9.385877175435086883e+01,1.814209491007359176e-01,9.680843460988326488e-01,5.049470480043165288e-02,9.998959940590830264e-01,-9.787278959232529064e-11
9.393878775755150912e+01,1.814209492657543055e-01,9.680843460298726999e-01,5.049470470437322778e-02,9.998959940566940485e-01,-6.060928524041040853e-12
9.401880376075214940e+01,1.814209494228072594e-01,9.680843459642415327e-01,5.049470461295151730e-02,9.998959940544204228e-01,8.131918897363780597e-11
9.409881976395278969e+01,1.814209495672191863e-01,9.680843459038928067e-01,5.049470452888825400e-02,9.998959940523297618e-01,1.616661171198588553e-10
9.417883576715342997e+01,1.814209496949526768e-01,9.680843458505139498e-01,5.049470445453362738e-02,9.998959940504804633e-01,2.327336425785800124e-10
9.425885177035407025e+01,1.814209498026086997e-01,9.680843458055252704e-01,5.049470439186624915e-02,9.998959940489219322e-01,2.926306012676305452e-10
9.433886777355471054e+01,1.814209498874264359e-01,9.680843457700806232e-01,5.049470434249320877e-02,9.998959940476940256e-01,3.398209564325436299e-10
9.441888377675535082e+01,1.814209499472833886e-01,9.680843457450668543e-01,5.049470430765003182e-02,9.998959940468274965e-01,3.731237583918978674e-10
9.449889977995599111e+01,1.814209499806953285e-01,9.680843457311042455e-01,5.049470428820067996e-02,9.998959940463437723e-01,3.917132444616881922e-10
9.457891578315663139e+01,1.814209499868163489e-01,9.680843457285462916e-01,5.049470428463759264e-02,9.998959940462551765e-01,3.951188465840222322e-10
9.465893178635727168e+01,1.814209499654387825e-01,9.680843457374798122e-01,5.049470429708163149e-02,9.998959940465645957e-01,3.832249231451601430e-10
9.473894778955791196e+01,1.814209499169932849e-01,9.680843457577248401e-01,5.049470432528211511e-02,9.998959940472660346e-01,3.562711596858908273e-10
9.481896379275855224e+01,1.814209498425487788e-01,9.680843457888346215e-01,5.049470436861681899e-02,9.998959940483437281e-01,3.148522191987386452e-10
9.489897979595919253e+01,1.814209497438124818e-01,9.680843458300958382e-01,5.049470442609196863e-02,9.998959940497731402e-01,2.599179603363561206e-10
9.497899579915983281e+01,1.814209496231298513e-01,9.680843458805281632e-01,5.049470449634221175e-02,9.998959940515202982e-01,1.927733139126379244e-10
9.505901180236047310e+01,1.814209494834847503e-01,9.680843459388848160e-01,5.049470457763068076e-02,9.998959940535419033e-01,1.150784879444628719e-10
9.513902780556111338e+01,1.814209493284991703e-01,9.680843460036521186e-01,5.049470466784893724e-02,9.998959940557856640e-01,2.884863561927846203e-11
9.521904380876175367e+01,1.814209491624335369e-01,9.680843460730497174e-01,5.049470476451699275e-02,9.998959940581898520e-01,-6.354588587540030412e-11
9.529905981196239395e+01,1.814209489901864314e-01,9.680843461450304721e-01,5.049470486478331577e-02,9.998959940606834129e-01,-1.593796052128692644e-10
9.537907581516303424e+01,1.814209488172948415e-01,9.680843462172806779e-01,5.049470496542480397e-02,9.998959940631864107e-01,-2.555719008537959379e-10
9.545909181836367452e+01,1.814209486499339663e-01,9.680843462872195104e-01,5.049470506284683274e-02,9.998959940656093615e-01,-3.486870516869313097e-10
9.553910782156431480e+01,1.814209484949172724e-01,9.680843463519998027e-01,5.049470515308320667e-02,9.998959940678534553e-01,-4.349342085841552751e-10
9.561912382476495509e+01,1.814209483596965766e-01,9.680843464085074901e-01,5.049470523179618031e-02,9.998959940698111115e-01,-5.101674239015754012e-10
9.569913982796559537e+01,1.814209482523619632e-01,9.680843464533618326e-01,5.049470529427646515e-02,9.998959940713649797e-01,-5.698855400906180173e-10
9.577915583116623566e+01,1.814209481816417835e-01,9.680843464829153033e-01,5.049470533544320877e-02,9.998959940723888273e-01,-6.092323742901714043e-10
9.585917183436687594e+01,1.814209481569026838e-01,9.680843464932535891e-01,5.049470534984402958e-02,9.998959940727469853e-01,-6.229965708641318478e-10
9.593918783756751623e+01,1.814209481881496056e-01,9.680843464801957010e-01,5.049470533165496822e-02,9.998959940722945694e-01,-6.056116423452293032e-10
9.601920384076815651e+01,1.814209482842319143e-01,9.680843464400435971e-01,5.049470527572474249e-02,9.998959940709035710e-01,-5.521539479734033827e-10
9.609921984396879679e+01,1.814209484260985439e-01,9.680843463807585758e-01,5.049470519314311345e-02,9.998959940688497694e-01,-4.732231270752661954e-10
9.617923584716943708e+01,1.814209485976907010e-01,9.680843463090514911e-01,5.049470509325803408e-02,9.998959940663656454e-01,-3.777538265915102251e-10
9.625925185037007736e+01,1.814209487894403450e-01,9.680843462289208112e-01,5.049470498163912552e-02,9.998959940635896437e-01,-2.710693873188929272e-10
9.633926785357071765e+01,1.814209489925519836e-01,9.680843461440419295e-01,5.049470486340631309e-02,9.998959940606491070e-01,-1.580634899333170480e-10
9.641928385677135793e+01,1.814209491990026180e-01,9.680843460577678306e-01,5.049470474322986097e-02,9.998959940576602756e-01,-4.319983927116384834e-11
9.649929985997199822e+01,1.814209494015416868e-01,9.680843459731282019e-01,5.049470462533035137e-02,9.998959940547280656e-01,6.948754354804869004e-11
9.657931586317263850e+01,1.814209495936912053e-01,9.680843458928303225e-01,5.049470451347867761e-02,9.998959940519462908e-01,1.763944501810584828e-10
9.665933186637327879e+01,1.814209497697456541e-01,9.680843458192585071e-01,5.049470441099605800e-02,9.998959940493975518e-01,2.743464638986940681e-10
9.673934786957391907e+01,1.814209499247720070e-01,9.680843457544742181e-01,5.049470432075404275e-02,9.998959940471531249e-01,3.605990008753955926e-10
9.681936387277455935e+01,1.814209500546098142e-01,9.680843457002159536e-01,5.049470424517448625e-02,9.998959940452735173e-01,4.328373361983143693e-10
9.689937987597519964e+01,1.814209501558710080e-01,9.680843456578996920e-01,5.049470418622958173e-02,9.998959940438074678e-01,4.891763579033974944e-10
9.697939587917583992e+01,1.814209502259401252e-01,9.680843456286183368e-01,5.049470414544181968e-02,9.998959940427930571e-01,5.281609728791348257e-10
9.705941188237648021e+01,1.814209502629741677e-01,9.680843456131420499e-01,5.049470412388402246e-02,9.998959940422569304e-01,5.487656881195690618e-10
9.713942788557712049e+01,1.814209502659026307e-01,9.680843456119182511e-01,5.049470412217935134e-02,9.998959940422145198e-01,5.503950242774913888e-10
9.721944388877776078e+01,1.814209502344275027e-01,9.680843456250715073e-01,5.049470414050125783e-02,9.998959940426701554e-01,5.328831066148670748e-10
9.729945989197840106e+01,1.814209501690232929e-01,9.680843456524034218e-01,5.049470417857353233e-02,9.998959940436170646e-01,4.964939321506213478e-10
9.737947589517904134e+01,1.814209500709370315e-01,9.680843456933929669e-01,5.049470423567028327e-02,9.998959940450371509e-01,4.419213585617549294e-10
9.745949189837968163e+01,1.814209499421882144e-01,9.680843457471961511e-01,5.049470431061593712e-02,9.998959940469009933e-01,3.702889133648734081e-10
9.753950790158032191e+01,1.814209497855688302e-01,9.680843458126461298e-01,5.049470440178523839e-02,9.998959940491684018e-01,2.831500315616038057e-10
9.761952390478096220e+01,1.814209496046434444e-01,9.680843458882535391e-01,5.049470450710326352e-02,9.998959940517877509e-01,1.824879286703674868e-10
9.769953990798160248e+01,1.814209494037490322e-01,9.680843459722058286e-01,5.049470462404540005e-02,9.998959940546962022e-01,7.071563264046402923e-11
9.777955591118224277e+01,1.814209491879951452e-01,9.680843460623677066e-01,5.049470474963736050e-02,9.998959940578197036e-01,-4.932409594452045665e-11
9.785957191438288305e+01,1.814209489632637728e-01,9.680843461562812502e-01,5.049470488045517541e-02,9.998959940610732122e-01,-1.743586417472204652e-10
9.793958791758352334e+01,1.814209487362094808e-01,9.680843462511655728e-01,5.049470501262519340e-02,9.998959940643603606e-01,-3.006856502019383432e-10
9.801960392078416362e+01,1.814209485142592448e-01,9.680843463439169350e-01,5.049470514182408803e-02,9.998959940675735680e-01,-4.241728641065833524e-10
9.809961992398480390e+01,1.814209483056125893e-01,9.680843464311087443e-01,5.049470526327886483e-02,9.998959940705941518e-01,-5.402583349133992360e-10
9.817963592718544419e+01,1.814209481192415874e-01,9.680843465089917776e-01,5.049470537176681956e-02,9.998959940732923268e-01,-6.439501972155476164e-10
9.825965193038608447e+01,1.814209479648907497e-01,9.680843465734938480e-01,5.049470546161560769e-02,9.998959940755268727e-01,-7.298269091725925734e-10
9.833966793358672476e+01,1.814209478530771080e-01,9.680843466202200265e-01,5.049470552670316803e-02,9.998959940771456889e-01,-7.920370599680003323e-10
9.841968393678736504e+01,1.814209477950901872e-01,9.680843466444523093e-01,5.049470556045778519e-02,9.998959940779851285e-01,-8.242994377962917151e-10
9.849969993998800533e+01,1.814209478029920330e-01,9.680843466411501730e-01,5.049470555585806181e-02,9.998959940778707756e-01,-8.199030552057914662e-10
9.857971594318864561e+01,1.814209478896172123e-01,9.680843466049501300e-01,5.049470550543291164e-02,9.998959940766166676e-01,-7.717071341645903594e-10
9.865973194638928589e+01,1.814209480498708837e-01,9.680843465379813662e-01,5.049470541214804570e-02,9.998959940742966346e-01,-6.825462237623358905e-10
9.873974794958992618e+01,1.814209482492342984e-01,9.680843464546688981e-01,5.049470529609711988e-02,9.998959940714103878e-01,-5.716257123320270160e-10
9.881976395279056646e+01,1.814209484753717683e-01,9.680843463601677135e-01,5.049470516446079305e-02,9.998959940681365621e-01,-4.458088240083363547e-10
9.889977995599120675e+01,1.814209487174582580e-01,9.680843462590016379e-01,5.049470502354043433e-02,9.998959940646318101e-01,-3.111183115060673619e-10
9.897979595919184703e+01,1.814209489656155028e-01,9.680843461552985918e-01,5.049470487908624267e-02,9.998959940610392394e-01,-1.730502276076860605e-10
9.905981196239248732e+01,1.814209492109121191e-01,9.680843460527909228e-01,5.049470473629724676e-02,9.998959940574879690e-01,-3.657369408780965128e-11
9.913982796559312760e+01,1.814209494453635219e-01,9.680843459548154062e-01,5.049470459982131898e-02,9.998959940540937952e-01,9.386883320687973206e-11
9.921984396879376789e+01,1.814209496619320627e-01,9.680843458643131338e-01,5.049470447375516147e-02,9.998959940509585254e-01,2.143618641311712645e-10
9.929985997199440817e+01,1.814209498545268362e-01,9.680843457838291810e-01,5.049470436164429921e-02,9.998959940481702002e-01,3.215164343114708673e-10
9.937987597519504845e+01,1.814209500180038181e-01,9.680843457155133835e-01,5.049470426648310778e-02,9.998959940458035378e-01,4.124707275551929106e-10
9.945989197839568874e+01,1.814209501481658937e-01,9.680843456611195608e-01,5.049470419071478561e-02,9.998959940439191563e-01,4.848894628153762590e-10
9.953990798159632902e+01,1.814209502417627462e-01,9.680843456220061816e-01,5.049470413623136783e-02,9.998959940425641291e-01,5.369642636757732261e-10
9.961992398479696931e+01,1.814209502964908294e-01,9.680843455991356983e-01,5.049470410437372631e-02,9.998959940417718739e-01,5.674135122885940293e-10
9.969993998799760959e+01,1.814209503109935895e-01,9.680843455930751018e-01,5.049470409593156267e-02,9.998959940415619307e-01,5.754824493002541268e-10
9.977995599119824988e+01,1.814209502848612154e-01,9.680843456039956996e-01,5.049470411114342222e-02,9.998959940419401837e-01,5.609430947422027130e-10
9.985997199439889016e+01,1.814209502186307499e-01,9.680843456316728934e-01,5.049470414969666615e-02,9.998959940428990834e-01,5.240942383133372312e-10
9.993998799759953044e+01,1.814209501137861169e-01,9.680843456754866239e-01,5.049470421072749932e-02,9.998959940444168693e-01,4.657614681907702835e-10
1.000200040008001707e+02,1.814209499727580943e-01,9.680843457344212588e-01,5.049470429282097023e-02,9.998959940464585694e-01,3.872971776026994220e-10
1.001000200040008110e+02,1.814209497989242859e-01,9.680843458070650387e-01,5.049470439401094329e-02,9.998959940489752229e-01,2.905806942535591820e-10
1.001800360072014513e+02,1.814209495966090935e-01,9.680843458916110755e-01,5.049470451178013353e-02,9.998959940519042133e-01,1.780178962505366157e-10
1.002600520104020916e+02,1.814209493710838283e-01,9.680843459858563538e-01,5.049470464306007184e-02,9.998959940551692682e-01,5.254159721117710819e-11
1.003400680136027319e+02,1.814209491285666553e-01,9.680843460872025075e-01,5.049470478423113973e-02,9.998959940586802375e-01,-8.238851687551030281e-11
1.004200840168033722e+02,1.814209488762225375e-01,9.680843461926552651e-01,5.049470493112254155e-02,9.998959940623334264e-01,-2.227861017206425981e-10
1.005001000200040124e+02,1.814209486221632917e-01,9.680843462988246717e-01,5.049470507901232530e-02,9.998959940660115953e-01,-3.641378945273648973e-10
1.005801160232046385e+02,1.814209483754476160e-01,9.680843464019253108e-01,5.049470522262736877e-02,9.998959940695832938e-01,-5.014039623891914715e-10
1.006601320264052788e+02,1.814209481460810347e-01,9.680843464977758606e-01,5.049470535614337258e-02,9.998959940729038598e-01,-6.290174597962784661e-10
1.007401480296059191e+02,1.814209479450159257e-01,9.680843465817995375e-01,5.049470547318488794e-02,9.998959940758147535e-01,-7.408847139703405075e-10
1.008201640328065594e+02,1.814209477841514651e-01,9.680843466490235416e-01,5.049470556682528893e-02,9.998959940781436684e-01,-8.303854292169608208e-10
1.009001800360071996e+02,1.814209476763337658e-01,9.680843466940797226e-01,5.049470562958678632e-02,9.998959940797045309e-01,-8.903723469205310928e-10
1.009801960392078399e+02,1.814209476353556838e-01,9.680843467112042466e-01,5.049470565344043455e-02,9.998959940802978341e-01,-9.131714665537291955e-10
1.010602120424084802e+02,1.814209476759569839e-01,9.680843466942372633e-01,5.049470562980611088e-02,9.998959940797099710e-01,-8.905819644799350109e-10
1.011402280456091205e+02,1.814209478110728746e-01,9.680843466377732076e-01,5.049470555115414400e-02,9.998959940777538691e-01,-8.154070831029236356e-10
1.012202440488097608e+02,1.814209479994191021e-01,9.680843465590647234e-01,5.049470544151639373e-02,9.998959940750271613e-01,-7.106162472787972795e-10
1.013002600520104011e+02,1.814209482136361073e-01,9.680843464695451095e-01,5.049470531681907876e-02,9.998959940719258643e-01,-5.914316027384115965e-10
1.013802760552110414e+02,1.814209484434524122e-01,9.680843463735065990e-01,5.049470518304128436e-02,9.998959940685987480e-01,-4.635678743924962529e-10
1.014602920584116816e+02,1.814209486795116399e-01,9.680843462748591755e-01,5.049470504562943857e-02,9.998959940651812595e-01,-3.322307911223602240e-10
1.015403080616123219e+02,1.814209489133723485e-01,9.680843461771305725e-01,5.049470490949737461e-02,9.998959940617956343e-01,-2.021169050230079117e-10
1.016203240648129622e+02,1.814209491375080863e-01,9.680843460834659409e-01,5.049470477902626847e-02,9.998959940585506745e-01,-7.741373087119025496e-11
1.017003400680136025e+02,1.814209493453074473e-01,9.680843459966280706e-01,5.049470465806470132e-02,9.998959940555423032e-01,3.820030417104110056e-11
1.017803560712142428e+02,1.814209495310740161e-01,9.680843459189977240e-01,5.049470454992859708e-02,9.998959940528528989e-01,1.415559070597131565e-10
1.018603720744148831e+02,1.814209496900263119e-01,9.680843458525727474e-01,5.049470445740126406e-02,9.998959940505517396e-01,2.299927224897425760e-10
1.019403880776155233e+02,1.814209498182979274e-01,9.680843457989689593e-01,5.049470438273339495e-02,9.998959940486946696e-01,3.013596337025932747e-10
1.020204040808161636e+02,1.814209499129374181e-01,9.680843457594198176e-01,5.049470432764303907e-02,9.998959940473245434e-01,3.540145556980583651e-10
1.021004200840168039e+02,1.814209499719083574e-01,9.680843457347763081e-01,5.049470429331561622e-02,9.998959940464707818e-01,3.868244199782968040e-10
1.021804360872174442e+02,1.814209499940892534e-01,9.680843457255070561e-01,5.049470428040394449e-02,9.998959940461497053e-01,3.991652866032513525e-10
1.022604520904180845e+02,1.814209499792737157e-01,9.680843457316984368e-01,5.049470428902817776e-02,9.998959940463642004e-01,3.909223119321399339e-10
1.023404680936187248e+02,1.814209499281702609e-01,9.680843457530541318e-01,5.049470431877588206e-02,9.998959940471040531e-01,3.624897080246900161e-10
1.024204840968193650e+02,1.814209498424024514e-01,9.680843457888959058e-01,5.049470436870195922e-02,9.998959940483457265e-01,3.147707766446410037e-10
1.025005001000200053e+02,1.814209497245088398e-01,9.680843458381627187e-01,5.049470443732870933e-02,9.998959940500524723e-01,2.491778957286576039e-10
1.025805161032206456e+02,1.814209495779429970e-01,9.680843458994115025e-01,5.049470452264580300e-02,9.998959940521743306e-01,1.676325367319234600e-10
1.026605321064212859e+02,1.814209494070734008e-01,9.680843459708166066e-01,5.049470462211026744e-02,9.998959940546480185e-01,7.256525387579903933e-11
1.027405481096219262e+02,1.814209492171836580e-01,9.680843460501701303e-01,5.049470473264651427e-02,9.998959940573971528e-01,-3.308436026523922470e-11
1.028205641128225665e+02,1.814209490144722547e-01,9.680843461348817014e-01,5.049470485064632558e-02,9.998959940603318053e-01,-1.458676275713170954e-10
1.029005801160232068e+02,1.814209488060527786e-01,9.680843462219785867e-01,5.049470497196886787e-02,9.998959940633491694e-01,-2.618266782239760278e-10
1.029805961192238470e+02,1.814209485999537519e-01,9.680843463081058031e-01,5.049470509194066425e-02,9.998959940663328938e-01,-3.764947199231546572e-10
1.030606121224244873e+02,1.814209484051186871e-01,9.680843463895260070e-01,5.049470520535560836e-02,9.998959940691536374e-01,-4.848957794239258507e-10
1.031406281256251276e+02,1.814209482314061428e-01,9.680843464621191607e-01,5.049470530647498512e-02,9.998959940716685146e-01,-5.815448638545038472e-10
1.032206441288257679e+02,1.814209480895896398e-01,9.680843465213831989e-01,5.049470538902743610e-02,9.998959940737216501e-01,-6.604477577655089685e-10
1.033006601320264082e+02,1.814209479913577172e-01,9.680843465624335842e-01,5.049470544620898727e-02,9.998959940751437347e-01,-7.151014061468314235e-10
1.033806761352270485e+02,1.814209479493138488e-01,9.680843465800034187e-01,5.049470547068302811e-02,9.998959940757524700e-01,-7.384934828382984185e-10
1.034606921384276887e+02,1.814209479769766376e-01,9.680843465684433324e-01,5.049470545458031867e-02,9.998959940753519016e-01,-7.231026458675443489e-10
1.035407081416283290e+02,1.814209480860166923e-01,9.680843465228762268e-01,5.049470539110728629e-02,9.998959940737732754e-01,-6.624356466301392850e-10
1.036207241448289693e+02,1.814209482377912575e-01,9.680843464594507397e-01,5.049470530275816660e-02,9.998959940715760331e-01,-5.779922871676653947e-10
1.037007401480296096e+02,1.814209484087457858e-01,9.680843463880102195e-01,5.049470520324426254e-02,9.998959940691011239e-01,-4.828777403452521126e-10
1.037807561512302499e+02,1.814209485909200059e-01,9.680843463118808945e-01,5.049470509719928418e-02,9.998959940664636781e-01,-3.815208464950967823e-10
1.038607721544308902e+02,1.814209487770747919e-01,9.680843462340882333e-01,5.049470498883719405e-02,9.998959940637687227e-01,-2.779492530160184130e-10
1.039407881576315305e+02,1.814209489606919967e-01,9.680843461573559461e-01,5.049470488195224177e-02,9.998959940611104047e-01,-1.757895208701160446e-10
1.040208041608321707e+02,1.814209491359745907e-01,9.680843460841066506e-01,5.049470477991892248e-02,9.998959940585727679e-01,-7.826694175854213780e-11
1.041008201640328110e+02,1.814209492978466065e-01,9.680843460164616499e-01,5.049470468569201148e-02,9.998959940562293092e-01,1.179433213036114284e-11
1.041808361672334513e+02,1.814209494419530833e-01,9.680843459562405995e-01,5.049470460180655734e-02,9.998959940541429781e-01,9.197136444836547591e-11
1.042608521704340916e+02,1.814209495646601500e-01,9.680843459049621735e-01,5.049470453037785411e-02,9.998959940523665102e-01,1.602423177610754597e-10
1.043408681736347319e+02,1.814209496630549701e-01,9.680843458638437315e-01,5.049470447310147603e-02,9.998959940509420941e-01,2.149865808826033314e-10
1.044208841768353722e+02,1.814209497349458244e-01,9.680843458338010965e-01,5.049470443125327751e-02,9.998959940499012600e-01,2.549847268976219522e-10
1.045009001800360124e+02,1.814209497788619729e-01,9.680843458154488879e-01,5.049470440568935153e-02,9.998959940492655463e-01,2.794185429857125183e-10
1.045809161832366527e+02,1.814209497940537930e-01,9.680843458091002995e-01,5.049470439684609208e-02,9.998959940490456111e-01,2.878708819463886042e-10
1.046609321864372930e+02,1.814209497804926408e-01,9.680843458147674330e-01,5.049470440474012473e-02,9.998959940492418985e-01,2.803257822286411072e-10
1.047409481896379333e+02,1.814209497388710457e-01,9.680843458321607420e-01,5.049470442896837608e-02,9.998959940498444166e-01,2.571686407141716034e-10
1.048209641928385736e+02,1.814209496706024882e-01,9.680843458606896990e-01,5.049470446870801127e-02,9.998959940508328481e-01,2.191858453003872728e-10
1.049009801960392139e+02,1.814209495778215664e-01,9.680843458994621287e-01,5.049470452271648258e-02,9.998959940521759959e-01,1.675649848131117396e-10
1.049809961992398541e+02,1.814209494633839126e-01,9.680843459472847634e-01,5.049470458933150163e-02,9.998959940538327817e-01,1.038949284370467613e-10
1.050610122024404944e+02,1.814209493308662213e-01,9.680843460026629099e-01,5.049470466647104638e-02,9.998959940557512471e-01,3.016559362990935185e-11
1.051410282056411347e+02,1.814209491845662492e-01,9.680843460638006714e-01,5.049470475163336108e-02,9.998959940578693306e-01,-5.123181554256095468e-11
1.052210442088417750e+02,1.814209490295027594e-01,9.680843461286005036e-01,5.049470484189697017e-02,9.998959940601142016e-01,-1.375050637444193556e-10
1.053010602120424153e+02,1.814209488714156882e-01,9.680843461946638806e-01,5.049470493392065051e-02,9.998959940624029263e-01,-2.254604867836852834e-10
1.053810762152430556e+02,1.814209487167658952e-01,9.680843462592908510e-01,5.049470502394344529e-02,9.998959940646419131e-01,-3.115035415095198950e-10
1.054610922184436959e+02,1.814209485727354132e-01,9.680843463194801490e-01,5.049470510778468479e-02,9.998959940667270230e-01,-3.916382642328591849e-10
1.055411082216443361e+02,1.814209484472272260e-01,9.680843463719290831e-01,5.049470518084393789e-02,9.998959940685441250e-01,-4.614676888066830966e-10
1.056211242248449764e+02,1.814209483488654628e-01,9.680843464130337583e-01,5.049470523810106054e-02,9.998959940699680971e-01,-5.161935687025941274e-10
1.057011402280456167e+02,1.814209482869952594e-01,9.680843464388888542e-01,5.049470527411617504e-02,9.998959940708638250e-01,-5.506165126865431164e-10
1.057811562312462570e+02,1.814209482716828137e-01,9.680843464452877356e-01,5.049470528302966305e-02,9.998959940710855365e-01,-5.591359521930259405e-10
1.058611722344468973e+02,1.814209483137153855e-01,9.680843464277226751e-01,5.049470525856217945e-02,9.998959940704770233e-01,-5.357501579821981803e-10
1.059411882376475376e+02,1.814209484145959395e-01,9.680843463855653974e-01,5.049470519983884770e-02,9.998959940690165249e-01,-4.796228490383178789e-10
1.060212042408481778e+02,1.814209485427413504e-01,9.680843463320144560e-01,5.049470512524445454e-02,9.998959940671613422e-01,-4.083261605296353001e-10
1.061012202440488181e+02,1.814209486880843103e-01,9.680843462712767078e-01,5.049470504063921505e-02,9.998959940650571365e-01,-3.274611783145751528e-10
1.061812362472494584e+02,1.814209488436717421e-01,9.680843462062578286e-01,5.049470495007061382e-02,9.998959940628047161e-01,-2.408964678881111751e-10
1.062612522504500987e+02,1.814209490031643279e-01,9.680843461396071437e-01,5.049470485722878238e-02,9.998959940604956742e-01,-1.521590319252091511e-10
1.063412682536507390e+02,1.814209491608367308e-01,9.680843460737169615e-01,5.049470476544649228e-02,9.998959940582129446e-01,-6.443430508708557596e-11
1.064212842568513793e+02,1.814209493115775118e-01,9.680843460107235732e-01,5.049470467769915510e-02,9.998959940560306903e-01,1.943387338920203377e-11
1.065013002600520196e+02,1.814209494508891019e-01,9.680843459525062533e-01,5.049470459660483634e-02,9.998959940540138591e-01,9.694313341201286885e-11
1.065813162632526598e+02,1.814209495748878298e-01,9.680843459006881480e-01,5.049470452442424845e-02,9.998959940522186285e-01,1.659327176612057375e-10
1.066613322664533001e+02,1.814209496803039501e-01,9.680843458566354975e-01,5.049470446306073695e-02,9.998959940506925159e-01,2.245834715245406189e-10
