t,v,I,T_c,dv_dt,dv_dt_noisy
7.183436687337467763e-01,1.055598426968842318e+00,1.098011223532928904e+00,1.565697849769562833e-01,-4.269451250967767564e+00,-4.431831931616366127e+00
7.189437887577515562e-01,1.053037975009603500e+00,1.095397091258069722e+00,1.565760678754287427e-01,-4.263683080197371744e+00,-4.339225032762941581e+00
7.195439087817563362e-01,1.050480981911946721e+00,1.092786485884761571e+00,1.565823163691935360e-01,-4.257924001105392264e+00,-4.152602474674418787e+00
7.201440288057611161e-01,1.047927442226608719e+00,1.090179401996703712e+00,1.565885305865947208e-01,-4.252173996410568257e+00,-4.285678811777103192e+00
7.207441488297660070e-01,1.045377350515201087e+00,1.087575834202005209e+00,1.565947106555622415e-01,-4.246433048901028684e+00,-4.313190330808686745e+00
7.213442688537707870e-01,1.042830701350212275e+00,1.084975777133185382e+00,1.566008567036118737e-01,-4.240701141434228383e+00,-4.226872885653640388e+00
7.219443888777755669e-01,1.040287489315005365e+00,1.082379225447171356e+00,1.566069688578452523e-01,-4.234978256936874352e+00,-4.376530851896015761e+00
7.225445089017803468e-01,1.037747709003819185e+00,1.079786173825300732e+00,1.566130472449498989e-01,-4.229264378404869795e+00,-4.343197150571798559e+00
7.231446289257851268e-01,1.035211355020360768e+00,1.077196616933560502e+00,1.566190919912396062e-01,-4.223559488823430463e+00,-4.172526946302482997e+00
7.237447489497899067e-01,1.032678421969382754e+00,1.074610549134735527e+00,1.566251032228585527e-01,-4.217863570589588385e+00,-4.248178919880410298e+00
7.243448689737947976e-01,1.030148904470242766e+00,1.072027964848265569e+00,1.566310810653744057e-01,-4.212176606234654841e+00,-4.257500230443707068e+00
7.249449889977995776e-01,1.027622797153939782e+00,1.069448858547589198e+00,1.566370256439260089e-01,-4.206498578418226941e+00,-4.174735075886576219e+00
7.255451090218043575e-01,1.025100094661721917e+00,1.066873224727365344e+00,1.566429370832680967e-01,-4.200829469862278565e+00,-4.259316590180359796e+00
7.261452290458091374e-01,1.022580791645089082e+00,1.064301057903475067e+00,1.566488155077714051e-01,-4.195169263351099964e+00,-4.263798368007367223e+00
7.267453490698139174e-01,1.020064882765792769e+00,1.061732352613021568e+00,1.566546610414226437e-01,-4.189517941731241812e+00,-4.235498957984609625e+00
7.273454690938188083e-01,1.017552362695834489e+00,1.059167103414328848e+00,1.566604738078244408e-01,-4.183875487911445035e+00,-4.123613429000284825e+00
7.279455891178235882e-01,1.015043226117468000e+00,1.056605304886944152e+00,1.566662539301954538e-01,-4.178241884862583966e+00,-4.172259891290464040e+00
7.285457091418283682e-01,1.012537467723197082e+00,1.054046951631635309e+00,1.566720015313702308e-01,-4.172617115617600625e+00,-4.292076874085231530e+00
7.291458291658331481e-01,1.010035082215777313e+00,1.051492038270392282e+00,1.566777167337993770e-01,-4.167001163271448760e+00,-4.197306854724369707e+00
7.297459491898379280e-01,1.007536064308214518e+00,1.048940559446426501e+00,1.566833996595493605e-01,-4.161394010981021907e+00,-4.096571618335890896e+00
7.303460692138428190e-01,1.005040408723765655e+00,1.046392509824170869e+00,1.566890504303026788e-01,-4.155795641965105425e+00,-3.968720447649417782e+00
7.309461892378475989e-01,1.002548110195940367e+00,1.043847884089281752e+00,1.566946691673577752e-01,-4.150206039504308997e+00,-4.264441438716503718e+00
7.315463092618523788e-01,1.000059163468497214e+00,1.041306676948635435e+00,1.567002559916290672e-01,-4.144625186941001793e+00,-4.110771657536149704e+00
7.321464292858571588e-01,9.975735632954468857e-01,1.038768883130330556e+00,1.567058110236469182e-01,-4.139053067679259179e+00,-4.164927895360794885e+00
7.327465493098619387e-01,9.950913044410507613e-01,1.036234497383687447e+00,1.567113343835576655e-01,-4.133489665184793438e+00,-4.050937721503568234e+00
7.333466693338668296e-01,9.926123816798211319e-01,1.033703514479247687e+00,1.567168261911236204e-01,-4.127934962984904033e+00,-4.082979465253297136e+00
7.339467893578716096e-01,9.901367897965223097e-01,1.031175929208776543e+00,1.567222865657230402e-01,-4.122388944668409216e+00,-3.975171253894327794e+00
7.345469093818763895e-01,9.876645235861686301e-01,1.028651736385258531e+00,1.567277156263501559e-01,-4.116851593885586524e+00,-4.064906503658125558e+00
7.351470294058811694e-01,9.851955778540258946e-01,1.026130930842901634e+00,1.567331134916151725e-01,-4.111322894348115931e+00,-4.165834225571006577e+00
7.357471494298859493e-01,9.827299474156105941e-01,1.023613507437134640e+00,1.567384802797442134e-01,-4.105802829829018563e+00,-4.159662147646947084e+00
7.363472694538907293e-01,9.802676270966907968e-01,1.021099461044608470e+00,1.567438161085794313e-01,-4.100291384162594532e+00,-4.059736373190881764e+00
7.369473894778956202e-01,9.778086117332848159e-01,1.018588786563195514e+00,1.567491210955789249e-01,-4.094788541244368751e+00,-4.055294222301909279e+00
7.375475095019004002e-01,9.753528961700721478e-01,1.016081478869373722e+00,1.567543953578632576e-01,-4.089294284945482083e+00,-3.849500558186941923e+00
7.381476295259051801e-01,9.729004752528040978e-01,1.013577532568326056e+00,1.567596390124032790e-01,-4.083808598611365248e+00,-3.916175326644805832e+00
7.387477495499099600e-01,9.704513438420092619e-01,1.011076942344030449e+00,1.567648521756073166e-01,-4.078331465764537533e+00,-4.195689301002043514e+00
7.393478695739147399e-01,9.680054968090892054e-01,1.008579702926468480e+00,1.567700349634888191e-01,-4.072862870038198579e+00,-4.037840390460843309e+00
7.399479895979196309e-01,9.655629290350880023e-01,1.006085809063721692e+00,1.567751874917061305e-01,-4.067402795120125703e+00,-4.200501681256985087e+00
7.405481096219244108e-01,9.631236354106949005e-01,1.003595255521972485e+00,1.567803098755623237e-01,-4.061951224752616163e+00,-4.227518914324549293e+00
7.411482296459291907e-01,9.606876108362405464e-01,1.001108037085502112e+00,1.567854022300053385e-01,-4.056508142732428546e+00,-3.982153542588157791e+00
7.417483496699339707e-01,9.582548502216997610e-01,9.986241485566915710e-01,1.567904646696279547e-01,-4.051073532910724140e+00,-3.995898779606208429e+00
7.423484696939387506e-01,9.558253484866903182e-01,9.961435847560223822e-01,1.567954973086677084e-01,-4.045647379193015425e+00,-4.149504158626716510e+00
7.429485897179436416e-01,9.533991005604730562e-01,9.936663405220750311e-01,1.568005002610070031e-01,-4.040229665539102122e+00,-3.875860991729248806e+00
7.435487097419484215e-01,9.509761013819535425e-01,9.911924107115314131e-01,1.568054736401730542e-01,-4.034820375963025008e+00,-4.132577368913054272e+00
7.441488297659532014e-01,9.485563458996788544e-01,9.887217901991718350e-01,1.568104175593378891e-01,-4.029419494532998414e+00,-4.146192332647665069e+00
7.447489497899579813e-01,9.461398290718402437e-01,9.862544738778772357e-01,1.568153321313183468e-01,-4.024027005371363153e+00,-3.958765183229360218e+00
7.453490698139627613e-01,9.437265458662721374e-01,9.837904566586279653e-01,1.568202174685760786e-01,-4.018642892654524346e+00,-3.996549038082969130e+00
7.459491898379675412e-01,9.413164912604520262e-01,9.813297334705044506e-01,1.568250736832176029e-01,-4.013267140612897244e+00,-4.029317940709780110e+00
7.465493098619724321e-01,9.389096602415006876e-01,9.788722992606866402e-01,1.568299008869941669e-01,-4.007899733530854824e+00,-4.014606316820951371e+00
7.471494298859772121e-01,9.365060478061831839e-01,9.764181489944556702e-01,1.568346991913019683e-01,-4.002540655746666509e+00,-3.980160576620813906e+00
7.477495499099819920e-01,9.341056489609066427e-01,9.739672776551909772e-01,1.568394687071818783e-01,-3.997189891652449756e+00,-4.011147890227332979e+00
7.483496699339867719e-01,9.317084587217218106e-01,9.715196802443725188e-01,1.568442095453196627e-01,-3.991847425694105667e+00,-4.009097912522209484e+00
7.489497899579915519e-01,9.293144721143228315e-01,9.690753517815802187e-01,1.568489218160459275e-01,-3.986513242371272803e+00,-4.176108911237918164e+00
7.495499099819964428e-01,9.269236841740469135e-01,9.666342873044930784e-01,1.568536056293360903e-01,-3.981187326237264568e+00,-4.115383462838231310e+00
7.501500300060012227e-01,9.245360899458754389e-01,9.641964818688916194e-01,1.568582610948102973e-01,-3.975869661899023910e+00,-3.914774704866747612e+00
7.507501500300060027e-01,9.221516844844319660e-01,9.617619305486547754e-01,1.568628883217336456e-01,-3.970560234017056711e+00,-4.040990323061726563e+00
7.513502700540107826e-01,9.197704628539841165e-01,9.593306284357618896e-01,1.568674874190159330e-01,-3.965259027305386930e+00,-3.910739701394216450e+00
7.519503900780155625e-01,9.173924201284421320e-01,9.569025706402919385e-01,1.568720584952118802e-01,-3.959966026531495320e+00,-3.836419636606929195e+00
7.525505101020204535e-01,9.150175513897499391e-01,9.544777522504342970e-01,1.568766016585693424e-01,-3.954681216435997460e+00,-3.990176299080840483e+00
7.531506301260252334e-01,9.126458517207970411e-01,9.520561681157972966e-01,1.568811170172145220e-01,-3.949404581297912387e+00,-3.921107603163603628e+00
7.537507501500300133e-01,9.102773162193458223e-01,9.496378131793237198e-01,1.568856046787241998e-01,-3.944136105600996256e+00,-3.736488460923127697e+00
7.543508701740347933e-01,9.079119399934623136e-01,9.472226824258599409e-01,1.568900647503070622e-01,-3.938875773929988444e+00,-3.869382209698633890e+00
7.549509901980395732e-01,9.055497181602593093e-01,9.448107708552143658e-01,1.568944973388444186e-01,-3.933623570916440659e+00,-3.749436187841306722e+00
7.555511102220444641e-01,9.031906458458951459e-01,9.424020734821567657e-01,1.568989025508902291e-01,-3.928379481238665427e+00,-3.775038775847257444e+00
7.561512302460492441e-01,9.008347181855758112e-01,9.399965853364203872e-01,1.569032804926712155e-01,-3.923143489621688573e+00,-3.847807454669575300e+00
7.567513502700540240e-01,8.984819303235526133e-01,9.375943014626987315e-01,1.569076312700866116e-01,-3.917915580837190603e+00,-3.929104956979565078e+00
7.573514702940588039e-01,8.961322774131231794e-01,9.351952169206477761e-01,1.569119549887084131e-01,-3.912695739703457853e+00,-3.996895093027013068e+00
7.579515903180635839e-01,8.937857546166317890e-01,9.327993267848855297e-01,1.569162517537812662e-01,-3.907483951085332308e+00,-4.018653750037568528e+00
7.585517103420683638e-01,8.914423571054688189e-01,9.304066261449916997e-01,1.569205216702224404e-01,-3.902280199894157864e+00,-3.853647306426030816e+00
7.591518303660732547e-01,8.891020800600705210e-01,9.280171101055078031e-01,1.569247648426219111e-01,-3.897084471087729263e+00,-3.850266133420249925e+00
7.597519503900780347e-01,8.867649186699209096e-01,9.256307737859381657e-01,1.569289813752422491e-01,-3.891896749670241906e+00,-3.909358970473511885e+00
7.603520704140828146e-01,8.844308681335488753e-01,9.232476123207479235e-01,1.569331713720187593e-01,-3.886717020692240787e+00,-3.801870382583580898e+00
7.609521904380875945e-01,8.820999236585301828e-01,9.208676208593645773e-01,1.569373349365593695e-01,-3.881545269250565866e+00,-3.941998980684880749e+00
7.615523104620923744e-01,8.797720804614868051e-01,9.184907945661775486e-01,1.569414721721446859e-01,-3.876381480488306330e+00,-3.765359573677187655e+00
7.621524304860972654e-01,8.774473337680864793e-01,9.161171286205375131e-01,1.569455831817279379e-01,-3.871225639594745527e+00,-3.867224933116133467e+00
7.627525505101020453e-01,8.751256788130449271e-01,9.137466182167587325e-01,1.569496680679350886e-01,-3.866077731805314333e+00,-3.869710389383370863e+00
7.633526705341068253e-01,8.728071108401225242e-01,9.113792585641157240e-01,1.569537269330646689e-01,-3.860937742401537420e+00,-3.860965072099483919e+00
7.639527905581116052e-01,8.704916251021264095e-01,9.090150448868455912e-01,1.569577598790879436e-01,-3.855805656710982188e+00,-3.865664784389434505e+00
7.645529105821163851e-01,8.681792168609102633e-01,9.066539724241471365e-01,1.569617670076488003e-01,-3.850681460107213461e+00,-3.601855031274341368e+00
7.651530306061212761e-01,8.658698813873735300e-01,9.042960364301808607e-01,1.569657484200638053e-01,-3.845565138009736650e+00,-4.006717120924497166e+00
7.657531506301260560e-01,8.635636139614631945e-01,9.019412321740704064e-01,1.569697042173222035e-01,-3.840456675883955562e+00,-3.822734421505775693e+00
7.663532706541308359e-01,8.612604098721712287e-01,8.995895549398997826e-01,1.569736345000858346e-01,-3.835356059241113336e+00,-3.710945440307207743e+00
7.669533906781356158e-01,8.589602644175367008e-01,8.972410000267156960e-01,1.569775393686892728e-01,-3.830263273638251142e+00,-3.758511968380998880e+00
7.675535107021403958e-01,8.566631729046443322e-01,8.948955627485266628e-01,1.569814189231397428e-01,-3.825178304678153562e+00,-3.855386501848880432e+00
7.681536307261451757e-01,8.543691306495058146e-01,8.925532384317014234e-01,1.569852732631208392e-01,-3.820101138004076358e+00,-3.646089035582392501e+00
7.687537507501500667e-01,8.520781329692364015e-01,8.902140222268370984e-01,1.569891024882276442e-01,-3.815031758922102778e+00,-3.921881044698670937e+00
7.693538707741548466e-01,8.497901751915153401e-01,8.878779092789289562e-01,1.569929066976481491e-01,-3.809970152743054506e+00,-3.940599765714877467e+00
7.699539907981596265e-01,8.475052526568052080e-01,8.855448948272582887e-01,1.569966859901266443e-01,-3.804916304982596920e+00,-3.748109248689355688e+00
7.705541108221644064e-01,8.452233607140172689e-01,8.832149741227272033e-01,1.570004404641072437e-01,-3.799870201195116426e+00,-3.945317181318419131e+00
7.711542308461691864e-01,8.429444947205113614e-01,8.808881424278578454e-01,1.570041702177339682e-01,-3.794831826973668942e+00,-4.032626802270330657e+00
7.717543508701740773e-01,8.406686500420951225e-01,8.785643950167923988e-01,1.570078753488508005e-01,-3.789801167949935046e+00,-3.701512504177134844e+00
7.723544708941788572e-01,8.383958220530259853e-01,8.762437271752941959e-01,1.570115559550015749e-01,-3.784778209794174675e+00,-3.708643178532131213e+00
7.729545909181836372e-01,8.361260061360087370e-01,8.739261342007456079e-01,1.570152121334300044e-01,-3.779762938215174728e+00,-3.706534251920829526e+00
7.735547109421884171e-01,8.338591976821966290e-01,8.716116114021498218e-01,1.570188439810797365e-01,-3.774755338960206874e+00,-3.823502453428619496e+00
7.741548309661931970e-01,8.315953920911917097e-01,8.693001541001298405e-01,1.570224515945942978e-01,-3.769755397814976039e+00,-3.751460785046041746e+00
7.747549509901980880e-01,8.293345847710438257e-01,8.669917576269288162e-01,1.570260350703171215e-01,-3.764763100603578216e+00,-3.861295758427822911e+00
7.753550710142028679e-01,8.270767711382525089e-01,8.646864173264111608e-01,1.570295945042915198e-01,-3.759778433188453395e+00,-3.586343312527187521e+00
7.759551910382076478e-01,8.248219466177646453e-01,8.623841285540603252e-01,1.570331299922607671e-01,-3.754801381470334487e+00,-3.675698956319889632e+00
7.765553110622124278e-01,8.225701066429755848e-01,8.600848866769802425e-01,1.570366416296679613e-01,-3.749831931388204698e+00,-3.675606324151182935e+00
7.771554310862172077e-01,8.203212466557295857e-01,8.577886870738951064e-01,1.570401295116561347e-01,-3.744870068919249118e+00,-3.939868543009912738e+00
7.777555511102220986e-01,8.180753621063185932e-01,8.554955251351488155e-01,1.570435937330681986e-01,-3.739915780078812091e+00,-3.659185575679823721e+00
7.783556711342268786e-01,8.158324484534843490e-01,8.532053962627070831e-01,1.570470343884469988e-01,-3.734969050920348810e+00,-3.585571848722212795e+00
7.789557911582316585e-01,8.135925011644156157e-01,8.509182958701539956e-01,1.570504515720352323e-01,-3.730029867535376908e+00,-3.608403658970639416e+00
7.795559111822364384e-01,8.113555157147502861e-01,8.486342193826947877e-01,1.570538453777755583e-01,-3.725098216053432942e+00,-3.646185182473782760e+00
7.801560312062412184e-01,8.091214875885743840e-01,8.463531622371545104e-01,1.570572158993104317e-01,-3.720174082642029756e+00,-3.720269799544996481e+00
7.807561512302459983e-01,8.068904122784226196e-01,8.440751198819785861e-01,1.570605632299823251e-01,-3.715257453506604080e+00,-3.749440738232108217e+00
7.813562712542508892e-01,8.046622852852775010e-01,8.418000877772321422e-01,1.570638874628335346e-01,-3.710348314890476118e+00,-3.650184146328587786e+00
7.819563912782556692e-01,8.024371021185712216e-01,8.395280613946017878e-01,1.570671886906062631e-01,-3.705446653074803809e+00,-3.667169717495067705e+00
7.825565113022604491e-01,8.002148582961833290e-01,8.372590362173931711e-01,1.570704670057426200e-01,-3.700552454378535305e+00,-3.676915001339950084e+00
7.831566313262652290e-01,7.979955493444421677e-01,8.349930077405325335e-01,1.570737225003846493e-01,-3.695665705158365455e+00,-3.726588179837266868e+00
7.837567513502700089e-01,7.957791707981243245e-01,8.327299714705660438e-01,1.570769552663742463e-01,-3.690786391808688727e+00,-3.522660739016145293e+00
7.843568713742748999e-01,7.935657182004546284e-01,8.304699229256600201e-01,1.570801653952531851e-01,-3.685914500761556578e+00,-3.802698829981155271e+00
7.849569913982796798e-01,7.913551871031073714e-01,8.282128576356020400e-01,1.570833529782632298e-01,-3.681050018486633491e+00,-3.683313264067841875e+00
7.855571114222844598e-01,7.891475730626529295e-01,8.259587710671557614e-01,1.570865181064547977e-01,-3.676192931341302650e+00,-3.734211018620232192e+00
7.861572314462892397e-01,7.869428716362819598e-01,8.237076585141651641e-01,1.570896608708125808e-01,-3.671343225350162331e+00,-3.568138920541076509e+00
7.867573514702940196e-01,7.847410783996834338e-01,8.214595154765576002e-01,1.570927813617114810e-01,-3.666500886965813777e+00,-3.523452736236385885e+00
7.873574714942989106e-01,7.825421889372099482e-01,8.192143374786365895e-01,1.570958796692276949e-01,-3.661665902703837627e+00,-3.537257018622810723e+00
7.879575915183036905e-01,7.803461988410300698e-01,8.169721200520834170e-01,1.570989558831649979e-01,-3.656838259108622147e+00,-3.581297540932772527e+00
7.885577115423084704e-01,7.781531037111265592e-01,8.147328587359551344e-01,1.571020100930546615e-01,-3.652017942753317037e+00,-3.792278140401317721e+00
7.891578315663132503e-01,7.759628991552969257e-01,8.124965490766857812e-01,1.571050423881556191e-01,-3.647204940239790805e+00,-3.439081669485157811e+00
7.897579515903180303e-01,7.737755807891539828e-01,8.102631866280862738e-01,1.571080528574543278e-01,-3.642399238198590350e+00,-3.590729629241125487e+00
7.903580716143229212e-01,7.715911442361248485e-01,8.080327669513438504e-01,1.571110415896648238e-01,-3.637600823288894780e+00,-3.648447147788576483e+00
7.909581916383277012e-01,7.694095851274528330e-01,8.058052856150236254e-01,1.571140086732287222e-01,-3.632809682198478551e+00,-3.630659622587006030e+00
7.915583116623324811e-01,7.672308991021949964e-01,8.035807381950662576e-01,1.571169541963152172e-01,-3.628025801643664394e+00,-3.661977715008824408e+00
7.921584316863372610e-01,7.650550818072235915e-01,8.013591202747896158e-01,1.571198782468210264e-01,-3.623249168369284234e+00,-3.580861111096902860e+00
7.927585517103420409e-01,7.628821288972258419e-01,7.991404274448883349e-01,1.571227809123705299e-01,-3.618479769148633896e+00,-3.587462988337573488e+00
7.933586717343468209e-01,7.607120360347040533e-01,7.969246553034337044e-01,1.571256622803156033e-01,-3.613717590783435352e+00,-3.649727595350105602e+00
7.939587917583517118e-01,7.585447988899747251e-01,7.947117994558735576e-01,1.571285224377357292e-01,-3.608962620103789654e+00,-3.865951763781337203e+00
7.945589117823564917e-01,7.563804131411706599e-01,7.925018555150333821e-01,1.571313614714379414e-01,-3.604214843968143622e+00,-3.607726977472940799e+00
7.951590318063612717e-01,7.542188744742384099e-01,7.902948191011143209e-01,1.571341794679568526e-01,-3.599474249263237002e+00,-3.551790653639286699e+00
7.957591518303660516e-01,7.520601785829397201e-01,7.880906858416949490e-01,1.571369765135546548e-01,-3.594740822904072264e+00,-3.542124038414839582e+00
7.963592718543708315e-01,7.499043211688513066e-01,7.858894513717301633e-01,1.571397526942211187e-01,-3.590014551833863088e+00,-3.605361051911431858e+00
7.969593918783757225e-01,7.477512979413643013e-01,7.836911113335514045e-01,1.571425080956735942e-01,-3.585295423024000616e+00,-3.539963946077659962e+00
7.975595119023805024e-01,7.456011046176862500e-01,7.814956613768681004e-01,1.571452428033569271e-01,-3.580583423474009930e+00,-3.477751529430312516e+00
7.981596319263852823e-01,7.434537369228380044e-01,7.793030971587652234e-01,1.571479569024436529e-01,-3.575878540211506973e+00,-3.622903568467893631e+00
7.987597519503900623e-01,7.413091905896559419e-01,7.771134143437048447e-01,1.571506504778338031e-01,-3.571180760292159029e+00,-3.424552855750296221e+00
7.993598719743948422e-01,7.391674613587914111e-01,7.749266086035255796e-01,1.571533236141550161e-01,-3.566490070799645196e+00,-3.762005900981737483e+00
7.999599919983997331e-01,7.370285449787100651e-01,7.727426756174429201e-01,1.571559763957624256e-01,-3.561806458845612422e+00,-3.687911312217519555e+00
8.005601120224045131e-01,7.348924372056939713e-01,7.705616110720496792e-01,1.571586089067388836e-01,-3.557129911569639980e+00,-3.647644406607181811e+00
8.011602320464092930e-01,7.327591338038385027e-01,7.683834106613147696e-01,1.571612212308946543e-01,-3.552460416139192834e+00,-3.796907087086747179e+00
8.017603520704140729e-01,7.306286305450548912e-01,7.662080700865838701e-01,1.571638134517676921e-01,-3.547797959749585228e+00,-3.647774221852863707e+00
8.023604720944188529e-01,7.285009232090686737e-01,7.640355850565796469e-01,1.571663856526234471e-01,-3.543142529623938053e+00,-3.418305332060299850e+00
8.029605921184236328e-01,7.263760075834206908e-01,7.618659512874013107e-01,1.571689379164550038e-01,-3.538494113013140652e+00,-3.414341206487882197e+00
8.035607121424285237e-01,7.242538794634661992e-01,7.596991645025246154e-01,1.571714703259829704e-01,-3.533852697195809078e+00,-3.524116850923188604e+00
8.041608321664333037e-01,7.221345346523765363e-01,7.575352204328030803e-01,1.571739829636555619e-01,-3.529218269478247461e+00,-3.357118072804450293e+00
8.047609521904380836e-01,7.200179689611111433e-01,7.553741148160713070e-01,1.571764759116495436e-01,-3.524590817193612668e+00,-3.500641795198993211e+00
8.053610722144428635e-01,7.179041782030811669e-01,7.532158433218447691e-01,1.571789492520861697e-01,-3.519970327550508316e+00,-3.569751523212133737e+00
8.059611922384476435e-01,7.157931582013814520e-01,7.510604016807761463e-01,1.571814030667800788e-01,-3.515356787892900847e+00,-3.491193710954619167e+00
8.065613122624525344e-01,7.136849047908037091e-01,7.489077857002890415e-01,1.571838374371346547e-01,-3.510750185731634776e+00,-3.524464846768025073e+00
8.071614322864573143e-01,7.115794138133898494e-01,7.467579911916283342e-01,1.571862524443054798e-01,-3.506150508597850379e+00,-3.432557162547850371e+00
8.077615523104620943e-01,7.094766811184303190e-01,7.446110139698579600e-01,1.571886481692002790e-01,-3.501557744042941067e+00,-3.651862808018281115e+00
8.083616723344668742e-01,7.073767025624653204e-01,7.424668498538624650e-01,1.571910246924790311e-01,-3.496971879638520075e+00,-3.397030385305397360e+00
8.089617923584716541e-01,7.052794740092847015e-01,7.403254946663462288e-01,1.571933820945538851e-01,-3.492392902976377389e+00,-3.538345576095229372e+00
8.095619123824765451e-01,7.031849913299274002e-01,7.381869442338335752e-01,1.571957204555891885e-01,-3.487820801668445547e+00,-3.402288500017419892e+00
8.101620324064813250e-01,7.010932504026828882e-01,7.360511943866703266e-01,1.571980398555014313e-01,-3.483255563346763672e+00,-3.637359583531402318e+00
8.107621524304861049e-01,6.990042471130891721e-01,7.339182409590209177e-01,1.572003403739593852e-01,-3.478697175663432617e+00,-3.520623041208661430e+00
8.113622724544908849e-01,6.969179773539339040e-01,7.317880797888703936e-01,1.572026220903838811e-01,-3.474145626290582101e+00,-3.466339304255560361e+00
8.119623924784956648e-01,6.948344370252543811e-01,7.296607067180241879e-01,1.572048850839481149e-01,-3.469600902920332963e+00,-3.379455640025216479e+00
8.125625125025005557e-01,6.927536220343371021e-01,7.275361175921072343e-01,1.572071294335772862e-01,-3.465062993264758084e+00,-3.586816100181943856e+00
8.131626325265053357e-01,6.906755282957190989e-01,7.254143082605658543e-01,1.572093552179489595e-01,-3.460531885055849077e+00,-3.293787459464973644e+00
8.137627525505101156e-01,6.886001517311856057e-01,7.232952745766652036e-01,1.572115625154927587e-01,-3.456007566045470991e+00,-3.407741218545119466e+00
8.143628725745148955e-01,6.865274882697720571e-01,7.211790123974911593e-01,1.572137514043905615e-01,-3.451490024005332113e+00,-3.504067565845642829e+00
8.149629925985196754e-01,6.844575338477630888e-01,7.190655175839497648e-01,1.572159219625764437e-01,-3.446979246726944002e+00,-3.325249043308136088e+00
8.155631126225244554e-01,6.823902844086930930e-01,7.169547860007668971e-01,1.572180742677366239e-01,-3.442475222021584180e+00,-3.432204119719321156e+00
8.161632326465293463e-01,6.803257359033454410e-01,7.148468135164885995e-01,1.572202083973095743e-01,-3.437977937720259725e+00,-3.322148239649136858e+00
8.167633526705341263e-01,6.782638842897541487e-01,7.127415960034817477e-01,1.572223244284859101e-01,-3.433487381673673511e+00,-3.201172600798996459e+00
8.173634726945389062e-01,6.762047255332015450e-01,7.106391293379326068e-01,1.572244224382084443e-01,-3.429003541752180695e+00,-3.352150703986322533e+00
8.179635927185436861e-01,6.741482556062198261e-01,7.085394093998478304e-01,1.572265025031721886e-01,-3.424526405845755850e+00,-3.477194352202759298e+00
8.185637127425484660e-01,6.720944704885909449e-01,7.064424320730540163e-01,1.572285646998243525e-01,-3.420055961863958327e+00,-3.462626705403073046e+00
8.191638327665533570e-01,6.700433661673457220e-01,7.043481932451978178e-01,1.572306091043643717e-01,-3.415592197735889624e+00,-3.357336763098043075e+00
8.197639527905581369e-01,6.679949386367655118e-01,7.022566888077470537e-01,1.572326357927437690e-01,-3.411135101410167181e+00,-3.382344559700791287e+00
8.203640728145629168e-01,6.659491838983804257e-01,7.001679146559883771e-01,1.572346448406663766e-01,-3.406684660854875979e+00,-3.489987657210174898e+00
8.209641928385676968e-01,6.639060979609701096e-01,6.980818666890291624e-01,1.572366363235881137e-01,-3.402240864057540115e+00,-3.469051815620137980e+00
8.215643128625724767e-01,6.618656768404942436e-01,6.959985408094523374e-01,1.572386103167202065e-01,-3.397803699024384727e+00,-3.331225496096165362e+00
8.221644328865773677e-01,6.598279165570956062e-01,6.939179329330849022e-01,1.572405668951842583e-01,-3.393373153799446040e+00,-3.158703316713316056e+00
8.227645529105821476e-01,6.577928131415441415e-01,6.918400390696256563e-01,1.572425061337800745e-01,-3.388949216626639060e+00,-3.651985954757432928e+00
8.233646729345869275e-01,6.557603626339271186e-01,6.897648552559478841e-01,1.572444281069827199e-01,-3.384531875816151558e+00,-3.312140262033879345e+00
8.239647929585917074e-01,6.537305610811029455e-01,6.876923775300942676e-01,1.572463328890399692e-01,-3.380121119692061082e+00,-3.401225837994228396e+00
8.245649129825964874e-01,6.517034045367011696e-01,6.856226019312767761e-01,1.572482205539725286e-01,-3.375716936592298989e+00,-3.297780465218280277e+00
8.251650330066012673e-01,6.496788890611220335e-01,6.835555244998761104e-01,1.572500911755738973e-01,-3.371319314868614470e+00,-3.284547177062087098e+00
8.257651530306061582e-01,6.476570107215361416e-01,6.814911412774417032e-01,1.572519448274103671e-01,-3.366928242886541689e+00,-3.361644434382686786e+00
8.263652730546109382e-01,6.456377655918863478e-01,6.794294483066931623e-01,1.572537815828210783e-01,-3.362543709025365146e+00,-3.464141063727584680e+00
8.269653930786157181e-01,6.436211497528848691e-01,6.773704416315178278e-01,1.572556015149180197e-01,-3.358165701678083259e+00,-3.497870891028382889e+00
8.275655131026204980e-01,6.416071592920157274e-01,6.753141172969727712e-01,1.572574046965860006e-01,-3.353794209251376834e+00,-3.541212078110693273e+00
8.281656331266252780e-01,6.395957903035331960e-01,6.732604713492835735e-01,1.572591912004826786e-01,-3.349429220165571763e+00,-3.227194660142080007e+00
8.287657531506301689e-01,6.375870388884625761e-01,6.712094998358449915e-01,1.572609610990384488e-01,-3.345070722854607048e+00,-3.366040959430306678e+00
8.293658731746349488e-01,6.355809011546006415e-01,6.691611988052215132e-01,1.572627144644566655e-01,-3.340718705766001495e+00,-3.394746202501857102e+00
8.299659931986397288e-01,6.335773732165143057e-01,6.671155643071455810e-01,1.572644513687133927e-01,-3.336373157360815966e+00,-3.364145098443455328e+00
8.305661132226445087e-01,6.315764511955416216e-01,6.650725923925192573e-01,1.572661718835575984e-01,-3.332034066113623183e+00,-3.465980837953280602e+00
