t,theta,omega,psi,chi,dtheta_dt
4.276855371074215206e+00,3.858851989044158048e-01,5.350827750665314575e+00,3.274690815110003345e-02,5.297031149185074117e-01,5.350827750665314575e+00
4.280856171234247221e+00,4.072641558657721927e-01,5.336390279248376167e+00,3.485651079782869227e-02,5.248395046198311986e-01,5.336390279248376167e+00
4.284856971394279235e+00,4.285838833800080794e-01,5.321219700108087203e+00,3.694608618667409583e-02,5.196925943484197452e-01,5.321219700108087203e+00
4.288857771554311249e+00,4.498414576942437182e-01,5.305320698704042215e+00,3.901451424155800984e-02,5.142689941246886276e-01,5.305320698704042215e+00
4.292858571714343263e+00,4.710339743173842519e-01,5.288698205508490346e+00,4.106070135494442608e-02,5.085756321967728200e-01,5.288698205508490346e+00
4.296859371874375277e+00,4.921585489901247890e-01,5.271357392041833734e+00,4.308358298150687798e-02,5.026197145637766317e-01,5.271357392041833734e+00
4.300860172034407292e+00,5.132123185604129390e-01,5.253303665941825962e+00,4.508212330848523214e-02,4.964087400305734477e-01,5.253303665941825962e+00
4.304860972194439306e+00,5.341924420498519455e-01,5.234542665561759733e+00,4.705531743743689849e-02,4.899504651801557809e-01,5.234542665561759733e+00
4.308861772354471320e+00,5.550961014231381441e-01,5.215080255428480527e+00,4.900219199190035402e-02,4.832528967417828447e-01,5.215080255428480527e+00
4.312862572514503334e+00,5.759205025914154730e-01,5.194922519710206466e+00,5.092180581166231429e-02,4.763242871439714587e-01,5.194922519710206466e+00
4.316863372674535348e+00,5.966628762287009557e-01,5.174075757287277533e+00,5.281325169576474299e-02,4.691730961545027556e-01,5.174075757287277533e+00
4.320864172834567363e+00,6.173204786077400863e-01,5.152546475080286292e+00,5.467565615781846966e-02,4.618080077866786870e-01,5.152546475080286292e+00
4.324864972994598489e+00,6.378905924830537977e-01,5.130341381938779755e+00,5.650818131650556242e-02,4.542378836957982613e-01,5.130341381938779755e+00
4.328865773154630503e+00,6.583705277899474240e-01,5.107467382421077673e+00,5.831002479364483931e-02,4.464717731236833576e-01,5.107467382421077673e+00
4.332866573314662517e+00,6.787576225196735313e-01,5.083931569368207448e+00,6.008042087032769429e-02,4.385188844896407701e-01,5.083931569368207448e+00
4.336867373474694531e+00,6.990492433648597403e-01,5.059741217932844037e+00,6.181864101973401360e-02,4.303885707189129550e-01,5.059741217932844037e+00
4.340868173634726546e+00,7.192427865008904631e-01,5.034903777439237338e+00,6.352399421888542397e-02,4.220903267465201392e-01,5.034903777439237338e+00
4.344868973794758560e+00,7.393356782372493274e-01,5.009426865005578655e+00,6.519582794380943125e-02,4.136337518165198457e-01,5.009426865005578655e+00
4.348869773954790574e+00,7.593253756713580493e-01,4.983318257375592530e+00,6.683352798259602212e-02,4.050285642955305798e-01,4.983318257375592530e+00
4.352870574114822588e+00,7.792093673406358389e-01,4.956585883737728793e+00,6.843651947651320511e-02,3.962845546905320870e-01,4.956585883737728793e+00
4.356871374274854603e+00,7.989851737714931401e-01,4.929237817818560075e+00,7.000426664306483304e-02,3.874116019029913427e-01,4.929237817818560075e+00
4.360872174434886617e+00,8.186503480972975311e-01,4.901282269843555639e+00,7.153627353192347493e-02,3.784196322501586773e-01,4.901282269843555639e+00
4.364872974594918631e+00,8.382024765287230395e-01,4.872727578986012276e+00,7.303208387959561620e-02,3.693186253028117316e-01,4.872727578986012276e+00
4.368873774754950645e+00,8.576391789114309328e-01,4.843582204587334239e+00,7.449128147802586142e-02,3.601185868513852584e-01,4.843582204587334239e+00
4.372874574914982659e+00,8.769581091396531081e-01,4.813854718813323608e+00,7.591349017308712810e-02,3.508295403847704885e-01,4.813854718813323608e+00
4.376875375075014674e+00,8.961569556313924156e-01,4.783553797489125792e+00,7.729837390432817146e-02,3.414615149463779975e-01,4.783553797489125792e+00
4.380876175235046688e+00,9.152334416983874954e-01,4.752688212711997373e+00,7.864563675978139545e-02,3.320245237098772284e-01,4.752688212711997373e+00
4.384876975395078702e+00,9.341853259306216462e-01,4.721266823633228249e+00,7.995502279383290278e-02,3.225285638791758336e-01,4.721266823633228249e+00
4.388877775555110716e+00,9.530104025228139930e-01,4.689298568877782181e+00,8.122631604080828016e-02,3.129835862092685828e-01,4.689298568877782181e+00
4.392878575715142730e+00,9.717065015715307119e-01,4.656792457473851066e+00,8.245934020416827159e-02,3.033995028268738348e-01,4.656792457473851066e+00
4.396879375875174745e+00,9.902714893512314376e-01,4.623757561065334087e+00,8.365395856031859756e-02,2.937861519111231723e-01,4.623757561065334087e+00
4.400880176035206759e+00,1.008703268531930597e+00,4.590203005071385789e+00,8.481007357781500389e-02,2.841533095999423941e-01,4.590203005071385789e+00
4.404880976195238773e+00,1.026999778397030827e+00,4.556137960770199058e+00,8.592762667860918968e-02,2.745106532726944715e-01,4.556137960770199058e+00
4.408881776355270787e+00,1.045158994989136003e+00,4.521571636706445574e+00,8.700659781424396888e-02,2.648677747589972542e-01,4.521571636706445574e+00
4.412882576515302802e+00,1.063178931264535443e+00,4.486513270760593031e+00,8.804700507840186596e-02,2.552341444574741658e-01,4.486513270760593031e+00
4.416883376675334816e+00,1.081057637172485375e+00,4.450972121807174275e+00,8.904890424764787260e-02,2.456191242808383746e-01,4.450972121807174275e+00
4.420884176835366830e+00,1.098793199744510840e+00,4.414957461877916600e+00,9.001238825240819030e-02,2.360319336908108800e-01,4.414957461877916600e+00
4.424884976995398844e+00,1.116383743110409998e+00,4.378478568086498157e+00,9.093758668277125701e-02,2.264816618099980694e-01,4.378478568086498157e+00
4.428885777155430858e+00,1.133827428523009884e+00,4.341544714976650177e+00,9.182466512872206055e-02,2.169772356514010070e-01,4.341544714976650177e+00
4.432886577315462873e+00,1.151122454313139087e+00,4.304165166733691983e+00,9.267382465007981129e-02,2.075274313846546537e-01,4.304165166733691983e+00
4.436887377475494887e+00,1.168267055851920144e+00,4.266349169802378327e+00,9.348530099767544954e-02,1.981408447096829339e-01,4.266349169802378327e+00
4.440888177635526901e+00,1.185259505446651263e+00,4.228105945407103050e+00,9.425936404636994781e-02,1.888259013703587064e-01,4.228105945407103050e+00
4.444888977795558915e+00,1.202098112243609185e+00,4.189444682512315055e+00,9.499631690980081533e-02,1.795908297048330049e-01,4.189444682512315055e+00
4.448889777955590930e+00,1.218781222066888992e+00,4.150374530678533347e+00,9.569649533315842393e-02,1.704436702440616791e-01,4.150374530678533347e+00
4.452890578115622944e+00,1.235307217265259938e+00,4.110904593428076126e+00,9.636026671968024593e-02,1.613922508564685221e-01,4.110904593428076126e+00
4.456891378275654958e+00,1.251674516496173339e+00,4.071043921459721382e+00,9.698802947087808990e-02,1.524441947895298077e-01,4.071043921459721382e+00
4.460892178435686972e+00,1.267881574520689503e+00,4.030801506477321716e+00,9.758021195490748645e-02,1.436068993313777131e-01,4.030801506477321716e+00
4.464892978595718986e+00,1.283926881935251396e+00,3.990186274788647403e+00,9.813727176925018947e-02,1.348875411826604143e-01,3.990186274788647403e+00
4.468893778755751001e+00,1.299808964918528487e+00,3.949207081632013061e+00,9.865969469329700925e-02,1.262930599253632991e-01,3.949207081632013061e+00
4.472894578915783015e+00,1.315526384914885716e+00,3.907872705205608810e+00,9.914799383897308915e-02,1.178301594033970140e-01,3.907872705205608810e+00
4.476895379075815029e+00,1.331077738335472160e+00,3.866191841488864078e+00,9.960270863496284433e-02,1.095052972711577782e-01,3.866191841488864078e+00
4.480896179235847043e+00,1.346461656200043544e+00,3.824173098779022339e+00,1.000244038327819662e-01,1.013246813621502818e-01,3.824173098779022339e+00
4.484896979395879058e+00,1.361676803791844526e+00,3.781824992964991416e+00,1.004136685590500538e-01,9.329426594091332070e-02,3.781824992964991416e+00
4.488897779555911072e+00,1.376721880267540499e+00,3.739155942664588839e+00,1.007711151668785332e-01,8.541974308893823808e-02,3.739155942664588839e+00
4.492898579715943086e+00,1.391595618263845813e+00,3.696174264901408435e+00,1.010973783577405610e-01,7.770654477216548672e-02,3.696174264901408435e+00
4.496899379875975100e+00,1.406296783484383361e+00,3.652888170899024178e+00,1.013931139164081646e-01,7.015983129379058103e-02,3.652888170899024178e+00
4.500900180036007114e+00,1.420824174260769901e+00,3.609305762169172649e+00,1.016589978425369994e-01,6.278449585823586698e-02,3.609305762169172649e+00
4.504900980196039129e+00,1.435176621119077955e+00,3.565435026943946539e+00,1.018957250811228094e-01,5.558515456359336415e-02,3.565435026943946539e+00
4.508901780356071143e+00,1.449352986304230040e+00,3.521283836729744987e+00,1.021040085331427621e-01,4.856614843807688375e-02,3.521283836729744987e+00
4.512902580516103157e+00,1.463352163321854471e+00,3.476859943309449807e+00,1.022845779197141952e-01,4.173153940938668927e-02,3.476859943309449807e+00
4.516903380676135171e+00,1.477173076442865884e+00,3.432170975852942174e+00,1.024381785960416652e-01,3.508510724714096474e-02,3.432170975852942174e+00
4.520904180836167185e+00,1.490814680210783116e+00,3.387224438396665871e+00,1.025655705537067280e-01,2.863035141676909326e-02,3.387224438396665871e+00
4.524904980996199200e+00,1.504275958941079461e+00,3.342027707563871797e+00,1.026675271500909065e-01,2.237048608096206537e-02,3.342027707563871797e+00
4.528905781156231214e+00,1.517555926198357108e+00,3.296588030514609358e+00,1.027448340637274610e-01,1.630844220797850880e-02,3.296588030514609358e+00
4.532906581316263228e+00,1.530653624283284220e+00,3.250912523211483940e+00,1.027982881458292530e-01,1.044686649935054439e-02,3.250912523211483940e+00
4.536907381476295242e+00,1.543568123700379102e+00,3.205008168897209853e+00,1.028286962255311188e-01,4.788120461927207298e-03,3.205008168897209853e+00
4.540908181636327257e+00,1.556298522623360547e+00,3.158881816841721424e+00,1.028368740451470198e-01,-6.657175209924428953e-04,3.158881816841721424e+00
4.544908981796359271e+00,1.568843946360654495e+00,3.112540181341484580e+00,1.028236450926435924e-01,-5.912852212812657812e-03,3.112540181341484580e+00
4.548909781956391285e+00,1.581203546811658978e+00,3.065989840949888023e+00,1.027898394603265070e-01,-1.095177036628447627e-02,3.065989840949888023e+00
4.552910582116423299e+00,1.593376501922392663e+00,3.019237237949258024e+00,1.027362927358484862e-01,-1.578123877844215400e-02,3.019237237949258024e+00
4.556911382276455313e+00,1.605362015139102372e+00,2.972288678051939748e+00,1.026638448950016602e-01,-2.040030214248667040e-02,2.972288678051939748e+00
4.560912182436487328e+00,1.617159314864653474e+00,2.925150330324399306e+00,1.025733391897297869e-01,-2.480828083465000736e-02,2.925150330324399306e+00
4.564912982596519342e+00,1.628767653909145796e+00,2.877828227329875865e+00,1.024656210022693859e-01,-2.900476879418279266e-02,2.877828227329875865e+00
4.568913782756551356e+00,1.640186308942699789e+00,2.830328265476641736e+00,1.023415368509011381e-01,-3.298962892743898673e-02,2.830328265476641736e+00
4.572914582916583370e+00,1.651414579959845641e+00,2.782656205562981100e+00,1.022019332476908349e-01,-3.676299097150986100e-02,2.782656205562981100e+00
4.576915383076615385e+00,1.662451789726955065e+00,2.734817673537863758e+00,1.020476556234962418e-01,-4.032524748421593280e-02,2.734817673537863758e+00
4.580916183236647399e+00,1.673297283254188805e+00,2.686818161406978600e+00,1.018795474120206962e-01,-4.367704822981228335e-02,2.686818161406978600e+00
4.584916983396679413e+00,1.683950427257646876e+00,2.638663028362528529e+00,1.016984488030732575e-01,-4.681929853202732722e-02,2.638663028362528529e+00
4.588917783556711427e+00,1.694410609627599706e+00,2.590357502042308635e+00,1.015051960258739755e-01,-4.975315055110717671e-02,2.590357502042308635e+00
4.592918583716743441e+00,1.704677238914814597e+00,2.541906679966285054e+00,1.013006200394985235e-01,-5.248000249031337799e-02,2.541906679966285054e+00
4.596919383876775456e+00,1.714749743797296277e+00,2.493315531137358487e+00,1.010855459041784948e-01,-5.500148858183086242e-02,2.493315531137358487e+00
4.600920184036807470e+00,1.724627572590378355e+00,2.444588897735504140e+00,1.008607914977455305e-01,-5.731947786310552517e-02,2.444588897735504140e+00
4.604920984196839484e+00,1.734310192718072852e+00,2.395731497029634838e+00,1.006271669537619345e-01,-5.943606344772992683e-02,2.395731497029634838e+00
4.608921784356871498e+00,1.743797090244804782e+00,2.346747923302022532e+00,1.003854733757130469e-01,-6.135356107756646804e-02,2.346747923302022532e+00
4.612922584516903513e+00,1.753087769359321868e+00,2.297642650011501253e+00,1.001365024272381776e-01,-6.307449713670908176e-02,2.297642650011501253e+00
4.616923384676935527e+00,1.762181751921993778e+00,2.248420031956266829e+00,9.988103493955807766e-02,-6.460160774610612666e-02,2.248420031956266829e+00
4.620924184836967541e+00,1.771078576973758256e+00,2.199084307590097875e+00,9.961984076221024054e-02,-6.593782507845288854e-02,2.199084307590097875e+00
4.624924984996999555e+00,1.779777800286643563e+00,2.149639601470260342e+00,9.935367722222196440e-02,-6.708627684977014338e-02,2.149639601470260342e+00
4.628925785157031569e+00,1.788278993917711501e+00,2.100089926593407874e+00,9.908328915971090223e-02,-6.805027238277504276e-02,2.100089926593407874e+00
4.632926585317063584e+00,1.796581745739701308e+00,2.050439187214454062e+00,9.880940751021870250e-02,-6.883329957871502092e-02,2.050439187214454062e+00
4.636927385477095598e+00,1.804685659064352077e+00,2.000691181082344006e+00,9.853274902196390572e-02,-6.943901521681586364e-02,2.000691181082344006e+00
4.640928185637127612e+00,1.812590352152996465e+00,1.950849602528101023e+00,9.825401567951241866e-02,-6.987123474899627207e-02,1.950849602528101023e+00
4.644928985797159626e+00,1.820295457871007105e+00,1.900918044902799142e+00,9.797389338033282713e-02,-7.013392983853965201e-02,1.900918044902799142e+00
4.648929785957191640e+00,1.827800623264813629e+00,1.850900003295085305e+00,9.769305251019499980e-02,-7.023121254539192726e-02,1.850900003295085305e+00
4.652930586117223655e+00,1.835105509135080082e+00,1.800798877817283650e+00,9.741214632736595880e-02,-7.016733179740082538e-02,1.800798877817283650e+00
4.656931386277255669e+00,1.842209789745755222e+00,1.750617975809859894e+00,9.713181051407351885e-02,-6.994666589851815386e-02,1.750617975809859894e+00
4.660932186437287683e+00,1.849113152407852345e+00,1.700360514814534874e+00,9.685266396388096666e-02,-6.957370735549472940e-02,1.700360514814534874e+00
4.664932986597319697e+00,1.855815297070501302e+00,1.650029626235806512e+00,9.657530671550385026e-02,-6.905305942869412184e-02,1.650029626235806512e+00
4.668933786757351712e+00,1.862315936122298510e+00,1.599628357011465329e+00,9.630031975589634086e-02,-6.838942980804429972e-02,1.599628357011465329e+00
4.672934586917383726e+00,1.868614793949183728e+00,1.549159673131697890e+00,9.602826599708973176e-02,-6.758761398546427046e-02,1.549159673131697890e+00
4.676935387077415740e+00,1.874711606612831094e+00,1.498626462879118826e+00,9.575968858548909723e-02,-6.665249114152596577e-02,1.498626462879118826e+00
4.680936187237447754e+00,1.880606121627460547e+00,1.448031538941261909e+00,9.549511059781189137e-02,-6.558901651632151331e-02,1.448031538941261909e+00
4.684936987397479768e+00,1.886298097599790058e+00,1.397377641619076405e+00,9.523503587328306652e-02,-6.440220984301400775e-02,1.397377641619076405e+00
4.688937787557511783e+00,1.891787303932375153e+00,1.346667442098891110e+00,9.497994767120040982e-02,-6.309714719734881017e-02,1.346667442098891110e+00
4.692938587717543797e+00,1.897073520620950138e+00,1.295903544543994812e+00,9.473030862292897147e-02,-6.167895371178878233e-02,1.295903544543994812e+00
4.696939387877575811e+00,1.902156537930628000e+00,1.245088489378133323e+00,9.448656129168619966e-02,-6.015279421459136105e-02,1.245088489378133323e+00
4.700940188037607825e+00,1.907036156161052043e+00,1.194224756179474545e+00,9.424912711510038954e-02,-5.852386374149401438e-02,1.194224756179474545e+00
4.704940988197639840e+00,1.911712185435081590e+00,1.143314766000828708e+00,9.401840680951213669e-02,-5.679738108859720691e-02,1.143314766000828708e+00
4.708941788357671854e+00,1.916184445428556593e+00,1.092360884616768502e+00,9.379478030732535387e-02,-5.497857960073826433e-02,1.092360884616768502e+00
4.712942588517703868e+00,1.920452765190837185e+00,1.041365424900424719e+00,9.357860633249168170e-02,-5.307269853192096015e-02,1.041365424900424719e+00
4.716943388677735882e+00,1.924516982917423569e+00,9.903306496179196117e-01,9.337022291884641834e-02,-5.108497736044023685e-02,9.903306496179196117e-01
4.720944188837767896e+00,1.928376945758590866e+00,9.392587741961078152e-01,9.316994694639113561e-02,-4.902064527141457295e-02,9.392587741961078152e-01
4.724944988997799911e+00,1.932032509645441154e+00,8.881519690791850330e-01,9.297807451515968657e-02,-4.688491647325451761e-02,8.881519690791850330e-01
4.728945789157831925e+00,1.935483539096808814e+00,8.370123626492105284e-01,9.279488088690003578e-02,-4.468298112912952313e-02,8.370123626492105284e-01
4.732946589317863939e+00,1.938729907077048509e+00,7.858420434498620821e-01,9.262062057015138516e-02,-4.241999914813193023e-02,7.858420434498620821e-01
4.736947389477895953e+00,1.941771494822327915e+00,7.346430629796750766e-01,9.245552759015458755e-02,-4.010109404881054967e-02,7.346430629796750766e-01
4.740948189637927968e+00,1.944608191712856149e+00,6.834174379891876372e-01,9.229981545124460451e-02,-3.773134496397981263e-02,6.834174379891876372e-01
4.744948989797959982e+00,1.947239895127741649e+00,6.321671530378654147e-01,9.215367754305352210e-02,-3.531578296618726603e-02,6.321671530378654147e-01
4.748949789957991996e+00,1.949666510328279756e+00,5.808941628821380210e-01,9.201728713585653752e-02,-3.285938240139258532e-02,5.808941628821380210e-01
4.752950590118024010e+00,1.951887950339175726e+00,5.296003948485671353e-01,9.189079780261312502e-02,-3.036705847399069971e-02,5.296003948485671353e-01
4.756951390278056024e+00,1.953904135845674350e+00,4.782877512486447547e-01,9.177434351450805550e-02,-2.784365910887131451e-02,4.782877512486447547e-01
4.760952190438088039e+00,1.955714995097675546e+00,4.269581116296318202e-01,9.166803903710156465e-02,-2.529396297920860973e-02,4.269581116296318202e-01
4.764952990598120053e+00,1.957320463822661116e+00,3.756133351813834009e-01,9.157198013023029604e-02,-2.272267247346889188e-02,3.756133351813834009e-01
4.768953790758152067e+00,1.958720485150037049e+00,3.242552629066121073e-01,9.148624392189952381e-02,-2.013441194551356464e-02,3.242552629066121073e-01
4.772954590918184081e+00,1.959915009541498554e+00,2.728857199954600188e-01,9.141088918771582417e-02,-1.753372187069750579e-02,2.728857199954600188e-01
4.776955391078216095e+00,1.960903994733527611e+00,2.215065179522540117e-01,9.134595671882569934e-02,-1.492505742913442790e-02,2.215065179522540117e-01
4.780956191238247222e+00,1.961687405686125318e+00,1.701194569215097041e-01,9.129146965437999472e-02,-1.231278371924610093e-02,1.701194569215097041e-01
4.784956991398279236e+00,1.962265214542342706e+00,1.187263278019072554e-01,9.124743385453523703e-02,-9.701174876298301192e-03,1.187263278019072554e-01
4.788957791558311250e+00,1.962637400595522053e+00,6.732891451524206095e-02,9.121383826721901622e-02,-7.094410190972709647e-03,6.732891451524206095e-02
4.792958591718343264e+00,1.962803950265586961e+00,1.592899613364393008e-02,9.119065530881287351e-02,-4.496573888368371290e-03,1.592899613364393008e-02
4.796959391878375278e+00,1.962764857084345005e+00,-3.547165090985324176e-02,9.117784125367875414e-02,-1.911652133845242844e-03,-3.547165090985324176e-02
4.800960192038407293e+00,1.962520121688923425e+00,-8.687125066264386741e-02,9.117533662029018993e-02,6.564666279264841104e-04,-8.687125066264386741e-02
4.804960992198439307e+00,1.962069751824345953e+00,-1.382680254957309729e-01,9.118306657162239537e-02,3.203993541480202722e-03,-1.382680254957309729e-01
4.808961792358471321e+00,1.961413762354761392e+00,-1.896601938974190882e-01,9.120094131099781842e-02,5.727238820881417475e-03,-1.896601938974190882e-01
4.812962592518503335e+00,1.960552175282744169e+00,-2.410459683550324195e-01,9.122885647298399625e-02,8.222612089343217523e-03,-2.410459683550324195e-01
4.816963392678535349e+00,1.959485019778529624e+00,-2.924235531107119423e-01,9.126669353781281802e-02,1.068662202386245867e-02,-2.924235531107119423e-01
4.820964192838567364e+00,1.958212332216471507e+00,-3.437911420329777257e-01,9.131432019514738874e-02,1.311587506436514422e-02,-3.437911420329777257e-01
4.824964992998599378e+00,1.956734156221631382e+00,-3.951469163665444762e-01,9.137159077845043165e-02,1.550707516950692276e-02,-3.951469163665444762e-01
4.828965793158631392e+00,1.955050542724410478e+00,-4.464890425531820028e-01,9.143834659233945894e-02,1.785702117397338848e-02,-4.464890425531820028e-01
4.832966593318663406e+00,1.953161550024111293e+00,-4.978156699730466594e-01,9.151441636438910343e-02,2.016260637196606864e-02,-4.978156699730466594e-01
4.836967393478695421e+00,1.951067243862107281e+00,-5.491249287173263216e-01,9.159961652473509741e-02,2.242081485865044313e-02,-5.491249287173263216e-01
4.840968193638727435e+00,1.948767697503161145e+00,-6.004149272826514450e-01,9.169375168092780415e-02,2.462872078524226335e-02,-6.004149272826514450e-01
4.844968993798759449e+00,1.946262991826076982e+00,-6.516837503306077695e-01,9.179661483163552294e-02,2.678348391484434987e-02,-6.516837503306077695e-01
4.848969793958791463e+00,1.943553215426025105e+00,-7.029294562606770436e-01,9.190798786784369623e-02,2.888234832076104833e-02,-7.029294562606770436e-01
4.852970594118823477e+00,1.940638464718125400e+00,-7.541500750377381213e-01,9.202764172772724682e-02,3.092263775944665075e-02,-7.541500750377381213e-01
4.856971394278855492e+00,1.937518844067885659e+00,-8.053436055430719387e-01,9.215533686632983168e-02,3.290175301807347213e-02,-8.053436055430719387e-01
4.860972194438887506e+00,1.934194465902339788e+00,-8.565080135027822728e-01,9.229082346949940563e-02,3.481716826199732218e-02,-8.565080135027822728e-01
4.864972994598919520e+00,1.930665450869195610e+00,-9.076412287040624971e-01,9.243384169153645580e-02,3.666642613664079092e-02,-9.076412287040624971e-01
4.868973794758951534e+00,1.926931927966802904e+00,-9.587411427431944411e-01,9.258412215216965668e-02,3.844713548708128537e-02,-9.587411427431944411e-01
4.872974594918983549e+00,1.922994034706606792e+00,-1.009805606554299517e+00,9.274138580451689318e-02,4.015696523058515099e-02,-1.009805606554299517e+00
4.876975395079015563e+00,1.918851917300476995e+00,-1.060832427479802664e+00,9.290534454576333812e-02,4.179364102916365703e-02,-1.060832427479802664e+00
4.880976195239047577e+00,1.914505730802054551e+00,-1.111819367236535516e+00,9.307570135245761545e-02,4.335494122204379408e-02,-1.111819367236535516e+00
4.884976995399079591e+00,1.909955639322734600e+00,-1.162764139032244293e+00,9.325215008048917675e-02,4.483869097991520503e-02,-1.162764139032244293e+00
4.888977795559111605e+00,1.905201816246823610e+00,-1.213664404537043717e+00,9.343437629488107743e-02,4.624275849041733361e-02,-1.213664404537043717e+00
4.892978595719143620e+00,1.900244444390789544e+00,-1.264517771885524944e+00,9.362205729143024957e-02,4.756505060750364222e-02,-1.264517771885524944e+00
4.896979395879175634e+00,1.895083716228412207e+00,-1.315321793099127667e+00,9.381486132225030916e-02,4.880350792773718166e-02,-1.315321793099127667e+00
4.900980196039207648e+00,1.889719834237278073e+00,-1.366073959756407774e+00,9.401244879283310318e-02,4.995609869019387861e-02,-1.366073959756407774e+00
4.904980996199239662e+00,1.884153010987968502e+00,-1.416771701885949142e+00,9.421447256409548610e-02,5.102081681005177227e-02,-1.416771701885949142e+00
4.908981796359271677e+00,1.878383469437366005e+00,-1.467412384954838167e+00,9.442057711918007412e-02,5.199567560855309495e-02,-1.467412384954838167e+00
4.912982596519303691e+00,1.872411443268922948e+00,-1.517993306176324664e+00,9.463039872349081338e-02,5.287870364095767495e-02,-1.517993306176324664e+00
4.916983396679335705e+00,1.866237177110254608e+00,-1.568511692083343734e+00,9.484356623433237710e-02,5.366793941006885865e-02,-1.568511692083343734e+00
4.920984196839367719e+00,1.859860926802122005e+00,-1.618964695982817892e+00,9.505970049096101882e-02,5.436142895520577889e-02,-1.618964695982817892e+00
4.924984996999399733e+00,1.853282959765045756e+00,-1.669349394388667918e+00,9.527841435453066055e-02,5.495722140956570828e-02,-1.669349394388667918e+00
4.928985797159431748e+00,1.846503555251856277e+00,-1.719662784500211039e+00,9.549931327095007028e-02,5.545336287103405648e-02,-1.719662784500211039e+00
4.932986597319463762e+00,1.839523004683111473e+00,-1.769901781325660783e+00,9.572199453332666530e-02,5.584789631158603579e-02,-1.769901781325660783e+00
4.936987397479495776e+00,1.832341612025371491e+00,-1.820063214249497463e+00,9.594604765284708847e-02,5.613885585646236770e-02,-1.820063214249497463e+00
4.940988197639527790e+00,1.824959694069892224e+00,-1.870143824621895101e+00,9.617105445192512814e-02,5.632426301495330884e-02,-1.870143824621895101e+00
4.944988997799559804e+00,1.817377580846009311e+00,-1.920140262471065284e+00,9.639658848460003204e-02,5.640212734684735968e-02,-1.920140262471065284e+00
4.948989797959591819e+00,1.809595615974435523e+00,-1.970049083532065204e+00,9.662221561116517143e-02,5.637043918022132533e-02,-1.970049083532065204e+00
4.952990598119623833e+00,1.801614157031370178e+00,-2.019866746563762749e+00,9.684749342336157474e-02,5.622717155811012002e-02,-2.019866746563762749e+00
4.956991398279655847e+00,1.793433575988260920e+00,-2.069589610018756964e+00,9.707197141290757614e-02,5.597027619536304455e-02,-2.069589610018756964e+00
4.960992198439687861e+00,1.785054259559861078e+00,-2.119213929545989306e+00,9.729519091225596883e-02,5.559768186144464774e-02,-2.119213929545989306e+00
4.964992998599719876e+00,1.776476609678742546e+00,-2.168735854775186489e+00,9.751668474760945282e-02,5.510729581045153286e-02,-2.168735854775186489e+00
4.968993798759751890e+00,1.767701043879321032e+00,-2.218151426681091110e+00,9.773597755187775349e-02,5.449699898624269651e-02,-2.218151426681091110e+00
4.972994598919783904e+00,1.758727995768829322e+00,-2.267456574696053995e+00,9.795258518696628447e-02,5.376465104958559615e-02,-2.267456574696053995e+00
4.976995399079815918e+00,1.749557915463419766e+00,-2.316647113948133718e+00,9.816601513787438782e-02,5.290808517570491643e-02,-2.316647113948133718e+00
4.980996199239847932e+00,1.740191270053515371e+00,-2.365718742652413553e+00,9.837576596836188070e-02,5.192511403613347259e-02,-2.365718742652413553e+00
4.984996999399879947e+00,1.730628544085531351e+00,-2.414667039360487877e+00,9.858132761851186310e-02,5.081352644165575139e-02,-2.414667039360487877e+00
4.988997799559911961e+00,1.720870240027446707e+00,-2.463487460575770616e+00,9.878218100388275191e-02,4.957109294628792712e-02,-2.463487460575770616e+00
4.992998599719943975e+00,1.710916878787193784e+00,-2.512175338119634560e+00,9.897779819299737381e-02,4.819556499139050765e-02,-2.512175338119634560e+00
4.996999399879975989e+00,1.700769000187085656e+00,-2.560725876943109380e+00,9.916764213987518117e-02,4.668468017940747422e-02,-2.560725876943109380e+00
5.001000200040008004e+00,1.690427163506760477e+00,-2.609134152701881426e+00,9.935116679669712958e-02,4.503616353765215602e-02,-2.609134152701881426e+00
5.005001000200040018e+00,1.679891947974268662e+00,-2.657395109763847962e+00,9.952781692893659937e-02,4.324773315374939170e-02,-2.657395109763847962e+00
5.009001800360072032e+00,1.669163953324079852e+00,-2.705503559056823271e+00,9.969702823281402504e-02,4.131710279961798432e-02,-2.705503559056823271e+00
5.013002600520104046e+00,1.658243800309376237e+00,-2.753454176297835065e+00,9.985822718437133150e-02,3.924198876249106183e-02,-2.753454176297835065e+00
5.017003400680136060e+00,1.647132131267230903e+00,-2.801241500163092368e+00,1.000108312195669424e-01,3.702011304705261907e-02,-2.801241500163092368e+00
5.021004200840168075e+00,1.635829610655455291e+00,-2.848859930775307969e+00,1.001542485884305556e-01,3.464921209159679133e-02,-2.848859930775307969e+00
5.025005001000200089e+00,1.624336925617267502e+00,-2.896303728240666953e+00,1.002878786272657641e-01,3.212704004432993810e-02,-2.896303728240666953e+00
5.029005801160232103e+00,1.612654786544286178e+00,-2.943567011438203096e+00,1.004111116288731870e-01,2.945137949796946403e-02,-2.943567011438203096e+00
5.033006601320264117e+00,1.600783927636365567e+00,-2.990643756958828003e+00,1.005233291809957408e-01,2.662004521535663720e-02,-2.990643756958828003e+00
5.037007401480296132e+00,1.588725107485560839e+00,-3.037527798254264333e+00,1.006239041310005994e-01,2.363089574084712569e-02,-3.037527798254264333e+00
