t,S,I,R,dI_dt,dI_dt_noisy
2.522504500900179991e+01,4.061557393168498398e-01,4.371158999247555521e-02,9.983444564487890804e-02,-1.106182799980690457e-04,-3.344058028455609410e-04
2.524504900980195998e+01,4.061467121661294088e-01,4.370937332076574311e-02,9.982116055939616039e-02,-1.110025116737617563e-04,-1.794989578144862803e-03
2.526505301060212005e+01,4.061377062684024541e-01,4.370714900805929004e-02,9.980789953512934909e-02,-1.113823246331445155e-04,-2.334778303677878010e-03
2.528505701140228012e+01,4.061287217295925789e-01,4.370491714279260004e-02,9.979466246273349661e-02,-1.117577338431471456e-04,8.609001355193915536e-04
2.530506101220244020e+01,4.061197586541309690e-01,4.370267781307137639e-02,9.978144923360997287e-02,-1.121287543284911307e-04,8.242379990210940569e-04
2.532506501300260027e+01,4.061108171449566151e-01,4.370043110667064246e-02,9.976825973990652296e-02,-1.124954011714415520e-04,-4.617398172368454893e-04
2.534506901380276034e+01,4.061018973035160906e-01,4.369817711103473473e-02,9.975509387451725329e-02,-1.128576895117502747e-04,1.584075072661446848e-03
2.536507301460292041e+01,4.060929992297636626e-01,4.369591591327728203e-02,9.974195153108264544e-02,-1.132156345464545039e-04,-1.322289863232749751e-03
2.538507701540308048e+01,4.060841230221614029e-01,4.369364760018124016e-02,9.972883260398952843e-02,-1.135692515297258634e-04,2.106868884692651191e-03
2.540508101620324055e+01,4.060752687776789660e-01,4.369137225819887116e-02,9.971573698837110644e-02,-1.139185557727645775e-04,-3.390442620052469406e-05
2.542508501700340062e+01,4.060664365917937002e-01,4.368908997345175016e-02,9.970266458010691724e-02,-1.142635626436164578e-04,-1.869167142047474777e-04
2.544508901780356069e+01,4.060576265584906475e-01,4.368680083173075851e-02,9.968961527582291537e-02,-1.146042875670475695e-04,-1.151508815259774248e-04
2.546509301860372076e+01,4.060488387702625435e-01,4.368450491849608375e-02,9.967658897289137510e-02,-1.149407460244074048e-04,-3.121232995934545163e-04
2.548509701940388084e+01,4.060400733181098176e-01,4.368220231887723348e-02,9.966358556943093194e-02,-1.152729535534296069e-04,4.861255623104012921e-03
2.550510102020404091e+01,4.060313302915405931e-01,4.367989311767302152e-02,9.965060496430661052e-02,-1.156009257481706038e-04,-3.338640584043377386e-03
2.552510502100420098e+01,4.060226097785706312e-01,4.367757739935156786e-02,9.963764705712979675e-02,-1.159246782587968882e-04,2.385204093047993499e-04
2.554510902180436105e+01,4.060139118657234425e-01,4.367525524805030562e-02,9.962471174825821008e-02,-1.162442267914963294e-04,2.371968151886618640e-03
2.556511302260452112e+01,4.060052366380301758e-01,4.367292674757598803e-02,9.961179893879595904e-02,-1.165595871082890887e-04,1.318466518036754244e-03
2.558511702340468119e+01,4.059965841790297292e-01,4.367059198140466753e-02,9.959890853059352733e-02,-1.168707750269116098e-04,-7.210347184414522262e-04
2.560512102420484126e+01,4.059879545707685833e-01,4.366825103268170277e-02,9.958604042624771835e-02,-1.171778064206958382e-04,3.363064242012977177e-03
2.562512502500500133e+01,4.059793478938009681e-01,4.366590398422177249e-02,9.957319452910172453e-02,-1.174806972183801371e-04,-2.254466412749743347e-03
2.564512902580516140e+01,4.059707642271888073e-01,4.366355091850886161e-02,9.956037074324511349e-02,-1.177794634040039024e-04,-2.730371722840466836e-03
2.566513302660532148e+01,4.059622036485017738e-01,4.366119191769627511e-02,9.954756897351380029e-02,-1.180741210167746396e-04,1.018067004848046981e-03
2.568513702740548155e+01,4.059536662338170121e-01,4.365882706360661031e-02,9.953478912549006130e-02,-1.183646861509181272e-04,-3.027304288616970360e-03
2.570514102820564162e+01,4.059451520577196382e-01,4.365645643773178458e-02,9.952203110550253418e-02,-1.186511749555127504e-04,-4.874550680888743888e-03
2.572514502900580169e+01,4.059366611933021840e-01,4.365408012123303538e-02,9.950929482062623177e-02,-1.189336036344211967e-04,1.646839671821578172e-03
2.574514902980596176e+01,4.059281937121650974e-01,4.365169819494089248e-02,9.949658017868252824e-02,-1.192119884460857582e-04,1.403488636794786868e-03
2.576515303060612183e+01,4.059197496844163533e-01,4.364931073935520572e-02,9.948388708823914517e-02,-1.194863457034385599e-04,1.345087380183462205e-03
2.578515703140628190e+01,4.059113291786717315e-01,4.364691783464513114e-02,9.947121545861019321e-02,-1.197566917737311228e-04,-1.094698981141986518e-03
2.580516103220644197e+01,4.059029322620545388e-01,4.364451956064914484e-02,9.945856519985611655e-02,-1.200230430784693120e-04,2.458692123002168082e-04
2.582516503300660204e+01,4.058945590001958870e-01,4.364211599687502219e-02,9.944593622278374845e-02,-1.202854160931687410e-04,-2.050938572578066971e-03
2.584516903380676212e+01,4.058862094572346368e-01,4.363970722249985168e-02,9.943332843894626960e-02,-1.205438273473272322e-04,3.348158585877985833e-03
2.586517303460692219e+01,4.058778836958171765e-01,4.363729331637003495e-02,9.942074176064322200e-02,-1.207982934242359495e-04,1.461250209584660483e-03
2.588517703540708226e+01,4.058695817770976433e-01,4.363487435700128675e-02,9.940817610092052281e-02,-1.210488309608677253e-04,1.363463313779569039e-03
2.590518103620724233e+01,4.058613037633884146e-01,4.363245042260582851e-02,9.939563137241880231e-02,-1.212954564054546588e-04,-4.021264938218724154e-03
2.592518503700740240e+01,4.058530497231697676e-01,4.363002159140196706e-02,9.938310748520713667e-02,-1.215381856299526265e-04,1.493065902349815545e-03
2.594518903780756247e+01,4.058448197128055601e-01,4.362758794148395569e-02,9.937060435473064890e-02,-1.217770356170791608e-04,2.866167008345639478e-03
2.596519303860772254e+01,4.058366137862856049e-01,4.362514955059101224e-02,9.935812189756464130e-02,-1.220120234790905353e-04,2.310512147815655358e-03
2.598519703940788261e+01,4.058284319965038689e-01,4.362270649610344719e-02,9.934566003085831820e-02,-1.222431663361939116e-04,1.456017505256806434e-03
2.600520104020804268e+01,4.058202743952587510e-01,4.362025885504262207e-02,9.933321867233481373e-02,-1.224704813163927323e-04,-1.243848193757235280e-04
2.602520504100820276e+01,4.058121410332528045e-01,4.361780670407096328e-02,9.932079774029121955e-02,-1.226939855553902271e-04,-8.063596800654763540e-04
2.604520904180836283e+01,4.058040319600930701e-01,4.361535011949196905e-02,9.930839715359855713e-02,-1.229136961964595251e-04,1.080369675041305049e-03
2.606521304260852290e+01,4.057959472242907428e-01,4.361288917725021641e-02,9.929601683170176385e-02,-1.231296303903504138e-04,6.424090812043753993e-04
2.608521704340868297e+01,4.057878868732614497e-01,4.361042395293132645e-02,9.928365669461972076e-02,-1.233418052951557650e-04,3.494072554765472361e-04
2.610522104420884304e+01,4.057798509533250275e-01,4.360795452176199904e-02,9.927131666294525258e-02,-1.235502380762011632e-04,-7.419997316542325562e-04
2.612522504500900311e+01,4.057718395097056896e-01,4.360548095860999895e-02,9.925899665784511383e-02,-1.237549459059679273e-04,3.238758109944897372e-03
2.614522904580916318e+01,4.057638525865319146e-01,4.360300333798416972e-02,9.924669660105998881e-02,-1.239559459639378528e-04,-2.459642530355907360e-03
2.616523304660932325e+01,4.057558902268364465e-01,4.360052173403439896e-02,9.923441641490449161e-02,-1.241532554365105956e-04,-1.694181670606774762e-04
2.618523704740948332e+01,4.057479524725564612e-01,4.359803622055166000e-02,9.922215602226718001e-02,-1.243468915168828917e-04,-1.284708637095475191e-03
2.620524104820964340e+01,4.057400393645332892e-01,4.359554687096798414e-02,9.920991534661054156e-02,-1.245368714049494615e-04,1.939549224776767342e-03
2.622524504900980347e+01,4.057321509425127481e-01,4.359305375835647450e-02,9.919769431197102139e-02,-1.247232123071887345e-04,2.736239802281372965e-03
2.624524904980996354e+01,4.057242872451447546e-01,4.359055695543129216e-02,9.918549284295895274e-02,-1.249059314365691745e-04,2.363271750183968019e-03
2.626525305061012361e+01,4.057164483099837127e-01,4.358805653454767698e-02,9.917331086475862645e-02,-1.250850460124360887e-04,1.385729317504551771e-03
2.628525705141028368e+01,4.057086341734882917e-01,4.358555256770192676e-02,9.916114830312829087e-02,-1.252605732603854268e-04,-2.930464526220401267e-03
2.630526105221044375e+01,4.057008448710213155e-01,4.358304512653141116e-02,9.914900508440009641e-02,-1.254325304122288695e-04,4.037032884680426432e-03
2.632526505301060382e+01,4.056930804368501509e-01,4.358053428231456472e-02,9.913688113548013714e-02,-1.256009347057984553e-04,9.077912444434991027e-04
2.634526905381076389e+01,4.056853409041463188e-01,4.357802010597088688e-02,9.912477638384845080e-02,-1.257658033849205596e-04,-3.426922933785521560e-04
2.636527305461092396e+01,4.056776263049856612e-01,4.357550266806095585e-02,9.911269075755899105e-02,-1.259271536992762498e-04,-8.292596146982841865e-05
2.638527705541108404e+01,4.056699366703483411e-01,4.357298203878639392e-02,9.910062418523965522e-02,-1.260850029043169337e-04,-8.051232702075201324e-04
2.640528105621124411e+01,4.056622720301188978e-01,4.357045828798990911e-02,9.908857659609229818e-02,-1.262393682611524705e-04,7.215217771864731967e-04
2.642528505701140418e+01,4.056546324130861358e-01,4.356793148515526737e-02,9.907654791989266296e-02,-1.263902670364637840e-04,4.939453491847444616e-04
2.644528905781156425e+01,4.056470178469430699e-01,4.356540169940731344e-02,9.906453808699047792e-02,-1.265377165024098374e-04,-8.467378078358151362e-04
2.646529305861172432e+01,4.056394283582871463e-01,4.356286899951194308e-02,9.905254702830934566e-02,-1.266817339365176962e-04,-5.266464607487471132e-03
2.648529705941188439e+01,4.056318639726200770e-01,4.356033345387613082e-02,9.904057467534686798e-02,-1.268223366215966586e-04,-1.970650067175411940e-04
2.650530106021204446e+01,4.056243247143478392e-01,4.355779513054790913e-02,9.902862096017453486e-02,-1.269595418456202947e-04,8.267123706333826634e-04
2.652530506101220453e+01,4.056168106067807866e-01,4.355525409721637542e-02,9.901668581543779379e-02,-1.270933669016854634e-04,9.252423228829657550e-04
2.654530906181236460e+01,4.056093216721335937e-01,4.355271042121171970e-02,9.900476917435600821e-02,-1.272238290878596571e-04,-4.341538306392342633e-04
2.656531306261252467e+01,4.056018579315251449e-01,4.355016416950515529e-02,9.899287097072249908e-02,-1.273509457071118293e-04,7.792785932197032880e-04
2.658531706341268475e+01,4.055944194049787010e-01,4.354761540870900893e-02,9.898099113890450329e-02,-1.274747340672477761e-04,1.929163146806702443e-03
2.660532106421284482e+01,4.055870061114217884e-01,4.354506420507663761e-02,9.896912961384320140e-02,-1.275952114807795985e-04,-1.068095776608512983e-03
2.662532506501300489e+01,4.055796180686863095e-01,4.354251062450248400e-02,9.895728633105368988e-02,-1.277123952648339788e-04,2.804845695572421964e-03
2.664532906581316496e+01,4.055722552935084324e-01,4.353995473252204873e-02,9.894546122662503662e-02,-1.278263027411142335e-04,-4.038142906382964116e-03
2.666533306661332503e+01,4.055649178015285350e-01,4.353739659431191122e-02,9.893365423722021157e-02,-1.279369512357615354e-04,-2.650034018673902599e-03
2.668533706741348510e+01,4.055576056072915381e-01,4.353483627468970191e-02,9.892186530007612832e-02,-1.280443580792803206e-04,-1.938334258830116735e-03
2.670534106821364517e+01,4.055503187242464613e-01,4.353227383811413692e-02,9.891009435300364416e-02,-1.281485406064456975e-04,-5.017081959557530280e-03
2.672534506901380524e+01,4.055430571647466453e-01,4.352970934868497649e-02,9.889834133438753228e-02,-1.282495161562592113e-04,-2.127774758221832353e-03
2.674534906981396531e+01,4.055358209400499181e-01,4.352714287014306654e-02,9.888660618318650952e-02,-1.283473020717972729e-04,2.368396649200966465e-03
2.676535307061412539e+01,4.055286100603182065e-01,4.352457446587031792e-02,9.887488883893323643e-02,-1.284419157001881733e-04,2.354616214804977972e-03
2.678535707141428546e+01,4.055214245346178137e-01,4.352200419888969246e-02,9.886318924173430334e-02,-1.285333743924759083e-04,6.618355105993437796e-05
2.680536107221444553e+01,4.055142643709193639e-01,4.351943213186523773e-02,9.885150733227021647e-02,-1.286216955035937234e-04,3.313382237972353761e-03
2.682536507301460560e+01,4.055071295761089045e-01,4.351685832710321805e-02,9.883984305179059626e-02,-1.287068963914926329e-04,3.502735435008964273e-04
2.684536907381476567e+01,4.055000201636288493e-01,4.351428284746457903e-02,9.882819633874542764e-02,-1.287889939489133152e-04,-1.124412907181420677e-03
2.686537307461492574e+01,4.054929361434223556e-01,4.351170575558706982e-02,9.881656713322808927e-02,-1.288680053349810194e-04,3.543935334306512063e-04
2.688537707541508581e+01,4.054858775174189356e-01,4.350912711308792258e-02,9.880495537896000213e-02,-1.289439481812104833e-04,-4.032371689090141374e-04
2.690538107621524588e+01,4.054788442868190179e-01,4.350654698123701536e-02,9.879336102007485465e-02,-1.290168400912695794e-04,1.342850080908727017e-03
2.692538507701540595e+01,4.054718364520943363e-01,4.350396542095687907e-02,9.878178400111858881e-02,-1.290866986408760984e-04,-3.135187978147677221e-03
2.694538907781556603e+01,4.054648540129874856e-01,4.350138249282271136e-02,9.877022426704940017e-02,-1.291535413777821373e-04,1.869676345284676305e-03
2.696539307861572610e+01,4.054578969685123657e-01,4.349879825706235575e-02,9.875868176323776559e-02,-1.292173858216452958e-04,-1.048270848198684701e-03
2.698539707941588617e+01,4.054509653169536820e-01,4.349621277355631560e-02,9.874715643546641552e-02,-1.292782494640371330e-04,1.581367783556478354e-03
2.700540108021604269e+01,4.054440590558674451e-01,4.349362610183774014e-02,9.873564822993034784e-02,-1.293361497683200023e-04,-3.211416553461091550e-03
2.702540508101620276e+01,4.054371781820806375e-01,4.349103830109243840e-02,9.872415709323678623e-02,-1.293911041696073697e-04,-9.679084150741838624e-04
2.704540908181636283e+01,4.054303226916913805e-01,4.348844943015888614e-02,9.871268297240526346e-02,-1.294431300747119883e-04,2.668331062571940274e-05
2.706541308261652290e+01,4.054234925800687672e-01,4.348585954752819810e-02,9.870122581486755198e-02,-1.294922448620604641e-04,1.673413013040267981e-03
2.708541708341668297e+01,4.054166878418530295e-01,4.348326871134414184e-02,9.868978556846767780e-02,-1.295384658816646321e-04,-2.564600604225380446e-03
2.710542108421684304e+01,4.054099084709555378e-01,4.348067697940315862e-02,9.867836218146193439e-02,-1.295818104549962234e-04,3.205306701362516889e-03
2.712542508501700311e+01,4.054031544605586346e-01,4.347808440915432171e-02,9.866695560251889652e-02,-1.296222958750293652e-04,8.357046541320010003e-04
2.714542908581716318e+01,4.053964258031158008e-01,4.347549105769938499e-02,9.865556578071935090e-02,-1.296599394060924792e-04,-1.181210776212306916e-03
2.716543308661732326e+01,4.053897224903516006e-01,4.347289698179272743e-02,9.864419266555639332e-02,-1.296947582838361892e-04,2.304909310092325032e-03
2.718543708741748333e+01,4.053830445132615701e-01,4.347030223784140862e-02,9.863283620693535925e-02,-1.297267697152179253e-04,7.569527633004163891e-05
2.720544108821764340e+01,4.053763918621124951e-01,4.346770688190513404e-02,9.862149635517383772e-02,-1.297559908783744217e-04,2.186837970544084839e-03
2.722544508901780347e+01,4.053697645264421334e-01,4.346511096969625509e-02,9.861017306100171298e-02,-1.297824389226338599e-04,4.516513178570910440e-03
2.724544908981796354e+01,4.053631624950592705e-01,4.346251455657978990e-02,9.859886627556108118e-02,-1.298061309684100505e-04,1.407250624348750298e-03
2.726545309061812361e+01,4.053565857560438856e-01,4.345991769757340945e-02,9.858757595040634758e-02,-1.298270841071837850e-04,-1.183186011247253262e-03
2.728545709141828368e+01,4.053500342967469305e-01,4.345732044734743060e-02,9.857630203750414322e-02,-1.298453154014295435e-04,-9.812601861837262802e-04
2.730546109221844375e+01,4.053435081037905507e-01,4.345472286022484393e-02,9.856504448923336659e-02,-1.298608418845656216e-04,1.035247850872366912e-03
2.732546509301860382e+01,4.053370071630678084e-01,4.345212499018127200e-02,9.855380325838519751e-02,-1.298736805609183517e-04,4.459371536265972118e-04
2.734546909381876389e+01,4.053305314597430153e-01,4.344952689084500413e-02,9.854257829816304159e-02,-1.298838484056540152e-04,-1.795943775511634659e-03
2.736547309461892397e+01,4.053240809782515108e-01,4.344692861549699636e-02,9.853136956218261355e-02,-1.298913623647198617e-04,-1.466110393616678166e-03
2.738547709541908404e+01,4.053176557022995508e-01,4.344433021707082981e-02,9.852017700447185389e-02,-1.298962393548391218e-04,1.201667819209547433e-03
2.740548109621924411e+01,4.053112556148647516e-01,4.344173174815276622e-02,9.850900057947095667e-02,-1.298984962633943467e-04,4.563498245459204211e-03
2.742548509701940418e+01,4.053048806981954799e-01,4.343913326098171324e-02,9.849784024203241117e-02,-1.298981499484623200e-04,-5.390632912564340302e-03
2.744548909781956425e+01,4.052985309338115183e-01,4.343653480744923828e-02,9.848669594742094635e-02,-1.298952172386828689e-04,1.317937058406760693e-03
2.746549309861972432e+01,4.052922063025034549e-01,4.343393643909955470e-02,9.847556765131354473e-02,-1.298897149332842345e-04,-5.519840809766332146e-04
2.748549709941988439e+01,4.052859067843330720e-01,4.343133820712952869e-02,9.846445530979945626e-02,-1.298816598019653275e-04,1.428847767678408055e-03
2.750550110022004446e+01,4.052796323586332350e-01,4.342874016238870011e-02,9.845335887938021224e-02,-1.298710685849412648e-04,1.605571687545606033e-03
2.752550510102020453e+01,4.052733830040078922e-01,4.342614235537924777e-02,9.844227831696958364e-02,-1.298579579927959179e-04,-2.418178791569993357e-05
2.754550910182036461e+01,4.052671586983319640e-01,4.342354483625600337e-02,9.843121357989359499e-02,-1.298423447065378579e-04,-2.161789438750928282e-03
2.756551310262052468e+01,4.052609594187516207e-01,4.342094765482646529e-02,9.842016462589056602e-02,-1.298242453774654803e-04,-2.923928032383454109e-03
2.758551710342068475e+01,4.052547851416839486e-01,4.341835086055077786e-02,9.840913141311104229e-02,-1.298036766272101569e-04,-3.878161053813539323e-03
2.760552110422084482e+01,4.052486358428171731e-01,4.341575450254174517e-02,9.839811390011783676e-02,-1.297806550476384400e-04,2.314910545422194273e-03
2.762552510502100489e+01,4.052425114971106579e-01,4.341315862956482419e-02,9.838711204588604375e-02,-1.297551972008186699e-04,-5.491599287148088513e-04
2.764552910582116496e+01,4.052364120787947388e-01,4.341056329003812470e-02,9.837612580980298338e-02,-1.297273196190038436e-04,-1.210277254336115590e-03
2.766553310662132503e+01,4.052303375613708902e-01,4.340796853203241629e-02,9.836515515166828483e-02,-1.296970388045620096e-04,-6.851358604573491631e-04
2.768553710742148510e+01,4.052242879176116697e-01,4.340537440327112140e-02,9.835420003169380310e-02,-1.296643712299699793e-04,-2.808599808023114729e-03
2.770554110822164517e+01,4.052182631195606621e-01,4.340278095113030837e-02,9.834326041050366063e-02,-1.296293333377493591e-04,4.795998257043702613e-04
2.772554510902180525e+01,4.052122631385325358e-01,4.340018822263871923e-02,9.833233624913424731e-02,-1.295919415404444327e-04,2.507811050547146745e-03
2.774554910982196532e+01,4.052062879451130972e-01,4.339759626447774188e-02,9.832142750903419270e-02,-1.295522122205644815e-04,2.147369049321360898e-03
2.776555311062212539e+01,4.052003375091591808e-01,4.339500512298140322e-02,9.831053415206443546e-02,-1.295101617305818333e-04,-3.261108304186021833e-03
2.778555711142228546e+01,4.051944117997987038e-01,4.339241484413641770e-02,9.829965614049811229e-02,-1.294658063928759168e-04,2.597557961225027863e-03
2.780556111222244553e+01,4.051885107855148216e-01,4.338982547360038799e-02,9.828879343698281035e-02,-1.294191624967868347e-04,-1.657892951949457849e-03
2.782556511302260560e+01,4.051826344413256842e-01,4.338723705838939959e-02,9.827794600130886071e-02,-1.293702460874123460e-04,-3.955274776572943046e-03
2.784556911382276567e+01,4.051767827375291064e-01,4.338464964470714613e-02,9.826711379547319047e-02,-1.293190734261671915e-04,-2.588263544247396217e-03
2.786557311462292574e+01,4.051709556386223210e-01,4.338206327736386647e-02,9.825629678416733515e-02,-1.292656609332228004e-04,-2.062293883423330781e-03
2.788557711542308581e+01,4.051651531086867264e-01,4.337947800086226768e-02,9.824549493235461284e-02,-1.292100249800506254e-04,-1.431057056601286168e-04
2.790558111622324589e+01,4.051593751113877206e-01,4.337689385939747649e-02,9.823470820527020753e-02,-1.291521818893401775e-04,-2.193103127861834034e-03
2.792558511702340596e+01,4.051536216099751453e-01,4.337431089685707397e-02,9.822393656842108578e-02,-1.290921479349849306e-04,-3.149583069494841809e-03
2.794558911782356603e+01,4.051478925672827303e-01,4.337172915682107471e-02,9.821317998758601064e-02,-1.290299393420966338e-04,-6.580180096047009465e-04
2.796559311862372610e+01,4.051421879457285380e-01,4.336914868256194072e-02,9.820243842881561103e-02,-1.289655722869183577e-04,3.718842313300226021e-03
2.798559711942388617e+01,4.051365077073147414e-01,4.336656951704458141e-02,9.819171185843227068e-02,-1.288990628968819576e-04,-1.533600827674083764e-03
2.800560112022404624e+01,4.051308518136276793e-01,4.336399170292633970e-02,9.818100024303023921e-02,-1.288304272505245898e-04,7.996766036489661323e-04
2.802560512102420631e+01,4.051252202258378565e-01,4.336141528255701288e-02,9.817030354947553494e-02,-1.287596813774976017e-04,3.113398108143419318e-05
2.804560912182436638e+01,4.051196129046999994e-01,4.335884029797882483e-02,9.815962174490602821e-02,-1.286868412585153582e-04,5.187448587130633060e-03
2.806561312262452645e+01,4.051140298105528337e-01,4.335626679092645375e-02,9.814895479673137191e-02,-1.286119228254035962e-04,-3.925128242144361804e-03
2.808561712342468653e+01,4.051084709033194731e-01,4.335369480282701138e-02,9.813830267263305707e-02,-1.285349419610007631e-04,2.062228352468956950e-03
2.810562112422484660e+01,4.051029361425069752e-01,4.335112437480007075e-02,9.812766534056435730e-02,-1.284559144992081063e-04,-2.691225906099435281e-03
2.812562512502500667e+01,4.050974254872067859e-01,4.334855554765762453e-02,9.811704276875041209e-02,-1.283748562248999015e-04,-1.313205364265170993e-03
2.814562912582516674e+01,4.050919388960942946e-01,4.334598836190412668e-02,9.810643492568811574e-02,-1.282917828739934922e-04,-3.216550896608177338e-04
2.816563312662532681e+01,4.050864763274292235e-01,4.334342285773645775e-02,9.809584178014620071e-02,-1.282067101333480251e-04,6.243965693462732308e-03
2.818563712742548688e+01,4.050810377390553496e-01,4.334085907504394569e-02,9.808526330116523750e-02,-1.281196536408089025e-04,-1.654130274207460958e-03
2.820564112822564695e+01,4.050756230884006714e-01,4.333829705340837279e-02,9.807469945805757927e-02,-1.280306289851704856e-04,-3.905798855481844474e-03
2.822564512902580702e+01,4.050702323324773535e-01,4.333573683210394795e-02,9.806415022040738949e-02,-1.279396517061507244e-04,2.466787548976301717e-03
2.824564912982596709e+01,4.050648654278817262e-01,4.333317845009733438e-02,9.805361555807065588e-02,-1.278467372943866039e-04,-1.806318953954592736e-03
2.826565313062612717e+01,4.050595223307942305e-01,4.333062194604762885e-02,9.804309544117520425e-02,-1.277519011914456364e-04,-6.136526085728298378e-04
2.828565713142628724e+01,4.050542029969795288e-01,4.332806735830637551e-02,9.803258984012064303e-02,-1.276551587897599427e-04,-1.757388046782730061e-04
2.830566113222644731e+01,4.050489073817863939e-01,4.332551472491756595e-02,9.802209872557839099e-02,-1.275565254326563921e-04,6.642104572912848476e-05
2.832566513302660738e+01,4.050436354401478756e-01,4.332296408361761830e-02,9.801162206849169112e-02,-1.274560164143301484e-04,-4.677332731281134037e-04
2.834566913382676745e+01,4.050383871265810232e-01,4.332041547183541202e-02,9.800115984007561065e-02,-1.273536469798314426e-04,4.081592249682760567e-04
2.836567313462692752e+01,4.050331623951871629e-01,4.331786892669225314e-02,9.799071201181701329e-02,-1.272494323250575494e-04,6.474697721464296035e-04
2.838567713542708759e+01,4.050279611996518425e-01,4.331532448500190896e-02,9.798027855547458698e-02,-1.271433875967269839e-04,1.580702248839151993e-03
2.840568113622724766e+01,4.050227834932445536e-01,4.331278218327056645e-02,9.796985944307882999e-02,-1.270355278924113762e-04,-9.815017996917352154e-04
2.842568513702740773e+01,4.050176292288191204e-01,4.331024205769688079e-02,9.795945464693206484e-02,-1.269258682604712876e-04,-1.624386154970278596e-03
2.844568913782756781e+01,4.050124983588135885e-01,4.330770414417191988e-02,9.794906413960839664e-02,-1.268144237000761593e-04,-2.253914981034184101e-03
2.846569313862772788e+01,4.050073908352500029e-01,4.330516847827921983e-02,9.793868789395376862e-02,-1.267012091612023609e-04,1.058716591177195432e-03
2.848569713942788795e+01,4.050023066097346858e-01,4.330263509529475030e-02,9.792832588308594821e-02,-1.265862395446132414e-04,-2.191825299368436238e-04
2.850570114022804802e+01,4.049972456334580695e-01,4.330010403018692139e-02,9.791797808039448547e-02,-1.264695297018480699e-04,9.799396131538178501e-04
2.852570514102820809e+01,4.049922078571947526e-01,4.329757531761659062e-02,9.790764445954075468e-02,-1.263510944352255055e-04,9.500413891965172383e-04
2.854570914182836816e+01,4.049871932313034995e-01,4.329504899193704903e-02,9.789732499445798208e-02,-1.262309484978221298e-04,3.245522918211388250e-03
2.856571314262852823e+01,4.049822017057272960e-01,4.329252508719403508e-02,9.788701965935114879e-02,-1.261091065934767837e-04,2.889010845405952182e-04
2.858571714342868830e+01,4.049772332299932942e-01,4.329000363712574156e-02,9.787672842869707401e-02,-1.259855833767799423e-04,1.378757050003345851e-03
2.860572114422884837e+01,4.049722877532126453e-01,4.328748467516278092e-02,9.786645127724440119e-02,-1.258603934530802201e-04,-2.531040046042707433e-03
2.862572514502900844e+01,4.049673652240808330e-01,4.328496823442822689e-02,9.785618818001357022e-02,-1.257335513784709272e-04,-2.286336903758377521e-03
2.864572914582916852e+01,4.049624655908775073e-01,4.328245434773758671e-02,9.784593911229685914e-02,-1.256050716597636140e-04,-7.490805632684851894e-04
2.866573314662932859e+01,4.049575888014663727e-01,4.327994304759881505e-02,9.783570404965832856e-02,-1.254749687545301390e-04,-2.558910320383424395e-03
2.868573714742948866e+01,4.049527348032953555e-01,4.327743436621230705e-02,9.782548296793387721e-02,-1.253432570710491089e-04,1.253843178511246078e-03
2.870574114822964873e+01,4.049479035433966034e-01,4.327492833547089829e-02,9.781527584323120028e-02,-1.252099509683377541e-04,-2.791315527516978826e-03
2.872574514902980880e+01,4.049430949683863190e-01,4.327242498695987177e-02,9.780508265192981721e-02,-1.250750647561512784e-04,1.169097271527553281e-05
2.874574914982996887e+01,4.049383090244649264e-01,4.326992435195694403e-02,9.779490337068105776e-02,-1.249386126949427432e-04,-5.041129855694144110e-03
2.876575315063012894e+01,4.049335456574170711e-01,4.326742646143228593e-02,9.778473797640806209e-02,-1.248006089958919075e-04,-2.334360055806582613e-03
2.878575715143028901e+01,4.049288048126114536e-01,4.326493134604850188e-02,9.777458644630578066e-02,-1.246610678209043605e-04,-8.027317403587985690e-04
2.880576115223044908e+01,4.049240864350009406e-01,4.326243903616065062e-02,9.776444875784100208e-02,-1.245200032825991617e-04,-6.425993770130485928e-04
2.882576515303060916e+01,4.049193904694410873e-01,4.325994956192932145e-02,9.775432488860466562e-02,-1.243774294454340259e-04,-3.707668916177984941e-03
2.884576915383076923e+01,4.049147168662319274e-01,4.325746295546638309e-02,9.774421481373488096e-02,-1.242333603937210117e-04,9.310479779120765711e-05
2.886577315463092575e+01,4.049100655700964557e-01,4.325497924716206061e-02,9.773411851101918013e-02,-1.240878102582762110e-04,1.825640247148291317e-03
2.888577715543108582e+01,4.049054365227184316e-01,4.325249846619860783e-02,9.772403595973221113e-02,-1.239407931198481267e-04,1.172540017355357296e-03
2.890578115623124589e+01,4.049008296656112504e-01,4.325002064150611919e-02,9.771396713930778632e-02,-1.237923230020504094e-04,-1.440958451877867152e-03
2.892578515703140596e+01,4.048962449401181107e-01,4.324754580176254359e-02,9.770391202933886854e-02,-1.236424138713991538e-04,-1.298236090208476677e-03
2.894578915783156603e+01,4.048916822874117361e-01,4.324507397539368442e-02,9.769387060957754332e-02,-1.234910796373074778e-04,-2.496091643036191764e-03
2.896579315863172610e+01,4.048871416484945973e-01,4.324260519057317870e-02,9.768384285993507443e-02,-1.233383341521009178e-04,1.136237655071816030e-03
2.898579715943188617e+01,4.048826229641988017e-01,4.324013947522254570e-02,9.767382876048184837e-02,-1.231841912110130926e-04,2.760133484292896268e-03
2.900580116023204624e+01,4.048781261751861482e-01,4.323767685701111751e-02,9.766382829144741595e-02,-1.230286645521770292e-04,-1.174939615553228459e-03
