t,A,A_amb,dA_dt,dA_dt_noisy
1.307061412282456381e+01,3.075492912360727082e+00,1.734974314152767594e+00,-3.372830908396017291e-01,-2.951059084440558200e-01
1.308261652330465985e+01,3.071447709566460293e+00,1.734670992766489395e+00,-3.367824622571845006e-01,-3.487922088139386867e-01
1.309461892378475589e+01,3.067408509526320159e+00,1.734366883333967380e+00,-3.362828197886386650e-01,-3.777959219086690079e-01
1.310662132426485194e+01,3.063375300458054173e+00,1.734061987763584778e+00,-3.357841605548810837e-01,-3.423763311289648170e-01
1.311862372474494798e+01,3.059348070610362846e+00,1.733756307960052201e+00,-3.352864816878620702e-01,-3.128508570164154068e-01
1.313062612522504402e+01,3.055326808262900151e+00,1.733449845824408087e+00,-3.347897803305288633e-01,-4.205764910729813399e-01
1.314262852570514006e+01,3.051311501726273079e+00,1.733142603254018699e+00,-3.342940536367889348e-01,-3.467208709242224351e-01
1.315463092618523611e+01,3.047302139342040750e+00,1.732834582142577684e+00,-3.337992987714737958e-01,-3.392661299940560871e-01
1.316663332666533215e+01,3.043298709482717079e+00,1.732525784380106959e+00,-3.333055129103032477e-01,-3.534929009065865269e-01
1.317863572714542819e+01,3.039301200551767668e+00,1.732216211852955823e+00,-3.328126932398488558e-01,-2.960448899208993345e-01
1.319063812762552423e+01,3.035309600983611134e+00,1.731905866443801401e+00,-3.323208369574983112e-01,-3.607484454332920421e-01
1.320264052810562028e+01,3.031323899243619557e+00,1.731594750031648866e+00,-3.318299412714204588e-01,-3.500556837007371969e-01
1.321464292858571632e+01,3.027344083828118038e+00,1.731282864491830331e+00,-3.313400034005284378e-01,-3.294578740324020649e-01
1.322664532906581236e+01,3.023370143264384247e+00,1.730970211696006622e+00,-3.308510205744453758e-01,-2.944085658586723664e-01
1.323864772954590840e+01,3.019402066110649319e+00,1.730656793512165503e+00,-3.303629900334688063e-01,-3.414211209158543037e-01
1.325065013002600445e+01,3.015439840956097406e+00,1.730342611804623010e+00,-3.298759090285358075e-01,-2.540460454834479465e-01
1.326265253050610049e+01,3.011483456420865679e+00,1.730027668434022781e+00,-3.293897748211874754e-01,-3.747756898223739142e-01
1.327465493098619653e+01,3.007532901156044325e+00,1.729711965257335837e+00,-3.289045846835348397e-01,-2.645788670668305365e-01
1.328665733146629258e+01,3.003588163843676107e+00,1.729395504127861471e+00,-3.284203358982237808e-01,-3.713114134537570110e-01
1.329865973194638862e+01,2.999649233196756803e+00,1.729078286895226357e+00,-3.279370257584006687e-01,-3.360903498571943815e-01
1.331066213242648466e+01,2.995716097959236546e+00,1.728760315405384995e+00,-3.274546515676780567e-01,-3.092523422993005977e-01
1.332266453290658070e+01,2.991788746906016705e+00,1.728441591500619934e+00,-3.269732106401001537e-01,-2.242312175771149774e-01
1.333466693338667675e+01,2.987867168842953003e+00,1.728122117019540882e+00,-3.264927003001096284e-01,-2.817013929674549444e-01
1.334666933386677279e+01,2.983951352606853291e+00,1.727801893797085819e+00,-3.260131178825123044e-01,-3.463062603603594969e-01
1.335867173434686883e+01,2.980041287065479327e+00,1.727480923664519885e+00,-3.255344607324446304e-01,-2.605785049528585584e-01
1.337067413482696487e+01,2.976136961117544555e+00,1.727159208449436711e+00,-3.250567262053393192e-01,-3.357419714500246566e-01
1.338267653530706092e+01,2.972238363692716767e+00,1.726836749975757090e+00,-3.245799116668921513e-01,-3.641522044818745196e-01
1.339467893578715696e+01,2.968345483751616332e+00,1.726513550063729641e+00,-3.241040144930286138e-01,-3.016697799036944794e-01
1.340668133626725300e+01,2.964458310285816633e+00,1.726189610529931029e+00,-3.236290320698705925e-01,-3.189054896682057549e-01
1.341868373674734904e+01,2.960576832317843632e+00,1.725864933187265082e+00,-3.231549617937030661e-01,-2.754716434305413131e-01
1.343068613722744509e+01,2.956701038901177192e+00,1.725539519844964120e+00,-3.226818010709416318e-01,-3.501687192783072833e-01
1.344268853770754113e+01,2.952830919120249309e+00,1.725213372308587623e+00,-3.222095473180994762e-01,-3.031343724350532010e-01
1.345469093818763717e+01,2.948966462090445884e+00,1.724886492380022895e+00,-3.217381979617547905e-01,-2.900107313200163683e-01
1.346669333866773322e+01,2.945107656958104947e+00,1.724558881857485293e+00,-3.212677504385177407e-01,-3.073654724609837241e-01
1.347869573914782926e+01,2.941254492900517992e+00,1.724230542535517552e+00,-3.207982021949988827e-01,-3.222473787995667749e-01
1.349069813962792530e+01,2.937406959125929529e+00,1.723901476204990457e+00,-3.203295506877766319e-01,-3.552104693923266998e-01
1.350270054010802134e+01,2.933565044873537531e+00,1.723571684653102176e+00,-3.198617933833648452e-01,-2.746742038155954857e-01
1.351470294058811739e+01,2.929728739413492100e+00,1.723241169663378702e+00,-3.193949277581812352e-01,-3.125337027425595937e-01
1.352670534106821343e+01,2.925898032046896802e+00,1.722909933015674078e+00,-3.189289512985151731e-01,-2.941137526730723262e-01
1.353870774154830947e+01,2.922072912105808218e+00,1.722577976486169948e+00,-3.184638615004961593e-01,-3.360027735435257568e-01
1.355071014202840551e+01,2.918253368953236393e+00,1.722245301847375565e+00,-3.179996558700627363e-01,-3.173490713329551460e-01
1.356271254250850156e+01,2.914439391983143501e+00,1.721911910868127782e+00,-3.175363319229300152e-01,-3.693977315081659607e-01
1.357471494298859760e+01,2.910630970620445623e+00,1.721577805313591725e+00,-3.170738871845593665e-01,-3.127976224277692618e-01
1.358671734346869364e+01,2.906828094321010525e+00,1.721242986945259457e+00,-3.166123191901265010e-01,-2.783518030074109140e-01
1.359871974394878968e+01,2.903030752571661210e+00,1.720907457520951755e+00,-3.161516254844913276e-01,-3.115019611804997202e-01
1.361072214442888395e+01,2.899238934890171926e+00,1.720571218794816559e+00,-3.156918036221658674e-01,-2.727221630962536336e-01
1.362272454490897999e+01,2.895452630825269935e+00,1.720234272517329188e+00,-3.152328511672845557e-01,-2.995873270611509875e-01
1.363472694538907604e+01,2.891671829956635964e+00,1.719896620435293455e+00,-3.147747656935730998e-01,-2.465819341926072106e-01
1.364672934586917208e+01,2.887896521894904645e+00,1.719558264291840777e+00,-3.143175447843181702e-01,-3.238200263919582822e-01
1.365873174634926812e+01,2.884126696281661850e+00,1.719219205826429731e+00,-3.138611860323367586e-01,-3.957926973599822373e-01
1.367073414682936416e+01,2.880362342789448249e+00,1.718879446774847164e+00,-3.134056870399463679e-01,-2.917812755856678542e-01
1.368273654730946021e+01,2.876603451121756194e+00,1.718538988869207529e+00,-3.129510454189343149e-01,-3.212105198128124561e-01
1.369473894778955625e+01,2.872850011013031946e+00,1.718197833837953103e+00,-3.124972587905283650e-01,-3.612119279046613340e-01
1.370674134826965229e+01,2.869102012228673892e+00,1.717855983405853548e+00,-3.120443247853664781e-01,-2.794810568892281966e-01
1.371874374874974833e+01,2.865359444565034330e+00,1.717513439294006794e+00,-3.115922410434673884e-01,-2.983757840807355066e-01
1.373074614922984438e+01,2.861622297849418572e+00,1.717170203219838154e+00,-3.111410052142007387e-01,-2.888740751174697641e-01
1.374274854970994042e+01,2.857890561940084062e+00,1.716826276897100767e+00,-3.106906149562576047e-01,-3.273094124955922002e-01
1.375475095019003646e+01,2.854164226726241704e+00,1.716481662035875599e+00,-3.102410679376216285e-01,-3.003887097252339045e-01
1.376675335067013251e+01,2.850443282128055866e+00,1.716136360342571221e+00,-3.097923618355390429e-01,-2.970754096277677947e-01
1.377875575115022855e+01,2.846727718096643489e+00,1.715790373519923806e+00,-3.093444943364904720e-01,-2.206117390094054498e-01
1.379075815163032459e+01,2.843017524614074532e+00,1.715443703266997577e+00,-3.088974631361610101e-01,-3.430954513590952493e-01
1.380276055211042063e+01,2.839312691693372415e+00,1.715096351279184583e+00,-3.084512659394125222e-01,-3.089759759172823195e-01
1.381476295259051668e+01,2.835613209378513133e+00,1.714748319248204034e+00,-3.080059004602538342e-01,-2.898129098467714937e-01
1.382676535307061272e+01,2.831919067719065986e+00,1.714399608864162206e+00,-3.075613644188074924e-01,-3.938007107235774740e-01
1.383876775355070876e+01,2.828230256420420030e+00,1.714050221843445021e+00,-3.071176554998485408e-01,-3.872660738712582207e-01
1.385077015403080480e+01,2.824546765478086474e+00,1.713700159876589968e+00,-3.066747714279722814e-01,-1.983838528865817519e-01
1.386277255451090085e+01,2.820868585049943977e+00,1.713349424639655894e+00,-3.062327099523897145e-01,-3.945886576354731279e-01
1.387477495499099689e+01,2.817195705317646848e+00,1.712998017805620332e+00,-3.057914688304699813e-01,-2.770450115977070027e-01
1.388677735547109293e+01,2.813528116486623265e+00,1.712645941044379727e+00,-3.053510458277141071e-01,-3.477623161309427169e-01
1.389877975595118897e+01,2.809865808786076169e+00,1.712293196022749431e+00,-3.049114387177295216e-01,-3.430694438552860936e-01
1.391078215643128502e+01,2.806208772468981483e+00,1.711939784404463927e+00,-3.044726452822034135e-01,-4.035988904958205392e-01
1.392278455691138106e+01,2.802556997812091222e+00,1.711585707850176608e+00,-3.040346633108776953e-01,-3.490715919271450973e-01
1.393478695739147710e+01,2.798910475115929497e+00,1.711230968017459331e+00,-3.035974906015226349e-01,-2.643785598263385106e-01
1.394678935787157315e+01,2.795269194704796956e+00,1.710875566560803751e+00,-3.031611249599118207e-01,-3.725982670057374491e-01
1.395879175835166919e+01,2.791633146926766340e+00,1.710519505131619988e+00,-3.027255641997960711e-01,-2.729542201827069303e-01
1.397079415883176523e+01,2.788002322153686485e+00,1.710162785378236849e+00,-3.022908061428785653e-01,-2.866259186754493427e-01
1.398279655931186127e+01,2.784376710781179654e+00,1.709805408945902716e+00,-3.018568486187891420e-01,-2.009417336511695185e-01
1.399479895979195732e+01,2.780756303228641979e+00,1.709447377476784657e+00,-3.014236894650595966e-01,-3.251503686279453853e-01
1.400680136027205336e+01,2.777141089939244356e+00,1.709088692609968207e+00,-3.009913265270980909e-01,-2.378206245669578500e-01
1.401880376075214940e+01,2.773531061379932439e+00,1.708729355981458697e+00,-3.005597576581646169e-01,-2.561163099460926351e-01
1.403080616123224544e+01,2.769926208041424864e+00,1.708369369224179923e+00,-3.001289807193455728e-01,-3.144624015852598431e-01
1.404280856171234149e+01,2.766326520438215919e+00,1.708008733967974591e+00,-2.996989935795298932e-01,-3.828467930263381724e-01
1.405481096219243753e+01,2.762731989108572872e+00,1.707647451839604535e+00,-2.992697941153833474e-01,-2.237977751360579470e-01
1.406681336267253357e+01,2.759142604614538197e+00,1.707285524462750503e+00,-2.988413802113247253e-01,-3.670608255035018308e-01
1.407881576315262961e+01,2.755558357541928682e+00,1.706922953458012149e+00,-2.984137497595010236e-01,-3.220845473906407963e-01
1.409081816363272566e+01,2.751979238500334102e+00,1.706559740442907813e+00,-2.979869006597633541e-01,-2.538280736597540166e-01
1.410282056411282170e+01,2.748405238123119876e+00,1.706195887031875635e+00,-2.975608308196423524e-01,-2.417630523799780551e-01
1.411482296459291774e+01,2.744836347067425741e+00,1.705831394836271553e+00,-2.971355381543243634e-01,-3.394078729622238000e-01
1.412682536507301378e+01,2.741272556014163975e+00,1.705466265464371300e+00,-2.967110205866268502e-01,-2.983111048815381139e-01
1.413882776555310983e+01,2.737713855668023388e+00,1.705100500521369300e+00,-2.962872760469753008e-01,-3.092161981504427670e-01
1.415083016603320587e+01,2.734160236757465334e+00,1.704734101609378882e+00,-2.958643024733786930e-01,-2.367863736942605601e-01
1.416283256651330191e+01,2.730611690034725925e+00,1.704367070327432510e+00,-2.954420978114058460e-01,-1.702104291023599225e-01
1.417483496699339796e+01,2.727068206275816475e+00,1.703999408271481109e+00,-2.950206600141620505e-01,-3.865150012901586996e-01
1.418683736747349400e+01,2.723529776280520842e+00,1.703631117034394959e+00,-2.945999870422649769e-01,-2.487788415430515210e-01
1.419883976795359004e+01,2.719996390872398973e+00,1.703262198205963474e+00,-2.941800768638220265e-01,-4.370888457091582913e-01
1.421084216843368608e+01,2.716468040898782910e+00,1.702892653372894749e+00,-2.937609274544061844e-01,-2.930576088461738227e-01
1.422284456891378213e+01,2.712944717230781677e+00,1.702522484118815571e+00,-2.933425367970333708e-01,-3.487817629944927611e-01
1.423484696939387817e+01,2.709426410763275950e+00,1.702151692024272078e+00,-2.929249028821385714e-01,-1.933339633766359422e-01
1.424684936987397421e+01,2.705913112414922495e+00,1.701780278666729318e+00,-2.925080237075536882e-01,-2.841895972925007063e-01
1.425885177035407025e+01,2.702404813128151062e+00,1.701408245620571025e+00,-2.920918972784837808e-01,-3.289304846762731716e-01
1.427085417083416630e+01,2.698901503869166607e+00,1.701035594457100286e+00,-2.916765216074846401e-01,-3.166421643429256361e-01
1.428285657131426234e+01,2.695403175627947956e+00,1.700662326744538655e+00,-2.912618947144399728e-01,-3.200266823165511809e-01
1.429485897179435838e+01,2.691909819418248251e+00,1.700288444048027259e+00,-2.908480146265384203e-01,-2.814324341984040245e-01
1.430686137227445442e+01,2.688421426277594506e+00,1.699913947929625246e+00,-2.904348793782513538e-01,-2.983423028972367330e-01
1.431886377275455047e+01,2.684937987267289383e+00,1.699538839948311786e+00,-2.900224870113103370e-01,-2.572282083122342522e-01
1.433086617323464651e+01,2.681459493472407640e+00,1.699163121659984288e+00,-2.896108355746843666e-01,-2.125977814784498210e-01
1.434286857371474255e+01,2.677985936001800127e+00,1.698786794617459295e+00,-2.891999231245581115e-01,-2.541293207791839315e-01
1.435487097419483860e+01,2.674517305988090676e+00,1.698409860370472257e+00,-2.887897477243092648e-01,-3.500899001095139074e-01
1.436687337467493464e+01,2.671053594587678770e+00,1.698032320465677758e+00,-2.883803074444868386e-01,-3.695706477687861202e-01
1.437887577515503068e+01,2.667594792980736873e+00,1.697654176446649288e+00,-2.879716003627888488e-01,-3.257425766455739335e-01
1.439087817563512672e+01,2.664140892371212210e+00,1.697275429853878803e+00,-2.875636245640404431e-01,-2.349028613485537875e-01
1.440288057611522277e+01,2.660691883986826323e+00,1.696896082224777835e+00,-2.871563781401721416e-01,-3.039087858234396089e-01
1.441488297659531881e+01,2.657247759079075067e+00,1.696516135093676825e+00,-2.867498591901982974e-01,-3.201285001440274947e-01
1.442688537707541485e+01,2.653808508923228615e+00,1.696135589991824677e+00,-2.863440658201951705e-01,-2.794299379299010622e-01
1.443888777755551089e+01,2.650374124818330568e+00,1.695754448447389873e+00,-2.859389961432790561e-01,-3.567152936228498161e-01
1.445089017803560694e+01,2.646944598087200173e+00,1.695372711985459135e+00,-2.855346482795860785e-01,-3.425010343630506826e-01
1.446289257851570298e+01,2.643519920076429663e+00,1.694990382128038764e+00,-2.851310203562492096e-01,-2.596147490957755322e-01
1.447489497899579902e+01,2.640100082156386918e+00,1.694607460394053744e+00,-2.847281105073784513e-01,-2.998857851527895746e-01
1.448689737947589329e+01,2.636685075721212357e+00,1.694223948299347748e+00,-2.843259168740384091e-01,-3.069877289785643004e-01
1.449889977995598933e+01,2.633274892188822047e+00,1.693839847356684247e+00,-2.839244376042283635e-01,-2.680426863384031688e-01
1.451090218043608537e+01,2.629869523000905485e+00,1.693455159075744509e+00,-2.835236708528602878e-01,-3.127672310119007371e-01
1.452290458091618142e+01,2.626468959622926924e+00,1.693069884963129601e+00,-2.831236147817384752e-01,-3.174381671098722157e-01
1.453490698139627746e+01,2.623073193544124493e+00,1.692684026522359053e+00,-2.827242675595387777e-01,-3.057147756862224619e-01
1.454690938187637350e+01,2.619682216277511078e+00,1.692297585253871972e+00,-2.823256273617874568e-01,-2.521945979062075183e-01
1.455891178235646954e+01,2.616296019359873881e+00,1.691910562655025707e+00,-2.819276923708411431e-01,-2.789366955847809582e-01
1.457091418283656559e+01,2.612914594351773534e+00,1.691522960220096961e+00,-2.815304607758656319e-01,-3.412603400096811956e-01
1.458291658331666163e+01,2.609537932837545871e+00,1.691134779440281122e+00,-2.811339307728160097e-01,-2.962867764992764275e-01
1.459491898379675767e+01,2.606166026425300153e+00,1.690746021803692933e+00,-2.807381005644155048e-01,-2.483269042418501660e-01
1.460692138427685371e+01,2.602798866746920403e+00,1.690356688795365603e+00,-2.803429683601364464e-01,-1.868053712022925694e-01
1.461892378475694976e+01,2.599436445458064959e+00,1.689966781897251691e+00,-2.799485323761788935e-01,-3.370662319822764763e-01
1.463092618523704580e+01,2.596078754238166031e+00,1.689576302588222445e+00,-2.795547908354510946e-01,-2.626280261330249388e-01
1.464292858571714184e+01,2.592725784790431032e+00,1.689185252344068244e+00,-2.791617419675490597e-01,-2.920991558083169126e-01
1.465493098619723789e+01,2.589377528841839915e+00,1.688793632637498154e+00,-2.787693840087374086e-01,-2.374934121681246957e-01
1.466693338667733393e+01,2.586033978142983081e+00,1.688401444938155249e+00,-2.783777152019094592e-01,-2.558999663361061216e-01
1.467893578715742997e+01,2.582695124233993944e+00,1.688008690732900829e+00,-2.779867337696214080e-01,-2.043778883825806691e-01
1.469093818763752601e+01,2.579360958701792494e+00,1.687615371502421135e+00,-2.775964379437151908e-01,-2.516238928299846522e-01
1.470294058811762206e+01,2.576031473363214808e+00,1.687221488705956673e+00,-2.772068259863680884e-01,-3.044624915978134672e-01
1.471494298859771810e+01,2.572706660053495131e+00,1.686827043800146031e+00,-2.768178961657097314e-01,-3.037475550746741582e-01
1.472694538907781414e+01,2.569386510626268105e+00,1.686432038239024989e+00,-2.764296467558033932e-01,-2.561521412699469535e-01
1.473894778955791018e+01,2.566071016953566986e+00,1.686036473474026298e+00,-2.760420760366288362e-01,-2.562949165653993222e-01
1.475095019003800623e+01,2.562760170925824532e+00,1.685640350953980571e+00,-2.756551822940629393e-01,-1.557583189147928038e-01
1.476295259051810227e+01,2.559453964451873897e+00,1.685243672125116055e+00,-2.752689638198625444e-01,-1.914523278365827808e-01
1.477495499099819831e+01,2.556152389458945962e+00,1.684846438431057969e+00,-2.748834189116459159e-01,-3.335623365303986843e-01
1.478695739147829435e+01,2.552855437892671553e+00,1.684448651312828948e+00,-2.744985458728748107e-01,-2.569873060841970647e-01
1.479895979195839040e+01,2.549563101717081892e+00,1.684050312208849487e+00,-2.741143430128375469e-01,-3.406637860812670726e-01
1.481096219243848644e+01,2.546275372914605928e+00,1.683651422554936827e+00,-2.737308086466295198e-01,-3.565146534325959182e-01
1.482296459291858248e+01,2.542992243486073001e+00,1.683251983784306294e+00,-2.733479410951371591e-01,-2.361706410230016706e-01
1.483496699339867853e+01,2.539713705450711956e+00,1.682851997327570182e+00,-2.729657386850193324e-01,-2.453783620327615045e-01
1.484696939387877457e+01,2.536439750846149810e+00,1.682451464612738423e+00,-2.725841997486901369e-01,-3.245125894655406240e-01
1.485897179435887061e+01,2.533170371728413972e+00,1.682050387065218144e+00,-2.722033226243012471e-01,-1.900189857193746445e-01
1.487097419483896665e+01,2.529905560171931356e+00,1.681648766107814108e+00,-2.718231056557247061e-01,-3.207016021307393938e-01
1.488297659531906270e+01,2.526645308269527490e+00,1.681246603160728492e+00,-2.714435471925354393e-01,-3.298299662498689333e-01
1.489497899579915874e+01,2.523389608132427409e+00,1.680843899641560668e+00,-2.710646455899938245e-01,-2.384337345189924129e-01
1.490698139627925478e+01,2.520138451890256537e+00,1.680440656965307644e+00,-2.706863992090290383e-01,-2.596394719232514858e-01
1.491898379675935082e+01,2.516891831691038028e+00,1.680036876544363622e+00,-2.703088064162212922e-01,-2.783342064646628922e-01
1.493098619723944687e+01,2.513649739701194985e+00,1.679632559788520219e+00,-2.699318655837849579e-01,-2.732851572288331754e-01
1.494298859771954291e+01,2.510412168105550901e+00,1.679227708104967132e+00,-2.695555750895520242e-01,-2.583655355266256115e-01
1.495499099819963895e+01,2.507179109107327442e+00,1.678822322898290365e+00,-2.691799333169546671e-01,-2.761589326043964454e-01
1.496699339867973499e+01,2.503950554928146222e+00,1.678416405570474002e+00,-2.688049386550085962e-01,-2.774301820690604492e-01
1.497899579915983104e+01,2.500726497808027471e+00,1.678009957520899764e+00,-2.684305894982960128e-01,-3.632284239316184715e-01
1.499099819963992708e+01,2.497506930005391368e+00,1.677602980146346123e+00,-2.680568842469495117e-01,-3.351549525474328828e-01
1.500300060012002312e+01,2.494291843797057595e+00,1.677195474840989409e+00,-2.676838213066349281e-01,-2.371363427904968346e-01
1.501500300060011917e+01,2.491081231478245339e+00,1.676787442996403366e+00,-2.673113990885349622e-01,-3.025264436108696664e-01
1.502700540108021521e+01,2.487875085362571959e+00,1.676378886001558932e+00,-2.669396160093325809e-01,-2.396799530537473966e-01
1.503900780156031125e+01,2.484673397782055648e+00,1.675969805242824462e+00,-2.665684704911949199e-01,-2.047952755289119409e-01
1.505101020204040729e+01,2.481476161087113219e+00,1.675560202103965945e+00,-2.661979609617562970e-01,-2.839455022841777532e-01
1.506301260252050334e+01,2.478283367646560542e+00,1.675150077966146789e+00,-2.658280858541025582e-01,-2.516795967869482897e-01
1.507501500300059938e+01,2.475095009847613881e+00,1.674739434207927369e+00,-2.654588436067545354e-01,-1.616350212678201448e-01
1.508701740348069542e+01,2.471911080095887669e+00,1.674328272205266144e+00,-2.650902326636518924e-01,-2.303434505479746153e-01
1.509901980396079146e+01,2.468731570815396292e+00,1.673916593331518543e+00,-2.647222514741372490e-01,-1.726285599365703360e-01
1.511102220444088751e+01,2.465556474448553637e+00,1.673504398957437189e+00,-2.643548984929398604e-01,-1.876845457972358688e-01
1.512302460492098355e+01,2.462385783456172650e+00,1.673091690451173008e+00,-2.639881721801599079e-01,-2.263201547041031603e-01
1.513502700540107959e+01,2.459219490317465784e+00,1.672678469178273231e+00,-2.636220710012525115e-01,-2.692167590724398041e-01
1.514702940588117563e+01,2.456057587530044550e+00,1.672264736501683391e+00,-2.632565934270120755e-01,-3.053562700887896275e-01
1.515903180636127168e+01,2.452900067609920853e+00,1.671850493781745994e+00,-2.628917379335563020e-01,-3.184766374096746344e-01
1.517103420684136772e+01,2.449746923091504325e+00,1.671435742376200961e+00,-2.625275030023103695e-01,-2.382110562682469013e-01
1.518303660732146376e+01,2.446598146527605433e+00,1.671020483640185850e+00,-2.621638871199919452e-01,-2.387547182862523043e-01
1.519503900780155980e+01,2.443453730489432818e+00,1.670604718926235188e+00,-2.618008887785950312e-01,-2.705319991802301316e-01
1.520704140828165585e+01,2.440313667566595512e+00,1.670188449584281587e+00,-2.614385064753746990e-01,-2.190151874210447547e-01
1.521904380876175189e+01,2.437177950367101165e+00,1.669771676961654627e+00,-2.610767387128318795e-01,-2.913035944299892654e-01
1.523104620924184793e+01,2.434046571517357371e+00,1.669354402403081084e+00,-2.607155839986974311e-01,-2.052046305931380099e-01
1.524304860972194398e+01,2.430919523662170789e+00,1.668936627250685811e+00,-2.603550408459175958e-01,-2.583546876066116216e-01
1.525505101020204002e+01,2.427796799464746691e+00,1.668518352843990638e+00,-2.599951077726380122e-01,-2.618114365616662775e-01
1.526705341068213606e+01,2.424678391606691186e+00,1.668099580519914804e+00,-2.596357833021892825e-01,-2.596494481511625319e-01
1.527905581116223210e+01,2.421564292788008999e+00,1.667680311612774968e+00,-2.592770659630713737e-01,-2.642066298022975324e-01
1.529105821164232815e+01,2.418454495727103915e+00,1.667260547454285424e+00,-2.589189542889388518e-01,-1.345057398725028053e-01
1.530306061212242419e+01,2.415348993160779223e+00,1.666840289373557660e+00,-2.585614468185854498e-01,-3.391374382759655970e-01
1.531506301260252023e+01,2.412247777844238161e+00,1.666419538697100577e+00,-2.582045420959301341e-01,-2.493434149068402272e-01
1.532706541308261627e+01,2.409150842551082583e+00,1.665998296748820495e+00,-2.578482386700011730e-01,-1.956429292030482936e-01
1.533906781356271232e+01,2.406058180073314290e+00,1.665576564850021368e+00,-2.574925350949219816e-01,-2.216168824662959058e-01
1.535107021404280836e+01,2.402969783221333699e+00,1.665154344319404345e+00,-2.571374299298962440e-01,-2.722415285152597342e-01
1.536307261452290263e+01,2.399885644823942066e+00,1.664731636473068210e+00,-2.567829217391934260e-01,-1.697768705283516089e-01
1.537507501500299867e+01,2.396805757728337927e+00,1.664308442624508722e+00,-2.564290090921338972e-01,-3.098536519804179767e-01
1.538707741548309471e+01,2.393730114800120212e+00,1.663884764084619494e+00,-2.560756905630746094e-01,-3.213904970489862012e-01
1.539907981596319075e+01,2.390658708923287801e+00,1.663460602161691337e+00,-2.557229647313944976e-01,-2.273194365847739651e-01
1.541108221644328680e+01,2.387591533000238186e+00,1.663035958161412475e+00,-2.553708301814803239e-01,-3.280943202431316208e-01
1.542308461692338284e+01,2.384528579951767924e+00,1.662610833386868547e+00,-2.550192855027119121e-01,-3.739167731510426584e-01
1.543508701740347888e+01,2.381469842717074403e+00,1.662185229138542830e+00,-2.546683292894486028e-01,-2.105239974030486128e-01
1.544708941788357492e+01,2.378415314253752744e+00,1.661759146714315794e+00,-2.543179601410139323e-01,-2.162504445099921180e-01
1.545909181836367097e+01,2.375364987537798012e+00,1.661332587409465322e+00,-2.539681766616825875e-01,-2.173538335145100697e-01
1.547109421884376701e+01,2.372318855563604778e+00,1.660905552516666717e+00,-2.536189774606656955e-01,-2.779925346948720621e-01
1.548309661932386305e+01,2.369276911343966674e+00,1.660478043325992692e+00,-2.532703611520966680e-01,-2.441230547676295215e-01
1.549509901980395910e+01,2.366239147910077723e+00,1.660050061124913601e+00,-2.529223263550178236e-01,-3.011886552671402817e-01
1.550710142028405514e+01,2.363205558311529231e+00,1.659621607198296767e+00,-2.525748716933659543e-01,-1.658573113627331286e-01
1.551910382076415118e+01,2.360176135616314230e+00,1.659192682828407372e+00,-2.522279957959587260e-01,-2.126767832207362985e-01
1.553110622124424722e+01,2.357150872910823480e+00,1.658763289294907795e+00,-2.518816972964806333e-01,-2.147688936779696967e-01
1.554310862172434327e+01,2.354129763139886755e+00,1.658333427889880474e+00,-2.515359748155053810e-01,-3.490352118608371357e-01
1.555511102220443931e+01,2.351112799237729867e+00,1.657903099904608268e+00,-2.511908269752041178e-01,-2.108257247757099051e-01
1.556711342268453535e+01,2.348099974342705565e+00,1.657472306609815149e+00,-2.508462524234398860e-01,-1.761476513243719344e-01
1.557911582316463139e+01,2.345091281607860179e+00,1.657041049273981326e+00,-2.505022498124731545e-01,-1.896891455301045193e-01
1.559111822364472744e+01,2.342086714200608544e+00,1.656609329163373889e+00,-2.501588177989115813e-01,-2.107023010090865733e-01
1.560312062412482348e+01,2.339086265302735779e+00,1.656177147542046812e+00,-2.498159550436981624e-01,-2.498638134951814416e-01
1.561512302460491952e+01,2.336089928110397285e+00,1.655744505671840949e+00,-2.494736602120983804e-01,-2.665653025748505600e-01
1.562712542508501556e+01,2.333097695834117857e+00,1.655311404812384479e+00,-2.491319319736871041e-01,-2.190498476927429938e-01
1.563912782556511161e+01,2.330109561698792575e+00,1.654877846221092019e+00,-2.487907690023364315e-01,-2.296523012124682961e-01
1.565113022604520765e+01,2.327125518943685911e+00,1.654443831153165512e+00,-2.484501699762029225e-01,-2.366314434569103398e-01
1.566313262652530369e+01,2.324145560822432621e+00,1.654009360861593114e+00,-2.481101335777151917e-01,-2.635713709171659813e-01
1.567513502700539973e+01,2.321169680603036412e+00,1.653574436597150976e+00,-2.477706584935612799e-01,-1.637078320972896461e-01
1.568713742748549578e+01,2.318197871567872159e+00,1.653139059608401018e+00,-2.474317434146766359e-01,-3.058239080244758989e-01
1.569913982796559182e+01,2.315230127013683248e+00,1.652703231141693152e+00,-2.470933870362312379e-01,-2.482250098268354022e-01
1.571114222844568786e+01,2.312266440251584232e+00,1.652266952441163506e+00,-2.467555880576176863e-01,-2.757646316970824851e-01
1.572314462892578391e+01,2.309306804607058172e+00,1.651830224748735310e+00,-2.464183451824389359e-01,-1.948161927778960245e-01
1.573514702940587995e+01,2.306351213419959301e+00,1.651393049304118898e+00,-2.460816571184958335e-01,-1.745575817537817764e-01
1.574714942988597599e+01,2.303399660044510799e+00,1.650955427344811044e+00,-2.457455225777752106e-01,-1.835410805372617860e-01
1.575915183036607203e+01,2.300452137849305689e+00,1.650517360106096065e+00,-2.454099402764377824e-01,-2.076395811885130838e-01
