t,I,M,dI_dt
8.111622324464892730e-02,1.186014213288738572e+00,3.355828749307104286e-01,5.794948433390771925e+00
8.121624324864973321e-02,1.186593793245664052e+00,3.359992390034032828e-01,5.794336520497793686e+00
8.131626325265052524e-02,1.187173312070385345e+00,3.364155184431473211e-01,5.793724759049094786e+00
8.141628325665133115e-02,1.187752769780704432e+00,3.368317132512546053e-01,5.793113146542872016e+00
8.151630326065213705e-02,1.188332166393151645e+00,3.372478234290958721e-01,5.792501680640409489e+00
8.161632326465292908e-02,1.188911501922986114e+00,3.376638489781010333e-01,5.791890359166114166e+00
8.171634326865373499e-02,1.189490776384196868e+00,3.380797898997591200e-01,5.791279180107054003e+00
8.181636327265452702e-02,1.190069989789501070e+00,3.384956461956181162e-01,5.790668141612922426e+00
8.191638327665533292e-02,1.190649142150345785e+00,3.389114178672850697e-01,5.790057241995647530e+00
8.201640328065612495e-02,1.191228233476906206e+00,3.393271049164260367e-01,5.789446479729463135e+00
8.211642328465693086e-02,1.191807263778087433e+00,3.397427073447661927e-01,5.788835853450482460e+00
8.221644328865773677e-02,1.192386233061522915e+00,3.401582251540897217e-01,5.788225361956644832e+00
8.231646329265852879e-02,1.192965141333575341e+00,3.405736583462397049e-01,5.787615004207360414e+00
8.241648329665933470e-02,1.193543988599337080e+00,3.409890069231185650e-01,5.787004779323403625e+00
8.251650330066012673e-02,1.194122774862628189e+00,3.414042708866875109e-01,5.786394686586824321e+00
8.261652330466093264e-02,1.194701500125999072e+00,3.418194502389669265e-01,5.785784725440521470e+00
8.271654330866173854e-02,1.195280164390728483e+00,3.422345449820361485e-01,5.785174895488101043e+00
8.281656331266253057e-02,1.195858767656824417e+00,3.426495551180335219e-01,5.784565196493840489e+00
8.291658331666333648e-02,1.196437309923023884e+00,3.430644806491566778e-01,5.783955628382297931e+00
8.301660332066412851e-02,1.197015791186792688e+00,3.434793215776619224e-01,5.783346191238187828e+00
8.311662332466493441e-02,1.197594211444326318e+00,3.438940779058650143e-01,5.782736885306167807e+00
8.321664332866574032e-02,1.198172570690548611e+00,3.443087496361403876e-01,5.782127710990643266e+00
8.331666333266653235e-02,1.198750868919112644e+00,3.447233367709216512e-01,5.781518668855554210e+00
8.341668333666733826e-02,1.199329106122400512e+00,3.451378393127015887e-01,5.780909759624250910e+00
8.351670334066813028e-02,1.199907282295269662e+00,3.455522572638555223e-01,5.780300983697532757e+00
8.361672334466893619e-02,1.200485397465098636e+00,3.459665906252087919e-01,5.779692337289716875e+00
8.371674334866972822e-02,1.201063451663952231e+00,3.463808393973369926e-01,5.779083816008618868e+00
8.381676335267053413e-02,1.201641444920881652e+00,3.467950035809554965e-01,5.778475415849833041e+00
8.391678335667134003e-02,1.202219377263761269e+00,3.472090831768343544e-01,5.777867132960672336e+00
8.401680336067213206e-02,1.202797248719287726e+00,3.476230781857988505e-01,5.777258963640203859e+00
8.411682336467293797e-02,1.203375059312981277e+00,3.480369886087295028e-01,5.776650904338822556e+00
8.421684336867373000e-02,1.203952809069184227e+00,3.484508144465616186e-01,5.776042951658251212e+00
8.431686337267453590e-02,1.204530498011062711e+00,3.488645557002857944e-01,5.775435102351167416e+00
8.441688337667534181e-02,1.205108126160604476e+00,3.492782123709475828e-01,5.774827353321256851e+00
8.451690338067613384e-02,1.205685693538621095e+00,3.496917844596475478e-01,5.774219701622769207e+00
8.461692338467693975e-02,1.206263200164746641e+00,3.501052719675414870e-01,5.773612144460553708e+00
8.471694338867773177e-02,1.206840646057437461e+00,3.505186748958401544e-01,5.773004679189810417e+00
8.481696339267853768e-02,1.207418031233973954e+00,3.509319932458094260e-01,5.772397303315752737e+00
8.491698339667932971e-02,1.207995355710457908e+00,3.513452270187701343e-01,5.771790014493642929e+00
8.501700340068013562e-02,1.208572619501815160e+00,3.517583762160984007e-01,5.771182810528454610e+00
8.511702340468094152e-02,1.209149822621793824e+00,3.521714408392251916e-01,5.770575689374748407e+00
8.521704340868173355e-02,1.209726965082964512e+00,3.525844208896365406e-01,5.769968649136494321e+00
8.531706341268253946e-02,1.210304046896721664e+00,3.529973163688738258e-01,5.769361688066787508e+00
8.541708341668333149e-02,1.210881068073281330e+00,3.534101272785331038e-01,5.768754804567883809e+00
8.551710342068413739e-02,1.211458028621683169e+00,3.538228536202658869e-01,5.768147997190755660e+00
8.561712342468494330e-02,1.212034928549789781e+00,3.542354953957784769e-01,5.767541264635021037e+00
8.571714342868573533e-02,1.212611767864286039e+00,3.546480526068322980e-01,5.766934605748783582e+00
8.581716343268654124e-02,1.213188546570680204e+00,3.550605252552439528e-01,5.766328019528383919e+00
8.591718343668733326e-02,1.213765264673302591e+00,3.554729133428849441e-01,5.765721505118293067e+00
8.601720344068813917e-02,1.214341922175307120e+00,3.558852168716820641e-01,5.765115061810881514e+00
8.611722344468893120e-02,1.214918519078670212e+00,3.562974358436168942e-01,5.764508689046152767e+00
8.621724344868973711e-02,1.215495055384191225e+00,3.567095702607263608e-01,5.763902386411619005e+00
8.631726345269054301e-02,1.216071531091492464e+00,3.571216201251023459e-01,5.763296153642194497e+00
8.641728345669133504e-02,1.216647946199018282e+00,3.575335854388916323e-01,5.762689990619982439e+00
8.651730346069214095e-02,1.217224300704037088e+00,3.579454662042964030e-01,5.762083897373884156e+00
8.661732346469293298e-02,1.217800594602638897e+00,3.583572624235736304e-01,5.761477874079705686e+00
8.671734346869373888e-02,1.218376827889737779e+00,3.587689740990354648e-01,5.760871921059731449e+00
8.681736347269454479e-02,1.218953000559069633e+00,3.591806012330491793e-01,5.760266038782724252e+00
8.691738347669533682e-02,1.219529112603193299e+00,3.595921438280369475e-01,5.759660227863641069e+00
8.701740348069614273e-02,1.220105164013491450e+00,3.600036018864761767e-01,5.759054489063313298e+00
8.711742348469693475e-02,1.220681154780168143e+00,3.604149754108992298e-01,5.758448823288571106e+00
8.721744348869774066e-02,1.221257084892251266e+00,3.608262644038937594e-01,5.757843231591870392e+00
8.731746349269854657e-02,1.221832954337591204e+00,3.612374688681020962e-01,5.757237715170990811e+00
8.741748349669933860e-02,1.222408763102861062e+00,3.616485888062219711e-01,5.756632275369106821e+00
8.751750350070014450e-02,1.222984511182144463e+00,3.620596242205990078e-01,5.756026912581209132e+00
8.761752350470093653e-02,1.223560198602135385e+00,3.624705751120094188e-01,5.755421623044547630e+00
8.771754350870174244e-02,1.224135825387846932e+00,3.628814414812873146e-01,5.754816403207261288e+00
8.781756351270253447e-02,1.224711391562605112e+00,3.632922233293456871e-01,5.754211249732250621e+00
8.791758351670334037e-02,1.225286897148620824e+00,3.637029206571503748e-01,5.753606159424435873e+00
8.801760352070414628e-02,1.225862342166990082e+00,3.641135334657195632e-01,5.753001129230401745e+00
8.811762352470493831e-02,1.226437726637693348e+00,3.645240617561240071e-01,5.752396156238379632e+00
8.821764352870574422e-02,1.227013050579597087e+00,3.649345055294871409e-01,5.751791237677910118e+00
8.831766353270653624e-02,1.227588314010451542e+00,3.653448647869848576e-01,5.751186370919825208e+00
8.841768353670734215e-02,1.228163516946892519e+00,3.657551395298456187e-01,5.750581553475946350e+00
8.851770354070814806e-02,1.228738659404440936e+00,3.661653297593505663e-01,5.749976782998977853e+00
8.861772354470894009e-02,1.229313741397501936e+00,3.665754354768330781e-01,5.749372057282364779e+00
8.871774354870974599e-02,1.229888762939366442e+00,3.669854566836795451e-01,5.748767374259919904e+00
8.881776355271053802e-02,1.230463724042209828e+00,3.673953933813284833e-01,5.748162732005912545e+00
8.891778355671134393e-02,1.231038624717092800e+00,3.678052455712713109e-01,5.747558128734695515e+00
8.901780356071213596e-02,1.231613464973960292e+00,3.682150132550516819e-01,5.746953562800687365e+00
8.911782356471294186e-02,1.232188244821642797e+00,3.686246964342661525e-01,5.746349032697981585e+00
8.921784356871374777e-02,1.232762964267855699e+00,3.690342951105635150e-01,5.745744537060382129e+00
8.931786357271453980e-02,1.233337623319199272e+00,3.694438092856453526e-01,5.745140074661119201e+00
8.941788357671534571e-02,1.233912221981158464e+00,3.698532389612656512e-01,5.744535644412600561e+00
8.951790358071613773e-02,1.234486760258103555e+00,3.702625841392310213e-01,5.743931245366447058e+00
8.961792358471694364e-02,1.235061238153289720e+00,3.706718448214007533e-01,5.743326876713119589e+00
8.971794358871774955e-02,1.235635655668857025e+00,3.710810210096864292e-01,5.742722537781741465e+00
8.981796359271854158e-02,1.236210012805829983e+00,3.714901127060523112e-01,5.742118228040151706e+00
8.991798359671934748e-02,1.236784309564119111e+00,3.718991199125153413e-01,5.741513947094425419e+00
9.001800360072013951e-02,1.237358545942518928e+00,3.723080426311448088e-01,5.740909694688856035e+00
9.011802360472094542e-02,1.237932721938709291e+00,3.727168808640627939e-01,5.740305470705759916e+00
9.021804360872175133e-02,1.238506837549254946e+00,3.731256346134437241e-01,5.739701275165387528e+00
9.031806361272254335e-02,1.239080892769605757e+00,3.735343038815145955e-01,5.739097108225408306e+00
9.041808361672334926e-02,1.239654887594096255e+00,3.739428886705551403e-01,5.738492970181230390e+00
9.051810362072414129e-02,1.240228822015945864e+00,3.743513889828974373e-01,5.737888861465414436e+00
9.061812362472494720e-02,1.240802696027259566e+00,3.747598048209263566e-01,5.737284782647620318e+00
9.071814362872573922e-02,1.241376509619026569e+00,3.751681361870790599e-01,5.736680734434553841e+00
9.081816363272654513e-02,1.241950262781121417e+00,3.755763830838454442e-01,5.736076717669593705e+00
9.091818363672735104e-02,1.242523955502303545e+00,3.759845455137679759e-01,5.735472733332773743e+00
9.101820364072814307e-02,1.243097587770217061e+00,3.763926234794415238e-01,5.734868782540463172e+00
9.111822364472894897e-02,1.243671159571391627e+00,3.768006169835136365e-01,5.734264866545260020e+00
9.121824364872974100e-02,1.244244670891241134e+00,3.772085260286843766e-01,5.733660986735866771e+00
9.131826365273054691e-02,1.244818121714065029e+00,3.776163506177064866e-01,5.733057144636788394e+00
9.141828365673135282e-02,1.245391512023047209e+00,3.780240907533850558e-01,5.732453341908225752e+00
9.151830366073214484e-02,1.245964841808134382e+00,3.784317464382028207e-01,5.731849579353269775e+00
9.161832366473295075e-02,1.246538111091602730e+00,3.788393176730797673e-01,5.731245853693991421e+00
9.171834366873374278e-02,1.247111319894835590e+00,3.792468044589554776e-01,5.730642161761458908e+00
9.181836367273454869e-02,1.247684468237514555e+00,3.796542067968500800e-01,5.730038500601057905e+00
9.191838367673534071e-02,1.248257556138250068e+00,3.800615246878343290e-01,5.729434867392910746e+00
9.201840368073614662e-02,1.248830583614581879e+00,3.804687581330300494e-01,5.728831259451681035e+00
9.211842368473695253e-02,1.249403550682978814e+00,3.808759071336098589e-01,5.728227674226342714e+00
9.221844368873774456e-02,1.249976457358838777e+00,3.812829716907971123e-01,5.727624109300091249e+00
9.231846369273855046e-02,1.250549303656489419e+00,3.816899518058662899e-01,5.727020562390130465e+00
9.241848369673934249e-02,1.251122089589187025e+00,3.820968474801424986e-01,5.726417031347459385e+00
9.251850370074014840e-02,1.251694815169117403e+00,3.825036587150020262e-01,5.725813514156854467e+00
9.261852370474095431e-02,1.252267480407395661e+00,3.829103855118717314e-01,5.725210008936443273e+00
9.271854370874174633e-02,1.252840085314065544e+00,3.833170278722294322e-01,5.724606513937864349e+00
9.281856371274255224e-02,1.253412629898100539e+00,3.837235857976040165e-01,5.724003027545769839e+00
9.291858371674334427e-02,1.253985114167403214e+00,3.841300592895748878e-01,5.723399548277807725e+00
9.301860372074415018e-02,1.254557538128805216e+00,3.845364483497726305e-01,5.722796074784550768e+00
9.311862372474495608e-02,1.255129901788067492e+00,3.849427529798786218e-01,5.722192605849141245e+00
9.321864372874574811e-02,1.255702205149880291e+00,3.853489731816249764e-01,5.721589140387113304e+00
9.331866373274655402e-02,1.256274448217862716e+00,3.857551089567948788e-01,5.720985677446428497e+00
9.341868373674734605e-02,1.256846630994563174e+00,3.861611603072222509e-01,5.720382216207138271e+00
9.351870374074815195e-02,1.257418753481460039e+00,3.865671272347919740e-01,5.719778755981224094e+00
9.361872374474894398e-02,1.257990815678959429e+00,3.869730097414397219e-01,5.719175296212437587e+00
9.371874374874974989e-02,1.258562817586398097e+00,3.873788078291521275e-01,5.718571836476193937e+00
9.381876375275055580e-02,1.259134759202041209e+00,3.877845214999666168e-01,5.717968376479287684e+00
9.391878375675134782e-02,1.259706640523083010e+00,3.881901507559715192e-01,5.717364916059839430e+00
9.401880376075215373e-02,1.260278461545647488e+00,3.885956955993061235e-01,5.716761455187011620e+00
9.411882376475294576e-02,1.260850222264787712e+00,3.890011560321604001e-01,5.716157993960884198e+00
9.421884376875375167e-02,1.261421922674485607e+00,3.894065320567754451e-01,5.715554532612348027e+00
9.431886377275455757e-02,1.261993562767652399e+00,3.898118236754429811e-01,5.714951071502820668e+00
9.441888377675534960e-02,1.262565142536128837e+00,3.902170308905056895e-01,5.714347611124068749e+00
9.451890378075615551e-02,1.263136661970684749e+00,3.906221537043573222e-01,5.713744152098243489e+00
9.461892378475694754e-02,1.263708121061019041e+00,3.910271921194420908e-01,5.713140695177330031e+00
9.471894378875775344e-02,1.264279519795759699e+00,3.914321461382555545e-01,5.712537241243449415e+00
9.481896379275854547e-02,1.264850858162464009e+00,3.918370157633437323e-01,5.711933791308236863e+00
9.491898379675935138e-02,1.265422136147619003e+00,3.922418009973038244e-01,5.711330346512930589e+00
9.501900380076015729e-02,1.265993353736639904e+00,3.926465018427837683e-01,5.710726908128176404e+00
9.511902380476094931e-02,1.266564510913871677e+00,3.930511183024822386e-01,5.710123477553779026e+00
9.521904380876175522e-02,1.267135607662589036e+00,3.934556503791491466e-01,5.709520056318506676e+00
9.531906381276254725e-02,1.267706643964994662e+00,3.938600980755849190e-01,5.708916646080073320e+00
9.541908381676335316e-02,1.268277619802221645e+00,3.942644613946410526e-01,5.708313248624765635e+00
9.551910382076415906e-02,1.268848535156374302e+00,3.946687403391225257e-01,5.707709865612695666e+00
9.561912382476495109e-02,1.269419390038457829e+00,3.950729349104394328e-01,5.707106495093263732e+00
9.571914382876575700e-02,1.269990184469013128e+00,3.954770451095139805e-01,5.706503133920826087e+00
9.581916383276654903e-02,1.270560918465422517e+00,3.958810709374155912e-01,5.705899779343077682e+00
9.591918383676735493e-02,1.271131592044032033e+00,3.962850123952637582e-01,5.705296428736676972e+00
9.601920384076814696e-02,1.271702205220150539e+00,3.966888694842271579e-01,5.704693079607139339e+00
9.611922384476895287e-02,1.272272758008050841e+00,3.970926422055244820e-01,5.704089729588641688e+00
9.621924384876975878e-02,1.272843250420969241e+00,3.974963305604238828e-01,5.703486376443809291e+00
9.631926385277055080e-02,1.273413682471105091e+00,3.978999345502431950e-01,5.702883018063644727e+00
9.641928385677135671e-02,1.273984054169621905e+00,3.983034541763499914e-01,5.702279652467190374e+00
9.651930386077214874e-02,1.274554365526645805e+00,3.987068894401614161e-01,5.701676277801741577e+00
9.661932386477295465e-02,1.275124616551267298e+00,3.991102403431443513e-01,5.701072892342065046e+00
9.671934386877376055e-02,1.275694807251539276e+00,3.995135068868151951e-01,5.700469494490896238e+00
9.681936387277455258e-02,1.276264937634479013e+00,3.999166890727401391e-01,5.699866082778282106e+00
9.691938387677535849e-02,1.276835007706067060e+00,4.003197869025349465e-01,5.699262655861652149e+00
9.701940388077615052e-02,1.277405017471247017e+00,4.007228003778650627e-01,5.698659212525587492e+00
9.711942388477695642e-02,1.277974966933926426e+00,4.011257295004456158e-01,5.698055751681643244e+00
9.721944388877776233e-02,1.278544856096976101e+00,4.015285742720413609e-01,5.697452272368206394e+00
9.731946389277855436e-02,1.279114684962229909e+00,4.019313346944665688e-01,5.696848773750300410e+00
9.741948389677936027e-02,1.279684453530486321e+00,4.023340107695855261e-01,5.696245255119460893e+00
9.751950390078015229e-02,1.280254161801505974e+00,4.027366024993118132e-01,5.695641715893557944e+00
9.761952390478095820e-02,1.280823809774013666e+00,4.031391098856088595e-01,5.695038155616582998e+00
9.771954390878175023e-02,1.281393397445697691e+00,4.035415329304896104e-01,5.694434573958488954e+00
9.781956391278255614e-02,1.281962924813209614e+00,4.039438716360168047e-01,5.693830970715119122e+00
9.791958391678336204e-02,1.282532391872164501e+00,4.043461260043028083e-01,5.693227345807869710e+00
9.801960392078415407e-02,1.283101798617140465e+00,4.047482960375095584e-01,5.692623699283725358e+00
9.811962392478495998e-02,1.283671145041680228e+00,4.051503817378487304e-01,5.692020031314886097e+00
9.821964392878575201e-02,1.284240431138288896e+00,4.055523831075815711e-01,5.691416342198731826e+00
9.831966393278655791e-02,1.284809656898435293e+00,4.059543001490191205e-01,5.690812632357697964e+00
9.841968393678736382e-02,1.285378822312551961e+00,4.063561328645219350e-01,5.690208902338884656e+00
9.851970394078815585e-02,1.285947927370034716e+00,4.067578812565002533e-01,5.689605152814110056e+00
9.861972394478896176e-02,1.286516972059242869e+00,4.071595453274140519e-01,5.689001384579750464e+00
9.871974394878975378e-02,1.287085956367499229e+00,4.075611250797728236e-01,5.688397598556296231e+00
9.881976395279055969e-02,1.287654880281090097e+00,4.079626205161358543e-01,5.687793795788529394e+00
9.891978395679135172e-02,1.288223743785265052e+00,4.083640316391120018e-01,5.687189977445150646e+00
9.901980396079215763e-02,1.288792546864237609e+00,4.087653584513598615e-01,5.686586144818637223e+00
9.911982396479296353e-02,1.289361289501184116e+00,4.091666009555875450e-01,5.685982299325136324e+00
9.921984396879375556e-02,1.289929971678244636e+00,4.095677591545529017e-01,5.685378442504269714e+00
9.931986397279456147e-02,1.290498593376523173e+00,4.099688330510635192e-01,5.684774576018849501e+00
9.941988397679535350e-02,1.291067154576086118e+00,4.103698226479763900e-01,5.684170701654966962e+00
9.951990398079615940e-02,1.291635655255964688e+00,4.107707279481985219e-01,5.683566821321566209e+00
9.961992398479696531e-02,1.292204095402417430e+00,4.111715489542888680e-01,5.682962936030477863e+00
9.971994398879775734e-02,1.292772475033231672e+00,4.115722856672664465e-01,5.682359042895690493e+00
9.981996399279856325e-02,1.293340794164936636e+00,4.119729380881881897e-01,5.681755139182804726e+00
9.991998399679935527e-02,1.293909052812526994e+00,4.123735062181841937e-01,5.681151222346514373e+00
1.000200040008001612e-01,1.294477250989990003e+00,4.127739900584335153e-01,5.680547289965414137e+00
1.001200240048009671e-01,1.295045388710304612e+00,4.131743896101637281e-01,5.679943339742017372e+00
1.002200440088017591e-01,1.295613465985442136e+00,4.135747048746511445e-01,5.679339369502525159e+00
1.003200640128025650e-01,1.296181482826366915e+00,4.139749358532208157e-01,5.678735377196488798e+00
1.004200840168033571e-01,1.296749439243034319e+00,4.143750825472464205e-01,5.678131360896987445e+00
1.005201040208041630e-01,1.297317335244393188e+00,4.147751449581504324e-01,5.677527318800184020e+00
1.006201240248049550e-01,1.297885170838383617e+00,4.151751230874038412e-01,5.676923249225245272e+00
1.007201440288057609e-01,1.298452946031938504e+00,4.155750169365265423e-01,5.676319150614226317e+00
1.008201640328065668e-01,1.299020660830982665e+00,4.159748265070868922e-01,5.675715021531875237e+00
1.009201840368073588e-01,1.299588315240433500e+00,4.163745518007020419e-01,5.675110860665428802e+00
1.010202040408081647e-01,1.300155909264200771e+00,4.167741928190379364e-01,5.674506666824497003e+00
1.011202240448089568e-01,1.300723442905185712e+00,4.171737495638090376e-01,5.673902438940920945e+00
1.012202440488097627e-01,1.301290916165282807e+00,4.175732220367786574e-01,5.673298176068533039e+00
1.013202640528105686e-01,1.301858329045378238e+00,4.179726102397586240e-01,5.672693877383023775e+00
1.014202840568113606e-01,1.302425681545350100e+00,4.183719141746096160e-01,5.672089542181923960e+00
1.015203040608121665e-01,1.302992973664069742e+00,4.187711338432408836e-01,5.671485169884125099e+00
1.016203240648129585e-01,1.303560205399399763e+00,4.191702692476104164e-01,5.670880760030012624e+00
1.017203440688137644e-01,1.304127376748195566e+00,4.195693203897249979e-01,5.670276312281199438e+00
1.018203640728145565e-01,1.304694487706304917e+00,4.199682872716398174e-01,5.669671826420206173e+00
1.019203840768153624e-01,1.305261538268567278e+00,4.203671698954591363e-01,5.669067302350692117e+00
1.020204040808161683e-01,1.305828528428814916e+00,4.207659682633356213e-01,5.668462740096797958e+00
1.021204240848169603e-01,1.306395458179871794e+00,4.211646823774706228e-01,5.667858139803385598e+00
1.022204440888177662e-01,1.306962327513554900e+00,4.215633122401144517e-01,5.667253501735647347e+00
1.023204640928185583e-01,1.307529136420672478e+00,4.219618578535657138e-01,5.666648826279043760e+00
1.024204840968193642e-01,1.308095884891026017e+00,4.223603192201721424e-01,5.666044113939054938e+00
1.025205041008201701e-01,1.308662572913408706e+00,4.227586963423298205e-01,5.665439365341153888e+00
1.026205241048209621e-01,1.309229200475605870e+00,4.231569892224836260e-01,5.664834581230469013e+00
1.027205441088217680e-01,1.309795767564395641e+00,4.235551978631272307e-01,5.664229762471704177e+00
1.028205641128225600e-01,1.310362274165547847e+00,4.239533222668028234e-01,5.663624910049067651e+00
1.029205841168233659e-01,1.310928720263824898e+00,4.243513624361014425e-01,5.663020025065952368e+00
1.030206041208241718e-01,1.311495105842981124e+00,4.247493183736626987e-01,5.662415108744829340e+00
1.031206241248249639e-01,1.312061430885763658e+00,4.251471900821748862e-01,5.661810162427141080e+00
1.032206441288257698e-01,1.312627695373911330e+00,4.255449775643751487e-01,5.661205187572999620e+00
1.033206641328265618e-01,1.313193899288155331e+00,4.259426808230490913e-01,5.660600185761239800e+00
1.034206841368273677e-01,1.313760042608219658e+00,4.263402998610312800e-01,5.659995158689001826e+00
1.035207041408281597e-01,1.314326125312819782e+00,4.267378346812046863e-01,5.659390108171722389e+00
1.036207241448289657e-01,1.314892147379663978e+00,4.271352852865011873e-01,5.658785036142974789e+00
1.037207441488297716e-01,1.315458108793323921e+00,4.275326516795209808e-01,5.658179943693344427e+00
1.038207641528305636e-01,1.316024009569699782e+00,4.279299338613266612e-01,5.657574828082019280e+00
1.039207841568313695e-01,1.316589849723674099e+00,4.283271318330064137e-01,5.656969686688677612e+00
1.040208041608321615e-01,1.317155629268573547e+00,4.287242455957233078e-01,5.656364517082552723e+00
1.041208241648329674e-01,1.317721348216742694e+00,4.291212751506884859e-01,5.655759316952480020e+00
1.042208441688337733e-01,1.318287006579545340e+00,4.295182204991607189e-01,5.655154084106488455e+00
1.043208641728345654e-01,1.318852604367362069e+00,4.299150816424467392e-01,5.654548816471924866e+00
1.044208841768353713e-01,1.319418141589592475e+00,4.303118585819011854e-01,5.653943512095143120e+00
1.045209041808361633e-01,1.319983618254654489e+00,4.307085513189263803e-01,5.653338169141299829e+00
1.046209241848369692e-01,1.320549034369983277e+00,4.311051598549728303e-01,5.652732785894327705e+00
1.047209441888377612e-01,1.321114389942033007e+00,4.315016841915385037e-01,5.652127360756624697e+00
1.048209641928385671e-01,1.321679684976275748e+00,4.318981243301696082e-01,5.651521892249125045e+00
1.049209841968393730e-01,1.322244919477201686e+00,4.322944802724599800e-01,5.650916379010837431e+00
1.050210042008401651e-01,1.322810093448318902e+00,4.326907520200512502e-01,5.650310819798916029e+00
1.051210242048409710e-01,1.323375206892153821e+00,4.330869395746331230e-01,5.649705213488429578e+00
1.052210442088417630e-01,1.323940259810251430e+00,4.334830429379430972e-01,5.649099559072183752e+00
1.053210642128425689e-01,1.324505252203174166e+00,4.338790621117664670e-01,5.648493855660570162e+00
1.054210842168433748e-01,1.325070184070503254e+00,4.342749970979364327e-01,5.647888102481442019e+00
1.055211042208441669e-01,1.325635055410837593e+00,4.346708478983339896e-01,5.647282298879821028e+00
1.056211242248449728e-01,1.326199866221794421e+00,4.350666145148881503e-01,5.646676444317977328e+00
1.057211442288457648e-01,1.326764616500008875e+00,4.354622969495756113e-01,5.646070538375083103e+00
1.058211642328465707e-01,1.327329306241135098e+00,4.358578952044210308e-01,5.645464580747026062e+00
1.059211842368473766e-01,1.327893935439844242e+00,4.362534092814969178e-01,5.644858571246436085e+00
1.060212042408481686e-01,1.328458504089826242e+00,4.366488391829235760e-01,5.644252509802347717e+00
1.061212242448489745e-01,1.329023012183789376e+00,4.370441849108692711e-01,5.643646396460084702e+00
1.062212442488497666e-01,1.329587459713459374e+00,4.374394464675499528e-01,5.643040231381197813e+00
1.063212642528505725e-01,1.330151846669580751e+00,4.378346238552297542e-01,5.642434014843180634e+00
1.064212842568513645e-01,1.330716173041915917e+00,4.382297170762202709e-01,5.641827747239362978e+00
1.065213042608521704e-01,1.331280438819245626e+00,4.386247261328813374e-01,5.641221429078715488e+00
1.066213242648529763e-01,1.331844643989368526e+00,4.390196510276203612e-01,5.640615060985734175e+00
1.067213442688537683e-01,1.332408788539101163e+00,4.394144917628926561e-01,5.640008643700316071e+00
1.068213642728545743e-01,1.332972872454279090e+00,4.398092483412016085e-01,5.639402178077448369e+00
1.069213842768553663e-01,1.333536895719755311e+00,4.402039207650981223e-01,5.638795665087190656e+00
1.070214042808561722e-01,1.334100858319401173e+00,4.405985090371813961e-01,5.638189105814523927e+00
1.071214242848569781e-01,1.334664760236106140e+00,4.409930131600980352e-01,5.637582501459066364e+00
1.072214442888577701e-01,1.335228601451778019e+00,4.413874331365427728e-01,5.636975853334940112e+00
1.073214642928585760e-01,1.335792381947342511e+00,4.417817689692581928e-01,5.636369162870735749e+00
1.074214842968593681e-01,1.336356101702743437e+00,4.421760206610346189e-01,5.635762431609272483e+00
1.075215043008601740e-01,1.336919760696943182e+00,4.425701882147103361e-01,5.635155661207331690e+00
1.076215243048609660e-01,1.337483358907921804e+00,4.429642716331714802e-01,5.634548853435727978e+00
1.077215443088617719e-01,1.338046896312677925e+00,4.433582709193520377e-01,5.633942010178918380e+00
1.078215643128625778e-01,1.338610372888639377e+00,4.437521860761656223e-01,5.633335133264552042e+00
1.079215843168633698e-01,1.339173788640015683e+00,4.441460171052154515e-01,5.632728221281269043e+00
1.080216043208641757e-01,1.339737143582358403e+00,4.445397640075196000e-01,5.632121271442134258e+00
1.081216243248649678e-01,1.340300437727889982e+00,4.449334267842534607e-01,5.631514281361349461e+00
1.082216443288657737e-01,1.340863671087875630e+00,4.453270054366394448e-01,5.630907248768455275e+00
1.083216643328665796e-01,1.341426843672623326e+00,4.457204999659470368e-01,5.630300171508091367e+00
1.084216843368673716e-01,1.341989955491482922e+00,4.461139103734929057e-01,5.629693047540067496e+00
1.085217043408681775e-01,1.342553006552848371e+00,4.465072366606407384e-01,5.629085874938812850e+00
1.086217243448689695e-01,1.343115996864154615e+00,4.469004788288013508e-01,5.628478651893686902e+00
1.087217443488697755e-01,1.343678926431880472e+00,4.472936368794326878e-01,5.627871376708455387e+00
1.088217643528705814e-01,1.344241795261546635e+00,4.476867108140397677e-01,5.627264047801343594e+00
1.089217843568713734e-01,1.344804603357717010e+00,4.480797006341745159e-01,5.626656663704734385e+00
1.090218043608721793e-01,1.345367350723998046e+00,4.484726063414363195e-01,5.626049223065114901e+00
1.091218243648729713e-01,1.345930037363038068e+00,4.488654279374713618e-01,5.625441724642978869e+00
1.092218443688737772e-01,1.346492663276529500e+00,4.492581654239730660e-01,5.624834167312391386e+00
1.093218643728745693e-01,1.347055228465205756e+00,4.496508188026818731e-01,5.624226550061246499e+00
1.094218843768753752e-01,1.347617732928844347e+00,4.500433880753853533e-01,5.623618871990689883e+00
1.095219043808761811e-01,1.348180176666264662e+00,4.504358732439182056e-01,5.623011132315269833e+00
1.096219243848769731e-01,1.348742559675328634e+00,4.508282743101621470e-01,5.622403330362679696e+00
1.097219443888777790e-01,1.349304881952941182e+00,4.512205912760460791e-01,5.621795465573535822e+00
1.098219643928785710e-01,1.349867143495049771e+00,4.516128241435458102e-01,5.621187537501297626e+00
1.099219843968793769e-01,1.350429344296644629e+00,4.520049729146846107e-01,5.620579545812107725e+00
1.100220044008801829e-01,1.350991484351758309e+00,4.523970375915324915e-01,5.619971490284561000e+00
1.101220244048809749e-01,1.351553563653466350e+00,4.527890181762065924e-01,5.619363370809704605e+00
