t,V,P_pol,dV_dt,dV_dt_noisy
6.469293858771754113e-01,3.550967536027618721e+00,1.847436081901067784e+00,-5.850365973776767703e+00,-5.771343143975722789e+00
6.475295059011801913e-01,3.547458278444160840e+00,1.846857211278472244e+00,-5.844820817026010751e+00,-5.835907509568567519e+00
6.481296259251850822e-01,3.543952347258193747e+00,1.846277783523462723e+00,-5.839280189745183591e+00,-5.853709872024433380e+00
6.487297459491898621e-01,3.540449739751937663e+00,1.845697800325763804e+00,-5.833744088976565934e+00,-5.890593228443532503e+00
6.493298659731946421e-01,3.536950453209409151e+00,1.845117263370256833e+00,-5.828212511767189241e+00,-5.859191463331241856e+00
6.499299859971994220e-01,3.533454484916426885e+00,1.844536174336980139e+00,-5.822685455168839397e+00,-5.835185267720914837e+00
6.505301060212042019e-01,3.529961832160607216e+00,1.843954534901129705e+00,-5.817162916238039827e+00,-5.748706523677354241e+00
6.511302260452090929e-01,3.526472492231365941e+00,1.843372346733057388e+00,-5.811644892036037291e+00,-5.842169626945149297e+00
6.517303460692138728e-01,3.522986462419920528e+00,1.842789611498273139e+00,-5.806131379628795663e+00,-5.716414591255492894e+00
6.523304660932186527e-01,3.519503740019285676e+00,1.842206330857443897e+00,-5.800622376086980836e+00,-5.847056766934524141e+00
6.529305861172234327e-01,3.516024322324275975e+00,1.841622506466393139e+00,-5.795117878485948282e+00,-5.812997218727250726e+00
6.535307061412282126e-01,3.512548206631505909e+00,1.841038139976101551e+00,-5.789617883905735951e+00,-5.747440701510190486e+00
6.541308261652331035e-01,3.509075390239388526e+00,1.840453233032707026e+00,-5.784122389431044731e+00,-5.796132135987798861e+00
6.547309461892378835e-01,3.505605870448138095e+00,1.839867787277504441e+00,-5.778631392151237556e+00,-5.820144494271267455e+00
6.553310662132426634e-01,3.502139644559766118e+00,1.839281804346945659e+00,-5.773144889160317206e+00,-5.779737059734401328e+00
6.559311862372474433e-01,3.498676709878085767e+00,1.838695285872639751e+00,-5.767662877556923640e+00,-5.745227252885476865e+00
6.565313062612522232e-01,3.495217063708707439e+00,1.838108233481352549e+00,-5.762185354444314456e+00,-5.847972065186766599e+00
6.571314262852570032e-01,3.491760703356562967e+00,1.837520648810710089e+00,-5.756712316924266659e+00,-5.769139134211700437e+00
6.577315463092618941e-01,3.488307626120500160e+00,1.836932533545953206e+00,-5.751243762083422695e+00,-5.756710593306005208e+00
6.583316663332666741e-01,3.484857829312038024e+00,1.836343889302167520e+00,-5.745779687039238581e+00,-5.765967075035521638e+00
6.589317863572714540e-01,3.481411310245734025e+00,1.835754717681978843e+00,-5.740320088916766927e+00,-5.703552285597817573e+00
6.595319063812762339e-01,3.477968066237760780e+00,1.835165020284409643e+00,-5.734864964845160173e+00,-5.763292573320954126e+00
6.601320264052810138e-01,3.474528094605904283e+00,1.834574798704878384e+00,-5.729414311957661710e+00,-5.747640054386978115e+00
6.607321464292859048e-01,3.471091392669565234e+00,1.833984054535199970e+00,-5.723968127391592553e+00,-5.722085998023466402e+00
6.613322664532906847e-01,3.467657957749758157e+00,1.833392789363585740e+00,-5.718526408288338914e+00,-5.682083953572566237e+00
6.619323864772954646e-01,3.464227787169110950e+00,1.832801004774643028e+00,-5.713089151793341536e+00,-5.724147282675726700e+00
6.625325065013002446e-01,3.460800878251866219e+00,1.832208702349375828e+00,-5.707656355056078823e+00,-5.631826491510991239e+00
6.631326265253050245e-01,3.457377228323879503e+00,1.831615883665183908e+00,-5.702228015230058844e+00,-5.747613930231245227e+00
6.637327465493099155e-01,3.453956834712619717e+00,1.831022550295863915e+00,-5.696804129472804235e+00,-5.632478411856100209e+00
6.643328665733146954e-01,3.450539694747173147e+00,1.830428703811608271e+00,-5.691384694945845979e+00,-5.734275772501379542e+00
6.649329865973194753e-01,3.447125805758235906e+00,1.829834345779006277e+00,-5.685969708814702983e+00,-5.694123032913497084e+00
6.655331066213242552e-01,3.443715165078119700e+00,1.829239477761043009e+00,-5.680559168248873192e+00,-5.662356858980495566e+00
6.661332266453290352e-01,3.440307770040750945e+00,1.828644101317099979e+00,-5.675153070421822044e+00,-5.572411077358836451e+00
6.667333466693338151e-01,3.436903617981668102e+00,1.828048218002955139e+00,-5.669751412510972699e+00,-5.624960105178318237e+00
6.673334666933387060e-01,3.433502706238024782e+00,1.827451829370782654e+00,-5.664354191697686502e+00,-5.684647334175533473e+00
6.679335867173434860e-01,3.430105032148589306e+00,1.826854936969153131e+00,-5.658961405167261205e+00,-5.594005449387674744e+00
6.685337067413482659e-01,3.426710593053742482e+00,1.826257542343033169e+00,-5.653573050108907871e+00,-5.664258295353593375e+00
6.691338267653530458e-01,3.423319386295479383e+00,1.825659647033785804e+00,-5.648189123715745552e+00,-5.687761416530728198e+00
6.697339467893578258e-01,3.419931409217409346e+00,1.825061252579170512e+00,-5.642809623184788848e+00,-5.620375388595454602e+00
6.703340668133627167e-01,3.416546659164754196e+00,1.824462360513342984e+00,-5.637434545716929257e+00,-5.632711003315264087e+00
6.709341868373674966e-01,3.413165133484352243e+00,1.823862972366855129e+00,-5.632063888516935179e+00,-5.584380570153773427e+00
6.715343068613722766e-01,3.409786829524654284e+00,1.823263089666655068e+00,-5.626697648793429707e+00,-5.654184567000795525e+00
6.721344268853770565e-01,3.406411744635724936e+00,1.822662713936087586e+00,-5.621335823758879968e+00,-5.602260648875833304e+00
6.727345469093818364e-01,3.403039876169242195e+00,1.822061846694893239e+00,-5.615978410629587358e+00,-5.584250943987848714e+00
6.733346669333867274e-01,3.399671221478499206e+00,1.821460489459209464e+00,-5.610625406625675993e+00,-5.596723128648141810e+00
6.739347869573915073e-01,3.396305777918402491e+00,1.820858643741569693e+00,-5.605276808971077607e+00,-5.606725985575645943e+00
6.745349069813962872e-01,3.392943542845472837e+00,1.820256311050903575e+00,-5.599932614893523564e+00,-5.634813533598073576e+00
6.751350270054010672e-01,3.389584513617843964e+00,1.819653492892536972e+00,-5.594592821624528867e+00,-5.549405232056759729e+00
6.757351470294058471e-01,3.386228687595264741e+00,1.819050190768192632e+00,-5.589257426399381501e+00,-5.582396201383759582e+00
6.763352670534107380e-01,3.382876062139096085e+00,1.818446406175988850e+00,-5.583926426457129111e+00,-5.559111227831686541e+00
6.769353870774155180e-01,3.379526634612315839e+00,1.817842140610440804e+00,-5.578599819040576335e+00,-5.596138731083605933e+00
6.775355071014202979e-01,3.376180402379513446e+00,1.817237395562459668e+00,-5.573277601396254610e+00,-5.572627016859146742e+00
6.781356271254250778e-01,3.372837362806892614e+00,1.816632172519352828e+00,-5.567959770774427497e+00,-5.619821170359663220e+00
6.787357471494298577e-01,3.369497513262271315e+00,1.816026472964824334e+00,-5.562646324429069367e+00,-5.558370059672279595e+00
6.793358671734346377e-01,3.366160851115080899e+00,1.815420298378974007e+00,-5.557337259617856517e+00,-5.519076743435141097e+00
6.799359871974395286e-01,3.362827373736366976e+00,1.814813650238298548e+00,-5.552032573602152965e+00,-5.547382909298161024e+00
6.805361072214443086e-01,3.359497078498790312e+00,1.814206530015690655e+00,-5.546732263647004224e+00,-5.503762623121091657e+00
6.811362272454490885e-01,3.356169962776623716e+00,1.813598939180439462e+00,-5.541436327021118657e+00,-5.525790802914984923e+00
6.817363472694538684e-01,3.352846023945754705e+00,1.812990879198230099e+00,-5.536144760996856817e+00,-5.467951929495891150e+00
6.823364672934586483e-01,3.349525259383684617e+00,1.812382351531144131e+00,-5.530857562850226117e+00,-5.540360044457866451e+00
6.829365873174635393e-01,3.346207666469528164e+00,1.811773357637659343e+00,-5.525574729860857737e+00,-5.607506241188502827e+00
6.835367073414683192e-01,3.342893242584015656e+00,1.811163898972650621e+00,-5.520296259312006626e+00,-5.498671847857727890e+00
6.841368273654730991e-01,3.339581985109489892e+00,1.810553976987387959e+00,-5.515022148490530185e+00,-5.523281622884407938e+00
6.847369473894778791e-01,3.336273891429907046e+00,1.809943593129538009e+00,-5.509752394686881161e+00,-5.558467063801014518e+00
6.853370674134826590e-01,3.332968958930839332e+00,1.809332748843164529e+00,-5.504486995195096100e+00,-5.471923727298958262e+00
6.859371874374875500e-01,3.329667184999469676e+00,1.808721445568726161e+00,-5.499225947312780249e+00,-5.486009490350048701e+00
6.865373074614923299e-01,3.326368567024599265e+00,1.808109684743079093e+00,-5.493969248341102229e+00,-5.471702318244370922e+00
6.871374274854971098e-01,3.323073102396639555e+00,1.807497467799475288e+00,-5.488716895584774491e+00,-5.505335693124108865e+00
6.877375475095018897e-01,3.319780788507617597e+00,1.806884796167563145e+00,-5.483468886352044436e+00,-5.473616528139656268e+00
6.883376675335066697e-01,3.316491622751173374e+00,1.806271671273386836e+00,-5.478225217954686421e+00,-5.465508265746914951e+00
6.889377875575114496e-01,3.313205602522561577e+00,1.805658094539387637e+00,-5.472985887707983998e+00,-5.384253132380899309e+00
6.895379075815163405e-01,3.309922725218649830e+00,1.805044067384402595e+00,-5.467750892930722806e+00,-5.501948881153657211e+00
6.901380276055211205e-01,3.306642988237921799e+00,1.804429591223665419e+00,-5.462520230945178135e+00,-5.463044940923047932e+00
6.907381476295259004e-01,3.303366388980473189e+00,1.803814667468805588e+00,-5.457293899077102495e+00,-5.439100908463620598e+00
6.913382676535306803e-01,3.300092924848013975e+00,1.803199297527849465e+00,-5.452071894655710516e+00,-5.538311240960480220e+00
6.919383876775354603e-01,3.296822593243868393e+00,1.802583482805219184e+00,-5.446854215013676281e+00,-5.527002633385086128e+00
6.925385077015403512e-01,3.293555391572973168e+00,1.801967224701733539e+00,-5.441640857487108462e+00,-5.333349938945717739e+00
6.931386277255451311e-01,3.290291317241882396e+00,1.801350524614607762e+00,-5.436431819415555644e+00,-5.524787767098638724e+00
6.937387477495499111e-01,3.287030367658759999e+00,1.800733383937452858e+00,-5.431227098141978793e+00,-5.402480640909216092e+00
6.943388677735546910e-01,3.283772540233386827e+00,1.800115804060276492e+00,-5.426026691012750369e+00,-5.468437961315978590e+00
6.949389877975594709e-01,3.280517832377156218e+00,1.799497786369482322e+00,-5.420830595377637451e+00,-5.458988600515193745e+00
6.955391078215643619e-01,3.277266241503074440e+00,1.798879332247870888e+00,-5.415638808589786635e+00,-5.514765053803404093e+00
6.961392278455691418e-01,3.274017765025765136e+00,1.798260443074638504e+00,-5.410451328005730254e+00,-5.455488256621997323e+00
6.967393478695739217e-01,3.270772400361462218e+00,1.797641120225377920e+00,-5.405268150985349962e+00,-5.366049220210165949e+00
6.973394678935787017e-01,3.267530144928015190e+00,1.797021365072078325e+00,-5.400089274891881175e+00,-5.469526416937706692e+00
6.979395879175834816e-01,3.264290996144887824e+00,1.796401178983125124e+00,-5.394914697091900635e+00,-5.365143353074811827e+00
6.985397079415883725e-01,3.261054951433155935e+00,1.795780563323299495e+00,-5.389744414955309537e+00,-5.374079527487880092e+00
6.991398279655931525e-01,3.257822008215512266e+00,1.795159519453779939e+00,-5.384578425855329087e+00,-5.283663310887709130e+00
6.997399479895979324e-01,3.254592163915505765e+00,1.794538048736744607e+00,-5.379416727166604240e+00,-5.403143406329490084e+00
7.003400680136027123e-01,3.251365415951230631e+00,1.793916152575779854e+00,-5.374259316249255569e+00,-5.311088614289115384e+00
7.009401880376074923e-01,3.248141761749743672e+00,1.793293832330073556e+00,-5.369106190484346897e+00,-5.324662742772274804e+00
7.015403080616122722e-01,3.244921198742090507e+00,1.792671089341209223e+00,-5.363957347262038766e+00,-5.378290768127953037e+00
7.021404280856171631e-01,3.241703724360794681e+00,1.792047924948048543e+00,-5.358812783975411165e+00,-5.441960583422219777e+00
7.027405481096219431e-01,3.238489336039857225e+00,1.791424340486732270e+00,-5.353672498020446646e+00,-5.278200479041121440e+00
7.033406681336267230e-01,3.235278031214756211e+00,1.790800337290678668e+00,-5.348536486796022338e+00,-5.416755932088199721e+00
7.039407881576315029e-01,3.232069807322447641e+00,1.790175916690585067e+00,-5.343404747703896618e+00,-5.367075545335036502e+00
7.045409081816362828e-01,3.228864661801364111e+00,1.789551080014427642e+00,-5.338277278148694904e+00,-5.294118451148685622e+00
7.051410282056411738e-01,3.225662592091415259e+00,1.788925828587460076e+00,-5.333154075537901662e+00,-5.277356297098237725e+00
7.057411482296459537e-01,3.222463595633989986e+00,1.788300163732215342e+00,-5.328035137281847966e+00,-5.370307472089747236e+00
7.063412682536507337e-01,3.219267669871952453e+00,1.787674086768504811e+00,-5.322920460793698183e+00,-5.324520545088609502e+00
7.069413882776555136e-01,3.216074812249646087e+00,1.787047599013417809e+00,-5.317810043489439309e+00,-5.330738965592907164e+00
7.075415083016602935e-01,3.212885020212889575e+00,1.786420701781322951e+00,-5.312703882787866760e+00,-5.253625954008748877e+00
7.081416283256651845e-01,3.209698291208979981e+00,1.785793396383866360e+00,-5.307601976110577269e+00,-5.182370307401531484e+00
7.087417483496699644e-01,3.206514622686692739e+00,1.785165684129973451e+00,-5.302504320881957334e+00,-5.393998662157954094e+00
7.093418683736747443e-01,3.203334012096279437e+00,1.784537566325847813e+00,-5.297410914529164572e+00,-5.251589769029950894e+00
7.099419883976795242e-01,3.200156456889469148e+00,1.783909044274971656e+00,-5.292321754482122387e+00,-5.435230523327458485e+00
7.105421084216843042e-01,3.196981954519468427e+00,1.783280119278105369e+00,-5.287236838173509312e+00,-5.286533519565276507e+00
7.111422284456891951e-01,3.193810502440960430e+00,1.782650792633287962e+00,-5.282156163038739471e+00,-5.337595389236199139e+00
7.117423484696939751e-01,3.190642098110108016e+00,1.782021065635837287e+00,-5.277079726515963465e+00,-5.177488787010460669e+00
7.123424684936987550e-01,3.187476738984548863e+00,1.781390939578349153e+00,-5.272007526046045278e+00,-5.263689099630992629e+00
7.129425885177035349e-01,3.184314422523399468e+00,1.780760415750697989e+00,-5.266939559072557842e+00,-5.303778146470347288e+00
7.135427085417083148e-01,3.181155146187252925e+00,1.780129495440036846e+00,-5.261875823041766154e+00,-5.286841465777206928e+00
7.141428285657130948e-01,3.177998907438180254e+00,1.779498179930797175e+00,-5.256816315402623729e+00,-5.285581103004735049e+00
7.147429485897179857e-01,3.174845703739729075e+00,1.778866470504689046e+00,-5.251761033606751283e+00,-5.242345453178616665e+00
7.153430686137227656e-01,3.171695532556925379e+00,1.778234368440700708e+00,-5.246709975108433177e+00,-5.254617398627418723e+00
7.159431886377275456e-01,3.168548391356272198e+00,1.777601875015099253e+00,-5.241663137364605873e+00,-5.208868858665529622e+00
7.165433086617323255e-01,3.165404277605749606e+00,1.776968991501430173e+00,-5.236620517834838395e+00,-5.159607463738604238e+00
7.171434286857371054e-01,3.162263188774815159e+00,1.776335719170516914e+00,-5.231582113981330551e+00,-5.196511511635955927e+00
7.177435487097419964e-01,3.159125122334402569e+00,1.775702059290462209e+00,-5.226547923268896056e+00,-5.287848075654101088e+00
7.183436687337467763e-01,3.155990075756926583e+00,1.775068013126646971e+00,-5.221517943164956321e+00,-5.302708283489255159e+00
7.189437887577515562e-01,3.152858046516274992e+00,1.774433581941730287e+00,-5.216492171139519129e+00,-5.254263147422304492e+00
7.195439087817563362e-01,3.149729032087815739e+00,1.773798766995650089e+00,-5.211470604665182194e+00,-5.158809841449695455e+00
7.201440288057611161e-01,3.146603029948393360e+00,1.773163569545622487e+00,-5.206453241217110062e+00,-5.223205648900377085e+00
7.207441488297660070e-01,3.143480037576328101e+00,1.772527990846142432e+00,-5.201440078273022571e+00,-5.234818719226852046e+00
7.213442688537707870e-01,3.140360052451421247e+00,1.771892032148983276e+00,-5.196431113313197514e+00,-5.189516985422903517e+00
7.219443888777755669e-01,3.137243072054948012e+00,1.771255694703196548e+00,-5.191426343820442213e+00,-5.262202641300013362e+00
7.225445089017803468e-01,3.134129093869662430e+00,1.770618979755112621e+00,-5.186425767280091748e+00,-5.243392153363556574e+00
7.231446289257851268e-01,3.131018115379796019e+00,1.769981888548340265e+00,-5.181429381179999183e+00,-5.155913109919525894e+00
7.237447489497899067e-01,3.127910134071057335e+00,1.769344422323766430e+00,-5.176437183010518694e+00,-5.191594857655929651e+00
7.243448689737947976e-01,3.124805147430631536e+00,1.768706582319556686e+00,-5.171449170264496686e+00,-5.194110982369022800e+00
7.249449889977995776e-01,3.121703152947183035e+00,1.768068369771155668e+00,-5.166465340437266462e+00,-5.150583589171441545e+00
7.255451090218043575e-01,3.118604148110851959e+00,1.767429785911285745e+00,-5.161485691026627798e+00,-5.190729251185667970e+00
7.261452290458091374e-01,3.115508130413256804e+00,1.766790831969947906e+00,-5.156510219532842498e+00,-5.190824771860976128e+00
7.267453490698139174e-01,3.112415097347492665e+00,1.766151509174421985e+00,-5.151538923458620189e+00,-5.174529431585304096e+00
7.273454690938188083e-01,3.109325046408131676e+00,1.765511818749265771e+00,-5.146571800309109435e+00,-5.116440770853529330e+00
7.279455891178235882e-01,3.106237975091225234e+00,1.764871761916316339e+00,-5.141608847591887965e+00,-5.138617850805827558e+00
7.285457091418283682e-01,3.103153880894299999e+00,1.764231339894688277e+00,-5.136650062816946694e+00,-5.196379942050762146e+00
7.291458291658331481e-01,3.100072761316361447e+00,1.763590553900775237e+00,-5.131695443496686160e+00,-5.146848289223146189e+00
7.297459491898379280e-01,3.096994613857891210e+00,1.762949405148249271e+00,-5.126744987145897881e+00,-5.094333790823332819e+00
7.303460692138428190e-01,3.093919436020848401e+00,1.762307894848060608e+00,-5.121798691281759019e+00,-5.028261094123915420e+00
7.309461892378475989e-01,3.090847225308671842e+00,1.761666024208438763e+00,-5.116856553423824394e+00,-5.173974253029921755e+00
7.315463092618523788e-01,3.087777979226274283e+00,1.761023794434890988e+00,-5.111918571094004271e+00,-5.094991806391577782e+00
7.321464292858571588e-01,3.084711695280048183e+00,1.760381206730202930e+00,-5.106984741816566142e+00,-5.119922155657333995e+00
7.327465493098619387e-01,3.081648370977861706e+00,1.759738262294439304e+00,-5.102055063118115186e+00,-5.060779091277502140e+00
7.333466693338668296e-01,3.078588003829061837e+00,1.759094962324943001e+00,-5.097129532527590712e+00,-5.074651783661787263e+00
7.339467893578716096e-01,3.075530591344472597e+00,1.758451308016335313e+00,-5.092208147576251065e+00,-5.018599302189210576e+00
7.345469093818763895e-01,3.072476131036395053e+00,1.757807300560516151e+00,-5.087290905797662077e+00,-5.061318360683931594e+00
7.351470294058811694e-01,3.069424620418607752e+00,1.757162941146663826e+00,-5.082377804727693515e+00,-5.109633470339138839e+00
7.357471494298859493e-01,3.066376057006365841e+00,1.756518230961235272e+00,-5.077468841904496877e+00,-5.104398500813461581e+00
7.363472694538907293e-01,3.063330438316403281e+00,1.755873171187965598e+00,-5.072564014868506277e+00,-5.052286509382649449e+00
7.369473894778956202e-01,3.060287761866930190e+00,1.755227763007868758e+00,-5.067663321162422463e+00,-5.047916161691192727e+00
7.375475095019004002e-01,3.057248025177635053e+00,1.754582007599237103e+00,-5.062766758331202155e+00,-4.942869894951932075e+00
7.381476295259051801e-01,3.054211225769682958e+00,1.753935906137641387e+00,-5.057874323922050053e+00,-4.974057687938770123e+00
7.387477495499099600e-01,3.051177361165716917e+00,1.753289459795930760e+00,-5.052986015484405513e+00,-5.111664933103158504e+00
7.393478695739147399e-01,3.048146428889856541e+00,1.752642669744232995e+00,-5.048101830569935444e+00,-5.030590590781257809e+00
7.399479895979196309e-01,3.045118426467698480e+00,1.751995537149954263e+00,-5.043221766732520095e+00,-5.109771209800949343e+00
7.405481096219244108e-01,3.042093351426319536e+00,1.751348063177779357e+00,-5.038345821528247725e+00,-5.121129666314214290e+00
7.411482296459291907e-01,3.039071201294270441e+00,1.750700248989671470e+00,-5.033473992515397732e+00,-4.996296692443261911e+00
7.417483496699339707e-01,3.036051973601581189e+00,1.750052095744872194e+00,-5.028606277254437984e+00,-5.001018900602180572e+00
7.423484696939387506e-01,3.033035665879758369e+00,1.749403604599901518e+00,-5.023742673308008833e+00,-5.075671063024858931e+00
7.429485897179436416e-01,3.030022275661785613e+00,1.748754776708558278e+00,-5.018883178240912457e+00,-4.936698841335985577e+00
7.435487097419484215e-01,3.027011800481336223e+00,1.748105613227135535e+00,-5.014027789618049624e+00,-5.062906286093064701e+00
7.441488297659532014e-01,3.024004237869276857e+00,1.747456115340308314e+00,-5.009176504994860224e+00,-5.067562924052193551e+00
7.447489497899579813e-01,3.020999585363829176e+00,1.746806284196068537e+00,-5.004329321943544073e+00,-4.971698410872543050e+00
7.453490698139627613e-01,3.017997840505884710e+00,1.746156120932235822e+00,-4.999486238041480846e+00,-4.988439310755703460e+00
7.459491898379675412e-01,3.014999000837722321e+00,1.745505626684538569e+00,-4.994647250867928712e+00,-5.002672650916370145e+00
7.465493098619724321e-01,3.012003063903005540e+00,1.744854802586614628e+00,-4.989812358004003912e+00,-4.993165649649052185e+00
7.471494298859772121e-01,3.009010027246786567e+00,1.744203649770010411e+00,-4.984981557032684307e+00,-4.973791517469758006e+00
7.477495499099819920e-01,3.006019888415501384e+00,1.743552169364181781e+00,-4.980154845538784514e+00,-4.987133844826225904e+00
7.483496699339867719e-01,3.003032644956972419e+00,1.742900362496492717e+00,-4.975332221108955011e+00,-4.983957464523006919e+00
7.489497899579915519e-01,3.000048294420409434e+00,1.742248230292217315e+00,-4.970513681331670597e+00,-5.065311515764992834e+00
7.495499099819964428e-01,2.997066834356406861e+00,1.741595773874537567e+00,-4.965699223797217066e+00,-5.032797292097700215e+00
7.501500300060012227e-01,2.994088262316946913e+00,1.740942994364545360e+00,-4.960888846097684990e+00,-4.930341367581546841e+00
7.507501500300060027e-01,2.991112575855396027e+00,1.740289892881240918e+00,-4.956082545826952845e+00,-4.991297590349287994e+00
7.513502700540107826e-01,2.988139772526508420e+00,1.739636470541533919e+00,-4.951280320580686123e+00,-4.924020657625100661e+00
7.519503900780155625e-01,2.985169849886423421e+00,1.738982728460242821e+00,-4.946482167956320453e+00,-4.884708972994037168e+00
7.525505101020204535e-01,2.982202805492666364e+00,1.738328667750094869e+00,-4.941688085553051835e+00,-4.959435626875473346e+00
7.531506301260252334e-01,2.979238636904149917e+00,1.737674289521726756e+00,-4.936898070971830421e+00,-4.922749581904676042e+00
7.537507501500300133e-01,2.976277341681171862e+00,1.737019594883683737e+00,-4.932112121815347194e+00,-4.828288299476413137e+00
7.543508701740347933e-01,2.973318917385416427e+00,1.736364584942420519e+00,-4.927330235688026860e+00,-4.892583453572349583e+00
7.549509901980395732e-01,2.970363361579953843e+00,1.735709260802300369e+00,-4.922552410196011863e+00,-4.830458718658444894e+00
7.555511102220444641e-01,2.967410671829239455e+00,1.735053623565595338e+00,-4.917778642947157941e+00,-4.841108290251454171e+00
7.561512302460492441e-01,2.964460845699117719e+00,1.734397674332487371e+00,-4.913008931551027914e+00,-4.875340914074970833e+00
7.567513502700540240e-01,2.961513880756816430e+00,1.733741414201066533e+00,-4.908243273618871250e+00,-4.913837961690058265e+00
7.573514702940588039e-01,2.958569774570950273e+00,1.733084844267332336e+00,-4.903481666763619629e+00,-4.945581343425397236e+00
7.579515903180635839e-01,2.955628524711520377e+00,1.732427965625193078e+00,-4.898724108599879834e+00,-4.954309008075997944e+00
7.585517103420683638e-01,2.952690128749913434e+00,1.731770779366466062e+00,-4.893970596743919543e+00,-4.869654150009855798e+00
7.591518303660732547e-01,2.949754584258902579e+00,1.731113286580877597e+00,-4.889221128813659334e+00,-4.865811959979919443e+00
7.597519503900780347e-01,2.946821888812647394e+00,1.730455488356063221e+00,-4.884475702428662913e+00,-4.893206812830298347e+00
7.603520704140828146e-01,2.943892039986693909e+00,1.729797385777567031e+00,-4.879734315210130013e+00,-4.837310996155800069e+00
7.609521904380875945e-01,2.940965035357972823e+00,1.729138979928842579e+00,-4.874996964780880404e+00,-4.905223820498037846e+00
7.615523104620923744e-01,2.938040872504802170e+00,1.728480271891251974e+00,-4.870263648765349451e+00,-4.814752695359789669e+00
7.621524304860972654e-01,2.935119549006885542e+00,1.727821262744066333e+00,-4.865534364789576571e+00,-4.863534011550270542e+00
7.627525505101020453e-01,2.932201062445312978e+00,1.727161953564466224e+00,-4.860809110481197237e+00,-4.862625439270225947e+00
7.633526705341068253e-01,2.929285410402560963e+00,1.726502345427540996e+00,-4.856087883469433208e+00,-4.856101548318406458e+00
7.639527905581116052e-01,2.926372590462491541e+00,1.725842439406288564e+00,-4.851370681385078321e+00,-4.856300245224304923e+00
7.645529105821163851e-01,2.923462600210352758e+00,1.725182236571616290e+00,-4.846657501860496708e+00,-4.722244287444060440e+00
7.651530306061212761e-01,2.920555437232778662e+00,1.724521737992340542e+00,-4.841948342529605043e+00,-4.922524333986984857e+00
7.657531506301260560e-01,2.917651099117791080e+00,1.723860944735186473e+00,-4.837243201027874306e+00,-4.828382073838784372e+00
7.663532706541308359e-01,2.914749583454795623e+00,1.723199857864788020e+00,-4.832542074992305814e+00,-4.770336765525352796e+00
7.669533906781356158e-01,2.911850887834586121e+00,1.722538478443688792e+00,-4.827844962061436540e+00,-4.791969309432810853e+00
7.675535107021403958e-01,2.908955009849340634e+00,1.721876807532340958e+00,-4.823151859875317804e+00,-4.838255958460681683e+00
7.681536307261451757e-01,2.906061947092624553e+00,1.721214846189105252e+00,-4.818462766075513493e+00,-4.731456714864672009e+00
7.687537507501500667e-01,2.903171697159388831e+00,1.720552595470252299e+00,-4.813777678305087626e+00,-4.867202321193371262e+00
7.693538707741548466e-01,2.900284257645971309e+00,1.719890056429960845e+00,-4.809096594208597253e+00,-4.874411400694508956e+00
7.699539907981596265e-01,2.897399626150095830e+00,1.719227230120319527e+00,-4.804419511432081791e+00,-4.776015983285461175e+00
7.705541108221644064e-01,2.894517800270871355e+00,1.718564117591325102e+00,-4.799746427623051481e+00,-4.872469917684703056e+00
7.711542308461691864e-01,2.891638777608793731e+00,1.717900719890883776e+00,-4.795077340430482948e+00,-4.913974828078814028e+00
7.717543508701740773e-01,2.888762555765743922e+00,1.717237038064810761e+00,-4.790412247504805876e+00,-4.746267915618405553e+00
7.723544708941788572e-01,2.885889132344992003e+00,1.716573073156830054e+00,-4.785751146497901232e+00,-4.747683630866879056e+00
7.729545909181836372e-01,2.883018504951190497e+00,1.715908826208574656e+00,-4.781094035063080838e+00,-4.744479691915908681e+00
7.735547109421884171e-01,2.880150671190380596e+00,1.715244298259587019e+00,-4.776440910855086486e+00,-4.800814468089292575e+00
7.741548309661931970e-01,2.877285628669988160e+00,1.714579490347317714e+00,-4.771791771530082826e+00,-4.762644465145615236e+00
7.747549509901980880e-01,2.874423374998825054e+00,1.713914403507126982e+00,-4.767146614745636946e+00,-4.815412943657759293e+00
7.753550710142028679e-01,2.871563907787090919e+00,1.713249038772284072e+00,-4.762505438160724580e+00,-4.675787877830091865e+00
7.759551910382076478e-01,2.868707224646370513e+00,1.712583397173967015e+00,-4.757868239435710578e+00,-4.718317026860487928e+00
7.765553110622124278e-01,2.865853323189634594e+00,1.711917479741262405e+00,-4.753235016232342680e+00,-4.716122212613831799e+00
7.771554310862172077e-01,2.863002201031239480e+00,1.711251287501166729e+00,-4.748605766213743529e+00,-4.846105003259075339e+00
7.777555511102220986e-01,2.860153855786928823e+00,1.710584821478584594e+00,-4.743980487044403560e+00,-4.703615384844908931e+00
7.783556711342268786e-01,2.857308285073832277e+00,1.709918082696330277e+00,-4.739359176390169459e+00,-4.664660575291101452e+00
7.789557911582316585e-01,2.854465486510465055e+00,1.709251072175126840e+00,-4.734741831918236166e+00,-4.673928727635867197e+00
7.795559111822364384e-01,2.851625457716728373e+00,1.708583790933605906e+00,-4.730128451297137104e+00,-4.690671934507312457e+00
7.801560312062412184e-01,2.848788196313909893e+00,1.707916239988308549e+00,-4.725519032196738856e+00,-4.725566890648222440e+00
7.807561512302459983e-01,2.845953699924683722e+00,1.707248420353684848e+00,-4.720913572288230498e+00,-4.738005214650982566e+00
7.813562712542508892e-01,2.843121966173109083e+00,1.706580333042093667e+00,-4.716312069244114724e+00,-4.686229984963170558e+00
