C,Na,R,R_noisy
4.281357267891985430e+01,8.639235535050600845e+01,4.480322562513769924e+00,4.353898208393689018e+00
5.351244632188067563e+00,1.487955341129419935e+02,7.963269177078788452e+00,7.863360220383196264e+00
4.857116230260334788e+01,1.057715604685776754e+02,3.996037806921558300e+00,4.083312923787783433e+00
2.050046591234815452e+01,1.203527795067572441e+02,7.505270145244366198e+00,7.600744180345146539e+00
1.751383283444608807e+01,8.618760331502956262e+01,7.705674258802714505e+00,7.770618786336792816e+00
7.460537141547690965e+01,1.368372410054275861e+02,2.663461259929236657e+00,2.695665319026802287e+00
4.974414775627520413e+01,1.260908858656451770e+02,3.901002366580519798e+00,4.127029619941245286e+00
3.580114223566499021e+01,1.263935099842664442e+02,5.252777632885545778e+00,5.130037091639364277e+00
5.481379257560261564e+00,1.343080991320574071e+02,7.829427051872357879e+00,7.753328233738370656e+00
3.004390118893933348e+01,1.176402146307234062e+02,6.012393990313320558e+00,5.911266244910676981e+00
6.918666040601317491e+01,9.579974409815206116e+01,2.891714026408153337e+00,2.979859909653030936e+00
2.456276446866341345e+01,1.081248827959139334e+02,6.817406130725268021e+00,6.844507125417688798e+00
2.616214470897293154e+01,1.016054491669256805e+02,6.549296373196127341e+00,6.658694966463292175e+00
4.874505731150730270e+01,9.694704119624491057e+01,3.985283906224657891e+00,4.080860139449975499e+00
2.054518395033186451e+01,9.045995392154080150e+01,7.337814300724040173e+00,7.313651804946060153e+00
4.477631364336201614e+01,1.020961907845884014e+02,4.307421909621609757e+00,4.223882242773878914e+00
6.161026143886325457e+01,1.056719167635561405e+02,3.200370265179788731e+00,3.099525268649275578e+00
2.329056524402696127e+01,1.367385859807756674e+02,7.105759928093623223e+00,7.325327299256265690e+00
3.808369422818622496e+01,1.529113294105289356e+02,4.991828156915651071e+00,5.087010491616427821e+00
4.631325326242643570e+01,9.968892148842655843e+01,4.176775868399211333e+00,4.234529069318244687e+00
2.938484561989928778e+01,1.254476711175621659e+02,6.121297648928466728e+00,6.085864604726441307e+00
1.827766077709103598e+01,1.380977200207587998e+02,7.924258140961700114e+00,7.902918323885537610e+00
9.594948427891116793e+00,1.002375246929131407e+02,8.249295873415775304e+00,8.213386659839452264e+00
4.545596147129234765e+01,1.190514489956263020e+02,4.247429558549156603e+00,4.213551075693363401e+00
7.502562282073448330e+01,1.516255473137216541e+02,2.638341632033732509e+00,2.396491695173581071e+00
1.991913099342194071e+00,1.397505693044288080e+02,5.108330065848925017e+00,5.100710124185795280e+00
6.932024521867657540e+01,1.102588148810633868e+02,2.870100479715564923e+00,2.830387113042152514e+00
7.701661226432203478e+01,1.159080662010681522e+02,2.610953637196703703e+00,2.638449269523415630e+00
4.361495686798971860e+01,1.109248472552737894e+02,4.412151459585575530e+00,4.431635415902528408e+00
7.744673494660661106e+01,1.161701642296920056e+02,2.598241891560239658e+00,2.682113690892789393e+00
5.653020370314155230e+01,1.448146071785815252e+02,3.443456660503400713e+00,3.440691732460140262e+00
4.384540403833329236e+01,9.604910523802371358e+01,4.389408847974520356e+00,4.467652027202210441e+00
3.736216392265205144e+01,1.257922725889893343e+02,5.065847845269435545e+00,4.808303543120564072e+00
3.757872105122834228e+01,1.098586346950309718e+02,5.031435544661714943e+00,4.919867836204281808e+00
5.471873980239321611e+01,1.335863432933633703e+02,3.558682042399837986e+00,3.729826322106097880e+00
1.914317681768804746e+01,1.255624116906994203e+02,7.739074313667845040e+00,7.615722423896045257e+00
5.737438939803635662e+01,8.122855386578802950e+01,3.439686332731834106e+00,3.410355855829312333e+00
3.953368409368418668e+01,1.428898106448970964e+02,4.826589490509892499e+00,4.895849844019351416e+00
5.413564637378598121e+01,1.258298212158772458e+02,3.599303196734762622e+00,3.509631236593567127e+00
7.529850915777309694e+01,1.140758928166694943e+02,2.664278441312015744e+00,2.735115890831091967e+00
1.905956770246644538e+01,8.405160225837641974e+01,7.491255253782587609e+00,7.347029609183934440e+00
3.255642871765105184e+01,8.477362668036549564e+01,5.603207799069103601e+00,5.410457180695809498e+00
2.237523025353024764e+01,1.491521247683141951e+02,7.288117705233579713e+00,7.153772475105527384e+00
4.687774970011960640e+00,1.271668922379113553e+02,7.334767661428736929e+00,7.167980920028973024e+00
4.995613172103603006e+01,1.148508229512585359e+02,3.889329543562099367e+00,3.886143606082722357e+00
5.046734119309799382e+01,1.501896337780571002e+02,3.839457968334712756e+00,3.806264035041257543e+00
7.995316258622592898e+01,1.157780783766005612e+02,2.529516827850068594e+00,2.560944586994500227e+00
4.828163884718349408e+01,8.182825194089865306e+01,4.023427459390575223e+00,3.918438012381931568e+00
3.199046377739839997e+01,1.336809951932168588e+02,5.757614362792593532e+00,6.010490099935823949e+00
7.214211818742867877e+01,1.216451070460141182e+02,2.758249608633116967e+00,2.747287525800363728e+00
1.723053534957715183e+00,1.308553445154951476e+02,4.545674556636906338e+00,4.539682817766527378e+00
2.456520405486360303e+01,1.218298994898372598e+02,6.859497951007572425e+00,6.903663964602106518e+00
6.027835925353423363e+01,9.599123593906411145e+01,3.274504465729208391e+00,3.248744490362081461e+00
1.333821757497309513e+01,1.123460767195172565e+02,8.367112986922759177e+00,8.302560908526846362e+00
2.921826002676694145e+01,1.411273038791463819e+02,6.168275434577111582e+00,6.175455288911643414e+00
6.800055910636285716e+01,1.243136974325296364e+02,2.906673788562433636e+00,2.997151546571124481e+00
2.790163462293777741e+01,1.330690745622988516e+02,6.357674429306407582e+00,6.422850334515311843e+00
1.981537636028352978e+01,1.438199171461338324e+02,7.699876869056268447e+00,7.792684904443324179e+00
7.130176732832754283e+01,1.420819256748386010e+02,2.769446507339036856e+00,2.711668437516628671e+00
6.654667819332240164e+00,1.029364426574020825e+02,7.756156678205712751e+00,7.677326507030756808e+00
6.860699867881716330e+01,1.055091422156089038e+02,2.901956468266333466e+00,3.101073175566465778e+00
2.557307708309915029e+01,1.049648153754401392e+02,6.650344312253884560e+00,6.625155335733694528e+00
1.701888501378837049e+01,1.114432583466540905e+02,7.969679127981965649e+00,8.016248502577258961e+00
3.928636166325268420e+01,1.386457405604383553e+02,4.852770484014294894e+00,4.925362667901859837e+00
3.893174012282891283e+01,1.496072006417372791e+02,4.894531748951454375e+00,5.035381984148355805e+00
7.719341048692049867e+01,8.957893840711095379e+01,2.640733944697116975e+00,2.504411121348629532e+00
6.032412361343812535e+01,1.038543690507352864e+02,3.265060102683041698e+00,3.215853179759121439e+00
3.707973346718965502e+01,1.337866886046599006e+02,5.102804599113033746e+00,5.058275268611507336e+00
4.497613026053001306e+01,1.228758773744130082e+02,4.289095400030669580e+00,4.257787331272748332e+00
2.581027723688677611e+01,1.428286484417256759e+02,6.705440411731506067e+00,6.463016900204035409e+00
7.862636659058459543e+01,1.273469340459588324e+02,2.553070642409377200e+00,2.542311032919696068e+00
3.118213484787356649e+01,1.515683029097432382e+02,5.888797267289033854e+00,5.598279940601485372e+00
7.091230944488621901e+01,1.410109934714519682e+02,2.784092039490073223e+00,2.812801379279894487e+00
5.265813626208915821e+01,1.159315113699154836e+02,3.700240934487923905e+00,3.752925706014961449e+00
7.333345375870814564e+01,1.152836432776091158e+02,2.725092402989520046e+00,2.783834636996729284e+00
2.868812902409671750e+01,9.637389252534951822e+01,6.160085287439152069e+00,6.038577121054607311e+00
3.362736591506446615e+01,1.448898577790880324e+02,5.543617461736180196e+00,5.638122243571767278e+00
2.986149356611252159e+01,1.562048715796269676e+02,6.087735205407217798e+00,6.000344478492253053e+00
6.624990404701017610e+01,1.519294542461792332e+02,2.956471305763171298e+00,2.832788590511831739e+00
7.627325984065858222e+01,1.254078361731228313e+02,2.622808410912254029e+00,2.523825513584244451e+00
6.605326191019008775e+01,1.499911891178437031e+02,2.965985671228132947e+00,2.880281845078707548e+00
3.638799116575017223e+01,8.353763250296120191e+01,5.137801173697907231e+00,5.154152117532355248e+00
6.641318983053071179e+01,1.054551381142820503e+02,2.988145887589935157e+00,3.069746957995428627e+00
5.854981633334392654e+01,8.481231622957548666e+01,3.373579030968278936e+00,3.162573426421151357e+00
4.177109239318999556e+01,1.216444293314040692e+02,4.589716262801503355e+00,4.534788559035250799e+00
1.508785326295674700e+01,8.608716685991394968e+01,7.957317793932071837e+00,8.046714959061304739e+00
1.941073920899451721e+01,1.228010016504576782e+02,7.685742201627891568e+00,7.705361695904295871e+00
5.644925829172645848e+01,9.034053307486207984e+01,3.483361434180565652e+00,3.533538763127261007e+00
1.629978285453894671e+01,1.510451495499420389e+02,8.270372275291604680e+00,8.119905178333256757e+00
4.504750577721592464e+01,1.463892096616247898e+02,4.280229488854780939e+00,4.375103230168491564e+00
6.443300224780776375e+01,1.108950656921519169e+02,3.066275615892490425e+00,2.909381198442673178e+00
5.248489715124581068e+01,1.327794210151068626e+02,3.703994134548326933e+00,3.723001280951241831e+00
4.897557951627104700e+01,1.328906855246189025e+02,3.956946809729243064e+00,4.093072548818042833e+00
2.098980238805641108e+01,1.266384860648581991e+02,7.451631911707634615e+00,7.639566950692331382e+00
1.003490950474669852e+01,1.507974273213048662e+02,8.795773454939354252e+00,8.846927109943985457e+00
3.195833054868066903e+00,1.324219299243008265e+02,6.344747397771316244e+00,6.432844317967145287e+00
4.184037438686438293e+00,1.144360870072182905e+02,6.794711627444701918e+00,6.734078464027525968e+00
1.892511561220433336e+01,1.097415417491926348e+02,7.693481888266880730e+00,7.645337475043288755e+00
4.483577298886908835e+01,9.603759488626484142e+01,4.301913863097938773e+00,4.418856200236696452e+00
3.418258076216591235e+01,8.276203080293866776e+01,5.395750122418684569e+00,5.395910760665930894e+00
1.672586500150435285e+01,1.010546238602064761e+02,7.932121550239731533e+00,7.919390167853631368e+00
2.456362752488504242e+01,1.281069658433373490e+02,6.876237549388406478e+00,6.735181739369699550e+00
3.716947761498483516e+01,1.392058957461043462e+02,5.094488227684375481e+00,5.109547325473849710e+00
6.401590727738039277e+01,8.015322784716457249e+01,3.118437812880707760e+00,3.183024153588971394e+00
5.264636733728202245e+01,1.561010781900644133e+02,3.683621124481812892e+00,3.604204176957768624e+00
3.751989702100511526e+00,1.531278641820049415e+02,7.123981151767631026e+00,7.073273169522757975e+00
3.878076018728935281e+01,1.310336065244987651e+02,4.906551516504222832e+00,5.064597176106311771e+00
1.528677269852167697e+01,1.575822076891565757e+02,8.436610707608746651e+00,8.454437322523633114e+00
6.845921298328467230e+01,8.429119912970196538e+01,2.934077449077539868e+00,2.905218084519039845e+00
7.084988658450430421e+01,9.993876667499718280e+01,2.826771150991771453e+00,2.713072872057837870e+00
4.459584453349469868e+01,8.791922640913020359e+01,4.321591345981275367e+00,4.259633442853171026e+00
5.904443937736646575e+01,1.387313443918684470e+02,3.306028773107570373e+00,3.281029148003419493e+00
5.509908970004139661e+01,1.516756037965536166e+02,3.526415931812920235e+00,3.663328716934291851e+00
6.543837199458832288e+01,1.564821814127894299e+02,2.988040331646253378e+00,2.926990861828028478e+00
2.266585167416501534e+01,1.296532430668653717e+02,7.189210977678341052e+00,7.368644554424946591e+00
1.872842097375311354e+01,1.128251487258592789e+02,7.739375670668262153e+00,7.646506888973175542e+00
5.983156992130953000e+01,8.960531437288328505e+01,3.303058759546789069e+00,3.267300079064183738e+00
7.674701312446048007e+01,9.548100206063071482e+01,2.644710305970008335e+00,2.729064670761100153e+00
1.877051691556981794e+01,1.094408728682493717e+02,7.714242006362024284e+00,7.690222513248516023e+00
4.563803169142122584e+01,9.826854248706007411e+01,4.233269478302451816e+00,4.150243274062391130e+00
4.376545124628303540e+01,1.580098274576235440e+02,4.396954592470248002e+00,4.383770251322080647e+00
3.019787875991110582e+01,9.683176672099284588e+01,5.948072849710082544e+00,5.992944099052976092e+00
6.014390404546478663e+01,8.310258433789552157e+01,3.294097914608378197e+00,3.122524493123473022e+00
1.097542464022914288e+01,9.250984063385709533e+01,8.204077205345743806e+00,8.179223570770876250e+00
3.005627736933332983e+01,8.246491041209270634e+01,5.924948751745207076e+00,5.914015089300042938e+00
3.476984467309632976e+01,8.229702968085825887e+01,5.324033735406289658e+00,5.283658959413722656e+00
7.626348245525223035e+01,9.014870135286057007e+01,2.666695409235471548e+00,2.740231015873370701e+00
5.490215133520114676e+01,1.426253391958857719e+02,3.542820761649021932e+00,3.485965544697434471e+00
5.702123085055639251e+01,1.352514523308373100e+02,3.420114819159834951e+00,3.383663334301201253e+00
7.998339591644558766e+01,8.601418790524859048e+01,2.570587886033822045e+00,2.574352144770074791e+00
1.852890704985525261e+01,1.210971012198686338e+02,7.811627438959182435e+00,7.884512348390728675e+00
4.848036727613320096e+01,1.244189900739672510e+02,3.997732201371012373e+00,3.975615939606241156e+00
9.059104813109629006e+00,1.467476945172032003e+02,8.729448091957056732e+00,8.881107819047231899e+00
1.341848559561020338e+01,1.239186212652892038e+02,8.454948829673536892e+00,8.364176999671164126e+00
5.584216335741906789e+01,1.570748142050463230e+02,3.478555917018574917e+00,3.607207352251983412e+00
6.616568250032298693e+01,1.553654662127403299e+02,2.957809170385734099e+00,2.872027015274667860e+00
5.104590837294045258e+01,1.334784965847895819e+02,3.803532320597547312e+00,3.787225672399959997e+00
4.659274011767158896e+01,1.388071822647524414e+02,4.147241074211835077e+00,4.183645692748590328e+00
6.335514274052022898e+01,1.409241124000327829e+02,3.090747299969237361e+00,3.296231286095207658e+00
7.652087498156201661e+01,1.588766337619998410e+02,2.587225546786041441e+00,2.676808161451350809e+00
7.407901277354858394e+01,1.263731529900853587e+02,2.689734757929769238e+00,2.649148472974074853e+00
6.479777204293073112e+01,9.331758168007743848e+01,3.068798019110768216e+00,3.198709930669940249e+00
3.485337340752606394e+01,1.130638281745340237e+02,5.359159065899332219e+00,5.337788575409961211e+00
6.142355363623515530e+01,1.267938733782272180e+02,3.192261573297694000e+00,3.113116987667729152e+00
1.908966882933936304e+01,1.036704525743414251e+02,7.633744159240849037e+00,7.678612628419517527e+00
7.237186991346742104e+01,9.756469156388266128e+01,2.777792545623610998e+00,2.787239630426940895e+00
2.273887718068516151e+01,1.382886344104679210e+02,7.200932691976288602e+00,7.296299328702612108e+00
7.844058453925526919e+01,1.543121812447223533e+02,2.534770656326366556e+00,2.479796819911635364e+00
2.448381876951408387e+01,1.295649005747390845e+02,6.892766261799219585e+00,6.930916611565312024e+00
2.149462050190721030e+01,1.108549115173843802e+02,7.308817870865353505e+00,7.372272804148830794e+00
2.723803164205048333e+01,1.578595968423053364e+02,6.497515421378789569e+00,6.525319977333857935e+00
3.906878066354102685e+01,1.366253530677932986e+02,4.876251013855291028e+00,4.873352660646155243e+00
1.641595115591266207e+01,1.581714541495016988e+02,8.280815747958078177e+00,8.211053910548978152e+00
2.146599376648584467e+01,1.552701123154727725e+02,7.455880121564967489e+00,7.546255300700506652e+00
7.079680718653442284e+01,1.169450146442246421e+02,2.809644348179751283e+00,2.823366798210994677e+00
7.453992534958706528e+01,1.270572929430504701e+02,2.674424040254276047e+00,2.724054437505161630e+00
1.285270066768888775e+01,1.118613668254702276e+02,8.394740073294775229e+00,8.359662249208716034e+00
3.558742250086855563e+01,1.212090175719534955e+02,5.275349900984342533e+00,5.276651070058557380e+00
3.387778947907422378e+01,1.294415877378518758e+02,5.498909255175982835e+00,5.395186456005511388e+00
6.634898471829390587e+01,1.037290524889396011e+02,2.992588608621587376e+00,3.001141138135167363e+00
5.300290896521411099e+01,1.141583818086398594e+02,3.678385807468048441e+00,3.754906839833479726e+00
3.293931321336142304e+01,1.463375424016230681e+02,5.637608866818625053e+00,5.646908195426608046e+00
6.320131554118997030e+01,1.382110105816413750e+02,3.099682139732204966e+00,3.185621420784029212e+00
4.860950361226548466e+01,9.248141739328302435e+01,3.996664761816564049e+00,4.027955810028831074e+00
1.714420715158402331e+01,8.971252948892212942e+01,7.783600960958097836e+00,7.919986623960030059e+00
6.351393840623700271e+01,1.464556526629861537e+02,3.079824793866732691e+00,3.060819830651452467e+00
3.751818256034192700e+01,1.079225454906473232e+02,5.036924159528728850e+00,4.873061136873437782e+00
7.101256476796442030e+01,1.543077469918998474e+02,2.770727553970847801e+00,2.813976376879404828e+00
5.338568087765965231e+01,1.051492985715095188e+02,3.658431695293085983e+00,3.641912746505329590e+00
1.251611551589769356e+01,8.873445864197040578e+01,8.144061458542733334e+00,8.046632120314466619e+00
6.065571787503989043e+01,1.518179154333613496e+02,3.214496734514524778e+00,3.279623270306801341e+00
4.670585735202128319e+01,1.132253710314272013e+02,4.142552314928679813e+00,4.168985228854143799e+00
4.355556692216435266e+01,1.297195945301622260e+02,4.418088569387673026e+00,4.462622429581134753e+00
3.386913560335255369e+01,1.056392139014026554e+02,5.474676683451273007e+00,5.441439088372604260e+00
5.319977445860603638e+01,1.297889459919076671e+02,3.657728021090806525e+00,3.677432737515581973e+00
5.531538163909289985e+00,1.381675349797593526e+02,7.902580778838957265e+00,7.928014683254499317e+00
4.055476821692819556e+01,1.582168031062177533e+02,4.718635445798327055e+00,4.896100956452497321e+00
7.487278414581118113e+01,8.428740387804313627e+01,2.717442141977683079e+00,2.649046165531814712e+00
1.678693740879595708e+01,1.555564012556304760e+02,8.216525127847033261e+00,8.215475707891293666e+00
1.139256481430405721e+01,1.245147613471877435e+02,8.572854132386261483e+00,8.609240113613225276e+00
3.313636738925931979e+01,9.192015087352997682e+01,5.545463460806885791e+00,5.372984768197345495e+00
4.180108013457837757e+01,1.573302491991278487e+02,4.589229733715126436e+00,4.428932896972306743e+00
3.043380384868576627e+01,1.425241813483789883e+02,5.989086759808808225e+00,6.205668596891589672e+00
3.897331185047960389e+01,9.601289177827487720e+01,4.867490549574236880e+00,4.690778654208069831e+00
5.413611612105356130e+01,1.358142346500533506e+02,3.594279992132157098e+00,3.651772906597682944e+00
6.352589619999166359e+01,1.500603269851079631e+02,3.077004630020550024e+00,2.992182089414092694e+00
4.601523207338270360e+00,1.115291518678416196e+02,7.006482794855716456e+00,6.930166784580602979e+00
3.084612101963345410e+01,8.420196180816213882e+01,5.824757858250476872e+00,5.626505367823242842e+00
4.972885782279092126e+01,8.275109733692033842e+01,3.917004377875648480e+00,3.826930520643113898e+00
2.162795007112739754e+00,8.254014621497415760e+01,4.068687495170240531e+00,4.147125356720608558e+00
7.596108882153437492e+01,1.576119075042587383e+02,2.605045535471814500e+00,2.466171251380163021e+00
5.144526764464921342e+01,1.213937432815077386e+02,3.780275306730250584e+00,3.839817994764428644e+00
3.905779211171140730e+01,8.220496448098094788e+01,4.845118035958732250e+00,4.876447810893590251e+00
3.614098700098565331e+01,8.342715030225826922e+01,5.165826711587397924e+00,5.367656941522636949e+00
1.220698571421678658e+01,1.304418294801757838e+02,8.588433422845007215e+00,8.540980064519235526e+00
5.767272745283191782e+00,1.420062637969427897e+02,8.043018738547464963e+00,8.169360142467745334e+00
5.463685323687974460e+01,1.502986373500092725e+02,3.555886976306622760e+00,3.644773871730766945e+00
7.395689808937741816e+01,8.996747429967568621e+01,2.737018180969446490e+00,2.708351339237617950e+00
6.349329589930020745e+01,1.191172298662308862e+02,3.100808368998911213e+00,2.934512770105294432e+00
2.205619626263306099e+00,1.016103170499894759e+02,4.617920064016889370e+00,4.768864101975539782e+00
3.597994314554976203e+00,1.525177878477965692e+02,7.000260481087002162e+00,6.863821590502648284e+00
4.125635059822294437e+01,1.515938377258739820e+02,4.644740744603129912e+00,4.597399149340850144e+00
4.607449798638359084e+01,9.300004750503987339e+01,4.196866108685703978e+00,4.285183762685722542e+00
4.870453910757280624e+01,1.595673785413053452e+02,3.970627387413568243e+00,4.082222944292897004e+00
7.014397362279621007e+01,1.222268737589001262e+02,2.827907227412505442e+00,2.743362557796706458e+00
7.188033015615175714e+01,1.512955457305893390e+02,2.742314119721428689e+00,2.739113951131606051e+00
7.914890725597884114e+01,9.107447672872491751e+01,2.584375813619766760e+00,2.558517969412831938e+00
2.702408437794768403e+01,1.017502865654601152e+02,6.420127669820352878e+00,6.538283527378589532e+00
3.774923801523586775e+01,9.049946614098806208e+01,4.994994514878774439e+00,5.245457852296866008e+00
7.949353037860024074e+01,1.118520159913071836e+02,2.546450983381234323e+00,2.363462300829241247e+00
5.617884221538312772e+01,1.296660431198067727e+02,3.472288734362092733e+00,3.563931025360519644e+00
5.066075744302649397e+00,1.069373225273758692e+02,7.178267891789593236e+00,6.892450354098921039e+00
7.280935162270078820e+01,1.013611742812619241e+02,2.758445058191139054e+00,2.759851695407603778e+00
4.952548256682423755e+01,1.429339407628449976e+02,3.911947863126362002e+00,3.801069410731443110e+00
1.590012401551825860e+01,1.411896617080607541e+02,8.282884892653688880e+00,8.482066771664694471e+00
2.814445985059923316e+01,1.335569069405416940e+02,6.321091012027691747e+00,6.337727864857797933e+00
4.642391372263468696e+01,1.316143001041965590e+02,4.162804561747237564e+00,4.089127386951658671e+00
5.239493230715703476e+01,1.578242270819384316e+02,3.700131209400450594e+00,3.650199923929568602e+00
3.315291379281931228e+01,1.565649389807832108e+02,5.615158926682737750e+00,5.557629351478515112e+00
5.967654812772255468e+01,1.333236514531229204e+02,3.276010392079250710e+00,3.294841552935519502e+00
4.285970879512937159e+01,1.079232753775220175e+02,4.482215653852742676e+00,4.466400806814771585e+00
7.799324559204245588e+01,1.167895879618360340e+02,2.582002024413521113e+00,2.647590581811673172e+00
6.835293701242629538e+01,1.338431354738378047e+02,2.884926120054442933e+00,3.038952228246912135e+00
1.243267519196330362e+01,1.452406608180048693e+02,8.675598000391707032e+00,8.745739205082456280e+00
8.695471467264381360e+00,1.102759632790241966e+02,8.301806040209555704e+00,8.179205735439145641e+00
6.835560264609686953e+01,1.366463355112321665e+02,2.882592839296197251e+00,2.720212158647598688e+00
4.881458846038939470e+01,1.375776535625148540e+02,3.967997552413374596e+00,3.892455599847804315e+00
7.810977353360401310e+01,1.225402817332441714e+02,2.572464780652249594e+00,2.677786307083223072e+00
3.514886496727821452e+01,1.289667257184677283e+02,5.335517901723651590e+00,5.302013086357116656e+00
1.475422067946998972e+01,1.558942997514005810e+02,8.498128299614382541e+00,8.431371017706723592e+00
3.440573536834250934e+00,9.942672832431506436e+01,5.887762708712974025e+00,5.901590964493562019e+00
6.160248537596949348e+01,1.490594880260761670e+02,3.168858297407433522e+00,3.027305702448292113e+00
7.139675384670681524e+00,1.417912832311593263e+02,8.430488057480594932e+00,8.316555285313665280e+00
5.169030063829697497e+01,9.057400822368093429e+01,3.777730333855434885e+00,3.828762876376382351e+00
4.530171356357168122e+01,1.003286363676936332e+02,4.261877445076569515e+00,4.231562095785747601e+00
5.929568147195335825e+01,9.961307961266379607e+01,3.321162992767703770e+00,3.275839368558651987e+00
7.553935540865963105e+01,1.214321107028949598e+02,2.649000216772368077e+00,2.680763719304018355e+00
1.930345848554124544e+01,1.077190052902644055e+02,7.626609260720250916e+00,7.568122140402169684e+00
3.886702536932801877e+01,1.240114223540441856e+02,4.894519499739640622e+00,4.825890395083373363e+00
6.024918446399205862e+01,1.244433273079931155e+02,3.252534628035780528e+00,3.206553611782413160e+00
1.658747440304665233e+01,1.592597142163466515e+02,8.259446361262414271e+00,8.319708420173574481e+00
7.814924067679524633e+00,1.200503229465003301e+02,8.302150948225889948e+00,8.308132941798010762e+00
1.147282743524630355e+01,1.525625129191819838e+02,8.778421107634297726e+00,8.658961349166666821e+00
7.456919486936020292e+01,1.560505622369951766e+02,2.649532599947011402e+00,2.619226908494090456e+00
6.325930363970845605e+01,1.486502441789106399e+02,3.090166583993274152e+00,3.154988976638404718e+00
1.643266263453288900e+01,1.444511539608056978e+02,8.224147677591075123e+00,8.411222871906762322e+00
1.763233521961109496e+00,1.426824420038163623e+02,4.820552349917971213e+00,4.706316950705776492e+00
5.120661142800137355e+01,1.112811744901831190e+02,3.801304254901892943e+00,3.835157784306745032e+00
2.609159696721608768e+01,1.406861178120176703e+02,6.656181233622707083e+00,6.630306405941171377e+00
1.862239179173740666e+01,1.467013699121495449e+02,7.901744373108090969e+00,7.984296316789316172e+00
1.636467316485773438e+01,1.158125251818500487e+02,8.082630094651076291e+00,8.127585592382683188e+00
3.804191640464256352e+01,1.362772338071683862e+02,4.991765569254033252e+00,5.138983260028115119e+00
2.770899059223518535e+01,9.876773430461197734e+01,6.309435515421208507e+00,6.361380605648669473e+00
7.524727470521288808e+01,9.120013384510171761e+01,2.695364020287652984e+00,2.640852689064762338e+00
4.548805445289745109e+01,1.568686157024778254e+02,4.239613920813148695e+00,4.185754602995220175e+00
7.206002850348147604e+01,1.246576046853218145e+02,2.758141032038591511e+00,2.798696043010304280e+00
7.400877388853297134e+01,1.458555326531628111e+02,2.675125062368050699e+00,2.714619381310509727e+00
7.206053295936058589e+01,1.561353905548155581e+02,2.732670836962290739e+00,2.972464563720830899e+00
4.011846649703429080e+01,1.353748563759616843e+02,4.762062006241384537e+00,4.929695278207944398e+00
4.687152039300654138e+01,1.414206668194980239e+02,4.123358952469265759e+00,4.006001117231759778e+00
4.297358268703403894e+01,1.000968636458105863e+02,4.470052572533527169e+00,4.505075052110882439e+00
2.110946718617635831e+00,1.382380458233071749e+02,5.245526662992046063e+00,5.112427776855186679e+00
7.573959958635948908e+01,1.503763232563168515e+02,2.617158040067709912e+00,2.451590350495777226e+00
1.251168307167263904e+01,9.885947646304657610e+01,8.274870714999833510e+00,8.349225315144105153e+00
4.449974489157217050e+01,8.982085743839638781e+01,4.330320823972832578e+00,4.385495577277348289e+00
5.477050461471262111e+01,1.421211330806571027e+02,3.551259882228009701e+00,3.447403102794308616e+00
6.301133599638581728e+01,8.162747421060841191e+01,3.160764440837623201e+00,3.325133114647476518e+00
4.360674277906220198e+01,9.050313312141076949e+01,4.409607329307125845e+00,4.311850336357096580e+00
5.130931488289611053e+01,1.080400497326508287e+02,3.795590013818343156e+00,3.678817175703676057e+00
6.625519408019168566e+01,9.612425297501062005e+01,3.004878854846731784e+00,3.070140676988734718e+00
5.166050437033942444e+01,1.561160525129774612e+02,3.751735369281296251e+00,3.773829223852851467e+00
5.351392433531049164e+01,1.227402964180072900e+02,3.640699265929032702e+00,3.624648465832149391e+00
6.839713845601028197e+01,1.024340102851148089e+02,2.913365079394667490e+00,2.906658496104570943e+00
6.336227519784848994e+00,8.175246461821710398e+01,7.186115498072071617e+00,7.208495577197924220e+00
4.172242353932806225e+01,1.241145440782065634e+02,4.594914050976679043e+00,4.580956052401795375e+00
2.610885889018729866e+00,1.231756516083507194e+02,5.577757439064855660e+00,5.560506952236751843e+00
1.253520062177879346e+01,1.082027698289903839e+02,8.376171225499712492e+00,8.186575556633068018e+00
2.766259930248301302e+00,1.213023381541285204e+02,5.711050421404711308e+00,5.576854284803745010e+00
6.936619897317208938e+01,1.214577347015533348e+02,2.857226246303459227e+00,2.918321203335735525e+00
2.671418833121775549e+01,9.607645097414842894e+01,6.447384217589591238e+00,6.376954128544921829e+00
4.192993098403294283e+01,1.510965568441313280e+02,4.576083269275464716e+00,4.630602595186634751e+00
6.308700607013269490e+01,1.153802448181807421e+02,3.122506903050991323e+00,3.246053292975557447e+00
5.526729756760790480e+01,1.100049358573026268e+02,3.538482147699641978e+00,3.502987065054798954e+00
7.414200755940082388e+01,9.332533167474349511e+01,2.726337275977504859e+00,2.754634254111813618e+00
3.943939325347782443e+01,9.895885187903016345e+01,4.820202123726258669e+00,5.027849768404127673e+00
5.634380629523433015e+01,1.316034710364006628e+02,3.461485168192489859e+00,3.530978732423844413e+00
6.948649617683483370e+01,1.036481593743112057e+02,2.871262781865349112e+00,3.055450164940483049e+00
9.022163331564588162e+00,9.612795311288746802e+01,8.127595374757140334e+00,8.280936080148547873e+00
3.785348513054037767e+01,1.211488136663367072e+02,5.006909209535839622e+00,5.082245244487952895e+00
7.495543543157753064e+00,1.396659404309201591e+02,8.477254399501244819e+00,8.466065023358870789e+00
4.477866678967318848e+01,9.990042399702758757e+01,4.307129352852621551e+00,4.222929999529066336e+00
