t,E,M,L,dM_dt,dM_dt_noisy
4.360872174434887505e+00,2.703881963273037741e+02,9.840152595958761594e+01,5.048542888393072303e+01,8.612974653303801631e+00,8.730233337114707837e+00
4.370874174834967540e+00,2.703150705170133961e+02,9.848751287209778127e+01,5.062608913067089844e+01,8.580976376977034192e+00,8.590763425865510783e+00
4.380876175235047576e+00,2.702419914092938029e+02,9.857318014340825130e+01,5.076683015179074943e+01,8.549059026488087909e+00,8.328337173302530871e+00
4.390878175635127612e+00,2.701689591970927040e+02,9.865852858199613706e+01,5.090765160409493717e+01,8.517222512916386989e+00,8.291645077664659524e+00
4.400880176035207647e+00,2.700959740717916020e+02,9.874355899543152759e+01,5.104855314575401337e+01,8.485466746549599648e+00,8.374362904989492762e+00
4.410882176435287683e+00,2.700230362232059633e+02,9.882827219037748989e+01,5.118953443630442735e+01,8.453791636889839367e+00,8.318590436115606224e+00
4.420884176835367718e+00,2.699501458395851614e+02,9.891266897259009738e+01,5.133059513664853313e+01,8.422197092659919448e+00,8.640257571005362180e+00
4.430886177235446866e+00,2.698773031076125335e+02,9.899675014691838726e+01,5.147173490905453264e+01,8.390683021809543618e+00,8.665790681403580109e+00
4.440888177635526901e+00,2.698045082124051532e+02,9.908051651730443155e+01,5.161295341715659646e+01,8.359249331521375836e+00,8.532961256294877117e+00
4.450890178035606937e+00,2.697317613375142855e+02,9.916396888678326604e+01,5.175425032595472885e+01,8.327895928217220245e+00,8.399469706223433363e+00
4.460892178435686972e+00,2.696590626649248748e+02,9.924710805748291875e+01,5.189562530181484590e+01,8.296622717563959526e+00,8.210975075995037287e+00
4.470894178835767008e+00,2.695864123750559429e+02,9.932993483062440987e+01,5.203707801246876130e+01,8.265429604479592740e+00,8.276326246663641584e+00
4.480896179235847043e+00,2.695138106467602483e+02,9.941245000652175179e+01,5.217860812701417927e+01,8.234316493139129278e+00,8.411257894344839059e+00
4.490898179635927079e+00,2.694412576573246838e+02,9.949465438458194910e+01,5.232021531591469454e+01,8.203283286980548539e+00,8.629477733725211763e+00
4.500900180036007114e+00,2.693687535824698216e+02,9.957654876330499860e+01,5.246189925099979234e+01,8.172329888710549994e+00,8.354909729770907845e+00
4.510902180436087150e+00,2.692962985963504252e+02,9.965813394028387506e+01,5.260365960546486974e+01,8.141456200310463132e+00,8.085373771451518365e+00
4.520904180836167185e+00,2.692238928715548241e+02,9.973941071220454546e+01,5.274549605387120010e+01,8.110662123041873173e+00,8.118267138196051391e+00
4.530906181236247221e+00,2.691515365791056524e+02,9.982037987484599739e+01,5.288740827214595441e+01,8.079947557452438645e+00,7.983438577222072396e+00
4.540908181636327257e+00,2.690792298884591105e+02,9.990104222308018223e+01,5.302939593758220127e+01,8.049312403381456704e+00,7.892832688191573354e+00
4.550910182036407292e+00,2.690069729675055328e+02,9.998139855087204353e+01,5.317145872883889979e+01,8.018756559965549258e+00,7.981908159521956314e+00
4.560912182436487328e+00,2.689347659825691039e+02,1.000614496512795171e+02,5.331359632594090669e+01,7.988279925644209634e+00,8.027402864085232181e+00
4.570914182836567363e+00,2.688626090984079156e+02,1.001411963164535450e+02,5.345580841027896213e+01,7.957882398165310178e+00,8.325062715500823884e+00
4.580916183236647399e+00,2.687905024782139662e+02,1.002206393376380191e+02,5.359809466460970384e+01,7.927563874590604520e+00,7.937970368581282798e+00
4.590918183636727434e+00,2.687184462836132184e+02,1.002997795051698802e+02,5.374045477305568141e+01,7.897324251301180098e+00,8.168795866293868002e+00
4.600920184036807470e+00,2.686464406746654845e+02,1.003786176084790185e+02,5.388288842110530652e+01,7.867163424002791672e+00,8.220661240227739697e+00
4.610922184436887505e+00,2.685744858098644841e+02,1.004571544360883166e+02,5.402539529561290976e+01,7.837081287731298751e+00,7.852842861783240203e+00
4.620924184836967541e+00,2.685025818461380140e+02,1.005353907756136778e+02,5.416797508479870515e+01,7.807077736857922723e+00,8.128637514381169993e+00
4.630926185237047576e+00,2.684307289388475510e+02,1.006133274137639546e+02,5.431062747824880432e+01,7.777152665094492434e+00,7.920139746008269199e+00
4.640928185637127612e+00,2.683589272417885923e+02,1.006909651363410347e+02,5.445335216691520230e+01,7.747305965498732405e+00,7.663798906506809061e+00
4.650930186037207648e+00,2.682871769071906556e+02,1.007683047282397553e+02,5.459614884311580596e+01,7.717537530479411600e+00,7.770573535449186942e+00
4.660932186437287683e+00,2.682154780857169953e+02,1.008453469734479597e+02,5.473901720053439846e+01,7.687847251801482429e+00,7.692422815410468573e+00
4.670934186837367719e+00,2.681438309264648296e+02,1.009220926550465123e+02,5.488195693422066768e+01,7.658235020591172670e+00,7.611767214602182641e+00
4.680936187237447754e+00,2.680722355771435446e+02,1.009985425550878233e+02,5.502496774047816785e+01,7.628700727399453818e+00,7.588944480800466685e+00
4.690938187637527790e+00,2.680006921909242692e+02,1.010746974493696371e+02,5.516804931271327206e+01,7.599244264617055045e+00,7.628086125311653198e+00
4.700940188037607825e+00,2.679292009163866624e+02,1.011505581132710319e+02,5.531120134803572341e+01,7.569865523486999592e+00,7.656701751583442572e+00
4.710942188437687861e+00,2.678577618972448704e+02,1.012261253232609732e+02,5.545442354706145949e+01,7.540564393627407824e+00,7.363588018595661921e+00
4.720944188837767896e+00,2.677863752760198963e+02,1.013013998546674657e+02,5.559771561152808772e+01,7.511340764158982886e+00,7.509463231759744062e+00
4.730946189237847932e+00,2.677150411940395429e+02,1.013763824816774815e+02,5.574107724429485700e+01,7.482194523710099077e+00,7.177723519321098422e+00
4.740948189637927968e+00,2.676437597914386401e+02,1.014510739773370176e+02,5.588450814934269317e+01,7.453125560421728579e+00,7.505284660277769859e+00
4.750950190038008003e+00,2.675725312071587041e+02,1.015254751135510674e+02,5.602800803177419198e+01,7.424133761952447230e+00,7.548853657108724136e+00
4.760952190438088039e+00,2.675013555789482211e+02,1.015995866610836345e+02,5.617157659781360479e+01,7.395219015483258218e+00,7.428009983155219764e+00
4.770954190838168074e+00,2.674302330433624775e+02,1.016734093895576905e+02,5.631521355480683155e+01,7.366381207722544566e+00,7.423551838106293488e+00
4.780956191238248110e+00,2.673591637357636159e+02,1.017469440674552601e+02,5.645891861122146338e+01,7.337620224910803124e+00,7.455608845622736069e+00
4.790958191638328145e+00,2.672881477903206928e+02,1.018201914621173216e+02,5.660269147664672573e+01,7.308935952825502014e+00,7.175915783982102170e+00
4.800960192038408181e+00,2.672171853400096211e+02,1.018931523397438639e+02,5.674653186179352105e+01,7.280328276785769326e+00,7.232518504920851576e+00
4.810962192438488216e+00,2.671462765166131703e+02,1.019658274653939145e+02,5.689043947849442162e+01,7.251797081657101351e+00,7.353981490420258282e+00
4.820964192838568252e+00,2.670754214507209099e+02,1.020382176029854548e+02,5.703441403970364831e+01,7.223342251856029961e+00,7.423719398801858382e+00
4.830966193238648287e+00,2.670046202717294364e+02,1.021103235152955051e+02,5.717845525949708474e+01,7.194963671354790868e+00,7.273947951623841668e+00
4.840968193638728323e+00,2.669338731078420324e+02,1.021821459639600391e+02,5.732256285307228438e+01,7.166661223685821369e+00,7.677233108156860553e+00
4.850970194038808359e+00,2.668631800860688941e+02,1.022536857094740981e+02,5.746673653674846349e+01,7.138434791946381530e+00,7.120162677509407345e+00
4.860972194438888394e+00,2.667925413322270742e+02,1.023249435111916483e+02,5.761097602796650108e+01,7.110284258803028834e+00,7.310216344673998279e+00
4.870974194838968430e+00,2.667219569709405960e+02,1.023959201273257378e+02,5.775528104528892470e+01,7.082209506496109697e+00,7.335555042146125970e+00
4.880976195239048465e+00,2.666514271256402822e+02,1.024666163149483396e+02,5.789965130839995311e+01,7.054210416844201248e+00,7.027456447575845644e+00
4.890978195639127613e+00,2.665809519185636987e+02,1.025370328299904941e+02,5.804408653810541807e+01,7.026286871248442978e+00,6.862184294807894602e+00
4.900980196039207648e+00,2.665105314707553816e+02,1.026071704272421812e+02,5.818858645633289228e+01,6.998438750697003385e+00,6.761918165191564967e+00
4.910982196439287684e+00,2.664401659020667807e+02,1.026770298603524481e+02,5.833315078613154014e+01,6.970665935769335242e+00,7.003121335735169595e+00
4.920984196839367719e+00,2.663698553311561454e+02,1.027466118818292955e+02,5.847777925167221724e+01,6.942968306640493026e+00,7.165026697548258383e+00
4.930986197239447755e+00,2.662995998754885250e+02,1.028159172430397206e+02,5.862247157824743482e+01,6.915345743085376640e+00,6.969679422856460249e+00
4.940988197639527790e+00,2.662293996513359957e+02,1.028849466942097592e+02,5.876722749227137399e+01,6.887798124482951145e+00,6.922369339556901480e+00
4.950990198039607826e+00,2.661592547737773771e+02,1.029537009844244295e+02,5.891204672127987152e+01,6.860325329820457618e+00,6.784482553217916490e+00
4.960992198439687861e+00,2.660891653566982882e+02,1.030221808616277457e+02,5.905692899393044115e+01,6.832927237697528966e+00,6.945133184256243375e+00
4.970994198839767897e+00,2.660191315127914322e+02,1.030903870726227183e+02,5.920187404000223097e+01,6.805603726330325287e+00,6.378437516041580935e+00
4.980996199239847932e+00,2.659491533535561416e+02,1.031583203630713825e+02,5.934688159039608735e+01,6.778354673555591958e+00,6.824829323830535088e+00
4.990998199639927968e+00,2.658792309892987191e+02,1.032259814774947557e+02,5.949195137713448389e+01,6.751179956834795881e+00,6.756805218745387975e+00
5.001000200040008004e+00,2.658093645291323810e+02,1.032933711592728656e+02,5.963708313336158540e+01,6.724079453257981065e+00,6.450011403945632438e+00
5.011002200440088039e+00,2.657395540809771433e+02,1.033604901506447362e+02,5.978227659334320521e+01,6.697053039547954612e+00,7.132172624376726944e+00
5.021004200840168075e+00,2.656697997515598217e+02,1.034273391927084020e+02,5.992753149246681943e+01,6.670100592064019729e+00,6.392617945753102049e+00
5.031006201240248110e+00,2.656001016464142026e+02,1.034939190254208654e+02,6.007284756724156694e+01,6.643221986806066681e+00,6.427717887436534383e+00
5.041008201640328146e+00,2.655304598698808718e+02,1.035602303875981818e+02,6.021822455529825646e+01,6.616417099418384851e+00,6.376244477907819785e+00
5.051010202040408181e+00,2.654608745251073856e+02,1.036262740169153744e+02,6.036366219538935241e+01,6.589685805193512991e+00,6.811759365545250411e+00
5.061012202440488217e+00,2.653913457140479863e+02,1.036920506499064771e+02,6.050916022738898903e+01,6.563027979076074381e+00,6.385411006844236681e+00
5.071014202840568252e+00,2.653218735374638868e+02,1.037575610219645199e+02,6.065471839229294915e+01,6.536443495666558690e+00,6.670174778259401194e+00
5.081016203240648288e+00,2.652524580949232131e+02,1.038228058673415291e+02,6.080033643221869255e+01,6.509932229225107392e+00,6.627434259729358068e+00
5.091018203640728323e+00,2.651830994848008345e+02,1.038877859191485413e+02,6.094601409040534179e+01,6.483494053675213031e+00,6.535428135884840728e+00
5.101020204040808359e+00,2.651137978042785335e+02,1.039525019093556182e+02,6.109175111121366086e+01,6.457128842607393615e+00,6.195613061276011635e+00
5.111022204440888395e+00,2.650445531520797999e+02,1.040169545673414291e+02,6.123754723835043023e+01,6.430836470067134769e+00,6.308415194469570331e+00
5.121024204840968430e+00,2.649753656292024857e+02,1.040811446183125071e+02,6.138340221470705416e+01,6.404616811121304210e+00,6.739239805128119265e+00
5.131026205241048466e+00,2.649062353300385553e+02,1.041450727881844074e+02,6.152931578807798729e+01,6.378469739264531313e+00,6.120318859388008015e+00
5.141028205641128501e+00,2.648371623478667516e+02,1.042087398017052067e+02,6.167528770731998833e+01,6.352395127691290888e+00,6.186064135617603377e+00
5.151030206041208537e+00,2.647681467750632009e+02,1.042721463823618819e+02,6.182131772221087118e+01,6.326392849354662395e+00,6.293943544798586309e+00
5.161032206441288572e+00,2.646991887031010720e+02,1.043352932523804242e+02,6.196740558344949790e+01,6.300462776969767198e+00,6.462260791377241631e+00
5.171034206841368608e+00,2.646302882225506892e+02,1.043981811327257248e+02,6.211355104265579286e+01,6.274604783017490917e+00,6.324932621138464661e+00
5.181036207241448643e+00,2.645614454230795900e+02,1.044608107431016606e+02,6.225975385237072857e+01,6.248818739748016604e+00,6.397227571607084329e+00
5.191038207641528679e+00,2.644926603934524678e+02,1.045231828019510800e+02,6.240601376605633277e+01,6.223104519184297523e+00,6.009645672589898346e+00
5.201040208041608714e+00,2.644239332215311151e+02,1.045852980264557317e+02,6.255233053809568133e+01,6.197461993125610746e+00,6.386417311908813232e+00
5.211042208441688750e+00,2.643552639942745941e+02,1.046471571325363499e+02,6.269870392379291246e+01,6.171891033151013062e+00,6.285696796466777592e+00
5.221044208841768786e+00,2.642866527977390660e+02,1.047087608348526402e+02,6.284513367937321959e+01,6.146391510622774668e+00,5.827478599598047815e+00
5.231046209241848821e+00,2.642180997170777914e+02,1.047701098468032370e+02,6.299161956198284429e+01,6.120963296689765798e+00,6.428946538271220312e+00
5.241048209641928857e+00,2.641496048365413003e+02,1.048312048805257177e+02,6.313816132968906913e+01,6.095606262290925947e+00,6.554085834325977800e+00
5.251050210042008892e+00,2.640811682394772788e+02,1.048920466468966595e+02,6.328475874148026037e+01,6.070320278158515492e+00,5.916604806729174548e+00
5.261052210442088928e+00,2.640127900083305690e+02,1.049526358555315255e+02,6.343141155726581815e+01,6.045105214821528072e+00,6.056235778144868576e+00
5.271054210842168963e+00,2.639444702246430552e+02,1.050129732147848074e+02,6.357811953787619785e+01,6.019960942608879151e+00,6.299445459230388344e+00
5.281056211242248999e+00,2.638762089690539483e+02,1.050730594317498827e+02,6.372488244506290300e+01,5.994887331652831719e+00,5.698639285767391094e+00
5.291058211642329034e+00,2.638080063212995583e+02,1.051328952122591431e+02,6.387170004149851366e+01,5.969884251892112026e+00,5.571912188078162131e+00
5.301060212042409070e+00,2.637398623602133512e+02,1.051924812608838948e+02,6.401857209077662958e+01,5.944951573075168305e+00,5.685562748635184072e+00
5.311062212442489106e+00,2.636717771637259489e+02,1.052518182809344012e+02,6.416549835741194840e+01,5.920089164763371770e+00,5.806675807492158725e+00
5.321064212842569141e+00,2.636037508088651862e+02,1.053109069744598969e+02,6.431247860684017326e+01,5.895296896334190073e+00,5.779608453937212786e+00
5.331066213242649177e+00,2.635357833717559970e+02,1.053697480422485597e+02,6.445951260541809802e+01,5.870574636984278172e+00,5.992044071752797407e+00
5.341068213642729212e+00,2.634678749276205281e+02,1.054283421838275245e+02,6.460660012042353628e+01,5.845922255732634909e+00,5.899629530125246824e+00
5.351070214042809248e+00,2.634000255507780253e+02,1.054866900974628834e+02,6.475374092005540660e+01,5.821339621423661903e+00,5.572124168489849261e+00
5.361072214442888395e+00,2.633322353146450041e+02,1.055447924801596571e+02,6.490093477343360462e+01,5.796826602730264177e+00,5.910302596748034709e+00
5.371074214842968431e+00,2.632645042917350224e+02,1.056026500276618521e+02,6.504818145059917356e+01,5.772383068156793584e+00,6.147199336493034849e+00
5.381076215243048466e+00,2.631968325536588509e+02,1.056602634344524176e+02,6.519548072251414794e+01,5.748008886042177856e+00,5.987419741856234268e+00
5.391078215643128502e+00,2.631292201711244729e+02,1.057176333937532604e+02,6.534283236106162462e+01,5.723703924562815182e+00,5.921925414099523444e+00
5.401080216043208537e+00,2.630616672139369712e+02,1.057747605975252299e+02,6.549023613904574859e+01,5.699468051735560259e+00,5.703503637439833795e+00
5.411082216443288573e+00,2.629941737509986410e+02,1.058316457364681469e+02,6.563769183019174136e+01,5.675301135420698806e+00,5.872027414349608954e+00
5.421084216843368608e+00,2.629267398503088771e+02,1.058882895000207611e+02,6.578519920914587260e+01,5.651203043324775521e+00,5.457976479330859831e+00
5.431086217243448644e+00,2.628593655789642867e+02,1.059446925763607936e+02,6.593275805147544588e+01,5.627173643003567705e+00,5.777376570404178402e+00
5.441088217643528679e+00,2.627920510031586332e+02,1.060008556524049226e+02,6.608036813366884132e+01,5.603212801864870585e+00,5.585763117968641112e+00
5.451090218043608715e+00,2.627247961881828360e+02,1.060567794138087692e+02,6.622802923313548717e+01,5.579320387171401663e+00,5.805501526747291585e+00
5.461092218443688751e+00,2.626576011984249703e+02,1.061124645449669259e+02,6.637574112820585981e+01,5.555496266043598474e+00,5.648698376295171464e+00
5.471094218843768786e+00,2.625904660973703244e+02,1.061679117290129000e+02,6.652350359813146952e+01,5.531740305462382601e+00,5.313764348319912401e+00
5.481096219243848822e+00,2.625233909476012286e+02,1.062231216478192124e+02,6.667131642308493156e+01,5.508052372271929897e+00,5.533650962966631504e+00
5.491098219643928857e+00,2.624563758107972831e+02,1.062780949819972705e+02,6.681917938415988090e+01,5.484432333182507335e+00,5.728076627144864652e+00
5.501100220044008893e+00,2.623894207477353007e+02,1.063328324108974954e+02,6.696709226337100063e+01,5.460880054773051384e+00,5.235033277759691295e+00
5.511102220444088928e+00,2.623225258182890798e+02,1.063873346126092372e+02,6.711505484365403618e+01,5.437395403493966661e+00,5.325567427857033742e+00
5.521104220844168964e+00,2.622556910814296884e+02,1.064416022639607746e+02,6.726306690886579531e+01,5.413978245669830436e+00,5.260243643992281726e+00
5.531106221244248999e+00,2.621889165952254643e+02,1.064956360405193863e+02,6.741112824378413393e+01,5.390628447501963016e+00,5.091499259412811007e+00
5.541108221644329035e+00,2.621222024178480297e+02,1.065494366163003406e+02,6.755923863341307367e+01,5.367345875291106516e+00,5.559599530345045615e+00
5.551110222044409070e+00,2.620555486110411039e+02,1.066030046619301430e+02,6.770739786079893463e+01,5.344130396444489506e+00,5.606329857041695064e+00
5.561112222444489106e+00,2.619889552313480294e+02,1.066563408468045822e+02,6.785560571318082168e+01,5.320981877672114280e+00,5.480990519083519530e+00
5.571114222844569142e+00,2.619224223338477486e+02,1.067094458391674152e+02,6.800386197911794284e+01,5.297900185464222922e+00,5.346414248551678128e+00
5.581116223244649177e+00,2.618559499729405502e+02,1.067623203059623478e+02,6.815216644792671730e+01,5.274885186242308066e+00,5.264478909379416649e+00
5.591118223644729213e+00,2.617895382023482966e+02,1.068149649128330054e+02,6.830051890968070438e+01,5.251936746361738351e+00,5.299812806466669635e+00
5.601120224044809248e+00,2.617231870751143674e+02,1.068673803241230331e+02,6.844891915521074566e+01,5.229054732114356341e+00,5.082743548696140756e+00
5.611122224444889284e+00,2.616568966436037726e+02,1.069195672028759816e+02,6.859736697610479439e+01,5.206239009730966316e+00,5.385008129821300393e+00
5.621124224844969319e+00,2.615906669595028688e+02,1.069715262108353500e+02,6.874586216470808608e+01,5.183489445383903771e+00,5.392587910191580569e+00
5.631126225245049355e+00,2.615244980738195864e+02,1.070232580084446283e+02,6.889440451412298216e+01,5.160805905189532083e+00,5.347314611990313438e+00
5.641128225645129390e+00,2.614583900368834861e+02,1.070747632548472410e+02,6.904299381820908366e+01,5.138188255210712541e+00,5.031998611666954169e+00
5.651130226045209426e+00,2.613923428983454755e+02,1.071260426078865464e+02,6.919162987158320277e+01,5.115636361459281467e+00,5.131317229848641581e+00
5.661132226445289461e+00,2.613263567071780926e+02,1.071770967241058798e+02,6.934031246961929185e+01,5.093150089898514921e+00,5.059993926102643869e+00
5.671134226845369497e+00,2.612604315116753355e+02,1.072279262587485391e+02,6.948904140844858546e+01,5.070729306445493911e+00,5.428444264038961187e+00
5.681136227245449533e+00,2.611945673594527761e+02,1.072785318657577420e+02,6.963781648495944410e+01,5.048373876973572649e+00,5.084313117358084888e+00
5.691138227645529568e+00,2.611287642974475034e+02,1.073289141977766832e+02,6.978663749679746786e+01,5.026083667314745540e+00,4.649669488528665795e+00
5.701140228045609604e+00,2.610630223719180663e+02,1.073790739061485056e+02,6.993550424236543961e+01,5.003858543261955560e+00,5.083559673428170278e+00
5.711142228445689639e+00,2.609973416284445875e+02,1.074290116409163147e+02,7.008441652082333917e+01,4.981698370571534973e+00,5.358151620385732450e+00
5.721144228845769675e+00,2.609317221119286501e+02,1.074787280508231504e+02,7.023337413208837177e+01,4.959603014965432877e+00,5.096638158209946035e+00
5.731146229245849710e+00,2.608661638665934106e+02,1.075282237833120149e+02,7.038237687683491117e+01,4.937572342133600856e+00,5.113468284142842712e+00
5.741148229645929746e+00,2.608006669359835996e+02,1.075774994845258874e+02,7.053142455649452813e+01,4.915606217736244510e+00,4.922818471106024774e+00
5.751150230046009781e+00,2.607352313629652940e+02,1.076265557993076527e+02,7.068051697325601879e+01,4.893704507406085646e+00,4.499426610169049212e+00
5.761152230446089817e+00,2.606698571897262582e+02,1.076753933712001867e+02,7.082965393006537624e+01,4.871867076750611147e+00,4.509815525940023662e+00
5.771154230846169852e+00,2.606045444577757166e+02,1.077240128424462995e+02,7.097883523062574795e+01,4.850093791354336048e+00,4.600904236407159509e+00
5.781156231246249888e+00,2.605392932079443540e+02,1.077724148539887636e+02,7.112806067939754939e+01,4.828384516780979574e+00,4.803018109373033973e+00
5.791158231646329924e+00,2.604741034803844855e+02,1.078206000454703144e+02,7.127733008159833616e+01,4.806739118575663383e+00,4.868738817873926372e+00
5.801160232046409959e+00,2.604089753145698296e+02,1.078685690552336212e+02,7.142664324320288927e+01,4.785157462267129347e+00,4.923040292695033848e+00
5.811162232446489995e+00,2.603439087492956787e+02,1.079163225203213159e+02,7.157599997094320088e+01,4.763639413369833875e+00,4.695547804816889048e+00
5.821164232846569142e+00,2.602789038226788989e+02,1.079638610764759790e+02,7.172540007230841752e+01,4.742184837386152374e+00,4.933570689068369930e+00
5.831166233246649178e+00,2.602139605721578164e+02,1.080111853581401533e+02,7.187484335554493953e+01,4.720793599808460250e+00,4.664843848132536053e+00
5.841168233646729213e+00,2.601490790344922175e+02,1.080582959984563445e+02,7.202432962965633578e+01,4.699465566121243221e+00,4.558567663051835694e+00
5.851170234046809249e+00,2.600842592457635760e+02,1.081051936292669637e+02,7.217385870440338635e+01,4.678200601803220948e+00,4.848528944892200876e+00
5.861172234446889284e+00,2.600195012413746554e+02,1.081518788811144418e+02,7.232343039030405407e+01,4.656998572329356101e+00,4.474109575708521191e+00
5.871174234846969320e+00,2.599548050560499632e+02,1.081983523832411151e+02,7.247304449863349873e+01,4.635859343172998415e+00,4.090042357008778495e+00
5.881176235247049355e+00,2.598901707238354106e+02,1.082446147635892970e+02,7.262270084142410553e+01,4.614782779807833357e+00,4.402791428018253406e+00
5.891178235647129391e+00,2.598255982780984255e+02,1.082906666488012348e+02,7.277239923146544243e+01,4.593768747709957800e+00,4.612600656810537103e+00
5.901180236047209426e+00,2.597610877515279526e+02,1.083365086642191528e+02,7.292213948230427434e+01,4.572817112359861547e+00,3.956781560549929910e+00
5.911182236447289462e+00,2.596966391761345108e+02,1.083821414338852236e+02,7.307192140824457738e+01,4.551927739244439941e+00,4.480500130008724824e+00
5.921184236847369498e+00,2.596322525832501356e+02,1.084275655805415397e+02,7.322174482434751042e+01,4.531100493858954081e+00,4.464682422106352355e+00
5.931186237247449533e+00,2.595679280035282659e+02,1.084727817256301847e+02,7.337160954643142929e+01,4.510335241708983034e+00,4.225044047915127443e+00
5.941188237647529569e+00,2.595036654669440281e+02,1.085177904892932048e+02,7.352151539107191525e+01,4.489631848312352069e+00,4.193131155392790355e+00
5.951190238047609604e+00,2.594394650027938951e+02,1.085625924903725519e+02,7.367146217560171806e+01,4.468990179201107971e+00,4.376497789581252462e+00
5.961192238447689640e+00,2.593753266396960271e+02,1.086071883464101688e+02,7.382144971811081291e+01,4.448410099923371774e+00,4.338990065996409129e+00
5.971194238847769675e+00,2.593112504055899876e+02,1.086515786736479612e+02,7.397147783744634353e+01,4.427891476045262564e+00,4.679875177923589646e+00
5.981196239247849711e+00,2.592472363281272578e+02,1.086957640870190716e+02,7.412154635292657190e+01,4.407434173208413242e+00,4.482406782234972908e+00
5.991198239647929746e+00,2.591832844381657424e+02,1.087397451994387723e+02,7.427165508193347421e+01,4.387038057815883185e+00,4.070866968714767609e+00
6.001200240048009782e+00,2.591193947630310959e+02,1.087835226213380793e+02,7.442180384500099422e+01,4.366702996255203750e+00,4.195772702287855260e+00
6.011202240448089817e+00,2.590555673284062550e+02,1.088270969617550321e+02,7.457199246415311222e+01,4.346428854835677313e+00,4.487457160260083455e+00
6.021204240848169853e+00,2.589918021594683637e+02,1.088704688284446291e+02,7.472222076203743768e+01,4.326215499912357210e+00,4.705410853703938301e+00
6.031206241248249889e+00,2.589280992808890005e+02,1.089136388278787564e+02,7.487248856192526603e+01,4.306062797887978633e+00,4.383362696636823763e+00
6.041208241648329924e+00,2.588644587168338944e+02,1.089566075652462445e+02,7.502279568771152185e+01,4.285970615214705681e+00,4.348113124146602892e+00
6.051210242048409960e+00,2.588008804909633227e+02,1.089993756444528259e+02,7.517314196391480152e+01,4.265938818396034726e+00,4.638089311230435996e+00
6.061212242448489995e+00,2.587373646264315994e+02,1.090419436681211636e+02,7.532352721567733056e+01,4.245967273988503266e+00,4.241432985184699689e+00
6.071214242848570031e+00,2.586739111458875300e+02,1.090843122375908649e+02,7.547395126876502047e+01,4.226055848603499143e+00,4.164235656936552843e+00
6.081216243248650066e+00,2.586105200714741272e+02,1.091264819529184251e+02,7.562441394956741192e+01,4.206204408909075987e+00,3.923554652450742530e+00
6.091218243648730102e+00,2.585471914248287248e+02,1.091684534128772839e+02,7.577491508509771734e+01,4.186412821631661174e+00,4.083809605186120351e+00
6.101220244048810137e+00,2.584839252270830343e+02,1.092102272149577971e+02,7.592545450299280674e+01,4.166680953557789557e+00,4.602423502077420459e+00
6.111222244448890173e+00,2.584207214988629744e+02,1.092518039553672367e+02,7.607603203151317928e+01,4.147008671535867386e+00,3.862660393038123807e+00
6.121224244848970208e+00,2.583575802602888416e+02,1.092931842290298192e+02,7.622664749954302010e+01,4.127395842477839416e+00,4.129634183840489747e+00
6.131226245249050244e+00,2.582945015309751398e+02,1.093343686295866348e+02,7.637730073659014352e+01,4.107842333360931519e+00,3.826176847770468292e+00
6.141228245649130280e+00,2.582314853300308641e+02,1.093753577493957607e+02,7.652799157278604980e+01,4.088348011229322232e+00,4.114043160839673696e+00
6.151230246049210315e+00,2.581685316760591036e+02,1.094161521795321477e+02,7.667871983888585419e+01,4.068912743195775228e+00,4.246442183886199651e+00
6.161232246449290351e+00,2.581056405871573247e+02,1.094567525097876768e+02,7.682948536626834368e+01,4.049536396443323305e+00,4.000806532480686073e+00
6.171234246849370386e+00,2.580428120809174288e+02,1.094971593286711737e+02,7.698028798693599128e+01,4.030218838226953260e+00,4.176288292286852943e+00
6.181236247249450422e+00,2.579800461744254108e+02,1.095373732234083661e+02,7.713112753351487072e+01,4.010959935875190396e+00,4.155128700976957745e+00
6.191238247649530457e+00,2.579173428842617000e+02,1.095773947799419119e+02,7.728200383925475592e+01,3.991759556791669716e+00,4.081164520013052410e+00
6.201240248049610493e+00,2.578547022265009900e+02,1.096172245829313852e+02,7.743291673802903574e+01,3.972617568456866088e+00,4.315867168340056459e+00
6.211242248449690528e+00,2.577921242167123523e+02,1.096568632157532903e+02,7.758386606433478505e+01,3.953533838429580172e+00,4.109301349229191658e+00
6.221244248849770564e+00,2.577296088699590655e+02,1.096963112605010480e+02,7.773485165329273627e+01,3.934508234348546907e+00,3.873516321121683870e+00
6.231246249249850599e+00,2.576671562007987859e+02,1.097355692979850090e+02,7.788587334064723677e+01,3.915540623934017805e+00,3.779375914235594713e+00
6.241248249649930635e+00,2.576047662232833773e+02,1.097746379077324264e+02,7.803693096276633412e+01,3.896630874989309934e+00,3.727569605488440185e+00
6.251250250050010671e+00,2.575424389509591379e+02,1.098135176679874974e+02,7.818802435664170503e+01,3.877778855402308711e+00,3.972952342929310987e+00
6.261252250450090706e+00,2.574801743968665733e+02,1.098522091557113356e+02,7.833915335988869799e+01,3.858984433147065740e+00,3.794240070297032030e+00
6.271254250850170742e+00,2.574179725735405100e+02,1.098907129465819850e+02,7.849031781074629066e+01,3.840247476285233219e+00,4.386080884086092091e+00
6.281256251250250777e+00,2.573558334930101523e+02,1.099290296149943771e+02,7.864151754807713246e+01,3.821567852967671985e+00,4.190057374091303188e+00
6.291258251650329925e+00,2.572937571667988550e+02,1.099671597340604023e+02,7.879275241136753039e+01,3.802945431435836188e+00,3.760040631534571354e+00
