T,Td,C,C_noisy
1.768087952684884385e+02,4.291691448010316776e+02,1.791093911878559553e+01,1.803858208990335399e+01
4.695308899163895830e+02,4.001808013010258378e+02,2.773148495990113105e+01,2.772691693129188906e+01
1.700170814561170118e+01,4.430388596668118453e+02,4.858799396154729777e+00,4.908782417622472138e+00
1.031713871293501654e+02,3.579695175150490059e+02,1.172335185072501318e+01,1.178668823463751814e+01
1.900262104037058180e+02,4.322917097262230186e+02,1.889651726156205669e+01,1.888982876924496779e+01
3.215465877712897509e+02,2.726189315952525476e+02,2.776908282685204199e+01,2.772805718274190312e+01
2.210107743259141557e+02,2.942626996215095119e+02,2.485892000751600150e+01,2.479978986113964368e+01
5.301706182809107304e+02,2.938201977295958613e+02,3.047237427892484618e+01,3.048048812891630632e+01
1.284491891668592984e+02,1.284732034141172505e+02,2.689238916216723041e+01,2.694790375989417086e+01
3.391724682493190244e+02,4.407337331959203084e+02,2.502657282125337090e+01,2.504015624119614003e+01
4.678014155569312038e+02,4.412068829129918868e+02,2.714699358579181521e+01,2.715563638956030346e+01
5.581168963109219021e+02,4.938372601968007984e+02,2.751514755885636632e+01,2.749618686470573081e+01
5.247207626381184582e+02,4.423568688978452883e+02,2.779249044333656116e+01,2.782054192997624043e+01
8.563499722570492168e+01,4.729801181095215270e+02,4.069516758311401361e+00,3.962725205739215273e+00
4.761210473891256925e+02,4.910122400076603526e+02,2.660895777790999261e+01,2.662057644047872884e+01
4.068310303513167128e+02,2.590165765768126107e+02,2.947259140158260138e+01,2.947399771706025007e+01
2.558541166452671405e+02,1.285965096667391947e+02,3.132771899796723503e+01,3.125920198563914809e+01
2.021242388266555423e+01,3.240401190856969151e+02,4.163581978951254037e+00,4.272361875158447120e+00
1.049489752200018557e+02,4.105178850720078572e+02,9.469751914399042292e+00,9.400381252821313538e+00
4.509291916080744045e+02,4.833095796285997494e+02,2.636754735684391093e+01,2.631367133200152963e+01
5.498283682718093246e+01,2.071110620171027392e+02,1.073217532977847810e+01,1.067213217440083639e+01
1.910267053678981313e+02,2.347275697975840956e+02,2.548129846666629206e+01,2.553681685675422486e+01
1.568514007745796448e+02,4.839223839203337434e+02,1.379094510993757083e+01,1.374654086687961119e+01
4.489300336546912149e+02,4.231269797396134891e+02,2.715153187171980065e+01,2.718496469236801261e+01
2.186405983599089211e+02,1.687726842801642420e+02,2.831996485481507975e+01,2.834934036244114353e+01
5.687700338830737223e+01,4.874773651866388491e+02,1.337685607543763533e+00,1.350669128096170457e+00
2.254130505805893563e+02,1.122874877135111547e+02,3.141558673521571521e+01,3.135020778988286949e+01
1.994637766476156742e+02,1.032143447787138513e+02,3.106692901406416141e+01,3.103632369516477141e+01
4.316277135550414528e+02,1.751675404305438519e+02,3.387127311379079941e+01,3.395492886229250473e+01
1.954727210182193460e+02,1.771137117038248334e+02,2.741468528127673210e+01,2.735014756130760105e+01
4.177013112097637304e+02,2.168427266342076791e+02,3.102491521563066357e+01,3.098333246761224302e+01
3.254636997930866187e+02,3.412090411071985727e+02,2.651520732178529371e+01,2.650709499564627336e+01
5.332010330910605944e+02,4.680275802638879554e+02,2.756157670642168966e+01,2.760202621002355983e+01
4.413522779014347179e+02,2.698816960645038989e+02,2.974424851602841358e+01,2.975683047555865812e+01
2.477116518091499699e+02,1.847644711496967034e+02,2.851185117667881741e+01,2.854895338464358545e+01
2.935211633280743513e+02,2.812640894728778562e+02,2.706496457315189375e+01,2.701159986150329573e+01
2.854745271198753471e+02,1.588311619743990946e+02,3.044823316626165877e+01,3.049547199595745894e+01
5.236629265235224011e+02,4.505159147174588270e+02,2.767669740657682809e+01,2.770514884740576989e+01
8.713152216896480695e+01,2.327155153251409558e+02,1.657161703655397389e+01,1.649188880879779262e+01
2.574168573949660299e+02,3.305690950024538779e+02,2.512970578526604726e+01,2.520670159566141066e+01
3.232726742013677494e+02,4.667923026747399149e+02,2.416019020659761907e+01,2.427481009960638048e+01
2.645525851820241883e+02,3.003715353890069082e+02,2.600758641845187569e+01,2.596915755059454156e+01
3.608269384592743450e+02,2.874002982919743090e+02,2.812205384630419047e+01,2.812483648713502404e+01
3.018116417748102549e+02,3.475409902392157733e+02,2.590633712794828725e+01,2.597620825710366432e+01
2.511489668838705995e+02,4.476531027244858478e+02,2.206672721905433576e+01,2.199266520758297716e+01
4.136537187065175090e+02,1.405035289972051942e+02,3.720892414228885059e+01,3.710943112633536600e+01
2.009468670965378863e+02,3.725686026411733565e+02,2.162809123282854173e+01,2.156324402671854656e+01
3.661061031330689843e+02,2.351946043139066944e+02,2.941505097807090863e+01,2.938669763875310537e+01
4.384922166636552561e+02,1.606871237250683464e+02,3.560391655408741229e+01,3.557499444348816553e+01
8.273474829736034053e+01,4.587016493750158475e+02,4.046443350753023083e+00,4.076810709445152447e+00
1.992390003954345161e+02,4.691269331454433313e+02,1.836956000299490910e+01,1.838298682159306097e+01
5.670992105811701549e+02,1.554361812223891093e+02,4.392350215079667208e+01,4.386119828756321937e+01
5.797826660997616273e+02,2.915101691476489236e+02,3.131706039063035973e+01,3.134542938913480370e+01
5.954713140657179338e+02,4.979343422286339091e+02,2.783767961889759235e+01,2.793138368598165400e+01
3.030287116352119270e+01,3.829094322883961468e+02,2.480689625088962735e+00,2.540542339042477060e+00
4.967727175025502220e+02,2.620787961298246955e+02,3.088218684653349300e+01,3.093174221891766962e+01
5.614891051615547894e+02,1.686741876719217998e+02,4.058000858063287808e+01,4.058101747705894979e+01
5.416569418328700749e+02,4.943484711937264819e+02,2.733680904295395919e+01,2.738599061268618584e+01
4.303900755709654504e+02,3.438721395713596394e+02,2.810112555802820467e+01,2.805281891702972530e+01
4.069935090182943327e+02,2.551866083680126849e+02,2.957437680145904224e+01,2.961192753330919558e+01
4.331659368105899262e+02,2.000142240654922716e+02,3.219585499351006064e+01,3.219149257253600638e+01
3.470570617974718743e+02,4.761867223764385244e+02,2.459162486605230669e+01,2.464817015094627806e+01
4.741099475067732669e+02,3.608550428894153583e+02,2.837876442209659089e+01,2.840206494965948281e+01
3.036481142613856719e+02,1.034356475439979164e+02,3.714001317043041439e+01,3.708551918114479662e+01
1.394328124352808800e+02,3.545444348558820593e+02,1.720712422058546309e+01,1.721352386825913783e+01
6.113766986200929665e+01,4.090343270389062127e+02,2.469588851604465951e+00,2.530499925095055058e+00
5.454121553649115413e+02,3.007214250930167054e+02,3.051328870596036325e+01,3.045682701170702344e+01
4.541529939348363882e+02,1.509055203063439308e+02,3.773554449049412085e+01,3.770758749658488540e+01
1.104589517774041383e+02,2.493109875052388418e+02,1.913743627693813920e+01,1.909900262651875380e+01
4.943626750074362803e+02,2.917546228102855821e+02,2.999477636130231417e+01,2.991999406428002573e+01
1.837063179898855765e+02,3.162877975403887376e+02,2.248167795369850452e+01,2.252974136746199108e+01
3.832147084046157488e+02,1.395004828029756538e+02,3.573205852352767664e+01,3.579760838867697714e+01
2.169109503604757094e+02,2.363083737340305674e+02,2.629193388627179928e+01,2.633193604662465148e+01
1.324270363667325796e+02,2.920630094142124449e+02,1.941792271076172227e+01,1.943005122653358541e+01
1.094872144507728677e+02,1.931987524846704218e+02,2.232624172580689859e+01,2.232364015659117484e+01
4.721543489292252360e+01,1.211014870979789180e+02,1.794305967137701074e+01,1.795502868640324223e+01
4.929094105482185029e+01,1.330126170853337157e+02,1.701499110446730967e+01,1.697841330861275466e+01
4.610867538588637871e+01,3.036809009516451852e+02,3.054310848099929920e+00,3.099003128122513662e+00
5.850166614923612229e+01,1.062228665222183253e+02,2.244471453683840423e+01,2.249698915304032454e+01
5.012474269550323811e+02,1.524591471514325747e+02,4.018668319417584200e+01,4.023331037087604045e+01
3.130959536822257405e+02,2.187676938820140435e+02,2.889113983165902866e+01,2.886459242077308929e+01
8.150748880568426102e+01,2.527899810467643249e+02,1.395585604627852483e+01,1.395977626337586486e+01
3.173718160852718029e+02,2.753374297198878935e+02,2.763834615725068033e+01,2.763005711630171390e+01
3.278647319246827578e+02,2.640122864432815959e+02,2.806203030276337529e+01,2.815145904216174344e+01
3.004722607917834694e+02,1.286651832648710752e+02,3.311645367455957256e+01,3.312543848465570306e+01
1.278593869470735029e+02,4.612056858665057462e+02,1.091109823560124958e+01,1.081699469090473009e+01
2.634667428985956121e+02,4.403649784527144107e+02,2.276571641181981676e+01,2.278564169436137021e+01
5.231595898737813286e+02,2.599040827333178072e+02,3.143232110891769437e+01,3.152643442137124197e+01
2.333226092821191742e+02,4.570166922630541535e+02,2.093885453455640899e+01,2.097311332036753839e+01
3.048712195327372001e+02,4.489837998352186901e+02,2.398781394270675804e+01,2.403178792820907006e+01
5.584942274496344226e+02,4.527482537133789720e+02,2.801513850494928093e+01,2.801694156829172755e+01
1.435168317769277166e+02,2.003539947739161846e+02,2.452819140308369583e+01,2.442962192877443783e+01
4.366770736497119287e+02,3.027284221924377903e+02,2.893289857664079889e+01,2.884238568893815113e+01
2.928855940298245741e+02,4.882721342191645135e+02,2.278695280595473349e+01,2.272465541721793869e+01
4.734839084132867697e+02,3.086021337960867186e+02,2.931813961830897597e+01,2.931179801645699001e+01
2.190057413213419579e+02,4.321023939937077216e+02,2.085178090594049038e+01,2.086728083076505769e+01
3.277033758499928808e+02,3.161194663027607135e+02,2.702170503490231113e+01,2.705617574250928570e+01
2.241301364726355700e+02,4.547183031303727603e+02,2.048713878505980901e+01,2.047011588292157214e+01
5.203587980695122042e+02,3.048272919247974642e+02,3.004852777325747581e+01,3.009637423617802909e+01
5.493166443468594480e+02,4.094292526660949534e+02,2.849902649944710475e+01,2.848503906152812348e+01
3.809336638931846437e+02,1.459846196481458946e+02,3.479081935728844144e+01,3.475559488152109111e+01
5.887070406953782822e+02,3.387210513308664304e+02,3.018141463958449577e+01,3.022399672535674142e+01
4.405731307351698547e+02,1.115686938798743881e+02,4.756396559378413258e+01,4.751824334462892097e+01
4.991022395210973173e+02,3.420286942331970295e+02,2.900222775211395287e+01,2.886577350557289634e+01
5.373587866678454930e+02,3.500813705060260759e+02,2.931985564493777119e+01,2.926685780699037664e+01
1.667839282508415408e+02,4.710281808221740789e+02,1.537800488823948619e+01,1.538271286551463035e+01
5.920733685386799152e+02,1.653214874502640441e+02,4.317806148386966214e+01,4.302405259591717623e+01
2.372963438889748318e+02,4.731801836840979831e+02,2.070838570878764529e+01,2.069052880647871717e+01
3.008414635704317561e+02,4.560550501236411378e+02,2.372403249980161988e+01,2.370742798186346789e+01
1.122926203394831361e+02,3.254524063208362463e+02,1.502043269446238938e+01,1.494910989601392615e+01
4.937798770769677503e+02,1.295276813497863202e+02,4.584454399835089333e+01,4.577041882512100557e+01
2.054540878812582889e+02,4.726239590080125481e+02,1.872054467247027176e+01,1.869742157506530944e+01
4.151599450634764708e+02,3.220430532681828026e+02,2.827107696446902452e+01,2.824372195598728297e+01
1.349215789466459228e+02,2.039337937087435648e+02,2.384179459016495173e+01,2.390479051563453439e+01
2.140610210303021006e+02,3.233795172087412197e+02,2.377842469490146726e+01,2.379716784715810718e+01
2.336254693383295091e+02,2.851693272455348733e+02,2.551213727563508726e+01,2.543309450335980770e+01
1.457912763917491645e+02,1.386075747931791398e+02,2.716981785943784189e+01,2.712708528594600565e+01
2.586274803116718246e+01,2.986472613075472964e+02,3.135425768618045339e+00,3.170682844974146875e+00
4.632743050778499878e+02,1.197268797031069880e+02,4.655146632363984338e+01,4.664626516208773666e+01
5.704610245187241162e+02,1.341626687535126052e+02,5.177884609587244569e+01,5.179817107055965408e+01
1.396174752459836839e+02,4.116681230529833897e+02,1.464412609186701530e+01,1.465966171909999005e+01
1.017775621575711114e+02,2.765502016711074020e+02,1.619526547335397382e+01,1.628830309656257569e+01
2.118244843365687586e+02,4.869614110408513170e+02,1.872709463972341126e+01,1.872596106752246214e+01
5.424577096967899337e+01,4.040273684839706902e+02,1.957706833301709803e+00,1.942251785384973228e+00
3.915910610791275417e+02,1.718761604361540947e+02,3.279752927614624269e+01,3.272686683703165755e+01
2.242887489237679404e+02,3.323625743868234395e+02,2.395068793140290708e+01,2.392503712729152099e+01
3.396747397887541524e+02,4.328888150008604612e+02,2.517522067282967058e+01,2.528415630995957741e+01
5.439807418871545224e+02,1.979288331225783111e+02,3.574228656246816627e+01,3.567119949284373348e+01
5.176397006918998613e+02,2.924195073330678838e+02,3.032211781310415333e+01,3.032267739844481724e+01
5.533977311329521172e+02,4.840064071044079128e+02,2.758186656888146260e+01,2.751145019748384613e+01
5.613593414789775125e+02,2.580051937691637818e+02,3.224748789657593306e+01,3.225391168397852226e+01
3.559425192514664786e+02,2.564037457830933135e+02,2.870561094264438751e+01,2.874999330281699272e+01
3.038686700884555876e+02,2.236121191475934893e+02,2.858352491837700882e+01,2.857134245238635017e+01
2.738102355405645838e+01,4.138202351166040671e+02,2.850648865504310070e+00,2.887166229019284991e+00
6.595258027114658717e+01,3.070995566092690865e+02,6.757189791984073324e+00,6.793231983259515161e+00
3.167344199503849040e+02,2.485696054224369789e+02,2.821002268528942736e+01,2.823237392609477325e+01
5.143249412436407511e+02,4.694252269367283930e+02,2.733713005680073138e+01,2.742294245677152986e+01
2.624175636234804756e+02,4.744953527708335628e+02,2.189956189246116480e+01,2.193850377016106634e+01
7.218970560400784109e+00,3.819059560820305705e+02,3.273525032270468316e+00,3.258277053963752667e+00
1.313203481861260968e+02,1.732811224292076417e+02,2.500357504973539235e+01,2.496953387231078736e+01
4.571823988407624597e+02,3.412122686059340140e+02,2.849316691049505224e+01,2.845090159311983413e+01
9.925870317521788877e+01,2.014415537425733191e+02,2.066508851553132686e+01,2.068888188741307843e+01
1.237479194174643595e+02,3.955610298630525676e+02,1.319364135759659007e+01,1.317745526688408120e+01
1.748939582010517597e+02,3.402383145514755824e+02,2.105704600305604757e+01,2.119350435500626162e+01
3.675236090540737450e+02,4.028228808041931188e+02,2.622795266052391838e+01,2.632007504080482718e+01
5.026613050885922007e+02,3.362896381138845072e+02,2.915150325874383697e+01,2.914077705876852065e+01
1.352424282696115654e+02,3.804097400132069993e+02,1.549388175145821656e+01,1.547742518875006645e+01
3.616833848999672796e+02,4.873652230376151238e+02,2.473770543899691887e+01,2.482221426666274056e+01
3.203146648222772228e+02,2.968947965697665268e+02,2.725705333888028292e+01,2.716288534981503489e+01
2.696942028533081839e+02,4.710081960536662677e+02,2.229078371195411279e+01,2.226820615898885691e+01
3.503502115751888937e+02,2.445474551157278427e+02,2.889485307811924031e+01,2.894239092566900950e+01
4.894005215256270844e+02,1.825370905268738397e+02,3.527268858456393019e+01,3.522708370601797867e+01
1.344053937236840000e+02,4.986517158793575959e+02,1.036788787038114990e+01,1.034404637172647590e+01
3.008543197732586236e+02,3.669144885503544060e+02,2.550458943599240058e+01,2.548703237768766527e+01
6.326273388194636738e+01,1.296628464785573271e+02,2.085829398181795469e+01,2.089133440664328134e+01
3.103763452658791380e+02,4.524995758539492385e+02,2.407710801123836220e+01,2.408398435547951877e+01
4.756496751055594245e+02,3.880398071316668620e+02,2.798074004953943117e+01,2.800084442005383778e+01
5.991425399377638996e+02,1.063739111404115221e+02,7.894089431754845521e+01,7.897065850380762697e+01
2.880373671810414180e+02,2.997598658830509635e+02,2.656567770833261477e+01,2.656717461974147199e+01
1.814790234163552043e+02,4.999423210540341529e+02,1.580094995986638651e+01,1.585647826977882069e+01
3.498046312407303731e+02,2.631330739045224618e+02,2.845186107975982281e+01,2.841541313620454190e+01
2.261924726123358198e+02,4.788301988558857261e+02,1.991165307764428505e+01,1.983984700286295322e+01
7.461642152613816847e+01,2.754277442031395822e+02,1.076300687828873315e+01,1.067416328804811165e+01
3.170766503581447182e+02,4.210238156404797110e+02,2.485978541237388484e+01,2.477873492342576256e+01
4.804857361484976082e+02,4.457444609086341529e+02,2.724328569026224400e+01,2.721575990378486409e+01
5.352207359870096752e+02,3.344611947579758180e+02,2.959435662112778331e+01,2.964585896579059821e+01
5.869761566817461471e+02,3.054149771514195209e+02,3.100274579067407643e+01,3.101145412854267391e+01
2.237961506008449817e+02,4.114455869705365672e+02,2.171748906085811015e+01,2.168756173038134349e+01
1.547407806610069656e+02,2.317641785545602886e+02,2.389858349261076143e+01,2.384509071295997984e+01
7.093836026005401152e+01,2.921290166953135667e+02,8.791919825908172115e+00,8.765475543341642251e+00
2.645579907931485195e+02,2.819411304516848418e+02,2.642036893672940323e+01,2.640018561745958081e+01
4.851811603469973875e+02,4.413127191306182340e+02,2.735769132659069314e+01,2.732943635704573282e+01
1.446136486365880103e+02,4.686271142684807387e+02,1.289590383863313328e+01,1.282427662259599721e+01
5.104920663494279438e+02,1.707603638836924063e+02,3.757335619243718128e+01,3.754956580138107114e+01
4.284835256021132750e+02,4.417005528853983378e+02,2.661332202353566601e+01,2.666417883020461943e+01
1.245609782129958916e+02,2.395244624856638325e+02,2.127228587844295049e+01,2.116355543136317863e+01
3.808921657878808560e+02,2.749042737897169673e+02,2.869294213705033414e+01,2.868091170342811580e+01
4.927168487621373743e+02,1.220583314399300434e+02,4.872868624732242182e+01,4.862261882958079440e+01
5.600578678419792595e+02,3.927411341450684290e+02,2.886079025922364494e+01,2.886994263975254071e+01
1.015177843994696190e+02,3.237092965154091075e+02,1.331534674354248260e+01,1.327797227399706692e+01
4.940990402252162994e+02,2.424501920957843595e+02,3.155378388593265271e+01,3.144949950252802040e+01
4.666302072598763857e+02,2.730482255519859223e+02,3.005752203472870576e+01,3.006255714422537650e+01
1.500143761817443249e+02,4.637106654548090319e+02,1.376499300748356625e+01,1.385586327516118565e+01
1.802759393475451759e+02,1.784521077109763212e+02,2.690358176855115602e+01,2.690902634521876280e+01
5.744649991900901114e+02,2.799608355040472816e+02,3.162165573561241061e+01,3.167974530980152892e+01
2.203995544864118585e+02,3.106130184141962332e+02,2.439203238511115401e+01,2.438845716500270910e+01
1.769407826240137354e+02,4.422611915379708307e+02,1.744164594679243407e+01,1.733376640538432767e+01
4.334066159268065803e+02,4.726777441039290011e+02,2.625649752653397329e+01,2.628102170106517477e+01
8.407907622367196154e+01,2.034580890561741171e+02,1.821120596719892504e+01,1.819029200185831385e+01
2.924857433900273804e+02,1.318924835828868254e+02,3.247085669469689151e+01,3.239775244831324841e+01
2.180892101113807087e+02,1.705247453080937987e+02,2.824649877043029633e+01,2.828574060412645252e+01
3.286718740626013187e+02,1.229976011721280571e+02,3.521088367237884853e+01,3.522522655065154140e+01
3.639338355910508653e+02,2.477102782423518192e+02,2.904828435481915960e+01,2.902201387278325129e+01
3.858639350707841231e+02,1.964960221660341517e+02,3.120021544980511763e+01,3.124361892107522110e+01
2.622774396223379085e+02,1.000633344255187609e+02,3.486740622416962765e+01,3.482380262577997598e+01
5.327247832086380868e+02,4.424765060809451711e+02,2.787708637536408318e+01,2.790925799230108950e+01
5.022272749565556751e+02,4.508441667684069785e+02,2.743327855939577731e+01,2.738625553593361062e+01
5.603478823082615463e+02,1.594870188265259117e+02,4.244705908361155622e+01,4.247375682169685973e+01
2.703138567658327815e+02,2.026325694872023746e+02,2.847935654855153587e+01,2.842431915132407028e+01
4.394011191122099262e+02,4.923189786410516717e+02,2.607950058475093158e+01,2.615395999490198875e+01
2.612639931378324150e+02,4.111754914881444734e+02,2.337494163438299921e+01,2.338765700938379410e+01
1.708757389457362592e+02,3.122128430429901300e+02,2.182140771243290445e+01,2.189305146823256010e+01
3.928724360347661673e+02,2.336296815564135727e+02,2.994206482142320525e+01,2.990094252254721141e+01
5.678623587188252486e+02,3.215094326812206873e+02,3.030430237490338286e+01,3.028049725625500699e+01
4.835631891385919516e+02,4.020717261843968231e+02,2.787210971049743691e+01,2.791409295042317851e+01
1.746950557513503668e+02,1.457472546162584308e+02,2.789501692258268406e+01,2.775783106516721688e+01
1.407229250351146277e+02,1.469305244489170548e+02,2.661251042272663980e+01,2.655917087999427650e+01
4.641290494070188970e+02,1.283864227847990946e+02,4.354800152296013493e+01,4.359966037057422028e+01
4.245514452648900487e+02,2.009430533769258318e+02,3.192549008117216047e+01,3.194874554736687955e+01
5.188430390216061596e+02,4.623139054766345453e+02,2.747565834326391609e+01,2.752459681038480710e+01
9.208515852054212303e+01,1.241624324446336232e+02,2.495102343911599974e+01,2.493553539476176439e+01
5.176991455109833851e+02,3.283716702289606246e+02,2.949491631754310106e+01,2.952311628662325660e+01
2.624121443319556874e+02,4.109773392629098225e+02,2.342193960596965496e+01,2.338539739245881321e+01
1.676405596435698158e+02,2.524057813397252232e+02,2.383772167466068126e+01,2.376912365627956092e+01
2.092305741831141006e+02,4.726927591450924524e+02,1.898818759703272718e+01,1.890344784834689662e+01
5.961348228875826862e+02,2.666956533391025346e+02,3.256232803156876088e+01,3.253474255301723872e+01
5.738391143866989523e+02,4.316617134014218209e+02,2.844502682443670594e+01,2.841757975331547925e+01
5.482889111067196097e+01,1.573367831333202957e+02,1.577501622008145610e+01,1.574354735020162011e+01
1.925371382916682137e+02,3.846431803032569974e+02,2.070488679549440292e+01,2.052744654694450688e+01
4.331495196705985791e+02,1.949438166762088258e+02,3.249165662090236140e+01,3.239172644090053410e+01
2.601845330693194569e+01,2.728407812356419981e+02,3.168894190783755338e+00,3.142262566324082407e+00
2.637457439011195248e+01,3.257237667554026075e+02,3.031282994712961365e+00,3.045633826092839058e+00
3.170972458599026211e+01,3.111942840523112750e+02,2.475652448983789000e+00,2.446712817731436562e+00
5.217246757884214503e+02,4.842666053901971281e+02,2.723904152909797105e+01,2.719519666908043476e+01
2.035708015982860672e+02,4.164546425553168092e+02,2.038636887348371474e+01,2.027094520682613421e+01
1.946502004990495607e+02,1.376106960261363383e+02,2.884064771281222761e+01,2.894172266476102351e+01
4.770395735248396250e+02,3.841744348621352287e+02,2.805447179699429228e+01,2.799941623302094484e+01
1.945469434285783166e+02,1.716231644056501864e+02,2.756836105124996905e+01,2.765253088313492214e+01
4.443663590791580873e+02,2.462901570164733300e+02,3.047283332545229584e+01,3.055086762130197187e+01
2.247577333999159350e+02,1.090648530353815318e+02,3.167380666281791690e+01,3.168750311611296411e+01
1.820239914606033267e+02,1.479073350857495086e+02,2.804064959826612125e+01,2.801201912801298732e+01
2.353997760057257551e+02,3.877390495676311843e+02,2.292560227586817945e+01,2.293221305242729358e+01
1.049821593510506119e+02,2.395658295803375495e+02,1.899457090644634505e+01,1.893691880774437664e+01
4.963163205289119162e+01,4.862358486774559196e+02,1.296393207559766392e+00,1.309429713894666003e+00
5.233648606697304331e+02,3.170928663785166464e+02,2.980704737202876231e+01,2.980719497942124008e+01
5.216879919599081177e+02,4.306636671675963157e+02,2.791221482601881476e+01,2.793881323941622696e+01
2.791886990037830287e+02,4.970550225110586666e+02,2.207330925628566831e+01,2.212083109871785780e+01
4.145838543060723964e+02,4.914939722319135740e+02,2.569604358893770524e+01,2.578268551330834768e+01
5.182765216761119973e+02,2.955334218084849454e+02,3.025015829278449075e+01,3.023074250105865701e+01
2.374804086590891643e+02,3.311461870855217740e+02,2.447609854713363831e+01,2.452826796802160203e+01
4.285271454133268776e+02,1.548335263214676161e+02,3.587961124807343793e+01,3.584002776904199550e+01
4.541008949642543939e+02,3.595590959928036909e+02,2.815193835132205535e+01,2.810721010394599162e+01
5.145439296819914432e+01,2.427761100736946105e+02,6.884952005448605306e+00,6.854049183682636937e+00
8.720643333224130345e+01,4.119999932704481580e+02,6.286949201219414363e+00,6.237850918429931113e+00
4.514463395789550191e+02,3.279435048184625430e+02,2.865206806952738816e+01,2.870108128544412196e+01
4.248611177416943292e+02,3.213167234118250235e+02,2.841713969613797630e+01,2.846330175306106369e+01
1.152341517782141409e+02,4.118366395952635344e+02,1.111996731147859130e+01,1.118358289883056145e+01
4.969054941586271639e+02,4.347825829235857213e+02,2.758062927667092623e+01,2.757936426020771847e+01
4.815361967345253902e+02,3.522119966914930274e+02,2.861078426434107769e+01,2.862450334414544173e+01
2.029823995319690084e+02,1.392238299782652291e+02,2.902096946289770329e+01,2.899204811296770146e+01
2.074677894587310050e+02,2.975879122678637714e+02,2.424594243219973677e+01,2.418839436980724855e+01
7.079033603388161566e+01,4.540849337671267563e+02,2.647392211715172028e+00,2.669743119241749785e+00
2.700624778044718255e+02,3.948556255224648908e+02,2.405844897762281320e+01,2.407186763318863854e+01
7.030794974678337894e+01,3.373243280222008025e+02,6.215278024223404252e+00,6.159927360970518073e+00
3.283272494434594932e+02,1.250524950665575545e+02,3.489705715524671348e+01,3.492632377857904658e+01
3.766270735382909152e+02,4.896165045530148632e+02,2.502001467126412493e+01,2.493292830413413697e+01
3.512549799116716258e+02,1.107599548771244855e+02,3.911494543694918491e+01,3.910599551274295749e+01
4.763088359172751041e+01,1.556923774927602722e+02,1.363021145419832969e+01,1.359869576234255462e+01
3.748939159640425487e+02,1.273105585558384121e+02,3.721337765674442721e+01,3.718691384593329019e+01
4.525678840374021661e+02,3.481786075933092661e+02,2.831729819717358509e+01,2.826312530941232382e+01
8.940265864303947296e+01,2.929990417782000804e+02,1.287053788662247200e+01,1.291816259119556598e+01
3.590706935405293621e+02,4.739044767197734700e+02,2.490336602753274420e+01,2.493166343813519958e+01
4.923380077670275341e+02,3.494873313968980142e+02,2.878851528456196007e+01,2.884768629790251993e+01
1.202035676209233515e+02,3.254533057516068766e+02,1.619265829429273396e+01,1.619918316172499217e+01
5.484818778739572736e+02,1.090733146873521093e+02,6.531885745973590929e+01,6.525395477702610947e+01
5.832888784413383974e+02,4.815056216964682108e+02,2.791127652036148277e+01,2.789232644446424203e+01
4.284285109230711441e+02,2.813256659120729637e+02,2.927141448141338032e+01,2.921183859114470138e+01
5.238612819746743980e+02,2.063370076887021014e+02,3.433537439492861409e+01,3.435771415317761068e+01
1.667107145539588089e+02,2.999990937422087995e+02,2.200153549541168019e+01,2.206147079186409243e+01
4.006561902866417881e+02,4.784003226951151646e+02,2.564641398694066154e+01,2.566221850651963976e+01
5.560558314024566471e+02,4.023242638760401633e+02,2.867360698511174633e+01,2.864298093941876289e+01
3.161376734378448461e+01,1.415629135387464430e+02,8.965754636389339893e+00,8.946588280265169502e+00
4.933905991118432439e+02,3.212035519842547728e+02,2.932523533667957949e+01,2.933475783681291205e+01
1.459692843998672913e+02,2.700660722358857697e+02,2.170174975969337083e+01,2.162873189001584606e+01
4.816623015981618892e+02,1.630877150406246869e+02,3.728342565321236890e+01,3.729015576037534885e+01
3.872396264463636157e+02,3.669616217598339745e+02,2.712251895797869494e+01,2.713169385185491223e+01
4.819190393630713629e+02,1.643728536913477569e+02,3.711345026797685875e+01,3.708543812419424768e+01
2.435920132707002494e+02,3.812977510440655351e+02,2.343199519861624225e+01,2.341029343526397355e+01
2.728785482699757381e+02,3.430124257106359096e+02,2.528760112382680347e+01,2.529529335598105177e+01
5.549569084780233652e+02,1.930359980949158967e+02,3.667339393531037928e+01,3.663147949294756955e+01
4.738405186445930184e+01,1.267143184527161850e+02,1.723979532521223845e+01,1.719777218551240594e+01
9.793943244753967292e+01,3.449038711288890227e+02,1.146804770956389596e+01,1.150604625278429616e+01
5.838352842541872860e+02,3.412340871436049383e+02,3.006457705298919336e+01,3.007474558896610262e+01
5.483845274731223753e+02,2.276597634077235170e+02,3.353990690695321319e+01,3.362284008699397475e+01
9.238649229200753155e+01,2.030625736573864231e+02,1.960275999221983412e+01,1.955236109227340791e+01
5.842082341220751687e+02,3.985148594811209364e+02,2.902929761091044014e+01,2.893924931847766402e+01
1.629459817536727257e+02,3.236167251908294702e+02,2.080485135082912507e+01,2.085079029503751968e+01
5.358035854302346479e+02,2.802304322131341223e+02,3.095751592419275156e+01,3.100422314513231470e+01
5.433412604102537671e+02,2.804611065699163532e+02,3.107457138030563826e+01,3.103646221400222771e+01
1.912874721857864913e+01,4.695907540986817708e+02,4.391989971792195746e+00,4.317347121147370181e+00
1.077842280604593128e+01,1.058001470578683580e+02,5.472142742730701670e+00,5.468533213170813312e+00
