t,omega1,omega2,omega3,domega1_dt
3.756751350270053802e+00,-5.927287029177905620e-01,-3.033479158829887723e+00,6.710160047431085184e-01,2.052409728801209976e+00
3.762752550510101823e+00,-5.804464387563365024e-01,-3.034914385643479484e+00,6.672711578467666049e-01,2.040888875776175837e+00
3.768753750750149845e+00,-5.682327770628883279e-01,-3.036286825114265397e+00,6.636000701750324193e-01,2.029546628031466238e+00
3.774754950990197866e+00,-5.560866446551385733e-01,-3.037597561039981464e+00,6.600024465591349809e-01,2.018383680215833476e+00
3.780756151230245887e+00,-5.440069644840723750e-01,-3.038847651429259944e+00,6.564779923036797582e-01,2.007400667301397768e+00
3.786757351470293909e+00,-5.319926556339671375e-01,-3.040038128501627135e+00,6.530264131866496680e-01,1.996598165988814344e+00
3.792758551710341930e+00,-5.200426333223928665e-01,-3.041169998687505149e+00,6.496474154594046313e-01,1.985976696078550763e+00
3.798759751950389951e+00,-5.081558089002118361e-01,-3.042244242628212358e+00,6.463407058466813515e-01,1.975536721808510032e+00
3.804760952190437973e+00,-4.963310899286594857e-01,-3.043261815251250280e+00,6.431059915921280012e-01,1.965278653351366422e+00
3.810762152430485994e+00,-4.845673840931369880e-01,-3.044223649003389376e+00,6.399429826919225128e-01,1.955202857269879635e+00
3.816763352670534015e+00,-4.728635970349964746e-01,-3.045130650796668892e+00,6.368513904823303040e-01,1.945309651303181786e+00
3.822764552910582037e+00,-4.612186318882503522e-01,-3.045983703174274471e+00,6.338309275711748736e-01,1.935599306048579216e+00
3.828765753150630058e+00,-4.496313908004396787e-01,-3.046783666111557931e+00,6.308813087771746320e-01,1.926072050230619226e+00
3.834766953390678079e+00,-4.381007749326343292e-01,-3.047531377016038601e+00,6.280022511299419019e-01,1.916728071800357203e+00
3.840768153630725656e+00,-4.266256844594337738e-01,-3.048227650727401095e+00,6.251934738699841398e-01,1.907567519004878420e+00
3.846769353870773678e+00,-4.152050185689636352e-01,-3.048873279517497092e+00,6.224546984487019374e-01,1.898590501427321886e+00
3.852770554110821699e+00,-4.038376754628808518e-01,-3.049469033090344450e+00,6.197856485283915751e-01,1.889797090997667794e+00
3.858771754350869720e+00,-3.925225523563703467e-01,-3.050015658582128086e+00,6.171860499822430235e-01,1.881187322974524623e+00
3.864772954590917742e+00,-3.812585460152897454e-01,-3.050513881169674590e+00,6.146556311959695540e-01,1.872761198232872015e+00
3.870774154830965763e+00,-3.700445552082192169e-01,-3.050964406033276344e+00,6.121941243444715131e-01,1.864518689472772106e+00
3.876775355071013784e+00,-3.588794781701293291e-01,-3.051367915517487983e+00,6.098012639609129426e-01,1.856459735797296728e+00
3.882776555311061806e+00,-3.477622137235608091e-01,-3.051725071663319078e+00,6.074767877132023486e-01,1.848584247561345428e+00
3.888777755551109827e+00,-3.366916615031980697e-01,-3.052036516527918408e+00,6.052204365378475170e-01,1.840892107804993350e+00
3.894778955791157848e+00,-3.256667219558692095e-01,-3.052302872184574412e+00,6.030319546399550701e-01,1.833383173039498049e+00
3.900780156031205870e+00,-3.146862963405457903e-01,-3.052524740722716512e+00,6.009110894932311320e-01,1.826057274007970799e+00
3.906781356271253891e+00,-3.037492867283432263e-01,-3.052702704247912013e+00,5.988575918399807740e-01,1.818914216420936869e+00
3.912782556511301912e+00,-2.928545960025203398e-01,-3.052837324881869208e+00,5.968712156911080147e-01,1.811953781667007934e+00
3.918783756751349934e+00,-2.820011280803265685e-01,-3.052929145059952276e+00,5.949517184395175518e-01,1.805175728037798910e+00
3.924784956991397955e+00,-2.711877896098808804e-01,-3.052978689157645587e+00,5.930988616673160685e-01,1.798579794944357158e+00
3.930786157231445976e+00,-2.604134886425557571e-01,-3.052986461573171884e+00,5.913124104457520014e-01,1.792165700173333320e+00
3.936787357471493998e+00,-2.496771349859758515e-01,-3.052952948385834198e+00,5.895921336176673799e-01,1.785933142348959279e+00
3.942788557711542019e+00,-2.389776403893841827e-01,-3.052878617692997398e+00,5.879378039000729972e-01,1.779881802031030302e+00
3.948789757951590040e+00,-2.283139185436422747e-01,-3.052763919610088195e+00,5.863491978841485208e-01,1.774011342264650404e+00
3.954790958191638062e+00,-2.176848850812300173e-01,-3.052609286270593358e+00,5.848260960352423821e-01,1.768321409108162046e+00
3.960792158431686083e+00,-2.070894575762456946e-01,-3.052415131826061945e+00,5.833682826928716647e-01,1.762811632139443363e+00
3.966793358671734104e+00,-1.965265555444061230e-01,-3.052181852446104848e+00,5.819755460707223271e-01,1.757481624940745890e+00
3.972794558911782126e+00,-1.859951009236526231e-01,-3.051909826940128578e+00,5.806476784477534459e-01,1.752330986539937685e+00
3.978795759151830147e+00,-1.754940188931441991e-01,-3.051599417186930285e+00,5.793844764716583606e-01,1.747359303089771831e+00
3.984796959391878168e+00,-1.650222369259779776e-01,-3.051250967434781192e+00,5.781857407916258795e-01,1.742566146682763772e+00
3.990798159631926190e+00,-1.545786851459489408e-01,-3.050864805414623682e+00,5.770512762187970379e-01,1.737951076896431024e+00
3.996799359871974211e+00,-1.441622963387886869e-01,-3.050441242360239613e+00,5.759808917309043874e-01,1.733513641191243515e+00
4.002800560112022232e+00,-1.337720059521655402e-01,-3.049980573008251206e+00,5.749744004722722179e-01,1.729253375262770787e+00
4.008801760352070254e+00,-1.234067520956844272e-01,-3.049483075598119708e+00,5.740316197538164467e-01,1.725169803374762001e+00
4.014802960592118275e+00,-1.130654755408870282e-01,-3.048949011872146730e+00,5.731523710530449511e-01,1.721262438673300865e+00
4.020804160832166296e+00,-1.027471199176127614e-01,-3.048378627319704659e+00,5.723364800590089452e-01,1.717530783772524883e+00
4.026805361072214318e+00,-9.245063250528201548e-02,-3.047772151777514260e+00,5.715837768853736511e-01,1.713974332083461727e+00
4.032806561312262339e+00,-8.217496358307706250e-02,-3.047129798843086324e+00,5.708940959010971872e-01,1.710592567168830458e+00
4.038807761552310360e+00,-7.191906654843507885e-02,-3.046451766601344868e+00,5.702672757079753074e-01,1.707384963326312288e+00
4.044808961792358382e+00,-6.168189794529251035e-02,-3.045738237677931171e+00,5.697031591455654631e-01,1.704350985853916089e+00
4.050810162032406403e+00,-5.146241746408513479e-02,-3.044989379239204208e+00,5.692015932911859144e-01,1.701490091250851711e+00
4.056811362272454424e+00,-4.125958794174806876e-02,-3.044205342992238439e+00,5.687624294599163965e-01,1.698801727401246131e+00
4.062812562512502446e+00,-3.107237536281136012e-02,-3.043386265185714645e+00,5.683855232046571837e-01,1.696285333741553991e+00
4.068813762752550467e+00,-2.089974931489034515e-02,-3.042532266932473028e+00,5.680707343576072432e-01,1.693940341754927692e+00
4.074814962992598488e+00,-1.074068312368586103e-02,-3.041643454320675399e+00,5.678179270495641306e-01,1.691766175235198677e+00
4.080816163232646510e+00,-5.941534635917379570e-04,-3.040719918418383738e+00,5.676269695930338255e-01,1.689762250014215539e+00
4.086817363472694531e+00,9.540859493060001306e-03,-3.039761735455001279e+00,5.674977344709087879e-01,1.687927974139945109e+00
4.092818563712742552e+00,1.966537207599906856e-02,-3.038768966821273843e+00,5.674300983364669593e-01,1.686262747959513808e+00
4.098819763952790574e+00,2.978039710762511033e-02,-3.037741659077855427e+00,5.674239420104241205e-01,1.684765964182874276e+00
4.104820964192838595e+00,3.988694363693624095e-02,-3.036679844119508420e+00,5.674791504526671693e-01,1.683437007962348186e+00
4.110822164432886616e+00,4.998601687912841707e-02,-3.035583539183041246e+00,5.675956127819746788e-01,1.682275256997785462e+00
4.116823364672934638e+00,6.007861830731655445e-02,-3.034452746976380233e+00,5.677732221613613905e-01,1.681280081271158799e+00
4.122824564912982659e+00,7.016574563252779562e-02,-3.033287455723782777e+00,5.680118757732992574e-01,1.680450843003011840e+00
4.128825765153030680e+00,8.024839280370156536e-02,-3.032087639165839121e+00,5.683114748197167776e-01,1.679786896642242455e+00
4.134826965393078702e+00,9.032754996173492090e-02,-3.030853256591311773e+00,5.686719244849689492e-01,1.679287588750117743e+00
4.140828165633126723e+00,1.004042031452313244e-01,-3.029584252934059307e+00,5.690931339120138821e-01,1.678952257967697648e+00
4.146829365873174744e+00,1.104793343146233675e-01,-3.028280558759235408e+00,5.695750162186316023e-01,1.678780235000006504e+00
4.152830566113222766e+00,1.205539213820330524e-01,-3.026942090355082993e+00,5.701174882988236936e-01,1.678770841992788254e+00
4.158831766353270787e+00,1.306289382086518180e-01,-3.025568749738106078e+00,5.707204708140386495e-01,1.678923392425393013e+00
4.164832966593318808e+00,1.407053546047405401e-01,-3.024160424653071999e+00,5.713838881931717628e-01,1.679237191012397767e+00
4.170834166833365941e+00,1.507841363285633840e-01,-3.022716988573019403e+00,5.721076686312080994e-01,1.679711533586475181e+00
4.176835367073413963e+00,1.608662448258161293e-01,-3.021238300726809989e+00,5.728917439160879921e-01,1.680345706486754853e+00
4.182836567313461984e+00,1.709526370261437722e-01,-3.019724206173696857e+00,5.737360495865614363e-01,1.681138986953834014e+00
4.188837767553510005e+00,1.810442654681198027e-01,-3.018174535756636079e+00,5.746405247345808265e-01,1.682090642339963082e+00
4.194838967793558027e+00,1.911420782368111471e-01,-3.016589106087950611e+00,5.756051118225936625e-01,1.683199929386227423e+00
4.200840168033606048e+00,2.012470189637781681e-01,-3.014967719549329850e+00,5.766297566835429933e-01,1.684466094039644313e+00
4.206841368273654069e+00,2.113600268270745541e-01,-3.013310164291830517e+00,5.777144085208667512e-01,1.685888371255800600e+00
4.212842568513702091e+00,2.214820365512475409e-01,-3.011616214235875333e+00,5.788590199084985288e-01,1.687465984787030804e+00
4.218843768753750112e+00,2.316139782570109107e-01,-3.009885629028146159e+00,5.800635466628432102e-01,1.689198146560770608e+00
4.224844968993798133e+00,2.417567769244189924e-01,-3.008118154053682325e+00,5.813279476728092643e-01,1.691084055984771073e+00
4.230846169233846155e+00,2.519113527577500622e-01,-3.006313520548144158e+00,5.826521851882577874e-01,1.693122900590618984e+00
4.236847369473894176e+00,2.620786209472873995e-01,-3.004471445350133774e+00,5.840362242835963613e-01,1.695313854037196810e+00
4.242848569713942197e+00,2.722594916446358093e-01,-3.002591630888016727e+00,5.854800328256974939e-01,1.697656075729516711e+00
4.248849769953990219e+00,2.824548699627213999e-01,-3.000673765179921570e+00,5.869835814738985080e-01,1.700148710524816531e+00
4.254850970194038240e+00,2.926656559757919718e-01,-2.998717521833738076e+00,5.885468436800014302e-01,1.702790888424261295e+00
4.260852170434086261e+00,3.028927447194166289e-01,-2.996722560047119899e+00,5.901697956882731022e-01,1.705581724250244458e+00
4.266853370674134283e+00,3.131370259864323380e-01,-2.994688524513015704e+00,5.918524163639802271e-01,1.708520316761256375e+00
4.272854570914182304e+00,3.233993835554749285e-01,-2.992615045287781328e+00,5.935946868203538784e-01,1.711605747181869530e+00
4.278855771154230325e+00,3.336806959159131503e-01,-2.990501738172263835e+00,5.953965910531446859e-01,1.714837080888125476e+00
4.284856971394278347e+00,3.439818357191090636e-01,-2.988348204182120327e+00,5.972581151205711425e-01,1.718213364325838821e+00
4.290858171634326368e+00,3.543036697083752906e-01,-2.986154029502234852e+00,5.991792470677296256e-01,1.721733624375469951e+00
4.296859371874374389e+00,3.646470587189755141e-01,-2.983918785486719294e+00,6.011599769265940640e-01,1.725396867948286728e+00
4.302860572114422411e+00,3.750128576781240342e-01,-2.981642028658912924e+00,6.032002967160161599e-01,1.729202081568042892e+00
4.308861772354470432e+00,3.854019156049861561e-01,-2.979323300711382849e+00,6.053002004417249449e-01,1.733148230938141632e+00
4.314862972594518453e+00,3.958150756106778578e-01,-2.976962128505922678e+00,6.074596840963273348e-01,1.737234260494253002e+00
4.320864172834566475e+00,4.062531740401033042e-01,-2.974558023685815566e+00,6.096787450111078588e-01,1.741459090868813897e+00
4.326865373074614496e+00,4.167170403907464182e-01,-2.972110482973880252e+00,6.119573821439898698e-01,1.745821619456322527e+00
4.332866573314662517e+00,4.272074979105289216e-01,-2.969618988252749059e+00,6.142955962945987336e-01,1.750320720555959886e+00
4.338867773554710539e+00,4.377253626478984083e-01,-2.967083005925165828e+00,6.166933891525899769e-01,1.754955241756794626e+00
4.344868973794758560e+00,4.482714434497747646e-01,-2.964501986912833509e+00,6.191507632958535012e-01,1.759724003419056659e+00
4.350870174034806581e+00,4.588465419615503915e-01,-2.961875366656415487e+00,6.216677221905138051e-01,1.764625798146666202e+00
4.356871374274854603e+00,4.694514526270898158e-01,-2.959202565115534700e+00,6.242442701909296510e-01,1.769659390245167607e+00
4.362872574514902624e+00,4.800869626887302455e-01,-2.956482986768773635e+00,6.268804125396945093e-01,1.774823515165043331e+00
4.368873774754950645e+00,4.907538521872810700e-01,-2.953716020613675219e+00,6.295761553676361144e-01,1.780116878930380953e+00
4.374874974994998666e+00,5.014528932034806319e-01,-2.950901039849901597e+00,6.323315051345572702e-01,1.785538155783223724e+00
4.380876175235046688e+00,5.121848486826282576e-01,-2.948037401648668787e+00,6.351464680333019919e-01,1.791085985801936120e+00
4.386877375475094709e+00,5.229504746105116952e-01,-2.945124448049422305e+00,6.380210515508094593e-01,1.796758979233267439e+00
4.392878575715142730e+00,5.337505179885337903e-01,-2.942161504844373443e+00,6.409552626758963090e-01,1.802555710098881603e+00
4.398879775955190752e+00,5.445857167110479402e-01,-2.939147881519610817e+00,6.439491078005165070e-01,1.808474715247340603e+00
4.404880976195238773e+00,5.554567995653587609e-01,-2.936082871255099924e+00,6.470025927197602389e-01,1.814514493707157339e+00
4.410882176435286794e+00,5.663644862317214201e-01,-2.932965750924682258e+00,6.501157226318552418e-01,1.820673506025514810e+00
4.416883376675334816e+00,5.773094872833424152e-01,-2.929795781096076634e+00,6.532885021381656943e-01,1.826950173592640336e+00
4.422884576915382837e+00,5.882925041863786841e-01,-2.926572206030877865e+00,6.565209352431929934e-01,1.833342877951856353e+00
4.428885777155430858e+00,5.993142292999383836e-01,-2.923294253684558530e+00,6.598130253545752000e-01,1.839849960095303327e+00
4.434886977395478880e+00,6.103753440082886339e-01,-2.919961135139776953e+00,6.631647739890280668e-01,1.846469715788157995e+00
4.440888177635526901e+00,6.214765185461247343e-01,-2.916572044798292129e+00,6.665761809426303808e-01,1.853200395484940977e+00
4.446889377875574922e+00,6.326184144930422359e-01,-2.913126161045156426e+00,6.700472458764012984e-01,1.860040208400171702e+00
4.452890578115622944e+00,6.438016815923212066e-01,-2.909622645100711225e+00,6.735779658800253866e-01,1.866987314226185468e+00
4.458891778355670965e+00,6.550269577096715645e-01,-2.906060641006842360e+00,6.771683354417452616e-01,1.874039822288414481e+00
4.464892978595718986e+00,6.662948688332330782e-01,-2.902439275626981896e+00,6.808183464483612557e-01,1.881195790780215482e+00
4.470894178835767008e+00,6.776060290735756997e-01,-2.898757658646105462e+00,6.845279881852318615e-01,1.888453225984625838e+00
4.476895379075815029e+00,6.889610406636993423e-01,-2.895014882570734915e+00,6.882972473362730659e-01,1.895810081483129128e+00
4.482896579315863050e+00,7.003604939590337697e-01,-2.891210022728937457e+00,6.921261079839591268e-01,1.903264257351507505e+00
4.488897779555911072e+00,7.118049674374388180e-01,-2.887342137270324294e+00,6.960145516093219076e-01,1.910813599342862767e+00
4.494898979795959093e+00,7.232950271846605439e-01,-2.883410267080458667e+00,6.999625567447042007e-01,1.918455897050074466e+00
4.500900180036007114e+00,7.348312218612208513e-01,-2.879413435010132361e+00,7.039700957281821436e-01,1.926188873701315973e+00
4.506901380276055136e+00,7.464140901981212162e-01,-2.875350647192441933e+00,7.080371399051135217e-01,1.934010200472294994e+00
4.512902580516103157e+00,7.580441568133158281e-01,-2.871220892228450339e+00,7.121636565181774792e-01,1.941917486527033443e+00
4.518903780756151178e+00,7.697219304661365724e-01,-2.867023140882063004e+00,7.163496074946477110e-01,1.949908274653408435e+00
4.524904980996199200e+00,7.814479040572921420e-01,-2.862756346080027381e+00,7.205949494463921301e-01,1.957980040421521961e+00
4.530906181236247221e+00,7.932225546288689255e-01,-2.858419442911935615e+00,7.248996336698727561e-01,1.966130191332412513e+00
4.536907381476295242e+00,8.050463433643303413e-01,-2.854011348630220546e+00,7.292636061461458263e-01,1.974356065957297623e+00
4.542908581716343264e+00,8.169197155885170591e-01,-2.849530962650159260e+00,7.336868075408620182e-01,1.982654933067597325e+00
4.548909781956391285e+00,8.288431007676472229e-01,-2.844977166549871317e+00,7.381691732042657828e-01,1.991023990755941053e+00
4.554910982196439306e+00,8.408169125093161167e-01,-2.840348824070317857e+00,7.427106331711961218e-01,1.999460365548405560e+00
4.560912182436487328e+00,8.528415485592187872e-01,-2.835644781115373991e+00,7.473111121589486316e-01,2.007961111502539531e+00
4.566913382676535349e+00,8.649173837540907739e-01,-2.830863865860348216e+00,7.519705250509436389e-01,2.016523197307567461e+00
4.572914582916583370e+00,8.770447762213369192e-01,-2.826004888492904765e+00,7.566887811661076046e-01,2.025143516739108751e+00
4.578915783156631392e+00,8.892240697171970298e-01,-2.821066641262024888e+00,7.614657855540626352e-01,2.033818891199871803e+00
4.584916983396679413e+00,9.014555864665451113e-01,-2.816047898664390203e+00,7.663014342529023137e-01,2.042546056276688393e+00
4.590918183636727434e+00,9.137396271628898115e-01,-2.810947417444384033e+00,7.711956142891923660e-01,2.051321660910786715e+00
4.596919383876775456e+00,9.260764709683737550e-01,-2.805763936594091401e+00,7.761482036779697724e-01,2.060142266566078906e+00
4.602920584116823477e+00,9.384663755137743202e-01,-2.800496177353297700e+00,7.811590714227435450e-01,2.069004346395946659e+00
4.608921784356871498e+00,9.509095768985029729e-01,-2.795142843209490469e+00,7.862280775154945056e-01,2.077904284408964131e+00
4.614922984596918631e+00,9.634062896906037121e-01,-2.789702619897859837e+00,7.913550729366741754e-01,2.086838374634041759e+00
4.620924184836966653e+00,9.759567069267606199e-01,-2.784174175401294082e+00,7.965398996552081057e-01,2.095802820285482149e+00
4.626925385077014674e+00,9.885610001122864254e-01,-2.778556159950385407e+00,8.017823906284916591e-01,2.104793732928425865e+00
4.632926585317062695e+00,1.001219319221130277e+00,-2.772847206023427269e+00,8.070823698023923409e-01,2.113807131645207171e+00
4.638927785557110717e+00,1.013931789061848887e+00,-2.767045929275542715e+00,8.124396498316176496e-01,2.122838936996462866e+00
4.644928985797158738e+00,1.026698499127104869e+00,-2.761150930594184150e+00,8.178540258859580137e-01,2.131884955851206520e+00
4.650930186037206759e+00,1.039519527846576974e+00,-2.755160789638419150e+00,8.233252909168058409e-01,2.140940915340793449e+00
4.656931386277254781e+00,1.052394926537520092e+00,-2.749074069604622306e+00,8.288532253514029335e-01,2.150002438872658406e+00
4.662932586517302802e+00,1.065324717058663495e+00,-2.742889317867537535e+00,8.344375956069475242e-01,2.159065042147597868e+00
4.668933786757350823e+00,1.078308891810209058e+00,-2.736605065980279861e+00,8.400781540905943867e-01,2.168124132571568996e+00
4.674934986997398845e+00,1.091347413733833482e+00,-2.730219829674336296e+00,8.457746391994547253e-01,2.177175008681988544e+00
4.680936187237446866e+00,1.104440216312686296e+00,-2.723732108859563184e+00,8.515267753205965073e-01,2.186212859589383495e+00
4.686937387477494887e+00,1.117587203571391186e+00,-2.717140387624188413e+00,8.573342728310437977e-01,2.195232764435234962e+00
4.692938587717542909e+00,1.130788250076045331e+00,-2.710443134234810092e+00,8.631968280977775354e-01,2.204229691866904872e+00
4.698939787957590930e+00,1.144043200934219184e+00,-2.703638801136398317e+00,8.691141234777349789e-01,2.213198499530510954e+00
4.704940988197638951e+00,1.157351871794957798e+00,-2.696725824952292960e+00,8.750858273178100388e-01,2.222133933582663978e+00
4.710942188437686973e+00,1.170714048848779054e+00,-2.689702626484204551e+00,8.811115939548529452e-01,2.231030628221966072e+00
4.716943388677734994e+00,1.184129488827674770e+00,-2.682567610712215167e+00,8.871910637156705803e-01,2.239883105241213812e+00
4.722944588917783015e+00,1.197597911785085456e+00,-2.675319170816827352e+00,8.933238585237729401e-01,2.248685766076231385e+00
4.728945789157831037e+00,1.211118991182814852e+00,-2.667955692105710153e+00,8.995095760235649607e-01,2.257432880478147830e+00
4.734946989397879058e+00,1.224692383145019381e+00,-2.660475535581547035e+00,9.057478073424473086e-01,2.266118616582213363e+00
4.740948189637927079e+00,1.238317706150694253e+00,-2.652877050910882772e+00,9.120381245383847313e-01,2.274737020286750511e+00
4.746949389877975101e+00,1.251994539512566673e+00,-2.645158577326968796e+00,9.183800796682017875e-01,2.283282013778382247e+00
4.752950590118023122e+00,1.265722423377096284e+00,-2.637318443629760534e+00,9.247732047875831807e-01,2.291747395666200227e+00
4.758951790358071143e+00,1.279500858724474721e+00,-2.629354968185917851e+00,9.312170119510734256e-01,2.300126841159585656e+00
4.764952990598119165e+00,1.293329307368626280e+00,-2.621266458928806387e+00,9.377109932120769598e-01,2.308413902290970654e+00
4.770954190838167186e+00,1.307207191957207248e+00,-2.613051213358495772e+00,9.442546206228582539e-01,2.316602008184879935e+00
4.776955391078215207e+00,1.321133895971606353e+00,-2.604707518541761857e+00,9.508473462345415905e-01,2.324684465374581954e+00
4.782956591318263229e+00,1.335108763726944314e+00,-2.596233651112083596e+00,9.574886020971113965e-01,2.332654458167702227e+00
4.788957791558311250e+00,1.349131100372074510e+00,-2.587627877269646159e+00,9.641778002594119101e-01,2.340505049062150622e+00
4.794958991798359271e+00,1.363200171889582535e+00,-2.578888452781338714e+00,9.709143327691471814e-01,2.348229179213751738e+00
4.800960192038407293e+00,1.377315205044938651e+00,-2.570013623033854611e+00,9.776975716421089091e-01,2.355819668933527566e+00
4.806961392278455314e+00,1.391475371628632773e+00,-2.561001638329081675e+00,9.845268593737709351e-01,2.363269210230264150e+00
4.812962592518503335e+00,1.405679800552899650e+00,-2.551850738253044870e+00,9.914015163608175252e-01,2.370570371071310412e+00
4.818963792758551357e+00,1.419927583763082479e+00,-2.542559148623931176e+00,9.983208443107284280e-01,2.377715601259609457e+00
4.824964992998599378e+00,1.434217764586801946e+00,-2.533125094554187662e+00,1.005284119148694533e+00,2.384697229025807719e+00
4.830966193238647399e+00,1.448549337733954889e+00,-2.523546800450520600e+00,1.012290591017618979e+00,2.391507462484406599e+00
4.836967393478695421e+00,1.462921249296714965e+00,-2.513822490013894129e+00,1.019339484278115826e+00,2.398138391171276140e+00
4.842968593718743442e+00,1.477332396749532872e+00,-2.503950386239532921e+00,1.026429997508510716e+00,2.404581987664133891e+00
4.848969793958791463e+00,1.491781628949135463e+00,-2.493928711416920407e+00,1.033561303504840989e+00,2.410830109287528167e+00
4.854970994198839485e+00,1.506267746134527075e+00,-2.483755687129798329e+00,1.040732549280855679e+00,2.416874499903903128e+00
4.860972194438887506e+00,1.520789499926987753e+00,-2.473429534256168960e+00,1.047942856068014850e+00,2.422706791792301306e+00
4.866973394678935527e+00,1.535345593330075253e+00,-2.462948472968292446e+00,1.055191319315490706e+00,2.428318507616277877e+00
4.872974594918983549e+00,1.549934680729623260e+00,-2.452310722732688575e+00,1.062477008690166480e+00,2.433701062482557020e+00
4.878975795159031570e+00,1.564555364787980407e+00,-2.441514508295569374e+00,1.069798966185381284e+00,2.438845768016485227e+00
4.884976995399079591e+00,1.579206186029105785e+00,-2.430558074984575434e+00,1.077156199872889797e+00,2.443743836869447517e+00
4.890978195639127613e+00,1.593885640082079780e+00,-2.419439654162256037e+00,1.084547694408435570e+00,2.448386373539675365e+00
4.896979395879175634e+00,1.608592168223976548e+00,-2.408157487571753297e+00,1.091972405136052204e+00,2.452764388802376683e+00
4.902980596119223655e+00,1.623324155937348356e+00,-2.396709830448047640e+00,1.099429257202572563e+00,2.456868804236876258e+00
4.908981796359271677e+00,1.638079932910226022e+00,-2.385094951517958695e+00,1.106917145557626991e+00,2.460690455685909939e+00
4.914982996599319698e+00,1.652857773036117806e+00,-2.373311133000145734e+00,1.114434934953644873e+00,2.464220096834746077e+00
4.920984196839367719e+00,1.667655894414010298e+00,-2.361356670605108565e+00,1.121981459945853743e+00,2.467448402911363026e+00
4.926985397079415741e+00,1.682472459348368865e+00,-2.349229873535184421e+00,1.129555524892280172e+00,2.470365974508857310e+00
4.932986597319463762e+00,1.697305574349135870e+00,-2.336929064484551066e+00,1.137155903953748437e+00,2.472963341531253967e+00
4.938987797559511783e+00,1.712153290131732675e+00,-2.324452579639226357e+00,1.144781341093882077e+00,2.475230967263837289e+00
4.944988997799559804e+00,1.727013601617058525e+00,-2.311798768677066462e+00,1.152430550079102334e+00,2.477159252569074432e+00
4.950990198039607826e+00,1.741884446089486671e+00,-2.298966005768788623e+00,1.160102213289633255e+00,2.478738550051346134e+00
4.956991398279655847e+00,1.756763697950729508e+00,-2.285952700854636532e+00,1.167794978570294351e+00,2.479959175186228659e+00
4.962992598519703868e+00,1.771649174953638939e+00,-2.272757262788994925e+00,1.175507463237231542e+00,2.480811378457527194e+00
4.968993798759751890e+00,1.786538636335285757e+00,-2.259378130822956354e+00,1.183238252624549958e+00,2.481285382575403542e+00
4.974994998999799911e+00,1.801429782602959051e+00,-2.245813776458521094e+00,1.190985899939224213e+00,2.481371389948345385e+00
4.980996199239847932e+00,1.816320255534166650e+00,-2.232062703448597585e+00,1.198748926261097747e+00,2.481059588538510052e+00
4.986997399479895954e+00,1.831207638176634456e+00,-2.218123447797000214e+00,1.206525820542883265e+00,2.480340157858977879e+00
4.992998599719943975e+00,1.846089454848306888e+00,-2.203994577758452866e+00,1.214315039610162739e+00,2.479203275112785043e+00
4.998999799959991996e+00,1.860963171137347327e+00,-2.189674693838585817e+00,1.222115008161386962e+00,2.477639121473574235e+00
5.005001000200040018e+00,1.875826193902137229e+00,-2.175162428793937064e+00,1.229924118767875996e+00,2.475637888507586926e+00
5.011002200440088039e+00,1.890675871271276565e+00,-2.160456447631952326e+00,1.237740731873819167e+00,2.473189784736667285e+00
5.017003400680136060e+00,1.905509492643583602e+00,-2.145555447610985045e+00,1.245563175796274846e+00,2.470285042341851423e+00
5.023004600920184082e+00,1.920324292915349895e+00,-2.130458183867843580e+00,1.253389748944382154e+00,2.466913959389769762e+00
5.029005801160232103e+00,1.935117443700407724e+00,-2.115163452838606073e+00,1.261218714899233539e+00,2.463066878019267492e+00
5.035007001400280124e+00,1.949886053519377160e+00,-2.099670075060941610e+00,1.269048302661247352e+00,2.458734171440100535e+00
5.041008201640328146e+00,1.964627176265359765e+00,-2.083976926182498524e+00,1.276876711264064879e+00,2.453906298091419025e+00
5.047009401880376167e+00,1.979337811208134790e+00,-2.068082936979749764e+00,1.284702109776810097e+00,2.448573809790040912e+00
5.053010602120423300e+00,1.994014902994156735e+00,-2.051987093357992897e+00,1.292522637304087452e+00,2.442727359980388258e+00
5.059011802360471322e+00,2.008655341646564452e+00,-2.035688436351343444e+00,1.300336402985987849e+00,2.436357712110650997e+00
5.065013002600519343e+00,2.023255962565166932e+00,-2.019186062122745096e+00,1.308141485998080000e+00,2.429455748132514969e+00
5.071014202840567364e+00,2.037813546526455077e+00,-2.002479121963963937e+00,1.315935935551416636e+00,2.422012477121683549e+00
5.077015403080615386e+00,2.052324819683595258e+00,-1.985566822295589562e+00,1.323717770892532730e+00,2.414019044016260551e+00
5.083016603320663407e+00,2.066786453566432868e+00,-1.968448424667034402e+00,1.331484981303445503e+00,2.405466738469981269e+00
5.089017803560711428e+00,2.081195065081490547e+00,-1.951123245756534397e+00,1.339235526101653750e+00,2.396347003817129284e+00
5.095019003800759450e+00,2.095547233197933679e+00,-1.933590684060925158e+00,1.346967344080003182e+00,2.386651497252202603e+00
5.101020204040807471e+00,2.109839484283479116e+00,-1.915850212096609217e+00,1.354678345111199889e+00,2.376372074681889490e+00
5.107021404280855492e+00,2.124068272087386244e+00,-1.897901339694608946e+00,1.362366398852239868e+00,2.365500733068682582e+00
5.113022604520903514e+00,2.138230010867288478e+00,-1.879743656756169612e+00,1.370029353550049844e+00,2.354029708176820002e+00
5.119023804760951535e+00,2.152321075658967242e+00,-1.861376833635620676e+00,1.377665036194417603e+00,2.341951484948709972e+00
