t,N,P_mate,Q_env,dN_dt,dN_dt_noisy
1.974394878975795109e+01,8.743704144877408169e+01,1.596239228338192504e+02,3.745062070653026609e+01,-1.955827082589678412e-02,-4.372566050645498303e-01
1.976395279055811116e+01,8.743665091676088252e+01,1.596364100276402667e+02,3.746314628479194653e+01,-1.950880585319225702e-02,-5.237337885057575804e-01
1.978395679135827123e+01,8.743626140601392649e+01,1.596488437208955986e+02,3.747564644195928452e+01,-1.945953656483823124e-02,1.078377319248373212e+00
1.980396079215843130e+01,8.743587288822932635e+01,1.596612241385659843e+02,3.748812123004566388e+01,-1.941029902100410709e-02,4.565013744828814723e-01
1.982396479295859137e+01,8.743548533040470261e+01,1.596735515050532399e+02,3.750057070099417444e+01,-1.936089881354519093e-02,2.694051057816235217e-01
1.984396879375875145e+01,8.743509869483919772e+01,1.596858260441801178e+02,3.751299490667756942e+01,-1.931111106817695600e-02,-1.964763320783033951e-01
1.986397279455891152e+01,8.743471294111985515e+01,1.596980479790508696e+02,3.752539389888325161e+01,-1.926069330275481661e-02,-1.259597786835671140e-01
1.988397679535907159e+01,8.743432809391271121e+01,1.597102175271723468e+02,3.753776772879214718e+01,-1.920982415624905570e-02,-1.987558920378628691e-01
1.990398079615923166e+01,8.743394419777175131e+01,1.597223349034649118e+02,3.755011644731153808e+01,-1.915881088825699408e-02,-1.885512251672215867e-01
1.992398479695939173e+01,8.743356127842480419e+01,1.597344003232763328e+02,3.756244010538634370e+01,-1.910783883774058722e-02,-1.228357523138497331e+00
1.994398879775955180e+01,8.743317935710800270e+01,1.597464140014256770e+02,3.757473875389347029e+01,-1.905706419923092199e-02,-5.715677251487941840e-02
1.996399279855971187e+01,8.743279845056579802e+01,1.597583761522031978e+02,3.758701244364183225e+01,-1.900661402584091775e-02,-2.175734473929025747e-01
1.998399679935987194e+01,8.743241857105098802e+01,1.597702869893703621e+02,3.759926122537235216e+01,-1.895658623131168952e-02,1.185215754022476420e-01
2.000400080016003201e+01,8.743203972632467469e+01,1.597821467261598798e+02,3.761148514975794654e+01,-1.890704959208733271e-02,7.851273199267563840e-02
2.002400480096019209e+01,8.743166191965630674e+01,1.597939555752756462e+02,3.762368426740355432e+01,-1.885804374985866616e-02,4.005009529128910062e-01
2.004400880176035216e+01,8.743128514982363697e+01,1.598057137488928277e+02,3.763585862884609412e+01,-1.880957921326853466e-02,-3.263421942956971911e-02
2.006401280256051223e+01,8.743090941111273651e+01,1.598174214586577762e+02,3.764800828455450699e+01,-1.876163736062608223e-02,3.724542587778247316e-01
2.008401680336067230e+01,8.743053469331800898e+01,1.598290789156880862e+02,3.766013328492972079e+01,-1.871417044181100664e-02,-1.306435681186169928e+00
2.010402080416083237e+01,8.743016098174220474e+01,1.598406863305725381e+02,3.767223368030467867e+01,-1.866710158057571789e-02,-5.765056438677433892e-01
2.012402480496099244e+01,8.742978825719636404e+01,1.598522439133712396e+02,3.768430952094432485e+01,-1.862032477649222528e-02,8.371010737548075786e-01
2.014402880576115251e+01,8.742941649599984544e+01,1.598637518736153709e+02,3.769636085704560458e+01,-1.857370490701271137e-02,-6.353331537660117379e-01
2.016403280656131258e+01,8.742904566998038263e+01,1.598752104203074111e+02,3.770838773873746419e+01,-1.852707773014117265e-02,-1.651794622427496528e-01
2.018403680736147265e+01,8.742867574647397078e+01,1.598866197619211107e+02,3.772039021608085108e+01,-1.848024988559870962e-02,3.278215176616978699e-01
2.020404080816163273e+01,8.742830668832498020e+01,1.598979801064013770e+02,3.773236833906873500e+01,-1.843299889787886059e-02,-4.667927996038564453e-01
2.022404480896179280e+01,8.742793845872786562e+01,1.599092916608225892e+02,3.774432215758928777e+01,-1.838510450545527419e-02,3.358021430899258974e-01
2.024404880976195287e+01,8.742757109258694470e+01,1.599205546262222413e+02,3.775625172087584502e+01,-1.833681036744394532e-02,-7.394650333607110104e-01
2.026405281056211294e+01,8.742720462958119754e+01,1.599317692022162305e+02,3.776815707800844280e+01,-1.828839095031753459e-02,-9.820414828167878252e-01
2.028405681136227301e+01,8.742683909425684874e+01,1.599429355886717303e+02,3.778003827808173298e+01,-1.824002273454539136e-02,-6.899661733748071457e-01
2.030406081216243308e+01,8.742647450686487787e+01,1.599540539849742231e+02,3.779189537012464939e+01,-1.819185434081305175e-02,-8.521255613396343520e-01
2.032406481296259315e+01,8.742611088336094838e+01,1.599651245900276422e+02,3.780372840310045746e+01,-1.814400653115910700e-02,-3.407369392804510122e-02
2.034406881376275322e+01,8.742574823540547868e+01,1.599761476022542865e+02,3.781553742590669032e+01,-1.809657221193106125e-02,-1.840662386792062677e-01
2.036407281456291329e+01,8.742538657036359950e+01,1.599871232195947925e+02,3.782732248737519853e+01,-1.804961643544800154e-02,1.390891792867102739e-01
2.038407681536307337e+01,8.742502589130516810e+01,1.599980516395082191e+02,3.783908363627213589e+01,-1.800317640193327406e-02,-5.429504114451519925e-01
2.040408081616323344e+01,8.742466619700476826e+01,1.600089330589719907e+02,3.785082092129794518e+01,-1.795726146177401006e-02,1.246421424254380295e+00
2.042408481696339351e+01,8.742430748194171031e+01,1.600197676744818693e+02,3.786253439108737950e+01,-1.791185311739695862e-02,-7.272226728116240602e-02
2.044408881776355358e+01,8.742394973630003108e+01,1.600305556820520110e+02,3.787422409420948100e+01,-1.786690502514431955e-02,-4.782559937704067982e-02
2.046409281856371365e+01,8.742359294596847974e+01,1.600412972772149942e+02,3.788589007916760210e+01,-1.782234299734852812e-02,2.030077249753212687e-01
2.048409681936387372e+01,8.742323709254053199e+01,1.600519926550217633e+02,3.789753239439939136e+01,-1.777806500437861814e-02,-1.465779418400138812e-01
2.050410082016403379e+01,8.742288215331440426e+01,1.600626420100415430e+02,3.790915108827679347e+01,-1.773394117650184398e-02,-3.404943331560688069e-01
2.052410482096419386e+01,8.742252810129302532e+01,1.600732455363620375e+02,3.792074620910606342e+01,-1.768981380553213967e-02,1.820945786712855480e-02
2.054410882176435393e+01,8.742217490518406464e+01,1.600838034275893449e+02,3.793231780512773810e+01,-1.764549734740228359e-02,4.347432926960514976e-01
2.056411282256451400e+01,8.742182252939987563e+01,1.600943158768478156e+02,3.794386592451667894e+01,-1.760077842311602581e-02,3.082787476214053357e-01
2.058411682336467408e+01,8.742147093617919040e+01,1.601047830766307811e+02,3.795539061536594971e+01,-1.755542954579425441e-02,4.464847473894822949e-01
2.060412082416483415e+01,8.742112015172344286e+01,1.601152052140303113e+02,3.796689192517845868e+01,-1.750963693018547929e-02,-3.063999860422266241e-01
2.062412482496499422e+01,8.742077021866494135e+01,1.601255824739453146e+02,3.797836990121808753e+01,-1.746369299785044404e-02,-4.116145488726281609e-01
2.064412882576515429e+01,8.742042116140206076e+01,1.601359150417889623e+02,3.798982459078954577e+01,-1.741777215126205647e-02,9.781657643494006127e-01
2.066413282656531436e+01,8.742007300022436311e+01,1.601462031025371289e+02,3.800125604113409850e+01,-1.737202215069544309e-02,-1.433169047516457129e-01
2.068413682736547443e+01,8.741972575131255496e+01,1.601564468407281367e+02,3.801266429942959491e+01,-1.732656411554955866e-02,2.155203088609177753e-01
2.070414082816563450e+01,8.741937942673851580e+01,1.601666464404629835e+02,3.802404941279045403e+01,-1.728149252622301901e-02,3.456794269116005847e-01
2.072414482896579457e+01,8.741903403446524123e+01,1.601768020854051997e+02,3.803541142826767896e+01,-1.723687522611783152e-02,6.870143007583895400e-01
2.074414882976595464e+01,8.741868957834695664e+01,1.601869139587809059e+02,3.804675039284882843e+01,-1.719275342392734274e-02,-6.988068701663638915e-01
2.076415283056611472e+01,8.741834605812900350e+01,1.601969822433787840e+02,3.805806635345804523e+01,-1.714914169464520910e-02,-2.631837563142462866e-01
2.078415683136627479e+01,8.741800346944788203e+01,1.602070071215501628e+02,3.806935935695604911e+01,-1.710602798183913364e-02,-2.397526804894698493e-01
2.080416083216643486e+01,8.741766180383127960e+01,1.602169887752088187e+02,3.808062945014011547e+01,-1.706337359966880740e-02,-1.736037173892770458e-01
2.082416483296659493e+01,8.741732104869799969e+01,1.602269273858312317e+02,3.809187667974411085e+01,-1.702111323403698862e-02,-1.229138670871391170e+00
2.084416883376675500e+01,8.741698118735806133e+01,1.602368231344563867e+02,3.810310109243847165e+01,-1.697915494514745660e-02,-7.077720239355375642e-02
2.086417283456691507e+01,8.741664219901259969e+01,1.602466762016858297e+02,3.811430273483020414e+01,-1.693738016882662123e-02,-1.469524013606570367e+00
2.088417683536707514e+01,8.741630405875392285e+01,1.602564867676837821e+02,3.812548165346288442e+01,-1.689564371820040378e-02,1.266510552309049464e-01
2.090418083616723521e+01,8.741596673756551183e+01,1.602662550121769414e+02,3.813663789481667976e+01,-1.685377378571217832e-02,2.465700838494759850e-01
2.092418483696739528e+01,8.741563020232200643e+01,1.602759811144546234e+02,3.814777150530829886e+01,-1.681157194479965256e-02,2.768995980912458688e-01
2.094418883776755536e+01,8.741529441578917670e+01,1.602856652533687338e+02,3.815888253129105578e+01,-1.676881315141542927e-02,-6.243096450741375536e-01
2.096419283856771543e+01,8.741495937202076050e+01,1.602953076047996319e+02,3.816997101878418164e+01,-1.672547466154128415e-02,4.557984345163946793e-01
2.098419683936787550e+01,8.741462512371734306e+01,1.603049083395129060e+02,3.818103701325129151e+01,-1.668191294331222707e-02,-4.536355475181342300e-01
2.100420084016803557e+01,8.741429169644878527e+01,1.603144676293967734e+02,3.819208056026270270e+01,-1.663830893623696738e-02,-6.350518851929337627e-01
2.102420484096819564e+01,8.741395911144473985e+01,1.603239856459719874e+02,3.820310170533059591e+01,-1.659481545067365005e-02,-5.115093020907224286e-01
2.104420884176835571e+01,8.741362738600288651e+01,1.603334625603632162e+02,3.821410049390600250e+01,-1.655155981070777216e-02,-4.450706905578344363e-01
2.106421284256851578e+01,8.741329653348901729e+01,1.603428985432991283e+02,3.822507697137876193e+01,-1.650864385553063585e-02,6.524607531670723048e-02
2.108421684336867585e+01,8.741296656333695125e+01,1.603522937651123073e+02,3.823603118307753590e+01,-1.646614394137202453e-02,3.915392080860955470e-01
2.110422084416883592e+01,8.741263748104853448e+01,1.603616483957393086e+02,3.824696317426979419e+01,-1.642411094267970384e-02,-1.071452133678318264e+00
2.112422484496899600e+01,8.741230928819371115e+01,1.603709626047206314e+02,3.825787299016185727e+01,-1.638257025417999557e-02,-2.910210890854414978e-01
2.114422884576915607e+01,8.741198198241046668e+01,1.603802365612007748e+02,3.826876067589883235e+01,-1.634152179286729734e-02,4.306443038533001588e-01
2.116423284656931614e+01,8.741165555740484194e+01,1.603894704339281816e+02,3.827962627656467731e+01,-1.630093999895620982e-02,8.179653138306716698e-02
2.118423684736947621e+01,8.741133000295091904e+01,1.603986643912551813e+02,3.829046983718214392e+01,-1.626077383788526731e-02,2.346258708955912820e-01
2.120424084816963628e+01,8.741100530489084974e+01,1.604078186011381320e+02,3.830129140271283461e+01,-1.622094680219277052e-02,-7.685564315939329427e-01
2.122424484896979635e+01,8.741068144513484128e+01,1.604169332311373637e+02,3.831209101805713857e+01,-1.618135691253996811e-02,4.581873496560135428e-01
2.124424884976995642e+01,8.741035840166114212e+01,1.604260084484171216e+02,3.832286872805428857e+01,-1.614187671992795003e-02,-8.006139639690144083e-01
2.126425285057011649e+01,8.741003614851607040e+01,1.604350444197455943e+02,3.833362457748233254e+01,-1.610235330697662448e-02,7.893337870759888075e-02
2.128425685137027656e+01,8.740971465581398547e+01,1.604440413114949706e+02,3.834435861105814070e+01,-1.606260828945949015e-02,6.645660871545371329e-01
2.130426085217043664e+01,8.740939388973733060e+01,1.604529992896413830e+02,3.835507087343740551e+01,-1.602243781822210167e-02,9.236527571052604024e-01
2.132426485297059671e+01,8.740907381583981817e+01,1.604619185195308546e+02,3.836576140918957378e+01,-1.598163393821039335e-02,2.397866410849452401e-01
2.134426885377075678e+01,8.740875446551086725e+01,1.604707991610665943e+02,3.837643026228633403e+01,-1.594041432187509599e-02,4.245441866572708944e-01
2.136427285457091685e+01,8.740843587788619118e+01,1.604796413727146387e+02,3.838707747653475622e+01,-1.589904665780750292e-02,-3.190648637436859225e-01
2.138427685537107692e+01,8.740811807592621108e+01,1.604884453134305602e+02,3.839770309577487239e+01,-1.585769399048331252e-02,-2.565797601084422452e-01
2.140428085617123699e+01,8.740780107882716266e+01,1.604972111418124996e+02,3.840830716378773246e+01,-1.581649497182979758e-02,5.688951907219563786e-01
2.142428485697139351e+01,8.740748490202108201e+01,1.605059390161012800e+02,3.841888972429544680e+01,-1.577556386226319773e-02,-1.497237262603105801e-02
2.144428885777155358e+01,8.740716955717581982e+01,1.605146290941803500e+02,3.842945082096117204e+01,-1.573499053266402825e-02,-7.939190246316274457e-02
2.146429285857171365e+01,8.740685505219504137e+01,1.605232815335758403e+02,3.843999049738907559e+01,-1.569484046572711122e-02,-7.209738905592630864e-01
2.148429685937187372e+01,8.740654139121824073e+01,1.605318964914564788e+02,3.845050879712438530e+01,-1.565515475761003472e-02,5.964033418976064094e-02
2.150430086017203379e+01,8.740622857462066975e+01,1.605404741246337039e+02,3.846100576365337531e+01,-1.561595011922634058e-02,3.073157534220927745e-01
2.152430486097219386e+01,8.740591659901346588e+01,1.605490145895615512e+02,3.847148144040335183e+01,-1.557721887832030916e-02,-4.126619564985427036e-01
2.154430886177235394e+01,8.740560545724351016e+01,1.605575180423367385e+02,3.848193587074265309e+01,-1.553892898012065871e-02,-2.690788402044876348e-01
2.156431286257251401e+01,8.740529513839354081e+01,1.605659846386985521e+02,3.849236909798067074e+01,-1.550102398984165575e-02,7.747272740206050390e-01
2.158431686337267408e+01,8.740498562778209646e+01,1.605744145340290459e+02,3.850278116536783557e+01,-1.546342309322312758e-02,7.366965148120825646e-02
2.160432086417283415e+01,8.740467690696350189e+01,1.605828078833528423e+02,3.851317211609561042e+01,-1.542602109866209048e-02,-1.597228438911632298e-01
2.162432486497299422e+01,8.740436895372792492e+01,1.605911648413372177e+02,3.852354199329650442e+01,-1.538868843852014834e-02,-5.838800831081889520e-01
2.164432886577315429e+01,8.740406174210131951e+01,1.605994855622921023e+02,3.853389084004406584e+01,-1.535127117024615018e-02,-3.251407868107695776e-01
2.166433286657331436e+01,8.740375524234548266e+01,1.606077702001700800e+02,3.854421869935288925e+01,-1.531359097833728811e-02,-1.403117164990924093e-01
2.168433686737347443e+01,8.740344942095799752e+01,1.606160189085663603e+02,3.855452561417859414e+01,-1.527544517556123083e-02,6.692884804312975167e-01
2.170434086817363450e+01,8.740314424917725944e+01,1.606242318401129694e+02,3.856481162735317270e+01,-1.523666168300508161e-02,-3.204840107741285804e-01
2.172434486897379458e+01,8.740283976933585564e+01,1.606324091416341844e+02,3.857507678107177895e+01,-1.519752794808937324e-02,8.819703557849378761e-01
2.174434886977395465e+01,8.740253601450929466e+01,1.606405509598180856e+02,3.858532111750013627e+01,-1.515827151257553851e-02,-4.795021799880065383e-01
2.176435287057411472e+01,8.740223300647407711e+01,1.606486574415629889e+02,3.859554467880452222e+01,-1.511904682530484934e-02,-1.939124492383315634e-01
2.178435687137427479e+01,8.740193076340148082e+01,1.606567287334460730e+02,3.860574750709445624e+01,-1.507998497928042525e-02,4.066918389761784991e-01
2.180436087217443486e+01,8.740162929985766027e+01,1.606647649817232377e+02,3.861592964442267117e+01,-1.504119371395518101e-02,-1.351386592814968479e-01
2.182436487297459493e+01,8.740132862680350456e+01,1.606727663323291893e+02,3.862609113278515593e+01,-1.500275741562973053e-02,-4.301337786159330490e-01
2.184436887377475500e+01,8.740102875159475104e+01,1.606807329308773262e+02,3.863623201412109154e+01,-1.496473711991086475e-02,-8.088644286074804512e-02
2.186437287457491507e+01,8.740072967798194270e+01,1.606886649226599388e+02,3.864635233031293637e+01,-1.492717051245051607e-02,2.094290762020162289e-01
2.188437687537507514e+01,8.740043140611044237e+01,1.606965624526480383e+02,3.865645212318633384e+01,-1.489007193070790436e-02,-8.727571793552327817e-01
2.190438087617523522e+01,8.740013393252040430e+01,1.607044256654913852e+02,3.866653143451019048e+01,-1.485343236514324872e-02,-1.391216052394784186e-01
2.192438487697539529e+01,8.739983725014678839e+01,1.607122547055185464e+02,3.867659030599662628e+01,-1.481721946039726845e-02,-6.948553168622009779e-02
2.194438887777555536e+01,8.739954134831938859e+01,1.607200497167368667e+02,3.868662877930099597e+01,-1.478137751736596783e-02,-2.166552574801989817e-01
2.196439287857571543e+01,8.739924621276279026e+01,1.607278108428324686e+02,3.869664689602188901e+01,-1.474582749376907032e-02,3.529322056957261422e-01
2.198439687937587550e+01,8.739895182559638442e+01,1.607355382271702524e+02,3.870664469770112248e+01,-1.471046700575584509e-02,-2.989865517636931536e-01
2.200440088017603557e+01,8.739865816533439613e+01,1.607432320127938681e+02,3.871662222582374113e+01,-1.467517032973830737e-02,-1.969325946229056878e-01
2.202440488097619564e+01,8.739836520688582766e+01,1.607508923424257148e+02,3.872657952181801733e+01,-1.463978840276070059e-02,4.181505278502903322e-03
2.204440888177635571e+01,8.739807292155452956e+01,1.607585193584670833e+02,3.873651662705547238e+01,-1.460414882477323317e-02,3.498203983329568056e-01
2.206441288257651578e+01,8.739778127703912958e+01,1.607661132029979285e+02,3.874643358285082684e+01,-1.456805585941367553e-02,-1.251493646832688988e-01
2.208441688337667586e+01,8.739749024336393290e+01,1.607736740173544092e+02,3.875633043041700176e+01,-1.453132876599738665e-02,7.437673066848811132e-01
2.210442088417683593e+01,8.739719985879581543e+01,1.607812019373286603e+02,3.876620721035644834e+01,-1.449422780791564946e-02,-4.683533778197798148e-01
2.212442488497699600e+01,8.739691015785602701e+01,1.607886970982279138e+02,3.877606396320295090e+01,-1.445698897990155274e-02,6.288001871871412574e-01
2.214442888577715607e+01,8.739662116203869857e+01,1.607961596357334031e+02,3.878590072950687073e+01,-1.441976403383193883e-02,-4.433305395891641298e-01
2.216443288657731614e+01,8.739633288938333067e+01,1.608035896852387339e+02,3.879571754976398523e+01,-1.438268234755923913e-02,-9.591592333549638083e-02
2.218443688737747621e+01,8.739604535447487876e+01,1.608109873818500546e+02,3.880551446441542396e+01,-1.434585092704310227e-02,1.676772417567313767e-01
2.220444088817763628e+01,8.739575856844369639e+01,1.608183528603859997e+02,3.881529151384773968e+01,-1.430935440700409345e-02,1.013110576222847614e+00
2.222444488897779635e+01,8.739547253896552093e+01,1.608256862553775761e+02,3.882504873839284443e+01,-1.427325505278531637e-02,4.336398182737616902e-01
2.224444888977795642e+01,8.739518727026153044e+01,1.608329877010683902e+02,3.883478617832806634e+01,-1.423759276102032345e-02,-2.171690175394921096e-01
2.226445289057811650e+01,8.739490276309831529e+01,1.608402573314144206e+02,3.884450387387609993e+01,-1.420238506160842462e-02,6.353571727342521847e-01
2.228445689137827657e+01,8.739461901478783545e+01,1.608474952800841322e+02,3.885420186520504160e+01,-1.416762711818364551e-02,-1.210200795650369088e-01
2.230446089217843664e+01,8.739433601918752004e+01,1.608547016804585041e+02,3.886388019242837544e+01,-1.413329173037425335e-02,-4.098562198801981027e-01
2.232446489297859671e+01,8.739405376670015357e+01,1.608618766656309162e+02,3.887353889560497322e+01,-1.409932933383117870e-02,2.102430165595100819e-01
2.234446889377875678e+01,8.739377224427396129e+01,1.608690203684072628e+02,3.888317801473909441e+01,-1.406566800271491502e-02,3.316975601393352957e-02
2.236447289457891685e+01,8.739349143540258069e+01,1.608761329213058957e+02,3.889279758978038615e+01,-1.403221345009342258e-02,4.628009701815242738e-01
2.238447689537907692e+01,8.739321132012504734e+01,1.608832144565576527e+02,3.890239766062389748e+01,-1.399884902942005738e-02,-2.888680311030767389e-01
2.240448089617923699e+01,8.739293187502582327e+01,1.608902651061057725e+02,3.891197826711005092e+01,-1.396543573578412634e-02,1.767863130946784322e-01
2.242448489697939706e+01,8.739265307323474019e+01,1.608972850016060647e+02,3.892153944902465668e+01,-1.393181220687722544e-02,3.033428542105071624e-01
2.244448889777955713e+01,8.739237488442708468e+01,1.609042742744267400e+02,3.893108124609892684e+01,-1.389779472479801825e-02,1.251249850505420369e-01
2.246449289857971721e+01,8.739209727506469960e+01,1.609112330556314134e+02,3.894060369800764221e+01,-1.386317877479825711e-02,-2.835494482047728679e-02
2.248449689937987728e+01,8.739182025991702574e+01,1.609181614722601239e+02,3.895010684397441025e+01,-1.382807195217594654e-02,-3.626372589976764038e-01
2.250450090018003735e+01,8.739154388346815949e+01,1.609250596485046287e+02,3.895959072290120417e+01,-1.379277380138432818e-02,4.380831218763094337e-01
2.252450490098019742e+01,8.739126816772645157e+01,1.609319277096090843e+02,3.896905537377853790e+01,-1.375743858845623890e-02,5.485481156776042533e-02
2.254450890178035749e+01,8.739099313138822822e+01,1.609387657805615390e+02,3.897850083554443046e+01,-1.372219913450578588e-02,2.344297871199226835e-01
2.256451290258051756e+01,8.739071878983776287e+01,1.609455739860938763e+02,3.898792714708442020e+01,-1.368716681704995608e-02,-1.890762872473459866e-01
2.258451690338067763e+01,8.739044515514730449e+01,1.609523524506818148e+02,3.899733434723155767e+01,-1.365243157103179783e-02,-7.146586199955771469e-03
2.260452090418083770e+01,8.739017223607703500e+01,1.609591012985449652e+02,3.900672247476641985e+01,-1.361806189025571712e-02,-5.322320577426149502e-01
2.262452490498099777e+01,8.738990003807508344e+01,1.609658206536467446e+02,3.901609156841708170e+01,-1.358410482801275521e-02,2.917854273988823577e-02
2.264452890578115785e+01,8.738962856327755446e+01,1.609725106396944625e+02,3.902544166685915172e+01,-1.355058599887115633e-02,3.690545758282844369e-01
2.266453290658131792e+01,8.738935781050848561e+01,1.609791713801392063e+02,3.903477280871572930e+01,-1.351750957961428412e-02,3.297913346030176968e-02
2.268453690738147799e+01,8.738908777527990424e+01,1.609858029981759842e+02,3.904408503255745444e+01,-1.348485831047696593e-02,4.162115469486453723e-01
2.270454090818163806e+01,8.738881844979177060e+01,1.609924056167436390e+02,3.905337837690246516e+01,-1.345259349604077670e-02,1.430026475652951823e-01
2.272454490898179813e+01,8.738854982293199214e+01,1.609989793585248492e+02,3.906265288021641879e+01,-1.342065500659828103e-02,6.685076600030607219e-01
2.274454890978195820e+01,8.738828188027642341e+01,1.610055243459461565e+02,3.907190858091248487e+01,-1.338896127900568445e-02,-1.084137773554070677e-01
2.276455291058211827e+01,8.738801460408892297e+01,1.610120407011779093e+02,3.908114551735135223e+01,-1.335740931861550962e-02,-8.326725225950704079e-01
2.278455691138227834e+01,8.738774797332123967e+01,1.610185285461344051e+02,3.909036372784122904e+01,-1.332587469897816845e-02,2.029182398438069135e-01
2.280456091218243841e+01,8.738748196361314058e+01,1.610249880024736626e+02,3.909956325063782145e+01,-1.329421156451360275e-02,-9.588895550329486206e-02
2.282456491298259849e+01,8.738721654729228305e+01,1.610314191915976778e+02,3.910874412394436916e+01,-1.326225263012759115e-02,-5.004089437714573929e-01
2.284456891378275856e+01,8.738695169337434265e+01,1.610378222346521966e+02,3.911790638591161695e+01,-1.322980918382654636e-02,3.124028697775560470e-01
2.286457291458291863e+01,8.738668737833540945e+01,1.610441972517547526e+02,3.912705007455581097e+01,-1.319674068037102188e-02,1.189678289469477401e-01
2.288457691538307870e+01,8.738642364701634335e+01,1.610505443575247568e+02,3.913617522728660703e+01,-1.316334819254905142e-02,2.095059527747608619e-01
2.290458091618323877e+01,8.738616052875474338e+01,1.610568636670661533e+02,3.914528188154324795e+01,-1.312983258527822272e-02,-1.793178079786238999e-01
2.292458491698339884e+01,8.738589804359783386e+01,1.610631552956834867e+02,3.915437007476027276e+01,-1.309633466252080325e-02,8.542724746135665903e-02
2.294458891778355891e+01,8.738563620841557622e+01,1.610694193584542973e+02,3.916343984432180747e+01,-1.306297466196326695e-02,1.141065474157491599e-01
2.296459291858371898e+01,8.738537503690072583e+01,1.610756559702292350e+02,3.917249122756162194e+01,-1.302985225649422318e-02,8.742977010143557770e-01
2.298459691938387905e+01,8.738511453956877517e+01,1.610818652456319171e+02,3.918152426176305170e+01,-1.299704655501443540e-02,-3.549769287843568266e-01
2.300460092018403913e+01,8.738485472375803909e+01,1.610880472990590704e+02,3.919053898415906190e+01,-1.296461610400001518e-02,-1.821171588269794236e-02
2.302460492098419920e+01,8.738459559362952689e+01,1.610942022446804458e+02,3.919953543193221890e+01,-1.293259888768716337e-02,1.689973072471361026e-01
2.304460892178435927e+01,8.738433715016707026e+01,1.611003301964387617e+02,3.920851364221470448e+01,-1.290101233020379823e-02,-8.752944753779035025e-01
2.306461292258451934e+01,8.738407939117726642e+01,1.611064312680499029e+02,3.921747365208828739e+01,-1.286985329603851369e-02,-8.143540370101353121e-01
2.308461692338467941e+01,8.738382231128943545e+01,1.611125055730026645e+02,3.922641549858435184e+01,-1.283909809075112207e-02,1.070070087323154118e+00
2.310462092418483948e+01,8.738356590195573403e+01,1.611185532245590082e+02,3.923533921868389740e+01,-1.280870246296217374e-02,-8.963681792937963078e-01
2.312462492498499955e+01,8.738331015145102754e+01,1.611245743357538061e+02,3.924424484931751778e+01,-1.277860160477928275e-02,2.746859707228502256e-01
2.314462892578515962e+01,8.738305504487297526e+01,1.611305690193950966e+02,3.925313242736541497e+01,-1.274871015250766959e-02,-4.368614131847937676e-01
2.316463292658531969e+01,8.738280056414200203e+01,1.611365373880638288e+02,3.926200198965739929e+01,-1.271892218858283741e-02,-3.942989735641485027e-01
2.318463692738547977e+01,8.738254668800131242e+01,1.611424795541141464e+02,3.927085357297288937e+01,-1.268911124191163253e-02,-1.003951563378082668e+00
2.320464092818563984e+01,8.738229339201686230e+01,1.611483956296730753e+02,3.927968721404091212e+01,-1.265913028893805858e-02,-4.630284164516118017e-01
2.322464492898579991e+01,8.738204064857735887e+01,1.611542857266408078e+02,3.928850294954008859e+01,-1.262881175479435569e-02,3.795604959970466097e-01
2.324464892978595998e+01,8.738178842689433168e+01,1.611601499566905034e+02,3.929730081609865522e+01,-1.259796751439523632e-02,-7.069693879726516306e-01
2.326465293058612005e+01,8.738153671458206873e+01,1.611659884297143606e+02,3.930608085012975295e+01,-1.256652828000426325e-02,2.851469118908869782e-01
2.328465693138627657e+01,8.738128556141836611e+01,1.611718012505546085e+02,3.931484308748758849e+01,-1.253482624164803383e-02,1.441140484326440263e-01
2.330466093218643664e+01,8.738103499151580422e+01,1.611775885253538547e+02,3.932358756413987777e+01,-1.250302776847433961e-02,9.966481219077218956e-01
2.332466493298659671e+01,8.738078502383173429e+01,1.611833503602035478e+02,3.933231431602180805e+01,-1.247126589348113157e-02,-2.497380575223387966e-01
2.334466893378675678e+01,8.738053567427364499e+01,1.611890868609952179e+02,3.934102337902024971e+01,-1.243965391330448256e-02,6.192673656880979260e-01
2.336467293458691685e+01,8.738028695569919080e+01,1.611947981334206474e+02,3.934971478897371355e+01,-1.240828538955440763e-02,4.320261917311655764e-01
2.338467693538707692e+01,8.738003887791617785e+01,1.612004842829716722e+02,3.935838858167238641e+01,-1.237723414952540679e-02,-1.557114428086680546e-01
2.340468093618723699e+01,8.737979144768260653e+01,1.612061454149403801e+02,3.936704479285810976e+01,-1.234655428767439389e-02,-8.438245487557574087e-01
2.342468493698739707e+01,8.737954466870657200e+01,1.612117816344189407e+02,3.937568345822439397e+01,-1.231628016581964857e-02,7.424039096274342997e-01
2.344468893778755714e+01,8.737929854164640631e+01,1.612173930462997191e+02,3.938430461341640410e+01,-1.228642641508770339e-02,-6.944808793368586475e-01
2.346469293858771721e+01,8.737905306411052209e+01,1.612229797552752473e+02,3.939290829403097405e+01,-1.225698793575702439e-02,-2.489649642471548352e-01
2.348469693938787728e+01,8.737880823065755465e+01,1.612285418658381957e+02,3.940149453561659243e+01,-1.222793989943227189e-02,4.293603301006611028e-01
2.350470094018803735e+01,8.737856403279626250e+01,1.612340794822813734e+02,3.941006337367342383e+01,-1.219923774897324620e-02,5.457785466476696712e-01
