t,v,brake_temperature,cart_position,dv_dt
3.342668533706741218e+00,1.646691114441729908e+01,3.103901718263215770e+01,5.996079023658274565e+01,-1.064974803205000597e+00
3.348669733946789240e+00,1.646050966380472147e+01,3.108178064681819208e+01,6.005959230323959019e+01,-1.068425747674114357e+00
3.354670934186837261e+00,1.645408749526628256e+01,3.112449921912385165e+01,6.015835588560668157e+01,-1.071869075673557603e+00
3.360672134426885282e+00,1.644764468516639511e+01,3.116717286321775404e+01,6.025708085711454487e+01,-1.075304421285804723e+00
3.366673334666933304e+00,1.644118128203505691e+01,3.120980154278181828e+01,6.035576709117631111e+01,-1.078731419090166233e+00
3.372674534906981325e+00,1.643469733355994933e+01,3.125238522608848868e+01,6.045441447048060013e+01,-1.082149704261522016e+00
3.378675735147029346e+00,1.642819288917193532e+01,3.129492388496118949e+01,6.055302288483388651e+01,-1.085558912842819801e+00
3.384676935387077368e+00,1.642166800661635051e+01,3.133741748401578064e+01,6.065159220933112039e+01,-1.088958681659608629e+00
3.390678135627125389e+00,1.641512274569980434e+01,3.137986598806383043e+01,6.075012231942081087e+01,-1.092348648282300383e+00
3.396679335867173410e+00,1.640855716819395482e+01,3.142226936224152922e+01,6.084861309116707417e+01,-1.095728451087005784e+00
3.402680536107220988e+00,1.640197133783551209e+01,3.146462757200970017e+01,6.094706440124960523e+01,-1.099097729316759864e+00
3.408681736347269009e+00,1.639536532032622418e+01,3.150694058315380630e+01,6.104547612696374870e+01,-1.102456123142855793e+00
3.414682936587317030e+00,1.638873918333289481e+01,3.154920836178392918e+01,6.114384814622040665e+01,-1.105803273726267077e+00
3.420684136827365052e+00,1.638209299648736561e+01,3.159143087433478669e+01,6.124218033754610246e+01,-1.109138823279145480e+00
3.426685337067413073e+00,1.637542683138654098e+01,3.163360808756572595e+01,6.134047258008295955e+01,-1.112462415126367121e+00
3.432686537307461094e+00,1.636874076159235258e+01,3.167573996856072682e+01,6.143872475358871554e+01,-1.115773693767103891e+00
3.438687737547509116e+00,1.636203486263179130e+01,3.171782648472839838e+01,6.153693673843667966e+01,-1.119072304936411744e+00
3.444688937787557137e+00,1.635530921199689303e+01,3.175986760380198248e+01,6.163510841561580378e+01,-1.122357895666805438e+00
3.450690138027605158e+00,1.634856388914474223e+01,3.180186329383935373e+01,6.173323966673061847e+01,-1.125630114349803090e+00
3.456691338267653180e+00,1.634179897549746130e+01,3.184381352322301240e+01,6.183133037400126142e+01,-1.128888610797416980e+00
3.462692538507701201e+00,1.633501455444223183e+01,3.188571826066008796e+01,6.192938042026347745e+01,-1.132133036303580198e+00
3.468693738747749222e+00,1.632821071133127688e+01,3.192757747518235334e+01,6.202738968896859717e+01,-1.135363043705475361e+00
3.474694938987797244e+00,1.632138753348186100e+01,3.196939113614619643e+01,6.212535806418358675e+01,-1.138578287444754755e+00
3.480696139227845265e+00,1.631454511017630438e+01,3.201115921323264502e+01,6.222328543059098394e+01,-1.141778423628629469e+00
3.486697339467893286e+00,1.630768353266197224e+01,3.205288167644736319e+01,6.232117167348894782e+01,-1.144963110090804204e+00
3.492698539707941308e+00,1.630080289415127126e+01,3.209455849612063361e+01,6.241901667879123039e+01,-1.148132006452243337e+00
3.498699739947989329e+00,1.629390328982166025e+01,3.213618964290736812e+01,6.251682033302719077e+01,-1.151284774181744686e+00
3.504700940188037350e+00,1.628698481681564658e+01,3.217777508778712559e+01,6.261458252334178809e+01,-1.154421076656298562e+00
3.510702140428085372e+00,1.628004757424078264e+01,3.221931480206409049e+01,6.271230313749559571e+01,-1.157540579221220556e+00
3.516703340668133393e+00,1.627309166316965872e+01,3.226080875736706588e+01,6.280998206386477278e+01,-1.160642949250025202e+00
3.522704540908181414e+00,1.626611718663993145e+01,3.230225692564949469e+01,6.290761919144108560e+01,-1.163727856204040290e+00
3.528705741148229436e+00,1.625912424965428471e+01,3.234365927918945260e+01,6.300521440983192178e+01,-1.166794971691718530e+00
3.534706941388277457e+00,1.625211295918046162e+01,3.238501579058964808e+01,6.310276760926024053e+01,-1.169843969527646355e+00
3.540708141628325478e+00,1.624508342415124673e+01,3.242632643277740812e+01,6.320027868056462950e+01,-1.172874525791223865e+00
3.546709341868373500e+00,1.623803575546447675e+01,3.246759117900470670e+01,6.329774751519926923e+01,-1.175886318884991066e+00
3.552710542108421521e+00,1.623097006598302983e+01,3.250881000284813638e+01,6.339517400523394031e+01,-1.178879029592592387e+00
3.558711742348469542e+00,1.622388647053483268e+01,3.254998287820892244e+01,6.349255804335403042e+01,-1.181852341136349738e+00
3.564712942588517564e+00,1.621678508591286061e+01,3.259110977931293007e+01,6.358989952286053438e+01,-1.184805939234438332e+00
3.570714142828565585e+00,1.620966603087513391e+01,3.263219068071065010e+01,6.368719833767003990e+01,-1.187739512157625743e+00
3.576715343068613606e+00,1.620252942614472147e+01,3.267322555727719191e+01,6.378445438231474185e+01,-1.190652750785581970e+00
3.582716543308661628e+00,1.619537539440974072e+01,3.271421438421231898e+01,6.388166755194244217e+01,-1.193545348662724326e+00
3.588717743548709649e+00,1.618820406032334702e+01,3.275515713704040621e+01,6.397883774231654286e+01,-1.196417002053578038e+00
3.594718943788757670e+00,1.618101555050375495e+01,3.279605379161046841e+01,6.407596484981604590e+01,-1.199267409997650802e+00
3.600720144028805692e+00,1.617380999353422055e+01,3.283690432409615312e+01,6.417304877143554620e+01,-1.202096274363785300e+00
3.606721344268853713e+00,1.616658751996304488e+01,3.287770871099573355e+01,6.427008940478528132e+01,-1.204903299903986369e+00
3.612722544508901734e+00,1.615934826230357757e+01,3.291846692913210859e+01,6.436708664809103198e+01,-1.207688194306691498e+00
3.618723744748949755e+00,1.615209235503421681e+01,3.295917895565283118e+01,6.446404040019423576e+01,-1.210450668249485773e+00
3.624724944988997333e+00,1.614481993459840581e+01,3.299984476803005151e+01,6.456095056055190184e+01,-1.213190435451225513e+00
3.630726145229045354e+00,1.613753113940463635e+01,3.304046434406057386e+01,6.465781702923665364e+01,-1.215907212723568609e+00
3.636727345469093375e+00,1.613022610982644167e+01,3.308103766186583528e+01,6.475463970693671456e+01,-1.218600720021884465e+00
3.642728545709141397e+00,1.612290498820241424e+01,3.312156469989189134e+01,6.485141849495592226e+01,-1.221270680495541106e+00
3.648729745949189418e+00,1.611556791883618089e+01,3.316204543690943041e+01,6.494815329521368596e+01,-1.223916820537530148e+00
3.654730946189237439e+00,1.610821504799642057e+01,3.320247985201378071e+01,6.504484401024504336e+01,-1.226538869833445622e+00
3.660732146429285461e+00,1.610084652391686078e+01,3.324286792462488904e+01,6.514149054320064636e+01,-1.229136561409776007e+00
3.666733346669333482e+00,1.609346249053576372e+01,3.328320963576360469e+01,6.523809280056167381e+01,-1.231709630996096427e+00
3.672734546909381503e+00,1.608606306823341825e+01,3.332350497250584453e+01,6.533465070155516230e+01,-1.234257814991825075e+00
3.678735747149429525e+00,1.607864840836037956e+01,3.336375391711145255e+01,6.543116415500078631e+01,-1.236780856495226288e+00
3.684736947389477546e+00,1.607121866807196398e+01,3.340395645143906478e+01,6.552763306878402716e+01,-1.239278502553847305e+00
3.690738147629525567e+00,1.606377400547108891e+01,3.344411255788791948e+01,6.562405735186521838e+01,-1.241750503673749506e+00
3.696739347869573589e+00,1.605631457960825870e+01,3.348422221939786425e+01,6.572043691427953149e+01,-1.244196613862375678e+00
3.702740548109621610e+00,1.604884055048156455e+01,3.352428541944935603e+01,6.581677166713699023e+01,-1.246616590670647673e+00
3.708741748349669631e+00,1.604135207903669880e+01,3.356430214206348239e+01,6.591306152262247053e+01,-1.249010195234282916e+00
3.714742948589717653e+00,1.603384932716694067e+01,3.360427237180191895e+01,6.600930639399567212e+01,-1.251377192314311992e+00
3.720744148829765674e+00,1.602633245771315629e+01,3.364419609376696485e+01,6.610550619559118957e+01,-1.253717350336788217e+00
3.726745349069813695e+00,1.601880163446380578e+01,3.368407329360152147e+01,6.620166084281839858e+01,-1.256030441431684297e+00
3.732746549309861717e+00,1.601125702215494684e+01,3.372390395748911374e+01,6.629777025216158393e+01,-1.258316241470958108e+00
3.738747749549909738e+00,1.600369878647022048e+01,3.376368807215386170e+01,6.639383434117985416e+01,-1.260574530105776470e+00
3.744748949789957759e+00,1.599612709404085997e+01,3.380342562486051605e+01,6.648985302850717005e+01,-1.262805090802890051e+00
3.750750150030005781e+00,1.598854211244569257e+01,3.384311660341441552e+01,6.658582623385231614e+01,-1.265007710880153624e+00
3.756751350270053802e+00,1.598094401021113775e+01,3.388276099616154369e+01,6.668175387799895759e+01,-1.267182181541172348e+00
3.762752550510101823e+00,1.597333295681120191e+01,3.392235879198845083e+01,6.677763588280558338e+01,-1.269328297909071424e+00
3.768753750750149845e+00,1.596570912266748721e+01,3.396190998032233921e+01,6.687347217120554888e+01,-1.271445859059378902e+00
3.774754950990197866e+00,1.595807267914918270e+01,3.400141455113099909e+01,6.696926266720706167e+01,-1.273534668052012764e+00
3.780756151230245887e+00,1.595042379857307147e+01,3.404087249492284428e+01,6.706500729589313892e+01,-1.275594531962365830e+00
3.786757351470293909e+00,1.594276265420352878e+01,3.408028380274688374e+01,6.716070598342167841e+01,-1.277625261911475629e+00
3.792758551710341930e+00,1.593508942025252040e+01,3.411964846619274994e+01,6.725635865702541594e+01,-1.279626673095280331e+00
3.798759751950389951e+00,1.592740427187960073e+01,3.415896647739069181e+01,6.735196524501193949e+01,-1.281598584812943864e+00
3.804760952190437973e+00,1.591970738519191819e+01,3.419823782901155340e+01,6.744752567676368926e+01,-1.283540820494249335e+00
3.810762152430485994e+00,1.591199893724421166e+01,3.423746251426680232e+01,6.754303988273792925e+01,-1.285453207726057645e+00
3.816763352670534015e+00,1.590427910603881223e+01,3.427664052690850838e+01,6.763850779446680406e+01,-1.287335578277811532e+00
3.822764552910582037e+00,1.589654807052564145e+01,3.431577186122937206e+01,6.773392934455728209e+01,-1.289187768126097033e+00
3.828765753150630058e+00,1.588880601060221132e+01,3.435485651206267477e+01,6.782930446669116975e+01,-1.291009617478245275e+00
3.834766953390678079e+00,1.588105310711362606e+01,3.439389447478233564e+01,6.792463309562516827e+01,-1.292800970794970805e+00
3.840768153630725656e+00,1.587328954185258212e+01,3.443288574530286184e+01,6.801991516719077424e+01,-1.294561676812044926e+00
3.846769353870773678e+00,1.586551549755936641e+01,3.447183032007940540e+01,6.811515061829436490e+01,-1.296291588561000019e+00
3.852770554110821699e+00,1.585773115792185450e+01,3.451072819610769216e+01,6.821033938691714127e+01,-1.297990563388857765e+00
3.858771754350869720e+00,1.584993670757551953e+01,3.454957937092407150e+01,6.830548141211518498e+01,-1.299658462976876816e+00
3.864772954590917742e+00,1.584213233210341798e+01,3.458838384260552345e+01,6.840057663401938726e+01,-1.301295153358324130e+00
3.870774154830965763e+00,1.583431821803620387e+01,3.462714160976962319e+01,6.849562499383550573e+01,-1.302900504935256887e+00
3.876775355071013784e+00,1.582649455285212170e+01,3.466585267157454098e+01,6.859062643384415026e+01,-1.304474392494322066e+00
3.882776555311061806e+00,1.581866152497700284e+01,3.470451702771909197e+01,6.868558089740076866e+01,-1.306016695221559942e+00
3.888777755551109827e+00,1.581081932378427446e+01,3.474313467844267223e+01,6.878048832893567521e+01,-1.307527296716222587e+00
3.894778955791157848e+00,1.580296813959495417e+01,3.478170562452531556e+01,6.887534867395399374e+01,-1.309006085003598940e+00
3.900780156031205870e+00,1.579510816367764825e+01,3.482022986728765090e+01,6.897016187903574291e+01,-1.310452952546842686e+00
3.906781356271253891e+00,1.578723958824855877e+01,3.485870740859090944e+01,6.906492789183575098e+01,-1.311867796257808028e+00
3.912782556511301912e+00,1.577936260647147471e+01,3.489713825083696008e+01,6.915964666108369840e+01,-1.313250517506887149e+00
3.918783756751349934e+00,1.577147741245777901e+01,3.493552239696826689e+01,6.925431813658414626e+01,-1.314601022131860475e+00
3.924784956991397955e+00,1.576358420126644511e+01,3.497385985046789614e+01,6.934894226921645100e+01,-1.315919220445738835e+00
3.930786157231445976e+00,1.575568316890403686e+01,3.501215061535954476e+01,6.944351901093487811e+01,-1.317205027243622872e+00
3.936787357471493998e+00,1.574777451232471037e+01,3.505039469620751191e+01,6.953804831476848847e+01,-1.318458361808561019e+00
3.942788557711542019e+00,1.573985842943021396e+01,3.508859209811669899e+01,6.963253013482122356e+01,-1.319679147916419826e+00
3.948789757951590040e+00,1.573193511906988462e+01,3.512674282673263804e+01,6.972696442627183444e+01,-1.320867313839756862e+00
3.954790958191638062e+00,1.572400478104065336e+01,3.516484688824146332e+01,6.982135114537396703e+01,-1.322022792350713738e+00
3.960792158431686083e+00,1.571606761608704161e+01,3.520290428936990423e+01,6.991569024945609101e+01,-1.323145520722912138e+00
3.966793358671734104e+00,1.570812382590115952e+01,3.524091503738533504e+01,7.000998169692151407e+01,-1.324235440732369984e+00
3.972794558911782126e+00,1.570017361312271298e+01,3.527887914009570380e+01,7.010422544724841032e+01,-1.325292498657438811e+00
3.978795759151830147e+00,1.569221716987707538e+01,3.531679660614921090e+01,7.019842146189448329e+01,-1.326316643832456288e+00
3.984796959391878168e+00,1.568425465483998948e+01,3.535466744606743816e+01,7.029256970697419149e+01,-1.327307825770110750e+00
3.990798159631926190e+00,1.567628626775697320e+01,3.539249167040551214e+01,7.038667014759313645e+01,-1.328266003557946107e+00
3.996799359871974211e+00,1.566831221273860741e+01,3.543026929018689941e+01,7.048072274969639750e+01,-1.329191141205238180e+00
4.002800560112022232e+00,1.566033269348898571e+01,3.546800031700227862e+01,7.057472748039359089e+01,-1.330083207035290593e+00
4.008801760352070254e+00,1.565234791330570019e+01,3.550568476300952625e+01,7.066868430795872769e+01,-1.330942173679478868e+00
4.014802960592118275e+00,1.564435807507985032e+01,3.554332264093373084e+01,7.076259320183031321e+01,-1.331768018070389914e+00
4.020804160832166296e+00,1.563636338129603942e+01,3.558091396406716456e+01,7.085645413261131864e+01,-1.332560721434053130e+00
4.026805361072214318e+00,1.562836403403237640e+01,3.561845874626932584e+01,7.095026707206915262e+01,-1.333320269281264014e+00
4.032806561312262339e+00,1.562036023496047576e+01,3.565595700196691098e+01,7.104403199313568962e+01,-1.334046651398020700e+00
4.038807761552310360e+00,1.561235218534545588e+01,3.569340874615380699e+01,7.113774886990729840e+01,-1.334739861835060104e+00
4.044808961792358382e+00,1.560434008604593892e+01,3.573081399439112005e+01,7.123141767764475674e+01,-1.335399898896520110e+00
4.050810162032406403e+00,1.559632413751405444e+01,3.576817276280715419e+01,7.132503839277333668e+01,-1.336026765127718008e+00
4.056811362272454424e+00,1.558830453979543407e+01,3.580548506809741838e+01,7.141861099288276193e+01,-1.336620467302065407e+00
4.062812562512502446e+00,1.558028149252921679e+01,3.584275092752462655e+01,7.151213545672722205e+01,-1.337181016407114509e+00
4.068813762752550467e+00,1.557225519494804544e+01,3.587997035891869757e+01,7.160561176422534402e+01,-1.337708427629752173e+00
4.074814962992598488e+00,1.556422584587806490e+01,3.591714338067674106e+01,7.169903989646023490e+01,-1.338202720340548879e+00
4.080816163232646510e+00,1.555619364373893099e+01,3.595427001176309290e+01,7.179241983567948182e+01,-1.338663918077263482e+00
4.086817363472694531e+00,1.554815878654379979e+01,3.599135027170927259e+01,7.188575156529508092e+01,-1.339092048527520173e+00
4.092818563712742552e+00,1.554012147189933124e+01,3.602838418061401171e+01,7.197903506988353683e+01,-1.339487143510659450e+00
4.098819763952790574e+00,1.553208189700569619e+01,3.606537175914324678e+01,7.207227033518580583e+01,-1.339849238958779498e+00
4.104820964192838595e+00,1.552404025865656401e+01,3.610231302853012636e+01,7.216545734810726742e+01,-1.340178374896963565e+00
4.110822164432886616e+00,1.551599675323911143e+01,3.613920801057497556e+01,7.225859609671780959e+01,-1.340474595422720627e+00
4.116823364672934638e+00,1.550795157673401903e+01,3.617605672764535996e+01,7.235168657025174355e+01,-1.340737948684631586e+00
4.122824564912982659e+00,1.549990492471547654e+01,3.621285920267601455e+01,7.244472875910787479e+01,-1.340968486860219855e+00
4.128825765153030680e+00,1.549185699235117220e+01,3.624961545916890771e+01,7.253772265484944626e+01,-1.341166266133053231e+00
4.134826965393078702e+00,1.548380797440230161e+01,3.628632552119318433e+01,7.263066825020418094e+01,-1.341331346669087043e+00
4.140828165633126723e+00,1.547575806522356778e+01,3.632298941338521558e+01,7.272356553906422505e+01,-1.341463792592258564e+00
4.146829365873174744e+00,1.546770745876317577e+01,3.635960716094856338e+01,7.281641451648621910e+01,-1.341563671959343118e+00
4.152830566113222766e+00,1.545965634856283444e+01,3.639617878965400166e+01,7.290921517869125523e+01,-1.341631056734081229e+00
4.158831766353270787e+00,1.545160492775776184e+01,3.643270432583949514e+01,7.300196752306489145e+01,-1.341666022760590327e+00
4.164832966593318808e+00,1.544355338907667630e+01,3.646918379641023478e+01,7.309467154815713741e+01,-1.341668649736064367e+00
4.170834166833365941e+00,1.543550192484180350e+01,3.650561722883858806e+01,7.318732725368244019e+01,-1.341639021182783331e+00
4.176835367073413963e+00,1.542745072696887476e+01,3.654200465116414875e+01,7.327993464051978378e+01,-1.341577224419432390e+00
4.182836567313461984e+00,1.541939998696712166e+01,3.657834609199370846e+01,7.337249371071253279e+01,-1.341483350531749164e+00
4.188837767553510005e+00,1.541134989593928672e+01,3.661464158050124951e+01,7.346500446746853186e+01,-1.341357494342509726e+00
4.194838967793558027e+00,1.540330064458161274e+01,3.665089114642798052e+01,7.355746691516011992e+01,-1.341199754380858256e+00
4.200840168033606048e+00,1.539525242318384990e+01,3.668709482008229372e+01,7.364988105932405915e+01,-1.341010232851002071e+00
4.206841368273654069e+00,1.538720542162925220e+01,3.672325263233979342e+01,7.374224690666159177e+01,-1.340789035600271406e+00
4.212842568513702091e+00,1.537915982939457926e+01,3.675936461464328886e+01,7.383456446503839743e+01,-1.340536272086573000e+00
4.218843768753750112e+00,1.537111583555009453e+01,3.679543079900279423e+01,7.392683374348465009e+01,-1.340252055345226179e+00
4.224844968993798133e+00,1.536307362875956706e+01,3.683145121799552157e+01,7.401905475219496111e+01,-1.339936501955218073e+00
4.230846169233846155e+00,1.535503339728026972e+01,3.686742590476589498e+01,7.411122750252842195e+01,-1.339589732004869527e+00
4.236847369473894176e+00,1.534699532896298102e+01,3.690335489302553640e+01,7.420335200700854728e+01,-1.339211869056937232e+00
4.242848569713942197e+00,1.533895961125198504e+01,3.693923821705327271e+01,7.429542827932336024e+01,-1.338803040113159426e+00
4.248849769953990219e+00,1.533092643118506793e+01,3.697507591169512864e+01,7.438745633432530724e+01,-1.338363375578254022e+00
4.254850970194038240e+00,1.532289597539352499e+01,3.701086801236434809e+01,7.447943618803130050e+01,-1.337893009223391161e+00
4.260852170434086261e+00,1.531486843010215360e+01,3.704661455504136569e+01,7.457136785762273234e+01,-1.337392078149145069e+00
4.266853370674134283e+00,1.530684398112925493e+01,3.708231557627382813e+01,7.466325136144544672e+01,-1.336860722747934549e+00
4.272854570914182304e+00,1.529882281388663934e+01,3.711797111317657993e+01,7.475508671900973923e+01,-1.336299086665981184e+00
4.278855771154230325e+00,1.529080511337961568e+01,3.715358120343166348e+01,7.484687395099038554e+01,-1.335707316764774388e+00
4.284856971394278347e+00,1.528279106420700373e+01,3.718914588528834742e+01,7.493861307922658455e+01,-1.335085563082080373e+00
4.290858171634326368e+00,1.527478085056112356e+01,3.722466519756307690e+01,7.503030412672202942e+01,-1.334433978792487263e+00
4.296859371874374389e+00,1.526677465622780439e+01,3.726013917963951627e+01,7.512194711764486499e+01,-1.333752720167513228e+00
4.302860572114422411e+00,1.525877265185819809e+01,3.729556786948875668e+01,7.521354207380541368e+01,-1.333041944932431111e+00
4.308861772354470432e+00,1.525077498860298419e+01,3.733095130317650501e+01,7.530508901387277376e+01,-1.332301811440371964e+00
4.314862972594518453e+00,1.524278184411608628e+01,3.736628952196861064e+01,7.539658796600654966e+01,-1.331532484423467055e+00
4.320864172834566475e+00,1.523479339598377713e+01,3.740158256774267187e+01,7.548803895960818977e+01,-1.330734131591298830e+00
4.326865373074614496e+00,1.522680982045743825e+01,3.743683048278143843e+01,7.557944202495163211e+01,-1.329906923430148602e+00
4.332866573314662517e+00,1.521883129245356159e+01,3.747203330977282576e+01,7.567079719318327591e+01,-1.329051033161792184e+00
4.338867773554710539e+00,1.521085798555374780e+01,3.750719109180991495e+01,7.576210449632199584e+01,-1.328166636701963554e+00
4.344868973794758560e+00,1.520289007200470621e+01,3.754230387239093858e+01,7.585336396725915620e+01,-1.327253912618497456e+00
4.350870174034806581e+00,1.519492772271825665e+01,3.757737169541928779e+01,7.594457563975856829e+01,-1.326313042089167116e+00
4.356871374274854603e+00,1.518697110727132582e+01,3.761239460520351940e+01,7.603573954845656147e+01,-1.325344208859227324e+00
4.362872574514902624e+00,1.517902039390595270e+01,3.764737264645734882e+01,7.612685572886191210e+01,-1.324347599198671066e+00
4.368873774754950645e+00,1.517107574952928317e+01,3.768230586429965001e+01,7.621792421735588619e+01,-1.323323401859222814e+00
4.374874974994998666e+00,1.516313733971357358e+01,3.771719430425445552e+01,7.630894505119221094e+01,-1.322271808031069362e+00
4.380876175235046688e+00,1.515520532869618719e+01,3.775203801225096356e+01,7.639991826849713163e+01,-1.321193011299347964e+00
4.386877375475094709e+00,1.514727987937959952e+01,3.778683703462352383e+01,7.649084390826932633e+01,-1.320087207600402213e+00
4.392878575715142730e+00,1.513936115333139298e+01,3.782159141811165171e+01,7.658172201037996274e+01,-1.318954595177818989e+00
4.398879775955190752e+00,1.513144931078425870e+01,3.785630120986002822e+01,7.667255261557269819e+01,-1.317795374538253350e+00
4.404880976195238773e+00,1.512354451063600180e+01,3.789096645741847880e+01,7.676333576546365123e+01,-1.316609748407066016e+00
4.410882176435286794e+00,1.511564691044953079e+01,3.792558720874200162e+01,7.685407150254143005e+01,-1.315397921683768789e+00
4.416883376675334816e+00,1.510775666645286464e+01,3.796016351219075347e+01,7.694475987016710405e+01,-1.314160101397307656e+00
4.422884576915382837e+00,1.509987393353913454e+01,3.799469541653004256e+01,7.703540091257424649e+01,-1.312896496661181578e+00
4.428885777155430858e+00,1.509199886526657863e+01,3.802918297093034283e+01,7.712599467486887761e+01,-1.311607318628418284e+00
4.434886977395478880e+00,1.508413161385854195e+01,3.806362622496728676e+01,7.721654120302950730e+01,-1.310292780446416616e+00
4.440888177635526901e+00,1.507627233020348356e+01,3.809802522862167251e+01,7.730704054390712088e+01,-1.308953097211663641e+00
4.446889377875574922e+00,1.506842116385496944e+01,3.813238003227945683e+01,7.739749274522519329e+01,-1.307588485924345401e+00
4.452890578115622944e+00,1.506057826303167424e+01,3.816669068673174792e+01,7.748789785557967491e+01,-1.306199165442856636e+00
4.458891778355670965e+00,1.505274377461738133e+01,3.820095724317481256e+01,7.757825592443894891e+01,-1.304785356438227684e+00
4.464892978595718986e+00,1.504491784416098454e+01,3.823517975321009743e+01,7.766856700214394493e+01,-1.303347281348475217e+00
4.470894178835767008e+00,1.503710061587648639e+01,3.826935826884419356e+01,7.775883113990801121e+01,-1.301885164332889699e+00
4.476895379075815029e+00,1.502929223264299985e+01,3.830349284248884345e+01,7.784904838981702824e+01,-1.300399231226276431e+00
4.482896579315863050e+00,1.502149283600474483e+01,3.833758352696096949e+01,7.793921880482928088e+01,-1.298889709493151079e+00
4.488897779555911072e+00,1.501370256617104992e+01,3.837163037548264555e+01,7.802934243877560050e+01,-1.297356828181913446e+00
4.494898979795959093e+00,1.500592156201635774e+01,3.840563344168110405e+01,7.811941934635926543e+01,-1.295800817879002143e+00
4.500900180036007114e+00,1.499814996108021425e+01,3.843959277958872889e+01,7.820944958315602946e+01,-1.294221910663045261e+00
4.506901380276055136e+00,1.499038789956727769e+01,3.847350844364308387e+01,7.829943320561413600e+01,-1.292620340059016826e+00
4.512902580516103157e+00,1.498263551234731672e+01,3.850738048868687002e+01,7.838937027105427546e+01,-1.290996340992414559e+00
4.518903780756151178e+00,1.497489293295520518e+01,3.854120896996797541e+01,7.847926083766964211e+01,-1.289350149743458296e+00
4.524904980996199200e+00,1.496716029359092737e+01,3.857499394313942531e+01,7.856910496452591985e+01,-1.287682003901339023e+00
4.530906181236247221e+00,1.495943772511958159e+01,3.860873546425940361e+01,7.865890271156123958e+01,-1.285992142318510112e+00
4.536907381476295242e+00,1.495172535707136774e+01,3.864243358979127407e+01,7.874865413958620763e+01,-1.284280805065044717e+00
4.542908581716343264e+00,1.494402331764159975e+01,3.867608837660355192e+01,7.883835931028394839e+01,-1.282548233383061120e+00
4.548909781956391285e+00,1.493633173369070022e+01,3.870969988196989675e+01,7.892801828621000482e+01,-1.280794669641236450e+00
4.554910982196439306e+00,1.492865073074420046e+01,3.874326816356914804e+01,7.901763113079245215e+01,-1.279020357289408771e+00
4.560912182436487328e+00,1.492098043299274046e+01,3.877679327948530386e+01,7.910719790833179843e+01,-1.277225540813285320e+00
4.566913382676535349e+00,1.491332096329206891e+01,3.881027528820750661e+01,7.919671868400106973e+01,-1.275410465689263306e+00
4.572914582916583370e+00,1.490567244316304496e+01,3.884371424863006439e+01,7.928619352384573915e+01,-1.273575378339374398e+00
4.578915783156631392e+00,1.489803499279163645e+01,3.887711022005246519e+01,7.937562249478375520e+01,-1.271720526086365988e+00
4.584916983396679413e+00,1.489040873102891993e+01,3.891046326217932716e+01,7.946500566460555603e+01,-1.269846157108921236e+00
4.590918183636727434e+00,1.488279377539108239e+01,3.894377343512045542e+01,7.955434310197406944e+01,-1.267952520397038985e+00
4.596919383876775456e+00,1.487519024205941953e+01,3.897704079939078525e+01,7.964363487642467021e+01,-1.266039865707567769e+00
4.602920584116823477e+00,1.486759824588033574e+01,3.901026541591043895e+01,7.973288105836522277e+01,-1.264108443519925240e+00
4.608921784356871498e+00,1.486001790036534231e+01,3.904344734600468314e+01,7.982208171907608119e+01,-1.262158504991986341e+00
4.614922984596918631e+00,1.485244931769106813e+01,3.907658665140395016e+01,7.991123693071004652e+01,-1.260190301916171762e+00
4.620924184836966653e+00,1.484489260869923832e+01,3.910968339424383799e+01,8.000034676629245212e+01,-1.258204086675732913e+00
4.626925385077014674e+00,1.483734787956359824e+01,3.914273763214690405e+01,8.008941129025647854e+01,-1.256200111927925356e+00
4.632926585317062695e+00,1.482981523204497876e+01,3.917574942116127090e+01,8.017843056414604064e+01,-1.254178630532579497e+00
4.638927785557110717e+00,1.482229476988855410e+01,3.920871882425839061e+01,8.026740466295088083e+01,-1.252139896053391599e+00
4.644928985797158738e+00,1.481478659536758435e+01,3.924164590460870983e+01,8.035633366213599516e+01,-1.250084162464043080e+00
4.650930186037206759e+00,1.480729080925779861e+01,3.927453072553880276e+01,8.044521763755899713e+01,-1.248011684104327612e+00
4.656931386277254781e+00,1.479980751083739854e+01,3.930737335053136405e+01,8.053405666547011776e+01,-1.245922715638512202e+00
4.662932586517302802e+00,1.479233679788705480e+01,3.934017384322521593e+01,8.062285082251216295e+01,-1.243817512013947635e+00
4.668933786757350823e+00,1.478487876668991063e+01,3.937293226741528684e+01,8.071160018572055606e+01,-1.241696328419927164e+00
4.674934986997398845e+00,1.477743351203157296e+01,3.940564868705261858e+01,8.080030483252330953e+01,-1.239559420246806098e+00
4.680936187237446866e+00,1.477000112720012659e+01,3.943832316624438761e+01,8.088896484074108173e+01,-1.237407043045386068e+00
4.686937387477494887e+00,1.476258170398612357e+01,3.947095576925388372e+01,8.097758028858706325e+01,-1.235239452486579737e+00
4.692938587717542909e+00,1.475517533268258674e+01,3.950354656050051005e+01,8.106615125466711902e+01,-1.233056904321346181e+00
4.698939787957590930e+00,1.474778210208500617e+01,3.953609560455979022e+01,8.115467781797967461e+01,-1.230859654340926257e+00
4.704940988197638951e+00,1.474040209949134805e+01,3.956860296616336825e+01,8.124316005791575890e+01,-1.228647958337366841e+00
4.710942188437686973e+00,1.473303541070204226e+01,3.960106871019900865e+01,8.133159805425901823e+01,-1.226422072064345503e+00
