t,v_x,v_y,y_position,dv_x_dt
7.261452290458091847e-10,-1.801214528414196684e+05,-1.514277998452339671e+05,-3.903864831201750223e-05,-5.931585156928060156e+13
7.281456291258251743e-10,-1.802387678415765986e+05,-1.521238876291502675e+05,-3.934226066089407741e-05,-5.797557663294325000e+13
7.301460292058411639e-10,-1.803534009620772267e+05,-1.528204138161986193e+05,-3.964726590359053649e-05,-5.663451087455745312e+13
7.321464292858572569e-10,-1.804653506425096421e+05,-1.535173679874720110e+05,-3.995366490608503318e-05,-5.529267471702840625e+13
7.341468293658732465e-10,-1.805746153633257200e+05,-1.542147397175581718e+05,-4.026145851351316772e-05,-5.395008859494016406e+13
7.361472294458892361e-10,-1.806811936458414420e+05,-1.549125185745400959e+05,-4.057064755016806138e-05,-5.260677295453414844e+13
7.381476295259052257e-10,-1.807850840522366052e+05,-1.556106941199956054e+05,-4.088123281950029552e-05,-5.126274825369056250e+13
7.401480296059212153e-10,-1.808862851855559857e+05,-1.563092559090203431e+05,-4.119321510411728813e-05,-4.991803496186413281e+13
7.421484296859372048e-10,-1.809847956902608566e+05,-1.570081935150587815e+05,-4.150659516533818821e-05,-4.857265351210799219e+13
7.441488297659531944e-10,-1.810806142495005624e+05,-1.577074964966339176e+05,-4.182137374481731943e-05,-4.722662436532571094e+13
7.461492298459692874e-10,-1.811737395861287368e+05,-1.584071543843173713e+05,-4.213755156410368236e-05,-4.587996803540471094e+13
7.481496299259852770e-10,-1.812641704642559343e+05,-1.591071567064437259e+05,-4.245512932367323625e-05,-4.453270503952671875e+13
7.501500300060012666e-10,-1.813519056892496592e+05,-1.598074929891108186e+05,-4.277410770292899389e-05,-4.318485589814760938e+13
7.521504300860172562e-10,-1.814369441077344527e+05,-1.605081527561795956e+05,-4.309448736020096742e-05,-4.183644113497846875e+13
7.541508301660332458e-10,-1.815192846075916896e+05,-1.612091255292740825e+05,-4.341626893274617510e-05,-4.048748127696560938e+13
7.561512302460492354e-10,-1.815989261179598398e+05,-1.619104008277815301e+05,-4.373945303674864132e-05,-3.913799685427108594e+13
7.581516303260652250e-10,-1.816758676092342357e+05,-1.626119681688522105e+05,-4.406404026731940333e-05,-3.778800840025346094e+13
7.601520304060812146e-10,-1.817501080930671887e+05,-1.633138170673995919e+05,-4.439003119849650454e-05,-3.643753645144800000e+13
7.621524304860973076e-10,-1.818216466223679890e+05,-1.640159370361003093e+05,-4.471742638324502155e-05,-3.508660154754671094e+13
7.641528305661132971e-10,-1.818904822913028765e+05,-1.647183175853940193e+05,-4.504622635345697612e-05,-3.373522423137948438e+13
7.661532306461292867e-10,-1.819566142352950410e+05,-1.654209482234835741e+05,-4.537643161995145709e-05,-3.238342504889378125e+13
7.681536307261452763e-10,-1.820200416310246219e+05,-1.661238184563349932e+05,-4.570804267247454588e-05,-3.103122454913476953e+13
7.701540308061612659e-10,-1.820807636964287667e+05,-1.668269177876773174e+05,-4.604105997969933003e-05,-2.967864328422665234e+13
7.721544308861772555e-10,-1.821387796907015145e+05,-1.675302357190028706e+05,-4.637548398922591674e-05,-2.832570180935178906e+13
7.741548309661932451e-10,-1.821940889142938831e+05,-1.682337617495669983e+05,-4.671131512758139900e-05,-2.697242068273178516e+13
7.761552310462093381e-10,-1.822466907089138695e+05,-1.689374853763882129e+05,-4.704855380021992338e-05,-2.561882046560725781e+13
7.781556311262253277e-10,-1.822965844575264491e+05,-1.696413960942480771e+05,-4.738720039152257476e-05,-2.426492172221811328e+13
7.801560312062413173e-10,-1.823437695843534893e+05,-1.703454833956914372e+05,-4.772725526479749839e-05,-2.291074501978425781e+13
7.821564312862573069e-10,-1.823882455548738653e+05,-1.710497367710261315e+05,-4.806871876227984561e-05,-2.155631092848499219e+13
7.841568313662732965e-10,-1.824300118758233730e+05,-1.717541457083232235e+05,-4.841159120513176034e-05,-2.020164002143970703e+13
7.861572314462892860e-10,-1.824690680951948452e+05,-1.724586996934168856e+05,-4.875587289344241295e-05,-1.884675287468803516e+13
7.881576315263052756e-10,-1.825054138022379775e+05,-1.731633882099043403e+05,-4.910156410622796636e-05,-1.749167006716998828e+13
7.901580316063212652e-10,-1.825390486274594441e+05,-1.738682007391460938e+05,-4.944866510143159640e-05,-1.613641218070570312e+13
7.921584316863373582e-10,-1.825699722426229564e+05,-1.745731267602656735e+05,-4.979717611592351890e-05,-1.478099979997624219e+13
7.941588317663533478e-10,-1.825981843596948893e+05,-1.752781557632622134e+05,-5.014709736591970178e-05,-1.342545348719890039e+13
7.961592318463693374e-10,-1.826236847289120487e+05,-1.759832772539700672e+05,-5.049842904791700978e-05,-1.206979377255005664e+13
7.981596319263853270e-10,-1.826464731432813278e+05,-1.766884807000639848e+05,-5.085117133688636795e-05,-1.071404125834446680e+13
8.001600320064013166e-10,-1.826665494371292589e+05,-1.773937555691455200e+05,-5.120532438667241894e-05,-9.358216545499466797e+12
8.021604320864173062e-10,-1.826839134859681362e+05,-1.780990913309508178e+05,-5.156088833004187163e-05,-8.002340229256442383e+12
8.041608321664332958e-10,-1.826985652064959577e+05,-1.788044774573507602e+05,-5.191786327868355531e-05,-6.646432899160401367e+12
8.061612322464493888e-10,-1.827105045565965993e+05,-1.795099034223509079e+05,-5.227624932320837906e-05,-5.290515139040887695e+12
8.081616323264653783e-10,-1.827197315353395825e+05,-1.802153587020913837e+05,-5.263604653314931818e-05,-3.934607526993444336e+12
8.101620324064813679e-10,-1.827262461829803069e+05,-1.809208327748470474e+05,-5.299725495696147517e-05,-2.578730635359440430e+12
8.121624324864973575e-10,-1.827300485809598176e+05,-1.816263151210274373e+05,-5.335987462202203908e-05,-1.222905030707325684e+12
8.141628325665133471e-10,-1.827311388519050379e+05,-1.823317952231767413e+05,-5.372390553463027199e-05,1.328487261865293274e+11
8.161632326465293367e-10,-1.827295171596285654e+05,-1.830372625659738260e+05,-5.408934768000754281e-05,1.488510080357627441e+12
8.181636327265453263e-10,-1.827251837091288180e+05,-1.837427066362321784e+05,-5.445620102229731382e-05,2.844058482671380859e+12
8.201640328065613159e-10,-1.827181387465899752e+05,-1.844481169228999934e+05,-5.482446550456514061e-05,4.199473389843907227e+12
8.221644328865774089e-10,-1.827083825593819492e+05,-1.851534829170601733e+05,-5.519414104879867208e-05,5.554734264460063477e+12
8.241648329665933985e-10,-1.826959154760604142e+05,-1.858587941119301540e+05,-5.556522755590760307e-05,6.909820574993041016e+12
8.261652330466093881e-10,-1.826807378663668933e+05,-1.865640400028621661e+05,-5.593772490572378945e-05,8.264711795823527344e+12
8.281656331266253777e-10,-1.826628501412285550e+05,-1.872692100873430609e+05,-5.631163295700113304e-05,9.619387407259173828e+12
8.301660332066413672e-10,-1.826422527527584170e+05,-1.879742938649943389e+05,-5.668695154741565606e-05,1.097382689555315039e+13
8.321664332866573568e-10,-1.826189461942552007e+05,-1.886792808375722088e+05,-5.706368049356544696e-05,1.232800975292395312e+13
8.341668333666733464e-10,-1.825929310002034763e+05,-1.893841605089674995e+05,-5.744181959097070106e-05,1.368191547757422461e+13
8.361672334466894394e-10,-1.825642077462734887e+05,-1.900889223852057767e+05,-5.782136861407373413e-05,1.503552357370996289e+13
8.381676335267054290e-10,-1.825327770493213029e+05,-1.907935559744471393e+05,-5.820232731623886717e-05,1.638881355155954297e+13
8.401680336067214186e-10,-1.824986395673887455e+05,-1.914980507869864814e+05,-5.858469542975259581e-05,1.774176492739332812e+13
8.421684336867374082e-10,-1.824617959997033759e+05,-1.922023963352533465e+05,-5.896847266582348193e-05,1.909435722354203906e+13
8.441688337667533978e-10,-1.824222470866785152e+05,-1.929065821338118694e+05,-5.935365871458216715e-05,2.044656996841635547e+13
8.461692338467693874e-10,-1.823799936099133338e+05,-1.936105976993609220e+05,-5.974025324508140000e-05,2.179838269652578125e+13
8.481696339267853770e-10,-1.823350363884884282e+05,-1.943144325695488660e+05,-6.012825590696694049e-05,2.314977498477123828e+13
8.501700340068013666e-10,-1.822873762789350585e+05,-1.950180762932876532e+05,-6.051766633057889240e-05,2.450072643377012109e+13
8.521704340868174595e-10,-1.822370141844383033e+05,-1.957215183874140203e+05,-6.090848412276642538e-05,2.585121658433037500e+13
8.541708341668334491e-10,-1.821839510489311942e+05,-1.964247483746089565e+05,-6.130070886947951278e-05,2.720122499058915625e+13
8.561712342468494387e-10,-1.821281878569697437e+05,-1.971277557841078669e+05,-6.169434013582481555e-05,2.855073122140035156e+13
8.581716343268654283e-10,-1.820697256337329163e+05,-1.978305301517006883e+05,-6.208937746606557379e-05,2.989971486035361328e+13
8.601720344068814179e-10,-1.820085654450225993e+05,-1.985330610197315982e+05,-6.248582038362161350e-05,3.124815550579133203e+13
8.621724344868974075e-10,-1.819447083972636610e+05,-1.992353379370993352e+05,-6.288366839106938053e-05,3.259603277082745703e+13
8.641728345669133971e-10,-1.818781556375039218e+05,-1.999373504592569952e+05,-6.328292097014195407e-05,3.394332628336516016e+13
8.661732346469294901e-10,-1.818089083534141246e+05,-2.006390881482121476e+05,-6.368357758172897890e-05,3.529001568611535156e+13
8.681736347269454797e-10,-1.817369677732879936e+05,-2.013405405725266319e+05,-6.408563766587667898e-05,3.663608063661367188e+13
8.701740348069614693e-10,-1.816623351660422049e+05,-2.020416973073169065e+05,-6.448910064178795226e-05,3.798150080723989844e+13
8.721744348869774589e-10,-1.815850118412164156e+05,-2.027425479342536710e+05,-6.489396590782226231e-05,3.932625588523441406e+13
8.741748349669934485e-10,-1.815049991489731765e+05,-2.034430820415622147e+05,-6.530023284149567896e-05,4.067032557271746875e+13
8.761752350470094380e-10,-1.814222984800980194e+05,-2.041432892240220972e+05,-6.570790079948087828e-05,4.201368958670588281e+13
8.781756351270254276e-10,-1.813369112659994280e+05,-2.048431590829673805e+05,-6.611696911760716971e-05,4.335632765913167969e+13
8.801760352070414172e-10,-1.812488389787088672e+05,-2.055426812262865133e+05,-6.652743711086040118e-05,4.469821953685928906e+13
8.821764352870575102e-10,-1.811580831308807246e+05,-2.062418452684224467e+05,-6.693930407338310822e-05,4.603934498170421094e+13
8.841768353670734998e-10,-1.810646452757923689e+05,-2.069406408303723729e+05,-6.735256927847435126e-05,4.737968377044936719e+13
8.861772354470894894e-10,-1.809685270073440915e+05,-2.076390575396880449e+05,-6.776723197858983768e-05,4.871921569486432812e+13
8.881776355271054790e-10,-1.808697299600591359e+05,-2.083370850304756314e+05,-6.818329140534189464e-05,5.005792056172171875e+13
8.901780356071214686e-10,-1.807682558090837265e+05,-2.090347129433956288e+05,-6.860074676949941492e-05,5.139577819281565625e+13
8.921784356871374582e-10,-1.806641062701870396e+05,-2.097319309256630659e+05,-6.901959726098791110e-05,5.273276842497896875e+13
8.941788357671534478e-10,-1.805572830997611745e+05,-2.104287286310472991e+05,-6.943984204888952914e-05,5.406887111010067188e+13
8.961792358471695407e-10,-1.804477880948212114e+05,-2.111250957198722172e+05,-6.986148028144299413e-05,5.540406611514383594e+13
8.981796359271855303e-10,-1.803356230930052116e+05,-2.118210218590159784e+05,-7.028451108604359676e-05,5.673833332216253906e+13
9.001800360072015199e-10,-1.802207899725741008e+05,-2.125164967219112150e+05,-7.070893356924330176e-05,5.807165262832012500e+13
9.021804360872175095e-10,-1.801032906509753957e+05,-2.132115099931976001e+05,-7.113474681741831826e-05,5.940400395486476562e+13
9.041808361672334991e-10,-1.799831270747515373e+05,-2.139060513974014320e+05,-7.156194990148754761e-05,6.073536730236546094e+13
9.061812362472494887e-10,-1.798603012402329769e+05,-2.146001106289314630e+05,-7.199054186731075351e-05,6.206572261590610156e+13
9.081816363272654783e-10,-1.797348151863790990e+05,-2.152936773824375996e+05,-7.242052173896259496e-05,6.339504984359225000e+13
9.101820364072814679e-10,-1.796066709916981927e+05,-2.159867413635276607e+05,-7.285188852015894853e-05,6.472332895720678125e+13
9.121824364872975609e-10,-1.794758707742473925e+05,-2.166792922887676395e+05,-7.328464119425693538e-05,6.605053995222687500e+13
9.141828365673135505e-10,-1.793424166916326212e+05,-2.173713198856814706e+05,-7.371877872425482646e-05,6.737666284784069531e+13
9.161832366473295401e-10,-1.792063109410087636e+05,-2.180628138927512337e+05,-7.415430005279217800e-05,6.870167768696217188e+13
9.181836367273455297e-10,-1.790675557590794633e+05,-2.187537640594170371e+05,-7.459120410214975017e-05,7.002556453624808594e+13
9.201840368073615192e-10,-1.789261534220972389e+05,-2.194441601460769889e+05,-7.502948977424950716e-05,7.134830348611365625e+13
9.221844368873775088e-10,-1.787821062458634842e+05,-2.201339919240873423e+05,-7.546915595065464420e-05,7.266987465074832812e+13
9.241848369673934984e-10,-1.786354165857284679e+05,-2.208232491757623502e+05,-7.591020149256956051e-05,7.399025816813171875e+13
9.261852370474094880e-10,-1.784860868365912174e+05,-2.215119216943743231e+05,-7.635262524083988637e-05,7.530943420004985938e+13
9.281856371274255810e-10,-1.783341194328996935e+05,-2.221999992841536296e+05,-7.679642601595249669e-05,7.662738293211043750e+13
9.301860372074415706e-10,-1.781795168486507027e+05,-2.228874717602886958e+05,-7.724160261803537551e-05,7.794408457375834375e+13
9.321864372874575602e-10,-1.780222815973898978e+05,-2.235743289489259478e+05,-7.768815382685785988e-05,7.925951935829170312e+13
9.341868373674735498e-10,-1.778624162322117190e+05,-2.242605606871699856e+05,-7.813607840183043663e-05,8.057366754287770312e+13
9.361872374474895394e-10,-1.776999233457595401e+05,-2.249461568230833509e+05,-7.858537508200482368e-05,8.188650940856717188e+13
9.381876375275055290e-10,-1.775348055702255806e+05,-2.256311072156867012e+05,-7.903604258607395644e-05,8.319802526031120312e+13
9.401880376075215186e-10,-1.773670655773508770e+05,-2.263154017349586939e+05,-7.948807961237197431e-05,8.450819542697518750e+13
9.421884376875375081e-10,-1.771967060784253117e+05,-2.269990302618361020e+05,-7.994148483887427489e-05,8.581700026135562500e+13
9.441888377675534977e-10,-1.770237298242876423e+05,-2.276819826882137277e+05,-8.039625692319741905e-05,8.712442014019429688e+13
9.461892378475694873e-10,-1.768481396053255303e+05,-2.283642489169444016e+05,-8.085239450259923942e-05,8.843043546419398438e+13
9.481896379275854769e-10,-1.766699382514753670e+05,-2.290458188618390122e+05,-8.130989619397875905e-05,8.973502665803331250e+13
9.501900380076016733e-10,-1.764891286322224478e+05,-2.297266824476666225e+05,-8.176876059387624561e-05,9.103817417038229688e+13
9.521904380876176629e-10,-1.763057136566010304e+05,-2.304068296101540909e+05,-8.222898627847310298e-05,9.233985847391620312e+13
9.541908381676336525e-10,-1.761196962731940730e+05,-2.310862502959865669e+05,-8.269057180359202033e-05,9.364006006533292188e+13
9.561912382476496421e-10,-1.759310794701334380e+05,-2.317649344628071412e+05,-8.315351570469693145e-05,9.493875946536459375e+13
9.581916383276656317e-10,-1.757398662727550254e+05,-2.324428720845100470e+05,-8.361781649800169281e-05,9.623593722897398438e+13
9.601920384076816213e-10,-1.755460597299756191e+05,-2.331200531787455257e+05,-8.408347268692084250e-05,9.753157399824565625e+13
9.621924384876976109e-10,-1.753496629446725710e+05,-2.337964677362103830e+05,-8.455048274770507347e-05,9.882565036640925000e+13
9.641928385677136004e-10,-1.751506790617900551e+05,-2.344721057530645048e+05,-8.501884513504433607e-05,1.001181469402237969e+14
9.661932386477295900e-10,-1.749491112642278022e+05,-2.351469572407386440e+05,-8.548855828401006436e-05,1.014090443588549688e+14
9.681936387277455796e-10,-1.747449627728412161e+05,-2.358210122259344789e+05,-8.595962061005513535e-05,1.026983232938877500e+14
9.701940388077615692e-10,-1.745382368464412575e+05,-2.364942607506246131e+05,-8.643203050901395043e-05,1.039859644493406562e+14
9.721944388877775588e-10,-1.743289367817945022e+05,-2.371666928720524884e+05,-8.690578635710232683e-05,1.052719485616784375e+14
9.741948389677935484e-10,-1.741170659136231407e+05,-2.378382986627324717e+05,-8.738088651091760614e-05,1.065562563998251562e+14
9.761952390478095380e-10,-1.739026276146049786e+05,-2.385090682104498264e+05,-8.785732930743860004e-05,1.078388687651775156e+14
9.781956391278255276e-10,-1.736856252953734074e+05,-2.391789916182607412e+05,-8.833511306402557677e-05,1.091197664916183438e+14
9.801960392078417240e-10,-1.734660624045173754e+05,-2.398480590044923301e+05,-8.881423607842032890e-05,1.103989304455281406e+14
9.821964392878577136e-10,-1.732439424285815330e+05,-2.405162605027423706e+05,-8.929469662874599712e-05,1.116763415257986094e+14
9.841968393678737032e-10,-1.730192688920661167e+05,-2.411835862618798274e+05,-8.977649297350732776e-05,1.129519806638461719e+14
9.861972394478896927e-10,-1.727920453574268904e+05,-2.418500264460443868e+05,-9.025962335159051016e-05,1.142258288236234844e+14
9.881976395279056823e-10,-1.725622754250753205e+05,-2.425155712346467772e+05,-9.074408598226319021e-05,1.154978670016330156e+14
9.901980396079216719e-10,-1.723299627333783719e+05,-2.431802108223684772e+05,-9.122987906517449747e-05,1.167680762269382656e+14
9.921984396879376615e-10,-1.720951109586587409e+05,-2.438439354191619204e+05,-9.171700078035505870e-05,1.180364375611774219e+14
9.941988397679536511e-10,-1.718577238151945930e+05,-2.445067352502504946e+05,-9.220544928821693012e-05,1.193029320985758594e+14
9.961992398479696407e-10,-1.716178050552197965e+05,-2.451686005561283673e+05,-9.269522272955367872e-05,1.205675409659565156e+14
9.981996399279856303e-10,-1.713753584689238342e+05,-2.458295215925606899e+05,-9.318631922554035515e-05,1.218302453227542344e+14
1.000200040008001620e-09,-1.711303878844516876e+05,-2.464894886305834807e+05,-9.367873687773343951e-05,1.230910263610266406e+14
1.002200440088017609e-09,-1.708828971679040405e+05,-2.471484919565036544e+05,-9.417247376807093620e-05,1.243498653054667188e+14
1.004200840168033599e-09,-1.706328902233371628e+05,-2.478065218718990509e+05,-9.466752795887230622e-05,1.256067434134144688e+14
1.006201240248049589e-09,-1.703803709927628806e+05,-2.484635686936183774e+05,-9.516389749283846709e-05,1.268616419748684688e+14
1.008201640328065578e-09,-1.701253434561487229e+05,-2.491196227537812083e+05,-9.566158039305184711e-05,1.281145423124981719e+14
1.010202040408081775e-09,-1.698678116314176586e+05,-2.497746743997781887e+05,-9.616057466297639889e-05,1.293654257816556719e+14
1.012202440488097764e-09,-1.696077795744484756e+05,-2.504287139942705107e+05,-9.666087828645735544e-05,1.306142737703862656e+14
1.014202840568113754e-09,-1.693452513790754310e+05,-2.510817319151905540e+05,-9.716248922772162313e-05,1.318610676994408125e+14
1.016203240648129743e-09,-1.690802311613179918e+05,-2.517337185814977565e+05,-9.766540543891641564e-05,1.331057890717305625e+14
1.018203640728145733e-09,-1.688127230755912606e+05,-2.523846644214973494e+05,-9.816962485234155523e-05,1.343484194114804375e+14
1.020204040808161723e-09,-1.685427313296322536e+05,-2.530345598515141464e+05,-9.867514537331427047e-05,1.355889402233272031e+14
1.022204440888177712e-09,-1.682702601670326840e+05,-2.536833953072782024e+05,-9.918196488852590136e-05,1.368273330525991875e+14
1.024204840968193702e-09,-1.679953138672373898e+05,-2.543311612439274904e+05,-9.969008126604272599e-05,1.380635794853327500e+14
1.026205241048209691e-09,-1.677178967455443344e+05,-2.549778481360080186e+05,-1.001994923553058793e-04,1.392976611482809375e+14
1.028205641128225681e-09,-1.674380131531046354e+05,-2.556234464774736552e+05,-1.007101959871313529e-04,1.405295597089238281e+14
1.030206041208241671e-09,-1.671556674769225065e+05,-2.562679467816862452e+05,-1.012221899737100766e-04,1.417592568754778438e+14
1.032206441288257660e-09,-1.668708641398553445e+05,-2.569113395814155811e+05,-1.017354721086078236e-04,1.429867343969053438e+14
1.034206841368273650e-09,-1.665836076006136427e+05,-2.575536154288394901e+05,-1.022500401667652371e-04,1.442119740629236250e+14
1.036207241448289639e-09,-1.662939023537609901e+05,-2.581947648955436016e+05,-1.027658919044978987e-04,1.454349577040150000e+14
1.038207641528305629e-09,-1.660017529297141882e+05,-2.588347785725216090e+05,-1.032830250594961926e-04,1.466556671914350000e+14
1.040208041608321825e-09,-1.657071638947430765e+05,-2.594736470701751823e+05,-1.038014373508255222e-04,1.478740844372219688e+14
1.042208441688337815e-09,-1.654101398509707360e+05,-2.601113610183137353e+05,-1.043211264789259581e-04,1.490901913942060625e+14
1.044208841768353804e-09,-1.651106854363733146e+05,-2.607479110661548912e+05,-1.048420901256126174e-04,1.503039700560180312e+14
1.046209241848369794e-09,-1.648088053247800854e+05,-2.613832878823240462e+05,-1.053643259540754741e-04,1.515154024570976562e+14
1.048209641928385784e-09,-1.645045042258734757e+05,-2.620174821548546606e+05,-1.058878316088793589e-04,1.527244706727035000e+14
1.050210042008401773e-09,-1.641977868851890380e+05,-2.626504845911880839e+05,-1.064126047159639999e-04,1.539311568189194688e+14
1.052210442088417763e-09,-1.638886580841154209e+05,-2.632822859181736130e+05,-1.069386428826439822e-04,1.551354430526659375e+14
1.054210842168433752e-09,-1.635771226398944855e+05,-2.639128768820685800e+05,-1.074659436976088152e-04,1.563373115717060000e+14
1.056211242248449742e-09,-1.632631854056211305e+05,-2.645422482485381188e+05,-1.079945047309228653e-04,1.575367446146543125e+14
1.058211642328465732e-09,-1.629468512702434382e+05,-2.651703908026554273e+05,-1.085243235340253691e-04,1.587337244609858125e+14
1.060212042408481721e-09,-1.626281251585626451e+05,-2.657972953489015927e+05,-1.090553976397304608e-04,1.599282334310429062e+14
1.062212442488497711e-09,-1.623070120312330837e+05,-2.664229527111657662e+05,-1.095877245622271583e-04,1.611202538860444375e+14
1.064212842568513700e-09,-1.619835168847622117e+05,-2.670473537327449303e+05,-1.101213017970793638e-04,1.623097682280926875e+14
1.066213242648529690e-09,-1.616576447515106411e+05,-2.676704892763440730e+05,-1.106561268212258493e-04,1.634967589001814375e+14
1.068213642728545680e-09,-1.613294006996921089e+05,-2.682923502240760135e+05,-1.111921970929802847e-04,1.646812083862034062e+14
1.070214042808561876e-09,-1.609987898333734192e+05,-2.689129274774618098e+05,-1.117295100520312643e-04,1.658630992109587500e+14
1.072214442888577866e-09,-1.606658172915576433e+05,-2.695322119586245972e+05,-1.122680631198845664e-04,1.670424139424494375e+14
1.074214842968593855e-09,-1.603304882243768370e+05,-2.701501946395807317e+05,-1.128078537113333488e-04,1.682191352479943750e+14
1.076215243048609845e-09,-1.599928078334516904e+05,-2.707668664870507782e+05,-1.133488792149517518e-04,1.693932457884641875e+14
1.078215643128625834e-09,-1.596527813664139248e+05,-2.713822184737013304e+05,-1.138911369957700453e-04,1.705647282398700625e+14
1.080216043208641824e-09,-1.593104141041713592e+05,-2.719962415954762837e+05,-1.144346244014259181e-04,1.717335653265850312e+14
1.082216443288657814e-09,-1.589657113609078224e+05,-2.726089268715967773e+05,-1.149793387621643687e-04,1.728997398213495938e+14
1.084216843368673803e-09,-1.586186784840833279e+05,-2.732202653445611359e+05,-1.155252773908378006e-04,1.740632345452767812e+14
1.086217243448689793e-09,-1.582693208544338122e+05,-2.738302480801448692e+05,-1.160724375829059682e-04,1.752240323678581875e+14
1.088217643528705782e-09,-1.579176438859713962e+05,-2.744388661674009054e+05,-1.166208166164359899e-04,1.763821162069690312e+14
1.090218043608721772e-09,-1.575636530259842693e+05,-2.750461107186592417e+05,-1.171704117521023622e-04,1.775374690288734062e+14
1.092218443688737761e-09,-1.572073537550366600e+05,-2.756519728695271187e+05,-1.177212202331869186e-04,1.786900738482288438e+14
1.094218843768753751e-09,-1.568487515869688650e+05,-2.762564437788890209e+05,-1.182732392855788975e-04,1.798399137280928125e+14
1.096219243848769741e-09,-1.564878520688972785e+05,-2.768595146289067343e+05,-1.188264661177748747e-04,1.809869717799259688e+14
1.098219643928785730e-09,-1.561246607812143629e+05,-2.774611766250191722e+05,-1.193808979208787899e-04,1.821312311635973125e+14
1.100220044008801927e-09,-1.557591833375886490e+05,-2.780614209959426662e+05,-1.199365318686020288e-04,1.832726750873901875e+14
1.102220444088817916e-09,-1.553914253849647648e+05,-2.786602389936703839e+05,-1.204933651172631378e-04,1.844112868080039062e+14
1.104220844168833906e-09,-1.550213926035634067e+05,-2.792576218934731442e+05,-1.210513948057882446e-04,1.855470496305616250e+14
1.106221244248849895e-09,-1.546490907068813103e+05,-2.798535609938987764e+05,-1.216106180557107461e-04,1.866799469086122188e+14
1.108221644328865885e-09,-1.542745254416913376e+05,-2.804480476167723536e+05,-1.221710319711714172e-04,1.878099620441355000e+14
1.110222044408881875e-09,-1.538977025880423607e+05,-2.810410731071963673e+05,-1.227326336389184241e-04,1.889370784875462500e+14
1.112222444488897864e-09,-1.535186279592593783e+05,-2.816326288335502613e+05,-1.232954201283072431e-04,1.900612797376976562e+14
1.114222844568913854e-09,-1.531373074019434571e+05,-2.822227061874908395e+05,-1.238593884913007418e-04,1.911825493418850000e+14
1.116223244648929843e-09,-1.527537467959717032e+05,-2.828112965839522076e+05,-1.244245357624692064e-04,1.923008708958516250e+14
1.118223644728945833e-09,-1.523679520544973202e+05,-2.833983914611455984e+05,-1.249908589589902061e-04,1.934162280437886562e+14
1.120224044808961823e-09,-1.519799291239496379e+05,-2.839839822805594886e+05,-1.255583550806487012e-04,1.945286044783425000e+14
1.122224444888977812e-09,-1.515896839840339380e+05,-2.845680605269596563e+05,-1.261270211098370437e-04,1.956379839406152812e+14
1.124224844968993802e-09,-1.511972226477317163e+05,-2.851506177083890070e+05,-1.266968540115549497e-04,1.967443502201695625e+14
1.126225245049009791e-09,-1.508025511613004201e+05,-2.857316453561677481e+05,-1.272678507334094454e-04,1.978476871550311562e+14
1.128225645129025781e-09,-1.504056756042736524e+05,-2.863111350248932722e+05,-1.278400082056150027e-04,1.989479786316925938e+14
1.130226045209041977e-09,-1.500066020870477660e+05,-2.868890782948741689e+05,-1.284133233421667268e-04,2.000452085897668125e+14
1.132226445289057967e-09,-1.496053367249672592e+05,-2.874654667964407126e+05,-1.289877930534057994e-04,2.011393610684316250e+14
1.134226845369073956e-09,-1.492018856902374828e+05,-2.880402921557324589e+05,-1.295634142207421988e-04,2.022304201027926250e+14
1.136227245449089946e-09,-1.487962551958124968e+05,-2.886135460146451369e+05,-1.301401837045435179e-04,2.033183697620589375e+14
1.138227645529105936e-09,-1.483884514849341940e+05,-2.891852200418636203e+05,-1.307180983492282206e-04,2.044031941706382500e+14
1.140228045609121925e-09,-1.479784808311326196e+05,-2.897553059328621603e+05,-1.312971549832656147e-04,2.054848775081379062e+14
1.142228445689137915e-09,-1.475663495382255933e+05,-2.903237954099041526e+05,-1.318773504191759333e-04,2.065634040093662500e+14
1.144228845769153904e-09,-1.471520639403190289e+05,-2.908906802220424288e+05,-1.324586814535303348e-04,2.076387579643336562e+14
1.146229245849169894e-09,-1.467356304018067603e+05,-2.914559521451189648e+05,-1.330411448669507673e-04,2.087109237182529688e+14
1.148229645929185884e-09,-1.463170553173705412e+05,-2.920196029817651142e+05,-1.336247374241102126e-04,2.097798856715394375e+14
1.150230046009201873e-09,-1.458963451119801612e+05,-2.925816245614014333e+05,-1.342094558737324150e-04,2.108456282798121250e+14
1.152230446089217863e-09,-1.454735062408933300e+05,-2.931420087402377976e+05,-1.347952969485920985e-04,2.119081360538940938e+14
1.154230846169233852e-09,-1.450485451896557352e+05,-2.937007474012732855e+05,-1.353822573655148037e-04,2.129673935598120000e+14
1.156231246249249842e-09,-1.446214684741010133e+05,-2.942578324542964110e+05,-1.359703338253770780e-04,2.140233854187979062e+14
1.158231646329265832e-09,-1.441922826403507497e+05,-2.948132558358847164e+05,-1.365595230131062311e-04,2.150760963072868125e+14
1.160232046409282028e-09,-1.437609942648144788e+05,-2.953670095094053540e+05,-1.371498215976805796e-04,2.161255109569186875e+14
1.162232446489298018e-09,-1.433276099541898584e+05,-2.959190854650143883e+05,-1.377412262321292026e-04,2.171716141545366875e+14
1.164232846569314007e-09,-1.428921363454622624e+05,-2.964694757196574355e+05,-1.383337335535321587e-04,2.182143907421882188e+14
1.166233246649329997e-09,-1.424545801059051882e+05,-2.970181723170691985e+05,-1.389273401830204045e-04,2.192538256171230938e+14
