t,h,v,m,dv_dt
5.101020204040807471e+00,2.033009579125759956e+02,8.085206861373819720e+01,9.489897979595920106e+02,1.653380269814502412e+01
5.113022604520903514e+00,2.042725678250639305e+02,8.105053393227252911e+01,9.488697739547910714e+02,1.653713496647973358e+01
5.125025005000999556e+00,2.052465600387601228e+02,8.124903925112434422e+01,9.487497499499901323e+02,1.654046807792864371e+01
5.137027405481095599e+00,2.062229350337960909e+02,8.144758458041408744e+01,9.486297259451891932e+02,1.654380203281176875e+01
5.149029805961191641e+00,2.072016932904225825e+02,8.164616993026589853e+01,9.485097019403882541e+02,1.654713683144929348e+01
5.161032206441287684e+00,2.081828352890091764e+02,8.184479531080773995e+01,9.483896779355873150e+02,1.655047247416156608e+01
5.173034606921383727e+00,2.091663615100445668e+02,8.204346073217126900e+01,9.482696539307862622e+02,1.655380896126909107e+01
5.185037007401479769e+00,2.101522724341363642e+02,8.224216620449188042e+01,9.481496299259853231e+02,1.655714629309252928e+01
5.197039407881575812e+00,2.111405685420112945e+02,8.244091173790873484e+01,9.480296059211843840e+02,1.656048446995273338e+01
5.209041808361671855e+00,2.121312503145150572e+02,8.263969734256474453e+01,9.479095819163834449e+02,1.656382349217067684e+01
5.221044208841767897e+00,2.131243182326123247e+02,8.283852302860651662e+01,9.477895579115825058e+02,1.656716336006753210e+01
5.233046609321863940e+00,2.141197727773868564e+02,8.303738880618446672e+01,9.476695339067814530e+02,1.657050407396462077e+01
5.245049009801959983e+00,2.151176144300413853e+02,8.323629468545269106e+01,9.475495099019805139e+02,1.657384563418341372e+01
5.257051410282056025e+00,2.161178436718975888e+02,8.343524067656909438e+01,9.474294858971795747e+02,1.657718804104555943e+01
5.269053810762152068e+00,2.171204609843962885e+02,8.363422678969527624e+01,9.473094618923786356e+02,1.658053129487286981e+01
5.281056211242248111e+00,2.181254668490972790e+02,8.383325303499658787e+01,9.471894378875776965e+02,1.658387539598732019e+01
5.293058611722344153e+00,2.191328617476792715e+02,8.403231942264213217e+01,9.470694138827766437e+02,1.658722034471104934e+01
5.305061012202440196e+00,2.201426461619400357e+02,8.423142596280476369e+01,9.469493898779757046e+02,1.659056614136633812e+01
5.317063412682536239e+00,2.211548205737964850e+02,8.443057266566104602e+01,9.468293658731747655e+02,1.659391278627566635e+01
5.329065813162632281e+00,2.221693854652843640e+02,8.462975954139133705e+01,9.467093418683738264e+02,1.659726027976164886e+01
5.341068213642728324e+00,2.231863413185585046e+02,8.482898660017968950e+01,9.465893178635728873e+02,1.660060862214707811e+01
5.353070614122824367e+00,2.242056886158927966e+02,8.502825385221393617e+01,9.464692938587719482e+02,1.660395781375490998e+01
5.365073014602920409e+00,2.252274278396801037e+02,8.522756130768564731e+01,9.463492698539708954e+02,1.660730785490825667e+01
5.377075415083016452e+00,2.262515594724321772e+02,8.542690897679010220e+01,9.462292458491699563e+02,1.661065874593040093e+01
5.389077815563112495e+00,2.272780839967800546e+02,8.562629686972636023e+01,9.461092218443690172e+02,1.661401048714478890e+01
5.401080216043208537e+00,2.283070018954735190e+02,8.582572499669720401e+01,9.459891978395680781e+02,1.661736307887502306e+01
5.413082616523304580e+00,2.293383136513815259e+02,8.602519336790919624e+01,9.458691738347671389e+02,1.662071652144488354e+01
5.425085017003400623e+00,2.303720197474920042e+02,8.622470199357258025e+01,9.457491498299660861e+02,1.662407081517830676e+01
5.437087417483496665e+00,2.314081206669118274e+02,8.642425088390140786e+01,9.456291258251651470e+02,1.662742596039938547e+01
5.449089817963592708e+00,2.324466168928670697e+02,8.662384004911342572e+01,9.455091018203642079e+02,1.663078195743239718e+01
5.461092218443688751e+00,2.334875089087025231e+02,8.682346949943016057e+01,9.453890778155632688e+02,1.663413880660177568e+01
5.473094618923784793e+00,2.345307971978822650e+02,8.702313924507683396e+01,9.452690538107623297e+02,1.663749650823210402e+01
5.485097019403880836e+00,2.355764822439892328e+02,8.722284929628246175e+01,9.451490298059612769e+02,1.664085506264814995e+01
5.497099419883975990e+00,2.366245645307253938e+02,8.742259966327978304e+01,9.450290058011603378e+02,1.664421447017483757e+01
5.509101820364072033e+00,2.376750445419118591e+02,8.762239035630527439e+01,9.449089817963593987e+02,1.664757473113726149e+01
5.521104220844168076e+00,2.387279227614885713e+02,8.782222138559916402e+01,9.447889577915584596e+02,1.665093584586067976e+01
5.533106621324264118e+00,2.397831996735145879e+02,8.802209276140543182e+01,9.446689337867575205e+02,1.665429781467049963e+01
5.545109021804360161e+00,2.408408757621679399e+02,8.822200449397178090e+01,9.445489097819565814e+02,1.665766063789232021e+01
5.557111422284456204e+00,2.419009515117457170e+02,8.842195659354965187e+01,9.444288857771555286e+02,1.666102431585189692e+01
5.569113822764552246e+00,2.429634274066639534e+02,8.862194907039427960e+01,9.443088617723545894e+02,1.666438884887514149e+01
5.581116223244648289e+00,2.440283039314577138e+02,8.882198193476457959e+01,9.441888377675536503e+02,1.666775423728812910e+01
5.593118623724744332e+00,2.450955815707811780e+02,8.902205519692324742e+01,9.440688137627527112e+02,1.667112048141712677e+01
5.605121024204840374e+00,2.461652608123886523e+02,8.922216886727039764e+01,9.439487897579517721e+02,1.667448758158853650e+01
5.617123424684936417e+00,2.472373421447749706e+02,8.942232295623686866e+01,9.438287657531507193e+02,1.667785553812894506e+01
5.629125825165032460e+00,2.483118260529064401e+02,8.962251747409308678e+01,9.437087417483497802e+02,1.668122435136509552e+01
5.641128225645128502e+00,2.493887130218693073e+02,8.982275243111325835e+01,9.435887177435488411e+02,1.668459402162390859e+01
5.653130626125224545e+00,2.504680035368784274e+02,9.002302783757575355e+01,9.434686937387479020e+02,1.668796454923246131e+01
5.665133026605320588e+00,2.515496980832772920e+02,9.022334370376306367e+01,9.433486697339469629e+02,1.669133593451800124e+01
5.677135427085416630e+00,2.526337971465378871e+02,9.042370003996185801e+01,9.432286457291460238e+02,1.669470817780793226e+01
5.689137827565512673e+00,2.537203012122609493e+02,9.062409685646296964e+01,9.431086217243449710e+02,1.669808127942985010e+01
5.701140228045608715e+00,2.548092107661757666e+02,9.082453416356133857e+01,9.429885977195440319e+02,1.670145523971149260e+01
5.713142628525704758e+00,2.559005262941401497e+02,9.102501197155611123e+01,9.428685737147430928e+02,1.670483005898077522e+01
5.725145029005800801e+00,2.569942482821406884e+02,9.122553029075055520e+01,9.427485497099421536e+02,1.670820573756576977e+01
5.737147429485896843e+00,2.580903772162923815e+02,9.142608913145208760e+01,9.426285257051412145e+02,1.671158227579473987e+01
5.749149829965992886e+00,2.591889135828390067e+02,9.162668850397228937e+01,9.425085017003401617e+02,1.671495967399609128e+01
5.761152230446088929e+00,2.602898578681528079e+02,9.182732841862689099e+01,9.423884776955392226e+02,1.671833793249840738e+01
5.773154630926184971e+00,2.613932105587347223e+02,9.202800888573578675e+01,9.422684536907382835e+02,1.672171705163042787e+01
5.785157031406281014e+00,2.624989721412143240e+02,9.222872991562300626e+01,9.421484296859373444e+02,1.672509703172108431e+01
5.797159431886377057e+00,2.636071431023496530e+02,9.242949151861672874e+01,9.420284056811364053e+02,1.672847787309945744e+01
5.809161832366473099e+00,2.647177239290275566e+02,9.263029370504931137e+01,9.419083816763353525e+02,1.673185957609480567e+01
5.821164232846569142e+00,2.658307151082632345e+02,9.283113648525724670e+01,9.417883576715344134e+02,1.673524214103652952e+01
5.833166633326665185e+00,2.669461171272007505e+02,9.303201986958116265e+01,9.416683336667334743e+02,1.673862556825423553e+01
5.845169033806761227e+00,2.680639304731125776e+02,9.323294386836589354e+01,9.415483096619325352e+02,1.674200985807767239e+01
5.857171434286857270e+00,2.691841556333998824e+02,9.343390849196035219e+01,9.414282856571315961e+02,1.674539501083676640e+01
5.869173834766953313e+00,2.703067930955925249e+02,9.363491375071767209e+01,9.413082616523306569e+02,1.674878102686160730e+01
5.881176235247049355e+00,2.714318433473487744e+02,9.383595965499509362e+01,9.411882376475296041e+02,1.675216790648246246e+01
5.893178635727145398e+00,2.725593068764555937e+02,9.403704621515404938e+01,9.410682136427286650e+02,1.675555565002975555e+01
5.905181036207241441e+00,2.736891841708286393e+02,9.423817344156006470e+01,9.409481896379277259e+02,1.675894425783408792e+01
5.917183436687337483e+00,2.748214757185120902e+02,9.443934134458288554e+01,9.408281656331267868e+02,1.676233373022622430e+01
5.929185837167432638e+00,2.759561820076785921e+02,9.464054993459635057e+01,9.407081416283258477e+02,1.676572406753709998e+01
5.941188237647528680e+00,2.770933035266297679e+02,9.484179922197851909e+01,9.405881176235247949e+02,1.676911527009782787e+01
5.953190638127624723e+00,2.782328407637955365e+02,9.504308921711152891e+01,9.404680936187238558e+02,1.677250733823967010e+01
5.965193038607720766e+00,2.793747942077344533e+02,9.524441993038173848e+01,9.403480696139229167e+02,1.677590027229407355e+01
5.977195439087816808e+00,2.805191643471338807e+02,9.544579137217959897e+01,9.402280456091219776e+02,1.677929407259264849e+01
5.989197839567912851e+00,2.816659516708094770e+02,9.564720355289973952e+01,9.401080216043210385e+02,1.678268873946718287e+01
6.001200240048008894e+00,2.828151566677058213e+02,9.584865648294096729e+01,9.399879975995200994e+02,1.678608427324962094e+01
6.013202640528104936e+00,2.839667798268958450e+02,9.605015017270619637e+01,9.398679735947190466e+02,1.678948067427209168e+01
6.025205041008200979e+00,2.851208216375812299e+02,9.625168463260251883e+01,9.397479495899181074e+02,1.679287794286687330e+01
6.037207441488297022e+00,2.862772825890921808e+02,9.645325987304117632e+01,9.396279255851171683e+02,1.679627607936642875e+01
6.049209841968393064e+00,2.874361631708876530e+02,9.665487590443756005e+01,9.395079015803162292e+02,1.679967508410339150e+01
6.061212242448489107e+00,2.885974638725550108e+02,9.685653273721123924e+01,9.393878775755152901e+02,1.680307495741055845e+01
6.073214642928585150e+00,2.897611851838103689e+02,9.705823038178587581e+01,9.392678535707142373e+02,1.680647569962090415e+01
6.085217043408681192e+00,2.909273275944984221e+02,9.725996884858933811e+01,9.391478295659132982e+02,1.680987731106755945e+01
6.097219443888777235e+00,2.920958915945924446e+02,9.746174814805362985e+01,9.390278055611123591e+02,1.681327979208384704e+01
6.109221844368873278e+00,2.932668776741942906e+02,9.766356829061491851e+01,9.389077815563114200e+02,1.681668314300323175e+01
6.121224244848969320e+00,2.944402863235344512e+02,9.786542928671349273e+01,9.387877575515104809e+02,1.682008736415937733e+01
6.133226645329065363e+00,2.956161180329720537e+02,9.806733114679383334e+01,9.386677335467094281e+02,1.682349245588611097e+01
6.145229045809161406e+00,2.967943732929948055e+02,9.826927388130454233e+01,9.385477095419084890e+02,1.682689841851740908e+01
6.157231446289257448e+00,2.979750525942190507e+02,9.847125750069838546e+01,9.384276855371075499e+02,1.683030525238744701e+01
6.169233846769353491e+00,2.991581564273895992e+02,9.867328201543227806e+01,9.383076615323066108e+02,1.683371295783054933e+01
6.181236247249449534e+00,3.003436852833800685e+02,9.887534743596729925e+01,9.381876375275056716e+02,1.683712153518123245e+01
6.193238647729545576e+00,3.015316396531925420e+02,9.907745377276867771e+01,9.380676135227047325e+02,1.684053098477416910e+01
6.205241048209641619e+00,3.027220200279577966e+02,9.927960103630579169e+01,9.379475895179036797e+02,1.684394130694420255e+01
6.217243448689737662e+00,3.039148268989351322e+02,9.948178923705215482e+01,9.378275655131027406e+02,1.684735250202636081e+01
6.229245849169833704e+00,3.051100607575125423e+02,9.968401838548547289e+01,9.377075415083018015e+02,1.685076457035582820e+01
6.241248249649929747e+00,3.063077220952065431e+02,9.988628849208755867e+01,9.375875175035008624e+02,1.685417751226796668e+01
6.253250650130025790e+00,3.075078114036623447e+02,1.000885995673444029e+02,9.374674934986999233e+02,1.685759132809832295e+01
6.265253050610121832e+00,3.087103291746536797e+02,1.002909516217461601e+02,9.373474694938988705e+02,1.686100601818259292e+01
6.277255451090217875e+00,3.099152759000828610e+02,1.004933446657871059e+02,9.372274454890979314e+02,1.686442158285665016e+01
6.289257851570313917e+00,3.111226520719810082e+02,1.006957787099656940e+02,9.371074214842969923e+02,1.686783802245655295e+01
6.301260252050409960e+00,3.123324581825075938e+02,1.008982537647845277e+02,9.369873974794960532e+02,1.687125533731852300e+01
6.313262652530506003e+00,3.135446947239508972e+02,1.011007698407503597e+02,9.368673734746951141e+02,1.687467352777895968e+01
6.325265053010602045e+00,3.147593621887276072e+02,1.013033269483740639e+02,9.367473494698940613e+02,1.687809259417442576e+01
6.337267453490698088e+00,3.159764610693832196e+02,1.015059250981707208e+02,9.366273254650931221e+02,1.688151253684165454e+01
6.349269853970794131e+00,3.171959918585916967e+02,1.017085643006595461e+02,9.365073014602921830e+02,1.688493335611756407e+01
6.361272254450890173e+00,3.184179550491556938e+02,1.019112445663638766e+02,9.363872774554912439e+02,1.688835505233923584e+01
6.373274654930985328e+00,3.196423511340062760e+02,1.021139659058112272e+02,9.362672534506903048e+02,1.689177762584394316e+01
6.385277055411081371e+00,3.208691806062035425e+02,1.023167283295332766e+02,9.361472294458893657e+02,1.689520107696909434e+01
6.397279455891177413e+00,3.220984439589358317e+02,1.025195318480658528e+02,9.360272054410883129e+02,1.689862540605231089e+01
6.409281856371273456e+00,3.233301416855200614e+02,1.027223764719489196e+02,9.359071814362873738e+02,1.690205061343136350e+01
6.421284256851369499e+00,3.245642742794020137e+02,1.029252622117265901e+02,9.357871574314864347e+02,1.690547669944420051e+01
6.433286657331465541e+00,3.258008422341558799e+02,1.031281890779471411e+02,9.356671334266854956e+02,1.690890366442894788e+01
6.445289057811561584e+00,3.270398460434845447e+02,1.033311570811629991e+02,9.355471094218845565e+02,1.691233150872390922e+01
6.457291458291657626e+00,3.282812862012194728e+02,1.035341662319307687e+02,9.354270854170835037e+02,1.691576023266754447e+01
6.469293858771753669e+00,3.295251632013207086e+02,1.037372165408111613e+02,9.353070614122825646e+02,1.691918983659850539e+01
6.481296259251849712e+00,3.307714775378769332e+02,1.039403080183690662e+02,9.351870374074816255e+02,1.692262032085561430e+01
6.493298659731945754e+00,3.320202297051055211e+02,1.041434406751735366e+02,9.350670134026806863e+02,1.692605168577784980e+01
6.505301060212041797e+00,3.332714201973521995e+02,1.043466145217977328e+02,9.349469893978797472e+02,1.692948393170438948e+01
6.517303460692137840e+00,3.345250495090916161e+02,1.045498295688190353e+02,9.348269653930788081e+02,1.693291705897457433e+01
6.529305861172233882e+00,3.357811181349267713e+02,1.047530858268189320e+02,9.347069413882777553e+02,1.693635106792791589e+01
6.541308261652329925e+00,3.370396265695894726e+02,1.049563833063830600e+02,9.345869173834768162e+02,1.693978595890410332e+01
6.553310662132425968e+00,3.383005753079398801e+02,1.051597220181012204e+02,9.344668933786758771e+02,1.694322173224300343e+01
6.565313062612522010e+00,3.395639648449670744e+02,1.053631019725673781e+02,9.343468693738749380e+02,1.694665838828465354e+01
6.577315463092618053e+00,3.408297956757885459e+02,1.055665231803796473e+02,9.342268453690739989e+02,1.695009592736926862e+01
6.589317863572714096e+00,3.420980682956503642e+02,1.057699856521402637e+02,9.341068213642729461e+02,1.695353434983724128e+01
6.601320264052810138e+00,3.433687831999273499e+02,1.059734893984556550e+02,9.339867973594720070e+02,1.695697365602912754e+01
6.613322664532906181e+00,3.446419408841227892e+02,1.061770344299363984e+02,9.338667733546710679e+02,1.696041384628566107e+01
6.625325065013002224e+00,3.459175418438686052e+02,1.063806207571971925e+02,9.337467493498701288e+02,1.696385492094776737e+01
6.637327465493098266e+00,3.471955865749255281e+02,1.065842483908569136e+02,9.336267253450691896e+02,1.696729688035652828e+01
6.649329865973194309e+00,3.484760755731824702e+02,1.067879173415385736e+02,9.335067013402681368e+02,1.697073972485321036e+01
6.661332266453290352e+00,3.497590093346574349e+02,1.069916276198693765e+02,9.333866773354671977e+02,1.697418345477925072e+01
6.673334666933386394e+00,3.510443883554966078e+02,1.071953792364806191e+02,9.332666533306662586e+02,1.697762807047627120e+01
6.685337067413482437e+00,3.523322131319750952e+02,1.073991722020077901e+02,9.331466293258653195e+02,1.698107357228604997e+01
6.697339467893578480e+00,3.536224841604964695e+02,1.076030065270905425e+02,9.330266053210643804e+02,1.698451996055057123e+01
6.709341868373674522e+00,3.549152019375928830e+02,1.078068822223726357e+02,9.329065813162634413e+02,1.698796723561196842e+01
6.721344268853770565e+00,3.562103669599251816e+02,1.080107992985020218e+02,9.327865573114623885e+02,1.699141539781256682e+01
6.733346669333866608e+00,3.575079797242827908e+02,1.082147577661307878e+02,9.326665333066614494e+02,1.699486444749484804e+01
6.745349069813962650e+00,3.588080407275836023e+02,1.084187576359151848e+02,9.325465093018605103e+02,1.699831438500149972e+01
6.757351470294058693e+00,3.601105504668743720e+02,1.086227989185155991e+02,9.324264852970595712e+02,1.700176521067535873e+01
6.769353870774154736e+00,3.614155094393302647e+02,1.088268816245965809e+02,9.323064612922586321e+02,1.700521692485945380e+01
6.781356271254250778e+00,3.627229181422551392e+02,1.090310057648268440e+02,9.321864372874575793e+02,1.700866952789699127e+01
6.793358671734346821e+00,3.640327770730814336e+02,1.092351713498792236e+02,9.320664132826566401e+02,1.701212302013134092e+01
6.805361072214441975e+00,3.653450867293700526e+02,1.094393783904307185e+02,9.319463892778557010e+02,1.701557740190606438e+01
6.817363472694538018e+00,3.666598476088108782e+02,1.096436268971625339e+02,9.318263652730547619e+02,1.701903267356489380e+01
6.829365873174634061e+00,3.679770602092220315e+02,1.098479168807599251e+02,9.317063412682538228e+02,1.702248883545173186e+01
6.841368273654730103e+00,3.692967250285504406e+02,1.100522483519123966e+02,9.315863172634528837e+02,1.702594588791066599e+01
6.853370674134826146e+00,3.706188425648715565e+02,1.102566213213135597e+02,9.314662932586518309e+02,1.702940383128596835e+01
6.865373074614922189e+00,3.719434133163894103e+02,1.104610357996611611e+02,9.313462692538508918e+02,1.703286266592207454e+01
6.877375475095018231e+00,3.732704377814367263e+02,1.106654917976571397e+02,9.312262452490499527e+02,1.703632239216359778e+01
6.889377875575114274e+00,3.745999164584748087e+02,1.108699893260075555e+02,9.311062212442490136e+02,1.703978301035534315e+01
6.901380276055210317e+00,3.759318498460934279e+02,1.110745283954226750e+02,9.309861972394480745e+02,1.704324452084227914e+01
6.913382676535306359e+00,3.772662384430112752e+02,1.112791090166168289e+02,9.308661732346470217e+02,1.704670692396956611e+01
6.925385077015402402e+00,3.786030827480752805e+02,1.114837312003085685e+02,9.307461492298460826e+02,1.705017022008252781e+01
6.937387477495498445e+00,3.799423832602613516e+02,1.116883949572205950e+02,9.306261252250451435e+02,1.705363440952667275e+01
6.949389877975594487e+00,3.812841404786735211e+02,1.118931002980797302e+02,9.305061012202442043e+02,1.705709949264768710e+01
6.961392278455690530e+00,3.826283549025450270e+02,1.120978472336169602e+02,9.303860772154432652e+02,1.706056546979143462e+01
6.973394678935786573e+00,3.839750270312372322e+02,1.123026357745674346e+02,9.302660532106422124e+02,1.706403234130397095e+01
6.985397079415882615e+00,3.853241573642402500e+02,1.125074659316704526e+02,9.301460292058412733e+02,1.706750010753150093e+01
6.997399479895978658e+00,3.866757464011728871e+02,1.127123377156694488e+02,9.300260052010403342e+02,1.707096876882043546e+01
7.009401880376074701e+00,3.880297946417824733e+02,1.129172511373120358e+02,9.299059811962393951e+02,1.707443832551735596e+01
7.021404280856170743e+00,3.893863025859450318e+02,1.131222062073499615e+02,9.297859571914384560e+02,1.707790877796901441e+01
7.033406681336266786e+00,3.907452707336649951e+02,1.133272029365391234e+02,9.296659331866375169e+02,1.708138012652234750e+01
7.045409081816362828e+00,3.921066995850756030e+02,1.135322413356395970e+02,9.295459091818364641e+02,1.708485237152448377e+01
7.057411482296458871e+00,3.934705896404386749e+02,1.137373214154155789e+02,9.294258851770355250e+02,1.708832551332270810e+01
7.069413882776554914e+00,3.948369414001444966e+02,1.139424431866354439e+02,9.293058611722345859e+02,1.709179955226450431e+01
7.081416283256650956e+00,3.962057553647121040e+02,1.141476066600717019e+02,9.291858371674336468e+02,1.709527448869751964e+01
7.093418683736746999e+00,3.975770320347890561e+02,1.143528118465010266e+02,9.290658131626327076e+02,1.709875032296959319e+01
7.105421084216843042e+00,3.989507719111516053e+02,1.145580587567042272e+02,9.289457891578316548e+02,1.710222705542874166e+01
7.117423484696939084e+00,4.003269754947045840e+02,1.147633474014662909e+02,9.288257651530307157e+02,1.710570468642315234e+01
7.129425885177035127e+00,4.017056432864812905e+02,1.149686777915763400e+02,9.287057411482297766e+02,1.710918321630120431e+01
7.141428285657131170e+00,4.030867757876437736e+02,1.151740499378276468e+02,9.285857171434288375e+02,1.711266264541145432e+01
7.153430686137227212e+00,4.044703734994827755e+02,1.153794638510176469e+02,9.284656931386278984e+02,1.711614297410263674e+01
7.165433086617323255e+00,4.058564369234173910e+02,1.155849195419479116e+02,9.283456691338269593e+02,1.711962420272366359e+01
7.177435487097419298e+00,4.072449665609955218e+02,1.157904170214242043e+02,9.282256451290259065e+02,1.712310633162363160e+01
7.189437887577515340e+00,4.086359629138935361e+02,1.159959563002564096e+02,9.281056211242249674e+02,1.712658936115182229e+01
7.201440288057611383e+00,4.100294264839164953e+02,1.162015373892585473e+02,9.279855971194240283e+02,1.713007329165768056e+01
7.213442688537707426e+00,4.114253577729982112e+02,1.164071602992488152e+02,9.278655731146230892e+02,1.713355812349085028e+01
7.225445089017803468e+00,4.128237572832007913e+02,1.166128250410495895e+02,9.277455491098221501e+02,1.713704385700116006e+01
7.237447489497899511e+00,4.142246255167151503e+02,1.168185316254873385e+02,9.276255251050210973e+02,1.714053049253859484e+01
7.249449889977994665e+00,4.156279629758605552e+02,1.170242800633927089e+02,9.275055011002201582e+02,1.714401803045334560e+01
7.261452290458090708e+00,4.170337701630854781e+02,1.172300703656005396e+02,9.273854770954192190e+02,1.714750647109576676e+01
7.273454690938186751e+00,4.184420475809663458e+02,1.174359025429497763e+02,9.272654530906182799e+02,1.715099581481640456e+01
7.285457091418282793e+00,4.198527957322085058e+02,1.176417766062835284e+02,9.271454290858173408e+02,1.715448606196599002e+01
7.297459491898378836e+00,4.212660151196458855e+02,1.178476925664490409e+02,9.270254050810162880e+02,1.715797721289542466e+01
7.309461892378474879e+00,4.226817062462409922e+02,1.180536504342977651e+02,9.269053810762153489e+02,1.716146926795579475e+01
7.321464292858570921e+00,4.240998696150849128e+02,1.182596502206852165e+02,9.267853570714144098e+02,1.716496222749837841e+01
7.333466693338666964e+00,4.255205057293972573e+02,1.184656919364711598e+02,9.266653330666134707e+02,1.716845609187461719e+01
7.345469093818763007e+00,4.269436150925264428e+02,1.186717755925194524e+02,9.265453090618125316e+02,1.717195086143615157e+01
7.357471494298859049e+00,4.283691982079495233e+02,1.188779011996981296e+02,9.264252850570115925e+02,1.717544653653479969e+01
7.369473894778955092e+00,4.297972555792717912e+02,1.190840687688793338e+02,9.263052610522105397e+02,1.717894311752256442e+01
7.381476295259051135e+00,4.312277877102275738e+02,1.192902783109394420e+02,9.261852370474096006e+02,1.718244060475161916e+01
7.393478695739147177e+00,4.326607951046794938e+02,1.194965298367588957e+02,9.260652130426086615e+02,1.718593899857432206e+01
7.405481096219243220e+00,4.340962782666190378e+02,1.197028233572223712e+02,9.259451890378077223e+02,1.718943829934323730e+01
7.417483496699339263e+00,4.355342377001660452e+02,1.199091588832186375e+02,9.258251650330067832e+02,1.719293850741108542e+01
7.429485897179435305e+00,4.369746739095691055e+02,1.201155364256406131e+02,9.257051410282057304e+02,1.719643962313077878e+01
7.441488297659531348e+00,4.384175873992053880e+02,1.203219559953854372e+02,9.255851170234047913e+02,1.719994164685540738e+01
7.453490698139627391e+00,4.398629786735807556e+02,1.205284176033543417e+02,9.254650930186038522e+02,1.720344457893826018e+01
7.465493098619723433e+00,4.413108482373294237e+02,1.207349212604526940e+02,9.253450690138029131e+02,1.720694841973279665e+01
7.477495499099819476e+00,4.427611965952145283e+02,1.209414669775900677e+02,9.252250450090019740e+02,1.721045316959266103e+01
7.489497899579915519e+00,4.442140242521276718e+02,1.211480547656801718e+02,9.251050210042010349e+02,1.721395882887168227e+01
7.501500300060011561e+00,4.456693317130889795e+02,1.213546846356408651e+02,9.249849969993999821e+02,1.721746539792387409e+01
7.513502700540107604e+00,4.471271194832472702e+02,1.215613565983941555e+02,9.248649729945990430e+02,1.722097287710342783e+01
7.525505101020203647e+00,4.485873880678799424e+02,1.217680706648661868e+02,9.247449489897981039e+02,1.722448126676472668e+01
7.537507501500299689e+00,4.500501379723931450e+02,1.219748268459872946e+02,9.246249249849971648e+02,1.722799056726233857e+01
7.549509901980395732e+00,4.515153697023213226e+02,1.221816251526919359e+02,9.245049009801962256e+02,1.723150077895100907e+01
7.561512302460491775e+00,4.529830837633277838e+02,1.223884655959187171e+02,9.243848769753951728e+02,1.723501190218566848e+01
7.573514702940587817e+00,4.544532806612044737e+02,1.225953481866104369e+02,9.242648529705942337e+02,1.723852393732143895e+01
7.585517103420683860e+00,4.559259609018716901e+02,1.228022729357140008e+02,9.241448289657932946e+02,1.724203688471362028e+01
7.597519503900779902e+00,4.574011249913784241e+02,1.230092398541804926e+02,9.240248049609923555e+02,1.724555074471769700e+01
7.609521904380875945e+00,4.588787734359026445e+02,1.232162489529651452e+02,9.239047809561914164e+02,1.724906551768933838e+01
7.621524304860971988e+00,4.603589067417502179e+02,1.234233002430273416e+02,9.237847569513903636e+02,1.725258120398440553e+01
7.633526705341068030e+00,4.618415254153563865e+02,1.236303937353306139e+02,9.236647329465894245e+02,1.725609780395893722e+01
7.645529105821164073e+00,4.633266299632843470e+02,1.238375294408426441e+02,9.235447089417884854e+02,1.725961531796914983e+01
7.657531506301260116e+00,4.648142208922262739e+02,1.240447073705352636e+02,9.234246849369875463e+02,1.726313374637147291e+01
7.669533906781356158e+00,4.663042987090029783e+02,1.242519275353845103e+02,9.233046609321866072e+02,1.726665308952248523e+01
7.681536307261451313e+00,4.677968639205633963e+02,1.244591899463704578e+02,9.231846369273856681e+02,1.727017334777897872e+01
7.693538707741547356e+00,4.692919170339858965e+02,1.246664946144774717e+02,9.230646129225846153e+02,1.727369452149791584e+01
7.705541108221643398e+00,4.707894585564766885e+02,1.248738415506939674e+02,9.229445889177836762e+02,1.727721661103645090e+01
7.717543508701739441e+00,4.722894889953710162e+02,1.250812307660125526e+02,9.228245649129827370e+02,1.728073961675192294e+01
7.729545909181835484e+00,4.737920088581324762e+02,1.252886622714299847e+02,9.227045409081817979e+02,1.728426353900185575e+01
7.741548309661931526e+00,4.752970186523535290e+02,1.254961360779471988e+02,9.225845169033808588e+02,1.728778837814396496e+01
7.753550710142027569e+00,4.768045188857549874e+02,1.257036521965692089e+02,9.224644928985799197e+02,1.729131413453614385e+01
7.765553110622123612e+00,4.783145100661865854e+02,1.259112106383052492e+02,9.223444688937788669e+02,1.729484080853647754e+01
7.777555511102219654e+00,4.798269927016261818e+02,1.261188114141686896e+02,9.222244448889779278e+02,1.729836840050322877e+01
7.789557911582315697e+00,4.813419673001807269e+02,1.263264545351770494e+02,9.221044208841769887e+02,1.730189691079485925e+01
7.801560312062411739e+00,4.828594343700854665e+02,1.265341400123519833e+02,9.219843968793760496e+02,1.730542633977000833e+01
7.813562712542507782e+00,4.843793944197044539e+02,1.267418678567193382e+02,9.218643728745751105e+02,1.730895668778751428e+01
7.825565113022603825e+00,4.859018479575302081e+02,1.269496380793090822e+02,9.217443488697740577e+02,1.731248795520638595e+01
7.837567513502699867e+00,4.874267954921839419e+02,1.271574506911553328e+02,9.216243248649731186e+02,1.731602014238582399e+01
7.849569913982795910e+00,4.889542375324152772e+02,1.273653057032963858e+02,9.215043008601721795e+02,1.731955324968522802e+01
7.861572314462891953e+00,4.904841745871028706e+02,1.275732031267746720e+02,9.213842768553712403e+02,1.732308727746417532e+01
7.873574714942987995e+00,4.920166071652535607e+02,1.277811429726367862e+02,9.212642528505703012e+02,1.732662222608242075e+01
7.885577115423084038e+00,4.935515357760029360e+02,1.279891252519334444e+02,9.211442288457692484e+02,1.733015809589992529e+01
