t,N,P_pred,dN_dt
6.521304260852170742e+00,1.992655595713337675e+02,1.957225820017716389e+00,7.218429863797837243e-05
6.531306261252250778e+00,1.992655602905597618e+02,1.957236669480102220e+00,7.272354078047271742e-05
6.541308261652330813e+00,1.992655609775759729e+02,1.957247517344458787e+00,7.362342663164156420e-05
6.551310262052410849e+00,1.992655616357716326e+02,1.957258363610959062e+00,7.484587290029764972e-05
6.561312262452490884e+00,1.992655622695763782e+02,1.957269208279762029e+00,7.634110496468338170e-05
6.571314262852570920e+00,1.992655628844601949e+02,1.957280051351010908e+00,7.804765814078962194e-05
6.581316263252650955e+00,1.992655634869333880e+02,1.957290892824835371e+00,7.989237864869380701e-05
6.591318263652730991e+00,1.992655640845466678e+02,1.957301732701349550e+00,8.179042089118127024e-05
6.601320264052811027e+00,1.992655646858910359e+02,1.957312570980653588e+00,8.364525094783914483e-05
6.611322264452891062e+00,1.992655653005979275e+02,1.957323407662832970e+00,8.534864255516083631e-05
6.621324264852971098e+00,1.992655659393390408e+02,1.957334242747957864e+00,8.678068162737417879e-05
6.631326265253051133e+00,1.992655666138265076e+02,1.957345076236084669e+00,8.780976199673773408e-05
6.641328265653131169e+00,1.992655673368127509e+02,1.957355908127254907e+00,8.829258840847842293e-05
6.651330266053211204e+00,1.992655681220905990e+02,1.957366738421495000e+00,8.807417502865177994e-05
6.661332266453291240e+00,1.992655689816675135e+02,1.957377567118856909e+00,8.701959723111940548e-05
6.671334266853371275e+00,1.992655698888831637e+02,1.957388394219935268e+00,8.542843025871604823e-05
6.681336267253451311e+00,1.992655708246982442e+02,1.957399219725217021e+00,8.351461314504149414e-05
6.691338267653531346e+00,1.992655717789899938e+02,1.957410043635064989e+00,8.139189306355376630e-05
6.701340268053611382e+00,1.992655727425136263e+02,1.957420865949829114e+00,7.916415149900046799e-05
6.711342268453691418e+00,1.992655737069022734e+02,1.957431686669846682e+00,7.692540425452421005e-05
6.721344268853771453e+00,1.992655746646669002e+02,1.957442505795443655e+00,7.475980419613392769e-05
6.731346269253851489e+00,1.992655756091964179e+02,1.957453323326932448e+00,7.274163825066182198e-05
6.741348269653931524e+00,1.992655765347576278e+02,1.957464139264614156e+00,7.093532916080391715e-05
6.751350270054010672e+00,1.992655774364951924e+02,1.957474953608776547e+00,6.939543496820022028e-05
6.761352270454090707e+00,1.992655783104316924e+02,1.957485766359696067e+00,6.816664928521731781e-05
6.771354270854170743e+00,1.992655791534676268e+02,1.957496577517635838e+00,6.728380052578586401e-05
6.781356271254250778e+00,1.992655799633813274e+02,1.957507387082847217e+00,6.677185315417943912e-05
6.791358271654330814e+00,1.992655807388290725e+02,1.957518195055569343e+00,6.664590619998023158e-05
6.801360272054410849e+00,1.992655814793450588e+02,1.957529001436028260e+00,6.691119424040437025e-05
6.811362272454490885e+00,1.992655821853413158e+02,1.957539806224438461e+00,6.756308740563099491e-05
6.821364272854570920e+00,1.992655828581078197e+02,1.957550609421001786e+00,6.858709088319869807e-05
6.831366273254650956e+00,1.992655834998123794e+02,1.957561411025907638e+00,6.995884590210721399e-05
6.841368273654730991e+00,1.992655841135008075e+02,1.957572211039332988e+00,7.164412749993687157e-05
6.851370274054811027e+00,1.992655847030966640e+02,1.957583009461442813e+00,7.359884826030338445e-05
6.861372274454891063e+00,1.992655852734015411e+02,1.957593806292389660e+00,7.576905357176144662e-05
6.871374274854971098e+00,1.992655858300948637e+02,1.957604601532313193e+00,7.809092611665846562e-05
6.881376275255051134e+00,1.992655863797339748e+02,1.957615395181341311e+00,8.049078262040154641e-05
6.891378275655131169e+00,1.992655869297540505e+02,1.957626187239589477e+00,8.288507637566056019e-05
6.901380276055211205e+00,1.992655874884682703e+02,1.957636977707160497e+00,8.518039444815883598e-05
6.911382276455291240e+00,1.992655880650675897e+02,1.957647766584145188e+00,8.727346097003874092e-05
6.921384276855371276e+00,1.992655886696209677e+02,1.957658553870621931e+00,8.905113410762055537e-05
6.931386277255451311e+00,1.992655893130752247e+02,1.957669339566656674e+00,9.039040707925494189e-05
6.941388277655531347e+00,1.992655900072550139e+02,1.957680123672302930e+00,9.115841013951353489e-05
6.951390278055611383e+00,1.992655907648629352e+02,1.957690906187601998e+00,9.121240733556135183e-05
6.961392278455691418e+00,1.992655915994795350e+02,1.957701687112582967e+00,9.039979825509192324e-05
6.971394278855771454e+00,1.992655925200685942e+02,1.957712466447339095e+00,8.861985940811223372e-05
6.981396279255851489e+00,1.992655935108751635e+02,1.957723244192311141e+00,8.604962479985545087e-05
6.991398279655931525e+00,1.992655945533464319e+02,1.957734020347978943e+00,8.289756764767730601e-05
7.001400280056011560e+00,1.992655956305341363e+02,1.957744794914799913e+00,7.935413092141629932e-05
7.011402280456091596e+00,1.992655967268676420e+02,1.957755567893212367e+00,7.559427827175113634e-05
7.021404280856171631e+00,1.992655978281541138e+02,1.957766339283634860e+00,7.177749031050950634e-05
7.031406281256251667e+00,1.992655989215784871e+02,1.957777109086466849e+00,6.804776710112037108e-05
7.041408281656331702e+00,1.992655999957034112e+02,1.957787877302088031e+00,6.453362713543242535e-05
7.051410282056411738e+00,1.992656010404693347e+02,1.957798643930859450e+00,6.134810711166949204e-05
7.061412282456491774e+00,1.992656020471944203e+02,1.957809408973121723e+00,5.858876265563139896e-05
7.071414282856571809e+00,1.992656030085746295e+02,1.957820172429197259e+00,5.633766734014500344e-05
7.081416283256651845e+00,1.992656039186836381e+02,1.957830934299388481e+00,5.466141417365122379e-05
7.091418283656731880e+00,1.992656047729728925e+02,1.957841694583978054e+00,5.361111433010989913e-05
7.101420284056811916e+00,1.992656055682716101e+02,1.957852453283230210e+00,5.322239668359429743e-05
7.111422284456891951e+00,1.992656063027867219e+02,1.957863210397388976e+00,5.351541053322250718e-05
7.121424284856971987e+00,1.992656069761029585e+02,1.957873965926679505e+00,5.449482159036733719e-05
7.131426285257052022e+00,1.992656075891827925e+02,1.957884719871307411e+00,5.614981550294828594e-05
7.141428285657132058e+00,1.992656081443664107e+02,1.957895472231458767e+00,5.845409634552822808e-05
7.151430286057212093e+00,1.992656086453717990e+02,1.957906223007300772e+00,6.136588611127535842e-05
7.161432286457292129e+00,1.992656090972946856e+02,1.957916972198980421e+00,6.482792570494666506e-05
7.171434286857372165e+00,1.992656095066085697e+02,1.957927719806626499e+00,6.876747472617239509e-05
7.181436287257452200e+00,1.992656098811646643e+02,1.957938465830347141e+00,7.309631092766721849e-05
7.191438287657532236e+00,1.992656102301920100e+02,1.957949210270232054e+00,7.771073049589460879e-05
7.201440288057612271e+00,1.992656105642973046e+02,1.957959953126351182e+00,8.249154877937314723e-05
7.211442288457692307e+00,1.992656108954650449e+02,1.957970694398754929e+00,8.730409954971207753e-05
7.221444288857771454e+00,1.992656112370575272e+02,1.957981434087475048e+00,9.199823426264686077e-05
7.231446289257851490e+00,1.992656116038147331e+02,1.957992172192522862e+00,9.640832402268983969e-05
7.241448289657931525e+00,1.992656120118544436e+02,1.958002908713891488e+00,1.003532576184795744e-04
7.251450290058011561e+00,1.992656124786721819e+02,1.958013643651553615e+00,1.036364427502434182e-04
7.261452290458091596e+00,1.992656130231411851e+02,1.958024377005463057e+00,1.060458060315738749e-04
7.271454290858171632e+00,1.992656136655125465e+02,1.958035108775554312e+00,1.073537914866307119e-04
7.281456291258251667e+00,1.992656144274149881e+02,1.958045838961742335e+00,1.073173627936796493e-04
7.291458291658331703e+00,1.992656153318551162e+02,1.958056567563922767e+00,1.056780012884672715e-04
7.301460292058411738e+00,1.992656163772617219e+02,1.958067294582336526e+00,1.024533620590517558e-04
7.311462292458491774e+00,1.992656174747605746e+02,1.958078020018449772e+00,9.864210153587293917e-05
7.321464292858571810e+00,1.992656185988229254e+02,1.958088743872839821e+00,9.453107949752848072e-05
7.331466293258651845e+00,1.992656197332469503e+02,1.958099466145952761e+00,9.030235191076485535e-05
7.341468293658731881e+00,1.992656208635267774e+02,1.958110186838211142e+00,8.611891751009181917e-05
7.351470294058811916e+00,1.992656219768523442e+02,1.958120905950013091e+00,8.212471979263114008e-05
7.361472294458891952e+00,1.992656230621094551e+02,1.958131623481733641e+00,7.844464603579126560e-05
7.371474294858971987e+00,1.992656241098798091e+02,1.958142339433723400e+00,7.518452802557362702e-05
7.381476295259052023e+00,1.992656251124409721e+02,1.958153053806309440e+00,7.243114030686115257e-05
7.391478295659132058e+00,1.992656260637663763e+02,1.958163766599794853e+00,7.025220244472052400e-05
7.401480296059212094e+00,1.992656269595253491e+02,1.958174477814458747e+00,6.869637699047359547e-05
7.411482296459292129e+00,1.992656277970830274e+02,1.958185187450556475e+00,6.779327152273140200e-05
7.421484296859372165e+00,1.992656285755005285e+02,1.958195895508320072e+00,6.755343660813650786e-05
7.431486297259452201e+00,1.992656292955346942e+02,1.958206601987956930e+00,6.796836756173263439e-05
7.441488297659532236e+00,1.992656299596383462e+02,1.958217306889650899e+00,6.901050294416677389e-05
7.451490298059612272e+00,1.992656305719601733e+02,1.958228010213562076e+00,7.063322531664084636e-05
7.461492298459692307e+00,1.992656311383446450e+02,1.958238711959826572e+00,7.277086249679598495e-05
7.471494298859772343e+00,1.992656316663322400e+02,1.958249412128556965e+00,7.533868352282979686e-05
7.481496299259852378e+00,1.992656321651591611e+02,1.958260110719841629e+00,7.823290443909058922e-05
7.491498299659932414e+00,1.992656326457575915e+02,1.958270807733745178e+00,8.133068304161383821e-05
7.501500300060012449e+00,1.992656331207555525e+02,1.958281503170308468e+00,8.449012160482993750e-05
7.511502300460092485e+00,1.992656336044769034e+02,1.958292197029548376e+00,8.755026715157043782e-05
7.521504300860172521e+00,1.992656341129414272e+02,1.958302889311458239e+00,9.033110969269841917e-05
7.531506301260252556e+00,1.992656346638647449e+02,1.958313580016006972e+00,9.263358322897374819e-05
7.541508301660332592e+00,1.992656352766583439e+02,1.958324269143140395e+00,9.423956650245202127e-05
7.551510302060412627e+00,1.992656359724296067e+02,1.958334956692779683e+00,9.491188122723315246e-05
7.561512302460492663e+00,1.992656367739817824e+02,1.958345642664822917e+00,9.439429334889837264e-05
7.571514302860572698e+00,1.992656376933415459e+02,1.958356327059318946e+00,9.255166268218317782e-05
7.581516303260652734e+00,1.992656386568851303e+02,1.958367009877519882e+00,9.021127985775478919e-05
7.591518303660732769e+00,1.992656396387715461e+02,1.958377691120006370e+00,8.766351411537698368e-05
7.601520304060812805e+00,1.992656406287076436e+02,1.958388370787141008e+00,8.502402703136624496e-05
7.611522304460892840e+00,1.992656416174590390e+02,1.958399048879271742e+00,8.239658299658003671e-05
7.621524304860972876e+00,1.992656425968502560e+02,1.958409725396730749e+00,7.987304797829608560e-05
7.631526305261052912e+00,1.992656435597645554e+02,1.958420400339836442e+00,7.753339102301026742e-05
7.641528305661132947e+00,1.992656445001441057e+02,1.958431073708891246e+00,7.544568275363872090e-05
7.651530306061212983e+00,1.992656454129897838e+02,1.958441745504183595e+00,7.366609709968940933e-05
7.661532306461293018e+00,1.992656462943614031e+02,1.958452415725986384e+00,7.223890931662424464e-05
7.671534306861373054e+00,1.992656471413775137e+02,1.958463084374557850e+00,7.119649774089964467e-05
7.681536307261453089e+00,1.992656479522155450e+02,1.958473751450141354e+00,7.055934200650426646e-05
7.691538307661532237e+00,1.992656487261117491e+02,1.958484416952965379e+00,7.033602481598677514e-05
7.701540308061612272e+00,1.992656494633611430e+02,1.958495080883243089e+00,7.052323094569601380e-05
7.711542308461692308e+00,1.992656501653176235e+02,1.958505743241173658e+00,7.110574722268836467e-05
7.721544308861772343e+00,1.992656508343938810e+02,1.958516404026940494e+00,7.205646354790928854e-05
7.731546309261852379e+00,1.992656514740614284e+02,1.958527063240712351e+00,7.333637086937017102e-05
7.741548309661932414e+00,1.992656520888506009e+02,1.958537720882643107e+00,7.489456370635139137e-05
7.751550310062012450e+00,1.992656526843505844e+02,1.958548376952872205e+00,7.666823788632370906e-05
7.761552310462092485e+00,1.992656532672093590e+02,1.958559031451523103e+00,7.858269203886436571e-05
7.771554310862172521e+00,1.992656538451337269e+02,1.958569684378705711e+00,8.055132661688446660e-05
7.781556311262252557e+00,1.992656544268893413e+02,1.958580335734513733e+00,8.247564460184264590e-05
7.791558311662332592e+00,1.992656550223006207e+02,1.958590985519026884e+00,8.424525181816022723e-05
7.801560312062412628e+00,1.992656556422508629e+02,1.958601633732309555e+00,8.573785537535627554e-05
7.811562312462492663e+00,1.992656562986821598e+02,1.958612280374411485e+00,8.681926543729900914e-05
7.821564312862572699e+00,1.992656570045954254e+02,1.958622925445367313e+00,8.734339397697965524e-05
7.831566313262652734e+00,1.992656577740503963e+02,1.958633568945196801e+00,8.715225551370053836e-05
7.841568313662732770e+00,1.992656586200237427e+02,1.958644210873934810e+00,8.610003445319591719e-05
7.851570314062812805e+00,1.992656595166255613e+02,1.958654851232162430e+00,8.447764957075776238e-05
7.861572314462892841e+00,1.992656604430374898e+02,1.958665490020389255e+00,8.251903149236738955e-05
7.871574314862972876e+00,1.992656613888116510e+02,1.958676127238979436e+00,8.034158040892691588e-05
7.881576315263052912e+00,1.992656623444042907e+02,1.958686762888284250e+00,7.805253762249719784e-05
7.891578315663132948e+00,1.992656633011756924e+02,1.958697396968642090e+00,7.574898504714155933e-05
7.901580316063212983e+00,1.992656642513902341e+02,1.958708029480379142e+00,7.351784674725081459e-05
7.911582316463293019e+00,1.992656651882163601e+02,1.958718660423808267e+00,7.143588690183833023e-05
7.921584316863373054e+00,1.992656661057265524e+02,1.958729289799229889e+00,6.956971179938875594e-05
7.931586317263453090e+00,1.992656669988974727e+02,1.958739917606931780e+00,6.797576787143100319e-05
7.941588317663533125e+00,1.992656678636097354e+02,1.958750543847188830e+00,6.670034365541255283e-05
7.951590318063613161e+00,1.992656686966480777e+02,1.958761168520263274e+00,6.577956831144149419e-05
7.961592318463693196e+00,1.992656694957013030e+02,1.958771791626404468e+00,6.523941261882271192e-05
7.971594318863773232e+00,1.992656702593623379e+02,1.958782413165849334e+00,6.509568746793092942e-05
7.981596319263853268e+00,1.992656709871280896e+02,1.958793033138821693e+00,6.535404662244559404e-05
7.991598319663933303e+00,1.992656716793996452e+02,1.958803651545532931e+00,6.600998294992166393e-05
8.001600320064012450e+00,1.992656723374820444e+02,1.958814268386181556e+00,6.704883219299517805e-05
8.011602320464092486e+00,1.992656729635845068e+02,1.958824883660953420e+00,6.844577044518018738e-05
8.021604320864172522e+00,1.992656735608202609e+02,1.958835497370021494e+00,7.016581517760300812e-05
8.031606321264252557e+00,1.992656741332066304e+02,1.958846109513546541e+00,7.216382470787152670e-05
8.041608321664332593e+00,1.992656746856650329e+02,1.958856720091675552e+00,7.438449897101406805e-05
8.051610322064412628e+00,1.992656752240209244e+02,1.958867329104543975e+00,7.676237851228506770e-05
8.061612322464492664e+00,1.992656757550038265e+02,1.958877936552273935e+00,7.922184573772028671e-05
8.071614322864572699e+00,1.992656762862474125e+02,1.958888542434974456e+00,8.167712316442532483e-05
8.081616323264652735e+00,1.992656768262893081e+02,1.958899146752742570e+00,8.403227566233795187e-05
8.091618323664732770e+00,1.992656773845713190e+02,1.958909749505662434e+00,8.618120820891306266e-05
8.101620324064812806e+00,1.992656779714392599e+02,1.958920350693804879e+00,8.800766790528768979e-05
8.111622324464892841e+00,1.992656785981430403e+02,1.958930950317228525e+00,8.938524219104238000e-05
8.121624324864972877e+00,1.992656792768366643e+02,1.958941548375979336e+00,9.017735961869277617e-05
8.131626325265052913e+00,1.992656800205781735e+02,1.958952144870090173e+00,9.023729058021956462e-05
8.141628325665132948e+00,1.992656808433296760e+02,1.958962739799581465e+00,8.940814659119666885e-05
8.151630326065212984e+00,1.992656817535109042e+02,1.958973333164551356e+00,8.759531683111276834e-05
8.161632326465293019e+00,1.992656827332504861e+02,1.958983924965467249e+00,8.499961809960154824e-05
8.171634326865373055e+00,1.992656837639015635e+02,1.958994515202807429e+00,8.183058045752034104e-05
8.181636327265453090e+00,1.992656848285319882e+02,1.959005103877026643e+00,7.827846637553648179e-05
8.191638327665533126e+00,1.992656859115968189e+02,1.959015690988559655e+00,7.451795095647639755e-05
8.201640328065613161e+00,1.992656869989384631e+02,1.959026276537821909e+00,7.070811917131436530e-05
8.211642328465693197e+00,1.992656880777865922e+02,1.959036860525209311e+00,6.699246888786092313e-05
8.221644328865773232e+00,1.992656891367581409e+02,1.959047442951098006e+00,6.349890856860440636e-05
8.231646329265853268e+00,1.992656901658573076e+02,1.959058023815844818e+00,6.033975906305499848e-05
8.241648329665933304e+00,1.992656911564756683e+02,1.959068603119787255e+00,5.761175109064708977e-05
8.251650330066013339e+00,1.992656921013919771e+02,1.959079180863243064e+00,5.539602848081415232e-05
8.261652330466093375e+00,1.992656929947723370e+02,1.959089757046510227e+00,5.375814518160382249e-05
8.271654330866173410e+00,1.992656938321701148e+02,1.959100331669867634e+00,5.274806749966387542e-05
8.281656331266253446e+00,1.992656946105259408e+02,1.959110904733574410e+00,5.240017285146336690e-05
8.291658331666333481e+00,1.992656953281677943e+02,1.959121476237870141e+00,5.273324951460267584e-05
8.301660332066413517e+00,1.992656959848108329e+02,1.959132046182975095e+00,5.375049861378045080e-05
8.311662332466493552e+00,1.992656965815575916e+02,1.959142614569089780e+00,5.543953113829047652e-05
8.321664332866573588e+00,1.992656971208978405e+02,1.959153181396395382e+00,5.777237066517670883e-05
8.331666333266653623e+00,1.992656976067086987e+02,1.959163746665053329e+00,6.070545090253176568e-05
8.341668333666733659e+00,1.992656980442544352e+02,1.959174310375205508e+00,6.417961887628109707e-05
8.351670334066813695e+00,1.992656984401867533e+02,1.959184872526974930e+00,6.812013098667080158e-05
8.361672334466893730e+00,1.992656988025445344e+02,1.959195433120463958e+00,7.243665672440613434e-05
8.371674334866973766e+00,1.992656991407540090e+02,1.959205992155756304e+00,7.702327618908100249e-05
8.381676335267053801e+00,1.992656994656286429e+02,1.959216549632915916e+00,8.175848083169512392e-05
8.391678335667133837e+00,1.992656997893692221e+02,1.959227105551987203e+00,8.650517369090948705e-05
8.401680336067213872e+00,1.992657001255637681e+02,1.959237659912995033e+00,9.111066992240068885e-05
8.411682336467293908e+00,1.992657004891876795e+02,1.959248212715944515e+00,9.540669452512418047e-05
8.421684336867373943e+00,1.992657008966035335e+02,1.959258763960821659e+00,9.920938533625189848e-05
8.431686337267453979e+00,1.992657013655612559e+02,1.959269313647592936e+00,1.023192910576398162e-04
8.441688337667534014e+00,1.992657019151980080e+02,1.959279861776204834e+00,1.045213719645943229e-04
8.451690338067614050e+00,1.992657025660382715e+02,1.959290408346584522e+00,1.055849999413993601e-04
8.461692338467694086e+00,1.992657033399938484e+02,1.959300953358639852e+00,1.052639569323332580e-04
8.471694338867774121e+00,1.992657042603637194e+02,1.959311496812259135e+00,1.032964384766188459e-04
8.481696339267854157e+00,1.992657053051939897e+02,1.959322038707966396e+00,9.992913514444978773e-05
8.491698339667934192e+00,1.992657063925243506e+02,1.959332579047129208e+00,9.608301522590068089e-05
8.501700340068014228e+00,1.992657075034410354e+02,1.959343117830228964e+00,9.197060823495917248e-05
8.511702340468094263e+00,1.992657086221009592e+02,1.959353655057704202e+00,8.776993948522715527e-05
8.521704340868174299e+00,1.992657097343467854e+02,1.959364190729969257e+00,8.364009156203167095e-05
8.531706341268254334e+00,1.992657108277070392e+02,1.959374724847415372e+00,7.972120379484692876e-05
8.541708341668334370e+00,1.992657118913961085e+02,1.959385257410409586e+00,7.613447152898800141e-05
8.551710342068414406e+00,1.992657129163141292e+02,1.959395788419295181e+00,7.298214809203784625e-05
8.561712342468494441e+00,1.992657138950470710e+02,1.959406317874391901e+00,7.034754308499202580e-05
8.571714342868574477e+00,1.992657148218667658e+02,1.959416845775995952e+00,6.829502332905690309e-05
8.581716343268654512e+00,1.992657156927308222e+02,1.959427372124379341e+00,6.687001215688326283e-05
8.591718343668734548e+00,1.992657165052826542e+02,1.959437896919790756e+00,6.609898987264273273e-05
8.601720344068814583e+00,1.992657172588515380e+02,1.959448420162454685e+00,6.598949403091580734e-05
8.611722344468894619e+00,1.992657179544525547e+02,1.959458941852572522e+00,6.653011817192577837e-05
8.621724344868974654e+00,1.992657185947865628e+02,1.959469461990321459e+00,6.769051381283475166e-05
8.631726345269054690e+00,1.992657191842403392e+02,1.959479980575855151e+00,6.942138795196228784e-05
8.641728345669134725e+00,1.992657197288863244e+02,1.959490497609303272e+00,7.165450632484748894e-05
8.651730346069214761e+00,1.992657202364829629e+02,1.959501013090772403e+00,7.430268890296076734e-05
8.661732346469294797e+00,1.992657207164743625e+02,1.959511527020344479e+00,7.725981512329838097e-05
8.671734346869374832e+00,1.992657211799905213e+02,1.959522039398078563e+00,8.040081992000125410e-05
8.681736347269454868e+00,1.992657216398472428e+02,1.959532550224009295e+00,8.358169544386839789e-05
8.691738347669534903e+00,1.992657221105461360e+02,1.959543059498148221e+00,8.663949032694517882e-05
8.701740348069614939e+00,1.992657226082747002e+02,1.959553567220482906e+00,8.939230993831870364e-05
8.711742348469694974e+00,1.992657231509061262e+02,1.959564073390976713e+00,9.163931785316492551e-05
8.721744348869775010e+00,1.992657237579995524e+02,1.959574578009569912e+00,9.316073213305742229e-05
8.731746349269855045e+00,1.992657244507998371e+02,1.959585081076179014e+00,9.371783005995837357e-05
8.741748349669935081e+00,1.992657252522377007e+02,1.959595582590696328e+00,9.305294461725566180e-05
8.751750350070015116e+00,1.992657261682103353e+02,1.959606082553253970e+00,9.109981004229439350e-05
8.761752350470095152e+00,1.992657271231138054e+02,1.959616580965129806e+00,8.870797067928037904e-05
8.771754350870175188e+00,1.992657280960118555e+02,1.959627077826832986e+00,8.611268218139400688e-05
8.781756351270255223e+00,1.992657290764906008e+02,1.959637573138724997e+00,8.343096316032472259e-05
8.791758351670335259e+00,1.992657300552127992e+02,1.959648066901152008e+00,8.076773420029326189e-05
8.801760352070415294e+00,1.992657310239177946e+02,1.959658559114445087e+00,7.821581830924628775e-05
8.811762352470495330e+00,1.992657319754215450e+02,1.959669049778919980e+00,7.585594145886886963e-05
8.821764352870575365e+00,1.992657329036165663e+02,1.959679538894877338e+00,7.375673179588204675e-05
8.831766353270655401e+00,1.992657338034720453e+02,1.959690026462602708e+00,7.197471992270720875e-05
8.841768353670735436e+00,1.992657346710336981e+02,1.959700512482366541e+00,7.055433936820065810e-05
8.851770354070813696e+00,1.992657355034239117e+02,1.959710996954423967e+00,6.952792536196739093e-05
8.861772354470893731e+00,1.992657362988416025e+02,1.959721479879015238e+00,6.891571606004731620e-05
8.871774354870973767e+00,1.992657370565623580e+02,1.959731961256364619e+00,6.872585231043615295e-05
8.881776355271053802e+00,1.992657377769382947e+02,1.959742441086682385e+00,6.895437739018461798e-05
8.891778355671133838e+00,1.992657384613982003e+02,1.959752919370162827e+00,6.958523677091932313e-05
8.901780356071213873e+00,1.992657391124473918e+02,1.959763396106985134e+00,7.059027858247191034e-05
8.911782356471293909e+00,1.992657397336678855e+02,1.959773871297313841e+00,7.192925291477081373e-05
8.921784356871373944e+00,1.992657403297181986e+02,1.959784344941297718e+00,7.354981326734844060e-05
8.931786357271453980e+00,1.992657409063335194e+02,1.959794817039070880e+00,7.538751507851770839e-05
8.941788357671534015e+00,1.992657414703255654e+02,1.959805287590751677e+00,7.736581646256013300e-05
8.951790358071614051e+00,1.992657420295827535e+02,1.959815756596443803e+00,7.939607747253774050e-05
8.961792358471694087e+00,1.992657425930700299e+02,1.959826224056235855e+00,8.137756132597928627e-05
8.971794358871774122e+00,1.992657431708289550e+02,1.959836689970200663e+00,8.319743367124488032e-05
8.981796359271854158e+00,1.992657437739776753e+02,1.959847154338396402e+00,8.473076209192242914e-05
8.991798359671934193e+00,1.992657444147110084e+02,1.959857617160865928e+00,8.584051683691029666e-05
9.001800360072014229e+00,1.992657451063003009e+02,1.959868078437636996e+00,8.637757083285180215e-05
9.011802360472094264e+00,1.992657458630935139e+02,1.959878538168722262e+00,8.618069967525343600e-05
9.021804360872174300e+00,1.992657466983626762e+02,1.959888996354149038e+00,8.510076852630277244e-05
9.031806361272254335e+00,1.992657475854694553e+02,1.959899452994506186e+00,8.343710637248591411e-05
9.041808361672334371e+00,1.992657485029357076e+02,1.959909908090309960e+00,8.143105867475242121e-05
9.051810362072414406e+00,1.992657494400841927e+02,1.959920361641924957e+00,7.920260275184887178e-05
9.061812362472494442e+00,1.992657503871634503e+02,1.959930813649702230e+00,7.686131400497231425e-05
9.071814362872574478e+00,1.992657513353478294e+02,1.959941264113980175e+00,7.450636443628866346e-05
9.081816363272654513e+00,1.992657522767374587e+02,1.959951713035084309e+00,7.222652311789090618e-05
9.091818363672734549e+00,1.992657532043581909e+02,1.959962160413326382e+00,7.010015721853335435e-05
9.101820364072814584e+00,1.992657541121617442e+02,1.959972606249005933e+00,6.819523023615658985e-05
9.111822364472894620e+00,1.992657549950255600e+02,1.959983050542408733e+00,6.656930301041086295e-05
9.121824364872974655e+00,1.992657558487528888e+02,1.959993493293808342e+00,6.526953420049608212e-05
9.131826365273054691e+00,1.992657566700727614e+02,1.960003934503464329e+00,6.433267854966118193e-05
9.141828365673134726e+00,1.992657574566400172e+02,1.960014374171623830e+00,6.378508863491560987e-05
9.151830366073214762e+00,1.992657582070352191e+02,1.960024812298520658e+00,6.364271435721491343e-05
9.161832366473294798e+00,1.992657589207647391e+02,1.960035248884375969e+00,6.391110293968438327e-05
9.171834366873374833e+00,1.992657595982607859e+02,1.960045683929397375e+00,6.458539793996465050e-05
9.181836367273454869e+00,1.992657602408812636e+02,1.960056117433779610e+00,6.565034073879871812e-05
9.191838367673534904e+00,1.992657608509099134e+02,1.960066549397704305e+00,6.708027003021754808e-05
9.201840368073614940e+00,1.992657614315562284e+02,1.960076979821340437e+00,6.883912159416638588e-05
9.211842368473694975e+00,1.992657619869555390e+02,1.960087408704843659e+00,7.088042778669034760e-05
9.221844368873775011e+00,1.992657625221688988e+02,1.960097836048356301e+00,7.314731876739699601e-05
9.231846369273855046e+00,1.992657630431831421e+02,1.960108261852007816e+00,7.557252203760356224e-05
9.241848369673935082e+00,1.992657635569109686e+02,1.960118686115914999e+00,7.807836165873993650e-05
9.251850370074015117e+00,1.992657640711907732e+02,1.960129108840181100e+00,8.057675926487206652e-05
9.261852370474095153e+00,1.992657645947867593e+02,1.960139530024896715e+00,8.296923356532204252e-05
9.271854370874175189e+00,1.992657651373889394e+02,1.960149949670138891e+00,8.514690033756266985e-05
9.281856371274255224e+00,1.992657657096130777e+02,1.960160367775972023e+00,8.699047292282102717e-05
9.291858371674335260e+00,1.992657663230007188e+02,1.960170784342447625e+00,8.837026148356130761e-05
9.301860372074415295e+00,1.992657669900192161e+02,1.960181199369603444e+00,8.914617374777833447e-05
9.311862372474495331e+00,1.992657677240617033e+02,1.960191612857465016e+00,8.916771376021870310e-05
9.321864372874575366e+00,1.992657685394470661e+02,1.960202024806044108e+00,8.827398386834772737e-05
9.331866373274655402e+00,1.992657694428752677e+02,1.960212435215459958e+00,8.638969809027230440e-05
9.341868373674735437e+00,1.992657704139390091e+02,1.960222844086213279e+00,8.374416878531576458e-05
9.351870374074815473e+00,1.992657714341865756e+02,1.960233251418776579e+00,8.054473378393822713e-05
9.361872374474895508e+00,1.992657724868243463e+02,1.960243657213599722e+00,7.698009952861184502e-05
9.371874374874975544e+00,1.992657735564499717e+02,1.960254061471113030e+00,7.322333915027456896e-05
9.381876375275055580e+00,1.992657746290523164e+02,1.960264464191726841e+00,6.943189246300107698e-05
9.391878375675135615e+00,1.992657756920115162e+02,1.960274865375832176e+00,6.574756620025823395e-05
9.401880376075215651e+00,1.992657767340989494e+02,1.960285265023800294e+00,6.229653429201675863e-05
9.411882376475295686e+00,1.992657777454772656e+02,1.960295663135982913e+00,5.918933707782514375e-05
9.421884376875375722e+00,1.992657787177003286e+02,1.960306059712711990e+00,5.652088208307759487e-05
