t,w,Omega_th,dw_dt,dw_dt_noisy
8.051610322064412628e+00,3.998160327023532190e-01,1.494067538903466608e-01,-5.447280270323359708e-02,-3.727117501063553773e-02
8.061612322464492664e+00,3.992718650591289276e-01,1.492331911878794493e-01,-5.433905061437356576e-02,-4.943507595975734498e-02
8.071614322864572699e+00,3.987290325172702099e-01,1.490597904754814018e-01,-5.420583196268591308e-02,-1.068901774839027263e-01
8.081616323264652735e+00,3.981875297607940789e-01,1.488865520138797915e-01,-5.407314393525040203e-02,-2.730589149164387025e-02
8.091618323664732770e+00,3.976473515038645434e-01,1.487134760602678019e-01,-5.394098373736381374e-02,3.235428253933576165e-02
8.101620324064812806e+00,3.971084924907927749e-01,1.485405628683044432e-01,-5.380934859248461682e-02,-1.176727603909411835e-01
8.111622324464892841e+00,3.965709474803241763e-01,1.483678126900327965e-01,-5.367823573606665677e-02,-5.558639216695206858e-02
8.121624324864972877e+00,3.960347112015810689e-01,1.481952257808110685e-01,-5.354764239854729879e-02,-7.795682881672957865e-02
8.131626325265052913e+00,3.954997784814549000e-01,1.480228023835924445e-01,-5.341756585490525094e-02,-3.803697411543027762e-02
8.141628325665132948e+00,3.949661441821533114e-01,1.478505427371563652e-01,-5.328800340007823488e-02,-5.525926407482002756e-02
8.151630326065212984e+00,3.944338031903108499e-01,1.476784470774763769e-01,-5.315895234466545827e-02,-6.318995010223295294e-02
8.161632326465293019e+00,3.939027504169892446e-01,1.475065156377199926e-01,-5.303041001488088130e-02,-9.982117735274695369e-02
8.171634326865373055e+00,3.933729807976770743e-01,1.473347486482486646e-01,-5.290237375250657348e-02,-5.638163646186215155e-02
8.181636327265453090e+00,3.928444892922898779e-01,1.471631463366179782e-01,-5.277484091484616058e-02,-8.618939888757062850e-02
8.191638327665533126e+00,3.923172708851702661e-01,1.469917089275774025e-01,-5.264780887467858383e-02,-6.266763782975016961e-02
8.201640328065613161e+00,3.917913205850878100e-01,1.468204366430704844e-01,-5.252127502021186611e-02,-5.839696388732332905e-02
8.211642328465693197e+00,3.912666334252390965e-01,1.466493297022347098e-01,-5.239523675503710010e-02,-2.238046077246571425e-02
8.221644328865773232e+00,3.907432044632476176e-01,1.464783883214016424e-01,-5.226969149808248505e-02,-8.408555807604370380e-02
8.231646329265853268e+00,3.902210287811639366e-01,1.463076127140967853e-01,-5.214463668356775217e-02,-7.101564685543629296e-02
8.241648329665933304e+00,3.897001014854655776e-01,1.461370030910396633e-01,-5.202006976095836094e-02,-1.121724672403241752e-03
8.251650330066013339e+00,3.891804177070570248e-01,1.459665596601438242e-01,-5.189598819492030612e-02,-6.551234797590485548e-02
8.261652330466093375e+00,3.886619726012697784e-01,1.457962826265168099e-01,-5.177238946527466107e-02,-6.757060049038335348e-02
8.271654330866173410e+00,3.881447613478622993e-01,1.456261721924601293e-01,-5.164927106695250958e-02,-1.113576369656942705e-02
8.281656331266253446e+00,3.876287791510200642e-01,1.454562285574693137e-01,-5.152663050995001659e-02,-4.060032126453608226e-02
8.291658331666333481e+00,3.871140212393555657e-01,1.452864519182339720e-01,-5.140446531928343638e-02,-4.954233412523662700e-02
8.301660332066413517e+00,3.866004828659081460e-01,1.451168424686375691e-01,-5.128277303494463424e-02,-4.297299877656973743e-02
8.311662332466493552e+00,3.860881593081443297e-01,1.449474003997577032e-01,-5.116155121185639310e-02,-1.158125665054939440e-01
8.321664332866573588e+00,3.855770458679575463e-01,1.447781258998659393e-01,-5.104079741982814333e-02,-3.063061497029833866e-02
8.331666333266653623e+00,3.850671378716681303e-01,1.446090191544277537e-01,-5.092050924351158164e-02,1.276938911666863213e-02
8.341668333666733659e+00,3.845584306700234323e-01,1.444400803461027838e-01,-5.080068428235672007e-02,-2.430486206194260035e-02
8.351670334066813695e+00,3.840509196381979851e-01,1.442713096547445506e-01,-5.068132015056796280e-02,-1.309901731918332590e-01
8.361672334466893730e+00,3.835446001757930046e-01,1.441027072574005974e-01,-5.056241447706012748e-02,-3.879939959404343081e-02
8.371674334866973766e+00,3.830394677068368892e-01,1.439342733283125175e-01,-5.044396490541502159e-02,-9.808021082669565738e-02
8.381676335267053801e+00,3.825355176797849976e-01,1.437660080389158990e-01,-5.032596909383781764e-02,-6.399295036195146169e-02
8.391678335667133837e+00,3.820327455675196493e-01,1.435979115578402410e-01,-5.020842471511373362e-02,-4.601293871056181400e-02
8.401680336067213872e+00,3.815311468673501794e-01,1.434299840509091761e-01,-5.009132945656485925e-02,-1.119428555925435775e-01
8.411682336467293908e+00,3.810307171010128280e-01,1.432622256811402761e-01,-4.997468102000705847e-02,1.463059098839329664e-02
8.421684336867373943e+00,3.805314518146709624e-01,1.430946366087450794e-01,-4.985847712170709406e-02,-5.544156005355649341e-02
8.431686337267453979e+00,3.800333465789147436e-01,1.429272169911291746e-01,-4.974271549233985623e-02,-1.222239599531137200e-02
8.441688337667534014e+00,3.795363969887615707e-01,1.427599669828921725e-01,-4.962739387694577176e-02,-1.995340094490348840e-02
8.451690338067614050e+00,3.790405986636555813e-01,1.425928867358276231e-01,-4.951251003488826852e-02,1.565532353057062787e-02
8.461692338467694086e+00,3.785459472079916732e-01,1.424259764037600351e-01,-4.939806172480110114e-02,8.190356989204720939e-03
8.471694338867774121e+00,3.780524382409776729e-01,1.422592361382891135e-01,-4.928404671613528798e-02,-1.249420562303779486e-01
8.481696339267854157e+00,3.775600674560070091e-01,1.420926660817705411e-01,-4.917046281159217352e-02,-4.892991766336728110e-02
8.491698339667934192e+00,3.770688305664470774e-01,1.419262663743308672e-01,-4.905730782632646697e-02,-1.576775836584476120e-01
8.501700340068014228e+00,3.765787233054052052e-01,1.417600371538969839e-01,-4.894457958782093970e-02,-7.313342867023139848e-02
8.511702340468094263e+00,3.760897414257284299e-01,1.415939785561961539e-01,-4.883227593585037773e-02,-1.491114163115907915e-02
8.521704340868174299e+00,3.756018807000036097e-01,1.414280907147560939e-01,-4.872039472244588110e-02,-4.805562082416094116e-03
8.531706341268254334e+00,3.751151369205573682e-01,1.412623737609048635e-01,-4.860893381185914242e-02,1.408236409886358398e-02
8.541708341668334370e+00,3.746295058994559835e-01,1.410968278237708928e-01,-4.849789108052697528e-02,-6.908677356301154426e-02
8.551710342068414406e+00,3.741449834685057763e-01,1.409314530302830104e-01,-4.838726441703587733e-02,-3.408906036114250915e-02
8.561712342468494441e+00,3.736615654792524999e-01,1.407662495051704432e-01,-4.827705172208655165e-02,-4.509337018048876350e-02
8.571714342868574477e+00,3.731792478029820614e-01,1.406012173709628166e-01,-4.816725090845899726e-02,1.351708968033871888e-02
8.581716343268654512e+00,3.726980263307198560e-01,1.404363567479901265e-01,-4.805785990097712068e-02,2.970713963338099395e-02
8.591718343668734548e+00,3.722178969732311549e-01,1.402716677543827117e-01,-4.794887663647402765e-02,-6.752554157045249916e-02
8.601720344068814583e+00,3.717388556610209949e-01,1.401071505060713651e-01,-4.784029906375692615e-02,1.397414492995610047e-01
8.611722344468894619e+00,3.712608983443342892e-01,1.399428051167872222e-01,-4.773212514357261238e-02,-4.953416185254187754e-02
8.621724344868974654e+00,3.707840209931556053e-01,1.397786316980618171e-01,-4.762435284857267914e-02,-6.756877451328831274e-02
8.631726345269054690e+00,3.703082195972093316e-01,1.396146303592271098e-01,-4.751698016327900870e-02,-1.912497832591810928e-02
8.641728345669134725e+00,3.698334901659596219e-01,1.394508012074153480e-01,-4.741000508404948077e-02,-1.105038583115765249e-02
8.651730346069214761e+00,3.693598287286103954e-01,1.392871443475592608e-01,-4.730342561904360421e-02,-2.152271288093579940e-02
8.661732346469294797e+00,3.688872313341054476e-01,1.391236598823919202e-01,-4.719723978818837068e-02,-8.118107146373132466e-02
8.671734346869374832e+00,3.684156940511282285e-01,1.389603479124467966e-01,-4.709144562314414306e-02,2.509860295272610398e-02
8.681736347269454868e+00,3.679452129681020089e-01,1.387972085360577035e-01,-4.698604116727080060e-02,-4.569484797253015040e-02
8.691738347669534903e+00,3.674757841931898250e-01,1.386342418493589079e-01,-4.688102447559384933e-02,2.864248385850913514e-02
8.701740348069614939e+00,3.670074038542945893e-01,1.384714479462850478e-01,-4.677639361477068519e-02,2.155169946093569294e-02
8.711742348469694974e+00,3.665400680990588689e-01,1.383088269185710761e-01,-4.667214666305704446e-02,-1.116149081297500012e-01
8.721744348869775010e+00,3.660737730948650515e-01,1.381463788557524275e-01,-4.656828171027344032e-02,-9.678393805681564932e-02
8.731746349269855045e+00,3.656085150288352903e-01,1.379841038451648794e-01,-4.646479685777182150e-02,-9.767645374829289628e-02
8.741748349669935081e+00,3.651442901078315595e-01,1.378220019719445799e-01,-4.636169021840230720e-02,-3.500781218883517593e-02
8.751750350070015116e+00,3.646810945584555985e-01,1.376600733190281034e-01,-4.625895991647994976e-02,-4.465325379144003543e-02
8.761752350470095152e+00,3.642189246270488567e-01,1.374983179671523392e-01,-4.615660408775185131e-02,-3.377784211105237105e-02
8.771754350870175188e+00,3.637577765796926599e-01,1.373367359948546584e-01,-4.605462087936405130e-02,-8.769016134850557420e-02
8.781756351270255223e+00,3.632976467022079881e-01,1.371753274784727195e-01,-4.595300844982871252e-02,-2.559564015405842857e-02
8.791758351670335259e+00,3.628385313001558088e-01,1.370140924921446623e-01,-4.585176496899161236e-02,2.340346551942135145e-02
8.801760352070415294e+00,3.623804266988366329e-01,1.368530311078089423e-01,-4.575088861799922468e-02,-1.134306243502862244e-01
8.811762352470495330e+00,3.619233292432909033e-01,1.366921433952044129e-01,-4.565037758926653727e-02,-5.634013977164485654e-02
8.821764352870575365e+00,3.614672352625546425e-01,1.365314294263001438e-01,-4.555023007314348837e-02,-3.399994234798053155e-02
8.831766353270655401e+00,3.610121410983889167e-01,1.363708892712209020e-01,-4.545044426877283689e-02,-5.280297319779060639e-02
8.841768353670735436e+00,3.605580431557564025e-01,1.362105229922203620e-01,-4.535101840275213708e-02,-5.605739064069688304e-02
8.851770354070813696e+00,3.601049378556769875e-01,1.360503306498359322e-01,-4.525195071144087061e-02,4.236124851582268730e-02
8.861772354470893731e+00,3.596528216350785567e-01,1.358903123029076010e-01,-4.515323944087727692e-02,1.820013579836293749e-02
8.871774354870973767e+00,3.592016909467974362e-01,1.357304680085780757e-01,-4.505488284675099320e-02,-3.385135680443379647e-03
8.881776355271053802e+00,3.587515422595780046e-01,1.355707978222926713e-01,-4.495687919437568042e-02,-8.381685736394865749e-02
8.891778355671133838e+00,3.583023720580727489e-01,1.354113017977993938e-01,-4.485922675866171189e-02,6.642110923993094218e-02
8.901780356071213873e+00,3.578541768428424308e-01,1.352519799871488571e-01,-4.476192382408902132e-02,-2.746679068796968604e-02
8.911782356471293909e+00,3.574069531303558644e-01,1.350928324406943937e-01,-4.466496868468006892e-02,-7.431376582671311848e-02
8.921784356871373944e+00,3.569606974529901389e-01,1.349338592070919440e-01,-4.456835964397280747e-02,-6.218722371741461363e-02
8.931786357271453980e+00,3.565154063590303957e-01,1.347750603333001118e-01,-4.447209501499375939e-02,-6.968852597287883421e-02
8.941788357671534015e+00,3.560710764126700512e-01,1.346164358645801362e-01,-4.437617312023124649e-02,6.095065907783538128e-02
8.951790358071614051e+00,3.556277041940105743e-01,1.344579858444959752e-01,-4.428059229160857813e-02,-3.472124350777144181e-02
8.961792358471694087e+00,3.551852862990617088e-01,1.342997103149141669e-01,-4.418535087045749599e-02,-4.171936672332021701e-02
8.971794358871774122e+00,3.547438193397411954e-01,1.341416093160039402e-01,-4.409044720749151491e-02,-1.524210551734038188e-01
8.981796359271854158e+00,3.543032999438752162e-01,1.339836828862371876e-01,-4.399587966277956896e-02,-7.805367048916343753e-03
8.991798359671934193e+00,3.538637247551977838e-01,1.338259310623884091e-01,-4.390164660571946320e-02,-9.747644445997899476e-02
9.001800360072014229e+00,3.534250904333513521e-01,1.336683538795348236e-01,-4.380774641501170019e-02,-1.009555781023315085e-01
9.011802360472094264e+00,3.529873936538863721e-01,1.335109513710562301e-01,-4.371417747863322323e-02,-1.373629258043276499e-02
9.021804360872174300e+00,3.525506311082615141e-01,1.333537235686351741e-01,-4.362093819381128446e-02,-8.744136405313475413e-02
9.031806361272254335e+00,3.521147995038436673e-01,1.331966705022567810e-01,-4.352802696699737545e-02,-2.386279441701333326e-03
9.041808361672334371e+00,3.516798955639077739e-01,1.330397922002088396e-01,-4.343544221384128962e-02,1.200921218358350084e-02
9.051810362072414406e+00,3.512459160276369952e-01,1.328830886890818574e-01,-4.334318235916521239e-02,-1.334629283837090175e-01
9.061812362472494442e+00,3.508128576501226559e-01,1.327265599937688945e-01,-4.325124583693801955e-02,-5.070674758035290108e-02
9.071814362872574478e+00,3.503807172023643002e-01,1.325702061374657292e-01,-4.315963109024947841e-02,-1.225005295358074092e-01
9.081816363272654513e+00,3.499494914712694693e-01,1.324140271416707759e-01,-4.306833657128464332e-02,-4.681503571202250136e-02
9.091818363672734549e+00,3.495191772596540902e-01,1.322580230261851397e-01,-4.297736074129836215e-02,1.982538184012935800e-03
9.101820364072814584e+00,3.490897713862421425e-01,1.321021938091125336e-01,-4.288670207058978279e-02,-1.117280703658510010e-01
9.111822364472894620e+00,3.486612706856656585e-01,1.319465395068593339e-01,-4.279635903847697764e-02,4.666163149846849767e-02
9.121824364872974655e+00,3.482336720084650561e-01,1.317910601341345800e-01,-4.270633013327171379e-02,-5.893838707723986214e-02
9.131826365273054691e+00,3.478069722210888060e-01,1.316357557039500026e-01,-4.261661385225419540e-02,-1.024950038542363495e-01
9.141828365673134726e+00,3.473811682058934314e-01,1.314806262276198845e-01,-4.252720870164793110e-02,-4.949307630069061520e-02
9.151830366073214762e+00,3.469562568611438413e-01,1.313256717147612551e-01,-4.243811319659484410e-02,-3.599376810349677602e-03
9.161832366473294798e+00,3.465322351010129420e-01,1.311708921732938071e-01,-4.234932586113007713e-02,-1.119959906625282581e-01
9.171834366873374833e+00,3.461090998555819143e-01,1.310162876094397855e-01,-4.226084522815737321e-02,-4.297414328557207924e-02
9.181836367273454869e+00,3.456868480708399916e-01,1.308618580277242094e-01,-4.217266983942409564e-02,-1.116632946530630721e-01
9.191838367673534904e+00,3.452654767004679215e-01,1.307076034320128477e-01,-4.208479824250112994e-02,1.729251033372392748e-02
9.201840368073614940e+00,3.448449826694479636e-01,1.305535238298596024e-01,-4.199722897758814688e-02,-3.510358433595596461e-02
9.211842368473694975e+00,3.444253629636038205e-01,1.303996192210456484e-01,-4.190996061018820162e-02,-6.404420332585805675e-02
9.221844368873775011e+00,3.440066145916877982e-01,1.302458896027544055e-01,-4.182299171711522517e-02,9.051332001938479366e-03
9.231846369273855046e+00,3.435887345752357547e-01,1.300923349708855148e-01,-4.173632088276223173e-02,-1.070668838626537139e-01
9.241848369673935082e+00,3.431717199485669889e-01,1.299389553200545888e-01,-4.164994669908045344e-02,-6.223428637936781471e-02
9.251850370074015117e+00,3.427555677587843519e-01,1.297857506435934061e-01,-4.156386776555842655e-02,4.981206058484682897e-02
9.261852370474095153e+00,3.423402750657740246e-01,1.296327209335497999e-01,-4.147808268920125802e-02,-4.863140171240468157e-02
9.271854370874175189e+00,3.419258389422057953e-01,1.294798661806877416e-01,-4.139259008450998922e-02,2.548545645836071405e-02
9.281856371274255224e+00,3.415122564735328936e-01,1.293271863744872296e-01,-4.130738857346090420e-02,-3.252059105738757533e-02
9.291858371674335260e+00,3.410995247579920453e-01,1.291746815031444284e-01,-4.122247678548494887e-02,-7.720372486972158776e-02
9.301860372074415295e+00,3.406876409066034173e-01,1.290223515535715015e-01,-4.113785335744732374e-02,-5.444892191315116314e-02
9.311862372474495331e+00,3.402766020431707839e-01,1.288701965113968062e-01,-4.105351693362695870e-02,-3.820681485530732363e-02
9.321864372874575366e+00,3.398664053042811939e-01,1.287182163609647267e-01,-4.096946616569614730e-02,-6.247015194784133474e-02
9.331866373274655402e+00,3.394570478393053592e-01,1.285664110853357578e-01,-4.088569971270029912e-02,-8.312078620071228219e-02
9.341868373674735437e+00,3.390485268103973771e-01,1.284147806662864766e-01,-4.080221624103763656e-02,-8.092180014589514525e-02
9.351870374074815473e+00,3.386408393924948967e-01,1.282633250843095707e-01,-4.071901442443910668e-02,-1.159424112626239178e-01
9.361872374474895508e+00,3.382339827733189530e-01,1.281120443186138103e-01,-4.063609294394816829e-02,-3.618092944700548874e-02
9.371874374874975544e+00,3.378279541533741326e-01,1.279609383471240480e-01,-4.055345048790078705e-02,-2.194940824265875084e-02
9.381876375275055580e+00,3.374227507459484632e-01,1.278100071464812471e-01,-4.047108575190546537e-02,-4.106090649469200382e-03
9.391878375675135615e+00,3.370183697771135245e-01,1.276592506920424530e-01,-4.038899743882335552e-02,-1.317683097253700142e-01
9.401880376075215651e+00,3.366148084857243372e-01,1.275086689578808219e-01,-4.030718425874829647e-02,-1.113798182277386806e-03
9.411882376475295686e+00,3.362120641234193630e-01,1.273582619167855368e-01,-4.022564492898715593e-02,-4.218094856691245037e-02
9.421884376875375722e+00,3.358101339546205599e-01,1.272080295402619465e-01,-4.014437817403998521e-02,-1.126751757674022414e-01
9.431886377275455757e+00,3.354090152565334382e-01,1.270579717985314827e-01,-4.006338272558047919e-02,-3.627162710317517746e-02
9.441888377675535793e+00,3.350087053191468933e-01,1.269080886605316039e-01,-3.998265732243625609e-02,-3.529167642822850226e-04
9.451890378075615828e+00,3.346092014452334285e-01,1.267583800939159622e-01,-3.990220071056940765e-02,-1.488116415144414076e-02
9.461892378475695864e+00,3.342105009503488211e-01,1.266088460650542369e-01,-3.982201164305693153e-02,-4.655649761439610568e-03
9.471894378875775899e+00,3.338126011628325673e-01,1.264594865390321898e-01,-3.974208888007148277e-02,6.424632875255839592e-03
9.481896379275855935e+00,3.334154994238074932e-01,1.263103014796516932e-01,-3.966243118886185470e-02,4.035431554135590626e-03
9.491898379675935971e+00,3.330191930871799211e-01,1.261612908494307295e-01,-3.958303734373378596e-02,-4.245553978618781671e-02
9.501900380076016006e+00,3.326236795196397256e-01,1.260124546096033638e-01,-3.950390612603073281e-02,-1.447154365507581364e-01
9.511902380476096042e+00,3.322289561006601666e-01,1.258637927201197160e-01,-3.942503632411467618e-02,-7.848661494527200966e-02
9.521904380876176077e+00,3.318350202224981116e-01,1.257153051396460719e-01,-3.934642673334707436e-02,-2.261661981425066095e-02
9.531906381276256113e+00,3.314418692901938135e-01,1.255669918255647444e-01,-3.926807615606978108e-02,-6.381171722479242470e-02
9.541908381676336148e+00,3.310495007215709662e-01,1.254188527339741843e-01,-3.918998340158606070e-02,-5.970872986139061367e-03
9.551910382076416184e+00,3.306579119472368711e-01,1.252708878196888420e-01,-3.911214728614179764e-02,-2.712420369706605716e-04
9.561912382476496219e+00,3.302671004105822150e-01,1.251230970362394168e-01,-3.903456663290644918e-02,-3.766678606644856264e-02
9.571914382876576255e+00,3.298770635677812368e-01,1.249754803358725519e-01,-3.895724027195444916e-02,5.400211484645126014e-02
9.581916383276656290e+00,3.294877988822145776e-01,1.248280376702576439e-01,-3.888016703825875053e-02,-8.865681411583255234e-02
9.591918383676736326e+00,3.290993037890157513e-01,1.246807689947870695e-01,-3.880334575910992373e-02,6.749570870581360349e-03
9.601920384076816362e+00,3.287115757736064903e-01,1.245336742584772366e-01,-3.872677528214331366e-02,-6.335607545480652358e-02
9.611922384476896397e+00,3.283246123428141816e-01,1.243867534079512033e-01,-3.865045446490467107e-02,-7.867377017046051080e-02
9.621924384876976433e+00,3.279384110137076314e-01,1.242400063888859513e-01,-3.857438217084293436e-02,-1.013361867459217774e-02
9.631926385277056468e+00,3.275529693135972309e-01,1.240934331460124135e-01,-3.849855726929439503e-02,-7.027924573689282861e-02
9.641928385677136504e+00,3.271682847800345129e-01,1.239470336231155018e-01,-3.842297863546682152e-02,3.541470450338944642e-03
9.651930386077216539e+00,3.267843549608126508e-01,1.238008077630340376e-01,-3.834764515042390215e-02,-9.766232951133504980e-02
9.661932386477296575e+00,3.264011774139660149e-01,1.236547555076608074e-01,-3.827255570106943838e-02,-3.749335899827454383e-02
9.671934386877376610e+00,3.260187497077705610e-01,1.235088767979425350e-01,-3.819770918013189187e-02,-8.134420529530748956e-02
9.681936387277456646e+00,3.256370694207436078e-01,1.233631715738798956e-01,-3.812310448614865399e-02,-5.084700746695938051e-02
9.691938387677536682e+00,3.252561341416438379e-01,1.232176397745275154e-01,-3.804874052345061375e-02,-5.761930760595085355e-02
9.701940388077616717e+00,3.248759414694712966e-01,1.230722813379939717e-01,-3.797461620214663547e-02,-9.537308525731412467e-02
9.711942388477696753e+00,3.244964890134676150e-01,1.229270962014417795e-01,-3.790073043810825160e-02,-6.086747123018397543e-03
9.721944388877776788e+00,3.241177743931156763e-01,1.227820843010873908e-01,-3.782708215295414733e-02,-1.010392592129944755e-01
9.731946389277856824e+00,3.237397952381398381e-01,1.226372455722012228e-01,-3.775367027403488812e-02,-8.770814862183118343e-02
9.741948389677936859e+00,3.233625491885058767e-01,1.224925799491076300e-01,-3.768049373441768185e-02,5.957064698695106741e-03
9.751950390078016895e+00,3.229860338944208764e-01,1.223480873651849321e-01,-3.760755147287107164e-02,1.012946607751889772e-02
9.761952390478096930e+00,3.226102470163334512e-01,1.222037677528653721e-01,-3.753484243384981600e-02,-5.062578666810861605e-03
9.771954390878176966e+00,3.222351862249335785e-01,1.220596210436351303e-01,-3.746236556747975510e-02,-2.136033601869683288e-02
9.781956391278255225e+00,3.218608492011527100e-01,1.219156471680344078e-01,-3.739011982954267010e-02,7.562350685082028234e-02
9.791958391678335261e+00,3.214872336361634941e-01,1.217718460556572319e-01,-3.731810418146125352e-02,-9.868837480455197597e-02
9.801960392078415296e+00,3.211143372313802202e-01,1.216282176351516642e-01,-3.724631759028420447e-02,-7.529572665727765624e-02
9.811962392478495332e+00,3.207421576984584854e-01,1.214847618342196900e-01,-3.717475902867115045e-02,-8.773863172999282756e-02
9.821964392878575367e+00,3.203706927592953613e-01,1.213414785796172596e-01,-3.710342747487789528e-02,6.969514147560917916e-03
9.831966393278655403e+00,3.199999401460292270e-01,1.211983677971542467e-01,-3.703232191274138940e-02,-2.348182456653102879e-02
9.841968393678735438e+00,3.196298976010399362e-01,1.210554294116944624e-01,-3.696144133166508194e-02,1.773785530191742538e-02
9.851970394078815474e+00,3.192605628769487613e-01,1.209126633471556966e-01,-3.689078472660410613e-02,1.089733188605464254e-02
9.861972394478895509e+00,3.188919337366182827e-01,1.207700695265096630e-01,-3.682035109805054801e-02,-4.890159898704034280e-02
9.871974394878975545e+00,3.185240079531526658e-01,1.206276478717820261e-01,-3.675013945201881932e-02,-7.851997287588413643e-02
9.881976395279055581e+00,3.181567833098973841e-01,1.204853983040524157e-01,-3.668014880003103717e-02,-8.710264706528757228e-02
9.891978395679135616e+00,3.177902576004392188e-01,1.203433207434543989e-01,-3.661037815910236914e-02,7.317330742221878070e-02
9.901980396079215652e+00,3.174244286286065364e-01,1.202014151091754524e-01,-3.654082655172669059e-02,1.105034079866187152e-02
9.911982396479295687e+00,3.170592942084690669e-01,1.200596813194570595e-01,-3.647149300586190190e-02,-7.594892546345030637e-03
9.921984396879375723e+00,3.166948521643378478e-01,1.199181192915946270e-01,-3.640237655491558588e-02,-5.411889865592822702e-02
9.931986397279455758e+00,3.163311003307655023e-01,1.197767289419374714e-01,-3.633347623773074131e-02,-4.700338477581197244e-02
9.941988397679535794e+00,3.159680365525458501e-01,1.196355101858889297e-01,-3.626479109857115579e-02,-5.421939788673253713e-02
9.951990398079615829e+00,3.156056586847142409e-01,1.194944629379062206e-01,-3.619632018710737531e-02,-5.313556161500383734e-02
9.961992398479695865e+00,3.152439645925474987e-01,1.193535871115005420e-01,-3.612806255840238234e-02,-1.570530309884780595e-01
9.971994398879775900e+00,3.148829521515637553e-01,1.192128826192370428e-01,-3.606001727289730174e-02,-3.986998810446214930e-02
9.981996399279855936e+00,3.145226192475225613e-01,1.190723493727347815e-01,-3.599218339639734254e-02,-5.584886673310350547e-02
9.991998399679935972e+00,3.141629637657079588e-01,1.189319872840108733e-01,-3.592455999633038799e-02,-2.217674383297445206e-02
1.000200040008001601e+01,3.138039835715796810e-01,1.187917962677053352e-01,-3.585714613508047405e-02,-2.611516797660417416e-02
1.001200240048009604e+01,3.134456765786187704e-01,1.186517762325314668e-01,-3.578994089358474018e-02,6.145958772690231220e-03
1.002200440088017608e+01,3.130880407127938914e-01,1.185119270859781165e-01,-3.572294335886920524e-02,-3.710540738049932646e-02
1.003200640128025611e+01,3.127310739082519442e-01,1.183722487348617958e-01,-3.565615262253359063e-02,3.465436991311493520e-03
1.004200840168033615e+01,3.123747741073180650e-01,1.182327410853267063e-01,-3.558956778073936456e-02,-1.643617188551752539e-01
1.005201040208041618e+01,3.120191392604956815e-01,1.180934040428446991e-01,-3.552318793419801529e-02,-9.130704216291478381e-02
1.006201240248049622e+01,3.116641673264664569e-01,1.179542375122153569e-01,-3.545701218815908162e-02,5.011512766497090710e-02
1.007201440288057626e+01,3.113098562720903462e-01,1.178152413975659119e-01,-3.539103965239846772e-02,-9.706698453829837314e-02
1.008201640328065629e+01,3.109562040724055398e-01,1.176764156023512725e-01,-3.532526944120670254e-02,-4.999050789246754778e-02
1.009201840368073633e+01,3.106032087106284645e-01,1.175377600293540659e-01,-3.525970067337715064e-02,-6.295239186474912985e-04
1.010202040408081636e+01,3.102508681781537825e-01,1.173992745806845539e-01,-3.519433247219434790e-02,-8.003031254279210915e-02
1.011202240448089640e+01,3.098991804745544476e-01,1.172609591577807170e-01,-3.512916396542242747e-02,2.895607941156910781e-04
1.012202440488097643e+01,3.095481436075815940e-01,1.171228136614081844e-01,-3.506419428529344157e-02,-1.071770165846201439e-01
1.013202640528105647e+01,3.091977555931647581e-01,1.169848379916603176e-01,-3.499942256849581518e-02,-1.313747317551428595e-01
1.014202840568113650e+01,3.088480144554116014e-01,1.168470320479580993e-01,-3.493484795616283445e-02,-1.021074630201890127e-01
1.015203040608121654e+01,3.084989182266080210e-01,1.167093957290502304e-01,-3.487046959386107953e-02,-1.182638402937432054e-01
1.016203240648129658e+01,3.081504649472183166e-01,1.165719289330131025e-01,-3.480628663157904479e-02,-3.639925537126764699e-02
1.017203440688137661e+01,3.078026526658848572e-01,1.164346315572507423e-01,-3.474229822371562720e-02,-5.133926487044314368e-02
1.018203640728145665e+01,3.074554794394284141e-01,1.162975034984949085e-01,-3.467850352906880901e-02,-1.896462395685298216e-02
1.019203840768153668e+01,3.071089433328479390e-01,1.161605446528050228e-01,-3.461490171082421546e-02,-8.710962521514609147e-02
1.020204040808161672e+01,3.067630424193206196e-01,1.160237549155681697e-01,-3.455149193654384610e-02,9.188637663507158437e-02
1.021204240848169675e+01,3.064177747802019347e-01,1.158871341814991379e-01,-3.448827337815475735e-02,-3.996931479453130071e-02
1.022204440888177679e+01,3.060731385050255993e-01,1.157506823446403932e-01,-3.442524521193783549e-02,-3.742111464712746804e-02
1.023204640928185682e+01,3.057291316915036195e-01,1.156143992983620916e-01,-3.436240661851654166e-02,-1.227939982124956128e-02
1.024204840968193686e+01,3.053857524455261818e-01,1.154782849353620522e-01,-3.429975678284572643e-02,-4.717974446640925412e-02
1.025205041008201690e+01,3.050429988811618198e-01,1.153423391476657844e-01,-3.423729489420053451e-02,-6.651333409215723358e-02
1.026205241048209693e+01,3.047008691206571918e-01,1.152065618266264746e-01,-3.417502014616518452e-02,-3.058509297889911577e-02
1.027205441088217697e+01,3.043593612944373583e-01,1.150709528629250133e-01,-3.411293173662198475e-02,1.112594726772339615e-02
1.028205641128225700e+01,3.040184735411055050e-01,1.149355121465699403e-01,-3.405102886774021703e-02,-1.463076263288079493e-03
1.029205841168233704e+01,3.036782040074431643e-01,1.148002395668974857e-01,-3.398931074596515944e-02,1.241470694756249826e-02
1.030206041208241707e+01,3.033385508484100490e-01,1.146651350125715840e-01,-3.392777658200708812e-02,-6.281681149321120816e-02
