n1,n2,sv,R,R_noisy
2.071300037518804871e+00,2.693426055564283939e+00,1.455572095569710456e+00,1.965215710731385235e+00,1.948618744084657628e+00
2.998527125353016576e+00,1.618064949268767538e+00,1.042445573498181233e+00,2.169373162679203659e+00,2.185087042251419476e+00
2.002567259345393147e+00,5.571328731530829081e-01,5.873069225752020062e-01,6.363773335372306938e-01,5.838826100329088664e-01
1.490266156521962149e+00,2.177531099788026836e+00,1.974410219941182598e+00,2.242183449993325972e+00,2.368621318564941625e+00
2.752896798346814222e+00,1.801409595187941193e+00,1.742158802731011313e+00,1.919558463706561913e+00,1.914077422290185293e+00
5.384608029860916689e-01,2.089229516109223361e+00,3.343688039411336632e-01,3.644281486290513739e-01,3.614322791938617274e-01
1.256767423108918313e+00,1.807184359057414147e+00,7.385759181575728416e-01,1.355307788350764708e+00,1.377390795148031755e+00
2.379822618035667858e+00,9.997261230957533718e-01,1.337145397278931558e+00,2.037512864476210162e+00,2.024632876792646474e+00
9.037175338041854022e-01,1.510814897484914265e+00,1.208616671176077739e+00,1.425673875349180886e+00,1.393397836151224256e+00
1.403089937948645893e+00,2.410228246223323989e+00,5.491481365454231600e-01,1.392567771590534909e+00,1.396157698757801047e+00
2.622659091395058262e+00,1.884803044766551361e+00,8.039076529537549920e-01,2.047965200108544881e+00,2.093204079112890081e+00
1.361686623362823090e+00,2.158408580071839111e+00,5.696476615604891824e-01,1.309084931781303585e+00,1.341672884385755715e+00
1.107401772335960155e+00,2.494372410816682262e+00,2.930904036116614431e-01,7.004015934857041881e-01,7.468056111792318319e-01
2.726470670702124011e+00,2.440060177338706282e+00,1.843430032053325895e+00,1.331890848825398654e+00,1.303001813914194562e+00
6.935430131865484293e-01,1.216763833043815080e+00,9.222136257054540653e-01,7.875353605423303094e-01,7.481202749548525599e-01
2.641729518201797688e+00,1.297160694237778467e+00,3.167347398764640554e-01,8.930788286922917152e-01,9.926371823423579821e-01
1.288461543493683914e+00,1.280150480482504571e+00,1.025696167269198877e+00,1.421610621196475632e+00,1.409016132936380616e+00
1.019461792886426688e+00,1.482601823332940105e+00,1.075039926385918498e+00,1.391973041483405060e+00,1.415257728781051716e+00
1.719696907649455486e+00,2.332679392513698602e+00,1.567428848770733074e+00,2.205880073472819891e+00,2.242176165416602363e+00
1.708545286881412384e+00,2.675225020054290415e+00,1.144028759767297565e+00,2.190187726630678622e+00,2.260612844229129337e+00
2.911742468142153761e+00,7.993418252222170839e-01,1.411272029531708938e+00,2.074519278308588621e+00,2.006357866634345122e+00
2.381261748850255877e+00,1.245449032835477698e+00,4.588591671202074673e-01,1.104043317905954558e+00,1.079439856443994428e+00
1.650306083873888552e+00,2.180834018895622339e+00,1.294222807704968004e+00,2.214629517946456350e+00,2.192364852695693145e+00
1.898620448444340081e+00,1.839871167950406505e+00,1.046559045179066949e+00,2.071313683663165595e+00,2.055659649284204971e+00
1.295920667826628181e+00,2.463395263803927371e+00,1.634055220346289472e+00,2.274408681092949358e+00,2.153196925329214029e+00
2.956803980835993606e+00,1.979591688936213512e+00,1.951955327458252842e+00,1.473996532858439235e+00,1.468616728113598668e+00
1.464847007794766398e+00,2.736509465929476193e+00,1.249058879825735824e+00,2.213849011077930751e+00,2.068590347734156509e+00
2.714223567449252084e+00,2.406593545982874449e+00,8.418868728695072523e-01,2.105322754866389090e+00,2.119677424761299722e+00
2.140192964216640181e+00,1.622859730309858639e+00,5.243683129075216165e-01,1.368064065640313798e+00,1.394406451403832570e+00
2.790360181091450897e+00,1.602613852425285090e+00,2.977590940954138454e-01,1.034955404804785539e+00,1.064326521808390158e+00
1.386419151701154595e+00,1.011684141417172444e+00,3.108157063326743019e-01,4.174636306317587864e-01,3.567095474394865739e-01
1.541741066511461256e+00,2.527808055596501013e+00,7.384332297953219992e-01,1.825277244810892263e+00,1.872529635728685804e+00
1.423317407739387530e+00,2.881402236863343180e+00,1.413980454769351525e+00,2.220660952366328544e+00,2.176965588908846172e+00
2.567607045503464747e+00,2.747795445193101038e+00,1.402085056600456570e+00,1.676981040190907546e+00,1.615139682565237766e+00
2.882806913228257439e+00,1.918994880410088477e+00,4.937116260976334714e-01,1.697096807155135334e+00,1.647605358491130545e+00
2.561423330509122298e+00,2.687224659932615278e+00,4.103131573033156898e-01,1.685405644117112800e+00,1.642553731042400100e+00
1.628553181312898612e+00,6.105510157175376706e-01,1.419497374840434256e+00,1.302994513159754897e+00,1.311169985076978683e+00
2.572741818570148276e+00,1.295473066071314072e+00,3.057648281322122852e-01,8.471718333377160626e-01,8.879723685404627975e-01
2.325465922432198962e+00,6.503848821742339581e-01,1.773272757326173954e+00,1.953066172243459908e+00,1.847563369969896119e+00
1.797833094125471431e+00,1.801388416606377163e+00,1.301027669176467505e+00,2.189463741894358328e+00,2.161999890011232051e+00
9.587375239923505710e-01,6.902239643723111495e-01,1.010916214383293044e+00,7.062684757560880877e-01,7.509670583207048722e-01
1.094677333616179915e+00,1.837531301576802445e+00,1.526507446793190503e+00,2.038751533009227401e+00,2.048561280147429553e+00
2.259410638104605518e+00,8.231416585894399951e-01,5.962720810451243025e-01,9.786569808333719367e-01,1.003745645306719503e+00
9.968485174383316938e-01,2.720160923435688272e+00,1.327794817120738990e+00,2.120428371207339069e+00,2.045194822728165107e+00
1.900864961547670706e+00,2.574662801925774680e+00,1.936754385804341672e+00,1.798934427381407186e+00,1.846371298038262498e+00
2.510471768798986147e+00,1.465470802879747403e+00,4.222701892942669621e-01,1.199799531690402654e+00,1.121352322965494031e+00
2.134745193435402921e+00,2.149356906722089455e+00,1.012524322136367116e+00,2.153589392944209369e+00,2.163092966145666818e+00
2.024389292964498210e+00,2.152833922644340703e+00,9.385621969814141874e-01,2.098428193217829030e+00,2.166491062762228914e+00
1.144333408429446974e+00,1.957452689526818723e+00,1.874238717193581705e+00,2.269611501885255400e+00,2.363579021377603784e+00
7.998399215329150547e-01,2.712419603790777067e+00,1.982194333832226762e+00,2.292761440835199505e+00,2.318338268337515107e+00
5.847746243669202926e-01,2.138185310134400829e+00,1.253776530191897498e+00,1.378383179378058543e+00,1.422431639475973064e+00
6.158502339209571685e-01,1.576127718975571579e+00,6.544584751321033123e-01,6.321878263641605988e-01,6.018712446555727347e-01
1.079406151327180208e+00,1.429423179662270060e+00,1.368200837442996365e+00,1.682809008144652285e+00,1.658736801532856298e+00
1.894206697763178848e+00,1.001174840195776294e+00,3.385701006652098721e-01,5.872248051719678452e-01,6.456959737413464628e-01
1.559200652898299122e+00,5.863134625918332565e-01,7.184389634788184154e-01,6.582348077534553310e-01,6.583151268770784936e-01
1.010247327091331915e+00,1.157956995631452379e+00,8.809070860370138423e-01,9.790090991698882084e-01,9.726434079768383478e-01
1.256717846694498153e+00,2.003342682604292158e+00,1.832847188910189606e+00,2.291398391788444844e+00,2.220870486779091380e+00
1.653128226886315444e+00,2.350184242065760820e+00,1.004926186688470668e+00,2.095634022710374023e+00,2.103163571605111137e+00
2.497355574760390162e+00,5.047883702238926684e-01,1.496149954288648498e+00,1.583706645757149811e+00,1.615999816111281628e+00
2.139822872241572860e+00,2.878158693439512472e+00,1.768280472967676431e+00,1.548750843498753582e+00,1.509042369736731448e+00
6.022638271100789753e-01,2.785245755687654423e+00,8.387641132962948554e-01,1.216892637028780699e+00,1.191538645906343952e+00
1.703797490166331752e+00,2.094800203890586410e+00,9.544116446013335420e-01,2.006358495595527369e+00,2.085381325396571839e+00
9.649928521547697091e-01,2.924443990286143435e+00,6.063164323271668099e-01,1.337049688456125818e+00,1.345962995913569049e+00
2.637082169285681843e+00,6.340999728031864180e-01,5.826267311520674230e-01,8.796721496566194398e-01,8.652424673773693176e-01
2.712260584418374254e+00,1.123086458593661963e+00,1.285803877717573318e+00,2.158208981585943320e+00,2.101359842118976307e+00
1.886661777782852045e+00,7.474758252853190843e-01,1.886211108898433908e+00,1.957383459631481859e+00,1.926404508067429466e+00
2.341020106206492812e+00,2.335354512245888969e+00,1.113926431351315527e+00,2.142791811245774891e+00,2.130291998693699451e+00
2.216952506290609914e+00,2.739862618642300518e+00,3.268166189487153872e-01,1.365683397358154583e+00,1.434139789918840391e+00
2.542087169641142008e+00,2.890068169149669242e+00,8.513972023683251678e-01,2.063993878110865765e+00,2.033469143201753315e+00
1.197039360822799381e+00,2.051663845839542866e+00,1.145216712055960206e+00,1.905731967701269403e+00,1.995448756074572172e+00
1.073220785338148353e+00,1.525785897683102466e+00,1.902436444167344032e+00,2.094701915362902511e+00,2.048267524515359206e+00
2.365772639034890545e+00,8.001660741526026577e-01,1.915800556666349630e+00,2.202831476331243987e+00,2.184952136089941099e+00
2.897704815234606102e+00,9.837813143947098382e-01,8.965223859071977941e-01,1.770997861052461264e+00,1.813175043448007173e+00
1.074544557093390473e+00,1.420027277132792864e+00,6.013715681422402426e-01,8.489033429206724879e-01,8.368935963639183573e-01
1.919434958849723927e+00,1.070891952720627094e+00,1.920952103808634348e+00,2.248621312679261575e+00,2.207108210559231232e+00
1.860548781329655288e+00,2.937807108050735305e+00,1.399349177239078923e+00,2.025463912232768671e+00,2.018871741658684993e+00
1.433895558487770616e+00,1.025992710031026434e+00,3.350210605023263843e-01,4.686528703045539368e-01,4.910884949760006002e-01
2.375594466838514940e+00,5.969557605592350491e-01,8.990592532057226638e-01,1.143370745099968611e+00,1.057584034357516023e+00
8.294158691895956448e-01,8.909325198080340069e-01,1.079892917772265148e+00,8.233787216623286165e-01,8.109519043748950606e-01
1.429442684570230604e+00,5.770284503778970731e-01,9.853672991276052340e-01,8.197368165385213734e-01,8.142699853159390821e-01
1.577668071481016732e+00,5.717821775268203677e-01,2.655966387658217354e-01,2.380795738565159581e-01,2.178921858602326511e-01
2.882499448278371901e+00,8.171469172768925926e-01,5.331261358501466763e-01,1.058502874288539175e+00,1.095270677607488752e+00
2.210759475949721775e+00,2.457041849871430372e+00,8.180819354730883841e-01,2.090300647816802027e+00,2.061873039341008074e+00
2.277397196558377246e+00,2.226607885338666382e+00,3.578831770051071337e-01,1.304742915987251672e+00,1.286517173557935045e+00
2.999477859007722458e+00,6.879433720390183415e-01,9.978280980909453035e-01,1.596211523300560708e+00,1.598093652668687081e+00
1.066946762574064511e+00,1.784284413120894808e+00,8.540371417426948497e-01,1.352214101562612347e+00,1.388656556278385246e+00
2.008816581010478330e+00,1.888093439811476371e+00,2.354099467583041227e-01,7.439524972827719074e-01,7.328943664003864100e-01
7.691542394059631693e-01,2.585865453662600011e+00,1.645532142317107871e+00,2.103560276712688193e+00,2.179390140257776221e+00
9.062416853965472585e-01,1.872456914540287398e+00,6.845947416292925691e-01,1.033976610245388228e+00,9.885906952442018447e-01
2.240319602434561741e+00,2.908587943907697149e+00,1.731126291073625811e+00,1.481582961391483710e+00,1.545908679008187958e+00
2.564958569192546722e+00,2.855170819148135308e+00,4.450511368297833670e-01,1.800878150889247964e+00,1.757987073333714845e+00
2.089493973991838338e+00,2.171203018274674879e+00,8.539184419177838770e-01,2.051244053300618209e+00,2.043090729201824551e+00
1.949457236404767091e+00,2.337724445773514237e+00,1.760914974761462304e+00,2.015606488989300615e+00,2.033808798257678241e+00
2.476576815739630177e+00,2.403878512501024467e+00,7.145485369976949386e-01,2.043621072136919459e+00,2.146363065199904607e+00
2.890593552879308525e+00,2.964894805062495031e+00,8.323603452012580117e-01,1.971763704332352818e+00,2.016555011665007502e+00
2.813805433130458500e+00,1.949161030940167461e+00,8.770159046820307225e-01,2.122240654694633299e+00,2.101947512216786329e+00
2.521942517073293200e+00,9.161744275024198414e-01,2.756559323412944296e-01,5.682249164690867937e-01,6.331808722486728103e-01
1.580294761242958090e+00,1.533244630454188462e+00,2.581225745182344489e-01,5.587593026338175672e-01,5.480740573891322853e-01
2.415835020007394807e+00,1.962308543069600564e+00,1.720955586036893692e+00,1.991402447062463166e+00,1.951830154247480742e+00
1.084580780796835286e+00,1.239701642948169757e+00,1.998970006445411229e+00,1.979977292102551134e+00,2.002411526691885157e+00
2.760121695392057539e+00,1.048896611371333165e+00,6.911827060640390874e-01,1.499824801031818700e+00,1.504548343433483648e+00
1.199335760398904549e+00,2.321519825327122533e+00,1.892795111447608480e+00,2.304483465702687806e+00,2.352166784065849559e+00
2.950961777964002053e+00,2.822255663897573985e+00,9.962470184841252241e-01,1.859621498347177049e+00,1.832134580139811453e+00
1.254208137406103152e+00,2.048903142960596391e+00,1.598268140829017359e+00,2.227244501685654132e+00,2.246319676568700352e+00
1.160208191883874473e+00,1.464215984918261659e+00,7.121386069644290995e-01,1.073476917117692109e+00,1.105204383759430531e+00
1.340818605095927207e+00,2.933112401322041318e+00,1.194839774919485675e+00,2.198773407902993693e+00,2.212675685880527876e+00
1.712854737847202102e+00,2.269542283368540581e+00,8.842827193995417279e-01,1.993803878417476527e+00,1.992354701812908635e+00
1.000501608676498844e+00,2.942857942171928087e+00,3.991009450131559610e-01,9.728305901203946338e-01,9.379496714158446213e-01
1.159307980078171152e+00,2.852191009858523696e+00,9.176989632356893356e-01,1.916687469330954574e+00,1.961875058898723934e+00
2.710591420960202225e+00,1.654531707632020288e+00,1.468311624275204341e+00,2.164493323722251450e+00,2.171354548737872925e+00
2.828299539295190623e+00,1.970540404470327411e+00,6.806326724199549538e-01,1.985234625239129524e+00,2.010049823864572538e+00
8.884497065310971164e-01,1.495667713295944612e+00,1.304429750523069531e+00,1.484962689195635566e+00,1.467423777152605968e+00
1.603378066065048735e+00,1.787781799123546733e+00,1.571714034944727167e+00,2.252729594000507429e+00,2.253380178537614853e+00
1.549616021354535356e+00,2.045049616807871118e+00,7.989578491461957199e-01,1.737783086292239654e+00,1.685921686707003708e+00
2.570722789883456372e+00,1.241532890279362533e+00,1.544604441216462565e+00,2.263334282657901042e+00,2.267610547414691258e+00
2.151034873119940904e+00,1.567449431519995384e+00,2.233059656561104944e-01,6.435450674765172963e-01,6.818055836592328278e-01
1.520104189099415803e+00,2.573048200050721324e+00,1.685860849115882854e+00,2.193018514578537470e+00,2.197668178882528967e+00
2.471739482427357526e+00,2.319094080676292968e+00,2.443034299756993155e-01,1.053202356262293193e+00,1.096171996788205316e+00
2.012877472083820507e+00,8.900442935400944000e-01,3.247348110992451797e-01,5.364293510528520548e-01,5.520748751589856784e-01
1.023402740615849904e+00,8.035165465288164333e-01,1.037089899325708942e+00,8.630460043357405242e-01,9.312388358367064134e-01
2.481570390133239101e+00,2.576739145718317747e+00,8.678602886568875796e-01,2.111147626719903414e+00,2.101645145112263080e+00
1.664093791205720763e+00,1.372579546582728849e+00,1.825948541114324808e+00,2.261419170323658356e+00,2.179487658996012822e+00
2.717376250564918827e+00,2.822117093496870233e+00,1.353134923904898423e+00,1.591684211396273696e+00,1.613308622850552210e+00
2.163071725712567783e+00,1.285915580359672683e+00,1.279492456504634834e+00,2.103463941812426352e+00,2.095204467418548155e+00
8.778652677955249839e-01,7.729518325615751806e-01,5.295238049272555925e-01,3.787801228130681097e-01,3.300654536989351406e-01
2.391689241353455841e+00,2.744309857292542620e+00,7.386798881945992878e-01,2.078597566448207701e+00,2.111160834344345982e+00
1.953014382139034000e+00,1.538292844732100040e+00,1.538594719300076186e+00,2.253380519916716285e+00,2.266596976879448277e+00
1.853948645351080060e+00,2.053737329067569117e+00,4.861028547363327457e-01,1.369223471224409128e+00,1.391490401321140213e+00
1.549343886897879052e+00,1.301225434418833204e+00,1.447241129508768820e+00,1.986901484353618352e+00,1.970282686814283757e+00
2.157225611905849938e+00,2.055904562247114598e+00,9.740506138837683459e-01,2.126732717494631775e+00,2.136585075707019499e+00
6.582244705631852266e-01,2.317735468117479325e+00,5.316020643823565761e-01,7.504731689389506633e-01,7.631901211467219115e-01
1.759583906192710545e+00,2.944275097069305236e+00,1.855589065372002411e+00,1.770710247611455568e+00,1.859443002938540479e+00
2.838766797038087208e+00,6.339813711888480086e-01,5.270302765783603238e-01,8.497943509800923723e-01,8.155963627571580776e-01
1.012167843043898063e+00,2.861137539238452376e+00,5.084040118689349130e-01,1.181210067388954732e+00,1.180685357411084935e+00
8.425334847265426585e-01,1.891086292099617205e+00,1.806230839719885850e+00,2.019004473993784021e+00,2.037197464607266362e+00
1.526300861297462674e+00,8.725047147978119977e-01,1.560468156111534332e+00,1.690787403646653697e+00,1.604548057341883771e+00
1.798776104860955183e+00,2.916570287472745271e+00,1.662369925305011042e+00,1.898560653998847547e+00,1.818412235627437923e+00
1.441314586436659217e+00,2.453880667136843385e+00,4.302849941429548464e-01,1.185592536400526198e+00,1.293883454941916700e+00
1.709852573914453000e+00,1.000402868071090134e+00,4.769435196399898214e-01,7.481013390016113540e-01,6.597453913185279406e-01
2.186670318272124547e+00,2.244194832814167206e+00,6.234621954293910751e-01,1.832297833466131065e+00,1.861044290698893988e+00
2.481946421383385726e+00,2.689385218284624290e+00,1.406443322500123161e+00,1.759790761806286685e+00,1.717379491503058020e+00
6.289787172118952441e-01,1.485285995870050835e+00,1.215350803044189298e+00,1.093538831171225079e+00,1.055380826033668562e+00
1.454280535208599234e+00,6.313113065050666162e-01,1.144596504355990696e+00,1.023902996230683149e+00,9.247767510170660232e-01
2.048077290024871822e+00,5.859717917787605757e-01,6.994693105815583678e-01,8.003803832622359282e-01,7.553434546459685262e-01
5.522891511670673381e-01,5.793795692179422030e-01,7.430102096559385583e-01,2.764693157910497745e-01,3.156882465662338433e-01
2.872990214513659879e+00,2.925372109508085572e+00,5.701381747353206908e-01,2.012413699053103411e+00,1.942976557007277671e+00
2.102052441655635651e+00,1.793554477547116610e+00,1.919079541185921611e+00,2.142124745096634086e+00,2.171896089113723338e+00
1.712509185902874487e+00,5.689051400306548434e-01,7.747035477192867337e-01,7.451798148038603076e-01,7.608447022712895302e-01
1.620785754747976704e+00,6.070984469455706911e-01,1.019208588590746700e+00,9.716995060286116592e-01,1.072614620996231283e+00
8.681442048495844332e-01,2.076307171255493245e+00,2.158678486850726663e-01,3.610613827421068067e-01,3.373347035792210180e-01
6.656375077133078744e-01,2.437695743654461733e+00,1.256064003738780466e+00,1.629350129027769656e+00,1.692520830987909841e+00
2.202416768455337959e+00,2.696832417187789765e+00,2.843764237881605816e-01,1.215698690812410554e+00,1.260142138524482647e+00
2.809965348722560208e+00,8.114835718648650831e-01,1.701955541889523138e+00,2.218192611290878524e+00,2.203859190424964254e+00
2.480921254694974820e+00,1.722413433319715192e+00,1.167368335135822388e+00,2.196282603426019442e+00,2.113134803979211274e+00
5.536358373038775538e-01,1.175322407812171122e+00,5.121370305141956791e-01,3.504074157653844224e-01,4.258794347447097950e-01
5.974212048602194347e-01,2.766180870243643231e+00,3.487390517590750472e-01,5.322154507654396349e-01,4.639960054732625294e-01
1.781646245227136660e+00,2.737307428933562381e+00,1.375838261502140059e+00,2.136969975320563542e+00,2.113299177689423658e+00
1.933160314037219774e+00,9.062514845324960433e-01,1.339565881253639512e+00,1.777162203604327750e+00,1.821321030604337032e+00
2.015866009672100834e+00,2.986480579415792036e+00,2.546575764972466849e-01,1.126567080177357738e+00,1.182364858617022119e+00
2.690062063609943710e+00,1.819589804965628943e+00,7.801668824230201249e-01,2.022267114951627143e+00,1.979994780143727651e+00
2.744664470319237548e+00,2.727985804080916843e+00,9.189306179626519633e-01,2.023682296757096655e+00,2.022082212462185336e+00
2.973236077232038976e+00,8.460773977726536721e-01,8.029347561237518693e-01,1.536710931985829864e+00,1.523782009882362454e+00
1.334090703709046810e+00,1.179696455170628600e+00,7.808986123571919347e-01,1.099615088881827685e+00,1.158693017660945790e+00
1.671359686013706547e+00,8.281083169058771620e-01,2.177194657878323003e-01,2.881957165076864946e-01,4.134273852167323904e-01
2.984073282345919509e+00,1.495375499728349267e+00,1.386479605242951996e+00,2.189197037205867780e+00,2.097702695929871020e+00
2.250906987905129775e+00,2.052063847493961646e+00,1.691849382330093299e+00,2.038852706630057909e+00,2.084673852129271143e+00
6.435872875566870377e-01,1.341791328980495690e+00,2.813518427500293351e-01,2.440862837511631467e-01,1.011775149058269097e-01
2.773878981845936842e+00,1.167536696289435127e+00,1.500456456319842147e+00,2.256788709827901585e+00,2.257492028436133946e+00
2.041681841724032775e+00,2.466685648838906175e+00,1.085556100504865951e+00,2.170567724431526457e+00,2.115128498234067234e+00
9.842806294188131133e-01,2.412176928376898566e+00,1.500697916461443793e+00,2.140734130099400723e+00,2.240325069604903518e+00
1.369322636811296512e+00,2.173653341891927937e+00,1.815409119567325869e+00,2.291587960641612298e+00,2.299906387056665391e+00
1.944148230271531164e+00,2.112946878256142469e+00,1.689366057799821519e+00,2.153886166880282893e+00,2.117047579482493447e+00
2.131916110287956911e+00,2.932007096310575989e+00,1.551946475687196347e+00,1.726250410800931556e+00,1.701284768065490560e+00
1.526821188453437506e+00,2.892654343149475338e+00,9.908838276956815072e-01,2.136193207326543053e+00,2.107428419724431734e+00
2.360897739865489342e+00,2.166364107910091263e+00,8.588428792233655518e-01,2.099669855262958684e+00,2.109085435691092858e+00
1.832066314312244426e+00,1.372602355547563047e+00,1.484405978238296786e+00,2.164727213691906016e+00,2.156819790172920470e+00
2.936894515473033263e+00,1.649674623807376062e+00,1.561977617059465029e+00,2.059764815427574725e+00,2.092559094126650976e+00
2.633740157623468470e+00,2.182597983557431398e+00,6.426786608422175862e-01,1.957614719532690062e+00,2.034627773628924441e+00
8.752413582378397727e-01,2.538770650562652165e+00,9.199694776860851686e-01,1.573899015316684968e+00,1.608969617662059148e+00
7.577192285303264718e-01,1.446123852469506144e+00,1.543701698991330362e+00,1.488997640398495470e+00,1.427697488013290883e+00
2.633823982581662726e+00,2.270197984726004758e+00,1.189878244126509221e+00,2.057812964967435487e+00,1.976622624643136206e+00
2.019326681144320901e+00,2.299301673828589188e+00,1.430101983625230444e+00,2.151918316167874767e+00,2.114147339885089849e+00
2.940558916151069457e+00,1.829383804163880578e+00,2.865337920507081693e-01,1.143674712756776790e+00,1.196335475972263529e+00
1.589586948656547705e+00,2.030210178702116508e+00,3.544925248219174541e-01,9.426349889905406565e-01,9.258825813072731892e-01
9.482459333166664006e-01,2.871696867231268158e+00,1.791832545620148709e+00,2.297784699163506694e+00,2.264406058209677663e+00
5.924708659381839881e-01,1.107085260134845539e+00,8.305044901016152004e-01,5.768175808680636729e-01,5.837317087583577813e-01
2.421461804275770291e+00,2.658109000814879774e+00,3.340725435138487409e-01,1.434567006822533131e+00,1.363790709342962426e+00
7.087948234173170325e-01,2.430977600973728947e+00,3.296344456632113173e-01,5.239221188557374731e-01,4.669557327722728690e-01
2.109757881707452043e+00,8.304377569900294187e-01,1.198037602007964164e+00,1.649697409449914609e+00,1.675213680710388342e+00
1.908858917093449126e+00,1.135269886490426039e+00,4.944553590415443067e-01,9.328931341081909689e-01,9.177354594627799012e-01
2.348920801004822589e+00,1.112908737895743405e+00,5.764088463299563703e-01,1.220304440942593160e+00,1.197642628838067269e+00
2.859728157505020185e+00,1.794753459465467271e+00,1.161999945483451535e+00,2.162899368838959724e+00,2.178781120104785085e+00
1.091303725960416582e+00,1.366218915320762672e+00,3.810903309939909223e-01,5.383857160246192652e-01,5.091421558655788715e-01
1.706510231739874817e+00,1.875356948563880799e+00,5.153982107357429898e-01,1.280480879463409716e+00,1.246166327135276086e+00
2.378905171823649578e+00,1.888853978374784859e+00,1.454977456689177107e+00,2.166213953061964403e+00,2.143223444935280497e+00
1.005895421479454432e+00,2.976866069260832859e+00,2.300255458467968250e-01,5.963631457211047149e-01,6.264941751766847089e-01
7.300290587320605873e-01,1.751572592078135093e+00,1.265093046403188426e+00,1.412280080626527656e+00,1.415271077412587841e+00
8.450574665171792788e-01,2.767578528724436993e+00,1.723785758618445962e+00,2.238697604676781694e+00,2.178967725442966241e+00
2.829219964445289559e+00,2.876580069906099268e+00,2.365038142688976608e-01,1.298698478069508333e+00,1.283545632343047860e+00
2.473563007538001735e+00,2.645320130590957497e+00,8.009499433723665796e-01,2.099160487601249958e+00,2.131571683923815463e+00
1.001027126872103379e+00,2.514098561275178056e+00,6.442362625678730303e-01,1.300432757745746182e+00,1.393970354903590003e+00
5.397243245899719932e-01,2.458826312619261323e+00,9.171879624017162946e-01,1.106662785273473171e+00,1.049545085667375588e+00
2.094547529182433365e+00,1.477536702818222469e+00,2.968034290124754726e-01,7.786129498915825842e-01,7.955397145940087400e-01
1.304767200226921053e+00,2.396441181625552197e+00,4.176986073448919479e-01,1.059649405344009088e+00,1.046711991503241235e+00
1.069886534331365047e+00,2.584417809754673279e+00,1.544459889936024677e+00,2.235664469989539604e+00,2.276940441830152206e+00
9.988890932345200202e-01,1.619141411932814023e+00,6.842084025548087478e-01,9.979379448398405517e-01,1.020415693705643889e+00
1.680563408951023963e+00,2.258663556474012069e+00,1.901847662248408621e+00,2.142860734253380528e+00,2.216469579640421461e+00
1.355628634975949209e+00,1.086491697019124292e+00,1.569669306204541259e+00,1.795384587788724007e+00,1.821357132902454490e+00
2.850543229723675687e+00,8.500041826594285643e-01,7.970835771190689645e-01,1.494222001162490709e+00,1.466966335551045386e+00
1.914718693487341250e+00,2.902144240702432487e+00,7.320074564503025183e-01,2.034308968023411879e+00,2.007379309114447619e+00
2.750315361744700482e+00,1.895550146416306925e+00,1.656359471646715154e+00,1.911037247860962518e+00,1.931314753346818902e+00
2.811596663161413989e+00,2.557985395411337848e+00,3.467405320815695191e-01,1.559815526791266782e+00,1.579562686262496296e+00
2.750331225137125024e+00,2.879230954837986189e+00,9.878468618930089651e-01,1.924625165984815700e+00,2.044522029364086002e+00
1.745863726321833065e+00,2.230464261748802635e+00,1.354527985297613757e+00,2.229393444433059646e+00,2.313210080416339576e+00
1.958223911729765510e+00,2.419395838109312802e+00,1.698607609247231531e+00,2.005655151208786346e+00,1.946976233590033578e+00
1.835647254309246579e+00,1.128026988931580821e+00,1.809729548421986856e+00,2.209416741962915154e+00,2.226927981751592789e+00
5.506587018433218850e-01,2.319938931978349661e+00,9.506211541748255112e-01,1.110183549815599413e+00,1.043634106747169943e+00
2.866025144225141208e+00,2.699260101759901609e+00,1.825435373590904131e+00,1.058811893035741081e+00,9.760280482497747379e-01
8.777258827570012523e-01,1.089358639470205503e+00,1.638025869719776706e+00,1.427651038050929300e+00,1.464828338123064899e+00
1.883639776464533622e+00,8.069017949498873410e-01,1.875226836738089320e+00,2.017705389294790042e+00,2.045292765947047897e+00
2.206619641972094925e+00,2.441285408770534904e+00,1.379863516682606095e+00,2.050355454504696695e+00,1.998427064787846152e+00
2.465765282905214129e+00,5.508585690815130942e-01,1.209650663114716140e+00,1.415843874284016479e+00,1.498028211188943137e+00
1.855557949027113240e+00,8.282229100440864356e-01,2.523444099822707565e-01,3.660279211459098736e-01,3.171494246708951859e-01
2.097777197575349639e+00,1.376251554145338618e+00,1.004172775901560843e+00,1.901111024437156738e+00,1.842724605379823188e+00
2.567773398748166347e+00,1.003882905469081877e+00,1.508406881298837376e+00,2.191209629970505723e+00,2.223840541041507191e+00
2.108820892149038784e+00,2.878626641030545663e+00,1.560144548607943049e+00,1.765012045344292124e+00,1.776058972630069732e+00
2.167104538846241990e+00,1.835634263062728033e+00,1.565432210877323982e+00,2.210458937347497876e+00,2.202433537299056443e+00
2.635130140126109577e+00,1.201062821409837778e+00,1.675342719313503759e+00,2.279069253452590704e+00,2.275715961807542431e+00
6.835291672888317294e-01,5.547645193192844992e-01,1.176709271803108914e+00,5.136524256928397536e-01,5.248424652557661663e-01
1.796302627022895004e+00,1.878579502443954885e+00,1.814587790464703421e+00,2.249796033709951182e+00,2.242817034422509348e+00
5.663800594031047630e-01,1.849239112760959980e+00,1.480282206230959741e+00,1.394581675142070987e+00,1.385956431728019078e+00
8.784654283578237077e-01,1.381336557155949496e+00,1.617291370520227867e+00,1.642095333630558818e+00,1.547297499197236359e+00
5.712660355423994085e-01,1.790698067316516262e+00,1.483763843497558410e+00,1.375307673931556396e+00,1.308209605631073025e+00
