t,Vol,hormone,pressure,dVol_dt,dVol_dt_noisy
8.833766753350669632e+00,1.704411891976552809e-02,2.935707201325096216e-01,1.011797658059109040e+00,-1.196140303008120555e-02,-3.362329558772129273e-02
8.839767953590717653e+00,1.697248711426968884e-02,2.935941786364779649e-01,1.011752362113612191e+00,-1.191112178717473706e-02,-3.017425491287917261e-02
8.845769153830765674e+00,1.690115642044120320e-02,2.936175588118292712e-01,1.011707231454263667e+00,-1.186105132409025209e-02,-3.373717720239931273e-02
8.851770354070813696e+00,1.683012557759030678e-02,2.936408608753803273e-01,1.011662265532190741e+00,-1.181119076973205159e-02,-2.030579419484297710e-02
8.857771554310861717e+00,1.675939332996491740e-02,2.936640850436041950e-01,1.011617463799980632e+00,-1.176153925625949247e-02,-3.198453767642691487e-02
8.863772754550909738e+00,1.668895842675063856e-02,2.936872315326303218e-01,1.011572825711680057e+00,-1.171209591908939536e-02,-1.097112637531060669e-02
8.869773954790957760e+00,1.661881962207074556e-02,2.937103005582443749e-01,1.011528350722796565e+00,-1.166285989689840735e-02,-2.467759601688012533e-02
8.875775155031005781e+00,1.654897567498620978e-02,2.937332923358884629e-01,1.011484038290296539e+00,-1.161383033162539935e-02,-4.059681272473287389e-02
8.881776355271053802e+00,1.647942534949566745e-02,2.937562070806610248e-01,1.011439887872607191e+00,-1.156500636847379582e-02,-4.256856109196850702e-02
8.887777555511101824e+00,1.641016741453545091e-02,2.937790450073169413e-01,1.011395898929615011e+00,-1.151638715591392879e-02,1.271675498171474274e-02
8.893778755751149845e+00,1.634120064397956429e-02,2.938018063302672012e-01,1.011352070922667101e+00,-1.146797184568529651e-02,-1.284554820475618080e-02
8.899779955991197866e+00,1.627252381663969738e-02,2.938244912635794015e-01,1.011308403314569615e+00,-1.141975959279889138e-02,-1.596651607949017490e-02
8.905781156231245888e+00,1.620413571626522220e-02,2.938471000209773032e-01,1.011264895569589539e+00,-1.137174955553942046e-02,-1.084035784747918243e-02
8.911782356471293909e+00,1.613603513154318603e-02,2.938696328158411086e-01,1.011221547153453137e+00,-1.132394089546757791e-02,-1.297118321235051983e-02
8.917783556711341930e+00,1.606822085609832876e-02,2.938920898612073507e-01,1.011178357533346839e+00,-1.127633277742223598e-02,3.845925934225061932e-03
8.923784756951389951e+00,1.600069168849305862e-02,2.939144713697688371e-01,1.011135326177917015e+00,-1.122892436952264983e-02,1.625619438204092826e-05
8.929785957191437973e+00,1.593344643222747645e-02,2.939367775538748173e-01,1.011092452557270205e+00,-1.118171484317065541e-02,-2.297586977024806965e-02
8.935787157431485994e+00,1.586648389573935836e-02,2.939590086255308155e-01,1.011049736142972222e+00,-1.113470337305277023e-02,-2.760524451731838358e-02
8.941788357671534015e+00,1.579980289240416613e-02,2.939811647963987973e-01,1.011007176408049268e+00,-1.108788913714238607e-02,-3.282230490836429704e-02
8.947789557911582037e+00,1.573340224053503683e-02,2.940032462777969480e-01,1.010964772826987490e+00,-1.104127131670185925e-02,-3.606389724093352067e-02
8.953790758151630058e+00,1.566728076338279665e-02,2.940252532806998387e-01,1.010922524875732975e+00,-1.099484909628458545e-02,1.704806370512229260e-02
8.959791958391678079e+00,1.560143728913594534e-02,2.940471860157384820e-01,1.010880432031691534e+00,-1.094862166373708305e-02,-2.927940635702543787e-02
8.965793158631726101e+00,1.553587065092067003e-02,2.940690446932000546e-01,1.010838493773729141e+00,-1.090258821020108002e-02,-5.128350408103402036e-02
8.971794358871774122e+00,1.547057968680083662e-02,2.940908295230283409e-01,1.010796709582171493e+00,-1.085674793011548976e-02,-2.772643716726610336e-02
8.977795559111822143e+00,1.540556323977799319e-02,2.941125407148231785e-01,1.010755078938804230e+00,-1.081110002121847026e-02,-2.657833390745227564e-02
8.983796759351870165e+00,1.534082015779137179e-02,2.941341784778409574e-01,1.010713601326873157e+00,-1.076564368454939295e-02,-4.168611401353396716e-03
8.989797959591918186e+00,1.527634929345902427e-02,2.941557430209912338e-01,1.010672276231041833e+00,-1.072037812427171707e-02,-2.844002983997930695e-02
8.995799159831966207e+00,1.521214950116110687e-02,2.941772345529094501e-01,1.010631103136824915e+00,-1.067530254565420174e-02,1.975879507921420031e-05
9.001800360072014229e+00,1.514821964370503468e-02,2.941986532821595501e-01,1.010590081531551165e+00,-1.063041615968119032e-02,-2.859876667650094843e-03
9.007801560312062250e+00,1.508455858981612788e-02,2.942199994169814037e-01,1.010549210904164941e+00,-1.058571818132434880e-02,1.475087217937477366e-02
9.013802760552110271e+00,1.502116521264923628e-02,2.942412731652412905e-01,1.010508490745016141e+00,-1.054120782851552217e-02,3.279865375295496627e-02
9.019803960792158293e+00,1.495803838978872723e-02,2.942624747344323999e-01,1.010467920545858656e+00,-1.049688432214847776e-02,4.648119818047007079e-02
9.025805161032206314e+00,1.489517700324848905e-02,2.942836043316743311e-01,1.010427499799851914e+00,-1.045274688608065217e-02,1.656394597157465412e-02
9.031806361272254335e+00,1.483257993947192932e-02,2.943046621637135374e-01,1.010387228001560000e+00,-1.040879474713488941e-02,-3.360280117266743055e-02
9.037807561512302357e+00,1.477024608933198181e-02,2.943256484369228265e-01,1.010347104646951877e+00,-1.036502713510117045e-02,-1.844901499513181692e-02
9.043808761752350378e+00,1.470817434813109781e-02,2.943465633573019158e-01,1.010307129233400936e+00,-1.032144328273826642e-02,-5.368520422512180514e-03
9.049809961992398399e+00,1.464636361560125132e-02,2.943674071304770434e-01,1.010267301259686112e+00,-1.027804242577546115e-02,3.108450765415080377e-02
9.055811162232446421e+00,1.458481279590393385e-02,2.943881799617010797e-01,1.010227620225990997e+00,-1.023482380291419400e-02,3.297582849029347118e-03
9.061812362472494442e+00,1.452352079763016314e-02,2.944088820558535824e-01,1.010188085633903388e+00,-1.019178665582968872e-02,1.387566143622606836e-02
9.067813562712542463e+00,1.446248653380047440e-02,2.944295136174406302e-01,1.010148696986416850e+00,-1.014893022917264659e-02,-1.362796786140867134e-02
9.073814762952590485e+00,1.440170892186492732e-02,2.944500748505951004e-01,1.010109453787929379e+00,-1.010625377057079895e-02,1.699436155642535667e-03
9.079815963192638506e+00,1.434118688370309910e-02,2.944705659590763913e-01,1.010070355544243847e+00,-1.006375653063052746e-02,4.300088588774085563e-03
9.085817163432686527e+00,1.428091934562408967e-02,2.944909871462705331e-01,1.010031401762567782e+00,-1.002143776293846003e-02,-1.914760767220027859e-02
9.091818363672734549e+00,1.422090523836651993e-02,2.945113386151903545e-01,1.009992591951513807e+00,-9.979296724063030366e-03,5.567262549023926921e-03
9.097819563912782570e+00,1.416114349709853351e-02,2.945316205684750943e-01,1.009953925621099646e+00,-9.937332673556035709e-03,1.147887920096922303e-02
9.103820764152830591e+00,1.410163306141779156e-02,2.945518332083908453e-01,1.009915402282747232e+00,-9.895544873954146073e-03,-1.306285956907046394e-02
9.109821964392878613e+00,1.404237287535148142e-02,2.945719767368301101e-01,1.009877021449284040e+00,-9.853932590780488041e-03,1.050899809159598457e-02
9.115823164632926634e+00,1.398336188735630620e-02,2.945920513553123010e-01,1.009838782634941756e+00,-9.812495092546074174e-03,2.314659911385617136e-02
9.121824364872974655e+00,1.392459905031849347e-02,2.946120572649831293e-01,1.009800685355357164e+00,-9.771231650751371206e-03,-8.445232881215123874e-03
9.127825565113022677e+00,1.386608332155379007e-02,2.946319946666153267e-01,1.009762729127572367e+00,-9.730141539887717309e-03,-9.723697984353275869e-03
9.133826765353070698e+00,1.380781366280746728e-02,2.946518637606079238e-01,1.009724913470033680e+00,-9.689224037438824363e-03,-1.588156993796761840e-02
9.139827965593118719e+00,1.374978904025431214e-02,2.946716647469868056e-01,1.009687237902592294e+00,-9.648478423882198701e-03,-2.203466756440164431e-02
9.145829165833166741e+00,1.369200842449863967e-02,2.946913978254044331e-01,1.009649701946504941e+00,-9.607903982690598269e-03,-6.484881049777180273e-03
9.151830366073214762e+00,1.363447079049069470e-02,2.947110631951398441e-01,1.009612305124417020e+00,-9.567500000275487582e-03,-1.780403703681881708e-02
9.157831566313262783e+00,1.357717511470361675e-02,2.947306610551719830e-01,1.009575046959777733e+00,-9.527265764029664227e-03,-1.576687893203613036e-02
9.163832766553310805e+00,1.352012038053332366e-02,2.947501916043076542e-01,1.009537926977717603e+00,-9.487200566069246485e-03,-2.495702604927572607e-02
9.169833966793358826e+00,1.346330557730065353e-02,2.947696550409983351e-01,1.009500944705034708e+00,-9.447303702547739379e-03,-4.016826570170055344e-02
9.175835167033406847e+00,1.340672969829173784e-02,2.947890515633029840e-01,1.009464099669868720e+00,-9.407574472299607554e-03,-2.815245630682571693e-02
9.181836367273454869e+00,1.335039174075800840e-02,2.948083813688879840e-01,1.009427391401700458e+00,-9.368012176841616218e-03,-2.788063577700001031e-03
9.187837567513502890e+00,1.329429070591619383e-02,2.948276446550270324e-01,1.009390819431352782e+00,-9.328616120374012485e-03,-3.299138359891042038e-02
9.193838767753550911e+00,1.323842559894832134e-02,2.948468416186015850e-01,1.009354383290989476e+00,-9.289385609781798669e-03,-2.224886348119415463e-02
9.199839967993598933e+00,1.318279542900171325e-02,2.948659724561002449e-01,1.009318082514115922e+00,-9.250319954635951789e-03,2.359288258436560010e-02
9.205841168233646954e+00,1.312739920918899218e-02,2.948850373636193734e-01,1.009281916635579535e+00,-9.211418467194623996e-03,1.331889682234920110e-02
9.211842368473694975e+00,1.307223595658807587e-02,2.949040365368624794e-01,1.009245885191567993e+00,-9.172680462404343010e-03,-2.304100150969693589e-02
9.217843568713742997e+00,1.301730469224218235e-02,2.949229701711408302e-01,1.009209987719611679e+00,-9.134105257901207336e-03,2.933483277604939654e-03
9.223844768953789242e+00,1.296260444115984040e-02,2.949418384613729516e-01,1.009174223758581679e+00,-9.095692174012072820e-03,-2.210141106415502293e-02
9.229845969193837263e+00,1.290813423231483049e-02,2.949606416020849609e-01,1.009138592848690674e+00,-9.057440533755666337e-03,2.349434279819421351e-02
9.235847169433885284e+00,1.285389309864627683e-02,2.949793797874103451e-01,1.009103094531492939e+00,-9.019349662843791429e-03,-2.073322356959492532e-02
9.241848369673933306e+00,1.279988007705858827e-02,2.949980532110900167e-01,1.009067728349884341e+00,-8.981418889682464546e-03,-7.347084882464735220e-03
9.247849569913981327e+00,1.274609420842146706e-02,2.950166620664725348e-01,1.009032493848101897e+00,-8.943647545373002716e-03,1.875252477962177991e-02
9.253850770154029348e+00,1.269253453756991751e-02,2.950352065465137175e-01,1.008997390571724218e+00,-8.906034963713178876e-03,-2.546357015343920019e-02
9.259851970394077370e+00,1.263920011330423726e-02,2.950536868437769189e-01,1.008962418067671285e+00,-8.868580481198306067e-03,1.722210367157474276e-02
9.265853170634125391e+00,1.258608998839002430e-02,2.950721031504330294e-01,1.008927575884204675e+00,-8.831283437022347665e-03,-2.518031022845109920e-02
9.271854370874173412e+00,1.253320321955817343e-02,2.950904556582602534e-01,1.008892863570927556e+00,-8.794143173078992903e-03,-4.030228275671727048e-03
9.277855571114221434e+00,1.248053886750487805e-02,2.951087445586443869e-01,1.008858280678784247e+00,-8.757159033962723729e-03,-1.466945289087472244e-02
9.283856771354269455e+00,1.242809599689162839e-02,2.951269700425786513e-01,1.008823826760060438e+00,-8.720330366969874722e-03,-1.049043109904098346e-02
9.289857971594317476e+00,1.237587367634520805e-02,2.951451323006636374e-01,1.008789501368384078e+00,-8.683656522099701680e-03,-5.481850521522422387e-03
9.295859171834365497e+00,1.232387097845770614e-02,2.951632315231075276e-01,1.008755304058723379e+00,-8.647136852055399905e-03,-1.013402469322547371e-02
9.301860372074413519e+00,1.227208697978650516e-02,2.951812678997258743e-01,1.008721234387389032e+00,-8.610770712245150241e-03,-2.895743889471720511e-02
9.307861572314461540e+00,1.222052076085428270e-02,2.951992416199417657e-01,1.008687291912032657e+00,-8.574557460783107862e-03,8.757039007387617743e-03
9.313862772554509561e+00,1.216917140614902013e-02,2.952171528727857153e-01,1.008653476191647469e+00,-8.538496458490450053e-03,5.872290120485039108e-03
9.319863972794557583e+00,1.211803800256178003e-02,2.952350018469394599e-01,1.008619786786223216e+00,-8.502587067810962393e-03,1.729414341685184958e-02
9.325865173034605604e+00,1.206711964039256305e-02,2.952527887308657450e-01,1.008586223256824344e+00,-8.466828653507637789e-03,1.923213448307812407e-02
9.331866373274653625e+00,1.201641541701137413e-02,2.952705137126552803e-01,1.008552785166447086e+00,-8.431220585208383175e-03,-3.531057711071246968e-02
9.337867573514701647e+00,1.196592443339988994e-02,2.952881769799955425e-01,1.008519472079373758e+00,-8.395762235006961130e-03,1.731446349596440365e-02
9.343868773754749668e+00,1.191564579408242730e-02,2.953057787201712192e-01,1.008486283561158769e+00,-8.360452977415900808e-03,1.759424049819403868e-02
9.349869973994797689e+00,1.186557860712595183e-02,2.953233191200643759e-01,1.008453219178628624e+00,-8.325292189367413873e-03,-1.897015606051934145e-02
9.355871174234845711e+00,1.181572198414007104e-02,2.953407983661542335e-01,1.008420278499881917e+00,-8.290279250214251452e-03,1.245781286718509843e-02
9.361872374474893732e+00,1.176607504027703949e-02,2.953582166445173351e-01,1.008387461094289561e+00,-8.255413541730569765e-03,2.110920989017836188e-02
9.367873574714941753e+00,1.171663689423175711e-02,2.953755741408274349e-01,1.008354766532494562e+00,-8.220694448112780134e-03,-1.899740451822039614e-02
9.373874774954989775e+00,1.166740666824176570e-02,2.953928710403557756e-01,1.008322194386411796e+00,-8.186121355980386857e-03,-3.576130834044945195e-02
9.379875975195037796e+00,1.161838348808725586e-02,2.954101075279705890e-01,1.008289744229228457e+00,-8.151693654376840695e-03,-1.534242417857701810e-02
9.385877175435085817e+00,1.156956648309106009e-02,2.954272837881375402e-01,1.008257415635403831e+00,-8.117410734770340308e-03,4.773673055347656818e-02
9.391878375675133839e+00,1.152095478611865620e-02,2.954444000049195607e-01,1.008225208180669297e+00,-8.083271991054678807e-03,-3.358062935048720943e-03
9.397879575915181860e+00,1.147254753357816910e-02,2.954614563619768486e-01,1.008193121442028328e+00,-8.049276819550026107e-03,-3.233346585443935828e-02
9.403880776155229881e+00,1.142434386542036558e-02,2.954784530425668132e-01,1.008161154997756714e+00,-8.015424619003752929e-03,-1.307437006714371949e-02
9.409881976395277903e+00,1.137634292513866122e-02,2.954953902295442414e-01,1.008129308427402115e+00,-7.981714790591213152e-03,-2.786275908252430072e-02
9.415883176635325924e+00,1.132854385976911175e-02,2.955122681053610756e-01,1.008097581311784507e+00,-7.948146737916503626e-03,-1.593375865425040311e-02
9.421884376875373945e+00,1.128094581989042000e-02,2.955290868520666914e-01,1.008065973232995738e+00,-7.914719867013293372e-03,-6.011837495876599241e-03
9.427885577115421967e+00,1.123354795962393585e-02,2.955458466513075644e-01,1.008034483774399970e+00,-7.881433586345545222e-03,-5.911337368518285174e-02
9.433886777355469988e+00,1.118634943663365279e-02,2.955625476843276034e-01,1.008003112520633460e+00,-7.848287306808298183e-03,-6.402716772206020618e-04
9.439887977595518009e+00,1.113934941212620447e-02,2.955791901319678172e-01,1.007971859057604780e+00,-7.815280441728402958e-03,2.047811229890021678e-02
9.445889177835566031e+00,1.109254705085087854e-02,2.955957741746665923e-01,1.007940722972494152e+00,-7.782412406865285223e-03,-1.172978851379534102e-02
9.451890378075614052e+00,1.104594152109959933e-02,2.956122999924596373e-01,1.007909703853754335e+00,-7.749682620411660339e-03,-1.540358107851101492e-02
9.457891578315662073e+00,1.099953199470693997e-02,2.956287677649798717e-01,1.007878801291109960e+00,-7.717090502994273203e-03,1.415471841530236558e-02
9.463892778555710095e+00,1.095331764705011895e-02,2.956451776714574819e-01,1.007848014875557974e+00,-7.684635477674613829e-03,-3.301740799886410116e-02
9.469893978795758116e+00,1.090729765704899663e-02,2.956615298907199207e-01,1.007817344199367193e+00,-7.652316969949633785e-03,-3.257012059212111010e-02
9.475895179035806137e+00,1.086147120716608391e-02,2.956778246011919631e-01,1.007786788856078752e+00,-7.620134407752441816e-03,-3.543085566168294176e-02
9.481896379275854159e+00,1.081583748327194852e-02,2.956940619808998694e-01,1.007756348440474792e+00,-7.588087221359405068e-03,-1.073564635867256187e-02
9.487897579515902180e+00,1.077039567221996924e-02,2.957102422076068882e-01,1.007726022547953404e+00,-7.556174841702762747e-03,3.243647106412573741e-04
9.493898779755950201e+00,1.072514496688623323e-02,2.957263654587379831e-01,1.007695810775638856e+00,-7.524396703875503058e-03,-9.335855585072896923e-03
9.499899979995998223e+00,1.068008456470841312e-02,2.957424319112909594e-01,1.007665712722162432e+00,-7.492752246118230923e-03,3.502772219843652314e-03
9.505901180236046244e+00,1.063521366628314944e-02,2.957584417418583911e-01,1.007635727987353347e+00,-7.461240908844635027e-03,9.153703090404415738e-03
9.511902380476094265e+00,1.059053147536604192e-02,2.957743951266274540e-01,1.007605856172240744e+00,-7.429862134642066344e-03,2.501843210788271508e-03
9.517903580716142287e+00,1.054603719887165468e-02,2.957902922413799263e-01,1.007576096879051919e+00,-7.398615368272162644e-03,-2.357169149909740455e-02
9.523904780956190308e+00,1.050173004687351627e-02,2.958061332614924099e-01,1.007546449711213432e+00,-7.367500056671448701e-03,-1.272925383939806261e-02
9.529905981196238329e+00,1.045760923260411444e-02,2.958219183619359427e-01,1.007516914273350439e+00,-7.336515648951895743e-03,1.762842825525665763e-02
9.535907181436286351e+00,1.041367397245490482e-02,2.958376477172763863e-01,1.007487490171286693e+00,-7.305661596401537283e-03,-2.823939346087409041e-02
9.541908381676334372e+00,1.036992348597630224e-02,2.958533215016741491e-01,1.007458177012045653e+00,-7.274937352485042440e-03,-1.234341144220384677e-02
9.547909581916382393e+00,1.032635699587768595e-02,2.958689398888844080e-01,1.007428974403848487e+00,-7.244342372844267582e-03,-1.558981864614094465e-02
9.553910782156430415e+00,1.028297372802739959e-02,2.958845030522568864e-01,1.007399881956116072e+00,-7.213876115298841797e-03,-1.081564929451859017e-02
9.559911982396478436e+00,1.023977291145274776e-02,2.959000111647359654e-01,1.007370899279467658e+00,-7.183538039846727209e-03,-2.869690787448505101e-02
9.565913182636526457e+00,1.019675377833999773e-02,2.959154643988607947e-01,1.007342025985721756e+00,-7.153327608664749801e-03,-3.413999766041096728e-02
9.571914382876574479e+00,1.015391556403438290e-02,2.959308629267650148e-01,1.007313261687895256e+00,-7.123244286109173609e-03,4.399603530888062525e-02
9.577915583116622500e+00,1.011125750704009764e-02,2.959462069201770906e-01,1.007284606000204086e+00,-7.093287538716223743e-03,1.182473416303713235e-02
9.583916783356670521e+00,1.006877884902029723e-02,2.959614965504200335e-01,1.007256058538062993e+00,-7.063456835202621548e-03,-2.131580153475010064e-02
9.589917983596718543e+00,1.002647883479710310e-02,2.959767319884114567e-01,1.007227618918085765e+00,-7.033751646466132774e-03,-8.213051175295901785e-03
9.595919183836766564e+00,9.984356712351599369e-03,2.959919134046637978e-01,1.007199286758084789e+00,-7.004171445586056775e-03,6.529998860279836483e-03
9.601920384076814585e+00,9.942411732823832823e-03,2.960070409692840410e-01,1.007171061677071267e+00,-6.974715707823785950e-03,-1.384793528545747408e-02
9.607921584316862607e+00,9.900643150512812921e-03,2.960221148519738277e-01,1.007142943295255444e+00,-6.945383910623273253e-03,5.385087408440591451e-03
9.613922784556910628e+00,9.859050222876510061e-03,2.960371352220294017e-01,1.007114931234046162e+00,-6.916175533611577768e-03,-1.922186939981448267e-02
9.619923984796958649e+00,9.817632210531862524e-03,2.960521022483418307e-01,1.007087025116051304e+00,-6.887090058599336546e-03,-1.405767305499417211e-02
9.625925185037006671e+00,9.776388377254767795e-03,2.960670160993966737e-01,1.007059224565077793e+00,-6.858126969581273755e-03,-8.553502086409254038e-03
9.631926385277054692e+00,9.735317989980087766e-03,2.960818769432742026e-01,1.007031529206130704e+00,-6.829285752736682924e-03,-1.597919596787843871e-02
9.637927585517102713e+00,9.694420318801648742e-03,2.960966849476492913e-01,1.007003938665414600e+00,-6.800565896429915276e-03,-5.585701570891345169e-02
9.643928785757150735e+00,9.653694636972234497e-03,2.961114402797916378e-01,1.006976452570332636e+00,-6.771966891210846363e-03,-6.348925210614459955e-03
9.649929985997198756e+00,9.613140220593912114e-03,2.961261431065806415e-01,1.006949070549405967e+00,-6.743488229599673214e-03,-1.511047915033265042e-03
9.655931186237246777e+00,9.572756346640723044e-03,2.961407935946666070e-01,1.006921792231699531e+00,-6.715129404709137967e-03,2.808799965189968592e-03
9.661932386477294799e+00,9.532542298045299997e-03,2.961553919102709598e-01,1.006894617248103918e+00,-6.686889913787005812e-03,-2.656659007975403428e-02
9.667933586717342820e+00,9.492497361382782120e-03,2.961699382191850805e-01,1.006867545230838878e+00,-6.658769256605350829e-03,2.261780553155243526e-04
9.673934786957390841e+00,9.452620826039851223e-03,2.961844326867987820e-01,1.006840575813247041e+00,-6.630766934882397802e-03,-2.316755197077950516e-03
9.679935987197438862e+00,9.412911984214735253e-03,2.961988754780999211e-01,1.006813708629794357e+00,-6.602882452282948962e-03,-4.197923988041464549e-02
9.685937187437486884e+00,9.373370130917210025e-03,2.962132667576748979e-01,1.006786943316070326e+00,-6.575115314418778639e-03,-5.061382142360393299e-02
9.691938387677534905e+00,9.333994563968594019e-03,2.962276066897082116e-01,1.006760279508787548e+00,-6.547465028849032247e-03,2.981946663869905305e-03
9.697939587917582926e+00,9.294784584001757055e-03,2.962418954379829050e-01,1.006733716845781945e+00,-6.519931105080635676e-03,-2.560363782845892847e-02
9.703940788157630948e+00,9.255739494461108149e-03,2.962561331658801755e-01,1.006707254966012988e+00,-6.492513054568678672e-03,1.355161350229522332e-02
9.709941988397678969e+00,9.216858601602609391e-03,2.962703200363794864e-01,1.006680893509563024e+00,-6.465210390716794736e-03,3.634221553590054332e-02
9.715943188637726990e+00,9.178141214493762065e-03,2.962844562120587333e-01,1.006654632117638171e+00,-6.438022628877560112e-03,-1.809256074819868415e-02
9.721944388877775012e+00,9.139586645013620531e-03,2.962985418550940775e-01,1.006628470432567646e+00,-6.410949286352856345e-03,-2.019884441456567745e-02
9.727945589117823033e+00,9.101194207852778342e-03,2.963125771272598907e-01,1.006602408097803769e+00,-6.383989882394254523e-03,-6.617912384079385583e-03
9.733946789357871054e+00,9.062963220513380394e-03,2.963265621899289770e-01,1.006576444757922406e+00,-6.357143938203373493e-03,7.137789599504083815e-03
9.739947989597919076e+00,9.024893003309114245e-03,2.963404972040723506e-01,1.006550580058622968e+00,-6.330410976932259771e-03,-2.904639524912822415e-02
9.745949189837967097e+00,8.986982879365215324e-03,2.963543823302594582e-01,1.006524813646727523e+00,-6.303790523683737955e-03,1.860564272848552053e-02
9.751950390078015118e+00,8.949232174618463459e-03,2.963682177286579011e-01,1.006499145170182130e+00,-6.277282105511765471e-03,1.354714944674646759e-02
9.757951590318063140e+00,8.911640217817186349e-03,2.963820035590337687e-01,1.006473574278055505e+00,-6.250885251421801209e-03,6.971244315412496173e-03
9.763952790558111161e+00,8.874206340521257827e-03,2.963957399807511939e-01,1.006448100620540353e+00,-6.224599492371129909e-03,-1.702141909684453877e-02
9.769953990798159182e+00,8.836929877102096126e-03,2.964094271527728530e-01,1.006422723848952039e+00,-6.198424361269223859e-03,1.212761755561130028e-02
9.775955191038207204e+00,8.799810164742665614e-03,2.964230652336596883e-01,1.006397443615729692e+00,-6.172359392978077688e-03,1.097189780763157575e-02
9.781956391278255225e+00,8.762846543437476793e-03,2.964366543815707966e-01,1.006372259574435546e+00,-6.146404124312550982e-03,-3.016582209001145501e-02
9.787957591518303246e+00,8.726038355992588036e-03,2.964501947542638183e-01,1.006347171379755157e+00,-6.120558094040683995e-03,3.568312789279717845e-02
9.793958791758351268e+00,8.689384948025602115e-03,2.964636865090944373e-01,1.006322178687497626e+00,-6.094820842884043736e-03,-1.210536749751010485e-02
9.799959991998399289e+00,8.652885667965667937e-03,2.964771298030168811e-01,1.006297281154594936e+00,-6.069191913518037079e-03,1.314527570794686052e-03
9.805961192238447310e+00,8.616539867053478810e-03,2.964905247925835319e-01,1.006272478439102613e+00,-6.043670850572234292e-03,-1.652677958336010167e-02
9.811962392478495332e+00,8.580346899341277644e-03,2.965038716339450930e-01,1.006247770200199509e+00,-6.018257200630689092e-03,1.679678230092904352e-03
9.817963592718543353e+00,8.544306121580323710e-03,2.965171704828577504e-01,1.006223156098156046e+00,-5.992950512153785887e-03,1.720869783968911881e-02
9.823964792958591374e+00,8.508416891138109034e-03,2.965304214948557560e-01,1.006198635793705387e+00,-5.967750334025813917e-03,-2.211512349381679690e-02
9.829965993198639396e+00,8.472678570288359051e-03,2.965436248250429285e-01,1.006174208949203841e+00,-5.942656218545415425e-03,-3.905117357112874305e-02
9.835967193438687417e+00,8.437090525007028691e-03,2.965567806280710039e-01,1.006149875228380175e+00,-5.917667720587937129e-03,-1.491737745328867645e-02
9.841968393678735438e+00,8.401652123767748559e-03,2.965698890581988656e-01,1.006125634296009874e+00,-5.892784396766110287e-03,-3.201370465531915011e-02
9.847969593918783460e+00,8.366362737541824940e-03,2.965829502692923780e-01,1.006101485817915586e+00,-5.868005805430333462e-03,-2.103946035025530681e-02
9.853970794158831481e+00,8.331221739798239795e-03,2.965959644148243868e-01,1.006077429460966677e+00,-5.843331506668921448e-03,-8.372991611280215449e-03
9.859971994398879502e+00,8.296228506503652497e-03,2.966089316478750515e-01,1.006053464893079674e+00,-5.818761062308377627e-03,-7.101909115373687166e-03
9.865973194638927524e+00,8.261382416122396363e-03,2.966218521211312908e-01,1.006029591783217603e+00,-5.794294035913648104e-03,2.002028522459071980e-02
9.871974394878975545e+00,8.226682849616478652e-03,2.966347259868873931e-01,1.006005809801390871e+00,-5.769929992788376712e-03,-2.606589701576050161e-02
9.877975595119023566e+00,8.192129190445587503e-03,2.966475533970444611e-01,1.005982118618656607e+00,-5.745668499975158279e-03,1.308499570576123101e-03
9.883976795359071588e+00,8.157720824567081530e-03,2.966603345031108008e-01,1.005958517907118877e+00,-5.721509126255784096e-03,-1.587285818398025822e-02
9.889977995599119609e+00,8.123457140436000229e-03,2.966730694562016990e-01,1.005935007339928688e+00,-5.697451442151495182e-03,2.160368926140750212e-02
9.895979195839167630e+00,8.089337529005055302e-03,2.966857584070396459e-01,1.005911586591283768e+00,-5.673495019923211272e-03,4.488047489342670421e-02
9.901980396079215652e+00,8.055361383724632396e-03,2.966984015059540014e-01,1.005888255336429227e+00,-5.649639433571771938e-03,4.191552831318366007e-04
9.907981596319263673e+00,8.021528100542798037e-03,2.967109989028812733e-01,1.005865013251656670e+00,-5.625884258838202007e-03,2.785793677016347100e-02
9.913982796559311694e+00,7.987837077905290961e-03,2.967235507473651723e-01,1.005841860014304867e+00,-5.602229073203899776e-03,-1.620634090198459082e-02
9.919983996799359716e+00,7.954287716755529050e-03,2.967360571885562237e-01,1.005818795302759305e+00,-5.578673455890903292e-03,-3.756680363173317549e-02
9.925985197039407737e+00,7.920879420534598925e-03,2.967485183752122668e-01,1.005795818796452634e+00,-5.555216987862094183e-03,-3.096318730785210804e-02
9.931986397279455758e+00,7.887611595181271557e-03,2.967609344556979556e-01,1.005772930175863999e+00,-5.531859251821441385e-03,-3.711365800115856706e-02
9.937987597519503780e+00,7.854483649131988390e-03,2.967733055779852025e-01,1.005750129122519931e+00,-5.508599832214214516e-03,-2.460358627422901817e-02
9.943988797759551801e+00,7.821494993320866548e-03,2.967856318896528456e-01,1.005727415318993900e+00,-5.485438315227198977e-03,-1.028981239949173718e-02
9.949989997999599822e+00,7.788645041179702300e-03,2.967979135378869815e-01,1.005704788448905873e+00,-5.462374288788920604e-03,1.753969461576879857e-02
9.955991198239647844e+00,7.755933208637964989e-03,2.968101506694805214e-01,1.005682248196922979e+00,-5.439407342569856432e-03,8.557774903353946097e-03
9.961992398479695865e+00,7.723358914122799637e-03,2.968223434308336350e-01,1.005659794248759509e+00,-5.416537067982633326e-03,3.858739750404959444e-03
