t,v,T_local,dv_dt,dv_dt_noisy
3.708741748349670075e+00,6.027493199484477149e-01,3.541728830850126575e-01,1.531448003970087854e-03,3.913405452673720565e-03
3.711142228445689195e+00,6.027529876267327946e-01,3.541772332546049840e-01,1.524369145628154528e-03,-1.431777782827844828e-03
3.713542708541708315e+00,6.027566383539511019e-01,3.541815631820141586e-01,1.517323025482937701e-03,6.322726594473834392e-04
3.715943188637727435e+00,6.027602722087554987e-01,3.541858729625171343e-01,1.510309491391469442e-03,3.111212491680108872e-03
3.718343668733746554e+00,6.027638892694190398e-01,3.541901626909227385e-01,1.503328391945670103e-03,7.598844713606329841e-04
3.720744148829766118e+00,6.027674896138345284e-01,3.541944324615717843e-01,1.496379576473036996e-03,-8.676954514762991524e-03
3.723144628925785238e+00,6.027710733195155157e-01,3.541986823683369590e-01,1.489462895035571473e-03,1.015526112912093493e-02
3.725545109021804357e+00,6.027746404635951905e-01,3.542029125046229354e-01,1.482578198431130055e-03,8.687971487918874636e-03
3.727945589117823477e+00,6.027781911228271561e-01,3.542071229633664275e-01,1.475725338192348688e-03,1.437409058052375316e-02
3.730346069213842597e+00,6.027817253735850977e-01,3.542113138370359127e-01,1.468904166587514876e-03,1.531838573488039645e-02
3.732746549309862161e+00,6.027852432918953118e-01,3.542154852176691571e-01,1.462114536558238413e-03,-1.197756372619380311e-02
3.735147029405881280e+00,6.027887449561576405e-01,3.542196371999172255e-01,1.455356296546955058e-03,1.431046916203263658e-02
3.737547509501900400e+00,6.027922304426053257e-01,3.542237698756775521e-01,1.448629299253176815e-03,1.442597603705814829e-02
3.739947989597919520e+00,6.027956998250471043e-01,3.542278833339990718e-01,1.441933402038739383e-03,-3.880498533537223536e-03
3.742348469693938640e+00,6.027991531770077183e-01,3.542319776635844408e-01,1.435268462812642337e-03,1.180931452151231728e-02
3.744748949789958203e+00,6.028025905717272481e-01,3.542360529527902036e-01,1.428634340032019709e-03,1.611094605598648727e-02
3.747149429885977323e+00,6.028060120821618906e-01,3.542401092896265147e-01,1.422030892700843277e-03,-3.966324142352964724e-03
3.749549909981996443e+00,6.028094177809835141e-01,3.542441467617574169e-01,1.415457980371191953e-03,-1.237213551186333929e-02
3.751950390078015563e+00,6.028128077405797702e-01,3.542481654565006188e-01,1.408915463142398081e-03,-2.186449798957690836e-03
3.754350870174034682e+00,6.028161820330538712e-01,3.542521654608276616e-01,1.402403201661793367e-03,2.932947384578524913e-02
3.756751350270053802e+00,6.028195407302250342e-01,3.542561468613637521e-01,1.395921057124196920e-03,3.758525585127175852e-03
3.759151830366073366e+00,6.028228839036280373e-01,3.542601097443879854e-01,1.389468891272621718e-03,-1.075262562617204307e-02
3.761552310462092485e+00,6.028262116245136637e-01,3.542640541958330669e-01,1.383046566397138797e-03,-1.146426157672844051e-03
3.763952790558111605e+00,6.028295239638482572e-01,3.542679803012855344e-01,1.376653945336388631e-03,-8.563868200630155372e-03
3.766353270654130725e+00,6.028328209923140557e-01,3.542718881459857583e-01,1.370290891476342752e-03,-2.622515066690605905e-03
3.768753750750149845e+00,6.028361027803087469e-01,3.542757778148277747e-01,1.363957268751835082e-03,2.315398454320182365e-03
3.771154230846169408e+00,6.028393693979461343e-01,3.542796493923593415e-01,1.357652941644723775e-03,-2.425831710777393013e-02
3.773554710942188528e+00,6.028426209150556936e-01,3.542835029627820487e-01,1.351377775185359873e-03,4.955385589979207500e-03
3.775955191038207648e+00,6.028458574011825721e-01,3.542873386099513189e-01,1.345131634952014205e-03,1.549182800526632299e-02
3.778355671134226768e+00,6.028490789255877003e-01,3.542911564173761296e-01,1.338914387071543513e-03,-6.347736663934848162e-04
3.780756151230245887e+00,6.028522855572477912e-01,3.542949564682193464e-01,1.332725898218254648e-03,-2.494223330831422426e-03
3.783156631326265451e+00,6.028554773648554521e-01,3.542987388452976671e-01,1.326566035615093500e-03,1.226247049476341354e-02
3.785557111422284571e+00,6.028586544168186290e-01,3.543025036310814002e-01,1.320434667033390432e-03,-1.134595159356135106e-02
3.787957591518303690e+00,6.028618167812614947e-01,3.543062509076946309e-01,1.314331660792605709e-03,-1.114457015029313158e-02
3.790358071614322810e+00,6.028649645260237833e-01,3.543099807569153326e-01,1.308256885760334916e-03,-1.259710374120491527e-02
3.792758551710341930e+00,6.028680977186610113e-01,3.543136932601750888e-01,1.302210211352897466e-03,-2.715693573036811505e-04
3.795159031806361494e+00,6.028712164264443674e-01,3.543173884985593158e-01,1.296191507534940864e-03,5.236461283706950708e-03
3.797559511902380613e+00,6.028743207163609341e-01,3.543210665528071512e-01,1.290200644819346166e-03,3.844712042206492337e-04
3.799959991998399733e+00,6.028774106551134659e-01,3.543247275033116206e-01,1.284237494267835783e-03,6.781999727248777185e-03
3.802360472094418853e+00,6.028804863091203892e-01,3.543283714301192489e-01,1.278301927490758157e-03,9.585773927115284407e-03
3.804760952190437973e+00,6.028835477445162461e-01,3.543319984129306155e-01,1.272393816646292175e-03,6.238246489361461318e-03
3.807161432286457092e+00,6.028865950271509178e-01,3.543356085310998549e-01,1.266513034442156519e-03,-6.820025030970464433e-03
3.809561912382476656e+00,6.028896282225902903e-01,3.543392018636349339e-01,1.260659454134172236e-03,-1.420217437229134719e-03
3.811962392478495776e+00,6.028926473961158106e-01,3.543427784891975407e-01,1.254832949527290124e-03,1.373730490163156681e-02
3.814362872574514896e+00,6.028956526127249305e-01,3.543463384861031962e-01,1.249033394974674582e-03,-9.217832537261601983e-03
3.816763352670534015e+00,6.028986439371307737e-01,3.543498819323210869e-01,1.243260665378671803e-03,-1.290976379480730362e-03
3.819163832766553135e+00,6.029016214337621360e-01,3.543534089054742320e-01,1.237514636190233412e-03,-2.935223500458105338e-03
3.821564312862572699e+00,6.029045851667635958e-01,3.543569194828394275e-01,1.231795183409442737e-03,-5.690914062004318822e-04
3.823964792958591818e+00,6.029075351999955146e-01,3.543604137413470800e-01,1.226102183584879901e-03,-9.530582733734282649e-03
3.826365273054610938e+00,6.029104715970341477e-01,3.543638917575815395e-01,1.220435513814387271e-03,-1.227289951205872039e-02
3.828765753150630058e+00,6.029133944211712004e-01,3.543673536077808217e-01,1.214795051744755900e-03,2.677443484923965403e-02
3.831166233246649178e+00,6.029163037354143828e-01,3.543707993678366641e-01,1.209180675571528861e-03,1.066819152644820669e-02
3.833566713342668741e+00,6.029191996024871880e-01,3.543742291132946920e-01,1.203592264039368351e-03,-5.922580085734372064e-03
3.835967193438687861e+00,6.029220820848286699e-01,3.543776429193541411e-01,1.198029696442380523e-03,6.083799320274960176e-04
3.838367673534706981e+00,6.029249512445937764e-01,3.543810408608681350e-01,1.192492852623199982e-03,7.959578005556145960e-03
3.840768153630726101e+00,6.029278071436532382e-01,3.543844230123434080e-01,1.186981612974055775e-03,-2.249628175842788291e-03
3.843168633726745220e+00,6.029306498435934580e-01,3.543877894479406376e-01,1.181495858436216930e-03,7.346731517968149716e-03
3.845569113822764784e+00,6.029334794057166214e-01,3.543911402414741119e-01,1.176035470500035388e-03,-4.976811462601417498e-03
3.847969593918783904e+00,6.029362958910405856e-01,3.543944754664119512e-01,1.170600331205595007e-03,-2.414691166991822773e-03
3.850370074014803023e+00,6.029390993602993243e-01,3.543977951958759420e-01,1.165190323141391225e-03,3.175027647274007584e-04
3.852770554110822143e+00,6.029418898739420385e-01,3.544010995026418143e-01,1.159805329446201736e-03,-3.415149778124676808e-03
3.855171034206841263e+00,6.029446674921341565e-01,3.544043884591389082e-01,1.154445233807527196e-03,-2.337377967243424101e-02
3.857571514302860383e+00,6.029474322747565562e-01,3.544076621374502856e-01,1.149109920462478094e-03,1.360630760760671298e-03
3.859971994398879946e+00,6.029501842814060097e-01,3.544109206093129516e-01,1.143799274197619502e-03,3.760019431480823588e-03
3.862372474494899066e+00,6.029529235713950719e-01,3.544141639461174664e-01,1.138513180348955673e-03,5.900477865298509386e-03
3.864772954590918186e+00,6.029556502037519694e-01,3.544173922189082782e-01,1.133251524801794086e-03,-8.806598558181720146e-03
3.867173434686937306e+00,6.029583642372207120e-01,3.544206054983835563e-01,1.128014193991171534e-03,4.570487849951608908e-03
3.869573914782956425e+00,6.029610657302612031e-01,3.544238038548951919e-01,1.122801074901718602e-03,3.279806943803942245e-03
3.871974394878975989e+00,6.029637547410487963e-01,3.544269873584489638e-01,1.117612055067563606e-03,-1.657056665899828488e-02
3.874374874974995109e+00,6.029664313274749610e-01,3.544301560787042060e-01,1.112447022572297679e-03,-2.090690603202027820e-02
3.876775355071014229e+00,6.029690955471467273e-01,3.544333100849741958e-01,1.107305866049419513e-03,5.872011712408888723e-03
3.879175835167033348e+00,6.029717474573867975e-01,3.544364494462259318e-01,1.102188474681939628e-03,-8.439664887007206767e-03
3.881576315263052468e+00,6.029743871152338786e-01,3.544395742310800235e-01,1.097094738202825537e-03,1.111915801663477567e-02
3.883976795359072032e+00,6.029770145774425716e-01,3.544426845078114119e-01,1.092024546893744083e-03,2.249573751020240986e-02
3.886377275455091151e+00,6.029796299025893536e-01,3.544457803466987134e-01,1.086977787584799283e-03,-4.740291272075763604e-03
3.888777755551110271e+00,6.029822331482010966e-01,3.544488618166303229e-01,1.081954349192580222e-03,-5.811993214913831196e-03
3.891178235647129391e+00,6.029848243692612630e-01,3.544519289835438847e-01,1.076954125512910154e-03,9.599928746703445146e-04
3.893578715743148511e+00,6.029874036205447041e-01,3.544549819131249113e-01,1.071977010743379276e-03,7.819443779597107930e-03
3.895979195839167630e+00,6.029899709566172161e-01,3.544580206708070058e-01,1.067022899484030164e-03,-1.029096923661395289e-02
3.898379675935187194e+00,6.029925264318359845e-01,3.544610453217718615e-01,1.062091686736940351e-03,1.351680831282157068e-02
3.900780156031206314e+00,6.029950701003492508e-01,3.544640559309489292e-01,1.057183267906667504e-03,1.096939904403578317e-02
3.903180636127225434e+00,6.029976020160965344e-01,3.544670525630159164e-01,1.052297538799912020e-03,7.663362322217060277e-03
3.905581116223244553e+00,6.030001222328085220e-01,3.544700352823983991e-01,1.047434395625641487e-03,-4.350975406611063377e-03
3.907981596319263673e+00,6.030026308040070671e-01,3.544730041532700437e-01,1.042593734995273923e-03,1.020561469343553643e-02
3.910382076415283237e+00,6.030051277830051903e-01,3.544759592395523851e-01,1.037775453922522295e-03,9.609904054227349016e-03
3.912782556511302356e+00,6.030076132229069685e-01,3.544789006049151037e-01,1.032979449823778328e-03,-1.097672953302567325e-02
3.915183036607321476e+00,6.030100871766079784e-01,3.544818283127758596e-01,1.028205620517253600e-03,2.193004861393618374e-02
3.917583516703340596e+00,6.030125496967948528e-01,3.544847424263001812e-01,1.023453864224066782e-03,-1.981819463088963992e-03
3.919983996799359716e+00,6.030150008359451697e-01,3.544876430084017427e-01,1.018724079567785235e-03,4.710583821724147018e-03
3.922384476895379279e+00,6.030174406463281178e-01,3.544905301217422533e-01,1.014016165574168271e-03,-4.227538200819764766e-03
3.924784956991398399e+00,6.030198691800037203e-01,3.544934038287313460e-01,1.009330021671652226e-03,4.858297737033449165e-03
3.927185437087417519e+00,6.030222864888233891e-01,3.544962641915265777e-01,1.004665547691132536e-03,1.260548972361258402e-02
3.929585917183436639e+00,6.030246926244294814e-01,3.544991112720337068e-01,1.000022643866488922e-03,-7.073663936029001703e-03
3.931986397279455758e+00,6.030270876382559653e-01,3.545019451319063597e-01,9.954012108333257659e-04,-1.555885746545833739e-02
3.934386877375475322e+00,6.030294715815275319e-01,3.545047658325461981e-01,9.908011496308800903e-04,-3.509053716719490006e-03
3.936787357471494442e+00,6.030318445052603726e-01,3.545075734351028629e-01,9.862223617001404652e-04,-1.207423776757637901e-02
3.939187837567513562e+00,6.030342064602616237e-01,3.545103680004740854e-01,9.816647488854340648e-04,-6.604062523527052392e-03
3.941588317663532681e+00,6.030365574971299214e-01,3.545131495893055207e-01,9.771282134330063623e-04,-2.877018388726406382e-04
3.943988797759551801e+00,6.030388976662548473e-01,3.545159182619908034e-01,9.726126579923681428e-04,3.310386314597133731e-04
3.946389277855570921e+00,6.030412270178171497e-01,3.545186740786717139e-01,9.681179856158573767e-04,1.387540761586804165e-02
3.948789757951590484e+00,6.030435456017889662e-01,3.545214170992379010e-01,9.636440997580212253e-04,-9.184339411728041982e-03
3.951190238047609604e+00,6.030458534679333793e-01,3.545241473833270485e-01,9.591909042766611024e-04,4.486274939552301576e-03
3.953590718143628724e+00,6.030481506658048607e-01,3.545268649903248748e-01,9.547583034320150782e-04,-4.120916225430221874e-03
3.955991198239647844e+00,6.030504372447489381e-01,3.545295699793650779e-01,9.503462018873415048e-04,1.460091655366684005e-02
3.958391678335666963e+00,6.030527132539023061e-01,3.545322624093293906e-01,9.459545047087819731e-04,2.622293946138373744e-02
3.960792158431686527e+00,6.030549787421930485e-01,3.545349423388474697e-01,9.415831173651645304e-04,3.975980475716968908e-03
3.963192638527705647e+00,6.030572337583403053e-01,3.545376098262971176e-01,9.372319457279658416e-04,1.767914246022880137e-02
3.965593118623724767e+00,6.030594783508542722e-01,3.545402649298040054e-01,9.329008960722373145e-04,-4.369155018318107882e-03
3.967993598719743886e+00,6.030617125680364232e-01,3.545429077072418944e-01,9.285898750754045632e-04,-1.506547521284573241e-02
3.970394078815763006e+00,6.030639364579796213e-01,3.545455382162324698e-01,9.242987898180127964e-04,-1.177968637017699251e-02
3.972794558911782570e+00,6.030661500685676746e-01,3.545481565141455627e-01,9.200275477833084244e-04,-1.487087182688525550e-02
3.975195039007801689e+00,6.030683534474755580e-01,3.545507626580988170e-01,9.157760568580244551e-04,-8.631717164149378674e-03
3.977595519103820809e+00,6.030705466421695249e-01,3.545533567049580226e-01,9.115442253315407788e-04,-1.490642816800728321e-03
3.979995999199839929e+00,6.030727296999072173e-01,3.545559387113368932e-01,9.073319618962681936e-04,1.240836641417512876e-02
3.982396479295859049e+00,6.030749026677370006e-01,3.545585087335972885e-01,9.031391756477920611e-04,7.901730298609693434e-03
3.984796959391878168e+00,6.030770655924987400e-01,3.545610668278488808e-01,8.989657760847145559e-04,5.536604185278510941e-03
3.987197439487897732e+00,6.030792185208235789e-01,3.545636130499494332e-01,8.948116731086376433e-04,-3.342549025229491887e-03
3.989597919583916852e+00,6.030813614991336058e-01,3.545661474555047987e-01,8.906767770241854135e-04,-6.328446425189040818e-03
3.991998399679935972e+00,6.030834945736420760e-01,3.545686700998686436e-01,8.865609985395493274e-04,1.219207555001510825e-03
3.994398879775955091e+00,6.030856177903536341e-01,3.545711810381428353e-01,8.824642487655675119e-04,2.259131551815312354e-03
3.996799359871974211e+00,6.030877311950640918e-01,3.545736803251771097e-01,8.783864392164301418e-04,3.440498532888219829e-03
3.999199839967993775e+00,6.030898348333603165e-01,3.545761680155692930e-01,8.743274818094817899e-04,4.589808723593872229e-03
4.001600320064012450e+00,6.030919287506203430e-01,3.545786441636651354e-01,8.702872888653438331e-04,-3.058522325273617436e-04
4.004000800160032014e+00,6.030940129920134840e-01,3.545811088235584774e-01,8.662657731078772646e-04,-1.838029718221416073e-02
4.006401280256051578e+00,6.030960876025003303e-01,3.545835620490911388e-01,8.622628476638253409e-04,-1.029012746337650344e-02
4.008801760352070254e+00,6.030981526268324178e-01,3.545860038938528636e-01,8.582784260637568371e-04,-7.397864945659326542e-03
4.011202240448089817e+00,6.031002081095527823e-01,3.545884344111814857e-01,8.543124222409482355e-04,1.782163947522448499e-02
4.013602720544108493e+00,6.031022540949951827e-01,3.545908536541628187e-01,8.503647505325470733e-04,-3.422359967196846736e-03
4.016003200640128057e+00,6.031042906272851001e-01,3.545932616756307110e-01,8.464353256784531553e-04,7.596776622922954067e-03
4.018403680736147621e+00,6.031063177503388495e-01,3.545956585281669904e-01,8.425240628221830966e-04,1.548490882857108189e-02
4.020804160832166296e+00,6.031083355078641350e-01,3.545980442641014641e-01,8.386308775104711188e-04,4.172267387532149936e-03
4.023204640928185860e+00,6.031103439433594948e-01,3.546004189355119740e-01,8.347556856937340649e-04,-3.093159960751882404e-03
4.025605121024204536e+00,6.031123431001150781e-01,3.546027825942243417e-01,8.308984037255513072e-04,-2.101311680136800850e-03
4.028005601120224100e+00,6.031143330212120901e-01,3.546051352918124788e-01,8.270589483624879142e-04,-9.396867910510160044e-03
4.030406081216243663e+00,6.031163137495226811e-01,3.546074770795981657e-01,8.232372367654196537e-04,3.888626178525014278e-03
4.032806561312262339e+00,6.031182853277106126e-01,3.546098080086512727e-01,8.194331864977514321e-04,1.210013117196951336e-02
4.035207041408281903e+00,6.031202477982303689e-01,3.546121281297896499e-01,8.156467155270238651e-04,6.513760829886846258e-03
4.037607521504300578e+00,6.031222012033280455e-01,3.546144374935792376e-01,8.118777422236923575e-04,8.525049416847467823e-03
4.040008001600320142e+00,6.031241455850406830e-01,3.546167361503337889e-01,8.081261853621723827e-04,7.984935699063066411e-03
4.042408481696339706e+00,6.031260809851964888e-01,3.546190241501152030e-01,8.043919641202601934e-04,2.084462262537881833e-02
4.044808961792358382e+00,6.031280074454149487e-01,3.546213015427334136e-01,8.006749980790353518e-04,-5.537456041060999715e-03
4.047209441888377945e+00,6.031299250085599972e-01,3.546235683793662052e-01,7.969752044619320911e-04,2.372213729533517550e-03
4.049609921984396621e+00,6.031318337174237376e-01,3.546258247109709272e-01,7.932925006885788340e-04,7.848052873454809675e-03
4.052010402080416185e+00,6.031337336122198911e-01,3.546280705855389126e-01,7.896268091160981014e-04,1.326228996979861643e-02
4.054410882176434860e+00,6.031356247329943132e-01,3.546303060508606553e-01,7.859780524247017347e-04,-2.349044627662021795e-02
4.056811362272454424e+00,6.031375071196422022e-01,3.546325311545466819e-01,7.823461535848877076e-04,-4.441069851580436989e-03
4.059211842368473988e+00,6.031393808119084321e-01,3.546347459440273853e-01,7.787310358565803546e-04,-1.306205678531657897e-03
4.061612322464492664e+00,6.031412458493877748e-01,3.546369504665533023e-01,7.751326227889922434e-04,-9.519070532074512189e-03
4.064012802560512228e+00,6.031431022715246781e-01,3.546391447691946142e-01,7.715508382209269921e-04,9.242894126283393227e-03
4.066413282656530903e+00,6.031449501176131545e-01,3.546413288988417567e-01,7.679856062809405992e-04,2.957880769090214228e-03
4.068813762752550467e+00,6.031467894267968921e-01,3.546435029022048657e-01,7.644368513872247832e-04,-3.200059475021320779e-03
4.071214242848570031e+00,6.031486202380693662e-01,3.546456668258141653e-01,7.609044982472464849e-04,-1.558030045834968118e-02
4.073614722944588706e+00,6.031504425902738387e-01,3.546478207160197460e-01,7.573884718584326502e-04,-1.248033476810809540e-02
4.076015203040608270e+00,6.031522565221029142e-01,3.546499646189917310e-01,7.538886975077102029e-04,-9.099458412019020837e-03
4.078415683136626946e+00,6.031540620720994283e-01,3.546520985807201654e-01,7.504051007713881914e-04,5.298525424492578351e-03
4.080816163232646510e+00,6.031558592786553374e-01,3.546542226470149606e-01,7.469376075159812412e-04,-1.144567143341084642e-02
4.083216643328666073e+00,6.031576481800127176e-01,3.546563368635060054e-01,7.434861438971897534e-04,-1.995079248143030726e-02
4.085617123424684749e+00,6.031594288142630989e-01,3.546584412756432214e-01,7.400506363607023234e-04,-1.378512455014401991e-02
4.088017603520704313e+00,6.031612012193477979e-01,3.546605359286963965e-01,7.366310116415779622e-04,-5.182991279909504936e-03
4.090418083616722988e+00,6.031629654330579182e-01,3.546626208677552405e-01,7.332271967647871133e-04,1.746598306335084283e-02
4.092818563712742552e+00,6.031647214930341283e-01,3.546646961377295515e-01,7.298391190449748630e-04,2.574914380863923755e-02
4.095219043808762116e+00,6.031664694367666613e-01,3.546667617833488828e-01,7.264667060867423991e-04,-4.087322001151155564e-03
4.097619523904780792e+00,6.031682093015957591e-01,3.546688178491628207e-01,7.231098857839069350e-04,1.016169365480078766e-02
4.100020004000800355e+00,6.031699411247111176e-01,3.546708643795409843e-01,7.197685863206867421e-04,1.473187843498572486e-02
4.102420484096819031e+00,6.031716649431523303e-01,3.546729014186727480e-01,7.164427361703596666e-04,1.356186266121676628e-02
4.104820964192838595e+00,6.031733807938083336e-01,3.546749290105676300e-01,7.131322640967686531e-04,-4.547245165636293199e-04
4.107221444288858159e+00,6.031750887134181838e-01,3.546769471990550149e-01,7.098370991528990537e-04,-1.231095590853209694e-02
4.109621924384876834e+00,6.031767887385703908e-01,3.546789560277841535e-01,7.065571706818442191e-04,-4.176486417308301717e-03
4.112022404480896398e+00,6.031784809057031405e-01,3.546809555402243297e-01,7.032924083163450378e-04,-1.791653129191900923e-02
4.114422884576915074e+00,6.031801652511044054e-01,3.546829457796647489e-01,7.000427419793333380e-04,3.086399612025958646e-03
4.116823364672934638e+00,6.031818418109118340e-01,3.546849267892146496e-01,6.968081018830712481e-04,8.471748032577214663e-03
4.119223844768954201e+00,6.031835106211126396e-01,3.546868986118030254e-01,6.935884185302157749e-04,-1.823631629287670794e-02
4.121624324864972877e+00,6.031851717175440442e-01,3.546888612901790139e-01,6.903836227125173270e-04,1.721913837502591412e-04
4.124024804960992441e+00,6.031868251358926125e-01,3.546908148669115635e-01,6.871936455125852300e-04,3.610750500946796008e-03
4.126425285057011116e+00,6.031884709116948073e-01,3.546927593843895998e-01,6.840184183021456301e-04,1.317722730135470130e-02
4.128825765153030680e+00,6.031901090803366561e-01,3.546946948848221370e-01,6.808578727430851475e-04,1.446708903437977228e-02
4.131226245249050244e+00,6.031917396770539730e-01,3.546966214102378334e-01,6.777119407873328063e-04,8.690451353359978509e-03
4.133626725345068920e+00,6.031933627369323592e-01,3.546985390024856022e-01,6.745805546763399430e-04,-6.192760115983233712e-03
4.136027205441088483e+00,6.031949782949068695e-01,3.547004477032341674e-01,6.714636469420843948e-04,-3.012012967721278221e-03
4.138427685537107159e+00,6.031965863857624566e-01,3.547023475539721193e-01,6.683611504059492172e-04,1.271128807504786143e-02
4.140828165633126723e+00,6.031981870441336380e-01,3.547042385960081368e-01,6.652729981794264398e-04,-5.393792464544173645e-03
4.143228645729145398e+00,6.031997803045047180e-01,3.547061208704708202e-01,6.621991236641578326e-04,2.397199970243197665e-04
4.145629125825164962e+00,6.032013662012095656e-01,3.547079944183085809e-01,6.591394605515164037e-04,1.626724482435611477e-02
4.148029605921184526e+00,6.032029447684319479e-01,3.547098592802899741e-01,6.560939428228680171e-04,1.934909331033880277e-03
4.150430086017203202e+00,6.032045160402051964e-01,3.547117154970033659e-01,6.530625047497732715e-04,-1.309209069281901290e-02
4.152830566113222766e+00,6.032060800504122078e-01,3.547135631088570995e-01,6.500450808938092575e-04,-2.305852294721678648e-03
4.155231046209241441e+00,6.032076368327857763e-01,3.547154021560794956e-01,6.470416061064099625e-04,7.040261254057365338e-03
4.157631526305261005e+00,6.032091864209084831e-01,3.547172326787187413e-01,6.440520155288079413e-04,-1.259257202313752728e-03
4.160032006401280569e+00,6.032107288482122520e-01,3.547190547166431118e-01,6.410762445928379263e-04,1.225419699550027441e-02
4.162432486497299244e+00,6.032122641479789049e-01,3.547208683095406934e-01,6.381142290199351332e-04,1.345820981416022757e-02
4.164832966593318808e+00,6.032137923533400503e-01,3.547226734969196049e-01,6.351659048217192126e-04,-5.873013531208305486e-03
4.167233446689337484e+00,6.032153134972768616e-01,3.547244703181078318e-01,6.322312082998743366e-04,-4.404355838720435540e-03
4.169633926785357048e+00,6.032168276126201878e-01,3.547262588122533922e-01,6.293100760463321043e-04,-4.137558815338953852e-04
4.172034406881376611e+00,6.032183347320505540e-01,3.547280390183241705e-01,6.264024449428107558e-04,-1.139123719760046227e-02
4.174434886977395287e+00,6.032198348880983829e-01,3.547298109751080286e-01,6.235082521613788484e-04,4.401691385447564601e-03
4.176835367073414851e+00,6.032213281131436622e-01,3.547315747212128056e-01,6.206274351639548981e-04,-1.181643797300732830e-03
4.179235847169433526e+00,6.032228144394158331e-01,3.547333302950662626e-01,6.177599317028707303e-04,8.469794966804566200e-03
4.181636327265453090e+00,6.032242938989945680e-01,3.547350777349160822e-01,6.149056798201900592e-04,-5.386128572826805530e-03
4.184036807361472654e+00,6.032257665238086597e-01,3.547368170788299246e-01,6.120646178487340345e-04,-8.185602177610383154e-03
4.186437287457491330e+00,6.032272323456369101e-01,3.547385483646953719e-01,6.092366844108378782e-04,1.898707166930067858e-02
4.188837767553510893e+00,6.032286913961079078e-01,3.547402716302199832e-01,6.064218184192555431e-04,-8.186839483483900060e-03
4.191238247649529569e+00,6.032301437066995842e-01,3.547419869129312953e-01,6.036199590769199957e-04,-5.252607349655385657e-03
4.193638727745549133e+00,6.032315893087398795e-01,3.547436942501767110e-01,6.008310458769048354e-04,-6.724044928419590540e-03
4.196039207841568697e+00,6.032330282334064098e-01,3.547453936791235551e-01,5.980550186023245477e-04,-2.448182387321936378e-03
4.198439687937587372e+00,6.032344605117261338e-01,3.547470852367592409e-01,5.952918173269785207e-04,-8.565170919674069960e-03
4.200840168033606936e+00,6.032358861745762413e-01,3.547487689598909921e-01,5.925413824140482672e-04,1.426791658649774540e-04
4.203240648129625612e+00,6.032373052526831536e-01,3.547504448851460102e-01,5.898036545177029119e-04,-6.458959886397443520e-03
4.205641128225645176e+00,6.032387177766231900e-01,3.547521130489715846e-01,5.870785745819979669e-04,-3.581672557060855064e-03
4.208041608321664739e+00,6.032401237768224567e-01,3.547537734876346494e-01,5.843660838408562498e-04,4.212545979516155517e-03
4.210442088417683415e+00,6.032415232835565133e-01,3.547554262372223932e-01,5.816661238193524463e-04,7.597474351763908694e-03
4.212842568513702979e+00,6.032429163269507066e-01,3.547570713336418158e-01,5.789786363318496923e-04,5.248676088449098602e-03
4.215243048609721654e+00,6.032443029369802812e-01,3.547587088126197830e-01,5.763035634835247207e-04,-6.784361089349139236e-03
4.217643528705741218e+00,6.032456831436933120e-01,3.547603387099539929e-01,5.736408472442242577e-04,4.545284864769249394e-03
4.220044008801760782e+00,6.032470569788429549e-01,3.547619610633002685e-01,5.709904263616406069e-04,-6.336384997990452024e-04
4.222444488897779458e+00,6.032484244719078514e-01,3.547635759076700479e-01,5.683522439521765434e-04,-4.949006533120113094e-04
4.224844968993799021e+00,6.032497856516048085e-01,3.547651832772039660e-01,5.657262445889975041e-04,-1.665796593981017440e-02
4.227245449089817697e+00,6.032511405465447174e-01,3.547667832059167026e-01,5.631123730489840089e-04,7.276284514229700538e-03
4.229645929185837261e+00,6.032524891852327764e-01,3.547683757276969274e-01,5.605105743126126156e-04,-8.355433248889948365e-04
4.232046409281856825e+00,6.032538315960686015e-01,3.547699608763072998e-01,5.579207935638963965e-04,1.762059525384553071e-02
4.234446889377875500e+00,6.032551678073457824e-01,3.547715386853845243e-01,5.553429761911081019e-04,6.956362172793905709e-03
4.236847369473895064e+00,6.032564978472523265e-01,3.547731091884394061e-01,5.527770677857185089e-04,-1.061239657223121517e-02
4.239247849569913740e+00,6.032578217438703261e-01,3.547746724188566847e-01,5.502230141434999227e-04,-1.317171267631252717e-02
4.241648329665933304e+00,6.032591395251764022e-01,3.547762284098952001e-01,5.476807612634845834e-04,1.205746526366473573e-02
4.244048809761951979e+00,6.032604512190409274e-01,3.547777771946876713e-01,5.451502553490289189e-04,-8.203562127613394858e-03
4.246449289857971543e+00,6.032617568532291363e-01,3.547793188062409730e-01,5.426314428065104421e-04,7.387543517369886403e-03
4.248849769953991107e+00,6.032630564553999042e-01,3.547808532774360812e-01,5.401242702468128914e-04,-2.467584566599469696e-03
4.251250250050009782e+00,6.032643500531068570e-01,3.547823806410277392e-01,5.376286844841042262e-04,2.157597603033879069e-02
4.253650730146029346e+00,6.032656376737973725e-01,3.547839009296449575e-01,5.351446325368797380e-04,1.337078950721753718e-03
4.256051210242048022e+00,6.032669193448134681e-01,3.547854141757906810e-01,5.326720616269011582e-04,1.569040404081591816e-02
4.258451690338067586e+00,6.032681950933913573e-01,3.547869204118418440e-01,5.302109191796779359e-04,1.387168262991810182e-02
4.260852170434087149e+00,6.032694649466611159e-01,3.547884196700494264e-01,5.277611528254510425e-04,-4.082801225014744302e-03
