E_T,substrate_bound_fraction,v_dim
4.835814107492669045e+00,6.203216446730369649e-01,3.937992123338212025e-01
1.776167715415663650e+00,3.092559243445889283e-01,4.626502060599680527e-02
4.138591960061754449e+00,8.676410575988591223e-01,5.684468188097072661e-01
2.317335631045116973e+00,6.743380472734805675e-01,1.749699297231124273e-01
3.969861054797124034e+00,6.804881955683629302e-01,3.615754293457211221e-01
4.612521103240670328e+00,2.931505076208726357e-01,1.328592100509015106e-01
4.523344336166897683e+00,1.851434846888165286e-01,7.582289949377797600e-02
4.042552057205909932e+00,1.259755897270491143e-01,4.419515281113788746e-02
1.682564421410508215e+00,8.856361055742939525e-01,1.528034264188287694e-01
4.571885355872618462e+00,5.804080301105450923e-01,3.330485309465072152e-01
8.513648930511942270e-01,6.333788331811125438e-01,3.359809305180153777e-02
1.374955385451125389e+00,6.693501756980736461e-01,7.899606129249961417e-02
3.267130797950713372e+00,3.742917841805488699e-01,1.241568617005389952e-01
3.766087489185551362e+00,4.630140998795252982e-01,1.930235913622487809e-01
3.466477876581534057e-01,2.848081047759127293e-01,2.952018484962190027e-03
1.417434442908731329e+00,1.673603154486945077e-01,1.732227759813172521e-02
1.908262746932890774e+00,6.959606640723167148e-01,1.374705167476494294e-01
4.251507969368507389e+00,9.287621075925838188e-01,6.595793206374171991e-01
1.093950518860735688e-01,2.848593745582528314e-01,3.259594783236563053e-04
4.460978342696040322e+00,2.312583987715860490e-01,9.662541744669067567e-02
1.740179736494642526e+00,5.169439996721566510e-01,8.258879776782832027e-02
3.121210413339929435e+00,2.709112579806927656e-01,7.949090314874690533e-02
4.685227857418906794e+00,1.687049624193071029e-01,7.069344903952358428e-02
4.018328699972247842e-01,2.566804405247684051e-01,3.480930676870189807e-03
2.771741926899279562e+00,8.361901988980681155e-01,3.056957646046843946e-01
1.188865711043670448e+00,9.433543721038473162e-01,9.218335981741425378e-02
3.541012681464041023e+00,3.438254312658349798e-01,1.222107672020104202e-01
4.107309815487114157e+00,3.781240066273456879e-01,1.622525725761742588e-01
1.306622275210580053e+00,7.791053915587339285e-01,8.699731548258027303e-02
4.313483399220277903e+00,9.194098816337829827e-02,3.363602446420400904e-02
9.693260056041119732e-01,4.272998212017126152e-01,2.707036594974440713e-02
2.452354118896297397e+00,6.861643995198822843e-01,1.940867029759509588e-01
7.432847948740516353e-01,6.910625280524328451e-01,2.918039502922607428e-02
1.606831865363610001e+00,6.440800436776216165e-01,9.615264091148487124e-02
1.933221750895342206e+00,1.175939880319895881e-01,1.791699661682671571e-02
3.506807883698880524e+00,3.810812947324853095e-01,1.376836404874381692e-01
1.652565584085741390e+00,6.612428566817531994e-01,1.036793430079589046e-01
2.695311093227073407e+00,9.295872341312125808e-01,3.397176496301211879e-01
3.291469044324354165e+00,5.036619949193208434e-01,1.850847399341084831e-01
3.950103079359333691e+00,5.515093736278809944e-01,2.609950535307892228e-01
1.538338303158365505e+00,8.256168167095739863e-01,1.215553668247006253e-01
3.761122513961755454e-01,2.058492959411512002e-01,2.466654685565509725e-03
1.261555176683616830e+00,6.452941525184048288e-01,6.593856009325806122e-02
2.775140187977883421e+00,2.645202245397675345e-01,6.755858583137398787e-02
4.400618563044955245e+00,4.319390072740695863e-01,2.085648818383273317e-01
3.321969857695615147e+00,5.938913247230408476e-01,2.361282283031238272e-01
3.075666171296242979e+00,2.556709258898267612e-01,7.305063683046070233e-02
2.556848828351194758e-01,6.034158249556794695e-01,3.570063647833198166e-03
2.540380414060473324e+00,3.072201739768873341e-01,7.251662296686497977e-02
1.721418810511228248e+00,2.755746228356532046e-01,3.891739615217582049e-02
1.802340490583737243e+00,7.117239032778058805e-01,1.297836155869448727e-01
4.801001422958883325e+00,8.614006908870818213e-01,6.842220714341438192e-01
9.009902843524142391e-01,4.933310481855046059e-01,2.811370763458769309e-02
5.330018170166823666e-01,1.903644817829598934e-01,4.243354568273087837e-03
1.594936887313997964e+00,4.559098714686006804e-01,6.258734174360967850e-02
3.249221877207984832e+00,7.640869560518147585e-01,3.344212907316718164e-01
1.421082065437609510e+00,2.041931161343291945e-01,2.151467143317602540e-02
3.558522216057816934e+00,2.190836246405598320e-01,7.170505186610195980e-02
3.505950160819807149e+00,8.405823545285568965e-01,4.302537334995185092e-01
2.247150972705293626e+00,7.143713097776100973e-01,1.810307364621527304e-01
4.190026534754047738e+00,6.608968069171783366e-01,3.686225949165700677e-01
1.686539356385236221e+00,9.018139136371678966e-01,1.567291719688568841e-01
3.153649588495812228e+00,7.231282490770317706e-01,2.955014072197775232e-01
2.746112564815482937e+00,2.129406699530733138e-01,5.205047186353242705e-02
4.513012010889034809e-01,9.371095411989743829e-01,1.624108629824323399e-02
1.801406268450779002e+00,9.119288159510995362e-01,1.766476138319240108e-01
2.859378907172086759e+00,1.749216640735825612e-01,4.374853216266497841e-02
4.882681479214496356e+00,6.390643443631733867e-01,4.176997285713303643e-01
3.939893069674894388e+00,2.622745534983975668e-01,9.861263060089599242e-02
2.456444280942538860e+00,3.036034843281583129e-01,6.864734151511488192e-02
1.062705315592722410e+00,7.070103648036388799e-01,5.525196028372642010e-02
1.422816103533764975e+00,6.289964410436801878e-02,6.284451026706710554e-03
3.078777074017741144e-01,5.508570179884493268e-01,4.625914190169016019e-03
2.949745979346270808e+00,9.193995071511233963e-01,3.832509152377935879e-01
2.178728111651339727e+00,6.342473141425175598e-01,1.476750418892702199e-01
3.326859461692188269e+00,3.014362177196527881e-01,9.699483273959345897e-02
2.704166412273835363e+00,9.483786240694633829e-01,3.505769409706911421e-01
2.142242277124014382e+00,3.127875325033813159e-01,5.992783799156518876e-02
1.824927277290033789e+00,2.908704682638688088e-01,4.473126810302043010e-02
2.990490079524337763e-01,3.491973602814214539e-01,2.758110241371007198e-03
4.916538645836359578e+00,4.352508467316075769e-01,2.370775141730723234e-01
4.684667135831895313e-01,2.471641945729796952e-01,4.414364079104562792e-03
2.247838401533180930e-01,9.681624329375199123e-02,4.430707193708068449e-04
1.154984298229674744e+00,6.892836111932647558e-01,6.164356405201047023e-02
7.673126086704732396e-01,1.363066422016304402e-01,5.559227888021533830e-03
3.992720901898910491e+00,5.129500104069963928e-01,2.379756199708378539e-01
8.429853558572071304e-01,2.075827059880673842e-01,9.997538449389537993e-03
1.765755328159980708e+00,8.357649795375414747e-01,1.538403510070434910e-01
1.649170668192180556e-01,5.084661453890921834e-01,1.294907161817922649e-03
4.664688529761267688e+00,5.532594674599911055e-01,3.166838576159579088e-01
1.673097933366080925e+00,6.692056065607517867e-01,1.072354163969802682e-01
4.230104222249348567e+00,7.598567913867370072e-01,4.683660690202767207e-01
4.813480722595850025e+00,9.112529499420783941e-01,7.578517804211117870e-01
3.664514902008106478e+00,2.358088745372835249e-01,8.056642325089204137e-02
1.377635085843173623e+00,3.985909907009168585e-01,4.319629112595657627e-02
2.511512826209135962e+00,3.932973988191001413e-01,9.642208107809394080e-02
3.934994501175833825e+00,3.856086350407664232e-01,1.588708429604363814e-01
3.523366169549457805e+00,6.736849032329540465e-01,3.066500666223033189e-01
4.155101321330931796e+00,6.031332450582361782e-01,3.164758037462684914e-01
2.768413789336822806e+00,7.962166464699008683e-01,2.844150272154751247e-01
3.321762765233793324e+00,7.525126486871350773e-01,3.365628051388034336e-01
1.879661497857457286e+00,8.680269339934966188e-01,1.779983729022102668e-01
1.037890807510781110e+00,8.425046301703992269e-01,6.456543595594103901e-02
3.516477302292208673e+00,8.325003592204557323e-01,4.255545263556677615e-01
1.141234711636315846e-01,1.581371466905762690e-01,1.963706502444051059e-04
3.941016612367035599e+00,2.831536057516790272e-01,1.081346075962889564e-01
1.354427799505405761e-01,3.691305175608997624e-01,6.408890171035234139e-04
3.122324511094903610e+00,1.036512631106751015e-01,2.734818763064658306e-02
3.013607868237299314e+00,8.037146429004561332e-01,3.252551741576825139e-01
6.170108619139272887e-01,1.713732067164619177e-01,4.900532713044944248e-03
3.001791229819948725e+00,6.263299799576464988e-01,2.241837386564650703e-01
3.813450610039404776e+00,3.035923432493850549e-01,1.136312269916340129e-01
2.726360595261781761e+00,1.279715587818986700e-01,2.949200417494251755e-02
3.396526698017118040e+00,8.011770955840528119e-01,3.821577012973984555e-01
3.572491392256952114e+00,6.286251669660696262e-01,2.809590960108080959e-01
1.108958423688814143e+00,2.174219634573640592e-01,1.606549479323145582e-02
4.640420881425221467e+00,8.839828092920544167e-01,6.844825787821466889e-01
1.704953100301989766e+00,5.599146741202786215e-01,8.842961328034520951e-02
2.960139584855844941e+00,5.636188579116664377e-01,1.897148128765662745e-01
6.055961527424577051e-01,6.746985073307841529e-02,1.840709738456337364e-03
4.982384583491736407e+00,7.147928011565760076e-02,2.966520648155873338e-02
3.305291431857669160e+00,1.305250056392238400e-01,3.723472545955600760e-02
2.362749603994102277e+00,4.004902026940082016e-01,9.130135471530596847e-02
2.873986756826617306e+00,5.478549172517418464e-01,1.757222160113902920e-01
2.332227792341101391e-01,5.256011555892372566e-01,2.606197955445304672e-03
1.276390265711574212e+00,7.897068283223449559e-01,8.502804063938461387e-02
4.875976377260579753e+00,1.996615566662080510e-01,8.903689435153078202e-02
4.970544481426905081e-01,5.163542612061331472e-01,1.048587813222023185e-02
7.943343808238999548e-01,8.147874293848916816e-01,3.912550811863476502e-02
2.908078579721828039e+00,9.828755820641048302e-02,2.391931209746927731e-02
3.892463414171489333e+00,5.129726733667172578e-01,2.311698143076841294e-01
4.279078485392685316e+00,2.885191021518654919e-01,1.206074285759187598e-01
4.320018585926869825e+00,9.207460527324198285e-01,6.650277141555919203e-01
3.825088566383879840e+00,1.318601416165877671e-01,4.389089443556890013e-02
1.803522905158933431e+00,3.715898369562987136e-01,5.843256535519054939e-02
2.949747654134372787e+00,1.817772464214318373e-01,4.727920061337708563e-02
4.084303280359197430e+00,4.138859112042158617e-01,1.816130326537823969e-01
7.803446234209073795e-01,7.453331428360273625e-01,3.446746739730853493e-02
4.989608084578639469e-01,1.002642550792220977e-01,1.971865143608347165e-03
2.347067459640573173e+00,4.222477455863097862e-01,9.665857882069261997e-02
1.620667648499924951e+00,8.145097351969373678e-01,1.300444217450019424e-01
1.183001771292730292e-01,2.360721044565877447e-01,3.146148395500998575e-04
2.632631236677295927e+00,8.300167074294479974e-01,2.805705454397278698e-01
1.927591104468223016e+00,9.553966417671519440e-02,1.435026803197193140e-02
4.427359267275734922e+00,1.906530055936506152e-01,7.672571505643792367e-02
1.737462525924637013e+00,7.366507810020335167e-01,1.281340917385816736e-01
3.347088211549150483e+00,2.392373377262276835e-01,7.427966826129130118e-02
2.883584064098788424e+00,1.439691344509214932e-01,3.567274951876137773e-02
1.568366389676981942e+00,5.390644942779239113e-01,7.461661877402790688e-02
2.391299076487398700e+00,4.105030930093834796e-01,9.558394490105841246e-02
1.901533807848921898e+00,2.965989709325112522e-01,4.829399741491099962e-02
1.264171644875438316e+00,7.091162779639387237e-02,6.039098492433797420e-03
5.318004357555777828e-01,6.202954848829565077e-02,1.356015664106898075e-03
3.553944964829612307e-01,3.565309126572251963e-01,3.883614619143246731e-03
1.191245299329462437e+00,3.859346535324258975e-01,3.345942590264981004e-02
5.082644970626659653e-01,8.955622333687533743e-02,1.816578753090063733e-03
8.380931015561289277e-01,3.599830958098226286e-01,1.773147027001662976e-02
7.121074389083734690e-01,8.846180490272569363e-01,3.515598255788202064e-02
1.929164513150366966e+00,5.101716526409270092e-01,9.407509086885001981e-02
1.267051869943743192e+00,3.563304197229141268e-01,3.359878488262282858e-02
1.216034449799711231e-01,7.379079368232770442e-01,1.040516979873848738e-03
2.612693768247486004e-01,7.028651450675955648e-01,4.340386197987154346e-03
4.951262715240027035e+00,7.338110959299123381e-01,5.355909545113490822e-01
1.301207969371102058e+00,5.942241155534059294e-01,6.290187063608324025e-02
3.000552468250287652e-01,7.694772934521600105e-02,6.044372851181898949e-04
3.167447970059754869e+00,1.175939294103434535e-01,3.178419303058415551e-02
2.803041132213505371e+00,8.206566523768139554e-01,3.024516921882164366e-01
2.005372444162398793e+00,8.296114419979455645e-01,1.860228883678972100e-01
3.693325985010111889e+00,4.125885993019973719e-01,1.617909186249517628e-01
4.691216217620453932e+00,8.733219756016041835e-01,6.799615407529147060e-01
2.042140736734681550e+00,6.295098209096384734e-01,1.333183474834997995e-01
1.939096551885465258e+00,7.433846918236004520e-01,1.533440595413651242e-01
2.619498404663831437e+00,4.622064427948180954e-01,1.246628168020147004e-01
1.248932888650737816e+00,3.957916240474761982e-01,3.699268512252611163e-02
9.524721631182230253e-01,4.026710468251593622e-01,2.465771327770845817e-02
2.004536978965331340e+00,3.426560569161630210e-01,6.119499388813204321e-02
3.417393234367637866e+00,3.042048471041385871e-01,1.010499514697815598e-01
1.723730241053056389e-01,9.128791179779766063e-01,2.539331021104954730e-03
7.781367136131071005e-01,2.368490101245420421e-01,1.008147897993941222e-02
4.059729794715859263e+00,4.204804989930882586e-01,1.842648818321684645e-01
1.727511929034853733e+00,4.756578617910249829e-01,7.385509030740651515e-02
2.839863979706743979e+00,4.627179617579380011e-01,1.380759988322017295e-01
3.719190588120882546e-01,2.107997650095986275e-01,2.475625338625436246e-03
2.798790199164241432e+00,3.776250564853442238e-01,1.046779198881544332e-01
2.359166574584652398e-01,4.583308984800636976e-01,2.319928400183677176e-03
1.115566337436017630e+00,3.865419022686663597e-01,3.028900333184226037e-02
2.294694312840845463e+00,1.357624836988520489e-01,2.573025508629845845e-02
2.666680277362230900e+00,1.150038581635901697e-01,2.565389739235172939e-02
7.140111085322985440e-01,8.223655516526364728e-01,3.271368158706581403e-02
2.349279819674940040e+00,2.289113482272966127e-01,4.696972751741196328e-02
3.924369157507554995e+00,3.645956229289900596e-01,1.473597092068698600e-01
3.558358336108255138e+00,9.229489341079541997e-01,5.073077905186271774e-01
1.908490256546258701e+00,4.156090908018105212e-01,7.210157000390332582e-02
2.531108938336616099e+00,3.240458744386582324e-01,7.692256468173291895e-02
4.015113683693110502e+00,2.423171947552084649e-01,9.159793552637300607e-02
1.389562706624609456e+00,4.947912945229119841e-01,5.618519755542742550e-02
7.870803440818752161e-01,6.250165595290595455e-01,2.893248248311576856e-02
4.848135389519569571e+00,5.675985635956777298e-01,3.436191962976072323e-01
4.377736007212498670e+00,4.621114110451843282e-01,2.275968410832840960e-01
4.383520452565713654e+00,1.304821578915271174e-01,4.981036904592659603e-02
2.438144081308333710e+00,5.171274792431854728e-01,1.315228619171277258e-01
2.732252321234568959e-01,2.371762409137414540e-01,1.575151789871594675e-03
3.740521190538379503e+00,7.085655091790563631e-01,3.577959354876477094e-01
3.971773506566151468e+00,8.777783302461615866e-01,5.476989942508162512e-01
4.829140864198553373e+00,8.358601144016410966e-01,6.535290112516705108e-01
2.753247408745734814e-01,1.222779762194009939e-01,8.202050744405203287e-04
4.082777125655365325e+00,3.719434908630442904e-01,1.578044179777211287e-01
1.750310796358643950e+00,2.775501180362499598e-01,4.011884184839922818e-02
3.366289597431931124e+00,7.569274691005914435e-02,2.127013309492692406e-02
4.512745450675233805e+00,9.488756636263079303e-01,7.421198350176563263e-01
1.332928712931992443e+00,2.658842332231469152e-01,2.617549038217781981e-02
4.967798275949689923e+00,1.676570647539139258e-01,7.434579565168063231e-02
2.854585879230807088e-01,6.375225357186339314e-01,4.651959585585077606e-03
6.621063700739767688e-01,2.109292184507319257e-01,6.835965333556218507e-03
2.455320931483473412e+00,2.609414590093679931e-01,5.751796764298492542e-02
3.622859001061519368e+00,1.136897686430041188e-01,3.534600948283002364e-02
4.639820268276297455e+00,6.022538145825968581e-01,3.586001853939456141e-01
4.251630092995381638e+00,6.837507535217194343e-01,3.961800337297610164e-01
4.855515373795727285e+00,6.532548621998144345e-01,4.301860780750617064e-01
2.262657333180967179e+00,3.081985630645868168e-01,6.311660228747184576e-02
2.090945420860539805e+00,6.268774295013676001e-01,1.371552608555483554e-01
2.988305452242835614e+00,8.555092921194225042e-01,3.523847772665649747e-01
3.490549987355887840e+00,2.743220354662558869e-01,9.134670575509741541e-02
4.524117660354956882e+00,2.464321413016034024e-01,1.056395292898034410e-01
3.000914786265769241e+00,7.861445116664115274e-01,3.128836879646934577e-01
4.539242952952220023e+00,3.475640000783069006e-01,1.617964592857022710e-01
2.136823992651338600e+00,8.661542905040799933e-01,2.169361967902944111e-01
3.879656331734541386e+00,7.585390905146358609e-01,4.181316253137067340e-01
4.990530537991755722e+00,1.551258155722907428e-01,6.845889279420198925e-02
4.859715531680973144e-01,8.671760571890106684e-02,1.626280774220232759e-03
3.565495781024645705e+00,7.649203849663183119e-01,3.794216033652934028e-01
4.525483308524569814e+00,4.547681415775580716e-01,2.307277195787166002e-01
4.483005431299356580e+00,1.203895517492358930e-01,4.666141233983337605e-02
4.376517093481418819e+00,8.439538815017993967e-01,5.846954441396988722e-01
1.465861067739975487e+00,6.809263482620622754e-02,7.096165533177770796e-03
2.090874433670013133e+00,6.917607434054233728e-01,1.561323563910320122e-01
2.589673811259575853e+00,5.212681935241522124e-01,1.437873523486964122e-01
4.851396781651606815e+00,5.105932867561121524e-01,2.933748472529613682e-01
1.401256596430884738e+00,8.023994038925094108e-01,1.009767837071191832e-01
3.336430894123516566e+00,6.432862052788003160e-01,2.669364719652216333e-01
3.822917793134358089e+00,6.089600229710808721e-01,2.909042813744756595e-01
8.187723363568768509e-01,8.308238155642283518e-01,4.213717471822739369e-02
4.364684602953482262e+00,8.771708033259970616e-01,6.221409706621285896e-01
2.575622211863853650e+00,6.218612434333412597e-01,1.812452146893324401e-01
4.785849794794959422e+00,8.669132995566661837e-01,6.891272682702783703e-01
4.459486670752337290e+00,4.831330519317936223e-01,2.472208400940738848e-01
4.742450962137890080e+00,1.400662732878001082e-01,5.817918198216599779e-02
9.958079308084970549e-01,6.519819637847153182e-02,3.922463356014023982e-03
4.189780428165563286e+00,8.328116051337260128e-02,2.942680876489563169e-02
4.327814805769208739e+00,9.144863423082264520e-01,6.592803796635688940e-01
4.741663735400504898e+00,1.764625115600948202e-01,7.524828640864736351e-02
3.282780502511340792e+00,9.760762717812955513e-02,2.707527831237500210e-02
1.905807107838740855e+00,9.241015272407900882e-01,1.964541679071693525e-01
2.975771224568808382e+00,4.143200117231115032e-01,1.266566486420872273e-01
8.736222690520464296e-01,9.102229875505291057e-01,5.204948750939189517e-02
4.981312260340782672e+00,6.142060971491233312e-01,4.007608933826913855e-01
3.638877947702271687e+00,3.200877813301509778e-01,1.152441950103030299e-01
1.763827876984807919e+00,4.953166579170515949e-01,7.991667445204329867e-02
4.602486109548401316e+00,3.821959809653939222e-01,1.856873300363797163e-01
3.590715286387973215e+00,9.011666117120669117e-01,4.956732276194851239e-01
1.732310265403651517e+00,3.999174838956102707e-01,6.026929482340515065e-02
4.653984076745721232e+00,5.457718253055136026e-01,3.094733295746737722e-01
1.689275179908456659e+00,9.861947986227548313e-02,1.254832274145514792e-02
1.667809014906403098e+00,5.809794252202471476e-02,7.143323768292703796e-03
2.456510098571371981e-01,4.794733530963655177e-01,2.622235008453547428e-03
3.534449655046488559e+00,2.884273725152995405e-01,9.833371383254829734e-02
6.292077270558993352e-01,3.982407280482326839e-01,1.214732566142968755e-02
3.384940085299219525e-01,3.881183783516025665e-01,3.868509725331785963e-03
3.314732005783989077e+00,6.895471677181329584e-01,2.937422205629900973e-01
4.844940513764250944e+00,1.910335886944792283e-01,8.411075559599323626e-02
4.144638233874991529e-01,9.144170417205848000e-01,1.352208988169715555e-02
3.823249158996704811e+00,1.154729507360459512e-01,3.799990497315391264e-02
1.220436411028545054e+00,2.588556083849928302e-01,2.234965241360419713e-02
4.320041939148331345e+00,1.769643508629741846e-01,6.879686258586351078e-02
1.595070000300886359e-01,4.468305649376546063e-01,1.066173454163492742e-03
1.051331330397418773e+00,1.382330796408546003e-01,9.210013166629282821e-03
4.878211828128763194e+00,1.687786635843133431e-01,7.358786382428732231e-02
2.919413326685079468e+00,4.047341983156578782e-01,1.201476533080633041e-01
7.454236808900286393e-01,5.427122846391509159e-02,2.078009672720208985e-03
1.231248500840214644e-01,8.603200337496440531e-01,1.243371864746812194e-03
2.104257850669928320e+00,1.609854621842239653e-01,2.784174943367330804e-02
2.228689563075546776e+00,3.224025052266303870e-01,6.529320020764695087e-02
2.710736642593150947e+00,8.684713980754573681e-01,3.121588235883000495e-01
3.435909770613053471e+00,4.073396937831520459e-01,1.465976245707658332e-01
8.544781770230994722e-01,4.634009531481758648e-01,2.404208191083832824e-02
1.659977294536310266e+00,7.507856549365946597e-01,1.222154460243066176e-01
3.596300354445767233e-01,5.158310250043253165e-01,5.785448569649339311e-03
4.982868940593890628e+00,2.783950296206225139e-01,1.348084170713623464e-01
2.176866525713309297e+00,7.220333046122692222e-01,1.753336178516036736e-01
3.424577044164853312e+00,1.960092168360958731e-01,6.061129039484230985e-02
1.497789748847422997e+00,8.292427759869355208e-01,1.170139430149702564e-01
7.968675972512997419e-01,3.822804642534013420e-01,1.739384687051458156e-02
1.048319314929558654e+00,4.556696281344373989e-01,3.296817748004565035e-02
1.744326826894495586e-01,7.132294269649175344e-01,2.028038063649972682e-03
3.472565145544503906e+00,2.412415942474050168e-01,7.807603065434062795e-02
4.949478754160438143e+00,7.517908234637299403e-01,5.584518663729073351e-01
5.488445917758310033e-01,2.116015055459001537e-01,4.975668929998330013e-03
9.096759533235742046e-01,3.490912158686058642e-01,1.960822132366876747e-02
4.028314446816946948e+00,3.877748300996611830e-01,1.641756947251227228e-01
3.218305919864025810e+00,9.822089046722230765e-02,2.668435222161420067e-02
4.744219074890280829e+00,3.715806476029183680e-01,1.846856761530699387e-01
1.887089121166352745e+00,1.480775168819724597e-01,2.221102120635401120e-02
2.197505577373243035e+00,5.488017988414467530e-02,9.469207206450974690e-03
1.503372373573200305e+00,4.790162157836207468e-01,6.085618422919805703e-02
4.041507046542170301e+00,8.561470905459289682e-01,5.384312258791076333e-01
1.018829942873936245e+00,5.001412352271286110e-01,3.492751939908513709e-02
1.961024346023271914e+00,7.851274640040010189e-01,1.674082689025673532e-01
3.331050383565487216e+00,4.119694011860178251e-01,1.435564099959472373e-01
4.575582276641664059e+00,5.370247517906826529e-01,2.964746951907235029e-01
4.082865119636037932e+00,1.484174599570592945e-01,5.341034005202607154e-02
5.163168177772176071e-01,5.872127956329811216e-01,1.283783995447223582e-02
4.333989522955405072e+00,9.306953683386283427e-02,3.423553967080882748e-02
3.977495761961498566e+00,7.464281989020217223e-01,4.205691235688440166e-01
2.406598400605220789e+00,6.936845706350310836e-01,1.918656834432638514e-01
2.813505301849060558e+00,6.920114201715100721e-01,2.374727765807051749e-01
2.271744864547105891e+00,5.237229565505059636e-02,9.384746297925085010e-03
3.717654087470376179e-01,4.149752471384741681e-01,4.926691883151992912e-03
1.669381425197951518e+00,3.173553113010051385e-01,4.379684507110467862e-02
4.574114173390742444e+00,8.027043605946119209e-01,5.678687914547438931e-01
3.033327611504479382e+00,7.177037600096104475e-01,2.773175891202718235e-01
5.810912716642455678e-01,2.736645323738306490e-01,7.159139465885289676e-03
2.802060440572434530e+00,6.337700749698778058e-01,2.083102822664390508e-01
3.130312576175372286e+00,2.238851883560972755e-01,6.390716127622873832e-02
4.075069286400479385e+00,2.874217216175005696e-01,1.140722787051748899e-01
2.949770235363029069e+00,1.989144875728212636e-01,5.229185184451867058e-02
1.086584602612804540e+00,7.701871281323638407e-02,5.290701820518891631e-03
4.852649348459656231e+00,6.503128653131279302e-01,4.267288550337177688e-01
1.551697957177320397e+00,6.255482465329794683e-01,8.794811474696577480e-02
3.654283273122129305e+00,5.460066596515515958e-01,2.347926039751863370e-01
3.469854689547153814e+00,6.608357463224755479e-01,2.920841305431664536e-01
4.624056066424913958e+00,4.908142434992173175e-01,2.630196616269933618e-01
3.848631528812457514e+00,7.933079044540395364e-01,4.450337195421824599e-01
1.999754307904070716e+00,7.907386823556552535e-01,1.740912238526451106e-01
3.352853747477282376e-01,3.003764268956106154e-01,2.929640817131074024e-03
3.316055253499318844e+00,1.254179228117275890e-01,3.578631302825709820e-02
1.582381661430068420e-01,5.759791731807754056e-01,1.354793215569097915e-03
3.567742642870362357e-01,8.186781486645045014e-02,8.839015374233303180e-04
2.134900748884371313e-01,3.149295644484394474e-01,1.313730293759257954e-03
2.908339364578347297e+00,7.856734598680538140e-01,2.991641526435337428e-01
3.958468306153780869e+00,8.438684859061432175e-02,2.818564458826207722e-02
4.442350899117667451e-01,1.947146706841938746e-01,3.148534235606609451e-03
1.664552807174602966e+00,5.045245823558425213e-01,7.518410452995927251e-02
1.957979574303868375e+00,7.559969051505489590e-01,1.590404520713652459e-01
4.507213774447633270e+00,5.512821034001981202e-01,3.031609658831987963e-01
3.267046787713372868e+00,6.460959225535464201e-01,2.615727238078864869e-01
2.083279890502388820e+00,4.335700774334448893e-01,8.543003943827189028e-02
4.617842917910441436e+00,5.409060838388597414e-01,3.027345091494028084e-01
3.466942919603487105e+00,4.262747573925156908e-01,1.571870209295821996e-01
3.394007697424750614e+00,8.325099754823193088e-01,4.051713055325004698e-01
3.589257057156032271e+00,3.289524342279750990e-01,1.174153781621626452e-01
2.754956650165691467e+00,1.514738388956856086e-01,3.581552655182529410e-02
2.390742808617727366e+00,6.363920955572847094e-01,1.689553884374914161e-01
4.865208954045878720e+00,6.762847935586508985e-01,4.565934018233008818e-01
2.901952373937314533e+00,1.123643794877682983e-01,2.751134297414680602e-02
2.090368374209441438e+00,7.067202237805305653e-01,1.605551225735352139e-01
5.585225496103292109e-01,8.192812205913877488e-01,2.093676776478059845e-02
1.042070799323089103e+00,1.426586793196913949e-01,9.391705548014933971e-03
4.918118965804844755e+00,4.873738087244635642e-01,2.782146611608343756e-01
4.812352427678946221e+00,1.685178871928925959e-01,7.248920851917302344e-02
1.145830708149166710e-01,3.075468289677658063e-01,3.853087777897660831e-04
4.811962583440129726e-01,4.253218562828449678e-01,8.090707407481714103e-03
3.426563276711871886e+00,9.495742953803960607e-01,5.005963925310850104e-01
1.168281419786703079e+00,4.937147658925406524e-01,4.285591373290800060e-02
3.351899791086011771e+00,1.162833548791688265e-01,3.336855398564066849e-02
1.128127790473437253e+00,7.110579858268482045e-01,6.143640861782623253e-02
2.044528992445041826e+00,5.461416797186837702e-01,1.111829915017131798e-01
1.696842355237423439e+00,1.179641588586052697e-01,1.522687621388627011e-02
1.307769880528800055e+00,7.712229641915312461e-01,8.609681269544403048e-02
3.898060674750615018e+00,4.876766123671214537e-01,2.156340412555967090e-01
1.588687753346725184e+00,3.837519243865824548e-01,5.084793555612456689e-02
4.581810246395105146e+00,5.347844154445902110e-01,2.950857852820802929e-01
1.024731962142297670e+00,3.871517574538156370e-01,2.655238411929573134e-02
4.485186933296541056e+00,7.863607373024360525e-01,5.345546588643181884e-01
8.520939091940974430e-01,5.343064358895813770e-01,2.794135331166501882e-02
1.550128180221869156e+00,6.934585648288518200e-01,9.958378618104904434e-02
4.920144413871438083e+00,6.392225144408510973e-01,4.215192057647356716e-01
3.318579079085135497e-01,9.374449675883372857e-01,9.138678241526764640e-03
4.207643002254110698e+00,7.889372297734882633e-02,2.791274882397666579e-02
9.020486346897007568e-01,1.846449493648044393e-01,9.848447802628671616e-03
2.643569159273678082e+00,6.179932332374188375e-01,1.860863904994641826e-01
4.795179901626561048e+00,1.363434941819541557e-01,5.709471140907412118e-02
6.827564888352538608e-01,8.707595359595540208e-01,3.206899085165788865e-02
1.946827207820129191e+00,2.718669717908848704e-01,4.509318531751638215e-02
2.590081825460587073e+00,3.340978272301797225e-01,8.205868657935561084e-02
3.295939316782753092e+00,8.916637702260865606e-01,4.314690036123061123e-01
1.747566699569634618e+00,6.765167331168768783e-01,1.161484640545818320e-01
1.318859160652475104e+00,6.930183320421287596e-02,6.256896333205065608e-03
4.548319513225001387e+00,5.254563372404956745e-01,2.851976905603806900e-01
