T,C_S,k
3.870091964631436099e+02,9.335038119255916200e-01,8.069430931639821836e+00
3.322498376346592863e+02,6.578564016942116677e-01,4.083567168941139025e-01
3.483525541200816065e+02,2.913958847285094134e-01,5.625895541393959753e+00
3.107044520044738647e+02,8.281582709668680042e-01,4.467116429827346774e-02
3.566678286019668462e+02,8.318870323639041553e-01,1.534024595294364302e+00
3.095994533943383544e+02,6.699022538383611058e-01,6.019874488716771971e-02
3.141602337823123321e+02,9.783490526526582576e-01,4.413395731535780381e-02
3.800972395191076316e+02,4.353263180374870034e-01,2.137025726275771476e+01
3.243910286242611392e+02,4.202257458727018391e-01,4.944581829268462903e-01
3.061253711091479772e+02,8.882578449320586156e-01,2.593165277411645792e-02
3.601824880235276964e+02,3.800637491399134205e-01,7.931434489376691488e+00
3.146500156020679810e+02,9.712520236640571625e-01,4.668542530942231678e-02
3.052816723743799798e+02,9.083122397918482749e-01,2.301210688848098415e-02
3.830552316528815595e+02,6.866470038026620815e-01,1.130588924687985397e+01
3.397182820954160434e+02,9.099197526650470991e-01,3.925383790027305864e-01
3.865475076071737703e+02,1.904902026010615312e-01,1.158501069218710740e+02
3.744031468052889409e+02,7.022853005180181851e-01,6.501362129566373049e+00
3.200964029989949040e+02,7.689573309617976360e-01,1.151105992894475988e-01
3.084811295885992877e+02,3.015163958052147208e-01,2.285629848539309783e-01
3.171357252406973544e+02,1.985811366041395631e-01,9.732760910201631033e-01
3.494580164467176360e+02,5.494358948630714834e-02,6.232169854469775316e+01
3.357748139572598802e+02,3.973585668940818882e-01,1.327991666408157689e+00
3.831982043169063559e+02,6.132211034421829465e-01,1.398078274296139156e+01
3.469240843053576100e+02,6.487660767498382164e-01,1.241164072805895469e+00
3.554749700443822462e+02,2.408765249422124277e-01,1.247547743503880824e+01
3.387452244457401775e+02,7.421145870425230884e-01,5.346778457833927245e-01
3.754900338364994923e+02,3.196789513837332009e-01,2.750780039262038201e+01
3.688939791286173886e+02,8.812350855343044076e-01,3.044953835771388118e+00
3.685772334075223284e+02,6.480466341062266489e-01,5.257593315979296023e+00
3.771594388402388063e+02,9.615574120192590390e-01,4.295692448967093569e+00
3.398606128717105435e+02,4.394524640871840249e-01,1.506697829961958890e+00
3.119085841239761976e+02,2.457697559474449622e-01,4.379314649249195779e-01
3.817933444148254694e+02,6.860139214388887297e-01,1.052540826404867147e+01
3.345522485561073722e+02,7.555203885475347825e-01,3.770415800650195881e-01
3.691762616056457773e+02,6.692070222056863971e-01,5.147864234202407907e+00
3.988465909374567104e+02,2.887254031261435872e-01,1.180271666570126570e+02
3.701761735444785018e+02,2.112487042817362271e-01,3.886822004244243800e+01
3.906685731131255466e+02,7.349812051205617536e-01,1.538321232798444882e+01
3.013354948634487869e+02,1.280103262959945143e-01,4.780726375042455567e-01
3.603717469853419857e+02,3.878430634751924289e-01,7.753618954471291680e+00
3.097322692188184305e+02,4.455183330864511682e-01,1.284389984633211301e-01
3.872504630824440142e+02,9.999969283851863899e-01,7.197659191346065022e+00
3.960247753031285356e+02,3.481209424972598332e-01,7.539202730706760747e+01
3.034153577535682871e+02,8.100265875584592434e-01,2.404128108729790270e-02
3.133261350368908325e+02,5.952566489781754289e-01,1.039903087426389539e-01
3.832761035149395639e+02,5.537185732932573545e-01,1.685032252455037138e+01
3.686886426989617007e+02,5.605185656183315768e-01,6.881047889038161891e+00
3.981657776586009163e+02,7.133566059556106786e-01,2.442479378654271471e+01
3.756509194852434916e+02,8.848890361498789048e-01,4.579611755833344233e+00
3.594190074524567535e+02,6.134037623073663736e-01,3.227727796589426656e+00
3.539243253706558789e+02,4.633972477478687235e-01,3.700853661239275283e+00
3.009867359707515675e+02,1.261670528231855770e-01,4.730304819706940278e-01
3.783814704216294444e+02,1.441482189608539188e-01,1.095279242799621500e+02
3.384001786407687291e+02,3.330244737922928855e-01,2.196859177421824239e+00
3.106653199515102415e+02,8.387992771540706549e-01,4.345953220048034277e-02
3.546834797112740603e+02,7.867196267177221092e-01,1.488640141521380578e+00
3.369962740111749895e+02,7.218856807631683636e-02,1.956259383033329158e+01
3.605857954952487603e+02,6.946765634097491482e-01,2.776208426952924135e+00
3.016672126722240250e+02,2.584577289719242055e-01,1.595251791783485196e-01
3.164976111575120399e+02,7.484301883382435960e-01,8.937397014297075726e-02
3.539830929818568848e+02,1.951092762683881432e-01,1.577145770093643762e+01
3.609907416223975360e+02,5.201250862140219811e-01,4.816883319738129998e+00
3.082214159272825214e+02,5.893452257833831087e-01,6.743682125468702937e-02
3.636377875444941878e+02,8.450828031712197541e-01,2.356527137494738966e+00
3.841221148367110345e+02,6.519436338418269639e-01,1.320566956865702757e+01
3.286783625911931495e+02,4.185458204093274737e-01,7.012492201062497932e-01
3.521330778640210610e+02,9.575434493169370231e-01,8.659334494764838741e-01
3.906119274923148055e+02,5.592085037274248105e-01,2.503779511214042586e+01
3.702959685245766650e+02,3.729783977877081380e-01,1.551712258364142549e+01
3.206722327958466963e+02,2.712390340248640452e-01,7.803405474675212394e-01
3.966492674998503958e+02,6.520061804882056888e-01,2.647094735200562710e+01
3.342075043962380505e+02,3.236590312526216873e-01,1.685209331693417356e+00
3.824202440828929639e+02,9.130655607987957501e-01,6.455997654156154120e+00
3.452517475723493021e+02,7.090234943442295101e-01,9.355270146882321836e-01
3.789767562203494435e+02,7.155153175443831337e-01,8.263602035772299459e+00
3.920922674130749215e+02,3.066588691553655543e-01,7.515084156712499919e+01
3.902723333911611689e+02,1.926514560604174475e-01,1.391688265576870265e+02
3.804602460654267020e+02,1.301964558229962987e-01,1.410209429315149805e+02
3.322972330900103657e+02,9.320603336617547807e-01,2.138316450095782417e-01
3.912629664463799486e+02,6.098751428944643171e-01,2.224908174861868204e+01
3.153339774092080461e+02,6.657887683578410654e-01,1.005853758092787181e-01
3.260194976622678382e+02,7.037585187924111363e-01,2.205379314634866028e-01
3.646353224071573891e+02,3.923079944128016194e-01,9.996054996834157436e+00
3.748181120241949316e+02,4.859593276506100623e-01,1.290767891879433904e+01
3.050336283195541682e+02,2.978529994856856655e-01,1.708967034360292792e-01
3.268864172022189791e+02,1.738803329736219871e-01,2.657840729588405004e+00
3.369033213659773764e+02,7.318473676318898447e-01,4.780552430090201921e-01
3.847246524360919580e+02,9.775822246810607075e-01,6.497849473804547138e+00
3.001917357527769923e+02,2.979071175892669121e-01,1.089080546461927285e-01
3.889995580142049221e+02,2.413283098144519412e-01,9.279145037981722055e+01
3.334730558468294248e+02,5.428853329872765920e-01,6.378720280003137288e-01
3.616573553742842932e+02,2.831841056462868211e-01,1.433345075906348498e+01
3.935760787228348363e+02,1.752996825537130599e-01,1.892973732009538992e+02
3.061598544897393026e+02,2.681626872205888912e-01,2.266484980241344760e-01
3.545253454469240637e+02,8.798674321701830392e-01,1.195461980380884359e+00
3.222217492049728662e+02,9.929851705540611029e-01,8.481075153491728080e-02
3.702247486013069420e+02,3.601490663361591182e-01,1.639776621390734945e+01
3.817818329691247641e+02,3.963531181066426434e-01,2.767099574245146698e+01
3.246249443920526687e+02,8.196112466453302492e-01,1.482568214650565597e-01
3.859894571269444441e+02,9.427104306134376221e-02,2.822978965153454283e+02
3.177413470531451480e+02,4.482609223795855913e-01,2.542734662467486806e-01
3.480072269162509428e+02,7.215068661598758037e-01,1.101582351743447097e+00
3.131282611198786299e+02,7.266771129442346489e-01,7.061905333585094535e-02
3.307516707217063185e+02,6.770844905486006482e-01,3.446433927407264175e-01
3.374126887937824790e+02,1.213492095893223544e-01,1.010748172316934124e+01
3.695266915040587605e+02,3.994746999954011946e-01,1.315689105856223762e+01
3.316850119201171765e+02,6.952007931640729055e-01,3.529272482654302601e-01
3.529655325148382303e+02,9.784531915829466353e-01,8.804108703581441375e-01
3.651320213127419265e+02,5.288654390815054063e-01,6.103238365701083801e+00
3.785735322318231511e+02,5.793710054960966582e-01,1.181741375597059829e+01
3.293538429215992664e+02,8.687066398601058781e-01,1.939934317025474864e-01
3.056349439060443842e+02,2.145075901601040391e-01,3.139977091731899206e-01
3.237052076874207387e+02,6.783660498805385020e-01,1.957681589793731358e-01
3.545946977138343641e+02,2.764380147919768826e-01,9.396476305328869572e+00
3.877677257764276533e+02,4.531578410115179034e-01,3.087211846863260689e+01
3.657544868917472627e+02,6.241075094298764725e-01,4.711980819888300864e+00
3.607278810468620804e+02,2.670970884392616096e-01,1.486318546911077298e+01
3.031772425068391499e+02,6.341611485643283697e-01,3.713857609468529386e-02
3.498036819196015017e+02,3.215101836422699644e-01,5.269313606900507096e+00
3.330901798063516139e+02,2.881065463265228277e-01,1.887466776163760462e+00
3.347416426649742220e+02,7.484863423487950751e-01,3.892484594051968116e-01
3.959388045501812599e+02,9.064785070474753459e-01,1.399179263784969329e+01
3.163467404969880477e+02,5.179605508624771648e-01,1.739834645113411959e-01
3.088367717758506501e+02,1.981625085486798943e-01,4.766106298540141450e-01
3.305089160676325832e+02,4.784604198835229472e-01,6.373397771874826923e-01
3.642698342287343962e+02,8.037584536102488908e-01,2.693924810625670574e+00
3.269608584783185847e+02,2.127594003640141673e-01,1.938512969712579359e+00
3.705820860419962628e+02,2.284771593428131797e-01,3.526348974034893047e+01
3.695091869555062658e+02,8.845035964468100920e-01,3.142730880071320509e+00
3.438194076062304703e+02,7.512808269874773348e-01,7.581246599228212979e-01
3.834699292806948279e+02,6.948355184125771800e-01,1.133341120556979220e+01
3.323783542119435879e+02,9.491369088392328512e-01,2.079278951502848971e-01
3.623193793570574144e+02,7.605242629146446998e-01,2.630939105595402783e+00
3.540022972411322826e+02,2.219929293949107207e-01,1.289304943311257468e+01
3.071694122671204923e+02,9.863934045989175559e-01,2.337979686214945729e-02
3.347225769071587251e+02,9.598137501706052177e-01,2.437839028490100535e-01
3.563138552484099364e+02,1.818617565221149202e-01,2.048659196960435125e+01
3.976057444737652418e+02,6.717901412722385723e-01,2.640918013622433946e+01
3.783651646872427250e+02,2.740675842483085711e-01,4.185886448510871105e+01
3.480906996110722389e+02,3.176925667908337414e-01,4.775114930453025153e+00
3.196470472569943126e+02,7.435109406260632658e-01,1.180649119279222337e-01
3.269962470108931711e+02,6.361629099905512230e-02,1.091539091551996421e+01
3.042424021918729409e+02,5.786824078766965584e-01,4.853722849087022811e-02
3.581580812111483851e+02,9.676994797706303109e-01,1.276974838216225816e+00
3.424230226867620104e+02,6.667054982615463476e-01,8.545294797500718742e-01
3.658542747284120082e+02,3.154048964818557677e-01,1.563806498150583835e+01
3.531462533117109501e+02,9.982885476288780868e-01,8.583036040346030404e-01
3.416784138188574502e+02,3.273868398646803124e-01,2.876009096911292140e+00
3.352025974957149970e+02,3.042521609451948605e-01,2.019569163829328051e+00
3.040622246520904923e+02,3.658194358526115075e-01,1.092050061555749213e-01
3.982967070578848734e+02,4.566536715500302268e-01,5.392228793711319668e+01
3.075197288486365323e+02,2.581177609381452576e-01,2.733914791945585288e-01
3.025466089827207838e+02,9.941714569896042963e-02,7.754902889901997831e-01
3.215302918006055961e+02,7.247993673706684126e-01,1.448013920561533052e-01
3.136186246667443243e+02,1.411014556572765810e-01,1.234415976068428566e+00
3.794432837122226374e+02,5.386694554296073134e-01,1.416247414424205076e+01
3.151629664460654681e+02,2.163373007651822333e-01,7.163959843377463166e-01
3.339950066971424576e+02,8.794185895118493690e-01,2.719225272120885384e-01
3.013248380983513925e+02,5.339364867995973762e-01,4.286865711279697760e-02
3.931569087706380969e+02,5.812183267633240780e-01,2.689040898105724153e+01
3.321040394564506073e+02,7.036059180363490873e-01,3.565471052397501395e-01
3.842878412703948925e+02,7.992932797971112890e-01,9.198564791035861887e+00
3.961934841346091503e+02,9.591003360499716912e-01,1.278111294989480662e+01
3.727452020817980838e+02,2.461315897893548432e-01,3.570723652358913824e+01
3.260741854253708993e+02,4.179571568509678481e-01,5.716673059933010670e-01
3.492145474736558413e+02,4.123694765312723720e-01,3.291104254514857885e+00
3.782651939015476046e+02,4.042535592096979102e-01,2.180974812832384302e+01
3.698646157050909551e+02,7.083340645236737565e-01,4.843376418907645586e+00
3.827571698230802326e+02,6.338628697836937720e-01,1.284169268714730272e+01
3.544574242721800488e+02,8.376731268293398092e-01,1.304369482820285864e+00
3.657502605149753663e+02,7.915411291697537211e-01,3.046819679593750774e+00
3.363196224052542220e+02,9.134728747709131014e-01,3.021608642516398491e-01
3.191406287247098135e+02,8.865326651798658419e-01,8.133794523684677313e-02
3.697240265773920100e+02,8.759726013993699434e-01,3.243170565461552801e+00
3.002882341053802406e+02,1.641447659511638402e-01,2.951240078717379811e-01
3.783880941299394749e+02,2.961065838489945756e-01,3.698247091987223456e+01
3.007233220398069307e+02,3.868599907587275677e-01,7.244393697921289177e-02
3.616800920631612826e+02,1.066318888390459518e-01,6.137839021874799528e+01
3.594613850660673506e+02,8.455876786171482307e-01,1.792183399961035484e+00
3.105512420798760900e+02,1.781161626451542579e-01,6.582569609455609649e-01
3.592202291799989666e+02,6.583483121775158819e-01,2.800349148636636532e+00
3.757847063273347885e+02,3.176808067632397869e-01,2.828401382672294062e+01
3.535991958216690136e+02,1.323033120475597124e-01,2.737183667112612540e+01
3.672760550615738566e+02,8.429091564498335520e-01,2.987226960666782283e+00
3.708671712705500454e+02,6.607710095752957757e-01,5.851318309435987963e+00
3.205909882385471974e+02,2.267231836494398578e-01,1.045360950921212506e+00
3.926616506413310503e+02,9.303151875860574682e-01,1.114696767008546097e+01
3.327541449041222563e+02,5.882432671269608448e-01,5.214438744715886864e-01
3.583701956093029821e+02,5.921532389067590829e-01,3.210841956455678048e+00
3.103182888314787533e+02,6.844039799602721907e-02,2.575976175750391839e+00
3.996405017039130030e+02,7.267257345541634772e-02,7.184945074322739629e+02
3.654141108542381176e+02,1.349986170636251759e-01,5.616236772654508513e+01
3.461785633468184074e+02,4.199618806214531208e-01,2.575835668595152672e+00
3.566119746291146271e+02,5.755135237657275082e-01,3.007701464281139714e+00
3.027188322292675480e+02,5.520234420108616202e-01,4.595453176166519604e-02
3.240079646063586551e+02,8.308016521180308089e-01,1.374611644530248644e-01
3.974689056583791853e+02,2.079760875921085050e-01,1.810093554297790490e+02
3.081031520029120543e+02,5.422628312731405664e-01,7.773805700122890516e-02
3.141700894045694099e+02,8.572756199062745441e-01,5.670656751646204613e-02
3.573077261167720167e+02,1.009702003289888461e-01,5.015499414041851622e+01
3.773972125341120432e+02,5.386933774426460042e-01,1.255007768888517816e+01
3.852873160284221399e+02,3.017701633825247143e-01,5.312756497248267351e+01
3.861228282842218391e+02,9.691208334397765078e-01,7.155722153940177854e+00
3.760222156404873317e+02,1.364079272619537486e-01,1.033530236709196544e+02
3.347657735746720959e+02,3.894559390094264328e-01,1.274713707584729017e+00
3.581581153904974144e+02,1.890982045559558289e-01,2.175935989719807040e+01
3.813123118440652206e+02,4.341017951600056324e-01,2.304247468383295327e+01
3.138845841514470862e+02,7.839627618824733801e-01,6.544155716187910476e-02
3.081420573154666158e+02,1.030567136947344309e-01,1.219400355651281354e+00
3.458585195845014937e+02,4.429281758966603366e-01,2.292005783881197800e+00
3.310340336428556043e+02,8.569824982634338673e-01,2.270402784976855715e-01
3.003734730026382067e+02,2.464094435930648530e-01,1.531473097331661759e-01
3.516863517689243963e+02,8.733509689533062170e-01,9.979558369633830806e-01
3.372977776422086436e+02,9.806964551986604994e-02,1.346837787072685977e+01
3.883134544341986611e+02,1.984670614599645388e-01,1.200156937012629754e+02
3.334176025698905619e+02,7.747980466132575739e-01,3.297978553106699073e-01
3.662671063581458952e+02,2.497505231554625615e-01,2.351564241848062409e+01
3.568078380428324294e+02,1.491896419204171431e-01,2.839958286751042849e+01
3.299666610138159513e+02,5.662347439600308174e-01,4.502252757148242357e-01
3.467612056425999754e+02,4.305310426210159358e-01,2.569033874691505126e+00
3.367659960785494491e+02,3.102989137620952298e-01,2.195964415950402593e+00
3.237586049974578941e+02,7.207338489619354027e-02,7.276274397756625767e+00
3.088122537909301855e+02,6.269785673764541323e-02,2.529573302454028561e+00
3.052121325812849477e+02,3.735604078048488375e-01,1.169627047522034252e-01
3.222703122312134951e+02,4.045976898397828925e-01,4.449892560747277792e-01
3.083319285114829995e+02,9.175379130003508132e-02,1.461302265771297293e+00
3.150631245215536751e+02,3.772043789103683431e-01,2.752326707771330372e-01
3.124919885491505056e+02,9.309857184176600908e-01,4.192562304241134047e-02
3.373298880234768831e+02,5.357367444543118529e-01,8.751110175459001495e-01
3.238173851008926931e+02,3.733487763741871746e-01,5.817784558821137431e-01
3.004408866322443146e+02,7.761250444245701985e-01,1.970940053688987476e-02
3.032912117719336607e+02,7.391354309046842541e-01,2.822079227228672590e-02
3.990053615355107581e+02,7.718006012593519038e-01,2.214832677986319354e+01
3.245144483545122966e+02,6.244587886397062748e-01,2.436510854843545737e-01
3.040827601392862789e+02,7.844482541995022318e-02,1.240486682794087470e+00
3.626009789808113055e+02,1.213491477109180927e-01,5.470986977952909314e+01
3.551641047390511403e+02,8.634709108421925183e-01,1.293080105934252488e+00
3.388851519216815973e+02,8.729231887756092600e-01,3.989332961228029273e-01
3.733331833675533176e+02,4.327324103743305783e-01,1.445556380549463960e+01
3.936982901555194871e+02,9.190620853572488702e-01,1.207031846709596934e+01
3.396355252394832860e+02,6.617048109601739725e-01,7.062339854049334287e-01
3.375325826915400853e+02,7.819060635915783264e-01,4.431161849959223686e-01
3.514183347890577807e+02,4.851068007278635519e-01,2.875211845410845068e+00
3.234476099724640221e+02,4.150022698278915678e-01,4.683154893472890601e-01
3.173973910840453527e+02,4.222638827598904632e-01,2.748540336178330601e-01
3.388681016115373836e+02,3.589147267448387635e-01,1.998226941878173513e+00
3.677019027421966939e+02,3.183273386099240709e-01,1.727863597900894632e+01
3.014770004919450344e+02,9.608168467545309399e-01,1.452505658471712341e-02
3.138395247676144209e+02,2.472295106870166237e-01,5.126421905243413457e-01
3.808108121370583490e+02,4.410627489371487520e-01,2.177620185069672587e+01
3.332145291639765787e+02,4.993055207794153127e-01,7.276193381235157576e-01
3.559155914225866013e+02,4.856467374111568258e-01,3.893670816915196564e+00
3.055493685471854519e+02,2.197330852879096630e-01,2.994348099877208735e-01
3.550773510033518505e+02,3.958264485123078047e-01,5.275881314060034022e+00
3.027738093358870515e+02,4.810159483956228388e-01,5.937376021882688482e-02
3.207258436211432127e+02,4.052386746169256426e-01,3.907256289633711521e-01
3.447896798538948246e+02,1.405270661265660692e-01,1.383051818640124608e+01
3.523812301502496211e+02,1.186151836171229629e-01,2.942564772867494582e+01
3.125308389496387349e+02,8.652747489666718916e-01,4.830803247644961662e-02
3.459036697892844927e+02,2.388508675732575470e-01,6.584536564955699056e+00
3.780483501532153809e+02,3.820731575361562271e-01,2.371112896598144815e+01
3.705787415532296905e+02,9.714460971139516898e-01,2.819646039322185160e+00
3.369079644193113836e+02,4.359207069574667082e-01,1.227574454539126725e+00
3.496144681293187091e+02,3.392706452408059126e-01,4.745351853241740692e+00
3.799002792590430886e+02,2.530014833527200468e-01,5.194139607379311485e+01
3.263176062576450818e+02,5.195019219964071011e-01,3.944463293565129147e-01
3.140220478384056264e+02,6.569619239473406536e-01,9.207012416241269759e-02
3.969007222350932693e+02,5.963540393509931814e-01,3.145092095880314176e+01
3.873007348410714030e+02,4.850064894365834767e-01,2.673447937921742934e+01
3.874187847462390550e+02,1.349533888855008468e-01,1.957306948297804183e+02
3.477172261491496670e+02,5.430790058678068855e-01,1.814742322273674269e+00
3.035352088188460584e+02,2.475749209645048687e-01,2.040485397582057492e-01
3.742963508273138586e+02,7.451524819112261833e-01,5.795299724483905734e+00
3.790157858482887718e+02,9.237660152598372587e-01,5.171355421206571990e+00
3.965130788611949697e+02,8.795190096461767970e-01,1.525931248210991420e+01
3.035780559362157760e+02,1.262934193427010521e-01,6.000627476984327080e-01
3.812811658297013082e+02,3.898292403554356467e-01,2.765476609598421831e+01
3.336798121705845688e+02,2.901917912604861094e-01,1.950216907506182373e+00
3.666589713761618441e+02,7.712012173839577489e-02,1.229118541905246360e+02
3.900560296056170273e+02,9.988132004944362263e-01,8.451232818665621593e+00
3.251618104679998282e+02,2.778778017355439944e-01,1.079219307770063363e+00
3.993428219581569465e+02,1.741935683513536059e-01,2.558354495078644959e+02
3.037848691412873450e+02,6.701626765918914375e-01,3.546576836292082008e-02
3.114715585729383065e+02,2.198697305868836938e-01,5.071916735561625700e-01
3.480677741119076245e+02,2.726604289543329007e-01,6.162048628412888363e+00
3.718950816543166979e+02,1.172280891231710087e-01,9.980842326815646004e+01
3.926493932301285099e+02,6.329345820594077798e-01,2.247103588908755611e+01
3.847271447550077710e+02,7.189591287173705547e-01,1.145026670978571026e+01
3.970513341590964842e+02,6.867690212109153203e-01,2.464104837642613433e+01
3.441358639424686885e+02,3.225429276792860511e-01,3.520752015996239770e+00
3.406315392012355119e+02,6.589261755847769519e-01,7.659724868101603912e-01
3.589450092294456454e+02,9.002598083482793445e-01,1.540761198357263995e+00
3.691948977011405759e+02,2.867843707699367362e-01,2.251374126096726869e+01
3.902881155174480909e+02,2.573450380405813975e-01,9.005139576819000524e+01
3.592023425768524021e+02,8.270414289812122455e-01,1.836034048241508287e+00
3.905967949582085339e+02,3.640953334159906518e-01,5.230973531048677927e+01
3.415678365847211921e+02,9.114961955320844966e-01,4.483828257085589741e-01
3.771358435047865214e+02,7.979023733210045544e-01,6.064306338099238580e+00
3.998067456733011227e+02,1.609661386596402399e-01,2.914635951750236131e+02
3.078769704728183001e+02,8.875747270328446237e-02,1.470152066645652456e+00
3.707244036943804986e+02,8.046381841311137650e-01,4.040492661211433578e+00
3.903159858882565345e+02,4.772552605540891224e-01,3.251023407163472001e+01
3.894490904346807270e+02,1.243000824019712264e-01,2.419236497289673764e+02
3.872758590506412020e+02,8.880624304741215891e-01,8.986391808551067228e+00
3.278747156681627644e+02,6.909778120543989821e-02,1.054305087141038832e+01
3.406300904830615082e+02,7.274141180390579775e-01,6.379648077388612171e-01
3.508096696175423403e+02,5.474497598310495983e-01,2.219161454106647113e+00
3.969672812581960670e+02,5.361818026870073250e-01,3.806487008555877338e+01
3.265562570700180345e+02,8.441993707754266163e-01,1.638931278652975276e-01
3.660496100841534144e+02,6.762465500165114607e-01,4.148327913889103158e+00
3.759779141455991294e+02,6.400133575805854180e-01,8.464211300081089462e+00
3.146688231909566866e+02,8.742029164289077947e-01,5.706410265681081256e-02
3.870343796521118520e+02,9.231247368441080070e-01,8.250425378066433169e+00
3.505229022829357746e+02,6.536313125129713519e-01,1.575510200357980839e+00
3.956295876488767362e+02,9.122973717542587346e-01,1.359735995784179963e+01
3.889691157296395545e+02,5.071959992613377377e-01,2.714012530204984230e+01
3.947438971864875725e+02,1.450699551371223417e-01,2.598617440526298878e+02
3.182817945062958529e+02,6.604254062171995010e-02,5.248632690134903633e+00
3.834649066972563674e+02,8.513011387522663453e-02,2.777609020691472210e+02
3.862819348116165088e+02,9.625133613253501474e-01,7.313642267865996693e+00
3.947278313347042058e+02,1.834882066467667661e-01,1.883564822709328439e+02
3.649547041328845012e+02,1.002524953546923142e-01,8.107320171682236776e+01
3.368532062824232867e+02,9.726627231986119115e-01,2.794381412539799769e-01
3.586892086646695361e+02,4.345600123743955101e-01,5.697177230176500906e+00
3.157882095724907572e+02,9.580131535255584918e-01,5.284972555293292878e-02
3.996186175579751421e+02,6.455508803240745941e-01,3.156172497522711495e+01
3.722219989326994209e+02,3.350926580707149216e-01,2.091301362527329033e+01
3.339556709588736112e+02,5.200564722457766687e-01,7.154859076764805703e-01
3.918874716234367384e+02,4.006513132412491407e-01,4.779985708607248540e+01
3.712390874773055884e+02,9.484536456960707129e-01,3.072277629111499486e+00
3.333124543959928587e+02,4.193573441120330703e-01,1.001511607033585882e+00
3.929384505458310173e+02,5.733147044891532262e-01,2.722389048940533840e+01
3.324341873450705407e+02,1.013205620768463378e-01,9.011070352664258820e+00
3.319961023450286461e+02,5.854782821769275586e-02,1.750617090439417112e+01
3.029724695889211716e+02,5.033329838239414267e-01,5.569891217681407353e-02
3.700908092866630454e+02,3.016733376550383983e-01,2.188213880256623156e+01
3.108001576950183562e+02,4.175874351620234015e-01,1.585484300693548454e-01
3.048672246638759589e+02,4.069027327044694164e-01,9.735595718831510648e-02
3.656067756282446908e+02,7.250775659246959659e-01,3.549248128199417707e+00
3.968355206890663567e+02,1.988687880663947416e-01,1.870192463255222322e+02
3.064176290487244501e+02,9.624402107050618049e-01,2.287886085205195763e-02
3.759846767142184376e+02,1.191103368880485069e-01,1.234811355853949095e+02
3.228660492046641934e+02,2.704586977397146486e-01,9.385238853984322338e-01
3.861233048805781891e+02,1.840179259109172016e-01,1.190439919219777778e+02
3.012144285720426069e+02,4.688767074341910202e-01,5.374165245586510348e-02
3.194149251101513869e+02,1.431349173986798673e-01,1.965312435925045342e+00
3.975145271046686162e+02,1.753774782278863242e-01,2.312753988926326656e+02
3.575390474833689609e+02,4.244416537776388720e-01,5.503431331047627495e+00
3.131719118548985534e+02,5.450851893413259652e-02,4.360881830055389763e+00
3.004719357160004165e+02,9.053378134024020474e-01,1.478655150338440208e-02
3.409032214422434208e+02,1.671513211944586352e-01,8.106794020246452348e+00
3.434426441443989120e+02,3.375359777392210048e-01,3.099642150104449101e+00
3.532803396447581576e+02,9.139420313018716824e-01,1.022683496052013696e+00
3.680797912370010749e+02,4.271918989933272126e-01,1.070878218741369281e+01
3.153975138167979253e+02,4.863676727675190214e-01,1.798187082776152024e-01
3.318362713170675420e+02,7.897181913219610827e-01,2.816680833805074169e-01
3.052985721519301592e+02,5.417105263934546278e-01,6.037634167479855735e-02
3.996503865427324627e+02,2.910836423773237591e-01,1.214392833837082293e+02
3.423850311370063082e+02,7.593684882018397753e-01,6.697586376095435723e-01
3.678485111054051799e+02,2.041208399936567663e-01,3.557859385921882733e+01
3.285263214050494298e+02,8.725340413195430411e-01,1.802165752714368629e-01
3.142217876990061427e+02,4.007404900452570251e-01,2.299929485300671317e-01
3.193534554067256863e+02,4.782068296974616994e-01,2.591745681942511093e-01
3.015190343406010243e+02,7.500755062407463702e-01,2.326318412303966104e-02
3.688278601131531218e+02,2.518661272611497637e-01,2.716582805620736707e+01
3.989689541665395609e+02,7.907792025450484097e-01,2.115000176758082162e+01
3.091600937097108499e+02,2.205793669651168465e-01,4.115643988984047930e-01
3.165239990474198635e+02,3.657073945279728511e-01,3.292678232119241044e-01
3.801696825881009545e+02,4.065400984385312833e-01,2.414045240593171826e+01
3.636388963237556027e+02,1.008998288265124388e-01,7.428068532205811891e+01
3.947799811202098113e+02,3.894462391364138520e-01,5.858938825319071952e+01
3.364712065544153461e+02,1.535262678198598130e-01,6.680433243236230112e+00
3.428062362729233428e+02,5.515130098881938087e-02,4.005529311951215021e+01
3.286402525219020276e+02,5.028504499938218908e-01,5.032563471224047458e-01
3.804389193171871284e+02,9.009330400207028466e-01,5.893200869460947899e+00
3.187516314872231646e+02,5.251490816286358276e-01,2.079694059163651187e-01
3.379800886943525029e+02,8.259678786708900544e-01,4.136052631873529117e-01
3.659398037462344178e+02,4.320788123630188160e-01,9.180614398446957480e+00
3.913384138090135593e+02,5.640816824457205447e-01,2.566450040578243019e+01
3.812829616252252549e+02,1.538850966213403670e-01,1.176545264771255717e+02
3.084962615872901779e+02,6.170579509459245271e-01,6.350709026325906947e-02
3.864079494480694734e+02,9.546228888018855330e-02,2.843389978456154381e+02
3.791325665706428367e+02,7.851186543965784637e-01,7.035669753134461857e+00
3.470734367470453208e+02,7.294448245591994562e-01,1.010590773155942923e+00
3.553776592214093739e+02,7.276787212921494996e-01,1.802711850967044338e+00
3.443213237662674828e+02,5.250408985810896267e-02,4.675361086138652666e+01
3.055462328315721834e+02,4.352516497572783138e-01,9.183587048072223979e-02
3.320281923509785997e+02,3.322083841510610203e-01,1.364047477810662379e+00
