t,p,q,dp_dt,dp_dt_noisy
1.088217643528705736e+01,3.972170796349696054e-01,1.813109532282682623e-01,3.985672467678327488e-03,4.098044194177931886e-04
1.089217843568713739e+01,3.972568471431213166e-01,1.813302069941074568e-01,3.966238002629149037e-03,1.240167448173832773e-02
1.090218043608721743e+01,3.972964207261563963e-01,1.813493674815729595e-01,3.946895415472955262e-03,1.544946104122121681e-03
1.091218243648729747e+01,3.973358012989777754e-01,1.813684351266337536e-01,3.927644301499104429e-03,-4.374976122506962078e-03
1.092218443688737750e+01,3.973749897727429370e-01,1.813874103634990353e-01,3.908484257350283708e-03,2.590050142533540083e-03
1.093218643728745754e+01,3.974139870548635822e-01,1.814062936246181867e-01,3.889414881027312629e-03,8.376539815316646348e-03
1.094218843768753757e+01,3.974527940490060196e-01,1.814250853406808028e-01,3.870435771893446925e-03,-1.328690637659704979e-02
1.095219043808761761e+01,3.974914116550908316e-01,1.814437859406166087e-01,3.851546530679799546e-03,1.366183073193095662e-03
1.096219243848769764e+01,3.975298407692932079e-01,1.814623958515955704e-01,3.832746759489162255e-03,2.739380514972705565e-03
1.097219443888777768e+01,3.975680822840426676e-01,1.814809154990278672e-01,3.814036061800755301e-03,-2.234415374559048720e-04
1.098219643928785771e+01,3.976061370880230594e-01,1.814993453065637807e-01,3.795414042475239030e-03,1.114897470626514259e-02
1.099219843968793775e+01,3.976440060661728393e-01,1.815176856960939167e-01,3.776880307758244057e-03,-1.908641387400502286e-03
1.100220044008801779e+01,3.976816900996847370e-01,1.815359370877489553e-01,3.758434465285748899e-03,1.132859794224011160e-04
1.101220244048809782e+01,3.977191900660060342e-01,1.815540998998998179e-01,3.740076124087849535e-03,4.116501997713122030e-03
1.102220444088817786e+01,3.977565068388383418e-01,1.815721745491576389e-01,3.721804894593413668e-03,1.101029583774801486e-02
1.103220644128825789e+01,3.977936412881377115e-01,1.815901614503736827e-01,3.703620388634511207e-03,1.491994212157406619e-03
1.104220844168833793e+01,3.978305942801146911e-01,1.816080610166394549e-01,3.685522219450206374e-03,1.885149492846777824e-02
1.105221044208841796e+01,3.978673666772342132e-01,1.816258736592866740e-01,3.667510001691347277e-03,-5.409672998545935960e-03
1.106221244248849800e+01,3.979039593382156514e-01,1.816435997878871611e-01,3.649583351424547095e-03,1.651472687476540288e-02
1.107221444288857803e+01,3.979403731180326531e-01,1.816612398102530335e-01,3.631741886136453240e-03,-4.946473624970190025e-03
1.108221644328865807e+01,3.979766088679135838e-01,1.816787941324365385e-01,3.613985224737832624e-03,1.983320404979089548e-03
1.109221844368873811e+01,3.980126674353409721e-01,1.816962631587301369e-01,3.596312987567689898e-03,7.236774841243178921e-03
1.110222044408881814e+01,3.980485496640518983e-01,1.817136472916664469e-01,3.578724796397349250e-03,2.412712340899438382e-02
1.111222244448889818e+01,3.980842563940378276e-01,1.817309469320183557e-01,3.561220274434753058e-03,1.251948174096569402e-02
1.112222444488897821e+01,3.981197884615447213e-01,1.817481624787988526e-01,3.543799046327804694e-03,-5.148294492416313761e-04
1.113222644528905825e+01,3.981551466990728705e-01,1.817652943292611678e-01,3.526460738169423514e-03,1.651765189408663584e-02
1.114222844568913828e+01,3.981903319353770621e-01,1.817823428788987172e-01,3.509204977500249290e-03,1.372155928563184146e-03
1.115223044608921832e+01,3.982253449954664681e-01,1.817993085214451299e-01,3.492031393313530657e-03,-4.422427169682946121e-03
1.116223244648929835e+01,3.982601867006047014e-01,1.818161916488741925e-01,3.474939616058655284e-03,7.961786533925480427e-03
1.117223444688937839e+01,3.982948578683098151e-01,1.818329926513998773e-01,3.457929277645026972e-03,4.402637757977995517e-03
1.118223644728945843e+01,3.983293593123542475e-01,1.818497119174763699e-01,3.441000011445703374e-03,1.297766368407805675e-02
1.119223844768953846e+01,3.983636918427649332e-01,1.818663498337980688e-01,3.424151452301483003e-03,-2.073232189171650940e-03
1.120224044808961850e+01,3.983978562658231359e-01,1.818829067852995585e-01,3.407383236524374678e-03,7.222418213133625746e-03
1.121224244848969853e+01,3.984318533840646159e-01,1.818993831551555251e-01,3.390695001901819841e-03,9.736188330249508083e-03
1.122224444888977857e+01,3.984656840016976287e-01,1.819157793272597190e-01,3.374086385063585283e-03,6.154541980570386525e-03
1.123224644928985860e+01,3.984993489167581449e-01,1.819320956825986324e-01,3.357557025307702711e-03,3.067721704394122274e-03
1.124224844968993864e+01,3.985328489160892551e-01,1.819483325969714904e-01,3.341106567045049741e-03,-3.635077173864959335e-03
1.125225045009001867e+01,3.985661847833336102e-01,1.819644904446669764e-01,3.324734655911914388e-03,1.236225256946578942e-02
1.126225245049009871e+01,3.985993572989403044e-01,1.819805695984664518e-01,3.308440938770189355e-03,4.680685941894522847e-03
1.127225445089017875e+01,3.986323672401647644e-01,1.819965704296438724e-01,3.292225063710402591e-03,8.255264788798972325e-03
1.128225645129025878e+01,3.986652153810688604e-01,1.820124933079658724e-01,3.276086680055552772e-03,-2.316957285503681158e-04
1.129225845169033882e+01,3.986979024925207393e-01,1.820283386016917082e-01,3.260025438363999342e-03,3.390142345785519644e-03
1.130226045209041885e+01,3.987304293421951029e-01,1.820441066775732308e-01,3.244040990432961458e-03,-7.128238926614223134e-03
1.131226245249049889e+01,3.987627966945728186e-01,1.820597979008549416e-01,3.228132989301852121e-03,4.083385940659872183e-03
1.132226445289057892e+01,3.987950053109412529e-01,1.820754126352739644e-01,3.212301089255220274e-03,1.086440432579833214e-02
1.133226645329065896e+01,3.988270559493941603e-01,1.820909512430601007e-01,3.196544945826171671e-03,4.126477806624492817e-03
1.134226845369073899e+01,3.988589493648316275e-01,1.821064140849356916e-01,3.180864215799649244e-03,1.177479232098209601e-02
1.135227045409081903e+01,3.988906863089600741e-01,1.821218015201157836e-01,3.165258557215161819e-03,6.294363378441880999e-03
1.136227245449089907e+01,3.989222675302924737e-01,1.821371139063080458e-01,3.149727629370576223e-03,1.678829392956375510e-02
1.137227445489097910e+01,3.989536937741480216e-01,1.821523515997127418e-01,3.134271092824486918e-03,1.233774771296459192e-03
1.138227645529105914e+01,3.989849657826523011e-01,1.821675149550228134e-01,3.118888609399935244e-03,-1.326741365612916189e-02
1.139227845569113917e+01,3.990160842947373387e-01,1.821826043254237693e-01,3.103579842186822424e-03,7.428462133042524305e-03
1.140228045609121921e+01,3.990470500461414938e-01,1.821976200625937958e-01,3.088344455545654829e-03,1.436449576770029539e-03
1.141228245649129924e+01,3.990778637694095132e-01,1.822125625167037022e-01,3.073182115110059329e-03,-6.669751707716537956e-03
1.142228445689137928e+01,3.991085261938925322e-01,1.822274320364169198e-01,3.058092487789763544e-03,9.570746067017415690e-03
1.143228645729145931e+01,3.991390380457480735e-01,1.822422289688895025e-01,3.043075241773614270e-03,5.686366634319989753e-03
1.144228845769153935e+01,3.991694000479399929e-01,1.822569536597701823e-01,3.028130046532885589e-03,7.481516065879083993e-03
1.145229045809161939e+01,3.991996129202385890e-01,1.822716064532002300e-01,3.013256572823560034e-03,-3.105029350433537692e-04
1.146229245849169942e+01,3.992296773792204934e-01,1.822861876918136503e-01,2.998454492689572523e-03,4.968926135167121665e-03
1.147229445889177946e+01,3.992595941382687252e-01,1.823006977167370146e-01,2.983723479465655304e-03,5.527113921019903738e-03
1.148229645929185949e+01,3.992893639075726919e-01,1.823151368675895445e-01,2.969063207780035449e-03,2.071561427319703469e-02
1.149229845969193953e+01,3.993189873941281887e-01,1.823295054824830841e-01,2.954473353557338783e-03,-3.885124291029508868e-03
1.150230046009201956e+01,3.993484653017373431e-01,1.823438038980220721e-01,2.939953594021315134e-03,2.835011598447356469e-03
1.151230246049209960e+01,3.993777983310086710e-01,1.823580324493036808e-01,2.925503607697749198e-03,6.564101730394214865e-03
1.152230446089217963e+01,3.994069871793571314e-01,1.823721914699175939e-01,2.911123074417081708e-03,-1.433674618653691182e-02
1.153230646129225967e+01,3.994360325410039603e-01,1.823862812919462284e-01,2.896811675316969883e-03,-1.313287199896496539e-02
1.154230846169233970e+01,3.994649351069768928e-01,1.824003022459645407e-01,2.882569092845276362e-03,2.454075280112338192e-02
1.155231046209241974e+01,3.994936955651099963e-01,1.824142546610401650e-01,2.868395010762664343e-03,-1.480279452585401764e-02
1.156231246249249978e+01,3.995223146000436154e-01,1.824281388647333857e-01,2.854289114145015793e-03,8.603580560697605961e-03
1.157231446289257981e+01,3.995507928932245933e-01,1.824419551830970543e-01,2.840251089386387415e-03,-5.642002971259335239e-03
1.158231646329265985e+01,3.995791311229061060e-01,1.824557039406767278e-01,2.826280624201456607e-03,-4.805320403309856943e-03
1.159231846369273988e+01,3.996073299641477172e-01,1.824693854605105303e-01,2.812377407628047221e-03,-1.701287163509537445e-02
1.160232046409281992e+01,3.996353900888154342e-01,1.824830000641292360e-01,2.798541130029665730e-03,-6.208844593223810174e-03
1.161232246449289995e+01,3.996633121655814858e-01,1.824965480715562971e-01,2.784771483098280251e-03,1.062855763813509886e-02
1.162232446489297999e+01,3.996910968599245995e-01,1.825100298013077049e-01,2.771068159856802937e-03,-1.111636024930832446e-02
1.163232646529306002e+01,3.997187448392085507e-01,1.825234455727417493e-01,2.757430852174658914e-03,8.711699655592482910e-03
1.164232846569313828e+01,3.997462567663794819e-01,1.825367957031207300e-01,2.743859253859497194e-03,5.876836747345338258e-03
1.165233046609321832e+01,3.997736332933561898e-01,1.825500805045617014e-01,2.730353063894491727e-03,2.291337605741841643e-02
1.166233246649329836e+01,3.998008750693455848e-01,1.825633002878968847e-01,2.716911982368256859e-03,-2.028423850208896893e-03
1.167233446689337839e+01,3.998279827408728893e-01,1.825764553626875453e-01,2.703535710462849975e-03,1.533767610249089919e-02
1.168233646729345843e+01,3.998549569517816371e-01,1.825895460372241319e-01,2.690223950455329291e-03,1.157891349286972911e-02
1.169233846769353846e+01,3.998817983432336742e-01,1.826025726185262488e-01,2.676976405720666446e-03,-1.897077674621865800e-04
1.170234046809361850e+01,3.999085075537089917e-01,1.826155354123425723e-01,2.663792780733757054e-03,-1.396576710862790227e-02
1.171234246849369853e+01,3.999350852190061700e-01,1.826284347231509619e-01,2.650672781071054807e-03,1.774507657693613627e-02
1.172234446889377857e+01,3.999615319722417683e-01,1.826412708541583496e-01,2.637616113413829289e-03,-1.100627294502158973e-02
1.173234646929385860e+01,3.999878484438509352e-01,1.826540441073008503e-01,2.624622485549465284e-03,-2.109537040678490828e-03
1.174234846969393864e+01,4.000140352615868533e-01,1.826667547832436789e-01,2.611691606373967717e-03,1.144345700637583625e-02
1.175235047009401868e+01,4.000400930505212393e-01,1.826794031813811781e-01,2.598823185894161281e-03,1.375837887382701935e-02
1.176235247049409871e+01,4.000660224330440107e-01,1.826919895998368459e-01,2.586016935229539654e-03,-5.868450026350349735e-03
1.177235447089417875e+01,4.000918240288632854e-01,1.827045143354632806e-01,2.573272566614751358e-03,2.253255707632503824e-03
1.178235647129425878e+01,4.001174984550056046e-01,1.827169776838421800e-01,2.560589793401166214e-03,-2.519462729232320453e-05
1.179235847169433882e+01,4.001430463258158210e-01,1.827293799392844809e-01,2.547968330059604061e-03,1.436355408588322995e-02
1.180236047209441885e+01,4.001684682529570436e-01,1.827417213948301367e-01,2.535407892181701719e-03,2.758174163399088746e-02
1.181236247249449889e+01,4.001937648454106378e-01,1.827540023422482840e-01,2.522908196482497728e-03,-1.577596005871682514e-02
1.182236447289457892e+01,4.002189367094763361e-01,1.827662230720371872e-01,2.510468960802031760e-03,1.167469806064471913e-02
1.183236647329465896e+01,4.002439844487721277e-01,1.827783838734242383e-01,2.498089904107806195e-03,-2.608366386495943740e-02
1.184236847369473900e+01,4.002689086642343130e-01,1.827904850343659016e-01,2.485770746496326553e-03,2.626434468142800106e-03
1.185237047409481903e+01,4.002937099541175048e-01,1.828025268415478799e-01,2.473511209195287247e-03,-8.614334030296589423e-03
1.186237247449489907e+01,4.003183889139946827e-01,1.828145095803849207e-01,2.461311014565403452e-03,2.237949891566592964e-02
1.187237447489497910e+01,4.003429461367569164e-01,1.828264335350208991e-01,2.449169886102570831e-03,4.112855169113163907e-03
1.188237647529505914e+01,4.003673822126138093e-01,1.828382989883289012e-01,2.437087548439570775e-03,-4.930629931118305463e-03
1.189237847569513917e+01,4.003916977290931656e-01,1.828501062219110573e-01,2.425063727348037573e-03,-2.568064819740165615e-03
1.190238047609521921e+01,4.004158932710409902e-01,1.828618555160986814e-01,2.413098149740385695e-03,-3.339859370681852978e-03
1.191238247649529924e+01,4.004399694206218219e-01,1.828735471499521592e-01,2.401190543671624308e-03,4.284306629298502075e-03
1.192238447689537928e+01,4.004639267573182337e-01,1.828851814012610322e-01,2.389340638341260273e-03,8.078559345441860794e-04
1.193238647729545931e+01,4.004877658579312771e-01,1.828967585465440249e-01,2.377548164095279193e-03,8.936403903910499283e-03
1.194238847769553935e+01,4.005114872965802597e-01,1.829082788610489063e-01,2.365812852427366664e-03,1.776842367167427716e-02
1.195239047809561939e+01,4.005350916447028009e-01,1.829197426187526565e-01,2.354134435981716789e-03,9.368254905056556947e-03
1.196239247849569942e+01,4.005585794710547765e-01,1.829311500923612999e-01,2.342512648553892601e-03,-9.917517828487040082e-03
1.197239447889577946e+01,4.005819513417103739e-01,1.829425015533100440e-01,2.330947225093195699e-03,-1.390712083976665576e-02
1.198239647929585949e+01,4.006052078200620925e-01,1.829537972717631966e-01,2.319437901704038407e-03,-5.234757354852980805e-03
1.199239847969593953e+01,4.006283494668206879e-01,1.829650375166142484e-01,2.307984415648141677e-03,1.284013705874547349e-02
1.200240048009601956e+01,4.006513768400153386e-01,1.829762225554857624e-01,2.296586505345832654e-03,-1.053895031307656993e-03
1.201240248049609960e+01,4.006742904949934236e-01,1.829873526547294571e-01,2.285243910377994514e-03,-4.390484280387845807e-03
1.202240448089617963e+01,4.006970909844205786e-01,1.829984280794261786e-01,2.273956371487591277e-03,3.656781949546417630e-03
1.203240648129625967e+01,4.007197788582808617e-01,1.830094490933859008e-01,2.262723630581792850e-03,-1.189253586533235360e-02
1.204240848169633971e+01,4.007423546638765322e-01,1.830204159591476976e-01,2.251545430733081776e-03,-9.141731785959835571e-03
1.205241048209641974e+01,4.007648189470170985e-01,1.830313289385349929e-01,2.240421515596354926e-03,7.343675767691085210e-03
1.206241248249649978e+01,4.007871722572703410e-01,1.830421882951005219e-01,2.229351626826619331e-03,-8.021833022556043753e-04
1.207241448289657981e+01,4.008094151321779930e-01,1.830529942867500648e-01,2.218335511849958350e-03,-2.314026909055219398e-03
1.208241648329665985e+01,4.008315481049714579e-01,1.830637471693564999e-01,2.207372920066159525e-03,5.383723173231200199e-03
1.209241848369673988e+01,4.008535717066628035e-01,1.830744471977371890e-01,2.196463601822464320e-03,-3.652248429985625530e-03
1.210242048409681992e+01,4.008754864660448725e-01,1.830850946256538658e-01,2.185607308413987926e-03,-4.677303157212758279e-03
1.211242248449689995e+01,4.008972929096909499e-01,1.830956897058128585e-01,2.174803792085726328e-03,-2.423297833251014666e-03
1.212242448489697999e+01,4.009189915619552624e-01,1.831062326898649228e-01,2.164052806033883378e-03,8.190258697149874895e-03
1.213242648529706003e+01,4.009405829449725345e-01,1.831167238284052701e-01,2.153354104407322750e-03,2.751553461619354185e-03
1.214242848569714006e+01,4.009620675786582100e-01,1.831271633709735946e-01,2.142707442309176036e-03,-9.803268404453932550e-03
1.215243048609722010e+01,4.009834459807084528e-01,1.831375515660540465e-01,2.132112575798105619e-03,-8.984565694939755827e-04
1.216243248649730013e+01,4.010047186666000352e-01,1.831478886610753420e-01,2.121569261889741029e-03,8.603808526402807744e-03
1.217243448689738017e+01,4.010258861495904492e-01,1.831581749024105421e-01,2.111077258558231515e-03,2.081859669012700587e-02
1.218243648729746020e+01,4.010469489407179067e-01,1.831684105353772463e-01,2.100636324737534949e-03,-9.322903596481977098e-03
1.219243848769754024e+01,4.010679075488011169e-01,1.831785958042375373e-01,2.090246220322795195e-03,5.475599160808024279e-03
1.220244048809762027e+01,4.010887624804396756e-01,1.831887309521979534e-01,2.079906706171943259e-03,-5.075760619816316668e-04
1.221244248849770031e+01,4.011095142400136759e-01,1.831988162214095162e-01,2.069617544106805776e-03,1.032481191222934559e-02
1.222244448889778035e+01,4.011301633296840419e-01,1.832088518529676746e-01,2.059378496914407788e-03,6.554928270075074080e-03
1.223244648929786038e+01,4.011507102493923060e-01,1.832188380869124722e-01,2.049189328348634612e-03,1.677095840575678135e-02
1.224244848969794042e+01,4.011711554968606097e-01,1.832287751622282412e-01,2.039049803131505120e-03,7.233558825877608664e-03
1.225245049009802045e+01,4.011914995675918139e-01,1.832386633168439916e-01,2.028959686954073804e-03,-3.422173435334999528e-03
1.226245249049810049e+01,4.012117429548695546e-01,1.832485027876330219e-01,2.018918746478446519e-03,-3.367013035314435701e-03
1.227245449089818052e+01,4.012318861497579658e-01,1.832582938104132531e-01,2.008926749338424064e-03,6.064427846509716329e-03
1.228245649129826056e+01,4.012519296411020120e-01,1.832680366199469779e-01,1.998983464141236913e-03,5.948415358387140577e-03
1.229245849169834059e+01,4.012718739155272107e-01,1.832777314499410282e-01,1.989088660468664102e-03,2.596846133632269016e-02
1.230246049209842063e+01,4.012917194574398549e-01,1.832873785330466632e-01,1.979242108878169482e-03,1.874256930553411943e-02
1.231246249249850067e+01,4.013114667490268461e-01,1.832969781008596255e-01,1.969443580904547964e-03,-9.766339942846008482e-03
1.232246449289858070e+01,4.013311162702557500e-01,1.833065303839201410e-01,1.959692849060785946e-03,5.461940806796334799e-03
1.233246649329866074e+01,4.013506684988748519e-01,1.833160356117129464e-01,1.949989686839488992e-03,-1.135989892684641407e-02
1.234246849369874077e+01,4.013701239104131013e-01,1.833254940126671784e-01,1.940333868713955620e-03,-1.461643508847932336e-02
1.235247049409882081e+01,4.013894829781801121e-01,1.833349058141565124e-01,1.930725170139837438e-03,9.366185184566935482e-03
1.236247249449890084e+01,4.014087461732662176e-01,1.833442712424990240e-01,1.921163367555586698e-03,7.438638698007153834e-03
1.237247449489898088e+01,4.014279139645423600e-01,1.833535905229573271e-01,1.911648238384661136e-03,-8.474029704985437325e-03
1.238247649529906091e+01,4.014469868186601453e-01,1.833628638797385191e-01,1.902179561035570801e-03,1.833904694202088959e-02
1.239247849569914095e+01,4.014659652000518997e-01,1.833720915359940973e-01,1.892757114904131469e-03,-7.882942180098807816e-03
1.240248049609922099e+01,4.014848495709306686e-01,1.833812737138201254e-01,1.883380680373733518e-03,-9.793903131092962511e-03
1.241248249649930102e+01,4.015036403912900509e-01,1.833904106342570395e-01,1.874050038817244926e-03,8.400232253017529335e-03
1.242248449689938106e+01,4.015223381189044205e-01,1.833995025172898419e-01,1.864764972597703421e-03,4.074150429753217728e-03
1.243248649729946109e+01,4.015409432093288156e-01,1.834085495818479350e-01,1.855525265069568955e-03,2.504452553812434607e-04
1.244248849769954113e+01,4.015594561158988829e-01,1.834175520458052600e-01,1.846330700579931067e-03,1.175672371570292115e-03
1.245249049809962116e+01,4.015778772897309890e-01,1.834265101259801578e-01,1.837181064469454311e-03,4.075188977054731813e-03
1.246249249849970120e+01,4.015962071797221644e-01,1.834354240381355361e-01,1.828076143073835425e-03,4.322762855854824469e-04
1.247249449889978123e+01,4.016144462325501596e-01,1.834442939969787023e-01,1.819015723724410477e-03,9.396704091404009009e-05
1.248249649929986127e+01,4.016325948926733336e-01,1.834531202161614749e-01,1.809999594749674492e-03,-1.714956729191481621e-02
1.249249849969994131e+01,4.016506536030951535e-01,1.834619029086395348e-01,1.801027545098457874e-03,-1.161858611499821253e-02
1.250250050010002134e+01,4.016686228112116841e-01,1.834706422894182287e-01,1.792099361451545900e-03,7.901595064679162173e-03
1.251250250050010138e+01,4.016865029540145904e-01,1.834793385685918043e-01,1.783214835535553919e-03,-5.259794068931390038e-03
1.252250450090018141e+01,4.017042944640709656e-01,1.834879919541607396e-01,1.774373761168748787e-03,7.226306352285786529e-03
1.253250650130026145e+01,4.017219977721367408e-01,1.834966026532614536e-01,1.765575932970575926e-03,1.412021492542717138e-02
1.254250850170034148e+01,4.017396133071573505e-01,1.835051708721664177e-01,1.756821146362073927e-03,-1.792687118122215841e-03
1.255251050210042152e+01,4.017571414962670673e-01,1.835136968162839888e-01,1.748109197567123546e-03,4.577807010997977412e-03
1.256251250250050155e+01,4.017745827647894452e-01,1.835221806901585762e-01,1.739439883613766100e-03,2.250420435140064457e-02
1.257251450290057981e+01,4.017919375362372647e-01,1.835306226974706134e-01,1.730813002334080294e-03,8.680169425469536071e-03
1.258251650330065985e+01,4.018092062323124214e-01,1.835390230410364198e-01,1.722228352366451248e-03,2.014096665987983106e-02
1.259251850370073988e+01,4.018263892729058151e-01,1.835473819228083947e-01,1.713685733155584368e-03,1.704775627229637713e-02
1.260252050410081992e+01,4.018434870760976829e-01,1.835556995438748784e-01,1.705184944953695367e-03,9.238788440165044552e-03
1.261252250450089996e+01,4.018605000581573772e-01,1.835639761044601803e-01,1.696725788821573655e-03,5.777881745841141788e-04
1.262252450490097999e+01,4.018774286335433099e-01,1.835722118039246342e-01,1.688308066629220713e-03,-6.731627265726285170e-03
1.263252650530106003e+01,4.018942732149031194e-01,1.835804068407645706e-01,1.679931581057165016e-03,-9.437048314166501806e-03
1.264252850570114006e+01,4.019110342130736702e-01,1.835885614126122611e-01,1.671596135596684074e-03,6.534885482409377895e-03
1.265253050610122010e+01,4.019277120370808309e-01,1.835966757162360019e-01,1.663301534551514874e-03,6.345135301299441137e-03
1.266253250650130013e+01,4.019443070941396967e-01,1.836047499475400302e-01,1.655047583037933673e-03,-9.117449728908585092e-05
1.267253450690138017e+01,4.019608197896544777e-01,1.836127843015646355e-01,1.646834086986456031e-03,1.013149789785244143e-02
1.268253650730146020e+01,4.019772505272186658e-01,1.836207789724860484e-01,1.638660853141857623e-03,-4.406710290289618179e-03
1.269253850770154024e+01,4.019935997086147017e-01,1.836287341536164963e-01,1.630527689064761518e-03,1.273271837017664679e-02
1.270254050810162028e+01,4.020098677338143633e-01,1.836366500374041755e-01,1.622434403131893174e-03,2.022505050993092524e-03
1.271254250850170031e+01,4.020260550009784883e-01,1.836445268154333066e-01,1.614380804537338121e-03,1.251115046731683103e-03
1.272254450890178035e+01,4.020421619064570851e-01,1.836523646784241071e-01,1.606366703293334725e-03,1.603633733498685326e-03
1.273254650930186038e+01,4.020581888447893326e-01,1.836601638162327077e-01,1.598391910230872667e-03,6.124791423856371098e-04
1.274254850970194042e+01,4.020741362087035253e-01,1.836679244178512638e-01,1.590456237000855214e-03,2.647309912028806417e-02
1.275255051010202045e+01,4.020900043891171283e-01,1.836756466714079827e-01,1.582559496074331662e-03,-1.453263879540169987e-02
1.276255251050210049e+01,4.021057937751367772e-01,1.836833307641669299e-01,1.574701500744219926e-03,3.346926938562201116e-03
1.277255451090218052e+01,4.021215047540582233e-01,1.836909768825282785e-01,1.566882065125186838e-03,1.400794395851576168e-02
1.278255651130226056e+01,4.021371377113663881e-01,1.836985852120281149e-01,1.559101004155138276e-03,8.734231529880353423e-03
1.279255851170234060e+01,4.021526930307354197e-01,1.837061559373385222e-01,1.551358133595442945e-03,-1.469461583477260028e-03
1.280256051210242063e+01,4.021681710940285259e-01,1.837136892422676082e-01,1.543653270032271582e-03,1.894486351220063536e-02
1.281256251250250067e+01,4.021835722812980296e-01,1.837211853097594494e-01,1.535986230876862368e-03,-9.148942346779952162e-03
1.282256451290258070e+01,4.021988969707855910e-01,1.837286443218940912e-01,1.528356834366773401e-03,-1.153460446281554148e-02
1.283256651330266074e+01,4.022141455389218190e-01,1.837360664598875482e-01,1.520764899566198411e-03,7.201470528890306297e-03
1.284256851370274077e+01,4.022293183603265487e-01,1.837434519040918868e-01,1.513210246367076989e-03,-1.303148776596318309e-02
1.285257051410282081e+01,4.022444158078088416e-01,1.837508008339950871e-01,1.505692695489606325e-03,-2.227380483417654849e-02
1.286257251450290084e+01,4.022594382523668188e-01,1.837581134282212092e-01,1.498212068483193576e-03,1.032707844576319020e-02
1.287257451490298088e+01,4.022743860631877721e-01,1.837653898645301709e-01,1.490768187726877400e-03,9.104271313931239229e-03
1.288257651530306092e+01,4.022892596076482197e-01,1.837726303198180255e-01,1.483360876430556141e-03,8.806229505865060397e-03
1.289257851570314095e+01,4.023040592513137392e-01,1.837798349701166567e-01,1.475989958635268856e-03,-3.398721488206008119e-03
1.290258051610322099e+01,4.023187853579390794e-01,1.837870039905940833e-01,1.468655259214123390e-03,3.298116536107554425e-03
1.291258251650330102e+01,4.023334382894682149e-01,1.837941375555542101e-01,1.461356603872832408e-03,-8.191909178551660259e-03
1.292258451690338106e+01,4.023480184060341802e-01,1.838012358384369382e-01,1.454093819150735142e-03,1.879760588527729787e-02
1.293258651730346109e+01,4.023625260659591807e-01,1.838082990118182214e-01,1.446866732421342103e-03,9.357109247465824481e-03
1.294258851770354113e+01,4.023769616257546478e-01,1.838153272474099265e-01,1.439675171892789568e-03,8.862235895594972740e-03
1.295259051810362116e+01,4.023913254416696117e-01,1.838223207167921369e-01,1.432518965840937422e-03,-1.806732844322540832e-02
1.296259251850370120e+01,4.024056178733351752e-01,1.838292795931339429e-01,1.425397940802887106e-03,9.498418380701726879e-03
1.297259451890378124e+01,4.024198392701109350e-01,1.838362040447367729e-01,1.418311928348708895e-03,1.635803214816230339e-02
1.298259651930386127e+01,4.024339899786462671e-01,1.838430942386121425e-01,1.411260761331877001e-03,1.357388161780560647e-02
1.299259851970394131e+01,4.024480703441337681e-01,1.838499503410744307e-01,1.404244273269560431e-03,9.295547631234562375e-03
1.300260052010402134e+01,4.024620807103089226e-01,1.838567725177408796e-01,1.397262298342135528e-03,1.387690608045481387e-03
1.301260252050410138e+01,4.024760214194505470e-01,1.838635609335315946e-01,1.390314671394417625e-03,-2.028013801156013009e-03
1.302260452090418141e+01,4.024898928123803454e-01,1.838703157526695164e-01,1.383401227935988909e-03,7.399818084124811998e-03
1.303260652130426145e+01,4.025036952284633540e-01,1.838770371386805047e-01,1.376521804142027613e-03,5.204215362115656787e-03
1.304260852170434148e+01,4.025174290056074411e-01,1.838837252543932266e-01,1.369676236853613338e-03,3.733421540712128072e-03
1.305261052210442152e+01,4.025310944802638069e-01,1.838903802619392402e-01,1.362864363578564914e-03,-1.729383104311592052e-03
1.306261252250450156e+01,4.025446919874266505e-01,1.838970023227529116e-01,1.356086022491978169e-03,1.816865130174630250e-02
1.307261452290458159e+01,4.025582218606332252e-01,1.839035915975715252e-01,1.349341052436659610e-03,-1.032909186952318988e-02
1.308261652330466163e+01,4.025716844319640608e-01,1.839101482464352288e-01,1.342629292923740517e-03,1.116304734802906059e-03
1.309261852370474166e+01,4.025850800320425749e-01,1.839166724286870058e-01,1.335950584133584196e-03,-4.465858143759376432e-03
1.310262052410482170e+01,4.025984089900354057e-01,1.839231643029726748e-01,1.329304766915949051e-03,1.164973524782453307e-02
1.311262252450490173e+01,4.026116716336523016e-01,1.839296240272410010e-01,1.322691682790550632e-03,1.562750675573336065e-02
1.312262452490498177e+01,4.026248682891460651e-01,1.839360517587435018e-01,1.316111173948069507e-03,1.375699958205075547e-02
1.313262652530506180e+01,4.026379992813126085e-01,1.839424476540346409e-01,1.309563083250071466e-03,8.863634900835009461e-03
1.314262852570514184e+01,4.026510649334909542e-01,1.839488118689717178e-01,1.303047254230173257e-03,-1.272297251056990659e-02
1.315263052610522188e+01,4.026640655675632341e-01,1.839551445587148948e-01,1.296563531094098096e-03,2.210889060655737287e-02
1.316263252650530191e+01,4.026770015039546902e-01,1.839614458777271422e-01,1.290111758720468432e-03,6.457072654466955788e-03
1.317263452690538195e+01,4.026898730616336186e-01,1.839677159797744044e-01,1.283691782661359332e-03,1.990593326932014583e-04
1.318263652730546198e+01,4.027026805581114255e-01,1.839739550179253780e-01,1.277303449142643682e-03,1.492309410289882838e-03
