theta,a
2.634126825365072921e-01,-2.010594083932812914e-01
2.635527105421084371e-01,-2.008111861054213687e-01
2.636927385477095820e-01,-2.005628934153724785e-01
2.638327665533106714e-01,-2.003145303072086936e-01
2.639727945589117608e-01,-2.000660967650029765e-01
2.641128225645129057e-01,-1.998175927728274015e-01
2.642528505701140507e-01,-1.995690183147538210e-01
2.643928785757151401e-01,-1.993203733748531992e-01
2.645329065813162850e-01,-1.990716579371960560e-01
2.646729345869174299e-01,-1.988228719858509130e-01
2.648129625925185193e-01,-1.985740155048882905e-01
2.649529905981196087e-01,-1.983250884783749335e-01
2.650930186037207537e-01,-1.980760908903793638e-01
2.652330466093218986e-01,-1.978270227249669944e-01
2.653730746149229880e-01,-1.975778839662052366e-01
2.655131026205240774e-01,-1.973286745981581713e-01
2.656531306261252778e-01,-1.970793946048914336e-01
2.657931586317263672e-01,-1.968300439704677718e-01
2.659331866373274567e-01,-1.965806226789510447e-01
2.660732146429286016e-01,-1.963311307144042228e-01
2.662132426485297465e-01,-1.960815680608876121e-01
2.663532706541308359e-01,-1.958319347024639612e-01
2.664932986597319253e-01,-1.955822306231926877e-01
2.666333266653330702e-01,-1.953324558071332095e-01
2.667733546709342152e-01,-1.950826102383451666e-01
2.669133826765353046e-01,-1.948326939008868663e-01
2.670534106821364495e-01,-1.945827067788148401e-01
2.671934386877375944e-01,-1.943326488561873955e-01
2.673334666933386838e-01,-1.940825201170597314e-01
2.674734946989397733e-01,-1.938323205454874909e-01
2.676135227045409182e-01,-1.935820501255260950e-01
2.677535507101420631e-01,-1.933317088412287443e-01
2.678935787157431525e-01,-1.930812966766497496e-01
2.680336067213442419e-01,-1.928308136158403130e-01
2.681736347269454424e-01,-1.925802596428543012e-01
2.683136627325465318e-01,-1.923296347417422503e-01
2.684536907381476212e-01,-1.920789388965555844e-01
2.685937187437487661e-01,-1.918281720913428412e-01
2.687337467493499110e-01,-1.915773343101538906e-01
2.688737747549510004e-01,-1.913264255370379363e-01
2.690138027605520898e-01,-1.910754457560419617e-01
2.691538307661532348e-01,-1.908243949512140603e-01
2.692938587717543797e-01,-1.905732731066005492e-01
2.694338867773554691e-01,-1.903220802062470796e-01
2.695739147829566140e-01,-1.900708162341997465e-01
2.697139427885577589e-01,-1.898194811745013144e-01
2.698539707941588484e-01,-1.895680750111974344e-01
2.699939987997599378e-01,-1.893165977283306489e-01
2.701340268053610827e-01,-1.890650493099428342e-01
2.702740548109622276e-01,-1.888134297400763106e-01
2.704140828165633170e-01,-1.885617390027727325e-01
2.705541108221644064e-01,-1.883099770820724217e-01
2.706941388277656069e-01,-1.880581439620143680e-01
2.708341668333666963e-01,-1.878062396266388934e-01
2.709741948389677857e-01,-1.875542640599834332e-01
2.711142228445689306e-01,-1.873022172460865331e-01
2.712542508501700755e-01,-1.870500991689851844e-01
2.713942788557711649e-01,-1.867979098127157123e-01
2.715343068613722544e-01,-1.865456491613135537e-01
2.716743348669733993e-01,-1.862933171988145897e-01
2.718143628725745442e-01,-1.860409139092540354e-01
2.719543908781756336e-01,-1.857884392766642190e-01
2.720944188837767785e-01,-1.855358932850785791e-01
2.722344468893779235e-01,-1.852832759185305544e-01
2.723744748949790129e-01,-1.850305871610502528e-01
2.725145029005801023e-01,-1.847778269966715570e-01
2.726545309061812472e-01,-1.845249954094230205e-01
2.727945589117823921e-01,-1.842720923833345292e-01
2.729345869173834815e-01,-1.840191179024366352e-01
2.730746149229845710e-01,-1.837660719507567819e-01
2.732146429285857714e-01,-1.835129545123230788e-01
2.733546709341868608e-01,-1.832597655711634133e-01
2.734946989397879502e-01,-1.830065051113043406e-01
2.736347269453890951e-01,-1.827531731167710838e-01
2.737747549509902401e-01,-1.824997695715899759e-01
2.739147829565913295e-01,-1.822462944597849077e-01
2.740548109621924189e-01,-1.819927477653802139e-01
2.741948389677935638e-01,-1.817391294724002293e-01
2.743348669733947087e-01,-1.814854395648657359e-01
2.744748949789957981e-01,-1.812316780268008465e-01
2.746149229845969431e-01,-1.809778448422267871e-01
2.747549509901980880e-01,-1.807239399951630077e-01
2.748949789957991774e-01,-1.804699634696311783e-01
2.750350070014002668e-01,-1.802159152496500827e-01
2.751750350070014117e-01,-1.799617953192391706e-01
2.753150630126025566e-01,-1.797076036624163375e-01
2.754550910182036461e-01,-1.794533402631990349e-01
2.755951190238047355e-01,-1.791990051056053801e-01
2.757351470294058804e-01,-1.789445981736510483e-01
2.758751750350070253e-01,-1.786901194513519364e-01
2.760152030406081147e-01,-1.784355689227228314e-01
2.761552310462092596e-01,-1.781809465717785201e-01
2.762952590518104046e-01,-1.779262523825333453e-01
2.764352870574114940e-01,-1.776714863390003174e-01
2.765753150630125834e-01,-1.774166484251922249e-01
2.767153430686137283e-01,-1.771617386251198578e-01
2.768553710742148732e-01,-1.769067569227966708e-01
2.769953990798159627e-01,-1.766517033022321215e-01
2.771354270854171076e-01,-1.763965777474365559e-01
2.772754550910182525e-01,-1.761413802424196540e-01
2.774154830966193419e-01,-1.758861107711906513e-01
2.775555111022204313e-01,-1.756307693177567852e-01
2.776955391078215762e-01,-1.753753558661268475e-01
2.778355671134227212e-01,-1.751198704003076312e-01
2.779755951190238106e-01,-1.748643129043057076e-01
2.781156231246249000e-01,-1.746086833621263157e-01
2.782556511302260449e-01,-1.743529817577753604e-01
2.783956791358271898e-01,-1.740972080752563045e-01
2.785357071414282792e-01,-1.738413622985752749e-01
2.786757351470294242e-01,-1.735854444117339579e-01
2.788157631526305691e-01,-1.733294543987360381e-01
2.789557911582316585e-01,-1.730733922435820915e-01
2.790958191638327479e-01,-1.728172579302762468e-01
2.792358471694338928e-01,-1.725610514428175257e-01
2.793758751750350378e-01,-1.723047727652071703e-01
2.795159031806361272e-01,-1.720484218814446464e-01
2.796559311862372721e-01,-1.717919987755287536e-01
2.797959591918384170e-01,-1.715355034314594018e-01
2.799359871974395064e-01,-1.712789358332331702e-01
2.800760152030405958e-01,-1.710222959648481922e-01
2.802160432086417408e-01,-1.707655838103008250e-01
2.803560712142428857e-01,-1.705087993535867597e-01
2.804960992198439751e-01,-1.702519425787034635e-01
2.806361272254450645e-01,-1.699950134696439630e-01
2.807761552310462094e-01,-1.697380120104043932e-01
2.809161832366473543e-01,-1.694809381849762264e-01
2.810562112422484438e-01,-1.692237919773553756e-01
2.811962392478495887e-01,-1.689665733715324247e-01
2.813362672534507336e-01,-1.687092823515004003e-01
2.814762952590518230e-01,-1.684519189012503304e-01
2.816163232646529124e-01,-1.681944830047732431e-01
2.817563512702540574e-01,-1.679369746460597224e-01
2.818963792758552023e-01,-1.676793938090992420e-01
2.820364072814562917e-01,-1.674217404778803875e-01
2.821764352870574366e-01,-1.671640146363930768e-01
2.823164632926585815e-01,-1.669062162686241191e-01
2.824564912982596709e-01,-1.666483453585612118e-01
2.825965193038607604e-01,-1.663904018901911641e-01
2.827365473094619053e-01,-1.661323858475001192e-01
2.828765753150630502e-01,-1.658742972144737760e-01
2.830166033206641396e-01,-1.656161359750980555e-01
2.831566313262652290e-01,-1.653579021133559923e-01
2.832966593318663739e-01,-1.650995956132319531e-01
2.834366873374675189e-01,-1.648412164587100825e-01
2.835767153430686083e-01,-1.645827646337727490e-01
2.837167433486697532e-01,-1.643242401224016547e-01
2.838567713542708981e-01,-1.640656429085791679e-01
2.839967993598719875e-01,-1.638069729762863247e-01
2.841368273654730769e-01,-1.635482303095028289e-01
2.842768553710742219e-01,-1.632894148922099387e-01
2.844168833766753668e-01,-1.630305267083858034e-01
2.845569113822764562e-01,-1.627715657420103490e-01
2.846969393878776011e-01,-1.625125319770612808e-01
2.848369673934787460e-01,-1.622534253975160823e-01
2.849769953990798355e-01,-1.619942459873522367e-01
2.851170234046809249e-01,-1.617349937305465613e-01
2.852570514102820698e-01,-1.614756686110747630e-01
2.853970794158832147e-01,-1.612162706129121048e-01
2.855371074214843041e-01,-1.609567997200345157e-01
2.856771354270853935e-01,-1.606972559164159264e-01
2.858171634326865385e-01,-1.604376391860291573e-01
2.859571914382876834e-01,-1.601779495128490272e-01
2.860972194438887728e-01,-1.599181868808470242e-01
2.862372474494899177e-01,-1.596583512739959687e-01
2.863772754550910626e-01,-1.593984426762675710e-01
2.865173034606921521e-01,-1.591384610716328751e-01
2.866573314662932415e-01,-1.588784064440624810e-01
2.867973594718943864e-01,-1.586182787775256564e-01
2.869373874774955313e-01,-1.583580780559925572e-01
2.870774154830966207e-01,-1.580978042634320069e-01
2.872174434886977656e-01,-1.578374573838128292e-01
2.873574714942989106e-01,-1.575770374011022934e-01
2.874974994999000000e-01,-1.573165442992674468e-01
2.876375275055010894e-01,-1.570559780622757806e-01
2.877775555111022343e-01,-1.567953386740930100e-01
2.879175835167033792e-01,-1.565346261186852939e-01
2.880576115223044686e-01,-1.562738403800170151e-01
2.881976395279055581e-01,-1.560129814420538885e-01
2.883376675335067030e-01,-1.557520492887591868e-01
2.884776955391078479e-01,-1.554910439040966263e-01
2.886177235447089373e-01,-1.552299652720294798e-01
2.887577515503100822e-01,-1.549688133765203535e-01
2.888977795559112272e-01,-1.547075882015311876e-01
2.890378075615123166e-01,-1.544462897310228122e-01
2.891778355671134060e-01,-1.541849179489571675e-01
2.893178635727145509e-01,-1.539234728392937512e-01
2.894578915783156958e-01,-1.536619543859927273e-01
2.895979195839167852e-01,-1.534003625730138154e-01
2.897379475895179302e-01,-1.531386973843156252e-01
2.898779755951190751e-01,-1.528769588038567662e-01
2.900180036007201645e-01,-1.526151468155949598e-01
2.901580316063212539e-01,-1.523532614034872612e-01
2.902980596119223988e-01,-1.520913025514907257e-01
2.904380876175235437e-01,-1.518292702435617425e-01
2.905781156231246332e-01,-1.515671644636555904e-01
2.907181436287257226e-01,-1.513049851957279923e-01
2.908581716343268675e-01,-1.510427324237335611e-01
2.909981996399280124e-01,-1.507804061316257993e-01
2.911382276455291018e-01,-1.505180063033595417e-01
2.912782556511302468e-01,-1.502555329228878467e-01
2.914182836567313917e-01,-1.499929859741633287e-01
2.915583116623324811e-01,-1.497303654411377138e-01
2.916983396679335705e-01,-1.494676713077636165e-01
2.918383676735347154e-01,-1.492049035579916527e-01
2.919783956791358603e-01,-1.489420621757717722e-01
2.921184236847369498e-01,-1.486791471450559232e-01
2.922584516903380947e-01,-1.484161584497925013e-01
2.923984796959392396e-01,-1.481530960739312341e-01
2.925385077015403290e-01,-1.478899600014207394e-01
2.926785357071414184e-01,-1.476267502162094125e-01
2.928185637127425633e-01,-1.473634667022447609e-01
2.929585917183437083e-01,-1.471001094434738476e-01
2.930986197239447977e-01,-1.468366784238444023e-01
2.932386477295458871e-01,-1.465731736273019337e-01
2.933786757351470320e-01,-1.463095950377915067e-01
2.935187037407481769e-01,-1.460459426392599624e-01
2.936587317463492663e-01,-1.457822164156510336e-01
2.937987597519504113e-01,-1.455184163509088968e-01
2.939387877575515562e-01,-1.452545424289781728e-01
2.940788157631526456e-01,-1.449905946338019280e-01
2.942188437687537350e-01,-1.447265729493227848e-01
2.943588717743548799e-01,-1.444624773594833655e-01
2.944988997799560249e-01,-1.441983078482260705e-01
2.946389277855571143e-01,-1.439340643994915236e-01
2.947789557911582037e-01,-1.436697469972207930e-01
2.949189837967594041e-01,-1.434053556253545025e-01
2.950590118023604935e-01,-1.431408902678328321e-01
2.951990398079615829e-01,-1.428763509085959615e-01
2.953390678135627279e-01,-1.426117375315802960e-01
2.954790958191638728e-01,-1.423470501207282357e-01
2.956191238247649622e-01,-1.420822886599744095e-01
2.957591518303660516e-01,-1.418174531332594412e-01
2.958991798359671965e-01,-1.415525435245181818e-01
2.960392078415683415e-01,-1.412875598176883685e-01
2.961792358471694309e-01,-1.410225019967066284e-01
2.963192638527705758e-01,-1.407573700455075905e-01
2.964592918583717207e-01,-1.404921639480281037e-01
2.965993198639728101e-01,-1.402268836882019087e-01
2.967393478695738995e-01,-1.399615292499638564e-01
2.968793758751750445e-01,-1.396961006172476871e-01
2.970194038807761894e-01,-1.394305977739873637e-01
2.971594318863772788e-01,-1.391650207041159604e-01
2.972994598919783682e-01,-1.388993693915652194e-01
2.974394878975795686e-01,-1.386336438202673271e-01
2.975795159031806580e-01,-1.383678439741551358e-01
2.977195439087817475e-01,-1.381019698371590554e-01
2.978595719143828924e-01,-1.378360213932097178e-01
2.979995999199840373e-01,-1.375699986262379770e-01
2.981396279255851267e-01,-1.373039015201729107e-01
2.982796559311862161e-01,-1.370377300589451508e-01
2.984196839367873610e-01,-1.367714842264826647e-01
2.985597119423885060e-01,-1.365051640067138639e-01
2.986997399479895954e-01,-1.362387693835687141e-01
2.988397679535907403e-01,-1.359723003409731845e-01
2.989797959591918852e-01,-1.357057568628545763e-01
2.991198239647929746e-01,-1.354391389331404127e-01
2.992598519703940640e-01,-1.351724465357559968e-01
2.993998799759952090e-01,-1.349056796546281856e-01
2.995399079815963539e-01,-1.346388382736820599e-01
2.996799359871974433e-01,-1.343719223768431448e-01
2.998199639927985327e-01,-1.341049319480351887e-01
2.999599919983997331e-01,-1.338378669711828284e-01
3.001000200040008226e-01,-1.335707274302100345e-01
3.002400480096019120e-01,-1.333035133090403335e-01
3.003800760152030569e-01,-1.330362245915956976e-01
3.005201040208042018e-01,-1.327688612617992092e-01
3.006601320264052912e-01,-1.325014233035730626e-01
3.008001600320063806e-01,-1.322339107008381198e-01
3.009401880376075256e-01,-1.319663234375161309e-01
3.010802160432086705e-01,-1.316986614975290681e-01
3.012202440488097599e-01,-1.314309248647951289e-01
3.013602720544109048e-01,-1.311631135232351753e-01
3.015003000600120497e-01,-1.308952274567694030e-01
3.016403280656131392e-01,-1.306272666493157875e-01
3.017803560712142286e-01,-1.303592310847929703e-01
3.019203840768153735e-01,-1.300911207471209252e-01
3.020604120824165184e-01,-1.298229356202149631e-01
3.022004400880176078e-01,-1.295546756879957240e-01
3.023404680936186972e-01,-1.292863409343769643e-01
3.024804960992198977e-01,-1.290179313432777697e-01
3.026205241048209871e-01,-1.287494468986130070e-01
3.027605521104220765e-01,-1.284808875842988751e-01
3.029005801160232214e-01,-1.282122533842506851e-01
3.030406081216243663e-01,-1.279435442823835256e-01
3.031806361272254557e-01,-1.276747602626124856e-01
3.033206641328265452e-01,-1.274059013088513215e-01
3.034606921384276901e-01,-1.271369674050129017e-01
3.036007201440288350e-01,-1.268679585350125372e-01
3.037407481496299244e-01,-1.265988746827617639e-01
3.038807761552310693e-01,-1.263297158321741165e-01
3.040208041608322143e-01,-1.260604819671613530e-01
3.041608321664333037e-01,-1.257911730716350096e-01
3.043008601720343931e-01,-1.255217891295075106e-01
3.044408881776355380e-01,-1.252523301246886156e-01
3.045809161832366829e-01,-1.249827960410900829e-01
3.047209441888377723e-01,-1.247131868626210061e-01
3.048609721944388617e-01,-1.244435025731922551e-01
3.050010002000400622e-01,-1.241737431567138117e-01
3.051410282056411516e-01,-1.239039085970932152e-01
3.052810562112422410e-01,-1.236339988782395594e-01
3.054210842168433859e-01,-1.233640139840623817e-01
3.055611122224445309e-01,-1.230939538984676673e-01
3.057011402280456203e-01,-1.228238186053647318e-01
3.058411682336467097e-01,-1.225536080886608925e-01
3.059811962392478546e-01,-1.222833223322619123e-01
3.061212242448489995e-01,-1.220129613200733321e-01
3.062612522504500889e-01,-1.217425250360038014e-01
3.064012802560512339e-01,-1.214720134639568627e-01
3.065413082616523788e-01,-1.212014265878391672e-01
3.066813362672534682e-01,-1.209307643915553676e-01
3.068213642728545576e-01,-1.206600268590090064e-01
3.069613922784557025e-01,-1.203892139741054024e-01
3.071014202840568474e-01,-1.201183257207485422e-01
3.072414482896579369e-01,-1.198473620828404140e-01
3.073814762952590263e-01,-1.195763230442863367e-01
3.075215043008602267e-01,-1.193052085889869662e-01
3.076615323064613161e-01,-1.190340187008460671e-01
3.078015603120624055e-01,-1.187627533637649613e-01
3.079415883176635504e-01,-1.184914125616454150e-01
3.080816163232646954e-01,-1.182199962783889724e-01
3.082216443288657848e-01,-1.179485044978967334e-01
3.083616723344668742e-01,-1.176769372040686878e-01
3.085017003400680191e-01,-1.174052943808057137e-01
3.086417283456691640e-01,-1.171335760120073566e-01
3.087817563512702534e-01,-1.168617820815733843e-01
3.089217843568713984e-01,-1.165899125734026764e-01
3.090618123624725433e-01,-1.163179674713936684e-01
3.092018403680736327e-01,-1.160459467594461280e-01
3.093418683736747221e-01,-1.157738504214567143e-01
3.094818963792758670e-01,-1.155016784413249731e-01
3.096219243848770120e-01,-1.152294308029468972e-01
3.097619523904781014e-01,-1.149571074902193679e-01
3.099019803960791908e-01,-1.146847084870403766e-01
3.100420084016803912e-01,-1.144122337773054721e-01
3.101820364072814806e-01,-1.141396833449113135e-01
3.103220644128825700e-01,-1.138670571737538939e-01
3.104620924184837150e-01,-1.135943552477269858e-01
3.106021204240848599e-01,-1.133215775507279144e-01
3.107421484296859493e-01,-1.130487240666497861e-01
3.108821764352870387e-01,-1.127757947793874838e-01
3.110222044408881836e-01,-1.125027896728350019e-01
3.111622324464893286e-01,-1.122297087308865571e-01
3.113022604520904180e-01,-1.119565519374348117e-01
3.114422884576915629e-01,-1.116833192763737603e-01
3.115823164632927078e-01,-1.114100107315953991e-01
3.117223444688937972e-01,-1.111366262869923904e-01
3.118623724744948866e-01,-1.108631659264567304e-01
3.120024004800960316e-01,-1.105896296338808593e-01
3.121424284856971765e-01,-1.103160173931558852e-01
3.122824564912982659e-01,-1.100423291881722498e-01
3.124224844968993553e-01,-1.097685650028226156e-01
3.125625125025005557e-01,-1.094947248209949819e-01
3.127025405081016451e-01,-1.092208086265815670e-01
3.128425685137027346e-01,-1.089468164034717024e-01
3.129825965193038795e-01,-1.086727481355549418e-01
3.131226245249050244e-01,-1.083986038067206170e-01
3.132626525305061138e-01,-1.081243834008562832e-01
3.134026805361072032e-01,-1.078500869018530484e-01
3.135427085417083481e-01,-1.075757142935980237e-01
3.136827365473094931e-01,-1.073012655599783205e-01
3.138227645529105825e-01,-1.070267406848832703e-01
3.139627925585117274e-01,-1.067521396521990962e-01
3.141028205641128723e-01,-1.064774624458140195e-01
3.142428485697139617e-01,-1.062027090496142634e-01
3.143828765753150511e-01,-1.059278794474864949e-01
3.145229045809161961e-01,-1.056529736233164929e-01
3.146629325865173410e-01,-1.053779915609909246e-01
3.148029605921184304e-01,-1.051029332443942366e-01
3.149429885977195198e-01,-1.048277986574133180e-01
3.150830166033207203e-01,-1.045525877839319495e-01
3.152230446089218097e-01,-1.042773006078354658e-01
3.153630726145228991e-01,-1.040019371130083137e-01
3.155031006201240440e-01,-1.037264972833342735e-01
3.156431286257251889e-01,-1.034509811026977921e-01
3.157831566313262783e-01,-1.031753885549824279e-01
3.159231846369273677e-01,-1.028997196240708512e-01
3.160632126425285127e-01,-1.026239742938466204e-01
3.162032406481296576e-01,-1.023481525481924059e-01
3.163432686537307470e-01,-1.020722543709904340e-01
3.164832966593318919e-01,-1.017962797461233748e-01
3.166233246649330368e-01,-1.015202286574725665e-01
3.167633526705341263e-01,-1.012441010889200133e-01
3.169033806761352157e-01,-1.009678970243472751e-01
3.170434086817363606e-01,-1.006916164476345799e-01
3.171834366873375055e-01,-1.004152593426628215e-01
3.173234646929385949e-01,-1.001388256933142262e-01
3.174634926985396843e-01,-9.986231548346680142e-02
3.176035207041408293e-01,-9.958572869700188512e-02
3.177435487097419742e-01,-9.930906531779903901e-02
3.178835767153430636e-01,-9.903232532973715863e-02
3.180236047209442085e-01,-9.875550871669558362e-02
3.181636327265453534e-01,-9.847861546255298748e-02
3.183036607321464428e-01,-9.820164555118982008e-02
3.184436887377475323e-01,-9.792459896648275652e-02
3.185837167433486772e-01,-9.764747569230980417e-02
3.187237447489498221e-01,-9.737027571254941449e-02
3.188637727545509115e-01,-9.709299901107981690e-02
3.190038007601520564e-01,-9.681564557177746444e-02
3.191438287657532014e-01,-9.653821537851947632e-02
3.192838567713542908e-01,-9.626070841518274968e-02
3.194238847769553802e-01,-9.598312466564484779e-02
3.195639127825565251e-01,-9.570546411378111351e-02
3.197039407881576700e-01,-9.542772674346733375e-02
3.198439687937587594e-01,-9.514991253858107179e-02
3.199839967993598489e-01,-9.487202148299678228e-02
3.201240248049609938e-01,-9.459405356058847580e-02
3.202640528105621387e-01,-9.431600875523393768e-02
3.204040808161632281e-01,-9.403788705080695642e-02
3.205441088217643730e-01,-9.375968843118154261e-02
3.206841368273655180e-01,-9.348141288023237294e-02
3.208241648329666074e-01,-9.320306038183501229e-02
3.209641928385676968e-01,-9.292463091986169488e-02
3.211042208441688417e-01,-9.264612447818620922e-02
3.212442488497699866e-01,-9.236754104068278792e-02
3.213842768553710760e-01,-9.208888059122366521e-02
3.215243048609722210e-01,-9.181014311368307368e-02
3.216643328665733659e-01,-9.153132859193324755e-02
3.218043608721744553e-01,-9.125243700984642103e-02
3.219443888777755447e-01,-9.097346835129505038e-02
3.220844168833766896e-01,-9.069442260015203594e-02
3.222244448889778345e-01,-9.041529974028805761e-02
3.223644728945789240e-01,-9.013609975557512755e-02
3.225045009001800134e-01,-8.985682262988481384e-02
3.226445289057811583e-01,-8.957746834708779637e-02
3.227845569113823032e-01,-8.929803689105608733e-02
3.229245849169833926e-01,-8.901852824565947842e-02
3.230646129225845375e-01,-8.873894239476864954e-02
3.232046409281856825e-01,-8.845927932225472468e-02
3.233446689337867719e-01,-8.817953901198638533e-02
3.234846969393878613e-01,-8.789972144783453345e-02
3.236247249449890062e-01,-8.761982661366896075e-02
3.237647529505901511e-01,-8.733985449335857076e-02
3.239047809561912405e-01,-8.705980507077293318e-02
3.240448089617923855e-01,-8.677967832978161766e-02
3.241848369673935304e-01,-8.649947425425241754e-02
3.243248649729946198e-01,-8.621919282805445839e-02
3.244648929785957092e-01,-8.593883403505686580e-02
3.246049209841968541e-01,-8.565839785912632287e-02
3.247449489897979991e-01,-8.537788428413151109e-02
3.248849769953990885e-01,-8.509729329394133401e-02
3.250250050010001779e-01,-8.481662487242180859e-02
3.251650330066013228e-01,-8.453587900344250450e-02
3.253050610122024677e-01,-8.425505567086832848e-02
3.254450890178035571e-01,-8.397415485856773998e-02
3.255851170234047021e-01,-8.369317655040675596e-02
3.257251450290058470e-01,-8.341212073025294771e-02
3.258651730346069364e-01,-8.313098738197233217e-02
3.260052010402080258e-01,-8.284977648943203654e-02
3.261452290458091707e-01,-8.256848803649652346e-02
3.262852570514103157e-01,-8.228712200703269808e-02
3.264252850570114051e-01,-8.200567838490635530e-02
3.265653130626125500e-01,-8.172415715398306801e-02
3.267053410682136949e-01,-8.144255829812796499e-02
3.268453690738147843e-01,-8.116088180120617501e-02
3.269853970794158737e-01,-8.087912764708304891e-02
3.271254250850170187e-01,-8.059729581962349343e-02
3.272654530906181636e-01,-8.031538630269174917e-02
3.274054810962192530e-01,-8.003339908015316695e-02
3.275455091018203424e-01,-7.975133413587109921e-02
3.276855371074214873e-01,-7.946919145370956450e-02
3.278255651130226322e-01,-7.918697101753324752e-02
3.279655931186237217e-01,-7.890467281120594478e-02
3.281056211242248666e-01,-7.862229681859078667e-02
3.282456491298260115e-01,-7.833984302355201379e-02
3.283856771354271009e-01,-7.805731140995253448e-02
3.285257051410281903e-01,-7.777470196165547911e-02
3.286657331466293352e-01,-7.749201466252331194e-02
3.288057611522304802e-01,-7.720924949641982948e-02
3.289457891578315696e-01,-7.692640644720727394e-02
3.290858171634327145e-01,-7.664348549874833161e-02
3.292258451690338594e-01,-7.636048663490435651e-02
3.293658731746349488e-01,-7.607740983953936720e-02
3.295059011802360383e-01,-7.579425509651449566e-02
3.296459291858371832e-01,-7.551102238969109592e-02
3.297859571914383281e-01,-7.522771170293141019e-02
3.299259851970394175e-01,-7.494432302009723657e-02
3.300660132026405069e-01,-7.466085632504948499e-02
3.302060412082416518e-01,-7.437731160165061972e-02
3.303460692138427968e-01,-7.409368883376021842e-02
3.304860972194438862e-01,-7.380998800524074532e-02
3.306261252250450311e-01,-7.352620909995222220e-02
3.307661532306461760e-01,-7.324235210175511490e-02
3.309061812362472654e-01,-7.295841699451144358e-02
3.310462092418483548e-01,-7.267440376208034181e-02
3.311862372474494998e-01,-7.239031238832227544e-02
3.313262652530506447e-01,-7.210614285709793236e-02
3.314662932586517341e-01,-7.182189515226711229e-02
3.316063212642528790e-01,-7.153756925769005903e-02
3.317463492698540239e-01,-7.125316515722524002e-02
3.318863772754551134e-01,-7.096868283473467542e-02
3.320264052810562028e-01,-7.068412227407594450e-02
3.321664332866573477e-01,-7.039948345910906902e-02
3.323064612922584926e-01,-7.011476637369318254e-02
3.324464892978595820e-01,-6.982997100168808480e-02
3.325865173034606714e-01,-6.954509732695202118e-02
3.327265453090618164e-01,-6.926014533334479140e-02
3.328665733146629613e-01,-6.897511500472353063e-02
3.330066013202640507e-01,-6.869000632494892677e-02
3.331466293258651956e-01,-6.840481927787833705e-02
3.332866573314663405e-01,-6.811955384737045094e-02
3.334266853370674299e-01,-6.783421001728417998e-02
3.335667133426685194e-01,-6.754878777147710345e-02
3.337067413482696643e-01,-6.726328709380680060e-02
3.338467693538708092e-01,-6.697770796813307115e-02
3.339867973594718986e-01,-6.669205037831171801e-02
3.341268253650730435e-01,-6.640631430820209680e-02
3.342668533706741885e-01,-6.612049974166112065e-02
3.344068813762752779e-01,-6.583460666254636884e-02
3.345469093818763673e-01,-6.554863505471564267e-02
3.346869373874775122e-01,-6.526258490202652141e-02
3.348269653930786571e-01,-6.497645618833525205e-02
3.349669933986797465e-01,-6.469024889750030205e-02
3.351070214042808360e-01,-6.440396301337814045e-02
3.352470494098819809e-01,-6.411759851982568037e-02
3.353870774154831258e-01,-6.383115540070005700e-02
3.355271054210842152e-01,-6.354463363985751734e-02
3.356671334266853601e-01,-6.325803322115519656e-02
3.358071614322865051e-01,-6.297135412844956370e-02
3.359471894378875945e-01,-6.268459634559819804e-02
3.360872174434886839e-01,-6.239775985645623635e-02
3.362272454490898288e-01,-6.211084464488014767e-02
3.363672734546909737e-01,-6.182385069472662309e-02
3.365073014602920631e-01,-6.153677798985102143e-02
3.366473294658931525e-01,-6.124962651411158809e-02
3.367873574714943530e-01,-6.096239625136168350e-02
3.369273854770954424e-01,-6.067508718545933100e-02
3.370674134826965318e-01,-6.038769930025922328e-02
3.372074414882976767e-01,-6.010023257961716325e-02
3.373474694938988216e-01,-5.981268700738939792e-02
3.374874974994999111e-01,-5.952506256743173019e-02
3.376275255051010005e-01,-5.923735924359951888e-02
3.377675535107021454e-01,-5.894957701974834485e-02
3.379075815163032903e-01,-5.866171587973334489e-02
3.380476095219043797e-01,-5.837377580740987781e-02
3.381876375275055246e-01,-5.808575678663330244e-02
3.383276655331066696e-01,-5.779765880125986577e-02
3.384676935387077590e-01,-5.750948183514315026e-02
3.386077215443088484e-01,-5.722122587213918088e-02
3.387477495499099933e-01,-5.693289089610376053e-02
3.388877775555111382e-01,-5.664447689089002758e-02
3.390278055611122277e-01,-5.635598384035422903e-02
3.391678335667133171e-01,-5.606741172835172371e-02
3.393078615723145175e-01,-5.577876053873564999e-02
3.394478895779156069e-01,-5.549003025536203282e-02
3.395879175835166963e-01,-5.520122086208534284e-02
3.397279455891178412e-01,-5.491233234276093889e-02
3.398679735947189862e-01,-5.462336468124262545e-02
3.400080016003200756e-01,-5.433431786138509523e-02
3.401480296059211650e-01,-5.404519186704281886e-02
3.402880576115223099e-01,-5.375598668207071107e-02
3.404280856171234548e-01,-5.346670229032324251e-02
3.405681136227245442e-01,-5.317733867565510586e-02
3.407081416283256892e-01,-5.288789582191877336e-02
3.408481696339268341e-01,-5.259837371297093611e-02
3.409881976395279235e-01,-5.230877233266584270e-02
3.411282256451290129e-01,-5.201909166485618741e-02
3.412682536507301578e-01,-5.172933169339644088e-02
3.414082816563313028e-01,-5.143949240214218399e-02
3.415483096619323922e-01,-5.114957377494699919e-02
