d,I1,I2,theta_tilt,F
4.886100754627063780e-02,2.496615566662080710e+01,7.090161040618474431e+01,3.039889185887895140e-02,2.772745903809815688e-03
8.646418401310423593e-03,5.663542612061331738e+01,5.934770795190394921e+01,2.041894041382559810e-01,8.935927870995467870e-02
1.137654023205622415e-02,8.647874293848917659e+01,4.621642991124285516e+01,6.652401502129567934e-02,6.370124046908035020e-02
3.078847675254740152e-02,1.482875582064104947e+01,7.116470073353364967e+01,1.944804894123930983e-01,3.792754374658246445e-03
3.982874564035041726e-02,5.629726733667173022e+01,2.865251449957523278e+01,1.767327045911286643e-01,3.612312375394636284e-03
4.337929221278997299e-02,3.385191021518654964e+01,8.192679577735610508e+01,3.481488175011383523e-01,5.194566197035905240e-03
4.375527272789982852e-02,9.707460527324199973e+01,1.822616641506147417e+01,2.165838158615792652e-01,3.298447641528641332e-03
3.920999703821930610e-02,1.818601416165877538e+01,3.581384528004134182e+01,4.230802075680052399e-01,1.392940291187908051e-03
2.064459810860245007e-02,4.215898369562987114e+01,5.349726946018173379e+01,4.655378406064499819e-01,1.364600167784589362e-02
3.117115192572383203e-02,2.317772464214318617e+01,2.083611217357949030e+01,2.472034970773057672e-01,1.618097327260423820e-03
4.159054032982936744e-02,4.638859112042158728e+01,7.356378840371155547e+01,4.259593104589357582e-01,6.671057745616887878e-03
1.124806286815119120e-02,7.953331428360273492e+01,8.443413572282489099e+01,2.719447109707390231e-02,1.393740553396343729e-01
8.663925791959976169e-03,1.502642550792220888e+01,9.014158231255130715e+01,1.338641581801031655e-01,4.927143769275430657e-02
2.563633381302567182e-02,4.722477455863098328e+01,1.838804236662276637e+01,2.742235571293145657e-01,3.927454545457175449e-03
1.896531513928502444e-02,8.645097351969373278e+01,6.869207601872132329e+01,1.060544663582463909e-01,4.721905756235228457e-02
5.168062851187201628e-03,2.860721044565877591e+01,4.818247697824764941e+01,4.129157631008324447e-01,7.749577848423641613e-02
2.825885829601598384e-02,8.800167074294481040e+01,2.938142810264064764e+01,4.755644844331591847e-01,9.336576997837346681e-03
2.178399993899388445e-02,1.455396641767151955e+01,9.252905262658165952e+01,4.122834679981163264e-02,9.162975875611443013e-03
4.474105449538940543e-02,2.406530055936506329e+01,8.065372342010202544e+01,4.245480824235967066e-01,3.316746789690065700e-03
2.003792115645074839e-02,7.866507810020335967e+01,4.812826372379053197e+01,2.715467555976523450e-01,2.557257749805983901e-02
3.482019786116567067e-02,2.892373377262277145e+01,6.295075735062894751e+01,3.463495719981738996e-01,5.034900218382536152e-03
3.056352711927459026e-02,1.939691344509214943e+01,6.069466656415966099e+01,3.160728648413990705e-02,4.314950069599188948e-03
1.848499745621718163e-02,5.890644942779238846e+01,7.169164420463347653e+01,4.929513119927237952e-01,3.124973569344331736e-02
2.604254253916998829e-02,4.605030930093835195e+01,8.629233723979855597e+01,2.038644771953302959e-01,1.934031966999868665e-02
2.154469823534724271e-02,3.465989709325113211e+01,7.094963750689510107e+01,2.012116286862403181e-02,1.615517643061618186e-02
1.569137224885606627e-02,1.209116277963938657e+01,7.844699851784122302e+01,4.452159148952137824e-01,9.605036086408143617e-03
8.965514205918571206e-03,1.120295484882956494e+01,2.474053209968161937e+01,3.468932771208237398e-01,5.220392832523330570e-03
7.345459661578215317e-03,4.065309126572252296e+01,4.948566570961591538e+01,1.282261874538973001e-01,6.511799600062416482e-02
1.502164050404608368e-02,4.359346535324259264e+01,9.309901209642748654e+01,9.565540200157740536e-02,5.230033579955408601e-02
8.749367830167340335e-03,1.395562233368753446e+01,7.595300926569406386e+01,3.170116229288157395e-01,3.138262371307227322e-02
1.177840603469914281e-02,4.099830958098226574e+01,5.173713314629372917e+01,1.922763579808510759e-01,3.247780610332248047e-02
1.062139484711771553e-02,9.346180490272570296e+01,6.724800794542817073e+01,1.293418789910788513e-01,1.264435027363889630e-01
2.179844961056459640e-02,5.601716526409271069e+01,3.531195736470233726e+01,2.523574923341896925e-01,1.162695860024607133e-02
1.571782329540172621e-02,4.063304197229141579e+01,1.147493671663790948e+01,1.601582256328248355e-01,4.312729553563498380e-03
5.198398984509938758e-03,7.879079368232770264e+01,1.270458908081769422e+01,4.146817846661211560e-01,3.451700264984571692e-02
6.481045297370140179e-03,7.528651450675955914e+01,2.723038666134400998e+01,3.536526475904962497e-01,6.091256404282556491e-02
4.955241269097983986e-02,7.838110959299123692e+01,4.254605623306615314e+01,1.164753024517611868e-01,4.993523925933684472e-03
1.603150175953052883e-02,6.442241155534060226e+01,9.354703602671686724e+01,1.926903579004593525e-01,6.840234318616326969e-02
6.837242062678835532e-03,1.269477293452160005e+01,9.024070861777830999e+01,1.195729252368004647e-01,7.094431723969442383e-02
3.317044054136509407e-02,1.675939294103434563e+01,1.763375788550578704e+01,1.986858670672921323e-01,9.026373914755038939e-04
2.982384713257300868e-02,8.706566523768140087e+01,1.702373341107466587e+01,4.733020271847626637e-01,4.890611288001126856e-03
2.249831836475672461e-02,8.796114419979456045e+01,3.384842783439329139e+01,2.671185553770555332e-02,1.721025773663430875e-02
3.799993251539898753e-02,4.625885993019974052e+01,7.018678511664003850e+01,2.212220156645500757e-01,8.015192221818836713e-03
4.716423056998376301e-02,9.233219756016042368e+01,3.080860890657488937e+01,1.984382268246822068e-01,4.622180303965026799e-03
2.283598635776748487e-02,6.795098209096384778e+01,8.147726158326898371e+01,1.128681047817865490e-01,3.368762121383780950e-02
2.188966221119304986e-02,7.933846918236005763e+01,3.233638223670461542e+01,2.117339368050447090e-01,1.508163095029302868e-02
2.813825065507600739e-02,5.122064427948181020e+01,2.980666743453036105e+01,4.964261860898404044e-01,5.490947351915922113e-03
1.555142448760881736e-02,4.457916240474762759e+01,2.007302054667839997e+01,4.334615837068253041e-01,7.786165168898175233e-03
1.282882598782041604e-02,4.526710468251594222e+01,7.350458321828966746e+01,2.445667111236616287e-01,4.946497021432266772e-02
2.249064572519181987e-02,3.926560569161630809e+01,1.483067122605582533e+01,4.321400820459064818e-02,3.317493901526664870e-03
3.546585623398851306e-02,3.542048471041385937e+01,1.445718058058328914e+01,3.770951686984432283e-01,1.323694858137825598e-03
5.664650221375256041e-03,9.628791179779767617e+01,1.592395518514340402e+01,4.733845326068020221e-01,4.716635215755395766e-02
1.122778614542649378e-02,2.868490101245420831e+01,3.290748151929905418e+01,2.835514942166764141e-01,1.389179639096379572e-02
4.136486546167626038e-02,4.704804989930882897e+01,7.425458116267984110e+01,4.159975662671443475e-01,6.933707131183838857e-03
1.994653812378947150e-02,5.256578617910250273e+01,7.993866711886902010e+01,6.339972279000183342e-02,3.192151754627042815e-02
3.016201614016397747e-02,5.127179617579380277e+01,2.227159677704062801e+01,3.304947126598219431e-01,3.939306983698403174e-03
7.497215846233463293e-03,2.607997650095986231e+01,8.600182333780766442e+01,2.709325470955643023e-01,1.036742208277663668e-01
2.978480795150834082e-02,4.276250564853442881e+01,8.479223469007854419e+01,3.476963760933174941e-01,1.344994363769078279e-02
6.248214201149170435e-03,5.083308984800637376e+01,4.448050931133789021e+01,4.600298670821535429e-01,8.249735421510720479e-02
1.432662962951444796e-02,4.365419022686663908e+01,3.133917394651871646e+01,3.825484114140756398e-01,1.388035519649257615e-02
2.515535593425266558e-02,1.857624836988520656e+01,5.378583817969931147e+01,2.534216271336595105e-01,4.827441615992984943e-03
2.857155356761232473e-02,1.650038581635901735e+01,3.266304934802158755e+01,2.061482126295849371e-02,2.154934608591944911e-03
1.063887752733743558e-02,8.723655516526365261e+01,3.902533760942645813e+01,1.908431319125813430e-01,5.675897773409819408e-02
2.565665140517802215e-02,2.789113482272966138e+01,2.698317624305691709e+01,1.087671468547889431e-01,3.527359342699832798e-03
4.012175756894693912e-02,4.145956229289900818e+01,8.198732521028114206e+01,4.309361125426877104e-01,7.135588698604132009e-03
3.676043369895336949e-02,9.729489341079543863e+01,6.746773871745807583e+01,3.972092315559616615e-03,1.759562296239019705e-02
2.160858398869013389e-02,4.656090908018105523e+01,2.261371473991766834e+01,1.366243829308359525e-01,6.335179323119495380e-03
2.732651065819341474e-02,3.740458744386582168e+01,6.279430956382346807e+01,4.683647631810894385e-02,1.037552035789424468e-02
4.095512566656938497e-02,2.923171947552084760e+01,4.548576837680163010e+01,3.188165884526585336e-01,2.746548377547520722e-03
1.684292281594029078e-02,5.447912945229120396e+01,9.534378569747349275e+01,4.621533149363201143e-01,4.969908385809401752e-02
1.130992152728252723e-02,6.750165595290594922e+01,9.492946681711626411e+01,4.242047384151199640e-01,1.297927618277197603e-01
4.860532500579196891e-02,6.175985635956777031e+01,6.224437252159285805e+01,8.325163686737813151e-02,6.043796117042135249e-03
4.428533067848213628e-02,5.121114110451843970e+01,8.485265725417474414e+01,1.958145393922037791e-01,8.176273576994208883e-03
4.433845313580758035e-02,1.804821578915271374e+01,3.438591453439274659e+01,1.286871341665352664e-01,1.149859804045799162e-03
2.647275176711735151e-02,5.671274792431855616e+01,2.083573137770641637e+01,1.048541023816410567e-01,5.262054782039750182e-03
6.590843968480726914e-03,2.871762409137414807e+01,8.697167322870076589e+01,2.117327681953203866e-01,1.589987898403735223e-01
3.843335787229124056e-02,7.585655091790565052e+01,4.600210013234046613e+01,6.522291129421753375e-02,8.503216395480942338e-03
4.055710363172996408e-02,9.277783302461617154e+01,5.857284901722935189e+01,2.108575403947930971e-01,1.184548594739601168e-02
4.843088548753773925e-02,8.858601144016411411e+01,7.700624003725781108e+01,1.574904792413860388e-01,1.077968828244953853e-02
6.610125171297103787e-03,1.722779762194009834e+01,9.593443147101447721e+01,3.121862925942753830e-01,1.145190419688465466e-01
4.157652462336560578e-02,4.219434908630443459e+01,4.287304197204544920e+01,4.112348806314133909e-01,3.504405301565768818e-03
2.015591547676305606e-02,3.275501180362500264e+01,3.005036529323274053e+01,3.216961623426846106e-01,6.317344737364051672e-03
3.499653711927284278e-02,1.256927469100591566e+01,1.173034233908747126e+01,2.707274274668090563e-01,4.039063089777194322e-04
4.552521332252765923e-02,9.988756636263080679e+01,5.783870298563915924e+01,2.456746155552513855e-02,1.034502441235019173e-02
1.632281471059993105e-02,3.158842332231469285e+01,1.643246360334853051e+01,3.142118155912808075e-01,4.415910696249508889e-03
4.970426988117061795e-02,2.176570647539139358e+01,5.554718014662624626e+01,1.590494932895089031e-01,1.796065946207265219e-03
6.703191113579313326e-03,6.875225357186340602e+01,6.591126097084837454e+01,4.656646231343377074e-01,1.915411436048080340e-01
1.016220135782223630e-02,2.609292184507319234e+01,3.271840064810281490e+01,1.376946513972077124e-01,1.485058745865338106e-02
2.663049835035842874e-02,3.109414590093680530e+01,3.777537292723290108e+01,5.910350944047981780e-02,5.260375253889464434e-03
3.735278674444252739e-02,1.636897686430041077e+01,8.311119741689431351e+01,1.905844663757698676e-01,3.525253567270124431e-03
4.669222695355784020e-02,6.522538145825969025e+01,5.245321255275940331e+01,2.094700942469507332e-01,5.693429309775803818e-03
4.312721513975350390e-02,7.337507535217194743e+01,6.334193371732097688e+01,4.458620007328770729e-01,8.354224714771542673e-03
4.867310037159341962e-02,7.032548621998145677e+01,2.316979003209249655e+01,3.213570073336947663e-01,2.405219438060931820e-03
2.486113877411092257e-02,3.581985630645868213e+01,7.853875524980574596e+01,1.989890187003657274e-01,1.459423167101045124e-02
2.328419264055597848e-02,6.768774295013676578e+01,7.580645538687299734e+01,8.768995248185706970e-02,2.995145721770481675e-02
3.152525415325053287e-02,9.055092921194224687e+01,2.179874646542475602e+01,3.619452401411116238e-02,6.693930638711135910e-03
3.613770396551325981e-02,3.243220354662558691e+01,9.850315865579021590e+01,1.982376398815330898e-01,8.921260640864429534e-03
4.562965198285164753e-02,2.964321413016034157e+01,1.555377274665471177e+01,2.077807312096676129e-01,7.950211775578398810e-04
3.164105415958359813e-02,8.361445116664116028e+01,7.787025020926211027e+01,4.074302262737041769e-01,2.106173808396490793e-02
4.576855773119385684e-02,3.975640000783069183e+01,2.835527725200905280e+01,3.633944471575036306e-01,1.850001491121335212e-03
2.370552646312453979e-02,9.161542905040801088e+01,9.643397742090209590e+01,4.612720575798761602e-01,4.713054755635601167e-02
3.971112957715395436e-02,8.085390905146358875e+01,5.619413025040959297e+01,3.769576353162964466e-01,9.775632942960004595e-03
4.991303555298551298e-02,2.051258155722907617e+01,6.129466145507002039e+01,4.621213112809358647e-01,1.682589268968276430e-03
8.544636712768241549e-03,1.367176057189010763e+01,7.388759469821309267e+01,4.034373099627671100e-01,2.969666731493936229e-02
3.682598166247123828e-02,8.149203849663183519e+01,9.869758192972405197e+01,4.601753834078268768e-01,1.982952382226991009e-02
4.564219364971543180e-02,5.047681415775581115e+01,2.247503506068399659e+01,1.307938384132738552e-01,1.983067119442487834e-03
4.525209069560633818e-02,1.703895517492358991e+01,8.655035357404463525e+01,9.162695859759184547e-02,2.703722785761510528e-03
4.427413657278853748e-02,8.939538815017994011e+01,9.342712905758804709e+01,2.073235852701832416e-02,1.612270007761320428e-02
1.754362205067324515e-02,1.180926348262062220e+01,1.641759462672314385e+01,3.745263433059612956e-01,1.463196970600558634e-03
2.328354071737767303e-02,7.417607434054234261e+01,5.706191583222477703e+01,3.335831655958729769e-01,2.264171401978273129e-02
2.786435132789406507e-02,5.712681935241522524e+01,6.356884466702727821e+01,2.658837071757918502e-01,1.502376530325613864e-02
4.863527656618822637e-02,5.605932867561121924e+01,7.092576498301880861e+01,2.939121009066336665e-01,6.019572057150353837e-03
1.695031568150812476e-02,8.523994038925094685e+01,2.846275572601862791e+01,1.400073260012792420e-01,2.072382099949159756e-02
3.472232453786903289e-02,6.932862052788003382e+01,3.677770231973447324e+01,3.369830258722195104e-01,6.989153348683963332e-03
3.919006136551961283e-02,6.589600229710809742e+01,6.554935495761498032e+01,9.880060000755236382e-02,1.024833207760842725e-02
1.160097043593050214e-02,8.808238155642284539e+01,3.251489596320787001e+01,2.260849668169776505e-01,4.085374086763486623e-02
4.416547084345034957e-02,9.271708033259970705e+01,9.741236619585755818e+01,2.596711049701677654e-01,1.698630388216680609e-02
2.773530602732110842e-02,6.718612434333412864e+01,9.776710090801958586e+01,6.734673831256238197e-02,2.987445203972799793e-02
4.803331444199453182e-02,9.169132995566661748e+01,7.311318541806295457e+01,4.951457552074651214e-01,9.576275252367268120e-03
4.503610207833779605e-02,5.331330519317936734e+01,4.033248798528491363e+01,1.817679262090445280e-01,3.842010873262149961e-03
4.763475373391939938e-02,1.900662732878000938e+01,9.326984380676634601e+01,4.216640489267431957e-01,2.700866441146104573e-03
1.322680752783313672e-02,1.151981963784715290e+01,7.322657818419810383e+01,1.305921629447395760e-01,1.215633821618016669e-02
4.255920801376537888e-02,1.332811605133725941e+01,8.159269033469641386e+01,2.689749546238601186e-02,2.246261438366643597e-03
4.382687066522742564e-02,9.644863423082264831e+01,4.727248164272992170e+01,1.999148846241990407e-01,8.570994241680961884e-03
4.762752410061688729e-02,2.264625115600948391e+01,7.754715581239521782e+01,1.668791708453060130e-01,2.866005204732993174e-03
3.422961685979802882e-02,1.476076271781295546e+01,1.066211849108711185e+01,3.849422975184920159e-01,4.304953901575870419e-04
2.158394282709047776e-02,9.741015272407902614e+01,2.851473795154600666e+01,2.608145969600363934e-01,1.640999345007701157e-02
3.141014389910130183e-02,4.643200117231115343e+01,3.926341219209125910e+01,3.534393325805778030e-01,5.889324179197900043e-03
1.210469430762083423e-02,9.602229875505291545e+01,9.196788642593327268e+01,4.530062420710318505e-01,1.515694518177734817e-01
4.982837790108882170e-02,6.642060971491233090e+01,3.561424189840037968e+01,1.164338201454884758e-01,3.496806922696813359e-03
3.749989951971473973e-02,3.700877813301509889e+01,6.193644757402275047e+01,2.302796670220425002e-01,5.749065188514783029e-03
2.028005193149313642e-02,5.453166579170516570e+01,7.283470126793451982e+01,1.980126519891232117e-01,2.830945677682966677e-02
4.634936223054654525e-02,4.321959809653939288e+01,9.325764583200312074e+01,2.579121103367841283e-01,6.873900517492536298e-03
3.705758936478751459e-02,9.511666117120670094e+01,3.413151693514509333e+01,1.487926183584343809e-01,8.319842246829812701e-03
1.999060447819680023e-02,4.499174838956103173e+01,1.213644048952303223e+01,3.550190318496653785e-01,3.452965537407184839e-03
4.682230274562396849e-02,5.957718253055136159e+01,2.907214985386740835e+01,4.830902091978024893e-01,2.577485416285645297e-03
1.959538430528174474e-02,1.486194798622754831e+01,4.644880772426461135e+01,4.737936441024560574e-01,4.438764482192040194e-03
1.939824605526288548e-02,1.080979425220247236e+01,2.497794461188507853e+01,4.852936026554497961e-01,1.697236722808386031e-03
6.337611315014525688e-03,5.294733530963655710e+01,6.544854746074298646e+01,8.590799438145607647e-02,1.823027320836718146e-01
3.654086417899836403e-02,3.384273725152995382e+01,4.719860844801173982e+01,1.403150175504782049e-01,4.227172744548458871e-03
9.860070962758258825e-03,4.482407280482327394e+01,1.402804220536490298e+01,1.539617180587638523e-01,1.062349678939150145e-02
7.190251098744181169e-03,4.381183783516026153e+01,9.664381940213253586e+01,4.780548423269166403e-01,2.257382825079653210e-01
3.452304903271010555e-02,7.395471677181330961e+01,9.161193251814077598e+01,4.676727644358921188e-01,1.856981984063314425e-02
4.857598431007985329e-02,2.410335886944792350e+01,2.175780781179533818e+01,2.722456271872232270e-01,7.887850427861382028e-04
7.887933071926011772e-03,9.644170417205849333e+01,5.532619271145841822e+01,3.806127861745825514e-01,1.518991894880332150e-01
3.919310452139831286e-02,1.654729507360459451e+01,7.676580545239106357e+01,2.753385183557110483e-01,2.937816224442908047e-03
1.528972214209888512e-02,3.088556083849928413e+01,9.732318444842138661e+01,3.277659466584827985e-01,3.646065713583269974e-02
4.375548719626018435e-02,2.269643508629742001e+01,3.726127985325640424e+01,4.702867663117615837e-03,1.621406139208198720e-03
5.546492857419181750e-03,4.968305649376546285e+01,3.882330340130126700e+01,4.208083297025139169e-01,8.166021662414123250e-02
1.373671629956813370e-02,1.882330796408546192e+01,4.805707864959527598e+01,4.309364130865604436e-01,1.003480212672544850e-02
4.888153719710089384e-02,2.187786635843133709e+01,9.344878754961642642e+01,4.078971575913933334e-01,2.974431776876149819e-03
3.089257136751603905e-02,4.547341983156579204e+01,5.282764313745195039e+01,4.005969591741341818e-01,7.909366571855034819e-03
1.092736033470434465e-02,1.042712284639150866e+01,7.442103824920828004e+01,3.597602882368126087e-01,1.477095174962032506e-02
5.212371072200197575e-03,9.103200337496440397e+01,7.370300643235503912e+01,3.121161485970662119e-01,5.949556746402321350e-01
2.340644964900954680e-02,2.109854621842239553e+01,8.386548466604628516e+01,3.861914937559598471e-01,9.688363099600093981e-03
2.454918986497951414e-02,3.724025052266303959e+01,5.848938004996904283e+01,7.971161328804809987e-02,1.133645200799623075e-02
2.897615284014118386e-02,9.184713980754574436e+01,1.002754882565781713e+01,4.726791204909740474e-01,3.177316494990939204e-03
3.563590605665049177e-02,4.573396937831520859e+01,1.299102724935114495e+01,3.734020207542821379e-01,1.525073716398910517e-03
1.192888121755907721e-02,5.134009531481758870e+01,5.995359294259436922e+01,2.056409986466985473e-01,4.817428714988320620e-02
1.932632209268040149e-02,8.007856549365946819e+01,9.724204720053906215e+01,7.049179429020419052e-02,6.585121670363934532e-02
7.384357468368562064e-03,5.658310250043253831e+01,9.422730611543974533e+01,4.826093419255658157e-01,2.587528997883342119e-01
4.984267394422960823e-02,3.283950296206224806e+01,9.086244033205018411e+01,2.648748250072973653e-01,4.379611210063118210e-03
2.407326401165284235e-02,7.720333046122692622e+01,6.125811556926149137e+01,4.045361462061342062e-01,2.351418664279235349e-02
3.553182999743232512e-02,2.460092168360958809e+01,2.297056901384942407e+01,9.220095659994559378e-02,1.562625446804654251e-03
1.783684463227225292e-02,8.792427759869354986e+01,2.928164696278602008e+01,2.139611860636027596e-01,2.023468571368659819e-02
1.139980446455275340e-02,4.322804642534013908e+01,6.986411602890737527e+01,4.270088574587662111e-01,5.031596816353715862e-02
1.370905493302655882e-02,5.056696281344373745e+01,3.897747386591856866e+01,2.661540588229329707e-01,2.257251798826208702e-02
5.683565453270454822e-03,7.632294269649176499e+01,5.780344331468531749e+01,4.136118179088680291e-01,2.390478736278059124e-01
3.597253705091891379e-02,2.912415942474050468e+01,1.953389167857613984e+01,4.406188739370975327e-01,1.397684485435737129e-03
4.953602937494280128e-02,8.017908234637300779e+01,2.007679169119561280e+01,4.611752630477899406e-01,2.164846987086396779e-03
9.122042169369877843e-03,2.616015055459001815e+01,6.360080098391371450e+01,2.405544871436938736e-01,4.149312438789029556e-02
1.243579957133894749e-02,3.990912158686058575e+01,1.289455215044169201e+01,4.411271429769436092e-01,5.924285706774121488e-03
4.107635716464543008e-02,4.377748300996611874e+01,5.150033905416658797e+01,4.238303075622823490e-02,4.886622718041356596e-03
3.363750334569003131e-02,1.482208904672223149e+01,5.720972446205013284e+01,1.352556194337762863e-01,2.610648135790722118e-03
4.765099150409442263e-02,4.215806476029184324e+01,6.786564303841231549e+01,2.119224671788378922e-01,4.602070866836475635e-03
2.141204294948691189e-02,1.980775168819724641e+01,8.865304724185541829e+01,4.579957757985073097e-01,1.092550486782428026e-02
2.426280632281549790e-02,1.048801798841446775e+01,3.329881422799228119e+01,4.370725202645017737e-01,1.632394629242313756e-03
1.788811363485592193e-02,5.290162157836208223e+01,5.444394331180092905e+01,4.218219824676799901e-01,2.213458603779885903e-02
4.119751369273422226e-02,9.061470905459290748e+01,2.254378506465545229e+01,3.026558999858347532e-02,4.361576137868909686e-03
1.343823416925043514e-02,5.501412352271287176e+01,2.098405538139686399e+01,4.260524597559039450e-01,1.225875761176555695e-02
2.209103991245862236e-02,8.351274640040011832e+01,2.112256076785773828e+01,4.034068657567684846e-01,9.531177241236503048e-03
3.467291168580549643e-02,4.619694011860178051e+01,7.994882337066927391e+01,9.545883482834793821e-02,1.106036236131261591e-02
4.610228621405610544e-02,5.870247517906826573e+01,5.320217976778788938e+01,3.822857271746103458e-01,5.055007422041396005e-03
4.157733273135136992e-02,1.984174599570593145e+01,8.279931351202144185e+01,6.705110692493265745e-02,3.543911474913026289e-03
8.823317714280569379e-03,6.372127956329811838e+01,6.954207251832390568e+01,1.286038306972714373e-02,1.276465611719335425e-01
4.388357725163127138e-02,1.430695368338628448e+01,9.314113516257128822e+01,3.192436270591447744e-01,2.485036940622097935e-03
4.060965495678927478e-02,7.964281989020217623e+01,5.903517534463901484e+01,3.431205880627952176e-04,1.045854945317238258e-02
2.618304653617039429e-02,7.436845706350311502e+01,1.367938582812383075e+01,4.748326977752007627e-01,4.108701393510579350e-03
2.991994664963423117e-02,7.420114201715101387e+01,2.057011718734141326e+01,1.737427705230510377e-01,5.550996800601599654e-03
2.494459569482036093e-02,1.023722956550505891e+01,3.920533953808467942e+01,7.856945842468415764e-02,1.989616969493085245e-03
7.495804774207488058e-03,4.649752471384742591e+01,3.849129008802276530e+01,4.166943709887008240e-01,4.632709984546150989e-02
1.941268655794037290e-02,3.673553113010051874e+01,4.734685618710319943e+01,1.924614825713095723e-01,1.253006578260497557e-02
4.608880363318029055e-02,8.527043605946120408e+01,3.795478712002503840e+01,4.166738853561623990e-01,5.139097845967710403e-03
3.193872296279624129e-02,7.677037600096105052e+01,9.677660018046559287e+01,1.513392613450004753e-01,2.609007469223082257e-02
9.418185147936948207e-03,3.236645323738306956e+01,6.233858836434307449e+01,3.371439928465937985e-01,4.574076892528322613e-02
2.981484078076725858e-02,6.837700749698778679e+01,4.983893136257179890e+01,4.083670078837184914e-01,1.182855646400849357e-02
3.282940120977382442e-02,2.738851883560973022e+01,4.550607927833348043e+01,3.219357905711325296e-01,3.796421389474071827e-03
4.150573834449420435e-02,3.374217216175006229e+01,5.338294797517246337e+01,3.560197080632824251e-01,3.595998514276485102e-03
3.117135930435434993e-02,2.489144875728212725e+01,8.915473938068188886e+01,3.613384064777273030e-01,7.615594798340548019e-03
1.406047084032167362e-02,1.270187128132363696e+01,3.312768764163821089e+01,7.881586617715019560e-02,4.727949851796380346e-03
4.864677973075194617e-02,7.003128653131280146e+01,2.800521992479669109e+01,1.798860669632029730e-01,3.007702937506905559e-03
1.833192001489375791e-02,6.755482465329794195e+01,8.238484135378618589e+01,8.229188268429882269e-02,4.886089378809407857e-02
3.764137699806037463e-02,5.960066596515515869e+01,5.103477475818932163e+01,4.290368836431349697e-01,7.029406482928731055e-03
3.594764510808610286e-02,7.108357463224756145e+01,3.434770988643958134e+01,3.377852696967484358e-01,6.295401634911772411e-03
4.654745367124921152e-02,5.408142434992173264e+01,8.312777364215118325e+01,3.880782851439716907e-01,7.231122815230140756e-03
3.942620791766542759e-02,8.433079044540396296e+01,5.021555373531531785e+01,3.903531279822397004e-01,9.152355001179307559e-03
2.244672323585370985e-02,8.407386823556552713e+01,6.822850771346752197e+01,4.962743990143754780e-01,3.086967290754437029e-02
7.160784053805667286e-03,3.503764268956106065e+01,8.002419393291850724e+01,3.763251896574337230e-01,1.286306960610437145e-01
3.453520130764680535e-02,1.754179228117276068e+01,2.530087595018268232e+01,3.768701588208922537e-01,1.204017152731930553e-03
5.534840301313328527e-03,6.259791731807754900e+01,7.228257003804280600e+01,4.552851753999397899e-01,3.209663366230149362e-01
7.358130998554414555e-03,1.318678148664504590e+01,6.953435953370049560e+01,2.090100368684096876e-01,3.674501048142091164e-02
6.042255789791770026e-03,3.649295644484394785e+01,9.687394485560032820e+01,1.244125185243667997e-01,3.231017285072438350e-01
3.079087171551543600e-02,8.356734598680537829e+01,8.430747067942127160e+01,3.960782611214277993e-01,2.420042699569653968e-02
4.043491301569798746e-02,1.343868485906143206e+01,9.269435876446773648e+01,3.672417078040782212e-01,2.670867174573952896e-03
8.161342662455000826e-03,2.447146706841938979e+01,8.714382531175493796e+01,1.500518157186714330e-01,8.518242776239770553e-02
1.936834210670554043e-02,5.545245823558425258e+01,3.354512672383189198e+01,3.455240988438421645e-01,1.259662218709761000e-02
2.206307772319879290e-02,8.059969051505490256e+01,9.467731676875189351e+01,4.044717581513071480e-01,4.702645241708516138e-02
4.547441221431499508e-02,6.012821034001981246e+01,5.152160701011541022e+01,2.549871422467101523e-01,5.366827472335551977e-03
3.408512356063302107e-02,6.960959225535465578e+01,9.969616255558872808e+01,4.581155377305794474e-01,1.975219009323055455e-02
2.321379491277704085e-02,4.835700774334448937e+01,4.130683565484206810e+01,3.045142844979720209e-02,1.110709134667587847e-02
4.649039414407548504e-02,5.909060838388597858e+01,6.296730633563058888e+01,2.987058740742840057e-01,6.128409988848050778e-03
3.592090436370549977e-02,4.762747573925157241e+01,5.629377744547106488e+01,3.074687937063530496e-02,7.422958692749800566e-03
3.525109109879873137e-02,8.825099754823193621e+01,7.401939955437576657e+01,3.350690074519280248e-01,1.791801240185857819e-02
3.704419746367784705e-02,3.789524342279751323e+01,8.059638984190131339e+01,3.981513526625206634e-01,7.525477042266370993e-03
2.938225495050124716e-02,2.014738388956856241e+01,9.413766251345464298e+01,3.528964697736334255e-01,7.292402380543769151e-03
2.603743395669341418e-02,6.863920955572847049e+01,3.480655831286429702e+01,3.573973503960679587e-01,1.037441224768068625e-02
4.876212304736010639e-02,7.262847935586509607e+01,9.878857126123367038e+01,4.549532747727438875e-01,1.030017743448792024e-02
3.073221567901615603e-02,1.623643794877682822e+01,9.194901066267973988e+01,4.305132574103626153e-02,5.631610093216953689e-03
2.327889323253568704e-02,7.567202237805307163e+01,5.701884942508303311e+01,3.274607586541727344e-01,2.313505186743371883e-02
9.210921373972410717e-03,8.692812205913878643e+01,5.708276419919730671e+01,3.366196434156439321e-01,1.118794876742682104e-01
1.365167060602836928e-02,1.926586793196914016e+01,4.891744427150188557e+01,3.562480733597455651e-01,1.091807113192820762e-02
4.924803131861592298e-02,5.373738087244635864e+01,1.179423592881770411e+01,3.125667674180684363e-01,9.154468749536053256e-04
4.827670596848011864e-02,2.185178871928926014e+01,9.401640483836382600e+01,4.836530714655015717e-01,2.957436319459091044e-03
