t,N,reproductive_adult_abundance,dN_dt
1.982796559311862383e+00,1.543181006991448214e+02,1.072462831484475743e+02,3.046200372870177020e+01
1.984396879375875278e+00,1.543672738870522778e+02,1.072545838665946860e+02,3.099170662729862613e+01
1.985997199439887950e+00,1.544172914361421647e+02,1.072631655158796917e+02,3.151776328400212535e+01
1.987597519503900845e+00,1.544681474952151348e+02,1.072720293331289270e+02,3.204010258308603909e+01
1.989197839567913517e+00,1.545198361308130188e+02,1.072811765283599215e+02,3.255865735575568465e+01
1.990798159631926412e+00,1.545723513272190530e+02,1.072906082847813281e+02,3.307336453746296456e+01
1.992398479695939084e+00,1.546256869864576800e+02,1.073003257587929511e+02,3.358416532792624309e+01
1.993998799759951979e+00,1.546798369282946624e+02,1.073103300799857891e+02,3.409100535381062969e+01
1.995599119823964873e+00,1.547347948902370263e+02,1.073206223511419353e+02,3.459383483401008874e+01
1.997199439887977546e+00,1.547905545275330894e+02,1.073312036482346770e+02,3.509260874746220082e+01
1.998799759951990440e+00,1.548471094131725181e+02,1.073420750204284388e+02,3.558728700340992646e+01
2.000400080016003113e+00,1.549044530378861566e+02,1.073532374900787971e+02,3.607783461400953229e+01
2.002000400080016007e+00,1.549625788101462263e+02,1.073646920527324937e+02,3.656422186916747563e+01
2.003600720144028902e+00,1.550214800561661832e+02,1.073764396771274079e+02,3.704642451347118737e+01
2.005201040208041796e+00,1.550811500199008321e+02,1.073884813051925846e+02,3.752442392505940916e+01
2.006801360272054247e+00,1.551415818630461843e+02,1.074008178520482062e+02,3.799820729625727722e+01
2.008401680336067141e+00,1.552027686650396276e+02,1.074134502060056207e+02,3.846776781578193294e+01
2.010002000400080036e+00,1.552647034230597285e+02,1.074263792285673276e+02,3.893310485229505957e+01
2.011602320464092930e+00,1.553273790520264583e+02,1.074396057544269780e+02,3.939422413906569886e+01
2.013202640528105825e+00,1.553907888926776479e+02,1.074531305835675710e+02,3.985113740058751119e+01
2.014802960592118275e+00,1.554549273517061181e+02,1.074669544604319640e+02,4.030386181333998508e+01
2.016403280656131169e+00,1.555197873674705988e+02,1.074810781126679302e+02,4.075242297737507613e+01
2.018003600720144064e+00,1.555853619148720384e+02,1.074955022399499143e+02,4.119685346853254515e+01
2.019603920784156958e+00,1.556516441364356069e+02,1.075102275123903297e+02,4.163719287839925443e+01
2.021204240848169853e+00,1.557186273423108105e+02,1.075252545705395590e+02,4.207348799671311212e+01
2.022804560912182303e+00,1.557863050102713487e+02,1.075405840253859395e+02,4.250579299243962339e+01
2.024404880976195198e+00,1.558546707857152569e+02,1.075562164583557916e+02,4.293416959303835512e+01
2.026005201040208092e+00,1.559237184816648778e+02,1.075721524213133762e+02,4.335868726139207041e+01
2.027605521104220987e+00,1.559934420787667761e+02,1.075883924365609516e+02,4.377942336984278171e+01
2.029205841168233437e+00,1.560638357252917672e+02,1.076049369968387026e+02,4.419646337073280762e+01
2.030806161232246332e+00,1.561348937371350587e+02,1.076217865653248253e+02,4.460990096281486927e+01
2.032406481296259226e+00,1.562066105978160522e+02,1.076389415756354566e+02,4.501983825285044816e+01
2.034006801360272121e+00,1.562789809584783995e+02,1.076564024318247021e+02,4.542638591167825268e+01
2.035607121424285015e+00,1.563519996378901169e+02,1.076741695083846224e+02,4.582966332398996201e+01
2.037207441488297466e+00,1.564256616224434140e+02,1.076922431502452611e+02,4.622979873101102299e+01
2.038807761552310360e+00,1.564999620661548647e+02,1.077106236727746165e+02,4.662692936523738041e+01
2.040408081616323255e+00,1.565748962906652650e+02,1.077293113617786560e+02,4.702120157633930830e+01
2.042008401680336149e+00,1.566504597852396614e+02,1.077483064735013301e+02,4.741277094730153152e+01
2.043608721744349044e+00,1.567266482067674644e+02,1.077676092346245298e+02,4.780180239982255586e+01
2.045209041808361494e+00,1.568034573797622784e+02,1.077872198422681009e+02,4.818847028795537568e+01
2.046809361872374389e+00,1.568808832963620716e+02,1.078071384639899151e+02,4.857295847893449547e+01
2.048409681936387283e+00,1.569589222189677855e+02,1.078273652412516412e+02,4.895546031053187619e+01
2.050010002000400178e+00,1.570375723280971272e+02,1.078479003377824199e+02,4.933617687020996811e+01
2.051610322064413072e+00,1.571168310134575279e+02,1.078687438383577444e+02,4.971531990274766599e+01
2.053210642128425523e+00,1.571966954742905500e+02,1.078898957838692780e+02,5.009311121359493768e+01
2.054810962192438417e+00,1.572771633997665219e+02,1.079113561966004653e+02,5.046978194417118857e+01
2.056411282256451312e+00,1.573582329689843959e+02,1.079331250802264748e+02,5.084557254905904244e+01
2.058011602320464206e+00,1.574399028509720040e+02,1.079552024198142277e+02,5.122073275192295227e+01
2.059611922384477101e+00,1.575221722046857451e+02,1.079775881818223695e+02,5.159552147880998518e+01
2.061212242448489551e+00,1.576050406790108980e+02,1.080002823141013124e+02,5.197020676746596735e+01
2.062812562512502446e+00,1.576885084127613936e+02,1.080232847458932355e+02,5.234506565128880595e+01
2.064412882576515340e+00,1.577725760346799575e+02,1.080465953878319993e+02,5.272038401651688133e+01
2.066013202640528235e+00,1.578572446634379673e+02,1.080702141319432741e+02,5.309645643125463010e+01
2.067613522704541129e+00,1.579425159076356238e+02,1.080941408516444255e+02,5.347358594491989692e+01
2.069213842768553580e+00,1.580283918658017797e+02,1.081183754017446006e+02,5.385208385671391795e+01
2.070814162832566474e+00,1.581148751263940824e+02,1.081429176184446703e+02,5.423226945171371938e+01
2.072414482896579369e+00,1.582019687677989452e+02,1.081677673193372726e+02,5.461446970320756122e+01
2.074014802960592263e+00,1.582896763583313771e+02,1.081929243034067554e+02,5.499901893991519586e+01
2.075615123024604713e+00,1.583780019562352379e+02,1.082183883510292333e+02,5.538625847676665614e+01
2.077215443088617608e+00,1.584669501096831539e+02,1.082441592239725878e+02,5.577653620795028644e+01
2.078815763152630502e+00,1.585565258567763465e+02,1.082702366653963963e+02,5.617020616098957930e+01
2.080416083216643397e+00,1.586467347255448885e+02,1.082966203998520172e+02,5.656762801066410873e+01
2.082016403280656291e+00,1.587375827339475620e+02,1.083233101332825612e+02,5.696916655165521348e+01
2.083616723344668742e+00,1.588290763898718296e+02,1.083503055530228210e+02,5.737519112887503070e+01
2.085217043408681636e+00,1.589212229522516679e+02,1.083776063985648648e+02,5.778607483407729006e+01
2.086817363472694531e+00,1.590140308240107458e+02,1.084052124318953929e+02,5.820219334736427186e+01
2.088417683536707425e+00,1.591075089193888061e+02,1.084331233143973776e+02,5.862392476869118951e+01
2.090018003600720320e+00,1.592016667136320507e+02,1.084613387118085228e+02,5.905164897643595623e+01
2.091618323664732770e+00,1.592965142449799885e+02,1.084898582951722688e+02,5.948574683275115405e+01
2.093218643728745665e+00,1.593920621146655776e+02,1.085186817408378914e+02,5.992659934328458604e+01
2.094818963792758559e+00,1.594883214869151402e+02,1.085478087304604031e+02,6.037458677025009024e+01
2.096419283856771454e+00,1.595853040889483054e+02,1.085772389510006519e+02,6.083008769879436528e+01
2.098019603920784348e+00,1.596830222109780948e+02,1.086069720947252080e+02,6.129347805678166594e+01
2.099619923984796799e+00,1.597814887062108937e+02,1.086370078592064772e+02,6.176513008830241347e+01
2.101220244048809693e+00,1.598807169908465085e+02,1.086673459473226302e+02,6.224541128141360957e+01
2.102820564112822588e+00,1.599807210440780239e+02,1.086979860672576166e+02,6.273468325081558561e+01
2.104420884176835482e+00,1.600815154080919456e+02,1.087289279325011648e+02,6.323330057640514212e+01
2.106021204240848377e+00,1.601831151880681716e+02,1.087601712618488250e+02,6.374160959885536215e+01
2.107621524304860827e+00,1.602855360521798502e+02,1.087917157794018692e+02,6.425994717362253539e+01
2.109221844368873722e+00,1.603887942315936641e+02,1.088235612145674054e+02,6.478863938502594522e+01
2.110822164432886616e+00,1.604929065204695178e+02,1.088557073020583346e+02,6.532800022229133674e+01
2.112422484496899511e+00,1.605978902759607649e+02,1.088881537818932657e+02,6.587833021972831204e+01
2.114022804560912405e+00,1.607037634182141232e+02,1.089209003993966860e+02,6.643991506346394260e+01
2.115623124624924856e+00,1.608105444303695606e+02,1.089539469051987908e+02,6.701302416743902768e+01
2.117223444688937750e+00,1.609182523585606361e+02,1.089872930552356110e+02,6.759790922165183247e+01
2.118823764752950645e+00,1.610269061409705671e+02,1.090209386314493116e+02,6.819480355375317515e+01
2.120424084816963539e+00,1.611365235090181329e+02,1.090548835068507998e+02,6.880392206852764048e+01
2.122024404880975990e+00,1.612471250740923949e+02,1.090891275247201122e+02,6.942545464265698740e+01
2.123624724944988884e+00,1.613587316768423534e+02,1.091236705410138939e+02,7.005956783255759035e+01
2.125225045009001779e+00,1.614713640902950260e+02,1.091585124316284379e+02,7.070640371401890434e+01
2.126825365073014673e+00,1.615850430198556467e+02,1.091936530923997850e+02,7.136607835161224500e+01
2.128425685137027568e+00,1.616997891033075234e+02,1.092290924391036810e+02,7.203868026958906512e+01
2.130026005201040018e+00,1.618156229108121238e+02,1.092648304074555483e+02,7.272426892947493116e+01
2.131626325265052913e+00,1.619325649449091316e+02,1.093008669531106136e+02,7.342287321980117554e+01
2.133226645329065807e+00,1.620506356405162194e+02,1.093372020516637093e+02,7.413448996365815447e+01
2.134826965393078702e+00,1.621698553649292762e+02,1.093738356986494438e+02,7.485908244996925021e+01
2.136427285457091596e+00,1.622902444178222936e+02,1.094107679095421162e+02,7.559657899458855468e+01
2.138027605521104046e+00,1.624118230312474225e+02,1.094479987197557307e+02,7.634687153750977018e+01
2.139627925585116941e+00,1.625346113696349732e+02,1.094855281846440249e+02,7.710981428264128112e+01
2.141228245649129835e+00,1.626586295297933304e+02,1.095233563795004557e+02,7.788522238673903075e+01
2.142828565713142730e+00,1.627838975409090096e+02,1.095614833995581421e+02,7.867287070421359374e+01
2.144428885777155624e+00,1.629104353645466858e+02,1.095999093599899652e+02,7.947249259461676729e+01
2.146029205841168075e+00,1.630382628946491934e+02,1.096386343959084826e+02,8.028377879967838737e+01
2.147629525905180969e+00,1.631673984752905824e+02,1.096776586392595476e+02,8.110637820544368992e+01
2.149229845969193864e+00,1.632978572592601836e+02,1.097169822182353158e+02,8.193989895640591214e+01
2.150830166033206758e+00,1.634296577824979124e+02,1.097566053605682441e+02,8.278389957174633196e+01
2.152430486097219653e+00,1.635628176189254361e+02,1.097965282987648266e+02,8.363789341018556911e+01
2.154030806161232103e+00,1.636973530519178723e+02,1.098367512640778330e+02,8.450134841619127712e+01
2.155631126225244998e+00,1.638332790743039880e+02,1.098772744865063231e+02,8.537368657883762069e+01
2.157231446289257892e+00,1.639706093883658582e+02,1.099180981947955900e+02,8.625428350780558162e+01
2.158831766353270787e+00,1.641093564058391792e+02,1.099592226164371880e+02,8.714246813260905355e+01
2.160432086417283681e+00,1.642495312479130405e+02,1.100006479776689758e+02,8.803752253084135759e+01
2.162032406481296132e+00,1.643911437452300675e+02,1.100423745034750311e+02,8.893868189094501986e+01
2.163632726545309026e+00,1.645342024378864210e+02,1.100844024175857641e+02,8.984513461466318063e+01
2.165233046609321921e+00,1.646787145754317407e+02,1.101267319424777753e+02,9.075602256393295875e+01
2.166833366673334815e+00,1.648246861168690600e+02,1.101693632993739982e+02,9.167044145658159948e+01
2.168433686737347266e+00,1.649721217306549761e+02,1.102122967082435849e+02,9.258744141470081956e+01
2.170034006801360160e+00,1.651210247946996503e+02,1.102555323878019919e+02,9.350602766909995012e+01
2.171634326865373055e+00,1.652713973963666376e+02,1.102990705555109088e+02,9.442516142268907231e+01
2.173234646929385949e+00,1.654232403324730001e+02,1.103429114275783434e+02,9.534376087508945830e+01
2.174834966993398844e+00,1.655765531092893070e+02,1.103870552189584942e+02,9.626070241016699924e+01
2.176435287057411294e+00,1.657313325026169650e+02,1.104315020620240517e+02,9.717482367438776691e+01
2.178035607121424189e+00,1.658875710883272063e+02,1.104762519662488103e+02,9.808492696657511090e+01
2.179635927185437083e+00,1.660452619923792099e+02,1.105213050788780293e+02,9.898977522295538733e+01
2.181236247249449978e+00,1.662043962044907630e+02,1.105666614919349229e+02,9.988809699591814706e+01
2.182836567313462872e+00,1.663649624408068632e+02,1.106123212336057122e+02,1.007785886344865673e+02
2.184436887377475323e+00,1.665269471438997186e+02,1.106582842682396404e+02,1.016599164606115266e+02
2.186037207441488217e+00,1.666903344827688898e+02,1.107045504963489861e+02,1.025307191005524885e+02
2.187637527505501112e+00,1.668551063528410623e+02,1.107511197546090358e+02,1.033896099672852387e+02
2.189237847569514006e+00,1.670212423759702460e+02,1.107979918158580972e+02,1.042351798891171484e+02
2.190838167633526901e+00,1.671887199004376896e+02,1.108451663890975141e+02,1.050659998789360259e+02
2.192438487697539351e+00,1.673575140009517384e+02,1.108926431194916091e+02,1.058806240377748082e+02
2.194038807761552246e+00,1.675275974786482607e+02,1.109404215883677978e+02,1.066775925856334766e+02
2.195639127825565140e+00,1.676989408610901364e+02,1.109885013132164460e+02,1.074554350117823560e+02
2.197239447889578035e+00,1.678715124022675411e+02,1.110368817476909840e+02,1.082126733360715889e+02
2.198839767953590929e+00,1.680452780825979744e+02,1.110855622816078494e+02,1.089478254720910968e+02
2.200440088017603379e+00,1.682202016089260326e+02,1.111345422409464874e+02,1.096594086823859868e+02
2.202040408081616274e+00,1.683962444686439426e+02,1.111838208761230504e+02,1.103459430165220141e+02
2.203640728145629168e+00,1.685733663628157615e+02,1.112333971466758555e+02,1.110059538651558029e+02
2.205241048209642063e+00,1.687515230125297307e+02,1.112832700226240519e+02,1.116379792615486934e+02
2.206841368273654957e+00,1.689306675758011238e+02,1.113334384217294399e+02,1.122405715420897536e+02
2.208441688337667408e+00,1.691107512220694957e+02,1.113839011247190740e+02,1.128123001258248337e+02
2.210042008401680302e+00,1.692917231321987686e+02,1.114346567752853048e+02,1.133517552784145437e+02
2.211642328465693197e+00,1.694735304984771744e+02,1.114857038800857225e+02,1.138575518856101780e+02
2.213242648529706091e+00,1.696561185246171704e+02,1.115370408087432281e+02,1.143283332229259770e+02
2.214842968593718542e+00,1.698394304257556087e+02,1.115886657938459479e+02,1.147627747079493759e+02
2.216443288657731436e+00,1.700234074284536803e+02,1.116405769309473044e+02,1.151595876216030661e+02
2.218043608721744331e+00,1.702079887706968861e+02,1.116927721785660026e+02,1.155175227845869870e+02
2.219643928785757225e+00,1.703931117018949521e+02,1.117452493581859727e+02,1.158353741752092816e+02
2.221244248849770120e+00,1.705787114828820279e+02,1.117980061542564698e+02,1.161119824748801648e+02
2.222844568913782570e+00,1.707647213859164879e+02,1.118510401141919601e+02,1.163462385276551174e+02
2.224444888977795465e+00,1.709510726946811872e+02,1.119043486483722489e+02,1.165370867004151165e+02
2.226045209041808359e+00,1.711376947042831205e+02,1.119579290301423526e+02,1.166835281305266960e+02
2.227645529105821254e+00,1.713245147212536779e+02,1.120117783958125841e+02,1.167846238481574801e+02
2.229245849169834148e+00,1.715114583967122428e+02,1.120658937370769621e+02,1.168394972812538413e+02
2.230846169233846599e+00,1.716984540773383969e+02,1.121202717673922535e+02,1.168473307503111585e+02
2.232446489297859493e+00,1.718854252405005241e+02,1.121749090539485252e+02,1.168073789450141078e+02
2.234046809361872388e+00,1.720722932057065293e+02,1.122298020270476115e+02,1.167189676863932277e+02
2.235647129425885282e+00,1.722589789751340561e+02,1.122849469483277574e+02,1.165814936245176909e+02
2.237247449489898177e+00,1.724454032336301452e+02,1.123403399107636176e+02,1.163944263756657733e+02
2.238847769553910627e+00,1.726314863487113769e+02,1.123959768386662574e+02,1.161573104638498393e+02
2.240448089617923522e+00,1.728171483705640412e+02,1.124518534876832376e+02,1.158697670587868345e+02
2.242048409681936416e+00,1.730023090320437404e+02,1.125079654447984723e+02,1.155314955032063153e+02
2.243648729745949311e+00,1.731868877486757015e+02,1.125643081283323141e+02,1.151422746232372418e+02
2.245249049809962205e+00,1.733708036186546337e+02,1.126208767879415262e+02,1.147019638164947537e+02
2.246849369873974656e+00,1.735539754228447862e+02,1.126776665046193102e+02,1.142105039133938647e+02
2.248449689937987550e+00,1.737363216247800608e+02,1.127346721906952922e+02,1.136679178081550958e+02
2.250050010002000445e+00,1.739177603706637285e+02,1.127918885898355370e+02,1.130743108569112962e+02
2.251650330066013339e+00,1.740982094893686565e+02,1.128493102770424770e+02,1.124298710412983695e+02
2.253250650130025790e+00,1.742775864924371660e+02,1.129069316586549832e+02,1.117348688968788792e+02
2.254850970194038684e+00,1.744558093158505585e+02,1.129647469851145161e+02,1.109896562180134936e+02
2.256451290258051579e+00,1.746328012207235361e+02,1.130227504049158540e+02,1.101946589434963641e+02
2.258051610322064473e+00,1.748084821065721428e+02,1.130809357942398634e+02,1.093503879539971280e+02
2.259651930386077368e+00,1.749827722051773549e+02,1.131392968724300943e+02,1.084574332580410498e+02
2.261252250450089818e+00,1.751555933844313984e+02,1.131978272294337984e+02,1.075164610723352325e+02
2.262852570514102712e+00,1.753268691483377495e+02,1.132565203258020148e+02,1.065282124181394749e+02
2.264452890578115607e+00,1.754965246370109071e+02,1.133153694926893991e+02,1.054935015090415504e+02
2.266053210642128501e+00,1.756644866266766485e+02,1.133743679318543798e+02,1.044132139366775505e+02
2.267653530706141396e+00,1.758306835296718873e+02,1.134335087156590731e+02,1.032883046617223215e+02
2.269253850770153846e+00,1.759950453944446735e+02,1.134927847870692830e+02,1.021197958182197851e+02
2.270854170834166741e+00,1.761575039055544210e+02,1.135521889596546004e+02,1.009087743400157819e+02
2.272454490898179635e+00,1.763179923836715091e+02,1.136117139175882471e+02,9.965638941871478096e+01
2.274054810962192530e+00,1.764764457855775674e+02,1.136713522156472038e+02,9.836384980317649251e+01
2.275655131026205424e+00,1.766328007041654473e+02,1.137310962792121387e+02,9.703242095112084087e+01
2.277255451090217875e+00,1.767869953684390509e+02,1.137909384042674361e+02,9.566342204390653592e+01
2.278855771154230769e+00,1.769389696435137012e+02,1.138508707574012107e+02,9.425822287597431171e+01
2.280456091218243664e+00,1.770886657021178223e+02,1.139108854298615938e+02,9.281823985972046387e+01
2.282056411282256558e+00,1.772360307495530094e+02,1.139709746022507204e+02,9.134492948898216014e+01
2.283656731346269453e+00,1.773810124744071288e+02,1.140311301610407213e+02,8.983979015299199489e+01
2.285257051410281903e+00,1.775235608405132837e+02,1.140913439187596623e+02,8.830435674055111406e+01
2.286857371474294798e+00,1.776636284726808128e+02,1.141516076496852463e+02,8.674019667410480849e+01
2.288457691538307692e+00,1.778011706566950068e+02,1.142119130898446286e+02,8.514890632936153736e+01
2.290058011602320587e+00,1.779361453393174202e+02,1.142722519370145449e+02,8.353210741784627658e+01
2.291658331666333481e+00,1.780685131282857299e+02,1.143326158507212398e+02,8.189144334502881861e+01
2.293258651730345932e+00,1.781982372923137063e+02,1.143929964522405101e+02,8.022857555654360340e+01
2.294858971794358826e+00,1.783252837610914128e+02,1.144533853245977326e+02,7.854517988486148283e+01
2.296459291858371721e+00,1.784496211252848923e+02,1.145137740125677510e+02,7.684294290854657561e+01
2.298059611922384615e+00,1.785712206365364239e+02,1.145741540226749891e+02,7.512355833595228205e+01
2.299659931986397066e+00,1.786900562074643801e+02,1.146345168231933940e+02,7.338872342489946732e+01
2.301260252050409960e+00,1.788061044116633411e+02,1.146948538441464933e+02,7.164013544949075651e+01
2.302860572114422855e+00,1.789193444837039806e+02,1.147551564773072954e+02,6.987948822482974265e+01
2.304460892178435749e+00,1.790297583191128297e+02,1.148154160762031211e+02,6.810846869995214092e+01
2.306061212242448644e+00,1.791373298365887479e+02,1.148756241707722410e+02,6.632875476480025156e+01
2.307661532306461094e+00,1.792420465157644287e+02,1.149357723105033955e+02,6.454200985145098457e+01
2.309261852370473989e+00,1.793438993014829919e+02,1.149958519009591669e+02,6.274987965584320904e+01
2.310862172434486883e+00,1.794428814551872335e+02,1.150558544083721841e+02,6.095399083685703090e+01
2.312462492498499778e+00,1.795389885549197402e+02,1.151157713596452652e+02,5.915594806650664594e+01
2.314062812562512672e+00,1.796322184953228032e+02,1.151755943423513315e+02,5.735733119862315021e+01
2.315663132626525123e+00,1.797225714876384757e+02,1.152353150047333941e+02,5.555969256240872767e+01
2.317263452690538017e+00,1.798100500597086580e+02,1.152949250557046810e+02,5.376455438658921793e+01
2.318863772754550912e+00,1.798946590559748699e+02,1.153544162648484672e+02,5.197340635923524843e+01
2.320464092818563806e+00,1.799764056374784502e+02,1.154137804624182024e+02,5.018770332764206188e+01
2.322064412882576701e+00,1.800552992818604991e+02,1.154730095393374256e+02,4.840886314199106977e+01
2.323664732946589151e+00,1.801313517833618221e+02,1.155320954471998363e+02,4.663826464585544329e+01
2.325265053010602045e+00,1.802045772528230430e+02,1.155910301982692658e+02,4.487724581593543860e+01
2.326865373074614940e+00,1.802749921176844623e+02,1.156498058654796495e+02,4.312710205277221576e+01
2.328465693138627834e+00,1.803426151219861993e+02,1.157084145824350543e+02,4.138908462353428064e+01
2.330066013202640729e+00,1.804074673263680779e+02,1.157668485434096937e+02,3.966439925735420502e+01
2.331666333266653179e+00,1.804695719344689167e+02,1.158251000113775717e+02,3.795420509755606275e+01
2.333266653330666074e+00,1.805289501201286839e+02,1.158831615434544204e+02,3.625961852670934604e+01
2.334866973394678968e+00,1.805856278754302195e+02,1.159410257276596781e+02,3.458170416790582635e+01
2.336467293458691863e+00,1.806396344334216053e+02,1.159986851862210671e+02,3.292147589409675845e+01
2.338067613522704757e+00,1.806910000288542051e+02,1.160561326662380424e+02,3.127989876419351134e+01
2.339667933586717208e+00,1.807397558981827501e+02,1.161133610396817204e+02,2.965788846972022696e+01
2.341268253650730102e+00,1.807859342795654243e+02,1.161703633033949927e+02,2.805631092330465037e+01
2.342868573714742997e+00,1.808295684128637504e+02,1.162271325790923555e+02,2.647598198546218384e+01
2.344468893778755891e+00,1.808706925396426186e+02,1.162836621133600516e+02,2.491766732571173293e+01
2.346069213842768342e+00,1.809093419031702581e+02,1.163399452776560139e+02,2.338208241369866158e+01
2.347669533906781236e+00,1.809455527484183506e+02,1.163959755683098933e+02,2.186989263564895936e+01
2.349269853970794131e+00,1.809793623220619168e+02,1.164517466065230025e+02,2.038171353118960383e+01
2.350870174034807025e+00,1.810108088724793447e+02,1.165072521383683721e+02,1.891811114528199056e+01
2.352470494098819920e+00,1.810399316497523898e+02,1.165624860347907230e+02,1.747960248979184428e+01
2.354070814162832370e+00,1.810667709056662318e+02,1.166174422916064657e+02,1.606665610901375629e+01
2.355671134226845265e+00,1.810913678937094176e+02,1.166721150295037717e+02,1.467969274329323071e+01
2.357271454290858159e+00,1.811137648690737763e+02,1.167264984940424313e+02,1.331908608477532852e+01
2.358871774354871054e+00,1.811340050886546749e+02,1.167805870556539674e+02,1.198516361917514672e+01
2.360472094418883948e+00,1.811521328110506772e+02,1.168343752096415926e+02,1.067820754742683675e+01
2.362072414482896399e+00,1.811681928218363282e+02,1.168878575810616809e+02,9.398456266855468755e+00
2.363672734546909293e+00,1.811822257789795003e+02,1.169410289966055814e+02,8.146110191708004322e+00
2.365273054610922188e+00,1.811942757396965931e+02,1.169938844283237387e+02,6.921325149116110964e+00
2.366873374674935082e+00,1.812043879253029672e+02,1.170464189705430869e+02,5.724215821642530955e+00
2.368473694738947977e+00,1.812126073359012253e+02,1.170986278487125816e+02,4.554858369817807784e+00
2.370074014802960427e+00,1.812189787503810123e+02,1.171505064194031576e+02,3.413291681331482863e+00
2.371674334866973322e+00,1.812235467264192152e+02,1.172020501703078708e+02,2.299518659183373614e+00
2.373274654930986216e+00,1.812263556004798488e+02,1.172532547202417419e+02,1.213507543046667081e+00
2.374874974994999111e+00,1.812274494878140558e+02,1.173041158191418418e+02,1.551932582406294614e-01
2.376475295059012005e+00,1.812268722824601923e+02,1.173546293480672489e+02,-8.755212131306500112e-01
2.378075615123024455e+00,1.812246676572437423e+02,1.174047913191990915e+02,-1.878763444128459525e+00
2.379675935187037350e+00,1.812208790637773177e+02,1.174545978758405482e+02,-2.854690163091699873e+00
2.381276255251050245e+00,1.812155497324607438e+02,1.175040452924167766e+02,-3.803485846768108303e+00
2.382876575315063139e+00,1.812087226724809454e+02,1.175531299744750129e+02,-4.725361311112578733e+00
2.384476895379076034e+00,1.812004406718120322e+02,1.176018484586844721e+02,-5.620552304171201996e+00
2.386077215443088484e+00,1.811907462972152700e+02,1.176501974128364196e+02,-6.489318105234119116e+00
2.387677535507101378e+00,1.811796818942391099e+02,1.176981736358441992e+02,-7.331940134206018200e+00
2.389277855571114273e+00,1.811672895872190736e+02,1.177457740577431196e+02,-8.148720574894088742e+00
2.390878175635127167e+00,1.811536112792779534e+02,1.177929957396905394e+02,-8.939981015670603881e+00
2.392478495699139618e+00,1.811386878792465041e+02,1.178398358333758722e+02,-9.706060418665735767e+00
2.394078815763152512e+00,1.811225580806611788e+02,1.178862915536124802e+02,-1.044731268990906159e+01
2.395679135827165407e+00,1.811052615275219182e+02,1.179323603430063372e+02,-1.116410823441856515e+01
2.397279455891178301e+00,1.810868372692237642e+02,1.179780397523227577e+02,-1.185683134416890638e+01
2.398879775955191196e+00,1.810673236396004029e+02,1.180233274330114313e+02,-1.252587886511694570e+01
2.400480096019203646e+00,1.810467582569240506e+02,1.180682211372063790e+02,-1.317165900422857661e+01
2.402080416083216541e+00,1.810251780239055961e+02,1.181127187177259970e+02,-1.379459017075381233e+01
2.403680736147229435e+00,1.810026191276944587e+02,1.181568181280729846e+02,-1.439509985329474162e+01
2.405281056211242330e+00,1.809791170398787017e+02,1.182005174224343875e+02,-1.497362353399659973e+01
2.406881376275255224e+00,1.809547065164849187e+02,1.182438147556816261e+02,-1.553060364097727941e+01
2.408481696339267675e+00,1.809294215979783758e+02,1.182867083833704243e+02,-1.606648853990472503e+01
2.410082016403280569e+00,1.809032956092628410e+02,1.183291966617408946e+02,-1.658173156544176763e+01
2.411682336467293464e+00,1.808763611596807550e+02,1.183712780477174391e+02,-1.707679009308105122e+01
2.413282656531306358e+00,1.808486501430130886e+02,1.184129510989088487e+02,-1.755212465172763814e+01
2.414882976595319253e+00,1.808201937374794284e+02,1.184542144736082321e+02,-1.800819807720593246e+01
2.416483296659331703e+00,1.807910224057380333e+02,1.184950669307930156e+02,-1.844547470671790990e+01
2.418083616723344598e+00,1.807611658948855791e+02,1.185355073301250570e+02,-1.886441961412845814e+01
2.419683936787357492e+00,1.807306532364575276e+02,1.185755346319504611e+02,-1.926549788580992839e+01
2.421284256851370387e+00,1.806995127464277857e+02,1.186151478972997353e+02,-1.964917393665919576e+01
2.422884576915383281e+00,1.806677720322689993e+02,1.186543462842949737e+02,-2.001591087505738642e+01
2.424484896979395732e+00,1.806354581772576751e+02,1.186931288873867487e+02,-2.036617019302844156e+01
2.426085217043408626e+00,1.806025970604609654e+02,1.187314949541442957e+02,-2.070041040827863554e+01
2.427685537107421521e+00,1.805692136647920165e+02,1.187694438853447281e+02,-2.101908681654223443e+01
2.429285857171434415e+00,1.805353323213533656e+02,1.188069751444723181e+02,-2.132265129224063926e+01
2.430886177235447310e+00,1.805009767094369693e+02,1.188440882577184396e+02,-2.161155183014537684e+01
2.432486497299459760e+00,1.804661698565241750e+02,1.188807828139816394e+02,-2.188623212180882405e+01
2.434086817363472655e+00,1.804309341382857212e+02,1.189170584648675799e+02,-2.214713116567588358e+01
2.435687137427485549e+00,1.803952912785817659e+02,1.189529149246890398e+02,-2.239468290974211229e+01
2.437287457491498444e+00,1.803592623494618010e+02,1.189883519704659420e+02,-2.262931592558763327e+01
2.438887777555510894e+00,1.803228677711648515e+02,1.190233694419253112e+02,-2.285145311258549228e+01
2.440488097619523788e+00,1.802861273121192198e+02,1.190579672415013874e+02,-2.306151143105690693e+01
2.442088417683536683e+00,1.802490600889426275e+02,1.190921453343354415e+02,-2.325990166313308194e+01
2.443688737747549578e+00,1.802116845664422442e+02,1.191259037482759311e+02,-2.344702820006910571e+01
2.445289057811562472e+00,1.801740185576146018e+02,1.191592425738784442e+02,-2.362328885475333351e+01
