s1,s2,p_eq,p_eq_noisy
4.842519170071829526e-02,1.212932771821430972e-02,1.903407661639150150e-01,1.896328094838655998e-01
9.332744615766162821e-02,3.464787618934498520e-02,2.385286093548120989e-01,2.469377796703723926e-01
7.111946991190505607e-02,9.605424998769193645e-02,3.332340993529193662e-01,3.372000847214259300e-01
7.415051585899047615e-02,8.898618549965166269e-02,3.252182242966389358e-01,3.222528934902251785e-01
1.283521188193139512e-02,5.968674885606454344e-02,2.917671368957550082e-01,2.843322840293848741e-01
6.210363160127479847e-03,9.244227448818430337e-02,3.545738532647746410e-01,3.513355203876354360e-01
7.407433638503347142e-03,5.716338453324271152e-02,2.894901144782885960e-01,2.842849402206708564e-01
2.543148665804492031e-02,9.598705390919175240e-02,3.473338084412362359e-01,3.496003760843954256e-01
5.736442620612038079e-02,5.078662844399007420e-02,2.725417416098641077e-01,2.819203074554549882e-01
6.433056264600439667e-02,4.931190500438897839e-02,2.704155939388535046e-01,2.753195277266763386e-01
1.565109775922630952e-02,6.693893343069960700e-02,3.036312704870889334e-01,3.095728922971607289e-01
9.883627766191464825e-02,5.168715484828457357e-02,2.729774933133232162e-01,2.739077111922679220e-01
6.310005774967698822e-02,4.074911997872491393e-02,2.546570187011993336e-01,2.546057776181124832e-01
1.725812871308817290e-02,3.101889898121208688e-02,2.396440331352226449e-01,2.341460779828489769e-01
1.719300938161824957e-02,6.651640922484741703e-02,3.022980575628468336e-01,3.003573370516762209e-01
9.253735556515341187e-02,1.412207909955648377e-02,1.822112917792128028e-01,1.730761647999239650e-01
6.520884694771314494e-02,9.614858018106117732e-02,3.340286808057302825e-01,3.360558341967768148e-01
7.349910535467348016e-02,7.310387869530260430e-02,3.062642531054455275e-01,3.064383590054977069e-01
4.335577856725316565e-02,2.749347001880170921e-02,2.272916630921916759e-01,2.241462540959908156e-01
9.160163137367406672e-02,2.435848457835265712e-02,2.127939245594077378e-01,2.176501539526185802e-01
6.375136117790125567e-02,2.482686004402487323e-02,2.196623464871462483e-01,2.206153534772380131e-01
7.236931164479287748e-02,9.237434928916343768e-02,3.290736870331758546e-01,3.239990750934613750e-01
9.442427773130381008e-02,7.219199070488170611e-02,3.053550064696780031e-01,2.967615624641037342e-01
1.130199765486328278e-02,8.542454522586526156e-02,3.384466098129732536e-01,3.309212806453288858e-01
7.304521662158308670e-02,3.828236962774096697e-02,2.495837727695192354e-01,2.413140458537215982e-01
8.137600530879837701e-02,3.603807808539338103e-02,2.440079379452746444e-01,2.500950207542553816e-01
2.784124684831927946e-02,1.791618527385000631e-02,2.122118024320911733e-01,2.056730238972004077e-01
4.188457727962417027e-02,2.386224157450848524e-02,2.195880561227269712e-01,2.240819752589615355e-01
5.259610042716888340e-02,1.300844441684721742e-02,1.912090591350733559e-01,1.908519216335069213e-01
4.686258982492063491e-02,1.874873943411252755e-02,2.070819135173374015e-01,2.041773729643820146e-01
6.576321429849830980e-02,6.634584385972409903e-02,2.969205050926546630e-01,3.004080726104451649e-01
2.837658801951621623e-02,6.372463788571809673e-02,2.944387485806093108e-01,2.877498311127142938e-01
7.365744346130988912e-03,5.441130468474910525e-02,2.844920370207148497e-01,2.882176824488542066e-01
8.956992741313775375e-02,4.525435227126253790e-02,2.621876702995266650e-01,2.655712774919378183e-01
3.226707361722247480e-02,4.013570877125646058e-02,2.528548379373934396e-01,2.492688598209360229e-01
9.421272157344290354e-02,6.236525208020911315e-02,2.914503604928675995e-01,2.927671521736160409e-01
4.379851740633839557e-02,2.016935488424168380e-02,2.110167855125840430e-01,2.142508606489303691e-01
9.912046618054841385e-02,4.289194115131461649e-02,2.555315616864708983e-01,2.611416730288324550e-01
6.327265718461431987e-02,3.287001286186770621e-02,2.383881028400677560e-01,2.378477823961097637e-01
2.728325971337106776e-02,8.075266607044452594e-02,3.224051445036236752e-01,3.229131464882853408e-01
2.679369968403174512e-02,4.580573949047275772e-02,2.636442837250626559e-01,2.664027009874621599e-01
1.641605959350513413e-02,5.236267764445858702e-02,2.774104474690340383e-01,2.773253309721135929e-01
3.818687437020323872e-02,2.342930045311979528e-02,2.192583582810455067e-01,2.168802172259135796e-01
8.181016626598898445e-02,8.175286201381411211e-02,3.169949446146176353e-01,3.133771528051509936e-01
7.678116380842538169e-02,2.927759636818580771e-02,2.289509808273585134e-01,2.275844842666095436e-01
3.585835481186934459e-02,3.756368679587414328e-02,2.478683049974707842e-01,2.494325364228447139e-01
5.079681015277337508e-02,2.309233093556867233e-02,2.167746578640601107e-01,2.115438268641965103e-01
1.287835410172289557e-02,2.602052095839051463e-02,2.350440294869217128e-01,2.348622151508240885e-01
4.910987907572057776e-02,2.252746105291967074e-02,2.156436131846982129e-01,2.165915747850991335e-01
2.777821754320174141e-02,7.179741297586600401e-02,3.078453525287868087e-01,3.050986812996233644e-01
8.497668678020975364e-02,8.112979392105762466e-02,3.163215399205331901e-01,3.117662491106285572e-01
8.236626518384521090e-02,5.811741004982285547e-02,2.853305107605334512e-01,2.902279402218589932e-01
5.926187681230937754e-02,1.395545892015332204e-02,1.919021730308553830e-01,1.924585534068125880e-01
9.063536412947807708e-02,8.079978493045457399e-02,3.160020008776597278e-01,3.164227393551943823e-01
8.136528650097309134e-02,2.250311566207900335e-02,2.105645342980917434e-01,2.082000633236431586e-01
7.174865898883400761e-02,3.359424754056362233e-02,2.395608909227474326e-01,2.438764997638899201e-01
1.789385180627526759e-02,4.527503126172675169e-02,2.643082152979578936e-01,2.573665166711762708e-01
2.938960025448159388e-02,6.128214505329106568e-03,1.929407178677346457e-01,1.895989625672522827e-01
7.995349988669712971e-02,7.272846880292820060e-02,3.059771318721525302e-01,3.084080275500605817e-01
4.108704154880326448e-02,5.821978947554982617e-03,1.793988821186259519e-01,1.843642892979222569e-01
8.865167598368603116e-03,2.520840644014487111e-02,2.381901121328646731e-01,2.472507312087756093e-01
8.299862973254218401e-02,6.536885301642884893e-02,2.961446972044330939e-01,3.049005304380581483e-01
1.945172554269719231e-02,7.829602910556875128e-02,3.216444209389157649e-01,3.294862481092303841e-01
4.364048543585944545e-02,4.331527409143347274e-02,2.586651782368026287e-01,2.573260099005760804e-01
8.728677844780295680e-02,5.619266823981460685e-02,2.820967020015782145e-01,2.876538850057355767e-01
4.191115070857211189e-02,5.802342669247671086e-02,2.838418252305759948e-01,2.824804900562381538e-01
7.774267812651193543e-02,9.667904041490572864e-02,3.333928193276506358e-01,3.325315614761336080e-01
9.357402639674530787e-02,4.574021127021495742e-02,2.625281173739888452e-01,2.661182615871760526e-01
8.479325018790494217e-02,1.020209062704503615e-02,1.724966000481686079e-01,1.657926904359197373e-01
8.406621727260699117e-02,2.413285619041891442e-02,2.143134647823856931e-01,2.156298402021288030e-01
6.514127016064978626e-02,6.748740492746457820e-02,2.984840921006541303e-01,3.000584025017397627e-01
5.494681799650283360e-02,5.067617231927350196e-02,2.722091462107991688e-01,2.819420990299763563e-01
6.913741130009699344e-03,4.600793113033773557e-02,2.697119027408046432e-01,2.710373863408080397e-01
8.481158765698904034e-02,2.626217212878356397e-02,2.197786089774680929e-01,2.161283310961139570e-01
7.129972126528623388e-02,6.499582528519422253e-02,2.952679229080342194e-01,3.016037283651982204e-01
9.741300790782780883e-03,9.072437056207434403e-02,3.488283529321327681e-01,3.521342485710726722e-01
3.129097724178774020e-02,3.419851564059626231e-02,2.417551352250216501e-01,2.407630390074110838e-01
3.551414308222081845e-02,9.369027765652554463e-02,3.388415765956710457e-01,3.359071307522241701e-01
9.921035239291194074e-02,5.202769140755725968e-02,2.735365709619895780e-01,2.702291184757981690e-01
2.728434396541910140e-02,9.498023417807524571e-02,3.447317571675611036e-01,3.553725874007893082e-01
8.701954136612320700e-02,6.082009873221410484e-02,2.894347962419204778e-01,3.089634780984730211e-01
9.685941903027328603e-02,8.344281782119623847e-02,3.190204476707109160e-01,3.205718946643020262e-01
6.386596429706310751e-02,2.102501571281032225e-02,2.100133233848286984e-01,2.142443189100002032e-01
7.983750412980959721e-03,1.350761520514584882e-02,2.386469971811270296e-01,2.359364557829932985e-01
4.646589793138158203e-02,7.482447746346602979e-02,3.090222783177933308e-01,3.105501254431862201e-01
9.422636201127979061e-02,2.307272076980660183e-02,2.083624778763926988e-01,2.189049840592472707e-01
7.794867442462914686e-02,9.555175201399254692e-02,3.321936590005631351e-01,3.341436724207810238e-01
4.552772352264777833e-02,9.998768371072719319e-02,3.436741554366654627e-01,3.418745655789934279e-01
7.176049666965897411e-02,2.783904671991096688e-02,2.261372386967439030e-01,2.298730953430029866e-01
9.137467066272328409e-02,2.056995449709465157e-02,2.021901146090926693e-01,2.028094873097832096e-01
3.328478694783234410e-02,7.229611320136079822e-02,3.072994546046314279e-01,3.118642585320011706e-01
2.765115929684060572e-02,5.953440131592702828e-02,2.875250929556541490e-01,2.916001583836577704e-01
1.967170072113120366e-02,7.348706082941842965e-02,3.133941248678229208e-01,3.040241546363091074e-01
8.080605593034416445e-02,6.916738542448254423e-02,3.013339353599880366e-01,3.069903389522396497e-01
3.460727143043365595e-02,5.109956223094686695e-02,2.724326902010993923e-01,2.699946483811605513e-01
5.587799554909918948e-02,8.928703403567125885e-02,3.271518706812254207e-01,3.315514353219830568e-01
7.974329745842421990e-02,3.724879143832177802e-02,2.468596282452581170e-01,2.443983662956240310e-01
8.515515600982824507e-02,8.887238587294765332e-03,1.680010768997969306e-01,1.719870944711282268e-01
4.368264548578122686e-02,2.767568858050357961e-02,2.276588281880221054e-01,2.263400941887258877e-01
2.379095907362269516e-02,4.705220332189029298e-02,2.662883592007685429e-01,2.674544817322643819e-01
5.216445901594143897e-02,1.249989249616188965e-02,1.900006728176354687e-01,1.889293686627595836e-01
6.211510929330622127e-02,4.745828175017570427e-02,2.670670058512585321e-01,2.624361939544917477e-01
3.512937625501052347e-02,4.165126609962323950e-02,2.555442928842616701e-01,2.640004302261230729e-01
9.015546242414648748e-02,6.405342049802592586e-02,2.941802246401784005e-01,2.991020063166464626e-01
6.965587254731585298e-02,4.196604523789392027e-02,2.570879238367580477e-01,2.601370553511009320e-01
2.259409986875510201e-02,9.317255812836881118e-03,2.065177748263103685e-01,2.163517813292610281e-01
2.431921343759463339e-02,5.008874963028791399e-02,2.716240295578113972e-01,2.709591250543988417e-01
8.401488429642182953e-02,5.316929923051935680e-02,2.771914275602734290e-01,2.901520663104521502e-01
3.276122144442360218e-02,5.944606888677454737e-02,2.866915354720712683e-01,2.896901066716191520e-01
4.311400721801407487e-02,2.555985135764355168e-02,2.231403374307421028e-01,2.230752270037766605e-01
9.163187577273780582e-02,8.835186051116054873e-02,3.244043367816221157e-01,3.220985172041203604e-01
7.735262514087906660e-02,5.559706394876568619e-02,2.813130446685804809e-01,2.874231706254887775e-01
6.058565383048543362e-02,2.872138813717748859e-02,2.291878665200607901e-01,2.259787694605033537e-01
6.921866303547877242e-02,3.713951623487951603e-02,2.473537295989596818e-01,2.461730677971333547e-01
7.377967027032283909e-02,6.595784010382664542e-02,2.967206697943441385e-01,2.971160095728222483e-01
8.473584669769633482e-02,8.908884159877991649e-02,3.251802065231856886e-01,3.300792333292904002e-01
2.708116757351078721e-02,9.703392177484232439e-02,3.480219943774754965e-01,3.539515362554256361e-01
9.537518345240417195e-02,5.392234635839159018e-02,2.775246212118587241e-01,2.816416040454439162e-01
5.671229136521574454e-02,9.015388691182182890e-02,3.281074959676404390e-01,3.335644929489141597e-01
4.944317882634909761e-02,7.277324183467741292e-02,3.058652025653513795e-01,2.970992712722031470e-01
6.607888284354383746e-02,2.624321594764551097e-02,2.228904861535082327e-01,2.234371268480097317e-01
4.276597827823340470e-02,4.919747258064233880e-02,2.691059205845081626e-01,2.703901745459329486e-01
3.260027307933514168e-02,5.377438798522345825e-02,2.771465565642728945e-01,2.832700738242086569e-01
9.405709319477154051e-02,8.329469264390430838e-02,3.188676042431531910e-01,3.171348460430718497e-01
2.733747788699267267e-02,8.517053867165497172e-02,3.293823101420998434e-01,3.279480389540048724e-01
3.607007220760789085e-02,8.013539469963545936e-02,3.186403324944167559e-01,3.099406112099962751e-01
1.040093776225045272e-02,3.910584494335793415e-02,2.562426469042846100e-01,2.541399484094046257e-01
8.680982606388901179e-02,6.396445629396564636e-02,2.941266654664053126e-01,2.969216489753280230e-01
1.750375582427758994e-02,7.490787121207381771e-02,3.167497740984564492e-01,3.221472554755216433e-01
8.688587751218719568e-02,4.022453726445918143e-02,2.523009822501315336e-01,2.477549155046490648e-01
5.783814291080523196e-02,9.972099925001273735e-02,3.396067186444675090e-01,3.312835097843341847e-01
6.454328552585530954e-02,1.443788087283586277e-02,1.919069546664204373e-01,1.940392935320608692e-01
7.890355538823803916e-02,7.027782835331204681e-02,3.027596229827205776e-01,3.028342519455532456e-01
9.838441766844725767e-02,1.883509110109306273e-02,1.944868272435767709e-01,1.944231308646253709e-01
8.759258367812429447e-02,9.894116794526686132e-02,3.352448626929266373e-01,3.265139164486020040e-01
6.819842186364959147e-02,2.109547697301598565e-02,2.094908594375120281e-01,2.189017131603130384e-01
5.064718545974804254e-02,2.283243351703297466e-02,2.161795316165513736e-01,2.119965984880826659e-01
3.152276060907865246e-02,3.933147691106148730e-02,2.514070688343737481e-01,2.460619089545496296e-01
8.889143460436882416e-02,1.922735744780536618e-02,1.991058546239586335e-01,2.049319723860079101e-01
9.790143829468450631e-02,8.537116367574719422e-02,3.211641940451064881e-01,3.208274285936134618e-01
8.538196606303082026e-02,4.508750160470326174e-02,2.623646709758985507e-01,2.664722648068173494e-01
8.138856880592404419e-02,2.865499271768057188e-02,2.266309516901668930e-01,2.305272793461102532e-01
1.429451626689501667e-02,5.431087085782206753e-02,2.815635412921004832e-01,2.881144636631431943e-01
9.778216426929685345e-02,9.453939732209084776e-03,1.647133049748439049e-01,1.603222576675381317e-01
7.726970368617595841e-02,3.862068752193054816e-02,2.500186052357979416e-01,2.472280929965092466e-01
9.032291797181843385e-02,8.013873487641053062e-02,3.152288404959323609e-01,3.091146274933294635e-01
8.678076226855785391e-02,1.166043166700962003e-02,1.765060552921421111e-01,1.784715639534632248e-01
5.721251238655990223e-02,8.566937873104230050e-02,3.224179003645843977e-01,3.230908173571635511e-01
4.540112927098333140e-02,5.045509397807850654e-02,2.713490066682536783e-01,2.770923289484137908e-01
2.768612450605884706e-02,5.503972289687809535e-03,1.949814172784604394e-01,1.983098707292778595e-01
1.912102481893337980e-02,7.114640311073769374e-02,3.096073087816075264e-01,3.023775438316718134e-01
2.409896229724492467e-02,8.080187317909166833e-02,3.237582549374016794e-01,3.207557488305318727e-01
3.377860109153583978e-02,3.390193169477635077e-02,2.409551676987641278e-01,2.339677595705100532e-01
2.363627854200498618e-02,5.867831624141860158e-02,2.868074824873558248e-01,2.914949018911285328e-01
2.485820841808431339e-02,8.567079917667667910e-02,3.312863996901493358e-01,3.362601569880743213e-01
4.376914122029178927e-02,6.408085467106945654e-02,2.933345105264060226e-01,2.852258250047780552e-01
2.887959746301305836e-02,5.173376866512578720e-02,2.739382483241473154e-01,2.689565123378648281e-01
5.261694531239537176e-02,5.746676405625249923e-02,2.831472052923804661e-01,2.815565272972835875e-01
9.955166062687062500e-02,7.618349677811690757e-02,3.103120671852992452e-01,3.030372022865625015e-01
2.632070516643835248e-02,8.747741710842234231e-02,3.334792286663849081e-01,3.298694675255693931e-01
2.293775394274855453e-02,7.541043290121265952e-02,3.153565795687635065e-01,3.142230597577234663e-01
8.767705910571288452e-02,5.565240257737730234e-02,2.811843356921424064e-01,2.750889143271847970e-01
9.694181942924663675e-02,4.153226291949138616e-02,2.531549541254852209e-01,2.433204858148561023e-01
7.691037690341470667e-02,6.891696501960503651e-02,3.008845145497779927e-01,3.070204258453096413e-01
9.652231311837916605e-02,3.748308073002321744e-02,2.442919140360478303e-01,2.480121542907053056e-01
5.674929373197924731e-02,4.028950266285887677e-02,2.535634153774464217e-01,2.560200271979556907e-01
3.507660525785474132e-02,6.794026190042125324e-02,3.001341392615015091e-01,2.861126473010183191e-01
3.906228670857705282e-02,9.861423702364127686e-02,3.443877290411503922e-01,3.425999704285722647e-01
1.235588103687741343e-02,4.559285311106143351e-02,2.666086650306253580e-01,2.581422154137992808e-01
7.258405070130129200e-02,7.604319718287476382e-02,3.099609578306051771e-01,3.126577442467228241e-01
3.316094073746349985e-02,7.159624302684916564e-02,3.062277383664666064e-01,3.104717402362772716e-01
5.344665143531559387e-02,6.951826506255240345e-02,3.011161814993858488e-01,3.107513041098221018e-01
2.788510060095153453e-02,3.985496137863642901e-02,2.527008511524254653e-01,2.480646840851622736e-01
9.057650967742902903e-02,1.197442443438723886e-02,1.760751753197596081e-01,1.779954152378770971e-01
3.954931392831788350e-02,4.217427064598967823e-02,2.564791546407659273e-01,2.613096381206332364e-01
6.980238046157306864e-02,2.878872364531900527e-02,2.286485604761736845e-01,2.274499127040703061e-01
9.746664141552603688e-02,1.276376347248988491e-02,1.758531778908147269e-01,1.705564289765296448e-01
3.454957726280694780e-02,7.986461300532020358e-02,3.186440643140273643e-01,3.165747830910156657e-01
2.297491317987027104e-02,8.798097927485740155e-02,3.359333216111848319e-01,3.346540418332712430e-01
1.616761845999098446e-02,3.509829870735367563e-02,2.469414156825690265e-01,2.518548206106667187e-01
6.155161087139097292e-02,1.385050688847931991e-02,1.910101025187743162e-01,1.854063791045062193e-01
5.567433765547041141e-02,3.879940487976855229e-02,2.506203943025623881e-01,2.433247931217652482e-01
6.114697630520637278e-02,1.380457759355922798e-02,1.909868345500081999e-01,1.919517407239349216e-01
3.986013225648506880e-02,2.578581273898152351e-02,2.239909564387312091e-01,2.313157700371160364e-01
7.786510716323039039e-02,7.701367126024812049e-02,3.112829123333987758e-01,3.111642866123988105e-01
2.464969863861297961e-02,9.588111217356666549e-02,3.476208285846108526e-01,3.404934956145055924e-01
1.605029295851868182e-02,7.096342757967120767e-03,2.212464763618723074e-01,2.226818007297453883e-01
1.092580501879192312e-02,5.380510897761073275e-02,2.818674695996349899e-01,2.895598479141813786e-01
5.555293746914281849e-02,1.257027027118911948e-02,1.891277501314376497e-01,1.877698093459423401e-01
5.487249235754085991e-02,5.112953661631589736e-02,2.729688306813873311e-01,2.669629545783345770e-01
8.804684368991214094e-02,8.252816251938245584e-02,3.179671912730352989e-01,3.175647054617630194e-01
2.322894250202142685e-02,7.892021591242627532e-02,3.210421052521192364e-01,3.180919095618626735e-01
3.166900110536267215e-02,2.376242550794119279e-02,2.214516274402230367e-01,2.188623794065449601e-01
5.128468931811226011e-02,9.960430522488028515e-02,3.412323216390812375e-01,3.423815068778584547e-01
9.227501968875678404e-03,5.599318408171442135e-02,2.865349304939328046e-01,2.819493855821624817e-01
1.077109981220595453e-02,7.504818290265426184e-02,3.203596569369644986e-01,3.243302936728085228e-01
9.791261928738212439e-02,9.143517523975226713e-02,3.276164881957525643e-01,3.322854096709238481e-01
2.331453645734634164e-02,3.780217212803613919e-02,2.496401739487883187e-01,2.510752212628121760e-01
8.224245045442663340e-03,3.168706128221911861e-02,2.462985441348465310e-01,2.499022999109075382e-01
3.485825122953343375e-02,7.368381959587098906e-02,3.091236229879158470e-01,3.106988793206105215e-01
9.018634386430872396e-02,2.448413057004231175e-02,2.135714511771747426e-01,2.260146778328088191e-01
2.654904981777785403e-02,8.339059048326795398e-02,3.268966714306511534e-01,3.291036569517434285e-01
2.244311593898182591e-02,3.885148101165988854e-02,2.517188827213009406e-01,2.477008184575026084e-01
9.133992148845189452e-02,9.626896705307586011e-02,3.325248519383925960e-01,3.348549027679358914e-01
3.584110803936566697e-02,8.190265034760119134e-02,3.213455714916630956e-01,3.266081884274040781e-01
5.070263967270189492e-02,4.045816701052044884e-02,2.536268456341547184e-01,2.516372819635392943e-01
8.638343330824692357e-02,3.544344476982843467e-02,2.418822776737255542e-01,2.487920092592440235e-01
9.373644254058884073e-02,8.529562503964209508e-02,3.210990558013238627e-01,3.212509474929993170e-01
4.049328492676416286e-02,1.823621938978423410e-02,2.074520581888968651e-01,2.076212825700678444e-01
1.703494678713464786e-02,3.859984895932992710e-02,2.526853772528833697e-01,2.460477524108417580e-01
6.085627153668473482e-02,9.920916692452014241e-03,1.799077523171748461e-01,1.784262697258851282e-01
7.774198799721782072e-02,7.829361047657475148e-02,3.128353039934069213e-01,3.233809228027133553e-01
6.147721928015714016e-02,2.206174686590793577e-02,2.130186233240996818e-01,2.177174378282271394e-01
2.147794706567253409e-02,8.816407577947084351e-02,3.370233236015307554e-01,3.327591624679346327e-01
7.289617003080303692e-02,7.002961800866039366e-02,3.022277550274795610e-01,3.062533415807343062e-01
5.244429292649920894e-03,8.791613660618754350e-03,2.601605485670058782e-01,2.598837825842951199e-01
9.430970965145096807e-02,7.158813429068687506e-02,3.045611702155414102e-01,3.066815609376056795e-01
3.181364038951328688e-02,9.315399340607477541e-02,3.396788655341382301e-01,3.413386056682069514e-01
4.397670402281322194e-02,6.231653564502764170e-02,2.906015506803212856e-01,2.905494705970759761e-01
1.585531687703011297e-02,7.038158227747101647e-03,2.218783847248941010e-01,2.214830877826049482e-01
5.872439898026329125e-02,2.855308008573791134e-02,2.288959214211260251e-01,2.397830073004971752e-01
9.097915881433379232e-03,5.549447253044845901e-02,2.856840507311241839e-01,2.839990190839525863e-01
2.032816040786002490e-02,7.115943433254168227e-02,3.091741525057844497e-01,3.068723339249418425e-01
1.075153524222097201e-02,9.658556452742808607e-02,3.582559010825807633e-01,3.570569997163972054e-01
8.024521205626142240e-02,1.543699616519651763e-02,1.905499698632876215e-01,1.901633467373891606e-01
7.444622307622049406e-02,2.317654265533247368e-02,2.138802937109611779e-01,2.111963052747124203e-01
9.147949890996587285e-02,6.555776537093999101e-02,2.963207724308796753e-01,2.958630503790776189e-01
5.553152422110189251e-02,8.964173284769703931e-02,3.276530125295701312e-01,3.248374875234891768e-01
7.274921561527721015e-02,3.493795242837197113e-02,2.424577858600925340e-01,2.400758227647195320e-01
5.852774670921597616e-02,2.291813170918987480e-02,2.155209290465566752e-01,2.240518782384852137e-01
5.754599067374973481e-02,1.834886234456763882e-02,2.040820196549706367e-01,2.049794116945724276e-01
9.441039829281652751e-02,9.228813534561776388e-02,3.285053942050627507e-01,3.289881982401691718e-01
4.085090562196531244e-02,4.431701065845466275e-02,2.604152167605474077e-01,2.559509546598387475e-01
2.966860800197869755e-02,7.411615184816090773e-02,3.110573125435621145e-01,3.100620541329589530e-01
4.890968160724378649e-02,7.192189005470721319e-02,3.046892034305024310e-01,2.980851427891877403e-01
8.956540802627177555e-02,4.358103181123406528e-02,2.588456701833317108e-01,2.619308885717049895e-01
2.528358695122914432e-02,7.028226340905062430e-02,3.060646989946971264e-01,3.081660746677489238e-01
2.189409999057515682e-02,3.709697949726675076e-02,2.486700310922730639e-01,2.443321312791875144e-01
3.330481932445795989e-02,6.865171653879709179e-02,3.015501288503948385e-01,2.991440456066016829e-01
8.002884734115921217e-02,8.195350231272710562e-02,3.172021854289139298e-01,3.160605113083171380e-01
4.097497659369541551e-02,7.645647541540537273e-02,3.121307121194993317e-01,3.095330484226841428e-01
6.012069602519351519e-02,4.866307182389249114e-02,2.690711512764280555e-01,2.647617607830183295e-01
2.171578414555860870e-02,9.609203216893787147e-02,3.497323064158234240e-01,3.482299199556793123e-01
5.259133514893986339e-02,6.691119100790411667e-02,2.973894359044759739e-01,2.999771107128997860e-01
7.875273752956910012e-02,6.865270749348396928e-02,3.005869191838135279e-01,2.994124707566360177e-01
8.756688545131538493e-02,5.558318311043895094e-02,2.810757150892134182e-01,2.813190191620169034e-01
1.921547275827559589e-02,9.555479410755797487e-02,3.504601288007218041e-01,3.527112478712265964e-01
8.030690063353317087e-02,8.259968659163871574e-02,3.179516926955235911e-01,3.227411485081757569e-01
7.260700730725961650e-03,7.721623105434205492e-02,3.263459705112755072e-01,3.326506507034818760e-01
2.939309552502090972e-02,9.440170014929032127e-02,3.427390904394521653e-01,3.382735019164165857e-01
6.665900307234416677e-02,7.854305341631574386e-03,1.715536894119413514e-01,1.734812091301845827e-01
7.859471389792743734e-02,7.757113006583062076e-02,3.119791218069842276e-01,3.070888063833669968e-01
4.407801490686174412e-02,9.513781481159487574e-02,3.376498735606336399e-01,3.373887244626815329e-01
9.124240367594750600e-02,7.578477835583984079e-02,3.099838463610459782e-01,3.081392518146790493e-01
2.789749428241690768e-02,2.432957029377159908e-02,2.237316836717296031e-01,2.263650457903360613e-01
6.647594323885050449e-03,1.435482028289111409e-02,2.416767793261305475e-01,2.360859884263122044e-01
6.510246569500385827e-02,4.458900978640769480e-02,2.620008943438361659e-01,2.647840494519001497e-01
6.259201051035306884e-02,7.791591105565472131e-02,3.122688708652946454e-01,3.125375237095591729e-01
4.233657020923538988e-02,1.926888234532946401e-02,2.092871615589076417e-01,2.215435843643240865e-01
2.678254023656550728e-02,3.538802969419062305e-02,2.445901170102196265e-01,2.433277277601562927e-01
8.670781751267021831e-02,2.497842841434536748e-02,2.158967837156605118e-01,2.124680129969528652e-01
5.506579339567999748e-02,4.867794128298375683e-02,2.687991529588966699e-01,2.652596389899008478e-01
9.997392268670109161e-02,6.726918307294724175e-02,2.982781854608471117e-01,2.967774915757122600e-01
8.914000617773368274e-02,1.218004633019829225e-02,1.772961892939255157e-01,1.816414844812142271e-01
9.335128271895305752e-02,2.714484875660735583e-02,2.197561938003643467e-01,2.203516911317006666e-01
7.363821216762134192e-02,1.481876012895989511e-02,1.906199217340509289e-01,1.924989725992803380e-01
1.951472317084395822e-02,3.979237530318790322e-02,2.540849034921915939e-01,2.412003283647042584e-01
5.185951180027587731e-02,1.306595518245723050e-02,1.915894283304735712e-01,1.901998927863679800e-01
7.411690429943680603e-02,6.236723446948411881e-02,2.916114463934769141e-01,2.863028679019442024e-01
9.281703500434332343e-02,7.256320156142401223e-02,3.058757246040811340e-01,3.051033222175449922e-01
3.186761928957877049e-02,4.419871113745989927e-02,2.603245255301239180e-01,2.584990256335849557e-01
6.901531539960473194e-02,2.898335824091851157e-02,2.291890199360682445e-01,2.330094444867541748e-01
2.912971219995297983e-02,6.333656959155276045e-02,2.936555701125297402e-01,3.006127560261631637e-01
3.487227747811384726e-02,2.371703184902596712e-02,2.205422273691216295e-01,2.232974805303222787e-01
3.793151337306503723e-02,4.556508057660296762e-02,2.626346236450984861e-01,2.569394603693561097e-01
9.703213659041014238e-02,6.185938276891221610e-02,2.904419020306631682e-01,2.987036727034197980e-01
3.490019397306259180e-02,4.921343520942763478e-02,2.691390485013173683e-01,2.652385530855331242e-01
6.033053035121928309e-02,7.775932078341428466e-02,3.121212592931097429e-01,3.198427007066450556e-01
9.257344779200374352e-02,3.877916174437921054e-02,2.481403133934478311e-01,2.478985441571792681e-01
4.247236310999003006e-02,1.344653581957220428e-02,1.958781853830601494e-01,1.915115026114465047e-01
2.218833799683934613e-02,4.423030875134426054e-02,2.614867369156748667e-01,2.561357105323324723e-01
8.763890220168028822e-02,3.171623633583599972e-02,2.328620829469152109e-01,2.346458926467295814e-01
9.866723927760576163e-02,8.585735496516107290e-02,3.216911545378492443e-01,3.161865680729079031e-01
3.499588051247128767e-02,1.449926937809898134e-02,2.017110776456844945e-01,1.943618044550315394e-01
3.065044445023972289e-02,7.269820468451476669e-02,3.085421435233939302e-01,3.058346008162312057e-01
5.039770264874573330e-02,3.695894394086059881e-02,2.468102499274133499e-01,2.463702519211346809e-01
7.827388722291130085e-02,6.560686446528714300e-02,2.963853985349664821e-01,2.955551807387454266e-01
1.377787862025057000e-02,6.116102239914961852e-02,2.940611002273669783e-01,2.882365553406644465e-01
9.483579477853046336e-02,2.814276154212178374e-02,2.219206580941490148e-01,2.156660786993779833e-01
2.130841073469263297e-02,8.060642634560388764e-02,3.246633275956944953e-01,3.187683349083579865e-01
1.986695228002181499e-02,1.101960172887621672e-02,2.121813789427108021e-01,2.066630017392159790e-01
