s,P_fix,P_fix_noisy
9.290858171634326368e-01,3.305720604240359739e-01,3.461250603309076190e-01
9.295859171834366386e-01,3.306734511180488556e-01,3.267581181312531613e-01
9.300860172034406403e-01,3.307747785494899451e-01,3.682911282221535409e-01
9.305861172234446421e-01,3.308760427502436818e-01,3.305156354084498038e-01
9.310862172434486439e-01,3.309772437522006672e-01,3.269883594192575238e-01
9.315863172634526457e-01,3.310783815872577751e-01,3.367567819547299668e-01
9.320864172834566475e-01,3.311794562873184300e-01,3.384513801378967734e-01
9.325865173034606492e-01,3.312804678842923845e-01,3.364366104319139184e-01
9.330866173234646510e-01,3.313814164100953863e-01,3.245846500749867691e-01
9.335867173434686528e-01,3.314823018966492896e-01,3.459203116118233501e-01
9.340868173634726546e-01,3.315831243758823876e-01,3.318413630148305260e-01
9.345869173834766563e-01,3.316838838797288580e-01,3.467885855465494549e-01
9.350870174034806581e-01,3.317845804401288734e-01,3.454501990552701352e-01
9.355871174234846599e-01,3.318852140890287683e-01,3.188966617956901506e-01
9.360872174434886617e-01,3.319857848583803728e-01,3.219426535890719254e-01
9.365873174634926634e-01,3.320862927801419562e-01,3.218439614020377482e-01
9.370874174834966652e-01,3.321867378862772280e-01,3.344575134921906612e-01
9.375875175035006670e-01,3.322871202087558928e-01,3.326082614337638743e-01
9.380876175235046688e-01,3.323874397795530955e-01,3.348631921748929652e-01
9.385877175435086706e-01,3.324876966306500314e-01,3.241605885368217255e-01
9.390878175635126723e-01,3.325878907940334472e-01,3.366593644531875040e-01
9.395879175835166741e-01,3.326880223016954186e-01,3.465390683993780363e-01
9.400880176035206759e-01,3.327880911856337942e-01,3.192521440391763998e-01
9.405881176235246777e-01,3.328880974778519186e-01,3.307501450413762312e-01
9.410882176435286794e-01,3.329880412103584653e-01,3.352980987553910719e-01
9.415883176635326812e-01,3.330879224151678253e-01,3.316174166293642811e-01
9.420884176835366830e-01,3.331877411242990528e-01,3.310464666767101161e-01
9.425885177035406848e-01,3.332874973697771415e-01,3.508101372152298558e-01
9.430886177235446866e-01,3.333871911836321367e-01,3.460578662314801601e-01
9.435887177435486883e-01,3.334868225978993017e-01,3.418207720311608466e-01
9.440888177635526901e-01,3.335863916446190625e-01,3.258143960107044435e-01
9.445889177835566919e-01,3.336858983558366187e-01,3.559419655555551287e-01
9.450890178035606937e-01,3.337853427636028880e-01,3.372443693908267481e-01
9.455891178235646954e-01,3.338847248999734507e-01,3.279549654715668283e-01
9.460892178435686972e-01,3.339840447970084947e-01,3.304602719823201418e-01
9.465893178635726990e-01,3.340833024867739254e-01,3.290400162951969132e-01
9.470894178835767008e-01,3.341824980013397006e-01,3.552478644409530206e-01
9.475895179035807026e-01,3.342816313727809963e-01,3.361935011295484332e-01
9.480896179235847043e-01,3.343807026331779286e-01,3.348738994626053733e-01
9.485897179435887061e-01,3.344797118146149995e-01,3.128135902214325137e-01
9.490898179635927079e-01,3.345786589491815954e-01,3.418167614719542224e-01
9.495899179835967097e-01,3.346775440689716552e-01,3.239625844981197655e-01
9.500900180036007114e-01,3.347763672060836693e-01,3.233468008686197215e-01
9.505901180236047132e-01,3.348751283926205136e-01,3.408707053722606073e-01
9.510902180436087150e-01,3.349738276606901155e-01,3.262097424888254493e-01
9.515903180636127168e-01,3.350724650424042328e-01,3.433008145474634176e-01
9.520904180836167185e-01,3.351710405698795081e-01,3.462599714493644898e-01
9.525905181036207203e-01,3.352695542752361924e-01,3.172456050703274522e-01
9.530906181236247221e-01,3.353680061905996435e-01,3.338769058419166491e-01
9.535907181436287239e-01,3.354663963480991606e-01,3.195982166589875773e-01
9.540908181636327257e-01,3.355647247798680399e-01,3.348153849517204739e-01
9.545909181836367274e-01,3.356629915180439072e-01,3.446549713031061835e-01
9.550910182036407292e-01,3.357611965947686627e-01,3.219929229357164080e-01
9.555911182236447310e-01,3.358593400421880926e-01,3.537509381495771987e-01
9.560912182436487328e-01,3.359574218924516464e-01,3.327110105036580334e-01
9.565913182636527345e-01,3.360554421777136591e-01,3.240797641773172089e-01
9.570914182836567363e-01,3.361534009301314074e-01,3.347602274103228526e-01
9.575915183036607381e-01,3.362512981818665536e-01,3.440190454591156022e-01
9.580916183236647399e-01,3.363491339650847012e-01,3.224198010048050511e-01
9.585917183436687417e-01,3.364469083119547288e-01,3.363042487004717640e-01
9.590918183636727434e-01,3.365446212546494564e-01,3.226464962919216584e-01
9.595919183836767452e-01,3.366422728253457564e-01,3.485177345405907623e-01
9.600920184036807470e-01,3.367398630562237205e-01,3.381185919845501320e-01
9.605921184236847488e-01,3.368373919794669935e-01,3.324105434363330280e-01
9.610922184436887505e-01,3.369348596272631613e-01,3.471097243710739022e-01
9.615923184636927523e-01,3.370322660318029184e-01,3.239661534358246331e-01
9.620924184836967541e-01,3.371296112252805677e-01,3.330127432892230899e-01
9.625925185037007559e-01,3.372268952398939090e-01,3.555020809099749823e-01
9.630926185237047576e-01,3.373241181078437401e-01,3.358934543032030540e-01
9.635927185437087594e-01,3.374212798613345221e-01,3.507968891699086433e-01
9.640928185637127612e-01,3.375183805325738806e-01,3.392757400357885311e-01
9.645929185837167630e-01,3.376154201537727162e-01,3.304191705369253773e-01
9.650930186037207648e-01,3.377123987571450381e-01,3.350501850460042563e-01
9.655931186237247665e-01,3.378093163749077976e-01,3.383786567905717191e-01
9.660932186437287683e-01,3.379061730392811658e-01,3.336060358828521477e-01
9.665933186637327701e-01,3.380029687824884221e-01,3.295559514848860339e-01
9.670934186837367719e-01,3.380997036367559549e-01,3.300757868557844810e-01
9.675935187037407736e-01,3.381963776343127059e-01,3.231516982666757243e-01
9.680936187237447754e-01,3.382929908073906700e-01,3.391840235067792308e-01
9.685937187437487772e-01,3.383895431882249505e-01,3.421103516372733799e-01
9.690938187637527790e-01,3.384860348090529270e-01,3.457590338295402077e-01
9.695939187837567808e-01,3.385824657021150319e-01,3.203066032448056988e-01
9.700940188037607825e-01,3.386788358996545290e-01,3.465175131149487164e-01
9.705941188237647843e-01,3.387751454339172352e-01,3.383840847063321888e-01
9.710942188437687861e-01,3.388713943371515214e-01,3.243652348184790646e-01
9.715943188637727879e-01,3.389675826416080340e-01,3.397259337660891165e-01
9.720944188837767896e-01,3.390637103795408058e-01,3.469896584911715820e-01
9.725945189037807914e-01,3.391597775832053130e-01,3.441639848950303615e-01
9.730946189237847932e-01,3.392557842848600846e-01,3.462890566611835363e-01
9.735947189437887950e-01,3.393517305167660925e-01,3.485850748678315791e-01
9.740948189637927968e-01,3.394476163111862510e-01,3.481871888597857234e-01
9.745949189837967985e-01,3.395434417003858618e-01,3.389689412118950806e-01
9.750950190038008003e-01,3.396392067166326689e-01,3.185969006316872187e-01
9.755951190238048021e-01,3.397349113921965813e-01,3.319225956679651146e-01
9.760952190438088039e-01,3.398305557593493953e-01,3.431765171431686579e-01
9.765953190638128056e-01,3.399261398503655718e-01,3.350174116366210209e-01
9.770954190838168074e-01,3.400216636975209594e-01,3.466654857806103496e-01
9.775955191038208092e-01,3.401171273330937939e-01,3.478853083829280268e-01
9.780956191238248110e-01,3.402125307893643091e-01,3.404860869026558601e-01
9.785957191438288127e-01,3.403078740986146267e-01,3.588997451222957769e-01
9.790958191638328145e-01,3.404031572931284777e-01,3.304478278776137312e-01
9.795959191838368163e-01,3.404983804051918694e-01,3.496089637311301512e-01
9.800960192038408181e-01,3.405935434670923634e-01,3.356676834325597047e-01
9.805961192238448199e-01,3.406886465111193529e-01,3.326839833700082072e-01
9.810962192438488216e-01,3.407836895695638413e-01,3.464718422688140009e-01
9.815963192638528234e-01,3.408786726747184970e-01,3.345225349811988269e-01
9.820964192838568252e-01,3.409735958588774873e-01,3.493664856760386184e-01
9.825965193038608270e-01,3.410684591543369781e-01,3.292055222821547722e-01
9.830966193238648287e-01,3.411632625933941898e-01,3.413191019339531507e-01
9.835967193438688305e-01,3.412580062083480636e-01,3.326287069853129386e-01
9.840968193638728323e-01,3.413526900314987622e-01,3.388079094353366183e-01
9.845969193838768341e-01,3.414473140951480579e-01,3.375332006786480044e-01
9.850970194038808359e-01,3.415418784315990552e-01,3.300621846205655796e-01
9.855971194238848376e-01,3.416363830731559137e-01,3.479991797361738914e-01
9.860972194438888394e-01,3.417308280521244579e-01,3.290883926401164117e-01
9.865973194638928412e-01,3.418252134008112897e-01,3.318343177312520487e-01
9.870974194838968430e-01,3.419195391515243432e-01,3.506470508381469009e-01
9.875975195039008447e-01,3.420138053365727737e-01,3.515612088466507634e-01
9.880976195239048465e-01,3.421080119882667914e-01,3.486024647416745559e-01
9.885977195439088483e-01,3.422021591389174944e-01,3.454225650486740795e-01
9.890978195639128501e-01,3.422962468208368136e-01,3.648989721569094180e-01
9.895979195839168518e-01,3.423902750663381789e-01,3.301162209417200510e-01
9.900980196039208536e-01,3.424842439077354639e-01,3.348743620943367971e-01
9.905981196239248554e-01,3.425781533773434862e-01,3.324653788370791618e-01
9.910982196439288572e-01,3.426720035074780069e-01,3.514865918319657889e-01
9.915983196639328590e-01,3.427657943304554533e-01,3.454758937996975088e-01
9.920984196839368607e-01,3.428595258785928079e-01,3.537993852053092914e-01
9.925985197039408625e-01,3.429531981842080524e-01,3.525108215067397910e-01
9.930986197239448643e-01,3.430468112796196123e-01,3.406305617018216547e-01
9.935987197439488661e-01,3.431403651971465241e-01,3.347863985123734620e-01
9.940988197639528678e-01,3.432338599691082681e-01,3.331493603160569639e-01
9.945989197839568696e-01,3.433272956278252686e-01,3.652840327440894930e-01
9.950990198039608714e-01,3.434206722056176719e-01,3.529389056756953580e-01
9.955991198239648732e-01,3.435139897348066240e-01,3.492893098267100260e-01
9.960992198439688750e-01,3.436072482477134926e-01,3.400639438275109838e-01
9.965993198639728767e-01,3.437004477766599786e-01,3.415664660690437282e-01
9.970994198839768785e-01,3.437935883539678383e-01,3.402026669963355565e-01
9.975995199039808803e-01,3.438866700119596609e-01,3.404988217263803518e-01
9.980996199239847710e-01,3.439796927829573692e-01,3.197946990969422476e-01
9.985997199439887728e-01,3.440726566992838298e-01,3.433106625329708783e-01
9.990998199639927746e-01,3.441655617932614653e-01,3.401942251259202354e-01
9.995999199839967764e-01,3.442584080972131977e-01,3.470079713298843682e-01
1.000100020004000889e+00,3.443511956434616716e-01,3.462995912751569150e-01
1.000600120024004891e+00,3.444439244643295317e-01,3.528311043975845274e-01
1.001100220044008893e+00,3.445365945921396444e-01,3.442601017878136327e-01
1.001600320064012895e+00,3.446292060592144324e-01,3.524535239819834298e-01
1.002100420084016896e+00,3.447217588978763736e-01,3.189673286829892151e-01
1.002600520104020898e+00,3.448142531404476685e-01,3.336574822947043217e-01
1.003100620124024900e+00,3.449066888192504066e-01,3.620211167898764182e-01
1.003600720144028902e+00,3.449990659666062331e-01,3.326638769894262326e-01
1.004100820164032903e+00,3.450913846148363495e-01,3.421583369245841943e-01
1.004600920184036905e+00,3.451836447962619570e-01,3.521096801472078930e-01
1.005101020204040907e+00,3.452758465432037571e-01,3.363086505290842076e-01
1.005601120224044909e+00,3.453679898879821186e-01,3.524517348398897298e-01
1.006101220244048911e+00,3.454600748629162998e-01,3.310375104030509608e-01
1.006601320264052912e+00,3.455521015003257812e-01,3.262770396629963710e-01
1.007101420284056914e+00,3.456440698325291550e-01,3.322095468197239221e-01
1.007601520304060916e+00,3.457359798918441807e-01,3.290573057518677569e-01
1.008101620324064918e+00,3.458278317105884514e-01,3.455092379626507060e-01
1.008601720344068919e+00,3.459196253210785055e-01,3.426002319917330063e-01
1.009101820364072921e+00,3.460113607556301041e-01,3.491541366700732785e-01
1.009601920384076923e+00,3.461030380465585088e-01,3.356040933456941322e-01
1.010102020404080925e+00,3.461946572261779820e-01,3.714822309405010903e-01
1.010602120424084926e+00,3.462862183268018978e-01,3.451900100435265628e-01
1.011102220444088928e+00,3.463777213807428534e-01,3.457785474937049019e-01
1.011602320464092930e+00,3.464691664203122246e-01,3.508857677797656005e-01
1.012102420484096932e+00,3.465605534778208319e-01,3.439845559411081055e-01
1.012602520504100934e+00,3.466518825855778863e-01,3.401966747459865270e-01
1.013102620524104935e+00,3.467431537758919879e-01,3.474611392093451823e-01
1.013602720544108937e+00,3.468343670810706270e-01,3.558821428819397004e-01
1.014102820564112939e+00,3.469255225334197945e-01,3.534431130543101984e-01
1.014602920584116941e+00,3.470166201652444826e-01,3.562974237039500114e-01
1.015103020604120942e+00,3.471076600088485176e-01,3.413298530266076769e-01
1.015603120624124944e+00,3.471986420965342823e-01,3.393156249790387213e-01
1.016103220644128946e+00,3.472895664606029942e-01,3.672012371906162587e-01
1.016603320664132948e+00,3.473804331333544271e-01,3.448615354813354128e-01
1.017103420684136950e+00,3.474712421470869117e-01,3.521281796066162428e-01
1.017603520704140951e+00,3.475619935340972799e-01,3.548212119228537631e-01
1.018103620724144953e+00,3.476526873266809203e-01,3.617377108463710744e-01
1.018603720744148955e+00,3.477433235571318892e-01,3.341110412222831338e-01
1.019103820764152957e+00,3.478339022577425221e-01,3.429132099653505183e-01
1.019603920784156958e+00,3.479244234608035446e-01,3.434714904106509481e-01
1.020104020804160960e+00,3.480148871986038506e-01,3.448840803228117036e-01
1.020604120824164962e+00,3.481052935034311124e-01,3.238629423506840244e-01
1.021104220844168964e+00,3.481956424075709489e-01,3.471196814586028356e-01
1.021604320864172966e+00,3.482859339433067025e-01,3.192342012745518209e-01
1.022104420884176967e+00,3.483761681429212165e-01,3.512471021219032985e-01
1.022604520904180969e+00,3.484663450386942252e-01,3.537348221913980129e-01
1.023104620924184971e+00,3.485564646629041308e-01,3.544306880636250434e-01
1.023604720944188973e+00,3.486465270478273371e-01,3.364957104093728724e-01
1.024104820964192974e+00,3.487365322257384159e-01,3.581870104092971241e-01
1.024604920984196976e+00,3.488264802289093303e-01,3.400874075374129002e-01
1.025105021004200978e+00,3.489163710896111548e-01,3.365480995644772322e-01
1.025605121024204980e+00,3.490062048401114114e-01,3.391079151073104203e-01
1.026105221044208982e+00,3.490959815126765675e-01,3.405255988977340387e-01
1.026605321064212983e+00,3.491857011395705368e-01,3.508207955230153163e-01
1.027105421084216985e+00,3.492753637530550126e-01,3.574354707936043818e-01
1.027605521104220987e+00,3.493649693853895788e-01,3.282644089306768209e-01
1.028105621124224989e+00,3.494545180688311548e-01,3.439617476922059436e-01
1.028605721144228990e+00,3.495440098356348835e-01,3.584837263485582404e-01
1.029105821164232992e+00,3.496334447180531879e-01,3.515953941456936294e-01
1.029605921184236994e+00,3.497228227483361040e-01,3.547405556430056617e-01
1.030106021204240996e+00,3.498121439587311143e-01,3.347654342628962887e-01
1.030606121224244998e+00,3.499014083814835918e-01,3.593887825128546654e-01
1.031106221244248999e+00,3.499906160488359674e-01,3.343011743038542538e-01
1.031606321264253001e+00,3.500797669930283962e-01,3.519804816333199082e-01
1.032106421284257003e+00,3.501688612462980910e-01,3.637814351551780234e-01
1.032606521304261005e+00,3.502578988408799887e-01,3.690514027393496654e-01
1.033106621324265006e+00,3.503468798090063063e-01,3.554622453094694046e-01
1.033606721344269008e+00,3.504358041829062076e-01,3.592454962024891341e-01
1.034106821364273010e+00,3.505246719948063028e-01,3.444613556530887188e-01
1.034606921384277012e+00,3.506134832769304821e-01,3.457990419545712846e-01
1.035107021404281014e+00,3.507022380614996937e-01,3.623964717753754283e-01
1.035607121424285015e+00,3.507909363807321101e-01,3.508070002054567427e-01
1.036107221444289017e+00,3.508795782668427399e-01,3.496064400282327678e-01
1.036607321464293019e+00,3.509681637520437048e-01,3.368625827501730008e-01
1.037107421484297021e+00,3.510566928685444621e-01,3.525626026474918961e-01
1.037607521504301022e+00,3.511451656485510830e-01,3.576037997193774465e-01
1.038107621524305024e+00,3.512335821242668632e-01,3.432918873718623920e-01
1.038607721544309026e+00,3.513219423278912679e-01,3.462511441034039072e-01
1.039107821564313028e+00,3.514102462916218750e-01,3.672148122518308355e-01
1.039607921584317030e+00,3.514984940476517106e-01,3.532811555391403568e-01
1.040108021604321031e+00,3.515866856281715802e-01,3.487007491723215780e-01
1.040608121624324811e+00,3.516748210653684037e-01,3.403049931719750454e-01
1.041108221644328813e+00,3.517629003914263253e-01,3.455671100786158467e-01
1.041608321664332815e+00,3.518509236385257144e-01,3.493509611281105931e-01
1.042108421684336816e+00,3.519388908388438320e-01,3.656301693509810269e-01
1.042608521704340818e+00,3.520268020245542751e-01,3.459218550427318184e-01
1.043108621724344820e+00,3.521146572278276432e-01,3.700580149024881860e-01
1.043608721744348822e+00,3.522024564808302061e-01,3.429155783113215783e-01
1.044108821764352824e+00,3.522901998157259018e-01,3.487143317674653575e-01
1.044608921784356825e+00,3.523778872646738947e-01,3.608133237437830543e-01
1.045109021804360827e+00,3.524655188598306288e-01,3.500635695484797805e-01
1.045609121824364829e+00,3.525530946333484406e-01,3.442504742093423498e-01
1.046109221844368831e+00,3.526406146173762801e-01,3.513221805025595335e-01
1.046609321864372832e+00,3.527280788440587678e-01,3.572152037783480893e-01
1.047109421884376834e+00,3.528154873455379703e-01,3.356581451970474528e-01
1.047609521904380836e+00,3.529028401539508475e-01,3.504174766964641696e-01
1.048109621924384838e+00,3.529901373014314170e-01,3.518967710569149698e-01
1.048609721944388840e+00,3.530773788201093666e-01,3.490399012208527108e-01
1.049109821964392841e+00,3.531645647421109979e-01,3.605181254059008911e-01
1.049609921984396843e+00,3.532516950995578386e-01,3.475661734043991036e-01
1.050110022004400845e+00,3.533387699245683078e-01,3.496936214387049713e-01
1.050610122024404847e+00,3.534257892492562725e-01,3.538022151228815693e-01
1.051110222044408848e+00,3.535127531057320471e-01,3.608012440488866379e-01
1.051610322064412850e+00,3.535996615261011167e-01,3.513880353496240394e-01
1.052110422084416852e+00,3.536865145424657464e-01,3.688524872514833408e-01
1.052610522104420854e+00,3.537733121869230946e-01,3.446961291866857957e-01
1.053110622124424856e+00,3.538600544915669888e-01,3.667251980149078272e-01
1.053610722144428857e+00,3.539467414884865382e-01,3.453685259773798810e-01
1.054110822164432859e+00,3.540333732097668551e-01,3.524027083900080903e-01
1.054610922184436861e+00,3.541199496874883335e-01,3.577604115411638364e-01
1.055111022204440863e+00,3.542064709537277589e-01,3.747548695663248108e-01
1.055611122224444864e+00,3.542929370405566436e-01,3.632511985070875915e-01
1.056111222244448866e+00,3.543793479800427804e-01,3.503207194844733530e-01
1.056611322264452868e+00,3.544657038042491881e-01,3.674568949601664247e-01
1.057111422284456870e+00,3.545520045452347224e-01,3.524149554962976438e-01
1.057611522304460872e+00,3.546382502350532429e-01,3.467237916720567470e-01
1.058111622324464873e+00,3.547244409057546677e-01,3.592112878236214946e-01
1.058611722344468875e+00,3.548105765893835306e-01,3.557552850697164870e-01
1.059111822364472877e+00,3.548966573179807571e-01,3.644333209906130966e-01
1.059611922384476879e+00,3.549826831235816105e-01,3.494852994821084913e-01
1.060112022404480880e+00,3.550686540382174128e-01,3.588836890148266456e-01
1.060612122424484882e+00,3.551545700939142680e-01,3.615000634222619302e-01
1.061112222444488884e+00,3.552404313226939503e-01,3.580208869182007758e-01
1.061612322464492886e+00,3.553262377565729047e-01,3.550364024356593151e-01
1.062112422484496888e+00,3.554119894275633573e-01,3.484358056866533326e-01
1.062612522504500889e+00,3.554976863676721499e-01,3.645352042812260440e-01
1.063112622524504891e+00,3.555833286089014611e-01,3.569555736120257894e-01
1.063612722544508893e+00,3.556689161832485846e-01,3.606319559083371318e-01
1.064112822564512895e+00,3.557544491227058736e-01,3.522466667140999319e-01
1.064612922584516896e+00,3.558399274592601302e-01,3.559700443666816705e-01
1.065113022604520898e+00,3.559253512248939932e-01,3.455530713078467930e-01
1.065613122624524900e+00,3.560107204515846058e-01,3.568659734029426267e-01
1.066113222644528902e+00,3.560960351713037264e-01,3.637481384078468105e-01
1.066613322664532904e+00,3.561812954160182287e-01,3.571112282768165724e-01
1.067113422684536905e+00,3.562665012176899904e-01,3.648604293228724371e-01
1.067613522704540907e+00,3.563516526082753932e-01,3.594807574295021402e-01
1.068113622724544909e+00,3.564367496197256568e-01,3.700753159199188236e-01
1.068613722744548911e+00,3.565217922839867271e-01,3.546212959624587269e-01
1.069113822764552912e+00,3.566067806329993872e-01,3.402204783674702693e-01
1.069613922784556914e+00,3.566917146986988141e-01,3.610165969895545168e-01
1.070114022804560916e+00,3.567765945130150773e-01,3.551246996342394269e-01
1.070614122824564918e+00,3.568614201078723069e-01,3.471184862850457131e-01
1.071114222844568920e+00,3.569461915151899145e-01,3.634588450944175597e-01
1.071614322864572921e+00,3.570309087668812609e-01,3.596742001594276372e-01
1.072114422884576923e+00,3.571155718948546554e-01,3.615689579142008503e-01
1.072614522904580925e+00,3.572001809310120790e-01,3.538764214231451821e-01
1.073114622924584927e+00,3.572847359072509610e-01,3.592552075497285058e-01
1.073614722944588928e+00,3.573692368554623466e-01,3.599126272970166185e-01
1.074114822964592930e+00,3.574536838075321188e-01,3.752002348729491232e-01
1.074614922984596932e+00,3.575380767953398320e-01,3.506984791507529731e-01
1.075115023004600934e+00,3.576224158507601003e-01,3.575174738551861187e-01
1.075615123024604936e+00,3.577067010056610985e-01,3.613452991283575555e-01
1.076115223044608937e+00,3.577909322919060053e-01,3.405430630309519979e-01
1.076615323064612939e+00,3.578751097413510607e-01,3.418454260670691358e-01
1.077115423084616941e+00,3.579592333858480080e-01,3.796174170941261083e-01
1.077615523104620943e+00,3.580433032572414853e-01,3.403721137206248137e-01
1.078115623124624944e+00,3.581273193873711347e-01,3.638766108339237526e-01
1.078615723144628946e+00,3.582112818080697703e-01,3.497290277474240372e-01
1.079115823164632948e+00,3.582951905511652102e-01,3.506635895236538958e-01
1.079615923184636950e+00,3.583790456484785003e-01,3.385537966057550752e-01
1.080116023204640952e+00,3.584628471318250797e-01,3.494554614085715882e-01
1.080616123224644953e+00,3.585465950330137819e-01,3.663903811880506178e-01
1.081116223244648955e+00,3.586302893838481665e-01,3.447428609746830408e-01
1.081616323264652957e+00,3.587139302161245769e-01,3.646681990195423939e-01
1.082116423284656959e+00,3.587975175616344714e-01,3.619304950551203159e-01
1.082616523304660960e+00,3.588810514521618145e-01,3.790640744456857392e-01
1.083116623324664962e+00,3.589645319194854078e-01,3.542191960869082723e-01
1.083616723344668964e+00,3.590479589953768924e-01,3.716820993874049295e-01
1.084116823364672966e+00,3.591313327116021914e-01,3.680200222540165877e-01
1.084616923384676968e+00,3.592146530999206222e-01,3.563479689267377570e-01
1.085117023404680969e+00,3.592979201920853405e-01,3.426683603027236846e-01
1.085617123424684971e+00,3.593811340198429516e-01,3.744755378157080261e-01
1.086117223444688973e+00,3.594642946149336771e-01,3.458204055564982338e-01
1.086617323464692975e+00,3.595474020090911882e-01,3.548132424828632225e-01
1.087117423484696976e+00,3.596304562340431055e-01,3.684622216340449619e-01
1.087617523504700978e+00,3.597134573215095554e-01,3.708730130094424204e-01
1.088117623524704980e+00,3.597964053032052800e-01,3.513419383416254149e-01
1.088617723544708982e+00,3.598793002108375827e-01,3.595592833518553300e-01
1.089117823564712983e+00,3.599621420761075496e-01,3.573763576554140342e-01
1.089617923584716985e+00,3.600449309307093837e-01,3.718605166865330269e-01
1.090118023604720987e+00,3.601276668063310704e-01,3.851740005481402718e-01
1.090618123624724989e+00,3.602103497346531569e-01,3.419114814794538271e-01
1.091118223644728991e+00,3.602929797473500839e-01,3.694572088471927973e-01
1.091618323664732992e+00,3.603755568760890760e-01,3.317938031070218341e-01
1.092118423684736994e+00,3.604580811525311956e-01,3.605987448741776458e-01
1.092618523704740996e+00,3.605405526083297341e-01,3.494527073688378782e-01
1.093118623724744998e+00,3.606229712751319316e-01,3.805411591762324353e-01
1.093618723744748999e+00,3.607053371845775902e-01,3.623690224675881755e-01
1.094118823764753001e+00,3.607876503683000724e-01,3.534199328887421832e-01
1.094618923784757003e+00,3.608699108579253578e-01,3.558767823108371364e-01
1.095119023804761005e+00,3.609521186850727092e-01,3.551991611646504454e-01
1.095619123824765007e+00,3.610342738813541175e-01,3.629173899669809744e-01
1.096119223844769008e+00,3.611163764783749675e-01,3.595348917745778694e-01
1.096619323864773010e+00,3.611984265077329281e-01,3.677572822475481673e-01
1.097119423884777012e+00,3.612804240010193957e-01,3.766830348202663270e-01
1.097619523904780792e+00,3.613623689898176616e-01,3.683764894588925087e-01
1.098119623924784793e+00,3.614442615057046337e-01,3.491842310286636941e-01
1.098619723944788795e+00,3.615261015802496147e-01,3.452880335153897806e-01
1.099119823964792797e+00,3.616078892450149684e-01,3.540536939884579293e-01
1.099619923984796799e+00,3.616896245315554537e-01,3.722217771746527681e-01
1.100120024004800801e+00,3.617713074714187793e-01,3.584208259347652636e-01
1.100620124024804802e+00,3.618529380961453823e-01,3.551772099053795428e-01
1.101120224044808804e+00,3.619345164372679835e-01,3.633173420153267830e-01
1.101620324064812806e+00,3.620160425263125314e-01,3.478607830303983572e-01
1.102120424084816808e+00,3.620975163947971476e-01,3.507042391781042268e-01
1.102620524104820809e+00,3.621789380742323483e-01,3.672821923263270838e-01
1.103120624124824811e+00,3.622603075961219332e-01,3.592287726670397308e-01
1.103620724144828813e+00,3.623416249919613752e-01,3.578092625710562191e-01
1.104120824164832815e+00,3.624228902932391527e-01,3.655992405464041917e-01
1.104620924184836817e+00,3.625041035314358062e-01,3.566553914996277164e-01
1.105121024204840818e+00,3.625852647380248817e-01,3.557223542723981224e-01
1.105621124224844820e+00,3.626663739444717094e-01,3.580682723191349615e-01
1.106121224244848822e+00,3.627474311822342368e-01,3.687736370733502023e-01
1.106621324264852824e+00,3.628284364827628616e-01,3.634266358399749208e-01
1.107121424284856825e+00,3.629093898775000437e-01,3.509634140307369421e-01
1.107621524304860827e+00,3.629902913978807488e-01,3.599597222525886542e-01
1.108121624324864829e+00,3.630711410753321156e-01,3.695533803398451944e-01
1.108621724344868831e+00,3.631519389412732335e-01,3.818594583728420200e-01
1.109121824364872833e+00,3.632326850271160312e-01,3.518091451058965036e-01
1.109621924384876834e+00,3.633133793642639442e-01,3.666987323047491976e-01
1.110122024404880836e+00,3.633940219841128028e-01,3.608065392159592322e-01
1.110622124424884838e+00,3.634746129180505547e-01,3.717298072861731084e-01
1.111122224444888840e+00,3.635551521974574873e-01,3.680507019706181771e-01
1.111622324464892841e+00,3.636356398537052836e-01,3.783574089311134148e-01
1.112122424484896843e+00,3.637160759181583547e-01,3.689105849409044513e-01
1.112622524504900845e+00,3.637964604221725629e-01,3.583453272998834982e-01
1.113122624524904847e+00,3.638767933970961099e-01,3.584908616153032468e-01
1.113622724544908849e+00,3.639570748742690376e-01,3.680125759714403255e-01
1.114122824564912850e+00,3.640373048850231164e-01,3.679867367792690191e-01
1.114622924584916852e+00,3.641174834606823452e-01,3.880968561365363834e-01
1.115123024604920854e+00,3.641976106325622853e-01,3.809609378292182491e-01
1.115623124624924856e+00,3.642776864319704488e-01,3.525419029082199063e-01
1.116123224644928857e+00,3.643577108902059658e-01,3.678599588479415372e-01
1.116623324664932859e+00,3.644376840385601946e-01,3.511277954248742672e-01
1.117123424684936861e+00,3.645176059083159448e-01,3.479608369511226762e-01
1.117623524704940863e+00,3.645974765307475884e-01,3.720329365451746639e-01
1.118123624724944865e+00,3.646772959371215594e-01,3.701947712675731084e-01
1.118623724744948866e+00,3.647570641586956319e-01,3.543713862153255456e-01
1.119123824764952868e+00,3.648367812267194199e-01,3.812736486077047404e-01
1.119623924784956870e+00,3.649164471724340442e-01,3.551407478774311066e-01
1.120124024804960872e+00,3.649960620270721878e-01,3.533187782156054779e-01
1.120624124824964873e+00,3.650756258218585959e-01,3.716018080360588560e-01
1.121124224844968875e+00,3.651551385880086875e-01,3.673645240451641758e-01
1.121624324864972877e+00,3.652346003567299437e-01,3.636295203470416015e-01
1.122124424884976879e+00,3.653140111592212413e-01,3.646433528302115978e-01
1.122624524904980881e+00,3.653933710266727974e-01,3.676313789392580689e-01
