E,sigma,sigma_noisy
7.976395279055811471e+00,-2.218184972952722545e-01,-2.259824539031468349e-01
7.978395679135827478e+00,-2.217631291413665051e-01,-2.392956010637143083e-01
7.980396079215843486e+00,-2.217070956849035990e-01,-2.086859883208284916e-01
7.982396479295859493e+00,-2.216503932658678844e-01,-2.438106369668941176e-01
7.984396879375875500e+00,-2.215930182040796725e-01,-2.236249653926906666e-01
7.986397279455891507e+00,-2.215349667990748617e-01,-2.273011792512966978e-01
7.988397679535907514e+00,-2.214762353299822573e-01,-2.195737330819957644e-01
7.990398079615923521e+00,-2.214168200554013921e-01,-2.135463082572358062e-01
7.992398479695939528e+00,-2.213567172132790417e-01,-2.133790380397307118e-01
7.994398879775955535e+00,-2.212959230207851014e-01,-2.429314824880200174e-01
7.996399279855971542e+00,-2.212344336741872697e-01,-2.115495561311718786e-01
7.998399679935987550e+00,-2.211722453487258155e-01,-2.408315896107336707e-01
8.000400080016003557e+00,-2.211093541984855415e-01,-2.146293899858832677e-01
8.002400480096019564e+00,-2.210457563562698846e-01,-2.258606871030844621e-01
8.004400880176035571e+00,-2.209814479334709092e-01,-2.328694021905103884e-01
8.006401280256051578e+00,-2.209164250199409374e-01,-2.266586342125693487e-01
8.008401680336067585e+00,-2.208506836838627641e-01,-2.346160246240661662e-01
8.010402080416083592e+00,-2.207842199716176790e-01,-2.212687972268798098e-01
8.012402480496099599e+00,-2.207170299076543496e-01,-2.115261063188619284e-01
8.014402880576115606e+00,-2.206491094943556774e-01,-2.128714597149303500e-01
8.016403280656131614e+00,-2.205804547119054049e-01,-2.204808741866980670e-01
8.018403680736147621e+00,-2.205110615181538891e-01,-2.096871441894919141e-01
8.020404080816163628e+00,-2.204409258484819611e-01,-2.156539175053342750e-01
8.022404480896179635e+00,-2.203700436156652287e-01,-1.988047618986417131e-01
8.024404880976195642e+00,-2.202984107097368804e-01,-2.153623810042468445e-01
8.026405281056211649e+00,-2.202260229978489081e-01,-2.265919931957270650e-01
8.028405681136227656e+00,-2.201528763241341335e-01,-2.234171314970125610e-01
8.030406081216243663e+00,-2.200789665095652659e-01,-2.281101548413096980e-01
8.032406481296259670e+00,-2.200042893518143194e-01,-2.232859708225644058e-01
8.034406881376275678e+00,-2.199288406251110883e-01,-2.217182981192008240e-01
8.036407281456291685e+00,-2.198526160800999274e-01,-2.132077173018549765e-01
8.038407681536307692e+00,-2.197756114436957842e-01,-2.121668094917170122e-01
8.040408081616323699e+00,-2.196978224189403694e-01,-2.194823416335617283e-01
8.042408481696339706e+00,-2.196192446848558855e-01,-2.156259084931048398e-01
8.044408881776355713e+00,-2.195398738962981433e-01,-2.273561231806385530e-01
8.046409281856371720e+00,-2.194597056838090698e-01,-2.253621559806724128e-01
8.048409681936387727e+00,-2.193787356534684374e-01,-2.447496510861007502e-01
8.050410082016403734e+00,-2.192969593867440392e-01,-2.275291464431578592e-01
8.052410482096419742e+00,-2.192143724403408656e-01,-2.246124479992611944e-01
8.054410882176435749e+00,-2.191309703460493641e-01,-1.933505984963136692e-01
8.056411282256451756e+00,-2.190467486105932282e-01,-2.331488403568754419e-01
8.058411682336467763e+00,-2.189617027154749096e-01,-2.186402648152496464e-01
8.060412082416483770e+00,-2.188758281168222131e-01,-2.226023601924373985e-01
8.062412482496499777e+00,-2.187891202452308392e-01,-2.351864238513345085e-01
8.064412882576515784e+00,-2.187015745056088423e-01,-2.163939963556046897e-01
8.066413282656531791e+00,-2.186131862770181455e-01,-2.188371605477659465e-01
8.068413682736547798e+00,-2.185239509125154744e-01,-2.337277932413053538e-01
8.070414082816563806e+00,-2.184338637389930948e-01,-2.424950327344368439e-01
8.072414482896579813e+00,-2.183429200570166651e-01,-2.192823574944987586e-01
8.074414882976595820e+00,-2.182511151406636984e-01,-2.331507114764282129e-01
8.076415283056611827e+00,-2.181584442373601107e-01,-2.116475496556262104e-01
8.078415683136627834e+00,-2.180649025677156294e-01,-2.212014577996684328e-01
8.080416083216643841e+00,-2.179704853253582042e-01,-2.128615145479570703e-01
8.082416483296659848e+00,-2.178751876767684448e-01,-2.212695379352606628e-01
8.084416883376675855e+00,-2.177790047611098401e-01,-2.023591824670099570e-01
8.086417283456691862e+00,-2.176819316900616141e-01,-2.108964151076339610e-01
8.088417683536707870e+00,-2.175839635476479184e-01,-2.022782841347302574e-01
8.090418083616723877e+00,-2.174850953900662187e-01,-2.164727530226499552e-01
8.092418483696739884e+00,-2.173853222455163769e-01,-2.279554618029080992e-01
8.094418883776755891e+00,-2.172846391140249578e-01,-2.318562190687229740e-01
8.096419283856771898e+00,-2.171830409672724227e-01,-2.224232594706555544e-01
8.098419683936787905e+00,-2.170805227484160493e-01,-2.142273807872990543e-01
8.100420084016803912e+00,-2.169770793719128787e-01,-2.234724793433213452e-01
8.102420484096819919e+00,-2.168727057233423849e-01,-1.919524511964459113e-01
8.104420884176835926e+00,-2.167673966592256196e-01,-2.174643100780442595e-01
8.106421284256851933e+00,-2.166611470068449119e-01,-2.119966234884756162e-01
8.108421684336867941e+00,-2.165539515640623747e-01,-2.156893436061281810e-01
8.110422084416883948e+00,-2.164458050991355798e-01,-2.292204469716378201e-01
8.112422484496899955e+00,-2.163367023505339271e-01,-2.054889357255983984e-01
8.114422884576915962e+00,-2.162266380267528765e-01,-2.095333677823520424e-01
8.116423284656931969e+00,-2.161156068061262925e-01,-2.071890711382159134e-01
8.118423684736947976e+00,-2.160036033366383168e-01,-2.253844324701969881e-01
8.120424084816963983e+00,-2.158906222357336591e-01,-2.155398316522292856e-01
8.122424484896979990e+00,-2.157766580901274711e-01,-2.159978622827089523e-01
8.124424884976995997e+00,-2.156617054556118906e-01,-2.035273367505963660e-01
8.126425285057012005e+00,-2.155457588568633898e-01,-2.294204742701602129e-01
8.128425685137028012e+00,-2.154288127872473479e-01,-2.083212546141773591e-01
8.130426085217044019e+00,-2.153108617086222365e-01,-2.020950044750086660e-01
8.132426485297060026e+00,-2.151919000511414160e-01,-2.191776145597720826e-01
8.134426885377076033e+00,-2.150719222130551000e-01,-2.230588780018779305e-01
8.136427285457092040e+00,-2.149509225605094054e-01,-2.010867296178089070e-01
8.138427685537108047e+00,-2.148288954273445683e-01,-2.119765047360119004e-01
8.140428085617124054e+00,-2.147058351148923849e-01,-2.027949488267362654e-01
8.142428485697140061e+00,-2.145817358917709305e-01,-2.064827643370400201e-01
8.144428885777156069e+00,-2.144565919936800014e-01,-2.031066447425057264e-01
8.146429285857172076e+00,-2.143303976231922814e-01,-2.157438394625265377e-01
8.148429685937188083e+00,-2.142031469495454254e-01,-2.354251297345956173e-01
8.150430086017204090e+00,-2.140748341084316997e-01,-2.075204092042041426e-01
8.152430486097220097e+00,-2.139454532017862620e-01,-2.204636620234397548e-01
8.154430886177236104e+00,-2.138149982975741659e-01,-2.070100466544235462e-01
8.156431286257252111e+00,-2.136834634295757818e-01,-2.185666243931668473e-01
8.158431686337268118e+00,-2.135508425971705537e-01,-1.963852039829447338e-01
8.160432086417284125e+00,-2.134171297651192845e-01,-2.154141124893257930e-01
8.162432486497298356e+00,-2.132823188633456435e-01,-2.042663433833635800e-01
8.164432886577316140e+00,-2.131464037867144556e-01,-2.012495194006359567e-01
8.166433286657330370e+00,-2.130093783948114328e-01,-2.132745368349844017e-01
8.168433686737348154e+00,-2.128712365117167993e-01,-2.089825632224299734e-01
8.170434086817362385e+00,-2.127319719257829700e-01,-2.123496573322641301e-01
8.172434486897380168e+00,-2.125915783894050670e-01,-2.215212197788112014e-01
8.174434886977394399e+00,-2.124500496187947673e-01,-1.968327691423628345e-01
8.176435287057412182e+00,-2.123073792937484050e-01,-2.211470336620007804e-01
8.178435687137426413e+00,-2.121635610574170439e-01,-2.276778624994389433e-01
8.180436087217444197e+00,-2.120185885160719153e-01,-2.167041260140487591e-01
8.182436487297458427e+00,-2.118724552388706051e-01,-2.100676959638660135e-01
8.184436887377476211e+00,-2.117251547576192716e-01,-2.105755386597555068e-01
8.186437287457490442e+00,-2.115766805665369454e-01,-2.146073753940658524e-01
8.188437687537508225e+00,-2.114270261220123626e-01,-2.156361763009503885e-01
8.190438087617522456e+00,-2.112761848423654887e-01,-2.328093025308917707e-01
8.192438487697540239e+00,-2.111241501076024929e-01,-2.043182627986097344e-01
8.194438887777554470e+00,-2.109709152591721093e-01,-1.927996229490513413e-01
8.196439287857572253e+00,-2.108164735997174466e-01,-2.179191812796521521e-01
8.198439687937586484e+00,-2.106608183928301847e-01,-2.287674102237532980e-01
8.200440088017604268e+00,-2.105039428627976106e-01,-2.024949654204293015e-01
8.202440488097618498e+00,-2.103458401943532619e-01,-2.117638872374519865e-01
8.204440888177636282e+00,-2.101865035324214093e-01,-2.507557888644638688e-01
8.206441288257650513e+00,-2.100259259818633706e-01,-2.174251878187718479e-01
8.208441688337668296e+00,-2.098641006072188286e-01,-2.244894124259200208e-01
8.210442088417682527e+00,-2.097010204324484262e-01,-2.214431238288006032e-01
8.212442488497700310e+00,-2.095366784406713090e-01,-1.887111086342920796e-01
8.214442888577714541e+00,-2.093710675739042237e-01,-1.988417628179978136e-01
8.216443288657732325e+00,-2.092041807327946201e-01,-2.104400178846814740e-01
8.218443688737746555e+00,-2.090360107763578057e-01,-2.084510872116967506e-01
8.220444088817764339e+00,-2.088665505217051077e-01,-1.922113246031672273e-01
8.222444488897778569e+00,-2.086957927437763372e-01,-2.195305410368424970e-01
8.224444888977796353e+00,-2.085237301750660355e-01,-2.004066657432279075e-01
8.226445289057810584e+00,-2.083503555053511092e-01,-2.144261234133397476e-01
8.228445689137828367e+00,-2.081756613814132462e-01,-1.990384518893534849e-01
8.230446089217842598e+00,-2.079996404067628590e-01,-2.051769929730763997e-01
8.232446489297860381e+00,-2.078222851413573102e-01,-2.149700850215174319e-01
8.234446889377874612e+00,-2.076435881013214413e-01,-1.961206666586928216e-01
8.236447289457892396e+00,-2.074635417586607189e-01,-2.012926846759232613e-01
8.238447689537906626e+00,-2.072821385409791273e-01,-1.877368638973007098e-01
8.240448089617924410e+00,-2.070993708311880122e-01,-2.107143812406926386e-01
8.242448489697938641e+00,-2.069152309672187273e-01,-2.049081045019878478e-01
8.244448889777956424e+00,-2.067297112417283700e-01,-2.132745778978768214e-01
8.246449289857970655e+00,-2.065428039018083195e-01,-1.933740448244288812e-01
8.248449689937988438e+00,-2.063545011486852820e-01,-2.136059737673212944e-01
8.250450090018002669e+00,-2.061647951374263321e-01,-2.057678499622690727e-01
8.252450490098020452e+00,-2.059736779766354609e-01,-1.919389398906382604e-01
8.254450890178034683e+00,-2.057811417281535382e-01,-1.997576233701403026e-01
8.256451290258052467e+00,-2.055871784067516139e-01,-2.020439840455558467e-01
8.258451690338066697e+00,-2.053917799798259947e-01,-2.021013041732046822e-01
8.260452090418084481e+00,-2.051949383670880200e-01,-2.011543862654390502e-01
8.262452490498098712e+00,-2.049966454402541438e-01,-1.977783277362743786e-01
8.264452890578116495e+00,-2.047968930227298812e-01,-2.074222426152173282e-01
8.266453290658130726e+00,-2.045956728892980858e-01,-2.246374088444060002e-01
8.268453690738148509e+00,-2.043929767657967356e-01,-1.900948983270234205e-01
8.270454090818162740e+00,-2.041887963288028796e-01,-2.146501825765300964e-01
8.272454490898180524e+00,-2.039831232053065935e-01,-1.844604761647908042e-01
8.274454890978194754e+00,-2.037759489723892092e-01,-2.003371135339193365e-01
8.276455291058212538e+00,-2.035672651568931901e-01,-1.702190594248559619e-01
8.278455691138226769e+00,-2.033570632350958918e-01,-1.906885147347884280e-01
8.280456091218244552e+00,-2.031453346323743858e-01,-1.982929700087443514e-01
8.282456491298258783e+00,-2.029320707228748910e-01,-1.929371062570170992e-01
8.284456891378276566e+00,-2.027172628291722678e-01,-2.167050331039054867e-01
8.286457291458290797e+00,-2.025009022219348975e-01,-2.002326291643406475e-01
8.288457691538308580e+00,-2.022829801195794863e-01,-2.056222448290229432e-01
8.290458091618322811e+00,-2.020634876879301989e-01,-2.014759312096283117e-01
8.292458491698340595e+00,-2.018424160398706313e-01,-2.226785200832608891e-01
8.294458891778354825e+00,-2.016197562349958117e-01,-2.240293045952141404e-01
8.296459291858372609e+00,-2.013954992792588994e-01,-1.936386446778130543e-01
8.298459691938386840e+00,-2.011696361246206322e-01,-2.004111160919496981e-01
8.300460092018404623e+00,-2.009421576686889199e-01,-2.053042917734662354e-01
8.302460492098418854e+00,-2.007130547543638510e-01,-2.014799157154376907e-01
8.304460892178436637e+00,-2.004823181694718182e-01,-2.070641832586563869e-01
8.306461292258450868e+00,-2.002499386464054454e-01,-2.050796804471877732e-01
8.308461692338468652e+00,-2.000159068617523572e-01,-1.927932501596959503e-01
8.310462092418482882e+00,-1.997802134359305259e-01,-2.021034690313199544e-01
8.312462492498500666e+00,-1.995428489328108235e-01,-1.921996513590392419e-01
8.314462892578514897e+00,-1.993038038593473726e-01,-2.065683933283770091e-01
8.316463292658532680e+00,-1.990630686651948811e-01,-2.177909708097835462e-01
8.318463692738546911e+00,-1.988206337423326642e-01,-2.056204003579129025e-01
8.320464092818564694e+00,-1.985764894246776491e-01,-2.000479272028725664e-01
8.322464492898578925e+00,-1.983306259877023470e-01,-2.099614784996645389e-01
8.324464892978596708e+00,-1.980830336480426945e-01,-2.021450772128619844e-01
8.326465293058610939e+00,-1.978337025631092816e-01,-2.031176854296211642e-01
8.328465693138628723e+00,-1.975826228306902244e-01,-1.880261988146700036e-01
8.330466093218642953e+00,-1.973297844885570917e-01,-1.886732237513157051e-01
8.332466493298660737e+00,-1.970751775140615059e-01,-1.857957579418016703e-01
8.334466893378674968e+00,-1.968187918237358502e-01,-2.048723115027202279e-01
8.336467293458692751e+00,-1.965606172728828482e-01,-1.931486843524217456e-01
8.338467693538706982e+00,-1.963006436551713030e-01,-1.830423400574271164e-01
8.340468093618724765e+00,-1.960388607022198748e-01,-1.943103364269278266e-01
8.342468493698738996e+00,-1.957752580831860489e-01,-1.966294516202824472e-01
8.344468893778756780e+00,-1.955098254043450834e-01,-2.035929650798519175e-01
8.346469293858771010e+00,-1.952425522086717602e-01,-1.867048465309280314e-01
8.348469693938788794e+00,-1.949734279754128663e-01,-1.932716239704798111e-01
8.350470094018803024e+00,-1.947024421196645594e-01,-1.844456249544915716e-01
8.352470494098820808e+00,-1.944295839919373825e-01,-1.961229195013254045e-01
8.354470894178835039e+00,-1.941548428777275237e-01,-1.728759167785539896e-01
8.356471294258852822e+00,-1.938782079970755579e-01,-1.942739107548011601e-01
8.358471694338867053e+00,-1.935996685041312115e-01,-2.064733424269149242e-01
8.360472094418884836e+00,-1.933192134867061651e-01,-1.913264119205934366e-01
8.362472494498899067e+00,-1.930368319658316012e-01,-1.881534670954552457e-01
8.364472894578916851e+00,-1.927525128953050393e-01,-1.795542992679532712e-01
8.366473294658931081e+00,-1.924662451612418057e-01,-1.975348908019485816e-01
8.368473694738948865e+00,-1.921780175816140135e-01,-1.979366286078886872e-01
8.370474094818963096e+00,-1.918878189057959260e-01,-1.948148510835055747e-01
8.372474494898980879e+00,-1.915956378140967198e-01,-1.958074090240982668e-01
8.374474894978995110e+00,-1.913014629172981873e-01,-2.134138572574932891e-01
8.376475295059012893e+00,-1.910052827561817546e-01,-1.836963281407927306e-01
8.378475695139027124e+00,-1.907070858010583847e-01,-1.778655567363415513e-01
8.380476095219044907e+00,-1.904068604512883789e-01,-1.984419566723355788e-01
8.382476495299059138e+00,-1.901045950348058122e-01,-2.004635157023081926e-01
8.384476895379076922e+00,-1.898002778076297581e-01,-1.914048947641344700e-01
8.386477295459091152e+00,-1.894938969533825901e-01,-1.980751359431482950e-01
8.388477695539108936e+00,-1.891854405827936292e-01,-1.811015968095558148e-01
8.390478095619123167e+00,-1.888748967332098405e-01,-1.954197568880143288e-01
8.392478495699139174e+00,-1.885622533680935131e-01,-1.823007103246059302e-01
8.394478895779155181e+00,-1.882474983765236032e-01,-2.011871726315946907e-01
8.396479295859171188e+00,-1.879306195726881679e-01,-2.026330430576464003e-01
8.398479695939187195e+00,-1.876116046953774652e-01,-2.037609237370352766e-01
8.400480096019203202e+00,-1.872904414074686996e-01,-2.020508001863652314e-01
8.402480496099219209e+00,-1.869671172954104343e-01,-1.825715444405117405e-01
8.404480896179235216e+00,-1.866416198687023131e-01,-1.779258232209178781e-01
8.406481296259251224e+00,-1.863139365593701191e-01,-1.848424820322215334e-01
8.408481696339267231e+00,-1.859840547214373918e-01,-1.837971524331256379e-01
8.410482096419283238e+00,-1.856519616303943243e-01,-2.085277376722956544e-01
8.412482496499299245e+00,-1.853176444826599711e-01,-1.738200742516494701e-01
8.414482896579315252e+00,-1.849810903950435681e-01,-1.977891466080444749e-01
8.416483296659331259e+00,-1.846422864041996070e-01,-1.711801124555821230e-01
8.418483696739347266e+00,-1.843012194660803016e-01,-1.593139104133567130e-01
8.420484096819363273e+00,-1.839578764553830292e-01,-1.833261582326229655e-01
8.422484496899379280e+00,-1.836122441649936932e-01,-1.771817710573854177e-01
8.424484896979395288e+00,-1.832643093054271421e-01,-1.768654082621493595e-01
8.426485297059411295e+00,-1.829140585042618450e-01,-1.965111298006330665e-01
8.428485697139427302e+00,-1.825614783055714008e-01,-1.942480708374608178e-01
8.430486097219443309e+00,-1.822065551693511642e-01,-1.893399933005054658e-01
8.432486497299459316e+00,-1.818492754709419568e-01,-1.802807980259005793e-01
8.434486897379475323e+00,-1.814896255004470604e-01,-1.728076235721435205e-01
8.436487297459491330e+00,-1.811275914621476857e-01,-1.799363037534091603e-01
8.438487697539507337e+00,-1.807631594739112502e-01,-1.693828002164535218e-01
8.440488097619523344e+00,-1.803963155665980755e-01,-1.856523709648953413e-01
8.442488497699539352e+00,-1.800270456834617283e-01,-1.946243990057722750e-01
8.444488897779555359e+00,-1.796553356795450584e-01,-1.793487801174691032e-01
8.446489297859571366e+00,-1.792811713210724633e-01,-1.798480374366994983e-01
8.448489697939587373e+00,-1.789045382848377663e-01,-1.935484558601787974e-01
8.450490098019603380e+00,-1.785254221575861555e-01,-1.679029526469117406e-01
8.452490498099619387e+00,-1.781438084353927920e-01,-1.879870365320877312e-01
8.454490898179635394e+00,-1.777596825230364219e-01,-1.852095111320011256e-01
8.456491298259651401e+00,-1.773730297333680483e-01,-1.750582040561221853e-01
8.458491698339667408e+00,-1.769838352866758280e-01,-1.880543138380664225e-01
8.460492098419683416e+00,-1.765920843100430848e-01,-1.701746849396989780e-01
8.462492498499699423e+00,-1.761977618367039367e-01,-1.721580730057452324e-01
8.464492898579715430e+00,-1.758008528053930375e-01,-1.710710017221082069e-01
8.466493298659731437e+00,-1.754013420596902684e-01,-1.753750456305986638e-01
8.468493698739747444e+00,-1.749992143473604878e-01,-1.798395230650461085e-01
8.470494098819763451e+00,-1.745944543196892851e-01,-1.823611493682934792e-01
8.472494498899779458e+00,-1.741870465308120175e-01,-1.709385017180273525e-01
8.474494898979795465e+00,-1.737769754370402375e-01,-1.595882672011323111e-01
8.476495299059811472e+00,-1.733642253961800994e-01,-1.651418245221335790e-01
8.478495699139827479e+00,-1.729487806668487948e-01,-1.689834268495290504e-01
8.480496099219843487e+00,-1.725306254077830226e-01,-1.620376820845058630e-01
8.482496499299859494e+00,-1.721097436771441280e-01,-1.582082951314719155e-01
8.484496899379875501e+00,-1.716861194318181627e-01,-1.843828773618222394e-01
8.486497299459891508e+00,-1.712597365267076732e-01,-1.714370303014436936e-01
8.488497699539907515e+00,-1.708305787140232679e-01,-1.579835562328187060e-01
8.490498099619923522e+00,-1.703986296425655800e-01,-1.767928898109912272e-01
8.492498499699939529e+00,-1.699638728570025403e-01,-1.744587532012913667e-01
8.494498899779955536e+00,-1.695262917971442074e-01,-1.628588351643144860e-01
8.496499299859971543e+00,-1.690858697972074387e-01,-1.710074685577161469e-01
8.498499699939987551e+00,-1.686425900850792026e-01,-1.558464529393500941e-01
8.500500100020003558e+00,-1.681964357815718125e-01,-1.710167404122236723e-01
8.502500500100019565e+00,-1.677473898996739710e-01,-1.612003532550747298e-01
8.504500900180035572e+00,-1.672954353437946518e-01,-1.410386713528369584e-01
8.506501300260051579e+00,-1.668405549090029028e-01,-1.545931473767678810e-01
8.508501700340067586e+00,-1.663827312802614311e-01,-1.798868643259281253e-01
8.510502100420083593e+00,-1.659219470316534162e-01,-1.761994500302449251e-01
8.512502500500099600e+00,-1.654581846256045763e-01,-1.753883890610614948e-01
8.514502900580115607e+00,-1.649914264120993512e-01,-1.650761338062406713e-01
8.516503300660131615e+00,-1.645216546278903680e-01,-1.785105637396881273e-01
8.518503700740147622e+00,-1.640488513957031047e-01,-1.579023952542440157e-01
8.520504100820163629e+00,-1.635729987234330607e-01,-1.454522353906910204e-01
8.522504500900179636e+00,-1.630940785033382079e-01,-1.466235376303475224e-01
8.524504900980195643e+00,-1.626120725112248366e-01,-1.700418794124387845e-01
8.526505301060211650e+00,-1.621269624056270175e-01,-1.646310288957452128e-01
8.528505701140227657e+00,-1.616387297269800405e-01,-1.643755643646424014e-01
8.530506101220243664e+00,-1.611473558967875253e-01,-1.693036679081014184e-01
8.532506501300259671e+00,-1.606528222167832309e-01,-1.428965176039858065e-01
8.534506901380275679e+00,-1.601551098680839558e-01,-1.669081599012648687e-01
8.536507301460291686e+00,-1.596541999103396614e-01,-1.708130660397882417e-01
8.538507701540307693e+00,-1.591500732808732999e-01,-1.551716956161348637e-01
8.540508101620323700e+00,-1.586427107938176428e-01,-1.549485538262657114e-01
8.542508501700339707e+00,-1.581320931392428686e-01,-1.422172320520588007e-01
8.544508901780355714e+00,-1.576182008822791802e-01,-1.416164027977904749e-01
8.546509301860371721e+00,-1.571010144622319027e-01,-1.587597067421706032e-01
8.548509701940387728e+00,-1.565805141916905563e-01,-1.778723038350038810e-01
8.550510102020403735e+00,-1.560566802556303534e-01,-1.489295389771322642e-01
8.552510502100419743e+00,-1.555294927105081992e-01,-1.470736935264659873e-01
8.554510902180435750e+00,-1.549989314833497556e-01,-1.364238822741955515e-01
8.556511302260451757e+00,-1.544649763708316192e-01,-1.704580050001131275e-01
8.558511702340467764e+00,-1.539276070383562844e-01,-1.657644282601979657e-01
8.560512102420483771e+00,-1.533868030191178344e-01,-1.373410424553638820e-01
8.562512502500499778e+00,-1.528425437131638587e-01,-1.360946936601021562e-01
8.564512902580515785e+00,-1.522948083864480162e-01,-1.389227959581761929e-01
8.566513302660531792e+00,-1.517435761698759378e-01,-1.519384796520332759e-01
8.568513702740547799e+00,-1.511888260583439392e-01,-1.379544828824998126e-01
8.570514102820563807e+00,-1.506305369097709068e-01,-1.563201907719593831e-01
8.572514502900579814e+00,-1.500686874441219398e-01,-1.628623312032683179e-01
8.574514902980595821e+00,-1.495032562424256362e-01,-1.502012780858573704e-01
8.576515303060611828e+00,-1.489342217457819695e-01,-1.479598136793301155e-01
8.578515703140627835e+00,-1.483615622543656420e-01,-1.402104456236209495e-01
8.580516103220643842e+00,-1.477852559264191123e-01,-1.367126359137671443e-01
8.582516503300659849e+00,-1.472052807772395999e-01,-1.654058144095092997e-01
8.584516903380675856e+00,-1.466216146781572638e-01,-1.438981337433997976e-01
8.586517303460691863e+00,-1.460342353555066364e-01,-1.412401620576558270e-01
8.588517703540707871e+00,-1.454431203895896751e-01,-1.586065617042421994e-01
8.590518103620723878e+00,-1.448482472136312926e-01,-1.477967486905001904e-01
8.592518503700739885e+00,-1.442495931127260322e-01,-1.439289561671617534e-01
8.594518903780755892e+00,-1.436471352227782217e-01,-1.393529526514928896e-01
8.596519303860771899e+00,-1.430408505294322730e-01,-1.521241545813569185e-01
8.598519703940787906e+00,-1.424307158669969875e-01,-1.488795784738705663e-01
8.600520104020803913e+00,-1.418167079173594525e-01,-1.534096457061689955e-01
8.602520504100819920e+00,-1.411988032088921097e-01,-1.380376417226585883e-01
8.604520904180835927e+00,-1.405769781153516085e-01,-1.443146693776969358e-01
8.606521304260851934e+00,-1.399512088547681943e-01,-1.463119956840742419e-01
8.608521704340867942e+00,-1.393214714883272420e-01,-1.331194271390489792e-01
8.610522104420883949e+00,-1.386877419192427130e-01,-1.407841072963547935e-01
8.612522504500899956e+00,-1.380499958916211745e-01,-1.506782803896562217e-01
8.614522904580915963e+00,-1.374082089893181591e-01,-1.261668546489364273e-01
8.616523304660931970e+00,-1.367623566347846154e-01,-1.271809041513343175e-01
8.618523704740947977e+00,-1.361124140879054201e-01,-1.317981991534217800e-01
8.620524104820963984e+00,-1.354583564448299249e-01,-1.464418108156127218e-01
8.622524504900979991e+00,-1.348001586367907623e-01,-1.238580420907034879e-01
8.624524904980995998e+00,-1.341377954289166008e-01,-1.405347018249125945e-01
8.626525305061012006e+00,-1.334712414190350471e-01,-1.529710058739613410e-01
8.628525705141028013e+00,-1.328004710364648622e-01,-1.344992404363010152e-01
8.630526105221044020e+00,-1.321254585408013771e-01,-1.141293171388434169e-01
8.632526505301060027e+00,-1.314461780206909181e-01,-1.364316273220612385e-01
8.634526905381076034e+00,-1.307626033925967657e-01,-1.251825058867211682e-01
8.636527305461092041e+00,-1.300747083995552333e-01,-1.165162534885099688e-01
8.638527705541108048e+00,-1.293824666099231413e-01,-1.279034424123859925e-01
8.640528105621124055e+00,-1.286858514161145217e-01,-1.322842211428215120e-01
8.642528505701140062e+00,-1.279848360333284418e-01,-1.282655779096960880e-01
8.644528905781156070e+00,-1.272793934982669461e-01,-1.217712763464236236e-01
8.646529305861172077e+00,-1.265694966678442834e-01,-1.321677568332522978e-01
8.648529705941188084e+00,-1.258551182178842542e-01,-1.227210841828996063e-01
8.650530106021204091e+00,-1.251362306418084547e-01,-1.198867829906649085e-01
8.652530506101220098e+00,-1.244128062493172759e-01,-1.286390080732967567e-01
8.654530906181236105e+00,-1.236848171650554856e-01,-1.167860039644314230e-01
8.656531306261252112e+00,-1.229522353272722579e-01,-1.176589260899666978e-01
8.658531706341268119e+00,-1.222150324864695048e-01,-1.259108409793122940e-01
8.660532106421284126e+00,-1.214731802040396602e-01,-1.237461270637731925e-01
8.662532506501300134e+00,-1.207266498508925284e-01,-1.199873658376262864e-01
8.664532906581316141e+00,-1.199754126060738196e-01,-1.218800531820064398e-01
8.666533306661332148e+00,-1.192194394553703490e-01,-1.217302531169649898e-01
8.668533706741348155e+00,-1.184587011899075754e-01,-1.292035230105527399e-01
8.670534106821364162e+00,-1.176931684047347049e-01,-1.169945575617075129e-01
8.672534506901380169e+00,-1.169228114973982630e-01,-1.098685902379979151e-01
8.674534906981396176e+00,-1.161476006665077415e-01,-1.100587317353818734e-01
8.676535307061412183e+00,-1.153675059102874240e-01,-1.240532341497659341e-01
8.678535707141428190e+00,-1.145824970251186348e-01,-1.092850147445902781e-01
8.680536107221444198e+00,-1.137925436040714416e-01,-1.079997815274712225e-01
8.682536507301460205e+00,-1.129976150354228964e-01,-1.226652418008645912e-01
8.684536907381476212e+00,-1.121976805011678929e-01,-1.072898122297995804e-01
8.686537307461492219e+00,-1.113927089755144401e-01,-1.134955969023777322e-01
8.688537707541508226e+00,-1.105826692233705388e-01,-1.146790770382218883e-01
8.690538107621524233e+00,-1.097675297988189164e-01,-1.077726276728983995e-01
8.692538507701540240e+00,-1.089472590435795613e-01,-1.114043798593110091e-01
8.694538907781556247e+00,-1.081218250854607127e-01,-1.308967418629350676e-01
8.696539307861572254e+00,-1.072911958367990110e-01,-1.055220661239851532e-01
8.698539707941588262e+00,-1.064553389928866861e-01,-1.180558817898181845e-01
8.700540108021604269e+00,-1.056142220303883383e-01,-1.069027117970024060e-01
8.702540508101620276e+00,-1.047678122057440209e-01,-9.828543593494049047e-02
8.704540908181636283e+00,-1.039160765535613040e-01,-1.066400921432571897e-01
8.706541308261652290e+00,-1.030589818849951961e-01,-1.079252261500907722e-01
8.708541708341668297e+00,-1.021964947861155604e-01,-1.012167856248827880e-01
8.710542108421684304e+00,-1.013285816162620839e-01,-9.675287572927004920e-02
