t,N,dN_dt
1.022604520904180880e+01,4.975979958683487325e+01,-1.083324095318971558e-06
1.023404680936187283e+01,4.975979958338511011e+01,-1.040938592211659852e-06
1.024204840968193686e+01,4.975979957501840545e+01,-9.381410563946701586e-07
1.025005001000200089e+01,4.975979956201700816e+01,-7.783994462329246744e-07
1.025805161032206492e+01,4.975979954477555367e+01,-5.665622984096785331e-07
1.026605321064212895e+01,4.975979952380106397e+01,-3.088592781530508091e-07
1.027405481096219297e+01,4.975979949971297600e+01,-1.290103890383420548e-08
1.028205641128225700e+01,4.975979947324309904e+01,3.123210490230121650e-07
1.029005801160232103e+01,4.975979944523565734e+01,6.564344188220161413e-07
1.029805961192238506e+01,4.975979941664724038e+01,1.007685995979556992e-06
1.030606121224244909e+01,4.975979938854685969e+01,1.352941231047566362e-06
1.031406281256251312e+01,4.975979936211590626e+01,1.677685071310719422e-06
1.032206441288257714e+01,4.975979933864815763e+01,1.966021536237150258e-06
1.033006601320264117e+01,4.975979931954980628e+01,2.200673384411544475e-06
1.033806761352270520e+01,4.975979930633942416e+01,2.362982726822338009e-06
1.034606921384276923e+01,4.975979930064797685e+01,2.432910683136668695e-06
1.035407081416283326e+01,4.975979930421882358e+01,2.389037519812120536e-06
1.036207241448289729e+01,4.975979931874925200e+01,2.210509390199177915e-06
1.037007401480296132e+01,4.975979934088024237e+01,1.938597074868653181e-06
1.037807561512302534e+01,4.975979936752232646e+01,1.611259105249729373e-06
1.038607721544308937e+01,4.975979939736458846e+01,1.244602209293788064e-06
1.039407881576315340e+01,4.975979942919321530e+01,8.535398925424431127e-07
1.040208041608321743e+01,4.975979946189146830e+01,4.517928386960079479e-07
1.041008201640328146e+01,4.975979949443971861e+01,5.188885499052275918e-08
1.041808361672334549e+01,4.975979952591540467e+01,-3.348371393485649605e-07
1.042608521704340951e+01,4.975979955549308187e+01,-6.982432427804496911e-07
1.043408681736347354e+01,4.975979958244438706e+01,-1.029380371608823452e-06
1.044208841768353757e+01,4.975979960613804565e+01,-1.320492462930644706e-06
1.045009001800360160e+01,4.975979962603987161e+01,-1.565016198856739038e-06
1.045809161832366563e+01,4.975979964171278169e+01,-1.757581418626585901e-06
1.046609321864372966e+01,4.975979965281678119e+01,-1.894010710046245549e-06
1.047409481896379191e+01,4.975979965910895686e+01,-1.971319474325383680e-06
1.048209641928385594e+01,4.975979966044349823e+01,-1.987716342188861063e-06
1.049009801960391997e+01,4.975979965677169048e+01,-1.942602688487227169e-06
1.049809961992398399e+01,4.975979964814188605e+01,-1.836572565583338701e-06
1.050610122024404802e+01,4.975979963469955436e+01,-1.671413393466991693e-06
1.051410282056411205e+01,4.975979961668725338e+01,-1.450105334033224835e-06
1.052210442088417608e+01,4.975979959444461542e+01,-1.176821160520091780e-06
1.053010602120424011e+01,4.975979956840838270e+01,-8.569270124603178829e-07
1.053810762152430414e+01,4.975979953911237885e+01,-4.969817717359603648e-07
1.054610922184436816e+01,4.975979950718752320e+01,-1.047370696838356707e-07
1.055411082216443219e+01,4.975979947336182363e+01,3.108623745085026258e-07
1.056211242248449622e+01,4.975979943846039077e+01,7.396787515823177728e-07
1.057011402280456025e+01,4.975979940340540253e+01,1.170381780379869952e-06
1.057811562312462428e+01,4.975979936921616087e+01,1.590447817445550527e-06
1.058611722344468831e+01,4.975979933700902791e+01,1.986160744316123328e-06
1.059411882376475234e+01,4.975979930799747564e+01,2.342611080674572577e-06
1.060212042408481636e+01,4.975979928349206460e+01,2.643696805471051903e-06
1.061012202440488039e+01,4.975979926490044392e+01,2.872122671693233542e-06
1.061812362472494442e+01,4.975979925372736545e+01,3.009400686426744187e-06
1.062612522504500845e+01,4.975979925157464834e+01,3.035850038024534570e-06
1.063412682536507248e+01,4.975979926014122867e+01,2.930596759931347606e-06
1.064212842568513651e+01,4.975979928098004024e+01,2.674560783511026330e-06
1.065013002600520053e+01,4.975979931234495268e+01,2.289195800919685553e-06
1.065813162632526456e+01,4.975979935171149293e+01,1.805518912156856004e-06
1.066613322664532859e+01,4.975979939699227828e+01,1.249176637241333765e-06
1.067413482696539262e+01,4.975979944624408091e+01,6.440444551003565721e-07
1.068213642728545665e+01,4.975979949766778532e+01,1.222720591442794102e-08
1.069013802760552068e+01,4.975979954960843799e+01,-6.259415208376140072e-07
1.069813962792558470e+01,4.975979960055519769e+01,-1.251898844145671319e-06
1.070614122824564873e+01,4.975979964914137099e+01,-1.848852790420352221e-06
1.071414282856571276e+01,4.975979969414439097e+01,-2.401782299266130849e-06
1.072214442888577679e+01,4.975979973448584559e+01,-2.897437491711229995e-06
1.073014602920584082e+01,4.975979976923143511e+01,-3.324339127086517465e-06
1.073814762952590485e+01,4.975979979759100758e+01,-3.672779012919846764e-06
1.074614922984596888e+01,4.975979981891854464e+01,-3.934819730488925416e-06
1.075415083016603290e+01,4.975979983271216867e+01,-4.104295113549483176e-06
1.076215243048609693e+01,4.975979983861412137e+01,-4.176809427658412233e-06
1.077015403080616096e+01,4.975979983641080651e+01,-4.149738397352109587e-06
1.077815563112622499e+01,4.975979982603274010e+01,-4.022228316191700515e-06
1.078615723144628902e+01,4.975979980755457888e+01,-3.795196386935373312e-06
1.079415883176635305e+01,4.975979978119512026e+01,-3.471330932036664763e-06
1.080216043208641707e+01,4.975979974731729527e+01,-3.055091113868257935e-06
1.081016203240648110e+01,4.975979970642817563e+01,-2.552707004888077336e-06
1.081816363272654513e+01,4.975979965917895242e+01,-1.972179524578621113e-06
1.082616523304660916e+01,4.975979960636497879e+01,-1.323280702347773286e-06
1.083416683336667319e+01,4.975979954892571300e+01,-6.175532769603364613e-07
1.084216843368673722e+01,4.975979948794476826e+01,1.316890361202638360e-07
1.085017003400680125e+01,4.975979942464989847e+01,9.093613324573368573e-07
1.085817163432686527e+01,4.975979936041296980e+01,1.698608213640540043e-06
1.086617323464692930e+01,4.975979929675001046e+01,2.480803025228794922e-06
1.087417483496699333e+01,4.975979923532116089e+01,3.235548478919270110e-06
1.088217643528705736e+01,4.975979917793071650e+01,3.940676029490219889e-06
1.089017803560712139e+01,4.975979912652709913e+01,4.572246500966770100e-06
1.089817963592718542e+01,4.975979908320285716e+01,5.104549732681817886e-06
1.090618123624724944e+01,4.975979905019469385e+01,5.510104452266517683e-06
1.091418283656731347e+01,4.975979902988343895e+01,5.759658612269902278e-06
1.092218443688737750e+01,4.975979902479404871e+01,5.822189391491150445e-06
1.093018603720744153e+01,4.975979903759563427e+01,5.664902714475061885e-06
1.093818763752750556e+01,4.975979907102190936e+01,5.254210888150367964e-06
1.094618923784756959e+01,4.975979911768564534e+01,4.680877022877893978e-06
1.095419083816763361e+01,4.975979916973385286e+01,4.041386798991908336e-06
1.096219243848769764e+01,4.975979922511030651e+01,3.361004119462052131e-06
1.097019403880776167e+01,4.975979928193127222e+01,2.662873453740388641e-06
1.097819563912782570e+01,4.975979933848552150e+01,1.968019770259843426e-06
1.098619723944788973e+01,4.975979939323432433e+01,1.295348745156132964e-06
1.099419883976795376e+01,4.975979944481143491e+01,6.616466183828606518e-07
1.100220044008801779e+01,4.975979949202312014e+01,8.158034159322369305e-08
1.101020204040808181e+01,4.975979953384814536e+01,-4.323027753549979479e-07
1.101820364072814584e+01,4.975979956943775306e+01,-8.695743778375231159e-07
1.102620524104820987e+01,4.975979959811571263e+01,-1.221926084760127651e-06
1.103420684136827390e+01,4.975979961937827767e+01,-1.483168541316359779e-06
1.104220844168833793e+01,4.975979963289419317e+01,-1.649231823552810283e-06
1.105021004200840196e+01,4.975979963850470966e+01,-1.718165437925023298e-06
1.105821164232846598e+01,4.975979963622357616e+01,-1.690138328847012872e-06
1.106621324264853001e+01,4.975979962623704722e+01,-1.567438796090669939e-06
1.107421484296859404e+01,4.975979960890385456e+01,-1.354474581383158238e-06
1.108221644328865807e+01,4.975979958475524967e+01,-1.057772782253607602e-06
1.109021804360872210e+01,4.975979955449497538e+01,-6.859800012470884667e-07
1.109821964392878613e+01,4.975979951899925879e+01,-2.498619293689330334e-07
1.110622124424885016e+01,4.975979947931684677e+01,2.376959660210786751e-07
1.111422284456891418e+01,4.975979943666897043e+01,7.616889932116066575e-07
1.112222444488897821e+01,4.975979939244935935e+01,1.304993166417744987e-06
1.113022604520904224e+01,4.975979934822424866e+01,1.848364926448908818e-06
1.113822764552910627e+01,4.975979930573237198e+01,2.370441285481916793e-06
1.114622924584917030e+01,4.975979926688494714e+01,2.847740099287676685e-06
1.115423084616923433e+01,4.975979923376570468e+01,3.254659582285768238e-06
1.116223244648929835e+01,4.975979920863086647e+01,3.563478724988300428e-06
1.117023404680936238e+01,4.975979919390915285e+01,3.744357018664601355e-06
1.117823564712942641e+01,4.975979919220178971e+01,3.765334518401886044e-06
1.118623724744949044e+01,4.975979920628248721e+01,3.592332123769637064e-06
1.119423884776955447e+01,4.975979923494923440e+01,3.240118130243274663e-06
1.120224044808961850e+01,4.975979926820716770e+01,2.831494644084386891e-06
1.121024204840968252e+01,4.975979930415333286e+01,2.389842119754348460e-06
1.121824364872974655e+01,4.975979934150043249e+01,1.930977077790885232e-06
1.122624524904981058e+01,4.975979937907519712e+01,1.469314793389742135e-06
1.123424684936987461e+01,4.975979941581837807e+01,1.017869772468316114e-06
1.124224844968993864e+01,4.975979945078476163e+01,5.882553426594938628e-07
1.125025005001000267e+01,4.975979948314317625e+01,1.906837927556637169e-07
1.125825165033006670e+01,4.975979951217645691e+01,-1.660335673392410172e-07
1.126625325065013072e+01,4.975979953728148075e+01,-4.744863959516010254e-07
1.127425485097019475e+01,4.975979955796917409e+01,-7.286657375260574554e-07
1.128225645129025878e+01,4.975979957386444852e+01,-9.239629936708126934e-07
1.129025805161032281e+01,4.975979958470629327e+01,-1.057171292728753542e-06
1.129825965193038684e+01,4.975979959034770417e+01,-1.126484461710930418e-06
1.130626125225045087e+01,4.975979959075569781e+01,-1.131497302964135088e-06
1.131426285257051489e+01,4.975979958601134001e+01,-1.073205725177217573e-06
1.132226445289057892e+01,4.975979957630971739e+01,-9.540067531510487697e-07
1.133026605321064295e+01,4.975979956195995157e+01,-7.776983790286351450e-07
1.133826765353070698e+01,4.975979954338518496e+01,-5.494795742855274057e-07
1.134626925385077101e+01,4.975979952112260918e+01,-2.759504842408944114e-07
1.135427085417083504e+01,4.975979949582341533e+01,3.488804445339610538e-08
1.136227245449089907e+01,4.975979946825285793e+01,3.736336422477393171e-07
1.137027405481096309e+01,4.975979943929019811e+01,7.294833115345511487e-07
1.137827565513102712e+01,4.975979940992873907e+01,1.090232807587909747e-06
1.138627725545108937e+01,4.975979938127580482e+01,1.442277046681539332e-06
1.139427885577115340e+01,4.975979935455275438e+01,1.770609769469189132e-06
1.140228045609121743e+01,4.975979933109498177e+01,2.058823603157122761e-06
1.141028205641128146e+01,4.975979931235190890e+01,2.289110341724409636e-06
1.141828365673134549e+01,4.975979929988698558e+01,2.442260600865608922e-06
1.142628525705140952e+01,4.975979929537768243e+01,2.497664155498569016e-06
1.143428685737147354e+01,4.975979930061551215e+01,2.433309538307781850e-06
1.144228845769153757e+01,4.975979931704437575e+01,2.231456404100384816e-06
1.145029005801160160e+01,4.975979934046066688e+01,1.943752188093839095e-06
1.145829165833166563e+01,4.975979936826039562e+01,1.602190869309794152e-06
1.146629325865172966e+01,4.975979939912122774e+01,1.223019264529057182e-06
1.147429485897179369e+01,4.975979943182000653e+01,8.212658011430562510e-07
1.148229645929185772e+01,4.975979946523278130e+01,4.107398332564571319e-07
1.149029805961192174e+01,4.975979949833478599e+01,4.032114642171791274e-09
1.149829965993198577e+01,4.975979953020043922e+01,-3.874851941532142519e-07
1.150630126025204980e+01,4.975979956000335847e+01,-7.536587345313705555e-07
1.151430286057211383e+01,4.975979958701634587e+01,-1.085553744673006804e-06
1.152230446089217786e+01,4.975979961061140244e+01,-1.375454400598385973e-06
1.153030606121224189e+01,4.975979963025970676e+01,-1.616863201547857898e-06
1.153830766153230591e+01,4.975979964553164336e+01,-1.804501859048457391e-06
1.154630926185236994e+01,4.975979965609676725e+01,-1.934310200457645124e-06
1.155431086217243397e+01,4.975979966172383939e+01,-2.003447268084102006e-06
1.156231246249249800e+01,4.975979966228081253e+01,-2.010290493181798865e-06
1.157031406281256203e+01,4.975979965773480984e+01,-1.954436041451401707e-06
1.157831566313262606e+01,4.975979964815217471e+01,-1.836699015989040618e-06
1.158631726345269009e+01,4.975979963369842096e+01,-1.659112980334498388e-06
1.159431886377275411e+01,4.975979961463825418e+01,-1.424930299531723676e-06
1.160232046409281814e+01,4.975979959133557173e+01,-1.138621936735972895e-06
1.161032206441288217e+01,4.975979956425346984e+01,-8.058777205555145429e-07
1.161832366473294620e+01,4.975979953395422228e+01,-4.336060821508169738e-07
1.162632526505301023e+01,4.975979950109930883e+01,-2.993424885744389030e-08
1.163432686537307426e+01,4.975979946644937968e+01,3.957920906572098829e-07
1.164232846569313828e+01,4.975979943086428392e+01,8.330083085539286003e-07
1.165033006601320231e+01,4.975979939530307661e+01,1.269930974157063019e-06
1.165833166633326634e+01,4.975979936082398325e+01,1.693558338899947557e-06
1.166633326665333037e+01,4.975979932858442112e+01,2.089669642657554505e-06
1.167433486697339440e+01,4.975979929984100636e+01,2.442825532522618914e-06
1.168233646729345843e+01,4.975979927594954688e+01,2.736367920697091449e-06
1.169033806761352245e+01,4.975979925836503526e+01,2.952419987156673642e-06
1.169833966793358648e+01,4.975979924864164872e+01,3.071886315098026898e-06
1.170634126825365051e+01,4.975979924843277047e+01,3.074452755047474284e-06
1.171434286857371454e+01,4.975979925949095417e+01,2.938586353362637738e-06
1.172234446889377857e+01,4.975979928300806421e+01,2.649643423335845682e-06
1.173034606921384260e+01,4.975979931638504894e+01,2.239557168604022763e-06
1.173834766953390663e+01,4.975979935724194547e+01,1.737568999793381863e-06
1.174634926985397065e+01,4.975979940352560504e+01,1.168904895987310510e-06
1.175435087017403468e+01,4.975979945332745302e+01,5.570146086597560497e-07
1.176235247049409871e+01,4.975979950488351733e+01,-7.642889121584062195e-08
1.177035407081416274e+01,4.975979955657440001e+01,-7.115288598313895818e-07
1.177835567113422677e+01,4.975979960692528437e+01,-1.330164917323628515e-06
1.178635727145429080e+01,4.975979965460594201e+01,-1.915993192547205126e-06
1.179435887177435482e+01,4.975979969843074002e+01,-2.454446520250286312e-06
1.180236047209441885e+01,4.975979973735860540e+01,-2.932733691451971936e-06
1.181036207241448288e+01,4.975979977049306768e+01,-3.339840206173505521e-06
1.181836367273454691e+01,4.975979979708223055e+01,-3.666527933265939510e-06
1.182636527305461094e+01,4.975979981651880024e+01,-3.905335309806190480e-06
1.183436687337467497e+01,4.975979982834005000e+01,-4.050577075531691662e-06
1.184236847369473900e+01,4.975979983222783432e+01,-4.098344334568793101e-06
1.185037007401480302e+01,4.975979982800861023e+01,-4.046504832988517819e-06
1.185837167433486705e+01,4.975979981565340182e+01,-3.894702546247685859e-06
1.186637327465493108e+01,4.975979979527782149e+01,-3.644358025578497973e-06
1.187437487497499511e+01,4.975979976714206998e+01,-3.298668183937536469e-06
1.188237647529505914e+01,4.975979973165093639e+01,-2.862606441222936837e-06
1.189037807561512317e+01,4.975979968935378395e+01,-2.342922515552459117e-06
1.189837967593518719e+01,4.975979964094457131e+01,-1.748142767432625533e-06
1.190638127625525122e+01,4.975979958726182417e+01,-1.088569783203041652e-06
1.191438287657531525e+01,4.975979952928867078e+01,-3.762827942566104866e-07
1.192238447689537928e+01,4.975979946815281352e+01,3.748628110145091341e-07
1.193038607721544331e+01,4.975979940512654309e+01,1.149234998720771728e-06
1.193838767753550734e+01,4.975979934162673146e+01,1.929425305302601146e-06
1.194638927785557136e+01,4.975979927921483892e+01,2.696248897926523114e-06
1.195439087817563539e+01,4.975979921959690699e+01,3.428744508315872963e-06
1.196239247849569942e+01,4.975979916462355845e+01,4.104174434527152471e-06
1.197039407881576345e+01,4.975979911629001151e+01,4.698024472116202332e-06
1.197839567913582748e+01,4.975979907673605851e+01,5.184003979419316011e-06
1.198639727945589151e+01,4.975979904824608013e+01,5.534046088051525203e-06
1.199439887977595554e+01,4.975979903324903120e+01,5.718307285018653374e-06
1.200240048009601956e+01,4.975979903431847617e+01,5.705167556602219747e-06
1.201040208041608359e+01,4.975979905417253235e+01,5.461230726755417209e-06
1.201840368073614762e+01,4.975979909381990041e+01,4.974103418486919281e-06
1.202640528105621165e+01,4.975979914222210709e+01,4.379409838328740534e-06
1.203440688137627568e+01,4.975979919527022588e+01,3.727634205752394791e-06
1.204240848169633971e+01,4.975979925097538370e+01,3.043212907005710122e-06
1.205041008201640373e+01,4.975979930752025382e+01,2.348474489544116750e-06
1.205841168233646776e+01,4.975979936325903452e+01,1.663640075033612220e-06
1.206641328265653179e+01,4.975979941671746332e+01,1.006823148852475924e-06
1.207441488297659582e+01,4.975979946659280273e+01,3.940299104776556760e-07
1.208241648329665985e+01,4.975979951175386162e+01,-1.608413509046613399e-07
1.209041808361672388e+01,4.975979955124097387e+01,-6.459997030638930937e-07
1.209841968393678791e+01,4.975979958426601257e+01,-1.051761779002902131e-06
1.210642128425685193e+01,4.975979961021238296e+01,-1.370551845791823098e-06
1.211442288457691596e+01,4.975979962863502237e+01,-1.596901527900485007e-06
1.212242448489697999e+01,4.975979963926040028e+01,-1.727450221533644026e-06
1.213042608521704402e+01,4.975979964198651828e+01,-1.760944682072107526e-06
1.213842768553710805e+01,4.975979963688293140e+01,-1.698239434411163984e-06
1.214642928585717208e+01,4.975979962419070546e+01,-1.542296432344159030e-06
1.215443088617723610e+01,4.975979960432245264e+01,-1.298185194009704446e-06
1.216243248649730013e+01,4.975979957786231012e+01,-9.730827335019398561e-07
1.217043408681736416e+01,4.975979954556595430e+01,-5.762735599823542998e-07
1.217843568713742819e+01,4.975979950836060084e+01,-1.191500946795542859e-07
1.218643728745749222e+01,4.975979946734499038e+01,3.847881635543615175e-07
1.219443888777755625e+01,4.975979942378940279e+01,9.199338024679093451e-07
1.220244048809762027e+01,4.975979937913565010e+01,1.468572054186267906e-06
1.221044208841768430e+01,4.975979933499707641e+01,2.010880516767343806e-06
1.221844368873774833e+01,4.975979929315855799e+01,2.524929428648903240e-06
1.222644528905781236e+01,4.975979925557651740e+01,2.986681056693640812e-06
1.223444688937787639e+01,4.975979922437890224e+01,3.369990511092879615e-06
1.224244848969794042e+01,4.975979920186518513e+01,3.646605269302938268e-06
1.225045009001800445e+01,4.975979919050639211e+01,3.786165039709743496e-06
1.225845169033806847e+01,4.975979919294506715e+01,3.756202307414469033e-06
1.226645329065813250e+01,4.975979921199495948e+01,3.522145812340227167e-06
1.227445489097819653e+01,4.975979924262892240e+01,3.145761700018567808e-06
1.228245649129826056e+01,4.975979927706618611e+01,2.722648323683074523e-06
1.229045809161832281e+01,4.975979931391214706e+01,2.269940514665336195e-06
1.229845969193838684e+01,4.975979935188777858e+01,1.803352964735438491e-06
1.230646129225845087e+01,4.975979938982961670e+01,1.337180637328572175e-06
1.231446289257851490e+01,4.975979942668978850e+01,8.842982213153049997e-07
1.232246449289857892e+01,4.975979946153598377e+01,4.561604716180056585e-07
1.233046609321864295e+01,4.975979949355144782e+01,6.280254893908931990e-08
1.233846769353870698e+01,4.975979952203503132e+01,-2.871609328103374992e-07
1.234646929385877101e+01,4.975979954640112624e+01,-5.865349534950325960e-07
1.235447089417883504e+01,4.975979956617972277e+01,-8.295446320971677778e-07
1.236247249449889907e+01,4.975979958101635958e+01,-1.011834954045554014e-06
1.237047409481896310e+01,4.975979959067217351e+01,-1.130471039889613394e-06
1.237847569513902712e+01,4.975979959502384276e+01,-1.183937814008828582e-06
1.238647729545909115e+01,4.975979959406365083e+01,-1.172140472682769996e-06
1.239447889577915518e+01,4.975979958789943680e+01,-1.096403873024343056e-06
1.240248049609921921e+01,4.975979957675460241e+01,-9.594728758166581883e-07
1.241048209641928324e+01,4.975979956096814760e+01,-7.655126172956272512e-07
1.241848369673934727e+01,4.975979954099462077e+01,-5.201078949745863156e-07
1.242648529705941129e+01,4.975979951740415430e+01,-2.302636459283746717e-07
1.243448689737947532e+01,4.975979949088245036e+01,9.559519353885548298e-08
1.244248849769953935e+01,4.975979946223078798e+01,4.476238162354206906e-07
1.245049009801960338e+01,4.975979943236600889e+01,8.145573477946754792e-07
1.245849169833966741e+01,4.975979940232053877e+01,1.183710980345864527e-06
1.246649329865973144e+01,4.975979937324236602e+01,1.540979900127581459e-06
1.247449489897979547e+01,4.975979934639505586e+01,1.870839294593196200e-06
1.248249649929985949e+01,4.975979932315775756e+01,2.156344348414052092e-06
1.249049809961992352e+01,4.975979930502516169e+01,2.379130445984145581e-06
1.249849969993998755e+01,4.975979929360756415e+01,2.519412699353296148e-06
1.250650130026005158e+01,4.975979929063081642e+01,2.555986491792339166e-06
1.251450290058011561e+01,4.975979929793634682e+01,2.466227130515363797e-06
1.252250450090017964e+01,4.975979931642574883e+01,2.239057099284735841e-06
1.253050610122024366e+01,4.975979934122371873e+01,1.934376897771983295e-06
1.253850770154030769e+01,4.975979937023033983e+01,1.577987125855884187e-06
1.254650930186037172e+01,4.975979940211668406e+01,1.186215626614028906e-06
1.255451090218043575e+01,4.975979943565499752e+01,7.741471614863826289e-07
1.256251250250049978e+01,4.975979946971869339e+01,3.556236873869522697e-07
1.257051410282056381e+01,4.975979950328235191e+01,-5.675619796363662317e-08
1.257851570314062783e+01,4.975979953542173462e+01,-4.516366329809784474e-07
1.258651730346069186e+01,4.975979956531375592e+01,-8.189049127693692753e-07
1.259451890378075589e+01,4.975979959223652571e+01,-1.149691475799130558e-06
1.260252050410081992e+01,4.975979961556929965e+01,-1.436369572616058576e-06
1.261052210442088395e+01,4.975979963479251467e+01,-1.672555533627217983e-06
1.261852370474094798e+01,4.975979964948778189e+01,-1.853108909877221322e-06
1.262652530506101201e+01,4.975979965933787952e+01,-1.974132129767269817e-06
1.263452690538107603e+01,4.975979966412675282e+01,-2.032970632726005533e-06
1.264252850570114006e+01,4.975979966373952124e+01,-2.028212943372409427e-06
1.265053010602120409e+01,4.975979965816247841e+01,-1.959690596464724877e-06
1.265853170634126812e+01,4.975979964748307793e+01,-1.828478143117706622e-06
1.266653330666133215e+01,4.975979963188995470e+01,-1.636893284029383722e-06
1.267453490698139618e+01,4.975979961167290355e+01,-1.388496530196903223e-06
1.268253650730146020e+01,4.975979958722290064e+01,-1.088091607037711128e-06
1.269053810762152423e+01,4.975979955903208207e+01,-7.417251217667342189e-07
1.269853970794158826e+01,4.975979952769377235e+01,-3.566870327986748634e-07
1.270654130826165229e+01,4.975979949390244172e+01,5.849009276914785005e-08
1.271454290858171632e+01,4.975979945845374885e+01,4.940304081380020307e-07
1.272254450890178035e+01,4.975979942224451946e+01,9.389149777661032203e-07
1.273054610922184438e+01,4.975979938627274635e+01,1.380882131751803854e-06
1.273854770954190840e+01,4.975979935163758938e+01,1.806426908501634898e-06
1.274654930986197243e+01,4.975979931953938973e+01,2.200801402896246373e-06
1.275455091018203646e+01,4.975979929127965562e+01,2.548014562897549240e-06
1.276255251050210049e+01,4.975979926826105526e+01,2.830832521727444373e-06
1.277055411082216452e+01,4.975979925198743814e+01,3.030778338075634792e-06
1.277855571114222855e+01,4.975979924406382793e+01,3.128131708773906894e-06
1.278655731146229257e+01,4.975979924619640116e+01,3.101929868964958814e-06
1.279455891178235660e+01,4.975979926019252986e+01,2.929966490317070793e-06
1.280256051210242063e+01,4.975979928649804407e+01,2.606763784385179861e-06
1.281056211242248466e+01,4.975979932193385480e+01,2.171381777049674611e-06
1.281856371274254869e+01,4.975979936429261841e+01,1.650940942621303975e-06
1.282656531306261272e+01,4.975979941155883779e+01,1.070204636022253908e-06
1.283456691338267674e+01,4.975979946186200920e+01,4.521547962710315005e-07
1.284256851370274077e+01,4.975979951347660091e+01,-1.820077755176896517e-07
1.285057011402280480e+01,4.975979956482207456e+01,-8.128639010784866059e-07
1.285857171434286883e+01,4.975979961446287092e+01,-1.422775401493936442e-06
1.286657331466293286e+01,4.975979966110841701e+01,-1.995885857919432738e-06
1.287457491498299689e+01,4.975979970361312610e+01,-2.518119920136285828e-06
1.288257651530306092e+01,4.975979974097639058e+01,-2.977183586327925013e-06
1.289057811562312494e+01,4.975979977234258911e+01,-3.362564337638929146e-06
1.289857971594318897e+01,4.975979979700108657e+01,-3.665530929897187207e-06
1.290658131626325300e+01,4.975979981438623412e+01,-3.879133536610623878e-06
1.291458291658331703e+01,4.975979982407734781e+01,-3.998203402577615861e-06
1.292258451690338106e+01,4.975979982579875838e+01,-4.019353458062369100e-06
1.293058611722344509e+01,4.975979981941976149e+01,-3.940977916450094654e-06
1.293858771754350911e+01,4.975979980495463906e+01,-3.763252266253402922e-06
1.294658931786357314e+01,4.975979978256266634e+01,-3.488133270668214436e-06
1.295459091818363717e+01,4.975979975254807641e+01,-3.119359114567288316e-06
1.296259251850370120e+01,4.975979971536012414e+01,-2.662449390289367557e-06
1.297059411882376523e+01,4.975979967159302220e+01,-2.124704972406021852e-06
1.297859571914382926e+01,4.975979962198597661e+01,-1.515208079450047762e-06
1.298659731946389329e+01,4.975979956742317256e+01,-8.448222761359147626e-07
1.299459891978395731e+01,4.975979950893378856e+01,-1.261925417495035617e-07
1.300260052010402134e+01,4.975979944769197516e+01,6.262548666313705326e-07
1.301060212042408537e+01,4.975979938501686917e+01,1.396312483858963560e-06
1.301860372074414940e+01,4.975979932237260783e+01,2.165991088265428743e-06
1.302660532106421343e+01,4.975979926136829334e+01,2.915520455282205603e-06
1.303460692138427746e+01,4.975979920375801413e+01,3.623349013270882324e-06
1.304260852170434148e+01,4.975979915144085908e+01,4.266143642794872903e-06
1.305061012202440551e+01,4.975979910646087490e+01,4.818790148686247221e-06
1.305861172234446954e+01,4.975979907100711586e+01,5.254392651199424336e-06
1.306661332266453357e+01,4.975979904741360826e+01,5.544274196189746817e-06
1.307461492298459760e+01,4.975979903815937178e+01,5.657976417605681263e-06
1.308261652330466163e+01,4.975979904586839808e+01,5.563259464214098671e-06
1.309061812362472565e+01,4.975979907330967222e+01,5.226102274935584546e-06
1.309861972394478968e+01,4.975979911714248516e+01,4.687550556159436610e-06
1.310662132426485371e+01,4.975979916710729611e+01,4.073658024239534825e-06
1.311462292458491774e+01,4.975979922098188979e+01,3.411727941937670039e-06
1.312262452490498177e+01,4.975979927684561233e+01,2.725358400734734232e-06
1.313062612522504580e+01,4.975979933294847513e+01,2.036050707143743921e-06
1.313862772554510983e+01,4.975979938771111222e+01,1.363209649163366066e-06
1.314662932586517385e+01,4.975979943972478736e+01,7.241437076643819637e-07
1.315463092618523788e+01,4.975979948775140826e+01,1.340647086678359301e-07
1.316263252650530191e+01,4.975979953072351947e+01,-3.939120349905067542e-07
1.317063412682536594e+01,4.975979956774430235e+01,-8.487677960467010507e-07
1.317863572714542997e+01,4.975979959808756803e+01,-1.221580292032342641e-06
1.318663732746549400e+01,4.975979962119777156e+01,-1.505523758105198340e-06
1.319463892778555802e+01,4.975979963669000483e+01,-1.695869081164147474e-06
1.320264052810562028e+01,4.975979964434998237e+01,-1.789983391287108816e-06
1.321064212842568431e+01,4.975979964413406265e+01,-1.787330468960846019e-06
1.321864372874574833e+01,4.975979963616925517e+01,-1.689470886301336350e-06
1.322664532906581236e+01,4.975979962075318497e+01,-1.500061387105233734e-06
1.323464692938587639e+01,4.975979959835412814e+01,-1.224855368242572240e-06
1.324264852970594042e+01,4.975979956961097628e+01,-8.717026762639079607e-07
1.325065013002600445e+01,4.975979953533328626e+01,-4.505499431317616654e-07
1.325865173034606848e+01,4.975979949650123046e+01,2.656009145951543360e-08
1.326665333066613250e+01,4.975979945426561812e+01,5.454878313493338737e-07
1.327465493098619653e+01,4.975979940994790240e+01,1.089997367920148008e-06
1.328265653130626056e+01,4.975979936504018042e+01,1.641756009806982775e-06
