t,S,I,R,C,dI_dt,dI_dt_noisy
2.671734346869373944e+00,4.931414843243330792e-01,5.643042581123600826e-02,3.564007275502023564e-01,1.572616889258018069e-01,-2.420199871544639891e-02,-2.030464136867123418e-02
2.674134826965393064e+00,4.930790543993154862e-01,5.637277434037425011e-02,3.563847847993493190e-01,1.573152926379937644e-01,-2.383106940192292536e-02,-2.447218411660404339e-02
2.676535307061412183e+00,4.930160159929881658e-01,5.631601436393841864e-02,3.563686837024885867e-01,1.573685767534618307e-01,-2.345922642660511551e-02,-2.583356399550405802e-02
2.678935787157431303e+00,4.929523621931453103e-01,5.626014799081809070e-02,3.563524268842265252e-01,1.574215455565094457e-01,-2.308654593031458577e-02,-2.174049185495453840e-02
2.681336267253450867e+00,4.928880862547839747e-01,5.620517714890779087e-02,3.563360169733871263e-01,1.574742033319040668e-01,-2.271310379836605567e-02,-2.242969125426616528e-02
2.683736747349469987e+00,4.928231816001040766e-01,5.615110358510705391e-02,3.563194566030122856e-01,1.575265543648773636e-01,-2.233897565600266935e-02,-1.947797655421296126e-02
2.686137227445489106e+00,4.927576418185081186e-01,5.609792886532034145e-02,3.563027484103614140e-01,1.575786029411250511e-01,-2.196423686408213727e-02,-2.361345195652407580e-02
2.688537707541508226e+00,4.926914606666014662e-01,5.604565437445709064e-02,3.562858950369118816e-01,1.576303533468070561e-01,-2.158896251500582938e-02,-2.044445202202305537e-02
2.690938187637527346e+00,4.926246320681923474e-01,5.599428131643169326e-02,3.562688991283586848e-01,1.576818098685473790e-01,-2.121322742888081397e-02,-1.930957943037650906e-02
2.693338667733546909e+00,4.925571501142916309e-01,5.594381071416350271e-02,3.562517633346145018e-01,1.577329767934340932e-01,-2.083710614990593249e-02,-2.000296947125389246e-02
2.695739147829566029e+00,4.924890090631130479e-01,5.589424340957687559e-02,3.562344903098098592e-01,1.577838584090195118e-01,-2.046067294297366362e-02,-2.054762353924773771e-02
2.698139627925585149e+00,4.924202033400730261e-01,5.584558006360108157e-02,3.562170827122929651e-01,1.578344590033199379e-01,-2.008400179047519635e-02,-2.217685691274819820e-02
2.700540108021604269e+00,4.923507275377909109e-01,5.579782115617038657e-02,3.561995432046298204e-01,1.578847828648158869e-01,-1.970716638930235590e-02,-1.699591101523619321e-02
2.702940588117623388e+00,4.922805764160886333e-01,5.575096698622399732e-02,3.561818744536040526e-01,1.579348342824519746e-01,-1.933024014803443741e-02,-1.891856664709713753e-02
2.705341068213642952e+00,4.922097449019910975e-01,5.570501767170608909e-02,3.561640791302171372e-01,1.579846175456369461e-01,-1.895329618429955620e-02,-1.746438426677298511e-02
2.707741548309662072e+00,4.921382280897258488e-01,5.565997314956584036e-02,3.561461599096882313e-01,1.580341369442436472e-01,-1.857640732230295133e-02,-1.962874204488472898e-02
2.710142028405681192e+00,4.920660212407232392e-01,5.561583317575733570e-02,3.561281194714541742e-01,1.580833967686090524e-01,-1.819964609050769844e-02,-1.816061101828124122e-02
2.712542508501700311e+00,4.919931197847096094e-01,5.557259732769711386e-02,3.561099604973859134e-01,1.581324013070043444e-01,-1.782308472108683206e-02,-2.093476869620098865e-02
2.714942988597719431e+00,4.919195193713685188e-01,5.553026511453149072e-02,3.560916855902466760e-01,1.581811547294051379e-01,-1.744679521890062437e-02,-1.719021933349321879e-02
2.717343468693738551e+00,4.918452158063036372e-01,5.548883582210507870e-02,3.560732973833966586e-01,1.582296612419994419e-01,-1.707084925324382427e-02,-1.477521828228089106e-02
2.719743948789758115e+00,4.917702050434262784e-01,5.544830850997953253e-02,3.560547985465827847e-01,1.582779250968261719e-01,-1.669531815823916895e-02,-1.641633829999967348e-02
2.722144428885777234e+00,4.916944832115518471e-01,5.540868207423600006e-02,3.560361917411247745e-01,1.583259505285182778e-01,-1.632027297312808531e-02,-1.374209454157335197e-02
2.724544908981796354e+00,4.916180466143997840e-01,5.536995524747514302e-02,3.560174796199149228e-01,1.583737417543028270e-01,-1.594578444011501492e-02,-1.500705299374699951e-02
2.726945389077815474e+00,4.915408917305937320e-01,5.533212659881712320e-02,3.559986648274184873e-01,1.584213029740009770e-01,-1.557192300228699491e-02,-1.148035311222904073e-02
2.729345869173834593e+00,4.914630152136614250e-01,5.529519453390158851e-02,3.559797499996732451e-01,1.584686383700278922e-01,-1.519875880159865869e-02,-1.576890769805706569e-02
2.731746349269854157e+00,4.913844138920346327e-01,5.525915729488771466e-02,3.559607377642897141e-01,1.585157521073928544e-01,-1.482636167691141899e-02,-1.974225235657015021e-02
2.734146829365873277e+00,4.913050847690492717e-01,5.522401296045417740e-02,3.559416307404512647e-01,1.585626483336992076e-01,-1.445480116207801743e-02,-1.315733647482130765e-02
2.736547309461892397e+00,4.912250250229454607e-01,5.518975944579913862e-02,3.559224315389138416e-01,1.586093311791443028e-01,-1.408414648406106778e-02,-1.457971494769375563e-02
2.738947789557911516e+00,4.911442320068673539e-01,5.515639450264028798e-02,3.559031427620061860e-01,1.586558047565196639e-01,-1.371446656107666931e-02,-1.663734670792464676e-02
2.741348269653930636e+00,4.910627032488631416e-01,5.512391571921479438e-02,3.558837670036297252e-01,1.587020731612108215e-01,-1.334583000075256765e-02,-1.139203392698427166e-02
2.743748749749950200e+00,4.909804364518852715e-01,5.509232052027934062e-02,3.558643068492585715e-01,1.587481404711973965e-01,-1.297830509828980239e-02,-1.218531768052589018e-02
2.746149229845969320e+00,4.908974294937901717e-01,5.506160616711012340e-02,3.558447648759396897e-01,1.587940107470530438e-01,-1.261195983461951831e-02,-1.127594402881565948e-02
2.748549709941988439e+00,4.908136804273385279e-01,5.503176975750283251e-02,3.558251436522926192e-01,1.588396880319455362e-01,-1.224686187454253339e-02,-1.324398972690260697e-02
2.750950190038007559e+00,4.907291874801948950e-01,5.500280822577266471e-02,3.558054457385096958e-01,1.588851763516366533e-01,-1.188307856484412811e-02,-1.129193707210086363e-02
2.753350670134026679e+00,4.906439490549282523e-01,5.497471834275430985e-02,3.557856736863559410e-01,1.589304797144823200e-01,-1.152067693237203427e-02,-1.075765979990575896e-02
2.755751150230045798e+00,4.905579637290113926e-01,5.494749671580197170e-02,3.557658300391691175e-01,1.589756021114324680e-01,-1.115972368206870000e-02,-5.835758362443600224e-03
2.758151630326065362e+00,4.904712302548214220e-01,5.492113978878935404e-02,3.557459173318596735e-01,1.590205475160311466e-01,-1.080028519494759601e-02,-1.285216448832364987e-02
2.760552110422084482e+00,4.903837475596394824e-01,5.489564384210966763e-02,3.557259380909108537e-01,1.590653198844164395e-01,-1.044242752600368918e-02,-1.047391012467587673e-02
2.762952590518103602e+00,4.902955147456508622e-01,5.487100499267563020e-02,3.557058948343785332e-01,1.591099231553204929e-01,-1.008621640204859435e-02,-8.994636965239654128e-03
2.765353070614122721e+00,4.902065310899448303e-01,5.484721919391944561e-02,3.556857900718913834e-01,1.591543612500695426e-01,-9.731717219460523510e-03,-1.490607799774672226e-02
2.767753550710141841e+00,4.901167960445149685e-01,5.482428223579284554e-02,3.556656263046506505e-01,1.591986380725839145e-01,-9.378995041839390673e-03,-1.418790014412397125e-02
2.770154030806161405e+00,4.900263092362587281e-01,5.480218974476704086e-02,3.556454060254305438e-01,1.592427575093779690e-01,-9.028114597557954785e-03,-2.530659485074523291e-03
2.772554510902180525e+00,4.899350704686267766e-01,5.478093720152508311e-02,3.556251317090194375e-01,1.592867234163633794e-01,-8.679140288606713299e-03,-1.398049714959171894e-02
2.774954990998199644e+00,4.898430797385993629e-01,5.476052006779695558e-02,3.556048057408195406e-01,1.593305395196301932e-01,-8.332136266219810489e-03,-6.607348832254033785e-03
2.777355471094218764e+00,4.897503372174712433e-01,5.474093353069708900e-02,3.555844305524206161e-01,1.593742096021168453e-01,-7.987166260022979247e-03,-1.053184247821669500e-02
2.779755951190237884e+00,4.896568432509068591e-01,5.472217259515949062e-02,3.555640085764616987e-01,1.594177374424095572e-01,-7.644293639978341076e-03,-9.933773948231736095e-03
2.782156431286257448e+00,4.895625983616789800e-01,5.470423212325467577e-02,3.555435422259078937e-01,1.594611267862492410e-01,-7.303581438643406282e-03,-1.325115615146043452e-02
2.784556911382276567e+00,4.894676032496685925e-01,5.468710683418961938e-02,3.555230338940503221e-01,1.595043813465315541e-01,-6.965092347301141823e-03,-9.667308064277183727e-03
2.786957391478295687e+00,4.893718587918648444e-01,5.467079130430779754e-02,3.555024859545062865e-01,1.595475048033069554e-01,-6.628888711930791544e-03,-4.275752865419745266e-03
2.789357871574314807e+00,4.892753660423649897e-01,5.465527996708915287e-02,3.554819007612192716e-01,1.595905008037805661e-01,-6.295032529013103173e-03,-1.046126105176264226e-02
2.791758351670333926e+00,4.891781262323746104e-01,5.464056711315014303e-02,3.554612806484587773e-01,1.596333729623122810e-01,-5.963585441162422979e-03,-4.177304800137075259e-03
2.794158831766353490e+00,4.890801407702073389e-01,5.462664689024366443e-02,3.554406279308204852e-01,1.596761248604167405e-01,-5.634608732578993279e-03,-4.694715484533241133e-03
2.796559311862372610e+00,4.889814112412850799e-01,5.461351330325913550e-02,3.554199449032261482e-01,1.597187600467632473e-01,-5.308163324314947584e-03,7.467435737422301739e-04
2.798959791958391730e+00,4.888819394081379555e-01,5.460116021422244809e-02,3.553992338409235896e-01,1.597612820371759335e-01,-4.984309769347231023e-03,-6.407910519120377062e-03
2.801360272054410849e+00,4.887817272104042488e-01,5.458958134229596054e-02,3.553784969994868703e-01,1.598036943146336486e-01,-4.663108247451624305e-03,-8.728661298432098883e-04
2.803760752150429969e+00,4.886807767648304046e-01,5.457877026377853241e-02,3.553577366148160666e-01,1.598460003292699327e-01,-4.344618559871268881e-03,-1.678011697146948762e-03
2.806161232246449089e+00,4.885790903652710293e-01,5.456872041210551055e-02,3.553369549031374364e-01,1.598882034983730716e-01,-4.028900123774287884e-03,-4.888905375729143792e-03
2.808561712342468653e+00,4.884766704826890571e-01,5.455942507784871526e-02,3.553161540610033087e-01,1.599303072063861519e-01,-3.716011966494923990e-03,-8.704879933303422829e-03
2.810962192438487772e+00,4.883735197651554727e-01,5.455087740871644025e-02,3.552953362652920832e-01,1.599723148049069510e-01,-3.406012719552702073e-03,1.122308419206821846e-03
2.813362672534506892e+00,4.882696410378494778e-01,5.454307040955349434e-02,3.552745036732083972e-01,1.600142296126879360e-01,-3.098960612443649176e-03,-7.192127329974274882e-03
2.815763152630526012e+00,4.881650373030585466e-01,5.453599694234113893e-02,3.552536584222829030e-01,1.600560549156364032e-01,-2.794913466200362601e-03,-4.215161324068749521e-03
2.818163632726545131e+00,4.880597117401782592e-01,5.452964972619714357e-02,3.552328026303724351e-01,1.600977939668143113e-01,-2.493928686714295961e-03,1.556009332862643389e-04
2.820564112822564695e+00,4.879536677057124128e-01,5.452402133737573042e-02,3.552119383956598431e-01,1.601394499864384202e-01,-2.196063257817720132e-03,1.151803448562137375e-03
2.822964592918583815e+00,4.878469087332729659e-01,5.451910420926764367e-02,3.551910677966541585e-01,1.601810261618801801e-01,-1.901373734119717746e-03,-4.437713822593684389e-03
2.825365073014602935e+00,4.877394385335802052e-01,5.451489063240008703e-02,3.551701928921905393e-01,1.602225256476657589e-01,-1.609916233592394857e-03,-1.705921291287069118e-03
2.827765553110622054e+00,4.876312609944623566e-01,5.451137275443674463e-02,3.551493157214302698e-01,1.602639515654761260e-01,-1.321746429904426673e-03,-2.097481756112473412e-03
2.830166033206641174e+00,4.875223801808560853e-01,5.450854258017780174e-02,3.551284383038607051e-01,1.603053070041469130e-01,-1.036919544498419304e-03,2.507756182248668288e-03
2.832566513302660738e+00,4.874128003310393975e-01,5.450639198213433345e-02,3.551075626360586934e-01,1.603465950153134534e-01,-7.554903455765996090e-04,6.758409776966155420e-03
2.834966993398679858e+00,4.873025257904387009e-01,5.450491290732289995e-02,3.550866906244862231e-01,1.603878185225508235e-01,-4.775132756170974435e-04,-5.967173752176894649e-03
2.837367473494698977e+00,4.871915611497467102e-01,5.450409702151426394e-02,3.550658241884360189e-01,1.604289804592821944e-01,-2.030421951658839541e-04,2.546226534786922603e-03
2.839767953590718097e+00,4.870799112048030954e-01,5.450393577856636057e-02,3.550449652469098716e-01,1.604700837520679213e-01,6.786957060595996682e-05,-8.506656560114213284e-03
2.842168433686737217e+00,4.869675809187173909e-01,5.450442051930147469e-02,3.550241156897465666e-01,1.605111312819141600e-01,3.351691732837482063e-04,3.773682897776902290e-04
2.844568913782756781e+00,4.868545754218694399e-01,5.450554247150625475e-02,3.550032773776219952e-01,1.605521258842729226e-01,5.988042514110045178e-04,-2.727549320436558483e-03
2.846969393878775900e+00,4.867409000119091722e-01,5.450729274993168505e-02,3.549824521420492096e-01,1.605930703490419942e-01,8.587229409371052724e-04,6.834179311267263822e-03
2.849369873974795020e+00,4.866265601537566043e-01,5.450966235629312734e-02,3.549616417853780903e-01,1.606339674205650991e-01,1.114873885911964180e-03,1.613979470815142059e-03
2.851770354070814140e+00,4.865115614796018395e-01,5.451264217927027922e-02,3.549408480807957900e-01,1.606748197976317072e-01,1.367206249425698128e-03,-8.431089944416648302e-04
2.854170834166833259e+00,4.863959097889051786e-01,5.451622299450719494e-02,3.549200727723264559e-01,1.607156301334771720e-01,1.615669724794453754e-03,1.177311606679928412e-04
2.856571314262852379e+00,4.862796110483970091e-01,5.452039546461229930e-02,3.548993175748313411e-01,1.607564010357826201e-01,1.860214546990517775e-03,1.343272908638463038e-04
2.858971794358871943e+00,4.861626713920778053e-01,5.452515013915835984e-02,3.548785841740086933e-01,1.607971350666751176e-01,2.100791504315611263e-03,2.665726330003674767e-03
2.861372274454891063e+00,4.860450971212181837e-01,5.453047745468248692e-02,3.548578742263938657e-01,1.608378347427274757e-01,2.337351950316556015e-03,1.862906539177433714e-03
2.863772754550910182e+00,4.859268947043590137e-01,5.453636773468616833e-02,3.548371893593592619e-01,1.608785025349583342e-01,2.569847815940839303e-03,4.537504537885405850e-03
2.866173234646929302e+00,4.858080707773110296e-01,5.454281118963522079e-02,3.548165311711143910e-01,1.609191408688322444e-01,2.798231621930651059e-03,7.419014867704723862e-03
2.868573714742948422e+00,4.856886321431553299e-01,5.454979791695984542e-02,3.547959012307057569e-01,1.609597521242595308e-01,3.022456491453173050e-03,5.126692632175624750e-03
2.870974194838967986e+00,4.855685857722428778e-01,5.455731790105456530e-02,3.547753010780170246e-01,1.610003386355963462e-01,3.242476162964490205e-03,-4.355329801477899471e-04
2.873374674934987105e+00,4.854479388021950559e-01,5.456536101327828098e-02,3.547547322237688538e-01,1.610409026916447273e-01,3.458245003304254855e-03,-1.413175416153700931e-03
2.875775155031006225e+00,4.853266985379031673e-01,5.457391701195424272e-02,3.547341961495189544e-01,1.610814465356524838e-01,3.669718021018342213e-03,1.403459444051236450e-03
2.878175635127025345e+00,4.852048724515286571e-01,5.458297554237005050e-02,3.547136943076622528e-01,1.611219723653133373e-01,3.876850879906221931e-03,7.036496672835421649e-03
2.880576115223044464e+00,4.850824681825031681e-01,5.459252613677765403e-02,3.546932281214304483e-01,1.611624823327667544e-01,4.079599912789045463e-03,3.074455451792998655e-03
2.882976595319064028e+00,4.849594935375283744e-01,5.460255821439337354e-02,3.546727989848926788e-01,1.612029785445981134e-01,4.277922135495236533e-03,2.275203678265484523e-03
2.885377075415083148e+00,4.848359564905760921e-01,5.461306108139786508e-02,3.546524082629547991e-01,1.612434630618385656e-01,4.471775261059057066e-03,4.886622934476704538e-03
2.887777555511102268e+00,4.847118651828883906e-01,5.462402393093614833e-02,3.546320572913599367e-01,1.612839378999651463e-01,4.661117714127964440e-03,4.145398653537203312e-04
2.890178035607121387e+00,4.845872279229772039e-01,5.463543584311759960e-02,3.546117473766882688e-01,1.613244050289006637e-01,4.845908645574058954e-03,1.427925480566184097e-03
2.892578515703140507e+00,4.844620531866248303e-01,5.464728578501594491e-02,3.545914797963569676e-01,1.613648663730138377e-01,5.026107947304910006e-03,6.557084222933329265e-03
2.894978995799159627e+00,4.843363496168835436e-01,5.465956261066926697e-02,3.545712557986202551e-01,1.614053238111191613e-01,5.201676267268244558e-03,4.292215788543577923e-03
2.897379475895179191e+00,4.842101257846546103e-01,5.467225539301541481e-02,3.545510765622183480e-01,1.614457791250153429e-01,5.372574788282988983e-03,4.012866062011435399e-03
2.899779955991198310e+00,4.840833904596856807e-01,5.468535308241323500e-02,3.545309432255249193e-01,1.614862340349753067e-01,5.538765500167665279e-03,6.491670576117177134e-03
2.902180436087217430e+00,4.839561528309636596e-01,5.469884418543928539e-02,3.545108569312834246e-01,1.615266902576315278e-01,5.700211437347585397e-03,3.945597827805158095e-03
2.904580916183236550e+00,4.838284222174217830e-01,5.471271714824510468e-02,3.544908187864174165e-01,1.615671494556141508e-01,5.856876414999212521e-03,3.798003275311188660e-03
2.906981396279255669e+00,4.837002080678730054e-01,5.472696035664791070e-02,3.544708298620201647e-01,1.616076132375378616e-01,6.008725045570928458e-03,4.629294557969906333e-03
2.909381876375275233e+00,4.835715199610094439e-01,5.474156213613061428e-02,3.544508911933550999e-01,1.616480831580021371e-01,6.155722755463832740e-03,7.963584522798630022e-03
2.911782356471294353e+00,4.834423676054028784e-01,5.475651075184179151e-02,3.544310037798553137e-01,1.616885607175910233e-01,6.297835801798355032e-03,6.477295608961964289e-03
2.914182836567313473e+00,4.833127608395045294e-01,5.477179440859572535e-02,3.544111685851240034e-01,1.617290473628732461e-01,6.435031289259825205e-03,2.851238535230892455e-03
2.916583316663332592e+00,4.831827096316449466e-01,5.478740125087237789e-02,3.543913865369340277e-01,1.617695444864022114e-01,6.567277187013078471e-03,5.658106443425453894e-03
2.918983796759351712e+00,4.830522240800341760e-01,5.480331936281739036e-02,3.543716585272283504e-01,1.618100534267160051e-01,6.694542345678781980e-03,8.639214125032702168e-03
2.921384276855371276e+00,4.829213144127617596e-01,5.481953676824209004e-02,3.543519854121197077e-01,1.618505754683372821e-01,6.816796514361986997e-03,1.242905234383261809e-02
2.923784756951390396e+00,4.827899909877966800e-01,5.483604143062349723e-02,3.543323680118908303e-01,1.618911118417734052e-01,6.934010357724097739e-03,3.506948381358244212e-03
2.926185237047409515e+00,4.826582642929873046e-01,5.485282125310431134e-02,3.543128071109942212e-01,1.619316637235164447e-01,7.046155473090263271e-03,8.061761355235832691e-03
2.928585717143428635e+00,4.825261449460616081e-01,5.486986407849291092e-02,3.542933034580523777e-01,1.619722322360430677e-01,7.153204407581555124e-03,6.376959577135482386e-03
2.930986197239447755e+00,4.823936436946267836e-01,5.488715768926337446e-02,3.542738577658576804e-01,1.620128184478146216e-01,7.255130675263947448e-03,9.731688985700709046e-03
2.933386677335467319e+00,4.822607714161696313e-01,5.490468980755545958e-02,3.542544707113723379e-01,1.620534233732771057e-01,7.351908774303892585e-03,8.700573706252092906e-03
2.935787157431486438e+00,4.821275391180563918e-01,5.492244809517460302e-02,3.542351429357284975e-01,1.620940479728611716e-01,7.443514204121644967e-03,1.186004492734408881e-02
2.938187637527505558e+00,4.819939579375327465e-01,5.494042015359192760e-02,3.542158750442283011e-01,1.621346931529821789e-01,7.529923482532265011e-03,9.088276189356096074e-03
2.940588117623524678e+00,4.818600391417238171e-01,5.495859352394424219e-02,3.541966676063436070e-01,1.621753597660400559e-01,7.611114162865022237e-03,5.975774226178299717e-03
2.942988597719543797e+00,4.817257941276341660e-01,5.497695568703405561e-02,3.541775211557162684e-01,1.622160486104194665e-01,7.687064851050685182e-03,6.071285316512820343e-03
2.945389077815562917e+00,4.815912344221477959e-01,5.499549406332954193e-02,3.541584361901580769e-01,1.622567604304896993e-01,7.757755222667746947e-03,8.974405551819135060e-03
2.947789557911582481e+00,4.814563716820281503e-01,5.501419601296456824e-02,3.541394131716505966e-01,1.622974959166047226e-01,7.823166039936817195e-03,9.007995608210587341e-03
2.950190038007601601e+00,4.813212176939182241e-01,5.503304883573868073e-02,3.541204525263453862e-01,1.623382557051031572e-01,7.883279168653379437e-03,1.507709097140958604e-02
2.952590518103620720e+00,4.811857843743403973e-01,5.505203977111711861e-02,3.541015546445638873e-01,1.623790403783082481e-01,7.938077595048918106e-03,1.296707575404570240e-02
2.954990998199639840e+00,4.810500837696964349e-01,5.507115599823081409e-02,3.540827198807973697e-01,1.624198504645279206e-01,7.987545442569781579e-03,4.466810385444615339e-03
2.957391478295658960e+00,4.809141280562676535e-01,5.509038463587635770e-02,3.540639485537070974e-01,1.624606864380548077e-01,8.031667988563875871e-03,9.082342375884540700e-03
2.959791958391678524e+00,4.807779295402147546e-01,5.510971274251606072e-02,3.540452409461242178e-01,1.625015487191661390e-01,8.070431680864506574e-03,4.077465096758735308e-03
2.962192438487697643e+00,4.806415006575779358e-01,5.512912731627787888e-02,3.540265973050496506e-01,1.625424376741237964e-01,8.103824154261283358e-03,3.136793467103299315e-03
2.964592918583716763e+00,4.805048539742768354e-01,5.514861529495548864e-02,3.540080178416543655e-01,1.625833536151743697e-01,8.131834246847220726e-03,1.036247225117535066e-02
2.966993398679735883e+00,4.803680016656634022e-01,5.516816411698197142e-02,3.539895027199429500e-01,1.626242967933372585e-01,8.154451597706377508e-03,9.809694196841847388e-03
2.969393878775755002e+00,4.802309560390095600e-01,5.518776118526621394e-02,3.539710520555675033e-01,1.626652673883952627e-01,8.171667073785335994e-03,5.055963690774306803e-03
2.971794358871774566e+00,4.800937300327515755e-01,5.520739331531106242e-02,3.539526659331428959e-01,1.627062655247005774e-01,8.183473191657998635e-03,1.311453340595359479e-02
2.974194838967793686e+00,4.799563366370916406e-01,5.522704734548643246e-02,3.539343444002653327e-01,1.627472912722761622e-01,8.189863672190465099e-03,5.257153883689582967e-03
2.976595319063812806e+00,4.798187888939211554e-01,5.524671013711116713e-02,3.539160874675112978e-01,1.627883446468152695e-01,8.190833456019324527e-03,4.687648312579315718e-03
2.978995799159831925e+00,4.796810998968206174e-01,5.526636857445302309e-02,3.538978951084376656e-01,1.628294256096814163e-01,8.186378718794830311e-03,1.014423338305491668e-02
2.981396279255851045e+00,4.795432827910598439e-01,5.528600956472867756e-02,3.538797672595814792e-01,1.628705340679084124e-01,8.176496886116425139e-03,8.839312523263078911e-03
2.983796759351870165e+00,4.794053507735975828e-01,5.530562003810372829e-02,3.538617038204601717e-01,1.629116698742003599e-01,8.161186648150409173e-03,7.679662645243911546e-03
2.986197239447889729e+00,4.792673170930819571e-01,5.532518694769270745e-02,3.538437046535713448e-01,1.629528328269316539e-01,8.140447973919332642e-03,7.939250475216440978e-03
2.988597719543908848e+00,4.791291950498500762e-01,5.534469726955903307e-02,3.538257695843929906e-01,1.629940226701469264e-01,8.114282125253106936e-03,8.785684499028690100e-03
2.990998199639927968e+00,4.789909979959283692e-01,5.536413800271507840e-02,3.538078984013833805e-01,1.630352390935611573e-01,8.082691670391536909e-03,7.663951713145031319e-03
2.993398679735947088e+00,4.788527393350323069e-01,5.538349616912211643e-02,3.537900908559810098e-01,1.630764817325595362e-01,8.045680497228431538e-03,7.528165892385320010e-03
2.995799159831966207e+00,4.787144325225665131e-01,5.540275881369034067e-02,3.537723466626047086e-01,1.631177501681976005e-01,8.003253826187640974e-03,2.315383760188294109e-03
2.998199639927985771e+00,4.785760910656249312e-01,5.542191300427887907e-02,3.537546654986535866e-01,1.631590439272011805e-01,7.955418222721187538e-03,3.929534124692186416e-03
3.000600120024004891e+00,4.784377285229904353e-01,5.544094583169576623e-02,3.537370470045069770e-01,1.632003624819662879e-01,7.902181609420435432e-03,9.735030320388721181e-03
3.003000600120024011e+00,4.782993585051352747e-01,5.545984440969795037e-02,3.537194907835246593e-01,1.632417052505593658e-01,7.843553277730452855e-03,5.730650606390369668e-03
3.005401080216043130e+00,4.781609946742206851e-01,5.547859587499131412e-02,3.537019964020464702e-01,1.632830715967170387e-01,7.779543899258906797e-03,9.415123676594017860e-03
3.007801560312062250e+00,4.780226507440972217e-01,5.549718738723066064e-02,3.536845633893927476e-01,1.633244608298462519e-01,7.710165536670358921e-03,1.141655723440733808e-02
3.010202040408081814e+00,4.778843404803044259e-01,5.551560612901969977e-02,3.536671912378639981e-01,1.633658722050242151e-01,7.635431654157084219e-03,6.570579174811796985e-03
3.012602520504100934e+00,4.777460777000711589e-01,5.553383930591106882e-02,3.536498794027410630e-01,1.634073049229984032e-01,7.555357127478259244e-03,8.404266471507515837e-03
3.015003000600120053e+00,4.776078762723153237e-01,5.555187414640632565e-02,3.536326273022850075e-01,1.634487581301866943e-01,7.469958253558468125e-03,1.369938759389453115e-02
3.017403480696139173e+00,4.774697501176440873e-01,5.556969790195594866e-02,3.536154343177372317e-01,1.634902309186770653e-01,7.379252759637883186e-03,9.464059686578520092e-03
3.019803960792158293e+00,4.773317132083537140e-01,5.558729784695932985e-02,3.535982997933194705e-01,1.635317223262279518e-01,7.283259811965960007e-03,1.280888130421997326e-02
3.022204440888177857e+00,4.771937795684295658e-01,5.560466127876478870e-02,3.535812230362336273e-01,1.635732313362679713e-01,7.182000024030434776e-03,1.178222118577267399e-02
3.024604920984196976e+00,4.770559632735463240e-01,5.562177551766955830e-02,3.535642033166619402e-01,1.636147568778960337e-01,7.075495464314924404e-03,9.335576512878328292e-03
3.027005401080216096e+00,4.769182784510677675e-01,5.563862790691979227e-02,3.535472398677670380e-01,1.636562978258813694e-01,6.963769663576580699e-03,6.628088379305343072e-03
3.029405881176235216e+00,4.767807392800467170e-01,5.565520581271057171e-02,3.535303318856916066e-01,1.636978530006634736e-01,6.846847621637598691e-03,4.320867021930947446e-03
3.031806361272254335e+00,4.766433599912253127e-01,5.567149662418589134e-02,3.535134785295589444e-01,1.637394211683521061e-01,6.724755813683175321e-03,3.389661845116075187e-03
3.034206841368273455e+00,4.765061548409166847e-01,5.568748777718577486e-02,3.534966789229493367e-01,1.637810010432521890e-01,6.597522176098429003e-03,8.056508980142236889e-03
3.036607321464293019e+00,4.763691372038578731e-01,5.570316758659894785e-02,3.534799322018124523e-01,1.638225913708541426e-01,6.465175413484011008e-03,7.869725543508388627e-03
3.039007801560312139e+00,4.762323209535905266e-01,5.571852400459117310e-02,3.534632374304515490e-01,1.638641907861492220e-01,6.327746049059810446e-03,5.803879424961704350e-03
3.041408281656331258e+00,4.760957204019625189e-01,5.573354465787888623e-02,3.534465936129256858e-01,1.639057978305723251e-01,6.185266393122803436e-03,8.730665536382600095e-03
3.043808761752350378e+00,4.759593498040372572e-01,5.574821729432574702e-02,3.534299997226442724e-01,1.639474110020787689e-01,6.037770169545111920e-03,4.224158826515668833e-03
3.046209241848369498e+00,4.758232233580933501e-01,5.576252978294266027e-02,3.534134547023672357e-01,1.639890287551444004e-01,5.885292517688982261e-03,9.215949722022546975e-03
3.048609721944389062e+00,4.756873552056249399e-01,5.577647011388776888e-02,3.533969574642048528e-01,1.640306495007655407e-01,5.727869993674181148e-03,5.847891188032540953e-03
3.051010202040408181e+00,4.755517594313415364e-01,5.579002639846644684e-02,3.533805068896176960e-01,1.640722716064589026e-01,5.565540570994658570e-03,5.456560843652961783e-03
3.053410682136427301e+00,4.754164500631681278e-01,5.580318686913131321e-02,3.533641018294169100e-01,1.641138933962617841e-01,5.398343640481435141e-03,5.397523749543040039e-03
3.055811162232446421e+00,4.752814410722448479e-01,5.581593987948221119e-02,3.533477411037639904e-01,1.641555131507318743e-01,5.226320009610031098e-03,4.930546179256460430e-03
3.058211642328465540e+00,4.751467463729274754e-01,5.582827390426624986e-02,3.533314235021707272e-01,1.641971291069473649e-01,5.049511901150029181e-03,1.251430476613619308e-02
3.060612122424485104e+00,4.750123798227870453e-01,5.584017753937774164e-02,3.533151477834994281e-01,1.642387394585069493e-01,4.867962951155112988e-03,3.340346371230335648e-05
3.063012602520504224e+00,4.748783552226100158e-01,5.585163950185825787e-02,3.532989126759628062e-01,1.642803423555297127e-01,4.681718206292817541e-03,5.213385837638211465e-03
