S,pH,v0
1.983509254485430517e+01,4.048707212290791446e+00,4.544231434887543650e-03
2.368699927335636062e+02,7.201926475764150126e+00,9.892884229847162203e+00
4.742757920096931201e+00,7.067259731155611568e+00,7.088574327727471536e-01
8.276735550608655956e+01,4.513396632546200493e+00,1.573532244535587321e-01
8.243919364239980041e+01,8.945190014588112248e+00,4.027094184239435215e+00
1.992427344501931330e+01,6.577574067094520416e+00,2.348641008457348356e+00
1.597696535760110947e+00,8.197334335648644554e+00,2.377307772907473749e-01
6.609305521292353269e+00,5.558420233133331223e+00,2.430805186310502908e-01
3.494089863704028076e+00,9.687184045289813028e+00,9.978745498843208384e-02
3.205572786760687336e+02,6.010676781451243400e+00,8.677675671494608167e+00
3.718493410227085860e+01,8.036030688024787594e+00,4.286608601409081842e+00
2.177652840213943364e+02,6.148119049462176910e+00,8.356371910638653588e+00
3.620332559203775169e+00,4.679213758277513513e+00,9.614011369864217810e-03
8.794711417386940511e+00,4.151444770054608213e+00,2.839355296324254634e-03
2.218722164898087712e+01,9.279527876270963205e+00,1.083340057080187657e+00
5.355226469696195757e+00,7.478512169135643539e+00,8.195253068872823121e-01
1.057376127324435799e+01,7.547439230894957163e+00,1.528265535676869735e+00
2.746706917256464209e+01,4.842065954113508930e+00,1.552635708972942841e-01
6.040692564115633933e-01,5.866430259465754027e+00,4.017315135824851141e-02
4.846992699429145901e+00,8.363831796668938168e+00,6.431103279399199568e-01
5.007415375766478549e-01,6.314350738061300206e+00,5.714207287984539307e-02
1.258404153680035442e+01,6.905585799141013226e+00,1.696220906162225095e+00
2.911056584303426575e+01,5.295585534925616678e+00,6.427668084438106222e-01
9.309571201155996123e-01,4.399570147596730152e+00,8.206403306886121034e-04
2.522271537366696403e+00,7.102494156609857612e+00,3.918777152629612792e-01
1.079022770567322880e+02,8.805734985218780508e+00,5.123948752947883989e+00
1.375254222288378685e+02,4.224178412260096493e+00,8.216287582853241955e-02
6.677202271206491346e+00,4.860496552414682370e+00,3.453092058262158953e-02
1.155406386154176204e+02,9.341493574839851988e+00,2.690414974869251630e+00
3.188108534564531027e+00,8.659423178728312465e+00,3.678681763244320280e-01
5.608745243879635467e+01,8.700054179867734661e+00,4.163393413488429395e+00
1.916371338251690304e+01,9.369049527149304168e+00,8.285930251260353874e-01
9.475829408065072457e+00,8.853995097785537283e+00,8.560813123502117872e-01
4.024213404401756833e+01,5.849631686492911875e+00,2.532368997281821965e+00
5.468199498735833997e-01,7.489847173694180071e+00,9.075367920999372062e-02
1.481009813679698528e+00,9.865128372267065515e+00,3.089094236397363705e-02
3.564231973137917286e+00,5.783467525218146221e+00,2.027971601574055371e-01
4.728294322528807925e+01,7.462857679646501374e+00,5.372368139801138476e+00
5.613512202179186517e+01,8.604738663955339817e+00,4.457614606460706064e+00
4.734563400565620839e+01,7.719939220570172900e+00,5.304609766025701667e+00
8.461191807951898625e+01,7.484354107402254819e+00,7.329661036271689412e+00
8.509721451456276897e-01,6.467418600835586950e+00,1.082566088384409320e-01
1.014787324943318136e+00,7.610850161925504231e+00,1.666293460608402333e-01
1.521007631389182393e+02,5.295849388016584669e+00,2.854494183254073114e+00
5.431278990608006119e+00,5.381217333507306577e+00,1.325297867837477994e-01
2.233587685964663549e+01,4.615870764834732576e+00,5.370394852378991557e-02
1.447717946361324692e+01,7.934537234471118694e+00,1.964640723897231656e+00
3.297826780273881297e+01,6.237607516340888836e+00,3.086259644340047625e+00
8.362829282091152061e-01,9.344153493605016791e+00,4.586068730513673253e-02
8.585000061036365082e+01,4.671830269910227429e+00,2.944629224880582763e-01
1.140822472638737928e+00,4.142606545208050051e+00,3.421633677536273926e-04
4.754024131447113888e+01,5.510936135575522421e+00,1.725404672028616249e+00
7.352325160848472763e+00,6.102531091451178114e+00,6.432960745915654588e-01
1.342919038888858196e+01,8.052052276471659553e+00,1.796100511117238119e+00
4.456124938767248977e+01,5.588031769063526610e+00,1.871756171132947122e+00
5.970687964722410257e+00,9.432090193590962457e+00,2.601565870411303161e-01
6.801754090088564242e-01,8.320827906149625974e+00,9.883285624047859208e-02
3.148929267717740572e+02,9.910016840414616723e+00,1.168136361187433803e+00
1.645690179133648101e+01,9.799796540582599746e+00,3.307720782976703577e-01
7.136457449599541292e+01,8.858154090162619454e+00,4.122517833606551996e+00
1.743278268229062178e+01,9.315410001095921544e+00,8.292858107930212164e-01
1.198380804511663626e+02,6.019620514060763483e+00,6.280768948438350208e+00
2.178219192525880388e+01,6.419922247617906308e+00,2.367471163599697448e+00
1.135910904810217614e+00,8.884553050280787900e+00,1.123583276744923309e-01
3.651594336016569287e+01,6.824550943206012299e+00,4.262892445063210189e+00
1.586542506335405278e+00,6.376408893547472978e+00,1.874351329112566855e-01
1.230586301777913292e+02,4.524321631226526641e+00,2.424793621681594347e-01
4.744092160379373979e+01,5.878816793195337453e+00,3.030022774400068730e+00
2.674970835701402621e+02,5.442358964783074349e+00,5.019735272764687117e+00
3.351568850738986072e+01,6.338334606540181326e+00,3.337312642621582892e+00
2.252364833386488741e+00,8.215382272825928922e+00,3.292310264698978250e-01
2.072003262981097649e+01,8.652579440605766337e+00,2.041930121386486885e+00
8.699501629907875611e+01,6.782970466785116059e+00,7.175778611011191188e+00
5.829694449016410118e+01,5.077153388403619516e+00,7.457925392215147831e-01
4.928197954286886784e+00,4.782374467596733680e+00,1.919678313330029293e-02
3.994968576630633805e+01,5.017686750257035477e+00,4.205297166354371452e-01
2.595017263378602479e+02,4.662303117949309517e+00,7.692979457972844992e-01
4.864466125396779717e+01,9.151166097251667964e+00,2.375960296488280221e+00
5.824773301667612202e+00,5.761894854142186162e+00,3.171790360836843625e-01
2.202842231160551307e+02,7.025837369551179989e+00,9.729299234395737628e+00
1.263681161509807396e+02,4.682765677626295364e+00,4.427308631856451959e-01
1.519306569736998256e+02,9.219078922874478721e+00,3.501794525068040898e+00
1.021268966721042837e+00,4.153236158474635786e+00,3.205584433446658052e-04
3.493592762488850312e+00,4.796729652722013348e+00,1.426141017427369310e-02
9.835175562452656095e+01,5.990135837801942031e+00,5.569684672440400774e+00
3.138780125214875927e+00,8.867800753471216879e+00,3.041015509299649922e-01
8.183610819244762080e-01,5.881848932579579525e+00,5.566186372960287704e-02
4.814516989625128218e+01,5.716071424331860662e+00,2.474124151713843922e+00
1.045496568902371450e+02,4.530760845926923075e+00,2.122426077052959603e-01
3.648208930476751988e+01,6.173289392625060934e+00,3.214851797002848510e+00
5.012809970965315998e+00,8.158202909502021427e+00,7.122077868280988211e-01
2.108833643907595246e+01,8.936901324977386096e+00,1.613017220879688685e+00
5.773568992864650529e-01,8.714205686207629142e+00,6.718934370205406625e-02
2.149945362878374056e+01,8.526475111484975500e+00,2.286311240594721461e+00
1.535822110023914320e+02,4.187186504532009579e+00,7.853656652266517713e-02
8.424915803974148965e-01,8.235048906845175765e+00,1.257747083452414039e-01
6.483069931547934317e+00,6.539315494813060070e+00,8.041918490336787961e-01
1.505165349712536127e+00,5.453153617097918016e+00,4.389193526971800485e-02
6.341136822268269135e+00,9.455529444861847210e+00,2.642606416352265009e-01
5.454217477143461501e-01,7.898318099759822353e+00,8.831400152269680559e-02
1.264853563100517420e+02,8.963641734318860799e+00,4.604947383540776151e+00
1.379142016344554911e+01,4.399780853005013981e+00,1.313167406287014602e-02
9.214661278290007473e+00,4.915759616057834513e+00,5.839690473040550639e-02
2.792763870979119289e+01,9.484588927380860568e+00,9.432763671172700315e-01
1.467838831652828162e+02,9.555146216149413618e+00,2.008370932068015868e+00
3.503693425101935155e+00,6.195085547428099915e+00,3.461747602676893409e-01
2.989481349141009936e+00,7.647851791198354121e+00,4.727326204434376122e-01
6.960751716500099828e-01,4.355118607419683485e+00,5.111542584670211069e-04
2.967225454105228977e+00,7.479839576411420055e+00,4.707910570965976871e-01
7.783751418586249970e-01,4.755989310877101417e+00,2.734972567547010701e-03
6.601126149445386559e-01,6.920222194889482203e+00,1.022234742960542175e-01
2.011854482534564781e+01,4.216080948991559829e+00,9.466011749539818970e-03
1.708674055740903031e+00,8.576578307826622449e+00,2.140655655738332164e-01
8.213851629296539114e-01,6.320073283835627720e+00,9.376479418618900719e-02
2.292320778624956858e+02,9.582166090952382476e+00,2.106700369553483831e+00
1.351318984937561307e+00,4.478787011149172770e+00,1.641600139668982980e-03
9.424803914137086513e-01,9.544213670768694868e+00,3.677077527953702407e-02
3.288029883919436998e+02,4.193233343533683488e+00,1.647911448708478666e-01
4.317527564179156485e+01,9.435559611647104106e+00,1.425352689381617299e+00
6.395865108649410757e+01,7.896672895954767846e+00,6.191230690227444988e+00
2.157753775758316550e+01,7.563060149767821372e+00,2.901373709259933875e+00
8.004195333820837144e-01,5.211527513243756182e+00,1.242757890667126920e-02
1.390001891551886501e+02,9.519103335047102377e+00,2.110606996827806725e+00
8.176092961603661280e+00,4.312386140157208558e+00,5.184228741622571440e-03
6.891907112535750279e+00,9.044606309474517047e+00,5.212223171408716382e-01
1.235335482294655174e+00,9.932364480462332779e+00,2.256756514678048831e-02
1.065755349449498235e+00,6.147987456132982587e+00,1.027969446437751871e-01
1.640956025394677553e+01,8.014789526543316001e+00,2.167549552116568634e+00
2.239153282034748926e+01,9.161946537526421963e+00,1.292879282843550914e+00
1.602362637417058266e+01,7.309870631155609644e+00,2.221443232452332772e+00
3.012493494225876134e+01,4.105738983500474504e+00,9.561317687378096883e-03
1.765419641796719930e+02,5.483604485510425341e+00,4.338943848043859575e+00
1.454527849805377393e+01,7.669915892712293015e+00,2.030082301790751220e+00
6.304778506582314535e+00,4.946077089013570571e+00,4.349312897792139559e-02
2.778584752129826807e+00,4.432336732302459836e+00,2.806237988823164463e-03
3.888422250363332999e+00,9.939370162364216554e+00,6.675246518125885209e-02
2.123456386980314647e+01,4.000648040805589112e+00,3.996561188594057075e-03
1.018608940909699072e+02,4.157599411273015022e+00,4.608737147073228152e-02
9.540783685799478775e+00,4.528016533988852288e+00,1.464198984226984870e-02
6.566088146048427721e-01,8.224240989621236508e+00,9.874118040395930829e-02
1.758731167979270538e+00,4.044810128503000257e+00,3.459642529544873090e-04
9.165192593814019961e-01,7.861612893607873964e+00,1.479812094491524954e-01
4.641901620129109673e+00,9.235613736631876236e+00,2.806219437227476243e-01
4.850394108483801148e+01,9.418679526157788473e+00,1.582327928554990937e+00
2.593391169256885931e+01,4.629214610766023696e+00,6.735293039847664587e-02
4.180093352801427642e+01,5.465959138037513654e+00,1.392010560449363776e+00
1.044000188418213781e+01,5.035202450595832602e+00,9.831250194304436141e-02
1.041532393751487984e+00,7.503672788693195983e+00,1.711724197696933292e-01
3.622661044261630714e+00,9.044662501644708641e+00,2.870559764114654633e-01
1.521718268536968566e+01,4.972248586948540883e+00,1.214924407315247923e-01
1.387665005646697303e+01,6.593706650221815124e+00,1.686026795441994297e+00
2.548830408100839051e+00,6.273709734623832190e+00,2.736771088377802919e-01
1.244212883680537090e+02,7.468110311793623168e+00,8.443189760120421994e+00
9.055607933251703656e+00,7.825160756244730287e+00,1.303840636410027676e+00
1.423656501350683925e+02,7.440997010233456166e+00,8.791221482015181721e+00
2.949300341247687918e+00,7.113511541284934125e+00,4.557782296669412037e-01
2.713347292350856605e+02,7.596340183593946804e+00,9.983898180987708315e+00
1.056092471353121898e+00,4.661990147522002026e+00,2.618014865418823948e-03
8.550194431853516619e+01,4.766468450650199529e+00,4.088691835109248829e-01
5.722332562776597520e-01,7.334680701690753146e+00,9.439838650121205876e-02
2.426778599004009163e+00,5.177630733490397930e+00,3.411056445462964937e-02
1.683699508902380160e+02,7.368609248677853607e+00,9.198043882589598041e+00
5.192258711822179684e+00,8.499989896118721688e+00,6.419006941497881202e-01
2.547075882794055701e+02,8.848850365627075831e+00,6.058099069586061702e+00
2.495463330848228907e+02,4.764491545195841837e+00,1.037878338827842972e+00
1.051964446190042395e+02,4.485615694662314468e+00,1.796903976802045055e-01
7.061545597625820569e+00,4.257860083618336233e+00,3.537531332741325387e-03
1.550960376820176236e+02,6.869378288137173882e+00,8.887383375540544250e+00
1.061658956332269987e+01,4.848895385369822897e+00,5.408197844789981029e-02
1.162142116624921062e+00,8.960587918551087938e+00,1.061078591038941143e-01
1.486900181539945436e+02,5.396910703227922212e+00,3.405357130156459800e+00
1.171136829841240825e+02,6.683461048797235904e+00,7.958838340948964252e+00
1.237452898049368200e+00,5.679440594922006369e+00,5.889148553451417634e-02
1.638983038764669686e+02,5.180064307295953796e+00,2.344426991584496633e+00
1.605337857347695163e+01,9.649377928027382367e+00,4.328633943887639224e-01
7.205778195931866037e+01,4.433225161190946118e+00,9.971419826625887994e-02
3.002680510275706371e+00,8.393418431099968657e+00,4.050595325903824095e-01
2.110931208251457303e+00,5.527922949868871783e+00,7.298434809212277219e-02
1.451103678833252957e+02,4.612328533763103700e+00,3.914250404797712801e-01
2.763405842983863181e+01,5.015916971504668531e+00,2.760357707715601072e-01
1.342061020166319008e+00,6.284793793012018348e+00,1.476152654578611889e-01
5.769308843180097846e+00,7.909705591437758976e+00,8.536289992511689739e-01
1.558936001785542373e+02,8.122526137709584759e+00,8.247378577000889166e+00
1.144035185049431114e+01,4.707296276388428069e+00,3.532515486566890905e-02
4.752085792855999635e+00,6.518588089561939469e+00,5.928665944483151318e-01
4.884158571348895528e+00,4.698000639161224790e+00,1.397357546969775315e-02
1.238757596281638200e+02,5.123971282391394766e+00,1.662310692022006542e+00
1.041935804852953673e+01,5.386154823226757316e+00,2.615090474341676963e-01
2.832210719899131846e+02,9.618128778652874189e+00,2.039981051806491141e+00
4.030093632406306803e+00,5.674897325717777719e+00,1.879567068497620952e-01
7.854173185782045152e+01,5.148845245292864803e+00,1.205104954619335089e+00
3.375971404744973370e+00,9.898618350174857028e+00,6.354953940806949697e-02
8.473740147822465474e+01,8.159911329845822792e+00,6.680334025341580606e+00
5.624170960214517345e-01,6.591821159566969790e+00,7.723046494013550978e-02
1.190836111705790845e+00,9.737874817320298249e+00,3.217072987791858019e-02
2.828890477347817178e+00,9.165188316877314278e+00,1.945415374524591678e-01
1.678515185355693404e+02,9.580024075319526489e+00,1.984735337336669625e+00
4.317295860826242837e+00,7.839093063331863398e+00,6.582184765755607625e-01
1.266741974416897598e+01,5.524605587759007008e+00,4.410915054183000561e-01
1.022656725041796832e+00,8.914683816632850366e+00,9.833141685474172666e-02
2.208452497737285114e+01,8.938233888614131928e+00,1.676782831320912548e+00
9.498406995143069409e-01,7.915172129505439358e+00,1.521651428789076443e-01
1.288410731183427194e+00,9.863257174648367709e+00,2.707855677862193097e-02
1.057462425520664482e+02,6.433639903394654525e+00,7.227989483404783755e+00
2.553074653611879796e+00,6.338267868669696270e+00,2.893470053833934186e-01
7.530001100491411359e-01,9.294260073255108168e+00,4.470187992245966413e-02
2.793327056841067346e+01,6.084613152462611474e+00,2.337938159887622547e+00
1.331291442464836550e+00,9.818433833667729260e+00,3.059415955858481306e-02
7.117077682989714216e-01,9.420919409211673923e+00,3.453640247812985592e-02
1.288659317220873675e+02,8.020928445069444024e+00,8.020765089907053280e+00
7.112585087104737802e+00,9.431072122095034871e+00,3.059656189874450094e-01
1.627503876489587356e+02,4.887306542743546700e+00,1.075878286387686344e+00
7.227037517228566799e+01,8.119696634850640748e+00,6.289401982761583909e+00
1.915961012865343926e+00,8.540783142916616555e+00,2.443263582001981571e-01
8.814239119417637269e-01,5.588524605085567032e+00,3.494322607274742698e-02
1.571938417310288383e+00,4.938407178552460586e+00,1.045239200588173566e-02
1.363894341415050881e+01,4.031222670439834843e+00,2.733164809549948077e-03
5.464432255067189104e+00,6.193843580383675551e+00,5.309120658651740321e-01
1.301034290777029412e+02,7.557185916476944598e+00,8.522433650520383708e+00
1.151379247080724966e+01,7.781680484735820968e+00,1.628832732518499027e+00
2.039192874789255683e+01,5.205535947003447461e+00,3.400598180555279848e-01
6.664671310437297436e+00,8.371250023426462405e+00,8.599993050778791392e-01
7.771656873665347121e+01,5.703235482423577807e+00,3.560904693124113507e+00
5.000624151456072042e+01,9.249905803374554480e+00,2.102835223237562001e+00
4.895857861907467878e+01,7.777136636460379115e+00,5.388934958794137309e+00
8.689163061965508916e+01,9.757204707490057416e+00,1.153474622712929554e+00
7.180579012245458692e+00,6.459699773182214777e+00,8.469521763193988972e-01
1.108375500622660104e+00,5.236440563878599797e+00,1.845253530645385789e-02
1.184416355980397810e+02,8.016930030140350993e+00,7.822380672587489592e+00
5.035619103514465955e+00,8.455918243458114603e+00,6.385353292177579076e-01
5.095879247783643251e+01,7.910781192878019397e+00,5.428624536980288795e+00
3.703185679465233306e+02,5.507739388165116878e+00,6.193910666364580209e+00
5.448130123664942914e+01,5.018412869147807598e+00,5.862833099938129511e-01
2.143681557905769637e+02,8.326197084971969531e+00,8.268828686210010659e+00
5.466893606576915809e-01,4.492696797658912722e+00,7.018574595579489452e-04
2.828890557461820876e+01,6.133745664053846802e+00,2.474257651687368664e+00
9.583111418756335986e-01,6.498010524756534068e+00,1.240708962279639810e-01
1.705805308803663820e+02,9.999980600327493363e+00,8.697609119792316656e-01
3.066589477935450532e+02,5.882869110509009403e+00,8.031261618958355442e+00
6.282332428706054461e-01,8.800167921421847339e+00,6.798255354196290623e-02
1.218539737002523049e+00,7.443726204072686592e+00,1.994050383627467837e-01
1.307826782986990679e+02,7.181380462904783712e+00,8.594282556139727802e+00
4.932454783792746156e+01,7.224327782852620672e+00,5.507175881870551848e+00
3.538432099814198750e+02,8.189620669193331537e+00,9.358401553345553125e+00
7.855688840946142193e+01,9.272983386209762813e+00,2.581266810501452902e+00
2.654344328851285084e+01,7.558339551414945845e+00,3.467565779486387001e+00
1.838407125884452853e+01,6.610929985776013318e+00,2.208680205150864051e+00
5.340917105644468199e-01,4.481055070462224954e+00,6.545239781792327712e-04
9.428760922111128195e+01,4.594620330279077791e+00,2.436551872427990817e-01
6.512710078578003881e+00,5.787522992372376329e+00,3.700442848466987678e-01
1.019985128932561658e+00,8.981890171499394171e+00,9.121236450350508895e-02
1.934107586174376081e+01,8.652966063480350911e+00,1.921349893804493725e+00
5.929323293859139810e+00,4.140138324692527405e+00,1.788835880304280547e-03
2.869658167916370672e+01,8.071641453114205333e+00,3.475857001588257944e+00
5.589470758710705089e-01,5.316575130348994982e+00,1.159429697307623984e-02
1.506296621272756209e+00,8.411138031609960208e+00,2.071818700924618617e-01
1.845643303805477231e+01,4.916479639589820039e+00,1.259120127900712760e-01
2.948398064067755087e+01,6.969211070825402032e+00,3.677840955251520771e+00
8.662537085745396492e-01,7.406390899684525131e+00,1.425725837308248478e-01
3.519105140613577731e+01,9.021575598976124155e+00,2.235915562883904695e+00
1.383919080153584957e+02,7.801749266369434110e+00,8.488393532349745030e+00
3.400389583750908606e+00,6.327657813111541962e+00,3.785495413184704616e-01
1.630948199772872087e+01,9.731853364106971327e+00,3.749884865532295275e-01
2.135579770892405520e+02,7.216053707752156043e+00,9.701870445235902807e+00
5.491932968417585670e+01,6.039863564974998766e+00,4.004564599203736641e+00
1.991147921264786458e+00,5.397299162262299888e+00,5.062461946544621200e-02
3.197313428060925844e+02,7.802144297820246877e+00,1.001335657493034503e+01
4.920901129096162840e+00,5.728372828963926189e+00,2.529971206441572473e-01
1.235104936615298783e+02,9.450940383992394445e+00,2.295439061189911811e+00
1.029601003183195651e+01,8.162253648489871338e+00,1.374799349249695268e+00
9.811520288201027995e+01,8.203254637122419979e+00,6.988351162298938490e+00
2.357715498777554615e+02,5.621003384139150683e+00,5.936253517815710978e+00
2.087647049543571143e+02,4.900956564592110709e+00,1.363089892741367715e+00
1.083436222795596393e+02,4.506503931513661243e+00,2.003894712512639398e-01
4.330995617266884423e+00,9.570907370495293165e+00,1.515642918529816197e-01
2.230570966623562867e+02,7.536053534070300763e+00,9.696262733235126774e+00
1.393571214845199302e+00,7.889192221207417255e+00,2.220999834864548772e-01
2.846685148766719742e+00,8.129001171320490826e+00,4.218698470696512492e-01
3.761764270729689486e+01,6.161945227870326391e+00,3.271748230595508122e+00
7.430313244298048403e+01,6.753427332530169025e+00,6.628423693884215595e+00
7.000043906622124279e-01,5.565387365172751899e+00,2.643242417909622347e-02
3.016524729340112732e+00,4.782402102991296644e+00,1.168499067256565695e-02
5.892595527279734569e+00,8.306404427148777359e+00,7.883127684511315181e-01
1.440797365559039918e+02,9.858414050617225755e+00,1.116378142938830864e+00
5.064496388534952542e-01,5.565729163721686135e+00,1.915724760780418423e-02
1.917375887660446381e+02,5.208389325143906845e+00,2.773068254614494244e+00
4.685143927732942970e+00,7.112959997814378710e+00,7.055618643178621641e-01
3.082751476627751330e+01,5.472741719871285326e+00,1.030702636257365246e+00
2.603561111187506185e+02,4.791366416128713723e+00,1.165033231986257301e+00
7.547378376516740150e-01,5.377869603498456108e+00,1.833926103838286539e-02
1.913770467192595959e+01,9.241267992653789065e+00,1.007383056845450486e+00
2.208449030250460687e+00,9.955695814025649071e+00,3.773219211149088370e-02
5.465849247986468384e+01,5.958836208438899718e+00,3.701569122974258885e+00
1.183505303554656649e+02,6.187493377515638215e+00,6.883512321102319476e+00
2.593309191277710202e+00,8.860702610391559375e+00,2.554154253936161134e-01
1.567910700536025956e+02,4.279606587755855784e+00,1.171079854472728971e-01
1.636881627591017851e+00,6.515332141344750916e+00,2.119653110210132918e-01
1.237835694575417023e+01,8.241095996799215229e+00,1.585684550860710695e+00
1.202528113456540204e+00,8.273750187016219115e+00,1.759139443169756012e-01
3.905878035111267632e+00,7.960533624517477591e+00,5.891670898580056992e-01
6.096688788159886130e+00,4.450626586879931068e+00,6.719063964356288346e-03
5.216658697002955591e+01,6.207208631549901767e+00,4.373530598895727373e+00
4.157329172168281239e+00,8.074952377878355847e+00,6.108195305819267285e-01
1.724277159264276094e+01,9.863914894208084760e+00,3.032072558119573435e-01
3.888760469909676232e+01,7.024413299462139548e+00,4.606663674493492344e+00
9.550593287011446364e+01,7.343395824185873444e+00,7.721830519494477407e+00
3.557447331305803484e+00,9.170778778063827019e+00,2.397821697555242715e-01
7.287146433276529001e-01,5.038995306274340891e+00,6.729019851697399385e-03
2.438672691938839510e+00,7.968627683456032784e+00,3.765643540088979280e-01
1.922663169714668996e+01,5.430134830265116896e+00,5.609129780379680241e-01
1.765818502723449797e+02,6.546260048493797612e+00,8.830000783996547753e+00
4.053983056949722652e+01,7.625942164820272318e+00,4.808894424490325115e+00
2.897043646767095026e+01,5.371139505932178260e+00,7.682560917109497733e-01
6.183127662252456691e-01,7.689438833037863574e+00,1.019901301229163559e-01
1.395775938364623947e+01,5.714801159845915635e+00,7.063021093246079074e-01
4.566754874127672892e+00,5.503830818904354771e+00,1.489568799907650121e-01
5.099776623245364959e+00,8.411492688518706018e+00,6.600936323766464220e-01
3.049016909165703737e+02,9.409337939247212290e+00,2.976878462622506660e+00
1.491181787852942531e+00,6.955540321236697743e+00,2.294110806943498726e-01
9.026293291141616049e-01,4.935763211886399660e+00,5.950515939328762313e-03
3.843008029183222263e+00,6.706065809790671572e+00,5.289756091967572349e-01
3.670972460767991663e+01,8.760579707012098538e+00,3.001028811712707522e+00
3.031572698157704693e+00,5.027954107562194963e+00,2.702446816195873056e-02
5.597981731229413782e+01,5.127224164270399065e+00,8.242855300134935836e-01
5.210558196556132060e+01,9.270549030190379014e+00,2.091208235746660815e+00
9.355927309390668967e+00,8.429142065184068500e+00,1.141235370890420819e+00
1.324881889182606471e+02,8.072645379447855873e+00,7.993099230329207217e+00
4.354544804407510128e+00,9.678759424247786569e+00,1.246442740356929202e-01
3.222238381409059826e+01,8.487521660513545285e+00,3.273176858264651656e+00
1.848014133220488731e+01,5.086271133020488833e+00,2.158424534759764979e-01
8.074292794515997018e-01,9.914063607993163885e+00,1.544994212050209564e-02
5.093281241299980167e+00,9.746192106340664907e+00,1.266101319485492538e-01
2.156810044127343318e+01,4.832811093823883297e+00,1.134613133826494480e-01
3.408416027872356153e+02,7.927095629087823170e+00,9.907466934049239171e+00
9.418489406977434442e+01,5.415163689989316964e+00,2.566324640030381410e+00
1.244761907366748410e+01,5.690689895521055419e+00,6.009693042531117912e-01
1.859265736610386854e+00,8.380069098690926310e+00,2.575686799991497855e-01
3.038752633115164858e+00,4.085997627362453422e+00,7.168500877968543095e-04
6.639429405484117419e-01,7.339046786589662474e+00,1.093558029095909739e-01
2.439784324190364728e+01,9.795996714340823530e+00,4.707486685172605489e-01
8.522137325576187195e+00,7.894982094283450991e+00,1.222921019784987573e+00
4.081115255957966070e+01,5.676241451464352217e+00,1.999571690731328566e+00
1.745233588214535558e+01,9.989190827129757366e+00,2.368356828140878445e-01
8.108338344912544571e+00,5.751916883355875143e+00,4.331824221632588623e-01
5.259362281191609867e+00,5.605803121759125318e+00,2.134756646015724124e-01
6.559942632893142056e-01,5.994649068542809545e+00,5.268097877078133789e-02
3.569536806711878398e+02,6.568338978210717549e+00,1.019767620787450291e+01
8.265602190545480177e-01,5.314427963819865042e+00,1.703441378908474371e-02
5.927892983713340946e-01,4.312108288625013053e+00,3.641801614423415098e-04
2.108694910187674409e+00,8.261890741288432594e+00,3.043947249447546688e-01
1.242598810102799822e+00,4.575377614677536009e+00,2.210045658010915178e-03
1.012231898493492679e+02,7.086333402713309582e+00,7.854114606314819724e+00
1.377731426642850199e+00,5.050551373253782117e+00,1.318641443418273017e-02
4.851495577643970769e+00,9.238433196916943757e+00,2.911795191612590039e-01
5.463000578616568070e-01,7.056440969260615148e+00,8.728318610637209041e-02
2.531622198046960364e+02,7.355063116399941592e+00,9.989200303490223476e+00
4.275423688937081579e+00,8.128037377071677838e+00,6.190849471340135191e-01
1.399335604845794307e+02,8.732378609244914713e+00,5.907408025422266284e+00
3.101368777490393427e+02,9.741686332947189442e+00,1.632982306034187703e+00
6.468873849647675911e+01,5.238725830248556647e+00,1.267942063252248452e+00
2.857110719551033906e+00,6.323939938006112982e+00,3.189976388315305389e-01
1.341876675919454698e+01,6.288649325460667683e+00,1.367731899082788471e+00
9.355758692682505284e+01,6.237390900271776673e+00,6.332202598904322244e+00
5.335838389656440484e+01,8.157899354886360754e+00,5.293008630402900039e+00
1.263237806843632853e+02,7.687554967054907706e+00,8.367269140242415304e+00
1.905101134088812387e+01,8.974777643132672011e+00,1.415446644077305915e+00
4.052837900086338152e+01,8.683417657914233700e+00,3.426198214954599752e+00
5.667105866209634080e+00,9.453512893289978791e+00,2.391243179101864291e-01
1.797379070619733454e+00,9.283364201135995586e+00,1.062497090986391085e-01
5.285927940991511775e+01,9.216669061469705326e+00,2.282563382294803933e+00
5.097270718480125806e-01,4.720914311270508534e+00,1.574935694690292234e-03
9.432936611241609626e+01,5.554357371677860478e+00,3.280567533827847715e+00
5.247696310669629494e-01,6.127536783739332193e+00,4.979169483179807926e-02
3.087440387688555532e+01,4.357675087404500935e+00,2.837786586281174084e-02
2.661874159674918516e+01,9.024764286003041036e+00,1.783538045159692498e+00
1.012236647494217268e+00,4.809154711443079933e+00,4.307057152076223562e-03
2.619307870645051040e+01,7.842199866384310880e+00,3.354151581713081143e+00
7.926258380821883520e+01,5.690615621662566959e+00,3.549780134744981996e+00
1.798882891266021034e+01,4.519810391879324207e+00,2.876424590129629880e-02
4.488016268059677572e+01,9.007847303893687041e+00,2.699849196384596972e+00
5.705684555205228037e+01,7.857501113107131729e+00,5.849909587870210537e+00
1.980363540323167859e+00,5.116146423049094061e+00,2.319977531720079922e-02
2.449182264553224115e+02,9.559885395280364406e+00,2.218686127161046961e+00
4.465317100690663565e+00,7.399431160801857921e+00,6.908642933064440550e-01
2.474624500666816829e+01,7.424125719411110325e+00,3.273993039234530666e+00
9.965961709690652759e-01,4.116465671553855898e+00,2.670902368196825631e-04
3.905021526634414499e+02,4.143195200771050857e+00,1.571957267531997882e-01
3.962784965329271358e+01,4.536833370928158971e+00,7.762893360506617491e-02
