C,Cin,Vm,J,J_noisy
7.711107598901630666e+00,1.206792244159408689e+01,-8.328685122870388424e-02,5.419894161877220284e+00,5.414311875761248061e+00
1.974941488718992844e+01,3.068299505601657984e+00,-3.230763233315506189e-02,7.889715530975355051e+00,7.876832415223764983e+00
8.149476004370518112e+00,2.661113506047297683e+00,-6.011015372055018846e-02,7.929510527900801797e+00,7.919820365629673731e+00
6.031320071634370450e+00,1.197570837290992962e+01,2.486145543641832267e-02,2.773035829684918685e+00,2.688286209385474468e+00
1.628726161073525347e+01,1.686452119807870531e+01,1.200581076772604117e-02,2.915690427692024578e+00,2.925127578098255299e+00
9.360461570504281070e+00,9.510520535817819976e+00,1.471527441628564525e-02,3.887630536166410522e+00,3.899359432627774513e+00
5.500674814849181971e+00,1.351877379775172905e+01,4.220112463013747650e-02,2.025469820934089782e+00,1.982193394746140314e+00
5.765495938208548665e+00,1.585686057520058334e+01,4.559567481453696836e-02,1.658954420103602612e+00,1.696076732597356029e+00
1.894575799542255723e+01,3.307148572282214705e+00,-7.145356489247911558e-03,7.132104509591525421e+00,7.063456162800344273e+00
1.923664812579044536e+01,1.314773165307920699e+01,-2.342667054913516456e-02,4.704638060230187158e+00,4.677047419160539121e+00
1.294242608004759276e+01,1.953767187899260804e+01,-5.067236043053400391e-02,4.355157786290742905e+00,4.331396832841165612e+00
5.611421134661536136e+00,1.376133238226483790e+01,-5.612603894111940078e-02,4.688425106271012943e+00,4.787800597870458752e+00
1.424181242219374965e+01,1.415667621310716484e+01,-1.665750651576521080e-02,4.238802315240292273e+00,4.158843112077398096e+00
4.374551164625369637e+00,2.284368462375582443e+00,-2.276806130973152431e-02,6.820213781057011815e+00,6.848345293817325263e+00
6.475589513908021289e+00,1.156635724691139266e+01,2.262876019257674398e-02,2.965731376718977685e+00,3.012837540598425790e+00
1.085764037607017052e+01,3.022937918297386783e+00,2.110522800528184806e-02,6.213365253606151661e+00,6.232251531808144840e+00
8.052826015232685819e+00,1.424175794178812104e+01,-5.391920987381399605e-02,4.829337321426454110e+00,4.888427718644123843e+00
7.052926059560006955e+00,9.617648991062171859e+00,-7.936493861000321060e-02,5.797640265613982713e+00,5.747503381257661914e+00
1.948398186825543732e+01,1.240243324311789852e+00,-7.827301281124041110e-02,9.245263033453012369e+00,9.131250103337402280e+00
3.445613180870993553e+00,4.458828231524706531e+00,-6.716193934663416965e-02,6.300185013769027620e+00,6.338525908217540916e+00
1.229488225104088528e+01,7.864108511311545868e+00,4.399513573047603154e-03,4.803504533267291876e+00,4.743713125033737654e+00
8.189007202027985821e-01,2.983241669718832867e+00,-8.856762471399910741e-02,4.006142784447419558e+00,3.989822790620122905e+00
1.879709005821393442e+00,6.718626549239527179e+00,2.581271261489234692e-02,2.468175380647480210e+00,2.409233080776241209e+00
4.239420299983904350e+00,1.998527647473384405e+01,8.296073533896192176e-03,1.998533538157838407e+00,2.051150631005314917e+00
1.983413961048857033e+01,4.473793545035241515e+00,4.575813991335189734e-02,5.240902302688811076e+00,5.284159814432181967e+00
1.454217155259460981e+01,1.151944921861372784e+01,-4.786944556088710417e-02,5.464282896107222953e+00,5.428279713011873397e+00
1.736736000780251743e+01,1.880501324786316986e-01,-6.387717192380584774e-03,9.129204987229559976e+00,9.174379579460042677e+00
1.037201503502495070e+00,1.896046533004174606e+01,-3.500563768998045389e-02,1.900476638125965456e+00,1.906540501091951167e+00
1.364469713042082510e+01,1.687943716362924818e+01,-8.005760329141169140e-02,4.982475974990578038e+00,4.975506533462590752e+00
8.826732764748316029e+00,1.630842459577113601e+00,-2.326423984384562438e-02,7.968586135316710894e+00,7.971456968418829447e+00
8.357577973679219951e+00,3.365143924064442071e+00,4.501364623936604525e-03,6.270924067820096148e+00,6.260786599827598664e+00
1.417968314524703466e+01,1.181930688751952196e+01,-5.877845377472995514e-02,5.557429392434871218e+00,5.588179655625419961e+00
6.200963063184831370e+00,3.248658577962195704e+00,1.232665258850808299e-02,5.830618128302791803e+00,5.846135506824945871e+00
1.029368307425694340e+01,6.440841317969584701e+00,3.078743140863671179e-02,4.391153509783459086e+00,4.373680152461767889e+00
5.251458200383142483e+00,1.575848616923557799e+01,1.307421506963127311e-02,2.455219571183573368e+00,2.505532358474351184e+00
7.858511208318549990e+00,1.384371872346106436e+01,-5.554275381813335993e-02,4.895819536791273130e+00,4.865245756053082182e+00
1.068985719533480783e+01,1.282416593879506017e+01,4.123108316855927935e-02,2.573689562262362784e+00,2.588036244415735432e+00
3.199726006383949883e+00,9.356641923365839331e-01,-3.171339855408464303e-02,7.147036992049756954e+00,7.168144760612372934e+00
5.559933082008810423e+00,4.327637173485128663e+00,-1.100790547389299268e-02,5.899380103796634245e+00,5.973320456788460575e+00
8.437097809169729956e+00,2.480596449066046816e+00,2.961407572850363601e-02,6.168490395876140120e+00,6.143218327708691362e+00
9.481322171636701768e+00,1.131462376429213101e+01,-5.709664099895723349e-02,5.443088224471201109e+00,5.530242346786721441e+00
1.601007916181981372e+01,1.495601912277947676e+01,-5.558734725518463260e-02,5.050216101926488399e+00,5.059024349507609486e+00
1.287685477165860704e+01,9.683787653539100759e+00,4.041174938267955152e-02,3.339373468863270134e+00,3.329674623330641570e+00
1.127167682711623975e+01,1.613924115000906312e+01,-6.793274088062850602e-03,3.535255035686752478e+00,3.501631398139822160e+00
1.740385450432291137e+01,1.604792566900576700e+00,1.973588797246091098e-02,7.495138468914953833e+00,7.524453139867680385e+00
3.987109852296435886e+00,3.062679394091085694e+00,-1.808436655083428546e-03,5.772732857630773928e+00,5.775179619852893076e+00
2.126456551801797268e+00,1.356006721418418159e+00,-8.070573348671779279e-02,6.584886206047773527e+00,6.529705742751383823e+00
7.904818006686322285e+00,8.197543852527394037e+00,-9.645486829826968589e-02,6.281591770075422687e+00,6.225197411262491265e+00
2.786939613367699575e+00,4.047148773222644103e+00,-4.871164413365822177e-02,5.897422640557630658e+00,5.869646680167604380e+00
1.114182171011228739e+01,1.850949920565385298e+01,-1.629450323523992661e-02,3.565862453020644196e+00,3.532062152827085910e+00
1.149418447471440174e+01,3.189363432401847387e+00,2.211631256888071939e-03,6.664158391053467412e+00,6.718673510639828095e+00
2.675291317506318656e+00,1.608065289035291201e+01,1.978319596510919043e-02,1.571612765479789342e+00,1.640389680378298243e+00
1.433527719419304702e+01,1.458441168781918096e+00,-4.631347858675544105e-02,8.761292718452565964e+00,8.804720699645940840e+00
1.115296269434094434e+01,4.832810636452782305e+00,4.329357931901633982e-02,4.829275921862239862e+00,4.847169366363792697e+00
8.492480785679340727e+00,6.895160800749799535e+00,-1.274250122918524353e-02,5.427115286958793305e+00,5.405703376566562746e+00
1.835376137732119872e+01,1.822840311792446855e+01,-4.477581161301522755e-02,4.497379137484537104e+00,4.500103298030549759e+00
1.712545027294769540e+01,1.921137706656174515e+01,-7.242977853331364346e-02,4.733762530840347260e+00,4.777997881141774705e+00
4.458334817109095738e+00,1.314079143213495904e+01,1.108023008744245252e-02,2.752406325183201385e+00,2.858954936869367192e+00
3.373334371690088762e+00,7.779301227254821427e+00,-3.469031519841278555e-03,3.982198803587518210e+00,4.027843763852607673e+00
1.831495125809861335e+01,1.737204669475285712e+01,-3.479039335021145984e-02,4.384470018081575660e+00,4.370449410866839024e+00
3.187175175849723097e+00,1.099721504524447901e+01,-3.611543796344346413e-02,4.212589447952920452e+00,4.214490701741464562e+00
1.515626621205149860e+01,1.840748728349636210e+00,-9.042815916724616931e-02,8.907606973465698630e+00,8.883479728408106624e+00
6.284714465451667564e+00,7.148285278227333173e+00,-7.476191419857153297e-02,6.257950123459409042e+00,6.218830194661938648e+00
7.255647665318651462e+00,2.761327535122177768e+00,2.630032133106105507e-02,5.920593572308043839e+00,5.911381472197145825e+00
1.109680668705715689e+01,1.612882273913280784e+01,-5.269240997173868513e-02,4.715187618335318298e+00,4.724968352945573713e+00
1.852298514009557806e+01,4.586641024179192172e+00,-8.337835465798221213e-02,7.802501907879690890e+00,7.894296987213569317e+00
9.103401913916581156e-02,6.963500587094449301e+00,-6.356374664243186201e-02,3.405606854399152450e-01,3.431623089375849256e-01
3.287632321326281915e+00,1.293294822630093144e+01,-6.466632325219293098e-02,4.413547527151975736e+00,4.481415430900147712e+00
1.441822498426598109e+01,1.124835700733324018e+01,1.974461799226057135e-02,3.551576837288062727e+00,3.639951291344299733e+00
7.919607262018690363e+00,1.546157386701250758e+01,4.077534334970794871e-03,3.072623114631809038e+00,3.076563508144794401e+00
5.791817876941113497e+00,1.508222803784889265e+01,-9.014340472500297075e-02,4.818174628578822727e+00,4.898564572959634766e+00
1.925976837964445210e+01,1.857051028754271016e+01,2.197969183983125574e-02,2.432071409996358735e+00,2.467818180224802926e+00
5.317367045319379315e+00,1.066732959975782968e+01,3.716581458151807515e-02,2.615670138675103118e+00,2.594793373927122282e+00
1.429763080947435583e+01,7.664586858766652355e+00,4.377990716176313746e-02,3.884439660357480228e+00,3.897698661599924286e+00
1.928630209839647236e+01,1.180922016503118233e+00,-8.856697715622620370e-02,9.297946732603840303e+00,9.299090623506087283e+00
1.526718282211643007e+01,2.770996920595517388e+00,-2.300125332528375754e-02,7.719478764114600544e+00,7.707861812617353259e+00
1.420281001661420994e+01,4.167604978457254639e+00,1.048483313877818235e-02,6.054481527331277313e+00,6.044542465681530530e+00
1.447797391971541714e+01,2.153485421346830631e+00,-6.785848890655793442e-02,8.633075437258989737e+00,8.640285902432639276e+00
1.611426083127736675e+01,1.444814366026410390e-01,3.241339559241765422e-02,8.958485025225719767e+00,8.980194082249830956e+00
5.460712295952462547e+00,8.671986847046706970e+00,-7.094894547800120743e-02,5.731742327887843658e+00,5.687498234129907182e+00
1.255240016730957286e+01,2.406712668629325425e+00,-2.124475110117296506e-02,7.759385638928520734e+00,7.758916255828711250e+00
1.606757358616916065e+01,6.497508584295209388e+00,1.734540648406228402e-02,4.955605916526994115e+00,4.879488165429743951e+00
1.777018134387180837e+01,6.204808761212307289e+00,-6.883703791165318719e-03,5.862624046895837715e+00,5.875663821859848035e+00
1.812139135650075872e+01,8.331487653634658486e+00,-2.370012687295543208e-02,5.724234744955183807e+00,5.755414718744252589e+00
1.808273305207054449e+01,1.081597852565823104e+01,-3.755925168200086040e-03,4.500144675733509736e+00,4.508342417651499900e+00
1.997794299324210598e+00,6.521090252285635991e+00,2.839796290826548941e-02,2.558507715266443494e+00,2.572800372862380502e+00
7.559301443188733316e+00,4.677395408842325963e+00,-2.682946530840732424e-02,6.484532847743725625e+00,6.514030002921709084e+00
9.155022065633861672e+00,1.328154046242200970e+01,-9.328278691111796528e-02,5.370624468760186510e+00,5.337369426549336104e+00
1.783912380913998064e+01,2.291431015333670995e+00,3.666146465191014170e-02,6.657574941882095310e+00,6.645622498915865428e+00
8.414109706628275731e+00,6.967930777953855959e+00,-5.011642290483077355e-02,6.273507295292310104e+00,6.299053397483099559e+00
5.334996462014653495e+00,3.177551891414050811e+00,-6.311909142830343655e-02,7.304237418169607921e+00,7.354331704906065248e+00
4.461825245272035834e-01,6.073147135675590613e-01,7.955008714288655525e-03,2.256523478188100729e+00,2.276269548255363429e+00
5.810647841355200072e+00,1.647616495385132751e+01,-9.438690527565823940e-03,3.221198269659030000e+00,3.348841240776789796e+00
1.562544748543188611e+01,1.503399486472603286e+01,-2.942031234944826601e-02,4.511811638324081386e+00,4.507243609714837618e+00
4.524102142940393256e-01,1.716618326842388953e+01,1.183505064206287483e-02,-5.736619898713422039e-01,-5.236789684035998427e-01
3.341628862572328718e+00,1.293398349637368661e+01,-3.347100452554838124e-02,3.909089903884090944e+00,3.972426287796595012e+00
6.253819995888959760e+00,1.663151255887959579e+01,-3.521601817794704770e-02,4.012425932123900196e+00,4.005737439806811295e+00
1.066362088409618636e+01,8.687791846863811784e+00,-6.911183545069080059e-02,6.193269344765867324e+00,6.152243700655730230e+00
7.292714197986533087e+00,9.764569306170097107e+00,-1.284421216205229588e-02,4.581714148103960049e+00,4.522584001727600445e+00
1.765866190706583083e+01,9.742554837047391558e+00,-4.023519792879800411e-02,5.762890825722587707e+00,5.771004675714046073e+00
4.189178695594693913e+00,1.516541869852333413e+00,-6.765021963739731303e-02,7.694021433877846761e+00,7.749536031604788100e+00
1.125460628835952015e+01,1.705150322649703654e+01,-1.508369864873702892e-02,3.699256198790485950e+00,3.712839618733256852e+00
1.556745922749710509e+01,1.707504242492134594e+01,-8.128284328858881302e-02,5.009771806291885454e+00,5.018414610060372816e+00
1.859568417042503086e+01,1.969340369479084174e+01,-1.101364036696396431e-02,3.426147314157796941e+00,3.407186620007161437e+00
1.747593145316044172e+01,1.713225422766780426e+01,-2.844659290471722446e-02,4.239938208898556660e+00,4.267989695538235040e+00
2.753644024626576758e+00,1.865576087594869747e+01,2.319376497505791501e-02,1.241334699929393715e+00,1.134543147357207626e+00
1.584641158892950941e+01,1.955285894038110328e+01,-5.062251370329950290e-02,4.416653396538100296e+00,4.428272059106836522e+00
1.352315807648532520e+01,8.011074684696426473e+00,3.876411906061477675e-02,3.849872468100870471e+00,3.851278783578518272e+00
8.460990969870723077e+00,1.522676355920274727e+00,-2.316855227127144479e-02,7.990261767558179962e+00,7.921744755230093027e+00
5.600636243011392068e-01,1.124599592451342112e+01,-4.005404351009306252e-02,1.666644404991516781e+00,1.775424301198709864e+00
3.401230345611826689e+00,1.554826478233239051e+01,1.502115673419728015e-02,2.036976200151734862e+00,1.967605538574005442e+00
1.500174348332955354e+01,1.916965158652283563e+01,-2.050218690851643433e-02,3.731682705698327496e+00,3.677806680855944421e+00
1.725895117146654778e+00,5.428775335350860765e+00,-9.684879260609872975e-02,5.034065169780713944e+00,4.974022014403072234e+00
6.287366003511878354e+00,6.802696597429807923e+00,3.420789669955887069e-02,3.823013573372752827e+00,3.878531963460687404e+00
5.141488143618258455e+00,1.920013860003660255e+01,-3.598780379084721981e-02,3.626826895555320451e+00,3.582422652497360804e+00
1.493471289312788208e+01,1.617556724204576923e+01,-7.676319946927274984e-02,5.078649579396842029e+00,5.112082400045053099e+00
7.213243592067533960e+00,3.521441042938170174e+00,-1.741156003872637581e-02,6.683848979696933590e+00,6.713224487322996481e+00
1.789405407725600083e+00,1.937699891803528374e+01,-4.646388819316260577e-02,2.807836238987516886e+00,2.820819759539924032e+00
7.440319931231525352e+00,7.113025137471800097e-01,1.799426865242595430e-02,7.718882480659408074e+00,7.653503535326562357e+00
6.570256040537701736e+00,2.599136527410140785e-01,-7.483369778688087059e-02,8.625696246405901491e+00,8.595090927506509715e+00
1.435457627802197678e+01,3.839585136419556566e+00,3.960984758237409697e-02,5.528093890262908872e+00,5.611749638764612413e+00
6.436438292963824637e+00,3.936407157265285672e+00,-3.619253970675881393e-02,6.831138858343481779e+00,6.766601138374350732e+00
1.388763219938619642e+01,5.912925650051830573e+00,-4.266532625047519955e-02,6.774446199690386194e+00,6.732863451671963873e+00
1.079495934600349294e+01,1.210014979508312649e+01,-3.908231269221484894e-02,5.062916279888829862e+00,5.054803953749811285e+00
1.776026993305320900e+01,1.840937211812842733e+01,-4.481178323972509481e-02,4.469026885514380432e+00,4.509476389116248818e+00
1.468063520022457524e+01,8.551614379209068417e+00,3.684417326777270074e-02,3.769308664324745095e+00,3.781890623854988753e+00
8.187978913600911568e+00,4.317032439697410240e+00,2.421798307520063587e-02,5.249240965959280913e+00,5.286343173924048067e+00
9.723944888058964509e+00,9.117888451275673489e+00,3.165143341281734246e-02,3.532178474434442883e+00,3.478813762785843089e+00
9.454145909313467655e+00,3.026850308226354258e+00,8.884396701504412852e-03,6.427299827351622419e+00,6.474538657047422596e+00
1.744046283049457458e+01,1.753816675719357931e+01,-2.615600074059598601e-02,4.126846803728737356e+00,4.155298244557678267e+00
2.803821625665290362e+00,6.702596887425761985e+00,-3.652174201821378752e-02,4.925012324342564973e+00,4.845284096586383704e+00
8.513388747948861024e+00,1.157081247637207788e+01,4.819012629983704388e-02,2.561699152567102011e+00,2.638694962962465418e+00
1.072149554675174343e+01,1.834791705806831175e+01,-3.203998123359629024e-02,4.025079838272126231e+00,4.139699731280889416e+00
8.752645503161986085e+00,1.006848388560309182e+01,6.792913211064885437e-03,3.976521652231356008e+00,3.938092784374020550e+00
1.198066793657566897e+01,9.423164840025719968e+00,2.204034303520779892e-02,3.820128734111176261e+00,3.822911374942011609e+00
1.000191975362599095e+01,1.241516426440098364e+01,3.007880925581837839e-02,2.870750419569126244e+00,2.940621548724503320e+00
8.303230066106250362e+00,1.739574186054317195e+01,1.194298625166442807e-03,2.955145459833221633e+00,2.881083448361861699e+00
1.375191880368911690e+01,2.115050567610958332e+00,-4.599276943151629771e-02,8.407883382504932612e+00,8.308390366551444473e+00
6.619983190883916180e+00,1.366028798139837264e+01,-3.283792179813743717e-02,4.384676382486442314e+00,4.319829176376446256e+00
1.215767522269701928e+01,6.825931564616857017e+00,2.483370404229848227e-02,4.502177821493241083e+00,4.473824482175437822e+00
1.458473902931079458e+01,3.119184405322150244e+00,-2.677189100268487221e-02,7.606282132476605895e+00,7.577360021877361795e+00
2.656400384087963751e+00,1.794540705640703848e+01,3.746280737961499296e-02,8.979802334058830660e-01,9.283475920980128748e-01
6.562719425023392894e+00,1.846406492398580568e+01,-9.685474186220000004e-02,4.544615374518500062e+00,4.558042193116652818e+00
1.889685588419217410e+01,2.857950015813857103e+00,3.091628739169477447e-02,6.401294129698719360e+00,6.338990266465265755e+00
1.932212468687436058e+01,9.627630915095533481e+00,-7.344629319498141573e-03,4.912125810321110286e+00,4.940494808825553363e+00
1.984815582455642513e+01,1.989723352587453675e+01,2.315923333051042587e-02,2.256112682655550650e+00,2.349816749739610966e+00
8.983903860710047429e-01,1.417474425634770618e+01,-5.328579097673797477e-02,2.375887592283095984e+00,2.435740306236610309e+00
1.653884993979139040e+01,8.163420107458776442e+00,1.085484940691480715e-03,4.957778456875778339e+00,5.007333829259955849e+00
1.870875234953448540e+01,3.516540836678110349e+00,1.575284870758145161e-02,6.366808206593931985e+00,6.367817103020000147e+00
1.804379157910211617e+01,1.971883644188789120e+01,4.272234348122910808e-02,1.765307075490716748e+00,1.814488645222944285e+00
1.431307900443825432e+01,1.223263894367513949e+01,4.958959351633882018e-02,2.657051338505094673e+00,2.608744697506615751e+00
1.352860589061339702e+01,7.820533766308630064e+00,-3.730745385006703496e-02,6.077484771982601508e+00,6.115035503832753960e+00
1.440615199894330978e+01,5.075707647258238531e+00,-4.498684121723159346e-02,7.127995981653021396e+00,7.123633560678964471e+00
1.151897207203288076e+01,1.881528943822781841e+01,3.869560657612794441e-02,1.807174893281720651e+00,1.863720178175693132e+00
1.577898059287416288e+01,1.307753838374841315e+01,4.972174244154173306e-02,2.531019901363952052e+00,2.554320428926845299e+00
1.006349559582293196e+01,2.709234653138966054e-01,2.699468255246961768e-02,8.460633062136597715e+00,8.406139072850979943e+00
4.557453122830005476e+00,1.276358563408012969e+01,3.069855014609820798e-02,2.248551684102383597e+00,2.254951331776059220e+00
1.932263048314429410e+00,1.547445777018558211e+01,2.863417195897430267e-02,9.920703282683186464e-01,1.052981401758907865e+00
1.816970167988232987e+01,1.008589089837757768e+01,-1.754493686222005633e-02,5.113163880899050717e+00,5.056702186645710917e+00
1.510983567899157443e+01,2.632549635240611252e+00,2.877127423101075165e-03,7.120013448057186167e+00,7.092056454147952493e+00
3.585976618418844186e+00,7.528221628385630915e+00,4.967925403455683564e-03,3.843690949362545961e+00,3.805257298943158784e+00
1.645804263260227529e+01,9.639792484811705364e+00,1.178927040368188406e-02,4.213934342997737836e+00,4.139152045975449390e+00
6.041917720837339800e+00,1.086031792763433934e+01,-1.645064175645929994e-02,4.330332157612145849e+00,4.378395571375630624e+00
1.273131669356652829e+01,2.065149019448038192e+00,-8.947646072017700902e-02,8.702809174902570888e+00,8.768359040051871389e+00
7.155249512086538033e+00,6.881341593268020418e+00,1.960527464198483227e-02,4.280060552424085785e+00,4.320062712776937097e+00
4.322553572296326863e+00,9.655134718357068380e+00,-2.534277605633962482e-02,4.525841591598506852e+00,4.537970107370370876e+00
3.553394837467089840e+00,4.736637936112352953e+00,-9.556148189995262998e-02,6.413056844169092052e+00,6.410455274953369198e+00
1.465458699350931759e+00,1.149798983124451279e+00,-7.745247486769635259e-03,4.988504544947593544e+00,5.000473559973825921e+00
1.535049200073438591e+00,1.742377699995352414e+00,-3.404136965390219816e-02,5.309216581213803465e+00,5.272638785359249347e+00
1.428349704115013719e+00,1.023312482234434739e+01,2.002296665005343090e-03,2.054763017136600922e+00,2.099455297159184664e+00
1.843879394415564255e+00,4.095876094803618805e-01,-8.908695486349944848e-02,6.485655010126530229e+00,6.537929626328449650e+00
1.668888431555108554e+01,2.709842570783770999e+00,-4.341604885728379132e-02,8.183399181250880616e+00,8.230026357951075511e+00
1.038027609405109963e+01,6.008692770630197799e+00,3.623397651059392932e-02,4.432699518262053218e+00,4.406152107376113847e+00
2.615251095249413016e+00,7.701301557076524418e+00,-1.620395955386209896e-02,4.059770509008192363e+00,4.063690726105532391e+00
1.052364324521205496e+01,8.823037128564420684e+00,-8.304852350877922618e-02,6.251556630465051612e+00,6.243267589516084293e+00
1.087546454100406912e+01,8.259611250553259509e+00,2.672679816591225221e-02,3.950165245587246687e+00,4.039593984985613062e+00
9.957011097136270195e+00,1.526092867427336408e+00,3.465989675516176205e-02,6.943420745940254157e+00,6.952405556036381995e+00
4.169402974107758730e+00,1.806998287185865948e+01,4.246472361845951560e-02,1.208191136187988679e+00,1.114087591491468743e+00
8.716237850129383347e+00,1.703315767802254399e+01,3.664949028470740333e-02,1.940744843488450222e+00,1.960670126030003901e+00
1.742358624870913886e+01,8.055228115982560055e+00,-7.227633992099050109e-02,6.600393733587880618e+00,6.694507046041429987e+00
7.705522781812230271e+00,1.786158044008694645e+01,1.882522173604364579e-02,2.263005325840559578e+00,2.297264111651688090e+00
1.010450559609765975e+01,1.746194404180213056e+01,2.260846885536711703e-02,2.327977399743808462e+00,2.371951385246119148e+00
1.860833586154656416e+01,1.764922562224060343e+01,-4.383530518209782789e-02,4.550094139035633312e+00,4.551897202378078156e+00
4.694387888991105484e+00,5.092611240002328898e+00,-9.968647306002662023e-02,6.673560300156543335e+00,6.574990825847284448e+00
1.452387835178445918e+01,1.018573900407377941e+01,-6.172989571344457416e-02,5.924994347880503831e+00,5.834481460177856960e+00
9.702634623352942356e+00,1.941653867740343387e+01,4.746050744875951466e-02,1.497661827924554379e+00,1.435364439187760244e+00
1.575798987032785092e+01,1.047795615635531163e+01,-8.818405668960135890e-02,6.094207528263371643e+00,6.087865926411385686e+00
7.225486620774406177e+00,1.662209410118695985e+01,4.583769601574966268e-02,1.701762373799567518e+00,1.717262298624133265e+00
1.087005436673505621e+01,1.085194344856234494e+01,-7.596840604441551514e-02,5.788266761688711348e+00,5.822737469295687696e+00
7.397304575847192254e+00,1.774723558073604579e+01,-9.225006827342677185e-02,4.671546199105041097e+00,4.654523296966805113e+00
1.732967734703658635e+01,1.029015777325867376e+01,-6.692630085324564881e-02,6.021382019685106002e+00,6.069228482605660169e+00
1.830061689868881558e+01,1.549410532013822106e+01,-8.092712497548881778e-02,5.258182022806034084e+00,5.244194584887052812e+00
1.265483461288913247e+01,2.387734827495257672e+00,-6.103377235517483401e-02,8.391115900340258449e+00,8.355891424572906345e+00
1.962135371743327283e+01,1.197637230371060291e+01,-6.560786276856690746e-02,5.713557620050480068e+00,5.756139705822724828e+00
1.465451085406157894e+01,6.755425205237504116e-01,-6.915709438206200932e-02,9.249873037898508343e+00,9.204150788743300282e+00
1.661695744276620701e+01,1.214092753810155045e+01,-2.827240106706004064e-02,4.972142912634279099e+00,4.835688666093224342e+00
1.789967696474540659e+01,1.254154818267479676e+01,-1.775064042826682287e-02,4.619163213400920398e+00,4.566165375453525854e+00
5.474519947234098183e+00,1.855865199590316195e+01,-9.140254378163420457e-02,4.396116014328610433e+00,4.400823991603755481e+00
1.973422470982632504e+01,3.349744000650635378e+00,1.984282641191326135e-03,6.864863718115817193e+00,6.710854830163333951e+00
7.838759765689155223e+00,1.866571413828387449e+01,-7.757103039443381809e-02,4.526150193481458750e+00,4.508293291172529749e+00
9.969390249126242054e+00,1.781373874365114673e+01,3.280443115504680374e-02,2.000842860310821258e+00,1.984238342372670827e+00
3.647458446676786981e+00,1.131625721446160249e+01,-8.965431631407283497e-02,4.943325807757906531e+00,4.872003009309442412e+00
1.643850176081597780e+01,1.569002147151869142e+00,2.409865558765970917e-02,7.410869484635515647e+00,7.336744311405625218e+00
6.771107652489248174e+00,1.863804196064862495e+01,6.510795943857894397e-03,2.515962605460851709e+00,2.492839508055888054e+00
1.380242168742244679e+01,1.114664190009209221e+01,3.888475214433212424e-02,3.063587238641184207e+00,3.036232230159443546e+00
4.406194117622833417e+00,5.270706237009992634e+00,-8.549219640773031426e-02,6.490075928940593819e+00,6.553071854410175590e+00
7.059693058074834049e+00,1.121313098113487428e+01,-8.809336571589160281e-02,5.535582633737764269e+00,5.554325785994404185e+00
7.715677501343988887e+00,9.312174030465360630e+00,1.288378085057340083e-02,3.869709430774931569e+00,3.790666658499652453e+00
4.770648679017471139e+00,2.020726845960662654e+00,-1.059921003046053467e-02,6.795661996702945018e+00,6.752929423211107895e+00
7.495156692803114362e-01,9.982701250050476816e+00,-4.520491171151316823e-02,2.339241087791301688e+00,2.374498164147403223e+00
1.541566787613967549e+01,1.081412265229572345e+00,-9.048192952931906341e-02,9.226030379461823472e+00,9.320829217909718523e+00
1.900957552798075056e+01,1.799592770487251414e+00,-9.182646325159880829e-02,9.042492574306983499e+00,9.061817548994195448e+00
4.563644758247687783e+00,1.560548912188592396e+01,-2.608484554099960162e-02,3.665046907826306821e+00,3.680582535059281124e+00
3.294894731165619373e+00,8.883372533137594118e+00,-4.129857940677150036e-02,4.748806623251088155e+00,4.841844246459688250e+00
6.984703298343776012e+00,1.935133019928235498e+01,-7.778604020011585518e-02,4.396498690639649709e+00,4.395365118438698815e+00
1.701181732512766276e+00,1.522536158207754120e+01,-9.043816590256341381e-02,3.524640178899664633e+00,3.509185130982928058e+00
1.301217087147662888e+01,3.675838981698666519e+00,-8.276396357784990276e-02,7.990801176331706834e+00,7.920138737217123470e+00
7.402622758032218364e+00,1.166003807574446505e+01,-1.800111223981076813e-02,4.375894803640769659e+00,4.350243999529384453e+00
1.127144715762293359e+01,1.666121854629280818e+01,-4.736457840555888948e-02,4.568239562701343459e+00,4.677175199831251184e+00
1.812170722798106226e+01,4.971959447848270486e+00,3.628828620625909607e-02,5.140912714298560005e+00,5.069825644674124554e+00
1.723850761143428656e+01,9.672870489820127204e+00,-5.211750400556910273e-02,5.977416126025507204e+00,5.977975711366169342e+00
1.843745333798721830e+01,1.920431875344429429e+01,-9.336433286718895386e-02,4.878758999437203592e+00,4.808342628039588007e+00
1.870440144958924833e+01,7.960758390015897135e+00,-5.973716841949423817e-02,6.530242272891505273e+00,6.536666060294093583e+00
1.181689623372564135e+01,7.881086352708893017e+00,-5.156134821504737564e-02,6.249317575613537734e+00,6.293699935786143840e+00
1.007089070296586542e+01,6.249702927592775126e+00,-1.754507705548496999e-03,5.398927632005261934e+00,5.386745166014602404e+00
8.004225544595401365e-01,1.571255669705105262e+01,-3.873150447813841768e-02,1.835166338145293619e+00,1.871683701660268540e+00
2.093704162032561378e+00,1.040320294131113599e+01,-8.755180810919735435e-02,4.374833606405638342e+00,4.410875797681080179e+00
1.050227172774819984e+01,7.491337869766239166e+00,-8.671059405825562449e-02,6.605301229612299707e+00,6.627652470417645603e+00
1.712736567699266388e+01,1.847890504010223722e+01,-2.272317548185102953e-02,3.913077948398950401e+00,3.998890348369747993e+00
8.681059486199051989e+00,1.873114380034897053e+01,2.088784622324622864e-02,2.163239520125356918e+00,2.202181397825259790e+00
