k,m,level_index,dE,dE_noisy
1.216960292231056950e+00,3.796731652961374159e+00,4.370055682214720960e+00,5.228248378323421264e-01,5.234878372171102301e-01
2.976994448743071953e+00,2.319810444753222622e+00,2.968500995438610346e+00,1.006055217915566402e+00,1.006058439693333639e+00
1.159860682041735647e+00,1.238249144402292723e+00,5.479968334806241792e+00,7.858393051842428312e-01,7.827431322339784003e-01
2.746566267887991408e+00,2.216663230615119939e+00,6.180682155770504949e+00,8.182445498306111231e-01,8.120514552603513847e-01
2.871734892165089814e+00,3.260511415328800400e+00,5.252821713176210494e+00,7.773790340092653350e-01,7.789405454757220015e-01
2.760256058996060968e+00,1.062134348294817787e+00,5.370329277428128378e+00,9.641879079018720322e-01,9.600696393836003484e-01
3.970900321564104107e+00,3.653348245673235795e+00,6.044830580287346322e+00,7.980326818916985143e-01,7.949128753076952769e-01
2.840954060353985788e+00,2.097795213498361733e+00,2.652160486992709565e+00,1.045309984228188327e+00,1.037575071486585010e+00
1.498400390019190898e+00,2.441626341757383578e+00,2.883303817598149799e+00,7.299924296675533997e-01,7.146319486679769684e-01
3.798432732271014522e+00,1.963263643506024891e+00,1.180931488018988063e-02,1.396545005122818095e+00,1.387172564205555014e+00
1.897033995139810081e+00,2.781554085610528748e+00,7.414713607183574418e+00,6.434965869188229437e-01,6.467865612183937296e-01
2.618278079750330889e+00,2.053295816329102852e+00,1.446641772925281622e+00,1.075504692458446820e+00,1.063673308719178534e+00
2.297536545607353542e+00,1.975810503696217912e+00,4.343395520710934044e+00,9.011289397599511197e-01,8.946492008242449279e-01
3.420216584290667772e+00,2.592345271700061460e+00,7.184212900778921274e+00,7.612686731382807270e-01,7.776902744077814900e-01
1.252009145867610140e+00,2.205240287900915863e+00,2.154860199802788756e+00,7.186628701320606494e-01,7.299280277768325220e-01
2.102838930086712299e+00,3.626284863779170475e+00,7.389484064575864153e-01,7.529521585098335468e-01,7.460179979861872868e-01
2.328146629848279581e+00,2.019740546504353418e+00,7.830487541306366595e+00,7.081466238645184319e-01,7.141804181322715106e-01
2.792241484310924005e+00,1.365990294797724491e+00,6.655751833645273230e+00,8.048538652004755267e-01,7.983510057554040751e-01
3.723723747517313054e+00,3.053237418488415678e+00,5.086603057165762998e+00,8.772388134312952834e-01,8.935147050972702676e-01
1.904494410600147791e+00,3.296871423980232141e+00,6.118680274705741162e+00,6.396759640566880289e-01,6.338190271033125045e-01
2.036610062387777198e+00,3.807154684193035710e+00,4.956855893848991279e+00,6.449008086048960697e-01,6.457179756085049682e-01
3.016018382443537593e+00,2.135734728497841850e+00,2.547032083925587109e+00,1.069566538096189845e+00,1.083414624258687287e+00
1.626872252930795071e+00,2.350123220176742578e+00,4.752300047207694611e+00,7.228701073751646611e-01,7.145913397803016487e-01
2.529647579882569275e+00,3.197171451030125677e+00,7.342924445010039491e+00,6.757692893359129593e-01,6.888146314122994829e-01
1.959163206722416284e+00,2.297127810968421002e+00,1.015718620792747551e+00,9.023385925093084792e-01,8.941640791135940791e-01
2.871250297990418865e+00,3.991999790903968393e+00,3.090704367541875719e+00,7.792816864706849644e-01,7.816636439193885844e-01
2.741708169765560310e+00,2.436524935947752990e+00,7.967186084823561387e+00,6.980549155943152062e-01,6.950987686658591791e-01
3.057732084992438093e+00,1.523194320845484340e+00,7.828840827042097494e+00,6.469259078832364507e-01,6.460408575172008616e-01
2.289088833244208310e+00,3.369524879581570431e+00,6.725526261638785641e-01,8.154228335824673657e-01,8.170237365827559550e-01
1.700939159664507150e+00,1.323214941747324680e+00,1.001166081744815806e+00,1.099378019312941435e+00,1.098634575392356316e+00
1.043852579586833862e+00,2.044451914878492538e+00,5.158219090696539944e+00,6.284058708358949419e-01,6.182325367446589448e-01
2.804795301727553092e+00,1.510454128722822809e+00,1.696750959602047359e+00,1.258213165681328016e+00,1.266878963915413436e+00
1.674444100196897711e+00,3.327387946516541017e+00,1.571379869382572458e+00,6.885450033937023928e-01,6.957503966831901643e-01
1.014478827645891368e+00,3.490582457036944586e+00,6.567451290389183072e+00,4.768433808284922581e-01,4.897417460708236581e-01
2.125086230188993675e+00,3.274719398326796593e+00,6.701473235872065004e+00,6.529620533441294894e-01,6.668115349124223989e-01
1.822395331503091409e+00,2.286857309448546705e+00,2.147078349145014720e+00,8.425789284540308177e-01,8.291392501912787649e-01
3.048208173362936257e+00,3.307381547458239535e+00,7.983064219670821693e+00,6.757446806499363134e-01,6.885997935154219984e-01
1.893384519883862804e+00,3.711853529414274711e+00,5.172388038522349518e+00,6.278789467282246406e-01,6.408562934660295696e-01
2.102979597328601180e+00,1.975436378582516195e+00,3.322063230195891670e+00,9.154905855123454117e-01,9.101681535767695008e-01
3.171738135768708222e+00,2.028622187335249905e+00,6.785598392860105577e+00,8.029166453501509482e-01,8.132906914088505745e-01
3.022463208448142424e+00,3.547181167096952858e+00,2.101226345977488030e+00,8.704655127344630428e-01,8.851478244504175086e-01
1.482193769201904487e+00,3.557849255836266433e+00,7.660342441641869726e+00,5.357792465548267824e-01,5.303908915197729224e-01
2.760434636576011513e+00,1.998545874917411425e+00,6.958677670900592638e+00,7.813624623172664707e-01,7.675748688250318974e-01
3.798502549443365961e+00,2.813149551240848201e+00,7.914911744629428370e+00,7.074626105358849948e-01,7.038672452737848584e-01
3.728055788973876794e+00,2.837734418259817204e+00,5.716782283993272706e+00,8.588181695971206508e-01,8.867452402412441259e-01
3.548147813015144703e+00,1.058041298807500086e+00,2.307200934113120105e+00,1.503500075930829460e+00,1.505862680458832426e+00
1.846040705430544548e+00,2.801884225705853826e+00,6.498858690780682679e+00,6.620743512601749980e-01,6.499322567427303632e-01
3.878767425179903139e+00,3.670999977889513932e+00,2.300323914973395389e+00,9.531336139631380044e-01,9.506041412390680012e-01
1.598948494004732712e+00,3.419895340018856089e+00,3.381746124520893737e+00,6.357024404806697060e-01,6.257619183347031822e-01
2.205640399258686823e+00,3.426989968850683077e+00,5.523101466856398467e+00,6.820667357171577017e-01,6.780739297589907233e-01
1.342402475126478478e+00,3.712668629292811495e+00,6.641983380100322520e-01,5.970648489414644988e-01,5.980162901270328346e-01
2.696834001365958855e+00,2.861382320701140625e+00,7.253213865265136562e+00,7.121260004418049627e-01,6.865100303923863390e-01
3.167956718402280991e+00,3.399911053418899876e+00,7.590306796863263372e+00,6.950952808364825319e-01,6.986992886512763956e-01
3.062902230266695724e+00,3.885402015261349984e+00,7.508835336034052510e+00,6.691046311977340011e-01,6.832513275680482945e-01
1.021562736808375282e+00,3.488560661100417182e+00,6.858522911410297240e+00,4.751700226481229139e-01,4.731963345946578747e-01
3.947406086776480194e+00,2.750174831734739644e+00,4.438866569831829700e+00,9.635310471867770676e-01,9.597040979577273756e-01
1.930029408761301912e+00,2.151423739630561549e+00,1.897728985137709046e+00,8.978065366034084782e-01,9.087424410625567495e-01
3.224155774859840839e+00,2.713872657499106555e+00,4.776970449841178024e-01,1.079546210745490287e+00,1.066879824484895600e+00
3.779807905981241944e+00,3.492398678573334081e+00,4.515949299419874663e-01,1.032279079020414825e+00,1.019820177209329159e+00
3.340500751490247833e+00,3.883645215865303868e+00,3.736470777812193944e+00,8.226626611121957700e-01,8.087573004852305347e-01
2.569721329123124676e+00,1.340256730985293965e+00,4.812377894470684758e+00,1.010765890466363670e+00,1.009192110897707106e+00
2.615976014916264525e+00,2.984151547698299378e+00,3.780935313515207952e-01,9.325473922308574748e-01,9.364876620070294866e-01
1.431319655844800476e+00,2.534859038048844937e+00,5.503692847124923127e+00,6.477800491091997293e-01,6.468743196686009833e-01
2.146218869198842860e+00,1.814477099267422622e+00,5.619553883614141654e+00,8.401872275063860807e-01,8.456849897393670101e-01
3.467505927251163023e+00,1.640925050583166511e+00,5.198786299525427701e+00,9.845642583650741075e-01,9.928717303646986680e-01
3.043550495263234179e+00,3.482577728091515112e+00,3.394460432787519188e+00,8.395551798088375373e-01,8.445210324815527470e-01
2.990570014302579072e+00,1.600418754336411897e+00,3.936627324510750370e+00,1.084864695477280261e+00,1.076778157411867554e+00
3.044291288295124964e+00,3.730403011769987565e+00,7.259263535174297566e+00,6.849043954762331632e-01,6.822235185848698480e-01
2.048625355077460242e+00,2.981366955643316885e+00,2.623802103233764171e+00,7.749241636220267626e-01,7.874066355741310419e-01
3.940609121154984518e+00,1.457763506909512508e+00,3.528543424926410488e+00,1.243168228719264690e+00,1.232701362787028465e+00
2.008894830563236589e+00,3.299036680523283138e+00,6.090107152262496548e+00,6.534668096398746906e-01,6.509325725950152464e-01
1.561391107325024841e+00,2.546552543957481873e+00,2.522510278601824751e+00,7.374435581588049127e-01,7.332708200221565997e-01
3.006154423313136981e+00,2.653263775776554034e+00,2.032120183941339420e+00,9.944002330125769618e-01,9.925993464229670993e-01
1.507576035923985147e+00,3.520559248401029961e+00,6.696784965887411900e+00,5.578621050690695249e-01,5.471054201517503435e-01
3.925819385730827449e+00,3.949812371842823744e+00,1.822359096184599458e+00,9.441412154681715352e-01,9.306478804422984030e-01
2.726565190293148255e+00,2.135547048394301761e+00,4.900548167288272694e+00,9.005756656731357390e-01,9.261353054706306098e-01
1.360425215023713275e+00,3.122963448246459883e+00,7.359609452481646663e+00,5.501792870253295886e-01,5.596382978762062255e-01
1.070855536669448771e+00,1.306699911247071633e+00,1.384522591006264847e+00,8.750075380143024217e-01,8.678813656645286700e-01
2.803618629320633548e+00,2.559248267884590700e+00,7.839489998139164584e+00,7.032873911277273127e-01,7.026977413633124225e-01
1.126448544222355075e+00,2.587491903350744415e+00,7.182110627335848818e+00,5.531492991438140550e-01,5.599163842967469495e-01
1.157328783409277362e+00,1.195504161773927931e+00,4.446591836723374769e+00,8.367214213947976598e-01,8.332848116059807797e-01
2.237328490567900730e+00,2.297997548332590068e+00,5.847076964847075509e+00,7.807426390935110483e-01,7.869078747530430240e-01
2.344867064560461234e+00,3.243164442498876809e+00,5.419612029465606717e+00,7.165458643025213181e-01,7.103930173694198436e-01
3.486887834668010111e+00,1.124561165971670551e+00,1.112890108470363515e-01,1.742009128149375696e+00,1.738423836651178389e+00
1.388185483826655187e+00,1.924690534763147554e+00,3.871048760910220210e+00,7.594631176955920493e-01,7.586154301371780262e-01
3.604997202048738192e+00,3.008599815047866333e+00,7.685000499642257843e+00,7.201503004215733528e-01,7.155753453140024645e-01
2.215006367624944517e+00,1.320231845831250750e+00,3.541402319554295630e+00,1.078587882489544292e+00,1.054059657583302556e+00
3.558940827412951258e+00,3.296029142906903520e+00,2.553208737603605449e+00,9.524094165959213765e-01,9.526209374362195614e-01
1.454037786217044603e+00,2.450070346930119936e+00,5.288714613460756553e+00,6.659065839033262435e-01,6.685228040606094879e-01
1.144209000330586923e+00,3.861598220318132491e+00,2.553301638444693822e+00,5.228664226654345937e-01,5.276283873503841981e-01
2.307477962603432520e+00,2.996569671542485658e+00,5.728795039868753491e+00,7.241349668698244813e-01,7.141951167868410000e-01
1.646958977990349737e+00,2.601129423475519786e+00,2.089467769771239603e+00,7.579839733208287855e-01,7.614264469767891841e-01
2.434758220151466812e+00,3.686222344231281589e+00,2.348168452756619118e+00,7.673215790536235259e-01,7.694785849225257435e-01
3.460589437722249251e+00,2.666898142681211059e+00,3.459341600898112823e+00,9.852162712075844819e-01,9.675280924935186766e-01
3.656286341071278922e+00,1.881639362538084503e+00,7.204290969953486723e+00,7.424094973879556969e-01,7.203901443333631249e-01
1.260444478702647420e+00,2.792331017603782328e+00,1.670725804496173694e+00,6.518137540933574003e-01,6.565784599397168630e-01
1.771269591962167489e+00,1.666247567189414580e+00,6.157470845140716520e+00,7.874357568400673912e-01,7.778939034783782791e-01
1.914582605987853459e+00,2.306022641435411913e+00,5.529980933357138362e+00,7.510203301138689280e-01,7.610423933923008422e-01
1.523102706158666830e+00,2.212254681560350544e+00,3.722308996827996985e+00,7.482352931506117688e-01,7.696390061139204430e-01
2.401085284119844232e+00,3.973991099325470344e+00,5.060034941381165829e+00,6.761462257113527441e-01,6.703189566516921660e-01
1.160758338104709964e+00,2.605194412988345753e+00,6.784079839145196189e-01,6.619654805195218650e-01,6.550715329554154254e-01
1.591836578847844130e+00,1.861975495889094834e+00,5.070354329899140033e+00,7.753342070093091065e-01,7.752172457584665111e-01
1.195385178961306138e+00,1.681626433107108909e+00,3.452146068906349896e-01,8.412225508504445060e-01,8.479700176192982441e-01
2.370797428594372924e+00,3.429979741793328429e+00,2.808166584732452620e+00,7.725035428806634741e-01,7.611455507445654689e-01
3.819963720517327577e+00,2.919565695484003687e+00,6.388257948453496482e+00,8.147699801927396068e-01,8.272246968188242677e-01
1.459399448698894819e+00,1.052947039768909132e+00,6.440261791382932088e+00,8.196790967691869323e-01,8.295913125453160397e-01
3.661425443043591521e+00,2.315291711188886659e+00,5.184125523847926686e+00,9.369340009756252918e-01,9.435450657590424006e-01
1.947293333911366719e+00,1.228774354294919657e+00,6.664508836211420650e+00,8.142080257070933857e-01,8.088096159048566713e-01
3.241391862721629380e+00,3.288020538774723445e+00,5.273168493053422168e+00,8.085134725705201975e-01,8.176764935289604352e-01
3.527880301164973531e+00,3.828701595361198695e+00,5.488039535912963451e+00,7.810350527369712692e-01,7.896071813372761428e-01
2.815126563313429919e+00,3.499473424569892632e+00,4.471656149240647693e+00,7.768239643781493786e-01,7.648142553952999023e-01
3.157767057229785124e+00,1.689198541135581877e+00,5.679126098442820236e+00,9.198899044281377835e-01,9.407917474215566900e-01
2.896363287186263236e+00,1.547353351572868796e+00,1.129565872798675485e+00,1.302052733965123332e+00,1.299047460637810403e+00
3.791753311547565897e+00,3.445849126464551215e+00,5.752628611073109965e+00,8.155632171646924888e-01,8.192550769068488448e-01
3.336212187323980061e+00,3.947493548390653473e+00,1.323431865456615064e+00,8.897194932965009073e-01,8.844779389301069550e-01
2.260786429570337930e+00,1.137047745639337082e+00,2.191828747842959224e+00,1.256850660223315375e+00,1.260699627938677070e+00
1.872848555650103775e+00,1.089116522535222398e+00,1.553704403275085077e+00,1.225968338908886457e+00,1.237569163084807800e+00
1.470503981979026431e+00,3.364132902973225647e+00,5.302237097415842371e+00,5.859087055719741644e-01,5.778350189920786750e-01
2.536401393109350089e+00,2.900728301643695772e+00,3.807953854073931055e+00,8.259569925738138307e-01,8.094027338975221531e-01
1.687410606772002941e+00,3.986447043165378457e+00,1.003436663132361240e+00,6.410104071104283374e-01,6.365105522440779318e-01
1.704571627659101640e+00,2.772411670238691617e+00,6.837362676838842468e+00,6.369623587516894947e-01,6.239018986224129648e-01
3.646145242394822628e+00,2.512273119841713864e+00,4.630032947467197957e+00,9.544045317617479984e-01,9.468188044893355304e-01
3.099238010111189823e+00,2.757249522907498029e+00,3.790219334626300451e+00,9.154491727914005894e-01,9.141843427390949905e-01
2.618393878336983782e+00,3.357902039706281982e+00,8.578623881090470249e-01,8.679788560785429707e-01,8.673372820520103277e-01
3.529398016714436537e+00,3.689925845590535491e+00,1.382486334910924874e+00,9.419579972124700884e-01,9.548652868427223162e-01
2.576141531244397598e+00,3.663259228951514679e+00,1.270542941079038535e+00,8.157347957500178381e-01,8.055868122385317909e-01
2.183288052711594318e+00,2.948528007563826492e+00,1.537612760896080566e+00,8.296953773002533339e-01,8.332224613355290188e-01
3.056521332737543339e+00,1.827035557021558176e+00,5.630152344834415068e+00,9.107805258885346422e-01,9.057048513596723804e-01
2.826364105324378873e+00,1.375940878762381026e+00,2.485993395196841149e+00,1.248404504752516742e+00,1.262055075104296264e+00
1.625523543899185963e+00,2.927131458867701319e+00,2.854907308518558118e+00,6.977966369082103659e-01,7.230736218648853297e-01
1.955743394377664313e+00,2.900580859690134350e+00,5.025268574661068577e+00,7.079252027616197429e-01,7.109596001199715021e-01
2.682963790339482735e+00,1.515932947245669737e+00,5.583165165028583843e+00,9.231085748084362219e-01,9.398504853229370237e-01
1.655924138352485642e+00,2.355517436021431266e+00,2.004493259216845402e+00,7.982311810815980735e-01,7.929291251672077045e-01
3.750648767680733187e+00,2.976542458863966178e+00,2.211163557361849108e+00,1.034800967764187618e+00,1.018806902676266501e+00
1.132908761854784174e+00,2.512846377960303634e+00,2.870705802951077246e+00,6.332188311801507652e-01,6.205148460201557192e-01
3.629085538908893405e+00,2.959717277950367542e+00,1.427945779379680147e-02,1.114620826697055200e+00,1.098829927322386713e+00
3.939741683669073513e+00,2.730662716818813340e+00,1.068789703149981563e+00,1.157716353291309286e+00,1.148168860070301944e+00
2.845720749683040562e+00,1.125070229521409226e+00,3.935697252013616421e+00,1.171193395413854477e+00,1.168791208371722234e+00
1.635683851834049296e+00,3.169933520038306085e+00,3.017204669743478007e+00,6.715747601893156116e-01,6.830757946415945137e-01
3.429263403165411006e+00,1.986709875408148473e+00,8.082803271806877632e-01,1.274282713087580010e+00,1.281281304210541983e+00
2.324002582915607906e+00,2.636167650167961618e+00,6.451677450301146699e+00,7.321164461631216591e-01,7.367540845723155041e-01
3.137345891151091415e+00,2.791329985340464059e+00,4.589036033257229974e-01,1.051330555582299819e+00,1.047093194883961687e+00
1.967995716857537936e+00,1.332504538408321171e+00,4.114991657577246720e+00,9.937026083950808442e-01,9.864834851928676596e-01
1.664354409694510206e+00,3.214058290774756799e+00,5.120404263390052613e+00,6.328866006363810248e-01,6.332192471928429489e-01
3.862714528611575826e+00,2.583189781540904395e+00,2.048075761645856474e+00,1.124145969007096735e+00,1.125522636310146485e+00
1.227241481958736724e+00,1.580312840409524355e+00,6.907978110292768648e+00,6.871413025572211675e-01,6.897034146508929098e-01
1.174267042719678411e+00,1.667488396378758564e+00,7.545347148121409830e+00,6.459768688610735277e-01,6.496923501028578629e-01
3.348342716752951365e+00,2.814134524622327937e+00,6.818771003495607275e-01,1.072361447345339780e+00,1.071185307823947053e+00
3.326510539601383432e+00,3.488815531187392516e+00,3.133724296253390662e-01,9.740947701258221292e-01,9.548482071705001184e-01
1.934428211863504110e+00,3.518041809873946768e+00,3.960844560827432304e-01,7.394251040121778695e-01,7.282727137011375529e-01
2.122177599475632448e+00,2.417098435782435217e+00,5.765480402267375126e+00,7.574643200347387362e-01,7.492081766630156459e-01
3.063780544818622609e+00,1.815183843359276405e+00,1.019421670740658925e+00,1.248453349174006188e+00,1.265420676226989727e+00
2.799385406272044019e+00,2.233159224804908582e+00,1.563198582959508087e+00,1.061859175527517740e+00,1.057586450809788303e+00
2.945435163141989499e+00,2.695496091057925092e+00,2.249996204815304601e+00,9.695999232746566054e-01,9.763502645719011053e-01
2.305997510319445887e+00,3.296467696206374587e+00,5.934629281260434652e+00,6.927965988145345921e-01,7.074389835802834536e-01
3.940729850269275136e+00,1.089030654823076816e+00,6.980711925026047204e+00,3.854691384175326085e-01,3.888027749275542733e-01
1.443963857513983928e+00,2.652209389239938986e+00,2.031359801409338139e+00,7.068336534918417957e-01,7.029057378453962279e-01
2.895215536666608358e+00,2.994410587061295814e+00,8.073726279140656104e-01,9.653923928864998061e-01,9.624601828026374539e-01
1.618337137025805061e+00,1.190558330188242531e+00,4.321701809720913445e+00,9.534752857141397531e-01,9.432513588552671191e-01
2.004576431196775754e+00,3.913005772020116346e+00,2.677023122756660101e+00,6.753988360728431228e-01,6.784642250146026843e-01
1.892572113348552909e+00,3.875844664119712846e+00,4.247425005872488057e+00,6.332407163275539652e-01,6.445214143130256756e-01
3.475399883942477786e+00,3.643351420641191662e+00,6.360755823065349368e+00,7.537519727634406363e-01,7.594500868778004676e-01
2.739821720320285259e+00,3.802169594605592895e+00,6.031144927189797222e+00,6.975428729230969127e-01,7.052560445977207326e-01
1.992379340702144175e+00,1.462934953039809027e+00,4.136465072028411960e+00,9.650583208500125298e-01,9.722351303637134512e-01
2.606749887337292293e+00,3.744308504351590017e+00,7.336672965945236768e+00,6.500984775909552926e-01,6.701387082522138883e-01
2.383717250171449642e+00,1.961933511966020172e+00,1.067545210604936123e+00,1.067527995119937012e+00,1.061189864080797074e+00
2.632413362656908618e+00,2.104134692618406799e+00,5.193624183905930281e+00,8.782303397570553338e-01,8.798055782821269100e-01
1.712624220640531547e+00,1.171030839488074626e+00,4.505298702572610559e+00,9.649469586279356692e-01,9.720017190007018693e-01
2.122187525899505545e+00,3.735345552856088602e+00,2.815696882899762166e+00,7.059494457901825948e-01,7.184221089508651126e-01
2.375253339947088538e+00,3.003430638333505875e+00,3.637364540469255836e+00,7.968591448573306701e-01,7.725827205282858046e-01
1.249583605656575891e+00,3.777191176604834943e+00,6.358835111438455812e+00,5.062966085666947835e-01,5.010731925615294902e-01
1.043031857547479735e+00,3.990127409723318141e+00,1.681825059562310543e+00,4.998567021475723848e-01,4.977717654331841324e-01
2.780907205976530072e+00,3.182972225845067893e+00,4.765913471297148263e+00,7.925649229995348488e-01,7.822707198446713361e-01
1.621209947368844162e+00,2.822966332327577987e+00,1.593580997031519786e+00,7.333960996291932766e-01,7.418674429172557039e-01
3.406544679488492378e+00,2.768134072047216954e+00,3.620857343498929737e+00,9.567955187618123469e-01,9.589854139246216658e-01
1.075177173753484983e+00,1.494505930841166119e+00,1.398897121236602814e+00,8.216783753387036926e-01,8.177138790122951972e-01
1.669610572640146007e+00,2.388967326739483976e+00,1.341541968624199832e+00,8.116494867265212632e-01,7.953082817699242968e-01
2.889603610407049050e+00,2.750854446030783773e+00,2.421371633286094394e+00,9.459992846699180058e-01,9.327615614299514801e-01
1.395992537437309000e+00,2.306710190587792919e+00,6.985485622551015794e+00,6.296116508214526508e-01,6.197583037119259730e-01
2.262126353792749178e+00,3.625522390248875126e+00,6.693993280513560684e+00,6.440518621437791857e-01,6.485999824675003911e-01
1.894824591528937896e+00,2.390386361176381591e+00,7.039015686080621670e+00,6.869651938641878619e-01,6.747725848232610790e-01
1.805592326875815834e+00,1.156550881342104820e+00,5.247257833160873020e+00,9.292172526062422167e-01,9.085229739809147498e-01
1.704729634490944834e+00,1.646678448977088483e+00,5.523657859514442769e+00,8.109088373554241835e-01,7.963836621689194262e-01
3.927826918032172543e+00,2.652352742136603325e+00,6.593859654519296676e+00,8.155145279430368044e-01,8.095949056514857300e-01
1.958995964718018401e+00,3.214363428386195487e+00,1.261589096063445048e+00,7.613169198630258538e-01,7.780496757296119226e-01
1.353625940594767485e+00,3.701158319893070203e+00,7.266689651529425475e-01,5.997407033019798162e-01,6.247600079915740512e-01
3.745710388670783431e+00,2.265786661055074092e+00,3.898918053991305754e+00,1.046969697818837197e+00,1.042155909111599277e+00
1.475051490733962023e+00,3.056663880364669517e+00,6.737090584642873026e-01,6.886990977154761051e-01,6.981376814844929557e-01
3.210095418164585546e+00,1.338723067853974769e+00,5.246453651546906904e+00,9.857922179810957308e-01,9.998043278297608083e-01
2.976471043438439157e+00,2.231346903295591932e+00,5.755280586410274068e-01,1.137999738804861272e+00,1.150845158729907780e+00
3.152965908150958452e+00,2.021176059327750352e+00,3.238334991099766746e+00,1.071018191729506963e+00,1.069850334948846626e+00
3.320064080117311800e+00,3.986839491102794675e+00,7.837976499039118750e+00,6.664811040796119190e-01,6.534603110719269248e-01
1.540909042597776279e+00,1.442168059918879308e+00,1.410889851961578678e+00,9.915730623663612242e-01,9.866900187783710363e-01
1.111910147487924050e+00,2.866054428347377669e+00,5.885371276777266125e+00,5.481681502471650314e-01,5.295483265469296263e-01
2.292199049687572376e+00,3.190000619361773371e+00,3.873498333291021112e+00,7.581786251880325844e-01,7.605649820580792086e-01
2.334640200770834451e+00,1.028515972647857879e+00,6.280756923452628371e+00,8.407067510506238683e-01,8.484816909813179819e-01
1.709852314633221404e+00,2.515513736536748812e+00,4.699646508550553214e+00,7.188759705827567625e-01,6.999460658713498873e-01
3.430040354944318359e+00,3.573871746013633111e+00,5.179313325062913975e+00,8.047820745973428558e-01,8.042638823583806440e-01
1.327066637572374308e+00,1.875265401419278444e+00,5.134536083139442653e+00,7.187209927721281977e-01,7.216445496275624150e-01
2.492529749298469710e+00,2.906175674533560294e+00,6.574583860689706682e-01,9.148260014422947561e-01,9.273192103253473650e-01
2.585395451782070086e+00,2.785302180858279186e+00,2.888814502544676976e+00,8.790710398146548421e-01,8.928572709762915283e-01
1.028082801653623424e+00,3.840570504927475426e+00,7.930149603073037845e+00,4.465397606905693317e-01,4.545525001031419654e-01
3.432716629958010301e+00,3.590077484406813735e+00,7.989402884002281269e+00,6.802929563021471449e-01,6.734256156314876174e-01
2.074538437103484068e+00,1.739774854860311137e+00,7.325095319851082643e+00,7.424760142891460024e-01,7.387925376744826078e-01
2.374131861993575399e+00,1.808590262170792551e+00,4.227399025625476980e+00,9.474507549935176076e-01,9.594936819181595355e-01
1.482479197039212826e+00,3.118094982559052930e+00,7.601544483894740800e+00,5.639512958774066664e-01,5.578922304146830546e-01
2.197319012759258783e+00,3.892752761135182649e+00,4.841753409731047952e+00,6.620970485599482203e-01,6.616745694333083794e-01
2.357586083917974751e+00,1.531029724934033664e+00,3.856103468261478540e+00,1.025206418401464425e+00,1.040814523765269062e+00
2.806920735728415384e+00,3.843471905959375157e+00,5.704862035600080539e+00,7.108093149965383217e-01,7.120881303847493848e-01
1.106422079660686064e+00,3.450441466469678975e+00,4.599711139727904019e+00,5.203074282597822675e-01,5.065622750622135184e-01
2.282311513754284871e+00,1.825052058471116734e+00,6.775013064876504565e+00,7.829486780600702911e-01,7.799927806844547673e-01
2.467030122369353151e+00,2.642873186934360241e+00,4.357084245225488317e+00,8.283603877835139517e-01,8.347536074314648724e-01
3.857568565174914976e+00,2.061162274401145300e+00,8.250822226266052439e-03,1.374228793868465637e+00,1.372325484650622984e+00
2.787147109181035809e+00,1.639493667482776473e+00,1.950382807473998170e-01,1.300447266034701954e+00,1.312060386785609323e+00
3.057132815367948453e+00,2.349067873006773777e+00,2.076860625488951229e+00,1.056103125360113415e+00,1.068923220945253716e+00
2.320561844389739115e+00,1.582492049090571395e+00,2.561910744658439931e+00,1.085743869941190098e+00,1.079235690505160106e+00
2.481352022031096727e+00,1.593418917217483077e+00,4.604803598317868563e+00,9.765043707349433388e-01,9.714677836879230810e-01
3.947639573758753961e+00,2.656971917176574216e+00,7.453606617303253579e+00,7.439292962845580615e-01,7.428862303269778700e-01
2.245248580454221710e+00,3.060680840283325654e+00,3.924439718536107513e+00,7.635181613427112213e-01,7.515005217001679005e-01
3.981231060827094659e+00,1.350603639024810176e+00,2.891347317520605920e+00,1.361282120079815527e+00,1.365060303213101678e+00
2.828378848293808812e+00,2.891602302670145175e+00,1.600399525342328211e+00,9.446984459539667922e-01,9.428961747215021116e-01
3.749102365049805208e+00,3.832834145628136735e+00,1.632716728270065865e+00,9.436144395640267968e-01,9.514664745991284756e-01
2.730532845191556479e+00,3.460874967531975877e+00,7.064865081246063383e+00,6.850691307621882276e-01,6.790680965095412525e-01
3.465109785537433318e+00,3.359208862225091075e+00,5.841237165353637906e+00,7.954099451654065289e-01,7.866122783699474041e-01
3.466647412822850605e+00,1.640991885655700200e+00,5.629971047436405307e+00,9.329055871676590339e-01,9.512834221525489076e-01
2.157179470528385323e+00,1.218024498928188093e+00,6.564680398733540478e+00,8.259688676170929833e-01,8.171756063151898175e-01
1.987708900425603442e+00,2.076351796168929287e+00,7.858617221068487702e+00,6.866709816885916418e-01,6.808147543798593881e-01
3.818759538491176997e+00,2.332113106026019622e+00,1.130254764279631452e+00,1.224577934250709044e+00,1.217253058276412503e+00
1.987953678035828009e+00,1.667100838086964298e+00,6.660525293134867297e+00,7.827815526023940151e-01,7.797353151964697693e-01
3.350339601761982866e+00,1.572515920638709819e+00,2.301281262362586233e+00,1.282322422131945583e+00,1.273161959394944587e+00
1.532259004118741608e+00,1.654003803023913921e+00,6.495949885980910388e+00,7.414727889383554427e-01,7.410229267218063631e-01
2.467349199896952783e+00,1.529095593596591751e+00,1.256027827199783786e+00,1.209066280330969967e+00,1.202017516790054863e+00
2.133599703466803721e+00,1.083319515562210400e+00,5.750504855347260857e+00,9.160232568453352542e-01,9.118545057136924203e-01
