w,a,theta_obs,P
5.201242770966845175e-01,4.240468406927706546e-01,1.705561022127606297e+00,1.690757173215726140e-04
1.317862942650277924e+00,1.186404391837236894e-01,2.313080170745070163e-01,2.275072554271680147e-03
4.306375116908868206e-01,2.676888094229833981e-01,1.059605791121671414e+00,5.241598486480518638e-05
8.240939499112626132e-01,3.827397331199477448e-01,1.069565169579071995e-01,1.063431654807781360e-02
3.706673945584218477e-01,3.849166791344146299e-01,4.173417474616218370e-01,1.259398109758669336e-04
5.997717193821822113e-01,3.640355749678318986e-01,1.653985912688509030e+00,2.272264325217651713e-04
6.863649543191724378e-01,1.300417724586620527e-01,1.985845951269119558e+00,5.094326165262997908e-05
1.103846989552764279e+00,2.471472421033268363e-01,1.771573057954785924e+00,1.127739787381527815e-03
6.119051549615232011e-01,3.716634918585570713e-01,7.451872949479438901e-01,9.315907241250843745e-04
8.885519226928970671e-01,4.909276596138723026e-01,9.409048624441421760e-01,1.329736064696747898e-02
1.046716277065644851e+00,3.016275532974759810e-01,9.843237356248963899e-01,5.014924554015371370e-03
1.221455919013700653e+00,3.228930549457249555e-01,2.328317644163469424e+00,2.495687697611150176e-03
5.815999579807908937e-01,4.447185852042551679e-01,2.683811525437451717e+00,2.815359717492422380e-04
2.732542707785771685e-01,1.692663537516227723e-01,9.239760382546189366e-01,3.248737858644801950e-06
5.081676999364697078e-01,3.645751788970688634e-01,1.176932279338156029e+00,1.921871052057561567e-04
9.097310702798465654e-01,1.953423220176744857e-01,2.609684929986518243e-01,1.556551950884406572e-03
1.340980435093559464e+00,2.697506698995865149e-01,1.858080867718016949e+00,2.813326470140085824e-03
1.054808329592714200e+00,3.417294776546848656e-01,2.387187087558310772e+00,1.577888996630125596e-03
9.894624536092072598e-01,1.914093003954785710e-01,2.816166907725561774e+00,5.048527354771371704e-04
2.413041525889092487e-01,3.459625888691909013e-01,1.142542040378824231e+00,7.357254559935263996e-06
8.474478649548194964e-01,2.143200773230610479e-01,2.375296230712764078e+00,3.157943628879519935e-04
6.301723374825707324e-01,2.002553879269569903e-01,1.733940181677003256e+00,8.115529157786305521e-05
6.516413546446649940e-01,3.940995125679137567e-01,2.293406378708814364e-01,2.754920976345141999e-03
1.447204459152356737e+00,4.606225292831475637e-01,1.159123630890396273e+00,1.208687494555575059e-01
4.125076264608446008e-01,2.970360214157798384e-01,1.606753282047053588e+00,3.399844896992349684e-05
3.148780330860586063e-01,1.623842141257599847e-01,2.899192473882719057e+00,5.542582460824199898e-06
5.966159088792238885e-01,2.804043873193781122e-01,1.915596287084343929e+00,1.236928685709504680e-04
1.035507844973546865e+00,4.173719804674732581e-01,2.540377781373295729e+00,2.126375685427358327e-03
5.504911602181413732e-01,1.685302738374796494e-01,2.195364227432139881e+00,3.827042655888737835e-05
1.117567118545951477e+00,1.751482776180266210e-01,2.533530565898619358e+00,6.460187388483770591e-04
1.103619430421581393e+00,4.513699353460253194e-01,3.383636821004335493e-01,1.883444609712096873e-01
7.696522988809961774e-01,3.952761376789378778e-01,1.649321488257897483e+00,7.553896865635568482e-04
1.285109080649033064e+00,3.715096919631903916e-01,6.791986345320305540e-01,9.062462741394934629e-02
6.209186047552667231e-01,4.785839616165191157e-01,2.128731703619394011e+00,3.852617407587476594e-04
1.010151931641746215e+00,3.991681107009030782e-01,2.820505488015222717e+00,1.786389165660512640e-03
9.020298641347199720e-01,1.724180755346992611e-01,8.058343183707185053e-01,6.446471431715470289e-04
2.932023594725662319e-01,4.942709071995442516e-01,2.344051446762807078e-01,9.083323395125434080e-05
6.513934997930638238e-01,4.830794737560443197e-01,1.948803753599774424e+00,4.839822289333015580e-04
9.320801182293291243e-01,1.555207395882589327e-01,2.002057083241111091e+00,2.333704091560380401e-04
1.468874678158948122e+00,3.618063752725215743e-01,5.642297270815476162e-01,3.129065184701929070e-01
1.218747140934155704e+00,1.943442459992878180e-01,1.246743181201632522e+00,1.824044121325347481e-03
8.251790949439388179e-01,2.127126597014037113e-01,1.476773534703045510e+00,3.126480763968049578e-04
4.554116143409263628e-01,3.920046065793951207e-01,1.878932546857010610e-01,4.079780078091050635e-04
5.509512111416110525e-01,1.057331751574969031e-01,2.912177925020834390e+00,2.155371579790939110e-05
2.551512284943482367e-01,3.226031191059774983e-01,4.253424713753491404e-01,1.489465495553544601e-05
9.560550557449289943e-01,4.863997809560549057e-01,1.893103198164500789e-01,1.076145679089093171e-01
7.514992949279064582e-01,3.596654729522300586e-01,6.425790607255680298e-01,2.864943759696628525e-03
1.056105571469356130e+00,2.117494300976234811e-01,1.496656910693813902e+00,8.504194265310767789e-04
8.909012930522420826e-01,4.992793884753171096e-01,1.819645214509905573e+00,1.994649641993569665e-03
7.418193796451466593e-01,2.167944588903917280e-01,2.474344244967222384e+00,2.024090865278525299e-04
6.576337674442946923e-01,2.070535414506083915e-01,6.679698154136518573e-01,2.830940611958038060e-04
2.528089204771762910e-01,2.329766045695206567e-01,2.566448742911043190e+00,4.169442823760691770e-06
1.477857191752503407e+00,2.712225985473811773e-01,2.174006597492409654e+00,3.808850815151218136e-03
2.977564750322747589e-01,1.876285309213243380e-01,1.384180248163382254e+00,3.975471542750977496e-06
2.331059167753701256e-01,1.208072192416675544e-01,2.177310875922331856e+00,7.116690741716937326e-07
4.798937934078729151e-01,3.841260494192288433e-01,2.214084634532774043e+00,9.981400869631861178e-05
3.770421206676765613e-01,1.383585076451690765e-01,2.932904528671570255e+00,8.293403180877957455e-06
1.232762688258894679e+00,3.057555601808873424e-01,2.699653085888778836e+00,2.357201801542827945e-03
3.971185637988509098e-01,1.700367582169188541e-01,2.205935857824004920e+00,1.112674631638993035e-05
6.419350870628519612e-01,4.492288797944629097e-01,1.191844454195277736e+00,9.361134046214406555e-04
2.172228952785680567e-01,3.037627312840410210e-01,1.205010095783036306e+00,3.406077652389361693e-06
1.411039814018295591e+00,3.236708744266627580e-01,2.174860994144683701e+00,4.521008136503869811e-03
6.173525129338581774e-01,3.752024918047786040e-01,2.380227903239164444e+00,2.528123412680441428e-04
1.295741936515133252e+00,4.154919072829942883e-01,7.383305693621208254e-01,1.546980674744362072e-01
1.450515293749919277e+00,4.827790888631460220e-01,2.770414554691361886e+00,1.334451421397022004e-02
1.145687627063375125e+00,1.825817220165704691e-01,5.065764802467378480e-01,3.388920673801239323e-03
5.389644105298215804e-01,2.549293292004075062e-01,1.309685183851695411e+00,9.222331800451178980e-05
8.397891171575259106e-01,2.525766216973778788e-01,1.984009996947409205e+00,3.814558542432669973e-04
1.217447520720119192e+00,2.491593933514517634e-01,9.647294897493503552e-01,6.208461707219963335e-03
1.108240004166182624e+00,3.771932903257573799e-01,1.549355862887300983e+00,3.765752080183257418e-03
1.275843207700043003e+00,3.458369978036605619e-01,1.329216960625728694e+00,9.432551353250948414e-03
9.079465155383407149e-01,4.316518428755115599e-01,1.574302309171530023e+00,2.064230725375439199e-03
1.054753386694679884e+00,4.122278438609489615e-01,1.476468643001809244e+00,4.357736240590210156e-03
6.721550912683049717e-01,4.635675262193318935e-01,2.385901176251205680e+00,4.960054175141737250e-04
4.488281734212276608e-01,4.522242800757330095e-01,1.875492871653244409e+00,1.010920342799764002e-04
1.106412345506096129e+00,4.477779374313137217e-01,2.654228713238317550e+00,3.176692605626059776e-03
2.037470433699430927e-01,1.480609540847005745e-01,2.681822442196495793e+00,8.140301318486525697e-07
1.219045223689213531e+00,2.036238247785240318e-01,2.432399464027708902e+00,1.116562099541976855e-03
2.094031865174903750e-01,2.418357855826221425e-01,7.671915670404410026e-01,2.643128890589798069e-06
1.001841196821096958e+00,1.238450058269667253e-01,2.387393024285265231e+00,2.303183968737024668e-04
9.729980058588753034e-01,4.349842857335361468e-01,1.675684634932790740e+00,2.469439573925723708e-03
3.371661470383888748e-01,1.539436474295386437e-01,2.790896726732410293e+00,6.367147427318747583e-06
9.698629793399864418e-01,3.561466577589540439e-01,8.594443165518227401e-01,7.730856967368105251e-03
1.185201182255352315e+00,2.127077081108378342e-01,2.127356337821279642e+00,1.043882545890773440e-03
8.967895456816972199e-01,1.346540261252882897e-01,9.295234877652941430e-01,2.941259742441065654e-04
1.074588715800459893e+00,4.338564869262457879e-01,2.309093608090366345e+00,2.688891411679442817e-03
1.121273226517150556e+00,3.571667408738087857e-01,6.640202757572252201e-01,2.946053680499915312e-02
4.676828471011139632e-01,1.744097615366062559e-01,1.330331126904945815e+00,2.227843429888705072e-05
1.404601458337303654e+00,4.706590263520242789e-01,1.485148694919781853e+00,2.951030819800607233e-02
6.258038837535891963e-01,3.266287440534572095e-01,4.884117695381839375e-01,9.580007175650815483e-04
9.588125429209384265e-01,3.282750479607406957e-01,2.984645486044510854e+00,1.068258585017187786e-03
3.341377548092234750e-01,1.077643781035904080e-01,1.632850843963567389e+00,1.913475778696549064e-06
1.495326522150868698e+00,1.095463467180700506e-01,3.777599447752028050e-01,3.093172610617367802e-03
1.050383441105095850e+00,1.357888913952106091e-01,2.615660576483288535e-01,1.102937750066377296e-03
8.003213235086393817e-01,2.557734234195592204e-01,2.260062123934717171e+00,3.363490161913533808e-04
9.359556701784903510e-01,3.212688521118853280e-01,1.092224648956440003e+00,2.742062012200673603e-03
2.353448189804782098e-01,3.113782913729943869e-01,1.707000606748411697e-01,1.065771912514990224e-05
5.121035398826625507e-01,4.287585903654866915e-01,2.003187361435387004e+00,1.511607799577183750e-04
1.467095773558929395e+00,1.665162474072036103e-01,2.062385224199286160e+00,1.508144921743856696e-03
3.053409760378566484e-01,3.072685605360592209e-01,1.690092811783571625e+00,1.068537650848620297e-05
3.842111622594020504e-01,4.399055241710629893e-01,1.266973852695602920e+00,7.844161414968232567e-05
9.450004395180360284e-01,1.214611369806268826e-01,2.070862579191639519e+00,1.588278421937116365e-04
1.206163762943456286e+00,3.057656326074299491e-01,7.010254672085353134e-01,2.184653780516915625e-02
1.308735108369488032e+00,2.060084898452735624e-01,2.417641197270363307e+00,1.474749168021561316e-03
1.319596767694883876e+00,4.869982456588533015e-01,3.650653622630919415e-01,2.164636598003495394e+00
1.188288803326335463e+00,1.363822851629279131e-01,9.317794590235544128e-01,1.059329660367703142e-03
6.519550564707374818e-01,2.429288164250216764e-01,1.501578682605855919e+00,1.535070592110377580e-04
9.560555000764662248e-01,1.585676650761919382e-01,4.491636144820058130e-01,9.666386542870499107e-04
1.257060053972848257e+00,2.617270716463181990e-01,2.148166515230705453e+00,1.900903776960627791e-03
3.804995939688121664e-01,4.090369523715677857e-01,2.498433262179913239e+00,5.073975785046118164e-05
3.058467451010659643e-01,1.223396689240987129e-01,2.682339874515542011e+00,2.755836742444348428e-06
7.961607545985194268e-01,2.654434424828043815e-01,3.702813651467335432e-01,1.909572102309846798e-03
6.034424373571228850e-01,4.397821045319721955e-01,1.991189116158798011e+00,2.981778050042324917e-04
2.048551490342969406e-01,1.826987130918167890e-01,1.330324258187979725e+00,8.556719152727042658e-07
8.719225729960172755e-01,4.466740921908658457e-01,7.245126833073097794e-01,1.372225455252953745e-02
6.848711093487122037e-01,1.202398507452067666e-01,2.759269473523186633e+00,5.958675016367172240e-05
1.348074907644582821e+00,1.625124469305113950e-01,2.376619976869954076e+00,1.096863654476327738e-03
6.344288334085771419e-01,4.051781248897927123e-01,1.328577386655472647e+00,5.314849940725847009e-04
1.061472382655896940e+00,1.841054834338790025e-01,1.806191070186932590e+00,5.328101444571295160e-04
9.385018945568214255e-01,1.417640597559651217e-01,1.733494811511811173e+00,1.997122737053543082e-04
5.895665931796074677e-01,3.173619974568551161e-01,2.087841868815967228e+00,1.508749666734917748e-04
8.078956733537996371e-01,2.602235968930593502e-01,2.558308644393509024e+00,3.813858305281941051e-04
6.779579490211424808e-01,2.095995426366716874e-01,2.063932764111064522e+00,1.206538895345797557e-04
5.088618649669529592e-01,1.092940567983972794e-01,2.305514396685994782e+00,1.339402277846415737e-05
3.145592992820920863e-01,1.053464659947980775e-01,5.749727009897410701e-01,2.757221915338078829e-06
2.677577235567040193e-01,2.362359611809889959e-01,1.372315895087623749e+00,4.179626548309620112e-06
4.895140590057757701e-01,2.493042904588559650e-01,2.777634834218218884e+00,5.999967665173585576e-05
3.083150706492787108e-01,1.175805437052779290e-01,2.225152520783475030e+00,2.086773327347101809e-06
3.958206187801974751e-01,2.377702648043656386e-01,1.444863179158353272e+00,1.984312608667592021e-05
3.623958511389562265e-01,4.709413551232253248e-01,1.944658033797129759e+00,4.742393477832514273e-05
6.852885443051993652e-01,3.045207345070787275e-01,9.156075150848529409e-01,7.043568457981676722e-04
5.096260063116053729e-01,2.361468532101840823e-01,1.475257386472215437e-01,1.708271421297475018e-04
2.057315262191760086e-01,4.057368608103453789e-01,1.871478703819034750e-01,1.104359961214704100e-05
2.427857530351373860e-01,3.901622866967091596e-01,6.552013479766403137e-01,1.597281341499924852e-05
1.487069699961639735e+00,4.039160426355166145e-01,1.148706256398798198e+00,7.731155475134932065e-02
5.186878286086596956e-01,3.418773846904026859e-01,2.792071160860877033e+00,1.244713150713765354e-04
2.530758818107219366e-01,1.119767685978737826e-01,2.685533944350634528e+00,1.116685141874775849e-06
1.013812726750547233e+00,1.300417464045970917e-01,3.459766429774087659e-01,7.962525092641420388e-04
9.171333616076646766e-01,4.425140677230284814e-01,3.263202988012948169e-01,3.810576889668176176e-02
7.055069749818608793e-01,4.464939742213092089e-01,8.684493413304504861e-01,2.883615004735273768e-03
1.153331383778192887e+00,2.611504885786655183e-01,2.039351964869512202e+00,1.371232647567229880e-03
1.418077772021753002e+00,4.659208780451574716e-01,7.704996203229685925e-01,6.825902429331039967e-01
7.152618281132828715e-01,3.575599204042838042e-01,2.403156206572000908e+00,4.023066357465385906e-04
6.879235749900214358e-01,4.081709741438224737e-01,8.197278720715930334e-01,2.038769437173519779e-03
8.684383522577512338e-01,2.832028634643636300e-01,7.382148395570893307e-01,2.419843767602237929e-03
5.048189296420324546e-01,2.536851662433227683e-01,4.245751065040818117e-01,1.743351378177134491e-04
4.261660840925897697e-01,2.567426874778486190e-01,2.146258792589333719e+00,3.038845298287387838e-05
7.052853209499858611e-01,2.300693586294058068e-01,2.556549617284654685e-01,7.173794925513769403e-04
1.080124735648557044e+00,2.129799320462838486e-01,2.436202631521282025e-01,5.070315415146558341e-03
2.192010063952851695e-01,4.835018302124340916e-01,2.908830004101763955e-01,2.174500718250290990e-05
3.799138219789875981e-01,1.830440044997964921e-01,8.381299600663028038e-01,1.639141104710621988e-05
1.250540557781758544e+00,2.646579995524837026e-01,2.170425393019683735e+00,1.899856911379058924e-03
6.317888791316959018e-01,2.891812719071222282e-01,2.353579273830224139e+00,1.763061055712431154e-04
9.269026884936258925e-01,2.834302052257502424e-01,4.954181183713091130e-01,4.798575441477310674e-03
2.721417911134111911e-01,1.714665622264882894e-01,2.548947640884913657e+00,3.119226619695296131e-06
9.160055630435741669e-01,2.456111362157085698e-01,2.509972006680308620e+00,5.429046517306779750e-04
2.360595213665316050e-01,2.814803993244727742e-01,1.211038633365332018e+00,4.061208333700050519e-06
4.694359670748617930e-01,2.495741787860739636e-01,7.875956049433808781e-01,8.765194838566433113e-05
7.822658381006324380e-01,1.381166594217120291e-01,1.510877008012533329e+00,9.909574533064880147e-05
8.809559919532449213e-01,1.288906036282622958e-01,8.302538123251400615e-01,2.736281085338203214e-04
3.629009063453036976e-01,4.432735785122829397e-01,1.035260878525963602e+00,8.444158195413581423e-05
7.967477072606983235e-01,1.795161547676873970e-01,6.472356789429450918e-01,4.819909736804285053e-04
1.214628551991800309e+00,2.398202768573289567e-01,2.419591590109058998e+00,1.447794825516954135e-03
1.117523640191986134e+00,4.879773040479797319e-01,1.951738247562537776e+00,4.633233488489625976e-03
6.798035374510482676e-01,2.624929292452491403e-01,5.064419193973470623e-01,7.391802666736194734e-04
8.449880856811430307e-01,2.217981664171814471e-01,1.801149974834311607e+00,3.116955369203257080e-04
1.238703630367560038e+00,1.854743087800926615e-01,1.243430314363608069e+00,1.755187123832918595e-03
5.421288813493861936e-01,2.976850197879609139e-01,2.849966428029701682e+00,1.178700169729027329e-04
3.822866218992730380e-01,3.555629153462487313e-01,2.836616152995968587e+00,4.423898643395140741e-05
1.459709389056212281e+00,3.300438060425234799e-01,1.783429781251325341e+00,6.683962737867629733e-03
1.334909552933928323e+00,2.831606271311930545e-01,2.511918955967852973e+00,2.760835033237138414e-03
1.336444201701107781e+00,1.357698479517898404e-01,8.857683572193217891e-01,1.913388630821322069e-03
8.203239399389455899e-01,3.076122129969713903e-01,4.491513443927623306e-01,3.430304483152460653e-03
2.459577146449987706e-01,1.831894404061073234e-01,2.580198359591468815e+00,2.420161441948579836e-06
1.165852560755080258e+00,3.926957818573584280e-01,1.260067670930970385e+00,1.073896962004622889e-02
1.227205216027754453e+00,4.679014801094052434e-01,1.665125134999612344e+00,8.905714342961116442e-03
1.454670025195534677e+00,4.492711619562850256e-01,2.259089956756084927e+00,1.150681491079174994e-02
2.465147271708052201e-01,1.321235449864004430e-01,2.868998347399355442e+00,1.460906077145452478e-06
1.256655155786117417e+00,2.430859959391308278e-01,1.159242463543686652e+00,4.507916509357371218e-03
6.378375582175993541e-01,2.011333857938888969e-01,7.460673261152771518e-01,2.113238078539671487e-04
1.066566627890104257e+00,1.114189986266929666e-01,1.557554753705962802e-01,7.224714732803229475e-04
1.370728384873021177e+00,4.995002949450257912e-01,1.641469318426150625e+00,2.102576657081341172e-02
5.271035360839980699e-01,1.959485480991764172e-01,3.072682716634526634e-01,1.170269690157157321e-04
1.491456685456040043e+00,1.522920287795173078e-01,1.567631360280178798e+00,1.634424339133357671e-03
2.492032988367356983e-01,3.611211269860595818e-01,1.901585075727336704e+00,6.657704445121615022e-06
3.491302614481979205e-01,1.715240970892142058e-01,8.320373542166461522e-01,1.001645538021925117e-05
8.248810634547989462e-01,1.937517595597191278e-01,9.949842387663934140e-01,4.531365159507438054e-04
1.134636061506117288e+00,1.283065638413351806e-01,2.455805250099928116e+00,3.980036884857242872e-04
1.404442111991670794e+00,3.454461398144875184e-01,1.467936848922247517e+00,1.077267840683268467e-02
1.301452881815101215e+00,3.816670015652086634e-01,1.818795642002564827e+00,5.525818569922209302e-03
1.461667344068254160e+00,3.681132720888065091e-01,5.243599010340915800e-01,3.764509383492514183e-01
7.737662312520933172e-01,2.147549169175941575e-01,2.308471002493740265e+00,2.220872531751334354e-04
7.282100096160615266e-01,3.563899686672745148e-01,2.220430229132574151e+00,4.178020754681361303e-04
9.662851199827930948e-01,4.580041298308544784e-01,4.801818305525754615e-01,5.345423772226076675e-02
1.099533670114827499e+00,1.996986824294470775e-01,2.951768445575462252e+00,7.973536806273587210e-04
1.373745501726825413e+00,1.873031739118237449e-01,2.789548996144296522e-01,1.195717543832965600e-02
9.696304534990816126e-01,4.271753385184051677e-01,2.286930284520668266e+00,1.730072013505056048e-03
1.377758334456711253e+00,2.322506667014697657e-01,6.914478225647361365e-01,1.641614891907736129e-02
7.403818756013755831e-01,4.627352402240356155e-01,2.885094828006845358e+00,7.285091945217599336e-04
1.202765965562225148e+00,4.149062624509493036e-01,1.588477530290975936e+00,6.605713901729657125e-03
1.497487693752914684e+00,1.467225846987958993e-01,1.752827980218922832e+00,1.358906936349661655e-03
3.024006161466380460e-01,1.163189358750671420e-01,2.158600273609088571e+00,1.820788400332929960e-06
1.119417248026946865e+00,4.177423933183637139e-01,2.958033195513330771e+00,2.885139510212698585e-03
1.374107816547334604e+00,2.798969518122480515e-01,5.019733519553732926e-01,5.015398477880723266e-02
1.362838175650849637e+00,1.312842452218826172e-01,2.566622504052549214e+00,8.349262074361293038e-04
1.334586167658335487e+00,4.528683917785775725e-01,2.788207491855614784e+00,7.277748599434095793e-03
5.623713036861159864e-01,1.080411710338694403e-01,3.067891601944123803e-01,3.791801220502117188e-05
7.281911762797993459e-01,3.852269970690770928e-01,1.616439510149465075e+00,5.858934631265082628e-04
8.605257050280508135e-01,3.094525304551787870e-01,1.826107217048656750e+00,6.362404826144621136e-04
1.460574656356548706e+00,3.047081274471610257e-01,2.063163538341716841e+00,4.708760974809379253e-03
5.452313419102347014e-01,4.343997350633375665e-01,6.949110178383780534e-01,9.021783083079498158e-04
1.058644931093994268e+00,3.636827579016890799e-01,9.628370747469996438e-01,1.080579933750390811e-02
1.187712883892788840e+00,3.484266768760360122e-01,1.889923659745371687e+00,2.874614739679518752e-03
3.906947014824367348e-01,4.470328069174349106e-01,8.254799810366979518e-01,1.601721969828736540e-04
1.331446935477454296e+00,4.676314681448876520e-01,2.916620688533187788e+00,7.797343696491616967e-03
8.567977296781652541e-01,3.541605526370406043e-01,2.928051029258408544e+00,8.030615726129133446e-04
1.443184639435397543e+00,4.630725775807405520e-01,2.133647085693139989e+00,1.262737843290588809e-02
1.356598504485313939e+00,2.925035786363527346e-01,1.077380168414735939e+00,1.469151188148804313e-02
1.431670663424338130e+00,1.400294547945778179e-01,2.783139411551359910e+00,1.151812083935177056e-03
4.376633285818461450e-01,1.067547539459873518e-01,2.137300852601938583e+00,6.498133893407916358e-06
1.285043787064332976e+00,1.147916268948322716e-01,2.406875577451328851e+00,5.142507211557905246e-04
1.321665152551014355e+00,4.842161521369895971e-01,1.301002186265741933e+00,4.438690172219894592e-02
1.431461807351154469e+00,1.562055606933754892e-01,2.276519465066067838e+00,1.256681013071892471e-03
1.044411153727498487e+00,1.211589454125020365e-01,1.213349291572514144e-01,8.238514454347077923e-04
6.790916816715026894e-01,4.884895676625734540e-01,6.965860006609269073e-01,4.540275294797988838e-03
9.629597126407042351e-01,2.619200052102718113e-01,1.042932170634051747e+00,1.913869657038978680e-03
4.052467244423796355e-01,4.823213278002351778e-01,2.741187451502294259e+00,8.809516958852557124e-05
1.495042028253676936e+00,3.507582653996104138e-01,9.253477945040121666e-01,9.313991885793959646e-02
1.138885986125092398e+00,2.200390139245115562e-01,1.773507755162955224e+00,1.011509171219071102e-03
6.414237224653571712e-01,2.979185146298007347e-01,2.124673707522334531e+00,1.865773977946444460e-04
1.394537131104677918e+00,2.476426582068417537e-01,2.782746365697878144e+00,2.608371518451015579e-03
1.126108137204972603e+00,4.782962718720298323e-01,8.775711012435640779e-01,7.219479426420294388e-02
6.330619071479075544e-01,2.555188817313823746e-01,1.688408602179643503e-01,5.920542124675374400e-04
1.408199857095803420e+00,3.203430334691171888e-01,7.145470508468387827e-01,7.331588966561788934e-02
6.216444354859170796e-01,1.216086577165668842e-01,1.274461582226304124e+00,3.506800437523014205e-05
6.159493304853722595e-01,1.035990855653443204e-01,5.826226597162968979e-01,4.375444494761819385e-05
2.386421046559751846e-01,2.908770458206069165e-01,1.886675418179496244e+00,3.692395090986107055e-06
1.111180520726619436e+00,2.059677211179109235e-01,1.298621827769267156e+00,1.285302166305805818e-03
3.404020500352386014e-01,2.547736569103256632e-01,2.297924710617579580e-01,3.274242886850884087e-05
2.632739206303874591e-01,2.502748348229344999e-01,2.891856402957603933e+00,6.116664541773349804e-06
1.052888083167180744e+00,3.842431856525035938e-01,2.729717825584535795e+00,1.949220252044423299e-03
1.458861768957862459e+00,1.626815949753241120e-01,4.788626961578498209e-01,8.515259153416653362e-03
2.834291776334181279e-01,4.841853518758155173e-01,1.560510654035882405e+00,2.068457407468472185e-05
1.187800797284839893e+00,1.290990892160204240e-01,2.251342620132601002e+00,4.475722261610033128e-04
4.972586396606344383e-01,1.928247148377746079e-01,2.913747054449133511e+00,4.220460883868091878e-05
1.319602963447516375e+00,1.564286003835441141e-01,9.784190174938174334e-01,2.300880153667169640e-03
2.157875714365541375e-01,2.763691399722909559e-01,1.028750887375263101e+00,3.173509871775114028e-06
4.523940264319682991e-01,1.392147020626020582e-01,1.326283645375847753e+00,1.219122950812352382e-05
1.467688852360692353e+00,1.527905171485837155e-01,2.788905376598751484e+00,1.446654815224629465e-03
9.480076172837965665e-01,2.576596436958479841e-01,1.480001834429007124e+00,8.502343026844331325e-04
3.712348541136810676e-01,1.018983237617400450e-01,2.175789010252266564e+00,3.188610942970191053e-06
2.061351643080057139e-01,4.601422372220640433e-01,2.152652429486995533e+00,5.487384300538335582e-06
7.317418787491646315e-01,1.493268720818773099e-01,2.480110061461491266e+00,1.018561946444096212e-04
7.647543738771859223e-01,2.210677801007246424e-01,1.662435579387891327e+00,2.184544429463600168e-04
8.926444153818563487e-01,4.637650658113144364e-01,1.008876843823074410e-01,4.864773877522866191e-02
1.085037286081014241e+00,2.588176416814009229e-01,1.963775447013146880e-01,1.094611768679716775e-02
4.001676796183733509e-01,2.837337569547448424e-01,1.709615772594707428e+00,2.668290224045819360e-05
6.138715271218782021e-01,4.114602910829310289e-01,2.911132632017369826e+00,3.084684604510944095e-04
2.688814379750917860e-01,3.070360111130335246e-01,2.813990974830836045e+00,9.349202179742916249e-06
1.495455025055521858e+00,2.015089020536100228e-01,2.705567521810506193e+00,2.386528943503238385e-03
7.510054047810821309e-01,3.986814687165641247e-01,1.751650390565092419e+00,6.388089068313871494e-04
1.082030644370267192e+00,1.648929852604870683e-01,5.179405571129259700e-01,1.852093779080592759e-03
5.708421782656428745e-01,4.463301226608602512e-01,7.212975132453272042e-01,1.202376968593051477e-03
3.848832400870795256e-01,2.476802063348450822e-01,2.028954849820348905e+00,1.839918406423173949e-05
4.515949202874339208e-01,2.802976125041944377e-01,1.033718602346265003e+00,7.376598491190033741e-05
2.197474464278131590e-01,3.947686342066301091e-01,1.640333173473193629e+00,4.775095181844629510e-06
1.094762181470990914e+00,1.849962641099578142e-01,4.072031763096755630e-01,3.062385973906152272e-03
1.486596404165014151e+00,4.119070326505467339e-01,4.246966211607475228e-01,1.447798464972270382e+00
3.190812182262409147e-01,1.718228913537334090e-01,1.827136920592774993e+00,4.106132121189728928e-06
4.148119876164584330e-01,2.329294292749359563e-01,1.932689026253434361e-01,6.398977469059105496e-05
1.242205873645312320e+00,2.501221467109605578e-01,1.437233147300923219e+00,2.726318296207800619e-03
1.027305652208823084e+00,1.214315068743210269e-01,1.621202232666059784e+00,2.173732226183942124e-04
1.432139754562727685e+00,2.429247322679637389e-01,1.964559609015507968e+00,2.831998790516329547e-03
6.741256852073996830e-01,1.435900075030988876e-01,2.634375966682008130e+00,7.382053595889179112e-05
7.564810715480032588e-01,1.021689688373976362e-01,8.507395695686401638e-01,8.128978323785953915e-05
5.723232827847265503e-01,2.906738736816092405e-01,1.532082617824696680e+00,1.281519684712544320e-04
1.245705951123432964e+00,4.582875957981906723e-01,5.041886298611201189e-01,4.479927184474674084e-01
4.437712093339014618e-01,3.000627712120572110e-01,4.539306734005656430e-01,1.462861718315612699e-04
6.937411530265823467e-01,4.267233173351116515e-01,4.583936247420827281e-01,4.387633410519023447e-03
1.057217448701047502e+00,2.608752894160079605e-01,2.353906530832676758e+00,9.923781787252545714e-04
1.387399379517176179e+00,3.164554452403034457e-01,1.492070236962054208e+00,7.496356464864844561e-03
1.256678501127928449e+00,1.437410933142485858e-01,2.445755657609579359e+00,7.005301133802917983e-04
3.104514006347720012e-01,3.387612425035472219e-01,2.018577892257103379e+00,1.433359047150313177e-05
1.323303342824903472e+00,1.191420163706057161e-01,2.778992133016186195e+00,6.688427883855250534e-04
1.228723365418356694e+00,4.095236439564541309e-01,1.680022316660590320e+00,6.026741017738271311e-03
8.119546777115891345e-01,3.860820313933471803e-01,2.185579877951012162e-01,9.527663201491152339e-03
9.199095698783221753e-01,3.853384089651156197e-01,4.405926649254455207e-01,1.686928255537793048e-02
7.761772089614770165e-01,1.010543536244669360e-01,1.041060940671617363e+00,7.342115080703146826e-05
2.721010268104385732e-01,2.622112209504329772e-01,1.018052680614066841e+00,7.504518305159891564e-06
6.163665005627217974e-01,2.188245828004467541e-01,1.303398699362214197e+00,1.165513527923721685e-04
1.387009882736319311e+00,4.345352713753831697e-01,1.000765362756362409e+00,1.269188471603036328e-01
