t,theta,omega,wake_drag_angular_acceleration,domega_dt
2.876575315063012450e+00,-5.532152292523897508e-01,-1.495068284007305959e+00,-1.940712990821143735e-01,5.604738612772575124e+00
2.880576115223044464e+00,-5.591517174136710899e-01,-1.472550619210268863e+00,-1.924078959650008802e-01,5.651675832832721902e+00
2.884576915383076479e+00,-5.649977439208947461e-01,-1.449847143115408299e+00,-1.907114983532030850e-01,5.697626992097627685e+00
2.888577715543108493e+00,-5.707525730525778718e-01,-1.426961797036559565e+00,-1.889832486503894293e-01,5.742594270795935429e+00
2.892578515703140507e+00,-5.764154849041339679e-01,-1.403898511447366770e+00,-1.872243014792662197e-01,5.786580107862487665e+00
2.896579315863172521e+00,-5.819857753878731055e-01,-1.380661205981281947e+00,-1.854358236815776273e-01,5.829587189919292811e+00
2.900580116023204535e+00,-5.874627562330021480e-01,-1.357253789431565938e+00,-1.836189943181056050e-01,5.871618440234803948e+00
2.904580916183236550e+00,-5.928457549856240849e-01,-1.333680159751287064e+00,-1.817750046686699150e-01,5.912677007676112595e+00
2.908581716343268564e+00,-5.981341148379732964e-01,-1.309944202700006999e+00,-1.799050567725020422e-01,5.952766252723204587e+00
2.912582516503300578e+00,-6.033271938632743803e-01,-1.286049788308679664e+00,-1.780103594527569499e-01,5.991889726026899510e+00
2.916583316663332592e+00,-6.084243656790664367e-01,-1.262000775181886914e+00,-1.760921331029960679e-01,6.030051168021465458e+00
2.920584116823364607e+00,-6.134250192887721331e-01,-1.237801005260894760e+00,-1.741516043557206073e-01,6.067254491082448631e+00
2.924584916983396621e+00,-6.183285590417800792e-01,-1.213454303347382801e+00,-1.721900055806608321e-01,6.103503767860780194e+00
2.928585717143428635e+00,-6.231344046334450493e-01,-1.188964477103444661e+00,-1.702085748847761149e-01,6.138803220548362027e+00
2.932586517303460649e+00,-6.278419911050875379e-01,-1.164335317051588214e+00,-1.682085561122548534e-01,6.173157210227096847e+00
2.936587317463492663e+00,-6.324507688439942044e-01,-1.139570596574735362e+00,-1.661911988445145261e-01,6.206570226313180783e+00
2.940588117623524678e+00,-6.369602033706381894e-01,-1.114674071248087817e+00,-1.641577569834568595e-01,6.239046872953721845e+00
2.944588917783556692e+00,-6.413697746188429250e-01,-1.089649477724355942e+00,-1.621094858266556027e-01,6.270591850009909152e+00
2.948589717943588706e+00,-6.456789775808192688e-01,-1.064500535123058977e+00,-1.600476454103091639e-01,6.301209951514942453e+00
2.952590518103620720e+00,-6.498873220328247324e-01,-1.039230942500776411e+00,-1.579734960176947256e-01,6.330906048832322774e+00
2.956591318263652735e+00,-6.539943325025328047e-01,-1.013844378698595339e+00,-1.558882978813968812e-01,6.359685080244630306e+00
2.960592118423684749e+00,-6.579995482690323971e-01,-9.883445023421104647e-01,-1.537933111833076349e-01,6.387552041263784730e+00
2.964592918583716763e+00,-6.619025233628282878e-01,-9.627349518414246576e-01,-1.516897960546264301e-01,6.414511975102432650e+00
2.968593718743748777e+00,-6.657028265636020237e-01,-9.370193453901779490e-01,-1.495790125604492260e-01,6.440569963280158738e+00
2.972594518903780791e+00,-6.694000408605720320e-01,-9.112012809932559243e-01,-1.474622178651855964e-01,6.465731109404641686e+00
2.976595319063812806e+00,-6.729937633637920191e-01,-8.852843369866983947e-01,-1.453406674865111714e-01,6.490000530813772706e+00
2.980596119223844820e+00,-6.764836055384071400e-01,-8.592720713201619231e-01,-1.432156141301005048e-01,6.513383350400132166e+00
2.984596919383876834e+00,-6.798691929785628529e-01,-8.331680212553380649e-01,-1.410883054455820129e-01,6.535884683952802199e+00
2.988597719543908848e+00,-6.831501654074048080e-01,-8.069757033659537004e-01,-1.389599840265377806e-01,6.557509631653855031e+00
2.992598519703940863e+00,-6.863261766770789585e-01,-7.806986135377705915e-01,-1.368318874105037553e-01,6.578263269645312938e+00
2.996599319863972877e+00,-6.893968947687314497e-01,-7.543402269685859363e-01,-1.347052480789696638e-01,6.598150641570335040e+00
3.000600120024004891e+00,-6.923620016043068315e-01,-7.279039986999740197e-01,-1.325812924839224749e-01,6.617176747538907833e+00
3.004600920184036905e+00,-6.952211924877538252e-01,-7.013933649498738099e-01,-1.304612395502014743e-01,6.635346529320361952e+00
3.008601720344068919e+00,-6.979741765497559092e-01,-6.748117419582246868e-01,-1.283463022290286248e-01,6.652664865120359927e+00
3.012602520504100934e+00,-7.006206764863194270e-01,-6.481625270297698416e-01,-1.262376843216078126e-01,6.669136552454653533e+00
3.016603320664132948e+00,-7.031604285373612706e-01,-6.214490986022707109e-01,-1.241365803229053794e-01,6.684766292401188359e+00
3.020604120824164962e+00,-7.055931824867087698e-01,-5.946748162465080867e-01,-1.220441754216501640e-01,6.699558668100793923e+00
3.024604920984196976e+00,-7.079187016621003581e-01,-5.678430206662805624e-01,-1.199616455003334331e-01,6.713518112643244606e+00
3.028605721144228990e+00,-7.101367628725865355e-01,-5.409570358691294656e-01,-1.178901567269382833e-01,6.726648857742135057e+00
3.032606521304261005e+00,-7.122471558756867660e-01,-5.140201717527104197e-01,-1.158308639544594204e-01,6.738954845748992284e+00
3.036607321464293019e+00,-7.142496835697227375e-01,-4.870357116521390473e-01,-1.137849123373515930e-01,6.750439594268683230e+00
3.040608121624325033e+00,-7.161441620279886955e-01,-4.600069343526180798e-01,-1.117534345487978809e-01,6.761105961650568652e+00
3.044608921784357047e+00,-7.179304204730606598e-01,-4.329371165317223435e-01,-1.097375504191018813e-01,6.770955748732464308e+00
3.048609721944389062e+00,-7.196083012767963139e-01,-4.058295327593985924e-01,-1.077383669356876961e-01,6.779989017273256202e+00
3.052610522104421076e+00,-7.211776599603346716e-01,-3.786874554979658969e-01,-1.057569782430998889e-01,6.788202920061978674e+00
3.056611322264453090e+00,-7.226383652025811788e-01,-3.515141650058323242e-01,-1.037944655458148402e-01,6.795589693118888164e+00
3.060612122424485104e+00,-7.239902986583959255e-01,-3.243129967150599202e-01,-1.018518961724684257e-01,6.802133214413718321e+00
3.064612922584517118e+00,-7.252333554548828776e-01,-2.970873662251164449e-01,-9.993032311659590106e-02,6.807803134966482261e+00
3.068613722744549133e+00,-7.263674451485421235e-01,-2.698409011395269119e-01,-9.803078446025838277e-02,6.812544948555481206e+00
3.072614522904580703e+00,-7.273924919932370781e-01,-2.425774838303660363e-01,-9.615430327598081806e-02,6.816263399279659296e+00
3.076615323064612717e+00,-7.283084363831061614e-01,-2.153014699158756484e-01,-9.430188747383462522e-02,6.818795516546143354e+00
3.080616123224644731e+00,-7.291152382790389019e-01,-1.880181239151680617e-01,-9.247452929993323079e-02,6.819868850324479759e+00
3.084616923384676745e+00,-7.298128815242590495e-01,-1.607341372675791247e-01,-9.067320483580100510e-02,6.819042602841950185e+00
3.088617723544708760e+00,-7.304013793889931883e-01,-1.334583146155386979e-01,-8.889887389204960411e-02,6.815640806194171120e+00
3.092618523704740774e+00,-7.308807879145802211e-01,-1.062027704717021515e-01,-8.715247921048402402e-02,6.808720201259683691e+00
3.096619323864772788e+00,-7.312512201676932833e-01,-7.898380690497559808e-02,-8.543494485927474735e-02,6.797180769659530775e+00
3.100620124024804802e+00,-7.315128610036428780e-01,-5.182178036434502422e-02,-8.374717473332754514e-02,6.780183220926964793e+00
3.104620924184836817e+00,-7.316659826325334626e-01,-2.473861217815070609e-02,-8.209004941705878855e-02,6.757905068292269668e+00
3.108621724344868831e+00,-7.317109392926185452e-01,2.247593724545325633e-03,-8.046441430349335344e-02,6.732159636917124601e+00
3.112622524504900845e+00,-7.316481388340707603e-01,2.912890454391603781e-02,-7.887049114501322455e-02,6.706008125618458493e+00
3.116623324664932859e+00,-7.314779958709684005e-01,5.590972141119724542e-02,-7.730658758434244548e-02,6.682302455966547150e+00
3.120624124824964873e+00,-7.312008880879925510e-01,8.260321519767785392e-02,-7.577069586391792233e-02,6.662441257615318690e+00
3.124624924984996888e+00,-7.308171335603722563e-01,1.092249269194009026e-01,-7.426086055555251864e-02,6.646310874566221827e+00
3.128625725145028902e+00,-7.303269917662847943e-01,1.357880929614375953e-01,-7.277517402516758827e-02,6.632993243118035842e+00
3.132626525305060916e+00,-7.297306773402183477e-01,1.623018505536625300e-01,-7.131177332932248092e-02,6.621431591567210617e+00
3.136627325465092930e+00,-7.290283758991460417e-01,1.887712939485760577e-01,-6.986883853737575756e-02,6.610753374445089037e+00
3.140628125625124945e+00,-7.282202605824804609e-01,2.151987653080021379e-01,-6.844459152482838815e-02,6.600338536997624850e+00
3.144628925785156959e+00,-7.273064975167248258e-01,2.415843875013459485e-01,-6.703729567925206800e-02,6.589780090675826152e+00
3.148629725945188973e+00,-7.262872561699958984e-01,2.679270164476311722e-01,-6.564525563956849497e-02,6.578822269074978024e+00
3.152630526105220987e+00,-7.251627124367722166e-01,2.942247417235822615e-01,-6.426681710044224172e-02,6.567308008993788526e+00
3.156631326265253001e+00,-7.239330505784594694e-01,3.204751257312632440e-01,-6.290036672240073568e-02,6.555141844233621562e+00
3.160632126425285016e+00,-7.225984653605147523e-01,3.466754238893910989e-01,-6.154433207335983924e-02,6.542265796880833761e+00
3.164632926585317030e+00,-7.211591630013108878e-01,3.728227204989637000e-01,-6.019718144229227463e-02,6.528644377266155985e+00
3.168633726745349044e+00,-7.196153616562545041e-01,3.989139985745457917e-01,-5.885742370889273517e-02,6.514255472360319210e+00
3.172634526905381058e+00,-7.179672915298492830e-01,4.249461496315780629e-01,-5.752360830640804168e-02,6.499084884955419916e+00
3.176635327065413072e+00,-7.162151954658554365e-01,4.509160251741054504e-01,-5.619432503096208342e-02,6.483123086692757830e+00
3.180636127225445087e+00,-7.143593289792078416e-01,4.768204447998606321e-01,-5.486820386807266664e-02,6.466363294057141609e+00
3.184636927385477101e+00,-7.123999603804970215e-01,5.026562070051360243e-01,-5.354391480595909608e-02,6.448800332547739877e+00
3.188637727545509115e+00,-7.103373707927477243e-01,5.284200905401585935e-01,-5.222016782544731256e-02,6.430429967354507781e+00
3.192638527705541129e+00,-7.081718542139122663e-01,5.541088563637630582e-01,-5.089571278601524862e-02,6.411248510202172568e+00
3.196639327865573144e+00,-7.059037176860571972e-01,5.797192528155115099e-01,-4.956933909103015956e-02,6.391252589719718991e+00
3.200640128025605158e+00,-7.035332812937334923e-01,6.052480147721861492e-01,-4.823987559782428464e-02,6.370439017531931647e+00
3.204640928185637172e+00,-7.010608782141638518e-01,6.306918649255490728e-01,-4.690619049900182636e-02,6.348804711669255418e+00
3.208641728345669186e+00,-6.984868547185233423e-01,6.560475138100589909e-01,-4.556719131956864233e-02,6.326346653618707627e+00
3.212642528505701200e+00,-6.958115702522464918e-01,6.813116598992429163e-01,-4.422182468338080319e-02,6.303061865844813205e+00
3.216643328665733215e+00,-6.930353975385445953e-01,7.064809894593949702e-01,-4.286907600786134254e-02,6.278947401422889207e+00
3.220644128825765229e+00,-6.901587225939853631e-01,7.315521771304523968e-01,-4.150796944605676664e-02,6.254000340394595625e+00
3.224644928985797243e+00,-6.871819447503295653e-01,7.565218861550295770e-01,-4.013756782077414903e-02,6.228217790524978703e+00
3.228645729145829257e+00,-6.841054766585055180e-01,7.813867683885445947e-01,-3.875697261127081933e-02,6.201596890640950654e+00
3.232646529305861272e+00,-6.809297444046854553e-01,8.061434641936537915e-01,-3.736532358513365570e-02,6.174134816142265336e+00
3.236647329465893286e+00,-6.776551875872725006e-01,8.307886022665565973e-01,-3.596179856917019330e-02,6.145828785415963225e+00
3.240648129625925300e+00,-6.742822593192840941e-01,8.553188005648195702e-01,-3.454561340550026116e-02,6.116676066491913311e+00
3.244648929785957314e+00,-6.708114262386414284e-01,8.797306664564708001e-01,-3.311602191167596632e-02,6.086673984286009365e+00
3.248649729945989328e+00,-6.672431685190165496e-01,9.040207967693318913e-01,-3.167231583841655096e-02,6.055819928197469615e+00
3.252650530106021343e+00,-6.635779800172726395e-01,9.281857778151408889e-01,-3.021382436994853038e-02,6.024111360590778119e+00
3.256651330266053357e+00,-6.598163683153970283e-01,9.522221855215746711e-01,-2.873991399331821822e-02,5.991545825038228301e+00
3.260652130426085371e+00,-6.559588547046888429e-01,9.761265866143404857e-01,-2.724998843815285010e-02,5.958120954296417082e+00
3.264652930586117385e+00,-6.520059741901459427e-01,9.998955387290932029e-01,-2.574348865003176987e-02,5.923834478690833016e+00
3.268653730746149400e+00,-6.479582755106531033e-01,1.023525590556424003e+00,-2.421989269533555977e-02,5.888684234692214581e+00
3.272654530906181414e+00,-6.438163213071516067e-01,1.047013282065850870e+00,-2.267871514877582706e-02,5.852668174278225166e+00
3.276655331066213428e+00,-6.395806881192268589e-01,1.070355145006175679e+00,-2.111950705816047907e-02,5.815784373613865021e+00
3.280656131226245442e+00,-6.352519663514506476e-01,1.093547704267733733e+00,-1.954185584071752024e-02,5.778031041465697015e+00
3.284656931386277456e+00,-6.308307602747847964e-01,1.116587477952245777e+00,-1.794538526635597320e-02,5.739406528146014708e+00
3.288657731546309471e+00,-6.263176880580768602e-01,1.139470977698428644e+00,-1.632975527189880691e-02,5.699909334593953325e+00
3.292658531706341485e+00,-6.217133819429749853e-01,1.162194709088001154e+00,-1.469466127755474430e-02,5.659538122191147380e+00
3.296659331866373499e+00,-6.170184881846152436e-01,1.184755172608386475e+00,-1.303983421434759711e-02,5.618291721429883090e+00
3.300660132026405069e+00,-6.122336670045146478e-01,1.207148865065404975e+00,-1.136504036688567448e-02,5.576169140505277788e+00
3.304660932186437083e+00,-6.073595925907780968e-01,1.229372279611236074e+00,-9.670081366099245179e-03,5.533169574558526982e+00
3.308661732346469098e+00,-6.023969531443494896e-01,1.251421906393210381e+00,-7.954793840471905547e-03,5.489292414944721088e+00
3.312662532506501112e+00,-5.973464510396546689e-01,1.273294233020426658e+00,-6.219048761119375449e-03,5.444537259172569144e+00
3.316663332666533126e+00,-5.922088026990300902e-01,1.294985746175218333e+00,-4.462751445553654779e-03,5.398903919088628989e+00
3.320664132826565140e+00,-5.869847385434161513e-01,1.316492932830137796e+00,-2.685841373917172842e-03,5.352392429502332405e+00
3.324664932986597154e+00,-5.816750029923729581e-01,1.337812280282425048e+00,-8.882921767876901173e-04,5.305003057439509284e+00
3.328665733146629169e+00,-5.762803545349668433e-01,1.358940277264257812e+00,9.298889885757779042e-04,5.256736311278756624e+00
3.332666533306661183e+00,-5.708015658290787053e-01,1.379873414429536815e+00,2.768661890824261097e-03,5.207592950305512502e+00
3.336667333466693197e+00,-5.652394235158972879e-01,1.400608186670653010e+00,4.627953381048544902e-03,5.157573992005050734e+00
3.340668133626725211e+00,-5.595947281869203538e-01,1.421141093822638535e+00,6.507657528583249244e-03,5.106680720667537088e+00
3.344668933786757226e+00,-5.538682943826450655e-01,1.441468640975509752e+00,8.407635743607632176e-03,5.054914696214272141e+00
3.348669733946789240e+00,-5.480609506991973578e-01,1.461587339864234281e+00,1.032771766945271563e-02,5.002277763012663137e+00
3.352670534106821254e+00,-5.421735397544895640e-01,1.481493709773960665e+00,1.226770138165707638e-02,4.948772058126933437e+00
3.356671334266853268e+00,-5.362069179830221133e-01,1.501184280109860714e+00,1.422735374787243226e-02,4.894400017705103245e+00
3.360672134426885282e+00,-5.301619556253057697e-01,1.520655590595490381e+00,1.620641047398605275e-02,4.839164385340634311e+00
3.364672934586917297e+00,-5.240395366975983960e-01,1.539904192317880449e+00,1.820457648946294943e-02,4.783068219725126191e+00
3.368673734746949311e+00,-5.178405591664375640e-01,1.558926648563486728e+00,2.022152684452629967e-02,4.726114903418355162e+00
3.372674534906981325e+00,-5.115659347735675988e-01,1.577719536658993338e+00,2.225690696361708187e-02,4.668308149015441444e+00
3.376675335067013339e+00,-5.052165887836845837e-01,1.596279450811672218e+00,2.431033315952934801e-02,4.609652004099315192e+00
3.380676135227045354e+00,-4.987934599825479265e-01,1.614603002136400844e+00,2.638139263995969291e-02,4.550150858839371537e+00
3.384676935387077368e+00,-4.922975006420973743e-01,1.632686819203244877e+00,2.846964369335155606e-02,4.489809452880868079e+00
3.388677735547109382e+00,-4.857296765398534388e-01,1.650527550687008072e+00,3.057461712361175116e-02,4.428632881101790986e+00
3.392678535707141396e+00,-4.790909671584344665e-01,1.668121864207051441e+00,3.269581615437497368e-02,4.366626602519890099e+00
3.396679335867173410e+00,-4.723823650742690061e-01,1.685466451837495550e+00,3.483271750562028785e-02,4.303796440171877791e+00
3.400680136027205425e+00,-4.656048758907804785e-01,1.702558030825277458e+00,3.698477157494377277e-02,4.240148586694290067e+00
3.404680936187237439e+00,-4.587595182383871206e-01,1.719393343590149836e+00,3.915140243755853289e-02,4.175689610454526246e+00
3.408681736347269453e+00,-4.518473237198840087e-01,1.735969158335614493e+00,4.133200806661674331e-02,4.110426460654629466e+00
3.412682536507301467e+00,-4.448693367569370172e-01,1.752282273335140861e+00,4.352596248662640027e-02,4.044366469067481873e+00
3.416683336667333482e+00,-4.378266151790113359e-01,1.768329513048787716e+00,4.573261494472253413e-02,3.977517361687374464e+00
3.420684136827365496e+00,-4.307202292129865828e-01,1.784107735690121821e+00,4.795129168799244085e-02,3.909887252297774118e+00
3.424684936987397510e+00,-4.235512613092027867e-01,1.799613834755822150e+00,5.018129641261318691e-02,3.841484644881722144e+00
3.428685737147429524e+00,-4.163208061414607197e-01,1.814844739025680553e+00,5.242191026385158159e-02,3.772318437814609293e+00
3.432686537307461538e+00,-4.090299706070217867e-01,1.829797412562601089e+00,5.467239183606419084e-02,3.702397927721654103e+00
3.436687337467493553e+00,-4.016798736950389359e-01,1.844468855877868796e+00,5.693197766755978689e-02,3.631732811208529199e+00
3.440688137627525567e+00,-3.942716461490904933e-01,1.858856111938641753e+00,5.919988560013120238e-02,3.560333181124246682e+00
3.444688937787557581e+00,-3.868064315592502078e-01,1.872956258937342078e+00,6.147531226271715776e-02,3.488209542392155971e+00
3.448689737947589595e+00,-3.792853847492054231e-01,1.886766420380531883e+00,6.375743614020701333e-02,3.415372795818959695e+00
3.452690538107621609e+00,-3.717096715324868517e-01,1.900283766867528312e+00,6.604541822224951897e-02,3.341834236969034588e+00
3.456691338267653624e+00,-3.640804687124686856e-01,1.913505516090402203e+00,6.833840200325273784e-02,3.267605557663210369e+00
3.460692138427685638e+00,-3.563989640823683747e-01,1.926428932833979424e+00,7.063551348238412964e-02,3.192698847094430192e+00
3.464692938587717652e+00,-3.486663564252466818e-01,1.939051328975839539e+00,7.293586116357048121e-02,3.117126592554850806e+00
3.468693738747749666e+00,-3.408838552072958605e-01,1.951370065991967717e+00,7.523853751647732735e-02,3.040901675251683756e+00
3.472694538907781681e+00,-3.330526803806687086e-01,1.963382560500201324e+00,7.754262313711134114e-02,2.964037363799524538e+00
3.476695339067813695e+00,-3.251740631124375724e-01,1.975086277989284156e+00,7.984718273019540680e-02,2.886547325029643840e+00
3.480696139227845709e+00,-3.172492440229379151e-01,1.986478742299038425e+00,8.215126928181527843e-02,2.808445601622480137e+00
3.484696939387877723e+00,-3.092794730773785750e-01,1.997557536323782079e+00,8.445392442183125015e-02,2.729746609197417406e+00
3.488697739547909737e+00,-3.012660095858418208e-01,2.008320302012327918e+00,8.675417842387816991e-02,2.650465134431025493e+00
3.492698539707941752e+00,-2.932101222032832966e-01,2.018764740367985144e+00,8.905105020536543958e-02,2.570616332775604196e+00
3.496699339867973766e+00,-2.851130889295320214e-01,2.028888611448556922e+00,9.134354732747698713e-02,2.490215725777576772e+00
3.500700140028005780e+00,-2.769761964490757289e-01,2.038689738912046412e+00,9.363066944973912065e-02,2.409279187890544183e+00
3.504700940188037794e+00,-2.688007405974760511e-01,2.048166010521351499e+00,9.591140941207980386e-02,2.327822946287891881e+00
3.508701740348069809e+00,-2.605880258097559299e-01,2.057315378141949758e+00,9.818475195015426149e-02,2.245863572934647667e+00
3.512702540508101823e+00,-2.523393639713724101e-01,2.066135862928629496e+00,1.004496769234947823e-01,2.163417965552389521e+00
3.516703340668133837e+00,-2.440560744177701635e-01,2.074625555327916260e+00,1.027051593171969951e-01,2.080503342761118812e+00
3.520704140828165851e+00,-2.357394839343816551e-01,2.082782615078073274e+00,1.049501692419198828e-01,1.997137238853976760e+00
3.524704940988197865e+00,-2.273909267566269488e-01,2.090605271209101890e+00,1.071836719338857963e-01,1.913337498203093734e+00
3.528705741148229436e+00,-2.190117440964786943e-01,2.098091824254156190e+00,1.094046298514198684e-01,1.829122262442023139e+00
3.532706541308261450e+00,-2.106032840741199896e-01,2.105240648758935684e+00,1.116120054829725650e-01,1.744509960456137154e+00
3.536707341468293464e+00,-2.021669016412337150e-01,2.112050192056570186e+00,1.138047593749947350e-01,1.659519302979364674e+00
3.540708141628325478e+00,-1.937039571935385285e-01,2.118518978529416952e+00,1.159818534919329486e-01,1.574169258302613894e+00
3.544708941788357492e+00,-1.852158165484568686e-01,2.124645609691580006e+00,1.181422512884730686e-01,1.488479044477606372e+00
3.548709741948389507e+00,-1.767038509451149819e-01,2.130428764188912805e+00,1.202849177095403066e-01,1.402468121505973553e+00
3.552710542108421521e+00,-1.681694370384819170e-01,2.135867197813877461e+00,1.224088192090007216e-01,1.316156183150234416e+00
3.556711342268453535e+00,-1.596139561593642175e-01,2.140959745927971003e+00,1.245129269368868835e-01,1.229563137889946756e+00
3.560712142428485549e+00,-1.510387947863524039e-01,2.145705323559500499e+00,1.265962169366579293e-01,1.142709104634794137e+00
3.564712942588517564e+00,-1.424453435050523076e-01,2.150102926610720999e+00,1.286576709078055547e-01,1.055614392642034272e+00
3.568713742748549578e+00,-1.338349962257955050e-01,2.154151633463803783e+00,1.306962780837160887e-01,9.682994825146885587e-01
3.572714542908581592e+00,-1.252091501836392895e-01,2.157850604980837250e+00,1.327110352316704656e-01,8.807850166409563197e-01
3.576715343068613606e+00,-1.165692059383667267e-01,2.161199084503827361e+00,1.347009466528442667e-01,7.930917894194857709e-01
3.580716143228645620e+00,-1.079165671070487359e-01,2.164196398280648026e+00,1.366650251235102531e-01,7.052407336622827927e-01
3.584716943388677635e+00,-9.925263988496761669e-02,2.166841956985944062e+00,1.386022950121608144e-01,6.172529024430435385e-01
3.588717743548709649e+00,-9.057883314628686899e-02,2.169135255361958059e+00,1.405117909674728216e-01,5.291494610655435027e-01
3.592718543708741663e+00,-8.189655707092868830e-02,2.171075873414088253e+00,1.423925604922901822e-01,4.409516602521416084e-01
3.596719343868773677e+00,-7.320722306970156579e-02,2.172663476497250556e+00,1.442436641363621930e-01,3.526808244983677953e-01
3.600720144028805692e+00,-6.451224378430023276e-02,2.173897815315878557e+00,1.460641754963436789e-01,2.643583412565585489e-01
3.604720944188837706e+00,-5.581303294769601048e-02,2.174778725979495952e+00,1.478531817374047486e-01,1.760056481089804503e-01
3.608721744348869720e+00,-4.711100481339847851e-02,2.175306130523863679e+00,1.496097864316739412e-01,8.764421321608079074e-02
3.612722544508901734e+00,-3.840757400050256315e-02,2.175480036966579434e+00,1.513331089489733938e-01,-7.044766928037127229e-04
3.616723344668933748e+00,-2.970415454055434779e-02,2.175300539248443688e+00,1.530222860695083231e-01,-8.901893853560170766e-02
3.620724144828965763e+00,-2.100215980058666582e-02,2.174767817242146517e+00,1.546764721893135464e-01,-1.772777050044519465e-01
3.624724944988997777e+00,-1.230300242214951191e-02,2.173882136706609014e+00,1.562948395084777786e-01,-2.654593365145604955e-01
3.628725745149029791e+00,-3.608093896878694293e-03,2.172643849050719389e+00,1.578765797922281056e-01,-3.535424383180303387e-01
3.632726545309061805e+00,5.081155706403054501e-03,2.171053391284180734e+00,1.594209047066065255e-01,-4.415056746656867981e-01
3.636727345469093819e+00,1.376333852746666753e-02,2.169111285402813394e+00,1.609270468641878227e-01,-5.293277886941070154e-01
3.640728145629125834e+00,2.243704900356438547e-02,2.166818138316580100e+00,1.623942600089753330e-01,-6.169876144763587478e-01
3.644728945789157848e+00,3.110088407585814840e-02,2.164174641499390539e+00,1.638218196072942223e-01,-7.044640905367294259e-01
3.648729745949189862e+00,3.975344343096246652e-02,2.161181570592543899e+00,1.652090239197575305e-01,-7.917362740823401523e-01
3.652730546109221876e+00,4.839333013054571836e-02,2.157839784591647270e+00,1.665551945831912628e-01,-8.787833584456824498e-01
3.656731346269253891e+00,5.701915102739603392e-02,2.154150225230349491e+00,1.678596771936703147e-01,-9.655846882621365035e-01
3.660732146429285905e+00,6.562951685835823057e-02,2.150113916764619937e+00,1.691218414617170762e-01,-1.052119770864439641e+00
3.664732946589317919e+00,7.422304252538843017e-02,2.145731965141376651e+00,1.703410821719988366e-01,-1.138368290124557092e+00
3.668733746749349933e+00,8.279834722706420902e-02,2.141005557654232394e+00,1.715168195305524501e-01,-1.224310118030850436e+00
3.672734546909381947e+00,9.135405543605276679e-02,2.135935960928142308e+00,1.726485001046713652e-01,-1.309925334912120487e+00
3.676735347069413962e+00,9.988879697956022652e-02,2.130524520747465012e+00,1.737355969162056313e-01,-1.395194239791412993e+00
3.680736147229445976e+00,1.084012071114689724e-01,2.124772661811684671e+00,1.747776095389514117e-01,-1.480097360409698526e+00
3.684736947389477990e+00,1.168899269391527052e-01,2.118681885946651189e+00,1.757740651312174884e-01,-1.564615467322950426e+00
3.688737747549510004e+00,1.253536032431588065e-01,2.112253772533102314e+00,1.767245184889298104e-01,-1.648729580888927071e+00
3.692738547709542019e+00,1.337908896426813488e-01,2.105489975205620645e+00,1.776285528148327519e-01,-1.732420991712327885e+00
3.696739347869574033e+00,1.422004467754249268e-01,2.098392221304132832e+00,1.784857798838747622e-01,-1.815671270600489162e+00
3.700740148029606047e+00,1.505809422976046585e-01,2.090962311873912238e+00,1.792958400432083932e-01,-1.898462276300725948e+00
3.704740948189638061e+00,1.589310511419178840e-01,2.083202120394753276e+00,1.800584025003581223e-01,-1.980776165652480492e+00
3.708741748349670075e+00,1.672494556831826962e-01,2.075113591070186558e+00,1.807731661350180652e-01,-2.062595402979016335e+00
3.712742548509702090e+00,1.755348458902790121e-01,2.066698738676852276e+00,1.814398593135329030e-01,-2.143902768107418311e+00
3.716743348669734104e+00,1.837859203758617221e-01,2.057959644463434046e+00,1.820582403473384181e-01,-2.224681373179964172e+00
3.720744148829766118e+00,1.920013864250046942e-01,2.048898456028096060e+00,1.826280975124057182e-01,-2.304914668884879170e+00
3.724744948989798132e+00,2.001799599952008013e-01,2.039517387318483532e+00,1.831492490492411807e-01,-2.384586450028395976e+00
3.728745749149830147e+00,2.083203659411175246e-01,2.029818717163359043e+00,1.836215432668213965e-01,-2.463680862925397896e+00
3.732746549309862161e+00,2.164213382351653780e-01,2.019804786474845404e+00,1.840448590949177177e-01,-2.542182412708295480e+00
3.736747349469894175e+00,2.244816198755764103e-01,2.009477999437602858e+00,1.844191058798311245e-01,-2.620075966724874306e+00
3.740748149629926189e+00,2.324999640349929009e-01,1.998840817792640223e+00,1.847442233434760106e-01,-2.697346769252897847e+00
3.744748949789958203e+00,2.404751341128710251e-01,1.987895760545261403e+00,1.850201815913299630e-01,-2.773980445538437145e+00
3.748749749949990218e+00,2.484059037354808264e-01,1.976645403965066494e+00,1.852469811124338728e-01,-2.849963004940733846e+00
3.752750550110022232e+00,2.562910567916475979e-01,1.965092381301941193e+00,1.854246527617160467e-01,-2.925280843988417256e+00
3.756751350270053802e+00,2.641293879381783616e-01,1.953239377594002679e+00,1.855532576165621061e-01,-2.999920753081247504e+00
3.760752150430085816e+00,2.719197019951488103e-01,1.941089133064756611e+00,1.856328874098965853e-01,-3.073869913271745080e+00
3.764752950590117830e+00,2.796608150389262026e-01,1.928644437120098365e+00,1.856636637544721580e-01,-3.147115907097467247e+00
3.768753750750149845e+00,2.873515547533444514e-01,1.915908125966205189e+00,1.856457379328594615e-01,-3.219646722624756929e+00
3.772754550910181859e+00,2.949907604297027919e-01,1.902883082609535537e+00,1.855792908974471245e-01,-3.291450754085615049e+00
3.776755351070213873e+00,3.025772829667662256e-01,1.889572236856831289e+00,1.854645332704417393e-01,-3.362516802122052617e+00
