t,X,Y,E,C,dX_dt
2.074014802960592263e+01,5.903780611732525330e-01,1.635806603472746978e+00,8.665306201526236096e-01,1.207051572746920209e+00,-5.668561959784740312e-04
2.075615123024605069e+01,5.903694048827167196e-01,1.635780624186605303e+00,8.665066516135143670e-01,1.207061226412496469e+00,-5.150598424406536979e-04
2.077215443088617874e+01,5.903615750878461466e-01,1.635754492482474065e+00,8.664827123203737713e-01,1.207070826465764801e+00,-4.635759860030300161e-04
2.078815763152630680e+01,5.903545665611066307e-01,1.635728219453793209e+00,8.664588107588858668e-01,1.207080369905561890e+00,-4.124203917484983717e-04
2.080416083216643486e+01,5.903483738598418462e-01,1.635701816107246742e+00,8.664349552992942627e-01,1.207089853786525113e+00,-3.616085228992614586e-04
2.082016403280656291e+01,5.903429913262732143e-01,1.635675293362762295e+00,8.664111541964022445e-01,1.207099275219090995e+00,-3.111555409009772455e-04
2.083616723344669097e+01,5.903384130874999025e-01,1.635648662053512226e+00,8.663874155895725515e-01,1.207108631369495200e+00,-2.610763055088081985e-04
2.085217043408681903e+01,5.903346330554988253e-01,1.635621932925912070e+00,8.663637475027272661e-01,1.207117919459774091e+00,-2.113853748632391061e-04
2.086817363472694709e+01,5.903316449271245325e-01,1.635595116639622315e+00,8.663401578443481466e-01,1.207127136767762732e+00,-1.620970055700166057e-04
2.088417683536707514e+01,5.903294421841094319e-01,1.635568223767546403e+00,8.663166544074764053e-01,1.207136280627096436e+00,-1.132251527696595539e-04
2.090018003600720320e+01,5.903280180930634558e-01,1.635541264795832728e+00,8.662932448697129306e-01,1.207145348427209663e+00,-6.478347020881861096e-05
2.091618323664733126e+01,5.903273657054747270e-01,1.635514250123873081e+00,8.662699367932180650e-01,1.207154337613336903e+00,-1.678531030482877107e-05
2.093218643728745931e+01,5.903274778577085602e-01,1.635487190064303542e+00,8.662467376247114936e-01,1.207163245686512232e+00,3.075627578995321354e-05
2.094818963792758382e+01,5.903283471710083496e-01,1.635460094843004253e+00,8.662236546954726890e-01,1.207172070203569314e+00,7.782853812905374258e-05
2.096419283856771187e+01,5.903299660514951253e-01,1.635432974599099198e+00,8.662006952213403554e-01,1.207180808777141179e+00,1.244190279164752999e-04
2.098019603920783993e+01,5.903323266901676636e-01,1.635405839384956428e+00,8.661778663027130953e-01,1.207189459075660887e+00,1.705155974507689687e-04
2.099619923984796799e+01,5.903354210629025989e-01,1.635378699166188055e+00,8.661551749245486320e-01,1.207198018823360863e+00,2.161064000774856608e-04
2.101220244048809604e+01,5.903392409304539790e-01,1.635351563821650256e+00,8.661326279563644759e-01,1.207206485800273343e+00,2.611798901398058870e-04
2.102820564112822410e+01,5.903437778422340187e-01,1.635324443142381456e+00,8.661102321520596226e-01,1.207214857842100031e+00,3.057248221392389054e-04
2.104420884176835216e+01,5.903490234906563217e-01,1.635297346755435699e+00,8.660879941533611293e-01,1.207223132820278710e+00,3.497301350295217715e-04
2.106021204240848022e+01,5.903549692129241855e-01,1.635270284308662836e+00,8.660659205520323534e-01,1.207231308644241885e+00,3.931849778707058318e-04
2.107621524304860827e+01,5.903616059579117614e-01,1.635243265408903746e+00,8.660440178301307412e-01,1.207239383286091039e+00,4.360788420478926841e-04
2.109221844368873633e+01,5.903689245516710038e-01,1.635216299531153661e+00,8.660222923334630618e-01,1.207247354776848303e+00,4.784015341005448674e-04
2.110822164432886439e+01,5.903769156974313370e-01,1.635189396018559504e+00,8.660007502715856287e-01,1.207255221206456008e+00,5.201431757254106059e-04
2.112422484496899244e+01,5.903855699756002107e-01,1.635162564082422554e+00,8.659793977178039670e-01,1.207262980723777579e+00,5.612942037744733659e-04
2.114022804560912050e+01,5.903948778437624334e-01,1.635135812802196442e+00,8.659582406091731466e-01,1.207270631536596417e+00,6.018453702651069270e-04
2.115623124624924856e+01,5.904048296366807280e-01,1.635109151125487825e+00,8.659372847464975598e-01,1.207278171911616793e+00,6.417877423882493992e-04
2.117223444688937661e+01,5.904154155662953984e-01,1.635082587868056603e+00,8.659165357943311436e-01,1.207285600174463847e+00,6.811127025194187168e-04
2.118823764752950467e+01,5.904266257217244407e-01,1.635056131713816141e+00,8.658959992809768247e-01,1.207292914709682474e+00,7.198119482370313182e-04
2.120424084816963273e+01,5.904384500692636539e-01,1.635029791214832384e+00,8.658756805984875182e-01,1.207300113960738885e+00,7.578774923391422280e-04
2.122024404880976078e+01,5.904508784523861964e-01,1.635003574791324521e+00,8.658555850026650180e-01,1.207307196430019491e+00,7.953016628656911502e-04
2.123624724944988884e+01,5.904639005917432515e-01,1.634977490731664540e+00,8.658357176130607735e-01,1.207314160678831128e+00,8.320771031232222781e-04
2.125225045009001690e+01,5.904775060851636947e-01,1.634951547192378341e+00,8.658160834129756678e-01,1.207321005327401719e+00,8.681967717087610281e-04
2.126825365073014495e+01,5.904916844076538718e-01,1.634925752198143734e+00,8.657966872494599064e-01,1.207327729054878951e+00,9.036539425444738149e-04
2.128425685137027301e+01,5.905064249113979313e-01,1.634900113641792663e+00,8.657775338333129067e-01,1.207334330599331818e+00,9.384422049045146319e-04
2.130026005201040107e+01,5.905217168257576033e-01,1.634874639284309650e+00,8.657586277390838525e-01,1.207340808757749517e+00,9.725554634515687358e-04
2.131626325265052913e+01,5.905375492572725316e-01,1.634849336754832239e+00,8.657399734050710283e-01,1.207347162386041672e+00,1.005987938272903670e-03
2.133226645329065718e+01,5.905539114128919298e-01,1.634824213546104188e+00,8.657215751720470642e-01,1.207353390372170709e+00,1.038734016138530974e-03
2.134826965393078524e+01,5.905707923587424357e-01,1.634799277080758451e+00,8.657034372939798050e-01,1.207359491644725669e+00,1.070788303340938774e-03
2.136427285457091330e+01,5.905881808186534965e-01,1.634774534672933433e+00,8.656855638666568487e-01,1.207365465211296840e+00,1.102145834786325690e-03
2.138027605521104135e+01,5.906060654813356514e-01,1.634749993482529140e+00,8.656679588471387632e-01,1.207371310134655484e+00,1.132801938809734066e-03
2.139627925585116941e+01,5.906244350007026078e-01,1.634725660515177870e+00,8.656506260537960573e-01,1.207377025532721193e+00,1.162752237067587319e-03
2.141228245649129747e+01,5.906432779958714629e-01,1.634701542622244874e+00,8.656335691663091803e-01,1.207382610578562776e+00,1.191992644604844553e-03
2.142828565713142552e+01,5.906625830511621489e-01,1.634677646500828363e+00,8.656167917256685218e-01,1.207388064500397817e+00,1.220519369926412190e-03
2.144428885777155358e+01,5.906823387160982097e-01,1.634653978693759502e+00,8.656002971341746344e-01,1.207393386581592898e+00,1.248328915069395195e-03
2.146029205841168164e+01,5.907025335054060244e-01,1.634630545589601969e+00,8.655840886554380109e-01,1.207398576160663595e+00,1.275418075677384883e-03
2.147629525905180969e+01,5.907231558990152509e-01,1.634607353422652842e+00,8.655681694143790850e-01,1.207403632631274037e+00,1.301783941075954076e-03
2.149229845969193775e+01,5.907441943420589370e-01,1.634584408272941269e+00,8.655525423972283416e-01,1.207408555442237574e+00,1.327423894349581690e-03
2.150830166033206581e+01,5.907656372448729654e-01,1.634561716066230019e+00,8.655372104515260956e-01,1.207413344097516550e+00,1.352335612418611999e-03
2.152430486097219386e+01,5.907874729829968308e-01,1.634539282574014374e+00,8.655221762861228241e-01,1.207417998156221639e+00,1.376517066119724991e-03
2.154030806161232192e+01,5.908096898971729738e-01,1.634517113413522349e+00,8.655074424711790559e-01,1.207422517232613401e+00,1.399966520283773413e-03
2.155631126225244998e+01,5.908322762933468919e-01,1.634495214047714917e+00,8.654930114381650386e-01,1.207426900996100061e+00,1.422682533819618483e-03
2.157231446289257804e+01,5.908552204426675836e-01,1.634473589785286007e+00,8.654788854798614040e-01,1.207431149171239726e+00,1.444663959791370189e-03
2.158831766353270609e+01,5.908785105814871041e-01,1.634452245780662283e+00,8.654650667503583916e-01,1.207435261537739279e+00,1.465909945503895279e-03
2.160432086417283415e+01,5.909021349214615970e-01,1.634431187035537247e+00,8.654515572682845992e-01,1.207439237928672471e+00,1.486419922795356729e-03
2.162032406481296221e+01,5.909260818692989581e-01,1.634410418456193392e+00,8.654383590074139487e-01,1.207443078183758178e+00,1.506193353090965609e-03
2.163632726545309026e+01,5.909503395894383226e-01,1.634389944819681029e+00,8.654254737846147627e-01,1.207446782215637393e+00,1.525230093966628564e-03
2.165233046609321832e+01,5.909748961482503837e-01,1.634369770735169203e+00,8.654129032543509403e-01,1.207450350004569239e+00,1.543530365961574835e-03
2.166833366673334638e+01,5.909997396543718029e-01,1.634349900654859633e+00,8.654006489446751660e-01,1.207453781577138230e+00,1.561094634969572431e-03
2.168433686737347443e+01,5.910248582587054322e-01,1.634330338873987820e+00,8.653887122572290203e-01,1.207457077006254487e+00,1.577923612330930925e-03
2.170034006801360249e+01,5.910502401544199813e-01,1.634311089530822381e+00,8.653770944672429799e-01,1.207460236411153742e+00,1.594018254930128220e-03
2.171634326865373055e+01,5.910758735769502392e-01,1.634292156606664603e+00,8.653657967235364179e-01,1.207463259957397117e+00,1.609379765291366060e-03
2.173234646929385860e+01,5.911017468039970746e-01,1.634273543925849559e+00,8.653548200485174924e-01,1.207466147856871341e+00,1.624009591670853847e-03
2.174834966993398666e+01,5.911278481555272135e-01,1.634255255155745212e+00,8.653441653381830356e-01,1.207468900367788534e+00,1.637909428153276614e-03
2.176435287057411472e+01,5.911541659937735727e-01,1.634237293806752866e+00,8.653338333621188871e-01,1.207471517794685978e+00,1.651081214745053760e-03
2.178035607121424277e+01,5.911806887232351482e-01,1.634219663232306941e+00,8.653238247634997826e-01,1.207474000488427457e+00,1.663527137467479822e-03
2.179635927185437083e+01,5.912074047906765717e-01,1.634202366628874969e+00,8.653141400590892429e-01,1.207476348846201253e+00,1.675249628449570344e-03
2.181236247249449889e+01,5.912343026851291095e-01,1.634185407035957827e+00,8.653047796392395741e-01,1.207478563311521480e+00,1.686251366019270170e-03
2.182836567313462695e+01,5.912613709378894411e-01,1.634168787336089723e+00,8.652957437678919783e-01,1.207480644374227863e+00,1.696535274794436221e-03
2.184436887377475500e+01,5.912885981225206589e-01,1.634152510254837543e+00,8.652870325825764430e-01,1.207482592570485513e+00,1.706104525773608632e-03
2.186037207441488306e+01,5.913159728548518235e-01,1.634136578360801728e+00,8.652786460944119629e-01,1.207484408482785376e+00,1.714962536423079997e-03
2.187637527505501112e+01,5.913434837929778531e-01,1.634120994065615839e+00,8.652705841881060955e-01,1.207486092739943340e+00,1.723112970766590979e-03
2.189237847569513917e+01,5.913711196754534161e-01,1.634105759643506905e+00,8.652628466459373335e-01,1.207487646005861004e+00,1.730559678190302098e-03
2.190838167633526723e+01,5.913988694125688061e-01,1.634090877321886071e+00,8.652554332423323391e-01,1.207489068938169652e+00,1.737306469953320276e-03
2.192438487697539529e+01,5.914267217266717669e-01,1.634076349110910709e+00,8.652483435296713932e-01,1.207490362289531660e+00,1.743357672136035263e-03
2.194038807761552334e+01,5.914546654022326821e-01,1.634062176861485138e+00,8.652415769357169051e-01,1.207491526857215502e+00,1.748717847802987863e-03
2.195639127825565140e+01,5.914826893273184005e-01,1.634048362281570466e+00,8.652351327854624907e-01,1.207492563472519764e+00,1.753391739220400147e-03
2.197239447889577946e+01,5.915107824935925684e-01,1.634034906936185028e+00,8.652290103011338607e-01,1.207493473000772255e+00,1.757384267940208938e-03
2.198839767953590751e+01,5.915389339963149640e-01,1.634021812247403282e+00,8.652232086021881541e-01,1.207494256341331784e+00,1.760700534882701090e-03
2.200440088017603557e+01,5.915671330343422740e-01,1.634009079494357142e+00,8.652177267053141607e-01,1.207494914427585941e+00,1.763345820416855475e-03
2.202040408081616363e+01,5.915953689101275392e-01,1.633996709813235526e+00,8.652125635244324320e-01,1.207495448226953316e+00,1.765325584438631051e-03
2.203640728145629168e+01,5.916236310297202650e-01,1.633984704197283921e+00,8.652077178706952809e-01,1.207495858740881722e+00,1.766645466449577595e-03
2.205241048209641974e+01,5.916519089027666434e-01,1.633973063496804823e+00,8.652031884524863381e-01,1.207496147004849307e+00,1.767311285630429607e-03
2.206841368273654780e+01,5.916801921425092203e-01,1.633961788419157735e+00,8.651989738754214398e-01,1.207496314088364109e+00,1.767329040914498994e-03
2.208441688337667586e+01,5.917084704657873395e-01,1.633950879528758726e+00,8.651950726423476290e-01,1.207496361094964277e+00,1.766704911061386940e-03
2.210042008401680391e+01,5.917367336930366983e-01,1.633940337247081320e+00,8.651914831533437100e-01,1.207496289162217407e+00,1.765445254723278096e-03
2.211642328465693197e+01,5.917649717482893479e-01,1.633930161852655383e+00,8.651882037057203600e-01,1.207496099461721428e+00,1.763556610514548095e-03
2.213242648529706003e+01,5.917931746591742481e-01,1.633920353481067789e+00,8.651852324940197958e-01,1.207495793199104384e+00,1.761045697075358518e-03
2.214842968593718808e+01,5.918213325569166017e-01,1.633910912124962866e+00,8.651825676100157736e-01,1.207495371614023760e+00,1.757919413134856335e-03
2.216443288657731614e+01,5.918494356763382980e-01,1.633901837634041065e+00,8.651802070427140334e-01,1.207494835980167824e+00,1.754184837572662914e-03
2.218043608721744420e+01,5.918774743803107974e-01,1.633893129745131567e+00,8.651781487087848443e-01,1.207494187592304424e+00,1.749849159227399864e-03
2.219643928785757225e+01,5.919054391959388539e-01,1.633884788195659521e+00,8.651763905564588963e-01,1.207493427724444901e+00,1.744919451385440468e-03
2.221244248849770031e+01,5.919333205836233569e-01,1.633876812461619865e+00,8.651749302968374522e-01,1.207492557744931361e+00,1.739403296540136673e-03
2.222844568913782837e+01,5.919611091221514965e-01,1.633869201877729882e+00,8.651737655425058016e-01,1.207491579053762365e+00,1.733308444208523508e-03
2.224444888977795642e+01,5.919887955357763243e-01,1.633861955663329368e+00,8.651728938349173559e-01,1.207490493070687565e+00,1.726642746237558312e-03
2.226045209041808448e+01,5.920163706942167536e-01,1.633855072922380858e+00,8.651723126443939815e-01,1.207489301235206591e+00,1.719414156852082376e-03
2.227645529105821254e+01,5.920438256126574483e-01,1.633848552643470065e+00,8.651720193701255557e-01,1.207488005006570164e+00,1.711630732698563723e-03
2.229245849169834059e+01,5.920711514517490448e-01,1.633842393699804774e+00,8.651720113401706325e-01,1.207486605863779205e+00,1.703300632891285860e-03
2.230846169233846865e+01,5.920983395176080410e-01,1.633836594849215507e+00,8.651722858114555548e-01,1.207485105305585504e+00,1.694432119051857838e-03
2.232446489297859671e+01,5.921253812618166856e-01,1.633831154734156188e+00,8.651728399697753424e-01,1.207483504850491052e+00,1.685033555347430212e-03
2.234046809361872477e+01,5.921522682814230887e-01,1.633826071881702369e+00,8.651736709297931371e-01,1.207481806036748484e+00,1.675113408530090608e-03
2.235647129425885282e+01,5.921789923189413329e-01,1.633821344703553224e+00,8.651747757350402024e-01,1.207480010422361305e+00,1.664680247968952642e-03
2.237247449489898088e+01,5.922055452623513627e-01,1.633816971496030224e+00,8.651761513579163676e-01,1.207478119585083443e+00,1.653742745683226684e-03
2.238847769553910894e+01,5.922319191450986509e-01,1.633812950440077350e+00,8.651777946996895841e-01,1.207476135122418803e+00,1.642309676373465699e-03
2.240448089617923699e+01,5.922581061460949758e-01,1.633809279601261544e+00,8.651797025904959249e-01,1.207474058651622828e+00,1.630389917447582632e-03
2.242048409681936505e+01,5.922840985897176447e-01,1.633805956929772263e+00,8.651818717893400290e-01,1.207471891809700937e+00,1.617992449047117587e-03
2.243648729745949311e+01,5.923098889458099370e-01,1.633802980260422144e+00,8.651842989840945464e-01,1.207469636253408973e+00,1.605126354069067590e-03
2.245249049809962116e+01,5.923354698296809939e-01,1.633800347312645673e+00,8.651869807915006927e-01,1.207467293659253871e+00,1.591800818189225558e-03
2.246849369873974922e+01,5.923608340021058183e-01,1.633798055690500517e+00,8.651899137571675835e-01,1.207464865723492320e+00,1.578025129877924648e-03
2.248449689937987728e+01,5.923859743838275627e-01,1.633796103010057843e+00,8.651930944677342916e-01,1.207462354118452152e+00,1.563808445102354144e-03
2.250050010002000533e+01,5.924108839722534992e-01,1.633794486802844226e+00,8.651965194517499125e-01,1.207459760534770554e+00,1.549160016575599347e-03
2.251650330066013339e+01,5.924355558615437278e-01,1.633793204344121897e+00,8.652001850362105451e-01,1.207457086735296503e+00,1.534089483064757231e-03
2.253250650130026145e+01,5.924599833108243896e-01,1.633792252830644554e+00,8.652040875124242802e-01,1.207454334488091030e+00,1.518606507291086344e-03
2.254850970194038950e+01,5.924841597443570862e-01,1.633791629381335930e+00,8.652082231366254872e-01,1.207451505566183858e+00,1.502720774619346888e-03
2.256451290258051756e+01,5.925080787515396574e-01,1.633791331037288908e+00,8.652125881299753685e-01,1.207448601747573180e+00,1.486441993062997957e-03
2.258051610322064562e+01,5.925317340869054039e-01,1.633791354761766179e+00,8.652171786785609608e-01,1.207445624815225438e+00,1.469779893288433725e-03
2.259651930386077368e+01,5.925551196701231982e-01,1.633791697440199364e+00,8.652219909333962455e-01,1.207442576557075542e+00,1.452744228618001870e-03
2.261252250450090173e+01,5.925782295859980398e-01,1.633792355880190117e+00,8.652270210104212600e-01,1.207439458766026874e+00,1.435344775027946190e-03
2.262852570514102979e+01,5.926010580844702780e-01,1.633793326811509239e+00,8.652322649905026530e-01,1.207436273239951730e+00,1.417591331148135986e-03
2.264452890578115785e+01,5.926235995806163892e-01,1.633794606886096901e+00,8.652377189194333518e-01,1.207433021781689986e+00,1.399493718259689490e-03
2.266053210642128590e+01,5.926458486546483106e-01,1.633796192678063308e+00,8.652433788079327837e-01,1.207429706199050656e+00,1.381061780287677621e-03
2.267653530706141396e+01,5.926678000519137735e-01,1.633798080683687592e+00,8.652492406316467655e-01,1.207426328304811003e+00,1.362305383796551250e-03
2.269253850770154202e+01,5.926894486828961917e-01,1.633800267321418254e+00,8.652553003311475033e-01,1.207422889916716535e+00,1.343234417982494544e-03
2.270854170834167007e+01,5.927107896232149953e-01,1.633802748931873827e+00,8.652615538119334815e-01,1.207419392857481455e+00,1.323858794660084937e-03
2.272454490898179813e+01,5.927318181136248532e-01,1.633805521777842218e+00,8.652679969444299068e-01,1.207415838954788434e+00,1.304188448253223997e-03
2.274054810962192619e+01,5.927525295600167832e-01,1.633808582044280033e+00,8.652746255639881534e-01,1.207412230041288392e+00,1.284233335782085372e-03
2.275655131026205424e+01,5.927729195334170420e-01,1.633811925838314583e+00,8.652814354708860956e-01,1.207408567954600942e+00,1.264003436846093675e-03
2.277255451090217875e+01,5.927929837699877913e-01,1.633815549189241434e+00,8.652884224303279970e-01,1.207404854537313721e+00,1.243508753609772616e-03
2.278855771154230681e+01,5.928127181622078190e-01,1.633819448076278658e+00,8.652955821946192172e-01,1.207401091628953926e+00,1.222759267901607494e-03
2.280456091218243486e+01,5.928321186591941627e-01,1.633823618627357588e+00,8.653029106549666727e-01,1.207397281013099732e+00,1.201764659651730072e-03
2.282056411282256292e+01,5.928511813787243900e-01,1.633828056675080687e+00,8.653104034810876755e-01,1.207393424549561001e+00,1.180535013355448609e-03
2.283656731346269098e+01,5.928699026156850627e-01,1.633832757943354475e+00,8.653180562834188461e-01,1.207389524111798451e+00,1.159080482123080874e-03
2.285257051410281903e+01,5.928882788259046688e-01,1.633837718121580851e+00,8.653258646738273274e-01,1.207385581564519583e+00,1.137411167822743180e-03
2.286857371474294709e+01,5.929063066261538451e-01,1.633842932864656872e+00,8.653338242656106738e-01,1.207381598763677122e+00,1.115537121057122438e-03
2.288457691538307515e+01,5.929239827941453767e-01,1.633848397792975637e+00,8.653419306734968508e-01,1.207377577556470127e+00,1.093468341139616773e-03
2.290058011602320320e+01,5.929413042685338642e-01,1.633854108492425183e+00,8.653501795136444574e-01,1.207373519781343774e+00,1.071214776069917551e-03
2.291658331666333126e+01,5.929582681489163898e-01,1.633860060514389145e+00,8.653585664036422820e-01,1.207369427267989348e+00,1.048786322509435293e-03
2.293258651730345932e+01,5.929748716958317400e-01,1.633866249375746982e+00,8.653670869625099682e-01,1.207365301837344251e+00,1.026192825753495519e-03
2.294858971794358737e+01,5.929911123307610721e-01,1.633872670558872864e+00,8.653757368106971271e-01,1.207361145301591332e+00,1.003444079708631226e-03
2.296459291858371543e+01,5.930069876361273584e-01,1.633879319511637229e+00,8.653845115700842250e-01,1.207356959464160218e+00,9.805498268596474221e-04
2.298059611922384349e+01,5.930224953552960532e-01,1.633886191647405450e+00,8.653934068639820287e-01,1.207352746119725984e+00,9.575197582473923830e-04
2.299659931986397154e+01,5.930376333925742038e-01,1.633893282345038500e+00,8.654024183171318274e-01,1.207348507054210263e+00,9.343635134360303574e-04
2.301260252050409960e+01,5.930523998132114505e-01,1.633900586948892952e+00,8.654115415557053215e-01,1.207344244044780579e+00,9.110906804851437446e-04
2.302860572114422766e+01,5.930667928433990266e-01,1.633908100768820537e+00,8.654207722073047337e-01,1.207339958859850126e+00,8.877107959212350574e-04
2.304460892178435572e+01,5.930808108702705361e-01,1.633915819080168808e+00,8.654301059009625874e-01,1.207335653259078656e+00,8.642333447045104367e-04
2.306061212242448377e+01,5.930944524419017316e-01,1.633923737123780473e+00,8.654395382671421499e-01,1.207331328993371811e+00,8.406677601994518023e-04
2.307661532306461183e+01,5.931077162673101810e-01,1.633931850105993844e+00,8.654490649377367673e-01,1.207326987804880902e+00,8.170234241437583644e-04
2.309261852370473989e+01,5.931206012164558228e-01,1.633940153198642831e+00,8.654586815460707516e-01,1.207322631427003801e+00,7.933096666142280817e-04
2.310862172434486794e+01,5.931331063202404108e-01,1.633948641539056279e+00,8.654683837268983826e-01,1.207318261584384267e+00,7.695357659958136642e-04
2.312462492498499600e+01,5.931452307348212827e-01,1.633957310270622409e+00,8.654781671444247149e-01,1.207313879984007743e+00,7.457109022941596499e-04
2.314062812562512406e+01,5.931569735287806067e-01,1.633966154732956033e+00,8.654880276149922169e-01,1.207309488279212806e+00,7.218439702587897688e-04
2.315663132626525211e+01,5.931683340968325613e-01,1.633975169960464546e+00,8.654979607554985632e-01,1.207305088183234343e+00,6.979441752626644457e-04
2.317263452690538017e+01,5.931793120188061375e-01,1.633984350929416074e+00,8.655079621686444513e-01,1.207300681405324427e+00,6.740206956255823112e-04
2.318863772754550823e+01,5.931899070076208647e-01,1.633993692624877037e+00,8.655180274904814564e-01,1.207296269635190988e+00,6.500826007881307933e-04
2.320464092818563628e+01,5.932001189092872551e-01,1.634003190040711484e+00,8.655281523904120311e-01,1.207291854542998477e+00,6.261388512830423636e-04
2.322064412882576434e+01,5.932099477029063594e-01,1.634012838179581539e+00,8.655383325711896170e-01,1.207287437779366535e+00,6.021982987056626047e-04
2.323664732946589240e+01,5.932193935006703223e-01,1.634022632052946289e+00,8.655485637689184220e-01,1.207283020975371546e+00,5.782696856870758739e-04
2.325265053010602045e+01,5.932284565478617155e-01,1.634032566681063781e+00,8.655588417530537537e-01,1.207278605742545752e+00,5.543616458617041387e-04
2.326865373074614851e+01,5.932371372228540940e-01,1.634042637092988803e+00,8.655691623264017975e-01,1.207274193672877471e+00,5.304827038436418785e-04
2.328465693138627657e+01,5.932454360371118840e-01,1.634052838326574442e+00,8.655795213251193942e-01,1.207269786338811102e+00,5.066412751949002369e-04
2.330066013202640463e+01,5.932533536351900505e-01,1.634063165428471631e+00,8.655899146187147064e-01,1.207265385293246895e+00,4.828456663995665810e-04
2.331666333266653268e+01,5.932608907947344301e-01,1.634073613454128715e+00,8.656003381100464411e-01,1.207260992069541183e+00,4.591040748367948565e-04
2.333266653330666074e+01,5.932680484264817311e-01,1.634084177467792109e+00,8.656107877353245161e-01,1.207256608181506818e+00,4.354245887514020252e-04
2.334866973394678880e+01,5.932748275742593114e-01,1.634094852542506082e+00,8.656212594641096159e-01,1.207252235123412065e+00,4.118151872288845772e-04
2.336467293458691685e+01,5.932812294149854004e-01,1.634105633760112308e+00,8.656317492993131912e-01,1.207247874369981711e+00,3.882837401688807311e-04
2.338067613522704491e+01,5.932872552586688775e-01,1.634116516211250536e+00,8.656422532771980149e-01,1.207243527376396397e+00,3.648380082574217975e-04
2.339667933586717297e+01,5.932929065484094933e-01,1.634127494995358587e+00,8.656527674673771822e-01,1.207239195578292623e+00,3.414856429417231776e-04
2.341268253650730102e+01,5.932981848603977593e-01,1.634138565220671246e+00,8.656632879728153318e-01,1.207234880391763188e+00,3.182341864056519032e-04
2.342868573714742908e+01,5.933030919039150586e-01,1.634149722004222038e+00,8.656738109298275363e-01,1.207230583213357189e+00,2.950910715415200336e-04
2.344468893778755714e+01,5.933076295213333129e-01,1.634160960471841451e+00,8.656843325080800788e-01,1.207226305420079138e+00,2.720636219282306090e-04
2.346069213842768519e+01,5.933117996881155376e-01,1.634172275758158044e+00,8.656948489105898981e-01,1.207222048369390066e+00,2.491590518048300562e-04
2.347669533906781325e+01,5.933156045121275035e-01,1.634183663006967491e+00,8.657053563739095514e-01,1.207217813399171336e+00,2.263844658761046680e-04
2.349269853970794131e+01,5.933190459351790347e-01,1.634195117513087769e+00,8.657158512325310307e-01,1.207213601818250659e+00,2.037468182428600616e-04
2.350870174034806936e+01,5.933221260684943266e-01,1.634206634497975319e+00,8.657263297909337796e-01,1.207209414938500869e+00,1.812530730503740528e-04
2.352470494098819742e+01,5.933248473611721918e-01,1.634218209076578443e+00,8.657367883274147413e-01,1.207205254064682709e+00,1.589101448522360627e-04
2.354070814162832548e+01,5.933272123500398232e-01,1.634229836407313785e+00,8.657472231746720093e-01,1.207201120476234735e+00,1.367248093553964650e-04
2.355671134226845354e+01,5.933292236596519054e-01,1.634241511692065441e+00,8.657576307198056043e-01,1.207197015427273756e+00,1.147037034082247497e-04
2.357271454290858159e+01,5.933308840022910591e-01,1.634253230176185623e+00,8.657680074043164753e-01,1.207192940146595062e+00,9.285332498393250589e-05
2.358871774354870965e+01,5.933321961779680631e-01,1.634264987148495107e+00,8.657783497241071657e-01,1.207188895837671971e+00,7.118003316691767779e-05
2.360472094418883771e+01,5.933331630744211882e-01,1.634276777941281678e+00,8.657886542294818133e-01,1.207184883678656284e+00,4.969004814268929149e-05
2.362072414482896576e+01,5.933337876671167521e-01,1.634288597930301679e+00,8.657989175251455949e-01,1.207180904822378276e+00,2.838945118341720808e-05
2.363672734546909382e+01,5.933340730192488977e-01,1.634300442534779574e+00,8.658091362702055038e-01,1.207176960396345811e+00,7.284184635934776164e-06
2.365273054610922188e+01,5.933340222817399257e-01,1.634312307217407501e+00,8.658193071781696837e-01,1.207173051502745897e+00,-1.361994808614722108e-05
2.366873374674934993e+01,5.933336386932395179e-01,1.634324187484345492e+00,8.658294270169477613e-01,1.207169179218443134e+00,-3.431728251484036929e-05
2.368473694738947799e+01,5.933329255801257363e-01,1.634336078885221699e+00,8.658394926088507360e-01,1.207165344594980594e+00,-5.480229313559875637e-05
2.370074014802960605e+01,5.933318863565040235e-01,1.634347977013132169e+00,8.658495008305912011e-01,1.207161548658579608e+00,-7.506959339748098259e-05
2.371674334866973410e+01,5.933305245242082027e-01,1.634359877504641290e+00,8.658594486132829005e-01,1.207157792410140207e+00,-9.511393572098070237e-05
2.373274654930986216e+01,5.933288436727994775e-01,1.634371776039780899e+00,8.658693329424411722e-01,1.207154076825240008e+00,-1.149302115036297811e-04
2.374874974994999022e+01,5.933268474795673209e-01,1.634383668342051177e+00,8.658791508579827267e-01,1.207150402854135329e+00,-1.345134511294768243e-04
2.376475295059011827e+01,5.933245397095290308e-01,1.634395550178419976e+00,8.658888994542257578e-01,1.207146771421760745e+00,-1.538588239739652197e-04
2.378075615123024633e+01,5.933219242154293971e-01,1.634407417359323267e+00,8.658985758798897203e-01,1.207143183427728861e+00,-1.729616384087834247e-04
2.379675935187037439e+01,5.933190049377417008e-01,1.634419265738665361e+00,8.659081773380955527e-01,1.207139639746330984e+00,-1.918173418100320438e-04
2.381276255251050245e+01,5.933157859046666038e-01,1.634431091213817799e+00,8.659177010863656765e-01,1.207136141226536008e+00,-2.104215205586089377e-04
