n,h0,e,v_wind,h_n
7.394620284565269763e+00,1.778024887981504820e+00,7.021214303915340738e-01,3.170771674782960070e-01,-5.194065527525335013e-02
1.552207565503554143e+01,7.139152635609170572e-01,7.406163352922843224e-01,3.902392783056940484e-01,-5.344382092062004846e-02
1.551078370803695350e+01,2.560495839411713881e+00,7.244726731535137132e-01,7.397010933040495395e-01,1.673130961441338105e-03
1.147430063465427175e+01,1.573989194622716692e+00,8.957326029215176844e-01,1.292884739175897524e+00,2.215449507406829777e-01
4.301985655822329058e+00,2.248889306520267972e+00,5.496310761135860812e-01,1.794341320766744463e+00,2.629483531164555909e-01
8.337881617545225055e+00,1.149341763805554528e+00,5.956942389264874294e-01,1.482949110688001948e+00,1.768470986940728629e-01
6.526152246545306568e+00,2.869660018870755724e+00,8.665560194091173063e-01,1.867507613019729451e+00,4.726404966672709262e-01
1.937069376603660587e+01,1.337781992271351417e+00,6.963010368855542254e-01,9.810245562202561942e-01,5.250911002092596702e-02
1.324782675853375657e+01,2.181679453343662090e+00,7.267838124634020680e-01,6.986458216710120794e-01,-5.582660173388799552e-03
1.827171889847784314e+01,1.395049603942573713e+00,5.552234933323471067e-01,1.476929230914916014e+00,1.651970698008226879e-01
6.627035623053358471e+00,7.830057326156307784e-01,8.932678792051674810e-01,1.472666516284344862e+00,3.225907550745980568e-01
9.149861113129979628e+00,5.631019875227534222e-01,7.745206440043514995e-01,1.138164172392291729e+00,1.177079526185703107e-01
1.178007418827269426e+01,2.699803281779567854e+00,7.736281232380125550e-01,1.739431096691720136e+00,3.262519787548358585e-01
7.739835484415877431e+00,1.949380070473184956e+00,7.723527992952199384e-01,6.065304820333075053e-01,-2.159013203501755629e-02
9.673492915925026026e+00,1.978099679539565781e+00,5.495303263060411503e-01,1.745814742059202507e+00,2.468321590198496174e-01
1.238683408682148901e+01,8.508608142139622021e-01,7.749865359794426700e-01,1.864466041707667054e+00,4.407655660062812508e-01
1.537433512660969281e+00,1.277679274777397511e+00,5.705533690870486785e-01,2.435417204406920555e-01,-1.591040820509120445e-03
7.456411943046317603e+00,2.318263248612058014e+00,7.435536357930707663e-01,1.374820502154954438e+00,1.719003018304348929e-01
1.004212294495665292e+00,1.464312807525542048e+00,6.336729712490707378e-01,1.555187061114398750e+00,2.901557989572288720e-01
1.016821481803178528e+01,1.710660749642089140e+00,5.548322563526094653e-01,8.679657949487173951e-01,2.185882116232208336e-02
1.255201263652836552e+01,1.039827306219007097e+00,5.192811096911702506e-01,3.668995869781284114e-01,-3.883888369019131842e-02
2.766818741247683899e+00,6.664875614986377483e-01,8.157449540393350018e-01,1.769587930909225282e+00,3.339527882707764572e-01
5.599793640751137502e+00,1.792705898587440672e+00,5.048793899584251843e-01,1.056435112225546868e+00,5.501378366520561641e-02
1.627584460012126044e+01,2.502389577174492175e+00,6.192904791668097930e-01,7.637303566005803068e-01,5.232530766299411940e-03
1.696534963714235644e+01,5.934076717750400576e-01,6.040517110811303159e-01,6.666776308374928739e-01,-9.813899809710112387e-03
8.366931831136927400e+00,8.585402301727841357e-01,6.090346174203483676e-01,2.404138189176923124e-01,-5.208860294140068431e-02
1.647025088028330941e+01,2.725622322849938328e+00,5.851699229066815722e-01,1.800390945014882282e+00,2.715475057503717871e-01
6.265664807610711762e+00,2.441426324470129749e+00,7.313185799248937968e-01,1.492441691829457406e+00,2.097165082654769974e-01
1.441605622395615249e+01,2.458355908278222479e+00,6.858071207084092125e-01,1.953149928580397265e+00,3.757600404486348689e-01
1.136367584948517440e+01,2.737103969645543700e+00,5.222387507102452808e-01,1.371938350529276152e+00,1.271685043982157259e-01
9.361882499150585346e+00,2.522497957410640090e+00,7.287638179993806142e-01,1.608422670612976058e+00,2.507155720641363605e-01
1.347240324730175587e+01,1.270679869372046467e+00,6.128220205501463402e-01,1.025786284695957562e-01,-5.650148230784245162e-02
1.254422902846608956e+00,1.954102989039241400e+00,6.145917930241069360e-01,2.505319591475970720e-01,9.914954981973868320e-02
4.086425411458750823e+00,2.943803488444610483e+00,5.857013125392058761e-01,1.915870310853219571e+00,3.155720337947911514e-01
6.582645823371173321e+00,1.243111468840894407e+00,7.575712220040761169e-01,3.626306417615004496e-01,-5.458079071022108736e-02
1.393068958562236404e+01,1.942857366519375573e+00,8.887503516219315003e-01,8.994659862591912747e-01,5.035653055733077532e-02
1.441847095386611066e+01,2.418641109981391590e+00,6.660087397956231392e-01,1.888307436283545693e+00,3.381071104436438879e-01
1.393445565953450682e+01,2.049974675237572264e+00,7.624031606334888966e-01,6.579260854353253807e-01,-1.331518403061264511e-02
1.558472502471110488e+01,1.951814211417606026e+00,5.864434873318051800e-01,7.474076466192478563e-01,2.585705026179559163e-03
2.511479659260957842e+00,1.528091083681494711e+00,5.756929428702225460e-01,1.572238489792986138e-01,-3.673097729334225819e-02
3.011889259891739279e+00,2.004520900802293504e+00,8.195235613130656960e-01,1.030061203415468363e+00,1.356623652813752634e-01
1.725167204498016460e+01,1.039937245006910427e+00,8.415730361238480395e-01,4.284569868574717999e-01,-6.148030657215895756e-02
7.779917306261554089e+00,1.075507222294711074e+00,7.538322318718547743e-01,6.968570009431910295e-01,-6.487469439894977263e-03
1.179905451918668469e+01,7.566128186811387213e-01,5.931510614926236435e-01,1.607900687890487568e+00,2.210156766868077438e-01
1.056655330893486955e+01,2.139390514362966123e+00,5.621990072516778181e-01,1.554346403722585146e+00,1.865907475271618154e-01
1.290658885541486711e+01,1.432336465142037163e+00,7.119529632504647543e-01,1.217493156487941874e+00,1.187130392140126334e-01
2.461987513331092892e+00,2.726730622335423515e+00,7.673961915917780763e-01,6.247210691518931824e-01,9.170841184281922076e-02
1.562601430096187372e+01,7.799292791292615767e-01,6.801901232512740370e-01,1.934625720194406817e+00,3.960566743328905459e-01
3.344644235099919705e+00,5.594193938366877061e-01,5.900621161673416104e-01,3.630997471948987365e-01,-4.408249133156234845e-02
1.394611477484666828e+01,1.129556723156467823e+00,8.673364750548555602e-01,6.869004812263752591e-01,-1.163186510714582511e-02
8.640699883863504738e+00,1.376054621437991177e+00,6.485824084325826355e-01,1.604127569156215127e+00,2.308492519582199809e-01
1.035297108518062892e+01,2.188355115196524814e+00,7.905942594598718287e-01,1.293633945169452959e+00,1.587315797047693100e-01
1.376218095285414655e+01,1.161679903776469125e+00,5.019244572502624679e-01,1.585748527620383319e+00,1.889703147944511719e-01
8.049052263217099323e+00,2.763370913996234801e+00,6.553500111298616870e-01,2.431005461793468436e-01,-5.152763383040366574e-02
1.874711955677971442e+00,2.300344960895677193e+00,8.339991623901894524e-01,1.116703204829324392e+00,2.896528565459971505e-01
1.932001948271050651e+01,2.962507016839424079e+00,8.192717458337069880e-01,6.250822159037251469e-01,-2.013233840352889048e-02
1.093086108875040274e+01,2.916581891909416413e+00,7.738261485057387201e-01,6.355720447901109793e-01,-1.671035555614127505e-02
1.510074818015635678e+01,2.524230870901090995e+00,8.749603392698663828e-01,1.943048336647869911e+00,5.370697267519943807e-01
1.109460184075927813e+01,2.714754167123300199e+00,8.864251306937992458e-01,1.348393511681939660e+00,2.168302749377286343e-01
1.657405115072947410e+01,1.341508547525318118e+00,5.309629918116711700e-01,1.924624329913122045e+00,3.100525747709209079e-01
1.172770740266679113e+01,1.508300936507460666e+00,7.254849643683302096e-01,1.363565852570767678e+00,1.692394090848781674e-01
3.332380689356723380e+00,2.535230437616994958e+00,8.078297741880161587e-01,9.611072324302329939e-01,1.129783170867981051e-01
1.319622472846030092e+01,1.676896226335838458e+00,5.087724912109828912e-01,3.087290065419174834e-01,-4.156402046779326953e-02
4.282072719302701280e+00,1.490170372311447222e+00,6.108035696508909984e-01,4.956859302749831442e-01,-2.880083587628150255e-02
1.664942856531592241e+01,7.184673463443862484e-01,6.293980935929046616e-01,5.215344323479399469e-01,-2.974679052676658733e-02
1.394017040898349258e+01,1.282840330498057124e+00,8.285326910345145457e-01,4.334827193716132010e-01,-5.666746066656072611e-02
1.885636412471904677e+01,1.100982901992947793e+00,6.035557021878094064e-01,1.897112789062708416e+00,3.295304831263917711e-01
1.295253500128869817e+01,1.474306086058408738e+00,5.001524216057999794e-01,1.216113467424619676e+00,8.938016895933592609e-02
5.278098851640649514e+00,2.256409280344137347e+00,8.782746664136186210e-01,9.547128215128174444e-01,8.743544959376489678e-02
1.158561337068037922e+01,2.438574766919069603e+00,6.305088004134696833e-01,1.936888670062915763e+00,3.423443541069409735e-01
1.566367326223804390e+01,1.659571027827131839e+00,5.378621937653519369e-01,1.190109611558139768e+00,8.627301288546854185e-02
1.452587765297644928e+01,9.488139118348413170e-01,8.125225216728607647e-01,4.318080655362546705e-01,-5.667724974742876370e-02
7.503637414028216490e+00,8.259893614986392185e-01,7.221319746254341032e-01,1.479334276622873201e+00,2.201814527527647947e-01
1.345167186147227945e+01,9.240361459404315969e-01,8.920836899928009656e-01,1.215106368615924248e+00,2.009013039067003015e-01
1.877011216472041255e+01,7.759596324788791133e-01,6.399578083180699206e-01,1.940218868494738347e+00,3.725662904079538040e-01
1.401139081889117222e+01,2.646319207188195577e+00,6.645656260377075242e-01,7.514976608931693836e-01,3.471062127597811242e-03
7.978726642796906354e+00,1.234122855892577419e+00,6.701192937215192380e-01,1.296135782894780819e+00,1.351197677880288384e-01
1.830440827728514108e+01,1.760765570646324996e+00,7.764654658382958985e-01,1.505230481149592903e+00,2.405386995828707186e-01
1.672485966183528205e+01,7.844856990109565498e-01,8.647358061938515972e-01,1.481920174310167537e+00,3.296489577610981492e-01
1.724849144507618703e+01,2.674616217864365986e+00,6.168811207157886001e-01,1.496471024792296323e+00,1.774414738764513444e-01
3.029986157172730898e+00,5.638483993644317627e-01,5.226433475672765949e-01,6.189515115377384191e-01,-1.530577131422977688e-02
6.525747839173072329e+00,8.319706886341722285e-01,6.855054130889903785e-01,8.571584510527988643e-01,2.495056550274329932e-02
1.601242825054384511e+01,1.329223265750809180e+00,8.835654403951530567e-01,1.918538686408520322e+00,6.086396140312368974e-01
6.221342421809000101e+00,2.528250313946340810e+00,7.934798734564251221e-01,7.561794195037749855e-01,1.033608542226018001e-02
2.400412775599265913e+00,1.284103721908158136e+00,6.838895364636505825e-01,2.293416661741951024e-01,-2.822057720901877467e-02
1.398205423697913119e+01,1.215029760138275128e+00,6.884127687727699119e-01,5.154600397574407022e-01,-3.254305602217777427e-02
1.618612917310174026e+01,7.211503524695512812e-01,6.976183081797050489e-01,1.297211932818832514e+00,1.472541905730354039e-01
1.319358835466692703e+01,1.405537246927108574e+00,6.438167944813191212e-01,1.483212510442067256e+00,1.870396262060874115e-01
7.552023392075086328e+00,2.232584545625841965e+00,5.334135733137367330e-01,8.955015640035722813e-01,2.581364217259193850e-02
1.163569306038342432e+01,2.557042218740577688e+00,7.569186426801467471e-01,1.169694937613858510e-01,-6.641995622923090037e-02
1.408879077501748345e+00,2.464252369253178365e+00,6.903963089902952488e-01,1.099235167768822574e+00,2.618105618734964946e-01
1.169057145930810471e+01,2.386031296452073125e+00,7.775641657347593938e-01,1.356723871557927452e-01,-6.895582198569039090e-02
1.727922231958648425e+01,5.779943768883373245e-01,6.141975984750294160e-01,1.290338245290023611e-01,-5.798686688667213651e-02
2.483011465276831142e+00,2.264603711185489754e+00,8.232938727189128558e-01,1.550117915727109663e+00,3.513674544432966451e-01
8.283068534408807082e+00,1.558048122838775029e+00,8.756423576153828936e-01,1.241554168260203372e+00,1.841102911833359945e-01
4.132410633003246403e+00,1.105480673790799173e+00,6.513324415178206594e-01,2.017094190770372109e-01,-5.419313149158777598e-02
8.220150036031874663e+00,2.773137268692436486e+00,6.848662854730609428e-01,1.252304757448538197e+00,1.171955888389292488e-01
1.247145794122820561e+00,2.124299208233259240e+00,5.087574252647101281e-01,6.680630603934354372e-01,9.039430173160389881e-02
1.672749547679176274e+01,2.568184055966191703e+00,6.786501366643342692e-01,2.251625771592928871e-01,-5.450019635805343488e-02
1.042862289648408947e+01,6.665753554187560104e-01,5.723300986786679090e-01,9.498926094285368160e-01,3.882090003218737623e-02
9.282443245683296595e+00,8.815665066907645286e-01,7.758081001897894069e-01,1.619514087496805921e+00,3.120596430298903656e-01
1.243409959709257429e+01,2.785245386408692347e+00,5.524070863217976912e-01,1.733736003779779100e+00,2.395390267643308646e-01
1.715053588084310832e+01,2.814644256728922933e+00,5.138619822165894080e-01,1.526223292704337098e+00,1.678833908065326674e-01
6.533953771663366439e+00,1.414618978095041335e+00,8.084950025120815065e-01,3.582202721316439242e-01,-5.928712753271089125e-02
6.082822475700310427e+00,2.019938246332647847e+00,7.072750556444812320e-01,2.800662994687043161e-01,-5.333323877971554022e-02
1.940389946531072773e+00,6.479660864248683039e-01,8.410601089846255762e-01,3.884856610992536985e-01,-7.276016265044392417e-02
6.061582780932526227e+00,1.949933156838091541e+00,5.902260347971369780e-01,1.457037967980810422e-01,-5.242566525187494775e-02
2.258025115890494927e+00,8.149955461987924421e-01,5.352641321110782613e-01,1.789662370408445780e+00,2.598516697390901853e-01
1.789611256303859310e+00,1.716759247870617733e+00,8.180998809539207217e-01,3.365179489395757062e-01,9.815620099648451891e-02
1.150188068199697433e+01,5.900337287464834102e-01,6.459164608175386180e-01,1.172298565467456033e+00,9.920717098126276279e-02
4.492862860667536928e+00,2.406907628261092391e+00,8.482004274667016563e-01,1.428850171476844233e+00,2.584557912602247209e-01
2.410896719243005748e+00,1.466697201598178069e+00,6.417730607576490609e-01,1.217148139906353510e+00,1.230014290308263092e-01
1.841758008685346226e+01,2.825902537896825883e+00,7.547055735273703325e-01,3.490522559959612914e-01,-5.178783753144188678e-02
3.825943956941842750e+00,6.994945879788218024e-01,5.023829059015273435e-01,1.488122307020327273e-01,-4.925563909773555266e-02
2.801785023755388515e+00,2.810089029486956047e+00,6.629304631969789030e-01,1.609168263563894641e+00,2.547710678768549397e-01
1.944288310821685073e+01,5.805138931390347867e-01,6.388652478468490603e-01,1.067239531086199289e+00,7.066996671783333517e-02
1.367237231413108667e+01,2.764816504852960488e+00,8.932391217604330746e-01,9.220863189106076607e-01,5.431693214511824214e-02
1.478932679172679165e+01,2.123613706647820010e+00,7.625377125622094798e-01,1.198283495212562944e+00,1.191912948616966894e-01
1.170087592058371584e+01,1.984608395736592534e+00,6.700450531195574211e-01,1.340008387124404843e+00,1.437448871941794937e-01
2.337404568283405482e+00,1.004803130518231891e+00,7.966092252270829954e-01,1.391071319305761333e+00,1.917749167021338685e-01
1.699566756783834620e+01,2.799626389602958731e+00,7.733663055886801363e-01,1.596902278154502142e+00,2.626201387423146572e-01
8.942551079899898170e+00,6.301608917321703807e-01,8.306898780845384245e-01,1.159922078845599502e+00,1.441451239713579802e-01
8.456888663147301699e+00,2.601919295614381955e+00,6.273438068821810543e-01,1.045903136167157799e-01,-5.509451272827969176e-02
3.570875636083395754e+00,2.971818533525971695e+00,7.300778519289298218e-01,1.001508383741271241e-01,-3.154229986512387812e-02
3.151177830794329893e+00,1.394994773388742892e+00,6.338506629305151741e-01,1.592047251304217426e+00,2.243952031842367800e-01
1.092267272529566924e+01,2.172828969393048038e+00,6.595688385848156310e-01,7.076226987604120611e-01,-3.630539064432065921e-03
1.180612820181313971e+01,2.650811057302675522e+00,7.184109969525572792e-01,4.731513093354964283e-01,-3.695429671052868903e-02
1.085502531217550626e+01,1.879112762981504314e+00,6.172203562129251475e-01,1.183039297099278686e+00,9.213722008398993191e-02
1.264936888113007285e+01,5.440579097918645246e-01,5.065967054399729275e-01,1.930478291599575069e+00,3.121900053710741640e-01
1.767522579866136212e+01,1.118168535629344040e+00,8.794963466183464140e-01,9.557791174073507756e-01,7.488464272647785136e-02
1.057989205394652288e+01,2.029131621963455423e+00,6.811721679721820522e-01,1.841708029411774694e+00,3.303573394240610916e-01
8.203805895297502815e+00,8.941987870889879231e-01,6.808771613957944613e-01,1.758223233669949925e+00,3.133169173918209371e-01
5.874881349028127531e+00,6.801403051260250798e-01,5.180869710144052620e-01,8.554637107411425800e-01,1.954389858691884738e-02
6.830086206643570357e+00,2.974737567651756454e+00,6.039761431408747772e-01,3.628894385465636918e-01,-4.079690991463443689e-02
1.165533401382165124e+01,5.002700170023286486e-01,7.058175397700358067e-01,1.524113495043581290e+00,2.383167884034061157e-01
1.611207448216091720e+01,5.656664213637564442e-01,6.774328528802636695e-01,1.905822939760598134e+00,3.874301808308312500e-01
9.381299568708753256e+00,7.200068891620219347e-01,7.197740068271040181e-01,1.986419201040164895e-01,-6.616996235133014437e-02
1.774484218863673579e+00,2.260100412342182175e+00,6.014862657787141131e-01,1.124065433039163064e+00,1.430229877122431437e-01
4.574935571112633603e+00,5.186708868762502922e-01,7.264579105504825884e-01,6.483708550068409959e-01,-2.026258158678283933e-02
2.722392435074216355e+00,2.109005372336614226e+00,6.297031182720060905e-01,1.165881858946800520e+00,1.094484600099323857e-01
7.333524866565787725e+00,2.681505723596615098e+00,7.265378887897828708e-01,1.154416155708578362e+00,9.713128237175785995e-02
1.400315650334790973e+01,2.757783135899078530e+00,5.197238697002466434e-01,1.633401462501685053e+00,2.007363508183859779e-01
1.222357990619252632e+01,7.621727544858432069e-01,5.828005373171876169e-01,1.399537874709834373e+00,1.513399030016426838e-01
1.358042420920657456e+01,1.110816307515630985e+00,6.697063448569302579e-01,1.625707465286633679e+00,2.501051502765956336e-01
9.637307487488723012e+00,9.313343544149300657e-01,7.622265911245588166e-01,3.077791645518864194e-01,-6.313848978169865622e-02
3.085830202071033312e+00,1.959863661955498326e+00,6.347394723996726551e-01,1.864362060483715444e+00,3.264568658986042315e-01
6.628863145747514452e+00,2.601942709018628452e+00,7.661222374273045643e-01,1.238127383121000902e+00,1.316967556291790409e-01
1.070824909950755455e+01,9.051035778952252198e-01,6.390592281003619757e-01,3.950493663806842193e-01,-4.310071519839897558e-02
1.044613433638041933e+01,1.580711104259089339e+00,8.591881223724319172e-01,1.982483530229444790e+00,5.877549455737307582e-01
5.629566369775847789e+00,1.447379056093263117e+00,8.703201158059328257e-01,5.833640704706788416e-01,-2.675013318499986498e-02
1.668072960517031333e+01,1.945045963247343135e+00,5.731415155557050278e-01,9.574824202759806280e-01,3.863336358416616378e-02
9.232953383753759624e+00,2.093816981768637397e+00,8.979999127988695928e-01,1.716385498321904235e+00,4.447228216063992545e-01
1.706366637805292541e+01,1.933748754263940217e+00,7.824625815696106823e-01,6.421123457486325181e-01,-1.682120964089740822e-02
6.044359976298718351e+00,1.797296475535389071e+00,7.668755779504058401e-01,2.400875946901137592e-01,-6.114978253655067864e-02
1.889685213158946908e+01,1.998475076497477687e+00,6.430354036007615015e-01,2.453276289254879561e-01,-5.184962119435033295e-02
3.125289581623277524e+00,7.758292281341676588e-01,6.603933165250364112e-01,1.392605140676909325e+00,1.611074077849597441e-01
1.561446731978035629e+01,8.193618544375831370e-01,7.611024963410111255e-01,5.866080627852864326e-01,-2.750609817692831888e-02
1.383542607184667261e+00,1.889450292371147144e+00,5.181849143490262488e-01,4.473992415419345559e-01,4.193923742831968254e-02
5.490092607288709736e+00,9.906794722876659520e-01,7.853260204518834886e-01,1.515272958618175458e+00,2.611498788386469871e-01
1.754051278189367125e+01,1.903587186949105670e+00,5.039003659055789619e-01,1.712030570113872718e+00,2.254924295136680745e-01
7.651994996414456018e+00,2.374995790049466926e+00,7.268563053808069219e-01,1.206234244518238130e+00,1.132124446626259356e-01
1.871711036811693418e+01,2.520354319011281152e+00,8.814880253942726229e-01,8.028761622465016012e-01,1.877531790144375268e-02
1.865892301183427904e+01,8.185381438316006175e-01,5.947839481506398407e-01,1.777724697946339472e+00,2.826855274107967220e-01
1.620365896097660041e+01,7.023398727759645466e-01,8.119166918838540692e-01,1.845112055623293612e+00,4.850920791525750175e-01
8.526003535271499345e+00,6.074417015076400972e-01,7.966150459864068667e-01,1.028452334632992571e+00,8.447656470085944391e-02
1.730710156528357047e+01,1.695574286723822599e+00,6.880975355444134411e-01,1.717418255109136371e+00,2.863309809834917452e-01
9.684982401647568295e+00,8.537064105707596884e-01,8.291188644567131227e-01,1.828264893672907565e+00,4.860337191054009409e-01
3.397271706626928456e+00,2.566911632729620418e+00,5.128297380257329507e-01,1.902795907960937560e+00,2.915972023894108367e-01
1.718720900946438945e+01,1.082046126344967885e+00,6.676103810119704551e-01,2.537325320978192078e-01,-5.549885842598017982e-02
1.650868738401602087e+01,1.618108770332181479e+00,8.982769790162183909e-01,1.409478072036332241e+00,2.839787387432674004e-01
3.575743368593782279e+00,1.199766914550836283e+00,7.072833104167420837e-01,1.207814049533455059e+00,1.192470237992805382e-01
1.746400382259069772e+01,9.916934613733142667e-01,6.678881338123133782e-01,5.864835246368904631e-01,-2.254367325387972298e-02
1.086029800897127373e+01,2.853907470011409764e+00,5.164627991803567575e-01,3.253462530040407974e-01,-4.002620364856678686e-02
1.512822441173134536e+01,6.805104838295610303e-01,6.418985079240351332e-01,1.734603458279866950e-01,-5.858135560862340330e-02
6.095344395193528442e+00,2.330591012958320718e+00,7.105822399782691923e-01,5.906073349502936054e-01,-2.048255653565466197e-02
5.093768192611343615e+00,1.136634562445363095e+00,6.610157725223262393e-01,1.601905472168577704e+00,2.370355028689443699e-01
1.711794348324588455e+01,7.551368890679597268e-01,7.341122226886387381e-01,6.845751652761806749e-01,-8.904431224581101090e-03
1.240406216311334653e+01,9.232987381269450733e-01,6.184205442558569077e-01,1.083561358046183587e+00,7.090903236154910694e-02
3.806403846564378579e+00,1.451997413755007793e+00,5.962413961790486994e-01,1.323285906630939701e+00,1.296954200307439964e-01
7.951531638782427081e+00,2.129043996432399499e+00,5.619776462441496978e-01,2.813054075007728749e-01,-4.500960044502372304e-02
1.732168054620778008e+01,2.217719224045660020e+00,7.710368466667536502e-01,1.334513295869379945e+00,1.665990355930323796e-01
9.897388052568784289e+00,7.947067818285115104e-01,7.034903804425018947e-01,6.530657685461944695e-01,-1.375870809945862333e-02
7.400205016635474919e+00,1.549411703984141742e+00,8.594514257672148938e-01,1.973470068818492518e+00,5.796616735096895567e-01
7.478123432796587089e+00,7.908335996505104770e-01,6.435068954334272062e-01,7.224244774540473646e-01,-1.321524195773610133e-03
1.666823984244538792e+01,9.683213676630809674e-01,8.094060810269897432e-01,6.580808749986931661e-01,-1.620146820893864775e-02
9.631681523256007793e+00,1.077564509677815696e+00,7.706951429950293919e-01,1.151588629331403713e+00,1.147508150308193947e-01
1.901871655195979827e+01,2.840886991105364690e+00,8.484896657219963556e-01,1.975625949916558932e+00,5.108113083430348977e-01
6.931802867129894352e+00,1.197873885715740716e+00,7.541462025906523481e-01,1.680128851209894414e+00,3.154772566570550607e-01
1.537312625421261991e+01,9.786855188720268162e-01,7.144200711227931544e-01,1.460380835904470542e+00,2.072384133120794281e-01
6.428404361123038591e+00,2.957757645906190724e+00,6.917813712483071864e-01,3.668701540924249049e-01,-4.442779109765360168e-02
1.558893723754053973e+01,2.233296387435759200e+00,6.577268045994268952e-01,1.479471764445697168e+00,1.836194104977494634e-01
1.334361553068792672e+00,1.579925483152903931e+00,5.980437019106970009e-01,1.743026805041164140e+00,3.044091490074664064e-01
3.466598649670088683e+00,2.890781173883457900e+00,7.630287877624863935e-01,1.517414584453643966e+00,2.590648469674795007e-01
5.925881224061049224e+00,2.652161798698880801e+00,8.784432422238707128e-01,1.211142514976601525e+00,1.705821344485437263e-01
1.753174732799728375e+01,2.825010031383135889e+00,8.261471814100237454e-01,4.298482547642711316e-01,-5.031488230580405396e-02
7.127469150585263868e+00,2.099622109721609675e+00,5.815784475386853725e-01,1.792786519280803903e+00,2.716149834673173835e-01
1.018698528281550608e+01,1.135252328232919439e+00,6.565947921047536884e-01,7.861115100161170099e-01,9.814544073438985494e-03
3.033845880850035925e+00,2.547784923597021134e+00,8.990633488803599915e-01,7.478703173463027154e-01,1.455435591879185309e-01
1.176688743437370377e+01,2.557597453589221637e+00,5.735170079076982175e-01,2.997185866869371274e-01,-4.408173055039386196e-02
2.823896144924284979e+00,2.131321720627266103e+00,6.745657045400497154e-01,4.749609029625678769e-01,-3.058452265213888743e-03
3.690444418639346136e+00,2.943023822770153508e+00,8.019344836019516309e-01,1.453186284069557521e+00,2.551356937020714533e-01
1.621847550863044773e+01,1.514016626414439681e+00,8.831584317076113244e-01,1.172226433455838324e+00,1.582871103140547631e-01
5.634295438609616014e+00,1.474278278612373150e+00,5.063011660078551301e-01,1.273851786166722011e+00,1.036074565818028148e-01
2.163820510738116543e+00,2.705941697189627959e+00,6.410659039392585523e-01,8.693860492036873389e-01,8.992485216533949166e-02
1.243467272447025707e+01,1.368588813526087966e+00,7.413613509757452924e-01,1.029853979217985938e+00,7.000845027032731593e-02
3.783502964392917889e+00,2.924347430694887340e+00,5.537935133643966390e-01,1.885872446127572655e+00,2.948804788932523069e-01
2.003517751132191105e+00,2.758716420504863986e+00,8.291129172269331438e-01,1.696580375273115227e+00,4.913132048809417118e-01
1.678049401404749474e+01,2.175386852112268787e+00,5.426998844323682736e-01,7.155554122147806950e-01,-2.069066146775690174e-03
8.546473598129047389e+00,2.762946717539597863e+00,7.161407531795321857e-01,1.062614859331408201e+00,7.074392969743345527e-02
1.744402644536301494e+01,8.697110594764776437e-01,6.599953552881563379e-01,5.558397583331508018e-01,-2.656701916451282772e-02
1.513659789300489678e+01,2.216540264521100756e+00,7.488476808687232200e-01,1.780415339267885200e+00,3.377881334228997612e-01
4.818316569809028671e+00,2.391992976215257194e+00,6.640403888858874559e-01,3.088413790216623656e-01,-4.549173170727282417e-02
2.611414621833865191e+00,1.161885252118985967e+00,6.810070355242673346e-01,7.063799700628419220e-01,1.118035341048619763e-02
4.255787795732494772e+00,8.910029910635250960e-01,8.476845140689446279e-01,3.897152697839055824e-01,-7.338010470073276503e-02
1.039702312487635538e+01,5.130094460165977033e-01,5.798055502457789556e-01,9.020975367384034271e-01,3.006523426644900840e-02
7.797214651879374792e+00,1.414101491826531332e+00,6.698804331988819083e-01,1.522271525312373974e+00,2.082046170983827826e-01
1.680765882021220392e+01,1.982160798532060397e+00,8.268191010690649767e-01,1.840121986263434595e+00,4.366319662368720600e-01
9.915576018017940640e+00,2.075700201973258441e+00,6.862274353509254521e-01,8.506488033312762376e-01,2.213139020687792530e-02
1.154024430843263005e+01,1.002306644584769479e+00,7.970259105598963556e-01,1.255150668128062641e+00,1.621581867304193736e-01
8.361592644690633236e+00,2.321354176427692373e+00,6.859939953615789010e-01,1.228728492562991992e+00,1.124672003094488587e-01
1.534310642893490240e+01,1.209681451009824382e+00,8.997752645253077608e-01,2.876761534910815543e-01,-9.426389966467160764e-02
1.408985603443730561e+01,2.687460751406064219e+00,6.146158352679746972e-01,1.751553804302880657e+00,2.628348658948720939e-01
1.402967434742924446e+01,2.073806931858491076e+00,7.387512523659648389e-01,1.437468603934149991e+00,1.942731911616464302e-01
1.566029337964537049e+01,2.898835294787523775e+00,7.661306161955639960e-01,9.594364321732173906e-01,4.954845158665385080e-02
8.573516445625006810e+00,1.524874905492589638e+00,6.519069251506408591e-01,5.288744228953697890e-01,-2.862805936125017645e-02
3.262630983555481201e+00,1.015183568282749915e+00,6.239738265251691951e-01,1.585159799682620274e-01,-5.193395306168722275e-02
1.654073543881684216e+01,2.173720845891812470e+00,8.307697700426417420e-01,1.983455609654017238e+00,5.178314508828263385e-01
7.564927225660396104e+00,2.356632601440880936e+00,8.824250797768504739e-01,3.834562815082231402e-01,-5.843303886081109566e-02
1.414348970507270131e+01,2.129492163699174601e+00,7.509423709319853479e-01,7.613179741775721876e-01,5.979469967898741467e-03
1.978085227811677882e+01,1.128224745068798995e+00,8.793024541108801495e-01,1.683769176137121848e+00,4.524597857572003612e-01
1.433347297345091498e+01,9.243386954782533138e-01,5.047612903934113326e-01,1.157755156017587606e+00,7.770262556421646261e-02
