S,theta
7.290752567845137921e-01,1.003486511222490413e-01
7.303184989882939293e-01,1.003504370618533009e-01
7.315638612080299641e-01,1.003522321462170797e-01
7.328113470588399903e-01,1.003540364221285758e-01
7.340609601620068370e-01,1.003558499366149631e-01
7.353127041449887269e-01,1.003576727369437094e-01
7.365665826414289352e-01,1.003595048706236725e-01
7.378225992911680020e-01,1.003613463854064192e-01
7.390807577402522810e-01,1.003631973292874180e-01
7.403410616409458189e-01,1.003650577505072750e-01
7.416035146517403476e-01,1.003669276975530517e-01
7.428681204373669411e-01,1.003688072191594172e-01
7.441348826688052309e-01,1.003706963643099664e-01
7.454038050232946189e-01,1.003725951822385387e-01
7.466748911843456016e-01,1.003745037224303555e-01
7.479481448417492073e-01,1.003764220346234082e-01
7.492235696915892085e-01,1.003783501688097352e-01
7.505011694362516694e-01,1.003802881752366705e-01
7.517809477844358268e-01,1.003822361044081762e-01
7.530629084511655247e-01,1.003841940070861471e-01
7.543470551577992067e-01,1.003861619342917011e-01
7.556333916320416844e-01,1.003881399373064975e-01
7.569219216079537960e-01,1.003901280676741253e-01
7.582126488259640640e-01,1.003921263772013656e-01
7.595055770328789091e-01,1.003941349179595377e-01
7.608007099818947516e-01,1.003961537422858874e-01
7.620980514326074484e-01,1.003981829027849187e-01
7.633976051510240612e-01,1.004002224523297265e-01
7.646993749095732928e-01,1.004022724440633979e-01
7.660033644871168113e-01,1.004043329314003863e-01
7.673095776689606851e-01,1.004064039680278575e-01
7.686180182468651534e-01,1.004084856079071192e-01
7.699286900190563943e-01,1.004105779052749670e-01
7.712415967902375158e-01,1.004126809146451971e-01
7.725567423715994364e-01,1.004147946908098138e-01
7.738741305808324311e-01,1.004169192888406670e-01
7.751937652421363456e-01,1.004190547640907011e-01
7.765156501862324756e-01,1.004212011721955095e-01
7.778397892503741140e-01,1.004233585690747083e-01
7.791661862783579862e-01,1.004255270109333659e-01
7.804948451205359072e-01,1.004277065542634739e-01
7.818257696338246632e-01,1.004298972558454878e-01
7.831589636817186673e-01,1.004320991727496309e-01
7.844944311342996190e-01,1.004343123623374912e-01
7.858321758682498270e-01,1.004365368822634913e-01
7.871722017668610905e-01,1.004387727904763050e-01
7.885145127200479109e-01,1.004410201452204665e-01
7.898591126243573735e-01,1.004432790050377722e-01
7.912060053829813588e-01,1.004455494287687933e-01
7.925551949057678680e-01,1.004478314755545137e-01
7.939066851092317911e-01,1.004501252048377036e-01
7.952604799165666760e-01,1.004524306763645847e-01
7.966165832576558303e-01,1.004547479501862600e-01
7.979749990690838679e-01,1.004570770866603235e-01
7.993357312941490322e-01,1.004594181464524838e-01
8.006987838828726334e-01,1.004617711905379379e-01
8.020641607920125926e-01,1.004641362802032034e-01
8.034318659850732125e-01,1.004665134770474505e-01
8.048019034323182774e-01,1.004689028429842090e-01
8.061742771107814898e-01,1.004713044402430061e-01
8.075489910042780162e-01,1.004737183313709481e-01
8.089260491034168110e-01,1.004761445792342195e-01
8.103054554056111636e-01,1.004785832470198592e-01
8.116872139150916876e-01,1.004810343982373150e-01
8.130713286429165354e-01,1.004834980967201086e-01
8.144578036069838323e-01,1.004859744066274180e-01
8.158466428320431119e-01,1.004884633924458259e-01
8.172378503497067515e-01,1.004909651189909436e-01
8.186314301984627395e-01,1.004934796514090484e-01
8.200273864236848897e-01,1.004960070551787765e-01
8.214257230776457197e-01,1.004985473961128722e-01
8.228264442195272199e-01,1.005011007403598250e-01
8.242295539154342876e-01,1.005036671544055488e-01
8.256350562384044967e-01,1.005062467050752140e-01
8.270429552684213093e-01,1.005088394595347878e-01
8.284532550924254002e-01,1.005114454852929773e-01
8.298659598043264252e-01,1.005140648502028111e-01
8.312810735050158994e-01,1.005166976224634023e-01
8.326986003023774119e-01,1.005193438706217940e-01
8.341185443112998366e-01,1.005220036635746383e-01
8.355409096536888791e-01,1.005246770705700565e-01
8.369657004584786231e-01,1.005273641612093038e-01
8.383929208616449635e-01,1.005300650054486850e-01
8.398225750062155992e-01,1.005327796736012747e-01
8.412546670422834660e-01,1.005355082363387637e-01
8.426892011270180616e-01,1.005382507646932905e-01
8.441261814246785455e-01,1.005410073300592316e-01
8.455656121066242870e-01,1.005437780041950474e-01
8.470074973513282979e-01,1.005465628592251831e-01
8.484518413443885576e-01,1.005493619676418315e-01
8.498986482785403362e-01,1.005521754023069037e-01
8.513479223536692952e-01,1.005550032364538465e-01
8.527996677768220346e-01,1.005578455436895030e-01
8.542538887622194155e-01,1.005607023979960685e-01
8.557105895312685506e-01,1.005635738737329504e-01
8.571697743125746838e-01,1.005664600456387114e-01
8.586314473419548454e-01,1.005693609888329704e-01
8.600956128624479557e-01,1.005722767788183730e-01
8.615622751243288135e-01,1.005752074914824518e-01
8.630314383851196425e-01,1.005781532030996656e-01
8.645031069096033027e-01,1.005811139903333151e-01
8.659772849698347263e-01,1.005840899302375552e-01
8.674539768451534627e-01,1.005870811002593096e-01
8.689331868221966682e-01,1.005900875782403531e-01
8.704149191949109854e-01,1.005931094424191985e-01
8.718991782645655331e-01,1.005961467714332341e-01
8.733859683397640072e-01,1.005991996443206665e-01
8.748752937364568938e-01,1.006022681405225327e-01
8.763671587779547911e-01,1.006053523398848376e-01
8.778615677949400675e-01,1.006084523226605520e-01
8.793585251254808499e-01,1.006115681695116115e-01
8.808580351150417931e-01,1.006146999615110810e-01
8.823601021164977354e-01,1.006178477801452503e-01
8.838647304901462443e-01,1.006210117073156329e-01
8.853719246037206059e-01,1.006241918253411721e-01
8.868816888324014824e-01,1.006273882169602535e-01
8.883940275588305679e-01,1.006306009653329392e-01
8.899089451731229117e-01,1.006338301540430219e-01
8.914264460728793527e-01,1.006370758671002036e-01
8.929465346632007305e-01,1.006403381889422327e-01
8.944692153566985438e-01,1.006436172044371524e-01
8.959944925735091603e-01,1.006469129988853684e-01
8.975223707413063634e-01,1.006502256580218829e-01
8.990528542953137858e-01,1.006535552680185297e-01
9.005859476783188988e-01,1.006569019154861522e-01
9.021216553406846694e-01,1.006602656874768242e-01
9.036599817403627721e-01,1.006636466714861261e-01
9.052009313429069115e-01,1.006670449554552954e-01
9.067445086214860339e-01,1.006704606277736141e-01
9.082907180568962069e-01,1.006738937772805598e-01
9.098395641375746079e-01,1.006773444932681782e-01
9.113910513596121810e-01,1.006808128654832907e-01
9.129451842267666262e-01,1.006842989841298802e-01
9.145019672504761665e-01,1.006878029398713126e-01
9.160614049498713163e-01,1.006913248238327507e-01
9.176235018517890918e-01,1.006948647276034586e-01
9.191882624907858901e-01,1.006984227432391049e-01
9.207556914091501454e-01,1.007019989632641915e-01
9.223257931569168733e-01,1.007055934806743575e-01
9.238985722918791055e-01,1.007092063889389044e-01
9.254740333796021012e-01,1.007128377820029619e-01
9.270521809934365587e-01,1.007164877542900960e-01
9.286330197145321597e-01,1.007201564007046968e-01
9.302165541318500042e-01,1.007238438166342676e-01
9.318027888421765992e-01,1.007275500979520483e-01
9.333917284501369593e-01,1.007312753410194023e-01
9.349833775682081516e-01,1.007350196426882311e-01
9.365777408167327289e-01,1.007387831003035417e-01
9.381748228239319420e-01,1.007425658117058753e-01
9.397746282259188400e-01,1.007463678752338748e-01
9.413771616667125919e-01,1.007501893897267548e-01
9.429824277982510328e-01,1.007540304545268411e-01
9.445904312804053182e-01,1.007578911694821111e-01
9.462011767809922480e-01,1.007617716349488018e-01
9.478146689757883658e-01,1.007656719517938809e-01
9.494309125485432821e-01,1.007695922213977385e-01
9.510499121909944398e-01,1.007735325456566577e-01
9.526716726028786608e-01,1.007774930269855901e-01
9.542961984919474672e-01,1.007814737683205703e-01
9.559234945739800704e-01,1.007854748731215472e-01
9.575535655727969164e-01,1.007894964453748543e-01
9.591864162202745625e-01,1.007935385895960545e-01
9.608220512563574456e-01,1.007976014108324242e-01
9.624604754290732034e-01,1.008016850146658261e-01
9.641016934945459971e-01,1.008057895072152210e-01
9.657457102170098340e-01,1.008099149951395129e-01
9.673925303688237776e-01,1.008140615856402411e-01
9.690421587304839379e-01,1.008182293864643281e-01
9.706946000906386818e-01,1.008224185059067718e-01
9.723498592461018442e-01,1.008266290528135184e-01
9.740079410018676054e-01,1.008308611365841823e-01
9.756688501711231476e-01,1.008351148671747938e-01
9.773325915752634208e-01,1.008393903551007276e-01
9.789991700439050204e-01,1.008436877114394087e-01
9.806685904148998434e-01,1.008480070478332546e-01
9.823408575343502980e-01,1.008523484764924094e-01
9.840159762566216273e-01,1.008567121101977687e-01
9.856939514443572303e-01,1.008610980623036446e-01
9.873747879684924289e-01,1.008655064467408463e-01
9.890584907082683452e-01,1.008699373780195391e-01
9.907450645512472232e-01,1.008743909712321030e-01
9.924345143933246405e-01,1.008788673420561166e-01
9.941268451387456073e-01,1.008833666067573687e-01
9.958220617001171115e-01,1.008878888821927028e-01
9.975201689984245501e-01,1.008924342858130846e-01
9.992211719630438305e-01,1.008970029356665438e-01
1.000925075531756248e+00,1.009015949504012549e-01
1.002631884650764693e+00,1.009062104492685075e-01
1.004341604274704869e+00,1.009108495521257587e-01
1.006054239366661829e+00,1.009155123794397008e-01
1.007769794898184301e+00,1.009201990522893139e-01
1.009488275849298011e+00,1.009249096923689748e-01
1.011209687208521002e+00,1.009296444219915379e-01
1.012934033972878067e+00,1.009344033640914295e-01
1.014661321147914963e+00,1.009391866422278822e-01
1.016391553747712395e+00,1.009439943805879453e-01
1.018124736794903118e+00,1.009488267039897191e-01
1.019860875320682592e+00,1.009536837378856161e-01
1.021599974364826746e+00,1.009585656083653304e-01
1.023342038975704860e+00,1.009634724421593216e-01
1.025087074210295768e+00,1.009684043666417841e-01
1.026835085134200298e+00,1.009733615098340892e-01
1.028586076821658812e+00,1.009783440004079630e-01
1.030340054355562973e+00,1.009833519676887476e-01
1.032097022827473287e+00,1.009883855416586901e-01
1.033856987337630873e+00,1.009934448529603013e-01
1.035619952994976334e+00,1.009985300328996166e-01
1.037385924917159974e+00,1.010036412134495964e-01
1.039154908230560226e+00,1.010087785272534289e-01
1.040926908070296308e+00,1.010139421076279298e-01
1.042701929580244657e+00,1.010191320885669292e-01
1.044479977913052915e+00,1.010243486047446571e-01
1.046261058230155028e+00,1.010295917915192271e-01
1.048045175701786791e+00,1.010348617849359809e-01
1.049832335506999614e+00,1.010401587217310548e-01
1.051622542833678065e+00,1.010454827393347521e-01
1.053415802878551633e+00,1.010508339758751234e-01
1.055212120847212054e+00,1.010562125701813529e-01
1.057011501954127963e+00,1.010616186617874640e-01
1.058813951422659327e+00,1.010670523909356772e-01
1.060619474485073654e+00,1.010725138985801158e-01
1.062428076382560649e+00,1.010780033263902616e-01
1.064239762365247088e+00,1.010835208167546601e-01
1.066054537692212145e+00,1.010890665127844729e-01
1.067872407631504483e+00,1.010946405583171143e-01
1.069693377460154915e+00,1.011002430979198730e-01
1.071517452464192388e+00,1.011058742768937008e-01
1.073344637938660417e+00,1.011115342412766960e-01
1.075174939187631518e+00,1.011172231378480169e-01
1.077008361524223190e+00,1.011229411141314483e-01
1.078844910270612800e+00,1.011286883183992180e-01
1.080684590758053343e+00,1.011344648996757856e-01
1.082527408326888319e+00,1.011402710077414363e-01
1.084373368326568388e+00,1.011461067931363339e-01
1.086222476115666691e+00,1.011519724071641563e-01
1.088074737061892838e+00,1.011578680018959953e-01
1.089930156542110451e+00,1.011637937301741869e-01
1.091788739942351372e+00,1.011697497456161832e-01
1.093650492657832318e+00,1.011757362026184798e-01
1.095515420092969761e+00,1.011817532563604183e-01
1.097383527661396352e+00,1.011878010628082525e-01
1.099254820785976028e+00,1.011938797787190064e-01
1.101129304898819550e+00,1.011999895616444295e-01
1.103006985441301824e+00,1.012061305699350905e-01
1.104887867864075446e+00,1.012123029627442355e-01
1.106771957627088021e+00,1.012185069000318960e-01
1.108659260199597707e+00,1.012247425425689545e-01
1.110549781060188979e+00,1.012310100519411699e-01
1.112443525696788615e+00,1.012373095905531872e-01
1.114340499606681245e+00,1.012436413216328268e-01
1.116240708296525996e+00,1.012500054092350665e-01
1.118144157282371376e+00,1.012564020182461777e-01
1.120050852089674143e+00,1.012628313143880132e-01
1.121960798253310854e+00,1.012692934642220183e-01
1.123874001317597404e+00,1.012757886351536019e-01
1.125790466836303683e+00,1.012823169954362862e-01
1.127710200372670668e+00,1.012888787141758978e-01
1.129633207499425085e+00,1.012954739613349947e-01
1.131559493798796945e+00,1.013021029077369461e-01
1.133489064862535312e+00,1.013087657250704432e-01
1.135421926291924288e+00,1.013154625858936758e-01
1.137358083697799005e+00,1.013221936636387460e-01
1.139297542700563826e+00,1.013289591326160671e-01
1.141240308930205893e+00,1.013357591680187492e-01
1.143186388026313338e+00,1.013425939459269287e-01
1.145135785638090375e+00,1.013494636433123069e-01
1.147088507424375514e+00,1.013563684380425767e-01
1.149044559053655989e+00,1.013633085088859048e-01
1.151003946204085526e+00,1.013702840355153872e-01
1.152966674563500327e+00,1.013772951985136422e-01
1.154932749829435279e+00,1.013843421793773625e-01
1.156902177709142387e+00,1.013914251605217420e-01
1.158874963919604317e+00,1.013985443252853058e-01
1.160851114187552824e+00,1.014056998579342672e-01
1.162830634249485184e+00,1.014128919436673715e-01
1.164813529851680851e+00,1.014201207686203920e-01
1.166799806750217661e+00,1.014273865198709601e-01
1.168789470710989598e+00,1.014346893854431164e-01
1.170782527509722115e+00,1.014420295543122102e-01
1.172778982931989455e+00,1.014494072164094096e-01
1.174778842773232856e+00,1.014568225626267389e-01
1.176782112838775207e+00,1.014642757848217280e-01
1.178788798943838589e+00,1.014717670758221724e-01
1.180798906913561819e+00,1.014792966294311427e-01
1.182812442583016654e+00,1.014868646404317176e-01
1.184829411797225562e+00,1.014944713045918961e-01
1.186849820411177259e+00,1.015021168186695660e-01
1.188873674289845583e+00,1.015098013804173888e-01
1.190900979308204377e+00,1.015175251885877816e-01
1.192931741351246133e+00,1.015252884429378721e-01
1.194965966313999761e+00,1.015330913442345495e-01
1.197003660101545020e+00,1.015409340942594746e-01
1.199044828629031834e+00,1.015488168958141035e-01
1.201089477821696283e+00,1.015567399527248227e-01
1.203137613614879475e+00,1.015647034698480555e-01
1.205189241954042423e+00,1.015727076530753420e-01
1.207244368794785139e+00,1.015807527093385149e-01
1.209303000102863512e+00,1.015888388466149178e-01
1.211365141854205518e+00,1.015969662739325818e-01
1.213430800034930979e+00,1.016051352013754155e-01
1.215499980641366440e+00,1.016133458400885481e-01
1.217572689680063380e+00,1.016215984022835056e-01
1.219648933167816196e+00,1.016298931012435958e-01
1.221728717131679520e+00,1.016382301513292369e-01
1.223812047608985099e+00,1.016466097679832870e-01
1.225898930647359997e+00,1.016550321677364283e-01
1.227989372304743476e+00,1.016634975682125380e-01
1.230083378649405201e+00,1.016720061881342674e-01
1.232180955759963670e+00,1.016805582473283148e-01
1.234282109725401089e+00,1.016891539667310329e-01
1.236386846645084248e+00,1.016977935683939238e-01
1.238495172628779395e+00,1.017064772754891905e-01
1.240607093796672666e+00,1.017152053123152045e-01
1.242722616279385406e+00,1.017239779043022235e-01
1.244841746217994150e+00,1.017327952780180400e-01
1.246964489764046613e+00,1.017416576611733930e-01
1.249090853079580565e+00,1.017505652826279083e-01
1.251220842337140926e+00,1.017595183723957325e-01
1.253354463719800194e+00,1.017685171616511258e-01
1.255491723421172212e+00,1.017775618827343881e-01
1.257632627645433265e+00,1.017866527691575623e-01
1.259777182607338952e+00,1.017957900556102496e-01
1.261925394532243061e+00,1.018049739779654239e-01
1.264077269656114444e+00,1.018142047732854411e-01
1.266232814225555670e+00,1.018234826798277287e-01
1.268392034497821896e+00,1.018328079370508371e-01
1.270554936740837082e+00,1.018421807856203787e-01
1.272721527233215522e+00,1.018516014674149955e-01
1.274891812264276281e+00,1.018610702255323686e-01
1.277065798134063401e+00,1.018705873042952265e-01
1.279243491153364332e+00,1.018801529492574937e-01
1.281424897643727912e+00,1.018897674072102855e-01
1.283610023937482358e+00,1.018994309261880976e-01
1.285798876377754363e+00,1.019091437554749957e-01
1.287991461318486408e+00,1.019189061456106382e-01
1.290187785124456310e+00,1.019287183483967296e-01
1.292387854171296535e+00,1.019385806169030434e-01
1.294591674845509521e+00,1.019484932054738197e-01
1.296799253544489217e+00,1.019584563697340102e-01
1.299010596676538398e+00,1.019684703665956760e-01
1.301225710660887325e+00,1.019785354542642464e-01
1.303444601927712831e+00,1.019886518922450136e-01
1.305667276918156539e+00,1.019988199413495167e-01
1.307893742084343724e+00,1.020090398637019530e-01
1.310124003889401756e+00,1.020193119227457562e-01
1.312358068807479183e+00,1.020296363832499664e-01
1.314595943323765725e+00,1.020400135113159884e-01
1.316837633934508256e+00,1.020504435743839339e-01
1.319083147147031898e+00,1.020609268412394216e-01
1.321332489479758232e+00,1.020714635820200722e-01
1.323585667462223947e+00,1.020820540682222805e-01
1.325842687635100603e+00,1.020926985727078629e-01
1.328103556550212616e+00,1.021033973697108160e-01
1.330368280770557465e+00,1.021141507348440475e-01
1.332636866870322789e+00,1.021249589451062589e-01
1.334909321434909035e+00,1.021358222788886355e-01
1.337185651060944114e+00,1.021467410159818817e-01
1.339465862356305381e+00,1.021577154375829521e-01
1.341749961940138514e+00,1.021687458263020459e-01
1.344037956442875714e+00,1.021798324661696289e-01
1.346329852506256142e+00,1.021909756426433308e-01
1.348625656783344340e+00,1.022021756426149397e-01
1.350925375938550443e+00,1.022134327544176879e-01
1.353229016647647498e+00,1.022247472678330243e-01
1.355536585597794552e+00,1.022361194740980112e-01
1.357848089487552423e+00,1.022475496659122490e-01
1.360163535026904125e+00,1.022590381374453433e-01
1.362482928937275739e+00,1.022705851843438152e-01
1.364806277951554181e+00,1.022821911037386372e-01
1.367133588814107847e+00,1.022938561942523666e-01
1.369464868280806158e+00,1.023055807560065283e-01
1.371800123119037984e+00,1.023173650906289145e-01
1.374139360107732966e+00,1.023292095012611341e-01
1.376482586037379496e+00,1.023411142925658573e-01
1.378829807710047373e+00,1.023530797707344342e-01
1.381181031939403114e+00,1.023651062434942638e-01
1.383536265550733058e+00,1.023771940201164271e-01
1.385895515380962673e+00,1.023893434114232781e-01
1.388258788278674993e+00,1.024015547297959239e-01
1.390626091104132378e+00,1.024138282891819685e-01
1.392997430729295161e+00,1.024261644051031872e-01
1.395372814037841636e+00,1.024385633946632013e-01
1.397752247925188485e+00,1.024510255765552630e-01
1.400135739298511872e+00,1.024635512710699997e-01
1.402523295076764986e+00,1.024761408001032964e-01
1.404914922190699356e+00,1.024887944871640671e-01
1.407310627582885720e+00,1.025015126573822488e-01
1.409710418207733129e+00,1.025142956375166420e-01
1.412114301031509589e+00,1.025271437559630017e-01
1.414522283032362271e+00,1.025400573427618645e-01
1.416934371200337717e+00,1.025530367296067780e-01
1.419350572537402044e+00,1.025660822498522390e-01
1.421770894057460710e+00,1.025791942385218813e-01
1.424195342786381380e+00,1.025923730323166361e-01
1.426623925762010803e+00,1.026056189696228915e-01
1.429056650034197018e+00,1.026189323905207229e-01
1.431493522664810447e+00,1.026323136367922051e-01
1.433934550727762547e+00,1.026457630519296560e-01
1.436379741309028679e+00,1.026592809811440188e-01
1.438829101506666319e+00,1.026728677713732996e-01
1.441282638430837704e+00,1.026865237712908663e-01
1.443740359203828039e+00,1.027002493313140252e-01
1.446202270960070368e+00,1.027140448036124448e-01
1.448668380846161341e+00,1.027279105421167044e-01
1.451138696020884744e+00,1.027418469025269676e-01
1.453613223655231934e+00,1.027558542423214621e-01
1.456091970932422042e+00,1.027699329207652501e-01
1.458574945047924176e+00,1.027840832989188047e-01
1.461062153209476300e+00,1.027983057396468919e-01
1.463553602637108098e+00,1.028126006076272719e-01
1.466049300563159852e+00,1.028269682693594700e-01
1.468549254232306867e+00,1.028414090931737551e-01
1.471053470901576565e+00,1.028559234492399249e-01
1.473561957840371361e+00,1.028705117095763261e-01
1.476074722330490196e+00,1.028851742480587778e-01
1.478591771666148746e+00,1.028999114404296061e-01
1.481113113154001626e+00,1.029147236643067481e-01
1.483638754113162372e+00,1.029296112991928414e-01
1.486168701875225429e+00,1.029445747264843142e-01
1.488702963784287681e+00,1.029596143294806559e-01
1.491241547196968220e+00,1.029747304933935070e-01
1.493784459482433435e+00,1.029899236053561790e-01
1.496331708022413443e+00,1.030051940544327027e-01
1.498883300211226510e+00,1.030205422316273489e-01
1.501439243455800154e+00,1.030359685298939537e-01
1.503999545175692454e+00,1.030514733441453834e-01
1.506564212803113367e+00,1.030670570712630268e-01
1.509133253782946715e+00,1.030827201101063434e-01
1.511706675572771497e+00,1.030984628615223692e-01
1.514284485642882760e+00,1.031142857283553205e-01
1.516866691476316475e+00,1.031301891154563777e-01
1.519453300568866405e+00,1.031461734296932747e-01
1.522044320429109643e+00,1.031622390799600553e-01
1.524639758578426596e+00,1.031783864771868842e-01
1.527239622551024079e+00,1.031946160343498592e-01
1.529843919893955517e+00,1.032109281664809336e-01
1.532452658167144710e+00,1.032273232906777832e-01
1.535065844943406255e+00,1.032438018261138540e-01
1.537683487808467753e+00,1.032603641940481598e-01
1.540305594360994457e+00,1.032770108178357044e-01
1.542932172212606368e+00,1.032937421229371960e-01
1.545563228987904658e+00,1.033105585369294560e-01
1.548198772324491657e+00,1.033274604895154936e-01
1.550838809872993496e+00,1.033444484125347895e-01
1.553483349297082761e+00,1.033615227399735520e-01
1.556132398273500028e+00,1.033786839079750691e-01
1.558785964492076959e+00,1.033959323548500342e-01
1.561444055655757390e+00,1.034132685210870511e-01
1.564106679480620654e+00,1.034306928493630290e-01
1.566773843695905111e+00,1.034482057845537289e-01
1.569445556044027912e+00,1.034658077737443393e-01
1.572121824280608759e+00,1.034834992662400505e-01
1.574802656174493221e+00,1.035012807135767127e-01
1.577488059507773821e+00,1.035191525695316056e-01
1.580178042075813805e+00,1.035371152901340547e-01
1.582872611687269337e+00,1.035551693336764084e-01
1.585571776164111935e+00,1.035733151607246827e-01
1.588275543341650664e+00,1.035915532341296769e-01
1.590983921068558349e+00,1.036098840190377568e-01
1.593696917206888441e+00,1.036283079829017906e-01
1.596414539632102336e+00,1.036468255954924450e-01
1.599136796233091129e+00,1.036654373289090103e-01
1.601863694912197822e+00,1.036841436575906966e-01
1.604595243585241082e+00,1.037029450583277362e-01
1.607331450181537669e+00,1.037218420102726801e-01
1.610072322643925746e+00,1.037408349949515973e-01
1.612817868928787091e+00,1.037599244962755241e-01
1.615568097006073289e+00,1.037791110005517742e-01
1.618323014859324172e+00,1.037983949964953467e-01
1.621082630485694009e+00,1.038177769752405138e-01
1.623846951895974389e+00,1.038372574303522422e-01
1.626615987114617079e+00,1.038568368578378504e-01
1.629389744179756905e+00,1.038765157561586244e-01
1.632168231143236392e+00,1.038962946262414755e-01
1.634951456070627529e+00,1.039161739714907495e-01
1.637739427041256635e+00,1.039361542977999264e-01
1.640532152148225897e+00,1.039562361135634994e-01
1.643329639498440686e+00,1.039764199296889235e-01
1.646131897212628203e+00,1.039967062596084402e-01
1.648938933425364128e+00,1.040170956192911916e-01
1.651750756285095045e+00,1.040375885272551565e-01
1.654567373954163534e+00,1.040581855045793480e-01
1.657388794608829707e+00,1.040788870749159156e-01
1.660215026439296748e+00,1.040996937645023157e-01
1.663046077649734000e+00,1.041206061021736490e-01
1.665881956458299840e+00,1.041416246193749007e-01
1.668722671097169208e+00,1.041627498501733612e-01
1.671568229812552042e+00,1.041839823312709634e-01
1.674418640864720809e+00,1.042053226020168144e-01
1.677273912528034039e+00,1.042267712044197409e-01
1.680134053090959423e+00,1.042483286831607375e-01
1.682999070856098900e+00,1.042699955856057625e-01
1.685868974140211973e+00,1.042917724618183245e-01
1.688743771274240135e+00,1.043136598645722224e-01
1.691623470603330626e+00,1.043356583493643269e-01
1.694508080486862855e+00,1.043577684744275286e-01
1.697397609298469279e+00,1.043799908007435051e-01
1.700292065426061372e+00,1.044023258920557529e-01
1.703191457271854503e+00,1.044247743148825902e-01
1.706095793252391690e+00,1.044473366385302443e-01
1.709005081798567582e+00,1.044700134351058685e-01
1.711919331355654217e+00,1.044928052795309203e-01
1.714838550383324334e+00,1.045157127495541655e-01
1.717762747355676467e+00,1.045387364257651108e-01
1.720691930761258481e+00,1.045618768916073138e-01
1.723626109103095994e+00,1.045851347333918574e-01
1.726565290898711469e+00,1.046085105403106313e-01
1.729509484680152642e+00,1.046320049044499878e-01
1.732458698994016499e+00,1.046556184208043278e-01
1.735412942401473702e+00,1.046793516872896318e-01
1.738372223478293677e+00,1.047032053047571992e-01
1.741336550814870154e+00,1.047271798770073870e-01
1.744305933016244481e+00,1.047512760108034735e-01
1.747280378702131376e+00,1.047754943158853425e-01
1.750259896506946911e+00,1.047998354049836239e-01
1.753244495079827603e+00,1.048242998938334336e-01
1.756234183084659950e+00,1.048488884011886668e-01
1.759228969200104853e+00,1.048736015488358486e-01
1.762228862119621375e+00,1.048984399616084140e-01
1.765233870551493833e+00,1.049234042674008494e-01
1.768244003218855553e+00,1.049484950971830699e-01
1.771259268859715075e+00,1.049737130850146027e-01
1.774279676226980573e+00,1.049990588680590475e-01
1.777305234088488284e+00,1.050245330865985094e-01
1.780335951227023150e+00,1.050501363840481289e-01
1.783371836440347691e+00,1.050758694069705707e-01
1.786412898541226646e+00,1.051017328050907196e-01
1.789459146357452513e+00,1.051277272313103500e-01
1.792510588731871080e+00,1.051538533417227944e-01
1.795567234522407407e+00,1.051801117956278481e-01
1.798629092602091584e+00,1.052065032555465907e-01
1.801696171859083817e+00,1.052330283872362771e-01
1.804768481196700192e+00,1.052596878597053531e-01
1.807846029533441312e+00,1.052864823452285131e-01
1.810928825803013620e+00,1.053134125193617848e-01
1.814016878954358258e+00,1.053404790609576841e-01
1.817110197951676165e+00,1.053676826521804666e-01
1.820208791774454715e+00,1.053950239785214071e-01
1.823312669417493259e+00,1.054225037288142042e-01
1.826421839890929544e+00,1.054501225952502313e-01
1.829536312220265026e+00,1.054778812733942056e-01
1.832656095446391742e+00,1.055057804621995915e-01
1.835781198625620281e+00,1.055338208640243525e-01
1.838911630829702881e+00,1.055620031846463552e-01
1.842047401145860741e+00,1.055903281332793708e-01
1.845188518676811773e+00,1.056187964225886733e-01
1.848334992540795918e+00,1.056474087687069574e-01
1.851486831871601790e+00,1.056761658912502844e-01
1.854644045818593101e+00,1.057050685133339857e-01
1.857806643546735526e+00,1.057341173615887336e-01
1.860974634236623348e+00,1.057633131661766673e-01
1.864148027084504333e+00,1.057926566608075047e-01
1.867326831302311474e+00,1.058221485827548214e-01
1.870511056117682758e+00,1.058517896728723567e-01
1.873700710773993139e+00,1.058815806756102651e-01
1.876895804530378742e+00,1.059115223390316857e-01
1.880096346661765505e+00,1.059416154148290629e-01
1.883302346458894938e+00,1.059718606583408690e-01
1.886513813228351211e+00,1.060022588285681189e-01
1.889730756292588687e+00,1.060328106881910093e-01
1.892953184989957682e+00,1.060635170035857527e-01
1.896181108674735105e+00,1.060943785448413557e-01
1.899414536717146884e+00,1.061253960857764661e-01
1.902653478503397277e+00,1.061565704039563462e-01
1.905897943435697295e+00,1.061879022807098311e-01
1.909147940932290233e+00,1.062193925011464396e-01
1.912403480427479652e+00,1.062510418541735141e-01
1.915664571371657132e+00,1.062828511325133729e-01
1.918931223231329364e+00,1.063148211327206161e-01
1.922203445489144125e+00,1.063469526551993893e-01
1.925481247643922922e+00,1.063792465042209534e-01
1.928764639210681642e+00,1.064117034879409340e-01
1.932053629720662080e+00,1.064443244184169607e-01
1.935348228721359920e+00,1.064771101116262636e-01
1.938648445776550933e+00,1.065100613874833124e-01
1.941954290466319399e+00,1.065431790698575520e-01
1.945265772387085867e+00,1.065764639865912217e-01
1.948582901151635127e+00,1.066099169695171600e-01
1.951905686389143968e+00,1.066435388544767909e-01
1.955234137745207823e+00,1.066773304813380813e-01
1.958568264881873855e+00,1.067112926940136236e-01
1.961908077477661605e+00,1.067454263404788023e-01
1.965253585227595634e+00,1.067797322727898762e-01
