lr,bsz,D,N,L,L_noisy
3.812953005042859361e-03,8.298909748711024577e+02,7.204119281512405770e+00,4.419475038640712228e-01,1.421426632077872121e+01,1.422043084036249994e+01
8.174756820556929732e-03,1.899038390182266312e+03,1.132228046625155748e+01,6.087103134330338783e+00,1.282591900574204047e+01,1.282860648418200000e+01
7.096502277839470373e-03,4.242551938737736350e+02,1.343877990013975499e+01,3.062267422152664675e-01,1.277912442170675078e+01,1.277790683315807918e+01
4.145281361296298227e-03,9.239842410898820901e+01,1.336882445284623744e+00,2.819618610079625665e+00,1.088330694122334386e+01,1.088720429857011851e+01
7.315361780683242703e-04,2.296666617116079294e+02,1.249887594353473963e+00,6.849422733531589813e+00,1.105977603927610886e+01,1.105913492456142855e+01
3.409321961211075024e-03,4.325660283695861494e+02,3.427093685100912808e+02,9.943591616305590131e-02,1.347489040331019972e+01,1.347251606574130101e+01
2.935381985552234043e-04,1.489321871526994698e+02,9.960550554777699972e+02,1.962255685092736623e+00,7.418441932685314377e+00,7.419787986760674414e+00
6.428318055412047052e-03,1.123870118982637649e+02,6.586244416999793572e+00,5.529124007657697071e+00,8.157125744111532128e+00,8.157409156655631932e+00
3.626340733754898995e-04,7.349260111122196122e+02,6.627125358135591568e+02,1.467191531085927925e-01,1.255323048698115507e+01,1.255609148608294490e+01
9.136280450660047570e-03,1.538605072316986025e+03,2.123627615012582837e+01,7.145188787655934459e-02,1.968171100275480256e+01,1.968006178766236047e+01
4.012051599727758217e-04,4.915235227860245573e+02,2.140163245669664889e+02,8.427141642641442942e+00,5.920656960917550116e+00,5.921801471410533146e+00
3.374166843700489630e-04,2.074257864150212924e+02,7.137799507129551024e+00,7.348635633265445222e+00,8.023458961804671219e+00,8.025362609803176284e+00
4.706032087968384280e-04,1.812035982219560310e+03,4.550575156902893070e+01,1.712217828236360040e+00,1.060343809583785557e+01,1.060427223251650730e+01
9.338643362911754238e-04,6.806677314297876364e+02,1.381882760882006878e+01,9.996815981154716368e-01,1.106036771635987925e+01,1.106028076576360597e+01
2.514208480480906020e-04,1.838281403516968794e+03,2.147014158260459826e+00,3.537410203771234940e+00,1.591287203055004262e+01,1.591077917542776987e+01
3.368576263290421553e-04,1.608090357757769880e+03,1.570959318547678230e+01,2.453619644787813636e-01,1.554064654845807958e+01,1.554335780383214605e+01
5.867770734724251508e-03,2.746765774641358462e+02,1.299728694597414176e+02,1.275084433659885719e-01,1.243342355891102358e+01,1.243383523241196009e+01
7.288524725832374457e-03,4.378522476027436596e+02,6.324911513362213356e+00,4.637043371398641867e+00,9.874261222993469644e+00,9.875750134910996181e+00
2.045312936373502855e-04,2.172790068889651991e+02,6.929728997208263763e+01,2.288228968628454596e-01,1.110897201529641620e+01,1.110791968057383450e+01
7.633126378108699142e-04,3.343578188647176717e+02,1.932813980207412499e+02,1.952531223322782616e-01,1.127066096639945947e+01,1.127070000147168649e+01
6.913418016500250552e-04,4.887366128028860999e+02,9.960085852547194918e+00,8.971970570584300475e+00,8.379249985633375530e+00,8.376138301658262009e+00
4.535009821032958202e-03,1.493351610473966673e+02,1.741836560649173293e+02,6.838948004181524820e-02,1.458216969166202404e+01,1.458242626754743121e+01
2.093282768810413030e-03,2.415556583565721667e+02,1.093561661318024569e+00,2.636231286385993799e-01,1.626846176007846267e+01,1.627075739104942542e+01
6.547618261339563980e-04,1.065194798119539655e+03,2.995261529349120337e+02,6.081865425855895735e-01,9.415432577406312120e+00,9.415711557264550891e+00
3.779127861765922258e-03,7.323001838687957843e+02,1.185329382308662582e+00,3.390685723211664948e-01,1.851487033018254280e+01,1.851744850861409830e+01
1.622938181546962995e-03,8.890368188414977624e+01,1.613954740593448678e+00,1.879859281677615512e-01,1.487191409901160277e+01,1.487285283045797080e+01
2.622540432052717849e-04,7.824753962372679439e+01,2.483989937518941460e+01,1.121781149450765402e-01,1.317072068620160863e+01,1.317481225609166628e+01
3.848188275832098697e-03,1.071011868307459054e+03,1.297479429236667059e+01,4.570483337526948908e+00,1.038498866351348759e+01,1.038441851461703003e+01
8.536405421675038368e-04,1.811923746133831514e+02,5.127601137292405156e+02,2.063618128744544755e+00,7.177558086453055708e+00,7.172642195773397233e+00
5.941567022552942182e-03,1.538290509280357583e+03,8.353943618387424408e+01,2.302686257636467615e-01,1.365090862478712630e+01,1.365220608947438308e+01
2.140214886768690688e-03,1.594423062120588384e+02,6.297295806913840011e+01,1.419352477316005112e+00,8.005532845322623103e+00,8.005037276858990580e+00
2.005821186488667307e-04,7.479698437068589101e+01,3.541655718959565213e+00,1.892001823988080367e-01,1.352957921108342987e+01,1.352665633093658215e+01
3.261004462267140438e-03,1.371442540213221719e+03,7.903142517649875742e+00,1.354337359109455408e+00,1.351831691567609894e+01,1.352027071174986794e+01
1.453488184495063933e-03,2.313838135768228028e+02,1.702124013762076800e+02,1.110319257412102495e-01,1.286480125082057668e+01,1.286559423823834081e+01
1.211041194569400462e-03,4.950421396458850722e+02,2.998044613423427318e+00,6.634946951565418027e-01,1.370465115583723481e+01,1.370598717164303793e+01
6.909953256335459731e-04,1.630851770133186562e+02,1.198768205661954198e+02,1.158471695385625333e+00,8.034077331241235242e+00,8.033080203388875518e+00
2.117290698061101081e-03,4.966277514032838099e+02,1.950223370374399323e+01,7.230472780767341900e-01,1.068296010783086381e+01,1.068355124932360667e+01
1.338380426206491178e-04,7.308336098741536944e+02,3.570015546062576206e+00,5.176960756507458683e+00,1.134982944194642940e+01,1.135059245907889647e+01
1.017810964261714815e-03,1.842129428855589595e+03,5.745331722776569450e+02,8.120163556795702287e-02,1.667779092750090086e+01,1.668311489282052662e+01
7.430421282212168119e-03,6.092962175582338347e+01,3.507926304131818718e+00,6.845578117053825462e-01,1.116308676772367647e+01,1.116103488843030078e+01
2.568823552432999979e-04,1.629459605006801439e+03,3.265928603951940179e+00,5.677087340246921021e-02,2.328157323941340451e+01,2.328154175681473248e+01
1.879432738792808668e-04,3.894139287835226355e+02,4.753914860510064955e+02,6.103012567678687411e-02,1.791862410651331317e+01,1.791971568595012343e+01
6.622785496541325157e-04,8.663232389108823384e+01,1.851172657016221592e+02,5.656641056748835661e-01,9.167175471335259118e+00,9.162001110556973416e+00
1.094008972541170473e-03,1.768341885368280373e+03,2.737053010830417747e+02,2.126711493819748722e-01,1.245653972467957438e+01,1.245173081957728911e+01
5.663066600136292894e-04,8.934363585701099737e+02,2.419960758213783425e+00,5.170379493031530826e-02,2.221250812281791198e+01,2.221900557793039610e+01
9.287141426659700468e-04,1.046261320634141754e+02,2.894493194084237331e+00,3.066236887179889070e+00,9.557806771238974264e+00,9.552505414377989723e+00
2.235302246655184767e-03,6.556799563799457928e+02,5.078907762394927694e+00,7.683941148477976490e+00,1.018114680838924180e+01,1.018287159582320811e+01
3.850854743656519519e-03,1.264679823251703056e+03,1.025035415701011772e+02,7.516934553186089829e+00,7.539071562650788927e+00,7.536526886432595163e+00
1.268186056177947958e-04,2.139759257213945034e+02,4.923243751862710837e+01,1.347432508371122717e+00,8.214473109496092107e+00,8.212183629187839173e+00
5.799952384354134819e-04,6.069004235217571619e+01,3.752558810345522033e+01,5.783649184267647403e-01,9.504176816693254537e+00,9.498229241980437720e+00
1.731656837363180785e-03,5.676266685557167335e+01,6.799059643656411467e+00,1.080933401781073222e+00,9.628773623191698050e+00,9.626071407474722008e+00
1.101111557057242235e-04,5.621320367906255910e+01,8.035576057614866485e+00,7.401262659547022671e-02,1.506248824918331053e+01,1.506484138502982084e+01
7.913929399921656657e-03,1.791458090177341774e+03,4.139014595751304704e+00,1.072375613862301680e-01,2.255942826219185449e+01,2.255526203366910565e+01
1.912678399756782485e-03,3.372180047016582876e+02,7.330482623988888236e+02,2.720214227449508027e+00,6.726098067731592245e+00,6.727884348372617396e+00
9.332700925811420129e-04,5.535107647997634217e+01,9.074845632215360780e+00,2.326752187270241912e+00,8.430517338436958497e+00,8.431457231685003606e+00
7.881857954125521789e-04,5.856002576506470092e+01,2.319250439940784148e+01,9.520650830124936792e-02,1.365066772852958188e+01,1.365672263542763964e+01
1.970222905850936785e-04,5.118061092237559819e+02,1.062787442911542701e+00,4.768391253095637161e+00,1.337419243811460134e+01,1.337276883736482880e+01
1.356781790272741227e-04,8.723523490137004046e+02,5.755812962250834630e+01,3.584466616416742024e+00,8.034788294961334287e+00,8.038578537078942432e+00
2.301088991605925154e-03,1.278653682193697932e+03,1.382379780645165646e+00,1.388519368424432798e+00,1.737733528678982964e+01,1.738000189365255466e+01
7.046480898356871463e-03,7.917282686783332224e+01,3.186098781385324514e+02,2.622514589672962249e+00,7.348076571935086676e+00,7.347216566683131944e+00
3.843589548303169914e-03,3.036140507355016780e+02,4.095251316078576309e+01,1.643326723637966058e+00,8.349585202074727874e+00,8.344596334107919233e+00
1.103846461595012500e-04,1.354355914504088219e+02,3.313053005347119218e+00,1.210665507594674839e-01,1.515114330132963616e+01,1.515567162246839494e+01
1.196566841797909952e-04,1.416423379021553274e+03,1.769694982640725778e+00,3.700869729154659393e-01,1.919080950102960159e+01,1.918671633431207013e+01
1.060027168024575217e-03,1.357345140444171193e+03,9.114449349587161464e+01,1.038628730855781335e+00,9.922557519724763964e+00,9.921137271866895091e+00
1.401290737143527990e-03,9.105539952093747047e+01,7.930059917651263390e+01,3.732880443645613111e-01,9.991394472708861940e+00,9.994044002328863030e+00
1.631897239364561800e-03,1.960498103569768091e+03,1.233377327678117696e+00,2.091665590919204121e+00,1.885627837102753901e+01,1.885962623773392011e+01
5.650015651468799464e-03,3.504247861137494624e+02,9.267120369124107526e+00,1.221019066652656165e-01,1.504918439875899239e+01,1.504664805867051847e+01
6.247864126052305421e-03,1.338803291823556265e+03,1.578402269176845074e+01,4.454293362223922803e-01,1.446686774860994262e+01,1.446677174355224871e+01
9.518945970770411116e-03,8.331912596995876186e+01,1.011326204043662713e+01,7.852634104455143982e-01,1.005945917293267478e+01,1.005868343760646688e+01
4.648068962435255832e-04,1.363125377410516705e+02,9.293180103329655495e+00,4.379699813861866353e+00,7.957266280231479527e+00,7.960810955958226742e+00
8.651427024255648216e-04,8.113900679024790463e+01,1.070366339203386863e+00,5.932751599234297596e-02,1.869981531308463119e+01,1.870732921320717423e+01
9.710880859009736465e-03,2.171853415360976953e+02,9.494366859994435970e+01,5.395475363582764861e-02,1.529882721769957676e+01,1.529333755722301724e+01
2.516086631958928607e-03,4.938212357895718014e+02,3.064895258070501995e+02,1.488347664380226254e-01,1.207874965264392486e+01,1.208149892137387837e+01
1.302776242195893884e-04,1.731450531458491469e+02,1.366426904618275762e+00,1.456205410840396341e+00,1.221261227068675481e+01,1.220403774455603418e+01
6.593305291789667774e-03,1.338885807256613987e+02,1.470372688175303892e+02,4.120574559242297652e-01,9.705888523811825763e+00,9.705930722928320264e+00
1.711376142426816131e-03,9.104778016810549843e+02,2.991760570634922445e+01,2.429670658298016761e+00,9.383338661008968629e+00,9.380012307437121777e+00
2.440194834934977298e-04,8.401152450511456209e+02,1.471735822170563495e+02,1.351989147530877899e-01,1.310921516250290608e+01,1.311519061887323545e+01
4.959730852319131373e-04,5.908635884234134892e+02,4.924345686914615499e+02,1.006778672298268118e+00,8.001221876440650860e+00,8.001720982025554818e+00
1.429942532903480477e-03,5.402379255213228362e+02,3.035825209296536400e+02,2.221381994600637455e+00,7.130611460895337039e+00,7.128401145651469761e+00
2.020844460604111648e-03,1.809083078366829568e+03,1.791612674539024681e+02,6.004539090104260568e-02,1.782694025790804560e+01,1.782544231934392087e+01
6.629136334101344563e-04,1.707026734440951486e+03,2.080365834549735382e+01,2.938919822873061194e-01,1.484469320662389435e+01,1.484296731936776759e+01
3.081187958169356346e-03,5.845425255661050414e+02,1.253347402681307798e+01,6.558092113110444710e-02,1.728847150974551639e+01,1.728903644457120592e+01
1.163196405462525772e-03,1.811984728919015879e+02,1.382536578213744747e+02,6.982135216731678362e+00,6.132260253447136655e+00,6.131785808035997931e+00
8.902574411482273506e-03,2.727150411964616410e+02,1.861927194513880579e+02,5.205426304941482979e-02,1.576597921310031403e+01,1.576794686982225890e+01
5.093216368053640752e-03,5.987136624469353592e+02,5.467613008019453602e+00,4.564445677350792430e+00,1.058880492112669103e+01,1.059342570437246422e+01
1.996149602439619309e-04,1.012658845613938524e+03,1.584707558916289649e+01,7.631049292072916712e-02,1.753339615469629820e+01,1.753550039083702217e+01
1.607590321377804301e-04,2.019616325717037455e+02,1.735812580541195587e+02,2.082994897617225227e-01,1.104926726122119973e+01,1.104558925207808784e+01
5.094002878830431423e-03,6.813266106508559687e+02,4.464749255701754294e+01,6.790956240358500540e-02,1.605355816113564060e+01,1.604868674071618173e+01
1.642333474615166773e-03,7.112228382533073727e+02,1.122457672042314272e+02,8.801675206391086359e-01,9.119034612330345624e+00,9.116768353753379017e+00
8.962870734334590916e-03,3.555257380330415913e+02,1.393872297358385470e+00,1.291278228282521034e+00,1.406678515903382198e+01,1.406994480482675058e+01
7.441655461783615181e-04,4.781513723444422226e+02,1.809204008772597572e+00,2.896620495651784366e-01,1.630444279792134665e+01,1.630343765346034957e+01
2.283477552385566173e-04,1.655046763651038418e+03,4.498360352006993708e+02,4.887459738559084554e-01,1.003853874394077828e+01,1.003653602548354939e+01
1.185705113312067308e-04,1.224629753954643974e+02,1.124192844912957945e+01,3.051019506389183733e-01,1.149173563731098824e+01,1.149215048498440517e+01
3.444843078196977489e-03,1.207641528548276028e+03,1.672839363107132327e+00,1.234485958677542294e+00,1.694373312699131873e+01,1.693948654914254348e+01
1.469047568641741459e-04,8.637474690268310269e+02,1.644589107274285089e+00,5.108382075851804205e-02,2.309770470382402507e+01,2.309428672065901722e+01
1.940020438648093959e-03,8.141837840681398575e+01,4.606764413736616604e+01,2.702698506361141284e+00,7.396006209106255724e+00,7.397537185381883873e+00
1.339945497342789936e-03,1.276633368764731387e+02,3.095700460210327964e+00,7.555926118926958868e-02,1.654715678965897396e+01,1.654624732918025032e+01
3.013954146612355615e-03,1.235198146386016589e+02,4.239826424200805022e+00,4.505398899258582501e-01,1.189733336954312470e+01,1.189597366081685337e+01
7.722937603125559075e-03,3.378151253202681232e+02,4.011744283771508890e+01,2.424617916707598742e-01,1.182403226817158348e+01,1.182498517324753351e+01
2.971960142796424152e-04,1.794997597028755081e+02,2.003628581996406144e+00,9.824559804839333665e+00,9.491941711654716229e+00,9.490187098045174352e+00
9.230137812353993772e-04,3.804799192536997907e+02,3.354777213829844840e+00,5.514708504108156717e-01,1.326990012064298163e+01,1.326784124750329319e+01
3.185107813483167936e-03,3.881333505902253478e+02,1.234892333637487241e+02,1.159721159596518447e+00,8.253145175239980702e+00,8.251765744752379561e+00
2.539313591367448573e-04,1.932881448135575511e+03,1.122128457682054714e+00,3.357573202063355300e+00,1.817364886842638327e+01,1.817545673019371932e+01
1.527647828230917259e-04,3.169624059185969713e+02,5.958748798130483237e+01,1.080517316490797602e-01,1.337147329176813848e+01,1.337165275157530253e+01
1.888191217221870267e-04,1.419347507893559168e+03,3.464518869262528824e+02,3.428733440548073386e+00,7.202332677491161128e+00,7.198748884737132592e+00
7.300892797872695662e-03,1.667015134846156570e+03,1.150375676548882620e+00,6.118189615076694704e-02,2.772832365637987806e+01,2.772741448563629163e+01
3.791843513480379346e-03,1.185066234762738532e+03,1.003652195485974374e+01,5.325457233764309406e-02,2.031430876063699031e+01,2.031625343241634596e+01
2.516643514004194724e-04,9.764560346736993779e+02,5.500393636372570505e+00,4.940067358203510950e-01,1.462993822698606827e+01,1.463555048281553894e+01
1.075918709511064356e-04,8.999801080809056657e+02,1.567881626080878554e+01,7.006661784711122609e-02,1.755871761833319056e+01,1.755529055635682312e+01
1.886418397805121258e-03,2.115431568340455328e+02,1.449903333499434233e+00,8.151846676636949951e+00,1.050705832382098315e+01,1.050807392970312826e+01
4.403659795324182469e-04,8.208334034190689863e+02,2.305849787939426854e+00,3.881562406172152091e-01,1.655286162813518303e+01,1.655208538330473544e+01
2.856993336543580384e-04,1.083215724005000311e+03,1.740870569094551570e+02,1.045395150195525868e+00,8.923812754769684830e+00,8.926289313080122412e+00
2.506751448624673531e-04,2.607009877366863293e+02,6.412302533598082555e+00,1.050731377391826427e-01,1.533900586530287846e+01,1.534035453023482631e+01
8.799352730510397701e-04,6.698287947438353740e+02,6.861400509092142102e+02,5.946591645078433963e-01,8.800190875988478822e+00,8.804607406711701501e+00
4.836185025393466199e-04,1.187976794970962828e+02,1.917706662187090387e+02,7.494865303339991180e-02,1.468876404650866263e+01,1.469032239921548566e+01
7.593370378372679870e-03,8.380329283876045565e+01,9.888702130883080699e+00,1.200964244731368202e+00,9.391010895990534735e+00,9.389375556053847660e+00
1.354487354428219985e-03,1.731098088838251897e+03,7.703340487335498921e+00,1.100179584733847055e-01,1.947206580390636788e+01,1.947045002437182859e+01
6.313239853175608290e-03,3.919873270635947051e+02,2.674642776056214188e+02,1.134330521492264432e-01,1.276936681689027075e+01,1.277058346721942250e+01
7.067687365502712746e-03,1.041780994529310192e+03,1.756174041632168725e+00,8.476784203683690455e-02,2.281910414323306568e+01,2.282028897280133961e+01
6.313424337885791167e-03,1.673548463812911223e+03,2.056260358870835248e+01,6.699395938605590128e-01,1.397762625547008497e+01,1.398482006727284066e+01
9.924096555779403275e-04,6.425294356271298284e+02,8.398723984113911456e+01,1.494705788303148652e-01,1.285192837622310513e+01,1.285695737438210173e+01
1.467503444817914483e-03,8.491118781668639031e+02,3.145425104914085637e+02,9.599593873228792207e-01,8.474444029678064538e+00,8.470923294620940069e+00
1.170894600934156617e-03,1.263062290815679063e+02,4.818175120138004672e+02,6.342463563369628021e-01,8.887620379455798414e+00,8.888671053843118841e+00
1.097809441364572432e-04,7.332136545322957772e+02,1.782523470655018016e+01,1.292324545487474330e+00,1.040566517372269928e+01,1.040167220713859386e+01
7.813041216690665147e-03,1.283242256176278488e+03,5.117513016640368164e+02,6.042976271943561350e+00,6.772216767876917842e+00,6.767249737189759529e+00
2.005306244511073925e-04,1.193012964189979499e+02,2.492928271766310502e+02,6.859325260024901061e-02,1.555718828227953843e+01,1.555941892028386597e+01
1.279121565899157863e-03,7.863937244883707933e+01,6.195048744673462124e+02,2.113601301850567715e+00,7.598452160370091413e+00,7.600107402969227266e+00
2.318973114470333167e-03,8.769852285063484487e+02,9.256337781509117235e+01,3.260776946142589505e+00,7.837129618996929281e+00,7.834013915613918577e+00
3.737767007878674188e-03,5.389660331465952225e+01,4.816716717623488364e+01,8.234059343417252097e-02,1.382514096801631709e+01,1.383007202823061199e+01
1.214636588457192103e-03,8.115272759147190129e+01,1.222476961606806078e+00,8.728904524655030361e-02,1.727140559697211941e+01,1.726847288718361995e+01
1.897674658432184662e-03,1.821767823653169955e+02,2.189212704743719229e+01,6.125144106671361749e-02,1.542668966108544737e+01,1.542318647594200698e+01
4.510438016273959905e-03,1.051647664295051072e+02,1.515926467002149991e+02,5.023175277040053288e+00,6.569055799709441423e+00,6.571013654373701662e+00
1.936674854248398355e-03,1.672056831954501376e+03,1.848875131711614870e+02,3.775147554133129635e+00,7.950869004565268128e+00,7.951531820202414558e+00
2.156173137303003112e-03,3.588198751041053924e+02,1.886776035309137569e+02,6.606998390316570768e-02,1.526717409878441423e+01,1.526669257478150854e+01
5.106273964632711965e-03,1.406785500185892488e+02,2.876765966595867781e+02,3.449071759390557879e-01,9.918450154548091646e+00,9.918248957049389247e+00
1.402243171587480130e-04,5.420812958172757590e+01,4.244717446557601903e+01,1.160703949039665756e-01,1.291196865182731557e+01,1.291264005420109129e+01
1.089035662119925644e-03,3.822934266744851470e+02,4.908848747987907473e+02,3.043773424638510083e-01,1.007532665507801184e+01,1.007490791512076456e+01
1.130066621654733406e-04,3.660958491825672354e+02,1.360829380080722899e+02,2.646278604822784319e-01,1.069447084965845640e+01,1.069395333505361378e+01
2.008039921466488219e-04,1.835488294367607125e+02,2.302248953337985427e+02,7.547195712609430784e-02,1.482182486564386714e+01,1.481613699557786745e+01
1.140283469396196654e-04,3.357996956243323439e+02,1.379133811051740111e+02,3.185257253638560382e-01,1.025133777079695463e+01,1.024731188669892568e+01
5.401109636147228069e-03,3.382145060124500446e+02,2.052195571621555459e+01,2.575548887585133340e+00,8.558638453819298775e+00,8.560471302530267224e+00
4.565374786728927962e-04,1.049332177727392263e+02,1.845952956180468334e+02,4.115825664303307541e-01,9.663819829605989398e+00,9.661706926934648720e+00
1.102205096141757731e-03,1.326575187298283709e+03,3.471179953780275440e+01,9.580893266118879759e-02,1.638651083746860593e+01,1.638814641724594168e+01
3.754186779478607596e-03,2.555559154389747221e+02,1.466276917086886442e+02,6.055753121484129586e+00,6.282191677879491287e+00,6.285898069577227965e+00
2.386677008738859272e-03,1.994533547077755316e+02,4.842816727500025991e+02,7.183646000750846028e+00,6.017301313937357676e+00,6.016236461458012386e+00
7.122445274175676772e-03,9.243144950594106035e+01,5.022238503996865688e+01,4.646192288649664270e-01,9.836066109337023633e+00,9.836915018681052558e+00
9.541296181322415308e-04,1.198492250733249591e+02,1.653424742817762905e+01,1.310123009540103967e-01,1.309943737618297455e+01,1.310566680552331142e+01
2.540245145406808125e-03,5.399682309574628789e+02,4.492213645968193703e+01,1.371255777347649252e+00,8.977576976251407714e+00,8.979661783178348955e+00
5.438878257473113431e-03,1.487791692458657451e+02,3.638814551813825293e+00,1.406882066657189345e-01,1.485406220221568496e+01,1.485958782370793863e+01
1.638302319309726726e-04,1.051827108606346144e+02,4.988913639098339559e+01,3.956554752755907067e+00,6.940371269348284855e+00,6.944971490510027046e+00
8.703828352449712253e-04,3.334309080452909484e+02,2.424150580311405179e+01,5.440968642546222256e-01,1.041487806370928659e+01,1.041713814475784972e+01
1.499645182823252764e-04,7.831143901791782582e+02,6.616075044395911320e+00,2.026417215922127646e+00,1.145527040921075645e+01,1.145493472792648504e+01
1.299956213743520394e-03,1.251673097780258956e+02,1.399883927108218407e+00,1.897587303300111383e+00,1.146996240748407203e+01,1.146743642688436537e+01
4.233569491676285584e-04,1.737925413107257384e+02,3.368739240516444688e+00,1.115748578658564971e-01,1.561686922866027594e+01,1.561353413469170803e+01
4.797296336056661170e-03,5.003233588846555335e+01,1.097655055365135190e+00,4.252000072402623232e+00,1.045625359132900023e+01,1.045771257813304445e+01
8.644935134961887445e-04,2.959523859123153784e+02,2.957976130992913610e+01,3.331489368105295390e-01,1.104827749006396864e+01,1.104968204019399280e+01
2.117339996354720283e-04,1.308664351770619078e+03,1.050778861580870824e+02,9.526029940616949354e-02,1.519895702184123998e+01,1.519843315521714189e+01
5.581594349225922971e-03,1.418130153215726295e+03,1.885091291835161798e+01,4.606077208971679493e-01,1.417558987455485209e+01,1.417813527369811233e+01
7.107731168431326556e-04,9.416021418796917715e+02,9.666123426953598496e+00,3.676778079696290669e-01,1.410172602287266663e+01,1.409991241152963681e+01
1.095021091635365234e-04,1.069740220405422093e+02,1.277885429087466918e+01,5.122351345347837120e-02,1.619142226527910466e+01,1.619475292248343834e+01
3.446495511034888934e-04,1.713590181355382072e+02,2.721387525074304108e+02,7.423708293489628129e-02,1.508860183641150599e+01,1.508872185760586504e+01
5.837122983191001197e-04,6.776230896454092090e+01,4.905268378250170969e+01,8.486956486200824656e+00,6.398666512220713365e+00,6.398557532493371447e+00
1.128466423250523286e-04,3.811014712650881506e+02,6.347315782091826009e+01,2.357610896958511060e-01,1.139121778103964644e+01,1.139121696114870730e+01
1.906439687418730398e-04,5.829377337253657743e+02,2.801142772877492693e+00,5.346670056726507969e-01,1.454783606370217619e+01,1.454754028987182224e+01
3.917578770640758900e-04,1.154694128760343972e+02,2.522314091237438216e+00,1.662883019127260886e-01,1.462374931976036230e+01,1.463121411262534899e+01
4.733327891006732869e-04,1.449175963649636060e+03,7.414525098116747870e+01,6.030598160239973859e-01,1.113443073443656139e+01,1.112959617494911946e+01
7.501686812257714896e-04,3.948741445694587924e+02,1.620693699165946189e+00,7.111553229278097521e-02,1.979521979645916829e+01,1.979575146409051456e+01
3.937636561064699801e-04,1.280518962767965263e+02,6.533251715489900562e+02,3.412673424293201641e-01,1.010475219066065833e+01,1.010848450922867592e+01
4.378612197465479449e-04,1.621847510294204255e+02,4.702993150684725343e+00,2.501607131206369794e-01,1.309487525444055933e+01,1.309702779359827751e+01
8.397645739004617723e-04,6.022365311539667800e+02,2.845314642017264806e+00,8.534590092054298083e+00,1.091677704999795573e+01,1.091587080408283406e+01
5.056680249340178741e-04,2.014752217639657488e+02,1.393315508915744960e+00,6.842001086137500465e+00,1.064075264663168241e+01,1.064597300970433302e+01
3.159161990451001770e-03,9.316864570856077421e+01,7.343064854327390094e+02,8.407342739309724144e-02,1.559256808981924003e+01,1.558936261124594225e+01
3.648729179618426764e-03,2.845817630806338343e+02,5.659517102009567679e+01,3.879959001751980829e-01,1.031884947027007726e+01,1.031493058188092249e+01
1.084755667094715803e-04,1.090522855986861259e+02,4.004542871013963463e+02,2.291135210249755527e+00,7.252297868918093471e+00,7.254002080606890779e+00
2.109523772299401381e-04,6.205205962482914401e+02,1.120041228691353918e+00,2.305262111162297956e+00,1.461677406417885727e+01,1.461241065477515733e+01
1.598226354311656412e-04,2.395025500786856583e+02,2.032880583192474546e+02,7.057322498808688005e-01,8.617690762144292194e+00,8.610556912885392933e+00
5.078522738749273371e-04,1.324504642715915566e+02,6.809100475986909373e+01,5.774320616379018806e-02,1.538377894426696813e+01,1.538642760418015243e+01
5.158472346670937500e-04,8.801100242340559987e+01,4.907369116536724363e+01,3.997902481667598984e-01,1.000479847349983942e+01,1.000708252443770085e+01
3.151999869901143687e-03,7.764424805030878929e+01,1.565155093627885963e+00,2.863324509946523766e-01,1.393337443765414640e+01,1.393557129824297647e+01
2.877665110581424830e-03,8.268281949262778596e+01,7.023548161914955017e+02,3.741033796040551529e-01,1.009453692736945563e+01,1.009307451393540411e+01
5.818746875513009821e-03,1.961621484516545024e+02,1.665607777289422220e+00,9.456304307425799083e-01,1.281263042899274573e+01,1.281317926737581381e+01
2.322715620494032393e-03,2.089755688461750367e+02,1.999266974403371311e+00,5.256384048961246919e-02,1.912261016656413659e+01,1.911971418682940893e+01
1.552631098374359286e-03,8.868099997719320982e+02,7.432988896996674555e+01,7.509438838513078640e-02,1.566962089076888809e+01,1.567482394438872539e+01
9.742410011042394388e-03,1.737418410946717415e+02,4.081837066585218281e+02,4.145546559891502447e+00,6.735652356380092520e+00,6.738025429134605560e+00
1.922796974667676483e-03,5.518595244517516818e+01,2.194709741451063323e+01,4.238023243392846418e+00,7.305366331140069391e+00,7.307593099357180044e+00
6.010955549544300157e-04,1.444653201704572325e+02,3.825685748029176825e+00,6.765795597909990633e+00,8.615732186627733213e+00,8.609882232405013269e+00
4.069436631422619112e-04,6.423054881901801139e+01,2.961912963233180207e+00,1.095965703011511971e+00,1.053323331625590598e+01,1.053565522238787544e+01
1.178969776250435249e-04,1.713921734392259566e+02,1.994989467571240880e+02,4.662262133041035761e-01,9.334630333837342420e+00,9.339112249903285701e+00
7.731731506034482913e-03,3.162777908921051448e+02,2.406012110385043812e+00,1.161729074056536692e+00,1.271040415434155513e+01,1.271405294059849744e+01
3.200952332096000837e-03,1.386657478002136088e+02,2.062932097292591038e+01,1.798492616447316950e-01,1.223988671137597528e+01,1.224225410238336487e+01
5.677392870796896035e-04,7.065573336307035390e+01,2.577186310068146113e+01,5.550731292996546190e-02,1.545938007667064618e+01,1.545937720516355718e+01
5.624097197249458731e-03,4.451427485799247847e+02,2.219545591859079625e+00,1.165177326805591385e+00,1.345158494933014559e+01,1.345055945078838100e+01
3.356194029840034367e-03,9.941501794179018816e+02,4.433844317539747948e+00,7.923997671331617365e-01,1.458302959250886666e+01,1.458483451756572258e+01
8.518178428750950706e-04,9.810934028665697042e+02,3.665141863343138340e+01,2.032050617937529502e+00,9.429329472454080374e+00,9.430477780521473008e+00
