t,x,v,viscoelastic_damping_force,dv_dt
2.388477695539107604e+00,-2.121336319775722623e-02,1.518231256916130478e+00,-8.834771614785571353e-03,3.005290875051850816e-02
2.394478895779155625e+00,-1.210167311841796323e-02,1.518381446048543193e+00,-7.898498355485578798e-03,2.000105767381079105e-02
2.400480096019203646e+00,-2.989263235395153706e-03,1.518471328115390540e+00,-6.964958406170564456e-03,9.954234997185264222e-03
2.406481296259251668e+00,6.123504984132666085e-03,1.518500927567392855e+00,-6.034179670035394114e-03,-8.944012331170685809e-05
2.412482496499299689e+00,1.523627051750024719e-02,1.518470257530496914e+00,-5.106189920921872308e-03,-1.013184926474547908e-02
2.418483696739347710e+00,2.434867164120021327e-02,1.518379319733489163e+00,-4.181016922355443831e-03,-2.017487408105644864e-02
2.424484896979395732e+00,3.346034607634846419e-02,1.518228104919350452e+00,-3.258688410529093395e-03,-3.022039707315553325e-02
2.430486097219443753e+00,4.257093244932234899e-02,1.518016592734333425e+00,-2.339231943086085563e-03,-4.027030381245630397e-02
2.436487297459491774e+00,5.168006895811939200e-02,1.517744751381407520e+00,-1.422675038815421778e-03,-5.032648208117133926e-02
2.442488497699539796e+00,6.078739336649312958e-02,1.517412537619343915e+00,-5.090451782636361278e-04,-6.039082248454490098e-02
2.448489697939587817e+00,6.989254300395311703e-02,1.517019896762715314e+00,4.016301962652020496e-04,-7.046521907858929734e-02
2.454490898179635838e+00,7.899515476576490780e-02,1.516566762681897051e+00,1.309323680709494238e-03,-8.055157001253843152e-02
2.460492098419683860e+00,8.809486511295008815e-02,1.516053057803065540e+00,2.214007909250103635e-03,-9.065177819374925505e-02
2.466493298659731881e+00,9.719131007228624941e-02,1.515478693108199382e+00,3.115655554310359926e-03,-1.007677519851799264e-01
2.472494498899779902e+00,1.062841252363069811e-01,1.514843568135079366e+00,4.014239326556059279e-03,-1.109014059483329623e-01
2.478495699139827924e+00,1.153729457633019123e-01,1.514147570977287360e+00,4.909731974895468684e-03,-1.210546616476727427e-01
2.484496899379875945e+00,1.244574063773166567e-01,1.513390578284208088e+00,5.802106286479319017e-03,-1.312294485360069041e-01
2.490498099619923966e+00,1.335371413681528674e-01,1.512572455261027349e+00,6.691335086700800697e-03,-1.414277049441656220e-01
2.496499299859971988e+00,1.426117832035079247e-01,1.511693054161042493e+00,7.577391100126208701e-03,-1.516513776326591789e-01
2.502500500100020009e+00,1.516809632148554965e-01,1.510752216516903834e+00,8.460247021315227961e-03,-1.619024238292584572e-01
2.508501700340068030e+00,1.607443127031341623e-01,1.509749773590492783e+00,9.339875624958237157e-03,-1.721828139557202153e-01
2.514502900580116052e+00,1.698014616028801216e-01,1.508685544150707214e+00,1.021624963106769479e-02,-1.824945318316226750e-01
2.520504100820164073e+00,1.788520384821339348e-01,1.507559334473335566e+00,1.108934170496879423e-02,-1.928395766675297662e-01
2.526505301060211650e+00,1.878956705424400520e-01,1.506370938341055288e+00,1.195912445729940127e-02,-2.032199653995483968e-01
2.532506501300259671e+00,1.969319836188494210e-01,1.505120137043433726e+00,1.282557044401030563e-02,-2.136377354254387906e-01
2.538507701540307693e+00,2.059606021799152975e-01,1.503806699376927458e+00,1.368865216636483764e-02,-2.240949478092606195e-01
2.544508901780355714e+00,2.149811493276962970e-01,1.502430381644883628e+00,1.454834207093913187e-02,-2.345936910286646471e-01
2.550510102020403735e+00,2.239932467977552299e-01,1.500990927657537943e+00,1.540461254962204908e-02,-2.451360853463808720e-01
2.556511302260451757e+00,2.329965149591596285e-01,1.499488068732016455e+00,1.625743593961519184e-02,-2.557242878953129295e-01
2.562512502500499778e+00,2.419905728144813306e-01,1.497921523692334667e+00,1.710678452343288719e-02,-2.663604985748552756e-01
2.568513702740547799e+00,2.509750379997967018e-01,1.496290998869397759e+00,1.795263052890221783e-02,-2.770469668646483585e-01
2.574514902980595821e+00,2.599495262170984367e-01,1.494596184254558757e+00,1.879494607384750438e-02,-2.877859989875510283e-01
2.580516103220643842e+00,2.689136490757613740e-01,1.492836744648528446e+00,1.963370295765188775e-02,-2.985799642763090067e-01
2.586517303460691863e+00,2.778670186698206646e-01,1.491012354102001503e+00,2.046887310902220647e-02,-3.094313109408390883e-01
2.592518503700739885e+00,2.868092449651664655e-01,1.489122670525031777e+00,2.130042832925154589e-02,-3.203425746543571151e-01
2.598519703940787906e+00,2.957399352908987034e-01,1.487167331673013848e+00,2.212834024247892217e-02,-3.313163912051528825e-01
2.604520904180835927e+00,3.046586943393269076e-01,1.485145955146683239e+00,2.295258029568926841e-02,-3.423555115063401377e-01
2.610522104420883949e+00,3.135651241659704880e-01,1.483058138392116421e+00,2.377311975871344851e-02,-3.534628185314728221e-01
2.616523304660931970e+00,3.224588241895582907e-01,1.480903458700730591e+00,2.458992972422825718e-02,-3.646413463643101149e-01
2.622524504900979991e+00,3.313393911920290424e-01,1.478681473209283670e+00,2.540298110775639565e-02,-3.758943015631192597e-01
2.628525705141028013e+00,3.402064193185311280e-01,1.476391718899875194e+00,2.621224464766650636e-02,-3.872250870524366895e-01
2.634526905381076034e+00,3.490595000774225909e-01,1.474033712599944534e+00,2.701769090517314523e-02,-3.986373287682022926e-01
2.640528105621124055e+00,3.578982223402712992e-01,1.471606950982272677e+00,2.781929026433680244e-02,-4.101349052956386743e-01
2.646529305861172077e+00,3.667221723418545576e-01,1.469110910564981110e+00,2.861701293206388511e-02,-4.217219807531960019e-01
2.652530506101220098e+00,3.755309336801597175e-01,1.466545047711532268e+00,2.941082893810673116e-02,-4.334030411903530000e-01
2.658531706341268119e+00,3.843240873163834559e-01,1.463908798630729757e+00,3.020070813506359544e-02,-4.451829347820581706e-01
2.664532906581316141e+00,3.931012087152001011e-01,1.461201546789779648e+00,3.098661992725918607e-02,-4.570669122095298298e-01
2.670534106821364162e+00,4.018618683034574368e-01,1.458422638285326700e+00,3.176853331957137094e-02,-4.690606757732617704e-01
2.676535307061412183e+00,4.106056354574050826e-01,1.455571419853572523e+00,3.254641729178942011e-02,-4.811704381835093525e-01
2.682536507301460205e+00,4.193320744529631661e-01,1.452647184462291685e+00,3.332024041043461782e-02,-4.934029754355676034e-01
2.688537707541508226e+00,4.280407444338775735e-01,1.449649170917365115e+00,3.408997082572533949e-02,-5.057656904762397598e-01
2.694538907781556247e+00,4.367311994117200058e-01,1.446576563862780551e+00,3.485557627157707949e-02,-5.182666827061526149e-01
2.700540108021604269e+00,4.454029882658879225e-01,1.443428493780632538e+00,3.561702406560245115e-02,-5.309148236702643242e-01
2.706541308261652290e+00,4.540556547436047086e-01,1.440204036991121761e+00,3.637428110911115203e-02,-5.437198393506185168e-01
2.712542508501700311e+00,4.626887374599193414e-01,1.436902215652555714e+00,3.712731388711003333e-02,-5.566923994946884058e-01
2.718543708741748333e+00,4.713017698977067793e-01,1.433521997761348477e+00,3.787608846830300968e-02,-5.698442144326637537e-01
2.724544908981796354e+00,4.798942802581411260e-01,1.430062294839780979e+00,3.862057049069427678e-02,-5.831881396220648384e-01
2.730546109221844375e+00,4.884657863006838241e-01,1.426521884941619023e+00,3.936072466744478665e-02,-5.967382805831774606e-01
2.736547309461892397e+00,4.970158008787689541e-01,1.422899503043669078e+00,4.009651532421747849e-02,-6.105101233463798849e-01
2.742548509701940418e+00,5.055438294243396191e-01,1.419193795496308752e+00,4.082790615030280207e-02,-6.245206618874110660e-01
2.748549709941987995e+00,5.140493670760086786e-01,1.415403274307148962e+00,4.155485992082742774e-02,-6.387885344814041577e-01
2.754550910182036016e+00,5.225318986790609133e-01,1.411526317141031495e+00,4.227733849675441302e-02,-6.533341749496089923e-01
2.760552110422084038e+00,5.309908987854495832e-01,1.407561167320032558e+00,4.299530282488295968e-02,-6.681799749148913392e-01
2.766553310662132059e+00,5.394258316537990927e-01,1.403505933823460117e+00,4.370871293784853173e-02,-6.833504576509050743e-01
2.772554510902180080e+00,5.478361512494037688e-01,1.399358591287854559e+00,4.441752795412287624e-02,-6.988724641283849959e-01
2.778555711142228102e+00,5.562213011443714050e-01,1.395116978522793483e+00,4.512170606836771181e-02,-7.147753516873404100e-01
2.784556911382276123e+00,5.645807072203978816e-01,1.390778692661640781e+00,4.582120384906385180e-02,-7.310911917854475695e-01
2.790558111622324144e+00,5.729137829555062122e-01,1.386341173777097868e+00,4.651597675433116752e-02,-7.478550049972820801e-01
2.796559311862372166e+00,5.812199263183835951e-01,1.381801652984202322e+00,4.720597882519198679e-02,-7.651049945303954880e-01
2.802560512102420187e+00,5.894985149346408937e-01,1.377157079145637564e+00,4.789116221708746013e-02,-7.828827898020520593e-01
2.808561712342468208e+00,5.977489060868130810e-01,1.372404118871732415e+00,4.857147719987760237e-02,-8.012337143011396545e-01
2.814562912582516230e+00,6.059704367143593506e-01,1.367539156520461541e+00,4.924687215784125105e-02,-8.202070691484183440e-01
2.820564112822564251e+00,6.141624234136625615e-01,1.362558294197444786e+00,4.991729358967611496e-02,-8.398564328529384282e-01
2.826565313062612272e+00,6.223241620311783517e-01,1.357457346235420692e+00,5.058268606920952176e-02,-8.602399766956633220e-01
2.832566513302660294e+00,6.304549166719755071e-01,1.352231694414877117e+00,5.124299118715889417e-02,-8.814207686181884105e-01
2.838567713542708315e+00,6.385539268976966332e-01,1.346876393543788630e+00,5.189814825103270662e-02,-9.034671374331586513e-01
2.844568913782756336e+00,6.466203997487974808e-01,1.341386054931102301e+00,5.254809350738097462e-02,-9.264530143034722665e-01
2.850570114022804358e+00,6.546535046380893563e-01,1.335754775486569734e+00,5.319275964737136403e-02,-9.504582933692778957e-01
2.856571314262852379e+00,6.626523733507384550e-01,1.329976137720746632e+00,5.383207580678917720e-02,-9.755692198544293481e-01
2.862572514502900400e+00,6.706161000442664166e-01,1.324043209744992344e+00,5.446596756603733214e-02,-1.001878792565869869e+00
2.868573714742948422e+00,6.785437411031739474e-01,1.317948543515815807e+00,5.509435693612445284e-02,-1.029487179560307331e+00
2.874574914982996443e+00,6.864343019115477507e-01,1.311684019778980970e+00,5.571716108642005977e-02,-1.058502096727909958e+00
2.880576115223044464e+00,6.942867391950492406e-01,1.305240887323863674e+00,5.633429257574500831e-02,-1.089039242983511624e+00
2.886577315463092486e+00,7.020999537644914135e-01,1.298609664771323891e+00,5.694565864563885110e-02,-1.121222704259894565e+00
2.892578515703140507e+00,7.098727823976753726e-01,1.291780039819870662e+00,5.755116043620443766e-02,-1.155185346809330715e+00
2.898579715943188528e+00,7.176039978393903285e-01,1.284740869245660111e+00,5.815069298610798382e-02,-1.191069235006139149e+00
2.904580916183236550e+00,7.252923088014138209e-01,1.277480178902496988e+00,5.874414523257900922e-02,-1.229026041759396337e+00
2.910582116423284571e+00,7.329363526936736317e-01,1.269985091129206989e+00,5.933139931381828380e-02,-1.269217407047360302e+00
2.916583316663332592e+00,7.405346806412081984e-01,1.262241682068919957e+00,5.991232913410791949e-02,-1.311815217871445727e+00
2.922584516903380614e+00,7.480857593718874821e-01,1.254234993409875543e+00,6.048680054046614435e-02,-1.357001929720390132e+00
2.928585717143428635e+00,7.555879569936128082e-01,1.245948881391695906e+00,6.105466995303133332e-02,-1.404970742898627556e+00
2.934586917383476656e+00,7.630395425916159935e-01,1.237366012664524728e+00,6.161578432635528291e-02,-1.455925784911430654e+00
2.940588117623524678e+00,7.704386848637028162e-01,1.228467853615695438e+00,6.216998101881060501e-02,-1.510082212141685920e+00
2.946589317863572699e+00,7.777834334343362022e-01,1.219234525363853461e+00,6.271708600544494139e-02,-1.567666079367879162e+00
2.952590518103620720e+00,7.850717146399616153e-01,1.209644769112690366e+00,6.325691347386887264e-02,-1.628914165997031427e+00
2.958591718343668742e+00,7.923013186785043960e-01,1.199675840842828300e+00,6.378926459132863713e-02,-1.694073570387169880e+00
2.964592918583716319e+00,7.994698964292983323e-01,1.189303486037821989e+00,6.431392720012146791e-02,-1.763401188072884374e+00
2.970594118823764340e+00,8.065749544218699940e-01,1.178501914910648374e+00,6.483067533830974560e-02,-1.837162960187091132e+00
2.976595319063812362e+00,8.136138353186902483e-01,1.167243700076919133e+00,6.533926737949545538e-02,-1.915632702786423724e+00
2.982596519303860383e+00,8.205837109364119142e-01,1.155499749299105927e+00,6.583944536872694819e-02,-1.999090727801013934e+00
2.988597719543908404e+00,8.274815725417050682e-01,1.143239266923808728e+00,6.633093409927200146e-02,-2.087822071001614876e+00
2.994598919783956426e+00,8.343042267582707616e-01,1.130429749390244210e+00,6.681344072504563636e-02,-2.182114377402366134e+00
3.000600120024004447e+00,8.410482768775183748e-01,1.117036956669021031e+00,6.728665298937540340e-02,-2.282255116156918895e+00
3.006601320264052468e+00,8.477101138841229844e-01,1.103024938482213946e+00,6.775023838246194141e-02,-2.388528357336543895e+00
3.012602520504100490e+00,8.542859093880824650e-01,1.088356061990307433e+00,6.820384347881593146e-02,-2.501210974542155796e+00
3.018603720744148511e+00,8.607716064482179297e-01,1.072991058654229724e+00,6.864709307737555666e-02,-2.620568146646083729e+00
3.024604920984196532e+00,8.671629047286510961e-01,1.056889098993146092e+00,6.907958881003170570e-02,-2.746848000256448596e+00
3.030606121224244554e+00,8.734552539334758947e-01,1.040007979961026008e+00,6.950090855714667615e-02,-2.880275572889143376e+00
3.036607321464292575e+00,8.796438505208282743e-01,1.022304199332242369e+00,6.991060615027475111e-02,-3.021045995939054318e+00
3.042608521704340596e+00,8.857236240092156709e-01,1.003733173649944188e+00,7.030821011179394509e-02,-3.169316538776560499e+00
3.048609721944388617e+00,8.916892325791664353e-01,9.842495514458040606e-01,7.069322329796014215e-02,-3.325197884048767261e+00
3.054610922184436639e+00,8.975350634343269851e-01,9.638074836379275645e-01,7.106512298442853315e-02,-3.488744588673953650e+00
3.060612122424484660e+00,9.032552268318928546e-01,9.423609358285043314e-01,7.142336035446304743e-02,-3.659944459881673051e+00
3.066613322664532681e+00,9.088435558742716802e-01,9.198642196199653398e-01,7.176736057846731798e-02,-3.838707200902248928e+00
3.072614522904580703e+00,9.142936146799434116e-01,8.962724647219140195e-01,7.209652367913357840e-02,-4.024852581850399069e+00
3.078615723144628724e+00,9.195986993699382106e-01,8.715421201262845141e-01,7.241022471639073366e-02,-4.218097821534165348e+00
3.084616923384676745e+00,9.247518511904058158e-01,8.456317435860519760e-01,7.270781518532318244e-02,-4.418045043265819594e+00
3.090618123624724767e+00,9.297458720697520107e-01,8.185026178596941371e-01,7.298862461315232253e-02,-4.624168867368476654e+00
3.096619323864772788e+00,9.345733387431345296e-01,7.901195770339991542e-01,7.325196206277972966e-02,-4.835804369544162817e+00
3.102620524104820809e+00,9.392266334104686365e-01,7.604519496738113560e-01,7.349711923896419530e-02,-5.052136678169324213e+00
3.108621724344868831e+00,9.436979667815020845e-01,7.294743535916914379e-01,7.372337284367465327e-02,-5.272191820471840984e+00
3.114622924584916852e+00,9.479794176006774986e-01,6.971678095869644487e-01,7.392998857702418047e-02,-5.494830562282163378e+00
3.120624124824964873e+00,9.520629717531128300e-01,6.635206357395071475e-01,7.411622505886611423e-02,-5.718745269067759374e+00
3.126625325065012895e+00,9.559405689010089802e-01,6.285295256548009135e-01,7.428133852678757421e-02,-5.942460945150227936e+00
3.132626525305060916e+00,9.596041577765421771e-01,5.922005015886880885e-01,7.442458834294278514e-02,-6.164341358361972389e+00
3.138627725545108937e+00,9.630457519741812966e-01,5.545498672759935355e-01,7.454524257723195435e-02,-6.382600527118657219e+00
3.144628925785156959e+00,9.662574976194525656e-01,5.156050463058543532e-01,7.464258471711539278e-02,-6.595320867981868673e+00
3.150630126025204980e+00,9.692317390614327843e-01,4.754053103238030653e-01,7.471592020103696996e-02,-6.800477595433263467e+00
3.156631326265253001e+00,9.719610945966631332e-01,4.340023199445532387e-01,7.476458389468712551e-02,-6.995970293164307741e+00
3.162632526505301023e+00,9.744385297428747039e-01,3.914604825853807979e-01,7.478794733692158136e-02,-7.179660659807444389e+00
3.168633726745349044e+00,9.766574354890762422e-01,3.478570367490191328e-01,7.478542642804238139e-02,-7.349416347576895880e+00
3.174634926985397065e+00,9.786117046320432777e-01,3.032818816628298220e-01,7.475648893014580354e-02,-7.503159405423228456e+00
3.180636127225445087e+00,9.802958057136117453e-01,2.578371006164500434e-01,7.470066168895239667e-02,-7.638917827729925669e+00
3.186637327465492664e+00,9.817048553815459488e-01,2.116361484310188557e-01,7.461753768076195836e-02,-7.754878450146617475e+00
3.192638527705540685e+00,9.828346818595676826e-01,1.648027700398457251e-01,7.450678215813216765e-02,-7.849438468949733405e+00
3.198639727945588707e+00,9.836818838253712505e-01,1.174695654580660414e-01,7.436813830340174847e-02,-7.921253611955282103e+00
3.204640928185636728e+00,9.842438780456159719e-01,6.977632046626398854e-02,7.420143175814315761e-02,-7.969280087708910720e+00
3.210642128425684749e+00,9.845189369311730943e-01,2.186810390330560377e-02,7.400657412365620191e-02,-7.992808241969171945e+00
3.216643328665732771e+00,9.845062142429306107e-01,-2.610682862952563854e-02,7.378356526768112267e-02,-7.991485963956362681e+00
3.222644528905780792e+00,9.842057575332783248e-01,-7.399920987480256007e-02,7.353249430497557637e-02,-7.965330422724609782e+00
3.228645729145828813e+00,9.836185076205749001e-01,-1.216609857154362928e-01,7.325353927558364564e-02,-7.914727495664123147e+00
3.234646929385876835e+00,9.827462847168827453e-01,-1.689474955240714560e-01,7.294696549290448362e-02,-7.840418889436707950e+00
3.240648129625924856e+00,9.815917617375679027e-01,-2.157195400351781811e-01,7.261312261725143269e-02,-7.743477725435885084e+00
3.246649329865972877e+00,9.801584258632722868e-01,-2.618452666918698046e-01,7.225244056555611694e-02,-7.625274032311212480e+00
3.252650530106020899e+00,9.784505293319605279e-01,-3.072018336117662285e-01,7.186542435510809290e-02,-7.487432079021981934e+00
3.258651730346068920e+00,9.764730307691804612e-01,-3.516767914416402685e-01,7.145264802117877456e-02,-7.331781846278126125e+00
3.264652930586116941e+00,9.742315299861350475e-01,-3.951691540530495872e-01,7.101474790265835391e-02,-7.160307211677804595e+00
3.270654130826164963e+00,9.717321963480078928e-01,-4.375901781003255220e-01,7.055241529613663631e-02,-6.975093163965468968e+00
3.276655331066212984e+00,9.689816934626270806e-01,-4.788638014516073405e-01,7.006638877810189570e-02,-6.778274386839279408e+00
3.282656531306261005e+00,9.659871037695429985e-01,-5.189268040622748712e-01,6.955744653083206774e-02,-6.571987274148736624e+00
3.288657731546309027e+00,9.627558497440856788e-01,-5.577286797867558876e-01,6.902639835233365107e-02,-6.358326552746700777e+00
3.294658931786357048e+00,9.592956206129799046e-01,-5.952312751951610581e-01,6.847407825369319911e-02,-6.139308113421006574e+00
3.300660132026405069e+00,9.556142982103178474e-01,-6.314082193772065921e-01,6.790133696964212318e-02,-5.916838148639000927e+00
3.306661332266453091e+00,9.517198894430163314e-01,-6.662441875249812684e-01,6.730903518150344045e-02,-5.692689245427684064e+00
3.312662532506501112e+00,9.476204620251332811e-01,-6.997340520067897307e-01,6.669803705299430507e-02,-5.468483019943320755e+00
3.318663732746549133e+00,9.433240861755244344e-01,-7.318819266718145089e-01,6.606920441664099197e-02,-5.245679011370079081e+00
3.324664932986597154e+00,9.388387822377682879e-01,-7.627001926520939890e-01,6.542339153200778246e-02,-5.025569183037644549e+00
3.330666133226645176e+00,9.341724739464229987e-01,-7.922084692993838217e-01,6.476144046173687441e-02,-4.809277259487665823e+00
3.336667333466693197e+00,9.293329479590641817e-01,-8.204326288891417018e-01,6.408417704683222471e-02,-4.597762122301224608e+00
3.342668533706741218e+00,9.243278196952511294e-01,-8.474038191564992051e-01,6.339240756614578087e-02,-4.391824451399763518e+00
3.348669733946789240e+00,9.191645035604949499e-01,-8.731575318980193678e-01,6.268691580002370978e-02,-4.192115762707704363e+00
3.354670934186837261e+00,9.138501909054222994e-01,-8.977327688746317147e-01,6.196846091713776455e-02,-3.999149279808082991e+00
3.360672134426885282e+00,9.083918295888686600e-01,-9.211711905300604686e-01,6.123777549323188019e-02,-3.813311782669607908e+00
3.366673334666933304e+00,9.027961120515286542e-01,-9.435164773108659642e-01,6.049556440474396224e-02,-3.634876176762756650e+00
3.372674534906981325e+00,8.970694638811348431e-01,-9.648135896376643927e-01,5.974250377801614692e-02,-3.464014064072643340e+00
3.378675735147029346e+00,8.912180381478947977e-01,-9.851082769184512644e-01,5.897924049057212681e-02,-3.300808173151766223e+00
3.384676935387077368e+00,8.852477129589936267e-01,-1.004446545331423080e+00,5.820639203851542265e-02,-3.145264299352776405e+00
3.390678135627125389e+00,8.791640901166447586e-01,-1.022874209117850652e+00,5.742454647317456196e-02,-2.997322524487763040e+00
3.396679335867173410e+00,8.729724977575282763e-01,-1.040436587660089618e+00,5.663426275417524774e-02,-2.856867678549134926e+00
3.402680536107220988e+00,8.666779953579861751e-01,-1.057178140642186071e+00,5.583607135362013418e-02,-2.723738922651293581e+00
3.408681736347269009e+00,8.602853776965301291e-01,-1.073142251774732880e+00,5.503047471177711231e-02,-2.597738358124977776e+00
3.414682936587317030e+00,8.537991828543312067e-01,-1.088371041246896764e+00,5.421794813367301208e-02,-2.478638782225373038e+00
3.420684136827365052e+00,8.472237018824300137e-01,-1.102905177026886729e+00,5.339894084681160585e-02,-2.366190553127837326e+00
3.426685337067413073e+00,8.405629848982232311e-01,-1.116783781086480465e+00,5.257387666233828694e-02,-2.260127525908161683e+00
3.432686537307461094e+00,8.338208517182108537e-01,-1.130044348784028152e+00,5.174315512573951503e-02,-2.160172266964395682e+00
3.438687737547509116e+00,8.270009040421127944e-01,-1.142722684134009681e+00,5.090715281907526313e-02,-2.066040538856110054e+00
3.444688937787557137e+00,8.201065332028286692e-01,-1.154852871380726675e+00,5.006622418573956207e-02,-1.977445042667108632e+00
3.450690138027605158e+00,8.131409296189218150e-01,-1.166467272245387266e+00,4.922070253694814379e-02,-1.894098587006523449e+00
3.456691338267653180e+00,8.061070953566090713e-01,-1.177596528956417643e+00,4.837090138417059204e-02,-1.815716752395028388e+00
3.462692538507701201e+00,7.990078564193040522e-01,-1.188269601752659943e+00,4.751711573415969003e-02,-1.742020063220615089e+00
3.468693738747749222e+00,7.918458666689957015e-01,-1.198513782870447075e+00,4.665962250287479518e-02,-1.672735654472201627e+00
3.474694938987797244e+00,7.846236210387439458e-01,-1.208354746191519613e+00,4.579868190884950341e-02,-1.607598679704223876e+00
3.480696139227845265e+00,7.773434658802587105e-01,-1.217816602309195861e+00,4.493453855906980737e-02,-1.546353366382628325e+00
3.486697339467893286e+00,7.700076104955326795e-01,-1.226921982335520855e+00,4.406742265877720832e-02,-1.488753807744320756e+00
3.492698539707941308e+00,7.626181288800505387e-01,-1.235692050187016111e+00,4.319755019449297156e-02,-1.434564449508427764e+00
3.498699739947989329e+00,7.551769723302055315e-01,-1.244146588115010887e+00,4.232512425525865318e-02,-1.383560476236549208e+00
3.504700940188037350e+00,7.476859765963556059e-01,-1.252304039707107686e+00,4.145033577995482776e-02,-1.335527989156805706e+00
3.510702140428085372e+00,7.401468746490496020e-01,-1.260181642239165622e+00,4.057336489208351188e-02,-1.290264084627986252e+00
3.516703340668133393e+00,7.325612994908453635e-01,-1.267795452909543652e+00,3.969438119418190053e-02,-1.247576757082560883e+00
3.522704540908181414e+00,7.249307861721978608e-01,-1.275160368506297992e+00,3.881354397828896963e-02,-1.207284719580951959e+00
3.528705741148229436e+00,7.172567861004373047e-01,-1.282290245748618496e+00,3.793100371859430692e-02,-1.169217220990813821e+00
3.534706941388277457e+00,7.095406685947739378e-01,-1.289197912413865499e+00,3.704690223145206546e-02,-1.133213734672059880e+00
3.540708141628325478e+00,7.017837330844399757e-01,-1.295895318175180222e+00,3.616137394923224502e-02,-1.099123658007874038e+00
3.546709341868373500e+00,6.939872107545209667e-01,-1.302393552806495602e+00,3.527454609221696707e-02,-1.066805928224867861e+00
3.552710542108421521e+00,6.861522645459556813e-01,-1.308702846182536295e+00,3.438653866860051644e-02,-1.036128616144975201e+00
3.558711742348469542e+00,6.782799973231700141e-01,-1.314832655655606919e+00,3.349746532446859493e-02,-1.006968541250921279e+00
3.564712942588517564e+00,6.703714592728953203e-01,-1.320791722884115060e+00,3.260743411077837023e-02,-9.792108713296551192e-01
3.570714142828565585e+00,6.624276493924500242e-01,-1.326588116334906031e+00,3.171654763974095237e-02,-9.527486972822716282e-01
3.576715343068613606e+00,6.544495235065593830e-01,-1.332229335350385124e+00,3.082490392081012678e-02,-9.274826329145540171e-01
3.582716543308661628e+00,6.464379942751974362e-01,-1.337722310240863521e+00,2.993259636149935010e-02,-9.033203929003037480e-01
3.588717743548709649e+00,6.383939311935868943e-01,-1.343073402284558959e+00,2.903971376738172239e-02,-8.801763824464963193e-01
3.594718943788757670e+00,6.303181647709089619e-01,-1.348288453328851055e+00,2.814634077618206193e-02,-8.579713109988383879e-01
3.600720144028805692e+00,6.222114960298066322e-01,-1.353372882473323990e+00,2.725255884190844191e-02,-8.366318305025837176e-01
3.606721344268853713e+00,6.140746921772659572e-01,-1.358331647022655186e+00,2.635844578633772528e-02,-8.160901485743358164e-01
3.612722544508901734e+00,6.059084944384063309e-01,-1.363169355771906677e+00,2.546407661572133718e-02,-7.962836894352709471e-01
3.618723744748949755e+00,5.977136183777151945e-01,-1.367890273175036864e+00,2.456952355420917097e-02,-7.771547494915866938e-01
3.624724944988997333e+00,5.894907538990487028e-01,-1.372498319344901407e+00,2.367485604384966108e-02,-7.586501687665532234e-01
3.630726145229045354e+00,5.812405652846605042e-01,-1.376997070581135407e+00,2.278014074864967084e-02,-7.407210188845835264e-01
3.636727345469093375e+00,5.729636977767560424e-01,-1.381389842075645857e+00,2.188544223785299919e-02,-7.233223206762686708e-01
3.642728545709141397e+00,5.646607780585604086e-01,-1.385679681357075310e+00,2.099082303289211832e-02,-7.064127628492142819e-01
3.648729745949189418e+00,5.563324146465493669e-01,-1.389869392845662244e+00,2.009634365188723085e-02,-6.899544361360838707e-01
3.654730946189237439e+00,5.479792013886657376e-01,-1.393961589817937385e+00,1.920206297448862412e-02,-6.739125884800698518e-01
3.660732146429285461e+00,5.396017174643188419e-01,-1.397958694406723934e+00,1.830803824187664935e-02,-6.582553874941592387e-01
3.666733346669333482e+00,5.312005273843847242e-01,-1.401862937601137560e+00,1.741432505676174594e-02,-6.429536972905943726e-01
3.672734546909381503e+00,5.227761809912063740e-01,-1.405676359246586848e+00,1.652097738338442062e-02,-6.279808690658702508e-01
3.678735747149429525e+00,5.143292164372600395e-01,-1.409400848478694845e+00,1.562804785777517289e-02,-6.133125499461581365e-01
3.684736947389477546e+00,5.058601627828624991e-01,-1.413038170191464271e+00,1.473558805522309778e-02,-5.989265030980355231e-01
3.690738147629525567e+00,4.973695374403958036e-01,-1.416589939108009011e+00,1.384364822646423979e-02,-5.848024309231788509e-01
3.696739347869573589e+00,4.888578494960058585e-01,-1.420057672999514686e+00,1.295227764625125032e-02,-5.709218198031845715e-01
3.702740548109621610e+00,4.803255997373210850e-01,-1.423442793090206271e+00,1.206152461624998562e-02,-5.572677899397368018e-01
3.708741748349669631e+00,4.717732806534523093e-01,-1.426746624057348534e+00,1.117143646503950850e-02,-5.438249555857189721e-01
3.714742948589717653e+00,4.632013764349928731e-01,-1.429970394031246039e+00,1.028205954811208661e-02,-5.305792951538597091e-01
3.720744148829765674e+00,4.546103629743507013e-01,-1.433115234600113475e+00,9.393439247908254644e-03,-5.175180306625245530e-01
3.726745349069813695e+00,4.460007103753598212e-01,-1.436182215534973050e+00,8.505620237501993960e-03,-5.046295197314069059e-01
3.732746549309861717e+00,4.373728832177748993e-01,-1.439172343071009275e+00,7.618646504472600597e-03,-4.919031522804171441e-01
3.738747749549909738e+00,4.287273393905399188e-01,-1.442086549831370412e+00,6.732561231648075475e-03,-4.793292530153809294e-01
3.744748949789957759e+00,4.200645319198151872e-01,-1.444925723766598447e+00,5.847406991481186520e-03,-4.668989957374574118e-01
