rho,T,P,P_noisy
7.138492898371173290e+00,3.762572616541866033e+00,6.872023883819466050e+00,6.689766459526298448e+00
9.997932321670582212e+00,1.300709395262429346e+00,-1.555466148304081386e+01,-1.553584018935955058e+01
2.345109179793295695e+00,3.054855060993431515e+00,4.736280491392991010e+00,5.100705038550721326e+00
6.074913660801493087e+00,3.220949503698362193e+00,4.911713797513787227e+00,4.801132488689932032e+00
1.165850788047614328e+00,4.337384725860159662e+00,4.432785357737749621e+00,5.191083993188628121e+00
1.708717074170327255e+00,3.195931063264459748e+00,4.135180551230742019e+00,3.681321401218877742e+00
6.991665625640864690e+00,4.853740710252315793e+00,1.473732463005259419e+01,1.538058180621963622e+01
8.277235934002485251e+00,4.768273310637016316e+00,1.304148024011966100e+01,1.261256946456432892e+01
6.394396137007679393e+00,3.673924829239479717e+00,7.245163211194107333e+00,7.163629970206169872e+00
5.839850656162877129e+00,3.940359113237622779e+00,9.297184122488445723e+00,9.479207215172220202e+00
7.927244190328933904e+00,4.046205620001638970e+00,7.702826028038479933e+00,8.730245958668332307e+00
9.566750469402062862e+00,4.943831688099992405e+00,1.271294644755957393e+01,1.316085952088612032e+01
9.262669515196616743e+00,3.318657649504268115e+00,-1.266863769633339132e+00,-1.469795194411810835e+00
8.106892367610241124e+00,1.665879084003871746e+00,-8.311455070534194078e+00,-7.661895512738333025e+00
4.377967254522113549e+00,2.653191408726701450e+00,3.779897374803253385e+00,3.673044922356400122e+00
7.686706679229283523e+00,3.339693668911360991e+00,2.920790668458543848e+00,2.525067740308720055e+00
2.414939891955468099e+00,2.183522628717071701e+00,2.740260906170111976e+00,2.964603252063453098e+00
9.050081913752547891e+00,1.878234578194132975e+00,-1.029380564211799509e+01,-1.024657021810134694e+01
2.869369611179661828e+00,3.914431720523395608e+00,7.688914931526905860e+00,8.165748115158523390e+00
9.805808640737449622e+00,4.715609062236118199e+00,1.000586795585938660e+01,9.730998773785730194e+00
3.086664224128169209e+00,3.478245028736953959e+00,6.645497728935035653e+00,6.836249477765497851e+00
2.714424439860143146e+00,2.542745575869218566e+00,3.714369883010073092e+00,4.031644549427457314e+00
3.429641676179871368e+00,4.892979842115266820e+00,1.189168539024205273e+01,1.203070817001739279e+01
4.902904761874919970e+00,3.831267653389665018e+00,8.938224567451896974e+00,8.923732801406217163e+00
2.081986370358935190e+00,4.908572707475085117e+00,8.348581420083837301e+00,7.999772233038337177e+00
2.710859601109558259e+00,4.763505615773637736e+00,9.792921023944082037e+00,1.024479691962177519e+01
8.853942027002400295e+00,2.847250732211232371e+00,-3.652684003831762283e+00,-3.584071753675545757e+00
9.320066175608955561e+00,3.352864647152523858e+00,-1.158072956299960765e+00,-9.099209700455322958e-01
1.638260837863144692e+00,2.593068341273511379e+00,3.025658066453079442e+00,2.850268946022783467e+00
4.469377141617592919e+00,3.060450878597674951e+00,5.453688475396315738e+00,5.460194320767391751e+00
4.256479444563959547e+00,3.472079386892593433e+00,7.248754803446479045e+00,6.730140807594120034e+00
8.300062247938486237e+00,2.186452624446979964e+00,-6.251718391008598275e+00,-6.208955743440697006e+00
6.638098097554964383e+00,2.707919090431992526e+00,1.018024417649813884e+00,1.400629579476969422e+00
4.139612588833686324e+00,4.316877120081153762e+00,1.076916604574697089e+01,1.081566268878688675e+01
7.908088350412335821e+00,3.910550529082068572e+00,6.691081723922057023e+00,7.120778129181179139e+00
6.090994789451928071e+00,1.624070869664151040e+00,-3.294486264287458610e+00,-3.138031023226122596e+00
2.172674852838765158e+00,1.485626474446106293e+00,1.226040379345991305e+00,1.907968694355650197e+00
7.947018744927626166e+00,4.322782633149308218e+00,9.839657233481048593e+00,9.744632417404647029e+00
4.709811413174654682e+00,2.396127274532366069e+00,2.405284512217990667e+00,1.585969398941535768e+00
8.880809952237079585e+00,4.715387349594992727e+00,1.172369530390449199e+01,1.193993941844727757e+01
6.685764033821767427e+00,2.257464928575476204e+00,-1.592753275788043155e+00,-1.675348019726824456e+00
1.596346460470278839e+00,1.436722932098520200e+00,1.175803506659494735e+00,6.886568155181649331e-01
7.591089395759683889e+00,4.590895771668067837e+00,1.237049888212634130e+01,1.269613156108772323e+01
5.853936953270574506e+00,2.661268551571359886e+00,2.149294054044711189e+00,2.281458623672029784e+00
5.461636635590277677e+00,3.485979726508110499e+00,6.981566460454386558e+00,7.204235761421696083e+00
4.255401792115600657e+00,2.281960695070133216e+00,2.390211013417286701e+00,2.224023038023941190e+00
6.662613423147166536e+00,3.489447299595382912e+00,5.745937612911355075e+00,5.844461195035232315e+00
7.265689034302135196e-01,3.908376748987966831e+00,2.587089967946392566e+00,2.714259490024105048e+00
5.087952268523133981e+00,4.910840155310888022e+00,1.454184889556456639e+01,1.542917644883541683e+01
9.361516516270825150e+00,1.214370193902156725e+00,-1.369828065983844922e+01,-1.404026054206779150e+01
2.128184658453836420e+00,4.777820062781524157e+00,8.208941268873026331e+00,8.203694169094328359e+00
1.456432599517109017e+00,3.225738067359387617e+00,3.722278499146846720e+00,3.904208405281670125e+00
4.164151410737952475e+00,1.596007543676499107e+00,-2.935876523086777823e-02,-8.917522282785674825e-01
5.243153375249383075e+00,4.866512459956393144e+00,1.444221267114140161e+01,1.364072848742730493e+01
3.827605762289171043e+00,4.126209067418949772e+00,9.664927737490582871e+00,1.074783692290448833e+01
4.891016192701234111e+00,1.800644588913744126e+00,-3.055343594070496493e-01,-1.189093836237883783e+00
6.779214460357612992e+00,3.790711732502667353e+00,7.547951919465681669e+00,7.835416491793311344e+00
7.948507828678207154e+00,4.503016349255398509e+00,1.127303887169286867e+01,1.084892616866058290e+01
6.107557201591053975e-01,2.576457593392081247e+00,1.391817027025365583e+00,1.010236975649799973e+00
3.878950919426053190e+00,1.210098090408106675e+00,-9.088932018488711240e-01,-1.900155653985042381e+00
6.230386068498492413e+00,1.137554866846016921e+00,-5.482701163135562439e+00,-5.933070449298235793e+00
3.070650386215864613e-01,1.127007310748707525e+00,3.011744385018376713e-01,6.933637462536785812e-01
9.497041249474092339e+00,4.880595375212936737e+00,1.222026009565713878e+01,1.152588867519888183e+01
6.444127668956316946e+00,3.069687164075386665e+00,3.492816624752418164e+00,3.790530064923309350e+00
4.901536376175382514e+00,1.110248224049047661e+00,-2.864845929177050721e+00,-2.708197054502758494e+00
4.538311588801986929e+00,1.171357515112913195e+00,-2.028388717795511109e+00,-1.019237568119314874e+00
1.557851051204354631e+00,3.522091474008788747e+00,4.380057052195610368e+00,4.142790260566752814e+00
7.559245305446994356e-01,4.100313189847138773e+00,2.827747545532904638e+00,3.459454565134306936e+00
6.841570403083138352e+00,4.514931867500463269e+00,1.241149056439386555e+01,1.285592504151458471e+01
9.247462780941338778e+00,1.498373714983784133e+00,-1.253533261377900132e+01,-1.267866682243814402e+01
7.944448168592100679e+00,2.955861493311544130e+00,-3.554474707605308481e-01,-1.186925465228613863e+00
3.123979157233551240e-01,2.080515852499473795e+00,6.015411443717852968e-01,1.356261334165039134e+00
4.857879712464687749e-01,4.625889392389828991e+00,2.133376094979040793e+00,1.451181642057269849e+00
5.175319131099460179e+00,4.579691886293700165e+00,1.285239232462991765e+01,1.261568434831852059e+01
5.775314843587390001e+00,1.650002375251993669e+00,-2.519812602502880416e+00,-2.078224332502787153e+00
6.102829398301518715e+00,4.978368927065266902e+00,1.559373782684768983e+01,1.615171561124433453e+01
8.772645771895376754e+00,3.111343687945006486e+00,-1.463854268855520502e+00,-1.886577616934514978e+00
8.988871302464181312e+00,4.564777286529466238e+00,1.018155668022021132e+01,1.016555583727109813e+01
9.894014865838874684e+00,1.553723836436245787e+00,-1.453117870904672237e+01,-1.466046793008139737e+01
3.402999186687825084e+00,2.087514328273005759e+00,2.312954656098832551e+00,2.903733943890014046e+00
4.738584356614278015e+00,1.524973307049403370e+00,-1.119663526972444867e+00,1.326531601180143127e-01
9.936930198089841682e+00,2.592600799565358827e+00,-9.102246175588390997e+00,-1.001718958834835682e+01
7.033591672104313908e+00,3.483302155990338544e+00,5.138954726198736722e+00,5.597166181190870837e+00
6.686056587244808558e-01,2.346866126368793104e+00,1.352856326379388241e+00,-7.623136207397407382e-02
9.104560768109909219e+00,2.068058714063096382e+00,-9.488528086983990306e+00,-9.481494900901665801e+00
6.205060093227169560e+00,4.146697038142249880e+00,1.035005340982354838e+01,9.795661147848955252e+00
2.017751292498500160e+00,4.059483085403037705e+00,6.390248321832076250e+00,7.386157716887102431e+00
3.542517641772734649e+00,3.677845347027084877e+00,7.717893273286026812e+00,7.801077537436556852e+00
5.818826991875263310e+00,3.580715005209828217e+00,7.239227426011678901e+00,6.870841552033785327e+00
6.562387796740309476e+00,4.891211354096921760e+00,1.508833621263899616e+01,1.483867978528458664e+01
4.166211906275612442e+00,4.828246949039160185e+00,1.299320754005705503e+01,1.270555966403594361e+01
7.469155049867336693e+00,3.666182572656146110e+00,5.662480549517361794e+00,5.756636353798705308e+00
5.374982604676487696e+00,2.396163768876101052e+00,1.555055450744612600e+00,1.475981215554758919e+00
9.750102281273210991e+00,2.839479398091801610e+00,-6.624247850075867916e+00,-6.296305063085107179e+00
8.549611024188934039e+00,3.692156773691889882e+00,3.651831325682934448e+00,4.421961866645279571e+00
1.585955778621845447e+00,4.262033040900243819e+00,5.629972607076926927e+00,5.980678630530668727e+00
1.120568144980093050e+00,2.513798163951209919e+00,2.227552235484028031e+00,1.614550711631981272e+00
8.549942971023384075e+00,3.832316775561607436e+00,4.783112000231547256e+00,3.971208596988554440e+00
6.116533657331509666e+00,3.878882678125742611e+00,8.760203988432774480e+00,8.382494225604922633e+00
9.764613307958235566e+00,3.127014086662208925e+00,-4.409194389319587515e+00,-3.882586757164721014e+00
4.414764316679928413e+00,3.448336285923386590e+00,7.155499981808592480e+00,6.987975904975917807e+00
1.875053895933998849e+00,4.794714987570029230e+00,7.454896810118500028e+00,7.121110400580207944e+00
4.661846291152086375e-01,1.971336416215752951e+00,8.129656142930948848e-01,8.821068931960361903e-01
7.708988744932049997e+00,4.452974401303807284e+00,1.117543269660096428e+01,1.046766972180525634e+01
9.268275007325754711e-01,4.089564161557966315e+00,3.387121596082296460e+00,2.817457735247650419e+00
6.474641211561509735e+00,1.528700411184046981e+00,-4.562187483388237652e+00,-4.307024770783501211e+00
5.679081311690057809e+00,2.016431818384681662e+00,-7.245724096371288780e-01,-8.761491560912400001e-01
7.421726371979096903e+00,1.980653980633189537e+00,-4.864614904908698634e+00,-5.091233025953957103e+00
9.444523503719878477e+00,3.071605535144747545e+00,-3.807233491897008548e+00,-3.648415979238756712e+00
2.441562754803249469e+00,2.385950264513220453e+00,3.224579308771072128e+00,2.932143707180667747e+00
4.877780517689904727e+00,3.200571117702209367e+00,5.897562411569293062e+00,5.554416888287955878e+00
7.540464480421652738e+00,3.222166365399655952e+00,2.413892216109253752e+00,2.183987134842416467e+00
2.103345869058639739e+00,4.962985710817332752e+00,8.533992569018590046e+00,8.835302863574389320e+00
1.010915072578959739e+00,3.002516147325016149e+00,2.551540651797522319e+00,2.581450619658123724e+00
1.466427567408030264e+00,4.628125645959099366e+00,5.824451708471592326e+00,5.227152916133436911e+00
9.323711059203347418e+00,4.802528111849758474e+00,1.177978220139446108e+01,1.162825374412985724e+01
7.915309509850486869e+00,4.432512208945531995e+00,1.075423072738707475e+01,1.107834269061272892e+01
2.084067422413529602e+00,4.222557698040285246e+00,6.890889071550460265e+00,7.826265043128898924e+00
2.573083253762891154e-01,4.134122100190817939e+00,1.030651493540486685e+00,4.594744974795110792e-01
6.414408215562435345e+00,2.564058724509155951e+00,6.423195079432346688e-01,8.115871549674961161e-01
3.286878112898607540e+00,4.034305890600883515e+00,8.674350765638216387e+00,8.544976627230537858e+00
2.356750675952205665e+00,4.335068495607477423e+00,7.805975485363493505e+00,8.218735203769620412e+00
2.075600809208699271e+00,2.790626259092502615e+00,3.869545480559205775e+00,4.094322969217238928e+00
4.775031099446054306e+00,3.813861690358419487e+00,8.846603953000180098e+00,9.582692406870586765e+00
3.488289394504759500e+00,1.938386715230598689e+00,1.789469377797049621e+00,2.049194828934354895e+00
9.408151189705755257e+00,1.560006692255085703e+00,-1.285138425223299308e+01,-1.312394090834744631e+01
5.702286026209871572e+00,4.843430785123892690e+00,1.460586129439358416e+01,1.433656470530394067e+01
9.011248832509014761e+00,3.232880234266091168e+00,-1.214437208983007110e+00,-1.011662154124442603e+00
9.253922786119199273e+00,4.292776632658140912e+00,7.185403040762309956e+00,7.382874635474605540e+00
9.011311651543016055e+00,4.806769527740778258e+00,1.234459424424935037e+01,1.354356287804205117e+01
5.033620356234458804e+00,3.768742818798084482e+00,8.620121314753205866e+00,9.458287674586003391e+00
5.874566690449871231e+00,4.071033340974900661e+00,1.004775839521248315e+01,9.460969219024955024e+00
5.389163127064615644e+00,2.004843182290529491e+00,-2.609221961660317390e-01,-8.580979827925430681e-02
3.006084592995547089e-01,3.911902291165359369e+00,1.130871306333069759e+00,4.653768756487746128e-01
9.469459571131558562e+00,4.518816162815842752e+00,8.813157233267396862e+00,7.985318785407732989e+00
1.595794495717725026e+00,1.942973823152328805e+00,1.954303840997808628e+00,2.326076841719163291e+00
5.579213514799553408e+00,1.491042871919819657e+00,-2.767912627163803041e+00,-2.492038860641224929e+00
6.858213782209496401e+00,4.106056654032856024e+00,9.579966031663261106e+00,9.060682134494756568e+00
7.884430520304649193e+00,1.081373710530420862e+00,-9.777367789021472078e+00,-8.955524419972206829e+00
5.468009478147368263e+00,1.525156656070538297e+00,-2.415231617599108205e+00,-2.904016582349255415e+00
6.427197702398383505e+00,2.402002486632541789e+00,-2.654038702308483266e-01,-8.492680608041831558e-01
8.288382659042738965e+00,1.806212648750531002e+00,-8.215781788200956726e+00,-7.889472677490942942e+00
6.470930732910192162e+00,4.805802625648873061e+00,1.451983274681521863e+01,1.463030201967299426e+01
6.701733973831117908e+00,3.137014820900364764e+00,3.472005253231699839e+00,3.391751252747283729e+00
8.555115354899392344e+00,2.121700514255740355e+00,-7.404077809417000111e+00,-7.437610725867481953e+00
8.267755024637736261e-01,1.087623230910855110e+00,5.889803265312747449e-01,7.008807221605386495e-01
5.233358403010663906e+00,3.205727203910327727e+00,5.690547469460849328e+00,5.620757476586431878e+00
3.628650352362946530e-01,3.158782580417535790e+00,1.080537693709314961e+00,9.942852595687964312e-01
1.598723096296982060e+00,2.410138491449519194e+00,2.689092921602042274e+00,1.741114577268817687e+00
3.822135007479017244e-01,3.065116907706426197e+00,1.098787467211785884e+00,4.278067842069523952e-01
8.675790815527090416e+00,3.072886735077666742e+00,-1.476787312970511579e+00,-1.171312527809130755e+00
3.364408358227116924e+00,1.803822548707421092e+00,1.459837745856259028e+00,1.107687300632911764e+00
5.259198952728630694e+00,4.554827842206565336e+00,1.276309986528084295e+01,1.303569649483669401e+01
7.893853586091995389e+00,2.769012240909037192e+00,-1.482030799605855265e+00,-8.642988499830255300e-01
6.920078565022871331e+00,2.500246792865131518e+00,-7.760809930533252299e-01,-9.535564062775396810e-01
9.270514148906517704e+00,1.666266583737174400e+00,-1.198399514371559249e+01,-1.184251025304405047e+01
4.949056518357616063e+00,1.947942593951507817e+00,2.035286454985358873e-01,1.241766868887879793e+00
7.054134368840500713e+00,3.580173551820033939e+00,5.755236092239869095e+00,6.102703913396641866e+00
8.690771222020941877e+00,2.182407968715560642e+00,-7.486961284328215172e+00,-6.566024368952546375e+00
1.161250528081628097e+00,1.806397655644373046e+00,1.476686129274155101e+00,2.243389656231194795e+00
4.751566072859745304e+00,3.057440683316835717e+00,5.302158687319183272e+00,5.678838862079750527e+00
9.711431582045503275e-01,3.983297021546007510e+00,3.426141418588116494e+00,3.370194537876243679e+00
5.613947185129113393e+00,1.995021199851379823e+00,-7.022176289698771612e-01,-1.123214395587652348e+00
3.202198129693106576e+00,2.350913529835791049e+00,3.201868398352688327e+00,2.646019403591505004e+00
8.420932904204624592e+00,1.000701035363757097e+00,-1.145950232743809671e+01,-1.121633786009746281e+01
4.736970608078133971e+00,2.928147123993878775e+00,4.723202612165285252e+00,4.957294300502681494e+00
1.712663476808626628e+00,4.540087826075247079e+00,6.475940606935568056e+00,6.388629502919217273e+00
8.746453437955644006e+00,4.627195223408221203e+00,1.115522079477283768e+01,1.157945398531613712e+01
4.316068417216701647e+00,4.183145301172762842e+00,1.034993194786319393e+01,1.004766339069161951e+01
2.951412976557133971e-01,1.824708992906517668e+00,4.956025333347854889e-01,1.050712067390379811e+00
2.760019700011395738e+00,2.335622794663656521e+00,3.174081789410775123e+00,3.194085321803834976e+00
3.892684275919014780e+00,1.329621093607598947e+00,-5.546239772849157479e-01,-5.727872651751985122e-01
3.598187752747408208e-01,3.202341050482446327e+00,1.087676401374318536e+00,1.087539752884586042e+00
1.487104198396168808e+00,3.663201552182920651e+00,4.437284001006776890e+00,4.387988362614515303e+00
3.035437800995031576e+00,1.907573886638341598e+00,1.953855541870433088e+00,3.197987686034793775e+00
3.442074622068274525e+00,4.650677566876135316e+00,1.105557227993189429e+01,1.024981236535809259e+01
4.432036697774320189e+00,3.240836669308457374e+00,6.248082535999919251e+00,6.336693807890818597e+00
3.046416362628111774e+00,2.019727131431980016e+00,2.266569339299075558e+00,2.888622433968604408e+00
3.274615588567098445e+00,2.275957247276498840e+00,2.954448442896222105e+00,3.313204969182482973e+00
4.674579870764088874e+00,3.698518401115479914e+00,8.293415908699506289e+00,8.142374922845871055e+00
3.584134188471847171e+00,2.511183454834497120e+00,3.631069008377787455e+00,4.501129520486205848e+00
7.522880882889746879e+00,1.674880540790281369e+00,-6.605424897302857090e+00,-7.139671326185697886e+00
7.832601067666399963e+00,2.885664869974214231e+00,-5.500045710587500025e-01,-1.203152635917865698e+00
2.748930420858619605e-01,1.845573248874994299e+00,4.699856065691653262e-01,7.540208880353707066e-01
1.704712897936924376e+00,3.730949409413391926e+00,5.048694738311768404e+00,4.321459837695255324e+00
1.108009524539458779e+00,2.698663324039241029e+00,2.412758400608821852e+00,1.223783524125514166e+00
3.593400136519888211e+00,2.056348658351121905e+00,2.099026319253842310e+00,2.540469638117841988e+00
3.626979478341783469e+00,1.613128008986985940e+00,6.448676699205972973e-01,1.025542826230815496e+00
7.518001644915424997e+00,1.477233774172729941e+00,-7.422962780724819964e+00,-7.056819349253094842e+00
7.322249244175837113e+00,1.545410969727942785e+00,-6.618949339617138605e+00,-6.862684911959202161e+00
8.835905852357784696e+00,2.482204682272798557e+00,-6.104035341203047693e+00,-6.012562277358376228e+00
6.861680401058796619e+00,2.550817110747296557e+00,-3.558285894444512820e-01,-8.384918785656758633e-01
5.995787988978864114e+00,4.118136858916409793e+00,1.027779726830298301e+01,1.114497287160931194e+01
9.943898694751887035e+00,2.350597150900804344e+00,-1.076335079756098878e+01,-1.036783867180876406e+01
6.455470479180148935e+00,1.107008572122646584e+00,-6.105233300460616519e+00,-5.734105264275507707e+00
3.955770406245837645e+00,2.150502734174602804e+00,2.154962989287476649e+00,1.179970618834159435e+00
3.117194736043904513e+00,1.271579414302379973e+00,1.498460461093406026e-01,5.534970681042825635e-01
4.539382253218561258e-01,2.335832577311044211e+00,9.588674095720961521e-01,1.705853420562775780e+00
9.446969982809152455e+00,3.000171520957902072e+00,-4.373299036866939105e+00,-3.765167994043252531e+00
7.551132073515804954e+00,2.106073920159908131e+00,-4.554353999734614078e+00,-4.159788831836364054e+00
3.833037292981289923e+00,1.374960750381744035e+00,-3.358714149338830612e-01,-3.363499994487157418e-01
8.762761447503846668e+00,3.370770892158590382e+00,5.629388797203347394e-01,3.920224560928132207e-01
7.652942949552803853e+00,4.242030880044316277e+00,9.625562708005631407e+00,9.926383550815073065e+00
4.705216327960844325e+00,4.227695237563533937e+00,1.081054422095886736e+01,1.100192889885754965e+01
9.562255113651090710e+00,2.562883209056356026e+00,-7.979679261771806864e+00,-7.861491996578880759e+00
8.934755298451142025e+00,2.810024807598848096e+00,-4.168130071211738397e+00,-4.322742444606245904e+00
4.515857604213351806e+00,4.331727007680748365e+00,1.117572491299028492e+01,1.201635317695300031e+01
4.327398361627992074e+00,3.299412840165725225e+00,6.515910747935209635e+00,5.931989101837217504e+00
1.601788915285258019e+00,2.188571549678175909e+00,2.342480579975725785e+00,2.331164352069683865e+00
1.113830569354778754e+00,4.441133375305081898e+00,4.376691273869784737e+00,4.086600837475137027e+00
3.636384799742853779e+00,4.888689070139514925e+00,1.230356237668644326e+01,1.281958390073187282e+01
2.224503590427679089e+00,4.251466752914982550e+00,7.295301493340249799e+00,8.010542246987389703e+00
7.791882660565252472e-01,3.579685004419558059e+00,2.498466315126258497e+00,3.120510735531392577e+00
7.381249449339917668e+00,4.635723169120048226e+00,1.290158331266278324e+01,1.327928690354202956e+01
9.615638704558424621e+00,4.569693215926069030e+00,8.986765953235767768e+00,8.285464964995764348e+00
6.905144973306231115e+00,2.603571173326177046e+00,-1.445051790479983111e-01,8.961111747251655490e-01
9.083581532918193702e+00,4.566040251402655237e+00,1.001874664413000460e+01,1.027709468891732847e+01
8.716632718817242775e+00,3.786202602483707658e+00,4.025036041256562669e+00,3.970804418758154597e+00
6.495938254783238719e+00,2.266525710888011691e+00,-1.128333329887730940e+00,-1.117583031830369000e+00
5.273867824094502943e+00,4.145226434983309005e+00,1.056552291108486052e+01,1.039576334425905912e+01
3.643223785431424222e+00,2.110080488222356276e+00,2.244425175778177906e+00,2.456365462140084333e+00
5.000264138165719352e+00,1.265082712193151604e+00,-2.507351629527439840e+00,-2.352267725472137805e+00
3.280394319864837982e+00,1.584321274492347609e+00,8.749897953321617017e-01,6.949397724988104486e-01
1.803460105448266848e+00,1.191491317425703134e+00,7.689623618654336523e-01,-5.159833565223047591e-01
5.003737350869117861e+00,1.266242887197094991e+00,-2.509548058148298288e+00,-2.527108725672284617e+00
6.645459332117199303e+00,1.758050703155752625e+00,-3.973220670594213466e+00,-3.734802692474462837e+00
5.894619688533847324e+00,1.458183844034233623e+00,-3.547731648876129018e+00,-3.284647726429966053e+00
7.404445651079382351e+00,2.816582347653096896e+00,3.205481655242081729e-02,-4.467768383542283783e-02
3.426105607154380728e+00,1.609205290504384323e+00,8.230220155429737172e-01,1.049679400274677432e+00
1.009508015439572470e-01,4.065422940669849439e+00,4.052046941975435135e-01,9.193641644160310822e-01
2.205329284724971473e+00,3.570752381302242373e+00,5.722489263558977690e+00,5.487364122277043954e+00
2.967984210234301923e+00,2.026662902250601750e+00,2.311708903699770445e+00,3.044848426409084485e+00
5.575738183402870085e+00,4.723459407879854410e+00,1.384937037382310265e+01,1.287179122291264122e+01
3.955570001941171476e+00,1.370209569950126660e+00,-5.079128804406252140e-01,-1.138437147300160435e+00
6.610951614403268728e+00,1.978591363569892181e+00,-2.848910829118339372e+00,-3.301483304306048527e+00
2.317034893962456099e+00,2.475138694893332492e+00,3.374677010886856454e+00,2.152443656149085172e+00
4.733371117828113483e+00,4.592742384103751796e+00,1.259735989700191539e+01,1.209747858648552210e+01
1.222368309447464108e-01,3.241655067655013767e+00,3.886001291385649536e-01,1.012786116956755800e+00
6.894373938448517869e+00,3.758688178366484056e+00,7.187355278482321808e+00,7.808119811108613639e+00
8.667051774402622755e+00,3.665824822169281294e+00,3.161015867195395401e+00,3.209695098558497772e+00
8.600710447592433638e+00,4.529224096233063435e+00,1.053751682505545517e+01,1.139801780842444145e+01
8.759365650937882108e+00,2.115549023107099913e+00,-8.087948710577332889e+00,-7.968203600604235604e+00
2.041706700420215181e+00,4.130398716173580453e+00,6.593828896726405375e+00,6.344922918418278712e+00
9.816070757437415750e+00,1.180976219726243670e+00,-1.518943533363076526e+01,-1.506861994893935730e+01
5.558563549825367822e+00,1.897358630901087029e+00,-1.035971593126856938e+00,-1.104544898308807754e+00
1.937239925780540606e+00,2.645750009403999847e+00,3.441388710249014604e+00,3.809355440499013756e+00
1.001435218303671659e+00,2.340460184600851701e+00,1.870379086461896767e+00,1.118853766585196530e+00
8.026592037747602992e-01,1.319818932760714603e+00,7.619599192442174651e-01,1.261667390909832154e+00
6.405976626299239918e+00,4.728906368190467724e+00,1.401635425065600771e+01,1.378659088506174868e+01
6.323020660907408441e+00,3.882068193409038859e+00,8.614394907752540576e+00,9.042056416007669739e+00
7.888902371515563949e+00,2.691585966540823271e+00,-1.975170246022731391e+00,-2.745690346945924176e+00
6.620287291566462784e+00,2.196753860287342874e+00,-1.765899477976921261e+00,-1.975528805703065327e+00
5.242095703382431360e+00,1.351743198412686642e+00,-2.642428463471620415e+00,-2.603396853296512603e+00
1.711934293472630708e+00,4.312969002957121489e+00,6.077222106092301956e+00,6.527948420567883936e+00
7.371291085752897487e+00,2.052123295091927702e+00,-4.360319268944673254e+00,-4.969084803530602557e+00
1.402017138350689363e-01,4.783998219114060646e+00,6.608556401765697252e-01,1.494577768130948003e+00
6.637025762963439490e+00,2.109899484040830053e+00,-2.251880179684565775e+00,-2.010548442182808149e+00
1.736575342287805857e+00,4.943428945899206894e+00,7.265499624480902696e+00,7.002611915279349120e+00
1.672243754891708845e+00,4.317186751927626354e+00,5.970732208417069309e+00,6.579383225511109323e+00
9.070310624987971693e+00,3.831433566950099845e+00,3.547346902982020822e+00,3.598702414493335500e+00
9.279961107432598055e+00,4.935422215148753011e+00,1.311479820547783248e+01,1.369394669583344637e+01
7.230825602327016099e+00,2.921657505731696691e+00,1.091035769636590658e+00,2.252609674009976359e+00
2.363271422022683588e+00,2.401129619050501152e+00,3.228112827259306261e+00,3.612377016088596182e+00
4.746826086943263689e+00,1.376823526690812649e+00,-1.668794989769754489e+00,-1.932134721554771950e+00
3.527362784632572357e+00,4.454865789253902975e+00,1.050160528412138916e+01,1.028875156642581423e+01
1.264285026086766184e+00,1.496721646083908563e+00,1.172219308867267884e+00,1.463496482056501069e+00
2.444479822233996291e+00,1.310195672847094706e+00,7.482185454922303247e-01,8.921712540391092405e-01
6.738918345144823130e-01,3.324794694951721752e+00,2.020567155844719132e+00,1.604052174068224090e+00
9.725759497261728725e+00,1.278455485020993265e+00,-1.471035400339374455e+01,-1.504440876120673387e+01
2.439322313346920179e+00,1.599850943183457552e+00,1.397908447078807015e+00,1.730799461719903620e+00
3.932590002967494502e+00,2.208021170666043531e+00,2.380470437337850687e+00,3.553819622768500164e+00
2.541469080947093229e+00,2.077941721207202441e+00,2.503898253051569434e+00,1.188714562397599872e+00
6.547435349390338111e+00,1.408562390028022193e+00,-5.216552471982300432e+00,-4.854594403070939812e+00
5.669040308753801938e+00,2.976360942635776663e+00,4.069328381088235247e+00,3.963804789577397791e+00
7.680091371476188478e+00,2.443920472683240419e+00,-2.970713545546939116e+00,-2.581031188676846000e+00
2.130281266174054444e-01,2.702886043648052183e+00,5.528335388012742824e-01,9.866942278339110306e-01
2.126285977017768669e+00,3.603265343069635751e+00,5.655280710726789728e+00,5.681699753246063800e+00
6.027503512047334588e+00,1.984742889917955555e+00,-1.548921287929685420e+00,-2.056908061440783086e+00
5.808012608465417337e+00,4.413221582086220174e+00,1.208520239463507551e+01,1.138667644788357869e+01
8.261941708611651336e+00,1.395906958559446132e+00,-9.835487937126654145e+00,-1.077257728142323678e+01
8.974139592960450607e-01,2.532675413364087635e+00,1.889027555998445296e+00,2.500200356115903411e+00
3.774409681680993778e+00,3.763523130362414371e+00,8.215959124405971536e+00,8.111107941527473386e+00
4.097185780079801276e+00,3.485453763628156842e+00,7.275183792388950188e+00,7.005046308709672154e+00
5.178966525607235916e+00,3.837909037147359204e+00,8.952383012093015680e+00,8.813523306679819314e+00
3.579149270366633662e+00,4.785823169823146372e+00,1.180709517996211488e+01,1.113736132076382823e+01
7.373230935327665492e+00,2.620967853132540881e+00,-1.116292060039775436e+00,-9.639847702792455619e-01
1.132695427487974138e+00,2.746544678616786861e+00,2.508461783636160014e+00,3.167812531658057651e+00
